
[00:00:00.000 --> 00:00:05.600]  很感恩今天有機會在第四子堂的崇拜
[00:03:15.600 --> 00:03:20.000]  本來在她的前面很有心很有抱負地
[00:03:20.000 --> 00:03:22.000]  很想去做教育的工作
[00:03:22.000 --> 00:03:26.400]  但都沒有想過自己只是做了幾天的老師
[00:03:26.400 --> 00:03:29.840]  自己的生命就這樣結束
[00:03:29.840 --> 00:03:32.320]  我不知道在我們的人生裡面
[00:03:32.320 --> 00:03:37.760]  我們有沒有曾經經歷過一些無常的事情發生呢?
[00:03:37.760 --> 00:03:42.080]  當人去面對人生不能夠去掌握的時候
[00:03:42.080 --> 00:03:46.000]  究竟你會用一個什麼樣的態度去面對呢?
[00:03:46.000 --> 00:03:50.720]  今天我很想透過《傳道書》三章一到十五節
[00:03:50.720 --> 00:03:52.880]  我們去看看傳道者
[00:03:52.880 --> 00:03:56.320]  他自己怎樣去看待這些事情
[00:03:56.320 --> 00:04:00.320]  和他怎樣去面對這些事情
[00:04:00.320 --> 00:04:03.600]  我們一起去讀一些經文
[00:04:03.600 --> 00:04:06.480]  我知道你們第四節的頂姐妹
[00:04:06.480 --> 00:04:09.040]  喜歡弟兄讀一段
[00:04:09.040 --> 00:04:10.000]  姐妹又讀一段
[00:04:10.000 --> 00:04:10.640]  是不是這樣呢?
[00:04:10.640 --> 00:04:17.680]  今天就請姐妹先讀第一到第八節
[00:04:17.680 --> 00:04:21.280]  之後第九到第十五節就請弟兄讀
[00:04:21.280 --> 00:04:23.280]  請姐妹開始
[00:04:23.280 --> 00:04:26.160]  萬事都有定期
[00:04:26.160 --> 00:04:28.640]  天下無中有平時
[00:04:28.640 --> 00:04:32.160]  生有時、死有時、災中有時
[00:04:32.160 --> 00:04:34.720]  不出所災中的有有時
[00:04:34.720 --> 00:04:38.880]  殺戮有時、醫治有時、拆毀有時
[00:04:38.880 --> 00:04:42.720]  建造有時、哭有時、笑有時
[00:04:42.720 --> 00:04:45.920]  哀鳳有時、蠓藥有時
[00:04:45.920 --> 00:04:47.920]  拋達
[00:04:47.920 --> 00:04:53.760]  擁抱有時、避免擁抱有時
[00:04:53.760 --> 00:04:58.400]  尋找有時、捨棄有時、保存有時
[00:04:58.400 --> 00:05:02.880]  拋棄有時、撕裂有時、縫補有時
[00:05:02.880 --> 00:05:05.920]  靜默有時、講話有時
[00:05:05.920 --> 00:05:09.760]  愛有時、恨有時、戰爭有時
[00:05:09.760 --> 00:05:11.360]  和平有時
[00:05:11.360 --> 00:05:13.360]  弟兄,作弓
[00:05:13.360 --> 00:05:15.360]  (廣東話)
[00:05:15.360 --> 00:05:17.360]  (廣東話)
[00:05:17.360 --> 00:05:19.360]  (廣東話)
[00:05:19.360 --> 00:05:21.360]  (廣東話)
[00:05:22.160 --> 00:05:24.160]  (廣東話)
[00:05:24.160 --> 00:05:26.160]  (廣東話)
[00:05:26.160 --> 00:05:28.160]  (廣東話)
[00:05:28.160 --> 00:05:30.160]  (廣東話)
[00:05:30.160 --> 00:05:32.160]  (廣東話)
[00:05:32.160 --> 00:05:34.160]  (廣東話)
[00:05:34.320 --> 00:05:36.320]  (廣東話)
[00:05:37.280 --> 00:05:39.280]  (廣東話)
[00:05:39.280 --> 00:05:41.280]  (廣東話)
[00:05:41.280 --> 00:05:43.060]  (念念有餘的祂所學)
[00:05:43.060 --> 00:05:45.420]  (在自己這輩子的努力中)
[00:05:45.420 --> 00:05:49.220]  (只得其樂 也就至臣的恩賜)
[00:05:49.220 --> 00:05:51.800]  (何處到臣所作的一切)
[00:05:51.800 --> 00:05:56.260]  (都變為完全 無可糾結 無可減少)
[00:05:56.260 --> 00:05:58.920]  (臣這一作 每月使人在)
[00:05:58.920 --> 00:06:01.560]  (打獵自然的機會來得深)
[00:06:01.560 --> 00:06:04.340]  (而在有力 先前就有)
[00:06:04.340 --> 00:06:06.820]  (將來有力 早已有得滿)
[00:06:06.820 --> 00:06:10.600]  (因為臣自已愛是同生存)
[00:06:10.600 --> 00:06:12.600]  謝謝大家
[00:06:12.600 --> 00:06:14.600]  我們看第一點
[00:06:14.600 --> 00:06:16.600]  就是國策神的定時
[00:06:16.600 --> 00:06:19.600]  傳道者一開始的時候
[00:06:19.600 --> 00:06:20.600]  他就說到
[00:06:20.600 --> 00:06:22.600]  萬事都有定期
[00:06:22.600 --> 00:06:26.600]  天下萬物都有定時
[00:06:26.600 --> 00:06:28.600]  定時在這裡是指
[00:06:28.600 --> 00:06:32.600]  有些事情發生在一個特定的時間發生
[00:06:32.600 --> 00:06:35.600]  定期就是指所有的事情
[00:06:35.600 --> 00:06:38.600]  都有它的期限
[00:06:38.600 --> 00:06:40.600]  有它的開始
[00:06:40.600 --> 00:06:42.600]  也有它的終結的一刻
[00:06:42.600 --> 00:06:46.600]  而且這些都不是由我們可以控制
[00:06:46.600 --> 00:06:48.600]  這裡所說的
[00:06:48.600 --> 00:06:51.600]  原來一切的事情的發生
[00:06:51.600 --> 00:06:54.600]  都是在神的掌管裡面
[00:06:54.600 --> 00:06:59.600]  神使萬事都按其時所發生
[00:06:59.600 --> 00:07:05.600]  接著傳道者在第二節到第八節的時候
[00:07:05.600 --> 00:07:09.600]  他引用了十四對的有事
[00:07:09.600 --> 00:07:11.600]  如果大家去看的時候
[00:07:11.600 --> 00:07:14.600]  你會看到全部都是以一個正反
[00:07:14.600 --> 00:07:18.600]  又或者一個反正相對的組合出現
[00:07:18.600 --> 00:07:20.600]  包括有什麼呢?
[00:07:20.600 --> 00:07:22.600]  在紅色的字你會看到
[00:07:22.600 --> 00:07:26.600]  有生死 有災眾 有拔出
[00:07:26.600 --> 00:07:30.600]  有殺戮 有醫治 拆毀和建造
[00:07:30.600 --> 00:07:36.600]  有哭笑 哀動 踴躍 拋擲石頭 堆砌石頭
[00:07:36.600 --> 00:07:39.600]  擁抱和避免擁抱
[00:07:39.600 --> 00:07:44.600]  尋找和捨棄 保存和拋棄
[00:07:44.600 --> 00:07:48.600]  撕裂和縫補 靜默和講話
[00:07:48.600 --> 00:07:52.600]  愛和恨 戰爭和和平
[00:07:52.600 --> 00:07:57.600]  這裡一共有28項人生體驗
[00:07:57.600 --> 00:08:01.600]  這些事物都有它的開始
[00:08:01.600 --> 00:08:03.600]  也有它結束的時間
[00:08:03.600 --> 00:08:07.600]  人是沒有辦法控制得到的
[00:08:07.600 --> 00:08:12.600]  因為一切都是在神所定的時空裡發生
[00:08:12.600 --> 00:08:16.600]  當人的年紀越大的時候
[00:08:16.600 --> 00:08:21.600]  人生的經歷和體會就會越多
[00:08:21.600 --> 00:08:26.600]  可能你會對剛才所看的七節經文裡
[00:08:26.600 --> 00:08:29.600]  會否也有些感受呢?
[00:08:29.600 --> 00:08:33.600]  會否看到一些字詞出現的時候
[00:08:33.600 --> 00:08:37.600]  也會勾起一些回憶或感受呢?
[00:08:37.600 --> 00:08:40.600]  特別在香港這幾年裡
[00:08:40.600 --> 00:08:43.600]  也經歷了很多事情
[00:08:43.600 --> 00:08:47.600]  其中一個就是新冠疫症的出現
[00:08:47.600 --> 00:08:50.600]  我相信大家也很清楚知道
[00:08:50.600 --> 00:08:52.600]  這個疫症的出現
[00:08:52.600 --> 00:08:56.600]  其實對整個世界和香港
[00:08:56.600 --> 00:09:00.600]  同樣造成一個很嚴重的影響
[00:09:00.600 --> 00:09:03.600]  其實沒有人會想過這個疫症
[00:09:03.600 --> 00:09:07.600]  會突然之間出現
[00:09:07.600 --> 00:09:09.600]  而且也沒有人會想過
[00:09:09.600 --> 00:09:14.600]  它的殺傷力的嚴重性是多麼大
[00:09:14.600 --> 00:09:17.600]  我記得在初期的時候
[00:09:17.600 --> 00:09:19.600]  有不少感染的人
[00:09:19.600 --> 00:09:21.600]  其實他們的生命
[00:09:21.600 --> 00:09:25.600]  都可以在一個很短的時間內失去
[00:09:25.600 --> 00:09:28.600]  我們可以看到原來人的生命
[00:09:28.600 --> 00:09:31.600]  是有它的定期存在
[00:09:31.600 --> 00:09:35.600]  完全不在人的控制裡
[00:09:35.600 --> 00:09:39.600]  同樣我們回看過去香港
[00:09:39.600 --> 00:09:42.600]  也是一個很繁榮的大都市
[00:09:42.600 --> 00:09:46.600]  吸引了不少外資來到香港
[00:09:46.600 --> 00:09:49.600]  做很多的投資和生意
[00:09:49.600 --> 00:09:51.600]  而且在這個地方裡
[00:09:51.600 --> 00:09:55.600]  我們很容易找到工作
[00:09:55.600 --> 00:09:59.600]  生活相對也沒有那麼艱難
[00:09:59.600 --> 00:10:02.600]  但過去幾年香港經歷了不少的艱難
[00:10:02.600 --> 00:10:05.600]  無論是面對疫症裡
[00:10:05.600 --> 00:10:07.600]  在社會的事件裡
[00:10:07.600 --> 00:10:09.600]  在移民潮裡
[00:10:09.600 --> 00:10:13.600]  其實都對香港造成了很多的影響
[00:10:13.600 --> 00:10:16.600]  近年香港的經濟
[00:10:16.600 --> 00:10:19.600]  更加是面對一個很大的挑戰
[00:10:19.600 --> 00:10:21.600]  營商環境的不理想
[00:10:21.600 --> 00:10:23.600]  外資的撤離
[00:10:23.600 --> 00:10:26.600]  少了很多外國的遊客
[00:10:26.600 --> 00:10:29.600]  也少了很多國內的遊客
[00:10:29.600 --> 00:10:31.600]  來到香港消費
[00:10:31.600 --> 00:10:33.600]  但相反我們會看到
[00:10:33.600 --> 00:10:35.600]  每逢在週末的時候
[00:10:35.600 --> 00:10:37.600]  或者長的假期
[00:10:37.600 --> 00:10:41.600]  有不少的港人不想去消費
[00:10:41.600 --> 00:10:44.600]  當這個情況出現的時候
[00:10:44.600 --> 00:10:46.600]  大家都可以看到
[00:10:46.600 --> 00:10:48.600]  其實當你去到尖沙咀
[00:10:48.600 --> 00:10:50.600]  旺角 油麻地
[00:10:50.600 --> 00:10:52.600]  這些很多地方裡
[00:10:52.600 --> 00:10:55.600]  你都會看到有不少的商舖
[00:10:55.600 --> 00:10:58.600]  都變得冷冷清清
[00:10:58.600 --> 00:10:59.600]  在一個那麼經營
[00:10:59.600 --> 00:11:01.600]  那麼困難的情況下
[00:11:01.600 --> 00:11:03.600]  其實有很多的店舖
[00:11:03.600 --> 00:11:05.600]  都捱不住的時候
[00:11:05.600 --> 00:11:08.600]  結果都要面對結業
[00:11:08.600 --> 00:11:10.600]  就好像早前
[00:11:10.600 --> 00:11:12.600]  有大型的健身中心
[00:11:12.600 --> 00:11:14.600]  就結業了
[00:11:14.600 --> 00:11:16.600]  華潤堂是怎樣的
[00:11:16.600 --> 00:11:18.600]  全線結業
[00:11:18.600 --> 00:11:20.600]  最近也聽到有很多的
[00:11:20.600 --> 00:11:22.600]  大的公司又會怎樣
[00:11:22.600 --> 00:11:24.600]  裁員 減薪
[00:11:24.600 --> 00:11:26.600]  這些消息出現
[00:11:26.600 --> 00:11:28.600]  其實這幾年我們
[00:11:28.600 --> 00:11:32.600]  就是在經歷一個那麼艱難的時候
[00:11:32.600 --> 00:11:33.600]  而這些經歷
[00:11:33.600 --> 00:11:37.600]  正正同樣都是我們人生的一個部分
[00:11:37.600 --> 00:11:39.600]  我們不能夠去接受
[00:11:39.600 --> 00:11:41.600]  不只是好的一面
[00:11:41.600 --> 00:11:43.600]  香港很繁榮的一面
[00:11:43.600 --> 00:11:46.600]  但同樣我們不肯去接受
[00:11:46.600 --> 00:11:50.600]  另外一面不好的經濟環境
[00:11:50.600 --> 00:11:53.600]  其實好和不好
[00:11:53.600 --> 00:11:56.600]  這些都是我們人生的一個部分
[00:11:56.600 --> 00:11:59.600]  就好像銀的兩面
[00:11:59.600 --> 00:12:02.600]  都是不能夠分開一樣
[00:12:02.600 --> 00:12:05.600]  又或者好像人在婚姻裡一樣
[00:12:05.600 --> 00:12:08.600]  我們有我們開心的時間
[00:12:08.600 --> 00:12:11.600]  同樣有磨合的時間
[00:12:11.600 --> 00:12:14.600]  夫婦的相處就在這些關係裡
[00:12:14.600 --> 00:12:16.600]  互相的學習
[00:12:16.600 --> 00:12:18.600]  互相的成長
[00:12:18.600 --> 00:12:20.600]  我們回看作者
[00:12:20.600 --> 00:12:23.600]  他講完萬事都有定時的時候
[00:12:23.600 --> 00:12:26.600]  他提出了一個問題
[00:12:26.600 --> 00:12:29.600]  在第九節的經文裡說到
[00:12:29.600 --> 00:12:33.600]  他說作工的人在自己的勞碌的事上
[00:12:33.600 --> 00:12:35.600]  究竟有什麼益處呢
[00:12:35.600 --> 00:12:39.600]  為什麼傳道者要提出這個問題呢
[00:12:39.600 --> 00:12:45.600]  原來傳道者在傳道書的第一章12到18節的時候
[00:12:45.600 --> 00:12:52.600]  他曾經用智慧去專心去探索和查考一下
[00:12:52.600 --> 00:12:55.600]  天下所發生的事情
[00:12:55.600 --> 00:12:56.600]  他發現了一件事
[00:12:56.600 --> 00:13:02.600]  原來人間的智慧都不能夠去解決很多的謎團
[00:13:02.600 --> 00:13:05.600]  到了第二章的時候
[00:13:05.600 --> 00:13:09.600]  傳道者又透過自己用自己很多的資源
[00:13:09.600 --> 00:13:11.600]  用自己的方法
[00:13:11.600 --> 00:13:14.600]  很想去尋求一些的滿足
[00:13:14.600 --> 00:13:16.600]  但是我們會看到
[00:13:16.600 --> 00:13:19.600]  這些東西都只不過是帶給傳道者
[00:13:19.600 --> 00:13:22.600]  有短暫的那種開心快樂
[00:13:22.600 --> 00:13:27.600]  而沒有辦法帶給他有那種的永恆和滿足
[00:13:27.600 --> 00:13:31.600]  來到這個傳道書第三章1到8節的時候
[00:13:31.600 --> 00:13:35.600]  傳道者更加去覺察到原來人生那種無常
[00:13:35.600 --> 00:13:37.600]  那種的變幻
[00:13:37.600 --> 00:13:42.600]  他說原來這一切的方法都不能夠去幫助人
[00:13:42.600 --> 00:13:47.600]  找到真正的滿足和那份意義
[00:13:47.600 --> 00:13:54.600]  他覺察到原來這一切的東西都不能夠幫助人
[00:13:54.600 --> 00:13:59.600]  他覺察到原來上帝凡事都有他的定時
[00:13:59.600 --> 00:14:02.600]  既然凡事都有定時的時候
[00:14:02.600 --> 00:14:06.600]  我們為什麼還要這麼辛苦呢?
[00:14:06.600 --> 00:14:13.600]  就好像近年內地很多的青年失業是非常之高
[00:14:13.600 --> 00:14:16.600]  其實有不少的國內的青年人
[00:14:16.600 --> 00:14:19.600]  他現在選擇很躺平
[00:14:19.600 --> 00:14:21.600]  去年做了一個調查
[00:14:21.600 --> 00:14:23.600]  在6月份的時候
[00:14:23.600 --> 00:14:29.600]  他說由16歲到24歲的青年人的失業率
[00:14:29.600 --> 00:14:33.600]  是去到有21%是一個新高
[00:14:33.600 --> 00:14:36.600]  過去其實有不少的人認為
[00:14:36.600 --> 00:14:39.600]  只要我很努力去完成大學
[00:14:39.600 --> 00:14:42.600]  我就會有一個更加好的機會
[00:14:42.600 --> 00:14:44.600]  我可以向上流動
[00:14:44.600 --> 00:14:47.600]  我會有一個更加美好的前景
[00:14:47.600 --> 00:14:51.600]  但是很可惜因為這個疫情的出現
[00:14:51.600 --> 00:14:55.600]  加上裡面有很多的政治的原因
[00:14:55.600 --> 00:14:58.600]  在金融、科技等等很多的問題
[00:14:58.600 --> 00:15:02.600]  都在影響內地很多的經濟
[00:15:02.600 --> 00:15:04.600]  有很多的失業的年輕人
[00:15:04.600 --> 00:15:07.600]  他們選擇做些什麼呢?
[00:15:07.600 --> 00:15:14.600]  他們選擇回鄉下做一個全職的子女
[00:15:14.600 --> 00:15:16.600]  知不知道什麼叫全職子女?
[00:15:16.600 --> 00:15:20.600]  就是說他們繼續依賴他們的父母的退休金
[00:15:20.600 --> 00:15:23.600]  和他們的儲蓄去生活
[00:15:23.600 --> 00:15:27.600]  就算他說你有研究生學位
[00:15:27.600 --> 00:15:30.600]  也不能夠倖免
[00:15:30.600 --> 00:15:35.600]  這群年輕人發現了原來在一個經濟前景
[00:15:35.600 --> 00:15:37.600]  這麼慘淡的環境之下
[00:15:37.600 --> 00:15:40.600]  原來就算我擁有這麼高的學歷
[00:15:40.600 --> 00:15:41.600]  又怎樣呢?
[00:15:41.600 --> 00:15:45.600]  根本就沒有辦法幫我找到一份工作
[00:15:45.600 --> 00:15:48.600]  我們感受到這一群年輕人
[00:15:48.600 --> 00:15:52.600]  其實對前景的那種無望、那種沮喪
[00:15:52.600 --> 00:15:55.600]  甚至有一些是自暴自棄
[00:15:55.600 --> 00:15:59.600]  選擇繼續躺平甚至擺爛
[00:15:59.600 --> 00:16:04.600]  我們會不會有時候都會像這群年輕人一樣
[00:16:04.600 --> 00:16:09.600]  當我們去眼前見到一些不好的環境際遇的時候
[00:16:09.600 --> 00:16:14.600]  可能我們都會對前景那種無望、那種沮喪
[00:16:14.600 --> 00:16:18.600]  甚至我們可能都會有自怨自艾
[00:16:18.600 --> 00:16:23.600]  雖然我們活在神所定的時間裏
[00:16:23.600 --> 00:16:26.600]  看似好像很無奈
[00:16:26.600 --> 00:16:29.600]  但究竟傳道者又怎樣去看
[00:16:29.600 --> 00:16:33.600]  我們的出路究竟在哪裏呢?
[00:16:33.600 --> 00:16:36.600]  我們看第二點
[00:16:36.600 --> 00:16:39.600]  就是覺察神的作為
[00:16:39.600 --> 00:16:43.600]  當我們去看第十節的時候
[00:16:43.600 --> 00:16:45.600]  可能在程序表裏看
[00:16:45.600 --> 00:16:50.600]  你會見到由第十節開始到第十五節的時候
[00:16:50.600 --> 00:16:55.600]  你會發現傳道者多次提到神他自己
[00:16:55.600 --> 00:17:01.600]  即是傳道者開始從日光之下的事情裏
[00:17:01.600 --> 00:17:04.600]  開始轉向看日光之上
[00:17:04.600 --> 00:17:07.600]  向神的角度裏
[00:17:07.600 --> 00:17:11.600]  去看定時究竟是怎樣
[00:17:11.600 --> 00:17:15.600]  他有甚麼發現和有甚麼體會呢?
[00:17:15.600 --> 00:17:19.600]  我們一起去看第十一節和第十五節
[00:17:19.600 --> 00:17:21.600]  我們一起去讀吧
[00:17:21.600 --> 00:17:25.600]  他使萬事各按其時成為美好
[00:17:25.600 --> 00:17:29.600]  他有把永恆的意識放在人的心裏
[00:17:29.600 --> 00:17:35.600]  雖然這樣人還是不能覺神自始至終的作為
[00:17:35.600 --> 00:17:38.600]  見在有的先前就有
[00:17:38.600 --> 00:17:40.600]  將來有的早已有了
[00:17:40.600 --> 00:17:45.600]  因為神使已過的事重新出現
[00:17:45.600 --> 00:17:49.600]  傳道者去覺察到神的作為
[00:17:49.600 --> 00:17:52.600]  其中有一樣就是
[00:17:52.600 --> 00:17:54.600]  他看到原來神使萬事
[00:17:54.600 --> 00:17:58.600]  都是各按其時成為美好的
[00:17:58.600 --> 00:18:00.600]  傳道者讓我們知道
[00:18:00.600 --> 00:18:02.600]  人生是有定時的
[00:18:02.600 --> 00:18:05.600]  而這個定時也是出於神
[00:18:05.600 --> 00:18:10.600]  是按著神自己的計劃和時間發生的
[00:18:10.600 --> 00:18:12.600]  好像十五節裏所說
[00:18:12.600 --> 00:18:15.600]  現在有的先前都有
[00:18:15.600 --> 00:18:18.600]  將來有的早就已經有了
[00:18:18.600 --> 00:18:22.600]  因為神使已經過的事重新出現
[00:18:22.600 --> 00:18:24.600]  傳道者告訴我們
[00:18:24.600 --> 00:18:27.600]  今日我們所遇見的事
[00:18:27.600 --> 00:18:30.600]  其實早已有
[00:18:30.600 --> 00:18:34.600]  只不過是神使這些已經過去的事
[00:18:34.600 --> 00:18:37.600]  重新再一次的出現
[00:18:37.600 --> 00:18:39.600]  神讓我們知道
[00:18:39.600 --> 00:18:42.600]  這一切都是神的安排
[00:18:42.600 --> 00:18:46.600]  而且神看為美好的
[00:18:46.600 --> 00:18:48.600]  神看為好的
[00:18:48.600 --> 00:18:51.600]  很多時候我們會否覺得都是好的
[00:18:51.600 --> 00:18:54.600]  我們都未必會覺得是好的
[00:18:54.600 --> 00:18:57.600]  我聽過一位弟兄的分享
[00:18:57.600 --> 00:18:59.600]  他說他讀書的時候
[00:18:59.600 --> 00:19:03.600]  他都曾經接觸過基督教
[00:19:03.600 --> 00:19:07.600]  但他當時沒有繼續去教會
[00:19:07.600 --> 00:19:11.600]  他覺得自己是一個很厲害的人
[00:19:11.600 --> 00:19:13.600]  他說在他年輕的時候
[00:19:13.600 --> 00:19:16.600]  他已經擁有很好的學歷
[00:19:16.600 --> 00:19:19.600]  他可以有樓有車有錢
[00:19:19.600 --> 00:19:21.600]  而且他很欣賞自己
[00:19:21.600 --> 00:19:25.600]  他覺得他的腦轉速快
[00:19:25.600 --> 00:19:27.600]  是一個這樣的人
[00:19:27.600 --> 00:19:29.600]  他說有一次
[00:19:29.600 --> 00:19:34.600]  他被一位很熟悉的朋友騙了很多錢
[00:19:34.600 --> 00:19:39.600]  而且這件事困擾了他一段很長的日子
[00:19:39.600 --> 00:19:43.600]  結果更加令他中風
[00:19:43.600 --> 00:19:46.600]  中風的時候令他有半個腦
[00:19:46.600 --> 00:19:50.600]  嚴重受到損害
[00:19:50.600 --> 00:19:55.600]  腦再不是像以前一樣靈活
[00:19:55.600 --> 00:19:57.600]  但很感恩他的手腳
[00:19:57.600 --> 00:19:59.600]  因為康復得理想的時候
[00:19:59.600 --> 00:20:03.600]  對他的身體也沒有很大的影響
[00:20:03.600 --> 00:20:06.600]  如果從人的角度去看
[00:20:06.600 --> 00:20:11.600]  這位弟兄的遭遇其實很不幸
[00:20:11.600 --> 00:20:13.600]  被熟人騙了錢
[00:20:13.600 --> 00:20:18.600]  他的身心靈也受到很大的傷害
[00:20:18.600 --> 00:20:23.600]  但弟兄說如果不是因為這次中風
[00:20:23.600 --> 00:20:29.600]  他就不會再一次積極尋找教會
[00:20:29.600 --> 00:20:35.600]  他說他很想重新認識這位神更多
[00:20:35.600 --> 00:20:39.600]  我相信這些事情的發生
[00:20:39.600 --> 00:20:43.600]  其實也有神的美意在當中
[00:20:43.600 --> 00:20:47.600]  我們可以體會到原來很多時候
[00:20:47.600 --> 00:20:52.600]  人要經歷這些苦難
[00:20:52.600 --> 00:20:58.600]  人才能夠去醒覺甚至回轉
[00:20:58.600 --> 00:21:03.600]  我們再看國賊神的作為
[00:21:03.600 --> 00:21:06.600]  傳道者發現第二件事
[00:21:06.600 --> 00:21:12.600]  神是將永恆的意識放在人的心裡
[00:21:12.600 --> 00:21:17.600]  就是叫人意識到永恆的存在
[00:21:17.600 --> 00:21:19.600]  所以人的內心很多時候
[00:21:19.600 --> 00:21:21.600]  我們也會有一種尋求
[00:21:21.600 --> 00:21:24.600]  很想去探索永恆的渴求
[00:21:24.600 --> 00:21:28.600]  很想去追求永恆的滿足
[00:21:28.600 --> 00:21:30.600]  經文裡也說到
[00:21:30.600 --> 00:21:34.600]  人雖然很渴望去知道裡面的奧秘
[00:21:34.600 --> 00:21:41.600]  但始終人也不能完全明白到神自己的作為
[00:21:41.600 --> 00:21:44.600]  其實過去也有不少人
[00:21:44.600 --> 00:21:49.600]  他們為了解決人生苦難的問題
[00:21:49.600 --> 00:21:52.600]  他們也會透過不同的方法
[00:21:52.600 --> 00:21:57.600]  例如他們會去看風水、命理
[00:21:57.600 --> 00:22:04.600]  或者看星座、占卜、教鬼、打坐、修行等等
[00:22:04.600 --> 00:22:07.600]  很想去尋找人生的答案
[00:22:07.600 --> 00:22:10.600]  正如傳道者覺察到
[00:22:10.600 --> 00:22:14.600]  人為什麼這麼煩惱、多嘴上呢?
[00:22:14.600 --> 00:22:20.600]  正正是因為人根本不能夠參透到上帝的作為
[00:22:20.600 --> 00:22:25.600]  也沒辦法去改變一些已經定下來的事情
[00:22:25.600 --> 00:22:30.600]  我們的神是那位創天造地的神
[00:22:30.600 --> 00:22:34.600]  也是那位掌管全地的主
[00:22:34.600 --> 00:22:38.600]  神所做的一切是有他的計劃
[00:22:38.600 --> 00:22:40.600]  也有他的目的
[00:22:40.600 --> 00:22:44.600]  神的設計已經定了
[00:22:44.600 --> 00:22:47.600]  也不會再有什麼修改
[00:22:47.600 --> 00:22:49.600]  正如經文裡提到
[00:22:49.600 --> 00:22:52.600]  他也不會有其他的增添
[00:22:52.600 --> 00:22:55.600]  也不會有減少
[00:22:55.600 --> 00:22:57.600]  而人的出路是什麼呢?
