
[00:00:00.000 --> 00:00:01.700]  我是Iris
[00:02:14.440 --> 00:02:15.720]  那就是多少港幣呢
[00:02:15.720 --> 00:02:17.200]  先算一算
[00:02:17.200 --> 00:02:21.280]  原來港幣是15萬一個月
[00:02:21.280 --> 00:02:23.200]  你想不想去做啊
[00:02:23.200 --> 00:02:24.800]  當然想啊
[00:02:24.800 --> 00:02:26.480]  知道為什麼嗎
[00:02:26.480 --> 00:02:28.520]  既工作於娛樂
[00:02:28.520 --> 00:02:30.000]  既娛樂於工作
[00:02:30.000 --> 00:02:30.720]  是不是
[00:02:30.720 --> 00:02:32.720]  簡直就是絕世好功啊
[00:02:32.720 --> 00:02:34.360]  所以全球
[00:02:34.360 --> 00:02:35.960]  說的是全球增傷
[00:02:35.960 --> 00:02:39.920]  有三萬五千個人去應徵這份功
[00:02:39.920 --> 00:02:44.640]  請一個人而已
[00:02:44.640 --> 00:02:48.760]  這個絕世好功應該請了人了
[00:02:48.760 --> 00:02:51.840]  不過最令人奇怪的就是
[00:02:51.840 --> 00:02:56.080]  全球不知道有數以幾多計的人
[00:02:56.080 --> 00:02:58.640]  是增傷去應徵一份可能是
[00:02:58.640 --> 00:03:02.360]  世界上最吃力不討好的功
[00:03:02.360 --> 00:03:06.360]  一年七天要上班
[00:03:06.360 --> 00:03:10.120]  這份功工作的時薪是16個小時
[00:03:10.120 --> 00:03:13.040]  按揭8個小時
[00:03:13.040 --> 00:03:16.200]  全年有兩天無薪假
[00:03:16.200 --> 00:03:18.520]  應徵的人要有什麼
[00:03:18.520 --> 00:03:20.080]  交務助理
[00:03:20.080 --> 00:03:21.680]  教育工作
[00:03:21.680 --> 00:03:22.920]  心理輔導
[00:03:22.920 --> 00:03:25.920]  財務管理等等不同的經驗
[00:03:25.920 --> 00:03:29.360]  但月薪是零元
[00:03:29.360 --> 00:03:32.640]  很聰明的你應該猜到是什麼功吧
[00:03:32.640 --> 00:03:34.040]  是什麼功啊
[00:03:34.040 --> 00:03:37.080]  媽媽的工作
[00:03:37.080 --> 00:03:41.040]  有個很著名的中文教育專家張欣欣
[00:03:41.040 --> 00:03:42.480]  她說到曾經
[00:03:42.480 --> 00:03:45.280]  大家知不知道她是誰
[00:03:45.280 --> 00:03:47.600]  我好像介紹了
[00:03:47.600 --> 00:03:50.160]  著名的英皇教育名師
[00:03:50.160 --> 00:03:52.280]  她說了一篇泛文
[00:03:52.280 --> 00:03:54.600]  這篇泛文說到
[00:03:54.600 --> 00:03:59.200]  世界上最辛苦的工作肯定是什麼
[00:03:59.200 --> 00:04:04.600]  帶孩子和帶女兒
[00:04:04.600 --> 00:04:06.160]  為什麼這樣說呢
[00:04:06.160 --> 00:04:09.600]  她說上班有時候會懶洋洋
[00:04:09.600 --> 00:04:12.280]  你會不會上班懶洋洋的肯定有
[00:04:12.280 --> 00:04:13.480]  帶孩子的時候
[00:04:13.480 --> 00:04:15.680]  你會不會有時間懶洋洋
[00:04:15.680 --> 00:04:17.680]  你一不留神他就撞傷了
[00:04:17.680 --> 00:04:19.680]  我記得我帶大兒子的時候
[00:04:19.680 --> 00:04:21.360]  我去過廁所
[00:04:21.360 --> 00:04:24.480]  他已經蹦了地
[00:04:24.480 --> 00:04:28.440]  上班你會知道什麼時候有下班的時間
[00:04:28.440 --> 00:04:31.200]  因為你加班都有限度
[00:04:31.200 --> 00:04:36.400]  帶孩子其實是無所謂的下班時間
[00:04:36.400 --> 00:04:38.720]  加班就加班
[00:04:38.720 --> 00:04:41.080]  上班其實你有假期的
[00:04:41.080 --> 00:04:43.160]  可以盡情去享樂
[00:04:43.160 --> 00:04:45.320]  逛街 裝扮一下 旅行
[00:04:45.320 --> 00:04:46.360]  享受一下世界
[00:04:46.360 --> 00:04:48.000]  隨你喜歡
[00:04:48.000 --> 00:04:49.680]  但是如果你有了小朋友之後
[00:04:49.680 --> 00:04:52.840]  你的假期是屬於誰的
[00:04:52.840 --> 00:04:54.480]  哇 很有共鳴
[00:04:54.480 --> 00:04:56.760]  不是屬於你的總而言之
[00:04:56.760 --> 00:04:59.760]  是屬於你的子女的
[00:04:59.760 --> 00:05:04.360]  帶孩子其實是一份無限付出貼錢
[00:05:04.360 --> 00:05:06.960]  要去打工的工作
[00:05:06.960 --> 00:05:11.720]  這份24小時無休的工作
[00:05:11.720 --> 00:05:15.480]  是用媽媽的心去用心
[00:05:15.480 --> 00:05:19.040]  用命 用青春去換回來
[00:05:19.040 --> 00:05:20.960]  今天我想透過聖經當中
[00:05:20.960 --> 00:05:25.120]  一個母親所親身經歷的身心靈的苦
[00:05:25.120 --> 00:05:28.240]  讓我們稍微去體會一下
[00:05:28.240 --> 00:05:31.880]  母親的心腸到底是怎樣
[00:05:31.880 --> 00:05:34.840]  第一點很想和大家分享的就是
[00:05:34.840 --> 00:05:37.440]  生育與否的痛苦
[00:05:37.440 --> 00:05:40.360]  在《撒慕爾記》上一章一至十一節
[00:05:40.360 --> 00:05:43.000]  和十九至二十節
[00:05:43.000 --> 00:05:46.680]  大家坐好聽我讀這個經文
[00:05:46.680 --> 00:05:50.120]  而這個經文大家應該都很熟悉
[00:05:50.120 --> 00:05:52.040]  聽著
[00:05:52.040 --> 00:05:56.400]  以法連山區有一位拉瑪的索菲人
[00:05:56.400 --> 00:05:59.880]  名叫爾利加拿
[00:05:59.880 --> 00:06:02.160]  他有兩個妻子
[00:06:02.160 --> 00:06:04.400]  一個叫做哈拿
[00:06:04.400 --> 00:06:06.360]  一個叫皮莉娜
[00:06:06.360 --> 00:06:08.800]  皮莉娜有孩子
[00:06:08.800 --> 00:06:11.240]  哈拿就沒有了
[00:06:11.240 --> 00:06:15.160]  這個人每年都從本城去到士羅
[00:06:15.160 --> 00:06:17.360]  敬拜萬君子耶和華
[00:06:17.360 --> 00:06:19.160]  向他獻祭
[00:06:19.160 --> 00:06:21.920]  在那裏有爾利的兩個兒子
[00:06:21.920 --> 00:06:24.920]  有何弗尼和菲尼哈
[00:06:24.920 --> 00:06:28.440]  當耶和華的祭師
[00:06:28.440 --> 00:06:30.800]  每逢獻祭的日子
[00:06:30.800 --> 00:06:33.280]  爾利加拿就將那些祭玉
[00:06:33.280 --> 00:06:39.280]  分給妻子皮莉娜和皮莉娜的子女
[00:06:39.280 --> 00:06:42.040]  他分給哈拿是怎樣呢
[00:06:42.040 --> 00:06:43.280]  相憤
[00:06:43.280 --> 00:06:44.200]  我再講一次
[00:06:44.200 --> 00:06:46.400]  他分給哈拿是相憤
[00:06:46.400 --> 00:06:49.280]  他愛哈拿
[00:06:49.280 --> 00:06:53.120]  耶和華卻不使哈拿生育
[00:06:53.120 --> 00:06:55.880]  他的對頭皮莉娜就因為
[00:06:55.880 --> 00:06:57.760]  耶和華不使哈拿生育
[00:06:57.760 --> 00:06:59.920]  就經常惹他生氣
[00:06:59.920 --> 00:07:02.280]  令到他很生氣
[00:07:02.280 --> 00:07:04.440]  每年都是這樣
[00:07:04.440 --> 00:07:07.000]  每當他上到耶和華殿的時候
[00:07:07.000 --> 00:07:09.360]  皮莉娜就激怒他
[00:07:09.360 --> 00:07:10.760]  特意激怒他
[00:07:10.760 --> 00:07:15.680]  以致他又哭又不吃飯
[00:07:15.680 --> 00:07:18.440]  他的丈夫很柔情地說
[00:07:18.440 --> 00:07:21.320]  哈拿你為甚麼哭
[00:07:21.320 --> 00:07:23.640]  你為甚麼不吃飯
[00:07:23.640 --> 00:07:26.280]  你為甚麼這麼傷心難過
[00:07:26.280 --> 00:07:30.040]  有我不是比十個兒子更好嗎
[00:07:30.040 --> 00:07:32.280]  他們在時羅氣學完之後
[00:07:32.280 --> 00:07:34.480]  哈拿就站起來
[00:07:34.480 --> 00:07:39.000]  祭司以利就坐在聖殿門框的位置
[00:07:39.000 --> 00:07:41.440]  哈拿心裏面就很受苦了
[00:07:41.440 --> 00:07:45.720]  他就痛痛哭泣向耶和華禱告
[00:07:45.720 --> 00:07:46.760]  祈禱
[00:07:46.760 --> 00:07:48.440]  他許願這樣說
[00:07:48.440 --> 00:07:50.440]  萬君子耶和華
[00:07:50.440 --> 00:07:55.480]  你若誰顧你侍女的苦情
[00:07:55.480 --> 00:07:58.880]  眷念不忘你的侍女
[00:07:58.880 --> 00:08:01.600]  賜你的侍女一個子字
[00:08:01.600 --> 00:08:04.880]  我必使她終身歸與耶和華
[00:08:04.880 --> 00:08:08.160]  不用剃頭都剃她的頭
[00:08:08.160 --> 00:08:10.000]  這個是說那西爾人
[00:08:10.000 --> 00:08:14.000]  他們清早起來就在耶和華面前敬拜
[00:08:14.000 --> 00:08:18.800]  回去拉瑪自己的家裏
[00:08:18.800 --> 00:08:23.480]  以利加拿和他的妻子哈拿同房
[00:08:23.480 --> 00:08:25.280]  耶和華顧念哈拿
[00:08:25.280 --> 00:08:26.640]  時後到了
[00:08:26.640 --> 00:08:29.640]  哈拿就懷了一個兒子
[00:08:29.640 --> 00:08:33.360]  大家知不知道他叫什麼名字
[00:08:33.360 --> 00:08:34.560]  很聰明的
[00:08:34.560 --> 00:08:36.840]  他說
[00:08:36.840 --> 00:08:42.640]  這個是我從耶和華裏面求回來的
[00:08:42.640 --> 00:08:44.960]  整部《撒姆爾記》
[00:08:44.960 --> 00:08:47.240]  如果你熟讀的時候
[00:08:47.240 --> 00:08:49.440]  你就會知道焦點就是圍繞著
[00:08:49.440 --> 00:08:54.800]  大衛是怎樣成為以色列王國的國王
[00:08:54.800 --> 00:08:58.800]  從此展開民族歷史的新一頁
[00:08:58.800 --> 00:09:00.880]  不過這個歷史
[00:09:00.880 --> 00:09:01.960]  這麼光輝
[00:09:01.960 --> 00:09:04.840]  要揭開這麼光輝的歷史的序幕
[00:09:04.840 --> 00:09:08.600]  並不是一個很顯赫的帝王家譜
[00:09:08.600 --> 00:09:11.160]  就好像《馬太福音》一章
[00:09:11.160 --> 00:09:12.440]  並不是這樣
[00:09:12.440 --> 00:09:15.160]  而是透過一個不辱的婦人
[00:09:15.160 --> 00:09:17.920]  透過一個不辱的婦人作為一個開始
[00:09:17.920 --> 00:09:19.880]  《撒姆爾記》上的第一章
[00:09:19.880 --> 00:09:25.240]  他提到以法連山區有一個拉瑪的索菲人
[00:09:25.240 --> 00:09:28.000]  她名叫伊麗加拿
[00:09:28.000 --> 00:09:30.120]  她有兩個妻子
[00:09:30.120 --> 00:09:31.400]  一個叫哈拿
[00:09:31.400 --> 00:09:33.000]  一個叫皮利拿
[00:09:33.000 --> 00:09:36.000]  皮利拿有孩子
[00:09:36.000 --> 00:09:38.360]  哈拿沒有
[00:09:38.360 --> 00:09:40.680]  雖然伊麗加拿有兩個妻子
[00:09:40.680 --> 00:09:42.600]  但經文很清楚表達
[00:09:42.600 --> 00:09:44.600]  伊麗加拿是怎樣的
[00:09:44.600 --> 00:09:46.600]  不愛哈拿
[00:09:46.600 --> 00:09:48.320]  很愛哈拿
[00:09:48.320 --> 00:09:49.240]  考考大家
[00:09:49.240 --> 00:09:51.240]  在聖經裏面
[00:09:51.240 --> 00:09:52.520]  有哪些位置
[00:09:52.520 --> 00:09:55.480]  你見過有一個愛妻子的長夫
[00:09:55.480 --> 00:09:58.120]  愛妻號在聖經裏面說過的
[00:09:58.120 --> 00:09:59.040]  愛妻號
[00:09:59.040 --> 00:09:59.680]  聖經
[00:09:59.680 --> 00:10:01.040]  我家裏有一個
[00:10:01.040 --> 00:10:03.640]  你們家裏有沒有
[00:10:03.640 --> 00:10:04.960]  你們家裏有沒有
[00:10:04.960 --> 00:10:07.000]  聖經說愛妻號
[00:10:07.000 --> 00:10:08.680]  想想
[00:10:08.680 --> 00:10:12.360]  有哪些地方曾經提過呢
[00:10:12.360 --> 00:10:13.200]  很厲害
[00:10:13.200 --> 00:10:13.560]  對
[00:10:13.560 --> 00:10:15.000]  中了
[00:10:15.000 --> 00:10:17.480]  《創世紀》二十四章六十七節說到
[00:10:17.480 --> 00:10:19.640]  以撒遍領利伯加
[00:10:19.640 --> 00:10:22.960]  進了他母親撒拉的帳篷
[00:10:22.960 --> 00:10:24.320]  就娶了她為妻
[00:10:24.320 --> 00:10:25.760]  並且怎樣
[00:10:25.760 --> 00:10:27.440]  愛她
[00:10:27.440 --> 00:10:29.240]  接著雅各
[00:10:29.240 --> 00:10:31.520]  在《創世紀》二十九章十八節
[00:10:31.520 --> 00:10:34.520]  雅各愛拉結
[00:10:34.520 --> 00:10:37.040]  還有這裏伊麗加拿
[00:10:37.040 --> 00:10:39.640]  僅僅都是三位
[00:10:39.640 --> 00:10:41.520]  除了聖經直述
[00:10:41.520 --> 00:10:42.600]  這樣描述
[00:10:42.600 --> 00:10:43.880]  我們可以看到
[00:10:43.880 --> 00:10:45.400]  其實伊麗加拿
[00:10:45.400 --> 00:10:46.800]  其實她和哈拿
[00:10:46.800 --> 00:10:48.240]  都有互動在
[00:10:48.240 --> 00:10:50.120]  剛才的經文當中
[00:10:50.120 --> 00:10:51.240]  可見一斑
[00:10:51.240 --> 00:10:52.040]  為何這樣說呢
[00:10:52.040 --> 00:10:53.360]  剛才我讀經文的時候
[00:10:53.360 --> 00:10:55.160]  我特意讀了兩次
[00:10:55.160 --> 00:10:56.880]  相憤
[00:10:56.880 --> 00:10:57.400]  是嗎
[00:10:57.400 --> 00:10:58.480]  有沒有留意我讀聖經
[00:10:58.480 --> 00:11:00.160]  我讀了兩次相憤
[00:11:00.160 --> 00:11:03.520]  她說不僅是伊麗加拿分派
[00:11:03.520 --> 00:11:05.160]  那些制慾
[00:11:05.160 --> 00:11:07.680]  給哈拿的數量是相憤之外
[00:11:07.680 --> 00:11:09.640]  抑或是伊麗加拿
[00:11:09.640 --> 00:11:10.640]  和她有一些
[00:11:10.640 --> 00:11:12.480]  對話的柔情
[00:11:12.480 --> 00:11:13.480]  她說
[00:11:13.480 --> 00:11:18.040]  有我不是比有十個兒子更好嗎
[00:11:18.040 --> 00:11:20.600]  這個其實就是伊麗加拿
[00:11:20.600 --> 00:11:24.000]  對哈拿那種愛意
[00:11:24.000 --> 00:11:25.280]  那個柔情默義
[00:11:25.280 --> 00:11:27.240]  那種很愛哈拿
[00:11:27.240 --> 00:11:29.720]  但為何她還要娶皮莉娜呢
[00:11:29.720 --> 00:11:32.760]  大家有沒有想過
[00:11:32.760 --> 00:11:33.960]  那麼愛
[00:11:33.960 --> 00:11:36.160]  為何要娶呢
[00:11:36.160 --> 00:11:38.200]  原來經文說
[00:11:38.200 --> 00:11:39.680]  她有兩個妻子
[00:11:39.680 --> 00:11:40.960]  一個叫哈拿
[00:11:40.960 --> 00:11:43.160]  另一個叫皮莉娜
[00:11:43.160 --> 00:11:44.800]  更準確的意思
[00:11:44.800 --> 00:11:45.800]  其實就是
[00:11:45.800 --> 00:11:47.040]  她有兩個妻子
[00:11:47.040 --> 00:11:48.720]  第一位是哈拿
[00:11:48.720 --> 00:11:51.080]  第二位是皮莉娜
[00:11:51.080 --> 00:11:52.400]  不難想像
[00:11:52.400 --> 00:11:54.960]  縱使伊麗加拿
[00:11:54.960 --> 00:11:56.280]  其實她很愛
[00:11:56.280 --> 00:11:57.920]  很愛哈拿也好
[00:11:57.920 --> 00:11:59.560]  但最終
[00:11:59.560 --> 00:12:01.680]  她都是因為甚麼
[00:12:01.680 --> 00:12:03.600]  母子生
[00:12:03.600 --> 00:12:04.680]  母子生的緣故
[00:12:04.680 --> 00:12:07.560]  以至到伊麗加拿要怎樣
[00:12:07.560 --> 00:12:11.320]  需要再娶多一個妻子
[00:12:11.320 --> 00:12:14.040]  皮莉娜作為她第二位妻子
[00:12:14.040 --> 00:12:15.240]  結果
[00:12:15.240 --> 00:12:17.720]  皮莉娜怎樣
[00:12:17.720 --> 00:12:19.400]  有子女
[00:12:19.400 --> 00:12:21.240]  在舊約的時代
[00:12:21.240 --> 00:12:23.200]  其實《生兒育女》
[00:12:23.200 --> 00:12:25.400]  是說到
[00:12:25.400 --> 00:12:26.600]  生養眾多
[00:12:26.600 --> 00:12:28.440]  不單止是上帝的祝福
[00:12:28.440 --> 00:12:31.600]  有很多經文可以印證到
[00:12:31.600 --> 00:12:32.360]  就是《創世紀》
[00:12:32.360 --> 00:12:32.880]  它說
[00:12:32.880 --> 00:12:35.480]  神賜福給他們
[00:12:35.480 --> 00:12:37.080]  又叫他們說
[00:12:37.080 --> 00:12:39.000]  要生養眾多
[00:12:39.000 --> 00:12:40.640]  遍滿全地
[00:12:40.640 --> 00:12:41.920]  治理者地
[00:12:41.920 --> 00:12:44.600]  也要管理海裡的魚
[00:12:44.600 --> 00:12:45.520]  空中的鳥
[00:12:45.520 --> 00:12:49.280]  和地上各樣的活物
[00:12:49.280 --> 00:12:52.440]  又去到詩篇127篇三節
[00:12:52.440 --> 00:12:52.880]  它說
[00:12:52.880 --> 00:12:55.480]  兒女是耶和華所賜的產業
[00:12:55.480 --> 00:12:56.640]  所懷的胎兒
[00:12:56.640 --> 00:12:59.400]  是祂的賞賜
[00:12:59.400 --> 00:13:00.520]  甚至可能
[00:13:00.520 --> 00:13:02.800]  神都是祝福人
[00:13:02.800 --> 00:13:04.280]  最重要的福氣
[00:13:04.280 --> 00:13:06.760]  其實都是賜給你
[00:13:06.760 --> 00:13:08.520]  由後裔
[00:13:08.520 --> 00:13:10.880]  因為到了亞伯蘭的時候
[00:13:10.880 --> 00:13:11.800]  很特別的地方
[00:13:11.800 --> 00:13:12.000]  它說
[00:13:12.000 --> 00:13:12.880]  「這時以後」
[00:13:12.880 --> 00:13:14.160]  耶和華在意象中
[00:13:14.160 --> 00:13:15.920]  向亞伯蘭說話
[00:13:15.920 --> 00:13:16.440]  它說
[00:13:16.440 --> 00:13:18.400]  「亞伯蘭,你不要懼怕」
[00:13:18.400 --> 00:13:20.000]  「我是你的蠢牌」
[00:13:20.000 --> 00:13:22.040]  「必大大賜福給你」
[00:13:22.040 --> 00:13:25.080]  亞伯蘭瘋了
[00:13:25.080 --> 00:13:26.680]  賜福給我
[00:13:26.680 --> 00:13:28.240]  我都不願意
[00:13:28.240 --> 00:13:28.600]  是不是
[00:13:28.600 --> 00:13:29.200]  我都不願意
[00:13:29.200 --> 00:13:29.440]  它說
[00:13:29.440 --> 00:13:30.480]  「主耶和華」
[00:13:30.480 --> 00:13:33.160]  「我既無子,你還賜我什麼呢」
[00:13:33.160 --> 00:13:35.320]  「並且是不是我家」
[00:13:35.320 --> 00:13:36.960]  「家業是不是那個」
[00:13:36.960 --> 00:13:40.080]  「以利以借去乘雞」
[00:13:40.080 --> 00:13:40.960]  亞伯蘭又說
[00:13:40.960 --> 00:13:42.040]  「我都無子」
[00:13:42.040 --> 00:13:44.880]  「我家又無後裔」
[00:13:44.880 --> 00:13:47.920]  「你賜給我那麼多東西」
[00:13:47.920 --> 00:13:52.120]  「都得物無所用」
[00:13:52.120 --> 00:13:55.840]  因此聖經裏面有很多經文
[00:13:55.840 --> 00:13:57.600]  有些經文都說到
[00:13:57.600 --> 00:13:59.200]  婦女不能夠生育
[00:13:59.200 --> 00:14:03.720]  往往都被視為是上帝的阻攔
[00:14:03.720 --> 00:14:04.560]  所以我們會看到
[00:14:04.560 --> 00:14:05.760]  有一些描述
[00:14:05.760 --> 00:14:09.320]  「耶和華不使哈拿生育」
[00:14:09.320 --> 00:14:12.760]  「被利拿看見」
[00:14:12.760 --> 00:14:15.320]  「耶和華不使哈拿生育」
[00:14:15.320 --> 00:14:19.200]  等等這些經文都會出現
[00:14:19.200 --> 00:14:20.960]  在舊約的時代
[00:14:20.960 --> 00:14:23.800]  女人不能夠生兒育女
[00:14:23.800 --> 00:14:30.360]  其實都是帶來個人的羞辱和恥辱
[00:14:30.360 --> 00:14:34.760]  但是整個家族都會蒙羞
[00:14:34.760 --> 00:14:36.600]  不過在中國古代
[00:14:36.600 --> 00:14:39.400]  有一些類似的說法
[00:14:39.400 --> 00:14:41.320]  今早我講的時候
[00:14:41.320 --> 00:14:42.600]  大家都很認同
[00:14:42.600 --> 00:14:45.480]  他說可能長者多
[00:14:45.480 --> 00:14:48.120]  不孝有三
[00:14:48.120 --> 00:14:49.720]  對 原來大家都懂得回答
[00:14:49.720 --> 00:14:50.840]  無後為大
[00:14:50.840 --> 00:14:52.080]  都不關長者的事
[00:14:52.080 --> 00:14:55.240]  所以縱使伊利加拿對哈拿
[00:14:55.240 --> 00:14:57.360]  怎樣愛護有加
[00:14:57.360 --> 00:15:00.720]  怎樣喜歡和愛她都好
[00:15:00.720 --> 00:15:04.320]  他不得不娶第二個妻子
[00:15:04.320 --> 00:15:09.760]  就是被利拿來幫她生兒育女
[00:15:09.760 --> 00:15:13.840]  在這裡就看到哈拿面對雙重的痛苦
[00:15:13.840 --> 00:15:18.920]  她本身要承受著不育的羞辱
[00:15:18.920 --> 00:15:23.960]  更加要承受著誰經常惹她生氣
[00:15:23.960 --> 00:15:28.960]  被利拿經常冷嘲熱諷她
[00:15:28.960 --> 00:15:36.760]  想當年我曾經都是正值結婚和生子潮
[00:15:36.760 --> 00:15:40.960]  我們的團友都紛紛步入
[00:15:40.960 --> 00:15:44.200]  很想懷孕生子的時間
[00:15:44.200 --> 00:15:46.000]  團友都很把握機會
[00:15:46.000 --> 00:15:47.600]  這個黃金時間
[00:15:47.600 --> 00:15:51.040]  希望和太太能夠一擊即中
[00:15:51.040 --> 00:15:55.720]  能夠可以一索得子或者得女
[00:15:55.720 --> 00:16:02.440]  所以有時我們有些中醫名醫
[00:16:02.440 --> 00:16:06.560]  會有些卡片不斷地派給團友
[00:16:06.560 --> 00:16:10.320]  看看會否有機會
[00:16:10.320 --> 00:16:15.440]  有些人有時未必會這麼快懷孕
[00:16:15.440 --> 00:16:19.240]  所以他們都會有些壓力
[00:16:19.240 --> 00:16:22.400]  相信真的有些壓力
[00:16:22.400 --> 00:16:25.080]  有些人要打針
[00:16:25.080 --> 00:16:30.000]  我知道是要打排卵針
[00:16:30.000 --> 00:16:31.720]  要承受很大的壓力
[00:16:31.720 --> 00:16:35.880]  都很想一索得男或者一索得女
[00:16:35.880 --> 00:16:39.240]  他們四處尋醫
[00:16:39.240 --> 00:16:40.600]  有些很難喝的
[00:16:40.600 --> 00:16:43.480]  不知道什麼都會喝進肚子裡
[00:16:43.480 --> 00:16:47.400]  試盡各方各門的毒門秘方
[00:16:47.400 --> 00:16:50.080]  都盼望自己能夠懷孕
[00:16:50.080 --> 00:16:54.760]  結果就好像《新約聖經》裡說到的懷孕
[00:16:54.760 --> 00:16:57.360]  即患血流的婦人一樣
[00:16:57.360 --> 00:17:02.240]  「在好些醫生手裡受了許多的苦」
[00:17:02.240 --> 00:17:07.800]  「又花盡了所有的一點都不見好」
[00:17:07.800 --> 00:17:11.640]  心情是會很沉重
[00:17:11.640 --> 00:17:15.520]  如果你曾經經歷過這個旅程的弟兄姊妹
[00:17:15.520 --> 00:17:18.080]  你更加會比較明白多一些
[00:17:18.080 --> 00:17:20.280]  哈拿那份不育
[00:17:20.280 --> 00:17:24.960]  不能夠生育的榮辱得失
[00:17:24.960 --> 00:17:29.160]  或者患得患失的心情
[00:17:29.160 --> 00:17:31.160]  結果哈拿怎麼做呢
[00:17:31.160 --> 00:17:33.640]  她心裡受苦
[00:17:33.640 --> 00:17:37.880]  哈拿就在耶和華面前痛痛地哭泣
[00:17:37.880 --> 00:17:41.480]  祈願許願
[00:17:41.480 --> 00:17:45.880]  她說「你若誰顧你侍女的苦情」
[00:17:45.880 --> 00:17:48.480]  「眷念不忘你的侍女」
[00:17:48.480 --> 00:17:54.200]  「賜你一個侍女一個後子」
[00:17:54.200 --> 00:17:58.600]  「我必使她終生歸與耶和華」
[00:17:58.600 --> 00:18:03.920]  到底哈拿這一邊廂又祈願很想有一個兒子
[00:18:03.920 --> 00:18:06.840]  另一邊廂又說要歸與耶和華
[00:18:06.840 --> 00:18:08.960]  到底她是什麼玩法呢
[00:18:08.960 --> 00:18:11.480]  我們稍後再說
[00:18:11.480 --> 00:18:13.240]  不過經文表示
[00:18:13.240 --> 00:18:15.320]  耶和華顧念哈拿
[00:18:15.320 --> 00:18:17.240]  哈拿就懷孕
[00:18:17.240 --> 00:18:18.800]  表面上看來
[00:18:18.800 --> 00:18:22.960]  這樣是不是已經是一個很美滿的結局
[00:18:22.960 --> 00:18:24.800]  但大家想深一層
[00:18:24.800 --> 00:18:29.840]  這只是一個痛苦旅程的開始
[00:18:29.840 --> 00:18:32.840]  我自己是一個母親
[00:18:32.840 --> 00:18:35.120]  我記得我第一次懷孕的時候
[00:18:35.120 --> 00:18:37.680]  都有點心黑
[00:18:37.680 --> 00:18:40.320]  我就買了一支驗孕棒
[00:18:40.320 --> 00:18:42.040]  大家都很流行的
[00:18:42.040 --> 00:18:43.760]  樓下藥房有的
[00:18:43.760 --> 00:18:45.440]  驗一驗
