
[00:00:00.000 --> 00:00:03.000]  開始聽到之,我們一起祈禱
[00:02:09.000 --> 00:02:11.000]  在我心中很深刻
[00:02:11.000 --> 00:02:14.000]  叫自己時刻警醒
[00:02:14.000 --> 00:02:16.000]  到人生終結的時候
[00:02:16.000 --> 00:02:19.000]  父神給我的評價是什麼呢?
[00:02:21.000 --> 00:02:24.000]  今天和大家分享的經文是
[00:02:24.000 --> 00:02:29.000]  《馬太福音》25章14-30節
[00:02:29.000 --> 00:02:31.000]  這段經文包括在
[00:02:31.000 --> 00:02:35.000]  《馬太福音》24章和25章
[00:02:35.000 --> 00:02:38.000]  預言耶路撒冷毀滅之後
[00:02:38.000 --> 00:02:41.000]  有關末日的講論裡
[00:02:41.000 --> 00:02:44.000]  這段經文一般人認為
[00:02:44.000 --> 00:02:49.000]  發生在受難州的周二傍晚
[00:02:49.000 --> 00:02:52.000]  主耶穌向門徒講論
[00:02:52.000 --> 00:02:56.000]  地點是發生在橄欖山
[00:02:56.000 --> 00:02:59.000]  《馬太福音》24-25章
[00:02:59.000 --> 00:03:04.000]  談論末日發生的時間和末日的徵兆
[00:03:04.000 --> 00:03:07.000]  耶穌要求門徒謹慎
[00:03:07.000 --> 00:03:10.000]  而且耶穌也曾經說過
[00:03:10.000 --> 00:03:14.000]  會有很多自稱是基督的人
[00:03:14.000 --> 00:03:16.000]  會迷惑很多人
[00:03:16.000 --> 00:03:21.000]  多處都會有戰爭、饑荒和地震
[00:03:21.000 --> 00:03:23.000]  這些都是災難的起頭
[00:03:23.000 --> 00:03:26.000]  不法的事也會增加
[00:03:26.000 --> 00:03:29.000]  很多人的愛心漸漸冷淡
[00:03:29.000 --> 00:03:30.000]  但耶穌勸勉他們
[00:03:30.000 --> 00:03:33.000]  要忍耐到底是必然不夠
[00:03:33.000 --> 00:03:38.000]  弟子們聽到末世要忍耐到底的提醒
[00:03:38.000 --> 00:03:43.000]  我們能不能忍耐堅持我們的信仰和愛心
[00:03:43.000 --> 00:03:46.000]  如果我們受過傷害
[00:03:46.000 --> 00:03:51.000]  可能我們很難保持愛心
[00:03:51.000 --> 00:03:53.000]  但我們求上帝幫助我們
[00:03:53.000 --> 00:03:57.000]  能夠保持起初的愛心
[00:03:57.000 --> 00:04:00.000]  到末日來臨前
[00:04:00.000 --> 00:04:04.000]  天國的福音要傳遍天下
[00:04:04.000 --> 00:04:08.000]  《馬太福音》24章尾
[00:04:08.000 --> 00:04:13.000]  說出了耶穌再臨的徵兆和時間
[00:04:13.000 --> 00:04:19.000]  因為在經文中明講
[00:04:19.000 --> 00:04:23.000]  我們不知道主耶穌何時再會回來
[00:04:23.000 --> 00:04:27.000]  所以耶穌要門徒警醒預備
[00:04:27.000 --> 00:04:32.000]  在24章45-51節
[00:04:32.000 --> 00:04:36.000]  說到惡瀑和忠心的瀑人的比喻
[00:04:36.000 --> 00:04:40.000]  提醒我們忠於職守
[00:04:40.000 --> 00:04:45.000]  25章第1至13節
[00:04:45.000 --> 00:04:49.000]  說到十個同類的比喻
[00:04:49.000 --> 00:04:55.000]  重點仍然是基督再臨是不可預測的
[00:04:55.000 --> 00:04:59.000]  這個比喻說到新郎會遲到
[00:04:59.000 --> 00:05:02.000]  但那些沒有好好準備的人
[00:05:02.000 --> 00:05:07.000]  是無法進入享受天國的婚宴
[00:05:07.000 --> 00:05:10.000]  第25章14-30節
[00:05:10.000 --> 00:05:13.000]  就是今天我要和大家分享的經文
[00:05:13.000 --> 00:05:18.000]  說到按才幹受託付的比喻
[00:05:18.000 --> 00:05:21.000]  提醒我們要善用才幹恩賜
[00:05:21.000 --> 00:05:24.000]  去完成神給我們的使命
[00:05:24.000 --> 00:05:27.000]  做神良善忠心的瀑人
[00:05:27.000 --> 00:05:30.000]  我們一起讀這段經文
[00:05:30.000 --> 00:05:34.000]  大家可以看著螢光幕或手上的程序表
[00:05:34.000 --> 00:05:37.000]  也可以看著經文讀
[00:05:37.000 --> 00:05:39.000]  我們一起讀
[00:05:40.000 --> 00:05:44.000]  天國又好比一個人要出外遠行
[00:05:44.000 --> 00:05:46.000]  就叫了瀑人來
[00:05:46.000 --> 00:05:49.000]  把他的家業交給他們
[00:05:49.000 --> 00:05:53.000]  他按著各人的才幹給他們銀子
[00:05:53.000 --> 00:05:55.000]  一個給了五千
[00:05:55.000 --> 00:05:57.000]  一個給了二千
[00:05:57.000 --> 00:05:59.000]  一個給了一千
[00:05:59.000 --> 00:06:06.000]  就出去拿五千的勒克拿去買賣
[00:06:06.000 --> 00:06:08.000]  另外賺了五千
[00:06:08.000 --> 00:06:16.000]  拿了二千的去掘開地
[00:06:16.000 --> 00:06:19.000]  把主人的銀子埋藏了
[00:06:19.000 --> 00:06:23.000]  過了許久有些瀑人來了
[00:06:23.000 --> 00:06:25.000]  和他們算帳
[00:06:25.000 --> 00:06:29.000]  拿了五千的人帶著另外的五千來
[00:06:29.000 --> 00:06:33.000]  說:主啊,你交給我五千漢
[00:06:33.000 --> 00:06:35.000]  我賺了五千
[00:06:35.000 --> 00:06:40.000]  主人說:好,你這又良善又忠心的瀑人
[00:06:40.000 --> 00:06:43.000]  你在許少的事上忠心
[00:06:43.000 --> 00:06:46.000]  我要派你管理許多的事
[00:06:46.000 --> 00:06:50.000]  進來享受你主人的快樂吧
[00:06:50.000 --> 00:06:53.000]  拿了二千的也進前來說
[00:06:53.000 --> 00:06:56.000]  主啊,你交給我二千
[00:06:56.000 --> 00:06:59.000]  請看,我又賺了二千
[00:06:59.000 --> 00:07:04.000]  主人說:好,你這又善良又忠心的瀑人
[00:07:04.000 --> 00:07:07.000]  你在少許的事上忠心
[00:07:07.000 --> 00:07:10.000]  我要派你管理許多的事
[00:07:10.000 --> 00:07:14.000]  進來享受你主人的快樂
[00:07:14.000 --> 00:07:17.000]  拿了一千的也進前來說
[00:07:17.000 --> 00:07:21.000]  主啊,你知道你是個廉勞的人
[00:07:21.000 --> 00:07:24.000]  沒有種的地方也要收割
[00:07:24.000 --> 00:07:28.000]  沒有播的地方也要收穫
[00:07:28.000 --> 00:07:34.000]  我就害怕,去把你一千銀子埋藏在地裡
[00:07:34.000 --> 00:07:37.000]  請看,你的銀子在這裡
[00:07:37.000 --> 00:07:43.000]  他的主人回答他說:你這又良善又忠心的瀑人
[00:07:43.000 --> 00:07:47.000]  你既知道我沒有種的地方也要收割
[00:07:47.000 --> 00:07:51.000]  沒有播的地方也要收穫
[00:07:51.000 --> 00:07:56.000]  就該把我的銀子放下去換銀錢的人
[00:07:56.000 --> 00:08:01.000]  多我的事上可以換來的收穫
[00:08:01.000 --> 00:08:04.000]  把他這一千奪過來
[00:08:04.000 --> 00:08:06.000]  給那有一萬的
[00:08:06.000 --> 00:08:10.000]  凡有的還要加給他
[00:08:10.000 --> 00:08:15.000]  叫他有餘,連他所有的也要奪過來
[00:08:15.000 --> 00:08:20.000]  他是個好瀑人,要在我面前賞禮
[00:08:20.000 --> 00:08:24.000]  在那裡愛哭恥笑
[00:08:24.000 --> 00:08:26.000]  大家讀得很好
[00:08:26.000 --> 00:08:31.000]  我們看看馬太福音25章第14節
[00:08:31.000 --> 00:08:36.000]  說到天國有好比一個人要出去遠行
[00:08:36.000 --> 00:08:41.000]  就叫了瀑人來,把他的家業交給他們
[00:08:41.000 --> 00:08:43.000]  這個天國的比喻裡
[00:08:43.000 --> 00:08:48.000]  要出外遠行的主人就是上帝
[00:08:48.000 --> 00:08:51.000]  瀑人就是我們
[00:08:51.000 --> 00:08:55.000]  主人把他的家業交給他們
[00:08:55.000 --> 00:08:58.000]  指出我們的生命目標
[00:08:58.000 --> 00:09:03.000]  就是要完成上帝給我們的使命
[00:09:03.000 --> 00:09:05.000]  主耶穌的生命目標
[00:09:05.000 --> 00:09:08.000]  就是要做父上帝交給他
[00:09:08.000 --> 00:09:10.000]  要他成就的事
[00:09:10.000 --> 00:09:14.000]  他的食物就是遵行猜他來者的旨意
[00:09:14.000 --> 00:09:16.000]  作成他的功
[00:09:16.000 --> 00:09:20.000]  主耶穌果然完成了上帝給他的使命
[00:09:20.000 --> 00:09:23.000]  所以主耶穌能夠對神說
[00:09:23.000 --> 00:09:26.000]  我在地上已經榮耀你
[00:09:26.000 --> 00:09:30.000]  你所託付我的事,我已經成全了
[00:09:30.000 --> 00:09:35.000]  主耶穌在十字架上也說成了
[00:09:35.000 --> 00:09:37.000]  完成上帝的使命
[00:09:37.000 --> 00:09:41.000]  也是使徒保羅信著之後的人生方向
[00:09:41.000 --> 00:09:47.000]  他沒有違背那從天上來的意象
[00:09:47.000 --> 00:09:50.000]  他臨終的時候可以說
[00:09:50.000 --> 00:09:52.000]  那美好的仗我已經打過了
[00:09:52.000 --> 00:09:55.000]  當跑的路我已經跑盡了
[00:09:55.000 --> 00:09:57.000]  所信的道我已經守住了
[00:09:57.000 --> 00:10:01.000]  從此之後有公義的冠冕為我存留
[00:10:01.000 --> 00:10:05.000]  保羅他的一生就是按照神交給他的使命
[00:10:05.000 --> 00:10:07.000]  四處傳福音
[00:10:07.000 --> 00:10:10.000]  鼓勵人要悔改信主
[00:10:10.000 --> 00:10:15.000]  生存俄國文豪托爾斯泰
[00:10:15.000 --> 00:10:18.000]  他用了四十年尋找人生意義
[00:10:18.000 --> 00:10:20.000]  到處去問人
[00:10:20.000 --> 00:10:24.000]  但是也找不到滿意的答案
[00:10:24.000 --> 00:10:29.000]  直到有一天他無意中和一個農夫聊天
[00:10:29.000 --> 00:10:31.000]  他問這個農夫
[00:10:31.000 --> 00:10:34.000]  人生的意義是什麼
[00:10:34.000 --> 00:10:38.000]  這個農夫想也不想地說
[00:10:38.000 --> 00:10:42.000]  人生的目的就是侍奉上帝
[00:10:42.000 --> 00:10:45.000]  托爾斯泰聽了之後
[00:10:45.000 --> 00:10:49.000]  覺得這是一個最有智慧的答案
[00:10:49.000 --> 00:10:54.000]  人生的生命目標是侍奉上帝
[00:10:54.000 --> 00:10:57.000]  完成神給我們的使命
[00:10:57.000 --> 00:11:01.000]  是不是啊 頂姐妹
[00:11:01.000 --> 00:11:02.000]  頂姐妹
[00:11:02.000 --> 00:11:08.000]  你可能現在做的工作是文員
[00:11:08.000 --> 00:11:11.000]  或者會計師 工程師
[00:11:11.000 --> 00:11:13.000]  或者你是家庭主婦
[00:11:13.000 --> 00:11:15.000]  或者你是退休人士
[00:11:15.000 --> 00:11:19.000]  無論你在什麼狀況
[00:11:19.000 --> 00:11:24.000]  你的生命目標是不是侍奉上帝
[00:11:24.000 --> 00:11:26.000]  上帝給我們的使命
[00:11:26.000 --> 00:11:29.000]  不會只是為了我們的好處
[00:11:29.000 --> 00:11:32.000]  而且也是為了別人的益處
[00:11:32.000 --> 00:11:35.000]  大衛王在世的時候
[00:11:35.000 --> 00:11:38.000]  在《史圖行傳》13章36節說
[00:11:38.000 --> 00:11:41.000]  大衛遵行上帝的旨意
[00:11:41.000 --> 00:11:44.000]  後來長眠了
[00:11:44.000 --> 00:11:47.000]  而在《和合本》有些細節
[00:11:47.000 --> 00:11:51.000]  遵行上帝的旨意
[00:11:51.000 --> 00:11:54.000]  大衛按上帝的旨意
[00:11:54.000 --> 00:11:57.000]  服侍了他那一代的人
[00:11:57.000 --> 00:11:59.000]  意思是說
[00:11:59.000 --> 00:12:02.000]  上帝在大衛身上的使命
[00:12:02.000 --> 00:12:05.000]  和服侍他同時代的人
[00:12:05.000 --> 00:12:09.000]  是有關的 是連在一起的
[00:12:09.000 --> 00:12:12.000]  同樣上帝給主耶穌的使命
[00:12:12.000 --> 00:12:15.000]  也是叫他用他的生命來完成救贖
[00:12:15.000 --> 00:12:18.000]  使人因此得救
[00:12:18.000 --> 00:12:20.000]  保羅所得的使命
[00:12:20.000 --> 00:12:25.000]  就是令人得聞和得信福音
[00:12:25.000 --> 00:12:28.000]  都是為了別人的好處
[00:12:28.000 --> 00:12:34.000]  而領了銀子的三個僕人
[00:12:34.000 --> 00:12:37.000]  也應該拿著銀子做買賣
[00:12:37.000 --> 00:12:39.000]  使人得益處
[00:12:39.000 --> 00:12:42.000]  不是只為了向主人交賬
[00:12:42.000 --> 00:12:48.000]  事實上這個比喻和天國有關
[00:12:48.000 --> 00:12:54.000]  不是單單為了僕人的利益
[00:12:54.000 --> 00:12:59.000]  我們可以肯定有兩件事
[00:12:59.000 --> 00:13:01.000]  第一就是
[00:13:01.000 --> 00:13:04.000]  我們的生命目標
[00:13:04.000 --> 00:13:07.000]  是要完成上帝給我們的使命
[00:13:07.000 --> 00:13:09.000]  第二就是
[00:13:09.000 --> 00:13:12.000]  這個使命是應該使人得益
[00:13:12.000 --> 00:13:16.000]  對他人或社會是有貢獻的
[00:13:16.000 --> 00:13:18.000]  弟子們我想問問你們
[00:13:18.000 --> 00:13:20.000]  你們所做的事
[00:13:20.000 --> 00:13:25.000]  是否在完成上帝給你們的使命
[00:13:25.000 --> 00:13:27.000]  想想吧
[00:13:27.000 --> 00:13:30.000]  是否令別人得益
[00:13:30.000 --> 00:13:37.000]  對社會對他人都有貢獻
[00:13:37.000 --> 00:13:42.000]  我們應該用什麼來侍奉
[00:13:42.000 --> 00:13:43.000]  完成上帝的使命
[00:13:43.000 --> 00:13:47.000]  使人得益呢
[00:13:47.000 --> 00:13:52.000]  在馬太福音25章第15節說
[00:13:52.000 --> 00:13:54.000]  主人按照各人的才幹
[00:13:54.000 --> 00:13:56.000]  給他們銀子
[00:13:56.000 --> 00:13:58.000]  一個給了五千
[00:13:58.000 --> 00:14:00.000]  一個給了二千
[00:14:00.000 --> 00:14:02.000]  一個給了一千
[00:14:02.000 --> 00:14:05.000]  就出外遠行
[00:14:05.000 --> 00:14:08.000]  這個比喻是期待著
[00:14:08.000 --> 00:14:10.000]  僕人在主人不在的時候
[00:14:10.000 --> 00:14:12.000]  要表現出他們的警醒
[00:14:12.000 --> 00:14:15.000]  即使主人離開了很長的時間
[00:14:15.000 --> 00:14:22.000]  他們不單要好好準備和履行職責
[00:14:22.000 --> 00:14:26.000]  還要利用分配給他們的才幹
[00:14:26.000 --> 00:14:28.000]  資材
[00:14:28.000 --> 00:14:30.000]  去達成使命
[00:14:30.000 --> 00:14:34.000]  直到主人回來和他們算帳
[00:14:34.000 --> 00:14:40.000]  這個比喻提到主人給僕人銀子
[00:14:40.000 --> 00:14:42.000]  一個給了五千
[00:14:42.000 --> 00:14:43.000]  一個給了二千
[00:14:43.000 --> 00:14:45.000]  一個給了一千
[00:14:45.000 --> 00:14:50.000]  千原文是他連得
[00:14:50.000 --> 00:14:54.000]  英文的talent 才幹
[00:14:54.000 --> 00:14:56.000]  源自這個比喻
[00:14:56.000 --> 00:15:00.000]  按照今日經常用法
[00:15:00.000 --> 00:15:01.000]  talent 才幹
[00:15:01.000 --> 00:15:04.000]  就是指人的天賦
[00:15:04.000 --> 00:15:09.000]  但我們這段經文裏面
[00:15:09.000 --> 00:15:12.000]  他連得的意思
[00:15:12.000 --> 00:15:20.000]  其實他連得是一個量度的制度
[00:15:20.000 --> 00:15:23.000]  是一個重量
[00:15:23.000 --> 00:15:26.000]  他連得其實是象徵
[00:15:26.000 --> 00:15:29.000]  一個蒙受天國生命的人
[00:15:29.000 --> 00:15:32.000]  所領受的恩賜
[00:15:32.000 --> 00:15:34.000]  恩典
[00:15:34.000 --> 00:15:36.000]  這些人蒙恩
[00:15:36.000 --> 00:15:39.000]  可以運用一些資材
[00:15:39.000 --> 00:15:42.000]  去為天國效勞
[00:15:42.000 --> 00:15:47.000]  如果我們將talent和他連得
[00:15:47.000 --> 00:15:49.000]  結合起來解釋
[00:15:49.000 --> 00:15:53.000]  意思是我們要將整個人
[00:15:53.000 --> 00:15:55.000]  無論我們的天賦才能
[00:15:55.000 --> 00:15:58.000]  或神給我們的恩賜資材
[00:15:58.000 --> 00:16:03.000]  都投放在神的角度裏面去侍奉
[00:16:03.000 --> 00:16:05.000]  多年之前
[00:16:05.000 --> 00:16:11.000]  我讀過一個在信義會長者中心
[00:16:11.000 --> 00:16:12.000]  舉辦的課程
[00:16:12.000 --> 00:16:14.000]  叫做「樂為其師」
[00:16:14.000 --> 00:16:19.000]  這個課程訓練不同才幹的人
[00:16:19.000 --> 00:16:23.000]  懂得教社區裏面的長者
[00:16:23.000 --> 00:16:26.000]  因為你有才能
[00:16:26.000 --> 00:16:27.000]  有你的長處
[00:16:27.000 --> 00:16:28.000]  有你的專業
[00:16:28.000 --> 00:16:31.000]  但你未必懂得教人
[00:16:31.000 --> 00:16:33.000]  這個「樂為其師」課程
[00:16:33.000 --> 00:16:38.000]  是教我們如何教社區裏面的長者
[00:16:38.000 --> 00:16:42.000]  讀的人是退休人士
[00:16:42.000 --> 00:16:45.000]  或是將近退休的人
[00:16:45.000 --> 00:16:47.000]  或是服務長者的人
[00:16:47.000 --> 00:16:49.000]  所以我都去參加
[00:16:49.000 --> 00:16:51.000]  當中有太極師傅
[00:16:51.000 --> 00:16:53.000]  有銀行經理
[00:16:53.000 --> 00:16:55.000]  理財很厲害
[00:16:55.000 --> 00:16:57.000]  有美容師
[00:16:57.000 --> 00:17:00.000]  或是創作畫師等等
[00:17:00.000 --> 00:17:01.000]  讀完這個課程
[00:17:01.000 --> 00:17:02.000]  就會去到社區
[00:17:02.000 --> 00:17:08.000]  運用他們擅長的專業才幹去教人
[00:17:08.000 --> 00:17:14.000]  我當中認識了一位創作畫
[00:17:14.000 --> 00:17:17.000]  很有創意的
[00:17:17.000 --> 00:17:21.000]  畫畫的一位女士
[00:17:21.000 --> 00:17:23.000]  認識了她之後
[00:17:23.000 --> 00:17:26.000]  很欣賞她的才華
[00:17:26.000 --> 00:17:28.000]  她學了這個課程
[00:17:28.000 --> 00:17:32.000]  我邀請她到團體裏面
[00:17:32.000 --> 00:17:34.000]  教授我們的長者
[00:17:34.000 --> 00:17:39.000]  我邀請她到教會的報道會
[00:17:39.000 --> 00:17:45.000]  後來她在報道會裏面都缺席了
[00:17:45.000 --> 00:17:49.000]  每個人的天賦才能都不同
[00:17:49.000 --> 00:17:52.000]  聖靈給予每個人的恩賜都不同
[00:17:52.000 --> 00:17:56.000]  但我們各人都可以用自己獨特的方式
[00:17:56.000 --> 00:17:59.000]  來做出成果
[00:17:59.000 --> 00:18:02.000]  我們在天國裏面的一切服事
[00:18:02.000 --> 00:18:04.000]  都是很寶貴的
[00:18:04.000 --> 00:18:07.000]  無論是聖的還是俗的
[00:18:07.000 --> 00:18:12.000]  無論得到的回報有多有少
[00:18:12.000 --> 00:18:16.000]  我們的責任就是為長遠將來計劃
[00:18:16.000 --> 00:18:21.000]  運用自己的恩賜去拓展神的國度
[00:18:21.000 --> 00:18:23.000]  在這個比喻裏面提到主人
[00:18:23.000 --> 00:18:27.000]  分發了5000銀子、2000銀子和1000銀子
[00:18:27.000 --> 00:18:29.000]  給三個僕人
[00:18:29.000 --> 00:18:32.000]  1000的價值相等於
[00:18:32.000 --> 00:18:39.000]  一個人的日薪做20年的工資
[00:18:39.000 --> 00:18:44.000]  即是說第三個僕人得到1000銀子
[00:18:44.000 --> 00:18:54.000]  他所得到的都是一個頗為龐大的資本
[00:18:54.000 --> 00:18:57.000]  另外有5000銀子
[00:18:57.000 --> 00:18:59.000]  第一個得到5000銀子
[00:18:59.000 --> 00:19:01.000]  第二個得到2000銀子
[00:19:01.000 --> 00:19:08.000]  所以主人給了幾個巨額的資本給三個僕人
[00:19:08.000 --> 00:19:15.000]  反映主人對這些僕人抱有期望和信任
[00:19:15.000 --> 00:19:18.000]  主人亦相信
[00:19:18.000 --> 00:19:21.000]  信得過這些僕人會好好地
[00:19:21.000 --> 00:19:29.000]  使用財幹去運用所得的巨額資本
[00:19:29.000 --> 00:19:37.000]  主人是按照各人的財幹去分發銀子
[00:19:37.000 --> 00:19:41.000]  主人分發5000、2000、1000銀子
[00:19:41.000 --> 00:19:45.000]  表明每一個人都有財幹
[00:19:45.000 --> 00:19:47.000]  但不是相等
[00:19:47.000 --> 00:19:50.000]  有些人會多些,有些人會少些
[00:19:50.000 --> 00:19:53.000]  他們都可以自由運用這些銀子
[00:19:53.000 --> 00:19:57.000]  但用與否就在乎他們
[00:19:57.000 --> 00:20:00.000]  頂姐妹,讓我們記得
[00:20:00.000 --> 00:20:05.000]  天生我才,要比主用
[00:20:05.000 --> 00:20:09.000]  必須盡力去用
[00:20:09.000 --> 00:20:14.000]  我來恩福堂侍奉前
[00:20:14.000 --> 00:20:19.000]  在醫院做了四年的院務
[00:20:19.000 --> 00:20:24.000]  在當中我時常上病房去探病人
[00:20:24.000 --> 00:20:27.000]  做心靈關顧
[00:20:27.000 --> 00:20:29.000]  有機會他們願意聽福音
[00:20:29.000 --> 00:20:31.000]  我就跟他們傳福音
[00:20:31.000 --> 00:20:33.000]  做了四年
[00:20:33.000 --> 00:20:38.000]  我發現神慢慢讓我看到
[00:20:38.000 --> 00:20:41.000]  我要回到教會做牧羊
[00:20:41.000 --> 00:20:46.000]  因為在醫院做院務
[00:20:46.000 --> 00:20:49.000]  我所要運用的東西
[00:20:49.000 --> 00:20:55.000]  不能全部發揮出來
[00:20:55.000 --> 00:20:57.000]  我神學的裝備
[00:20:57.000 --> 00:21:01.000]  有些做院務時還未發揮
[00:21:01.000 --> 00:21:03.000]  我希望我的生命
[00:21:03.000 --> 00:21:07.000]  能夠完全被神使用
[00:21:07.000 --> 00:21:08.000]  於是我就祈禱
[00:21:08.000 --> 00:21:11.000]  等候尋找自己應該在教會裡
[00:21:11.000 --> 00:21:14.000]  做什麼群體的服侍
[00:21:14.000 --> 00:21:16.000]  於是我就想
[00:21:16.000 --> 00:21:21.000]  我有什麼恩賜財能去服侍呢
[00:21:21.000 --> 00:21:27.000]  我祈禱思想
[00:21:27.000 --> 00:21:32.000]  原來我在醫院探訪很多內科病人
[00:21:32.000 --> 00:21:35.000]  很多都是長者
[00:21:35.000 --> 00:21:37.000]  我跟他們聊天
[00:21:37.000 --> 00:21:39.000]  了解了他們很多的心聲
[00:21:39.000 --> 00:21:41.000]  他們身體的毛病
[00:21:41.000 --> 00:21:44.000]  常有的病患是怎樣的
[00:21:44.000 --> 00:21:46.000]  我跟他們聊天
[00:21:46.000 --> 00:21:48.000]  了解了他們很多的心聲
[00:21:48.000 --> 00:21:50.000]  他們身體的毛病
[00:21:50.000 --> 00:21:53.000]  常有的病患是怎樣的
[00:21:53.000 --> 00:21:55.000]  我做院務時
[00:21:55.000 --> 00:21:58.000]  也讀了一個流金頌的課程
[00:21:58.000 --> 00:22:01.000]  是拿打數基金舉辦的
[00:22:01.000 --> 00:22:03.000]  流金頌的課程
[00:22:03.000 --> 00:22:07.000]  是比較全面去認識長者的需要
[00:22:07.000 --> 00:22:13.000]  無論是生理、病理、心理
[00:22:13.000 --> 00:22:18.000]  或是幫助他們的資源
[00:22:18.000 --> 00:22:23.000]  讀院的課程成為了長者大事
[00:22:23.000 --> 00:22:28.000]  我想起在我做院務前
[00:22:28.000 --> 00:22:30.000]  我也有募會的
[00:22:30.000 --> 00:22:31.000]  募會了十多年
[00:22:31.000 --> 00:22:33.000]  我有八年
[00:22:33.000 --> 00:22:35.000]  募了一個長者團契
[00:22:35.000 --> 00:22:37.000]  也做得不錯
[00:22:37.000 --> 00:22:38.000]  對服侍長者
[00:22:38.000 --> 00:22:40.000]  我覺得很容易
[00:22:40.000 --> 00:22:43.000]  長者也很喜歡做
[00:22:43.000 --> 00:22:45.000]  長者也很喜歡
[00:22:45.000 --> 00:22:48.000]  很接受我的牧養
[00:22:48.000 --> 00:22:50.000]  於是我就知道
[00:22:50.000 --> 00:22:52.000]  我的恩賜才能在哪裡
[00:22:52.000 --> 00:22:55.000]  於是我就來到恩福堂
[00:22:55.000 --> 00:22:59.000]  服侍長者團契
[00:22:59.000 --> 00:23:01.000]  所以鼎姐妹
[00:23:01.000 --> 00:23:02.000]  我們所要做的
[00:23:02.000 --> 00:23:06.000]  就是要找出自己的才幹恩賜在哪裡
[00:23:06.000 --> 00:23:12.000]  用它去完成神給你的使命
[00:23:12.000 --> 00:23:15.000]  大家可以回想想
[00:23:15.000 --> 00:23:18.000]  你有什麼恩賜才能
[00:23:18.000 --> 00:23:23.000]  可以用神去達成神給你的使命
[00:23:23.000 --> 00:23:28.000]  我們再看聖經第十六第十七節
[00:23:28.000 --> 00:23:30.000]  第十六第十七節說
[00:23:30.000 --> 00:23:34.000]  那領五千的納克拿去做買賣
[00:23:34.000 --> 00:23:36.000]  另外賺了五千
[00:23:36.000 --> 00:23:41.000]  那領二千的也照樣賺了二千
[00:23:41.000 --> 00:23:43.000]  第十六節有納克這個動詞
[00:23:43.000 --> 00:23:45.000]  納克就是指兩個僕人
[00:23:45.000 --> 00:23:48.000]  很快善用了這些銀子
[00:23:48.000 --> 00:23:49.000]  意思就是說
[00:23:49.000 --> 00:23:51.000]  這些好的僕人
[00:23:51.000 --> 00:23:54.000]  感受到這個任務和責任
[00:23:54.000 --> 00:23:56.000]  主人給他的
[00:23:56.000 --> 00:23:58.000]  他們毫不拖延
[00:23:58.000 --> 00:24:01.000]  著手拿去做買賣
[00:24:01.000 --> 00:24:06.000]  利用得到的資本去發展
[00:24:06.000 --> 00:24:08.000]  這個才幹的比喻
[00:24:08.000 --> 00:24:10.000]  顯示了這些僕人
[00:24:10.000 --> 00:24:13.000]  是如何為主在內做好準備
[00:24:13.000 --> 00:24:18.000]  他們沒有懷疑主人是否要奴役他們
[00:24:18.000 --> 00:24:21.000]  他們是珍惜主人給他們的資源
