
[00:00:00.000 --> 00:00:03.520]  各位現場及網上的頂姐妹主內平安
[00:02:24.760 --> 00:02:30.120]  今天我們想透過主耶穌第一次在曠野的祈禱
[00:02:30.120 --> 00:02:34.840]  和他最後一次在黑山瑪麗園跟神的獨處
[00:02:34.840 --> 00:02:38.520]  去認識、學習主耶穌在獨處裡面
[00:02:38.520 --> 00:02:40.440]  他跟神的關係是怎樣的呢?
[00:02:40.440 --> 00:02:42.880]  他的生命起了甚麼變化?
[00:02:42.880 --> 00:02:45.800]  又是甚麼因素導致這些的轉變呢?
[00:02:46.520 --> 00:02:51.200]  我想透過兩個分題帶出今天與神獨處的訊息
[00:02:51.200 --> 00:02:55.760]  就是從曠野的德性到黑西瑪麗的降伏
[00:02:55.760 --> 00:02:59.280]  首先我們看曠野的德性
[00:02:59.280 --> 00:03:04.200]  請聽我讀出《馬太福音》第四章第一至十一節
[00:03:04.200 --> 00:03:11.680]  「當時耶穌被聖靈引到曠野受魔鬼的試探
[00:03:12.960 --> 00:03:16.600]  他敢食四十餘夜,後來就餓了
[00:03:16.600 --> 00:03:20.080]  那試探者準前來對他說:
[00:03:20.080 --> 00:03:25.560]  「你若是神的兒子,叫這些石頭變成食物吧」
[00:03:25.560 --> 00:03:28.320]  耶穌卻回答說:
[00:03:28.320 --> 00:03:32.640]  「經上記著,人活著不是單靠食物
[00:03:32.640 --> 00:03:36.040]  乃是靠神口裡所出的一切」
[00:03:36.040 --> 00:03:39.440]  魔鬼就帶他進了聖城
[00:03:39.680 --> 00:03:42.040]  叫他站在聖殿頂上
[00:03:42.040 --> 00:03:43.320]  對他說:
[00:03:43.320 --> 00:03:47.000]  「你若是神的兒子,就跳下去
[00:03:47.000 --> 00:03:51.160]  因為經上記著,主要為你命令他的使者
[00:03:51.160 --> 00:03:55.440]  用手托住你,免得你的腳碰在石頭上」
[00:03:55.440 --> 00:03:57.480]  耶穌對他說:
[00:03:57.480 --> 00:04:01.920]  「經上又記著,不可試探主你的神」
[00:04:01.920 --> 00:04:05.920]  魔鬼又帶他上了一座很高的山
[00:04:06.160 --> 00:04:09.920]  將世上的萬國和萬國的榮華都指給他看
[00:04:09.920 --> 00:04:11.120]  對他說:
[00:04:11.120 --> 00:04:15.600]  「你若苦服拜我,我就把這一切賜給你」
[00:04:15.600 --> 00:04:17.280]  耶穌說:
[00:04:17.280 --> 00:04:20.680]  「撒旦,退去,因為經上記著
[00:04:20.680 --> 00:04:24.120]  要拜主你的神,唯獨侍奉他」
[00:04:24.120 --> 00:04:27.520]  於是魔鬼離開了耶穌
[00:04:27.520 --> 00:04:30.400]  那刻有天使來侍候他
[00:04:30.400 --> 00:04:35.880]  「試探」這個字的原文既有負面的意思
[00:04:36.400 --> 00:04:39.320]  是要將人的惡去引發出來
[00:04:39.320 --> 00:04:42.640]  或者將對神的反叛去引發出來
[00:04:42.640 --> 00:04:45.720]  但是「試探」亦都有正面的意思
[00:04:45.720 --> 00:04:48.480]  通常是逆做試驗或者是試煉
[00:04:48.480 --> 00:04:52.560]  就是要引發出人的善或者對神的馴服
[00:04:52.560 --> 00:04:56.920]  對一個即將要展開全道生涯的耶穌來說
[00:04:56.920 --> 00:05:01.120]  魔鬼究竟要挑起耶穌裡面什麼慾望
[00:05:01.120 --> 00:05:05.440]  而聖靈又要引發出耶穌裡面什麼美善呢?
[00:05:06.080 --> 00:05:10.720]  和你在職場或者在侍奉裡面遇到的試探或者試驗
[00:05:10.720 --> 00:05:12.520]  有沒有些相似的地方呢?
[00:05:12.520 --> 00:05:19.120]  魔鬼的試探頭兩次包含了對耶穌身份的質詢
[00:05:19.120 --> 00:05:20.960]  第三節:
[00:05:20.960 --> 00:05:23.040]  「你若是神的兒子」
[00:05:23.040 --> 00:05:25.360]  就叫這些石頭變成食物
[00:05:25.360 --> 00:05:26.520]  第六節:
[00:05:26.520 --> 00:05:28.480]  「你若是神的兒子」
[00:05:28.480 --> 00:05:31.360]  就可以從聖殿的頂上跳下去
[00:05:32.280 --> 00:05:38.120]  這一節其實和耶穌在十字架上聽到的一句話都很相似
[00:05:38.120 --> 00:05:41.200]  「你若是神的兒子」
[00:05:41.200 --> 00:05:43.320]  就從十字架上下來
[00:05:43.320 --> 00:05:46.240]  現在你可以從十字架上下來
[00:05:46.240 --> 00:05:47.360]  我們就相信你
[00:05:47.360 --> 00:05:50.800]  用另一個方式去表達出來
[00:05:50.800 --> 00:05:52.960]  意思就是說
[00:05:52.960 --> 00:05:56.200]  你行神蹟解除你即時的需要
[00:05:56.200 --> 00:05:58.800]  你行神蹟叫人即時去相信你
[00:05:58.800 --> 00:06:00.880]  如果你真是神的兒子
[00:06:01.040 --> 00:06:04.320]  就用行動和你的身手去展示、證明一下
[00:06:04.320 --> 00:06:08.840]  魔鬼第三個試探
[00:06:08.840 --> 00:06:11.880]  就是用世上的萬國和萬國的榮華
[00:06:11.880 --> 00:06:14.160]  去換取耶穌向他一拜
[00:06:14.160 --> 00:06:16.120]  只要耶穌拜他
[00:06:16.120 --> 00:06:21.720]  耶穌就能夠得到世界上最大的王權、王位、榮耀和榮譽
[00:06:21.720 --> 00:06:24.240]  總括來說
[00:06:24.240 --> 00:06:26.480]  魔鬼的試探是什麼呢?
[00:06:26.480 --> 00:06:30.520]  魔鬼很想耶穌透過行動果效
[00:06:30.800 --> 00:06:33.560]  顯赫的成就、權力和名譽
[00:06:33.560 --> 00:06:36.640]  去展示和證明自己是哪一個
[00:06:36.640 --> 00:06:41.560]  魔鬼其實向世界都發出類似的聲音
[00:06:41.560 --> 00:06:44.240]  「向我證明你有價值」
[00:06:44.240 --> 00:06:47.000]  「向我證明你有貢獻」
[00:06:47.000 --> 00:06:49.560]  「向我證明你是重要的」
[00:06:49.560 --> 00:06:52.120]  「向我證明你是值得被愛的」
[00:06:52.120 --> 00:06:55.520]  其實人望高處
[00:06:55.520 --> 00:06:57.920]  向上流都是很自然的事
[00:06:58.840 --> 00:07:00.840]  不過慢慢又發展成為了
[00:07:00.840 --> 00:07:02.760]  要贏在起跑線
[00:07:02.760 --> 00:07:07.000]  或者很想躋身在不同名目的排名榜裡面
[00:07:07.000 --> 00:07:10.160]  我自小是一個基督徒
[00:07:10.160 --> 00:07:12.480]  很多年前又做了傳道人
[00:07:12.480 --> 00:07:17.200]  但是這種向上移動的世界觀
[00:07:17.200 --> 00:07:19.200]  其實都不停影響著我的
[00:07:19.200 --> 00:07:21.520]  小時候讀書的時候
[00:07:21.520 --> 00:07:23.040]  我很渴望考第一
[00:07:23.040 --> 00:07:24.520]  很努力地去考第一
[00:07:25.320 --> 00:07:26.080]  出來打工
[00:07:26.080 --> 00:07:29.480]  我很努力地擠進八大會計師樓
[00:07:29.480 --> 00:07:31.280]  生了兩個女兒
[00:07:31.280 --> 00:07:34.200]  我又很渴望她們能夠進入第一名的學校
[00:07:34.200 --> 00:07:36.920]  做傳道人
[00:07:36.920 --> 00:07:38.920]  我很渴望自己都能夠
[00:07:38.920 --> 00:07:41.280]  成為一個有出色表現的傳道人
[00:07:41.280 --> 00:07:44.960]  其實有抱負、有雄心
[00:07:44.960 --> 00:07:46.560]  都不一定有問題的
[00:07:46.560 --> 00:07:49.240]  不過勞魂在
[00:07:49.240 --> 00:07:52.080]  有一本書叫做《向下的移動》
[00:07:52.080 --> 00:07:55.160]  基督的捨己之路這樣去提醒我們
[00:07:56.160 --> 00:08:00.480]  向上移動將成為第一當成他的目標
[00:08:00.480 --> 00:08:03.800]  這樣的雄心根本沒辦法承擔
[00:08:03.800 --> 00:08:06.240]  在神裡面的真正的使命
[00:08:06.240 --> 00:08:10.560]  錯誤的抱負雄心和正確的抱負雄心
[00:08:10.560 --> 00:08:12.640]  兩者之間有很大的差異
[00:08:12.640 --> 00:08:15.520]  前者是以權力為出發點
[00:08:15.520 --> 00:08:18.440]  後者是以愛和服侍為基礎
[00:08:18.440 --> 00:08:21.160]  前者企圖高舉自己
[00:08:21.160 --> 00:08:24.600]  後者就希望所有的人都一起提升
[00:08:25.600 --> 00:08:27.520]  你是不是都很努力地
[00:08:27.520 --> 00:08:30.880]  用自己的能力去肯定自己的價值
[00:08:30.880 --> 00:08:33.080]  或者追求比人優越呢?
[00:08:33.080 --> 00:08:37.640]  耶穌是怎樣擺脫魔鬼這些試探呢?
[00:08:37.640 --> 00:08:42.360]  現在我們就將焦點由魔鬼轉向耶穌的身上
[00:08:42.360 --> 00:08:46.040]  想考考大家
[00:08:46.040 --> 00:08:49.760]  在耶穌被魔鬼試探之前
[00:08:51.680 --> 00:08:57.760]  祂就在一旦河那裡接受了施洗約翰的洗禮
[00:08:57.760 --> 00:09:00.120]  當時耶穌聽到什麼聲音呢?
[00:09:00.120 --> 00:09:03.560]  打了出來吧
[00:09:03.560 --> 00:09:05.880]  天上有聲音說
[00:09:05.880 --> 00:09:06.880]  我們一起讀
[00:09:06.880 --> 00:09:11.320]  「這是我的愛子,我所喜愛的」
[00:09:11.320 --> 00:09:16.280]  這個聲音在耶穌登山變相的時候再一次出現
[00:09:16.280 --> 00:09:18.200]  在四福音裡面
[00:09:18.200 --> 00:09:20.040]  記載天父說過的話
[00:09:20.040 --> 00:09:22.520]  我印象中只有這兩次
[00:09:22.520 --> 00:09:25.760]  究竟這句話有什麼重要性呢?
[00:09:25.760 --> 00:09:29.040]  在《盧雲靈詩》集
[00:09:29.040 --> 00:09:31.640]  生命中的蒙愛時刻裡面這麼說
[00:09:31.640 --> 00:09:35.320]  正因為確知自己是上帝所愛
[00:09:35.320 --> 00:09:38.760]  耶穌才可以在一個將祂當作
[00:09:38.760 --> 00:09:43.400]  不是當作蒙愛的世界裡面行走自如
[00:09:43.400 --> 00:09:46.320]  百姓讚賞祂、嘲笑祂
[00:09:47.560 --> 00:09:49.400]  擁戴祂、亦都棄絕祂
[00:09:49.400 --> 00:09:52.040]  百姓大叫「和珊啊,讚美主」
[00:09:52.040 --> 00:09:54.840]  但亦都大叫「釘死祂,釘死祂」
[00:09:54.840 --> 00:09:57.720]  但在這麼多的聲音裡面
[00:09:57.720 --> 00:09:59.680]  耶穌只知道一件事
[00:09:59.680 --> 00:10:01.760]  就是「我是蒙愛的」
[00:10:01.760 --> 00:10:03.720]  「我是上帝的至愛」
[00:10:03.720 --> 00:10:09.200]  耶穌一生記住從天上而來的聲音
[00:10:09.200 --> 00:10:12.080]  祂一生納足在天父無條件
[00:10:12.080 --> 00:10:13.720]  無限量的愛裡面
[00:10:13.720 --> 00:10:16.520]  祂是透過天父
[00:10:16.520 --> 00:10:19.240]  你去感受到百分之一百被重視
[00:10:19.240 --> 00:10:21.240]  被肯定、被接納
[00:10:21.240 --> 00:10:25.200]  所以祂不需要展示能力去證明自己
[00:10:25.200 --> 00:10:29.800]  祂是以「我是天父的愛子」的身份和關係
[00:10:29.800 --> 00:10:32.560]  去展示自己的價值
[00:10:32.560 --> 00:10:35.440]  所以耶穌怎樣回應魔鬼?
[00:10:35.440 --> 00:10:38.720]  祂說「人活著不是單靠食物
[00:10:38.720 --> 00:10:42.000]  乃是靠神口裡所出的一切」
[00:10:42.000 --> 00:10:43.800]  意思就是說
[00:10:43.800 --> 00:10:45.600]  我不需要自給自足
[00:10:45.720 --> 00:10:47.800]  相反我一生選擇
[00:10:47.800 --> 00:10:50.600]  信靠那一位供養我的天父
[00:10:50.600 --> 00:10:53.240]  和進行祂的說話
[00:10:53.240 --> 00:10:55.120]  耶穌又說
[00:10:55.120 --> 00:10:57.440]  「不可試探主你的神」
[00:10:57.440 --> 00:11:00.880]  祂拒絕了魔鬼的建議
[00:11:00.880 --> 00:11:03.920]  拒絕了用神旨意以外的方法
[00:11:03.920 --> 00:11:05.440]  達成救贖的任務
[00:11:05.440 --> 00:11:08.320]  耶穌拒絕藉著令人矚目的神蹟
[00:11:08.320 --> 00:11:10.640]  成為人心目中的救主
[00:11:10.640 --> 00:11:13.680]  最後耶穌說
[00:11:13.680 --> 00:11:16.600]  「要拜主你的神 唯獨侍奉祂」
[00:11:16.600 --> 00:11:18.280]  祂很清楚
[00:11:18.280 --> 00:11:21.280]  祂一生裡只有一位的神
[00:11:21.280 --> 00:11:24.720]  是祂所敬拜 所侍奉 所信服的
[00:11:24.720 --> 00:11:28.000]  沒有其他的事物或者人
[00:11:28.000 --> 00:11:31.320]  可以動搖天父在祂心目中的地位
[00:11:31.320 --> 00:11:35.920]  我記得我看過一套劇集
[00:11:35.920 --> 00:11:39.640]  裡面說到有兩個主角參加歌唱比賽
[00:11:41.280 --> 00:11:43.880]  兩位都是很有唱歌天分的人
[00:11:43.880 --> 00:11:48.400]  其中有一位接受很專業 很嚴格的訓練
[00:11:48.400 --> 00:11:51.600]  但是他心裡仍然很擔心
[00:11:51.600 --> 00:11:53.880]  不能夠打敗對手
[00:11:53.880 --> 00:11:57.200]  他竟然設計去傷害對方
[00:11:57.200 --> 00:11:59.880]  希望他不能夠出場比賽
[00:11:59.880 --> 00:12:02.360]  幾經辛苦
[00:12:02.360 --> 00:12:03.880]  他的對手脫險
[00:12:03.880 --> 00:12:05.880]  站在比賽台上
[00:12:05.880 --> 00:12:08.360]  其實他也很害怕
[00:12:08.960 --> 00:12:11.320]  因為面對很多的觀眾和評判
[00:12:11.320 --> 00:12:14.040]  但是突然間他想起
[00:12:14.040 --> 00:12:15.400]  他自小到大
[00:12:15.400 --> 00:12:18.240]  在家裡經常唱歌的時候
[00:12:18.240 --> 00:12:22.160]  他父母 他的弟弟妹妹就坐在他面前
[00:12:22.160 --> 00:12:24.560]  又笑又拍手
[00:12:24.560 --> 00:12:26.840]  去支持他 去讚賞他
[00:12:26.840 --> 00:12:31.440]  慢慢他原本那種恐懼就消失了
[00:12:31.440 --> 00:12:36.040]  他就全情投入去唱歌裡面
[00:12:38.120 --> 00:12:39.200]  丙姐妹
[00:12:39.200 --> 00:12:44.240]  我們真實的價值究竟來自哪裡呢?
[00:12:44.240 --> 00:12:49.360]  是來自天父對我們無條件和無限量的愛
[00:12:49.360 --> 00:12:54.040]  其實天父對我們的愛絕對不少於對耶穌的愛
[00:12:54.040 --> 00:12:57.320]  因為祂連自己所深愛的耶穌
[00:12:57.320 --> 00:12:59.000]  都可以犧牲
[00:12:59.000 --> 00:13:01.800]  祢去救回我們的命
[00:13:01.800 --> 00:13:05.640]  而主耶穌去體重我們
[00:13:05.640 --> 00:13:07.240]  過於體重自己
[00:13:08.000 --> 00:13:10.160]  因為祂為我們放下了一切
[00:13:10.160 --> 00:13:13.160]  也為我們忍受了一切的痛苦
[00:13:13.160 --> 00:13:18.000]  原來這位至高無上的神
[00:13:18.000 --> 00:13:20.000]  就是這樣去愛我們
[00:13:20.000 --> 00:13:24.240]  如果你和我都很自豪自己就是神的兒女
[00:13:24.240 --> 00:13:25.560]  以神為榮
[00:13:25.560 --> 00:13:27.080]  好像耶穌那樣
[00:13:27.080 --> 00:13:30.000]  一生很肯定自己就是神所愛
[00:13:30.000 --> 00:13:32.280]  神所重視的人
[00:13:32.280 --> 00:13:36.280]  我們就不需要靠向上移動
[00:13:36.280 --> 00:13:38.280]  去肯定和抬高自己
[00:13:38.280 --> 00:13:40.840]  換取人有條件
[00:13:40.840 --> 00:13:43.040]  有限度的愛和重視
[00:13:43.040 --> 00:13:47.280]  當我們要去證明或者否定自己的價值的時候
[00:13:47.280 --> 00:13:50.200]  無疑就是受著魔鬼的試探
[00:13:50.200 --> 00:13:54.400]  我們一直都是說試探
[00:13:54.400 --> 00:13:58.360]  究竟試探和獨處有什麼關係呢?
[00:13:58.360 --> 00:14:02.720]  在第一第二節記載到耶穌受魔鬼試探之前
[00:14:03.360 --> 00:14:04.840]  耶穌在曠野
[00:14:04.840 --> 00:14:09.400]  這一塊沒有人、沒有物、沒有工作、沒有娛樂、沒有Wi-Fi的地方
[00:14:09.400 --> 00:14:10.360]  做了什麼呢?
[00:14:10.360 --> 00:14:14.360]  四十天禁食祈禱
[00:14:14.360 --> 00:14:18.560]  耶穌花了一段很長的時間
[00:14:18.560 --> 00:14:21.160]  和天父獨處、對話
[00:14:21.160 --> 00:14:24.400]  然後祂才戰勝了魔鬼的試探
[00:14:24.400 --> 00:14:28.600]  不過耶穌受魔鬼的試探並不是就這樣停了
[00:14:28.600 --> 00:14:30.120]  路加福音說
[00:14:30.120 --> 00:14:32.480]  魔鬼用完各樣的試探之後
[00:14:32.480 --> 00:14:34.520]  就暫時離開耶穌
[00:14:34.520 --> 00:14:37.120]  暫時離開就是說祂會不會回來
[00:14:37.120 --> 00:14:39.800]  不過聖經沒有記載
[00:14:39.800 --> 00:14:42.800]  耶穌另一次被魔鬼試探
[00:14:42.800 --> 00:14:46.680]  但是四福音就記載了很多次
[00:14:46.680 --> 00:14:50.160]  耶穌去到曠野或者山上與神獨處
[00:14:50.160 --> 00:14:51.880]  在什麼時候呢?
[00:14:51.880 --> 00:14:53.160]  我們一起看看
[00:14:53.160 --> 00:14:56.480]  首先祂在挑選十二個使徒之前
[00:14:56.480 --> 00:14:59.360]  祂就整夜獨自在山上祈禱
[00:14:59.840 --> 00:15:04.040]  然後祂下山之後選了什麼使徒呢?
[00:15:04.040 --> 00:15:07.840]  十二個寂寂無名
[00:15:07.840 --> 00:15:10.800]  無名小卒
[00:15:10.800 --> 00:15:14.120]  組成了我們人眼中的集排軍
[00:15:14.120 --> 00:15:17.640]  耶穌剛出道不久
[00:15:17.640 --> 00:15:20.800]  祂在加拔隆傳道、趕鬼、醫病
[00:15:20.800 --> 00:15:22.160]  聲名大噪
[00:15:22.160 --> 00:15:23.880]  很多粉絲追著祂
[00:15:23.880 --> 00:15:25.840]  但是獨處過後
[00:15:25.880 --> 00:15:28.440]  耶穌又決定了要離開這個
[00:15:28.440 --> 00:15:31.440]  已經很有果效、很受歡迎的地方
[00:15:31.440 --> 00:15:35.840]  另一次祂醫好了一個馬蜂病人之後
[00:15:35.840 --> 00:15:38.440]  祂的名聲又傳開去傳得很快
[00:15:38.440 --> 00:15:41.120]  於是又吸引了另一批新的粉絲
[00:15:41.120 --> 00:15:45.400]  但是很快耶穌又退到曠野那裡去禱告
[00:15:45.400 --> 00:15:48.920]  大家都記得五餅二魚的神蹟
[00:15:48.920 --> 00:15:50.480]  完了之後
[00:15:50.480 --> 00:15:52.040]  很多人追著耶穌
[00:15:52.280 --> 00:15:56.680]  但是耶穌又再次選擇獨自上山去祈禱
[00:15:56.680 --> 00:15:58.680]  換句話說
[00:15:58.680 --> 00:16:00.960]  耶穌往往在祂當紅的一刻
[00:16:00.960 --> 00:16:03.160]  祂就毅然地退下來
[00:16:03.160 --> 00:16:06.960]  祂選擇不被成功沖昏頭腦
[00:16:06.960 --> 00:16:10.080]  不沉醉在名譽、地位
[00:16:10.080 --> 00:16:13.080]  也不留戀群眾的吹捧
[00:16:13.080 --> 00:16:16.360]  耶穌藉著一次又一次與神獨處
[00:16:16.360 --> 00:16:17.880]  就戰勝了魔鬼
[00:16:17.880 --> 00:16:21.320]  在祂工作、侍奉裡面所埋伏的各種試探
[00:16:22.320 --> 00:16:24.840]  耶穌在獨處上持之以恆
[00:16:24.840 --> 00:16:26.160]  祂的試探
[00:16:26.160 --> 00:16:28.840]  祂在試探上也持續的得勝
[00:16:28.840 --> 00:16:31.440]  弟兄姊妹
[00:16:31.440 --> 00:16:33.680]  你有沒有察覺到魔鬼
[00:16:33.680 --> 00:16:34.960]  在日常生活裡面
[00:16:34.960 --> 00:16:36.320]  甚至教會生活裡面
[00:16:36.320 --> 00:16:38.720]  都埋伏了很多很多的試探
[00:16:38.720 --> 00:16:44.240]  過去幾年我多了時間去獨處
[00:16:44.240 --> 00:16:48.760]  我越來越發現自己真實的我是怎樣的呢?
[00:16:49.440 --> 00:16:54.640]  是一個很希望用表現來衡量自己的人
[00:16:54.640 --> 00:16:56.680]  我對自己要求很高
[00:16:56.680 --> 00:16:58.360]  全力以赴做到最好
[00:16:58.360 --> 00:16:59.840]  希望有好的成果
[00:16:59.840 --> 00:17:01.320]  得到別人的稱讚
[00:17:01.320 --> 00:17:03.440]  表面上我鎮定
[00:17:03.440 --> 00:17:04.680]  我能幹
[00:17:04.680 --> 00:17:05.720]  我有信心
[00:17:05.720 --> 00:17:09.520]  但我記得有一次我在退休的時候
[00:17:09.520 --> 00:17:13.320]  我看到自己坐在一個監倉裡面
[00:17:13.320 --> 00:17:17.000]  一個叫做成功的監倉
[00:17:18.320 --> 00:17:20.640]  內心裡面有很多的焦慮
[00:17:20.640 --> 00:17:22.000]  很多的恐懼
[00:17:22.000 --> 00:17:23.440]  很多的壓力
[00:17:23.440 --> 00:17:28.480]  但是主耶穌祂很愛我
[00:17:28.480 --> 00:17:32.840]  祂一次又一次走進監倉裡帶我出去
[00:17:32.840 --> 00:17:36.200]  但沒多久我又發現自己又坐在監倉裡面
[00:17:36.200 --> 00:17:39.200]  耶穌又再進來又把我帶出去
[00:17:39.200 --> 00:17:42.600]  耶穌很想釋放我
[00:17:42.600 --> 00:17:45.600]  讓我能夠很自由地去生活
[00:17:45.600 --> 00:17:46.600]  去侍奉祂
[00:17:48.080 --> 00:17:51.640]  耶穌很想解除我要展示自己的欺騙
[00:17:51.640 --> 00:17:55.160]  換上一個蒙愛的女兒的欺騙
[00:17:55.160 --> 00:17:58.240]  讓我體會原來神接納的那個
[00:17:58.240 --> 00:18:00.800]  連我自己都不太能接納自己的我
[00:18:00.800 --> 00:18:04.120]  將我的工作侍奉的焦點
[00:18:04.120 --> 00:18:07.360]  由自己的表現轉移到發現
[00:18:07.360 --> 00:18:10.760]  神祂自己的恩典和作為
[00:18:10.760 --> 00:18:13.120]  弟兄姊妹
[00:18:13.120 --> 00:18:16.920]  你是不是同樣都需要主這一份的釋放
[00:18:17.280 --> 00:18:19.280]  和將你的焦點轉移呢?
[00:18:19.280 --> 00:18:22.800]  在獨處和祈禱的裡面
[00:18:22.800 --> 00:18:27.720]  我們可以保守著這一份最真實的身份
[00:18:27.720 --> 00:18:29.720]  就是上帝的兒女
[00:18:29.720 --> 00:18:32.640]  我們越發現自己是蒙愛的話
[00:18:32.640 --> 00:18:35.800]  就能夠越發現其他人其實都是蒙愛
[00:18:35.800 --> 00:18:37.760]  不需要彼此的去增敬
[00:18:37.760 --> 00:18:42.000]  希伯來書這樣應許我們
[00:18:43.960 --> 00:18:47.480]  既然主祂自己都是被試探而受苦
[00:18:47.480 --> 00:18:50.240]  祂就能夠幫助那些被試探的人
[00:18:50.240 --> 00:18:54.760]  第四章十五召第十六節又這樣說
[00:18:54.760 --> 00:18:56.960]  因為我們的大祭司主耶穌
[00:18:56.960 --> 00:18:59.360]  並非不能夠體恤我們的軟弱
[00:18:59.360 --> 00:19:01.880]  祂在各方面受過試探
[00:19:01.880 --> 00:19:02.880]  和我們一樣
[00:19:02.880 --> 00:19:04.800]  只是祂沒有犯罪
[00:19:04.800 --> 00:19:06.880]  我們一起讀下半段
[00:19:06.880 --> 00:19:10.360]  所以我們只管坦然無懼
[00:19:10.360 --> 00:19:12.840]  來到施恩的寶座前
[00:19:13.200 --> 00:19:16.040]  為要得連恤蒙恩惠
[00:19:16.040 --> 00:19:18.240]  作及時的幫助
[00:19:18.240 --> 00:19:20.680]  沒錯 神邀請我們
[00:19:20.680 --> 00:19:22.840]  去到祂的根前
[00:19:22.840 --> 00:19:26.480]  去到那位曾經和我們一樣
[00:19:26.480 --> 00:19:29.480]  不斷被魔鬼試探的主耶穌面前
[00:19:29.480 --> 00:19:31.280]  去尋求祂的連恤
[00:19:31.280 --> 00:19:33.080]  恩惠和幫助
[00:19:33.080 --> 00:19:36.840]  耶穌不單止能夠幫我們
[00:19:36.840 --> 00:19:38.720]  勝過魔鬼的試探
[00:19:38.720 --> 00:19:41.480]  祂更加願意帶我們一起
[00:19:41.480 --> 00:19:42.880]  從曠野的德性
[00:19:43.000 --> 00:19:45.280]  去到喀西瑪尼的降伏
[00:19:45.280 --> 00:19:47.200]  現在我們就進入
[00:19:47.200 --> 00:19:48.600]  耶穌另一次
[00:19:48.600 --> 00:19:50.280]  與神獨處的空間
[00:19:50.280 --> 00:19:52.320]  請大家聽我讀出
[00:19:52.320 --> 00:19:53.920]  《馬太福音》第26章
[00:19:53.920 --> 00:19:56.240]  第36至第46節
[00:19:56.240 --> 00:20:01.560]  「耶穌和門徒來到一個地方
[00:20:01.560 --> 00:20:03.360]  名叫喀西瑪尼
[00:20:03.360 --> 00:20:05.120]  他對他們說
[00:20:05.120 --> 00:20:07.360]  『你們坐在這裡
[00:20:07.360 --> 00:20:09.600]  我到那邊去禱告』
[00:20:10.480 --> 00:20:13.240]  於是他帶著彼得和西彼得的
[00:20:13.240 --> 00:20:14.840]  兩個兒子同去
[00:20:14.840 --> 00:20:17.840]  他憂愁起來極其難過
[00:20:17.840 --> 00:20:19.360]  就對他們說
[00:20:19.360 --> 00:20:21.840]  『我心裡非常憂傷
[00:20:21.840 --> 00:20:23.000]  幾乎要死
[00:20:23.000 --> 00:20:24.840]  你們留在這裡
