
[00:00:00.000 --> 00:00:02.560]  今晚能夠來到大家當中
[00:01:26.000 --> 00:01:28.400]  在香港的經濟很艱難
[00:01:28.400 --> 00:01:30.400]  我和我自己的團友聊的時候
[00:01:30.400 --> 00:01:31.800]  很多時候他們會看到
[00:01:31.800 --> 00:01:35.500]  他們讀了很多的學位
[00:01:35.700 --> 00:01:39.100]  可能包括會計、法律、MBA
[00:01:39.100 --> 00:01:42.100]  但當一個公司倒閉的時候
[00:01:42.100 --> 00:01:44.700]  他們失去了自己的工作
[00:01:44.700 --> 00:01:46.900]  而這一刻找工作也是很困難
[00:01:46.900 --> 00:01:49.500]  在一個很長的時間裡也找不到工作
[00:01:49.500 --> 00:01:50.700]  他們會問自己
[00:01:50.700 --> 00:01:53.100]  到底我讀這麼多書的意義在哪裡
[00:01:53.100 --> 00:01:55.200]  我的人生意義在哪裡
[00:01:55.200 --> 00:01:56.900]  我將我一生的努力
[00:01:56.900 --> 00:02:00.600]  是去幫自己走在大學的路上
[00:02:00.600 --> 00:02:04.100]  到最後發現原來這個意義是不存在的
[00:02:05.100 --> 00:02:07.300]  今晚我請了一位見證的嘉賓
[00:02:07.300 --> 00:02:08.400]  他叫Andrew
[00:02:08.400 --> 00:02:09.400]  他稍後會上來
[00:02:09.400 --> 00:02:12.300]  他在美國30歲的時候
[00:02:12.300 --> 00:02:13.300]  去到泰國
[00:02:13.300 --> 00:02:15.400]  是在一個機構裡服務
[00:02:15.400 --> 00:02:17.300]  那個機構是服務一些
[00:02:17.300 --> 00:02:19.900]  被強制勞動的人口
[00:02:19.900 --> 00:02:22.000]  被強制販賣的人口
[00:02:22.000 --> 00:02:24.400]  還有很多被強制詐騙
[00:02:24.400 --> 00:02:26.400]  可能大家在這裡比較熟悉的人口
[00:02:26.400 --> 00:02:29.500]  他為什麼會走在這個服務路上
[00:02:29.500 --> 00:02:31.400]  為什麼他會找他生命的意義
[00:02:31.400 --> 00:02:32.300]  是這個呢
[00:02:32.300 --> 00:02:34.400]  他稍後會有一個見證
[00:02:34.600 --> 00:02:36.000]  也想跟大家分享
[00:02:36.000 --> 00:02:39.000]  如果用《已忽所書》
[00:02:39.000 --> 00:02:41.000]  去想生命的意義
[00:02:41.000 --> 00:02:42.500]  或者生命的旨意
[00:02:42.500 --> 00:02:45.500]  我就想跟大家看《已忽所書》第一章第一節
[00:02:45.500 --> 00:02:46.500]  是這樣寫的
[00:02:46.500 --> 00:02:48.600]  保羅寫這本書的時候
[00:02:48.600 --> 00:02:50.800]  他說我是奉神旨意
[00:02:50.800 --> 00:02:52.900]  作耶穌基督的使徒
[00:02:52.900 --> 00:02:54.100]  他說奉神旨意
[00:02:54.100 --> 00:02:55.800]  基督耶穌使徒保羅
[00:02:55.800 --> 00:02:57.400]  在他的生命裡
[00:02:57.400 --> 00:02:58.800]  他說我奉上帝的旨意
[00:02:58.800 --> 00:03:00.500]  做使徒
[00:03:00.500 --> 00:03:01.400]  可能你說
[00:03:01.400 --> 00:03:02.800]  如果我知道上帝的旨意
[00:03:02.800 --> 00:03:04.000]  叫我做什麼就好了
[00:03:04.200 --> 00:03:05.700]  上帝的旨意叫我做律師
[00:03:05.700 --> 00:03:07.200]  上帝的旨意叫我做醫生
[00:03:07.200 --> 00:03:08.900]  上帝的旨意叫我做教師
[00:03:08.900 --> 00:03:10.700]  上帝的旨意叫我做牧師
[00:03:10.700 --> 00:03:12.500]  到底上帝的旨意是什麼呢
[00:03:12.500 --> 00:03:14.900]  可能聽這一句
[00:03:14.900 --> 00:03:15.800]  可能你覺得
[00:03:15.800 --> 00:03:18.000]  演繹是保羅作使徒
[00:03:18.000 --> 00:03:19.800]  是上帝的旨意
[00:03:19.800 --> 00:03:21.400]  所以他奉神旨意
[00:03:21.400 --> 00:03:24.000]  基督耶穌的使徒保羅
[00:03:24.000 --> 00:03:26.600]  但是這句話其實不是這樣解釋的
[00:03:26.600 --> 00:03:28.600]  這句話不是關於
[00:03:28.600 --> 00:03:30.100]  保羅在他身上
[00:03:30.100 --> 00:03:31.900]  上帝給他什麼旨意
[00:03:32.400 --> 00:03:33.500]  保羅的意思是
[00:03:33.500 --> 00:03:35.500]  上帝有一個旨意
[00:03:35.500 --> 00:03:37.400]  上帝有這個旨意
[00:03:37.400 --> 00:03:38.800]  就因為這個旨意
[00:03:38.800 --> 00:03:42.600]  他走在做耶穌基督使徒的路上
[00:03:42.600 --> 00:03:44.100]  上帝這個旨意
[00:03:44.100 --> 00:03:45.700]  可能對我們每一個人的生命都不同
[00:03:45.700 --> 00:03:47.000]  但是對於保羅來說
[00:03:47.000 --> 00:03:49.100]  他知道上帝有一個旨意的時候
[00:03:49.100 --> 00:03:52.600]  他就選擇做耶穌基督的使徒
[00:03:52.600 --> 00:03:54.800]  在這裡我們要想
[00:03:54.800 --> 00:03:56.100]  我們不是神
[00:03:56.100 --> 00:03:58.700]  他要去成就我人生的旨意
[00:03:58.700 --> 00:04:00.100]  你幫我成為一個醫生
[00:04:00.100 --> 00:04:01.700]  你幫我成為一個老師
[00:04:01.900 --> 00:04:03.200]  你幫我成為一個牧師
[00:04:03.200 --> 00:04:04.000]  不是這樣想的
[00:04:04.000 --> 00:04:06.100]  而是我的人生和我的照命
[00:04:06.100 --> 00:04:09.200]  要成就上帝原來有一個旨意
[00:04:09.200 --> 00:04:10.800]  不是說
[00:04:10.800 --> 00:04:11.900]  神要聽我的話
[00:04:11.900 --> 00:04:12.800]  你給我一份工作
[00:04:12.800 --> 00:04:14.100]  而是我問
[00:04:14.100 --> 00:04:15.600]  我做一份什麼工作
[00:04:15.600 --> 00:04:18.000]  我才能夠成就上帝的旨意
[00:04:18.000 --> 00:04:21.000]  如果用一個比喻來說
[00:04:21.000 --> 00:04:22.700]  我們以往以為
[00:04:22.700 --> 00:04:24.800]  太陽是圍著這個地球轉的
[00:04:24.800 --> 00:04:26.300]  上帝圍著我轉
[00:04:26.300 --> 00:04:27.200]  不過
[00:04:27.200 --> 00:04:30.200]  其實如果上帝有一個旨意的話
[00:04:30.400 --> 00:04:33.200]  我是這個地球圍著上帝這個太陽轉
[00:04:33.200 --> 00:04:35.400]  在二弗所書裡面
[00:04:35.400 --> 00:04:38.400]  剛剛正是新約和舊約交替的時間
[00:04:38.400 --> 00:04:40.500]  以色列和教會
[00:04:40.500 --> 00:04:41.800]  我用了一個題目叫做
[00:04:41.800 --> 00:04:43.400]  時代的更替
[00:04:43.400 --> 00:04:45.600]  每一次說到時代的更替
[00:04:45.600 --> 00:04:47.600]  其實可能帶給我們很多的痛楚
[00:04:47.600 --> 00:04:49.600]  因為每一次的時代的更替
[00:04:49.600 --> 00:04:51.200]  都會令到社會很混亂
[00:04:51.200 --> 00:04:52.700]  我們這一刻
[00:04:52.700 --> 00:04:53.800]  我們看到社會
[00:04:53.800 --> 00:04:56.300]  有很多令我們很難過很傷心的事情
[00:04:56.300 --> 00:04:58.100]  我看一間教會的祈禱事項
[00:04:58.100 --> 00:04:58.500]  它說到
[00:04:58.500 --> 00:05:00.200]  早前有記者的家人
[00:05:00.300 --> 00:05:01.000]  被人騷擾
[00:05:01.000 --> 00:05:03.600]  我們覺得以往很少見到這樣的情況
[00:05:03.600 --> 00:05:05.200]  我們覺得很擔心
[00:05:05.200 --> 00:05:06.800]  是不是有新聞自由呢
[00:05:06.800 --> 00:05:07.500]  我們看到
[00:05:07.500 --> 00:05:09.300]  原來美國會發一些報告
[00:05:09.300 --> 00:05:11.500]  叫做生意的人不要來香港
[00:05:11.500 --> 00:05:12.600]  香港很不安全
[00:05:12.600 --> 00:05:14.300]  香港政府又作一些回應
[00:05:14.300 --> 00:05:16.300]  又覺得這些對於我們來說
[00:05:16.300 --> 00:05:17.700]  是一些很陌生的事情
[00:05:17.700 --> 00:05:20.800]  這是人世間時代的轉變
[00:05:20.800 --> 00:05:22.400]  帶來的那種衝擊
[00:05:22.400 --> 00:05:23.700]  帶來的那種傷痛
[00:05:23.700 --> 00:05:26.200]  但保羅體系是另一個時代的轉變
[00:05:26.200 --> 00:05:29.200]  他看到新約和舊約的更替
[00:05:29.400 --> 00:05:31.800]  裡面上帝有一個旨意
[00:05:31.800 --> 00:05:33.500]  他說因為這個旨意
[00:05:33.500 --> 00:05:35.100]  他要作出回應
[00:05:35.100 --> 00:05:38.400]  我們思想保羅當時的背景
[00:05:38.400 --> 00:05:40.700]  他自己是作為舊約的人
[00:05:40.700 --> 00:05:42.200]  他是一個猶太人
[00:05:42.200 --> 00:05:43.700]  猶太人對於他來說
[00:05:43.700 --> 00:05:45.000]  他是一個很低沉的時代
[00:05:45.000 --> 00:05:47.200]  當時羅馬人對猶太人的統治
[00:05:47.200 --> 00:05:48.600]  越來越來越緊
[00:05:48.600 --> 00:05:51.000]  猶太人的民間力量
[00:05:51.000 --> 00:05:52.300]  和羅馬政權的衝突
[00:05:52.300 --> 00:05:53.600]  越來越頻繁
[00:05:53.600 --> 00:05:54.900]  和越來越明顯
[00:05:54.900 --> 00:05:56.800]  在這本書寫完之後
[00:05:56.800 --> 00:05:57.700]  不夠十年
[00:05:57.800 --> 00:06:00.300]  羅馬人就用最強的軍事力量
[00:06:00.300 --> 00:06:02.500]  摧毀了猶太地所有的建築
[00:06:02.500 --> 00:06:03.600]  整個耶路撒冷
[00:06:03.600 --> 00:06:05.200]  令到那裡幾百年裡面
[00:06:05.200 --> 00:06:06.600]  都不會再有人住
[00:06:06.600 --> 00:06:08.300]  保羅是猶太人
[00:06:08.300 --> 00:06:10.600]  他看見這些事情即將發生
[00:06:10.600 --> 00:06:12.300]  但保羅有另一個身份
[00:06:12.300 --> 00:06:13.500]  他又是基督徒
[00:06:13.500 --> 00:06:14.800]  作為基督徒
[00:06:14.800 --> 00:06:16.100]  他更加看見
[00:06:16.100 --> 00:06:19.600]  他這個民族時代更替的困境
[00:06:19.600 --> 00:06:22.400]  遠遠不及耶穌基督
[00:06:22.400 --> 00:06:25.600]  來到將新約舊約一個時代更替
[00:06:25.800 --> 00:06:28.000]  這個旨意更重要
[00:06:28.000 --> 00:06:29.800]  他三次講到自己
[00:06:29.800 --> 00:06:31.700]  因為耶穌基督成為囚徒的身份
[00:06:31.700 --> 00:06:34.100]  在人裡面看他寫這本書的時候
[00:06:34.100 --> 00:06:36.600]  他是因為信仰坐牢
[00:06:36.600 --> 00:06:38.100]  但就是坐牢的時候
[00:06:38.100 --> 00:06:39.700]  他寫下了二佛所書
[00:06:39.700 --> 00:06:43.200]  保羅在講上帝有一個旨意
[00:06:43.200 --> 00:06:45.100]  就是以色列人和教會
[00:06:45.100 --> 00:06:47.900]  處於兩個不同時代的位置
[00:06:47.900 --> 00:06:49.300]  他作為一個猶太人
[00:06:49.300 --> 00:06:51.700]  但同時他也作為一個新約的基督徒
[00:06:51.700 --> 00:06:54.100]  這個身份就是一個時代的重疊
[00:06:54.100 --> 00:06:55.000]  時代的更替
[00:06:55.200 --> 00:06:56.200]  不是一個歷史的更替
[00:06:56.200 --> 00:06:58.000]  而是一個舊因時代的更替
[00:06:58.000 --> 00:06:59.200]  在這個更替裡面
[00:06:59.200 --> 00:07:01.000]  他看見上帝的計劃
[00:07:01.000 --> 00:07:03.500]  在這張投影片我們看見有一個
[00:07:03.500 --> 00:07:05.500]  一個講法
[00:07:05.500 --> 00:07:07.000]  或者一個很重要的神學概念
[00:07:07.000 --> 00:07:08.000]  就是時代論
[00:07:08.000 --> 00:07:10.800]  時代論這個字是來自二佛所書
[00:07:10.800 --> 00:07:14.800]  二佛所書裡面有一節的經文是這樣寫
[00:07:14.800 --> 00:07:16.600]  在二佛所書一章四至五節
[00:07:16.600 --> 00:07:17.200]  他是這樣寫的
[00:07:17.200 --> 00:07:19.400]  因為神從創世以前
[00:07:19.400 --> 00:07:21.500]  在基督裡揀選了我們
[00:07:21.500 --> 00:07:23.800]  使我們在他面前成為聖傑
[00:07:24.100 --> 00:07:25.200]  沒有瑕疵
[00:07:25.200 --> 00:07:26.200]  沒有愛心
[00:07:26.200 --> 00:07:29.800]  然後他說他按著自己旨意所喜悅的
[00:07:29.800 --> 00:07:33.000]  預定我們藉著耶穌基督得兒子的名分
[00:07:33.000 --> 00:07:34.600]  保羅在二佛所書不斷說
[00:07:34.600 --> 00:07:35.500]  上帝有個旨意
[00:07:35.500 --> 00:07:37.500]  他第一章第四至第五節
[00:07:37.500 --> 00:07:39.200]  已經說上帝有個喜悅的旨意
[00:07:39.200 --> 00:07:40.200]  這個旨意就是
[00:07:40.200 --> 00:07:43.200]  我們這些外邦人非猶太人
[00:07:43.200 --> 00:07:44.500]  在新的時代裡面
[00:07:44.500 --> 00:07:47.500]  能夠成為上帝的兒子
[00:07:47.500 --> 00:07:50.000]  我們能夠承受上帝的產業
[00:07:50.000 --> 00:07:51.600]  這個在舊約裡面是沒有的
[00:07:51.600 --> 00:07:52.600]  神在創世之前
[00:07:52.600 --> 00:07:54.200]  這個計劃不是剛剛想出來的
[00:07:54.200 --> 00:07:55.400]  神在創世之前
[00:07:55.400 --> 00:07:57.000]  已經定了一個全新的計劃
[00:07:57.000 --> 00:07:59.200]  這個計劃一定會推行的
[00:07:59.200 --> 00:08:01.100]  這個計劃在合而的時候
[00:08:01.100 --> 00:08:03.100]  在上帝創造世界的合而的時候
[00:08:03.100 --> 00:08:04.300]  所有的民族
[00:08:04.300 --> 00:08:06.900]  可以因為耶穌基督得著神兒子的名分
[00:08:06.900 --> 00:08:08.600]  保羅是因為這個旨意
[00:08:08.600 --> 00:08:10.300]  他作為耶穌基督的使徒
[00:08:10.300 --> 00:08:13.100]  在出埃及記四章二十二節
[00:08:13.100 --> 00:08:14.000]  神這樣說過
[00:08:14.000 --> 00:08:14.600]  他說
[00:08:14.600 --> 00:08:16.600]  以色列是我的兒子
[00:08:16.600 --> 00:08:17.800]  是我的長子
[00:08:17.800 --> 00:08:18.800]  不過
[00:08:18.800 --> 00:08:20.200]  到了新約的時代
[00:08:20.200 --> 00:08:21.100]  基督來到
[00:08:21.400 --> 00:08:22.300]  所有的人
[00:08:22.300 --> 00:08:23.300]  不單止是以色列人
[00:08:23.300 --> 00:08:26.000]  都可以成為上帝的兒子
[00:08:26.000 --> 00:08:27.600]  然後在一章九節
[00:08:27.600 --> 00:08:30.200]  保羅又再一次說這個旨意
[00:08:30.200 --> 00:08:30.600]  他說
[00:08:30.600 --> 00:08:32.300]  神照著自己在基督裡
[00:08:32.300 --> 00:08:34.700]  預先安排的美意
[00:08:34.700 --> 00:08:37.100]  使我們知道他旨意的奧秘
[00:08:37.100 --> 00:08:39.700]  所有人都可藉基督成為兒子
[00:08:39.700 --> 00:08:40.900]  這個就是他的想法
[00:08:40.900 --> 00:08:43.000]  是神預先安排的
[00:08:43.000 --> 00:08:43.700]  然後在十一節
[00:08:43.700 --> 00:08:44.800]  他再一次說這個旨意
[00:08:44.800 --> 00:08:45.100]  他說
[00:08:45.100 --> 00:08:46.900]  我們也在他裡面得了基業
[00:08:46.900 --> 00:08:50.800]  這原是那位隨己以行萬事的神
[00:08:50.900 --> 00:08:53.500]  照著自己的旨意所預定的
[00:08:53.500 --> 00:08:55.900]  原來上帝的旨意就是預定一個計劃
[00:08:55.900 --> 00:08:57.600]  這個計劃就是先是以色列人
[00:08:57.600 --> 00:08:59.000]  然後外邦人
[00:08:59.000 --> 00:09:01.800]  可以成為上帝的子民
[00:09:01.800 --> 00:09:03.700]  而也得到基業
[00:09:03.700 --> 00:09:04.900]  基業就是產權
[00:09:04.900 --> 00:09:06.700]  也真是大家可能
[00:09:06.700 --> 00:09:08.800]  若果當中我們有父母
[00:09:08.800 --> 00:09:10.300]  可能早過我們離世的
[00:09:10.300 --> 00:09:12.100]  他留給你的遺產
[00:09:12.100 --> 00:09:12.900]  這樣就是基業
[00:09:12.900 --> 00:09:14.300]  但原來在上帝的旨意裡
[00:09:14.300 --> 00:09:16.500]  早就預定我們這群的外邦人
[00:09:16.500 --> 00:09:18.600]  因為對神的信心
[00:09:18.600 --> 00:09:20.600]  我們將會和以色列人一樣
[00:09:20.600 --> 00:09:21.900]  同為神的兒子
[00:09:21.900 --> 00:09:23.500]  保羅說了幾次
[00:09:23.500 --> 00:09:25.300]  這個就是上帝的旨意
[00:09:25.300 --> 00:09:27.000]  保羅不是說我做使徒是上帝的旨意
[00:09:27.000 --> 00:09:27.500]  保羅說
[00:09:27.500 --> 00:09:28.700]  上帝有這個旨意
[00:09:28.700 --> 00:09:30.400]  所以我成為一個使徒
[00:09:30.400 --> 00:09:31.300]  我的身份
[00:09:31.300 --> 00:09:32.100]  我的召命
[00:09:32.100 --> 00:09:35.300]  是圍繞著上帝的心意而出現的
[00:09:35.300 --> 00:09:38.500]  對於保羅來說一點也不簡單
[00:09:38.500 --> 00:09:40.600]  因為他要走在這個旨意裡
[00:09:40.600 --> 00:09:42.900]  他以往守的舊約的所有的律法
[00:09:42.900 --> 00:09:44.000]  包括安息日
[00:09:44.000 --> 00:09:45.600]  牛羊的獻祭
[00:09:45.600 --> 00:09:46.300]  割禮
[00:09:46.300 --> 00:09:48.000]  過幾千年的傳統
[00:09:48.000 --> 00:09:49.800]  他那一天就要放下
[00:09:49.800 --> 00:09:51.000]  因為上帝的旨意
[00:09:51.000 --> 00:09:52.000]  他挑戰自己
[00:09:52.000 --> 00:09:53.000]  我要放下這些
[00:09:53.000 --> 00:09:53.900]  困鎖
[00:09:53.900 --> 00:09:56.000]  然後他再挑戰他千萬的同胞
[00:09:56.000 --> 00:09:56.600]  他告訴他們
[00:09:56.600 --> 00:09:58.500]  你們德救不是行這些的
[00:09:58.500 --> 00:09:59.900]  也不是憑你們的行為
[00:09:59.900 --> 00:10:03.300]  而是單單因為上帝一個創世的旨意來到
[00:10:03.300 --> 00:10:04.700]  就單信耶穌基督
[00:10:04.700 --> 00:10:06.900]  以色列人和外邦人這一刻
[00:10:06.900 --> 00:10:08.400]  要走在這個旨意裡
[00:10:08.400 --> 00:10:09.100]  要興起
[00:10:09.100 --> 00:10:10.500]  成為一個合一的群體
[00:10:10.500 --> 00:10:12.300]  以致彰顯耶穌基督
[00:10:12.300 --> 00:10:13.300]  在世上
[00:10:13.300 --> 00:10:15.100]  這些的想法
[00:10:15.100 --> 00:10:15.900]  對於
[00:10:15.900 --> 00:10:17.100]  以色列人來說
[00:10:17.100 --> 00:10:18.700]  是一個劃時代的
[00:10:19.300 --> 00:10:20.400]  可以說是更新
[00:10:20.400 --> 00:10:22.000]  也是一個拆毀
[00:10:22.000 --> 00:10:23.700]  但是當保羅看見
[00:10:23.700 --> 00:10:25.200]  這是上帝永恆的計劃
[00:10:25.200 --> 00:10:26.700]  他在三章十一節說
[00:10:26.700 --> 00:10:27.400]  這是神
[00:10:27.400 --> 00:10:28.200]  這事叫做
[00:10:28.200 --> 00:10:28.700]  神
[00:10:28.700 --> 00:10:30.400]  在我們主基督裡
[00:10:30.400 --> 00:10:31.500]  所完成的
[00:10:31.500 --> 00:10:33.000]  永恆的計劃
[00:10:33.000 --> 00:10:35.900]  保羅看見上帝一個在歷史上
[00:10:35.900 --> 00:10:37.700]  一直向前延伸的旨意
[00:10:37.700 --> 00:10:38.900]  由創世開始
[00:10:38.900 --> 00:10:40.600]  一直推開所有的障礙
[00:10:40.600 --> 00:10:42.000]  上帝要實現這個旨意
[00:10:42.000 --> 00:10:44.800]  就是外邦人能夠得到福音
[00:10:44.800 --> 00:10:48.800]  我自己
[00:10:49.200 --> 00:10:51.300]  在我二十歲到三十歲的時候
[00:10:51.300 --> 00:10:52.700]  都在問我人生
[00:10:52.700 --> 00:10:54.200]  有什麼的旨意
[00:10:54.200 --> 00:10:56.100]  或者上帝對我的生命
[00:10:56.100 --> 00:10:57.000]  有什麼旨意
[00:10:57.000 --> 00:10:59.500]  我自己很喜歡我的工作
[00:10:59.500 --> 00:11:01.400]  我也很投入我的工作
[00:11:01.400 --> 00:11:03.100]  不過在某一刻
[00:11:03.100 --> 00:11:05.200]  我聽到一篇講道
[00:11:05.200 --> 00:11:06.300]  他說
[00:11:06.300 --> 00:11:08.300]  我不知道有沒有一張這樣的投影片
[00:11:08.300 --> 00:11:09.800]  他說
[00:11:09.800 --> 00:11:11.400]  We don't live to work
[00:11:11.400 --> 00:11:12.500]  We work to live
[00:11:12.500 --> 00:11:14.500]  他說我們不是
[00:11:14.500 --> 00:11:16.700]  我們不是活著是為了工作
[00:11:16.700 --> 00:11:17.700]  我很喜歡我的工作
[00:11:17.700 --> 00:11:19.900]  我是很喜歡上班的
[00:11:19.900 --> 00:11:21.600]  但是他說
[00:11:21.600 --> 00:11:22.200]  很慘
[00:11:22.200 --> 00:11:24.100]  對於大家是很震驚的事情
[00:11:24.100 --> 00:11:25.600]  我說一下我做什麼工作
[00:11:25.600 --> 00:11:26.600]  我是做社工的
[00:11:26.600 --> 00:11:28.500]  我早上九點鐘
[00:11:28.500 --> 00:11:29.600]  回到學校
[00:11:29.600 --> 00:11:30.800]  我買個包走進去
[00:11:30.800 --> 00:11:33.600]  然後我在一間第五組別的學校做社工
[00:11:33.600 --> 00:11:35.200]  很多學生排著隊下來見我
[00:11:35.200 --> 00:11:36.000]  他們很不想上課
[00:11:36.000 --> 00:11:36.900]  就想下來見我
[00:11:36.900 --> 00:11:38.700]  很多奇難雜症
[00:11:38.700 --> 00:11:39.500]  斬人、殺人
[00:11:39.500 --> 00:11:40.200]  沒有殺人
[00:11:40.200 --> 00:11:41.100]  斬人、毒品
[00:11:41.100 --> 00:11:42.100]  很多這些情況
[00:11:42.100 --> 00:11:43.800]  不過他們很喜歡下來見社工
[00:11:43.800 --> 00:11:45.800]  很喜歡我的工作
[00:11:47.000 --> 00:11:47.800]  我很喜歡我的工作
[00:11:47.800 --> 00:11:49.300]  不過我聽到一篇講道
[00:11:49.300 --> 00:11:49.900]  他說
[00:11:49.900 --> 00:11:51.900]  We don't live to work
[00:11:51.900 --> 00:11:53.200]  We work to live
[00:11:53.200 --> 00:11:55.400]  我們工作是令我們生活到
[00:11:55.400 --> 00:11:56.300]  我們生活到是為什麼
[00:11:56.300 --> 00:11:57.300]  我們生活到
[00:11:57.300 --> 00:11:58.200]  We work to live
[00:11:58.200 --> 00:12:00.400]  But to live we serve God
[00:12:00.400 --> 00:12:01.800]  我生活到
[00:12:01.800 --> 00:12:03.500]  是為了我們能夠服侍神
[00:12:03.500 --> 00:12:05.000]  後來有一個牧師挑戰我
[00:12:05.000 --> 00:12:05.800]  他說
[00:12:05.800 --> 00:12:08.800]  你不是想大學畢業之後
[00:12:08.800 --> 00:12:10.000]  找一份什麼工作
[00:12:10.000 --> 00:12:11.000]  然後
[00:12:11.000 --> 00:12:11.800]  通常人們是這樣
[00:12:11.800 --> 00:12:12.400]  我找一份工作
[00:12:12.400 --> 00:12:13.800]  然後在工作旁邊找一間屋
[00:12:13.800 --> 00:12:16.500]  然後再找一間教會在附近
[00:12:17.000 --> 00:12:17.500]  在那裡住
[00:12:17.500 --> 00:12:18.400]  他說你不是這樣想的
[00:12:18.400 --> 00:12:19.700]  你先找一間教會
[00:12:19.700 --> 00:12:20.500]  你再去服侍
[00:12:20.500 --> 00:12:22.400]  然後在教會旁邊找一間屋
[00:12:22.400 --> 00:12:23.500]  住下來
[00:12:23.500 --> 00:12:24.300]  然後
[00:12:24.300 --> 00:12:25.300]  再找一份工作
[00:12:25.300 --> 00:12:26.700]  以至你住在這間屋裏面
[00:12:26.700 --> 00:12:28.500]  整個想法
[00:12:28.500 --> 00:12:29.500]  對於我來說
[00:12:29.500 --> 00:12:30.800]  這就是上帝的旨意
[00:12:30.800 --> 00:12:32.000]  上帝是一個永恆的旨意
[00:12:32.000 --> 00:12:33.200]  人得著永恆的救恩
[00:12:33.200 --> 00:12:35.400]  所以你要將你的優先次序
[00:12:35.400 --> 00:12:36.600]  完全調過來
[00:12:36.600 --> 00:12:38.500]  我們不是live to work
[00:12:38.500 --> 00:12:39.800]  我們是work to live
[00:12:39.800 --> 00:12:40.900]  以至我生活的時候
[00:12:40.900 --> 00:12:42.100]  我要服侍主
[00:12:42.100 --> 00:12:45.600]  這個是保羅
[00:12:45.600 --> 00:12:47.000]  對上帝的旨意的回應
[00:12:47.000 --> 00:12:49.000]  如果上帝是有這個旨意的時候
[00:12:49.000 --> 00:12:51.400]  這個旨意又如何在你身上實現呢
[00:12:51.400 --> 00:12:52.400]  這是第一個
[00:12:52.400 --> 00:12:53.900]  我們大家都要問自己的問題
[00:12:53.900 --> 00:12:55.300]  保羅
[00:12:55.300 --> 00:12:56.100]  看到這個
[00:12:56.100 --> 00:12:57.300]  時代的轉變
[00:12:57.300 --> 00:13:00.000]  正如我們經常說的時代論的說法
[00:13:00.000 --> 00:13:03.100]  時代的轉變的中心點就是耶穌基督
[00:13:03.100 --> 00:13:04.500]  而時代論這個字是來自
[00:13:04.500 --> 00:13:05.600]  以弗所書一章十節
[00:13:05.600 --> 00:13:07.500]  他說神要照著所安排的
[00:13:07.500 --> 00:13:09.900]  在時機成熟的時候
[00:13:09.900 --> 00:13:11.400]  時機就是時代論這個字
[00:13:11.400 --> 00:13:12.700]  是在天上地上
[00:13:12.700 --> 00:13:13.800]  一切所有的
[00:13:14.600 --> 00:13:16.300]  都在基督裡同歸於一
[00:13:16.300 --> 00:13:17.800]  保羅再一次說
[00:13:17.800 --> 00:13:19.500]  上帝有一個旨意
[00:13:19.500 --> 00:13:21.500]  這個旨意的時機原文叫做
[00:13:21.500 --> 00:13:22.300]  Occitlum
[00:13:22.300 --> 00:13:23.300]  Lum大家可能很熟
[00:13:23.300 --> 00:13:24.200]  Lum就是
[00:13:24.200 --> 00:13:25.200]  就是
[00:13:25.200 --> 00:13:26.800]  Lumative這個字
[00:13:26.800 --> 00:13:28.300]  就是規條這個字
