
[00:00:00.000 --> 00:00:03.000]  好 感謝劍拜隊在唱詩歌的時候
[00:03:36.000 --> 00:03:41.000]  我們可以因此不但有勇氣去面對關係上面的破裂
[00:03:41.000 --> 00:03:47.000]  還可以有盼望、有希望去相信一段破裂的關係
[00:03:47.000 --> 00:03:49.000]  去得到醫治
[00:03:49.000 --> 00:03:51.000]  今天我們的經文是出自於
[00:03:51.000 --> 00:03:55.000]  「創世記」第33章的第一節到第20節
[00:03:55.000 --> 00:03:58.000]  有些詳情請大家幫我讀經,好嗎?
[00:03:58.000 --> 00:04:00.000]  1、2、3,請
[00:04:00.000 --> 00:04:02.000]  (記者說)
[00:04:02.000 --> 00:04:04.000]  (記者說)
[00:04:05.000 --> 00:04:07.000]  (記者說)
[00:04:07.000 --> 00:04:09.000]  (記者說)
[00:04:10.000 --> 00:04:12.000]  (記者說)
[00:04:38.000 --> 00:04:40.000]  (記者說)
[00:04:40.000 --> 00:05:04.000]  (記者說)
[00:05:04.000 --> 00:05:06.000]  (記者說)
[00:05:06.000 --> 00:05:33.000]  (記者說)
[00:05:33.000 --> 00:05:35.000]  (記者說)
[00:05:35.000 --> 00:05:56.000]  (記者說)
[00:05:56.000 --> 00:05:58.000]  (記者說)
[00:05:58.000 --> 00:06:10.000]  (記者說)
[00:06:10.000 --> 00:06:15.000]  (記者說)
[00:06:15.000 --> 00:06:21.000]  (記者說)
[00:06:21.000 --> 00:06:23.000]  (記者說)
[00:06:23.000 --> 00:06:32.000]  (記者說)
[00:06:32.000 --> 00:06:44.000]  (記者說)
[00:06:44.000 --> 00:06:46.000]  (記者說)
[00:06:46.000 --> 00:06:58.000]  好,這是今天的經文
[00:06:58.000 --> 00:07:00.000]  我們開始呈現一個祈禱號碼
[00:07:00.000 --> 00:07:01.000]  親愛的主好感恩
[00:07:01.000 --> 00:07:03.000]  我們可以在新年崇拜之後
[00:07:03.000 --> 00:07:06.000]  可以再次回到教會裏面聽你的話語
[00:07:06.000 --> 00:07:08.000]  希望你祝福我們以下的時間
[00:07:08.000 --> 00:07:10.000]  可以經歷到你的愛、經歷到你的大能
[00:07:10.000 --> 00:07:12.000]  和很清楚地知道你是我們的主
[00:07:12.000 --> 00:07:14.000]  你是我們的神
[00:07:14.000 --> 00:07:16.000]  祝福我們,奉耶穌基督德聖的五祈求
[00:07:16.000 --> 00:07:17.000]  阿門
[00:07:17.000 --> 00:07:20.000]  今天的經文是《創世記》的第33章
[00:07:20.000 --> 00:07:26.000]  是一篇關於雅各回到加難地以前所發生的事情
[00:07:26.000 --> 00:07:30.000]  一個關於雅各拿禮物給他雅各的故事
[00:07:30.000 --> 00:07:37.000]  這個故事是發生於雅各在《創世記》第27章之後的20年之後
[00:07:37.000 --> 00:07:39.000]  當年雅各在小的時候
[00:07:39.000 --> 00:07:46.000]  透過欺騙的手段從他爸爸那裏得到原本應該屬於他雅各的祝福
[00:07:46.000 --> 00:07:50.000]  因為這個原因,他雅各就想殺他
[00:07:50.000 --> 00:07:54.000]  為了逃跑,雅各就離開他的出生地
[00:07:54.000 --> 00:07:57.000]  離開了加難地
[00:07:57.000 --> 00:08:01.000]  一直到今天的第33章20年之後
[00:08:01.000 --> 00:08:05.000]  他雅各就準備再一次回到加難地
[00:08:05.000 --> 00:08:07.000]  回到他出生的地方
[00:08:07.000 --> 00:08:12.000]  為何作者把這篇經文放在這個位置
[00:08:12.000 --> 00:08:15.000]  雅各一家人就快要去到加難地
[00:08:15.000 --> 00:08:18.000]  就快要進入到他的出生地的地方
[00:08:18.000 --> 00:08:23.000]  為何進入到那個地方以前的經文不是討論
[00:08:23.000 --> 00:08:26.000]  加難地有什麼挑戰等著他們
[00:08:26.000 --> 00:08:28.000]  或者不是討論一些
[00:08:28.000 --> 00:08:34.000]  或者是一篇經文是祈求神祝福他們在新的地方的生活
[00:08:34.000 --> 00:08:36.000]  為何經文不是討論這些東西
[00:08:36.000 --> 00:08:38.000]  如果你想去日本玩
[00:08:38.000 --> 00:08:39.000]  去韓國玩
[00:08:39.000 --> 00:08:40.000]  去台灣玩
[00:08:40.000 --> 00:08:41.000]  或者移民
[00:08:41.000 --> 00:08:47.000]  甚至乎你去之前的重點應該是討論你出發之前要做什麼準備
[00:08:47.000 --> 00:08:54.000]  為何去到加難地前的經文竟然是一篇關於送禮物給雅各的故事
[00:08:54.000 --> 00:08:58.000]  這篇經文是否真的有它存在的價值
[00:08:58.000 --> 00:09:03.000]  如果我們把這篇經文從整本書裏拿走的話
[00:09:03.000 --> 00:09:09.000]  我們這樣做的這個動作是否會影響到整本書的架構呢
[00:09:09.000 --> 00:09:12.000]  如果我們拿走的話
[00:09:12.000 --> 00:09:16.000]  會不會影響到整個故事的發展呢
[00:09:16.000 --> 00:09:19.000]  要明白到這篇經文的價值
[00:09:19.000 --> 00:09:23.000]  我們要從前一篇32章第六節開始去讀
[00:09:23.000 --> 00:09:26.000]  請大家幫我再讀多一篇經文好嗎
[00:09:26.000 --> 00:09:28.000]  一二三請
[00:09:28.000 --> 00:09:46.000]  (讀書)
[00:09:46.000 --> 00:10:04.000]  (讀書)
[00:10:04.000 --> 00:10:06.000]  雅各很擔憂
[00:10:06.000 --> 00:10:09.000]  在二十年之後他要和他的雅各相見
[00:10:09.000 --> 00:10:10.000]  再一次見面
[00:10:10.000 --> 00:10:13.000]  但他的雅各竟然帶了四百人來找他
[00:10:13.000 --> 00:10:16.000]  他擺在面上是想要報仇、想要殺他
[00:10:16.000 --> 00:10:19.000]  所以雅各很緊張
[00:10:19.000 --> 00:10:21.000]  所以他做了一個決定
[00:10:21.000 --> 00:10:26.000]  這個決定就是把他的家庭和財產分成兩對
[00:10:26.000 --> 00:10:30.000]  如果有一對被殺了或財產被搶走的話
[00:10:30.000 --> 00:10:32.000]  還有另外一半的家人
[00:10:32.000 --> 00:10:36.000]  還有另外一半的財產可以存活、可以容
[00:10:36.000 --> 00:10:38.000]  當他做了這個決定之後
[00:10:38.000 --> 00:10:41.000]  他還準備了一個很大的禮物
[00:10:41.000 --> 00:10:44.000]  他希望送這個禮物給他的雅各
[00:10:44.000 --> 00:10:47.000]  之後他雅各會因為收到這個禮物
[00:10:47.000 --> 00:10:49.000]  就不會想要再殺他
[00:10:49.000 --> 00:10:52.000]  在這樣第三十二章的背景下
[00:10:52.000 --> 00:10:55.000]  我們來到第三十三章
[00:10:55.000 --> 00:10:58.000]  雅各對於見到他的雅各的擔憂
[00:10:58.000 --> 00:11:03.000]  讓第三十三章就是我們今天經文的存在價值
[00:11:03.000 --> 00:11:05.000]  上到台面上來
[00:11:05.000 --> 00:11:10.000]  第三十三章所要討論的眾議的議題有兩個
[00:11:10.000 --> 00:11:15.000]  第一條問題就是雅各會不會被他的雅各殺了
[00:11:15.000 --> 00:11:18.000]  如果他的雅各沒有殺他的話
[00:11:18.000 --> 00:11:19.000]  為什麼?
[00:11:19.000 --> 00:11:20.000]  這是第一條問題
[00:11:20.000 --> 00:11:21.000]  第二條問題
[00:11:21.000 --> 00:11:25.000]  神允許雅各重新返回到家南地
[00:11:25.000 --> 00:11:27.000]  回到他出生的地方
[00:11:27.000 --> 00:11:29.000]  這件事是否真的可以成真
[00:11:29.000 --> 00:11:32.000]  或者神的允許將會落空
[00:11:32.000 --> 00:11:36.000]  神失信和人的滅亡、死亡
[00:11:36.000 --> 00:11:42.000]  這兩個信主的人最害怕的問題都出現在第三十三章裡面
[00:11:42.000 --> 00:11:46.000]  我們今天講到的目標就是要透過回答這兩個問題
[00:11:46.000 --> 00:11:50.000]  來玩到第三十三章的核心的救度
[00:11:50.000 --> 00:11:52.000]  幫助我們學習怎樣在衝突裡面
[00:11:52.000 --> 00:11:55.000]  可能在家庭裡面、朋友關係裡面
[00:11:55.000 --> 00:11:59.000]  這個衝突裡面去建立一個敬拜神
[00:11:59.000 --> 00:12:02.000]  一個經歷神的生命
[00:12:02.000 --> 00:12:05.000]  希望你幫助我們在一個衝突裡面
[00:12:05.000 --> 00:12:08.000]  可以得到醫治、可以明白
[00:12:08.000 --> 00:12:11.000]  要怎樣去面對衝突破裂的關係
[00:12:11.000 --> 00:12:13.000]  首先第一條問題
[00:12:13.000 --> 00:12:16.000]  雅各會不會被他的雅各殺了
[00:12:16.000 --> 00:12:18.000]  經文第四節裡面講到
[00:12:18.000 --> 00:12:23.000]  「倚素跑來迎接他,和他擁抱福在他的脖子上親吻他」
[00:12:23.000 --> 00:12:25.000]  他們兩個人都哭了
[00:12:25.000 --> 00:12:29.000]  「原本如期要殺他的這件事情」
[00:12:29.000 --> 00:12:32.000]  「他雅各要殺他的這件事情沒有發生」
[00:12:32.000 --> 00:12:36.000]  「死亡沒有臨到雅各的身上」
[00:12:36.000 --> 00:12:38.000]  「雅各沒有殺他」
[00:12:38.000 --> 00:12:44.000]  「反而他用愛去執納曾經欺騙他的大大」
[00:12:44.000 --> 00:12:47.000]  很奇怪,很奇怪
[00:12:47.000 --> 00:12:52.000]  倚素對於他弟弟的仇恨似乎就這樣誤見了
[00:12:52.000 --> 00:12:54.000]  突然之間誤見了,很奇怪
[00:12:54.000 --> 00:12:57.000]  通常家人與家人之間的衝突
[00:12:57.000 --> 00:13:00.000]  沒可能這樣容易消失了
[00:13:00.000 --> 00:13:03.000]  朋友或家人之間有衝突發生的時候
[00:13:03.000 --> 00:13:06.000]  很經常就像火山爆發一樣
[00:13:06.000 --> 00:13:08.000]  你講話就很傷人
[00:13:08.000 --> 00:13:11.000]  你做事都可以很傷人
[00:13:11.000 --> 00:13:13.000]  很傷這段關係
[00:13:13.000 --> 00:13:18.000]  雅各教的時候通常都會把以前不好的事情全部一次說出來
[00:13:18.000 --> 00:13:21.000]  全部大家一起受損、受恨
[00:13:21.000 --> 00:13:23.000]  每樣都相關
[00:13:23.000 --> 00:13:25.000]  受恨是永遠數都數不完的
[00:13:25.000 --> 00:13:29.000]  所以當倚素他做出這個很反尚的舉動
[00:13:29.000 --> 00:13:32.000]  用愛去執納他的弟弟的時候
[00:13:32.000 --> 00:13:38.000]  雅各有充分的理由去懷疑他哥哥還有事情想做
[00:13:38.000 --> 00:13:41.000]  他們之間可能還有張力
[00:13:41.000 --> 00:13:44.000]  所以為了安全起見、為了他自己生命
[00:13:44.000 --> 00:13:47.000]  為了他家人、為了他財產
[00:13:47.000 --> 00:13:54.000]  他就很想做一些動作來確定他跟哥哥之間的關係是否真的和好了
[00:13:54.000 --> 00:13:57.000]  所以雅各就決定要出手
[00:13:57.000 --> 00:14:02.000]  他想要透過送禮物這個動作來確定他跟哥哥之間的關係
[00:14:02.000 --> 00:14:05.000]  所以在第八節到第十一節裡面
[00:14:05.000 --> 00:14:09.000]  我們可以不斷地見到雅各要送禮物給他哥哥
[00:14:09.000 --> 00:14:11.000]  對於雅各來說
[00:14:11.000 --> 00:14:16.000]  他內心的平安、他自己的情緒建立在他哥哥的反應上面
[00:14:16.000 --> 00:14:20.000]  如果他哥哥用他期待的方法去回應他
[00:14:20.000 --> 00:14:24.000]  他就覺得這件事情是有一個好的結果
[00:14:24.000 --> 00:14:28.000]  如果雅各用一個跟他期待相反的事情
[00:14:28.000 --> 00:14:31.000]  他就覺得還有事情要發生這件事情
[00:14:31.000 --> 00:14:33.000]  他沒辦法得到平安
[00:14:33.000 --> 00:14:37.000]  大英姐妹,你是否跟我和雅各一樣
[00:14:37.000 --> 00:14:40.000]  你的心情,你開不開心
[00:14:40.000 --> 00:14:42.000]  都是建立於別人怎樣看待你
[00:14:42.000 --> 00:14:46.000]  如果別人喜歡你,喜歡你,你就很開心
[00:14:46.000 --> 00:14:50.000]  如果別人不想跟你成為朋友,你就不開心呢?
[00:14:50.000 --> 00:14:54.000]  是不是這樣呢?我是,你是不是呢?
[00:14:54.000 --> 00:14:58.000]  雅各為了得到他想要得到的結果
[00:14:58.000 --> 00:15:02.000]  他就出了三招來逼他哥哥收下這個禮物
[00:15:02.000 --> 00:15:08.000]  這三招分別為給他面子,引導他和補償他
[00:15:08.000 --> 00:15:12.000]  他希望用這三招來逼他哥哥收下禮物
[00:15:12.000 --> 00:15:15.000]  我們來看第一招給他面子
[00:15:15.000 --> 00:15:20.000]  雅各用一個很輕微的態度和他哥哥對話
[00:15:20.000 --> 00:15:24.000]  第八節裏面講到,他稱呼他哥哥為主
[00:15:24.000 --> 00:15:31.000]  他送禮物的動作是希望可以在他哥哥面前蒙恩
[00:15:31.000 --> 00:15:32.000]  這是第一招
[00:15:32.000 --> 00:15:35.000]  第二個招數,引導他
[00:15:35.000 --> 00:15:37.000]  在經文裏面講到,他說
[00:15:37.000 --> 00:15:43.000]  「見到你就好像見到神一樣,你和神一樣接納了我
[00:15:43.000 --> 00:15:47.000]  神如果接納了人的話,他的憲制都會接納
[00:15:47.000 --> 00:15:53.000]  你竟然接納我,那你都要接受我的禮物」
[00:15:53.000 --> 00:15:59.000]  信仰變為雅各達成目的的一個工具
[00:15:59.000 --> 00:16:02.000]  雅各一定要他哥哥接受禮物
[00:16:02.000 --> 00:16:04.000]  這是第二招,引導他
[00:16:04.000 --> 00:16:07.000]  第三個招數,補償他
[00:16:07.000 --> 00:16:12.000]  在第十節到第十一節裏面,雅各都用到禮物這個字眼
[00:16:12.000 --> 00:16:16.000]  但第十一節裏面的用法有特別的意思
[00:16:16.000 --> 00:16:21.000]  他用了一個很特別的字,叫做Berak,這個Hebrew的字眼
[00:16:21.000 --> 00:16:24.000]  這個字可以表達祝福的意思
[00:16:24.000 --> 00:16:29.000]  可以表達禮物的意思,同時都可以表達祝福的意思
[00:16:29.000 --> 00:16:34.000]  為甚麼他這樣用這個有雙重意思的字眼呢?
[00:16:34.000 --> 00:16:38.000]  因為雅各心裏面很清楚的知道
[00:16:38.000 --> 00:16:41.000]  他心裏面感覺好,有罪惡感
[00:16:41.000 --> 00:16:47.000]  他想把以前20年前他用欺騙的手段偷來的這個祝福
[00:16:47.000 --> 00:16:51.000]  給他哥哥,所以他用了這個字眼
[00:16:51.000 --> 00:16:56.000]  他希望把這個祝福給哥哥之後,他哥哥就不會去殺他
[00:16:56.000 --> 00:17:00.000]  這幾年,雅各其實他自己的生命
[00:17:00.000 --> 00:17:03.000]  他很多的挑戰,很辛苦
[00:17:03.000 --> 00:17:06.000]  這20年來,他甚麼都不明白
[00:17:06.000 --> 00:17:09.000]  明白最多的就是人情世故的道理
[00:17:09.000 --> 00:17:14.000]  手段愈多的人,他人生的經歷就愈複雜
[00:17:14.000 --> 00:17:17.000]  成長過程裏面,雅各在小時候
[00:17:17.000 --> 00:17:22.000]  他就經歷到爸爸媽媽給他和他哥哥的愛不平等,不公平
[00:17:22.000 --> 00:17:26.000]  好像爸爸媽媽給他哥哥的愛多於他一點
[00:17:26.000 --> 00:17:33.000]  或者爸爸愛他一點,愛他多一點,愛他哥哥就少一點
[00:17:33.000 --> 00:17:36.000]  這是他的成長家庭背景
[00:17:36.000 --> 00:17:43.000]  之後他長大之後,他就遇到他懷父欺騙他20年的經驗
[00:17:43.000 --> 00:17:46.000]  他欺騙了20年,浪費了20年的時間
[00:17:46.000 --> 00:17:48.000]  他經歷了很多很多的事情
[00:17:48.000 --> 00:17:52.000]  要他不明白人情世故的道理,都有困難
[00:17:52.000 --> 00:17:56.000]  他見到很多人的黑暗的那一面
[00:17:56.000 --> 00:18:01.000]  大英,你知不知道想問你,你是否也是一個經歷了很多事情的人呢?
[00:18:01.000 --> 00:18:07.000]  你的家庭可能在你眼中還是一個很複雜的家庭
[00:18:07.000 --> 00:18:10.000]  或者再問你多一句
[00:18:10.000 --> 00:18:14.000]  上星期的過年對你來說開心嗎?
[00:18:14.000 --> 00:18:19.000]  上星期和家人見面,和其他家庭的人見面,你開心嗎?
[00:18:19.000 --> 00:18:25.000]  在我自己家庭裏面,對我來說過年是一個不太容易的一個職人
[00:18:25.000 --> 00:18:27.000]  因為要和其他的家庭相聚
[00:18:27.000 --> 00:18:32.000]  每一席吃飯,我父親都會在家庭裏面扮演一個很重要的角色
[00:18:32.000 --> 00:18:39.000]  他要負責維持整個家庭的很和平、很開心的氣氛
[00:18:39.000 --> 00:18:43.000]  看起來好像一個很簡單的對話
[00:18:43.000 --> 00:18:48.000]  他要很清楚地聽到大家對話當中的張力
[00:18:48.000 --> 00:18:55.000]  他要聽到大家底層下面那種生命的軟弱對愛的可靠
[00:18:55.000 --> 00:18:58.000]  透過聽到這些內心的需要之後
[00:18:58.000 --> 00:19:03.000]  他慢慢在聊天的過程裏面,在話語當中提供引導
[00:19:03.000 --> 00:19:08.000]  幫助大家去見到維持關係的重要
[00:19:08.000 --> 00:19:10.000]  如果他沒有這樣做的話
[00:19:10.000 --> 00:19:16.000]  大家討論的焦點就會從討論新年的歡樂
[00:19:16.000 --> 00:19:19.000]  慢慢開始轉移到討論金錢
[00:19:19.000 --> 00:19:21.000]  討論遺產怎樣分配
[00:19:21.000 --> 00:19:25.000]  討論哪一個親戚對哪一個親戚不好等等
[00:19:25.000 --> 00:19:28.000]  這樣吃團年飯其實是很辛苦的
[00:19:28.000 --> 00:19:32.000]  明明爸爸都知道大家想談什麼
[00:19:32.000 --> 00:19:36.000]  但我爸爸不願意整個話題被拉走
[00:19:36.000 --> 00:19:39.000]  他很想要大家開開心心的過年
[00:19:39.000 --> 00:19:45.000]  所以當我見到爸爸帶著一個很開心的樹葉去聊天、去創造氣氛
[00:19:45.000 --> 00:19:48.000]  去幫助家人關係可以繼續走下去的時候
[00:19:48.000 --> 00:19:52.000]  我心中其實很知道,其實他很努力
[00:19:52.000 --> 00:19:54.000]  他心中其實有一點緊張
[00:19:54.000 --> 00:19:56.000]  他一步步走錯,一句說錯
[00:19:56.000 --> 00:19:58.000]  可能新年就沒辦法開心過了
[00:19:58.000 --> 00:20:02.000]  可能他就要開始處理衝突了
[00:20:02.000 --> 00:20:04.000]  爸爸很努力去維持家庭的關係
[00:20:04.000 --> 00:20:07.000]  因為他覺得關係是很重要的
[00:20:07.000 --> 00:20:10.000]  更加精準地說,對於他來說
[00:20:10.000 --> 00:20:12.000]  這是一個原則的問題
[00:20:12.000 --> 00:20:16.000]  家庭的關係是比利益重要,比金錢重要
[00:20:16.000 --> 00:20:20.000]  再困難也好,爸爸都願意去活出他的堅持
[00:20:20.000 --> 00:20:24.000]  去捍衛他心中所堅持的價值觀
[00:20:24.000 --> 00:20:27.000]  同樣的邏輯,家庭關係比利益重要
[00:20:27.000 --> 00:20:30.000]  為什麼雅各不斷地去出手
[00:20:30.000 --> 00:20:33.000]  給他面子,引導他補償雅各
[00:20:33.000 --> 00:20:37.000]  因為雅各就是他雅各
[00:20:37.000 --> 00:20:39.000]  以數是他雅各
[00:20:39.000 --> 00:20:42.000]  就算過去他們因為有很多衝突
[00:20:42.000 --> 00:20:44.000]  因為真爸爸的祝福
[00:20:44.000 --> 00:20:46.000]  而導致關係破裂了
[00:20:46.000 --> 00:20:49.000]  但始終大家都是一家人
[00:20:49.000 --> 00:20:52.000]  關係可以破裂,但不能斷
[00:20:52.000 --> 00:20:55.000]  所以雅各透過不斷地出手
[00:20:55.000 --> 00:20:59.000]  去試試去修補與以數之間的關係
[00:20:59.000 --> 00:21:03.000]  他這個動作是可以明白的
[00:21:03.000 --> 00:21:07.000]  究竟雅各最後用什麼辦法
[00:21:07.000 --> 00:21:10.000]  用什麼手段去引導他
[00:21:10.000 --> 00:21:14.000]  雅各去原諒他,決定不要殺他
[00:21:14.000 --> 00:21:17.000]  到底用什麼招數去做到這件事
[00:21:17.000 --> 00:21:20.000]  讓我們回到《聖經》去看
[00:21:20.000 --> 00:21:23.000]  當我們很仔細地去看《聖經》的時候
[00:21:23.000 --> 00:21:26.000]  想找到一個他們和好的風化的時候
[00:21:26.000 --> 00:21:28.000]  就會發現到一件事就是
[00:21:28.000 --> 00:21:31.000]  很奇怪,我們完全找不到
[00:21:31.000 --> 00:21:34.000]  以數願意原諒他弟弟的原因
[00:21:34.000 --> 00:21:39.000]  反而是驚悚地搞到以數說成這樣
[00:21:39.000 --> 00:21:42.000]  他說:我已經很足夠了
[00:21:42.000 --> 00:21:44.000]  你的東西就自己保管吧
[00:21:44.000 --> 00:21:47.000]  以數根本就不需要他殺戮的禮物
[00:21:47.000 --> 00:21:49.000]  他什麼都有
[00:21:49.000 --> 00:21:52.000]  最後因為雅各不停地犯他第十一節
[00:21:52.000 --> 00:21:54.000]  雅各再深地求他
[00:21:54.000 --> 00:21:56.000]  他雅各才會收他的禮物
[00:21:56.000 --> 00:21:59.000]  其實他們兩個人的張力
[00:21:59.000 --> 00:22:01.000]  是第四節就已經完結了
[00:22:01.000 --> 00:22:06.000]  以數跑來迎接他,抱著他一起行
[00:22:06.000 --> 00:22:08.000]  一起哭戀
[00:22:08.000 --> 00:22:12.000]  當雅各還在想要用什麼招數
[00:22:12.000 --> 00:22:17.000]  去引導他哥哥去接受他的禮物的時候
[00:22:17.000 --> 00:22:20.000]  其實他哥哥就已經原諒他了
[00:22:20.000 --> 00:22:23.000]  《經文》裏面沒有說到
[00:22:23.000 --> 00:22:25.000]  是因為什麼原因
[00:22:25.000 --> 00:22:28.000]  他哥哥可以給他這麼大的一個恩典
[00:22:28.000 --> 00:22:31.000]  《經文》也沒有說到以數過去二十年來
[00:22:31.000 --> 00:22:33.000]  他是怎樣過生活的
[00:22:33.000 --> 00:22:35.000]  但就是因為《經文》上面沒有說
[00:22:35.000 --> 00:22:37.000]  這個資訊上面的空白
[00:22:37.000 --> 00:22:43.000]  帶出第三十三章的主要的教導
[00:22:43.000 --> 00:22:45.000]  第三十三章的核心的教導
[00:22:45.000 --> 00:22:50.000]  就是講一些關於上大主權的教導
[00:22:50.000 --> 00:22:53.000]  雅各在進入奸能地前要學到的功課
[00:22:53.000 --> 00:22:55.000]  就要很清清楚楚地明白
[00:22:55.000 --> 00:22:58.000]  神是他生命當中的主權
[00:22:58.000 --> 00:23:00.000]  雅各要敬畏神敬敗神
[00:23:00.000 --> 00:23:03.000]  以神為中心的一個生命
[00:23:03.000 --> 00:23:04.000]  神的出手
[00:23:04.000 --> 00:23:06.000]  雅各只見到結果
[00:23:06.000 --> 00:23:10.000]  但他完全不知道神究竟做到什麼事情
[00:23:10.000 --> 00:23:13.000]  這個就是神主權的展現
[00:23:13.000 --> 00:23:17.000]  就好像你和你的朋友吵了很久很久
[00:23:17.000 --> 00:23:18.000]  下個星期你回到學校
[00:23:18.000 --> 00:23:21.000]  但突然間那個人就走過來跟你說
[00:23:21.000 --> 00:23:23.000]  我想跟你真心和好
[00:23:23.000 --> 00:23:25.000]  你只見到這件事情
[00:23:25.000 --> 00:23:28.000]  你只見到這個人走過來跟你聊天
[00:23:28.000 --> 00:23:31.000]  但你完全不知道發生什麼事情
[00:23:31.000 --> 00:23:34.000]  你唯一知道的就是神出手了
[00:23:34.000 --> 00:23:36.000]  你覺得很驚訝很驚訝
[00:23:36.000 --> 00:23:38.000]  這個就是雅各的感受
[00:23:38.000 --> 00:23:41.000]  究竟神是怎樣帶領雅各呢
[00:23:41.000 --> 00:23:46.000]  讓他明白到神是他生命當中的主權
[00:23:46.000 --> 00:23:48.000]  讓我們回到聖經裡面去看
