
[00:00:00.000 --> 00:00:02.760]  我不知道剛才在《勁快》有什麼體會
[00:02:37.400 --> 00:02:41.400]  怎樣可以做到在世而不屬世?
[00:02:41.400 --> 00:02:44.400]  如果要做好這個屬天的身份
[00:02:44.400 --> 00:02:46.400]  又會有甚麼挑戰呢?
[00:02:46.400 --> 00:02:49.400]  挑戰來到的時候又怎樣面對呢?
[00:02:49.400 --> 00:02:52.400]  今天很想透過尼熙米這個人物
[00:02:52.400 --> 00:02:53.400]  他的生命
[00:02:53.400 --> 00:02:56.400]  讓我們在當中學習和啟示
[00:02:56.400 --> 00:03:01.400]  今天的經文是尼熙米記四章十五到二十三節
[00:03:01.400 --> 00:03:03.400]  邀請大家一起讀
[00:03:03.400 --> 00:03:05.400]  好,預備起
[00:03:05.400 --> 00:03:09.400]  受的聽見,我們知道了他們的計謀
[00:03:09.400 --> 00:03:11.400]  神也破壞他們的計謀
[00:03:11.400 --> 00:03:15.400]  我們就會成長那裡,各做各的工
[00:03:15.400 --> 00:03:19.400]  從那日起,我的僕人一半做工
[00:03:19.400 --> 00:03:23.400]  一半拿槍、拿盾牌、拿弓穿海甲
[00:03:23.400 --> 00:03:26.400]  官長都站在猶大全家的後面
[00:03:26.400 --> 00:03:28.400]  他們建造城牆
[00:03:28.400 --> 00:03:31.400]  剛抬了的人
[00:03:31.400 --> 00:03:35.400]  剛抬的時候一手做工,一手拿兵器
[00:03:35.400 --> 00:03:39.400]  建造的人都腰間配刀建造
[00:03:39.400 --> 00:03:41.400]  摧割的人在我身旁
[00:03:41.400 --> 00:03:45.400]  我對貴族、官長和其餘的百姓說
[00:03:45.400 --> 00:03:48.400]  這工程浩大,範圍遼闊
[00:03:48.400 --> 00:03:52.400]  我們在城牆上彼此相離很遠
[00:03:52.400 --> 00:03:57.400]  你們一聽見覺醒,在那裡就聚集到我們那裡去
[00:03:57.400 --> 00:04:00.400]  我們的神必為我們增至
[00:04:00.400 --> 00:04:03.400]  於是,我們做這工程
[00:04:03.400 --> 00:04:05.400]  一半的人拿槍
[00:04:05.400 --> 00:04:08.400]  到天亮直到星宿出現的時候
[00:04:08.400 --> 00:04:10.400]  那時,我又對百姓說
[00:04:10.400 --> 00:04:14.400]  各人和他的僕人當在耶路撒冷過夜
[00:04:14.400 --> 00:04:18.400]  好為我們夜間守衛白晝做工
[00:04:18.400 --> 00:04:20.400]  就讓我和我的兄僕人
[00:04:20.400 --> 00:04:24.400]  以及跟從我的衛兵都不脫衣服
[00:04:24.400 --> 00:04:27.400]  各人打水時也拿著自己的兵器
[00:04:27.400 --> 00:04:29.400]  我們在銅笛頭禱告
[00:04:29.400 --> 00:04:32.400]  天父上,我們去祈禱你
[00:04:32.400 --> 00:04:33.400]  天父,多謝你
[00:04:33.400 --> 00:04:36.400]  多謝你讓我們能夠認識你
[00:04:36.400 --> 00:04:38.400]  能夠身份改變
[00:04:38.400 --> 00:04:41.400]  但身份要做好的時候
[00:04:41.400 --> 00:04:43.400]  都一定不容易
[00:04:43.400 --> 00:04:45.400]  天父,願你和我們同在
[00:04:45.400 --> 00:04:48.400]  願聖靈在我們生命裡工作
[00:04:48.400 --> 00:04:50.400]  讓我們能夠明白聖經,明白真理
[00:04:50.400 --> 00:04:53.400]  讓我們能夠活出屬天的身份
[00:04:53.400 --> 00:04:54.400]  我們這樣祈禱交託
[00:04:54.400 --> 00:04:57.400]  奉耶穌基督名祈求,阿們
[00:04:57.400 --> 00:05:01.400]  好,說一些尼西米記的背景
[00:05:01.400 --> 00:05:05.400]  其實當時的以色列國已經亡國了
[00:05:05.400 --> 00:05:08.400]  當時是波斯王的統治下
[00:05:08.400 --> 00:05:10.400]  不過很有趣
[00:05:10.400 --> 00:05:14.400]  上帝感動波斯王
[00:05:14.400 --> 00:05:19.400]  讓以色列人回歸耶路撒冷重建家園
[00:05:19.400 --> 00:05:23.400]  第一批回歸的人是由索羅巴伯帶領
[00:05:23.400 --> 00:05:26.400]  第二批是以色列帶領
[00:05:26.400 --> 00:05:29.400]  不過很可惜,他們回到耶路撒冷
[00:05:29.400 --> 00:05:33.400]  想建城牆,建電,各樣工程的時候
[00:05:33.400 --> 00:05:35.400]  有很多阻滯
[00:05:35.400 --> 00:05:38.400]  甚至停工
[00:05:38.400 --> 00:05:41.400]  但再過十多年,就到了尼西米
[00:05:41.400 --> 00:05:48.400]  尼西米是當時亞達薩西王身邊的酒精
[00:05:48.400 --> 00:05:52.400]  他知道耶路撒冷受到攻擊
[00:05:52.400 --> 00:05:54.400]  建城的事件受到破壞
[00:05:54.400 --> 00:05:58.400]  他很心痛,為這件事去禱告
[00:05:58.400 --> 00:06:01.400]  如果你有時間,看第一章就知道
[00:06:01.400 --> 00:06:04.400]  當時尼西米去禱告上帝
[00:06:04.400 --> 00:06:08.400]  感動他帶領一班人重回耶路撒冷
[00:06:08.400 --> 00:06:10.400]  重建家園,重建城牆
[00:06:10.400 --> 00:06:12.400]  很厲害
[00:06:12.400 --> 00:06:15.400]  他不只是帶人去
[00:06:15.400 --> 00:06:18.400]  得到波斯王的協助
[00:06:18.400 --> 00:06:20.400]  這次回歸
[00:06:20.400 --> 00:06:24.400]  波斯王還送材料給尼西米
[00:06:24.400 --> 00:06:27.400]  帶回耶路撒冷一起建城牆
[00:06:27.400 --> 00:06:29.400]  不單有材料
[00:06:29.400 --> 00:06:34.400]  皇帝還給了一個通行證
[00:06:34.400 --> 00:06:41.400]  通行無阻,讓尼西米回到耶路撒冷重建家園
[00:06:41.400 --> 00:06:46.400]  但不要以為皇帝有這麼多支持
[00:06:46.400 --> 00:06:48.400]  有通行證
[00:06:48.400 --> 00:06:50.400]  回到去建城牆,建電
[00:06:50.400 --> 00:06:51.400]  一定沒有問題
[00:06:51.400 --> 00:06:52.400]  不是的
[00:06:52.400 --> 00:06:54.400]  尼西米回到去
[00:06:54.400 --> 00:06:57.400]  同樣面對很多困難和挑戰
[00:06:57.400 --> 00:07:00.400]  就像十五節提到
[00:07:00.400 --> 00:07:04.400]  很多仇敵用詭計破壞他的工程
[00:07:04.400 --> 00:07:06.400]  不過很特別的是
[00:07:06.400 --> 00:07:08.400]  有神的保守
[00:07:08.400 --> 00:07:13.400]  以至繼續建城牆
[00:07:13.400 --> 00:07:15.400]  十六節提到
[00:07:15.400 --> 00:07:18.400]  尼西米和他的僕人一路建城牆
[00:07:18.400 --> 00:07:20.400]  要拿兵器
[00:07:20.400 --> 00:07:23.400]  準備好防衛工作
[00:07:23.400 --> 00:07:25.400]  不單是尼西米
[00:07:25.400 --> 00:07:27.400]  也有很多百姓
[00:07:27.400 --> 00:07:31.400]  甚至尼西米身邊的僕人
[00:07:31.400 --> 00:07:34.400]  也一起建城牆
[00:07:34.400 --> 00:07:39.400]  先說說尼西米身邊的僕人是甚麼人
[00:07:39.400 --> 00:07:45.400]  曾經提到他們是拿槍、盾牌、拿弓、穿海甲
[00:07:45.400 --> 00:07:48.400]  其實槍、盾牌、弓、盔甲
[00:07:48.400 --> 00:07:52.400]  其實是正規軍人的裝備
[00:07:52.400 --> 00:07:57.400]  所以這群僕人不是買菜、煮飯、洗衣服、洗碗、晾衣服、燙衣服
[00:07:57.400 --> 00:08:02.400]  其實是一群專業的特種部隊
[00:08:02.400 --> 00:08:07.400]  另外,尼西米是酒精
[00:08:07.400 --> 00:08:10.400]  酒精的工作或身份
[00:08:10.400 --> 00:08:15.400]  不只是皇帝飲食前試試有否毒
[00:08:15.400 --> 00:08:20.400]  其實酒精是一個很高地位的人
[00:08:20.400 --> 00:08:22.400]  皇帝身邊的大紅人
[00:08:22.400 --> 00:08:25.400]  是一個舉足輕重的人物
[00:08:25.400 --> 00:08:30.400]  如果用現在的說話或形容詞去表達這群人
[00:08:30.400 --> 00:08:32.400]  其實這群人是甚麼人
[00:08:32.400 --> 00:08:34.400]  如果在職場的話
[00:08:34.400 --> 00:08:38.400]  其實這群人是食物鏈頂層的人
[00:08:38.400 --> 00:08:40.400]  又或者在學校的話
[00:08:40.400 --> 00:08:45.400]  這群在讀書的學霸、尖子
[00:08:45.400 --> 00:08:48.400]  其實是一群很厲害的人
[00:08:48.400 --> 00:08:57.400]  不過,這群人不只是專注自己的事業、工作
[00:08:57.400 --> 00:09:00.400]  因為他們知道自己有另一個身份
[00:09:00.400 --> 00:09:02.400]  就是神僕人的身份
[00:09:02.400 --> 00:09:05.400]  他們要完成上帝給他們的事情
[00:09:05.400 --> 00:09:09.400]  在一章十到十一節,尼西米有一個祈禱
[00:09:09.400 --> 00:09:12.400]  我又邀請大家讀出來
[00:09:12.400 --> 00:09:14.400]  預備起
[00:09:14.400 --> 00:09:17.400]  他們是你的僕人和你的百姓
[00:09:17.400 --> 00:09:21.400]  是你用大能的手救贖的
[00:09:21.400 --> 00:09:26.400]  主啊,求你則以聽你僕人的祈禱
[00:09:26.400 --> 00:09:29.400]  請我敬畏你名眾僕人的祈禱
[00:09:29.400 --> 00:09:31.400]  使你僕人今日亨通
[00:09:31.400 --> 00:09:33.400]  在這人面前蒙恩
[00:09:33.400 --> 00:09:35.400]  我是王的酒精
[00:09:35.400 --> 00:09:37.400]  這是尼西米的祈禱
[00:09:37.400 --> 00:09:41.400]  因為他聽到耶路撒冷受到攻擊
[00:09:41.400 --> 00:09:43.400]  見家園的事停頓後
[00:09:43.400 --> 00:09:46.400]  他很傷心,就這樣祈禱上帝
[00:09:46.400 --> 00:09:50.400]  不過,在祈禱中,你會看到很多字是「僕人」
[00:09:50.400 --> 00:09:52.400]  尼西米很清楚自己
[00:09:52.400 --> 00:09:55.400]  他不只是做一個酒精,不是做一個高官
[00:09:55.400 --> 00:09:58.400]  他很清楚自己是上帝的僕人
[00:09:58.400 --> 00:09:59.400]  他有另一個身份
[00:09:59.400 --> 00:10:02.400]  他領受從上帝來的意象
[00:10:02.400 --> 00:10:04.400]  甚至運用他身邊的資源
[00:10:04.400 --> 00:10:08.400]  自己親身帶隊完成上帝的工作
[00:10:08.400 --> 00:10:12.400]  領姐妹,你有甚麼身份呢?
[00:10:12.400 --> 00:10:15.400]  當然,這裡大部分都是在讀書
[00:10:15.400 --> 00:10:20.400]  可能你是學生,可能你是班長,可能你是校隊
[00:10:20.400 --> 00:10:25.400]  可能你是球隊在學校裡
[00:10:25.400 --> 00:10:27.400]  可能你有不同的身份
[00:10:27.400 --> 00:10:30.400]  我們都很努力在這些身份裡
[00:10:30.400 --> 00:10:34.400]  不過,除此之外,我們還有一個身份
[00:10:34.400 --> 00:10:36.400]  就是我們是基督徒
[00:10:36.400 --> 00:10:38.400]  我們是基督的跟隨者
[00:10:38.400 --> 00:10:40.400]  作為基督徒的我們
[00:10:40.400 --> 00:10:44.400]  我們在我們的職場、校園、家裡
[00:10:44.400 --> 00:10:47.400]  我們又做了一個怎樣的基督徒呢?
[00:10:47.400 --> 00:10:50.400]  上帝又給了我們一個甚麼使命呢?
[00:10:50.400 --> 00:10:54.400]  頓姐妹,你知道上帝給了你一個甚麼使命嗎?
[00:10:54.400 --> 00:10:57.400]  你清不清楚?你知不知道?
[00:10:57.400 --> 00:11:00.400]  有些人知道,有些人可能知道一點
[00:11:00.400 --> 00:11:02.400]  有些人又不知道
[00:11:02.400 --> 00:11:06.400]  為什麼你可以這麼清楚上帝的使命呢?
[00:11:06.400 --> 00:11:11.400]  為什麼他可以這麼能夠活出身份帶來的使命呢?
[00:11:11.400 --> 00:11:14.400]  為什麼有時候我們又好像不太知道呢?
[00:11:14.400 --> 00:11:18.400]  我們又看看前一段經文
[00:11:18.400 --> 00:11:20.400]  在二章的四至五節
[00:11:20.400 --> 00:11:23.400]  我又邀請大家一起讀,好嗎?
[00:11:23.400 --> 00:11:24.400]  好,預備起
[00:11:24.400 --> 00:11:27.400]  「王對我說,你想求甚麼?
[00:11:27.400 --> 00:11:30.400]  於是我向天上的神祈禱
[00:11:30.400 --> 00:11:33.400]  我對王說,王若以為好
[00:11:33.400 --> 00:11:35.400]  仆人若在王面前蒙恩
[00:11:35.400 --> 00:11:38.400]  求王差遣我往猶大
[00:11:38.400 --> 00:11:41.400]  到我祖先墳墓所在的那城去
[00:11:41.400 --> 00:11:43.400]  我好重新建造」
[00:11:43.400 --> 00:11:45.400]  原來當時的王帝
[00:11:45.400 --> 00:11:48.400]  波斯王亞達舍西見到黎希米
[00:11:48.400 --> 00:11:50.400]  「你為什麼樣子這麼愁」
[00:11:50.400 --> 00:11:55.400]  就問他「你想要甚麼?有甚麼求於我?」
[00:11:55.400 --> 00:11:57.400]  黎希米的反應是怎樣呢?
[00:11:57.400 --> 00:12:01.400]  黎希米是一個經常祈禱的人
[00:12:01.400 --> 00:12:05.400]  他的祈禱不只是求自己想要的東西
[00:12:05.400 --> 00:12:08.400]  他祈禱去問上帝
[00:12:08.400 --> 00:12:12.400]  其實祈禱不單單只是跟上帝對話
[00:12:12.400 --> 00:12:15.400]  或求上帝幫助這麼簡單
[00:12:15.400 --> 00:12:17.400]  其實祈禱是一個態度的表達
[00:12:17.400 --> 00:12:18.400]  表達甚麼呢?
[00:12:18.400 --> 00:12:20.400]  表達謙卑的態度
[00:12:20.400 --> 00:12:23.400]  謙卑承認自己有不足
[00:12:23.400 --> 00:12:25.400]  承認我這個人有限制
[00:12:25.400 --> 00:12:28.400]  亦是讓上帝進入我們的生命
[00:12:28.400 --> 00:12:31.400]  讓我們人生的主權交給上帝
[00:12:31.400 --> 00:12:34.400]  讓上帝去帶領 讓上帝去作主
[00:12:34.400 --> 00:12:37.400]  所以黎希米去祈禱上帝
[00:12:37.400 --> 00:12:39.400]  讓上帝作主
[00:12:39.400 --> 00:12:40.400]  不是自己作主
[00:12:40.400 --> 00:12:43.400]  當波斯王亞達舍西問他「你想要甚麼?」
[00:12:43.400 --> 00:12:47.400]  黎希米不單單是想走自己想走的路
[00:12:47.400 --> 00:12:49.400]  他不是要金銀財寶
[00:12:49.400 --> 00:12:51.400]  他不是要升官發財
[00:12:51.400 --> 00:12:54.400]  他去問上帝「怎樣呀?上帝?怎樣走?」
[00:12:54.400 --> 00:12:58.400]  讓上帝作主 讓上帝參與他的人生
[00:12:58.400 --> 00:13:01.400]  靈姐妹 我們今天都有基督徒的身份
[00:13:01.400 --> 00:13:06.400]  但是我們有沒有讓上帝參與我們的人生呢?
[00:13:06.400 --> 00:13:08.400]  有時我們可能不太知道
[00:13:08.400 --> 00:13:10.400]  究竟上帝有甚麼使命給我們
[00:13:10.400 --> 00:13:14.400]  但其實我們有沒有讓上帝參與我們的人生
[00:13:14.400 --> 00:13:16.400]  讓天父帶領著我們
[00:13:16.400 --> 00:13:18.400]  讓我們的生命主權交給他
[00:13:18.400 --> 00:13:20.400]  讓天父作主
[00:13:20.400 --> 00:13:23.400]  讓他帶領著我們尋找我們的使命呢?
[00:13:23.400 --> 00:13:26.400]  還是仍然是「我作主,我想做甚麼就做甚麼」呢?
[00:13:26.400 --> 00:13:30.400]  相信作為學生的大家都很努力讀書
[00:13:30.400 --> 00:13:32.400]  這是正確的事
[00:13:32.400 --> 00:13:36.400]  甚至你代表學校的運動去參與比賽
[00:13:36.400 --> 00:13:37.400]  很努力的練習
[00:13:37.400 --> 00:13:39.400]  都很合理 很正常
[00:13:39.400 --> 00:13:42.400]  不過 基督徒的人生不是只有這些
[00:13:42.400 --> 00:13:44.400]  是不是?不是只有這些
[00:13:44.400 --> 00:13:48.400]  還記不記得今年九月份的年度主題
[00:13:48.400 --> 00:13:50.400]  青少年報的年度主題是甚麼呢?
[00:13:50.400 --> 00:13:51.400]  大家記不記得?
[00:13:51.400 --> 00:13:53.400]  那幾個英文字
[00:13:53.400 --> 00:13:57.400]  Transform our lives, grooming for Christ
[00:13:57.400 --> 00:14:00.400]  成為一個吸引人眼球的生命
[00:14:00.400 --> 00:14:01.400]  是不是?
[00:14:01.400 --> 00:14:02.400]  如何吸引人的眼球呢?
[00:14:02.400 --> 00:14:04.400]  如果我們生命沒有上帝
[00:14:04.400 --> 00:14:05.400]  沒有上帝參與我們的人生
[00:14:05.400 --> 00:14:07.400]  我們人生的主權仍然在我們手上
[00:14:07.400 --> 00:14:09.400]  讓我們作主的時候
[00:14:09.400 --> 00:14:12.400]  天父很難轉化我們的生命
[00:14:12.400 --> 00:14:13.400]  是不是?
[00:14:13.400 --> 00:14:15.400]  我們的生命很難吸引人
[00:14:15.400 --> 00:14:16.400]  是的 弟兄姊妹
[00:14:16.400 --> 00:14:20.400]  所以我們要讓天父參與我們人生裏面
[00:14:20.400 --> 00:14:22.400]  我們才能活出一個屬天的生命
[00:14:22.400 --> 00:14:23.400]  屬天的使命
[00:14:23.400 --> 00:14:25.400]  我們生命才不一樣
[00:14:25.400 --> 00:14:27.400]  我們繼續看下去
[00:14:27.400 --> 00:14:29.400]  18到20節
[00:14:29.400 --> 00:14:32.400]  這裡提到有一個人
[00:14:32.400 --> 00:14:34.400]  叫做「吹角的人」
[00:14:34.400 --> 00:14:37.400]  所有人一聽到吹角的聲音
[00:14:37.400 --> 00:14:39.400]  就會聚在一起
[00:14:39.400 --> 00:14:41.400]  吹角有些意思
[00:14:41.400 --> 00:14:43.400]  除了聚集的意思
[00:14:43.400 --> 00:14:45.400]  亦與打仗有關
[00:14:45.400 --> 00:14:48.400]  吹角召集人去打仗
[00:14:48.400 --> 00:14:52.400]  當然不單單只是打仗有關
[00:14:52.400 --> 00:14:53.400]  請下一個powerpoint
[00:14:53.400 --> 00:14:55.400]  不單單只是打仗有關
[00:14:55.400 --> 00:14:57.400]  其實是在說什麼?
[00:14:57.400 --> 00:14:59.400]  吹角是一個信號
[00:14:59.400 --> 00:15:02.400]  是上帝為以色列人出戰的信號
[00:15:02.400 --> 00:15:03.400]  在說什麼?
[00:15:03.400 --> 00:15:06.400]  在說現在神與我同在
[00:15:06.400 --> 00:15:07.400]  在打仗的時候
[00:15:07.400 --> 00:15:09.400]  神與我同在是怎樣?
[00:15:09.400 --> 00:15:10.400]  「贏定了」
[00:15:10.400 --> 00:15:12.400]  這場仗一定贏
[00:15:12.400 --> 00:15:15.400]  是的 原來吹角有這樣的意思
[00:15:15.400 --> 00:15:19.400]  吹角的人在尼熙米的左右
[00:15:19.400 --> 00:15:20.400]  其實在說什麼?
[00:15:20.400 --> 00:15:23.400]  他也是一個舉足輕重的人
[00:15:23.400 --> 00:15:26.400]  吹角的人在人群當中
[00:15:26.400 --> 00:15:28.400]  亦提醒這群百姓
[00:15:28.400 --> 00:15:29.400]  這群人民
[00:15:29.400 --> 00:15:32.400]  要隨時準備去作戰
[00:15:32.400 --> 00:15:33.400]  有些敵人來的時候
[00:15:33.400 --> 00:15:35.400]  我們聽到吹角聲的時候
[00:15:35.400 --> 00:15:36.400]  就要準備作戰
[00:15:36.400 --> 00:15:38.400]  不過不用怕
[00:15:38.400 --> 00:15:39.400]  神會與我們同在
[00:15:39.400 --> 00:15:43.400]  這場仗一定會打贏
[00:15:43.400 --> 00:15:45.400]  我們再一次看到
[00:15:45.400 --> 00:15:47.400]  尼熙米是容讓上帝參與
[00:15:47.400 --> 00:15:50.400]  他生命不同的事情
[00:15:50.400 --> 00:15:53.400]  他不只是用人的智慧去對抗敵人
[00:15:53.400 --> 00:15:56.400]  他更加是一個倚靠上帝的人
[00:15:56.400 --> 00:15:57.400]  他很清楚
[00:15:57.400 --> 00:15:59.400]  唯有順的痛哉才能得勝
[00:15:59.400 --> 00:16:01.400]  一切在乎耶和華
[00:16:01.400 --> 00:16:03.400]  出路在上帝那裡
[00:16:03.400 --> 00:16:06.400]  接著我想問一個問題
[00:16:06.400 --> 00:16:07.400]  或者我自己這樣想
[00:16:07.400 --> 00:16:09.400]  為什麼尼熙米這麼有信心?
[00:16:09.400 --> 00:16:11.400]  吹角就會贏?
[00:16:11.400 --> 00:16:13.400]  可不可以?
[00:16:13.400 --> 00:16:14.400]  可不可以?
[00:16:14.400 --> 00:16:16.400]  就好像我們都知道
[00:16:16.400 --> 00:16:18.400]  要依靠上帝
[00:16:18.400 --> 00:16:19.400]  依靠天父
[00:16:19.400 --> 00:16:20.400]  知道要祈禱
[00:16:20.400 --> 00:16:22.400]  但有時我們都會問這個問題
[00:16:22.400 --> 00:16:24.400]  只是祈禱?
[00:16:24.400 --> 00:16:25.400]  可不可以?
[00:16:25.400 --> 00:16:28.400]  假如有一天要溫習
[00:16:28.400 --> 00:16:29.400]  我不知道
[00:16:29.400 --> 00:16:31.400]  可能你現在都很努力在溫習
[00:16:31.400 --> 00:16:32.400]  假如有一天你溫習
[00:16:32.400 --> 00:16:33.400]  溫習溫習
[00:16:33.400 --> 00:16:35.400]  已經很睏了
[00:16:35.400 --> 00:16:38.400]  你會怎樣幫自己提醒精神?
[00:16:40.400 --> 00:16:42.400]  插大腿?
[00:16:42.400 --> 00:16:45.400]  插大腿應該不會吧?
[00:16:45.400 --> 00:16:47.400]  我聽別人說
[00:16:47.400 --> 00:16:48.400]  Red Bull 嘛
[00:16:48.400 --> 00:16:49.400]  是不是?
[00:16:49.400 --> 00:16:51.400]  喝Red Bull提神一點
[00:16:51.400 --> 00:16:53.400]  或者喝咖啡提神一點
[00:16:53.400 --> 00:16:55.400]  是不是?
[00:16:55.400 --> 00:16:56.400]  是喔
[00:16:56.400 --> 00:16:58.400]  我想很少聽過
[00:16:58.400 --> 00:16:59.400]  突然之間這樣說
[00:16:59.400 --> 00:17:01.400]  哇!我好睏啊!好沒精神啊!
[00:17:01.400 --> 00:17:03.400]  等等我先祈禱
[00:17:03.400 --> 00:17:05.400]  我們很少這樣
[00:17:05.400 --> 00:17:06.400]  是不是?
[00:17:06.400 --> 00:17:07.400]  為什麼?
[00:17:07.400 --> 00:17:08.400]  因為我們試過
[00:17:08.400 --> 00:17:10.400]  是喔!喝Red Bull提神一點
[00:17:10.400 --> 00:17:12.400]  真的有效
[00:17:12.400 --> 00:17:13.400]  是不是?
[00:17:13.400 --> 00:17:15.400]  喝咖啡提神一點
[00:17:15.400 --> 00:17:16.400]  有效
[00:17:16.400 --> 00:17:17.400]  是不是?
[00:17:17.400 --> 00:17:18.400]  經驗告訴我們
[00:17:18.400 --> 00:17:20.400]  我們就會再做
[00:17:20.400 --> 00:17:22.400]  是的!弟兄姊妹
[00:17:22.400 --> 00:17:24.400]  經驗很重要
[00:17:24.400 --> 00:17:28.400]  尼熙米的信心都是來自她的經驗
[00:17:28.400 --> 00:17:30.400]  剛才提過
[00:17:30.400 --> 00:17:32.400]  尼熙米是一個常常祈禱的人
[00:17:32.400 --> 00:17:33.400]  是不是?
[00:17:33.400 --> 00:17:34.400]  是的
[00:17:34.400 --> 00:17:36.400]  她為耶路撒冷的事很憂心
[00:17:36.400 --> 00:17:38.400]  她就去祈禱上帝
[00:17:38.400 --> 00:17:40.400]  上帝就感動她
[00:17:40.400 --> 00:17:41.400]  接著皇帝問她
[00:17:41.400 --> 00:17:42.400]  你為什麼這麼愁
[00:17:42.400 --> 00:17:43.400]  她又祈禱
[00:17:43.400 --> 00:17:46.400]  接著她經歷皇帝批准她
[00:17:46.400 --> 00:17:48.400]  拿駕回鄉下
[00:17:48.400 --> 00:17:50.400]  起城牆
[00:17:50.400 --> 00:17:52.400]  多瘋狂啊!是不是?
