
[00:00:00.000 --> 00:00:01.540]  今晚的講題是
[00:01:51.380 --> 00:01:54.420]  她就會將裡面很漂亮的布料
[00:01:54.420 --> 00:01:57.060]  一路撥一撥,剪剪剪剪
[00:01:57.060 --> 00:01:58.340]  她很懂得裁剪
[00:01:58.340 --> 00:02:02.460]  剪剪剪剪出來之後,就變成了一件布料
[00:02:02.460 --> 00:02:06.740]  然後就像人家砌馬賽克一樣,砌一件衣服出來
[00:02:06.740 --> 00:02:09.380]  當然先砌一幅布
[00:02:09.380 --> 00:02:13.240]  然後由那幅布剪裁一件衣服
[00:02:13.240 --> 00:02:14.460]  是不是很難想像?
[00:02:14.460 --> 00:02:17.260]  這件新衣好像很漂亮
[00:02:17.260 --> 00:02:19.180]  我媽媽有很多這種新衣
[00:02:19.180 --> 00:02:21.540]  因為她很喜歡製作新衣服
[00:02:21.540 --> 00:02:25.860]  她的新衣是她自己在服侍教會
[00:02:25.860 --> 00:02:28.260]  或者服侍老人中心的時候
[00:02:28.260 --> 00:02:31.460]  她會為大家做的
[00:02:31.460 --> 00:02:34.700]  例如中國舞的時候
[00:02:34.700 --> 00:02:40.900]  她會為團隊製作一條條的腰帶
[00:02:40.900 --> 00:02:42.340]  或者背心
[00:02:42.340 --> 00:02:47.060]  然後她會幫大家量身訂造腰帶和背心
[00:02:47.060 --> 00:02:50.900]  大家記得團隊裡面的人有高有矮有肥有瘦
[00:02:50.900 --> 00:02:54.740]  她全部量度完之後,就逐個幫她做
[00:02:54.740 --> 00:02:58.300]  買了很合適的材料,然後就會做
[00:02:58.300 --> 00:03:01.700]  然後穿上了這些同顏色的T恤
[00:03:01.700 --> 00:03:04.500]  然後加上腰帶和背心
[00:03:04.500 --> 00:03:05.900]  大家就想像到
[00:03:05.900 --> 00:03:09.340]  這個中國舞的團隊真的生息不少
[00:03:09.340 --> 00:03:10.660]  贏面很高
[00:03:10.660 --> 00:03:13.900]  所以他們也拿了不少杯子
[00:03:13.900 --> 00:03:15.100]  我媽媽就是這樣
[00:03:15.100 --> 00:03:18.740]  一件一件做出這些新的舞衣
[00:03:18.740 --> 00:03:20.260]  跳舞的衣服
[00:03:20.260 --> 00:03:22.660]  我媽媽又會按照我爸爸
[00:03:22.660 --> 00:03:24.900]  他日漸肥胖的身形
[00:03:24.900 --> 00:03:26.900]  來將他的外套
[00:03:26.900 --> 00:03:28.260]  大家都知道
[00:03:28.260 --> 00:03:32.020]  有時候外套有些外國人的大碼
[00:03:32.020 --> 00:03:33.900]  已經很大了
[00:03:33.900 --> 00:03:35.500]  但已經盡了
[00:03:35.500 --> 00:03:38.300]  我媽媽就會將我爸爸的外套
[00:03:38.300 --> 00:03:42.180]  再加一條類似的布料
[00:03:42.180 --> 00:03:45.780]  類似的布料,例如近色或者撞色
[00:03:45.780 --> 00:03:48.780]  但撞起來也很漂亮
[00:03:48.780 --> 00:03:51.060]  然後她就會在上面
[00:03:51.060 --> 00:03:53.700]  來將它一路搓搓搓
[00:03:53.700 --> 00:03:55.780]  來到好像繡花一樣
[00:03:55.780 --> 00:03:59.020]  做到一件由大碼變成加大碼
[00:03:59.020 --> 00:04:01.380]  變成加加大碼的衣服
[00:04:01.380 --> 00:04:02.900]  你想像到嗎?
[00:04:02.900 --> 00:04:05.980]  前面這裡左右加一條
[00:04:05.980 --> 00:04:07.620]  側邊又左右加一條
[00:04:07.620 --> 00:04:09.540]  後面又加一條
[00:04:09.540 --> 00:04:12.460]  然後再開兩個叉在外面
[00:04:12.460 --> 00:04:15.180]  嘩!我爸爸是穿這些衣服
[00:04:15.180 --> 00:04:19.300]  穿了很多年他都不讓我們丟掉
[00:04:19.300 --> 00:04:20.940]  這些新衣
[00:04:20.940 --> 00:04:23.340]  就是我媽媽為爸爸預備
[00:04:23.340 --> 00:04:27.260]  合身的新外套
[00:04:27.260 --> 00:04:28.940]  當我女兒出生了
[00:04:28.940 --> 00:04:30.660]  我有兩個女兒
[00:04:30.660 --> 00:04:33.580]  我媽媽就榮升了媽媽
[00:04:33.580 --> 00:04:35.420]  她也有了新的對象
[00:04:35.420 --> 00:04:38.180]  去幫他們做新衣服
[00:04:38.180 --> 00:04:40.740]  我的女兒就穿上了
[00:04:40.740 --> 00:04:43.740]  嘩!媽媽做的衣服
[00:04:43.740 --> 00:04:45.700]  媽媽就會為他們設計
[00:04:45.700 --> 00:04:47.260]  他們喜歡玩的衣服
[00:04:47.260 --> 00:04:49.620]  「哎呀!乖孫啊乖孫」
[00:04:49.620 --> 00:04:54.660]  「你想媽媽幫你做件什麼新衣服?」
[00:04:54.660 --> 00:04:57.020]  「媽媽,我是白兔仔」
[00:04:57.020 --> 00:05:00.340]  「我要穿白兔衣服」
[00:05:00.340 --> 00:05:04.220]  然後媽媽就幫他做一件白兔衣服
[00:05:04.220 --> 00:05:06.220]  嘩!是不是很有創意
[00:05:06.220 --> 00:05:07.780]  你看不看到這件白兔衣服
[00:05:07.780 --> 00:05:11.140]  整件都是我媽媽做的
[00:05:11.140 --> 00:05:12.580]  她做了白兔衣服
[00:05:12.580 --> 00:05:14.900]  還要幫他做耳朵
[00:05:14.900 --> 00:05:17.820]  還要加上白兔吃什麼呢?
[00:05:17.820 --> 00:05:19.460]  紅蘿蔔
[00:05:19.460 --> 00:05:21.100]  還要拿著籃子
[00:05:21.100 --> 00:05:24.220]  白兔很殷勤地有事做
[00:05:24.220 --> 00:05:25.660]  所以就很忙
[00:05:25.660 --> 00:05:27.700]  白兔仔是怎麼動的?
[00:05:27.700 --> 00:05:29.460]  跳著跳著的
[00:05:29.460 --> 00:05:30.980]  我女兒就會穿著媽媽做的
[00:05:30.980 --> 00:05:33.100]  給她這件新的白兔衣服
[00:05:33.100 --> 00:05:36.500]  在那裡跳著跳著
[00:05:36.500 --> 00:05:39.180]  不停地在屋內跳
[00:05:39.180 --> 00:05:41.140]  從床跳到地上之後
[00:05:41.140 --> 00:05:42.660]  不停地跟著屋內
[00:05:42.660 --> 00:05:43.660]  已經不算大了
[00:05:43.660 --> 00:05:45.900]  不停地跳來跳去
[00:05:45.900 --> 00:05:48.460]  嘩!無數次地跳
[00:05:48.460 --> 00:05:51.100]  比起她付錢參加體操班
[00:05:51.100 --> 00:05:55.660]  更加健身
[00:05:55.660 --> 00:05:56.780]  另外
[00:05:56.780 --> 00:05:59.820]  妹妹自覺自己是小公主
[00:05:59.820 --> 00:06:01.820]  因為她是小女兒
[00:06:01.820 --> 00:06:06.300]  她就會設計自己的漂亮衣服
[00:06:06.300 --> 00:06:08.100]  就是公主裙
[00:06:08.100 --> 00:06:09.700]  來給媽媽
[00:06:09.700 --> 00:06:14.660]  「媽媽,幫我做公主裙」
[00:06:14.660 --> 00:06:16.300]  漂亮嗎?
[00:06:16.300 --> 00:06:24.300]  你們猜猜媽媽有沒有幫她做
[00:06:24.300 --> 00:06:27.380]  當時公主說要穿公主裙
[00:06:27.380 --> 00:06:29.260]  這件新衣服
[00:06:29.260 --> 00:06:32.780]  當小白兔說要穿白兔衣服
[00:06:32.780 --> 00:06:37.980]  穿上了她們身份的衣裳時
[00:06:37.980 --> 00:06:40.260]  小公主就變回小公主
[00:06:40.260 --> 00:06:44.380]  小白兔就變成了跳著跳著的小白兔
[00:06:44.380 --> 00:06:46.980]  《哥羅西書》三章十二至十四節
[00:06:46.980 --> 00:06:48.340]  告訴我們
[00:06:48.340 --> 00:06:50.500]  信靠耶穌基督的人
[00:06:50.500 --> 00:06:53.420]  因著耶穌基督給了我們
[00:06:53.420 --> 00:06:56.420]  基督徒的新人身份
[00:06:56.420 --> 00:07:01.860]  我們就有屬靈的新衣要穿上
[00:07:01.860 --> 00:07:05.180]  屬靈的新衣有三種描繪
[00:07:05.180 --> 00:07:09.580]  就是五彩的新衣
[00:07:09.580 --> 00:07:13.020]  十架的新衣和八疊的新衣
[00:07:13.020 --> 00:07:15.820]  我們首先來看一看
[00:07:15.820 --> 00:07:18.740]  要穿上五彩新衣
[00:07:18.740 --> 00:07:24.700]  《哥羅西書》三章十二節
[00:07:24.700 --> 00:07:28.140]  請聽我讀
[00:07:28.140 --> 00:07:30.980]  「所以你們既是神的選民
[00:07:30.980 --> 00:07:32.940]  聖潔蒙愛的人
[00:07:32.940 --> 00:07:40.380]  要穿上憐憫恩慈謙虛溫柔忍耐」
[00:07:40.380 --> 00:07:42.180]  而聖經說
[00:07:42.180 --> 00:07:46.500]  「所以你們既是神的選民
[00:07:46.500 --> 00:07:50.300]  聖潔蒙愛的人」
[00:07:50.300 --> 00:07:53.420]  我們在《哥羅西書》三章十二至十四節
[00:07:53.420 --> 00:07:55.220]  這個段落的開始
[00:07:55.220 --> 00:07:56.980]  聖經說了
[00:07:56.980 --> 00:07:59.500]  肯定了昔日的哥羅西教會
[00:07:59.500 --> 00:08:02.220]  和我們今天信靠耶穌基督的人
[00:08:02.220 --> 00:08:04.620]  都同有神的選民
[00:08:04.620 --> 00:08:09.020]  聖潔蒙愛的屬靈身份
[00:08:09.020 --> 00:08:11.060]  所以我們要穿上
[00:08:11.060 --> 00:08:14.940]  和聖潔蒙愛的選民身份相稱的
[00:08:14.940 --> 00:08:16.820]  屬靈新衣
[00:08:16.820 --> 00:08:18.820]  我們就為要活出
[00:08:18.820 --> 00:08:20.340]  這個基督徒
[00:08:20.340 --> 00:08:23.460]  在基督耶穌女的新生命
[00:08:23.460 --> 00:08:25.060]  與新生活
[00:08:25.060 --> 00:08:30.060]  應有的一種生命力
[00:08:30.060 --> 00:08:34.100]  《哥羅西書》三章五至十節
[00:08:34.100 --> 00:08:35.580]  亦都告訴我們
[00:08:35.580 --> 00:08:39.660]  我們先要脫去屬靈的舊人
[00:08:39.660 --> 00:08:42.540]  又在三章十二至十四節告訴我們
[00:08:42.540 --> 00:08:46.300]  要再穿上屬靈的新衣
[00:08:46.300 --> 00:08:47.900]  先去脫去舊衣
[00:08:47.900 --> 00:08:51.060]  然後再穿上新衣
[00:08:51.060 --> 00:08:56.540]  而這個舊衣和新衣的脫去和穿上
[00:08:56.540 --> 00:08:59.020]  我們就看回我們的程序表
[00:08:59.020 --> 00:09:01.260]  大家會看到我有一段補充的經文
[00:09:01.260 --> 00:09:02.860]  在PowerPoint看不到的
[00:09:02.860 --> 00:09:04.220]  大家可以拿程序表
[00:09:04.220 --> 00:09:04.900]  如果有
[00:09:04.900 --> 00:09:05.460]  如果沒有
[00:09:05.460 --> 00:09:06.660]  你就可以下載
[00:09:06.660 --> 00:09:07.340]  如果不是
[00:09:07.340 --> 00:09:10.660]  你都可以聽我來說
[00:09:10.660 --> 00:09:12.060]  而程序表上
[00:09:12.060 --> 00:09:12.780]  大家有沒有看到
[00:09:12.780 --> 00:09:16.740]  《哥羅西書》三章五至十節
[00:09:16.740 --> 00:09:18.020]  大家有沒有看到
[00:09:18.020 --> 00:09:19.020]  看到吧
[00:09:19.020 --> 00:09:22.340]  這段經文我不會讀出來
[00:09:22.340 --> 00:09:24.700]  但這段經文告訴我們
[00:09:24.700 --> 00:09:26.980]  基督徒生命的更新
[00:09:26.980 --> 00:09:29.140]  是要先脫去舊
[00:09:29.140 --> 00:09:32.380]  然後再穿上新
[00:09:32.380 --> 00:09:35.420]  這是一個過程是持續的
[00:09:35.420 --> 00:09:40.060]  貫穿在基督徒一生的過程
[00:09:40.060 --> 00:09:41.180]  脫去舊
[00:09:41.180 --> 00:09:42.580]  就是告訴我們
[00:09:42.580 --> 00:09:43.740]  要致死
[00:09:43.740 --> 00:09:45.820]  脫去舊人
[00:09:45.820 --> 00:09:48.100]  和舊人的行為
[00:09:48.100 --> 00:09:50.500]  這個舊人他只是形容了
[00:09:50.500 --> 00:09:51.540]  少許的
[00:09:51.540 --> 00:09:54.340]  大約是十一個的形容詞
[00:09:54.340 --> 00:09:56.060]  這十一二個的形容詞
[00:09:56.060 --> 00:09:56.900]  包括了什麼
[00:09:56.900 --> 00:09:59.420]  大家在經文裏幫我找找
[00:09:59.420 --> 00:10:00.740]  憤怒
[00:10:00.740 --> 00:10:02.100]  怒恨
[00:10:02.100 --> 00:10:03.300]  雪荒
[00:10:03.300 --> 00:10:04.460]  惡毒
[00:10:04.460 --> 00:10:06.820]  心中污穢的言語
[00:10:06.820 --> 00:10:08.060]  毀謗
[00:10:08.060 --> 00:10:09.220]  污穢
[00:10:09.220 --> 00:10:10.260]  叛逆
[00:10:10.260 --> 00:10:11.380]  貪婪
[00:10:11.380 --> 00:10:12.260]  邪情
[00:10:12.260 --> 00:10:13.460]  惡辱
[00:10:13.500 --> 00:10:15.900]  和淫亂
[00:10:15.900 --> 00:10:17.020]  其實當我們看的時候
[00:10:17.020 --> 00:10:18.500]  我們發現
[00:10:18.500 --> 00:10:21.900]  原來他們之間有關係的
[00:10:21.900 --> 00:10:24.540]  當你有憤怒的時候
[00:10:24.540 --> 00:10:26.460]  接著你就會生出
[00:10:26.460 --> 00:10:27.740]  怒恨
[00:10:27.740 --> 00:10:29.580]  你就恨之入骨
[00:10:29.580 --> 00:10:30.780]  生氣
[00:10:30.780 --> 00:10:32.020]  生氣
[00:10:32.020 --> 00:10:33.380]  就越整越生氣
[00:10:33.380 --> 00:10:35.140]  接著就恨之入骨
[00:10:35.140 --> 00:10:37.060]  然後我要整他
[00:10:37.060 --> 00:10:39.500]  我就說謊整他
[00:10:39.500 --> 00:10:43.380]  接著越想謊話就越毒
[00:10:43.380 --> 00:10:44.940]  接著說毒的話
[00:10:44.940 --> 00:10:47.860]  就說到自己的嘴巴都髒了
[00:10:47.860 --> 00:10:52.020]  嘴巴充滿污穢的言語
[00:10:52.020 --> 00:10:54.940]  然後就作出假的東西
[00:10:54.940 --> 00:10:56.620]  來陷害他
[00:10:56.620 --> 00:10:59.140]  接著滿腦子再想的時候
[00:10:59.140 --> 00:11:00.820]  想到髒了
[00:11:00.820 --> 00:11:03.100]  天馬行空
[00:11:03.100 --> 00:11:05.980]  接著心裏的那種活逆性就出來了
[00:11:05.980 --> 00:11:08.060]  我為什麼一定要做好人
[00:11:08.060 --> 00:11:09.740]  為什麼我不可以做壞人
[00:11:09.740 --> 00:11:11.380]  為什麼我不可以這樣整他
[00:11:11.380 --> 00:11:13.540]  為什麼我不可以逆著性而行
[00:11:13.540 --> 00:11:15.260]  為什麼我不可以違背良心
[00:11:15.260 --> 00:11:17.340]  他都這樣對我
[00:11:17.340 --> 00:11:18.500]  接著就想
[00:11:18.500 --> 00:11:21.700]  他的東西都是從我那裡搶回來的
[00:11:21.700 --> 00:11:24.100]  我要搶回他有多貪心
[00:11:24.100 --> 00:11:27.020]  貪婪開始出來
[00:11:27.020 --> 00:11:30.420]  然後貪婪人的財物
[00:11:30.420 --> 00:11:32.820]  接著就貪婪人的美色
[00:11:32.820 --> 00:11:34.820]  貪婪人的身體
[00:11:34.820 --> 00:11:36.460]  就變成了邪情
[00:11:36.460 --> 00:11:37.460]  惡慾
[00:11:37.460 --> 00:11:39.460]  淫亂
[00:11:40.460 --> 00:11:46.020]  救人和救人的行為就是這樣
[00:11:46.020 --> 00:11:49.460]  聖經告訴我們要脫去
[00:11:49.460 --> 00:11:52.740]  要努力脫去
[00:11:52.740 --> 00:11:55.260]  但我也告訴大家
[00:11:55.260 --> 00:11:58.260]  我做了別人的父母很多年
[00:11:58.260 --> 00:12:02.700]  也和不同的父母分享過父母教子女的心得
[00:12:02.700 --> 00:12:06.220]  我又看到聖經裏面主都是這樣做
[00:12:06.220 --> 00:12:08.220]  是怎樣的
[00:12:08.220 --> 00:12:12.900]  往往指出有些事情你們要避開不要做
[00:12:12.900 --> 00:12:15.340]  那些事情你們做就會有禍
[00:12:15.340 --> 00:12:17.540]  接著下一步就說什麼
[00:12:17.540 --> 00:12:19.940]  如果你做這些就有福了
[00:12:19.940 --> 00:12:21.420]  是不是
[00:12:21.420 --> 00:12:24.220]  所以往往教子女都是這樣
[00:12:24.220 --> 00:12:26.300]  我剛剛收到一個信息
[00:12:26.300 --> 00:12:27.500]  我很失望
[00:12:27.500 --> 00:12:31.740]  我覺得我自己不懂得做爸爸
[00:12:31.740 --> 00:12:34.500]  其實往往做爸爸很簡單
[00:12:34.500 --> 00:12:37.220]  三部曲
[00:12:37.220 --> 00:12:39.220]  先提醒
[00:12:39.220 --> 00:12:40.700]  後警告
[00:12:40.700 --> 00:12:42.300]  然後才罰
[00:12:42.300 --> 00:12:44.500]  咦 這樣也要罰
[00:12:44.500 --> 00:12:46.500]  先提醒
[00:12:46.500 --> 00:12:48.500]  提醒他錯了什麼
[00:12:48.500 --> 00:12:50.980]  接著好像快要出界了
[00:12:50.980 --> 00:12:52.500]  然後警告
[00:12:52.500 --> 00:12:55.500]  好了 不要再來了 出界了
[00:12:55.500 --> 00:12:57.020]  他真的出界了
[00:12:57.020 --> 00:12:59.020]  不好意思 真的要罰了
[00:12:59.020 --> 00:13:03.220]  罰了他就知道錯了
[00:13:03.220 --> 00:13:06.100]  因為他知道錯了他繼續做
[00:13:06.100 --> 00:13:10.820]  警告都不聽就要罰了
[00:13:10.820 --> 00:13:12.420]  同樣道理
[00:13:12.420 --> 00:13:14.100]  舊人你不脫去
[00:13:14.100 --> 00:13:15.820]  你不除去
[00:13:15.820 --> 00:13:19.020]  你就繼續活在舊人舊人的行為裏面
[00:13:19.020 --> 00:13:21.620]  營活在最終
[00:13:21.620 --> 00:13:24.500]  作為一個基督徒就很痛苦
[00:13:24.500 --> 00:13:28.220]  但基督徒真正有的應該是一個豐盛的生命
[00:13:28.220 --> 00:13:31.300]  這個豐盛的生命的喜樂是永逸的
[00:13:31.300 --> 00:13:33.100]  這種永逸的喜樂是怎樣
[00:13:33.100 --> 00:13:36.100]  我們聚焦於這個新人的生命的樣式
[00:13:36.100 --> 00:13:39.500]  所以今天我們的訊息都是聚焦在正面
[00:13:39.500 --> 00:13:41.100]  那個新人的樣式
[00:13:41.100 --> 00:13:42.500]  正如可能哥羅西
[00:13:42.500 --> 00:13:44.700]  好像哥羅西書三章第十節
[00:13:44.700 --> 00:13:46.100]  那裏來講的
[00:13:46.100 --> 00:13:48.700]  大家可不可以幫我讀出來大大聲
[00:13:48.700 --> 00:13:49.300]  好嗎
[00:13:49.300 --> 00:13:51.300]  好 預備起
[00:13:51.300 --> 00:14:01.300]  沒錯了
[00:14:01.300 --> 00:14:03.300]  這裏說我們要穿上
[00:14:03.300 --> 00:14:06.100]  穿上這個新人
[00:14:06.100 --> 00:14:10.700]  照著做這個新人的那位主
[00:14:10.700 --> 00:14:13.100]  這位是主是哪位主
[00:14:13.100 --> 00:14:16.900]  是為他死而復活了的
[00:14:16.900 --> 00:14:19.500]  復活的主的形象
[00:14:19.500 --> 00:14:21.500]  即是說這位主
[00:14:21.500 --> 00:14:23.500]  他去道成肉身在地上
[00:14:23.500 --> 00:14:24.700]  他有一個形象
[00:14:24.700 --> 00:14:27.100]  跟著釘在十字架上
[00:14:27.100 --> 00:14:28.500]  他又為了我們
[00:14:28.500 --> 00:14:30.100]  以一個寫生的形象
[00:14:30.100 --> 00:14:32.100]  然後他復活之後
[00:14:32.100 --> 00:14:33.900]  這個生命的形象
[00:14:33.900 --> 00:14:36.700]  同樣都是同一位主
[00:14:36.700 --> 00:14:38.900]  所以這位主的形象
[00:14:38.900 --> 00:14:41.100]  在他的生命裏面
[00:14:41.100 --> 00:14:44.100]  叫他們對這位主的認識增加
[00:14:44.100 --> 00:14:47.500]  知識上不斷地更新
[00:14:47.500 --> 00:14:50.500]  所以這段經文有兩個重點
[00:14:50.500 --> 00:14:53.500]  就是照著做他主的形象
[00:14:53.500 --> 00:14:58.100]  並且在知識上不斷地更新
[00:14:58.100 --> 00:15:00.700]  而哥羅西書3章第10節
[00:15:00.700 --> 00:15:01.900]  告訴我們
[00:15:01.900 --> 00:15:04.100]  知識這個詞語在希臘文
[00:15:04.100 --> 00:15:08.300]  是指全面和明辨理解的意思
[00:15:08.300 --> 00:15:09.100]  即是說
[00:15:09.100 --> 00:15:13.900]  搞到他完全通頓和全面地通頓
[00:15:13.900 --> 00:15:16.100]  所以基督徒夢照
[00:15:16.100 --> 00:15:18.900]  是要對神的本性
[00:15:18.900 --> 00:15:20.900]  和神的旨意
[00:15:20.900 --> 00:15:23.500]  有一個全面和明白
[00:15:23.500 --> 00:15:26.100]  想得通頓的理解
[00:15:26.100 --> 00:15:28.300]  並且我們要在這件事上
[00:15:28.300 --> 00:15:32.300]  追求不斷地更新成長
[00:15:32.300 --> 00:15:33.700]  而不是停留在
[00:15:33.700 --> 00:15:34.900]  我知道了
[00:15:34.900 --> 00:15:37.100]  我上了新生命與新生活
[00:15:37.100 --> 00:15:39.700]  我上了價值觀
[00:15:39.700 --> 00:15:43.100]  而是要不斷地追求更新成長
[00:15:43.100 --> 00:15:45.500]  讓這一切真知識
[00:15:45.500 --> 00:15:46.700]  真認識
[00:15:46.700 --> 00:15:48.500]  在你裏面生根
[00:15:48.500 --> 00:15:50.500]  並且能夠活出來
[00:15:50.500 --> 00:15:54.700]  照著做他主的形象地活出來
[00:15:54.700 --> 00:15:56.300]  我很努力的
[00:15:56.300 --> 00:15:58.700]  我活不出來
[00:15:58.700 --> 00:15:59.900]  不要緊
[00:15:59.900 --> 00:16:04.100]  今天我們要靠著主給我們的大能大力
[00:16:04.100 --> 00:16:06.500]  去將他活出來
[00:16:06.500 --> 00:16:08.100]  這裏告訴我們
[00:16:08.100 --> 00:16:10.300]  第一件新衣
[00:16:10.300 --> 00:16:11.300]  這件屬靈的新衣
[00:16:11.300 --> 00:16:13.300]  第一件我們要穿上的
[00:16:13.300 --> 00:16:15.900]  帶給我們更大的喜樂、滿足
[00:16:15.900 --> 00:16:17.700]  和更榮耀神的
[00:16:17.700 --> 00:16:18.700]  就是什麼?
[00:16:18.700 --> 00:16:22.900]  就是憐憫、恩慈、謙虛、溫柔
[00:16:22.900 --> 00:16:24.900]  和忍耐
[00:16:24.900 --> 00:16:27.700]  我形容之為一個
[00:16:27.700 --> 00:16:30.900]  有五種色彩的一件新衣
[00:16:30.900 --> 00:16:34.300]  所以剛才我稱之為五彩新衣
[00:16:34.300 --> 00:16:38.100]  我們要穿上這個五彩的新衣
[00:16:38.100 --> 00:16:39.900]  而這個五彩的新衣
[00:16:39.900 --> 00:16:41.700]  我們就發現到
[00:16:41.700 --> 00:16:45.500]  或許我們在自己或者其他人的身上
[00:16:45.500 --> 00:16:47.300]  我們都會可看到
[00:16:47.300 --> 00:16:49.100]  最近我出隊了
[00:16:49.100 --> 00:16:51.700]  我讀三幅教師課程
[00:16:51.700 --> 00:16:53.300]  出隊了
[00:16:53.300 --> 00:16:56.100]  出隊的時候都遇到不同的對象
[00:16:56.100 --> 00:16:57.900]  其中有些對象
[00:16:57.900 --> 00:16:59.900]  我稍微對他有些認識
[00:16:59.900 --> 00:17:01.900]  那些是朋友
[00:17:01.900 --> 00:17:03.500]  在當中我發現
[00:17:03.500 --> 00:17:06.500]  嘩!這位朋友
[00:17:06.500 --> 00:17:10.100]  他真是很有憐憫
[00:17:10.100 --> 00:17:11.700]  別人派飯
[00:17:11.700 --> 00:17:15.100]  他就會去買飯盒來給別人派
[00:17:15.100 --> 00:17:17.100]  他很有恩慈
[00:17:17.100 --> 00:17:19.100]  他見到誰有需要幫忙
[00:17:19.100 --> 00:17:22.500]  他義不容辭 多忙都一定幫
[00:17:22.500 --> 00:17:23.500]  而且很謙虛
[00:17:23.500 --> 00:17:26.100]  他認識的是博學多才的人
[00:17:26.100 --> 00:17:28.100]  但常常都謙厚地
[00:17:28.100 --> 00:17:29.500]  仍然不認識
[00:17:29.500 --> 00:17:31.700]  真是來虛心學習
[00:17:31.700 --> 00:17:35.300]  嘩!為人非常溫柔
[00:17:35.300 --> 00:17:36.900]  並且被人氣
[00:17:36.900 --> 00:17:39.300]  見到身邊認識他的人
[00:17:39.300 --> 00:17:42.300]  或者一些親近他的人
[00:17:42.300 --> 00:17:43.700]  嘩!看著他怎麼氣他
[00:17:43.700 --> 00:17:47.700]  嘩!滿有那種氣量
[00:17:47.700 --> 00:17:52.700]  立刻裝載在心中
[00:17:52.700 --> 00:17:56.100]  但他滿口都是佛學
[00:17:56.100 --> 00:17:58.300]  他不是信耶穌
[00:17:58.300 --> 00:17:59.100]  那你說
[00:17:59.100 --> 00:18:01.300]  嘩!這些性情
[00:18:01.300 --> 00:18:02.900]  原來未信耶穌的人
[00:18:02.900 --> 00:18:04.700]  都會在他身上見到
[00:18:04.700 --> 00:18:08.700]  那我活出有什麼特別呢?
[00:18:08.700 --> 00:18:10.300]  是哦!
[00:18:10.300 --> 00:18:12.100]  但你要記得
[00:18:12.100 --> 00:18:14.100]  原來這些性情
[00:18:14.100 --> 00:18:17.100]  是要在基督耶穌的裡面
[00:18:17.100 --> 00:18:18.700]  在耶穌基督的身上
[00:18:18.700 --> 00:18:21.900]  才能夠完全演繹出來
[00:18:21.900 --> 00:18:23.500]  我們或許在其他人身上
[00:18:23.500 --> 00:18:25.500]  我們會見到
[00:18:25.500 --> 00:18:27.900]  這些片段或者這些點滴
[00:18:27.900 --> 00:18:31.100]  憐憫恩慈、謙虛、溫柔、忍耐
[00:18:31.100 --> 00:18:33.300]  但真正能夠完美地
[00:18:33.300 --> 00:18:37.300]  完全演繹這些生命五彩的特質
[00:18:37.300 --> 00:18:40.900]  只有在基督耶穌裡面
[00:18:40.900 --> 00:18:42.700]  道成肉身的耶穌
[00:18:42.700 --> 00:18:44.500]  他來到這個世界
[00:18:44.500 --> 00:18:46.900]  我們就發現到在四呼音裡面
[00:18:46.900 --> 00:18:50.500]  來到清創勾畫出耶穌的憐憫
