
[00:00:00.000 --> 00:00:04.800]  我今天的講題叫做「不一樣的王」
[00:03:41.300 --> 00:03:44.700]  那和他同町的人也譏奉他
[00:03:44.700 --> 00:03:47.700]  到了正午,全地都黑暗了
[00:03:47.700 --> 00:03:50.100]  直到下午三點鐘
[00:03:50.100 --> 00:03:52.100]  下午三點鐘的時候
[00:03:52.100 --> 00:03:54.100]  耶穌大聲呼喊
[00:03:54.100 --> 00:03:58.300]  以羅伊,拉瑪撒巴各大尼
[00:03:58.300 --> 00:04:00.500]  翻出來就是我的神
[00:04:00.500 --> 00:04:03.500]  我的神,為什麼離棄我?
[00:04:03.500 --> 00:04:04.900]  旁邊站著的人
[00:04:04.900 --> 00:04:06.900]  有的聽見就說
[00:04:06.900 --> 00:04:09.500]  看啊,他叫以利亞呢
[00:04:09.500 --> 00:04:11.100]  有一個人跑去
[00:04:11.100 --> 00:04:13.500]  把海綿沾滿了醋
[00:04:13.500 --> 00:04:15.700]  綑在蘆葦桿上
[00:04:15.700 --> 00:04:17.100]  送給他人
[00:04:17.100 --> 00:04:18.900]  說,且等著
[00:04:18.900 --> 00:04:20.900]  看以利亞會不會來
[00:04:20.900 --> 00:04:22.900]  把他人放下來
[00:04:22.900 --> 00:04:24.700]  耶穌大聲一下
[00:04:24.700 --> 00:04:26.100]  氣就斷了
[00:04:26.100 --> 00:04:28.300]  電的萬紙從上到下
[00:04:28.300 --> 00:04:30.100]  列為兩半
[00:04:30.100 --> 00:04:31.900]  對面站著的白夫長
[00:04:31.900 --> 00:04:34.100]  看見耶穌這樣斷氣
[00:04:34.100 --> 00:04:35.100]  就說
[00:04:35.100 --> 00:04:37.700]  這人真是神的兒子
[00:04:37.700 --> 00:04:40.700]  還有些婦女怨怨地觀看
[00:04:40.700 --> 00:04:43.300]  其中有莫大拉的瑪利亞
[00:04:43.300 --> 00:04:47.100]  又有小亞各和約西的母親瑪利亞
[00:04:47.100 --> 00:04:49.100]  並有撒羅米
[00:04:49.100 --> 00:04:51.700]  就是耶穌在加利利的時候
[00:04:51.700 --> 00:04:54.700]  跟隨他,服侍他的那些人
[00:04:54.700 --> 00:04:58.900]  還有和耶路撒冷的一些婦女
[00:04:58.900 --> 00:05:00.900]  和我們一起低頭禱告
[00:05:00.900 --> 00:05:04.100]  天父想讓我們去祈禱祢
[00:05:04.100 --> 00:05:06.300]  天父啊,我們有時都不明白
[00:05:06.300 --> 00:05:08.700]  為什麼耶穌會經歷一段
[00:05:08.700 --> 00:05:13.900]  這麼難過、侮辱、羞辱的情景
[00:05:13.900 --> 00:05:16.300]  但我知道,祢要透過耶穌的生命
[00:05:16.300 --> 00:05:19.500]  去提醒我們應該怎樣做一個基督徒
[00:05:19.500 --> 00:05:21.500]  天父我求祢幫助我們
[00:05:21.500 --> 00:05:23.700]  聖靈啊,願祢都在我們生命裡工作
[00:05:23.700 --> 00:05:25.900]  願今日的經文都成為我們的提醒
[00:05:25.900 --> 00:05:27.500]  成為我們的教導
[00:05:27.500 --> 00:05:28.700]  我們這樣祈禱
[00:05:28.700 --> 00:05:30.700]  奉耶穌基督的名祈求
[00:05:30.700 --> 00:05:31.700]  阿們
[00:05:31.700 --> 00:05:36.500]  記得上次Edith說到
[00:05:36.500 --> 00:05:39.700]  耶穌被捉拿,殺斃只有三次
[00:05:39.700 --> 00:05:40.500]  不認祂
[00:05:40.500 --> 00:05:43.500]  耶穌被捉在大祭司的庭院裡
[00:05:43.500 --> 00:05:45.900]  來到今日,今日的經文
[00:05:45.900 --> 00:05:48.500]  耶穌在大祭司的庭院裡
[00:05:48.500 --> 00:05:52.300]  被一群的祭司長、宗教領袖審問完之後
[00:05:52.300 --> 00:05:55.300]  一清早,大概早上五、六點
[00:05:55.300 --> 00:05:58.900]  就被抓去總督府比拉多那裡
[00:05:58.900 --> 00:06:03.300]  比拉多是當時負責猶太地區的一個巡撫
[00:06:03.300 --> 00:06:07.300]  簡單來說,他是羅馬的官員
[00:06:07.300 --> 00:06:09.900]  而這群宗教領袖抓耶穌去
[00:06:09.900 --> 00:06:13.500]  就要告耶穌一個叛亂的罪
[00:06:13.500 --> 00:06:15.300]  其實也挺有趣的
[00:06:15.300 --> 00:06:18.100]  如果有機會,你回看第十四章
[00:06:18.100 --> 00:06:21.900]  當時的宗教領袖判耶穌一個什麼罪呢?
[00:06:21.900 --> 00:06:24.100]  是說他褻瀆神
[00:06:24.100 --> 00:06:25.900]  他說了一些褻瀆的話
[00:06:25.900 --> 00:06:27.100]  褻瀆是什麼意思呢?
[00:06:27.100 --> 00:06:29.300]  就是說,說了一些侮辱神的話
[00:06:29.300 --> 00:06:31.900]  例如,說上帝不是神
[00:06:31.900 --> 00:06:36.100]  又或者,明明自己不是神,又說自己是神
[00:06:36.100 --> 00:06:40.100]  但是,當這群宗教領袖帶耶穌
[00:06:40.100 --> 00:06:42.900]  去到比拉多這個羅馬官的面前
[00:06:42.900 --> 00:06:45.300]  他就轉了口風
[00:06:45.300 --> 00:06:50.100]  說耶穌是煽惑百姓
[00:06:50.100 --> 00:06:53.700]  煽惑的意思就是叛亂的意思
[00:06:53.700 --> 00:06:55.500]  就是說,耶穌自稱是王
[00:06:55.500 --> 00:06:59.100]  想煽動人去背叛羅馬王
[00:06:59.100 --> 00:07:00.700]  為什麼這麼有趣呢?
[00:07:00.700 --> 00:07:04.100]  為什麼會改變了罪證呢?
[00:07:04.100 --> 00:07:08.500]  其實,這群猶太的宗教領袖
[00:07:08.500 --> 00:07:11.900]  他們不一定要把耶穌交給比拉多
[00:07:11.900 --> 00:07:16.300]  也可以定罪和行刑的
[00:07:16.300 --> 00:07:18.700]  如果你有印象,當時的時代行傳
[00:07:18.700 --> 00:07:21.100]  有沒有記憶,史提反呢?
[00:07:21.100 --> 00:07:24.300]  他也是被猶太人用石頭打死的
[00:07:24.300 --> 00:07:28.100]  所以當時猶太人的公會是有權去定罪
[00:07:28.100 --> 00:07:31.100]  和去處罰人的
[00:07:31.100 --> 00:07:33.700]  為什麼這群宗教領袖不自己去審判
[00:07:33.700 --> 00:07:35.100]  甚至去行刑呢?
[00:07:35.100 --> 00:07:38.100]  因為這群宗教領袖很擔心
[00:07:38.100 --> 00:07:40.300]  百姓反對這件事情
[00:07:40.300 --> 00:07:42.900]  因為當時有很多人跟隨耶穌
[00:07:42.900 --> 00:07:44.700]  有很多人擁戴耶穌
[00:07:44.700 --> 00:07:48.500]  他們很怕百姓會對這群宗教領袖不滿
[00:07:48.500 --> 00:07:52.700]  所以改為控告耶穌背叛羅馬政府
[00:07:52.700 --> 00:07:55.300]  以至他交給比拉多
[00:07:55.300 --> 00:07:59.100]  希望比拉多去處罰耶穌
[00:07:59.100 --> 00:08:03.100]  對比拉多來說,這件事也很奇怪
[00:08:03.100 --> 00:08:05.700]  因為如果耶穌真的叛亂
[00:08:05.700 --> 00:08:07.500]  為什麼呢?
[00:08:07.500 --> 00:08:11.900]  耶穌是代表猶太人去推翻羅馬政府
[00:08:11.900 --> 00:08:16.100]  其實猶太人來說,耶穌是一個英雄
[00:08:16.100 --> 00:08:18.900]  猶太人被羅馬人統治了這麼久
[00:08:18.900 --> 00:08:20.900]  終於等到有人為他出頭
[00:08:20.900 --> 00:08:22.500]  終於等到尼塞亞
[00:08:22.500 --> 00:08:24.100]  應該是很高興
[00:08:24.100 --> 00:08:28.300]  為什麼會拘捕這個看似英雄的人
[00:08:28.300 --> 00:08:32.700]  來對羅馬的官員定罪呢?
[00:08:32.700 --> 00:08:35.500]  所以是不可能的事
[00:08:35.500 --> 00:08:40.500]  聰明的比拉多看穿了猶太人宗教領袖的把戲
[00:08:40.500 --> 00:08:42.500]  正如聖經所說
[00:08:42.500 --> 00:08:44.900]  是因為嫉妒耶穌的緣故
[00:08:44.900 --> 00:08:47.100]  要將他致死
[00:08:47.100 --> 00:08:51.700]  而比拉多也為了討好這群宗教領袖
[00:08:51.700 --> 00:08:56.100]  就按照他們的要求,將耶穌處死
[00:08:56.100 --> 00:09:00.100]  其實由審問到行刑的整個過程
[00:09:00.100 --> 00:09:05.100]  都是在不公平和不公正的情況下進行的
[00:09:05.100 --> 00:09:12.300]  前一晚,耶穌被大祭司等一群人私刑侍候
[00:09:12.300 --> 00:09:17.300]  到第二天晨早就帶了去比拉多審問
[00:09:17.300 --> 00:09:21.900]  接著早上九時就釘十架
[00:09:21.900 --> 00:09:25.500]  由正式的審問大約早上五、六時
[00:09:25.500 --> 00:09:29.100]  到判刑、行刑,前後都是幾個小時
[00:09:29.100 --> 00:09:32.500]  實在是太草率的事
[00:09:32.500 --> 00:09:35.500]  整件事就是因為耶穌
[00:09:35.500 --> 00:09:38.500]  被這群宗教領袖的人嫉妒
[00:09:38.500 --> 00:09:40.100]  所以被捉拿
[00:09:40.100 --> 00:09:42.900]  也因為要討好人
[00:09:42.900 --> 00:09:45.500]  而被比拉多定罪
[00:09:45.500 --> 00:09:48.500]  而耶穌的罪狀更奇怪
[00:09:48.500 --> 00:09:51.500]  他的罪狀是猶太人的禍
[00:09:51.500 --> 00:09:54.100]  其實整件事是很瘋狂的
[00:09:54.100 --> 00:09:58.100]  就好像我們看電影或電視的冤案、冤劇
[00:09:58.100 --> 00:10:00.300]  有很多不合理的地方
[00:10:00.300 --> 00:10:03.300]  整件事很瘋狂
[00:10:03.300 --> 00:10:04.900]  不過又很奇怪
[00:10:04.900 --> 00:10:08.300]  耶穌明明就是猶太人的禍
[00:10:08.300 --> 00:10:10.700]  為什麼他不反駁呢?
[00:10:10.700 --> 00:10:13.300]  甚至為什麼他不運用他的影響力
[00:10:13.300 --> 00:10:15.900]  甚至他行神跡的能力
[00:10:15.900 --> 00:10:19.100]  去展示這個王的風範呢?
[00:10:19.100 --> 00:10:21.100]  為什麼他不這樣做呢?
[00:10:21.100 --> 00:10:23.900]  我想一般人都會這樣想
[00:10:23.900 --> 00:10:25.900]  王應該是這樣的
[00:10:25.900 --> 00:10:28.300]  作為一個王應該有能力
[00:10:28.300 --> 00:10:31.100]  用行動去展示他是一個王
[00:10:31.100 --> 00:10:34.500]  很多時候要成為王就透過打仗
[00:10:34.500 --> 00:10:38.100]  用打仗、用能力甚至用武力
[00:10:38.100 --> 00:10:41.500]  打一場聖仗,爭取一個王位回來
[00:10:41.500 --> 00:10:43.900]  其實耶穌也可以
[00:10:43.900 --> 00:10:45.300]  可以跟那些宗教領袖
[00:10:45.300 --> 00:10:48.300]  甚至羅馬兵拼過
[00:10:48.300 --> 00:10:50.900]  用權力、用能力、用武力
[00:10:50.900 --> 00:10:54.100]  令人馴服在他的威嚴下
[00:10:54.100 --> 00:10:56.100]  都可以的
[00:10:56.100 --> 00:10:57.300]  利用他的權力
[00:10:57.300 --> 00:10:59.900]  令萬人景仰他、尊崇自己
[00:10:59.900 --> 00:11:02.900]  都可以的
[00:11:02.900 --> 00:11:06.900]  但是耶穌卻不是這樣
[00:11:06.900 --> 00:11:09.500]  他沒有使用過往的權力
[00:11:09.500 --> 00:11:12.100]  沒有受過往的待遇
[00:11:12.100 --> 00:11:14.300]  沒有人承認他是王
[00:11:14.300 --> 00:11:17.300]  他也得不到人民的尊重
[00:11:17.300 --> 00:11:18.500]  猶太人的王
[00:11:18.500 --> 00:11:20.300]  這個不是尊稱
[00:11:20.300 --> 00:11:22.700]  而是一個罪名
[00:11:22.700 --> 00:11:23.900]  猶太人的王
[00:11:23.900 --> 00:11:27.100]  應該是可以從十字架上跳下來
[00:11:27.100 --> 00:11:30.900]  但他卻是被釘上十字架
[00:11:30.900 --> 00:11:32.500]  耶穌這位猶太人的王
[00:11:32.500 --> 00:11:35.300]  展示王的風範很不一樣
[00:11:35.300 --> 00:11:36.700]  他不是用自己的能力
[00:11:36.700 --> 00:11:39.500]  甚至努力去成為王
[00:11:39.500 --> 00:11:41.900]  耶穌明明可以為自己辯護
[00:11:41.900 --> 00:11:42.900]  去伸冤
[00:11:42.900 --> 00:11:44.500]  但他沒有爭取
[00:11:44.500 --> 00:11:48.500]  也沒有反駁那些不實的指控
[00:11:48.500 --> 00:11:50.700]  但是神奇的事就是
[00:11:50.700 --> 00:11:55.300]  當耶穌捨棄王應有的權利
[00:11:55.300 --> 00:11:57.300]  他在最後的時候
[00:11:57.300 --> 00:11:58.700]  去到最後的時候
[00:11:58.700 --> 00:12:02.300]  人認出他就是神的兒子
[00:12:02.300 --> 00:12:06.700]  人就認出他是王
[00:12:06.700 --> 00:12:08.500]  屬實的觀念
[00:12:08.500 --> 00:12:09.700]  可能真的覺得
[00:12:09.700 --> 00:12:11.900]  王應該就是這樣
[00:12:11.900 --> 00:12:13.700]  王要憑一己之力
[00:12:13.700 --> 00:12:15.100]  展示王的風範
[00:12:15.100 --> 00:12:17.300]  大權在握
[00:12:17.300 --> 00:12:20.500]  但屬靈的法則很不一樣
[00:12:20.500 --> 00:12:21.900]  成為王
[00:12:21.900 --> 00:12:23.700]  要捨棄王的權利
[00:12:23.700 --> 00:12:26.700]  身份才能夠得著
[00:12:26.700 --> 00:12:27.900]  耶穌在地上
[00:12:27.900 --> 00:12:31.700]  展現一個屬天的王的生命
[00:12:31.700 --> 00:12:33.700]  人認出他是王
[00:12:33.700 --> 00:12:35.900]  人擁戴他是王
[00:12:35.900 --> 00:12:37.700]  人尊稱他是王
[00:12:37.700 --> 00:12:41.100]  是因為耶穌捨棄了他擁有的東西
[00:12:41.100 --> 00:12:45.100]  包括權力、能力和尊榮
[00:12:45.100 --> 00:12:49.100]  要捨棄才能夠得著
[00:12:49.100 --> 00:12:52.300]  當耶穌不再捉緊自己應該有的東西
[00:12:52.300 --> 00:12:54.700]  或者要去擁有一些東西的時候
[00:12:54.700 --> 00:12:56.300]  當他願意捨棄
[00:12:56.300 --> 00:12:58.500]  將他的生命交給天父
[00:12:58.500 --> 00:13:01.500]  人就認出他是王
[00:13:01.500 --> 00:13:03.500]  弟子們
[00:13:03.500 --> 00:13:06.500]  我們作為基督的跟隨者
[00:13:06.500 --> 00:13:08.500]  我們作為基督徒
[00:13:08.500 --> 00:13:10.100]  會不會有一些東西
[00:13:10.100 --> 00:13:13.500]  我們都很想得到、很想要
[00:13:13.500 --> 00:13:18.500]  或者會不會在我們跟隨基督的路上
[00:13:18.500 --> 00:13:20.500]  要人認得出我們
[00:13:20.500 --> 00:13:23.500]  要能夠展現到一個屬神的生命
[00:13:23.500 --> 00:13:24.500]  屬天的生命
[00:13:24.500 --> 00:13:27.500]  會不會我們都要學習耶穌
[00:13:27.500 --> 00:13:30.500]  要為主有所捨棄呢?
[00:13:30.500 --> 00:13:32.500]  領子妹
[00:13:32.500 --> 00:13:34.500]  你的生命裏面
[00:13:34.500 --> 00:13:36.500]  不知道有些什麼你覺得很重要
[00:13:36.500 --> 00:13:39.500]  甚至你覺得很應該要
[00:13:39.500 --> 00:13:41.500]  那樣東西你很想要
[00:13:41.500 --> 00:13:42.500]  那些東西
[00:13:42.500 --> 00:13:45.500]  有些東西你會不會都捉得很緊呢?
[00:13:45.500 --> 00:13:48.500]  這些你捉得很緊的東西
[00:13:48.500 --> 00:13:49.500]  你很想要的東西
[00:13:49.500 --> 00:13:51.500]  你覺得很應該要的東西
[00:13:51.500 --> 00:13:54.500]  有沒有都影響到你的屬靈的生命
[00:13:54.500 --> 00:13:59.500]  不能夠讓人從你的身上見到耶穌
[00:13:59.500 --> 00:14:05.500]  令到別人都不能夠認出我們是一個屬神的人呢?
[00:14:05.500 --> 00:14:07.500]  作為基督徒
[00:14:07.500 --> 00:14:10.500]  會不會有時候我們都有很多期望
[00:14:10.500 --> 00:14:14.500]  有很多應該在我們的生命裏面呢?
[00:14:14.500 --> 00:14:16.500]  可能我們都會想
[00:14:16.500 --> 00:14:21.500]  信耶穌不是應該一帆風順的嗎?
[00:14:21.500 --> 00:14:22.500]  我這麼努力
[00:14:22.500 --> 00:14:23.500]  上教會
[00:14:23.500 --> 00:14:25.500]  讀聖經
[00:14:25.500 --> 00:14:27.500]  謹守聖經這麼多原則
[00:14:27.500 --> 00:14:31.500]  天父不是應該要祝福我的嗎?
[00:14:31.500 --> 00:14:34.500]  走次王不是應該要受人尊重
[00:14:34.500 --> 00:14:38.500]  有權有制的嗎?
[00:14:38.500 --> 00:14:40.500]  甚至有時候我們都傾向
[00:14:40.500 --> 00:14:41.500]  用自己很多的努力
[00:14:41.500 --> 00:14:42.500]  才幹
[00:14:42.500 --> 00:14:44.500]  去得到認同
[00:14:44.500 --> 00:14:46.500]  肯定
[00:14:46.500 --> 00:14:49.500]  可能這些都是屬世的思想
[00:14:49.500 --> 00:14:51.500]  叫我們要很努力去爭取
[00:14:51.500 --> 00:14:53.500]  去捉緊很多東西
[00:14:53.500 --> 00:14:56.500]  要掌握在自己的手裏面
[00:14:56.500 --> 00:14:58.500]  但是屬靈的法則很不一樣
[00:14:58.500 --> 00:15:00.500]  要放手
[00:15:00.500 --> 00:15:01.500]  捨棄
[00:15:01.500 --> 00:15:04.500]  才能夠得著
[00:15:04.500 --> 00:15:05.500]  但是
[00:15:05.500 --> 00:15:06.500]  要做到放手
[00:15:06.500 --> 00:15:08.500]  又談何容易呢?
[00:15:08.500 --> 00:15:10.500]  因為那些東西我們都很喜歡要
[00:15:10.500 --> 00:15:12.500]  可能都很想要的東西
[00:15:12.500 --> 00:15:14.500]  耶穌同樣
[00:15:14.500 --> 00:15:16.500]  在完成的過程
[00:15:16.500 --> 00:15:19.500]  其實要祂面對十字架
[00:15:19.500 --> 00:15:21.500]  都很困難
[00:15:21.500 --> 00:15:24.500]  這個挑戰都很大
[00:15:24.500 --> 00:15:26.500]  所以耶穌在被捉拿之前
[00:15:26.500 --> 00:15:29.500]  在赫西瑪利亂有一個禱告
[00:15:29.500 --> 00:15:31.500]  祂說求天父
[00:15:31.500 --> 00:15:33.500]  拿走這個腐胚
[00:15:33.500 --> 00:15:35.500]  因為真的很難
[00:15:35.500 --> 00:15:38.500]  耶穌說了一句很重要的話
[00:15:38.500 --> 00:15:40.500]  祂很想拿走這個腐胚
[00:15:40.500 --> 00:15:42.500]  祂求天父很想拿走這個腐胚
[00:15:42.500 --> 00:15:43.500]  不想
[00:15:43.500 --> 00:15:45.500]  但是祂說了一句很重要的話
[00:15:45.500 --> 00:15:46.500]  祂說
[00:15:46.500 --> 00:15:48.500]  不要照我所願
[00:15:48.500 --> 00:15:50.500]  是照你所願
[00:15:50.500 --> 00:15:53.500]  新漢語譯盤有這樣的翻譯
[00:15:53.500 --> 00:15:55.500]  不要照我的意思
[00:15:55.500 --> 00:15:57.500]  照你的旨意
[00:15:57.500 --> 00:15:58.500]  英文說
[00:15:58.500 --> 00:16:00.500]  Not what I will
[00:16:00.500 --> 00:16:02.500]  But what you will
[00:16:02.500 --> 00:16:04.500]  是的
[00:16:04.500 --> 00:16:06.500]  祂不是要捉住
[00:16:06.500 --> 00:16:08.500]  要走的東西
[00:16:08.500 --> 00:16:10.500]  我心所要的東西
[00:16:10.500 --> 00:16:12.500]  而是祂放手給天父
[00:16:12.500 --> 00:16:14.500]  因為祂很清楚
[00:16:14.500 --> 00:16:16.500]  上帝的旨意
[00:16:16.500 --> 00:16:18.500]  這個是上帝的旨意
[00:16:18.500 --> 00:16:20.500]  祂就願意馴服在神的面前
[00:16:20.500 --> 00:16:23.500]  將主權交回給上帝
[00:16:23.500 --> 00:16:25.500]  相信上帝的旨意
[00:16:25.500 --> 00:16:27.500]  祂有最好的安排
[00:16:27.500 --> 00:16:30.500]  當耶穌馴服在天父的旨意裡面
[00:16:30.500 --> 00:16:34.500]  最後耶穌能夠同享天父的榮耀
[00:16:34.500 --> 00:16:36.500]  弟子們
[00:16:36.500 --> 00:16:39.500]  會不會有時候我們都不是看得很清楚
[00:16:39.500 --> 00:16:41.500]  天父的旨意
[00:16:41.500 --> 00:16:45.500]  以致我們都捉緊地上的事情呢
[00:16:45.500 --> 00:16:47.500]  你願不願意
[00:16:47.500 --> 00:16:49.500]  回到神的面前
[00:16:49.500 --> 00:16:51.500]  在各樣的事上求問
[00:16:51.500 --> 00:16:53.500]  天父的心意
[00:16:53.500 --> 00:16:55.500]  天父的旨意
[00:16:55.500 --> 00:16:57.500]  並且願意將主權放手
[00:16:57.500 --> 00:17:01.500]  交給天父去帶領你呢
[00:17:01.500 --> 00:17:03.500]  要做到放手
[00:17:03.500 --> 00:17:05.500]  要有馴服的心
[00:17:05.500 --> 00:17:07.500]  因為我們知道
[00:17:07.500 --> 00:17:08.500]  我的放手
[00:17:08.500 --> 00:17:09.500]  我的不爭取
[00:17:09.500 --> 00:17:10.500]  我的不說是
[00:17:10.500 --> 00:17:12.500]  是相信天父的旨意
[00:17:12.500 --> 00:17:14.500]  祂有最美好的安排
[00:17:14.500 --> 00:17:18.500]  我願意馴服在天父的安排裡面
[00:17:18.500 --> 00:17:22.500]  在這裡很想分享一位姊妹的生命見證
[00:17:22.500 --> 00:17:25.500]  剛剛的星期一晚
[00:17:25.500 --> 00:17:28.500]  我去了一位姊妹的安息禮裡面
[00:17:28.500 --> 00:17:31.500]  那位姊妹是青少部的一位導師
[00:17:31.500 --> 00:17:33.500]  小玲導師
[00:17:33.500 --> 00:17:37.500]  小玲導師在青少部都做了八年有多
[00:17:37.500 --> 00:17:39.500]  做了導師
[00:17:39.500 --> 00:17:41.500]  在她做導師的期間
[00:17:41.500 --> 00:17:44.500]  近幾年就患上了癌症
[00:17:44.500 --> 00:17:48.500]  是一個蠻複雜和難醫的癌症
[00:17:48.500 --> 00:17:50.500]  但在治療期間
[00:17:50.500 --> 00:17:52.500]  她完成了療程
[00:17:52.500 --> 00:17:53.500]  有些精神
[00:17:53.500 --> 00:17:55.500]  她又回到我們當中
[00:17:55.500 --> 00:17:56.500]  堅持帶組
[00:17:56.500 --> 00:18:00.500]  堅持去陪伴一群年輕人成長
[00:18:00.500 --> 00:18:03.500]  甚至和我們一群同工
[00:18:03.500 --> 00:18:07.500]  進入學校裡面去做科技工作
[00:18:07.500 --> 00:18:10.500]  原來小玲導師很會照顧女兒
[00:18:10.500 --> 00:18:12.500]  她是你家裡的長女
[00:18:12.500 --> 00:18:15.500]  她很愛小妹妹
[00:18:15.500 --> 00:18:17.500]  照顧小妹妹很周到
[00:18:17.500 --> 00:18:19.500]  當她在外國讀完書回來
[00:18:19.500 --> 00:18:21.500]  她就幫她爸爸打理生意
[00:18:21.500 --> 00:18:24.500]  其實她是一個很厲害的女強人
[00:18:24.500 --> 00:18:28.500]  甚至我會形容她是一名才女
[00:18:28.500 --> 00:18:31.500]  她很有能力
[00:18:31.500 --> 00:18:33.500]  不單是工作的能力
[00:18:33.500 --> 00:18:36.500]  經濟狀況也非常好
[00:18:36.500 --> 00:18:38.500]  也有很好的前途
[00:18:38.500 --> 00:18:41.500]  她大可可以好好享受人生
[00:18:41.500 --> 00:18:44.500]  甚至可以繼續追求更多的金錢
[00:18:44.500 --> 00:18:46.500]  更多的利益
[00:18:46.500 --> 00:18:48.500]  但她相信了之後
[00:18:48.500 --> 00:18:50.500]  她有一個服侍上帝的心
[00:18:50.500 --> 00:18:54.500]  她追求的不是名利、錢財或享受
