
[00:00:00.000 --> 00:00:03.200]  大家今年是2025年
[00:09:26.600 --> 00:09:32.800]  他說:我約了主耶穌,不行了,拒絕他們
[00:09:32.800 --> 00:09:35.800]  也有弟兄姊妹說,下班後
[00:09:35.800 --> 00:09:39.200]  晚上九時才回到團契
[00:09:39.200 --> 00:09:43.800]  但我也回來的,因為回來令我重新得力
[00:09:43.800 --> 00:09:45.200]  你們有沒有這些經驗?
[00:09:45.200 --> 00:09:49.200]  回來團契裏面,大家彼此代討、分享
[00:09:49.200 --> 00:09:51.800]  有,很好,是真的重新得力
[00:09:51.800 --> 00:09:56.000]  很盼望團契成為大家重新得力的地方
[00:09:56.000 --> 00:10:00.400]  而不是耗費精力,回來後比離開更累
[00:10:00.400 --> 00:10:02.800]  離開時更加累
[00:10:02.800 --> 00:10:06.400]  亦鼓勵大家
[00:10:06.400 --> 00:10:10.000]  我想祖堂的弟兄姊妹,大家都相信了很久
[00:10:10.000 --> 00:10:12.600]  在學習神的話語和團契裏面
[00:10:12.600 --> 00:10:14.600]  都是做得非常好
[00:10:14.600 --> 00:10:17.000]  可能已經經常上主教學
[00:10:17.000 --> 00:10:21.600]  甚至完成了一些神學院的課程
[00:10:21.600 --> 00:10:23.600]  團契又是領袖
[00:10:23.600 --> 00:10:27.800]  這幾年我在新人組裏面也鼓勵弟兄姊妹
[00:10:27.800 --> 00:10:31.000]  不如你帶身邊的親友回來
[00:10:31.000 --> 00:10:33.000]  如果他們未相信,也可以
[00:10:33.000 --> 00:10:34.800]  他們相信了,如果沒有團契生活
[00:10:34.800 --> 00:10:36.600]  回來也可以的
[00:10:36.600 --> 00:10:39.200]  但他們遇到一些相信了的朋友
[00:10:39.200 --> 00:10:41.200]  會跟他們說
[00:10:41.200 --> 00:10:44.800]  我不回教會了,我自己看聖經就可以了
[00:10:44.800 --> 00:10:46.600]  都是中文而已
[00:10:46.600 --> 00:10:49.400]  大家覺得可不可以?
[00:10:49.400 --> 00:10:51.600]  不是很可以
[00:10:51.600 --> 00:10:55.000]  有些信了的朋友又說
[00:10:55.000 --> 00:10:56.600]  我相信就可以了
[00:10:56.600 --> 00:11:00.800]  我不需要教會的生活
[00:11:00.800 --> 00:11:04.400]  我看到的時候,他們真的需要教會的生活
[00:11:04.400 --> 00:11:07.600]  鼓勵大家,其實你身邊有沒有
[00:11:07.600 --> 00:11:10.000]  這些信了的朋友
[00:11:10.000 --> 00:11:12.800]  又沒有團契,沒有教會
[00:11:12.800 --> 00:11:15.800]  都鼓勵你,可以陪伴他們
[00:11:15.800 --> 00:11:17.600]  帶他們回來教會團契
[00:11:17.600 --> 00:11:21.600]  幫助他們建立信仰,可以生活化
[00:11:21.600 --> 00:11:27.000]  如果在座有朋友回來崇拜
[00:11:27.000 --> 00:11:30.400]  覺得恩福可以成為屬靈的家
[00:11:30.400 --> 00:11:33.200]  不妨找團契的生活
[00:11:33.200 --> 00:11:35.000]  讓你可以參與團契裏面
[00:11:35.000 --> 00:11:37.200]  當中有很好的肢體生活
[00:11:37.200 --> 00:11:40.800]  讓你可以繼續成長
[00:11:40.800 --> 00:11:42.600]  然後在43節裏面
[00:11:42.600 --> 00:11:46.600]  經文會提到眾人傳敬畏的心
[00:11:46.600 --> 00:11:49.400]  他們敬畏心的對象是甚麼呢?
[00:11:49.400 --> 00:11:51.200]  是否使徒呢?
[00:11:51.200 --> 00:11:53.400]  因為使徒行神蹟
[00:11:53.400 --> 00:11:57.200]  是否一些神蹟呢?
[00:11:57.200 --> 00:11:58.800]  但其實原來是神
[00:11:58.800 --> 00:12:02.400]  原來在後半節,43節後半節
[00:12:02.400 --> 00:12:05.000]  原文直譯是這樣的
[00:12:05.000 --> 00:12:09.400]  是透過使徒很多神蹟奇事發生
[00:12:09.400 --> 00:12:12.000]  所以如果是這樣直譯的話
[00:12:12.000 --> 00:12:15.600]  更加清楚使徒只是神的器皿
[00:12:15.600 --> 00:12:16.600]  不是主角
[00:12:16.600 --> 00:12:19.000]  神蹟奇事也不是主角
[00:12:19.000 --> 00:12:22.400]  神蹟奇事是彰顯神的同在
[00:12:22.400 --> 00:12:24.600]  所以眾人敬畏的是
[00:12:24.600 --> 00:12:27.400]  彰顯神蹟的神
[00:12:27.400 --> 00:12:29.800]  敬畏神真的很重要
[00:12:29.800 --> 00:12:32.600]  除了我們要愛神,還要敬畏神
[00:12:32.600 --> 00:12:34.800]  曾經有個反面例子
[00:12:34.800 --> 00:12:36.800]  有個美國的報道家
[00:12:36.800 --> 00:12:37.800]  他是很成功的
[00:12:37.800 --> 00:12:40.800]  他叫詹姆貝克 Jim Becker
[00:12:40.800 --> 00:12:42.600]  他在70、80年代
[00:12:42.600 --> 00:12:48.000]  在關於基督教的電視節目中
[00:12:48.000 --> 00:12:49.800]  是很成功的人
[00:12:49.800 --> 00:12:53.800]  但他後來跌倒犯了奸淫
[00:12:53.800 --> 00:12:58.400]  他也做了很多不好的事
[00:12:58.400 --> 00:13:00.200]  所以他入獄、離婚
[00:13:00.200 --> 00:13:02.600]  最後身無分文
[00:13:02.600 --> 00:13:06.400]  他入獄期間有位牧師去探望他
[00:13:06.400 --> 00:13:09.200]  他問詹姆
[00:13:09.200 --> 00:13:15.200]  「詹姆,你何時開始停止愛耶穌?」
[00:13:15.200 --> 00:13:18.200]  他的答案令我很詫異
[00:13:18.200 --> 00:13:21.200]  他說「詹姆轉過頭來」
[00:13:21.200 --> 00:13:23.200]  「其實我從未停止愛耶穌」
[00:13:23.200 --> 00:13:25.200]  「我一直都愛耶穌」
[00:13:25.200 --> 00:13:27.600]  「那你為甚麼會跌倒?」
[00:13:27.600 --> 00:13:33.200]  他說「因為我失去了對主的敬畏」
[00:13:33.200 --> 00:13:35.000]  原來在個人生活中
[00:13:35.000 --> 00:13:36.800]  特別是獨處的時間
[00:13:36.800 --> 00:13:40.200]  其實沒有人知道我們在做甚麼
[00:13:40.200 --> 00:13:41.800]  唯有主知道
[00:13:41.800 --> 00:13:45.000]  所以敬畏神讓我們在個人生活中
[00:13:45.000 --> 00:13:48.000]  可以遠離惡事
[00:13:48.000 --> 00:13:50.200]  從這兩節經文中看到
[00:13:50.200 --> 00:13:51.800]  門徒的生活方式
[00:13:51.800 --> 00:13:55.800]  是專注行設在神的話語中和團契
[00:13:55.800 --> 00:14:01.200]  敬畏神令我們個人生活以神為首
[00:14:01.200 --> 00:14:03.400]  除了個人生活之外
[00:14:03.400 --> 00:14:07.400]  信徒之間的相處是怎樣的呢?
[00:14:07.400 --> 00:14:10.400]  我們讀44-45節
[00:14:10.400 --> 00:14:16.400]  「信的人都聚在一處,凡物共用」
[00:14:16.400 --> 00:14:19.000]  「又賣了田產和家業」
[00:14:19.000 --> 00:14:23.400]  「照每一個人所需要的,分給他們」
[00:14:23.400 --> 00:14:24.800]  經文看到原來
[00:14:24.800 --> 00:14:27.400]  門徒的群體生活特徵是
[00:14:27.400 --> 00:14:29.000]  無分彼此
[00:14:29.000 --> 00:14:32.000]  他們聚在一處,凡物共用
[00:14:32.000 --> 00:14:34.000]  又用自己的豐富
[00:14:34.000 --> 00:14:36.600]  去補足別人的不足
[00:14:36.600 --> 00:14:39.600]  這篇經文描述了他們之間的關係
[00:14:39.600 --> 00:14:42.600]  亦展示了我們基督徒生活中
[00:14:42.600 --> 00:14:46.200]  核心價值是彼此相愛
[00:14:46.200 --> 00:14:50.000]  和共同去承擔的
[00:14:50.000 --> 00:14:53.200]  這份無分彼此的分享
[00:14:53.200 --> 00:14:56.200]  是彼此相愛的實踐
[00:14:56.200 --> 00:15:01.600]  我家中一家都經歷過彼此相愛和凡物共用
[00:15:01.600 --> 00:15:03.600]  讀神學的時候
[00:15:03.600 --> 00:15:05.600]  一家搬到長洲
[00:15:05.600 --> 00:15:08.600]  畢業時從長洲搬到市區
[00:15:08.600 --> 00:15:10.600]  為了輕省一些
[00:15:10.600 --> 00:15:13.600]  很多大型的電器、傢俬
[00:15:13.600 --> 00:15:20.600]  例如電視、洗衣機、雪櫃、衣櫃、床
[00:15:20.600 --> 00:15:25.600]  其實都送給仍然在長洲住的神學生
[00:15:25.600 --> 00:15:29.600]  但想不到神的恩典真的很豐富
[00:15:29.600 --> 00:15:32.000]  回來的時候大型子妹都很有愛心
[00:15:32.000 --> 00:15:33.600]  知道我們有缺乏
[00:15:33.600 --> 00:15:36.400]  就送一些電器和傢俬給我們
[00:15:36.400 --> 00:15:38.600]  減輕我們的負擔
[00:15:38.600 --> 00:15:41.600]  其實很感謝大型子妹的付出
[00:15:41.600 --> 00:15:45.200]  但他們說這些都是全部神的恩典
[00:15:45.200 --> 00:15:47.200]  可以這樣凡物共用
[00:15:47.200 --> 00:15:48.600]  感謝神
[00:15:48.600 --> 00:15:51.600]  叫我們不用太過介意
[00:15:51.600 --> 00:15:55.600]  亦都全感謝心向神感謝
[00:15:55.600 --> 00:15:58.800]  即是感受到那份無分彼此
[00:15:58.800 --> 00:16:01.600]  那份凡物共用的愛心
[00:16:01.600 --> 00:16:05.800]  而當中經文提到當時的信徒
[00:16:05.800 --> 00:16:07.600]  變賣家財
[00:16:07.600 --> 00:16:09.600]  大家害不害怕
[00:16:09.600 --> 00:16:12.200]  變賣家財
[00:16:12.200 --> 00:16:16.400]  但他們因為當時普遍認為主很快再來
[00:16:16.400 --> 00:16:18.600]  那些家財都沒有用
[00:16:18.600 --> 00:16:20.000]  等主再來
[00:16:20.000 --> 00:16:21.000]  神國建立
[00:16:21.000 --> 00:16:24.000]  所以他們當時的處境
[00:16:24.000 --> 00:16:28.800]  他們就會這樣變賣家財
[00:16:28.800 --> 00:16:31.000]  我們不是要學他們這樣變賣家財
[00:16:31.000 --> 00:16:32.600]  而是當中的原則是
[00:16:32.600 --> 00:16:34.000]  用自己有餘的
[00:16:34.000 --> 00:16:36.800]  去補足幫助別人的需要
[00:16:36.800 --> 00:16:38.600]  而在香港
[00:16:38.600 --> 00:16:42.000]  我們物質相對都是比較豐富
[00:16:42.000 --> 00:16:46.000]  物質的分享未必是最需要
[00:16:46.000 --> 00:16:48.400]  反而時間
[00:16:48.400 --> 00:16:50.200]  愛心的付出
[00:16:50.200 --> 00:16:52.600]  是很重要
[00:16:52.600 --> 00:16:55.000]  陪伴弟兄姊妹艱難的時間
[00:16:55.000 --> 00:16:57.000]  例如做手術
[00:16:57.000 --> 00:16:58.600]  失業
[00:16:58.600 --> 00:16:59.800]  長期病患
[00:16:59.800 --> 00:17:01.400]  或者親人離世
[00:17:01.400 --> 00:17:04.600]  都需要身邊的弟兄姊妹支持和陪伴
[00:17:04.600 --> 00:17:10.600]  在門徒的群體生活
[00:17:10.600 --> 00:17:12.200]  除了物質的分享
[00:17:12.200 --> 00:17:14.200]  更加是心靈上的分享
[00:17:14.200 --> 00:17:16.200]  生命故事的分享
[00:17:16.200 --> 00:17:19.800]  還有開放家中跟大家分享
[00:17:21.000 --> 00:17:22.800]  在生命故事的分享中
[00:17:22.800 --> 00:17:25.800]  有位弟兄姊妹也公開分享到
[00:17:25.800 --> 00:17:27.400]  她初信的時候
[00:17:27.400 --> 00:17:30.400]  她很認定一定要回團契
[00:17:30.400 --> 00:17:33.600]  她回團契是很首要的
[00:17:33.600 --> 00:17:37.600]  當時她覺得自己是一個不錯的基督徒
[00:17:37.600 --> 00:17:39.800]  但是她回來之後發覺
[00:17:39.800 --> 00:17:42.800]  為什麼有些組員
[00:17:42.800 --> 00:17:44.800]  偶爾又不回來
[00:17:44.800 --> 00:17:47.800]  她就會問組長或組員
[00:17:47.800 --> 00:17:50.800]  哪個姐妹又不回來
[00:17:50.800 --> 00:17:53.800]  哪個弟兄又不回來
[00:17:53.800 --> 00:17:58.800]  她覺得自己是在關心弟兄姊妹
[00:17:58.800 --> 00:18:02.800]  她有一次跟一位屬靈的長輩分享
[00:18:02.800 --> 00:18:04.800]  長輩問她
[00:18:04.800 --> 00:18:05.800]  你這樣問
[00:18:05.800 --> 00:18:08.800]  你真的在關心弟兄姊妹嗎?
[00:18:08.800 --> 00:18:11.800]  她回家反思
[00:18:11.800 --> 00:18:12.800]  她發覺
[00:18:12.800 --> 00:18:17.800]  對呀 為什麼我不直接問那些沒有回來的弟兄姊妹
[00:18:17.800 --> 00:18:19.800]  關心她而是到處問呢?
[00:18:19.800 --> 00:18:23.800]  她發覺自己其實是那份驕傲
[00:18:23.800 --> 00:18:25.800]  她覺得自己回得好 回得穩定
[00:18:25.800 --> 00:18:27.800]  而其他人回得不好
[00:18:27.800 --> 00:18:29.800]  所以她很感恩
[00:18:29.800 --> 00:18:32.800]  長輩可以這樣很無私地提醒她
[00:18:32.800 --> 00:18:34.800]  我聽到的時候
[00:18:34.800 --> 00:18:35.800]  我也很感恩
[00:18:35.800 --> 00:18:38.800]  她可以這麼無私地分享自己
[00:18:38.800 --> 00:18:41.800]  一些軟弱 一些不好的地方
[00:18:41.800 --> 00:18:44.800]  我想在這個無分彼此的基礎之下
[00:18:44.800 --> 00:18:46.800]  我們真的可以很坦誠
[00:18:46.800 --> 00:18:50.800]  很願意付出為弟兄姊妹的好處
[00:18:50.800 --> 00:18:53.800]  而44節裡面
[00:18:53.800 --> 00:18:57.800]  經文提到門徒聚在一處
[00:18:57.800 --> 00:18:59.800]  聚在一處在聖經裡面
[00:18:59.800 --> 00:19:02.800]  也是一個很特別的短句
[00:19:02.800 --> 00:19:05.800]  指他們是實體 聚在一起
[00:19:05.800 --> 00:19:07.800]  所以是聚在一處
[00:19:07.800 --> 00:19:10.800]  也在表達信徒的合一
[00:19:10.800 --> 00:19:12.800]  這個合一是因為他們共同信仰
[00:19:12.800 --> 00:19:16.800]  這個短句會在下面經文再出現
[00:19:16.800 --> 00:19:18.800]  所以很值得留意
[00:19:18.800 --> 00:19:21.800]  而合一在教會裡面
[00:19:21.800 --> 00:19:27.800]  也是非常幫助教會健康地成長
[00:19:27.800 --> 00:19:30.800]  而我們無分彼此的生活
[00:19:30.800 --> 00:19:34.800]  先決的條件就是我們是合一的群體
[00:19:34.800 --> 00:19:37.800]  所以我們求同存異
[00:19:37.800 --> 00:19:39.800]  我們包容彼此的不同
[00:19:39.800 --> 00:19:41.800]  其實我們每個人都是不同
[00:19:41.800 --> 00:19:43.800]  都是很獨特 都是神創造
[00:19:43.800 --> 00:19:45.800]  但是很擁抱我們共同的信仰
[00:19:45.800 --> 00:19:47.800]  我們共同的使命
[00:19:47.800 --> 00:19:49.800]  而我們共同的目標
[00:19:49.800 --> 00:19:52.800]  是讓每位弟兄姊妹
[00:19:52.800 --> 00:19:55.800]  在當中我們有成長
[00:19:55.800 --> 00:19:57.800]  我們更加像基督
[00:19:57.800 --> 00:19:59.800]  無論是傳福音
[00:19:59.800 --> 00:20:00.800]  我們社會關懷
[00:20:00.800 --> 00:20:02.800]  或者教會裡面的事供
[00:20:02.800 --> 00:20:05.800]  每個人我們都是在同一個方向努力
[00:20:05.800 --> 00:20:07.800]  弟兄姊妹很合一地
[00:20:07.800 --> 00:20:09.800]  自然就會增強
[00:20:09.800 --> 00:20:11.800]  但我們也要留意
[00:20:11.800 --> 00:20:15.800]  我們如何克服一些分歧的時候
[00:20:15.800 --> 00:20:17.800]  其實分歧可不可以避免
[00:20:17.800 --> 00:20:19.800]  是 無法避免
