
[00:00:00.000 --> 00:00:02.000]  (主席) 各位早安
[00:03:02.000 --> 00:03:05.000]  我們會有Omicron再捲土重來
[00:03:05.000 --> 00:03:07.000]  神在安靜中討告的時候
[00:03:07.000 --> 00:03:09.000]  給我提候一張六至七節
[00:03:09.000 --> 00:03:11.000]  如火挑旺起來
[00:03:11.000 --> 00:03:13.000]  剛好這一隻經文
[00:03:13.000 --> 00:03:14.000]  其實都是我剛剛進入了
[00:03:14.000 --> 00:03:16.000]  六創團體的團訓
[00:03:16.000 --> 00:03:18.000]  所以今天的訊息
[00:03:18.000 --> 00:03:20.000]  也算是我和六創團友
[00:03:20.000 --> 00:03:22.000]  拜年的訊息
[00:03:22.000 --> 00:03:25.000]  究竟保羅給提摩塔這一份
[00:03:25.000 --> 00:03:28.000]  是不是一份愈強愈強的鬥志呢?
[00:03:28.000 --> 00:03:30.000]  保羅和仕途們在當代異端橫流
[00:03:30.000 --> 00:03:31.000]  真理被扭曲
[00:03:31.000 --> 00:03:33.000]  保羅大仕途都作為要殉道
[00:03:33.000 --> 00:03:35.000]  信眾又大受逼迫的年代
[00:03:35.000 --> 00:03:38.000]  讓我們從保羅對年少體弱多病
[00:03:38.000 --> 00:03:40.000]  膽子未及仕途們的成熟
[00:03:40.000 --> 00:03:42.000]  和堅毅的提摩塔
[00:03:42.000 --> 00:03:43.000]  作出的勸勉
[00:03:43.000 --> 00:03:45.000]  怎樣激發他的心
[00:03:45.000 --> 00:03:47.000]  為的要他能夠承擔到
[00:03:47.000 --> 00:03:49.000]  在提後一章八至十四節
[00:03:49.000 --> 00:03:51.000]  保羅更加挑戰提摩塔
[00:03:51.000 --> 00:03:53.000]  要繼續的剛強壯膽
[00:03:53.000 --> 00:03:56.000]  和勇敢地為福音站立守護
[00:03:56.000 --> 00:03:59.000]  或許這一份奮勇的提醒和堅固
[00:03:59.000 --> 00:04:01.000]  正正在我們教會信眾
[00:04:01.000 --> 00:04:03.000]  迎向變幻莫測來臨的處境
[00:04:03.000 --> 00:04:05.000]  所需要的內在素質
[00:04:05.000 --> 00:04:08.000]  和整裝待發之前的預備
[00:04:08.000 --> 00:04:10.000]  讓我們一起了解保羅的心腸
[00:04:13.000 --> 00:04:15.000]  一起讀一章六節
[00:04:15.000 --> 00:04:16.000]  神的恩賜
[00:04:16.000 --> 00:04:18.000]  為此我提醒你
[00:04:18.000 --> 00:04:21.000]  使你將神藉我按手
[00:04:21.000 --> 00:04:24.000]  給你的恩賜如火挑旺起來
[00:04:24.000 --> 00:04:27.000]  再一次保羅在處議提醒提摩塔
[00:04:27.000 --> 00:04:28.000]  及至到我們每一個人
[00:04:28.000 --> 00:04:29.000]  原來我們每一個人
[00:04:29.000 --> 00:04:31.000]  神已經賜下了恩賜給我們
[00:04:31.000 --> 00:04:35.000]  一份能力和才幹的服侍人和教會
[00:04:35.000 --> 00:04:37.000]  只要能夠與如火挑旺起來
[00:04:37.000 --> 00:04:40.000]  如文這個字「如火挑旺起來」
[00:04:40.000 --> 00:04:41.000]  被「Stir up」
[00:04:41.000 --> 00:04:43.000]  就像大家有否試過
[00:04:43.000 --> 00:04:44.000]  不是吃火鍋
[00:04:44.000 --> 00:04:46.000]  是燒烤
[00:04:46.000 --> 00:04:49.000]  你的炭已經燒到變成白色
[00:04:49.000 --> 00:04:50.000]  差不多沒有了炭
[00:04:50.000 --> 00:04:51.000]  你加炭下去的時候
[00:04:51.000 --> 00:04:52.000]  你發覺起不了火的時候
[00:04:52.000 --> 00:04:54.000]  通常人們會怎樣做呢
[00:04:54.000 --> 00:04:56.000]  現在厲害的就拿一個風筒
[00:04:56.000 --> 00:04:57.000]  吹吹吹吹
[00:04:57.000 --> 00:04:58.000]  潑潑潑潑
[00:04:58.000 --> 00:04:59.000]  就是如火挑旺起來
[00:04:59.000 --> 00:05:00.000]  攪動一下
[00:05:00.000 --> 00:05:01.000]  結果你發覺
[00:05:01.000 --> 00:05:04.000]  在白色殘的炭裏面
[00:05:04.000 --> 00:05:06.000]  突然會湧現一些火出來
[00:05:06.000 --> 00:05:09.000]  燒著、燒熱一些新加的炭
[00:05:09.000 --> 00:05:11.000]  就是我們所需要的
[00:05:11.000 --> 00:05:12.000]  這份因此而成的心
[00:05:12.000 --> 00:05:13.000]  活潑的心
[00:05:13.000 --> 00:05:16.000]  能夠被神重新啟動起來
[00:05:16.000 --> 00:05:17.000]  弟兄姊妹
[00:05:17.000 --> 00:05:19.000]  這兩年的疫情歷練
[00:05:19.000 --> 00:05:20.000]  你和我有沒有發現
[00:05:20.000 --> 00:05:21.000]  我們屬靈生命裏面
[00:05:21.000 --> 00:05:23.000]  有些素質已經跌了鍋
[00:05:23.000 --> 00:05:25.000]  有退步的跡象
[00:05:25.000 --> 00:05:26.000]  消失了
[00:05:26.000 --> 00:05:28.000]  甚至走到負面
[00:05:28.000 --> 00:05:30.000]  有沒有呢
[00:05:30.000 --> 00:05:32.000]  有可能是我們的愛心
[00:05:32.000 --> 00:05:33.000]  有可能是我們的信心
[00:05:33.000 --> 00:05:34.000]  盼望
[00:05:34.000 --> 00:05:35.000]  我們的耐力
[00:05:35.000 --> 00:05:38.000]  我們照顧自己和照顧別人的能力
[00:05:38.000 --> 00:05:39.000]  都減退了
[00:05:39.000 --> 00:05:41.000]  其實是很真實的
[00:05:41.000 --> 00:05:42.000]  無力感和無助感
[00:05:42.000 --> 00:05:44.000]  天天地襲擊我們的心
[00:05:44.000 --> 00:05:46.000]  願意我們不要太過受驚
[00:05:46.000 --> 00:05:47.000]  灰心
[00:05:47.000 --> 00:05:48.000]  其實要驚
[00:05:48.000 --> 00:05:50.000]  要灰心都驚了兩年
[00:05:50.000 --> 00:05:51.000]  接下來這個重創
[00:05:51.000 --> 00:05:54.000]  我們真的求神復興我們
[00:05:54.000 --> 00:05:55.000]  一絲絲的火種
[00:05:55.000 --> 00:05:56.000]  好像炭火一樣
[00:05:56.000 --> 00:05:57.000]  仍然可以復原的
[00:05:57.000 --> 00:06:01.000]  神說是可以再挑旺起來的
[00:06:01.000 --> 00:06:03.000]  為什麼呢
[00:06:03.000 --> 00:06:07.000]  原因是因為神賜了給你和我的心
[00:06:07.000 --> 00:06:09.000]  絕對不是膽怯的心
[00:06:09.000 --> 00:06:12.000]  那是一個剛強人愛緊守的心
[00:06:12.000 --> 00:06:15.000]  讀一章七節而備起
[00:06:15.000 --> 00:06:18.000]  因為神賜給我們不是膽怯的心
[00:06:18.000 --> 00:06:21.000]  乃是剛強人愛緊守的心
[00:06:21.000 --> 00:06:22.000]  雖然新約的時代
[00:06:22.000 --> 00:06:25.000]  本來面對的不是我們今天疫情的長久戰
[00:06:25.000 --> 00:06:27.000]  但讓我們可以宏觀地思量
[00:06:27.000 --> 00:06:28.000]  新約的仕途
[00:06:28.000 --> 00:06:31.000]  如何在危難逼百中鍛鍊出
[00:06:31.000 --> 00:06:34.000]  上帝已經賜給他們和我們
[00:06:34.000 --> 00:06:37.000]  所需要的那份剛強人愛緊守的心
[00:06:37.000 --> 00:06:39.000]  好使我們能夠有方向
[00:06:39.000 --> 00:06:40.000]  有盼望
[00:06:40.000 --> 00:06:41.000]  有力量
[00:06:41.000 --> 00:06:43.000]  能夠在這個亂世當中
[00:06:43.000 --> 00:06:45.000]  活出仕途們一樣的勇氣
[00:06:45.000 --> 00:06:47.000]  和見證呼應的能力
[00:06:47.000 --> 00:06:48.000]  好不好
[00:06:48.000 --> 00:06:50.000]  今天我的講座裡
[00:06:50.000 --> 00:06:52.000]  我發覺我寫了很多個好不好
[00:06:52.000 --> 00:06:53.000]  平時很多回眾在的時候
[00:06:53.000 --> 00:06:55.000]  他們會回答好的
[00:06:55.000 --> 00:06:57.000]  我希望你們在家裡看的時候
[00:06:57.000 --> 00:06:59.000]  你們如果聽到好不好
[00:06:59.000 --> 00:07:01.000]  你們心裡真的願意的時候
[00:07:01.000 --> 00:07:02.000]  你們都舉手
[00:07:02.000 --> 00:07:04.000]  好
[00:07:04.000 --> 00:07:06.000]  你我知道這個世代的人
[00:07:06.000 --> 00:07:07.000]  其實正在靜觀教會
[00:07:07.000 --> 00:07:08.000]  基督信仰的人
[00:07:08.000 --> 00:07:10.000]  在同樣的困難裡
[00:07:10.000 --> 00:07:14.000]  如何活出我們所說的大能福音的見證
[00:07:14.000 --> 00:07:16.000]  不論是流感的基督群體
[00:07:16.000 --> 00:07:19.000]  或者是移居海外的基督信眾
[00:07:19.000 --> 00:07:21.000]  我們真的好像一台戲
[00:07:21.000 --> 00:07:23.000]  活給世人和天使觀看
[00:07:23.000 --> 00:07:24.000]  要為榮神益人
[00:07:24.000 --> 00:07:26.000]  而帶領更多微信主的人
[00:07:26.000 --> 00:07:28.000]  歸入基督的名下
[00:07:28.000 --> 00:07:29.000]  歸入基督的方舟
[00:07:29.000 --> 00:07:31.000]  拯救方舟裡
[00:07:31.000 --> 00:07:33.000]  好不好
[00:07:33.000 --> 00:07:35.000]  好
[00:07:35.000 --> 00:07:41.000]  今天經文的訊息
[00:07:41.000 --> 00:07:43.000]  集中看這個對比
[00:07:43.000 --> 00:07:44.000]  很不一樣的對比
[00:07:44.000 --> 00:07:47.000]  保羅明說膽怯的心不是從神來的
[00:07:47.000 --> 00:07:49.000]  神並沒有賜給我們膽怯的心
[00:07:49.000 --> 00:07:51.000]  我們就會問膽怯的心從哪裡來
[00:07:51.000 --> 00:07:55.000]  膽怯的心其實只不過是我們人性本質的軟弱的真相
[00:07:55.000 --> 00:07:57.000]  其實魔鬼遇到神的時候
[00:07:57.000 --> 00:07:59.000]  真實的反應都是這樣的
[00:07:59.000 --> 00:08:00.000]  是膽怯的
[00:08:00.000 --> 00:08:01.000]  《書2:19》說
[00:08:01.000 --> 00:08:02.000]  你們說信神
[00:08:02.000 --> 00:08:03.000]  魔鬼也相信
[00:08:03.000 --> 00:08:06.000]  不過他的反應是膽怯
[00:08:06.000 --> 00:08:08.000]  他的反應是怕神
[00:08:08.000 --> 00:08:10.000]  真實向神的信心
[00:08:10.000 --> 00:08:12.000]  應該是能夠使我們堅固
[00:08:12.000 --> 00:08:14.000]  恢復過來
[00:08:14.000 --> 00:08:16.000]  剛強化我們原本軟弱的心
[00:08:16.000 --> 00:08:17.000]  而且更能夠推動我們
[00:08:17.000 --> 00:08:19.000]  去依靠神而得力
[00:08:19.000 --> 00:08:21.000]  就不像我們的始祖
[00:08:21.000 --> 00:08:22.000]  犯罪之後膽怯
[00:08:22.000 --> 00:08:23.000]  他就逃避神了
[00:08:23.000 --> 00:08:26.000]  逃避了信心和能力之源
[00:08:26.000 --> 00:08:28.000]  相反保羅在這裡肯定我們
[00:08:28.000 --> 00:08:31.000]  神賜給我們不一樣的剛強
[00:08:31.000 --> 00:08:32.000]  仁愛謹守的心
[00:08:32.000 --> 00:08:35.000]  在艱難歷練裡更見如此
[00:08:35.000 --> 00:08:38.000]  今天我要引用三個人物
[00:08:38.000 --> 00:08:41.000]  和大家看看這三種特性的心底
[00:08:41.000 --> 00:08:42.000]  它的特質是怎樣
[00:08:42.000 --> 00:08:44.000]  關乎聖經人物素質的技術
[00:08:44.000 --> 00:08:47.000]  讓我們了解神怎樣能夠幫我們
[00:08:47.000 --> 00:08:49.000]  轉離開膽怯的心
[00:08:49.000 --> 00:08:51.000]  而能夠發揮他已經賜給我們
[00:08:51.000 --> 00:08:53.000]  內在我們心裡的剛強
[00:08:53.000 --> 00:08:55.000]  仁愛謹守的心
[00:08:55.000 --> 00:08:57.000]  去迎接艱難的日子和磨練
[00:08:57.000 --> 00:09:00.000]  以致我們的生命更加練成
[00:09:00.000 --> 00:09:03.000]  至精金般力久不衰
[00:09:03.000 --> 00:09:06.000]  第一個例子是彼得
[00:09:06.000 --> 00:09:09.000]  我們在彼得身上認識那份
[00:09:09.000 --> 00:09:13.000]  不是從神而來膽怯的心來源和特徵
[00:09:13.000 --> 00:09:15.000]  我們一起讀馬太福音十四章
[00:09:15.000 --> 00:09:16.000]  二十九至三十一節
[00:09:16.000 --> 00:09:17.000]  預備起
[00:09:17.000 --> 00:09:19.000]  耶穌說:你來吧
[00:09:19.000 --> 00:09:21.000]  彼得就從船上下去
[00:09:21.000 --> 00:09:23.000]  在水面上走
[00:09:23.000 --> 00:09:25.000]  要到彼得那裡去
[00:09:25.000 --> 00:09:27.000]  只因見風甚大
[00:09:27.000 --> 00:09:29.000]  就害怕將要沉下去
[00:09:29.000 --> 00:09:32.000]  便喊著說:主啊救我
[00:09:32.000 --> 00:09:35.000]  耶穌趕緊伸手拉住他
[00:09:35.000 --> 00:09:37.000]  說:你這小信的人
[00:09:37.000 --> 00:09:39.000]  為什麼疑惑呢?
[00:09:39.000 --> 00:09:42.000]  明顯地彼得這次遇見的風浪
[00:09:42.000 --> 00:09:44.000]  是因為耶穌呼喚他
[00:09:44.000 --> 00:09:46.000]  耶穌說:你來吧
[00:09:46.000 --> 00:09:47.000]  典型的彼得
[00:09:47.000 --> 00:09:49.000]  一個一向都很喜歡突顯自己
[00:09:49.000 --> 00:09:50.000]  驕傲的彼得
[00:09:50.000 --> 00:09:52.000]  還很回應興奮
[00:09:52.000 --> 00:09:53.000]  以為自己都可以做
[00:09:53.000 --> 00:09:55.000]  像耶穌一樣不可能的事
[00:09:55.000 --> 00:09:56.000]  行在水面上
[00:09:56.000 --> 00:09:58.000]  於是他就踩離開船
[00:09:58.000 --> 00:10:00.000]  走上水面
[00:10:00.000 --> 00:10:01.000]  走到耶穌那裡
[00:10:01.000 --> 00:10:02.000]  不過很快
[00:10:02.000 --> 00:10:05.000]  他就認知他只不過是凡人一個
[00:10:05.000 --> 00:10:07.000]  一個就算沒有見到風浪大的人
[00:10:07.000 --> 00:10:09.000]  其實一踩下水
[00:10:09.000 --> 00:10:10.000]  就會怎樣呢?
[00:10:10.000 --> 00:10:11.000]  就是會沉的
[00:10:11.000 --> 00:10:12.000]  他人性的真相
[00:10:12.000 --> 00:10:14.000]  因為見到風浪甚大
[00:10:14.000 --> 00:10:16.000]  就害怕沉下去的時候
[00:10:16.000 --> 00:10:19.000]  就呼喊著說:主啊救我
[00:10:19.000 --> 00:10:20.000]  緊接地的
[00:10:20.000 --> 00:10:22.000]  耶穌就地施救
[00:10:22.000 --> 00:10:24.000]  所以彼得說:只要你有信心
[00:10:24.000 --> 00:10:25.000]  不疑說
[00:10:25.000 --> 00:10:27.000]  你都可以克服這個害怕
[00:10:27.000 --> 00:10:28.000]  繼續前行
[00:10:28.000 --> 00:10:29.000]  走到我身邊的
[00:10:29.000 --> 00:10:33.000]  完成這個不可能的神蹟奇事
[00:10:33.000 --> 00:10:35.000]  但是彼得和我們一樣
[00:10:35.000 --> 00:10:37.000]  只不過是凡人
[00:10:37.000 --> 00:10:38.000]  弟兄姊妹
[00:10:38.000 --> 00:10:39.000]  歷史裡聖徒中
[00:10:39.000 --> 00:10:41.000]  諸般的見證都可以印證
[00:10:41.000 --> 00:10:43.000]  完全是要靠信心
[00:10:43.000 --> 00:10:44.000]  要定睛看著神
[00:10:44.000 --> 00:10:47.000]  才可以叫人不可能地
[00:10:47.000 --> 00:10:49.000]  行過水火之災
[00:10:49.000 --> 00:10:50.000]  能夠行在水上
[00:10:50.000 --> 00:10:52.000]  安穩到耶穌那裡
[00:10:52.000 --> 00:10:53.000]  不然的話
[00:10:53.000 --> 00:10:54.000]  一定會沉下去
[00:10:54.000 --> 00:10:56.000]  危難和危險當中
[00:10:56.000 --> 00:10:58.000]  我們的主就是這麼大能
[00:10:58.000 --> 00:10:59.000]  這麼可畏
[00:10:59.000 --> 00:11:00.000]  這麼值得依靠
[00:11:00.000 --> 00:11:02.000]  聖經其實告訴我們
[00:11:02.000 --> 00:11:04.000]  祂是在水上行走
[00:11:04.000 --> 00:11:06.000]  祂有沒有上船去救彼得?
[00:11:06.000 --> 00:11:08.000]  是沒有的
[00:11:08.000 --> 00:11:09.000]  祂站在水上
[00:11:09.000 --> 00:11:11.000]  伸手去救彼得上來
[00:11:11.000 --> 00:11:13.000]  然後和祂一起走上船
[00:11:13.000 --> 00:11:16.000]  然後風浪就停了
[00:11:16.000 --> 00:11:18.000]  但願上帝同樣
[00:11:18.000 --> 00:11:20.000]  今天在我們世人的歷練
[00:11:20.000 --> 00:11:22.000]  在疫情的風暴當中
[00:11:22.000 --> 00:11:24.000]  耶穌行在我們疫情的中間
[00:11:24.000 --> 00:11:26.000]  祂伸手願意拯救
[00:11:26.000 --> 00:11:28.000]  凡呼求祂的人
[00:11:28.000 --> 00:11:31.000]  一起踏進祂救恩的方舟裡
[00:11:31.000 --> 00:11:33.000]  等待風暴洪水退去之後
[00:11:33.000 --> 00:11:36.000]  我們一定會回頭敬畏神
[00:11:36.000 --> 00:11:38.000]  和敬拜真神
[00:11:38.000 --> 00:11:41.000]  從舊約的歷史至新約
[00:11:41.000 --> 00:11:42.000]  我們一起看看
[00:11:42.000 --> 00:11:44.000]  出現膽怯的心
[00:11:44.000 --> 00:11:45.000]  害怕的心
[00:11:45.000 --> 00:11:47.000]  處境的人物的特質
[00:11:47.000 --> 00:11:48.000]  第一就是
[00:11:48.000 --> 00:11:50.000]  他們只會注視著風浪
[00:11:50.000 --> 00:11:52.000]  困難或者面前的敵人
[00:11:52.000 --> 00:11:53.000]  第二
[00:11:53.000 --> 00:11:54.000]  害怕
[00:11:54.000 --> 00:11:55.000]  fear
[00:11:55.000 --> 00:11:57.000]  其實會令他們倍大了恐懼
[00:11:57.000 --> 00:11:58.000]  所以有人說
[00:11:58.000 --> 00:11:59.000]  the greatest fear
[00:11:59.000 --> 00:12:01.000]  其實就是fear itself
[00:12:01.000 --> 00:12:03.000]  我們一害怕的時候
[00:12:03.000 --> 00:12:04.000]  就會倍大了恐懼
[00:12:04.000 --> 00:12:06.000]  倍大了不可能
[00:12:06.000 --> 00:12:07.000]  甚至倍大了敵人
[00:12:07.000 --> 00:12:08.000]  第三
[00:12:08.000 --> 00:12:10.000]  我們會忘掉了上帝的權能
[00:12:10.000 --> 00:12:11.000]  祂的掌管
[00:12:11.000 --> 00:12:13.000]  和祂的應許
[00:12:13.000 --> 00:12:15.000]  大家如果熟悉舊約聖經
[00:12:15.000 --> 00:12:17.000]  以色列人有探子十二個
[00:12:17.000 --> 00:12:19.000]  進到迦南窺探的地方
[00:12:19.000 --> 00:12:21.000]  十個看到敵人的身材高大
[00:12:21.000 --> 00:12:23.000]  就看到自己很渺小
[00:12:23.000 --> 00:12:24.000]  但是耶穌和迦勒
[00:12:24.000 --> 00:12:26.000]  就有不一樣的眼界
[00:12:26.000 --> 00:12:28.000]  他們看見上帝的能力和應許
[00:12:28.000 --> 00:12:30.000]  捍衛必可得成
[00:12:30.000 --> 00:12:32.000]  如果大家還有印象
[00:12:32.000 --> 00:12:33.000]  以色列人過紅海
[00:12:33.000 --> 00:12:34.000]  去到海邊
[00:12:34.000 --> 00:12:35.000]  看到絕路
[00:12:35.000 --> 00:12:36.000]  驚慌起來
[00:12:36.000 --> 00:12:39.000]  唯獨摩西舉杖禱告
[00:12:39.000 --> 00:12:41.000]  紅海就即時分開
[00:12:41.000 --> 00:12:42.000]  百姓渡海
[00:12:42.000 --> 00:12:44.000]  好像魚渡陸地一樣
[00:12:44.000 --> 00:12:46.000]  去到耶穌被捉拿
[00:12:46.000 --> 00:12:48.000]  說自己要獻上十字架的時候
[00:12:48.000 --> 00:12:49.000]  耶穌和門徒說
[00:12:49.000 --> 00:12:50.000]  你們不要憂愁
[00:12:50.000 --> 00:12:51.000]  不要害怕
[00:12:51.000 --> 00:12:52.000]  因為耶穌明白
[00:12:52.000 --> 00:12:54.000]  門徒有著凡人的心地
[00:12:54.000 --> 00:12:56.000]  但是他們忘記了
[00:12:56.000 --> 00:12:58.000]  主耶穌跟他們說過
[00:12:58.000 --> 00:12:59.000]  耶穌會復活
[00:12:59.000 --> 00:13:00.000]  得勝的應許
[00:13:00.000 --> 00:13:01.000]  弟兄姊妹
[00:13:01.000 --> 00:13:03.000]  我們當中有多少人試過
[00:13:03.000 --> 00:13:05.000]  單單鑽試自己的身體病患
[00:13:05.000 --> 00:13:06.000]  退化軟弱
[00:13:06.000 --> 00:13:08.000]  第一個反應就是驚惶
[00:13:08.000 --> 00:13:09.000]  失去信心
[00:13:09.000 --> 00:13:11.000]  和忘記神同在
[00:13:11.000 --> 00:13:12.000]  請舉手
[00:13:13.000 --> 00:13:14.000]  請繼續舉手
[00:13:14.000 --> 00:13:16.000]  不過你在家裡
[00:13:16.000 --> 00:13:17.000]  我不要你罰你舉手
[00:13:17.000 --> 00:13:18.000]  我舉了這麼久
[00:13:18.000 --> 00:13:19.000]  你就知道
[00:13:19.000 --> 00:13:22.000]  其實我就是其中一個軟弱的人了
[00:13:22.000 --> 00:13:25.000]  多少個人經過風暴的洗禮和訓練
[00:13:25.000 --> 00:13:27.000]  能夠好像攀山教練呼喝隊員說
[00:13:27.000 --> 00:13:28.000]  向上望
[00:13:28.000 --> 00:13:30.000]  千萬不要向下望
[00:13:30.000 --> 00:13:32.000]  最終能夠登頂成功
[00:13:32.000 --> 00:13:34.000]  在這個疫情幾年間
[00:13:34.000 --> 00:13:36.000]  你我的眼目焦點在哪呢
[00:13:36.000 --> 00:13:40.000]  有沒有正視你膽怯和驚慌的緣由呢
[00:13:40.000 --> 00:13:42.000]  有沒有定精在主
[00:13:42.000 --> 00:13:44.000]  而不在幻變的環境裡呢
[00:13:44.000 --> 00:13:46.000]  經文再一次提醒我們
[00:13:46.000 --> 00:13:49.000]  耶穌正在風暴的水面上
[00:13:49.000 --> 00:13:51.000]  要走過來拯救我們
[00:13:51.000 --> 00:13:53.000]  祂知道我們會掉下去
[00:13:53.000 --> 00:13:55.000]  祂會伸手拉著我們
[00:13:55.000 --> 00:13:58.000]  因為祂心知我們只不過是平凡的人
[00:13:58.000 --> 00:13:59.000]  我們信心不足
[00:13:59.000 --> 00:14:02.000]  而且害怕不堪
[00:14:02.000 --> 00:14:06.000]  讓我們從第二個人物
[00:14:06.000 --> 00:14:08.000]  耶穌的赫西瑪利亞的磨難裡
[00:14:08.000 --> 00:14:10.000]  看看神如何將膽怯的心
[00:14:10.000 --> 00:14:12.000]  轉化成為剛強的心
[00:14:12.000 --> 00:14:14.000]  和剛強的心的特質
[00:14:14.000 --> 00:14:15.000]  我們一起讀
[00:14:15.000 --> 00:14:18.000]  馬科14章36-38節
[00:14:18.000 --> 00:14:19.000]  預備起
[00:14:19.000 --> 00:14:21.000]  「他說:阿爸父啊
[00:14:21.000 --> 00:14:23.000]  在你凡事都能
[00:14:23.000 --> 00:14:25.000]  求你將這杯撤去
[00:14:25.000 --> 00:14:27.000]  然而不要從我的意思
[00:14:27.000 --> 00:14:29.000]  只要從你的意思
[00:14:29.000 --> 00:14:31.000]  總要警醒禱告
[00:14:31.000 --> 00:14:32.000]  免得入了迷惑
