
[00:00:00.000 --> 00:00:03.420]  今天的經文是《若書雅記》二十三章
[00:01:45.720 --> 00:01:48.920]  所以當中《藥書雅技》也把握了這個時間
[00:01:48.920 --> 00:01:52.260]  在他幾乎是人生差不多最後一篇
[00:01:52.260 --> 00:01:54.360]  或者尾二一篇講到裡面
[00:01:54.360 --> 00:01:59.420]  就提醒他們三招在《神人戰記》這個講道裡面
[00:01:59.420 --> 00:02:02.220]  我們稍後就會有三招
[00:02:02.220 --> 00:02:03.360]  三個步驟
[00:02:03.360 --> 00:02:05.060]  跟大家分享
[00:02:05.060 --> 00:02:07.460]  因為我們生命裡面也很需要
[00:02:07.460 --> 00:02:10.720]  在我們生命裡面呈現神的英許
[00:02:10.720 --> 00:02:15.160]  我們也很想最大化神給我們生命的禮物
[00:02:15.160 --> 00:02:16.660]  生命的英許
[00:02:16.660 --> 00:02:20.500]  讓我們直接進入經文的部分
[00:02:20.500 --> 00:02:21.960]  我們再錄
[00:02:21.960 --> 00:02:24.360]  再錄
[00:02:24.360 --> 00:02:27.120]  我們願意一起去讀
[00:02:27.120 --> 00:02:29.820]  PowerPoint 上的經文一至三節
[00:02:29.820 --> 00:02:30.660]  預備請
[00:02:52.060 --> 00:02:52.960]  耶和華
[00:02:52.960 --> 00:02:53.960]  你們的神
[00:02:53.960 --> 00:02:55.660]  因你們的緣故
[00:02:55.660 --> 00:02:58.660]  向這些國家所做的一切
[00:02:58.660 --> 00:03:01.160]  你們都親眼看見了
[00:03:01.160 --> 00:03:04.360]  那為你們作戰的是耶和華
[00:03:04.360 --> 00:03:05.560]  你們的神
[00:03:05.560 --> 00:03:08.860]  我們看到很多重複的句子
[00:03:08.860 --> 00:03:09.760]  你們的神
[00:03:09.760 --> 00:03:11.960]  你們都親眼看見了
[00:03:11.960 --> 00:03:14.460]  神為你們作戰的
[00:03:14.460 --> 00:03:16.960]  耶和華就是我們神
[00:03:16.960 --> 00:03:18.360]  其中一個Hebrew name
[00:03:18.360 --> 00:03:21.260]  代表我們三一的神
[00:03:21.260 --> 00:03:25.360]  當中的背景就是約書亞已經到他很老了
[00:03:25.360 --> 00:03:26.960]  110歲了
[00:03:26.960 --> 00:03:29.160]  而當時神的指紋
[00:03:29.160 --> 00:03:32.560]  已經在《安寧》裡面有25年
[00:03:32.560 --> 00:03:36.160]  就是他已經進入英許地25年了
[00:03:36.160 --> 00:03:37.860]  我們繼續到下一頁
[00:03:37.860 --> 00:03:39.860]  就會看到《安寧》的意思
[00:03:39.860 --> 00:03:42.360]  《安寧》的意思不是我們自己me time
[00:03:42.360 --> 00:03:45.060]  覺得有peace of mind這麼簡單
[00:03:45.060 --> 00:03:48.460]  原文的意思就是
[00:03:48.460 --> 00:03:53.060]  唯有神才可以給我們每一位的安寧
[00:03:53.060 --> 00:03:55.460]  是耶和華才能夠給的
[00:03:55.460 --> 00:03:57.660]  不是我們自己休息完之後
[00:03:57.660 --> 00:03:59.960]  覺得很舒服、很安樂那種
[00:03:59.960 --> 00:04:01.060]  或者不是那種
[00:04:01.060 --> 00:04:03.060]  我覺得一個cafe很peaceful
[00:04:03.060 --> 00:04:06.060]  或者聽一些BGM很peaceful的意思
[00:04:06.060 --> 00:04:09.160]  是在當時的context裡面
[00:04:09.160 --> 00:04:10.460]  特別是說到
[00:04:10.460 --> 00:04:12.760]  神讓他的指紋
[00:04:12.760 --> 00:04:15.160]  享受到四境的平靜
[00:04:15.160 --> 00:04:17.760]  連一些很高大的敵人
[00:04:17.760 --> 00:04:19.960]  都能夠去擊退
[00:04:19.960 --> 00:04:22.960]  另外《安寧》這個主題
[00:04:22.960 --> 00:04:26.360]  在11、14、21章都有提及的
[00:04:26.360 --> 00:04:28.960]  我們再下去的時候
[00:04:28.960 --> 00:04:30.860]  我們再反思
[00:04:30.860 --> 00:04:32.360]  剛才經文提到
[00:04:32.360 --> 00:04:33.360]  這次
[00:04:33.360 --> 00:04:36.660]  這次原來他的會議或者講道
[00:04:36.660 --> 00:04:40.660]  好像有一點像摩西或者其他亞國
[00:04:40.660 --> 00:04:43.660]  他臨離開世界上
[00:04:43.660 --> 00:04:45.460]  最後幾篇講道
[00:04:45.460 --> 00:04:48.460]  所以代表他是一個關鍵性的講道
[00:04:48.460 --> 00:04:52.660]  當中也在史羅
[00:04:52.660 --> 00:04:54.160]  史羅這個地方
[00:04:54.160 --> 00:04:57.360]  是首先召見第一層領導層面的
[00:04:57.360 --> 00:04:59.160]  剛才如果你記得審判官
[00:04:59.160 --> 00:04:59.760]  領袖
[00:04:59.760 --> 00:05:02.560]  就是社會社區的領袖
[00:05:02.560 --> 00:05:04.360]  以及屬靈的領袖
[00:05:04.360 --> 00:05:09.260]  所以約書亞對這群領袖釋放以下的信息
[00:05:09.260 --> 00:05:11.460]  就是很期望他們去傳承
[00:05:11.460 --> 00:05:12.460]  去傳開
[00:05:12.460 --> 00:05:14.160]  再去下一個層面
[00:05:14.160 --> 00:05:18.160]  可能是弟兄姊妹、平民、子民的社區裡面
[00:05:18.160 --> 00:05:20.960]  很想去復興、更新
[00:05:20.960 --> 00:05:22.960]  以及校正他們
[00:05:22.960 --> 00:05:24.260]  安逸、安寧
[00:05:24.260 --> 00:05:25.460]  安寧裡面
[00:05:25.460 --> 00:05:27.360]  其實原來也有一個向度
[00:05:27.360 --> 00:05:28.460]  需要向前
[00:05:28.460 --> 00:05:31.660]  然後我們這群受眾
[00:05:31.660 --> 00:05:33.660]  如果記得我講道
[00:05:33.660 --> 00:05:34.960]  也有提及第二層門
[00:05:34.960 --> 00:05:36.260]  譬如我們當時的人
[00:05:36.260 --> 00:05:37.160]  就是第一層門
[00:05:37.160 --> 00:05:38.860]  我們現在看回你們的經文
[00:05:38.860 --> 00:05:40.960]  對我們有什麼關聯和意義呢?
[00:05:40.960 --> 00:05:42.160]  就是第二層門
[00:05:42.160 --> 00:05:44.660]  我們可以反思的地方是什麼呢?
[00:05:44.660 --> 00:05:47.560]  就是耶和華其實在我們生命這一刻
[00:05:47.560 --> 00:05:49.360]  或者在我們生命線裡面
[00:05:49.360 --> 00:05:51.760]  我們耶和華如何在我們生命裡面
[00:05:51.760 --> 00:05:54.160]  在開拓一些安寧
[00:05:54.160 --> 00:05:55.160]  一些輕微的東西呢?
[00:05:55.160 --> 00:06:00.060]  就是在我們日復日的工作裡面
[00:06:00.060 --> 00:06:03.260]  耶和華如何在工作中
[00:06:03.260 --> 00:06:05.260]  在我們生命層面裡面工作
[00:06:05.260 --> 00:06:06.360]  在個人層面裡面工作
[00:06:06.360 --> 00:06:07.360]  在心態
[00:06:07.360 --> 00:06:08.560]  心態
[00:06:08.560 --> 00:06:10.260]  跟神跟人的關係
[00:06:10.260 --> 00:06:12.360]  我們對作息的安排
[00:06:12.360 --> 00:06:13.360]  我們的日常生活
[00:06:13.360 --> 00:06:14.460]  我們如何安排
[00:06:14.460 --> 00:06:16.460]  甚至乎財務
[00:06:16.460 --> 00:06:17.460]  奉獻的安排
[00:06:17.460 --> 00:06:20.360]  我們有沒有在這些不同層面裡面
[00:06:20.360 --> 00:06:22.360]  都可以讓神的安寧
[00:06:22.360 --> 00:06:24.360]  能夠奉陪和呈現呢?
[00:06:24.360 --> 00:06:27.160]  有沒有能夠透過我們
[00:06:27.160 --> 00:06:28.760]  可能在聽到的裡面
[00:06:28.760 --> 00:06:29.960]  我們的專注
[00:06:29.960 --> 00:06:31.260]  我們去思考
[00:06:31.260 --> 00:06:32.560]  將神的話
[00:06:32.560 --> 00:06:34.160]  可以進入我們的心裡面
[00:06:34.160 --> 00:06:35.560]  求神去幫助
[00:06:35.560 --> 00:06:36.660]  求神的靈
[00:06:36.660 --> 00:06:38.360]  聖靈去幫助我們
[00:06:38.360 --> 00:06:40.360]  去進入祂的話的時候
[00:06:40.360 --> 00:06:42.760]  能夠真的去呈現祂的話
[00:06:42.760 --> 00:06:46.060]  去呈現祂給我們生命裡面的安寧
[00:06:46.060 --> 00:06:48.060]  所以其實是
[00:06:48.060 --> 00:06:49.260]  主動也是被動
[00:06:49.260 --> 00:06:50.960]  我們是神給我們的安寧
[00:06:50.960 --> 00:06:53.760]  但我們也要呈現神給我們的安寧
[00:06:53.760 --> 00:06:56.460]  當我們繼續下去看
[00:06:56.460 --> 00:06:58.760]  一個經文的時候
[00:06:58.760 --> 00:07:01.260]  特別是有一點點highlight黃色部分
[00:07:01.260 --> 00:07:02.260]  得享安寧
[00:07:02.260 --> 00:07:03.260]  因你的緣故
[00:07:03.260 --> 00:07:06.260]  和你們都親眼看見的時候
[00:07:06.260 --> 00:07:07.860]  其實約書亞在說什麼呢?
[00:07:08.760 --> 00:07:10.760]  約書亞在說
[00:07:10.760 --> 00:07:12.260]  其實你們也在經歷
[00:07:12.260 --> 00:07:13.860]  我們也在經歷
[00:07:13.860 --> 00:07:15.660]  我們也在經歷神的作為
[00:07:15.660 --> 00:07:17.460]  神為我們增薦
[00:07:17.460 --> 00:07:20.660]  但我們有沒有很intentional
[00:07:20.660 --> 00:07:22.960]  去讓神的工作
[00:07:22.960 --> 00:07:24.860]  發生在我們的生命裡面
[00:07:24.860 --> 00:07:26.460]  還是讓神的工作
[00:07:26.460 --> 00:07:28.460]  和我們生命擦身而過呢?
[00:07:28.460 --> 00:07:31.260]  讓我們繼續看的時候
[00:07:31.260 --> 00:07:32.360]  今天很特別
[00:07:32.360 --> 00:07:34.360]  三點我也選了一種
[00:07:34.360 --> 00:07:36.160]  神創造的動物
[00:07:36.160 --> 00:07:38.660]  去表達當中的點
[00:07:38.660 --> 00:07:40.360]  第一點我們說到
[00:07:40.360 --> 00:07:43.860]  我們用信心的視野為基礎
[00:07:43.860 --> 00:07:45.760]  我們再到下一頁看一看
[00:07:45.760 --> 00:07:47.660]  是的
[00:07:47.660 --> 00:07:48.360]  我們再看
[00:07:48.360 --> 00:07:49.160]  謝謝
[00:07:49.160 --> 00:07:49.760]  是的
[00:07:49.760 --> 00:07:52.360]  原來神得勝的工作
[00:07:52.360 --> 00:07:54.660]  和神指紋開放的責任
[00:07:54.660 --> 00:07:57.760]  從來都是硬幣的兩面
[00:07:57.760 --> 00:07:59.060]  剛才我們說到
[00:07:59.060 --> 00:08:00.360]  神給我們安寧
[00:08:00.360 --> 00:08:02.560]  更加在生命裡面
[00:08:02.560 --> 00:08:04.760]  神又有什麼作為呢?
[00:08:04.760 --> 00:08:05.560]  我們繼續看
[00:08:05.560 --> 00:08:06.160]  第一點
[00:08:06.160 --> 00:08:07.460]  第一個步驟
[00:08:07.460 --> 00:08:09.460]  原來我們可以怎麼配合呢?
[00:08:09.460 --> 00:08:11.960]  就是要用信心的視野
[00:08:11.960 --> 00:08:12.560]  是的
[00:08:12.560 --> 00:08:13.360]  第一個步驟就是
[00:08:13.360 --> 00:08:15.360]  要用信心的視野為基礎
[00:08:15.360 --> 00:08:16.560]  讓我們一起讀出
[00:08:16.560 --> 00:08:16.960]  預備
[00:08:16.960 --> 00:08:17.660]  請
[00:08:17.660 --> 00:08:18.560]  看
[00:08:18.560 --> 00:08:21.160]  我已經把所剩下的烈國
[00:08:21.160 --> 00:08:23.360]  連同從約旦河起
[00:08:23.360 --> 00:08:25.660]  到大海日落的方向
[00:08:25.660 --> 00:08:27.460]  我所剪除的烈國
[00:08:27.460 --> 00:08:31.760]  都抽籤分給你們各支派為業了
[00:08:31.760 --> 00:08:36.860]  耶和華你們的神必將他們從你們面前趕出去
[00:08:36.860 --> 00:08:39.160]  使他們離開你們
[00:08:39.160 --> 00:08:42.360]  你們就必得他們的地為業
[00:08:42.360 --> 00:08:46.860]  正如耶和華你們的神向你們所應許的
[00:08:46.860 --> 00:08:48.160]  我們看到
[00:08:48.160 --> 00:08:50.960]  第四節講得很清晰了
[00:08:50.960 --> 00:08:53.460]  其實已經抽籤分給你了
[00:08:53.460 --> 00:08:55.260]  但是二十五年之後
[00:08:55.260 --> 00:08:57.160]  約書亞還是跟他們說
[00:08:57.160 --> 00:08:59.360]  你要必得這地為業
[00:08:59.360 --> 00:09:00.260]  第五節
[00:09:00.260 --> 00:09:02.860]  而當中我們綠色的部分
[00:09:02.860 --> 00:09:05.260]  就是ABA的結構
[00:09:05.260 --> 00:09:06.360]  A的部分
[00:09:06.360 --> 00:09:09.060]  而黃色你們就必得就是B
[00:09:09.060 --> 00:09:11.860]  你們就必得他們的地為業
[00:09:11.860 --> 00:09:12.660]  意思是
[00:09:12.660 --> 00:09:14.060]  那個是重點
[00:09:14.060 --> 00:09:15.360]  意思就是什麼叫做
[00:09:15.360 --> 00:09:17.660]  你們就必得這地為業呢?
[00:09:17.660 --> 00:09:19.460]  原來得地的意思
[00:09:19.460 --> 00:09:21.060]  有兩個層面的
[00:09:21.060 --> 00:09:22.660]  我們再看下一頁
[00:09:22.660 --> 00:09:23.960]  是的
[00:09:23.960 --> 00:09:26.260]  原來要鎖定應許的
[00:09:26.260 --> 00:09:28.260]  其實是要100%的
[00:09:28.260 --> 00:09:31.260]  我們有沒有100%鎖定神
[00:09:31.260 --> 00:09:34.260]  給我們生命裡面的應許和禮物呢?
[00:09:34.260 --> 00:09:36.360]  為什麼要100%呢?
[00:09:36.360 --> 00:09:37.160]  你可能會問
[00:09:37.160 --> 00:09:40.060]  原來是有兩個層面的原因的
[00:09:40.060 --> 00:09:43.060]  第一個原因就是一個身體的安全
[00:09:43.060 --> 00:09:45.760]  第一就是因為你仍然有外族
[00:09:45.760 --> 00:09:48.560]  有敵人在應許你的範圍裡面
[00:09:48.560 --> 00:09:53.660]  你也有機會被外族攻擊你的地方
[00:09:53.660 --> 00:09:55.160]  而屬靈的危機
[00:09:55.160 --> 00:09:56.160]  第二方面
[00:09:56.160 --> 00:09:59.360]  就是你一天可能跟外族有往來
[00:09:59.360 --> 00:10:00.660]  或者甚至通婚
[00:10:00.660 --> 00:10:01.860]  其實是不可以的
[00:10:01.860 --> 00:10:06.160]  就是影響你單單敬拜神的心
[00:10:06.160 --> 00:10:07.760]  所以當中
[00:10:07.760 --> 00:10:10.860]  在當時的上文下理來講
[00:10:10.860 --> 00:10:15.860]  就是一個未能夠完全得到應許地的情況
[00:10:15.860 --> 00:10:18.060]  所以約書也勸他們
[00:10:18.060 --> 00:10:22.160]  要盡快去100%接收到應許地
[00:10:22.160 --> 00:10:25.160]  而當時他講這篇道的時候
[00:10:25.160 --> 00:10:28.260]  他們還有三成的土地是未接收的
[00:10:28.260 --> 00:10:29.860]  如果看圖的話
[00:10:29.860 --> 00:10:32.660]  就是圈著紅色的部分
[00:10:32.660 --> 00:10:34.860]  圈著紅色的部分
[00:10:34.860 --> 00:10:37.660]  然後再延伸這個的意思就是
[00:10:37.660 --> 00:10:39.460]  當我們要看得準確
[00:10:39.460 --> 00:10:41.760]  為我們增薦工作的時候
[00:10:41.760 --> 00:10:45.660]  我們才知道原來我們有什麼需要繼續去做
[00:10:45.660 --> 00:10:48.960]  盡我們子民的責任
[00:10:48.960 --> 00:10:50.660]  然後再下文的時候
[00:10:50.660 --> 00:10:51.260]  第一點
[00:10:51.260 --> 00:11:00.060]  我們就用了飛鷹這個動物去呈現信心視野的基礎
[00:11:00.060 --> 00:11:01.560]  因為我們
[00:11:01.560 --> 00:11:04.760]  有沒有人喜歡小鳥
[00:11:04.760 --> 00:11:05.960]  飛鷹
[00:11:05.960 --> 00:11:06.460]  有沒有?
[00:11:06.460 --> 00:11:06.960]  喂
[00:11:06.960 --> 00:11:08.460]  有啊
[00:11:08.460 --> 00:11:12.860]  我記得還有幾位弟兄也有說什麼鳥
[00:11:12.860 --> 00:11:14.360]  我和我女兒
[00:11:14.360 --> 00:11:16.760]  有時候和家人會去一間酒店
[00:11:16.760 --> 00:11:17.960]  有很多鷹
[00:11:17.960 --> 00:11:20.460]  一邊游泳一邊怕牠撲下來
[00:11:20.460 --> 00:11:23.260]  或者有一次我們去水族館
[00:11:23.260 --> 00:11:25.360]  鷹就和我們搶食物
[00:11:25.360 --> 00:11:29.460]  但明明牠就在半空中盤旋很高的地方
[00:11:29.460 --> 00:11:34.160]  但是為什麼牠可以很精準地搶我的Cheerios吃
[00:11:34.160 --> 00:11:36.360]  我女兒就很害怕
[00:11:36.360 --> 00:11:38.960]  為什麼用飛鷹呢?
[00:11:38.960 --> 00:11:41.660]  飛鷹因為牠原來在暴風
[00:11:41.660 --> 00:11:43.760]  就像我們今天打風前夕
[00:11:43.760 --> 00:11:47.060]  也能夠飛到很高的地方
[00:11:47.060 --> 00:11:50.360]  然後用一個高出人類四五倍的視力
[00:11:50.360 --> 00:11:53.860]  去對準牠鎖定的目標
[00:11:53.860 --> 00:11:55.360]  然後就能夠
[00:11:55.360 --> 00:11:56.160]  啪一聲
[00:11:56.160 --> 00:12:00.260]  就搶了你的食物或者牠的獵物
[00:12:00.260 --> 00:12:03.460]  屬靈層面中我們又如何吸引下去呢?
[00:12:03.460 --> 00:12:04.860]  如何應用出來呢?
[00:12:04.860 --> 00:12:05.860]  就好像我們
[00:12:05.860 --> 00:12:07.660]  無論是人生的暴風
[00:12:07.660 --> 00:12:09.160]  或者是物質的暴風
[00:12:09.160 --> 00:12:11.660]  或者是我們的財政
[00:12:11.660 --> 00:12:13.260]  或者是我們的時間運用
[00:12:13.260 --> 00:12:15.360]  或者我們可能要答應一件事
[00:12:15.360 --> 00:12:17.260]  侍奉的決定中
[00:12:17.260 --> 00:12:18.460]  種種的決定中
[00:12:18.460 --> 00:12:20.760]  我們可能都很迷幻的
[00:12:20.760 --> 00:12:22.760]  但是我們決定的原則
[00:12:22.760 --> 00:12:24.760]  原來這裡約書亞就告訴我們
[00:12:24.760 --> 00:12:26.760]  你要必得者地為業
[00:12:26.760 --> 00:12:28.660]  你用信心的視野
[00:12:28.660 --> 00:12:30.660]  去為基礎去做一個決定
[00:12:30.660 --> 00:12:33.560]  無論你物質上是否看得到
[00:12:33.560 --> 00:12:38.960]  或者你可能用你的理性的視野去看的時候
[00:12:38.960 --> 00:12:42.260]  可能原來有一個屬靈的視野
[00:12:42.260 --> 00:12:45.960]  更加可以幫你去平衡你的利害
[00:12:45.960 --> 00:12:50.560]  以致你能夠辨識到神當中的心意
[00:12:50.560 --> 00:12:52.960]  去得者地為業
[00:12:52.960 --> 00:12:54.160]  然後呢
[00:12:54.160 --> 00:12:56.460]  聖靈在心裡面導引
[00:12:56.460 --> 00:13:00.360]  就好像聖嬰乘著一個氣流
[00:13:00.360 --> 00:13:02.360]  去到神嬰的高度
[00:13:02.360 --> 00:13:07.260]  以致我們能夠有一個信心視野為基礎
[00:13:07.260 --> 00:13:09.760]  如果在群體層面裡面
[00:13:09.760 --> 00:13:12.760]  在這短短兩節裡面
[00:13:12.760 --> 00:13:16.760]  我們又怎樣去鎖定神的應許呢?
[00:13:16.760 --> 00:13:18.760]  有沒有想過原來除了我們小組
[00:13:18.760 --> 00:13:20.360]  原來在屬靈層面
[00:13:20.360 --> 00:13:22.760]  我們還有我們的團體
[00:13:22.760 --> 00:13:23.960]  我們有我們的教會
[00:13:23.960 --> 00:13:25.260]  我們有我們的社區
[00:13:25.260 --> 00:13:26.760]  我們對外方面
[00:13:26.760 --> 00:13:29.160]  神又怎樣給你用信心
[00:13:29.160 --> 00:13:30.760]  或者感動你的時候
[00:13:30.760 --> 00:13:33.260]  你有沒有乘著信心
[00:13:33.260 --> 00:13:35.260]  憑著聖靈的感動
[00:13:35.260 --> 00:13:38.360]  去對外去有福音的外展
[00:13:38.360 --> 00:13:41.060]  甚至是即場一些很casual的對話裡面
[00:13:41.060 --> 00:13:44.360]  怎樣有一些神的因素在裡面
[00:13:44.360 --> 00:13:45.360]  可以滲出來
[00:13:45.360 --> 00:13:47.060]  去跟你的同事
[00:13:47.060 --> 00:13:48.660]  或者你保持開放
[00:13:48.660 --> 00:13:50.360]  去有一個福音的話題
[00:13:50.360 --> 00:13:52.360]  或者一個福音朋友之間
[00:13:52.360 --> 00:13:54.360]  一個好的關係
[00:13:54.360 --> 00:13:59.560]  去做到一個神福音的媒體
[00:13:59.560 --> 00:14:01.160]  或者社關方面
[00:14:01.160 --> 00:14:02.260]  你怎樣跟你
[00:14:02.260 --> 00:14:02.860]  很簡單
[00:14:02.860 --> 00:14:04.060]  跟你的輪舍
[00:14:04.060 --> 00:14:06.360]  可能首先就是眼神接觸
[00:14:06.360 --> 00:14:07.760]  不要避開
[00:14:07.760 --> 00:14:09.560]  或者按電梯的時候很尷尬
[00:14:09.560 --> 00:14:10.360]  很多dead air
[00:14:10.360 --> 00:14:14.460]  會不會有機會去開啟一些話題呢?
[00:14:14.460 --> 00:14:16.160]  可能醫人是沒有問題的
[00:14:16.160 --> 00:14:18.860]  是不是有很多醫人的弟兄姐妹
[00:14:18.860 --> 00:14:20.860]  但是鴉人會不會有一點突破
[00:14:20.860 --> 00:14:23.260]  可能有一個微笑
[00:14:23.260 --> 00:14:25.460]  去慢慢建立關係呢?
[00:14:25.460 --> 00:14:26.760]  或者對內
[00:14:26.760 --> 00:14:28.160]  在我們生命裡面
[00:14:28.160 --> 00:14:29.860]  在我們群體裡面
[00:14:29.860 --> 00:14:32.460]  我們怎樣透過禱告
[00:14:32.460 --> 00:14:38.060]  讓我們群體能夠更加有神的心意
[00:14:38.060 --> 00:14:40.660]  去繼續緊緊跟隨神等等
[00:14:40.660 --> 00:14:43.360]  到了第二點
[00:14:43.360 --> 00:14:46.960]  信心基礎其實是一個弓
[00:14:46.960 --> 00:14:49.860]  有基礎的決定向前
[00:14:49.860 --> 00:14:52.460]  我們會說到一個防守
[00:14:52.460 --> 00:14:55.760]  因為我們除了弓也要防守
[00:14:55.760 --> 00:14:56.860]  防線
[00:14:56.860 --> 00:15:00.560]  第二點就是捉穩分別為勝的防線
[00:15:00.560 --> 00:15:02.460]  在第六和第七節
[00:15:02.460 --> 00:15:03.760]  讓我們一起讀出
[00:15:03.760 --> 00:15:04.160]  預備
[00:15:04.160 --> 00:15:04.660]  請
[00:15:04.660 --> 00:15:07.060]  你們要大大壯膽
[00:15:07.060 --> 00:15:08.360]  謹守遵行
[00:15:08.360 --> 00:15:11.660]  寫在摩西律法書上的一切話
[00:15:11.660 --> 00:15:13.660]  不可偏離左右
[00:15:13.660 --> 00:15:18.460]  不可與你們中間所剩下的這些國家往來
[00:15:18.460 --> 00:15:21.460]  你們不可提他們神明的名
[00:15:21.460 --> 00:15:23.960]  不可指著他們起誓
[00:15:23.960 --> 00:15:25.860]  不可侍奉他們
[00:15:25.860 --> 00:15:28.060]  也不可敬拜他們
[00:15:28.060 --> 00:15:29.460]  留意一下經文
[00:15:29.460 --> 00:15:31.060]  你們要大大壯膽
[00:15:31.060 --> 00:15:31.660]  謹守遵行
[00:15:31.660 --> 00:15:33.460]  好像拆開一塊一塊的
[00:15:33.460 --> 00:15:35.760]  但是如果NASB的版本
[00:15:35.760 --> 00:15:37.960]  其實它說你要Be strong
[00:15:37.960 --> 00:15:39.660]  或者Be determined
[00:15:39.660 --> 00:15:40.360]  to keep
[00:15:40.360 --> 00:15:42.260]  然後要do all
[00:15:42.260 --> 00:15:45.260]  all是後面的神的吩咐
[00:15:45.260 --> 00:15:50.060]  所以你要強大到遵行
[00:15:50.060 --> 00:15:52.060]  原來要遵行神的話
[00:15:52.060 --> 00:15:54.060]  你要determine
[00:15:54.060 --> 00:15:55.260]  要強大
[00:15:55.260 --> 00:15:57.560]  不是說我遵行吧
[00:15:57.560 --> 00:16:00.660]  如果順著走很舒服
[00:16:00.660 --> 00:16:01.360]  很easy
[00:16:01.360 --> 00:16:02.360]  我就做
[00:16:02.360 --> 00:16:03.860]  但是如果有resistance
[00:16:03.860 --> 00:16:05.260]  有抵抗力
[00:16:05.260 --> 00:16:06.360]  我就不做
[00:16:06.360 --> 00:16:08.360]  或者我有些怯就不做
[00:16:08.360 --> 00:16:09.360]  原來不是的
[00:16:09.360 --> 00:16:10.860]  有時候要硬著頭皮上
[00:16:10.860 --> 00:16:14.960]  有時候可能要逆流而上去做
[00:16:14.960 --> 00:16:16.360]  去堅持
[00:16:16.360 --> 00:16:17.960]  稍後會有一些例子
[00:16:17.960 --> 00:16:20.260]  去說我們怎樣去做
[00:16:20.260 --> 00:16:22.260]  原來大大壯膽
[00:16:22.260 --> 00:16:22.960]  剛才說了
[00:16:22.960 --> 00:16:24.660]  五個不有沒有留意到
[00:16:24.660 --> 00:16:27.160]  剛才後面那一段
[00:16:27.160 --> 00:16:28.360]  不什麼不什麼
[00:16:28.360 --> 00:16:30.460]  五個裡面有三個
[00:16:30.460 --> 00:16:32.460]  都是關於敬拜的
[00:16:32.460 --> 00:16:33.360]  三個都是關於
[00:16:33.360 --> 00:16:35.460]  你們不要膽怯
[00:16:35.460 --> 00:16:36.760]  其實意思就是說
[00:16:36.760 --> 00:16:38.760]  你們要跟隨神
