
[00:00:00.000 --> 00:00:04.720]  首先第一次來到北區堂的港島
[00:04:53.320 --> 00:04:57.320]  讓上帝在我們群體裡傳言為大
[00:04:57.320 --> 00:04:59.320]  我們懇切的仰望
[00:04:59.320 --> 00:05:01.320]  奉耶穌命求
[00:05:01.320 --> 00:05:02.320]  阿門
[00:05:02.320 --> 00:05:05.320]  好,我們讀這段經文
[00:05:05.320 --> 00:05:09.320]  我們分三版PowerPoint來讀
[00:05:09.320 --> 00:05:13.320]  我們請第一版13到15節
[00:05:13.320 --> 00:05:15.320]  我們請姐妹讀
[00:05:15.320 --> 00:05:18.320]  通常姐妹讀經會比較聰明
[00:05:18.320 --> 00:05:20.320]  第二版就大兄讀
[00:05:20.320 --> 00:05:22.320]  第三版一起讀好不好
[00:05:22.320 --> 00:05:24.320]  我們請姐妹先
[00:05:24.320 --> 00:05:25.320]  預備,1,2,3
[00:05:25.320 --> 00:05:30.320]  你們中間誰有有自信和知識的
[00:05:30.320 --> 00:05:33.320]  稍就當在智慧的溫柔上
[00:05:33.320 --> 00:05:35.320]  演出他的善行
[00:05:35.320 --> 00:05:40.320]  你們心裡若懷著苦毒的疾度和紛爭
[00:05:40.320 --> 00:05:42.320]  就不可自誇
[00:05:42.320 --> 00:05:44.320]  也不可說謊
[00:05:44.320 --> 00:05:45.320]  舉棺身上
[00:05:45.320 --> 00:05:47.320]  這樣的智慧
[00:05:47.320 --> 00:05:49.320]  是從上而來的
[00:05:49.320 --> 00:05:51.320]  乃至屬地的
[00:05:51.320 --> 00:05:52.320]  屬情慾的
[00:05:52.320 --> 00:05:54.320]  屬慧魔的
[00:05:54.320 --> 00:05:55.320]  第二節
[00:05:55.320 --> 00:05:58.320]  在何處上有疾度紛爭
[00:05:58.320 --> 00:06:03.320]  就在何處上有擾亂和各樣的壞事
[00:06:03.320 --> 00:06:06.320]  唯獨從上頭來的智慧
[00:06:06.320 --> 00:06:09.320]  先是清潔後是和平
[00:06:09.320 --> 00:06:10.320]  溫涼柔順
[00:06:10.320 --> 00:06:12.320]  沒有憐憫
[00:06:12.320 --> 00:06:14.320]  沒有嫉妒
[00:06:14.320 --> 00:06:15.320]  沒有僅見
[00:06:15.320 --> 00:06:17.320]  沒有假冒
[00:06:17.320 --> 00:06:19.320]  並且使人和平的
[00:06:19.320 --> 00:06:22.320]  是用和平所栽種的異果
[00:06:22.320 --> 00:06:26.320]  你們中間之真戰鬥偶
[00:06:26.320 --> 00:06:28.320]  是從哪裡來的呢
[00:06:28.320 --> 00:06:33.320]  不是從你們八體中戰鬥之私欲來的嗎
[00:06:33.320 --> 00:06:36.320]  你們貪戀還是得不著
[00:06:36.320 --> 00:06:38.320]  你們殺害特獨
[00:06:38.320 --> 00:06:40.320]  又爭取親自
[00:06:40.320 --> 00:06:42.320]  兩樣都不得
[00:06:42.320 --> 00:06:43.320]  你們得不著
[00:06:43.320 --> 00:06:45.320]  是因為你們不求
[00:06:45.320 --> 00:06:47.320]  你們求也得不著
[00:06:47.320 --> 00:06:49.320]  是因為你們妄求
[00:06:49.320 --> 00:06:51.320]  要浪在在地
[00:06:51.320 --> 00:06:53.320]  末的之樂眾
[00:06:53.320 --> 00:06:54.320]  好
[00:06:54.320 --> 00:06:55.320]  議員經文就會和我們分析
[00:06:55.320 --> 00:06:58.320]  甚麼是從神而來的智慧
[00:06:58.320 --> 00:07:00.320]  甚麼是人世間的智慧
[00:07:00.320 --> 00:07:02.320]  我不知道你們懂不懂分辨
[00:07:02.320 --> 00:07:05.320]  知識和智慧的分別
[00:07:05.320 --> 00:07:06.320]  甚麼是知識
[00:07:06.320 --> 00:07:08.320]  甚麼是智慧
[00:07:08.320 --> 00:07:10.320]  有沒有人懂得
[00:07:10.320 --> 00:07:13.320]  分分野道
[00:07:13.320 --> 00:07:17.320]  知識這個世界
[00:07:17.320 --> 00:07:19.320]  世上有很多知識
[00:07:19.320 --> 00:07:20.320]  最近我發現
[00:07:20.320 --> 00:07:22.320]  我們現在學習
[00:07:22.320 --> 00:07:24.320]  是不用看指示表的
[00:07:24.320 --> 00:07:26.320]  為甚麼
[00:07:26.320 --> 00:07:28.320]  怎樣教
[00:07:28.320 --> 00:07:30.320]  看YouTube
[00:07:30.320 --> 00:07:32.320]  看YouTube 沒錯
[00:07:32.320 --> 00:07:33.320]  原來我發現
[00:07:33.320 --> 00:07:36.320]  我看一些問題解決不了
[00:07:36.320 --> 00:07:37.320]  電器壞了
[00:07:37.320 --> 00:07:38.320]  看YouTube
[00:07:38.320 --> 00:07:40.320]  打低甚麼甚麼
[00:07:40.320 --> 00:07:43.320]  它就馬上有很多影片教你怎樣做
[00:07:43.320 --> 00:07:45.320]  我其實學剪片
[00:07:45.320 --> 00:07:46.320]  學Final Cut Pro
[00:07:46.320 --> 00:07:48.320]  我都不用看指示表
[00:07:48.320 --> 00:07:50.320]  我不懂那個動作
[00:07:50.320 --> 00:07:52.320]  我看YouTube馬上就顯示到
[00:07:52.320 --> 00:07:54.320]  原來這個世界
[00:07:54.320 --> 00:07:56.320]  知識多到的事
[00:07:56.320 --> 00:07:58.320]  我的兒子他們
[00:07:58.320 --> 00:08:01.320]  有甚麼就看YouTube學的
[00:08:01.320 --> 00:08:03.320]  我兒子做社工的
[00:08:03.320 --> 00:08:05.320]  他在社區中心教烹飪班
[00:08:05.320 --> 00:08:07.320]  他沒有學過烹飪
[00:08:07.320 --> 00:08:09.320]  怎樣 看YouTube
[00:08:09.320 --> 00:08:12.320]  做甜品班 學YouTube
[00:08:12.320 --> 00:08:15.320]  好有趣 甚麼都學到
[00:08:15.320 --> 00:08:17.320]  但這個世界知識多
[00:08:17.320 --> 00:08:21.320]  但是智慧卻少
[00:08:21.320 --> 00:08:24.320]  於是我們很多東西學到
[00:08:24.320 --> 00:08:26.320]  但我們不懂做人
[00:08:26.320 --> 00:08:28.320]  我們很多東西
[00:08:28.320 --> 00:08:30.320]  不用師傅
[00:08:30.320 --> 00:08:32.320]  要網上大把資料
[00:08:32.320 --> 00:08:35.320]  我們沒有學處世的態度
[00:08:35.320 --> 00:08:37.320]  最近我們發現
[00:08:37.320 --> 00:08:42.320]  在大學選科的時候
[00:08:42.320 --> 00:08:44.320]  第一件事做甚麼
[00:08:44.320 --> 00:08:46.320]  選擇未來有甚麼工作
[00:08:46.320 --> 00:08:48.320]  是AI取替到的
[00:08:48.320 --> 00:08:50.320]  有些東西你千萬不要選
[00:08:50.320 --> 00:08:52.320]  哪些是AI取代到的
[00:08:52.320 --> 00:08:54.320]  翻譯的千萬不要選
[00:08:54.320 --> 00:08:57.320]  翌日翻譯沒那麼好吃
[00:08:57.320 --> 00:09:01.320]  有些甚麼客戶服務
[00:09:01.320 --> 00:09:02.320]  甚至寫程式
[00:09:02.320 --> 00:09:04.320]  全部是AI做的
[00:09:04.320 --> 00:09:09.320]  有甚麼工作是AI取替不到的
[00:09:09.320 --> 00:09:12.320]  有網上的說法
[00:09:12.320 --> 00:09:14.320]  就是喜劇演員
[00:09:14.320 --> 00:09:16.320]  你知啦 甚麼喜劇演員
[00:09:16.320 --> 00:09:17.320]  AI取代不到
[00:09:17.320 --> 00:09:19.320]  很簡單 香港人很明白
[00:09:19.320 --> 00:09:21.320]  周星馳是無厘頭的
[00:09:21.320 --> 00:09:23.320]  也沒有邏輯可言
[00:09:23.320 --> 00:09:24.320]  但無厘頭之餘
[00:09:24.320 --> 00:09:27.320]  在衝撞下的喜劇效果
[00:09:27.320 --> 00:09:29.320]  AI是學不到的
[00:09:29.320 --> 00:09:31.320]  另外是輔導員
[00:09:31.320 --> 00:09:35.320]  甚至有個未來有期望
[00:09:35.320 --> 00:09:37.320]  有盼望的 牧師
[00:09:37.320 --> 00:09:39.320]  讀神學也對
[00:09:39.320 --> 00:09:40.320]  為甚麼呢
[00:09:40.320 --> 00:09:43.320]  因為那些工作是需要同理心
[00:09:43.320 --> 00:09:44.320]  需要創意
[00:09:44.320 --> 00:09:49.320]  甚至是需要對不合邏輯的世界理解
[00:09:49.320 --> 00:09:53.320]  原來很多東西
[00:09:53.320 --> 00:09:55.320]  我們的世界會改變
[00:09:55.320 --> 00:09:57.320]  甚至我們的世界
[00:09:57.320 --> 00:09:59.320]  那些知識 智慧 搞亂了
[00:09:59.320 --> 00:10:01.320]  在幾個月前
[00:10:01.320 --> 00:10:03.320]  香港有單新聞
[00:10:03.320 --> 00:10:05.320]  虐待安心事件
[00:10:05.320 --> 00:10:07.320]  大家知道 我不用說內容
[00:10:07.320 --> 00:10:09.320]  整件虐待安心事件
[00:10:09.320 --> 00:10:12.320]  我覺得整件事都很慘
[00:10:12.320 --> 00:10:15.320]  學生造假事件
[00:10:15.320 --> 00:10:18.320]  但背後都是父母做
[00:10:18.320 --> 00:10:20.320]  學生就擺上台
[00:10:20.320 --> 00:10:22.320]  最慘是在傳媒下
[00:10:22.320 --> 00:10:24.320]  很難自處
[00:10:24.320 --> 00:10:26.320]  但整件事給我覺得
[00:10:26.320 --> 00:10:28.320]  一個很可悲的現象
[00:10:28.320 --> 00:10:30.320]  就是今天的世界
[00:10:30.320 --> 00:10:32.320]  要求很多知識
[00:10:32.320 --> 00:10:33.320]  很多能力
[00:10:33.320 --> 00:10:34.320]  很多催谷
[00:10:34.320 --> 00:10:37.320]  小學的做大學的項目
[00:10:37.320 --> 00:10:39.320]  中學的做企業的項目
[00:10:39.320 --> 00:10:43.320]  贏在起跑線 坑人
[00:10:43.320 --> 00:10:45.320]  最恐怖的地方
[00:10:45.320 --> 00:10:47.320]  就是我們很多知識
[00:10:47.320 --> 00:10:48.320]  很多能力
[00:10:48.320 --> 00:10:50.320]  但不懂做人
[00:10:50.320 --> 00:10:52.320]  最恐怖的
[00:10:52.320 --> 00:10:53.320]  我們充滿知識
[00:10:53.320 --> 00:10:55.320]  卻缺乏智慧
[00:10:55.320 --> 00:10:57.320]  智慧BB班
[00:10:57.320 --> 00:10:59.320]  這是不是今天的現象呢?
[00:10:59.320 --> 00:11:02.320]  當我們這個世代
[00:11:02.320 --> 00:11:05.320]  是說我們怎樣有能力
[00:11:05.320 --> 00:11:07.320]  有知識的同時
[00:11:07.320 --> 00:11:10.320]  卻缺乏一種真正永恆
[00:11:10.320 --> 00:11:12.320]  長存 屬靈
[00:11:12.320 --> 00:11:15.320]  甚至長遠眼光的智慧
[00:11:15.320 --> 00:11:18.320]  也是為這個世代覺得可憐的
[00:11:18.320 --> 00:11:21.320]  當亞各面對教會
[00:11:21.320 --> 00:11:26.320]  很多虛假的情景
[00:11:26.320 --> 00:11:27.320]  當亞各
[00:11:27.320 --> 00:11:28.320]  很慘的
[00:11:28.320 --> 00:11:30.320]  記住亞各是甚麼年代
[00:11:30.320 --> 00:11:32.320]  早期教會年代
[00:11:32.320 --> 00:11:35.320]  耶穌升天沒多久的時候
[00:11:35.320 --> 00:11:37.320]  五旬節降臨
[00:11:37.320 --> 00:11:39.320]  聖靈降臨 建立教會
[00:11:39.320 --> 00:11:42.320]  建立教會是第一代的教會年代
[00:11:42.320 --> 00:11:44.320]  但居然教會
[00:11:44.320 --> 00:11:47.320]  在過了十幾二十年
[00:11:47.320 --> 00:11:48.320]  三十多年左右
[00:11:48.320 --> 00:11:51.320]  就出現很多教會虛假的現象
[00:11:51.320 --> 00:11:54.320]  我們中文都是
[00:11:54.320 --> 00:11:55.320]  屍骨未寒
[00:11:55.320 --> 00:11:56.320]  耶穌升天未寒
[00:11:56.320 --> 00:11:58.320]  已經教會亂了
[00:11:58.320 --> 00:12:01.320]  當教會出現虛假現象的時候
[00:12:01.320 --> 00:12:03.320]  信徒言行不一
[00:12:03.320 --> 00:12:05.320]  說一套做一套
[00:12:05.320 --> 00:12:07.320]  甚至說很有信心
[00:12:07.320 --> 00:12:08.320]  卻沒有行為
[00:12:08.320 --> 00:12:11.320]  甚至教會出現
[00:12:11.320 --> 00:12:13.320]  根據亞各式第一二三章
[00:12:13.320 --> 00:12:16.320]  教會出現大細昭的情景
[00:12:16.320 --> 00:12:17.320]  見有錢的
[00:12:17.320 --> 00:12:18.320]  權位高的
[00:12:18.320 --> 00:12:19.320]  坐好位置
[00:12:19.320 --> 00:12:21.320]  那些學行宣說的
[00:12:21.320 --> 00:12:23.320]  站在旁邊
[00:12:23.320 --> 00:12:25.320]  這些都是很噁心的情景
[00:12:25.320 --> 00:12:26.320]  最恐怖的是
[00:12:26.320 --> 00:12:28.320]  在教會裏面
[00:12:28.320 --> 00:12:30.320]  人們多人作師傅
[00:12:30.320 --> 00:12:32.320]  甚麼是多人作師傅
[00:12:32.320 --> 00:12:34.320]  每個人都發表論文
[00:12:34.320 --> 00:12:37.320]  批評這個批評那個
[00:12:37.320 --> 00:12:39.320]  說就天下無敵
[00:12:39.320 --> 00:12:40.320]  做又如何
[00:12:40.320 --> 00:12:42.320]  有心無力
[00:12:42.320 --> 00:12:43.320]  今天在教會也是
[00:12:43.320 --> 00:12:44.320]  我們很害怕
[00:12:44.320 --> 00:12:47.320]  有些人說就很厲害
[00:12:47.320 --> 00:12:51.320]  但做就偏頗
[00:12:51.320 --> 00:12:52.320]  最恐怖最恐怖
[00:12:52.320 --> 00:12:54.320]  今天教會又出現了一種
[00:12:54.320 --> 00:12:55.320]  假屬靈包裝
[00:12:55.320 --> 00:12:57.320]  甚麼是假屬靈包裝
[00:12:57.320 --> 00:12:59.320]  說得很屬靈
[00:12:59.320 --> 00:13:00.320]  在教會裏面
[00:13:00.320 --> 00:13:02.320]  玩很多
[00:13:02.320 --> 00:13:03.320]  很會玩的
[00:13:03.320 --> 00:13:05.320]  有時有些人
[00:13:05.320 --> 00:13:06.320]  說得很屬靈
[00:13:06.320 --> 00:13:08.320]  做又另一套
[00:13:08.320 --> 00:13:10.320]  有時人們不想幫你
[00:13:10.320 --> 00:13:13.320]  你猜他們通常用甚麼屬靈包裝
[00:13:13.320 --> 00:13:15.320]  我為你祈禱
[00:13:15.320 --> 00:13:17.320]  或者不想和你傾
[00:13:17.320 --> 00:13:18.320]  我為你抬頭
[00:13:18.320 --> 00:13:20.320]  去停止這個對話
[00:13:20.320 --> 00:13:23.320]  於是好像有一本書就說
[00:13:23.320 --> 00:13:25.320]  願你穿得暖
[00:13:25.320 --> 00:13:26.320]  吃得飽
[00:13:26.320 --> 00:13:28.320]  平平安安去吧
[00:13:28.320 --> 00:13:30.320]  擺明不幫你
[00:13:30.320 --> 00:13:31.320]  最慘在教會裏面
[00:13:31.320 --> 00:13:33.320]  有些人又想罵你
[00:13:33.320 --> 00:13:35.320]  但用屬靈包裝
[00:13:35.320 --> 00:13:36.320]  大兄
[00:13:36.320 --> 00:13:39.320]  恕我用愛心說誠實話
[00:13:39.320 --> 00:13:41.320]  然後罵你
[00:13:41.320 --> 00:13:44.320]  有些人很挑剔
[00:13:44.320 --> 00:13:46.320]  說你們要完全
[00:13:46.320 --> 00:13:48.320]  好像天父一樣完全
[00:13:48.320 --> 00:13:50.320]  這樣騙你
[00:13:50.320 --> 00:13:54.320]  有時見到假屬靈包裝的時候
[00:13:54.320 --> 00:13:56.320]  是令到那些人
[00:13:56.320 --> 00:13:58.320]  互相退卻
[00:13:58.320 --> 00:14:00.320]  在信仰上互相猜忌
[00:14:00.320 --> 00:14:03.320]  甚至那些人那麼假
[00:14:03.320 --> 00:14:06.320]  其實成為叛倒別人的工具
[00:14:06.320 --> 00:14:08.320]  有時我問
[00:14:08.320 --> 00:14:12.320]  有時教會不是需外面的逼迫
[00:14:12.320 --> 00:14:15.320]  教會不是需外面的
[00:14:15.320 --> 00:14:17.320]  對你的批評
[00:14:17.320 --> 00:14:18.320]  對你的攻擊
[00:14:18.320 --> 00:14:20.320]  教會是需甚麼?
[00:14:20.320 --> 00:14:22.320]  裏面虛假
[00:14:22.320 --> 00:14:24.320]  那些人鬥裝的
[00:14:24.320 --> 00:14:26.320]  用屬靈用上帝騙你
[00:14:26.320 --> 00:14:28.320]  這個群體散眼
[00:14:28.320 --> 00:14:30.320]  於是我們就問
[00:14:30.320 --> 00:14:33.320]  到底甚麼是真正的屬靈?
[00:14:33.320 --> 00:14:35.320]  真正屬神的智慧
[00:14:35.320 --> 00:14:38.320]  哪些是真正的屬靈?
[00:14:38.320 --> 00:14:40.320]  哪些是虛假?
[00:14:40.320 --> 00:14:44.320]  今天亞國書第三章第四章
[00:14:44.320 --> 00:14:46.320]  給我們四個指標
[00:14:46.320 --> 00:14:48.320]  首先我要用一個
[00:14:48.320 --> 00:14:49.320]  有個原則的
[00:14:49.320 --> 00:14:50.320]  正如耶穌說
[00:14:50.320 --> 00:14:53.320]  因為沒有好果樹結壞果子
[00:14:53.320 --> 00:14:56.320]  沒有壞樹結好果子
[00:14:56.320 --> 00:14:58.320]  凡樹木看果子
[00:14:58.320 --> 00:15:00.320]  就可以認出他來
[00:15:00.320 --> 00:15:01.320]  用這個原理
[00:15:01.320 --> 00:15:04.320]  透過這個表章
[00:15:04.320 --> 00:15:07.320]  你的所出現的跡象
[00:15:07.320 --> 00:15:10.320]  表現到你的屬靈生命是真是假
[00:15:10.320 --> 00:15:11.320]  堅定流
[00:15:11.320 --> 00:15:15.320]  於是我們就透過四個表章
[00:15:15.320 --> 00:15:17.320]  問我們在座每一位
[00:15:17.320 --> 00:15:18.320]  記住問自己
[00:15:18.320 --> 00:15:20.320]  不要對照別人
[00:15:20.320 --> 00:15:21.320]  對照別人是假屬靈
[00:15:21.320 --> 00:15:22.320]  記住
[00:15:22.320 --> 00:15:23.320]  第一個
[00:15:23.320 --> 00:15:26.320]  真正的屬神的智慧是怎樣呢?
[00:15:26.320 --> 00:15:28.320]  是顯溫柔
[00:15:28.320 --> 00:15:30.320]  我們一起讀第十三節好不好?
[00:15:30.320 --> 00:15:31.320]  一二三
[00:15:31.320 --> 00:15:42.320]  是
[00:15:42.320 --> 00:15:44.320]  原來在人世間當中
[00:15:44.320 --> 00:15:45.320]  什麼叫智慧呢?
[00:15:45.320 --> 00:15:47.320]  我們有個錯覺
[00:15:47.320 --> 00:15:49.320]  以為智慧的人是怎樣呢?
[00:15:49.320 --> 00:15:50.320]  口才了得
[00:15:50.320 --> 00:15:51.320]  充滿自信
[00:15:51.320 --> 00:15:53.320]  言詞風銳
[00:15:53.320 --> 00:15:55.320]  甚至立於不敗之地
[00:15:55.320 --> 00:15:56.320]  處處逼人
[00:15:56.320 --> 00:15:58.320]  你沒得反駁我
[00:15:58.320 --> 00:16:00.320]  這叫有了道的人
[00:16:00.320 --> 00:16:02.320]  但是在雅閣
[00:16:02.320 --> 00:16:04.320]  跟我們重申
[00:16:04.320 --> 00:16:05.320]  當中在座的
[00:16:05.320 --> 00:16:06.320]  有智慧的
[00:16:06.320 --> 00:16:07.320]  有見識的
[00:16:07.320 --> 00:16:09.320]  有了的
[00:16:09.320 --> 00:16:12.320]  你應該在智慧的溫柔上
[00:16:12.320 --> 00:16:16.320]  顯出他的善行來
[00:16:16.320 --> 00:16:18.320]  這是很重要的現象
[00:16:18.320 --> 00:16:21.320]  原來真正有智慧的人
[00:16:21.320 --> 00:16:24.320]  他們不是高高在上
[00:16:24.320 --> 00:16:26.320]  站在道德高地
[00:16:26.320 --> 00:16:27.320]  你不行了
[00:16:27.320 --> 00:16:28.320]  你就不行了
[00:16:28.320 --> 00:16:29.320]  你不行了
[00:16:29.320 --> 00:16:30.320]  在逼你
[00:16:30.320 --> 00:16:33.320]  真正有這個屬神智慧的人
[00:16:33.320 --> 00:16:38.320]  他們的生命是有溫柔美善的
[00:16:38.320 --> 00:16:39.320]  你知道
[00:16:39.320 --> 00:16:40.320]  在教會很喜歡
[00:16:40.320 --> 00:16:42.320]  人們願意站在道德高地
[00:16:42.320 --> 00:16:44.320]  手牽手
[00:16:44.320 --> 00:16:45.320]  牧師
[00:16:45.320 --> 00:16:46.320]  見牧師
[00:16:46.320 --> 00:16:47.320]  你做得不夠
[00:16:47.320 --> 00:16:49.320]  你不夠蘇牧師厲害
[00:16:49.320 --> 00:16:50.320]  你不夠誰厲害
[00:16:50.320 --> 00:16:52.320]  很容易說的
[00:16:52.320 --> 00:16:53.320]  然後叫你做
[00:16:53.320 --> 00:16:54.320]  你是牧者
[00:16:54.320 --> 00:16:55.320]  關我什麼事
[00:16:55.320 --> 00:16:58.320]  都有這種無賴的話
[00:16:58.320 --> 00:17:00.320]  在這個過程中
[00:17:00.320 --> 00:17:01.320]  我們就問
[00:17:01.320 --> 00:17:03.320]  真正的智慧
[00:17:03.320 --> 00:17:04.320]  是你要走出來
