
[00:00:00.000 --> 00:00:03.000]  (記者) 各位早安
[00:04:21.000 --> 00:04:24.000]  所以他在這本書中提到
[00:04:24.000 --> 00:04:29.000]  表達愛或接收愛有五個愛的語言
[00:04:29.000 --> 00:04:31.000]  這五個愛的語言是什麼呢
[00:04:31.000 --> 00:04:34.000]  包括了送禮物
[00:04:34.000 --> 00:04:41.000]  即是一份真心誠意送出的禮物
[00:04:41.000 --> 00:04:44.000]  第二個愛的語言是精心的時刻
[00:04:44.000 --> 00:04:48.000]  即是一個很有質素的相處時間
[00:04:48.000 --> 00:04:52.000]  第三個就是透過服務的行動
[00:04:52.000 --> 00:04:56.000]  第四是一些肯定或讚賞的語言
[00:04:56.000 --> 00:05:00.000]  第五是用身體接觸去表達愛
[00:05:00.000 --> 00:05:02.000]  或者是接收愛
[00:05:02.000 --> 00:05:04.000]  不知道在座的觀眾
[00:05:04.000 --> 00:05:08.000]  你會覺得哪一種愛的語言
[00:05:08.000 --> 00:05:12.000]  你覺得最能接受到愛呢
[00:05:12.000 --> 00:05:14.000]  禮物的有沒有呢?
[00:05:14.000 --> 00:05:17.000]  沒有
[00:05:17.000 --> 00:05:19.000]  質素的時間呢?
[00:05:19.000 --> 00:05:21.000]  精心的時刻呢?
[00:05:21.000 --> 00:05:23.000]  也有
[00:05:23.000 --> 00:05:25.000]  服務的行動呢?
[00:05:25.000 --> 00:05:26.000]  也有
[00:05:26.000 --> 00:05:28.000]  肯定的語言呢?
[00:05:28.000 --> 00:05:29.000]  我也有
[00:05:29.000 --> 00:05:31.000]  身體的接觸呢?
[00:05:31.000 --> 00:05:33.000]  也有
[00:05:33.000 --> 00:05:35.000]  應該是有的
[00:05:35.000 --> 00:05:41.000]  其實我覺得這本書說的五個愛的語言
[00:05:41.000 --> 00:05:43.000]  是我們一生都要學的
[00:05:43.000 --> 00:05:47.000]  因為在關係上如何表達愛
[00:05:47.000 --> 00:05:48.000]  如何接收愛
[00:05:48.000 --> 00:05:52.000]  都是人生中很重要的功課
[00:05:52.000 --> 00:05:57.000]  其中第一樣就是真心呈獻的禮物
[00:05:57.000 --> 00:06:02.000]  我們今天說到的題目叫做「最美的呈獻」
[00:06:02.000 --> 00:06:04.000]  也是透過聖經教導我們
[00:06:04.000 --> 00:06:10.000]  如何在神眼中的呈獻是最美的呈獻
[00:06:10.000 --> 00:06:14.000]  我們第四子堂一直說到的系列都是說文素記
[00:06:14.000 --> 00:06:19.000]  今天我們會說到文素記第七章的經文
[00:06:19.000 --> 00:06:23.000]  如果大家有少許記憶的話
[00:06:23.000 --> 00:06:25.000]  大家記得第一章到第六章
[00:06:25.000 --> 00:06:30.000]  記載以色列人在起行之前的預備
[00:06:30.000 --> 00:06:36.000]  內容主要是說到百姓和安營的一些位置有關的事情
[00:06:36.000 --> 00:06:39.000]  也有提到亞倫的兒子
[00:06:39.000 --> 00:06:41.000]  他們的祭司家族
[00:06:41.000 --> 00:06:44.000]  尼美人和哥核的子孫
[00:06:44.000 --> 00:06:47.000]  這是記載在第三到第四章
[00:06:47.000 --> 00:06:51.000]  亞倫的兒子尼美人和哥核的子孫
[00:06:51.000 --> 00:06:53.000]  這群人是甚麼人呢?
[00:06:53.000 --> 00:06:55.000]  他們是一群專職侍奉的人
[00:06:55.000 --> 00:06:58.000]  他們在會幕中服侍
[00:06:58.000 --> 00:07:04.000]  第五章提到當以色列人中間有不潔淨的情況出現時
[00:07:04.000 --> 00:07:06.000]  應該如何處理
[00:07:06.000 --> 00:07:08.000]  第六章是上星期
[00:07:08.000 --> 00:07:11.000]  耶穌提到的那西爾人的條例
[00:07:11.000 --> 00:07:15.000]  這些都是頭六章的經文
[00:07:15.000 --> 00:07:17.000]  到第六章最後
[00:07:17.000 --> 00:07:19.000]  第22到27節
[00:07:19.000 --> 00:07:22.000]  提到上帝吩咐摩西
[00:07:22.000 --> 00:07:26.000]  叫亞倫和兒子為以色列人做了一件事
[00:07:26.000 --> 00:07:30.000]  就是祝福他們
[00:07:30.000 --> 00:07:35.000]  因為亞倫和他的家族是祭司的階級
[00:07:35.000 --> 00:07:39.000]  我們看到上帝是很有層次和秩序地
[00:07:39.000 --> 00:07:43.000]  建立這群剛出到埃及的群體
[00:07:43.000 --> 00:07:47.000]  準備他們在未來日子裡
[00:07:47.000 --> 00:07:50.000]  在抗夜和進入迦南的時間
[00:07:50.000 --> 00:07:53.000]  我們看到上帝在這個過程裡
[00:07:53.000 --> 00:07:55.000]  無論在他們的軍事上
[00:07:55.000 --> 00:07:57.000]  在宗教上
[00:07:57.000 --> 00:08:00.000]  去預備這個群體進入迦南地
[00:08:00.000 --> 00:08:03.000]  上帝藉著亞倫和祭司的家族
[00:08:03.000 --> 00:08:05.000]  向以色列人的祝福
[00:08:05.000 --> 00:08:08.000]  就好像一個階段的完成
[00:08:08.000 --> 00:08:10.000]  就好像我們每一次崇拜
[00:08:10.000 --> 00:08:14.000]  我們都要完成領受祝福
[00:08:14.000 --> 00:08:17.000]  才算完成整個崇拜
[00:08:17.000 --> 00:08:19.000]  所以我們很多時候都會提醒子妹
[00:08:19.000 --> 00:08:21.000]  不要在崇拜裡早離開
[00:08:21.000 --> 00:08:24.000]  因為什麼叫完成整個崇拜呢?
[00:08:24.000 --> 00:08:27.000]  就是領受牧者的祝福
[00:08:27.000 --> 00:08:30.000]  猜險才算完成
[00:08:30.000 --> 00:08:33.000]  第七章說到什麼呢?
[00:08:33.000 --> 00:08:36.000]  第七章討論到以色列人
[00:08:36.000 --> 00:08:39.000]  繼續在當中如何去預備
[00:08:39.000 --> 00:08:41.000]  預備的是什麼呢?
[00:08:41.000 --> 00:08:45.000]  第七章就轉移了地方
[00:08:45.000 --> 00:08:47.000]  就是預備以色列人
[00:08:47.000 --> 00:08:50.000]  在會幕上相關的一些事情
[00:08:50.000 --> 00:08:53.000]  經文說到會幕要立起
[00:08:53.000 --> 00:08:55.000]  要樹立起
[00:08:55.000 --> 00:08:58.000]  而當時會幕樹立起之後
[00:08:58.000 --> 00:08:59.000]  我們看到經文提到
[00:08:59.000 --> 00:09:01.000]  當時的以色列人領袖
[00:09:01.000 --> 00:09:04.000]  不斷地帶了很多禮物
[00:09:04.000 --> 00:09:07.000]  去呈獻給上帝
[00:09:07.000 --> 00:09:10.000]  是一幅很美麗的圖畫
[00:09:10.000 --> 00:09:12.000]  而整個文素記第七章作者
[00:09:12.000 --> 00:09:15.000]  用了89節的經文
[00:09:15.000 --> 00:09:18.000]  去描述整個送禮物的過程
[00:09:18.000 --> 00:09:19.000]  我想大家可以想像
[00:09:19.000 --> 00:09:21.000]  送禮物的過程
[00:09:21.000 --> 00:09:25.000]  為什麼都用了89節的經文去描述呢?
[00:09:25.000 --> 00:09:28.000]  這段經文
[00:09:28.000 --> 00:09:29.000]  關於送禮物的經文
[00:09:29.000 --> 00:09:32.000]  在文素記是相當重要的
[00:09:32.000 --> 00:09:36.000]  因為我們看到聖經除了詩篇119篇之外
[00:09:36.000 --> 00:09:38.000]  篇幅最長的經文
[00:09:38.000 --> 00:09:42.000]  就是文素記第七章的經文
[00:09:42.000 --> 00:09:45.000]  一共有89節的經文
[00:09:45.000 --> 00:09:48.000]  文素記作者如此仔細
[00:09:48.000 --> 00:09:53.000]  和精心記錄整個送禮物的過程
[00:09:53.000 --> 00:09:54.000]  我們可以看到
[00:09:54.000 --> 00:09:57.000]  這個描述是重要的
[00:09:57.000 --> 00:09:59.000]  而在整個過程中
[00:09:59.000 --> 00:10:02.000]  我們看到這群以色列人獻上的禮物
[00:10:02.000 --> 00:10:05.000]  並不是單單出於一種責任
[00:10:05.000 --> 00:10:07.000]  在整個過程中
[00:10:07.000 --> 00:10:09.000]  亦不是雜亂無章
[00:10:09.000 --> 00:10:10.000]  隨隨便便
[00:10:10.000 --> 00:10:14.000]  而是我們看到他們獻禮物的過程中
[00:10:14.000 --> 00:10:17.000]  他們是出於甘心樂意
[00:10:17.000 --> 00:10:18.000]  是很有秩序
[00:10:18.000 --> 00:10:21.000]  亦是獻得其所
[00:10:21.000 --> 00:10:25.000]  我們一起進入經文中的第一個段落
[00:10:25.000 --> 00:10:27.000]  今天的題目是
[00:10:27.000 --> 00:10:29.000]  最尾的呈現是怎樣的呢?
[00:10:29.000 --> 00:10:33.000]  是甘心樂意和獻得其所
[00:10:33.000 --> 00:10:38.000]  我們一起讀經文的第一至第九節
[00:10:38.000 --> 00:10:39.000]  我們一起讀
[00:10:39.000 --> 00:10:41.000]  準備,一二三
[00:10:41.000 --> 00:10:43.000]  摩西樹立帳幕後
[00:10:43.000 --> 00:10:45.000]  受用高沒了帳幕
[00:10:45.000 --> 00:10:47.000]  使他分別為聖
[00:10:47.000 --> 00:10:51.000]  又用高沒其中的一切器具
[00:10:51.000 --> 00:10:55.000]  以及祭壇和壇上的一切器具
[00:10:55.000 --> 00:10:57.000]  使他們分別為聖
[00:10:57.000 --> 00:10:59.000]  以色列的領袖
[00:10:59.000 --> 00:11:01.000]  各父家的家長
[00:11:01.000 --> 00:11:03.000]  都前來奉獻
[00:11:03.000 --> 00:11:06.000]  他們是各支派的領袖
[00:11:06.000 --> 00:11:08.000]  管理那些被掃的人
[00:11:08.000 --> 00:11:10.000]  他們把自己的貢物
[00:11:10.000 --> 00:11:13.000]  送到耶和華面前
[00:11:13.000 --> 00:11:17.000]  就是六輛馮車和十二頭公牛
[00:11:17.000 --> 00:11:20.000]  每兩個領袖奉獻一輛車
[00:11:20.000 --> 00:11:23.000]  每個領袖奉獻一頭牛
[00:11:23.000 --> 00:11:26.000]  他們把這些都帶到帳幕前
[00:11:26.000 --> 00:11:29.000]  耶和華對摩西說
[00:11:29.000 --> 00:11:32.000]  你要從他們收下這些
[00:11:32.000 --> 00:11:35.000]  作為會幕侍奉的用途
[00:11:35.000 --> 00:11:37.000]  照著利美人所侍奉的
[00:11:37.000 --> 00:11:39.000]  教級他們各人
[00:11:39.000 --> 00:11:42.000]  於是摩西收了車和牛
[00:11:42.000 --> 00:11:44.000]  教級利美人
[00:11:44.000 --> 00:11:47.000]  他把兩輛車和四頭牛
[00:11:47.000 --> 00:11:49.000]  照著格遜子孫
[00:11:49.000 --> 00:11:52.000]  所侍奉的教級他們
[00:11:52.000 --> 00:11:55.000]  又把四輛車和八頭牛
[00:11:55.000 --> 00:11:57.000]  照著米拉利子孫
[00:11:57.000 --> 00:11:59.000]  所侍奉的教級他們
[00:11:59.000 --> 00:12:02.000]  他們都在亞倫濟斯的兒子
[00:12:02.000 --> 00:12:04.000]  以他馬的手下
[00:12:04.000 --> 00:12:08.000]  但沒有教級哥核子孫任何東西
[00:12:08.000 --> 00:12:12.000]  因為他們所侍奉的是聖物
[00:12:12.000 --> 00:12:15.000]  必須抬在肩頭上
[00:12:15.000 --> 00:12:18.000]  這段經文一開始就說到
[00:12:18.000 --> 00:12:21.000]  摩西樹立了帳幕之後
[00:12:21.000 --> 00:12:25.000]  樹立帳幕之後第一件事要做的事
[00:12:25.000 --> 00:12:27.000]  就是要把整個會幕本身
[00:12:27.000 --> 00:12:31.000]  和會幕相關的物品和人物
[00:12:31.000 --> 00:12:33.000]  是怎樣做的?
[00:12:33.000 --> 00:12:37.000]  經文說要用高末其中一切器具
[00:12:37.000 --> 00:12:40.000]  使它們能夠分別為聖
[00:12:40.000 --> 00:12:42.000]  或者成為聖
[00:12:42.000 --> 00:12:46.000]  按照利美記第八章三十三節
[00:12:46.000 --> 00:12:49.000]  提到整個分別為聖
[00:12:49.000 --> 00:12:51.000]  高末的過程
[00:12:51.000 --> 00:12:53.000]  是需要七天的時間進行
[00:12:53.000 --> 00:12:55.000]  可以看到這個過程
[00:12:55.000 --> 00:12:59.000]  是一個相當嚴肅和神聖的事件
[00:12:59.000 --> 00:13:02.000]  是不能夠輕忽的
[00:13:02.000 --> 00:13:05.000]  因為會幕和會幕相關的物品
[00:13:05.000 --> 00:13:08.000]  和在會幕裡服侍的人
[00:13:08.000 --> 00:13:11.000]  都是分別出來代表上帝
[00:13:11.000 --> 00:13:13.000]  和屬於上帝
[00:13:13.000 --> 00:13:16.000]  成為聖的意思
[00:13:16.000 --> 00:13:18.000]  不是那個物件或人
[00:13:18.000 --> 00:13:20.000]  本身有什麼特別的條件
[00:13:20.000 --> 00:13:22.000]  或者他做了什麼
[00:13:22.000 --> 00:13:24.000]  可以成為聖
[00:13:24.000 --> 00:13:26.000]  而是單單因為上帝
[00:13:26.000 --> 00:13:28.000]  把他們分別出來
[00:13:28.000 --> 00:13:31.000]  給上帝的意思
[00:13:31.000 --> 00:13:33.000]  而分別出來的儀式裡
[00:13:33.000 --> 00:13:35.000]  所用的是什麼?
[00:13:35.000 --> 00:13:36.000]  就是用油
[00:13:36.000 --> 00:13:38.000]  用油高末了這些物品
[00:13:38.000 --> 00:13:40.000]  高末了這些人
[00:13:40.000 --> 00:13:43.000]  就象徵著這些物品和人
[00:13:43.000 --> 00:13:45.000]  是被上帝所分別出來
[00:13:45.000 --> 00:13:47.000]  歸給上帝的
[00:13:47.000 --> 00:13:50.000]  第七章一節提到當中有什麼?
[00:13:50.000 --> 00:13:55.000]  有聖幕、會幕裡的器具、祭壇
[00:13:55.000 --> 00:13:57.000]  和所有物件
[00:13:57.000 --> 00:13:59.000]  這些東西全部都要有
[00:13:59.000 --> 00:14:01.000]  用油去塗抹
[00:14:01.000 --> 00:14:03.000]  之後就分別為聖
[00:14:03.000 --> 00:14:05.000]  去奉獻給上帝
[00:14:05.000 --> 00:14:06.000]  但如果大家細心想
[00:14:06.000 --> 00:14:09.000]  當中缺少一些什麼呢?
[00:14:09.000 --> 00:14:12.000]  我們知道會幕裡有很多不同的器具
[00:14:12.000 --> 00:14:14.000]  也有祭壇
[00:14:14.000 --> 00:14:16.000]  但這個會幕是要怎樣的?
[00:14:16.000 --> 00:14:19.000]  將來是要移動的
[00:14:19.000 --> 00:14:20.000]  是嗎?
[00:14:20.000 --> 00:14:24.000]  要隨著上帝要這群以色列人起行
[00:14:24.000 --> 00:14:26.000]  有雲柱、火柱帶著他們向前
[00:14:26.000 --> 00:14:28.000]  他們就要整個會幕
[00:14:28.000 --> 00:14:31.000]  舉起和向前移動
[00:14:31.000 --> 00:14:33.000]  所以要移動整個會幕
[00:14:33.000 --> 00:14:35.000]  和裡面的物品
[00:14:35.000 --> 00:14:37.000]  是需要什麼呢?
[00:14:37.000 --> 00:14:39.000]  需要車
[00:14:39.000 --> 00:14:41.000]  所以我們看到
[00:14:41.000 --> 00:14:43.000]  在經文裡提到
[00:14:43.000 --> 00:14:46.000]  以色列各個支派的領袖
[00:14:46.000 --> 00:14:48.000]  各父家的家長
[00:14:48.000 --> 00:14:50.000]  來到這裡去奉獻
[00:14:50.000 --> 00:14:51.000]  奉獻什麼呢?
[00:14:51.000 --> 00:14:53.000]  包括了有六輛房車
[00:14:53.000 --> 00:14:55.000]  和十二隻牛
[00:14:55.000 --> 00:14:59.000]  就是這些
[00:14:59.000 --> 00:15:02.000]  牛是負責牽著車
[00:15:02.000 --> 00:15:07.000]  車就可能要載其他的物品
[00:15:07.000 --> 00:15:11.000]  其中四輛車和四頭牛
[00:15:11.000 --> 00:15:15.000]  四頭牛就是照格遜的子孫去侍奉
[00:15:15.000 --> 00:15:16.000]  交給他們
[00:15:16.000 --> 00:15:21.000]  另外的四輛車和八頭牛
[00:15:21.000 --> 00:15:24.000]  就照米拉利的子孫去交給他們
[00:15:24.000 --> 00:15:26.000]  我們都會問一個問題
[00:15:26.000 --> 00:15:29.000]  為什麼米拉利族要的車和要的牛
[00:15:29.000 --> 00:15:32.000]  比格遜族多呢?
[00:15:32.000 --> 00:15:37.000]  主要原因是他們搬運的物品
[00:15:37.000 --> 00:15:40.000]  例如包括什麼呢?
[00:15:40.000 --> 00:15:47.000]  包括了會幕板、山、柱和座
[00:15:47.000 --> 00:15:50.000]  都是比較重的物品
[00:15:50.000 --> 00:15:54.000]  所以米拉利族所分配到的車和牛
[00:15:54.000 --> 00:15:56.000]  都是比格遜多一點
[00:15:56.000 --> 00:16:00.000]  因為他們搬運的物品比較重
[00:16:00.000 --> 00:16:04.000]  而哥核族沒有一輛車和一頭牛
[00:16:04.000 --> 00:16:05.000]  分配給他們
[00:16:05.000 --> 00:16:06.000]  為什麼呢?
[00:16:06.000 --> 00:16:09.000]  因為哥核族搬運物品
[00:16:09.000 --> 00:16:12.000]  是不可以用車和不可以用牛
[00:16:12.000 --> 00:16:15.000]  是要將物品放在肩頭上
[00:16:15.000 --> 00:16:19.000]  所以聖所裏面的物件要穿上貢
[00:16:19.000 --> 00:16:20.000]  和放在架上
[00:16:20.000 --> 00:16:22.000]  方便哥核族他們的人
[00:16:22.000 --> 00:16:26.000]  將物件放在肩頭上搬運
[00:16:26.000 --> 00:16:29.000]  格遜、米拉利和哥核族
[00:16:29.000 --> 00:16:33.000]  這三個族都是專門在會幕裏面
[00:16:33.000 --> 00:16:35.000]  幫忙搬運
[00:16:35.000 --> 00:16:39.000]  我們看到這個分工都是很仔細的
[00:16:39.000 --> 00:16:43.000]  有一班人負責搬運會幕裏面的器具和物品
[00:16:43.000 --> 00:16:47.000]  而這些經文就記載在文素記第四章裏面
[00:16:47.000 --> 00:16:49.000]  有很清楚的交代
[00:16:49.000 --> 00:16:54.000]  我們看到這些車和牛的獻上
[00:16:54.000 --> 00:16:56.000]  並不是上帝的吩咐
[00:16:56.000 --> 00:16:58.000]  而是這班以色列人的領袖
[00:16:58.000 --> 00:17:01.000]  代表著他們的支派
[00:17:01.000 --> 00:17:04.000]  甘心樂意地送上來
[00:17:04.000 --> 00:17:09.000]  因為他們認為這些是將來會幕需要用的東西
[00:17:09.000 --> 00:17:12.000]  所以我們看到他們對會幕的運作
[00:17:12.000 --> 00:17:14.000]  是有一定的認識的
[00:17:14.000 --> 00:17:18.000]  而實際上如何分配和使用這些物品
[00:17:18.000 --> 00:17:20.000]  就由摩西處理
[00:17:20.000 --> 00:17:24.000]  因為要真正知道具體運作的人
[00:17:24.000 --> 00:17:28.000]  去決定如何有效地運用這些資源
[00:17:28.000 --> 00:17:31.000]  正確地使用這些物資
[00:17:31.000 --> 00:17:34.000]  我們從這些經文裏面
[00:17:34.000 --> 00:17:36.000]  我們看到一個很特別的情況
[00:17:36.000 --> 00:17:40.000]  亦都值得我們反思和提醒
[00:17:40.000 --> 00:17:44.000]  我們都會對神有一種奉獻
[00:17:44.000 --> 00:17:49.000]  即是我們今天可能說的是金錢、時間、財幹、恩賜等等
[00:17:49.000 --> 00:17:52.000]  但很多時候我們都會想一個問題
[00:17:52.000 --> 00:17:55.000]  究竟當我們每一次去奉獻的時候
[00:17:55.000 --> 00:17:59.000]  甚至我們有時在崇拜、立志獻上的時候
[00:17:59.000 --> 00:18:05.000]  那個獻上是否一個甘心樂意獻得其所的獻上呢?
[00:18:05.000 --> 00:18:09.000]  這個問題其實我們沒有人知道答案
[00:18:09.000 --> 00:18:13.000]  唯有你獻禮物的人知道
[00:18:13.000 --> 00:18:18.000]  可能在這班支派領袖獻禮物的時候
[00:18:18.000 --> 00:18:20.000]  他們都有一個過程
[00:18:20.000 --> 00:18:23.000]  就是去想到究竟我獻上這些禮物
[00:18:23.000 --> 00:18:25.000]  是否能夠使用呢?
[00:18:25.000 --> 00:18:27.000]  是否合乎上帝的心意呢?
[00:18:27.000 --> 00:18:32.000]  這個其實我們有時都需要思想
[00:18:32.000 --> 00:18:35.000]  今天我們為上帝所擺上
[00:18:35.000 --> 00:18:38.000]  究竟是否真的甘心樂意
[00:18:38.000 --> 00:18:40.000]  是否獻得其所呢?
[00:18:40.000 --> 00:18:49.000]  我們深信當我們用一種甘心樂意的心態去獻上給上帝的時候
[00:18:49.000 --> 00:18:52.000]  上帝是閲立我們的獻上
[00:18:52.000 --> 00:18:55.000]  但這一刻我們願意的獻上
[00:18:55.000 --> 00:18:58.000]  又不等於往後我們的獻上
[00:18:58.000 --> 00:19:02.000]  是一個完全甘心樂意的獻上
[00:19:02.000 --> 00:19:07.000]  我身邊有不少認識的神學院的同學
[00:19:07.000 --> 00:19:09.000]  因為不同的原因
[00:19:09.000 --> 00:19:13.000]  他們今天可能已經沒有再在教會
[00:19:13.000 --> 00:19:17.000]  或者在一些基督教機構裡去侍奉
[00:19:17.000 --> 00:19:19.000]  有時聽他們分享的時候
[00:19:19.000 --> 00:19:21.000]  他們都會有一個問題
[00:19:21.000 --> 00:19:23.000]  在他們內心裡有一個掙扎
[00:19:23.000 --> 00:19:26.000]  究竟他們當時進入神學院
[00:19:26.000 --> 00:19:29.000]  夢照去獻上心志
[00:19:29.000 --> 00:19:33.000]  今天他們沒有再在那個地方實踐的時候
[00:19:33.000 --> 00:19:38.000]  其實那個獻上是一個怎樣的獻上呢?
[00:19:38.000 --> 00:19:43.000]  我覺得作為同道
[00:19:43.000 --> 00:19:49.000]  我覺得他們當一刻的獻上是上帝閲立的
[00:19:49.000 --> 00:19:55.000]  但是他們在過程裡離開了他們侍奉的地方
[00:19:55.000 --> 00:20:00.000]  不等於那一刻的獻上不是上帝所閲立
[00:20:00.000 --> 00:20:04.000]  不是代表他們那一刻的獻上不是甘心樂意
[00:20:04.000 --> 00:20:07.000]  原來我們看第七章的時候
[00:20:07.000 --> 00:20:10.000]  這個「呈獻」這個字
[00:20:10.000 --> 00:20:12.000]  offering是英文
[00:20:12.000 --> 00:20:17.000]  這個字原來在第七章裡出現了總共有八次
[00:20:17.000 --> 00:20:23.000]  而這個字翻譯出來其實都有不同的意思
[00:20:23.000 --> 00:20:25.000]  分別是譯作奉獻
[00:20:25.000 --> 00:20:27.000]  有譯作帶到
[00:20:27.000 --> 00:20:29.000]  有譯作前來
[00:20:29.000 --> 00:20:31.000]  有譯作獻
[00:20:31.000 --> 00:20:37.000]  原來這個原文的字根是有接近的意思
[00:20:37.000 --> 00:20:39.000]  當我看這段經文的時候發現
[00:20:39.000 --> 00:20:41.000]  這個字的意思很特別
[00:20:41.000 --> 00:20:43.000]  為什麼這個字叫「呈獻」
[00:20:43.000 --> 00:20:45.000]  offering就是我們的奉獻
[00:20:45.000 --> 00:20:50.000]  原來這個字根是和接近的意思這麼相近
[00:20:50.000 --> 00:20:53.000]  原來這一班以色列人的領袖
[00:20:53.000 --> 00:20:56.000]  將禮物帶到上帝面前
