
[00:00:00.000 --> 00:00:04.320]  今年是教會五年計劃裏面的主題
[00:02:41.480 --> 00:02:43.480]  有過渡房屋的服事
[00:02:43.480 --> 00:02:47.480]  亦都有跟不同機構合作去關懷探訪的
[00:02:47.480 --> 00:02:51.480]  有木福、恭福、呂青、毛家姐等等
[00:02:51.480 --> 00:02:56.480]  疫情裏面亦都有主愛恩情的社區關懷
[00:02:56.480 --> 00:02:58.480]  神都興起很多弟兄姊妹
[00:02:58.480 --> 00:03:02.480]  讓我們在當中服事社區裏面有需要的街坊
[00:03:02.480 --> 00:03:06.480]  我們都漸漸見到一些熟齡的果子
[00:03:06.480 --> 00:03:07.480]  有街坊信主
[00:03:07.480 --> 00:03:10.480]  於是我們就想帶他們回來恩福
[00:03:10.480 --> 00:03:15.480]  希望他們在恩福裏面繼續在主裏面成長
[00:03:15.480 --> 00:03:22.480]  但我發覺其實都比較多數是沒有辦法融入恩福
[00:03:22.480 --> 00:03:24.480]  問題出在哪裏呢?
[00:03:24.480 --> 00:03:27.480]  會不會是我們太過中產教會了
[00:03:27.480 --> 00:03:30.480]  不明白基層的需要?
[00:03:30.480 --> 00:03:33.480]  或者我們的架構規模太大了
[00:03:33.480 --> 00:03:35.480]  嚇壞他們
[00:03:35.480 --> 00:03:40.480]  還是我們家庭食得太豐富、太貴了
[00:03:40.480 --> 00:03:42.480]  他們不敢來
[00:03:42.480 --> 00:03:43.480]  但無論如何
[00:03:43.480 --> 00:03:49.480]  相信神的心意都是很希望信主的弟兄姊妹合而為一
[00:03:49.480 --> 00:03:51.480]  今天的經文幫助我們
[00:03:51.480 --> 00:03:54.480]  先從我們的心態去更新
[00:03:54.480 --> 00:03:56.480]  我們一起讀一讀《已忽所書》
[00:03:56.480 --> 00:03:58.480]  11至13節
[00:03:58.480 --> 00:04:00.480]  先讀11至13節
[00:04:00.480 --> 00:04:06.480]  所以你們要記得從前你們按欲體是愛邦人
[00:04:06.480 --> 00:04:08.480]  是沒受割禮的
[00:04:08.480 --> 00:04:15.480]  這明自是那些憑人手在欲身上受割禮的人所取的
[00:04:15.480 --> 00:04:19.480]  要記得那時候你們與基督無關
[00:04:19.480 --> 00:04:22.480]  與以色列選民團體隔絕
[00:04:22.480 --> 00:04:26.480]  在所應許的約上是局外人
[00:04:26.480 --> 00:04:30.480]  而且在世上沒有指望沒有神
[00:04:30.480 --> 00:04:33.480]  從前你們是遠離神的人
[00:04:33.480 --> 00:04:40.480]  如今卻在基督耶穌裡靠著他的血已經得以親近了
[00:04:40.480 --> 00:04:42.480]  第一個心態改變是
[00:04:42.480 --> 00:04:45.480]  要記得從前的光景
[00:04:45.480 --> 00:04:46.480]  在這個經文
[00:04:46.480 --> 00:04:49.480]  保羅用命令的語氣提醒愛邦的信徒
[00:04:49.480 --> 00:04:53.480]  要記得兩件事
[00:04:53.480 --> 00:04:55.480]  我們可以出一出
[00:04:55.480 --> 00:04:56.480]  第一是
[00:04:56.480 --> 00:05:02.480]  要記得他們以前按欲體是愛邦人
[00:05:02.480 --> 00:05:06.480]  被欲身上受了割禮的人
[00:05:06.480 --> 00:05:08.480]  稱為沒受割禮的
[00:05:08.480 --> 00:05:11.480]  即是他們被猶太人標籤
[00:05:11.480 --> 00:05:13.480]  被標籤的一群
[00:05:13.480 --> 00:05:18.480]  這個你們我們這個區隔是很明顯的
[00:05:18.480 --> 00:05:20.480]  如果被人負面標籤
[00:05:20.480 --> 00:05:21.480]  好不好受
[00:05:21.480 --> 00:05:23.480]  一點都不好受
[00:05:23.480 --> 00:05:27.480]  而這個標籤也造成了猶太人和愛邦人之間
[00:05:27.480 --> 00:05:29.480]  左隔的其中一部分
[00:05:29.480 --> 00:05:31.480]  第二個要記得的就是
[00:05:31.480 --> 00:05:33.480]  那時候未信主之前
[00:05:33.480 --> 00:05:36.480]  他們是和基督無關的
[00:05:36.480 --> 00:05:39.480]  什麼是和基督無關呢
[00:05:39.480 --> 00:05:42.480]  我們可以看看第十二節
[00:05:42.480 --> 00:05:45.480]  看上面那節經文
[00:05:45.480 --> 00:05:47.480]  看這一節我們可能會看到
[00:05:47.480 --> 00:05:51.480]  咦 有五個特徵是很不同的
[00:05:51.480 --> 00:05:53.480]  第一個是和基督無關
[00:05:53.480 --> 00:05:57.480]  第二個是和以色列的選民團體隔絕
[00:05:57.480 --> 00:05:59.480]  第三個是所謂約上是局外人
[00:05:59.480 --> 00:06:01.480]  然後世上沒有子王
[00:06:01.480 --> 00:06:02.480]  最後是沒有神
[00:06:02.480 --> 00:06:04.480]  就這樣看好像有五個
[00:06:04.480 --> 00:06:08.480]  但是從原文的句子結構和上下文
[00:06:08.480 --> 00:06:09.480]  其實只有一個特徵
[00:06:09.480 --> 00:06:12.480]  就是和基督無關
[00:06:12.480 --> 00:06:16.480]  畫面下面那節經文就是原文直譯的
[00:06:16.480 --> 00:06:20.480]  其實是一個特徵
[00:06:20.480 --> 00:06:23.480]  有兩組句子是形容這個特徵的
[00:06:23.480 --> 00:06:27.480]  紅色字就是中文翻譯沒有翻譯出來的
[00:06:27.480 --> 00:06:31.480]  就是「是」這個主要的動詞
[00:06:31.480 --> 00:06:33.480]  然後有兩個連接詞「和」
[00:06:33.480 --> 00:06:36.480]  它都是沒有翻譯出來的
[00:06:36.480 --> 00:06:39.480]  所以這一節經文主要表達
[00:06:39.480 --> 00:06:43.480]  你們「是」與基督無關
[00:06:43.480 --> 00:06:46.480]  之後兩組是解釋的
[00:06:46.480 --> 00:06:50.480]  第一組是以色列公民隔絕
[00:06:50.480 --> 00:06:54.480]  意思就是他們不是神的選民
[00:06:54.480 --> 00:06:57.480]  而下面所應許的約
[00:06:57.480 --> 00:07:00.480]  這個約是眾數詞
[00:07:00.480 --> 00:07:04.480]  所以所應許的諸約上是局外人
[00:07:04.480 --> 00:07:07.480]  神和以色列人都納了不少約
[00:07:07.480 --> 00:07:10.480]  有阿伯拉罕的約
[00:07:10.480 --> 00:07:12.480]  有大衛的約
[00:07:12.480 --> 00:07:15.480]  都是指向將來的應許
[00:07:15.480 --> 00:07:17.480]  是外邦人沒有份的
[00:07:17.480 --> 00:07:20.480]  所以第一組是句子
[00:07:20.480 --> 00:07:24.480]  藍色字沒有出來
[00:07:24.480 --> 00:07:25.480]  第一組就是
[00:07:25.480 --> 00:07:27.480]  「於是以色列公民隔絕」
[00:07:27.480 --> 00:07:30.480]  「和應許的諸約上是局外人」
[00:07:30.480 --> 00:07:33.480]  這一組是同一組來的
[00:07:33.480 --> 00:07:35.480]  是一個同義平衡來的
[00:07:35.480 --> 00:07:37.480]  差不多意思的兩個短句
[00:07:37.480 --> 00:07:38.480]  放在一起
[00:07:38.480 --> 00:07:41.480]  中間有一個「和」的連接詞連在一起
[00:07:41.480 --> 00:07:43.480]  而第二組是紫色字
[00:07:43.480 --> 00:07:46.480]  「世上沒有指望和沒有神」
[00:07:46.480 --> 00:07:48.480]  也是同義平衡的
[00:07:48.480 --> 00:07:51.480]  沒有指望就是睡了覺
[00:07:51.480 --> 00:07:53.480]  不知道會去哪裡
[00:07:53.480 --> 00:07:55.480]  在帖前也說過
[00:07:55.480 --> 00:07:57.480]  「論到誰了的人」
[00:07:57.480 --> 00:07:59.480]  「我們不願意大兄們不知道」
[00:07:59.480 --> 00:08:01.480]  「恐怕你們憂傷」
[00:08:01.480 --> 00:08:05.480]  「像那些沒有指望的人一樣」
[00:08:05.480 --> 00:08:09.480]  而沒有神就是沒有永生的盼望
[00:08:09.480 --> 00:08:12.480]  而下面的經文十九至二十二節
[00:08:12.480 --> 00:08:15.480]  也是一組一組對應這兩組的
[00:08:15.480 --> 00:08:18.480]  所以我們講到下面再解釋多一點
[00:08:18.480 --> 00:08:21.480]  那本來為什麼要外邦信徒
[00:08:21.480 --> 00:08:24.480]  要記得以前微信主纏的
[00:08:24.480 --> 00:08:26.480]  不是那麼好的光景呢
[00:08:26.480 --> 00:08:28.480]  為什麼呢
[00:08:28.480 --> 00:08:30.480]  在今個月初
[00:08:30.480 --> 00:08:31.480]  七月初
[00:08:31.480 --> 00:08:33.480]  我和太太就去了
[00:08:33.480 --> 00:08:36.480]  夫婦營的帶領夫婦訓練
[00:08:36.480 --> 00:08:38.480]  聽到一個見證
[00:08:38.480 --> 00:08:40.480]  我就明白為什麼要記得
[00:08:40.480 --> 00:08:43.480]  以前一些不是那麼好的光景
[00:08:43.480 --> 00:08:48.480]  龐元新弟兄是香港加新的第一任會長
[00:08:48.480 --> 00:08:51.480]  剛好我們在訓練裏面認識的
[00:08:51.480 --> 00:08:55.480]  而又剛好他的兒子
[00:08:55.480 --> 00:08:57.480]  在蒙召之前
[00:08:57.480 --> 00:09:00.480]  我們是同一間公司共事的
[00:09:00.480 --> 00:09:02.480]  就是神安排很特別
[00:09:02.480 --> 00:09:04.480]  以前是和他的兒子共事
[00:09:04.480 --> 00:09:09.480]  之後蒙召就和他爸爸一起去服侍
[00:09:09.480 --> 00:09:11.480]  龐大兄夫婦都很親切的
[00:09:11.480 --> 00:09:14.480]  我們就叫他Louis和Grace
[00:09:14.480 --> 00:09:17.480]  Louis分享他93年的時候
[00:09:17.480 --> 00:09:20.480]  他們夫婦關係是一個膠著的狀態
[00:09:20.480 --> 00:09:23.480]  而他只顧著工作
[00:09:23.480 --> 00:09:25.480]  太太就覺得婚姻很大問題
[00:09:25.480 --> 00:09:26.480]  沒什麼希望
[00:09:26.480 --> 00:09:31.480]  預備子女長大了就離婚
[00:09:31.480 --> 00:09:34.480]  剛好那時候他們就去了夫婦營
[00:09:34.480 --> 00:09:36.480]  93年那個年代
[00:09:36.480 --> 00:09:40.480]  你猜是誰帶夫婦營的
[00:09:40.480 --> 00:09:41.480]  宋牧師
[00:09:41.480 --> 00:09:46.480]  大家認不認識畫面這位女士
[00:09:46.480 --> 00:09:48.480]  是呀是呀 竹君師母
[00:09:48.480 --> 00:09:49.480]  大家認得她
[00:09:49.480 --> 00:09:52.480]  當年他們是非常有福氣的
[00:09:52.480 --> 00:09:55.480]  是邱青泰博士和竹君師母帶的
[00:09:55.480 --> 00:09:57.480]  他們去了這個營裏面
[00:09:57.480 --> 00:09:59.480]  經過竹君師母提醒
[00:09:59.480 --> 00:10:03.480]  Louis和Grace的婚姻就180度改變了
[00:10:03.480 --> 00:10:05.480]  他們最感恩的就是竹君師母
[00:10:05.480 --> 00:10:08.480]  成為他們婚姻成長的恩師
[00:10:08.480 --> 00:10:11.480]  他們很記得他們婚姻不好的時候
[00:10:11.480 --> 00:10:13.480]  那個膠著的狀態
[00:10:13.480 --> 00:10:15.480]  不好的關係
[00:10:15.480 --> 00:10:19.480]  但更重要的是記得什麼
[00:10:19.480 --> 00:10:21.480]  記得師母的恩情
[00:10:21.480 --> 00:10:24.480]  去幫助他們的婚姻去改變
[00:10:24.480 --> 00:10:26.480]  而且因著這份恩情
[00:10:26.480 --> 00:10:28.480]  和他們得著的助紂
[00:10:28.480 --> 00:10:31.480]  他們在家新服侍了三十多年
[00:10:31.480 --> 00:10:33.480]  於是我就明白了
[00:10:33.480 --> 00:10:35.480]  為什麼保羅要外邦人
[00:10:35.480 --> 00:10:38.480]  去記得他們以前未信主的光景
[00:10:38.480 --> 00:10:41.480]  更重要的是念忌主耶穌
[00:10:41.480 --> 00:10:44.480]  因為耶穌流出補血
[00:10:44.480 --> 00:10:47.480]  讓外邦人能夠親近神
[00:10:47.480 --> 00:10:50.480]  就是第十三節的意思
[00:10:50.480 --> 00:10:53.480]  遠和近的表達就是和神的親近程度
[00:10:53.480 --> 00:10:56.480]  遠離神就是被罪所阻隔
[00:10:56.480 --> 00:10:59.480]  沒有辦法親近神
[00:10:59.480 --> 00:11:00.480]  弟兄姊妹
[00:11:00.480 --> 00:11:02.480]  我們也很容易找到事物
[00:11:02.480 --> 00:11:04.480]  或者人與人之間不同的地方
[00:11:04.480 --> 00:11:07.480]  人與人之間實在都很多不同
[00:11:07.480 --> 00:11:09.480]  以至我們見到很多困難
[00:11:09.480 --> 00:11:11.480]  很多阻隔
[00:11:11.480 --> 00:11:14.480]  其實我們要記得主耶穌的恩典
[00:11:14.480 --> 00:11:16.480]  去嘗試改變我們的心態
[00:11:16.480 --> 00:11:19.480]  從注視人不同的地方
[00:11:19.480 --> 00:11:22.480]  轉移目光去注視主耶穌
[00:11:22.480 --> 00:11:24.480]  在信主的一刻
[00:11:24.480 --> 00:11:28.480]  你是因為什麼而信主的呢
[00:11:28.480 --> 00:11:31.480]  是主耶穌無條件的愛
[00:11:31.480 --> 00:11:34.480]  是主耶穌的接納
[00:11:34.480 --> 00:11:36.480]  祂的慈愛
[00:11:36.480 --> 00:11:38.480]  還是主的赦免
[00:11:38.480 --> 00:11:43.480]  還是你覺得主是很可靠的呢
[00:11:43.480 --> 00:11:45.480]  而救贖我們的主
[00:11:45.480 --> 00:11:46.480]  主耶穌基督
[00:11:46.480 --> 00:11:49.480]  才是我們合一的基礎
[00:11:49.480 --> 00:11:51.480]  不是我們合不合身
[00:11:51.480 --> 00:11:53.480]  投不投契
[00:11:53.480 --> 00:11:55.480]  不是我們背景差不多
[00:11:55.480 --> 00:11:57.480]  都是有一個老婆一個女兒
[00:11:57.480 --> 00:11:59.480]  不是我們都回恩福
[00:11:59.480 --> 00:12:05.480]  也不是我們可以說一口流利中英混雜的廣東話
[00:12:05.480 --> 00:12:07.480]  而是主耶穌
[00:12:07.480 --> 00:12:12.480]  主耶穌才是我們合一的基礎
[00:12:12.480 --> 00:12:13.480]  主耶穌是我們救主
[00:12:13.480 --> 00:12:15.480]  也拯救了我們
[00:12:15.480 --> 00:12:17.480]  在合一的事上
[00:12:17.480 --> 00:12:19.480]  主耶穌做了什麼呢
[00:12:19.480 --> 00:12:21.480]  我們應該怎樣回應呢
[00:12:21.480 --> 00:12:25.480]  我們一起讀一讀十四至十八節
[00:12:25.480 --> 00:12:29.480]  「因為祂自己是我們的和平
[00:12:29.480 --> 00:12:32.480]  使雙方合而為一
[00:12:32.480 --> 00:12:35.480]  拆毀了中間隔絕的牆
[00:12:35.480 --> 00:12:39.480]  而且以自己的身體終止了冤仇
[00:12:39.480 --> 00:12:42.480]  廢掉那既在律法上的規條
[00:12:42.480 --> 00:12:47.480]  為要使兩方藉著自己造成一個新人
[00:12:47.480 --> 00:12:49.480]  促成了和平
[00:12:49.480 --> 00:12:52.480]  既在十字架上消滅了冤仇
[00:12:52.480 --> 00:12:56.480]  就藉著十字架使雙方歸為一體
[00:12:56.480 --> 00:12:58.480]  與神和好
[00:12:58.480 --> 00:13:03.480]  並且來傳和平的福音給你們遠處的人
[00:13:03.480 --> 00:13:06.480]  也傳和平給那些近處的人
[00:13:06.480 --> 00:13:09.480]  因為我們雙方藉著它
[00:13:09.480 --> 00:13:14.480]  在同一位聖靈裡得以進到父面前」
[00:13:14.480 --> 00:13:18.480]  而第二個心態改變
[00:13:18.480 --> 00:13:21.480]  就是拆毀中間的隔閡
[00:13:21.480 --> 00:13:24.480]  我們先看看主耶穌為我們做了什麼
[00:13:24.480 --> 00:13:27.480]  以至我們信徒能夠合而為一
[00:13:27.480 --> 00:13:30.480]  在十四節開手用「因為」
[00:13:30.480 --> 00:13:33.480]  去表達耶穌是我們的和平
[00:13:33.480 --> 00:13:37.480]  在十三節外邦人可以親近神的原因
[00:13:37.480 --> 00:13:42.480]  經文裡我們指信主的外邦人和猶太人
[00:13:42.480 --> 00:13:45.480]  耶穌是信徒的和平
[00:13:45.480 --> 00:13:48.480]  經文裡的「我們」
[00:13:48.480 --> 00:13:50.480]  是我們的和平的「我們」
[00:13:50.480 --> 00:13:53.480]  就是指信主的外邦人和猶太人
[00:13:53.480 --> 00:13:55.480]  有耶穌在他們當中
[00:13:55.480 --> 00:13:59.480]  令他們兩個不和的群體變成和平
[00:13:59.480 --> 00:14:03.480]  主耶穌的使命也促成了他們的和平
[00:14:03.480 --> 00:14:05.480]  在十四、十五節裡
[00:14:05.480 --> 00:14:08.480]  用紫色字顯示出來
[00:14:08.480 --> 00:14:13.480]  首先耶穌令兩個群體放在一起合而為一
[00:14:13.480 --> 00:14:17.480]  但有時候就算兩個很好的朋友放在一起
[00:14:17.480 --> 00:14:19.480]  也會面和心不和
[00:14:19.480 --> 00:14:22.480]  不是放在一起就可以合一
[00:14:22.480 --> 00:14:27.480]  所以主耶穌就拆毀了中間隔絕的牆
[00:14:27.480 --> 00:14:30.480]  聖殿裡有外邦人院
[00:14:30.480 --> 00:14:35.480]  將外邦人和猶太人分開了
[00:14:35.480 --> 00:14:38.480]  這個有形的牆比較容易拆
[00:14:38.480 --> 00:14:42.480]  其實什麼牆比較難拆
[00:14:42.480 --> 00:14:44.480]  無形的牆比較難拆
[00:14:44.480 --> 00:14:48.480]  好像剛才說到的那些標籤
[00:14:48.480 --> 00:14:50.480]  還有猶太人對外邦人
[00:14:50.480 --> 00:14:53.480]  特別是羅馬人的仇恨
[00:14:53.480 --> 00:14:55.480]  羅馬人拆了他們的聖殿
[00:14:55.480 --> 00:14:57.480]  也佔領了他們的家園
[00:14:57.480 --> 00:15:00.480]  向他們抽很重的稅
[00:15:00.480 --> 00:15:03.480]  而且他們有文化上的阻隔
[00:15:03.480 --> 00:15:06.480]  猶太人信徒要求外邦信徒守律法
[00:15:06.480 --> 00:15:10.480]  例如割禮或者一些飲食的規條
[00:15:10.480 --> 00:15:13.480]  這些都是猶太人和外邦信徒
[00:15:13.480 --> 00:15:15.480]  他們中間的一些阻隔
[00:15:15.480 --> 00:15:18.480]  而主耶穌就直著張開了自己的身體
[00:15:18.480 --> 00:15:20.480]  在十字架上流出補血
[00:15:20.480 --> 00:15:24.480]  用無罪的身為罪承擔了罪責
[00:15:24.480 --> 00:15:28.480]  以致犯罪的人或者被得罪的
[00:15:28.480 --> 00:15:30.480]  所有的恩怨情仇
[00:15:30.480 --> 00:15:34.480]  都在主耶穌裡面一筆勾銷
[00:15:34.480 --> 00:15:36.480]  在聖經裡我們還看到
[00:15:36.480 --> 00:15:40.480]  耶穌為我們令到一些律法的規條無效
[00:15:40.480 --> 00:15:44.480]  這裡翻譯用了廢掉
[00:15:44.480 --> 00:15:47.480]  其實更貼切的翻譯是令到它無效
[00:15:47.480 --> 00:15:51.480]  為什麼廢掉不對呢
[00:15:51.480 --> 00:15:54.480]  因為主耶穌說過
[00:15:54.480 --> 00:15:59.480]  不要以為距離是要廢掉律法和先知
[00:15:59.480 --> 00:16:03.480]  距離不是廢掉而是要承傳
[00:16:03.480 --> 00:16:06.480]  例如一些律法要求
[00:16:06.480 --> 00:16:08.480]  安息日不可以治病
[00:16:08.480 --> 00:16:10.480]  耶穌有沒有治病
[00:16:10.480 --> 00:16:12.480]  耶穌那天也有治病
[00:16:12.480 --> 00:16:15.480]  所以祂令到那個律法無效
[00:16:15.480 --> 00:16:18.480]  但祂要承傳安息日的意義
[00:16:18.480 --> 00:16:21.480]  就是要大家專心去敬拜神
[00:16:21.480 --> 00:16:25.480]  所以耶穌不是來廢掉這些規條律法
[00:16:25.480 --> 00:16:31.480]  而是令到這些不對的規條無效
[00:16:31.480 --> 00:16:33.480]  而弟兄姊妹主耶穌的救贖
[00:16:33.480 --> 00:16:36.480]  已經拆毀了中間的牆
[00:16:36.480 --> 00:16:38.480]  加上最難解決的問題
[00:16:38.480 --> 00:16:39.480]  罪的問題
[00:16:39.480 --> 00:16:41.480]  人與人之間的冤仇
[00:16:41.480 --> 00:16:44.480]  主耶穌已經解決了
[00:16:44.480 --> 00:16:46.480]  其實我們真的沒有必要
[00:16:46.480 --> 00:16:50.480]  用人手再去設立一些阻隔的牆
[00:16:50.480 --> 00:16:52.480]  例如一些偏見
[00:16:52.480 --> 00:16:54.480]  可能大家也聽過一些報道
[00:16:54.480 --> 00:16:55.480]  一些新聞
[00:16:55.480 --> 00:16:57.480]  關於一些新來港人士
[00:16:57.480 --> 00:16:59.480]  他們不找工作
[00:16:59.480 --> 00:17:02.480]  一心去拿政府的資助
[00:17:02.480 --> 00:17:05.480]  平時有手好閒
[00:17:05.480 --> 00:17:08.480]  我也不反對真的有這些人
[00:17:08.480 --> 00:17:10.480]  但我們實際落區的時候
[00:17:10.480 --> 00:17:11.480]  我們接觸很多街坊
[00:17:11.480 --> 00:17:13.480]  其實他們也很好
[00:17:13.480 --> 00:17:15.480]  其中一位單親媽媽
[00:17:15.480 --> 00:17:18.480]  她獨力支撐整個家庭
[00:17:18.480 --> 00:17:21.480]  照顧六歲的女兒
[00:17:21.480 --> 00:17:25.480]  我們也曾經提議她去申請這些資助
[00:17:25.480 --> 00:17:26.480]  但她就說
[00:17:26.480 --> 00:17:28.480]  我有手有腳
[00:17:28.480 --> 00:17:29.480]  還可以做事
[00:17:29.480 --> 00:17:31.480]  不想去申請
[00:17:31.480 --> 00:17:36.480]  那些資助留給更有需要的人
[00:17:36.480 --> 00:17:39.480]  後來她真的找到一份工作
[00:17:39.480 --> 00:17:42.480]  晚上就去大廈倒垃圾
[00:17:42.480 --> 00:17:43.480]  她去倒垃圾
[00:17:43.480 --> 00:17:44.480]  女兒怎麼辦?
[00:17:44.480 --> 00:17:47.480]  誰來照顧?
[00:17:47.480 --> 00:17:50.480]  她擔心女兒一個人在家
[00:17:50.480 --> 00:17:53.480]  她竟然帶女兒去倒垃圾
[00:17:53.480 --> 00:17:55.480]  有時候真的很佩服這些街坊
[00:17:55.480 --> 00:17:57.480]  他們很刻苦
[00:17:57.480 --> 00:17:59.480]  很堅毅
[00:17:59.480 --> 00:18:02.480]  所以我們有時候也不能一竿子打一船人
[00:18:02.480 --> 00:18:06.480]  以偏概全
[00:18:06.480 --> 00:18:08.480]  主耶穌拆毀這場
[00:18:08.480 --> 00:18:10.480]  祂的目的是什麼呢?
[00:18:10.480 --> 00:18:12.480]  在十五節的下半節
[00:18:12.480 --> 00:18:15.480]  祂提出為要帶出兩個目的
[00:18:15.480 --> 00:18:17.480]  第一個目的就是
[00:18:17.480 --> 00:18:19.480]  祂令到兩方藉著自己
[00:18:19.480 --> 00:18:22.480]  造成一個新人
[00:18:22.480 --> 00:18:25.480]  以信徒之間會為肢體
[00:18:25.480 --> 00:18:26.480]  作為一個想法
[00:18:26.480 --> 00:18:29.480]  猶太和外邦信徒
[00:18:29.480 --> 00:18:31.480]  他們都是主類的肢體
[00:18:31.480 --> 00:18:32.480]  在一個身體裡
[00:18:32.480 --> 00:18:33.480]  無分彼此
[00:18:33.480 --> 00:18:36.480]  以主耶穌基督為首
[00:18:36.480 --> 00:18:37.480]  新人就表示
[00:18:37.480 --> 00:18:38.480]  舊事已過
[00:18:38.480 --> 00:18:41.480]  都變成新的了
[00:18:41.480 --> 00:18:42.480]  第二個目的就是
[00:18:42.480 --> 00:18:43.480]  十六節裡
[00:18:43.480 --> 00:18:45.480]  使雙方成為一體
[00:18:45.480 --> 00:18:47.480]  與神和好
[00:18:47.480 --> 00:18:49.480]  雙方各自所犯的罪
[00:18:49.480 --> 00:18:51.480]  都被神赦免了
[00:18:51.480 --> 00:18:54.480]  都是神的兒女
[00:18:54.480 --> 00:18:55.480]  其實這段經文
[00:18:55.480 --> 00:18:57.480]  也給了我很大的反思
[00:18:57.480 --> 00:19:00.480]  我們一開始有個疑問就是
[00:19:00.480 --> 00:19:02.480]  街坊信了主
[00:19:02.480 --> 00:19:04.480]  我們就帶他們回來恩福
[00:19:04.480 --> 00:19:07.480]  希望他們在這裡繼續成長
[00:19:07.480 --> 00:19:10.480]  但是大部分融入不了
[00:19:10.480 --> 00:19:12.480]  於是我們提出疑問
[00:19:12.480 --> 00:19:15.480]  問題在哪裡呢?
[00:19:15.480 --> 00:19:16.480]  在反思裡
[00:19:16.480 --> 00:19:20.480]  會不會其實問題就出在
[00:19:20.480 --> 00:19:25.480]  我們期望街坊融入我們呢?
[00:19:25.480 --> 00:19:27.480]  經文有沒有叫外邦信徒
[00:19:27.480 --> 00:19:30.480]  去融入猶太的群體呢?
[00:19:30.480 --> 00:19:31.480]  有沒有?
[00:19:31.480 --> 00:19:32.480]  沒有啊
[00:19:32.480 --> 00:19:37.480]  而經文叫他們怎樣呢?
[00:19:37.480 --> 00:19:40.480]  兩個合而為一
[00:19:40.480 --> 00:19:42.480]  不是誰融入誰
[00:19:42.480 --> 00:19:44.480]  而是造成一個新的人
[00:19:44.480 --> 00:19:45.480]  所以我想
[00:19:45.480 --> 00:19:48.480]  會不會融入恩福這個想法
[00:19:48.480 --> 00:19:53.480]  也是我們阻隔的牆呢?
[00:19:53.480 --> 00:19:55.480]  最近我看到一個見證
[00:19:55.480 --> 00:19:57.480]  是陳淑娟牧師的
[00:19:57.480 --> 00:19:59.480]  有沒有人聽過陳淑娟牧師的?
