
[00:00:00.000 --> 00:00:06.600]  好,開始之前很想分享一件很有趣的事
[00:01:32.280 --> 00:01:36.000]  「是否像一個考試、測驗一樣」
[00:01:36.000 --> 00:01:38.040]  我們在生命中
[00:01:38.040 --> 00:01:40.440]  可能真的好像正在面對
[00:01:40.440 --> 00:01:42.360]  一重重的考試、測驗
[00:01:42.360 --> 00:01:43.640]  究竟我們在生命中
[00:01:43.640 --> 00:01:45.600]  如何可以取悅神呢
[00:01:45.600 --> 00:01:47.480]  其實這件事很重要
[00:01:47.480 --> 00:01:49.080]  然後我便想起一件事
[00:01:49.080 --> 00:01:50.960]  我正在考試
[00:01:50.960 --> 00:01:54.040]  究竟知道題目是在考甚麼嗎
[00:01:54.120 --> 00:01:56.920]  我回想起我中學時
[00:01:56.920 --> 00:01:58.200]  我真的很弱
[00:01:58.200 --> 00:02:00.280]  我中學時完全不知道
[00:02:00.280 --> 00:02:02.640]  有一個東西叫答題技巧
[00:02:02.640 --> 00:02:03.800]  亦不知道有一個東西
[00:02:03.800 --> 00:02:05.680]  叫看清楚題目去回答問題
[00:02:05.680 --> 00:02:07.800]  所以我中學時的成績真的很差
[00:02:07.800 --> 00:02:09.400]  因為我完全都是…
[00:02:09.400 --> 00:02:11.600]  「作文嘛,自由書法」
[00:02:11.600 --> 00:02:12.560]  「你想說就寫甚麼」
[00:02:12.560 --> 00:02:14.520]  然後寫完就只能刺激
[00:02:14.520 --> 00:02:16.440]  原來世上有一個東西
[00:02:16.440 --> 00:02:19.320]  叫答題技巧和看清楚題目
[00:02:19.320 --> 00:02:21.680]  然後最近又來了
[00:02:21.760 --> 00:02:24.920]  就是我突然又要再考試
[00:02:24.920 --> 00:02:25.640]  我考甚麼試
[00:02:25.640 --> 00:02:31.920]  我要陪女兒去考小學面試
[00:02:31.920 --> 00:02:33.160]  小學面試
[00:02:33.160 --> 00:02:35.520]  有一天Edith沒空
[00:02:35.520 --> 00:02:40.040]  我要陪女兒去小學面試
[00:02:40.040 --> 00:02:43.280]  那麼久都忘記了考試是甚麼
[00:02:43.280 --> 00:02:45.040]  我就陪著她去
[00:02:45.040 --> 00:02:49.360]  去到小學面試的模擬試班
[00:02:49.440 --> 00:02:52.840]  老師說「爸爸帶著女兒進來」
[00:02:52.840 --> 00:02:55.040]  「你們就當是真的」
[00:02:55.040 --> 00:02:57.760]  「你們要開門打招呼」
[00:02:57.760 --> 00:02:59.440]  我就好,我帶著女兒進來
[00:02:59.440 --> 00:03:01.400]  然後就說「你好…」
[00:03:01.400 --> 00:03:03.640]  然後關門
[00:03:03.640 --> 00:03:05.920]  然後她說「爸爸…」
[00:03:05.920 --> 00:03:08.360]  「不行…麻煩從頭開始」
[00:03:08.360 --> 00:03:10.200]  然後我說「發生甚麼事」
[00:03:10.200 --> 00:03:11.040]  「我剛進來而已」
[00:03:11.040 --> 00:03:13.760]  然後她說「甚麼叫你好…」
[00:03:13.760 --> 00:03:15.400]  「各位老師好」
[00:03:15.400 --> 00:03:18.360]  「你不要太高音」
[00:03:18.440 --> 00:03:20.480]  「就是45度,一點點就行了」
[00:03:20.480 --> 00:03:22.440]  「為何你把門也關上」
[00:03:22.440 --> 00:03:24.040]  「你聽到有聲音嗎」
[00:03:24.040 --> 00:03:25.240]  「房間那麼安靜」
[00:03:25.240 --> 00:03:27.040]  「你關一聲做甚麼」
[00:03:27.040 --> 00:03:28.280]  「再來…」
[00:03:28.280 --> 00:03:30.040]  我又輕輕力地…
[00:03:30.040 --> 00:03:31.040]  還是關一聲
[00:03:31.040 --> 00:03:32.400]  然後我說「門是甚麼」
[00:03:32.400 --> 00:03:33.520]  「麻煩換掉吧」
[00:03:33.520 --> 00:03:37.520]  然後她說「你怕拿著手柄」
[00:03:37.520 --> 00:03:40.320]  「慢慢扭,推下去沒有聲音」
[00:03:40.320 --> 00:03:44.760]  然後我突然覺得很大壓力
[00:03:44.760 --> 00:03:46.560]  然後還有很多事
[00:03:46.640 --> 00:03:48.600]  例如為何女兒爬上椅子
[00:03:48.600 --> 00:03:49.840]  為何她玩拉鏈
[00:03:49.840 --> 00:03:51.360]  為何她的手不放在大腿上
[00:03:51.360 --> 00:03:52.880]  我頭也暈了
[00:03:52.880 --> 00:03:55.000]  香港真的很慘
[00:03:55.000 --> 00:03:58.440]  大家要去同情學生
[00:03:58.440 --> 00:03:59.720]  不過其實…
[00:03:59.720 --> 00:04:01.800]  然後我再想起一件事
[00:04:01.800 --> 00:04:05.720]  其實我現在是在學習如何回答題目
[00:04:05.720 --> 00:04:07.560]  考試時知道答案
[00:04:07.560 --> 00:04:10.400]  即是知道題目問甚麼是很重要的
[00:04:10.400 --> 00:04:12.880]  否則答完後真的只有空隙
[00:04:12.880 --> 00:04:15.160]  我便在想
[00:04:15.240 --> 00:04:16.240]  究竟我們屬靈生命
[00:04:16.240 --> 00:04:18.760]  是否知道我們在考甚麼
[00:04:18.760 --> 00:04:20.240]  究竟我們屬靈生命
[00:04:20.240 --> 00:04:23.800]  是否正在回答正確的答案
[00:04:23.800 --> 00:04:25.360]  我們究竟是否知道
[00:04:25.360 --> 00:04:28.360]  天父是想我們的生命活成怎樣
[00:04:28.360 --> 00:04:30.160]  還是我們可能做了很多事
[00:04:30.160 --> 00:04:33.080]  舉辦了一場大浪鳳,放煙花
[00:04:33.080 --> 00:04:35.960]  但我們發覺做完後還是只有空隙
[00:04:35.960 --> 00:04:37.800]  今天我們的經文裡
[00:04:37.800 --> 00:04:39.640]  會告訴我們這件事
[00:04:39.640 --> 00:04:40.560]  究竟我們生命中
[00:04:40.560 --> 00:04:42.400]  如何可以好好取悅神
[00:04:42.480 --> 00:04:46.440]  可以活一個合神心意、合格的生命
[00:04:46.440 --> 00:04:48.080]  今天就像貼題日一樣
[00:04:48.080 --> 00:04:51.640]  我們貼一下題,究竟如何考這個試
[00:04:51.640 --> 00:04:54.960]  我們今天說的經文是《雅各書》
[00:04:54.960 --> 00:04:56.400]  《雅各書》出現了…
[00:04:56.400 --> 00:04:58.400]  這個字出現了七次
[00:04:58.400 --> 00:05:00.040]  「完全」,Telios
[00:05:00.040 --> 00:05:02.520]  亦即是完全正直的生命
[00:05:02.520 --> 00:05:04.160]  所以其實它是在說一件事
[00:05:04.160 --> 00:05:06.280]  這本書是在告訴我們
[00:05:06.280 --> 00:05:09.760]  我們如何可以活出一個內外一致
[00:05:09.840 --> 00:05:11.840]  一個完全正直的生命
[00:05:11.840 --> 00:05:13.400]  合神心意的生命
[00:05:13.400 --> 00:05:17.360]  所以…在貼題,是嗎?在貼我們的題
[00:05:17.360 --> 00:05:18.560]  我們生命中
[00:05:18.560 --> 00:05:21.080]  如何可以活出一個合神心意的生命
[00:05:21.080 --> 00:05:22.480]  很特別的一點
[00:05:22.480 --> 00:05:25.000]  就是因為《雅各書》特別寫給猶太人
[00:05:25.000 --> 00:05:28.520]  所以有很多猶太人的色彩在裡面
[00:05:28.520 --> 00:05:31.320]  它特別說到針對猶太人
[00:05:31.320 --> 00:05:34.360]  他們面對的兩個問題
[00:05:34.360 --> 00:05:37.840]  第一,他們面對試煉時失去信心
[00:05:37.840 --> 00:05:38.800]  完全失去信心
[00:05:38.880 --> 00:05:40.400]  一來到,風吹雨打
[00:05:40.400 --> 00:05:42.400]  究竟神是否真的
[00:05:42.400 --> 00:05:46.280]  第二,他們內心有很多驕傲
[00:05:46.280 --> 00:05:47.680]  特別之處是…
[00:05:47.680 --> 00:05:50.160]  因為猶太人有一個特質
[00:05:50.160 --> 00:05:53.920]  就是他們從小到大都認識上帝
[00:05:53.920 --> 00:05:56.640]  知道祂的教訓、祂的誡命
[00:05:56.640 --> 00:05:58.880]  知道祂過去做過的事
[00:05:58.880 --> 00:06:02.120]  出埃及,大胃王
[00:06:02.120 --> 00:06:04.120]  然後整個以色列興起
[00:06:04.120 --> 00:06:06.000]  他們都知道很多事情
[00:06:06.000 --> 00:06:08.280]  但到了他們面對試煉時
[00:06:08.360 --> 00:06:09.920]  他們就興起問題
[00:06:09.920 --> 00:06:12.080]  「我何時出埃及」
[00:06:12.080 --> 00:06:14.480]  「我的生命為何會這麼困難」
[00:06:14.480 --> 00:06:17.840]  可能很多猶太人當時都會問這個問題
[00:06:17.840 --> 00:06:21.600]  第二,我過去認識了那麼多
[00:06:21.600 --> 00:06:23.000]  關於神的知識
[00:06:23.000 --> 00:06:26.120]  其實我內心究竟是否真的屬靈
[00:06:26.120 --> 00:06:28.400]  很多人以為自己很屬靈
[00:06:28.400 --> 00:06:30.240]  以致他們真的體會不到
[00:06:30.240 --> 00:06:33.200]  原來他們跟神的關係很遠
[00:06:33.200 --> 00:06:35.480]  所以《雅各書》這本書
[00:06:35.480 --> 00:06:37.680]  特別是讓猶太人知道
[00:06:37.760 --> 00:06:40.840]  他們要面對這兩件事、這兩個挑戰
[00:06:40.840 --> 00:06:43.560]  他們才可以活到一個叫Telios
[00:06:43.560 --> 00:06:45.280]  完全正直的生命
[00:06:45.280 --> 00:06:49.360]  所以這本書其實是告訴我們
[00:06:49.360 --> 00:06:54.200]  我們如何認識自己內裡的不正直
[00:06:54.200 --> 00:06:55.720]  然後我們去改變
[00:06:55.720 --> 00:06:58.200]  讓我們可以答對這個題目
[00:06:58.200 --> 00:07:01.400]  今天我們看的書中
[00:07:01.400 --> 00:07:03.440]  會正正告訴我們
[00:07:03.440 --> 00:07:05.160]  究竟我們生命中
[00:07:05.240 --> 00:07:07.720]  如何活出正直的生命
[00:07:07.720 --> 00:07:10.320]  特別我們會專注於第二部分
[00:07:10.320 --> 00:07:12.000]  內心的驕傲
[00:07:12.000 --> 00:07:16.080]  你看到後面《雅各書》第五章
[00:07:16.080 --> 00:07:18.600]  特別再提及主耶穌會再回來
[00:07:18.600 --> 00:07:20.000]  所以我們要向祂交徵
[00:07:20.000 --> 00:07:21.280]  我們要堅忍
[00:07:21.280 --> 00:07:24.560]  所以這正正是我們將來
[00:07:24.560 --> 00:07:27.160]  要交功課的時間
[00:07:27.160 --> 00:07:30.440]  而今天我們會說的
[00:07:30.440 --> 00:07:32.800]  就是《雅各書》第三章
[00:07:32.800 --> 00:07:34.240]  第三章先說了一件事
[00:07:34.320 --> 00:07:38.520]  就是教會裡不要有太多教師
[00:07:38.520 --> 00:07:41.480]  教師即是那些屬靈領袖
[00:07:41.480 --> 00:07:43.160]  你會問一個問題
[00:07:43.160 --> 00:07:44.720]  為何不要有太多
[00:07:44.720 --> 00:07:46.920]  明明叫我們要建立門徒
[00:07:46.920 --> 00:07:49.240]  然後讓門徒再去建立門徒
[00:07:49.240 --> 00:07:50.240]  是大使命
[00:07:50.240 --> 00:07:53.640]  為何不要有太多教師、屬靈領袖
[00:07:53.640 --> 00:07:54.760]  然後他就說了一件事
[00:07:54.760 --> 00:07:56.920]  其實不是在說多和少的問題
[00:07:56.920 --> 00:07:59.400]  是在於屬靈領袖有一樣東西
[00:07:59.400 --> 00:08:01.000]  很需要留意的
[00:08:01.000 --> 00:08:02.600]  就是自己的舌頭
[00:08:02.680 --> 00:08:05.400]  他就用1至12節說
[00:08:05.400 --> 00:08:08.800]  屬靈領袖的舌頭有很大的影響力
[00:08:08.800 --> 00:08:09.840]  他說錯了一件事
[00:08:09.840 --> 00:08:11.040]  其實可以令到
[00:08:11.040 --> 00:08:12.840]  好像燃點了整個森林一樣
[00:08:12.840 --> 00:08:14.240]  燒掉整個森林
[00:08:14.240 --> 00:08:16.320]  所以告訴我們一件事
[00:08:16.320 --> 00:08:19.800]  就是其實我們要很留意自己的舌頭
[00:08:19.800 --> 00:08:22.800]  究竟我們說的話是否合神心意
[00:08:22.800 --> 00:08:25.480]  還是我們在傷害群體
[00:08:25.480 --> 00:08:29.880]  但其實從來都不是我們舌頭說話
[00:08:29.880 --> 00:08:30.760]  是嗎
[00:08:30.840 --> 00:08:32.280]  沒有人是用舌頭說話
[00:08:32.280 --> 00:08:34.280]  你要用腦想完之後
[00:08:34.280 --> 00:08:37.240]  然後用舌頭再加上嘴巴才能說話
[00:08:37.240 --> 00:08:39.160]  所以其實人要面對的
[00:08:39.160 --> 00:08:40.520]  最終不是舌頭
[00:08:40.520 --> 00:08:43.400]  而是他內心的心思意念
[00:08:43.400 --> 00:08:44.280]  亦是這樣
[00:08:44.280 --> 00:08:46.800]  所以來到13節的時候
[00:08:46.800 --> 00:08:50.760]  雅各告訴我們
[00:08:50.760 --> 00:08:52.880]  我們要面對我們的心思意念
[00:08:52.880 --> 00:08:55.760]  當中我們就會看到一個假的智慧
[00:08:55.760 --> 00:08:56.880]  原來我們的心思意念
[00:08:56.880 --> 00:08:59.160]  可能會跟隨一個假的智慧
[00:08:59.240 --> 00:09:01.520]  那件事會帶走我們遠離神
[00:09:01.520 --> 00:09:04.480]  甚至會成為傷害群體的一件事
[00:09:04.480 --> 00:09:06.440]  而另一件事就是真智慧
[00:09:06.440 --> 00:09:08.480]  究竟…是真智慧
[00:09:08.480 --> 00:09:11.360]  讀歪了,寫字也笑了
[00:09:11.360 --> 00:09:13.240]  是,真智慧
[00:09:13.240 --> 00:09:15.240]  我們要學真智慧
[00:09:15.240 --> 00:09:17.200]  不是…是,大家明白了
[00:09:17.200 --> 00:09:19.960]  所以我們究竟如何找到
[00:09:19.960 --> 00:09:21.640]  我們的生命中
[00:09:21.640 --> 00:09:23.640]  心思意念都是合神的心意
[00:09:23.640 --> 00:09:25.440]  以至我們舌頭不會犯罪
[00:09:25.440 --> 00:09:27.680]  今天就是說這件事,明白嗎
[00:09:27.680 --> 00:09:28.400]  明白吧
[00:09:28.480 --> 00:09:30.320]  所以我們在第一部分
[00:09:30.320 --> 00:09:31.680]  我們先說假的智慧
[00:09:31.680 --> 00:09:33.160]  假的智慧就是這樣
[00:09:33.160 --> 00:09:36.200]  當我們服事、跟隨神
[00:09:36.200 --> 00:09:40.800]  但其實整件事都是以自己為考量中心
[00:09:40.800 --> 00:09:42.720]  究竟這件事對我怎樣
[00:09:42.720 --> 00:09:44.200]  我的感受是怎樣
[00:09:44.200 --> 00:09:45.840]  我的想法是怎樣
[00:09:45.840 --> 00:09:47.320]  對我有甚麼好處
[00:09:47.320 --> 00:09:50.280]  我和對方…為何對方會多一點
[00:09:50.280 --> 00:09:55.200]  這就是以自我為考量中心的生活方式
[00:09:55.280 --> 00:10:00.120]  但原來這件事會帶動到我們的舌頭犯罪
[00:10:00.120 --> 00:10:02.400]  並且會傷害整個群體
[00:10:02.400 --> 00:10:04.880]  不如我們一起讀這段經文,好嗎
[00:10:04.880 --> 00:10:07.720]  以至我們可以好好學習
[00:10:07.720 --> 00:10:09.440]  我們一起讀這段經文
[00:10:09.440 --> 00:10:13.600]  《雅各書》三章13至16節
[00:10:13.600 --> 00:10:16.040]  然後18節,我們一起讀,請
[00:10:16.040 --> 00:10:20.080]  「你們中間誰有智慧有見識的」
[00:10:20.080 --> 00:10:30.320]  (廣東話)
[00:10:30.320 --> 00:10:33.120]  「自誇不可說謊話」
[00:10:33.120 --> 00:10:35.000]  (廣東話)
[00:10:35.000 --> 00:10:38.000]  「智慧不是從上而下」
[00:10:38.000 --> 00:10:42.520]  「而是屬地上的、屬情慾的、屬鬼魔的」
[00:10:42.520 --> 00:10:45.320]  「在何處有疾度、自私」
[00:10:45.320 --> 00:10:49.440]  「在何處就有動亂和各樣的壞事」
[00:10:49.520 --> 00:10:52.880]  「正義的果實是為促進和平的人」
[00:10:52.880 --> 00:10:55.440]  「用和平栽種出來的」
[00:10:55.440 --> 00:10:56.920]  好,首先
[00:10:56.920 --> 00:10:59.760]  《雅各》在這段經文中分析了
[00:10:59.760 --> 00:11:03.560]  究竟真正的智慧和假的智慧有何分別
[00:11:03.560 --> 00:11:05.720]  當中原來就是這個
[00:11:05.720 --> 00:11:09.000]  就是「溫柔」這個字,只差「溫柔」
[00:11:09.000 --> 00:11:09.840]  「溫柔」是甚麼
[00:11:09.840 --> 00:11:11.160]  「林」字是甚麼
[00:11:11.160 --> 00:11:12.240]  被人欺負,是嗎
[00:11:12.240 --> 00:11:14.840]  或者是罵人後好像沒有罵過
[00:11:14.840 --> 00:11:17.240]  然後說「我可以的,沒問題」
[00:11:17.240 --> 00:11:19.120]  但怎知道原來這個字不是這個意思
[00:11:19.200 --> 00:11:20.600]  你看原文中
[00:11:20.600 --> 00:11:24.720]  「溫柔」其實是指不在意自身的重要意思
[00:11:24.720 --> 00:11:26.200]  也就是說主耶穌
[00:11:26.200 --> 00:11:28.200]  主耶穌有首歌叫做「Meekness」
[00:11:28.200 --> 00:11:30.080]  很想唱「回應詩」唱這首
[00:11:30.080 --> 00:11:32.760]  不過沒辦法,因為太…處理不及
[00:11:32.760 --> 00:11:34.960]  「Meekness」這個字其實是說
[00:11:34.960 --> 00:11:38.520]  我們用一個僕人的心態去服侍別人
[00:11:38.520 --> 00:11:40.280]  不是在意自己的身分地位
[00:11:40.280 --> 00:11:42.640]  你想想,主耶穌就是這樣,對吧
[00:11:42.640 --> 00:11:45.000]  祂是神的兒子
[00:11:45.120 --> 00:11:47.680]  但祂放下自身的重要
[00:11:47.680 --> 00:11:51.160]  來釘十字架,受死,為我們死
[00:11:51.160 --> 00:11:53.960]  這就是真正的溫柔
[00:11:53.960 --> 00:11:55.840]  不在意自身的重要
[00:11:55.840 --> 00:11:57.600]  甚麼是假的智慧
[00:11:57.600 --> 00:11:59.600]  就是很重視自己的重要
[00:11:59.600 --> 00:12:02.680]  所以這個正正假的智慧
[00:12:02.680 --> 00:12:05.880]  為何會讓我們在舌頭上犯罪
[00:12:05.880 --> 00:12:06.760]  傷害群體
[00:12:06.760 --> 00:12:09.920]  就是因為我們很在意自身的重要
[00:12:09.920 --> 00:12:12.280]  甚至這件事會帶動我們
[00:12:12.280 --> 00:12:14.480]  有四個層面的犯罪
[00:12:14.560 --> 00:12:16.560]  第一,就是「疾到」
[00:12:16.560 --> 00:12:17.400]  疾到即是甚麼
[00:12:17.400 --> 00:12:20.040]  「他比我厲害,我很不開心」
[00:12:20.040 --> 00:12:21.200]  「我一定要比他厲害」
[00:12:21.200 --> 00:12:22.640]  「我很羨慕他」
[00:12:22.640 --> 00:12:24.080]  「我不可以輸給他」
[00:12:24.080 --> 00:12:25.880]  這就是我,對嗎
[00:12:25.880 --> 00:12:27.440]  就是看著自己
[00:12:27.440 --> 00:12:28.120]  「自私」
[00:12:28.120 --> 00:12:30.200]  「為何他可以有那麼多東西」
[00:12:30.200 --> 00:12:31.480]  「為何我沒有」
[00:12:31.480 --> 00:12:34.200]  然後「我不甘心,我要拿」
[00:12:34.200 --> 00:12:37.200]  這就是看著我去做事
[00:12:37.200 --> 00:12:38.800]  第三,「自誇」
[00:12:38.800 --> 00:12:41.320]  「你看我多厲害,多厲害」
[00:12:41.320 --> 00:12:42.720]  「羨慕我吧」
[00:12:42.720 --> 00:12:44.080]  這就是看著我
[00:12:44.160 --> 00:12:46.920]  最後,「說謊話抵擋真理」
[00:12:46.920 --> 00:12:48.480]  就是當別人說你的時候
[00:12:48.480 --> 00:12:51.160]  別人都說「聖經這樣說你不對」
[00:12:51.160 --> 00:12:52.920]  然後你說「我沒有問題」
[00:12:52.920 --> 00:12:55.400]  「我是對的,我才是真」
[00:12:55.400 --> 00:13:00.240]  這就像是告訴別人
[00:13:00.240 --> 00:13:03.000]  對與錯是由我去決定的意思
[00:13:03.000 --> 00:13:04.440]  所以這正正就是
[00:13:04.440 --> 00:13:07.720]  當你以自我為考量中心的時間
[00:13:07.720 --> 00:13:09.440]  所犯的四項罪
[00:13:09.440 --> 00:13:13.320]  讓你的舌頭可以傷害你的群體
[00:13:14.280 --> 00:13:16.560]  但在裡面告訴我們
[00:13:16.560 --> 00:13:18.760]  為何這件事那麼恐怖、那麼危險
[00:13:18.760 --> 00:13:20.360]  它分為三個層次
[00:13:20.360 --> 00:13:21.720]  第一個層次告訴我們
[00:13:21.720 --> 00:13:24.240]  它是屬地的,是地上的東西
[00:13:24.240 --> 00:13:26.000]  屬於世界的
[00:13:26.000 --> 00:13:28.040]  第二,沒有聖靈在裡面
[00:13:28.040 --> 00:13:30.120]  不是聖靈帶你去做這件事
[00:13:30.120 --> 00:13:32.000]  第三,甚至告訴你
[00:13:32.000 --> 00:13:34.520]  這件事是從撒旦那裡來的
[00:13:34.520 --> 00:13:38.920]  所以當我們在福士、跟隨主義中
[00:13:38.920 --> 00:13:40.720]  我們只想著自己
[00:13:40.800 --> 00:13:43.920]  你要知道這件事是從撒旦那裡來的
[00:13:43.920 --> 00:13:46.680]  當你跟別人爭取很多東西
[00:13:46.680 --> 00:13:48.240]  跟別人羨慕
[00:13:48.240 --> 00:13:50.560]  或者想盡辦法踩低別人
[00:13:50.560 --> 00:13:51.760]  去建立自己
[00:13:51.760 --> 00:13:55.040]  這些是從撒旦那裡來的,弟兄姊妹
[00:13:55.040 --> 00:13:57.240]  很特別的一點就是
[00:13:57.240 --> 00:13:58.400]  我最近在看
[00:13:58.400 --> 00:14:02.520]  有些撒旦教的人逃離、出來之後
[00:14:02.520 --> 00:14:03.640]  他們告訴我們
[00:14:03.640 --> 00:14:07.040]  原來撒旦教不是叫你跪著拜撒旦
[00:14:07.040 --> 00:14:08.320]  你知道嗎
[00:14:08.400 --> 00:14:11.480]  很多時候,他們跟教徒說
[00:14:11.480 --> 00:14:14.120]  你很重要,你是自己的神
[00:14:14.120 --> 00:14:16.440]  這差不多是他們的教義
[00:14:16.440 --> 00:14:19.760]  所以撒旦教不是教你如何拜一個偶像
[00:14:19.760 --> 00:14:22.600]  而是你自己成為那個偶像
[00:14:22.600 --> 00:14:25.120]  所以我覺得這正是很貼切的一件事
[00:14:25.120 --> 00:14:26.560]  究竟我們生命裡
[00:14:26.560 --> 00:14:30.120]  我們拜哪一個是我們自己的神
[00:14:30.120 --> 00:14:32.760]  究竟我們有沒有不斷看著自己
[00:14:32.760 --> 00:14:34.880]  以自己為考量的中心
[00:14:34.960 --> 00:14:38.480]  以致會讓很多人受傷害
[00:14:38.480 --> 00:14:41.720]  這件事同時在和應
[00:14:41.720 --> 00:14:44.000]  其實在《創世紀》裡
[00:14:44.000 --> 00:14:45.760]  人犯罪不就是這樣嗎
[00:14:45.760 --> 00:14:47.680]  撒旦教的人說
[00:14:47.680 --> 00:14:50.840]  你吃了之後,你就可以成為神了
[00:14:50.840 --> 00:14:54.400]  分辨善惡的權柄就在你裡面
[00:14:54.400 --> 00:14:57.000]  以致當人犯罪之後
[00:14:57.000 --> 00:14:59.840]  就連服侍神也成為了一個比較
[00:14:59.840 --> 00:15:02.400]  都是以自己為中心
[00:15:02.480 --> 00:15:05.080]  就正如該人一樣看著老伯
[00:15:05.080 --> 00:15:07.840]  為何神喜歡他的公物
[00:15:07.840 --> 00:15:08.960]  不喜歡我的公物
[00:15:08.960 --> 00:15:10.840]  所以就殺了他
[00:15:10.840 --> 00:15:13.600]  當人以自我為考量中心的時候
[00:15:13.600 --> 00:15:16.440]  就會變成很多毒素
[00:15:16.440 --> 00:15:18.840]  甚至變成很多罪
[00:15:18.840 --> 00:15:20.240]  所以我們生命裡
[00:15:20.240 --> 00:15:22.400]  其實更加要學習的一件事
[00:15:22.400 --> 00:15:27.320]  就是我們要學習如何防止驕傲
[00:15:27.320 --> 00:15:30.480]  我們要防止自己在做事中
[00:15:30.560 --> 00:15:33.960]  以自己為中心,做中心思想
[00:15:33.960 --> 00:15:37.880]  因為這件事會成為傷害我們群體的事
[00:15:37.880 --> 00:15:39.520]  我在想會如何發生
[00:15:39.520 --> 00:15:43.800]  或者就正如假設在敬拜隊
[00:15:43.800 --> 00:15:46.240]  我記得以前讀音樂的時候
[00:15:46.240 --> 00:15:47.400]  在大學的時候讀音樂
[00:15:47.400 --> 00:15:48.560]  他們會說
[00:15:48.560 --> 00:15:50.400]  哪個樂手是最討人厭的
[00:15:50.400 --> 00:15:53.280]  他們就說是琴手最討人厭
[00:15:53.280 --> 00:15:54.400]  你知道為甚麼嗎
[00:15:54.400 --> 00:15:56.800]  因為琴手低音又彈到,高音又彈到
[00:15:56.800 --> 00:15:57.640]  全部阻礙著
[00:15:57.640 --> 00:15:59.280]  低音又彈到低音
[00:15:59.360 --> 00:16:00.520]  然後他們又不喜歡
[00:16:00.520 --> 00:16:03.720]  高音又彈到其他人的結他、小提琴
[00:16:03.720 --> 00:16:04.920]  又不喜歡
[00:16:04.920 --> 00:16:08.240]  然後就在想,如果在音樂上來說
[00:16:08.240 --> 00:16:10.040]  大家都是顧著自己
[00:16:10.040 --> 00:16:12.440]  我很喜歡表達,我想去表達
[00:16:12.440 --> 00:16:16.080]  其實是很容易吵架的,對吧
[00:16:16.080 --> 00:16:19.160]  甚至同時,可能現在看著這個台
[00:16:19.160 --> 00:16:22.560]  其實我也想坦白告訴大家
[00:16:22.560 --> 00:16:26.360]  上台後,其實有很多爭戰
[00:16:26.360 --> 00:16:28.160]  有很多虛榮心
[00:16:28.240 --> 00:16:29.720]  你大一場勁拜
[00:16:29.720 --> 00:16:32.120]  有百多二百人跟你一起唱
[00:16:32.120 --> 00:16:34.200]  然後突然覺得很滿足
[00:16:34.200 --> 00:16:37.920]  很有那種很溫暖、大合唱的感覺
[00:16:37.920 --> 00:16:40.400]  其實在服事中很容易
[00:16:40.400 --> 00:16:42.680]  會建立你一種驕傲
[00:16:42.680 --> 00:16:46.680]  一種覺得自己天上有,地下沒有的感覺
[00:16:46.680 --> 00:16:50.520]  我們要很留意、很小心
[00:16:50.520 --> 00:16:52.760]  或者回到小組裡
[00:16:52.760 --> 00:16:55.160]  同樣可以有驕傲的發生,對吧
