
[00:00:00.000 --> 00:00:03.200]  希望今天的訊息能夠跟你們說話,好嗎?
[00:04:14.200 --> 00:04:15.200]  但大家感不感受到
[00:04:15.200 --> 00:04:17.200]  你實體回來教會之後
[00:04:17.200 --> 00:04:19.200]  教會的復興、團體的復興
[00:04:19.200 --> 00:04:21.200]  到位了嗎?
[00:04:21.200 --> 00:04:23.200]  有多少人覺得已經到了半成的舉手?
[00:04:23.200 --> 00:04:24.200]  看看
[00:04:24.200 --> 00:04:26.200]  即是50%
[00:04:26.200 --> 00:04:28.200]  恢復50%
[00:04:28.200 --> 00:04:29.200]  舉手看看
[00:04:29.200 --> 00:04:31.200]  對了
[00:04:31.200 --> 00:04:33.200]  永光這些舉手真是令人振奮人心
[00:04:33.200 --> 00:04:34.200]  OK
[00:04:34.200 --> 00:04:35.200]  大家不敢舉手
[00:04:35.200 --> 00:04:36.200]  原因是
[00:04:36.200 --> 00:04:38.200]  因為你在檢視
[00:04:38.200 --> 00:04:40.200]  其實我自己有沒有起碼振奮到70%
[00:04:40.200 --> 00:04:42.200]  七成疫情的狀態
[00:04:42.200 --> 00:04:43.200]  如果問你們
[00:04:43.200 --> 00:04:45.200]  那你們檢視教會整體的復興
[00:04:45.200 --> 00:04:46.200]  去到七成了嗎?
[00:04:46.200 --> 00:04:48.200]  我想你又不敢舉手
[00:04:48.200 --> 00:04:49.200]  如果蘇慕斯剛剛坐在這裡
[00:04:49.200 --> 00:04:50.200]  你覺得很低的話
[00:04:50.200 --> 00:04:52.200]  蘇慕斯監視著你
[00:04:52.200 --> 00:04:53.200]  你看死教會不行
[00:04:53.200 --> 00:04:54.200]  沒有理由的
[00:04:54.200 --> 00:04:56.200]  但我想問你幾個問題
[00:04:56.200 --> 00:04:58.200]  跟我一起反思幾個問題
[00:04:58.200 --> 00:04:59.200]  第一
[00:04:59.200 --> 00:05:01.200]  現在我們全面實體了嗎?
[00:05:01.200 --> 00:05:02.200]  教會
[00:05:02.200 --> 00:05:04.200]  其實是的
[00:05:04.200 --> 00:05:06.200]  只有中堂有YouTube
[00:05:06.200 --> 00:05:07.200]  是不是?
[00:05:07.200 --> 00:05:10.200]  但我想跟在家裡YouTube的會眾揮手
[00:05:10.200 --> 00:05:11.200]  Hi
[00:05:11.200 --> 00:05:12.200]  歡迎你
[00:05:12.200 --> 00:05:14.200]  還有不少的
[00:05:14.200 --> 00:05:16.200]  第二
[00:05:16.200 --> 00:05:18.200]  Zoom線上聚會和學習過往這幾年
[00:05:18.200 --> 00:05:20.200]  帶來的後遺症你有沒有想過?
[00:05:20.200 --> 00:05:23.200]  為什麼我特別強調後遺症
[00:05:23.200 --> 00:05:24.200]  而不強調好處呢?
[00:05:24.200 --> 00:05:26.200]  有沒有想過這些後遺症
[00:05:26.200 --> 00:05:28.200]  你不停上網去挑選
[00:05:28.200 --> 00:05:30.200]  挑選
[00:05:30.200 --> 00:05:32.200]  聽哪一個崇拜
[00:05:32.200 --> 00:05:33.200]  聽哪一個講完
[00:05:33.200 --> 00:05:34.200]  學什麼主要學
[00:05:34.200 --> 00:05:36.200]  你習慣了之後
[00:05:36.200 --> 00:05:37.200]  其實
[00:05:37.200 --> 00:05:39.200]  你究竟是喜歡追求知識
[00:05:39.200 --> 00:05:41.200]  你有沒有發覺自己是逃避了實體
[00:05:41.200 --> 00:05:43.200]  去面對回肢體的成長
[00:05:43.200 --> 00:05:45.200]  坦然的開面
[00:05:45.200 --> 00:05:46.200]  開口罩的
[00:05:46.200 --> 00:05:48.200]  面對面的交心
[00:05:48.200 --> 00:05:50.200]  你有沒有發覺是有後遺症
[00:05:50.200 --> 00:05:52.200]  你都要去克服的?
[00:05:52.200 --> 00:05:53.200]  第三
[00:05:53.200 --> 00:05:54.200]  重新開念見面
[00:05:54.200 --> 00:05:56.200]  面對面的肢體生活
[00:05:56.200 --> 00:05:57.200]  現在在團體應該是這樣
[00:05:57.200 --> 00:05:58.200]  其實你覺得
[00:05:58.200 --> 00:06:00.200]  你現在是不是已經覺得很投入呢?
[00:06:00.200 --> 00:06:02.200]  我聽說連小朋友
[00:06:02.200 --> 00:06:03.200]  小學生
[00:06:03.200 --> 00:06:04.200]  中學生
[00:06:04.200 --> 00:06:05.200]  開念之後
[00:06:05.200 --> 00:06:06.200]  的溝通
[00:06:06.200 --> 00:06:08.200]  重建信任
[00:06:08.200 --> 00:06:09.200]  再開放再投入
[00:06:09.200 --> 00:06:11.200]  原來都有一些屏障
[00:06:11.200 --> 00:06:13.200]  不是說樣子的屏障
[00:06:13.200 --> 00:06:15.200]  其實樣子的屏障
[00:06:15.200 --> 00:06:16.200]  都有時會嚇到人的
[00:06:16.200 --> 00:06:17.200]  如果突然之間
[00:06:17.200 --> 00:06:18.200]  你開面之後發覺
[00:06:18.200 --> 00:06:19.200]  啊?
[00:06:19.200 --> 00:06:20.200]  這樣的?
[00:06:20.200 --> 00:06:21.200]  啊?
[00:06:21.200 --> 00:06:22.200]  瘦了這麼多的?
[00:06:22.200 --> 00:06:23.200]  我這五毛的團友就說
[00:06:23.200 --> 00:06:24.200]  瘦了這麼多
[00:06:24.200 --> 00:06:25.200]  我當然會扮
[00:06:25.200 --> 00:06:27.200]  多謝多謝
[00:06:27.200 --> 00:06:28.200]  但如果你說
[00:06:28.200 --> 00:06:29.200]  啊? 為什麼膨脹了?
[00:06:29.200 --> 00:06:30.200]  我當然會
[00:06:30.200 --> 00:06:32.200]  多謝多謝
[00:06:34.200 --> 00:06:37.200]  真實的重建的心交
[00:06:37.200 --> 00:06:38.200]  靈裡面的心交
[00:06:38.200 --> 00:06:39.200]  正面的珍惜的人
[00:06:39.200 --> 00:06:41.200]  很快就投入了
[00:06:41.200 --> 00:06:42.200]  祈禱?
[00:06:42.200 --> 00:06:43.200]  哇! 什麼都說
[00:06:43.200 --> 00:06:44.200]  什麼都唱法太多了
[00:06:44.200 --> 00:06:46.200]  因為過去那麼孤單
[00:06:46.200 --> 00:06:48.200]  要自己面對
[00:06:48.200 --> 00:06:49.200]  第四
[00:06:49.200 --> 00:06:51.200]  最近的三宗的聯會
[00:06:51.200 --> 00:06:54.200]  在說教會的前路
[00:06:54.200 --> 00:06:56.200]  我感覺他們的總結
[00:06:56.200 --> 00:06:58.200]  是嚇死我的
[00:06:58.200 --> 00:07:01.200]  我感覺是不算很
[00:07:01.200 --> 00:07:03.200]  不算很鼓舞的
[00:07:03.200 --> 00:07:04.200]  只是告訴我們
[00:07:04.200 --> 00:07:05.200]  苦難在前
[00:07:05.200 --> 00:07:07.200]  勇往直前
[00:07:07.200 --> 00:07:10.200]  其實我相信是這麼難
[00:07:10.200 --> 00:07:11.200]  因為教會的移民人口
[00:07:11.200 --> 00:07:13.200]  還在上升
[00:07:13.200 --> 00:07:14.200]  教會教幕的同工人數
[00:07:14.200 --> 00:07:16.200]  仍然繼續大減
[00:07:16.200 --> 00:07:17.200]  而似乎
[00:07:17.200 --> 00:07:18.200]  多大宗派都好像
[00:07:18.200 --> 00:07:20.200]  沒有什麼特別策略
[00:07:20.200 --> 00:07:23.200]  好像還是很被動地等
[00:07:23.200 --> 00:07:25.200]  那我們怎麼辦?
[00:07:25.200 --> 00:07:26.200]  所以為什麼我說
[00:07:26.200 --> 00:07:27.200]  其實我們今天
[00:07:27.200 --> 00:07:29.200]  可能的焦點就要問
[00:07:29.200 --> 00:07:30.200]  這個總結篇的應用
[00:07:30.200 --> 00:07:31.200]  在我們教會的復興
[00:07:31.200 --> 00:07:33.200]  和我們個人靈命上
[00:07:33.200 --> 00:07:34.200]  這三個就是重點
[00:07:34.200 --> 00:07:35.200]  現在我們就要去思量一下
[00:07:35.200 --> 00:07:36.200]  神話語的教導
[00:07:36.200 --> 00:07:38.200]  和對我們今天信徒的應用
[00:07:38.200 --> 00:07:40.200]  第一大重點
[00:07:40.200 --> 00:07:41.200]  復常得勝的信心
[00:07:41.200 --> 00:07:43.200]  是連於穩固的根基
[00:07:43.200 --> 00:07:44.200]  我們感謝主
[00:07:44.200 --> 00:07:45.200]  六章十三節
[00:07:45.200 --> 00:07:47.200]  再一次讓我們重溫
[00:07:47.200 --> 00:07:49.200]  也是約翰護教的總結
[00:07:49.200 --> 00:07:51.200]  抗衡神物的諾斯底主義
[00:07:51.200 --> 00:07:53.200]  和迪基督所誤導
[00:07:53.200 --> 00:07:54.200]  和否認耶穌基督
[00:07:54.200 --> 00:07:56.200]  道成肉身的出生
[00:07:56.200 --> 00:07:57.200]  受死 受苦
[00:07:57.200 --> 00:07:58.200]  和祂神人異性地
[00:07:58.200 --> 00:07:59.200]  完美結合的
[00:07:59.200 --> 00:08:01.200]  去成就這個救贖
[00:08:01.200 --> 00:08:03.200]  他們在當代
[00:08:03.200 --> 00:08:05.200]  就傳這個疑端出來
[00:08:05.200 --> 00:08:07.200]  但是約翰有以下兩個肯定
[00:08:07.200 --> 00:08:08.200]  堅固當代的信眾
[00:08:08.200 --> 00:08:10.200]  和成為了我們今世的信徒
[00:08:10.200 --> 00:08:12.200]  一個很重要的信仰基石
[00:08:12.200 --> 00:08:14.200]  特別當苦難
[00:08:14.200 --> 00:08:15.200]  當再未明
[00:08:15.200 --> 00:08:18.200]  現在世衛都不是樂觀的
[00:08:18.200 --> 00:08:19.200]  你們有沒有看新聞
[00:08:19.200 --> 00:08:21.200]  昨天世衛不是說
[00:08:21.200 --> 00:08:23.200]  不會有弊種身形的
[00:08:23.200 --> 00:08:25.200]  不是COVID的變種
[00:08:25.200 --> 00:08:27.200]  是直接弊種的東西
[00:08:27.200 --> 00:08:29.200]  而末世我們知道
[00:08:29.200 --> 00:08:30.200]  沒有人知道
[00:08:30.200 --> 00:08:32.200]  那個光景是不是
[00:08:32.200 --> 00:08:34.200]  應該不是更好的
[00:08:34.200 --> 00:08:36.200]  所以我們心裏面有準備
[00:08:36.200 --> 00:08:38.200]  但是這兩個分段
[00:08:38.200 --> 00:08:39.200]  第六節和九節
[00:08:39.200 --> 00:08:42.200]  我們看到三一神給我們的見證
[00:08:42.200 --> 00:08:43.200]  告訴我們
[00:08:43.200 --> 00:08:44.200]  我們有穩固的根基
[00:08:44.200 --> 00:08:47.200]  還應該可以幫我們繼續穿越
[00:08:47.200 --> 00:08:50.200]  接下來面對末世的一些艱難和災難
[00:08:50.200 --> 00:08:53.200]  我們先一起讀六節和九節
[00:08:53.200 --> 00:08:55.200]  三一神的見證
[00:08:55.200 --> 00:08:57.200]  第六節七節開始讀
[00:08:57.200 --> 00:09:00.200]  這藉著水和血而來的
[00:09:00.200 --> 00:09:02.200]  就是耶穌基督
[00:09:02.200 --> 00:09:03.200]  不是單用水
[00:09:03.200 --> 00:09:06.200]  乃是用水又用血
[00:09:06.200 --> 00:09:08.200]  並且有聖靈作見證
[00:09:08.200 --> 00:09:11.200]  因為聖靈就是真理
[00:09:11.200 --> 00:09:13.200]  作見證的原來有三
[00:09:13.200 --> 00:09:16.200]  就是聖靈、水與血
[00:09:16.200 --> 00:09:18.200]  這三樣也都歸於一
[00:09:18.200 --> 00:09:21.200]  我們既領受人的見證
[00:09:21.200 --> 00:09:24.200]  神的見證更該領受了
[00:09:24.200 --> 00:09:29.200]  因神的見證是為他而始作的
[00:09:29.200 --> 00:09:31.200]  我們看回第六第七節
[00:09:31.200 --> 00:09:32.200]  多方的悉經學者
[00:09:32.200 --> 00:09:34.200]  都差不多一致地論及
[00:09:34.200 --> 00:09:36.200]  第六節出現的字眼
[00:09:36.200 --> 00:09:38.200]  水是指向耶穌基督的水禮
[00:09:38.200 --> 00:09:41.200]  有著聖父、聖靈的同時臨在
[00:09:41.200 --> 00:09:44.200]  去印證聖子的身份和使命
[00:09:44.200 --> 00:09:47.200]  而血是代表著耶穌基督是有血有肉
[00:09:47.200 --> 00:09:49.200]  真實的受過苦度成肉身
[00:09:49.200 --> 00:09:50.200]  是實體的
[00:09:50.200 --> 00:09:52.200]  不是在當代的幻影說
[00:09:52.200 --> 00:09:54.200]  耶穌去到受苦的時候
[00:09:54.200 --> 00:09:57.200]  他的神性超然地蒸發了離開了
[00:09:57.200 --> 00:09:58.200]  因為他們接受不了
[00:09:58.200 --> 00:10:00.200]  神人異性完美的結合
[00:10:00.200 --> 00:10:02.200]  但聖經卻告訴我們
[00:10:02.200 --> 00:10:04.200]  耶穌真的流血
[00:10:04.200 --> 00:10:05.200]  甚至被人戳
[00:10:05.200 --> 00:10:06.200]  他是不是真的死的時候
[00:10:06.200 --> 00:10:08.200]  連血水都流了
[00:10:08.200 --> 00:10:11.200]  證實了他是神人異性地獻上
[00:10:11.200 --> 00:10:14.200]  造成這個完美的獻祭
[00:10:14.200 --> 00:10:15.200]  而第七節論及到
[00:10:15.200 --> 00:10:17.200]  聖靈多方的見證
[00:10:17.200 --> 00:10:19.200]  聖經說因為聖靈是真理
[00:10:19.200 --> 00:10:20.200]  引導信徒明白
[00:10:20.200 --> 00:10:22.200]  神的話和神的作為
[00:10:22.200 --> 00:10:23.200]  這個豈不是約翰在
[00:10:23.200 --> 00:10:25.200]  《約翰福音》一早已經解說了
[00:10:25.200 --> 00:10:26.200]  在十五章二十六節
[00:10:26.200 --> 00:10:27.200]  十六章十三節
[00:10:27.200 --> 00:10:29.200]  已經論及了這個真理
[00:10:29.200 --> 00:10:30.200]  聖靈的角色
[00:10:30.200 --> 00:10:31.200]  我們感謝神
[00:10:31.200 --> 00:10:32.200]  《約翰福音》十五章二十六節
[00:10:32.200 --> 00:10:34.200]  我在PowerPoint讀給你聽
[00:10:34.200 --> 00:10:36.200]  但是我要從父那裡保衛師
[00:10:36.200 --> 00:10:39.200]  我們最欣賞聖靈
[00:10:39.200 --> 00:10:41.200]  在我們生命盛盛的過程裡
[00:10:41.200 --> 00:10:42.200]  角色就是保衛師
[00:10:42.200 --> 00:10:44.200]  勸衛師
[00:10:44.200 --> 00:10:47.200]  不是砍死你的審判者
[00:10:47.200 --> 00:10:49.200]  就是從父出來的真理
[00:10:49.200 --> 00:10:51.200]  聖靈來是要為我
[00:10:51.200 --> 00:10:53.200]  為耶穌作見證
[00:10:53.200 --> 00:10:54.200]  所以這一節的經文
[00:10:54.200 --> 00:10:55.200]  再提醒我們
[00:10:55.200 --> 00:10:57.200]  真理的聖靈是為耶穌作見證
[00:10:57.200 --> 00:10:59.200]  而《約翰福音》十六章十三節這樣說
[00:10:59.200 --> 00:11:01.200]  只等到真理的聖靈來
[00:11:01.200 --> 00:11:02.200]  祂要引導你們
[00:11:02.200 --> 00:11:03.200]  明白一切的真理
[00:11:03.200 --> 00:11:05.200]  因為祂不是憑自己說
[00:11:05.200 --> 00:11:07.200]  祂是將所聽見的都說出來
[00:11:07.200 --> 00:11:10.200]  並且將將來的事都告訴你
[00:11:10.200 --> 00:11:14.200]  因為聖靈不是憑自己說話
[00:11:14.200 --> 00:11:15.200]  所以真理的聖靈
[00:11:15.200 --> 00:11:16.200]  這裡說祂最重要的
[00:11:16.200 --> 00:11:17.200]  其中一個角色
[00:11:17.200 --> 00:11:19.200]  是引導信徒明白一切的真理
[00:11:19.200 --> 00:11:22.200]  甚至要將將來的事告訴你
[00:11:22.200 --> 00:11:25.200]  而至於第八節
[00:11:25.200 --> 00:11:27.200]  聖經說作見證原有三
[00:11:27.200 --> 00:11:29.200]  是很符合猶太人作公正的審判
[00:11:29.200 --> 00:11:32.200]  聖經在《馬太》十八章十六節說
[00:11:32.200 --> 00:11:33.200]  他若不聽
[00:11:33.200 --> 00:11:36.200]  你就另外帶一兩個人同去
[00:11:36.200 --> 00:11:38.200]  要憑兩三個人的口作見證
[00:11:38.200 --> 00:11:40.200]  句句都作準
[00:11:40.200 --> 00:11:42.200]  所以這個作見證有三
[00:11:42.200 --> 00:11:43.200]  是符合猶太人當時的
[00:11:43.200 --> 00:11:45.200]  當代的公正審判
[00:11:45.200 --> 00:11:46.200]  只有兩三個人
[00:11:46.200 --> 00:11:48.200]  句句作準的要求就行了
[00:11:48.200 --> 00:11:51.200]  聖經說原來聖靈、水、血
[00:11:51.200 --> 00:11:54.200]  為了的就是要齊起來為主作見證
[00:11:54.200 --> 00:11:56.200]  他們歸於同一個方向
[00:11:56.200 --> 00:11:57.200]  同一個目的
[00:11:57.200 --> 00:11:59.200]  就是為了見證主耶穌
[00:11:59.200 --> 00:12:00.200]  就是第九節所說
[00:12:00.200 --> 00:12:03.200]  為神的兒子耶穌作見證
[00:12:03.200 --> 00:12:05.200]  如果人在地上都能夠接受到
[00:12:05.200 --> 00:12:08.200]  兩至三個人句句口口的
[00:12:08.200 --> 00:12:09.200]  定準的見證
[00:12:09.200 --> 00:12:11.200]  這樣三一神的見證
[00:12:11.200 --> 00:12:13.200]  我們是不是更加要馴服
[00:12:14.200 --> 00:12:16.200]  是不是
[00:12:16.200 --> 00:12:18.200]  好像很勉強
[00:12:18.200 --> 00:12:20.200]  是,是真的
[00:12:20.200 --> 00:12:21.200]  哇
[00:12:21.200 --> 00:12:23.200]  他們是完全服了
[00:12:23.200 --> 00:12:24.200]  猶太人當時兩三個人
[00:12:24.200 --> 00:12:26.200]  句句作準已經要服了
[00:12:26.200 --> 00:12:28.200]  何況三一神的
[00:12:28.200 --> 00:12:30.200]  共同的臨在的見證呢
[00:12:30.200 --> 00:12:31.200]  我們感謝神
[00:12:31.200 --> 00:12:33.200]  第十節和十三節提到
[00:12:33.200 --> 00:12:34.200]  第二個肯定
[00:12:34.200 --> 00:12:36.200]  就是次永生的確據
[00:12:36.200 --> 00:12:38.200]  這個我們已經在純正教會裏面
[00:12:38.200 --> 00:12:39.200]  習以為常
[00:12:39.200 --> 00:12:41.200]  以為沒有什麼特別
[00:12:41.200 --> 00:12:42.200]  我想問大家有沒有認識
[00:12:42.200 --> 00:12:43.200]  在基督教
[00:12:43.200 --> 00:12:44.200]  基督教派
[00:12:44.200 --> 00:12:45.200]  另外一些教派
[00:12:45.200 --> 00:12:46.200]  有些肢體
[00:12:46.200 --> 00:12:48.200]  他們是向你求助過
[00:12:48.200 --> 00:12:50.200]  亦來過我們
[00:12:50.200 --> 00:12:53.200]  恩福堂和我們墓祭求助過
[00:12:53.200 --> 00:12:55.200]  因為他們的教會教導是
[00:12:55.200 --> 00:12:57.200]  你一生裏面要努力成成
[00:12:57.200 --> 00:12:58.200]  努力的侍奉主
[00:12:58.200 --> 00:13:00.200]  但是其實你是沒有把握
[00:13:00.200 --> 00:13:01.200]  知道你能不能上到天堂的
[00:13:01.200 --> 00:13:03.200]  有沒有認識這些弟兄姊妹
[00:13:03.200 --> 00:13:06.200]  過往我在恩福堂22年了
[00:13:06.200 --> 00:13:07.200]  過往是有一段時期
[00:13:07.200 --> 00:13:09.200]  是有大移民潮
[00:13:09.200 --> 00:13:10.200]  從那些教會
[00:13:10.200 --> 00:13:11.200]  那些弟兄姊妹
[00:13:11.200 --> 00:13:14.200]  走過來歸依回純正上
[00:13:14.200 --> 00:13:18.200]  知道我們可以確實有永生的憑據
[00:13:18.200 --> 00:13:20.200]  我們一起讀10至13節
[00:13:20.200 --> 00:13:21.200]  預備
[00:13:21.200 --> 00:13:23.200]  次永生的憑據
[00:13:23.200 --> 00:13:24.200]  起
[00:13:24.200 --> 00:13:25.200]  信神而止的
[00:13:25.200 --> 00:13:28.200]  就有這見證在他心裏
[00:13:28.200 --> 00:13:29.200]  不信神的
[00:13:29.200 --> 00:13:32.200]  就是將神當作說方的
[00:13:32.200 --> 00:13:33.200]  因不信神
[00:13:33.200 --> 00:13:35.200]  為他而止作的見證
[00:13:35.200 --> 00:13:39.200]  這見證就是神賜給他永生
[00:13:39.200 --> 00:13:43.200]  這永生也是在他兒子裏面
[00:13:43.200 --> 00:13:44.200]  人有了神的兒子
[00:13:44.200 --> 00:13:46.200]  就有生命
[00:13:46.200 --> 00:13:47.200]  沒有神的兒子
[00:13:47.200 --> 00:13:49.200]  就沒有生命
[00:13:49.200 --> 00:13:50.200]  我將這些話
[00:13:50.200 --> 00:13:52.200]  寫給你們信奉神
[00:13:52.200 --> 00:13:54.200]  而此之名的人
[00:13:54.200 --> 00:13:55.200]  要叫你們知道
[00:13:55.200 --> 00:13:57.200]  自己有永生
[00:13:57.200 --> 00:13:58.200]  很熟悉的金句吧
[00:13:58.200 --> 00:14:00.200]  這個金句是栽培伯爵等等
[00:14:00.200 --> 00:14:02.200]  要你背的
[00:14:02.200 --> 00:14:03.200]  大部分的信徒
[00:14:03.200 --> 00:14:05.200]  可能曾經背過這個金句
[00:14:05.200 --> 00:14:07.200]  或者現在你忘記了
[00:14:07.200 --> 00:14:09.200]  約翰在此重新標示
[00:14:09.200 --> 00:14:11.200]  神賜永生在他兒子裏面的
[00:14:11.200 --> 00:14:13.200]  真實和可信性
[00:14:13.200 --> 00:14:15.200]  絕對不是像諾斯底主義當時
[00:14:15.200 --> 00:14:16.200]  鼓吹甚麼神物主義
