
[00:00:00.000 --> 00:00:02.000]  Testing Testing
[00:02:56.000 --> 00:02:58.000]  困苦的時候他們就哀求神明
[00:02:58.000 --> 00:03:00.000]  不是基督教神
[00:03:00.000 --> 00:03:01.000]  是日本動漫
[00:03:01.000 --> 00:03:02.000]  哀求神明
[00:03:02.000 --> 00:03:04.000]  神啊你救救我們吧
[00:03:04.000 --> 00:03:10.000]  然後神明在異世界裡面召喚了一群勇者
[00:03:10.000 --> 00:03:13.000]  去到這個世界幫助那群人
[00:03:13.000 --> 00:03:16.000]  我作為一個宣教士我覺得像什麼?
[00:03:16.000 --> 00:03:19.000]  像宣教 你覺得嗎?
[00:03:19.000 --> 00:03:23.000]  神呼召了一些人離開本族
[00:03:23.000 --> 00:03:25.000]  本家去到異域裡面
[00:03:25.000 --> 00:03:27.000]  來幫助人
[00:03:27.000 --> 00:03:29.000]  其實很宣教
[00:03:29.000 --> 00:03:33.000]  所以我想用這個概念
[00:03:33.000 --> 00:03:35.000]  跟青少年來講道
[00:03:35.000 --> 00:03:38.000]  會不會幫助大家明白神學多一點呢?
[00:03:38.000 --> 00:03:40.000]  什麼叫愛卦?
[00:03:40.000 --> 00:03:42.000]  有沒有人知道什麼叫愛卦?
[00:03:42.000 --> 00:03:44.000]  不是八卦那些
[00:03:44.000 --> 00:03:46.000]  愛卦是程式
[00:03:46.000 --> 00:03:48.000]  打機呢
[00:03:48.000 --> 00:03:51.000]  打機有自己的打機程式
[00:03:51.000 --> 00:03:52.000]  我不知道你打什麼
[00:03:52.000 --> 00:03:53.000]  現在打什麼?
[00:03:53.000 --> 00:03:54.000]  什麼Star?
[00:03:54.000 --> 00:03:55.000]  Brawl Star
[00:03:55.000 --> 00:03:56.000]  我不懂什麼
[00:03:56.000 --> 00:03:59.000]  我下次會回去下載玩玩
[00:03:59.000 --> 00:04:01.000]  你打機有打機的程式
[00:04:01.000 --> 00:04:05.000]  那個程式原來是有程式的創作者
[00:04:05.000 --> 00:04:07.000]  程式是有創作人的
[00:04:07.000 --> 00:04:10.000]  那個創作人如果要進去試機的時候
[00:04:10.000 --> 00:04:11.000]  他會怎樣?
[00:04:11.000 --> 00:04:14.000]  他會不會生命值只有100跟你玩過?
[00:04:14.000 --> 00:04:16.000]  創作人進入遊戲世界
[00:04:16.000 --> 00:04:18.000]  他不會生命值100的
[00:04:18.000 --> 00:04:20.000]  你生命值100而已
[00:04:20.000 --> 00:04:22.000]  創作人進入遊戲世界
[00:04:22.000 --> 00:04:24.000]  他生命值是無限大的
[00:04:24.000 --> 00:04:26.000]  他攻擊你也是無限大的
[00:04:26.000 --> 00:04:28.000]  他防禦你也是無限大的
[00:04:28.000 --> 00:04:30.000]  好像一種愛卦的程式
[00:04:30.000 --> 00:04:32.000]  在程式以外
[00:04:32.000 --> 00:04:35.000]  在外面進入遊戲世界
[00:04:35.000 --> 00:04:39.000]  我想到其實基督徒也是一樣
[00:04:39.000 --> 00:04:41.000]  我們在現實世界不是異世界
[00:04:41.000 --> 00:04:43.000]  我們在現實世界裡
[00:04:43.000 --> 00:04:45.000]  我們怎樣活出一個德性
[00:04:45.000 --> 00:04:49.000]  一個不會那麼容易被打敗的基督徒的人生呢?
[00:04:49.000 --> 00:04:52.000]  你覺得你的基督徒人生容易被打敗嗎?
[00:04:52.000 --> 00:04:55.000]  會不會容易不開心?
[00:04:55.000 --> 00:04:57.000]  很容易玻璃心?
[00:04:57.000 --> 00:05:00.000]  很容易犯罪跌倒過來呢?
[00:05:00.000 --> 00:05:04.000]  我們信徒怎樣可以過一個德性
[00:05:04.000 --> 00:05:06.000]  一個豐盛的生命呢?
[00:05:06.000 --> 00:05:08.000]  耶穌他應許我們
[00:05:08.000 --> 00:05:10.000]  至少要叫人得什麼?
[00:05:10.000 --> 00:05:14.000]  得生命並且得的更豐盛
[00:05:14.000 --> 00:05:17.000]  有一半人背過這份聖經
[00:05:17.000 --> 00:05:19.000]  得的是更加豐盛的
[00:05:19.000 --> 00:05:21.000]  問題就存在了
[00:05:21.000 --> 00:05:24.000]  我們覺得自己的生命豐不豐盛?
[00:05:24.000 --> 00:05:27.000]  或者我們望見香港
[00:05:27.000 --> 00:05:30.000]  或者現實世界的信徒的生命
[00:05:30.000 --> 00:05:32.000]  有多豐盛呢?
[00:05:32.000 --> 00:05:35.000]  有時候可能我們不懂得依靠神
[00:05:35.000 --> 00:05:37.000]  我們在遊戲世界裡
[00:05:37.000 --> 00:05:39.000]  在現實世界裡
[00:05:39.000 --> 00:05:43.000]  我們不懂得依靠神
[00:05:43.000 --> 00:05:46.000]  去過一個德性的基督徒的生命
[00:05:46.000 --> 00:05:48.000]  你聽我讀一段聖經
[00:05:48.000 --> 00:05:50.000]  以弗所書第一章
[00:05:50.000 --> 00:05:52.000]  會打出來
[00:05:52.000 --> 00:05:54.000]  我讀你這個吧
[00:05:54.000 --> 00:05:56.000]  我讀這個長一點
[00:05:56.000 --> 00:05:58.000]  簡單地讀一讀
[00:05:58.000 --> 00:06:01.000]  保羅聽到
[00:06:01.000 --> 00:06:04.000]  以弗所教會的人之後
[00:06:04.000 --> 00:06:05.000]  他就說
[00:06:05.000 --> 00:06:07.000]  我聽見你們不住地感謝神
[00:06:07.000 --> 00:06:08.000]  禱告的時候
[00:06:08.000 --> 00:06:10.000]  上上提到你們
[00:06:10.000 --> 00:06:11.000]  提什麼呢?
[00:06:11.000 --> 00:06:16.000]  他說我要求我們主耶穌基督的神榮耀的父
[00:06:16.000 --> 00:06:20.000]  將賜人智慧和啟示的靈賞給你們
[00:06:20.000 --> 00:06:22.000]  使你們真知道祂
[00:06:22.000 --> 00:06:24.000]  並且照明你們心中的眼睛
[00:06:24.000 --> 00:06:27.000]  使你們知道祂的恩兆有何等指望
[00:06:27.000 --> 00:06:29.000]  祂在聖徒中
[00:06:29.000 --> 00:06:32.000]  得的基業有何等豐盛的榮耀
[00:06:32.000 --> 00:06:35.000]  並且知道祂向我們這信的人所顯的能力
[00:06:35.000 --> 00:06:37.000]  是何等浩大
[00:06:37.000 --> 00:06:39.000]  我想提出保羅
[00:06:39.000 --> 00:06:41.000]  他玩基督徒人生
[00:06:41.000 --> 00:06:43.000]  信徒人生這個遊戲
[00:06:43.000 --> 00:06:46.000]  現實世界這個基督徒的生命
[00:06:46.000 --> 00:06:47.000]  他很會玩的
[00:06:47.000 --> 00:06:48.000]  他怎麼玩呢?
[00:06:48.000 --> 00:06:50.000]  我說保羅有幾個外掛
[00:06:50.000 --> 00:06:52.000]  或者有幾個秘笈
[00:06:52.000 --> 00:06:55.000]  第一個秘笈就是保羅懂得祈禱
[00:06:55.000 --> 00:06:56.000]  同意嗎?
[00:06:56.000 --> 00:06:57.000]  保羅祈禱
[00:06:57.000 --> 00:06:58.000]  保羅自己去祈禱
[00:06:58.000 --> 00:07:01.000]  保羅邀請以弗所教會去祈禱
[00:07:01.000 --> 00:07:03.000]  其實熟不熟以弗所書?
[00:07:03.000 --> 00:07:05.000]  以弗所書第六章說什麼?
[00:07:05.000 --> 00:07:07.000]  有沒有印象?
[00:07:07.000 --> 00:07:08.000]  以弗所書第六章
[00:07:08.000 --> 00:07:10.000]  很出名的屬靈增賤
[00:07:10.000 --> 00:07:12.000]  屬靈軍裝
[00:07:12.000 --> 00:07:14.000]  以弗所書第六章說到有魔鬼
[00:07:14.000 --> 00:07:17.000]  有天空屬靈氣的惡魔
[00:07:17.000 --> 00:07:19.000]  所以在現實世界裡
[00:07:19.000 --> 00:07:21.000]  在我們基督徒的現實世界裡
[00:07:21.000 --> 00:07:24.000]  有天空屬靈氣的惡魔
[00:07:24.000 --> 00:07:26.000]  保羅自己去祈禱
[00:07:26.000 --> 00:07:28.000]  保羅去到以弗所書第六章
[00:07:28.000 --> 00:07:30.000]  邀請教會為他去祈禱
[00:07:30.000 --> 00:07:32.000]  保羅懂得玩這個遊戲
[00:07:32.000 --> 00:07:34.000]  保羅懂得祈禱
[00:07:34.000 --> 00:07:36.000]  祈什麼?
[00:07:36.000 --> 00:07:39.000]  保羅祈有聖靈視覺
[00:07:39.000 --> 00:07:41.000]  有屬靈的眼睛
[00:07:41.000 --> 00:07:45.000]  來看通看透事情的真相
[00:07:45.000 --> 00:07:49.000]  今天有多少弟兄姊妹青年人
[00:07:49.000 --> 00:07:52.000]  是很懂得祈禱的?
[00:07:52.000 --> 00:07:53.000]  祈不祈禱?
[00:07:53.000 --> 00:07:55.000]  祈,怎麼會不祈呢?
[00:07:55.000 --> 00:07:57.000]  你昨天的祈禱祈什麼?
[00:07:57.000 --> 00:07:59.000]  這樣說而已
[00:07:59.000 --> 00:08:01.000]  如果,我只是作的
[00:08:01.000 --> 00:08:04.000]  如果你昨天的祈禱
[00:08:04.000 --> 00:08:07.000]  全部蒙上帝英文
[00:08:07.000 --> 00:08:10.000]  這個世界有什麼改變呢?
[00:08:10.000 --> 00:08:11.000]  如果你昨天的祈禱
[00:08:11.000 --> 00:08:13.000]  全部蒙英文
[00:08:13.000 --> 00:08:15.000]  想一想,這個世界有什麼改變呢?
[00:08:15.000 --> 00:08:20.000]  我估計,你那碗飯就結淨了
[00:08:20.000 --> 00:08:23.000]  吃下去就沒有肚子餓
[00:08:23.000 --> 00:08:26.000]  或者有些人的病會好起來
[00:08:26.000 --> 00:08:27.000]  再來,再玩這個遊戲
[00:08:27.000 --> 00:08:31.000]  如果今天你的祈禱全部蒙英文
[00:08:31.000 --> 00:08:33.000]  你會祈什麼呢?
[00:08:33.000 --> 00:08:36.000]  想一想,給你三秒鐘想
[00:08:36.000 --> 00:08:39.000]  今天的祈禱全部蒙英文
[00:08:39.000 --> 00:08:42.000]  你會祈什麼呢?
[00:08:42.000 --> 00:08:44.000]  你又想,不是的
[00:08:44.000 --> 00:08:46.000]  如果這樣的話,我有很多事情很奇怪
[00:08:46.000 --> 00:08:48.000]  你懂不懂玩這個遊戲呢?
[00:08:48.000 --> 00:08:50.000]  其實我們很笨的
[00:08:50.000 --> 00:08:54.000]  我們浪費了很多上帝給我們的權柄
[00:08:54.000 --> 00:08:57.000]  其實我們的禱告上帝會不會英文呢?
[00:08:57.000 --> 00:08:59.000]  英文
[00:08:59.000 --> 00:09:00.000]  但你又會問
[00:09:00.000 --> 00:09:03.000]  但我好像不是感覺到,不是覺得
[00:09:03.000 --> 00:09:05.000]  其實我們要從聖靈視角
[00:09:05.000 --> 00:09:07.000]  從一個上帝視角
[00:09:07.000 --> 00:09:09.000]  從一個遊戲創作者的視角
[00:09:09.000 --> 00:09:12.000]  來看基督徒的人生
[00:09:12.000 --> 00:09:13.000]  看祈禱
[00:09:13.000 --> 00:09:15.000]  我們要祈禱
[00:09:15.000 --> 00:09:17.000]  英文是不是這樣的?
[00:09:17.000 --> 00:09:19.000]  煮麵吃
[00:09:19.000 --> 00:09:21.000]  或者叫什麼來的?
[00:09:21.000 --> 00:09:22.000]  叫KETA
[00:09:22.000 --> 00:09:24.000]  然後45分鐘之後就可以吃
[00:09:24.000 --> 00:09:25.000]  是不是這樣的?
[00:09:25.000 --> 00:09:27.000]  我們很想祈禱
[00:09:27.000 --> 00:09:28.000]  蒙英文
[00:09:28.000 --> 00:09:29.000]  祈禱
[00:09:29.000 --> 00:09:30.000]  蒙英文
[00:09:30.000 --> 00:09:33.000]  但如果我們從一個聖靈視角的話
[00:09:33.000 --> 00:09:37.000]  其實我們要從一個更遠的眼光來看的時候
[00:09:37.000 --> 00:09:40.000]  我們就會明白上帝英文我們
[00:09:40.000 --> 00:09:44.000]  我們有很多的東西可以去祈禱
[00:09:44.000 --> 00:09:47.000]  我講我自己的一些故事給你聽
[00:09:47.000 --> 00:09:49.000]  我第一次經歷
[00:09:49.000 --> 00:09:52.000]  明白祈禱的能力的力量
[00:09:52.000 --> 00:09:54.000]  就是我看人祈禱
[00:09:54.000 --> 00:09:58.000]  那時候我們去烏溪沙青年新村
[00:09:58.000 --> 00:10:00.000]  有一個基督徒的營
[00:10:00.000 --> 00:10:03.000]  在營裡面我們有一個勾挺
[00:10:03.000 --> 00:10:04.000]  要出外的
[00:10:04.000 --> 00:10:06.000]  其實是出外報道
[00:10:06.000 --> 00:10:07.000]  不過不要緊
[00:10:07.000 --> 00:10:08.000]  我們要出外,要勾挺
[00:10:08.000 --> 00:10:10.000]  但是,說30年前
[00:10:10.000 --> 00:10:13.000]  那時候還沒有黃雨紅雨的概念
[00:10:13.000 --> 00:10:15.000]  但我覺得那時候是黑雨
[00:10:15.000 --> 00:10:17.000]  起碼也有紅雨
[00:10:17.000 --> 00:10:19.000]  不是黃雨
[00:10:19.000 --> 00:10:21.000]  是黑得很厲害,紅得很厲害
[00:10:21.000 --> 00:10:22.000]  很大雨
[00:10:22.000 --> 00:10:24.000]  但我們轉頭要勾挺了
[00:10:24.000 --> 00:10:26.000]  那怎麼辦呢
[00:10:26.000 --> 00:10:28.000]  那個主席說
[00:10:28.000 --> 00:10:31.000]  我們等一下會繼續出隊
[00:10:31.000 --> 00:10:32.000]  我們祈禱
[00:10:32.000 --> 00:10:34.000]  求神
[00:10:34.000 --> 00:10:36.000]  止息這個雨
[00:10:36.000 --> 00:10:38.000]  接著我看到那個宣教士
[00:10:38.000 --> 00:10:41.000]  就走了去烏溪沙青年新村
[00:10:41.000 --> 00:10:42.000]  那個運動場
[00:10:42.000 --> 00:10:43.000]  露天那個
[00:10:43.000 --> 00:10:44.000]  的中心那裡
[00:10:44.000 --> 00:10:47.000]  淋著雨跪在那裡祈禱
[00:10:47.000 --> 00:10:49.000]  我說真的
[00:10:49.000 --> 00:10:51.000]  接著他回來就說
[00:10:51.000 --> 00:10:54.000]  我們等一下會出隊
[00:10:54.000 --> 00:10:56.000]  還有一個小時會出隊
[00:10:56.000 --> 00:10:57.000]  現在不知道黑雨
[00:10:57.000 --> 00:10:59.000]  怎麼搞啊
[00:10:59.000 --> 00:11:02.000]  接著我們唱詩歌敬拜
[00:11:02.000 --> 00:11:04.000]  接著我們派物資
[00:11:04.000 --> 00:11:05.000]  派單張的物資
[00:11:05.000 --> 00:11:06.000]  然後分組
[00:11:06.000 --> 00:11:07.000]  接著排隊
[00:11:07.000 --> 00:11:09.000]  排隊的時候怎麼樣
[00:11:09.000 --> 00:11:11.000]  滴滴答答滴滴答答
[00:11:11.000 --> 00:11:12.000]  好像在停雨
[00:11:12.000 --> 00:11:14.000]  接著我們準備出去的時候
[00:11:14.000 --> 00:11:16.000]  開始停雨了
[00:11:16.000 --> 00:11:17.000]  出去的時候
[00:11:17.000 --> 00:11:18.000]  開始
[00:11:18.000 --> 00:11:20.000]  滴滴答答的雲散去
[00:11:20.000 --> 00:11:22.000]  我覺得神這麼厲害
[00:11:22.000 --> 00:11:24.000]  這個是快的
[00:11:24.000 --> 00:11:25.000]  祈禱是吧
[00:11:25.000 --> 00:11:28.000]  我93年
[00:11:28.000 --> 00:11:29.000]  我91年信耶穌
[00:11:29.000 --> 00:11:31.000]  我93年認真去信仰
[00:11:31.000 --> 00:11:33.000]  93年就開始為我家庭
[00:11:33.000 --> 00:11:35.000]  家人信主去祈禱
[00:11:35.000 --> 00:11:38.000]  可能有些家長或兒女信主祈禱
[00:11:38.000 --> 00:11:40.000]  你有沒有為你家長信主祈禱
[00:11:40.000 --> 00:11:42.000]  你有沒有為你父母信主祈禱
[00:11:42.000 --> 00:11:44.000]  都可以為你父母信得更好
[00:11:44.000 --> 00:11:46.000]  對你更好去祈禱
[00:11:46.000 --> 00:11:48.000]  我為我家人信主祈禱
[00:11:48.000 --> 00:11:50.000]  我是第一個信耶穌
[00:11:50.000 --> 00:11:52.000]  我93年開始祈
[00:11:52.000 --> 00:11:55.000]  祈到96年的時候我媽媽信主
[00:11:55.000 --> 00:11:58.000]  祈到2016年的時候我全家信主
[00:11:58.000 --> 00:12:00.000]  多少年了
[00:12:00.000 --> 00:12:02.000]  我都不知道多少年了
[00:12:02.000 --> 00:12:06.000]  96到2016
[00:12:06.000 --> 00:12:08.000]  23年了
[00:12:08.000 --> 00:12:10.000]  23年你的數字好一點
[00:12:10.000 --> 00:12:12.000]  有時候我們用上帝視角
[00:12:12.000 --> 00:12:14.000]  看東西會很不同
[00:12:14.000 --> 00:12:17.000]  我剛才說我去日本宣教
[00:12:17.000 --> 00:12:20.000]  你覺得宣教容易嗎
[00:12:20.000 --> 00:12:23.000]  日本可能你會熟一點
[00:12:23.000 --> 00:12:25.000]  日本人信耶穌容易嗎
[00:12:25.000 --> 00:12:28.000]  其實答案是很難的
[00:12:28.000 --> 00:12:32.000]  我2000年2000年就去日本宣教
[00:12:32.000 --> 00:12:34.000]  一開始學日文
[00:12:34.000 --> 00:12:36.000]  其實我學日文就學到哭
[00:12:36.000 --> 00:12:37.000]  我的語文一般般
[00:12:37.000 --> 00:12:39.000]  但不要緊
[00:12:39.000 --> 00:12:40.000]  後來我學成了
[00:12:40.000 --> 00:12:42.000]  都是祈禱學成了
[00:12:42.000 --> 00:12:45.000]  然後01、02就開始做報道
[00:12:45.000 --> 00:12:47.000]  好艱難
[00:12:47.000 --> 00:12:49.000]  那些人是死光槍
[00:12:49.000 --> 00:12:51.000]  知道什麼叫死光槍嗎
[00:12:51.000 --> 00:12:53.000]  XXX
[00:12:53.000 --> 00:12:55.000]  不跟你聊天
[00:12:55.000 --> 00:12:57.000]  一講信仰就不聊
[00:12:57.000 --> 00:12:59.000]  到2003年的時候
[00:12:59.000 --> 00:13:04.000]  我那時候要做宣教工場的主任
[00:13:04.000 --> 00:13:09.000]  我就提出我們要很多時間為工場祈禱
[00:13:09.000 --> 00:13:11.000]  靠愛掛鞭無敵
[00:13:11.000 --> 00:13:14.000]  靠神的方法
[00:13:14.000 --> 00:13:17.000]  保羅第一個的方法是祈禱
[00:13:17.000 --> 00:13:18.000]  所以我就祈禱
[00:13:18.000 --> 00:13:20.000]  我們童工對我們多祈禱
[00:13:20.000 --> 00:13:22.000]  努力去祈禱
[00:13:22.000 --> 00:13:24.000]  怎麼祈禱
[00:13:24.000 --> 00:13:26.000]  我就提出不如用40天
[00:13:26.000 --> 00:13:27.000]  我們輪流
[00:13:27.000 --> 00:13:28.000]  不是一個人做完
[00:13:28.000 --> 00:13:29.000]  我們輪流這麼多人
[00:13:29.000 --> 00:13:31.000]  不是你們
[00:13:31.000 --> 00:13:36.000]  40天我們幾個童工輪流禁食祈禱
[00:13:36.000 --> 00:13:38.000]  40天的時間
[00:13:38.000 --> 00:13:41.000]  預備新生報道的日子
[00:13:41.000 --> 00:13:44.000]  然後40天禁食祈禱
[00:13:44.000 --> 00:13:46.000]  最後那一刻就慶祝
[00:13:46.000 --> 00:13:48.000]  那年是2003年
[00:13:48.000 --> 00:13:49.000]  什麼事
[00:13:49.000 --> 00:13:51.000]  沙士
[00:13:51.000 --> 00:13:53.000]  沙士的時候有一隊短孫隊
[00:13:53.000 --> 00:13:55.000]  本來不知道去哪裡的
[00:13:55.000 --> 00:13:56.000]  加拿大短孫隊
[00:13:56.000 --> 00:13:58.000]  加拿大有沒有沙士
[00:13:58.000 --> 00:13:59.000]  有
[00:13:59.000 --> 00:14:01.000]  接待國家就不收
[00:14:01.000 --> 00:14:03.000]  問有沒有人要
[00:14:03.000 --> 00:14:04.000]  我說我要
[00:14:04.000 --> 00:14:05.000]  很大膽
[00:14:05.000 --> 00:14:06.000]  應該不要
[00:14:06.000 --> 00:14:07.000]  無論如何
[00:14:07.000 --> 00:14:09.000]  我接待了加拿大的短孫隊來
[00:14:09.000 --> 00:14:11.000]  和我們一起唱詩歌敬拜
[00:14:11.000 --> 00:14:12.000]  第40天的時候
[00:14:12.000 --> 00:14:13.000]  慶祝
[00:14:13.000 --> 00:14:15.000]  慶祝40天禁食完結了
[00:14:15.000 --> 00:14:18.000]  然後加拿大短孫隊帶我們唱詩歌
[00:14:18.000 --> 00:14:19.000]  我不知道是什麼歌
[00:14:19.000 --> 00:14:21.000]  他說神show your glory
[00:14:21.000 --> 00:14:22.000]  show your power
[00:14:22.000 --> 00:14:24.000]  讓我們見到神的榮耀
[00:14:24.000 --> 00:14:25.000]  見到神的能力
[00:14:25.000 --> 00:14:27.000]  在那一刻避震
[00:14:27.000 --> 00:14:29.000]  我們叫coincidence
[00:14:29.000 --> 00:14:30.000]  這麼巧合
[00:14:30.000 --> 00:14:32.000]  你唱歌地震
[00:14:32.000 --> 00:14:33.000]  你禁食40天
[00:14:33.000 --> 00:14:34.000]  最後那一刻地震
[00:14:34.000 --> 00:14:36.000]  celebration地震
[00:14:36.000 --> 00:14:37.000]  唱show your power
[00:14:37.000 --> 00:14:38.000]  show your glory的時候
[00:14:38.000 --> 00:14:40.000]  這麼巧合地震
[00:14:40.000 --> 00:14:41.000]  是不是這樣
[00:14:41.000 --> 00:14:43.000]  可能是的
[00:14:43.000 --> 00:14:44.000]  可能是
[00:14:44.000 --> 00:14:45.000]  那一晚
[00:14:45.000 --> 00:14:47.000]  我們看電視
[00:14:47.000 --> 00:14:48.000]  打開新聞
[00:14:48.000 --> 00:14:49.000]  仙台
[00:14:49.000 --> 00:14:51.000]  我去宣教的地方
[00:14:51.000 --> 00:14:53.000]  最重要的神社
[00:14:53.000 --> 00:14:55.000]  塌了
[00:14:55.000 --> 00:14:57.000]  沒有人受傷
[00:14:57.000 --> 00:14:58.000]  只是一座建築物
[00:14:58.000 --> 00:14:59.000]  塌了
[00:14:59.000 --> 00:15:04.000]  那個建築物是仙台最重要的神社
[00:15:04.000 --> 00:15:07.000]  害怕嗎
[00:15:07.000 --> 00:15:08.000]  我就
[00:15:08.000 --> 00:15:10.000]  那些叫起雞皮
[00:15:10.000 --> 00:15:12.000]  聽到新聞就
[00:15:12.000 --> 00:15:14.000]  起雞皮疙瘩
[00:15:14.000 --> 00:15:16.000]  coincidence
[00:15:16.000 --> 00:15:17.000]  40天禁食
[00:15:17.000 --> 00:15:18.000]  celebration
[00:15:18.000 --> 00:15:19.000]  show your glory
[00:15:19.000 --> 00:15:20.000]  show your power
[00:15:20.000 --> 00:15:22.000]  然後神社塌了
[00:15:22.000 --> 00:15:24.000]  塌也沒想過
[00:15:24.000 --> 00:15:26.000]  2003年
[00:15:26.000 --> 00:15:28.000]  我們很多人信耶穌
[00:15:28.000 --> 00:15:30.000]  很多人信耶穌
[00:15:30.000 --> 00:15:32.000]  我們整個的事工
[00:15:32.000 --> 00:15:33.000]  宣教工作
[00:15:33.000 --> 00:15:35.000]  起飛就在那一年
[00:15:35.000 --> 00:15:37.000]  是不是coincidence
[00:15:37.000 --> 00:15:39.000]  我裡面我有答案
[00:15:39.000 --> 00:15:41.000]  祈禱
[00:15:41.000 --> 00:15:42.000]  我開始明白
[00:15:42.000 --> 00:15:43.000]  原來我們得勝
[00:15:43.000 --> 00:15:45.000]  不單止是要努力
[00:15:45.000 --> 00:15:46.000]  要努力的
[00:15:46.000 --> 00:15:47.000]  但我們得勝
[00:15:47.000 --> 00:15:49.000]  不單止是你和我努力
[00:15:49.000 --> 00:15:51.000]  我們得勝要依靠上帝
[00:15:51.000 --> 00:15:53.000]  用上帝的方法
[00:15:53.000 --> 00:15:55.000]  來祝我們得勝
[00:15:55.000 --> 00:15:56.000]  我就開始明白
[00:15:56.000 --> 00:15:58.000]  我們要用上帝的眼光
