
[00:00:00.000 --> 00:00:02.680]  弟兄姊妹,今天宣講的講題是
[00:02:38.280 --> 00:02:39.480]  其實心想
[00:02:39.480 --> 00:02:41.360]  二哥也很忙
[00:02:41.360 --> 00:02:44.320]  有時候也頗左右做人難
[00:02:44.320 --> 00:02:47.520]  在爛為政策訂婚戒的當下
[00:02:47.520 --> 00:02:51.120]  正是周旋於在順德歌情失數二
[00:02:51.120 --> 00:02:53.800]  這個懸念和困局當中
[00:02:54.400 --> 00:02:57.160]  又不知道二哥怎樣去面對
[00:02:57.160 --> 00:02:59.880]  又或者怎樣去作出他左右逢源
[00:02:59.880 --> 00:03:01.080]  英明的抉擇呢?
[00:03:01.080 --> 00:03:02.960]  弟兄姊妹
[00:03:02.960 --> 00:03:06.280]  但當中確是讓我們清楚地去知道
[00:03:06.280 --> 00:03:08.200]  以及分辨到一件事
[00:03:08.200 --> 00:03:10.360]  原來在每個組織
[00:03:10.360 --> 00:03:12.080]  每個機構
[00:03:12.080 --> 00:03:16.360]  以至我們每位身處獨特不同的職場的處境
[00:03:16.360 --> 00:03:19.120]  總是都有他們自己人
[00:03:19.120 --> 00:03:22.880]  局內人裡面的一套賴以為生的堅持
[00:03:23.520 --> 00:03:26.440]  有一個堅信的奮鬥目標
[00:03:26.440 --> 00:03:31.680]  以至和堅毅去擁抱所謂的共同核心的信念
[00:03:31.680 --> 00:03:35.880]  總是有他自己的圍內人所創造出一套
[00:03:35.880 --> 00:03:39.120]  忍而不見避而不宣的潛規則
[00:03:39.120 --> 00:03:43.280]  就好像真理那樣去群體擁抱這個共識
[00:03:43.280 --> 00:03:47.320]  就算在別人眼中裡面不停地去
[00:03:47.320 --> 00:03:50.320]  「吓?不是啊?這樣也行?」
[00:03:50.320 --> 00:03:52.600]  無奈的驚訝
[00:03:53.200 --> 00:03:56.360]  就算事情本質有多麼荒誕
[00:03:56.360 --> 00:03:59.080]  所定的規矩有多麼矛盾
[00:03:59.080 --> 00:04:00.480]  有多麼人事也好
[00:04:00.480 --> 00:04:04.160]  就算處理的手法有多麼不堪
[00:04:04.160 --> 00:04:05.800]  不合情理也好
[00:04:05.800 --> 00:04:10.760]  他們仍然會自我感覺良好地去分不清現實的真相
[00:04:10.760 --> 00:04:14.320]  仍然繼續他們所謂的共同信念
[00:04:14.320 --> 00:04:15.720]  堅定不移
[00:04:15.720 --> 00:04:19.960]  抱有不切實際浪漫主義式的幻想
[00:04:20.600 --> 00:04:24.640]  頂姐妹日剛之下不信的今世之子
[00:04:24.640 --> 00:04:27.240]  尚且都有他們的堅持
[00:04:27.240 --> 00:04:30.680]  有他們所謂約定俗成的共識
[00:04:30.680 --> 00:04:35.400]  我們作為宣認分別為聖屬基督的群體
[00:04:35.400 --> 00:04:40.120]  我們作為宣告效法基督的榜樣
[00:04:40.120 --> 00:04:41.920]  一生的跟隨者
[00:04:41.920 --> 00:04:46.040]  甚或我們作為宣稱以生命去踐行
[00:04:46.040 --> 00:04:48.440]  傳揚福音的見證者
[00:04:49.000 --> 00:04:50.880]  我們又是否時候
[00:04:50.880 --> 00:04:53.320]  去跟隨主耶穌基督
[00:04:53.320 --> 00:04:57.400]  為主去背負各人的十字架的信仰路上
[00:04:57.400 --> 00:04:59.400]  好好去思考一下
[00:04:59.400 --> 00:05:02.840]  我們又應該有些甚麼堅持
[00:05:02.840 --> 00:05:05.760]  堅信和堅毅
[00:05:05.760 --> 00:05:08.120]  以至在主在來前
[00:05:08.120 --> 00:05:10.520]  等候迎見主面的當下
[00:05:10.520 --> 00:05:14.560]  我們又應該有些甚麼屬於我們共同擁有
[00:05:14.560 --> 00:05:17.320]  屬基督群體的共識呢?
[00:05:18.080 --> 00:05:23.840]  弟兄姊妹,今天所宣講的經文《路加福音》十八章的一到八節
[00:05:23.840 --> 00:05:28.680]  是寄述兩個有關人子主耶穌基督在來前
[00:05:28.680 --> 00:05:31.600]  一個具有雙重間接的比喻
[00:05:31.600 --> 00:05:35.400]  不義的官和寡婦的比喻
[00:05:35.400 --> 00:05:38.920]  而這節經文亦不禁讓我們聯想到
[00:05:38.920 --> 00:05:44.160]  承接上文《路加福音》十七章的二十二節到三十七節
[00:05:44.720 --> 00:05:47.720]  「耶穌親自教導門徒
[00:05:47.720 --> 00:05:49.720]  有關人子在來前
[00:05:49.720 --> 00:05:54.000]  你們渴望想見卻看不到的真實
[00:05:54.000 --> 00:05:56.320]  一切末世所出現
[00:05:56.320 --> 00:05:58.560]  信徒懇求神的公義
[00:05:58.560 --> 00:06:01.520]  去平反他們遭遇的冤屈
[00:06:01.520 --> 00:06:05.000]  以至信徒面對社會上不公義
[00:06:05.000 --> 00:06:08.720]  所產生的張力掙扎的真實境況
[00:06:08.720 --> 00:06:13.200]  更進一步要我們時刻不斷去禱告警醒
[00:06:13.520 --> 00:06:15.520]  不可灰心絕望
[00:06:15.520 --> 00:06:18.360]  免受偽善者的誠虛而入
[00:06:18.360 --> 00:06:20.360]  而免被迷惑
[00:06:20.360 --> 00:06:23.520]  而逐漸遠離神而自己不知道」
[00:06:23.520 --> 00:06:27.520]  正如《肥律比書》一章二十九節聖經所說
[00:06:27.520 --> 00:06:29.520]  「因為你們蒙恩
[00:06:29.520 --> 00:06:32.320]  不但得以信服基督
[00:06:32.320 --> 00:06:35.520]  並且要為他受苦」
[00:06:35.520 --> 00:06:37.720]  弟兄姊妹
[00:06:37.720 --> 00:06:42.400]  今天盼望嘗試透過《路加福音》十八章一到八節的宣講
[00:06:42.720 --> 00:06:45.520]  再次讓我們安靜細心思想
[00:06:45.520 --> 00:06:49.000]  領受神話與親切的教導督澤
[00:06:49.000 --> 00:06:52.520]  嘗試開放我們每個人的內心深處
[00:06:52.520 --> 00:06:56.200]  在二零二五年第一個主日崇拜的當下
[00:06:56.200 --> 00:06:59.200]  引領我們每個人整全的生命
[00:06:59.200 --> 00:07:02.520]  以至在迎見主面的神聖路上
[00:07:02.520 --> 00:07:05.920]  去領受在基督恩典當中
[00:07:05.920 --> 00:07:10.120]  作為我們在基督裡整個個人的生命
[00:07:10.400 --> 00:07:13.400]  以至整個群體信仰的反思
[00:07:13.400 --> 00:07:16.680]  再次等候蒙神恩典的救贖
[00:07:16.680 --> 00:07:21.680]  指現出我們本屬基督應有生命流露的彰顯
[00:07:21.680 --> 00:07:24.200]  耐心等候主的再來
[00:07:24.200 --> 00:07:25.800]  弟兄姊妹
[00:07:25.800 --> 00:07:28.400]  我今天想跟大家宣講的第一點是
[00:07:28.400 --> 00:07:31.000]  「堅持禱告不放棄」
[00:07:31.000 --> 00:07:33.800]  《路加福音》十八章的一節
[00:07:33.800 --> 00:07:37.000]  我們選用的版本是和合版
[00:07:37.000 --> 00:07:39.800]  請聽我讀出神的話語
[00:07:40.680 --> 00:07:42.800]  耶穌設一個比喻
[00:07:42.800 --> 00:07:45.680]  是要人常常禱告
[00:07:45.680 --> 00:07:47.680]  不可灰心
[00:07:47.680 --> 00:07:50.520]  大家沒有聽錯
[00:07:50.520 --> 00:07:51.840]  只是一節經文
[00:07:51.840 --> 00:07:56.000]  經文一開始雖然只是短短一節的經文
[00:07:56.000 --> 00:07:58.160]  加起來也只有十幾個字
[00:07:58.160 --> 00:08:02.680]  但作為路加筆下這個比喻的引言
[00:08:02.680 --> 00:08:04.840]  卻是提綱結領地
[00:08:04.840 --> 00:08:08.200]  顯示出整個比喻的軸心和主軸
[00:08:09.440 --> 00:08:10.240]  弟兄姊妹
[00:08:10.240 --> 00:08:11.800]  你想清楚一點
[00:08:11.800 --> 00:08:15.320]  你是否真的明白這節經文說什麼呢?
[00:08:15.320 --> 00:08:18.680]  雖然是短
[00:08:18.680 --> 00:08:21.200]  我們可能也覺得我們會明白
[00:08:21.200 --> 00:08:25.400]  但是不是正如字面上所理解
[00:08:25.400 --> 00:08:29.080]  就是鼓勵凡事不絕的禱告那麼簡單呢?
[00:08:29.080 --> 00:08:31.160]  大家也知道
[00:08:31.160 --> 00:08:34.040]  聰明人問得當然不是那麼簡單
[00:08:34.040 --> 00:08:38.440]  可能我們大部分人都先入為主
[00:08:38.440 --> 00:08:41.200]  收到路加福音的十一章五到十節
[00:08:41.200 --> 00:08:43.240]  朋友半夜的來訪
[00:08:43.240 --> 00:08:48.440]  叩門就尋見有關信心禱告蒙英運的經文的影響
[00:08:48.440 --> 00:08:51.800]  我們理所當然地去假設這個比喻
[00:08:51.800 --> 00:08:56.520]  同樣是鼓勵信徒凡事不絕感恩的禱告
[00:08:56.520 --> 00:09:00.400]  但實情是路加福音十八章的一節
[00:09:00.400 --> 00:09:02.960]  經文所關心的焦點
[00:09:02.960 --> 00:09:08.000]  並不只是關於一般普遍性禱告的講論
[00:09:09.000 --> 00:09:11.000]  而是正正關注
[00:09:11.000 --> 00:09:13.160]  結年與末世有關
[00:09:13.160 --> 00:09:14.880]  人子在來前
[00:09:14.880 --> 00:09:17.000]  要遵守禱告
[00:09:17.000 --> 00:09:19.000]  卻不灰心喪志
[00:09:19.000 --> 00:09:22.040]  祈求卻不絕望放棄
[00:09:22.040 --> 00:09:26.840]  要我們持續遵守神的這個吩咐命令
[00:09:26.840 --> 00:09:29.080]  經文一開始
[00:09:29.080 --> 00:09:31.520]  耶穌設一個比喻
[00:09:31.520 --> 00:09:33.560]  就像我們之前所說
[00:09:33.560 --> 00:09:37.120]  不禁被我們聯想到前文十七章二十二節
[00:09:37.440 --> 00:09:40.920]  耶穌對門徒人子、日子、彰道
[00:09:40.920 --> 00:09:43.200]  臨別的親自教導
[00:09:43.200 --> 00:09:45.600]  更讓我們清楚地知道
[00:09:45.600 --> 00:09:47.360]  這個比喻的受眾
[00:09:47.360 --> 00:09:49.360]  並不是走過路過
[00:09:49.360 --> 00:09:52.120]  不要錯過的一般的路人甲
[00:09:52.120 --> 00:09:55.200]  而是貼身跟隨耶穌
[00:09:55.200 --> 00:09:58.040]  是跟耶穌關係最密切
[00:09:58.040 --> 00:10:00.040]  最親密的門徒
[00:10:00.040 --> 00:10:02.000]  相當於今天
[00:10:02.000 --> 00:10:06.360]  這個比喻是對孫應以整個生命去跟隨
[00:10:06.920 --> 00:10:10.160]  以一生去效法耶穌基督的理
[00:10:10.160 --> 00:10:11.240]  的理
[00:10:11.240 --> 00:10:12.120]  的理
[00:10:12.120 --> 00:10:14.280]  當然是不會少得你們
[00:10:14.280 --> 00:10:16.600]  還有我有關的
[00:10:16.600 --> 00:10:20.000]  有耳可聽的就應當聽
[00:10:20.000 --> 00:10:25.680]  接著經文更進一步帶出整個比喻的總綱
[00:10:25.680 --> 00:10:27.200]  經文這樣說
[00:10:27.200 --> 00:10:30.040]  是要人常常禱告
[00:10:30.040 --> 00:10:31.960]  不可灰心
[00:10:32.800 --> 00:10:34.160]  原文的直譯為
[00:10:34.160 --> 00:10:39.480]  「為了要他們必須總是禱告
[00:10:39.480 --> 00:10:42.880]  且不可灰心放棄」
[00:10:42.880 --> 00:10:44.680]  弟兄姊妹
[00:10:44.680 --> 00:10:48.600]  經文的重點不單只是禱告的本身
[00:10:48.600 --> 00:10:52.520]  整個套餐的全套
[00:10:52.520 --> 00:10:55.800]  更是叫我們持續不斷地
[00:10:55.800 --> 00:10:58.280]  不要灰心放棄
[00:10:58.280 --> 00:11:02.040]  要不住行徹禱告的教課
[00:11:03.040 --> 00:11:05.040]  不單單只是重量
[00:11:05.040 --> 00:11:07.320]  更重要的是重質
[00:11:07.320 --> 00:11:11.320]  就像我們年輕的時候去吃自助餐
[00:11:11.320 --> 00:11:12.160]  當然會怎樣呢?
[00:11:12.160 --> 00:11:15.240]  當然會拼命
[00:11:15.240 --> 00:11:16.640]  吃到飽
[00:11:16.640 --> 00:11:17.720]  要回本
[00:11:17.720 --> 00:11:20.160]  但當我們年日漸長的時候
[00:11:20.160 --> 00:11:22.000]  吃不到那麼多眼闊肚窄的時候
[00:11:22.000 --> 00:11:22.680]  我們會怎樣呢?
[00:11:22.680 --> 00:11:25.520]  是吧?
[00:11:25.520 --> 00:11:27.800]  當然不會蝕
[00:11:27.800 --> 00:11:29.480]  我們當然要轉變
[00:11:29.800 --> 00:11:33.040]  我們就注重食物的質素多於量
[00:11:33.040 --> 00:11:35.720]  正所謂「重質而不重量
[00:11:35.720 --> 00:11:37.600]  貴精而不貴多」
[00:11:37.600 --> 00:11:39.440]  弟兄姊妹
[00:11:39.440 --> 00:11:40.240]  我想問問大家
[00:11:40.240 --> 00:11:42.160]  跟大家做一個調查
[00:11:42.160 --> 00:11:44.240]  放心
[00:11:44.240 --> 00:11:45.360]  我不會問大家
[00:11:45.360 --> 00:11:47.520]  有沒有經常行常禱告
[00:11:47.520 --> 00:11:48.480]  這些那麼「行」的東西
[00:11:48.480 --> 00:11:50.200]  令大家有點尷尬
[00:11:50.200 --> 00:11:52.880]  假設大家是有的
[00:11:52.880 --> 00:11:53.800]  一定是
[00:11:53.800 --> 00:11:54.640]  除非不是
[00:11:54.640 --> 00:11:57.600]  我想問大家的是
[00:11:58.160 --> 00:12:00.520]  大家有沒有為了同一件事
[00:12:00.520 --> 00:12:02.920]  連續去禱告超過三天的?
[00:12:02.920 --> 00:12:04.480]  有的請舉手
[00:12:04.480 --> 00:12:06.360]  舉定定了
[00:12:06.360 --> 00:12:08.720]  舉定吧
[00:12:08.720 --> 00:12:09.240]  舉定吧
[00:12:09.240 --> 00:12:09.600]  舉定
[00:12:09.600 --> 00:12:10.920]  超過三天的
[00:12:10.920 --> 00:12:11.360]  OK
[00:12:11.360 --> 00:12:12.680]  超過一星期的呢?
[00:12:12.680 --> 00:12:14.840]  也有一點
[00:12:14.840 --> 00:12:15.960]  超過一個月的呢?
[00:12:15.960 --> 00:12:19.600]  超過一年的呢?
[00:12:19.600 --> 00:12:22.760]  也有
[00:12:22.760 --> 00:12:24.120]  超過十年以上的呢?
[00:12:24.120 --> 00:12:26.040]  哦
[00:12:26.040 --> 00:12:26.800]  也感恩
[00:12:27.480 --> 00:12:28.960]  超過十年裡
[00:12:28.960 --> 00:12:30.440]  仍然沒有放棄
[00:12:30.440 --> 00:12:31.200]  看到你們
[00:12:31.200 --> 00:12:32.560]  為你們去感恩
[00:12:32.560 --> 00:12:34.760]  沒有灰心放棄
[00:12:34.760 --> 00:12:36.680]  沒有不甘心自暴自棄
[00:12:36.680 --> 00:12:39.080]  仍然繼續交托在禱告裡
[00:12:39.080 --> 00:12:42.160]  竭力盡忠地不斷依靠神而感恩
[00:12:42.160 --> 00:12:44.800]  知道這些一點也不容易
[00:12:44.800 --> 00:12:47.240]  可能我們更大多數
[00:12:47.240 --> 00:12:50.200]  都是水過鴨背地走過流程
[00:12:50.200 --> 00:12:51.040]  是不是?
[00:12:51.040 --> 00:12:51.720]  祈禱了
[00:12:51.720 --> 00:12:53.160]  交了功課就算了
[00:12:53.160 --> 00:12:55.640]  又或者因為我們沒有寫下
[00:12:55.640 --> 00:12:56.760]  我們祈禱的內容
[00:12:57.320 --> 00:12:58.880]  其實你知不知道你祈禱了什麼?
[00:12:58.880 --> 00:13:02.240]  大概知道吧
[00:13:02.240 --> 00:13:03.720]  但是實際上
[00:13:03.720 --> 00:13:04.400]  其實可能
[00:13:04.400 --> 00:13:05.360]  要你寫下
[00:13:05.360 --> 00:13:06.680]  可能你會發覺
[00:13:06.680 --> 00:13:07.760]  你時間越久
[00:13:07.760 --> 00:13:09.280]  你祈禱的內容
[00:13:09.280 --> 00:13:10.280]  漸漸會遺忘
[00:13:10.280 --> 00:13:11.160]  越來越短
[00:13:11.160 --> 00:13:12.320]  以及越來越快
[00:13:12.320 --> 00:13:13.200]  是不是?
[00:13:13.200 --> 00:13:15.520]  所以我們可能
[00:13:15.520 --> 00:13:17.960]  沒有寫下每次的祈禱內容的時候
[00:13:17.960 --> 00:13:18.640]  久而久之
[00:13:18.640 --> 00:13:19.400]  真心說一句
[00:13:19.400 --> 00:13:21.720]  其實我們也不知道自己祈禱了什麼
[00:13:21.720 --> 00:13:23.880]  更不要說我們要去等候
[00:13:23.880 --> 00:13:25.880]  要去測驗神的回應
[00:13:25.880 --> 00:13:26.280]  是不是?
[00:13:26.600 --> 00:13:28.040]  只是我們印象上覺得
[00:13:28.040 --> 00:13:30.480]  神好像沒有按我們既定的方法
[00:13:30.480 --> 00:13:32.560]  去回應我們的訴求
[00:13:32.560 --> 00:13:34.200]  那我們要怎麼辦?
[00:13:34.200 --> 00:13:36.680]  神也不回應我們
[00:13:36.680 --> 00:13:38.320]  那我們祈禱來幹嘛呢?
[00:13:38.320 --> 00:13:39.280]  是不是?
[00:13:39.280 --> 00:13:42.000]  那我就會失望和灰心
[00:13:42.000 --> 00:13:43.880]  因而對神的
[00:13:43.880 --> 00:13:46.000]  就是對祈禱產生懷疑
[00:13:46.000 --> 00:13:46.720]  疑惑
[00:13:46.720 --> 00:13:49.240]  將向神的禱告
[00:13:49.240 --> 00:13:50.520]  就出之高閣
[00:13:50.520 --> 00:13:51.280]  放在一邊
[00:13:51.280 --> 00:13:52.680]  弟兄姊妹
[00:13:52.680 --> 00:13:55.120]  經文中吩咐我們
[00:13:55.120 --> 00:13:57.760]  其實一定要遵守命令
[00:13:57.760 --> 00:14:00.080]  看起來好像很容易
[00:14:00.080 --> 00:14:03.720]  但是做起來好像一點也不簡單
[00:14:03.720 --> 00:14:05.480]  大家都知道
[00:14:05.480 --> 00:14:06.320]  都清楚的
[00:14:06.320 --> 00:14:08.760]  面對順境的時候怎麼辦?
[00:14:08.760 --> 00:14:10.920]  順風順水的時候
[00:14:10.920 --> 00:14:12.320]  要去事事感恩
[00:14:12.320 --> 00:14:15.480]  凡事感謝神的請求的禱告
[00:14:15.480 --> 00:14:17.520]  其實很容易浪浪上口
[00:14:17.520 --> 00:14:20.240]  很容易自己埋葬在那裡入座
[00:14:20.240 --> 00:14:23.360]  相反如果我們要去面對逆境
[00:14:23.760 --> 00:14:26.720]  經歷病患的事年和煎熬的時候
[00:14:26.720 --> 00:14:29.120]  仍然要去處之泰然
[00:14:29.120 --> 00:14:31.560]  仍然要去保持平常心
[00:14:31.560 --> 00:14:32.920]  要去耐心等候
[00:14:32.920 --> 00:14:35.440]  而向神去數算主因
[00:14:35.440 --> 00:14:37.520]  其實又談何容易呢?
[00:14:37.520 --> 00:14:42.960]  有多少人可以做到堅持的行人
[00:14:42.960 --> 00:14:46.280]  持續不斷地仍然去依靠神呢?
[00:14:46.280 --> 00:14:49.720]  更無論是遭遇患難裡面
[00:14:49.720 --> 00:14:52.920]  凡事要常常開口向神交託
[00:14:53.440 --> 00:14:55.240]  以感恩禱告的心
[00:14:55.240 --> 00:14:58.640]  去戰勝灰心絕望的陰霾呢?
[00:14:58.640 --> 00:15:01.640]  正如昔日淑玲前輩所說
[00:15:01.640 --> 00:15:04.040]  絕望灰心的假若
[00:15:04.040 --> 00:15:07.200]  並不是取決你的信心的高低
[00:15:07.200 --> 00:15:10.280]  而是取決你有多依靠神
[00:15:10.280 --> 00:15:14.760]  並不是依靠你積極的思考
[00:15:14.760 --> 00:15:18.040]  用各種不同的方法去解決事情
[00:15:18.040 --> 00:15:20.920]  而是取決你有多堅持
[00:15:21.520 --> 00:15:24.280]  持續不斷去禱告依靠神
[00:15:24.280 --> 00:15:26.400]  弟兄姊妹
[00:15:26.400 --> 00:15:27.880]  大家都知道
[00:15:27.880 --> 00:15:30.000]  為伴侶
[00:15:30.000 --> 00:15:31.400]  為父母
[00:15:31.400 --> 00:15:34.040]  為家人信主持續的禱告
[00:15:34.040 --> 00:15:36.120]  有時可能都很灰心
[00:15:36.120 --> 00:15:37.200]  是吧?
[00:15:37.200 --> 00:15:38.880]  都很折騰人心
[00:15:38.880 --> 00:15:42.920]  記得自己在2003年沙士信主之後
[00:15:42.920 --> 00:15:44.520]  即是信主的
[00:15:44.520 --> 00:15:47.080]  信主之後有穩定的教會生活
[00:15:47.080 --> 00:15:48.360]  大家都知道
[00:15:48.360 --> 00:15:49.400]  有好東西又如何呢?
[00:15:51.280 --> 00:15:52.960]  有好東西當然是開心分享
[00:15:52.960 --> 00:15:53.960]  還用說嗎?
[00:15:53.960 --> 00:15:59.680]  家人和父母自然而然就成為你傳福音的
[00:15:59.680 --> 00:16:01.560]  重中之重的對象
[00:16:01.560 --> 00:16:03.760]  應該都沒什麼異議吧?
[00:16:03.760 --> 00:16:07.200]  但這個過程其實真的頗漫長
[00:16:07.200 --> 00:16:10.080]  正所謂路漫漫其修緣
[00:16:10.080 --> 00:16:12.840]  都差不多經歷了二十年
[00:16:12.840 --> 00:16:15.320]  父母才決志信主
[00:16:15.320 --> 00:16:17.440]  以至有穩定的教會生活
[00:16:18.040 --> 00:16:20.040]  感恩上年聖誕節的時候
[00:16:20.040 --> 00:16:23.240]  他們現在同水禮見證加入教會
[00:16:23.240 --> 00:16:26.600]  將一切榮耀重讚歸給我們的主耶穌基督
[00:16:26.600 --> 00:16:29.000]  弟兄姊妹
[00:16:29.000 --> 00:16:31.440]  在這個漫長的過程裡面
[00:16:31.440 --> 00:16:34.760]  我發現到一件事
[00:16:34.760 --> 00:16:38.000]  原來我們可以做的事情
[00:16:38.000 --> 00:16:39.200]  其實不是很多
[00:16:39.200 --> 00:16:41.960]  我們只能不要灰心
[00:16:41.960 --> 00:16:45.080]  持續不住地為他們信主去禱告
[00:16:45.080 --> 00:16:47.840]  一切都要交回給神
[00:16:48.480 --> 00:16:50.880]  耐心去等候神的時間表
[00:16:50.880 --> 00:16:53.680]  我們只能測驗
[00:16:53.680 --> 00:16:57.000]  也只能敏銳地去配合神的作供
[00:16:57.000 --> 00:17:00.160]  以自己的生命去見證
[00:17:00.160 --> 00:17:01.960]  去踐行你的信仰
[00:17:01.960 --> 00:17:03.520]  去感動人心
[00:17:03.520 --> 00:17:05.360]  弟兄姊妹
[00:17:05.360 --> 00:17:06.960]  家庭的父母
[00:17:06.960 --> 00:17:08.680]  家人的信主是這樣
[00:17:08.680 --> 00:17:12.560]  教會內弟兄姊妹的生命的同行
[00:17:12.560 --> 00:17:13.480]  也是這樣
[00:17:13.480 --> 00:17:17.680]  既要在基督裡保持以耶穌基督為中心
[00:17:18.080 --> 00:17:20.480]  方向的一致性和向心力
[00:17:20.480 --> 00:17:23.720]  但同時卻是要尊重在基督裡
[00:17:23.720 --> 00:17:25.640]  各人彼此不同的步伐
[00:17:25.640 --> 00:17:29.400]  在差異中竭力保持合一
[00:17:29.400 --> 00:17:33.120]  在合一中尊重彼此的差異
[00:17:33.120 --> 00:17:36.600]  一切都要交回給神去作主
[00:17:36.600 --> 00:17:40.600]  千萬不要什麼都要按照自己的計劃
[00:17:40.600 --> 00:17:42.880]  按照自己的方式去操作
[00:17:42.880 --> 00:17:45.200]  去越左待旁
[00:17:45.200 --> 00:17:46.240]  舞弄人心
[00:17:47.240 --> 00:17:48.480]  弟兄姊妹
[00:17:48.480 --> 00:17:50.280]  經文中所展現的是
[00:17:50.280 --> 00:17:53.600]  無論你是在經歷山高還是水低
[00:17:53.600 --> 00:17:56.360]  在經歷得時不得時也好
[00:17:56.360 --> 00:18:00.880]  就算面對如何艱難不堪的困境
[00:18:00.880 --> 00:18:04.320]  也不要灰心的情緒去折磨道人
[00:18:04.320 --> 00:18:07.280]  被絕望的氣氛所籠罩
[00:18:07.280 --> 00:18:08.240]  揮之不去
[00:18:08.240 --> 00:18:11.480]  久而久之更失去了對耶穌基督
[00:18:11.480 --> 00:18:14.520]  應許復活永生的盼望
[00:18:15.000 --> 00:18:18.400]  失去了持續禱告仰望神的信靠
[00:18:18.400 --> 00:18:22.200]  經文中耶穌一方面教導門徒
[00:18:22.200 --> 00:18:25.280]  以行切禱告不可放棄的態度
[00:18:25.280 --> 00:18:28.680]  去等候迎接主再來的日子
