
[00:00:00.000 --> 00:00:03.000]  有沒有看亞運?
[00:01:47.000 --> 00:01:49.000]  奉耶穌基督的聖名求
[00:01:49.000 --> 00:01:51.000]  阿們
[00:01:51.000 --> 00:01:54.000]  我們一起看今天的經文
[00:01:54.000 --> 00:01:58.000]  今天是馬可福音教會的主題講道系列
[00:01:58.000 --> 00:02:02.000]  我們看八章的27至38節
[00:02:02.000 --> 00:02:04.000]  可以看你的程序表
[00:02:04.000 --> 00:02:07.000]  或者看投影都可以
[00:02:07.000 --> 00:02:08.000]  我們弟兄姊妹輪流讀
[00:02:08.000 --> 00:02:11.000]  先請弟兄預備起
[00:02:11.000 --> 00:02:18.000]  耶穌和門徒出去往蓋撒利亞肥勒比附近的村莊去
[00:02:18.000 --> 00:02:21.000]  在路上,他對門徒說:
[00:02:21.000 --> 00:02:24.000]  「人們說我是誰?」
[00:02:24.000 --> 00:02:33.000]  (閩南語)
[00:02:33.000 --> 00:02:35.000]  他又問他們說:
[00:02:35.000 --> 00:02:37.000]  「你們說我是誰?」
[00:02:37.000 --> 00:02:39.000]  彼得回答他:
[00:02:39.000 --> 00:02:41.000]  「你是基督。」
[00:02:41.000 --> 00:02:47.000]  (閩南語)
[00:02:47.000 --> 00:02:50.000]  從此,他教導他們說:
[00:02:50.000 --> 00:02:53.000]  「人子必須受許多的苦,
[00:02:53.000 --> 00:02:57.000]  被長老、祭司長和民事氣絕,
[00:02:57.000 --> 00:03:01.000]  並且被殺,三天後復活。」
[00:03:01.000 --> 00:03:07.000]  (閩南語)
[00:03:07.000 --> 00:03:10.000]  耶穌轉過來看著門徒
[00:03:10.000 --> 00:03:12.000]  斥責彼得說:
[00:03:12.000 --> 00:03:15.000]  「撒旦,退到我後邊去,
[00:03:15.000 --> 00:03:18.000]  因為你不體會神的心意,
[00:03:18.000 --> 00:03:21.000]  而是體會人的意思。」
[00:03:21.000 --> 00:03:32.000]  (閩南語)
[00:03:32.000 --> 00:03:35.000]  「因為凡要救自己生命的,
[00:03:35.000 --> 00:03:37.000]  必喪掉生命;
[00:03:37.000 --> 00:03:40.000]  凡為我和福音喪失生命的,
[00:03:40.000 --> 00:03:43.000]  必救自己的生命。」
[00:03:43.000 --> 00:03:49.000]  (閩南語)
[00:03:49.000 --> 00:03:53.000]  「人還能拿什麼換生命呢?」
[00:03:53.000 --> 00:04:08.000]  (閩南語)
[00:04:08.000 --> 00:04:09.000]  好
[00:04:10.000 --> 00:04:13.000]  《馬可福音》八章二十七字
[00:04:13.000 --> 00:04:17.000]  可以說是開啟了馬可福音的下半部
[00:04:17.000 --> 00:04:20.000]  由下半部開始進入高潮
[00:04:20.000 --> 00:04:23.000]  前半部鋪排了什麼呢?
[00:04:23.000 --> 00:04:25.000]  就是讓我們看到
[00:04:25.000 --> 00:04:28.000]  門徒其實不是很認識耶穌
[00:04:28.000 --> 00:04:30.000]  雖然門徒第一章出場了
[00:04:30.000 --> 00:04:32.000]  但不是很認識他
[00:04:32.000 --> 00:04:34.000]  隨著故事的發展
[00:04:34.000 --> 00:04:36.000]  一個一個故事
[00:04:36.000 --> 00:04:44.000]  馬可描述門徒很多誤解了耶穌的身份和即是
[00:04:44.000 --> 00:04:46.000]  所以你看完前半部
[00:04:46.000 --> 00:04:50.000]  你得出的印象就是門徒其實不是很明白耶穌
[00:04:50.000 --> 00:04:53.000]  去到踏上耶路撒冷的旅途
[00:04:53.000 --> 00:04:57.000]  馬可描述的速度明顯減慢
[00:04:57.000 --> 00:04:59.000]  在前半部
[00:04:59.000 --> 00:05:01.000]  有一個副詞多次出現
[00:05:01.000 --> 00:05:05.000]  就是立刻、馬上、隨即
[00:05:05.000 --> 00:05:06.000]  原文同一個字
[00:05:06.000 --> 00:05:07.000]  這個副詞
[00:05:07.000 --> 00:05:10.000]  所以你感受到耶穌去完一步馬上去第二步
[00:05:10.000 --> 00:05:12.000]  做完這件事又馬上做第二件事
[00:05:12.000 --> 00:05:14.000]  很高速的
[00:05:14.000 --> 00:05:15.000]  如果看電影
[00:05:15.000 --> 00:05:17.000]  你會看到鏡頭拍得很快
[00:05:17.000 --> 00:05:18.000]  很快的
[00:05:18.000 --> 00:05:20.000]  前半部就是很快的
[00:05:20.000 --> 00:05:21.000]  但去到下半部
[00:05:21.000 --> 00:05:22.000]  就是這裡開始
[00:05:22.000 --> 00:05:24.000]  這個字就很少了
[00:05:24.000 --> 00:05:25.000]  只有六次
[00:05:25.000 --> 00:05:28.000]  就算進入耶路撒冷也是一樣
[00:05:28.000 --> 00:05:31.000]  所以那個描述的速度慢了
[00:05:31.000 --> 00:05:33.000]  鏡頭慢了
[00:05:33.000 --> 00:05:39.000]  好像一些放鬆的音樂的鏡頭一樣
[00:05:39.000 --> 00:05:40.000]  鏡頭慢了
[00:05:40.000 --> 00:05:43.000]  所以對裡面的人和場景
[00:05:43.000 --> 00:05:45.000]  它的描寫就更加細緻
[00:05:45.000 --> 00:05:48.000]  就讓我們更加明白
[00:05:48.000 --> 00:05:50.000]  如何去跟隨主
[00:05:50.000 --> 00:05:52.000]  八章二十七節至到九章一節
[00:05:52.000 --> 00:05:53.000]  即是今天的經文
[00:05:53.000 --> 00:05:56.000]  也都對下半部的馬可福音
[00:05:56.000 --> 00:05:59.000]  起了提綱揭領的作用
[00:05:59.000 --> 00:06:03.000]  因為耶穌就在凱撒利亞肥勒比這裡
[00:06:03.000 --> 00:06:08.000]  開始揭示了祂自己的身份和祂的遭遇
[00:06:08.000 --> 00:06:11.000]  但是就引來門徒的反對
[00:06:11.000 --> 00:06:13.000]  因為門徒的抗議
[00:06:13.000 --> 00:06:15.000]  耶穌的回應反而就將
[00:06:15.000 --> 00:06:20.000]  作門徒描寫得更加細緻
[00:06:20.000 --> 00:06:24.000]  馬可不只是新聞報道一段對話
[00:06:24.000 --> 00:06:25.000]  而是祂所記載的
[00:06:25.000 --> 00:06:28.000]  是對歷代所有的基督徒
[00:06:28.000 --> 00:06:31.000]  所有跟隨耶穌的人所說的
[00:06:31.000 --> 00:06:33.000]  二十七節一開始
[00:06:33.000 --> 00:06:35.000]  耶穌和門徒出去
[00:06:35.000 --> 00:06:39.000]  往凱撒利亞肥勒比附近的村莊去
[00:06:39.000 --> 00:06:41.000]  馬可在這裡特別記載地名
[00:06:41.000 --> 00:06:44.000]  凱撒利亞肥勒比
[00:06:44.000 --> 00:06:45.000]  這裡是什麼地方呢
[00:06:45.000 --> 00:06:47.000]  這裡是一個真的很北的地方
[00:06:47.000 --> 00:06:51.000]  在加利尼海爾北五十公里的地方
[00:06:51.000 --> 00:06:52.000]  在遠古的時候
[00:06:52.000 --> 00:06:55.000]  這裡就是一個拜巴力的地方
[00:06:55.000 --> 00:06:58.000]  在希臘羅馬的時期
[00:06:58.000 --> 00:07:00.000]  是一個古羅馬城
[00:07:00.000 --> 00:07:02.000]  已經有很多神廟
[00:07:02.000 --> 00:07:03.000]  到處都是神廟
[00:07:03.000 --> 00:07:05.000]  滿天神佛
[00:07:05.000 --> 00:07:09.000]  當大希律作為猶大分封王的時候
[00:07:09.000 --> 00:07:12.000]  他就在這裡特意再建一個神殿
[00:07:12.000 --> 00:07:16.000]  就是用來讓人敬拜凱撒奧古士督
[00:07:16.000 --> 00:07:19.000]  凱撒是羅馬皇帝的稱號
[00:07:19.000 --> 00:07:23.000]  當時最出名的皇帝之一就是奧古士督
[00:07:23.000 --> 00:07:26.000]  其後大希律的兒子肥勒比
[00:07:26.000 --> 00:07:28.000]  將這個古城再擴建
[00:07:28.000 --> 00:07:34.000]  並且命名這個城叫做凱撒利亞肥勒比
[00:07:34.000 --> 00:07:37.000]  就是幫羅馬皇帝擦擦鞋
[00:07:37.000 --> 00:07:41.000]  這座城就以皇帝的名義命名
[00:07:41.000 --> 00:07:44.000]  公元六十六至七十年
[00:07:44.000 --> 00:07:47.000]  猶太人就起義和羅馬人作戰
[00:07:47.000 --> 00:07:49.000]  羅馬軍隊當然要鎮壓
[00:07:49.000 --> 00:07:53.000]  他在南下的時候根據點就是這裡
[00:07:53.000 --> 00:08:00.000]  所以在這裡曾經發生過大批猶太人被屠殺和囚禁的事件
[00:08:00.000 --> 00:08:05.000]  所以凱撒利亞肥勒比對於讀者來說
[00:08:05.000 --> 00:08:08.000]  他不單只是告訴你一個地點
[00:08:08.000 --> 00:08:10.000]  而是一個很強烈的象徵
[00:08:10.000 --> 00:08:12.000]  象徵著什麼呢
[00:08:12.000 --> 00:08:14.000]  權勢與軟弱
[00:08:14.000 --> 00:08:16.000]  勝利與失敗
[00:08:16.000 --> 00:08:18.000]  榮耀與羞辱
[00:08:18.000 --> 00:08:21.000]  這些衝突的象徵
[00:08:21.000 --> 00:08:23.000]  馬可記載了這件事
[00:08:23.000 --> 00:08:28.000]  就是揭示了究竟這位耶穌是一個怎樣的基督
[00:08:28.000 --> 00:08:32.000]  耶穌的跟隨者如果明白耶穌的身份和遭遇
[00:08:32.000 --> 00:08:37.000]  對我們也會更加明白我們怎樣去跟從耶穌
[00:08:37.000 --> 00:08:43.000]  所以基督論和門徒意義其實是一息相關
[00:08:43.000 --> 00:08:47.000]  耶穌的門徒是否真的清楚耶穌的身份呢
[00:08:47.000 --> 00:08:50.000]  剛才說了是知不知道的
[00:08:50.000 --> 00:08:52.000]  第一章
[00:08:52.000 --> 00:08:54.000]  耶穌第一次趕鬼的時候
[00:08:54.000 --> 00:08:58.000]  鬼說我認得你是誰
[00:08:58.000 --> 00:09:00.000]  第四章
[00:09:00.000 --> 00:09:03.000]  耶穌平靜風和浪之後門徒彼此對問
[00:09:03.000 --> 00:09:05.000]  這個究竟是誰
[00:09:05.000 --> 00:09:07.000]  第六章
[00:09:07.000 --> 00:09:09.000]  耶穌差遣十二門徒出去傳福音
[00:09:09.000 --> 00:09:11.000]  哇,耶穌很出名
[00:09:11.000 --> 00:09:13.000]  開始有人討論
[00:09:13.000 --> 00:09:15.000]  這個究竟是誰
[00:09:15.000 --> 00:09:17.000]  有人說是施洗約翰
[00:09:17.000 --> 00:09:19.000]  有人說是其中一位先知
[00:09:19.000 --> 00:09:21.000]  希律說
[00:09:21.000 --> 00:09:23.000]  祂是我斬了的約翰
[00:09:23.000 --> 00:09:25.000]  希律這樣看耶穌
[00:09:25.000 --> 00:09:27.000]  是我斬了的約翰,現在祂復活了
[00:09:27.000 --> 00:09:30.000]  所以馬可福音的上半部
[00:09:30.000 --> 00:09:32.000]  其實有一個主題
[00:09:32.000 --> 00:09:34.000]  耶穌究竟是誰
[00:09:34.000 --> 00:09:35.000]  耶穌是誰
[00:09:35.000 --> 00:09:37.000]  耶穌的真正身份是什麼
[00:09:37.000 --> 00:09:40.000]  所以這裡耶穌一開始就問
[00:09:40.000 --> 00:09:42.000]  那些人說我是誰
[00:09:42.000 --> 00:09:45.000]  不是民意搜集
[00:09:45.000 --> 00:09:47.000]  到了第29節
[00:09:47.000 --> 00:09:49.000]  耶穌再問
[00:09:49.000 --> 00:09:51.000]  聖經這裡譯作「猶問」
[00:09:51.000 --> 00:09:52.000]  猶問
[00:09:52.000 --> 00:09:56.000]  其實未能夠完全反映原文的意思
[00:09:56.000 --> 00:09:59.000]  呂鎮忠譯本譯作「揭問」
[00:09:59.000 --> 00:10:02.000]  清楚表達那種追問
[00:10:02.000 --> 00:10:05.000]  質詢的意思
[00:10:05.000 --> 00:10:07.000]  所以
[00:10:07.000 --> 00:10:11.000]  當門徒由第一章開始跟隨耶穌的時候
[00:10:11.000 --> 00:10:13.000]  他們作為內心人
[00:10:13.000 --> 00:10:15.000]  跟耶穌一起吃一起睡
[00:10:15.000 --> 00:10:18.000]  按道理最認識耶穌的就是門徒
[00:10:18.000 --> 00:10:20.000]  應該比希律認識多很多
[00:10:20.000 --> 00:10:23.000]  所以耶穌在追問的背後
[00:10:23.000 --> 00:10:25.000]  其實就是他要聽聽
[00:10:25.000 --> 00:10:29.000]  門徒對這位耶穌的一個認訊
[00:10:29.000 --> 00:10:30.000]  confession
[00:10:30.000 --> 00:10:33.000]  你認訊我是誰呢
[00:10:33.000 --> 00:10:35.000]  面對耶穌的追問
[00:10:35.000 --> 00:10:37.000]  彼得作為門徒之首
[00:10:37.000 --> 00:10:39.000]  他怎麼回答呢
[00:10:39.000 --> 00:10:40.000]  第29節尾
[00:10:40.000 --> 00:10:42.000]  彼得回答他
[00:10:42.000 --> 00:10:45.000]  你是基督
[00:10:45.000 --> 00:10:47.000]  基督是希伯來文
[00:10:47.000 --> 00:10:51.000]  尼塞亞的希臘文的翻譯
[00:10:51.000 --> 00:10:54.000]  尼塞亞即是什麼
[00:10:54.000 --> 00:10:55.000]  受高者
[00:10:55.000 --> 00:10:58.000]  尼塞亞的意思是受高者
[00:10:58.000 --> 00:10:59.000]  那是什麼呢
[00:10:59.000 --> 00:11:03.000]  你舊約有什麼人是受高的
[00:11:03.000 --> 00:11:04.000]  只有兩種
[00:11:04.000 --> 00:11:07.000]  一是皇帝
[00:11:07.000 --> 00:11:09.000]  一是大祭司
[00:11:09.000 --> 00:11:11.000]  在高立的典禮上
[00:11:11.000 --> 00:11:13.000]  那些特製的膏油
[00:11:13.000 --> 00:11:16.000]  就會倒在那個人的頭上
[00:11:16.000 --> 00:11:18.000]  就是一個高立的典禮
[00:11:18.000 --> 00:11:21.000]  類似登基大典
[00:11:21.000 --> 00:11:23.000]  在猶太人亡國被擄之後
[00:11:23.000 --> 00:11:27.000]  猶太教的發展對基督這個字的理解
[00:11:27.000 --> 00:11:29.000]  就有一點點不同
[00:11:29.000 --> 00:11:32.000]  按照詩篇110篇和但爾利書提到
[00:11:32.000 --> 00:11:35.000]  那個受高君
[00:11:35.000 --> 00:11:37.000]  換言之
[00:11:37.000 --> 00:11:39.000]  由一個統稱
[00:11:39.000 --> 00:11:41.000]  就變成一個尊稱
[00:11:41.000 --> 00:11:43.000]  基督
[00:11:43.000 --> 00:11:45.000]  雖然不是每個人都是
[00:11:45.000 --> 00:11:48.000]  但原本都是有一批人
[00:11:48.000 --> 00:11:51.000]  現在的字是那一位
[00:11:51.000 --> 00:11:52.000]  那一位
[00:11:52.000 --> 00:11:54.000]  就是那一位基督
[00:11:54.000 --> 00:11:56.000]  用中文的說話
[00:11:56.000 --> 00:11:58.000]  就是真命天子
[00:11:58.000 --> 00:12:00.000]  耶穌就是基督
[00:12:00.000 --> 00:12:04.000]  耶穌就是那一位真命天子
[00:12:04.000 --> 00:12:06.000]  所以我們現在說耶穌基督
[00:12:06.000 --> 00:12:08.000]  連在一起來說
[00:12:08.000 --> 00:12:11.000]  其實有些人不認耶穌是基督
[00:12:11.000 --> 00:12:15.000]  但我們當然認耶穌是基督
[00:12:15.000 --> 00:12:18.000]  所以當彼得在29節這裡宣認
[00:12:18.000 --> 00:12:20.000]  你是基督的時候
[00:12:20.000 --> 00:12:23.000]  這個真的是一個大突破
[00:12:23.000 --> 00:12:25.000]  在第一章第一節
[00:12:25.000 --> 00:12:29.000]  是第一次作者記載耶穌是基督
[00:12:29.000 --> 00:12:31.000]  到這裡就是第二次
[00:12:31.000 --> 00:12:34.000]  是由彼得的口中去說
[00:12:34.000 --> 00:12:37.000]  原來這個拿撒勒人耶穌
[00:12:37.000 --> 00:12:40.000]  就是猶太人苦後幾百年
[00:12:40.000 --> 00:12:43.000]  要來的那一位受高者
[00:12:43.000 --> 00:12:45.000]  那一位是多溫和
[00:12:45.000 --> 00:12:48.000]  你說多麼的尊貴
[00:12:48.000 --> 00:12:50.000]  皇帝也有很多個
[00:12:50.000 --> 00:12:52.000]  大祭司也有很多個
[00:12:52.000 --> 00:12:55.000]  但這位基督只有一個
[00:12:55.000 --> 00:12:58.000]  就是那一位
[00:12:58.000 --> 00:13:00.000]  所以弟兄姊妹
[00:13:00.000 --> 00:13:04.000]  你說耶穌是誰?
[00:13:04.000 --> 00:13:06.000]  在你心裡
[00:13:06.000 --> 00:13:08.000]  耶穌是誰?
[00:13:08.000 --> 00:13:11.000]  你是否認信耶穌是獨一無二
[00:13:11.000 --> 00:13:13.000]  無比尊貴的基督?
[00:13:13.000 --> 00:13:15.000]  再沒有第二個
[00:13:15.000 --> 00:13:17.000]  不會有第二個女基督
[00:13:17.000 --> 00:13:19.000]  只有一個
[00:13:19.000 --> 00:13:21.000]  無比尊貴的基督
[00:13:21.000 --> 00:13:23.000]  你認不信?
[00:13:25.000 --> 00:13:28.000]  我們認信耶穌是基督的身份
[00:13:28.000 --> 00:13:31.000]  不只是純粹一個知識性
[00:13:31.000 --> 00:13:34.000]  這是決定了我們跟隨主的內容
[00:13:34.000 --> 00:13:36.000]  基督是一個怎樣的基督
[00:13:36.000 --> 00:13:39.000]  就決定了我們怎樣去跟隨
[00:13:39.000 --> 00:13:42.000]  由夏文、彼得和耶穌的對話
[00:13:42.000 --> 00:13:44.000]  他們是互相責備
[00:13:44.000 --> 00:13:46.000]  我們就知道其實彼得
[00:13:46.000 --> 00:13:48.000]  雖然答對了
[00:13:48.000 --> 00:13:50.000]  但其實他不是很明白
[00:13:50.000 --> 00:13:53.000]  耶穌基督的身份和即是
[00:13:53.000 --> 00:13:55.000]  他們怎樣說呢?
[00:13:55.000 --> 00:13:57.000]  我們由三十一節再看
[00:13:57.000 --> 00:13:59.000]  我們請弟兄讀三十一節
[00:14:00.000 --> 00:14:01.000]  主席
[00:14:01.000 --> 00:14:24.000]  主席
[00:14:24.000 --> 00:14:25.000]  撒旦
[00:14:25.000 --> 00:14:27.000]  退到我後邊去
[00:14:27.000 --> 00:14:29.000]  因為你不體會神的心意
[00:14:29.000 --> 00:14:32.000]  而是體會人的心意
[00:14:32.000 --> 00:14:34.000]  在福音書裡面
[00:14:34.000 --> 00:14:37.000]  耶穌三次預言自己的受難
[00:14:37.000 --> 00:14:39.000]  這裡是第一次
[00:14:39.000 --> 00:14:40.000]  第一次
[00:14:40.000 --> 00:14:43.000]  耶穌第一次預言自己受難和復活
[00:14:43.000 --> 00:14:45.000]  長老、祭司、長和民事
[00:14:45.000 --> 00:14:46.000]  簡單來說
[00:14:46.000 --> 00:14:48.000]  即是當時的宗教領袖
[00:14:48.000 --> 00:14:51.000]  他們拒絕耶穌並且殺害耶穌
[00:14:52.000 --> 00:14:54.000]  這代表了整個以色列人
[00:14:54.000 --> 00:14:56.000]  都是拒絕耶穌
[00:14:56.000 --> 00:15:01.000]  耶穌作出關於基督即是的驚人預言之後
[00:15:01.000 --> 00:15:04.000]  彼得聽到有什麼反應呢?
[00:15:04.000 --> 00:15:05.000]  三十二節說
[00:15:05.000 --> 00:15:07.000]  拉著他
[00:15:07.000 --> 00:15:09.000]  責備他
[00:15:09.000 --> 00:15:11.000]  拉著是分詞
[00:15:11.000 --> 00:15:13.000]  不是拉著的意思
[00:15:13.000 --> 00:15:16.000]  而是好像呂鎮忠的譯本
[00:15:16.000 --> 00:15:18.000]  拉他到旁邊
[00:15:18.000 --> 00:15:21.000]  或者司高譯本是拉他到一邊
[00:15:21.000 --> 00:15:22.000]  你明白了嗎?
[00:15:22.000 --> 00:15:23.000]  拉到一邊
[00:15:23.000 --> 00:15:25.000]  你還要跟他說
[00:15:25.000 --> 00:15:27.000]  Took him aside
[00:15:27.000 --> 00:15:29.000]  責備是不定詞
[00:15:29.000 --> 00:15:31.000]  表示拉的目的
[00:15:31.000 --> 00:15:33.000]  拉的目的是什麼呢?
[00:15:33.000 --> 00:15:36.000]  其實原文前面還有一個主動詞
[00:15:36.000 --> 00:15:37.000]  就是開始
[00:15:37.000 --> 00:15:38.000]  沒有翻譯出來
[00:15:38.000 --> 00:15:39.000]  不知道為什麼
[00:15:39.000 --> 00:15:40.000]  開始
[00:15:40.000 --> 00:15:42.000]  所以這裡就是說
[00:15:42.000 --> 00:15:44.000]  是開始責備他
[00:15:44.000 --> 00:15:45.000]  開始責備他
[00:15:45.000 --> 00:15:46.000]  英文聖經是
[00:15:46.000 --> 00:15:48.000]  Begin to rebuke him
[00:15:48.000 --> 00:15:50.000]  換言之
[00:15:50.000 --> 00:15:52.000]  開始責備他
[00:15:52.000 --> 00:15:54.000]  彼得是有段時間說
[00:15:54.000 --> 00:15:56.000]  有段時間責備
[00:15:56.000 --> 00:15:57.000]  不是一時忍不住
[00:15:57.000 --> 00:15:59.000]  就爆出一句很嚴厲的話
[00:15:59.000 --> 00:16:01.000]  你可以想像一下
[00:16:01.000 --> 00:16:03.000]  拉他到一邊
[00:16:03.000 --> 00:16:05.000]  然後罵
[00:16:05.000 --> 00:16:07.000]  就是這樣
[00:16:07.000 --> 00:16:08.000]  責備這個詞
[00:16:08.000 --> 00:16:10.000]  和四章三十九節
[00:16:10.000 --> 00:16:11.000]  耶穌平靜風和浪
[00:16:11.000 --> 00:16:13.000]  就是斥責那個風
[00:16:13.000 --> 00:16:15.000]  就是那個斥責
[00:16:15.000 --> 00:16:18.000]  在第一章和第九章
[00:16:18.000 --> 00:16:19.000]  耶穌趕鬼
[00:16:19.000 --> 00:16:22.000]  那個斥責都是同一個字
[00:16:22.000 --> 00:16:24.000]  所以斥責
[00:16:24.000 --> 00:16:25.000]  就是責備
[00:16:25.000 --> 00:16:28.000]  是一個很強烈的字眼
[00:16:28.000 --> 00:16:30.000]  所以你可不可以想像到
[00:16:30.000 --> 00:16:33.000]  彼得是怎麼罵耶穌的呢?
[00:16:33.000 --> 00:16:35.000]  你想像一下
[00:16:35.000 --> 00:16:38.000]  好像耶穌斥責烏鬼那種斥責
[00:16:38.000 --> 00:16:40.000]  我想像一下
[00:16:40.000 --> 00:16:41.000]  他可能會這麼說
[00:16:41.000 --> 00:16:43.000]  你有沒有搞錯啊
[00:16:43.000 --> 00:16:44.000]  你去死?
[00:16:44.000 --> 00:16:46.000]  怎麼可以這麼陰春
[00:16:46.000 --> 00:16:48.000]  你是尼塞亞來的
[00:16:48.000 --> 00:16:50.000]  你要拯救我們趕走羅馬人
[00:16:50.000 --> 00:16:52.000]  恢復我們以色列國的
[00:16:52.000 --> 00:16:54.000]  現在你這樣去死
[00:16:54.000 --> 00:16:56.000]  你之前的侍奉
[00:16:56.000 --> 00:16:57.000]  個個都喜歡你
[00:16:57.000 --> 00:16:58.000]  多麼受歡迎
[00:16:58.000 --> 00:17:01.000]  除了那幾個民事發來財人不喜歡你之外
[00:17:01.000 --> 00:17:04.000]  個個群眾都很喜歡你
[00:17:04.000 --> 00:17:05.000]  你知名度這麼高
[00:17:05.000 --> 00:17:06.000]  你就這樣去死
[00:17:06.000 --> 00:17:08.000]  是不是太可惜了
[00:17:08.000 --> 00:17:09.000]  還有
[00:17:09.000 --> 00:17:10.000]  你死了
[00:17:10.000 --> 00:17:11.000]  我們會跟著你的
[00:17:11.000 --> 00:17:12.000]  我們也不會有好下場
[00:17:12.000 --> 00:17:15.000]  你有沒有想過我們
[00:17:15.000 --> 00:17:16.000]  是不是?
[00:17:16.000 --> 00:17:17.000]  大概是這樣
[00:17:17.000 --> 00:17:18.000]  《聖經》沒有記載
[00:17:18.000 --> 00:17:20.000]  我想像一下
[00:17:20.000 --> 00:17:24.000]  彼得是怎麼指著耶穌來罵的呢
[00:17:24.000 --> 00:17:26.000]  徒弟這樣罵師父
[00:17:26.000 --> 00:17:29.000]  是不是很離譜
[00:17:29.000 --> 00:17:30.000]  是不是很離譜
[00:17:30.000 --> 00:17:31.000]  如果他是徒弟
[00:17:31.000 --> 00:17:32.000]  你覺得怎麼樣
[00:17:32.000 --> 00:17:33.000]  很激氣
[00:17:33.000 --> 00:17:35.000]  他當然不對
[00:17:35.000 --> 00:17:38.000]  但我們先嘗試明白他
[00:17:38.000 --> 00:17:39.000]  明白一下
[00:17:39.000 --> 00:17:40.000]  同理心
[00:17:40.000 --> 00:17:43.000]  我們感受一下彼得的心境
[00:17:43.000 --> 00:17:46.000]  我們先試一下同情彼得
[00:17:46.000 --> 00:17:48.000]  彼得對耶穌的期望
[00:17:48.000 --> 00:17:50.000]  是不是不正常呢
[00:17:50.000 --> 00:17:51.000]  彼得的期望
[00:17:51.000 --> 00:17:55.000]  是不是不合理的期望呢
[00:17:55.000 --> 00:17:56.000]  舊約聖經
[00:17:56.000 --> 00:17:57.000]  但約書不是說過嗎
[00:17:57.000 --> 00:17:59.000]  「看!有一位像人子的
[00:17:59.000 --> 00:18:02.000]  駕著天上的雲而來
[00:18:02.000 --> 00:18:05.000]  被令到僅僅在者面前
[00:18:05.000 --> 00:18:07.000]  他得了權並榮耀
[00:18:07.000 --> 00:18:10.000]  國道使各方各國各族的人都侍奉他
[00:18:10.000 --> 00:18:13.000]  他的權並是永遠的不能廢去
[00:18:13.000 --> 00:18:15.000]  他的國道永不敗壞」
[00:18:15.000 --> 00:18:16.000]  是不是
[00:18:16.000 --> 00:18:17.000]  你再想想就是這樣
[00:18:17.000 --> 00:18:18.000]  權並
[00:18:18.000 --> 00:18:19.000]  榮耀
[00:18:19.000 --> 00:18:20.000]  勝利
[00:18:20.000 --> 00:18:21.000]  對不對
[00:18:21.000 --> 00:18:22.000]  有聖經根據的
[00:18:22.000 --> 00:18:23.000]  是不是
