
[00:00:00.000 --> 00:00:04.920]  謝謝Kip的Praise Team帶我們剛才有很完整的詩歌
[00:03:39.480 --> 00:03:40.280]  不是世俗的
[00:03:40.280 --> 00:03:41.600]  但我想說就是
[00:03:41.600 --> 00:03:43.840]  每一天的動盪、新聞、息口的蝶息
[00:03:43.840 --> 00:03:46.400]  其實會不會仍然帶著我們的心靈
[00:03:46.400 --> 00:03:49.120]  其實令到我們沒有一刻可以安定去跟從主
[00:03:49.120 --> 00:03:51.040]  去認定主和神福神
[00:03:51.040 --> 00:03:52.400]  我們心靈脆弱的地方
[00:03:52.400 --> 00:03:54.680]  仍然是否被恐嚇著
[00:03:54.680 --> 00:03:55.800]  被搖動著
[00:03:55.800 --> 00:03:58.400]  在不安、憂慮、傷痛、擔心裏面
[00:03:58.400 --> 00:04:01.640]  我們只懂時時是反應
[00:04:01.640 --> 00:04:02.440]  人一踩到你
[00:04:02.440 --> 00:04:03.360]  在地鐵踩到你
[00:04:03.360 --> 00:04:04.720]  你馬上XYZ
[00:04:04.720 --> 00:04:06.240]  甚麼髒話都說出來
[00:04:06.240 --> 00:04:10.240]  還是我們慢慢學會懂得應對
[00:04:10.240 --> 00:04:11.320]  respond
[00:04:11.320 --> 00:04:13.120]  處理好我們的心情
[00:04:13.120 --> 00:04:15.600]  處理好我們內心的反應
[00:04:15.600 --> 00:04:17.320]  去對應
[00:04:17.320 --> 00:04:19.320]  但結果其實我想告訴大家
[00:04:19.320 --> 00:04:20.480]  由過往至現在
[00:04:20.480 --> 00:04:23.920]  特別我發覺開始過了疫情之後
[00:04:23.920 --> 00:04:27.160]  海外的肢體開始說真話了
[00:04:27.160 --> 00:04:30.040]  我不知道你們收到多少親友的apps
[00:04:30.040 --> 00:04:31.640]  疫情那段期間
[00:04:31.640 --> 00:04:34.920]  去年移民潮最鼎盛的時候
[00:04:34.920 --> 00:04:38.160]  你收到的訊息永遠好像是移民的頂尖
[00:04:38.160 --> 00:04:40.040]  為甚麼好像每天都happy
[00:04:40.040 --> 00:04:41.320]  每天都去赫曼諾
[00:04:41.320 --> 00:04:42.600]  去新的餐廳
[00:04:42.600 --> 00:04:43.240]  去哪裡
[00:04:43.240 --> 00:04:43.760]  去巴黎
[00:04:43.760 --> 00:04:44.640]  去英國
[00:04:44.640 --> 00:04:46.000]  好像遊歷一樣
[00:04:46.000 --> 00:04:47.760]  他們不是移民的
[00:04:47.760 --> 00:04:49.320]  但開始過了之後
[00:04:49.320 --> 00:04:50.760]  沉澱下來之後
[00:04:50.760 --> 00:04:53.160]  開始有人會跟你說真話了
[00:04:53.160 --> 00:04:54.560]  說移民去那邊之後
[00:04:54.560 --> 00:04:55.960]  那個坎坷
[00:04:55.960 --> 00:04:57.200]  那個難受
[00:04:57.200 --> 00:04:58.480]  那個孤單
[00:04:58.480 --> 00:05:00.960]  那個寧靜裏面的悲哀
[00:05:00.960 --> 00:05:04.800]  我感恩開始有這些真說話出來
[00:05:04.800 --> 00:05:06.840]  因為如果這些真說話不出來
[00:05:06.840 --> 00:05:09.880]  而他們只是很孤單留在外地的話
[00:05:09.880 --> 00:05:11.120]  我想像不到
[00:05:11.120 --> 00:05:15.920]  撒旦會怎樣打垮我們這些移居海外的肢體
[00:05:15.920 --> 00:05:16.720]  大兄姊妹
[00:05:16.720 --> 00:05:19.160]  我們不願意我們被不安
[00:05:19.160 --> 00:05:19.720]  恐懼
[00:05:19.720 --> 00:05:20.280]  怒氣
[00:05:20.280 --> 00:05:20.800]  不平
[00:05:20.800 --> 00:05:22.560]  接二連三
[00:05:22.560 --> 00:05:24.400]  做錯大大小小的決定
[00:05:24.400 --> 00:05:25.800]  可能是投資的決定
[00:05:25.800 --> 00:05:28.400]  因為投資得利是我們人
[00:05:28.400 --> 00:05:32.560]  常常憑藉著一個假的安全感
[00:05:32.560 --> 00:05:36.760]  我們有時都會做錯了很嚴重的移民的決定
[00:05:36.760 --> 00:05:37.640]  你一做錯了
[00:05:37.640 --> 00:05:40.000]  你就差不多沒有回頭的
[00:05:40.000 --> 00:05:41.600]  所以移民錯了的人
[00:05:41.600 --> 00:05:44.560]  都不會告訴你他移民錯了
[00:05:44.560 --> 00:05:46.160]  為主擺上的決心
[00:05:46.160 --> 00:05:48.080]  和上讓上更新的決心
[00:05:48.080 --> 00:05:50.040]  都不會告訴大家
[00:05:50.040 --> 00:05:52.400]  所以我們願不願意在今天的訊息裏面
[00:05:52.400 --> 00:05:54.120]  回歸到安靜裏面得力
[00:05:54.120 --> 00:05:55.280]  得到方向
[00:05:55.280 --> 00:05:57.440]  讓真正的平靜能夠沉澱出
[00:05:57.440 --> 00:06:00.160]  我們內心已經積聚了很久的雜質
[00:06:00.160 --> 00:06:01.080]  軟弱
[00:06:01.080 --> 00:06:02.280]  甚至是恐懼
[00:06:02.280 --> 00:06:03.160]  邪惡
[00:06:03.160 --> 00:06:05.000]  叫主來潔淨更新我們
[00:06:05.000 --> 00:06:06.240]  讓我們重新體驗到
[00:06:06.240 --> 00:06:08.920]  以賽亞書三十章十五節說
[00:06:08.920 --> 00:06:11.920]  主耶華以色列的聖者曾如此說
[00:06:11.920 --> 00:06:14.080]  你們得救在乎歸回安息
[00:06:14.080 --> 00:06:16.920]  你們得力在乎平靜安穩
[00:06:16.920 --> 00:06:19.760]  但是你們竟止不幸
[00:06:19.760 --> 00:06:21.440]  其實這個恢復真的不容易的
[00:06:21.440 --> 00:06:22.480]  想告訴你
[00:06:22.480 --> 00:06:23.680]  對我這兩年來說
[00:06:23.680 --> 00:06:24.560]  我都覺得
[00:06:24.560 --> 00:06:26.320]  除了我適應新團企的服事之外
[00:06:26.320 --> 00:06:28.960]  我覺得很多很多的艱難
[00:06:28.960 --> 00:06:29.840]  要搏鬥
[00:06:29.840 --> 00:06:33.840]  但原來用血氣去搏鬥是不成功的
[00:06:33.840 --> 00:06:35.840]  唯有歸回神真正的安息
[00:06:35.840 --> 00:06:38.160]  和在平靜安穩裏面才能夠得力
[00:06:38.160 --> 00:06:41.000]  這個就是我今天要帶給大家的訊息方向
[00:06:41.000 --> 00:06:43.480]  如何學習要保守理心
[00:06:43.480 --> 00:06:45.480]  這個一生受用的訊息
[00:06:45.480 --> 00:06:49.480]  今天我們看的詩篇一三一篇
[00:06:49.480 --> 00:06:50.760]  是大衛帶領以色列
[00:06:50.760 --> 00:06:52.360]  《朝聖之歌》的系列
[00:06:52.360 --> 00:06:53.400]  上行之詩
[00:06:53.400 --> 00:06:55.760]  由120篇至到134篇
[00:06:55.760 --> 00:06:57.240]  反映和記述
[00:06:57.240 --> 00:06:59.360]  以色列民去信仰生命的歷程
[00:06:59.360 --> 00:07:00.400]  在歷程中間
[00:07:00.400 --> 00:07:03.400]  詩人做以錫安和耶路撒冷為目的地
[00:07:03.400 --> 00:07:05.000]  其實他們的目的地的途徑
[00:07:05.000 --> 00:07:06.360]  和我們中國人很相似
[00:07:06.360 --> 00:07:07.880]  就是能夠去到耶路撒冷
[00:07:07.880 --> 00:07:08.840]  得享太平
[00:07:08.840 --> 00:07:09.800]  安居樂業
[00:07:09.800 --> 00:07:11.480]  享受兒孫的福樂
[00:07:11.480 --> 00:07:13.360]  所以在120篇至134篇
[00:07:13.360 --> 00:07:15.640]  完全是漸進式的描述
[00:07:15.640 --> 00:07:18.640]  他們生命裏面的同境
[00:07:18.640 --> 00:07:20.560]  如何能夠最終以敬畏神
[00:07:20.560 --> 00:07:22.440]  守神一道為增福的源頭
[00:07:22.440 --> 00:07:24.760]  並且以神為最終的依歸
[00:07:24.760 --> 00:07:26.560]  大衛他人生飽歷滄桑
[00:07:26.560 --> 00:07:28.040]  受盡人生的火煉
[00:07:28.040 --> 00:07:29.840]  他經歷很多的破碎
[00:07:29.840 --> 00:07:32.200]  而且深刻地認識到自己的敗壞
[00:07:32.200 --> 00:07:33.560]  無能軟弱
[00:07:33.560 --> 00:07:36.160]  他用同路人和過來人的身份
[00:07:36.160 --> 00:07:37.800]  藉著詩篇131篇
[00:07:37.800 --> 00:07:39.720]  勸告朝聖者學他一樣
[00:07:39.720 --> 00:07:41.120]  好像詩篇128篇
[00:07:41.120 --> 00:07:42.440]  他講到蒙福的家
[00:07:42.440 --> 00:07:44.600]  我們三寶不是有的
[00:07:44.600 --> 00:07:46.320]  《甲族觀重整》裏面講到
[00:07:46.320 --> 00:07:47.560]  就是婚姻
[00:07:47.560 --> 00:07:49.320]  就是家的重要性
[00:07:49.320 --> 00:07:52.080]  蒙福的家裏面的葡萄樹和橄欖樹
[00:07:52.080 --> 00:07:53.520]  至到129篇
[00:07:53.520 --> 00:07:55.240]  他曾經受過敵人苦害
[00:07:55.240 --> 00:07:57.880]  被人背上負禮而耕的苦楚
[00:07:57.880 --> 00:07:59.520]  然後去到130篇
[00:07:59.520 --> 00:08:00.720]  一篇很好
[00:08:00.720 --> 00:08:03.160]  很有深度的自省自潔
[00:08:03.160 --> 00:08:04.120]  仰望救贖
[00:08:04.120 --> 00:08:06.840]  深信以色列民最終都會被神解脫
[00:08:06.840 --> 00:08:08.040]  一切的罪孽
[00:08:08.040 --> 00:08:10.080]  向神能夠親切的仰望
[00:08:10.080 --> 00:08:12.200]  直至到這一篇131篇
[00:08:12.200 --> 00:08:15.400]  他提醒朝聖者的心內心
[00:08:15.400 --> 00:08:19.240]  的眼目和行為的要訣
[00:08:19.240 --> 00:08:21.960]  他意志到詩人很想大家能夠享受
[00:08:21.960 --> 00:08:22.840]  好像他一樣
[00:08:22.840 --> 00:08:24.720]  好像斷過賴的孩子
[00:08:24.720 --> 00:08:27.200]  我相信我們當中有多少母親在這裏
[00:08:27.200 --> 00:08:29.280]  可能已經不是
[00:08:29.280 --> 00:08:31.240]  有多少年輕的母親在這裏
[00:08:31.240 --> 00:08:33.120]  你的小朋友還是在四歲以下
[00:08:33.120 --> 00:08:34.160]  你應該知道
[00:08:34.160 --> 00:08:37.680]  你應該很熟悉甚麼是斷過賴的孩子
[00:08:37.680 --> 00:08:40.920]  怎樣由甚麼都扭到最後
[00:08:40.920 --> 00:08:44.320]  你放他在角落罰他
[00:08:44.320 --> 00:08:46.200]  讓他哭爆
[00:08:46.200 --> 00:08:47.160]  不要再吵
[00:08:47.160 --> 00:08:49.760]  慢慢適應斷賴的過程
[00:08:49.760 --> 00:08:51.640]  詩人在這一段經文裏面
[00:08:51.640 --> 00:08:53.840]  要我們學習斷過賴的孩子
[00:08:53.840 --> 00:08:55.920]  在母親的話裏面能夠安穩
[00:08:55.920 --> 00:08:58.360]  呼喚朝聖者一起仰望神
[00:08:58.360 --> 00:08:59.520]  直到永遠
[00:08:59.520 --> 00:09:00.600]  最後我們先讀
[00:09:00.600 --> 00:09:03.920]  我拿了兩本書的標題
[00:09:03.920 --> 00:09:05.360]  來做我們一點點的引言
[00:09:05.360 --> 00:09:07.880]  我們先讀左邊至右邊
[00:09:07.880 --> 00:09:10.040]  讀出心心那兩句的吶喊
[00:09:10.040 --> 00:09:10.680]  好嗎
[00:09:10.680 --> 00:09:11.520]  左手邊
[00:09:11.520 --> 00:09:12.320]  看得到嗎
[00:09:12.320 --> 00:09:13.400]  是不是很小
[00:09:13.400 --> 00:09:14.280]  應該替代勉強
[00:09:14.280 --> 00:09:15.320]  好
[00:09:15.320 --> 00:09:19.240]  在充滿動盪的世界中安靜
[00:09:19.240 --> 00:09:20.680]  社會事件至到疫情
[00:09:20.680 --> 00:09:23.680]  我們都深深要被迫學習這件事
[00:09:23.680 --> 00:09:26.360]  現在好像世界好像在復常
[00:09:26.360 --> 00:09:29.080]  都不見得是很沒有動盪的
[00:09:29.080 --> 00:09:30.400]  再來多一點點動盪
[00:09:30.400 --> 00:09:32.120]  我想我們又要全力以赴了
[00:09:32.120 --> 00:09:33.520]  不知道同不同意
[00:09:33.520 --> 00:09:34.920]  右手邊
[00:09:34.920 --> 00:09:36.880]  平安與你同在
[00:09:36.880 --> 00:09:41.920]  應對憂慮傷痛憤怒和疑惑
[00:09:41.920 --> 00:09:44.000]  這個平安真的是很需要的
[00:09:44.000 --> 00:09:45.840]  不只是在患難
[00:09:45.840 --> 00:09:47.600]  我們幼童宮去了加拿大之後
[00:09:47.600 --> 00:09:49.600]  整整就是去年一年裏面
[00:09:49.600 --> 00:09:50.640]  母親的離世
[00:09:50.640 --> 00:09:53.560]  接著祖母的離世等等
[00:09:53.560 --> 00:09:54.720]  其實如果你沒有平安
[00:09:54.720 --> 00:09:57.160]  你面對不到突如其來的衝擊
[00:09:57.160 --> 00:10:01.040]  憂慮傷痛憤怒和疑惑
[00:10:01.040 --> 00:10:01.920]  所以弟兄姊妹
[00:10:01.920 --> 00:10:03.160]  其實我們今天的主題
[00:10:03.160 --> 00:10:05.280]  都是想學中間的心心
[00:10:05.280 --> 00:10:07.080]  剛才就是Dixon傳道
[00:10:07.080 --> 00:10:08.240]  他幫我們讀了出來
[00:10:08.240 --> 00:10:09.680]  在他的引言裏面
[00:10:09.680 --> 00:10:10.280]  我們一起讀
[00:10:10.280 --> 00:10:12.040]  《真面書》四章二十三節
[00:10:12.040 --> 00:10:13.880]  你要保守理心
[00:10:13.880 --> 00:10:15.640]  勝過保守一切
[00:10:15.640 --> 00:10:18.960]  因為一生的果效是由心發出
[00:10:18.960 --> 00:10:20.960]  就讓我們由詩篇一三一篇
[00:10:20.960 --> 00:10:22.800]  第一個大重點開始看
[00:10:22.800 --> 00:10:25.920]  只識心的狂野和放肆
[00:10:25.920 --> 00:10:26.960]  我們一起讀第一節
[00:10:26.960 --> 00:10:28.080]  預備起
[00:10:28.080 --> 00:10:29.240]  耶和華
[00:10:29.240 --> 00:10:31.000]  我的心不狂傲
[00:10:31.000 --> 00:10:32.840]  我的眼不高大
[00:10:32.840 --> 00:10:35.200]  重大和漆不透的事
[00:10:35.200 --> 00:10:37.240]  我又不敢行
[00:10:37.240 --> 00:10:38.040]  大衛人生裏面
[00:10:38.040 --> 00:10:40.040]  他深深知道甚麼是
[00:10:40.040 --> 00:10:41.120]  何謂狂傲
[00:10:41.120 --> 00:10:42.040]  眼目高大
[00:10:42.040 --> 00:10:44.560]  和任意妄為的惡果和敗位
[00:10:44.560 --> 00:10:47.160]  他自己在年紀老邁
[00:10:47.160 --> 00:10:48.400]  年紀大的時候
[00:10:48.400 --> 00:10:49.440]  安逸的時候
[00:10:49.440 --> 00:10:51.160]  我們就很出名知道
[00:10:51.160 --> 00:10:52.840]  從詩篇五十一篇知道
[00:10:52.840 --> 00:10:54.560]  他自己都曾經任意妄為
[00:10:54.560 --> 00:10:56.360]  跌落惡果敗位裏面
[00:10:56.360 --> 00:10:58.440]  所以他懂得呼召
[00:10:58.440 --> 00:10:59.920]  朝聖的人要知識
[00:10:59.920 --> 00:11:03.640]  人性中心內的狂野放肆
[00:11:03.640 --> 00:11:05.040]  心不狂傲
[00:11:05.040 --> 00:11:06.520]  眼不高大
[00:11:06.520 --> 00:11:07.920]  重大和漆不透的事
[00:11:07.920 --> 00:11:09.800]  都不敢妄行
[00:11:09.800 --> 00:11:12.320]  其實要走到內心真正的平穩安靜
[00:11:12.320 --> 00:11:13.000]  是否指到
[00:11:13.000 --> 00:11:14.360]  總之求神保守我
[00:11:14.360 --> 00:11:16.360]  祝福我一生無風無浪
[00:11:16.360 --> 00:11:17.160]  一生安靜
[00:11:17.160 --> 00:11:17.760]  沒有火煉
[00:11:17.760 --> 00:11:18.520]  臨到人生
[00:11:18.520 --> 00:11:20.520]  這樣就最安穩了
[00:11:20.520 --> 00:11:22.520]  有多少人你覺得你是一生無風浪
[00:11:22.520 --> 00:11:23.320]  舉手看看
[00:11:23.320 --> 00:11:26.160]  讓我們羨慕一下你
[00:11:26.160 --> 00:11:27.040]  看一看真一點
[00:11:27.040 --> 00:11:29.600]  有沒有
[00:11:29.600 --> 00:11:30.720]  沒有
[00:11:30.720 --> 00:11:32.920]  那就是說人生都幾可悲
[00:11:32.920 --> 00:11:34.320]  現實就是這麼殘酷
[00:11:34.320 --> 00:11:35.280]  這麼真實
[00:11:35.280 --> 00:11:37.240]  是真的不會沒有的
[00:11:37.240 --> 00:11:38.360]  秘訣反而是
[00:11:38.360 --> 00:11:41.680]  我們怎樣能夠隱藏在暴風的風眼中間
[00:11:41.680 --> 00:11:43.040]  暴風臨到的時候
[00:11:43.040 --> 00:11:44.320]  我們剛剛打的風球
[00:11:44.320 --> 00:11:47.400]  那個風暴都很大
[00:11:47.400 --> 00:11:48.880]  不過幸好沒有來到正
[00:11:48.880 --> 00:11:49.840]  如果來到正的話
[00:11:49.840 --> 00:11:52.320]  我猜就等於他登陸在國內的時候
[00:11:52.320 --> 00:11:53.800]  我不知道香港頂不頂得住
[00:11:53.800 --> 00:11:56.400]  這次那個大風暴
[00:11:56.400 --> 00:11:59.440]  秘訣是在於你怎樣藏在暴風的風眼裡面
[00:11:59.440 --> 00:12:02.160]  或者是在狂風蟹浪大海深處
[00:12:02.160 --> 00:12:02.880]  有一點
[00:12:02.880 --> 00:12:03.800]  有一個位置
[00:12:03.800 --> 00:12:06.680]  是不會蟹動的安全裡面
[00:12:06.680 --> 00:12:08.560]  其實人生的風浪一定有
[00:12:08.560 --> 00:12:11.720]  只能夠靠能夠平靜風浪的主
[00:12:11.720 --> 00:12:14.720]  和掌管海洋深處的創造主
[00:12:14.720 --> 00:12:17.600]  能夠安然帶領我們在人生種種的磨練
[00:12:17.600 --> 00:12:17.960]  反
[00:12:17.960 --> 00:12:19.880]  有時是我們反叛至極
[00:12:19.880 --> 00:12:21.240]  是我們疲倦至極
[00:12:21.240 --> 00:12:22.320]  身心靈倦透
[00:12:22.320 --> 00:12:24.120]  都發覺自己無力自救的時候
[00:12:24.120 --> 00:12:27.080]  你和我才醒悟能夠肯放心
[00:12:27.080 --> 00:12:28.920]  肯放手
[00:12:28.920 --> 00:12:31.680]  很多我們當中年輕的父母
[00:12:31.680 --> 00:12:35.000]  當你的子女在清少暴風期的時候
[00:12:35.000 --> 00:12:36.640]  你和他搏鬥到一個地步是
[00:12:36.640 --> 00:12:38.360]  連你都搞到depression
[00:12:38.360 --> 00:12:39.640]  連你都要吃藥的時候
[00:12:39.640 --> 00:12:41.760]  都不到你不放手
[00:12:41.760 --> 00:12:42.960]  你是在眼淚
[00:12:42.960 --> 00:12:45.880]  是在病患當中被迫放手
[00:12:45.880 --> 00:12:47.120]  然後從那個時候開始
[00:12:47.120 --> 00:12:49.680]  你才轉向要用禱告
[00:12:49.680 --> 00:12:51.440]  其實那個痛苦的磨練
[00:12:51.440 --> 00:12:52.360]  我們聽得太多
[00:12:52.360 --> 00:12:54.160]  我們當中的母親分享
[00:12:54.160 --> 00:12:55.960]  其實真是
[00:12:55.960 --> 00:12:57.320]  說不出的疼痛
[00:12:57.320 --> 00:12:59.080]  但這個功課就是這麼難
[00:12:59.080 --> 00:13:01.360]  難到這麼厲害
[00:13:01.360 --> 00:13:03.800]  直至我們能夠醒悟放心放手
[00:13:03.800 --> 00:13:05.600]  交托危難軟弱跌倒
[00:13:05.600 --> 00:13:09.200]  和我們破損了自己的自我
[00:13:09.200 --> 00:13:11.800]  回歸到上帝的安慰醫治
[00:13:11.800 --> 00:13:13.320]  然後在神裡面再養力
[00:13:13.320 --> 00:13:14.240]  再奔走
[00:13:14.240 --> 00:13:16.200]  同一班我們身邊團體裡面的
[00:13:16.200 --> 00:13:18.280]  國內人同路人同眾主因
[00:13:18.280 --> 00:13:20.640]  我們就可以一起唱頌上行之詩
[00:13:20.640 --> 00:13:22.160]  你說這樣好不好
[00:13:22.160 --> 00:13:25.120]  其實有多少人有團契在我們當中
[00:13:25.120 --> 00:13:26.760]  其實團契裡面
[00:13:26.760 --> 00:13:30.280]  應該大部分我們就是國內人和同路人
[00:13:30.280 --> 00:13:32.760]  可能大家不會跟你揚出來說
[00:13:32.760 --> 00:13:34.520]  我以前瘀到點瘀到爆
[00:13:34.520 --> 00:13:37.280]  我最近去綠創帶了一年半茶經
[00:13:37.280 --> 00:13:39.320]  開始發覺我們的弟兄姊妹
[00:13:39.320 --> 00:13:40.720]  在茶經的時候
[00:13:40.720 --> 00:13:45.200]  都開始懂得忐忑自己生命前半生的時候的軟弱
[00:13:45.200 --> 00:13:46.880]  聽了都很震驚
[00:13:46.880 --> 00:13:49.800]  但我發覺我們大部分弟兄姊妹都很冷靜
[00:13:49.800 --> 00:13:51.360]  哦
[00:13:51.360 --> 00:13:52.760]  哦
[00:13:52.760 --> 00:13:54.520]  其實他們的哦不是說
[00:13:54.520 --> 00:13:56.000]  哦 原來你是這樣的
[00:13:56.000 --> 00:13:58.520]  這樣啊 你是人渣來的
[00:13:58.520 --> 00:14:00.200]  不是 他們不是擁眼神
[00:14:00.200 --> 00:14:01.320]  他們心裡面的
[00:14:01.320 --> 00:14:01.960]  哦
[00:14:01.960 --> 00:14:03.520]  其實他們真的在裝鎮靜
[00:14:03.520 --> 00:14:04.680]  心裡面在想
[00:14:04.680 --> 00:14:06.400]  哦 你也是這樣而已
[00:14:06.400 --> 00:14:08.000]  我比你還壞
[00:14:08.000 --> 00:14:10.120]  不過我不敢說而已
[00:14:10.120 --> 00:14:11.000]  我說出來的話
[00:14:11.000 --> 00:14:15.760]  我想全個茶經組裡面的姐妹都走了
[00:14:15.760 --> 00:14:19.280]  弟兄姊妹 同路人過來
[00:14:19.280 --> 00:14:21.280]  不一定每個人都說到爆
[00:14:21.280 --> 00:14:23.280]  就是什麼都被你看完
[00:14:23.280 --> 00:14:26.000]  但能夠承認我們是同路人 過來人
[00:14:26.000 --> 00:14:28.760]  我們就沒有高低之分 一同的走
[00:14:28.760 --> 00:14:31.400]  回顧大衛的一生
[00:14:31.400 --> 00:14:33.040]  他年輕的時候便不狂傲
[00:14:33.040 --> 00:14:35.640]  他甘心做牧羊童
[00:14:35.640 --> 00:14:38.040]  他被父親和兄長輕視
[00:14:38.040 --> 00:14:39.560]  但他沒有介意
[00:14:39.560 --> 00:14:40.400]  他僅靠神
[00:14:40.400 --> 00:14:41.560]  他眼目不高大
