
[00:00:00.000 --> 00:00:03.000]  各位頂子妹 各位朋友 大家好
[00:02:52.000 --> 00:02:54.000]  仍然是十分真實
[00:02:54.000 --> 00:02:58.000]  甚至可能比七十年前更加貼切
[00:02:58.000 --> 00:03:02.000]  因為今天的世界資訊很發達
[00:03:02.000 --> 00:03:07.000]  我們更加容易去接觸到各種不同的事物
[00:03:07.000 --> 00:03:10.000]  物質主義更加因為科技的發達
[00:03:10.000 --> 00:03:12.000]  人的生活質素上升
[00:03:12.000 --> 00:03:16.000]  變成了我們每一個城市人核心的追求
[00:03:16.000 --> 00:03:20.000]  雖然我們未必一定會留意
[00:03:20.000 --> 00:03:26.000]  這個物質主義的信仰的存在
[00:03:26.000 --> 00:03:32.000]  因為這種追求已經滲透在我們人生裏
[00:03:32.000 --> 00:03:36.000]  信仰在很多人的眼中
[00:03:36.000 --> 00:03:39.000]  只不過是人生組成的其中一部份
[00:03:39.000 --> 00:03:41.000]  是個人的選擇
[00:03:41.000 --> 00:03:44.000]  甚至和一個基督教的信仰裏
[00:03:44.000 --> 00:03:46.000]  都可以有很多不同的選項
[00:03:46.000 --> 00:03:50.000]  我們可以各選所好
[00:03:50.000 --> 00:03:54.000]  人認為這樣追求優質的生活
[00:03:54.000 --> 00:03:56.000]  有很多不同的選擇
[00:03:56.000 --> 00:03:59.000]  可以令到人活得更加開心
[00:03:59.000 --> 00:04:01.000]  不過每一年都有不同的
[00:04:01.000 --> 00:04:04.000]  所謂的世界開心指數
[00:04:04.000 --> 00:04:08.000]  不知為何香港一直都排到很低
[00:04:08.000 --> 00:04:12.000]  甚至比一些落後的國家都不如
[00:04:12.000 --> 00:04:17.000]  人可以在有這麼多選擇的生活裏
[00:04:17.000 --> 00:04:20.000]  過著很多享受的生活
[00:04:20.000 --> 00:04:24.000]  但亦都是過著一個分割的人生
[00:04:24.000 --> 00:04:28.000]  我們不見得開心了喜樂了
[00:04:28.000 --> 00:04:32.000]  到底我們怎樣才可以活得喜樂
[00:04:32.000 --> 00:04:36.000]  讓到我們的人生能夠發出光芒呢?
[00:04:36.000 --> 00:04:41.000]  今天我們繼續來看中堂的肥立比書系列
[00:04:41.000 --> 00:04:44.000]  是我們從保羅在二千年前
[00:04:44.000 --> 00:04:48.000]  寫給肥立比教會的這封書信
[00:04:48.000 --> 00:04:55.000]  看一下保羅給我們有什麼劃時代的啟示
[00:04:55.000 --> 00:04:58.000]  鼓勵大家打開你的聖經
[00:04:58.000 --> 00:05:02.000]  揭到肥立比書三章一至十一節
[00:05:02.000 --> 00:05:06.000]  這一段經文今天會分成三個分段來看
[00:05:06.000 --> 00:05:08.000]  第一個分段就是一至二節
[00:05:08.000 --> 00:05:11.000]  第二個分段是三至七節
[00:05:11.000 --> 00:05:14.000]  然後就是八至十一節
[00:05:14.000 --> 00:05:18.000]  第一個分段是有兩個命令在裏面
[00:05:18.000 --> 00:05:19.000]  第一第二節裏面
[00:05:19.000 --> 00:05:22.000]  保羅給肥立比的信徒有兩個命令
[00:05:22.000 --> 00:05:28.000]  亦都是整段經文一個很重心的焦點
[00:05:28.000 --> 00:05:32.000]  我們一起來讀一讀這兩節的經文
[00:05:32.000 --> 00:05:38.000]  「我的弟兄們,我還有話說,你們要在主裡喜樂,
[00:05:38.000 --> 00:05:43.000]  我再向你們寫同樣的事,在我並不厭煩,
[00:05:43.000 --> 00:05:46.000]  對你們卻是個保障。
[00:05:46.000 --> 00:05:51.000]  你們要提防那些狗,提防作惡的人,
[00:05:51.000 --> 00:05:55.000]  提防那些自行割損的人。」
[00:05:55.000 --> 00:06:00.000]  我們留意到在這兩節經文裏面有兩個命令
[00:06:00.000 --> 00:06:02.000]  第一個命令是正面的
[00:06:02.000 --> 00:06:05.000]  就是「要喜樂,要喜樂」
[00:06:05.000 --> 00:06:08.000]  第二個命令是負面的
[00:06:08.000 --> 00:06:12.000]  「要提防,要提防」
[00:06:12.000 --> 00:06:16.000]  這兩個命令其實是相關的
[00:06:16.000 --> 00:06:18.000]  第一個命令讓我們知道
[00:06:18.000 --> 00:06:21.000]  作為基督徒喜樂是很重要的
[00:06:21.000 --> 00:06:26.000]  而且我們看見保羅不厭其煩地一再提醒肥立比的信徒
[00:06:26.000 --> 00:06:29.000]  說「要喜樂」
[00:06:29.000 --> 00:06:31.000]  而且他說是一個保障
[00:06:31.000 --> 00:06:35.000]  就好像做父母的擔心子女
[00:06:35.000 --> 00:06:39.000]  在某些事情上會出差錯
[00:06:39.000 --> 00:06:44.000]  所以要保險一點,煩一點也好,說完又說
[00:06:44.000 --> 00:06:50.000]  保羅說信徒得喜樂的條件是要在主裡
[00:06:50.000 --> 00:06:54.000]  也就是說如果信徒不在主裡
[00:06:54.000 --> 00:06:58.000]  就不能夠喜樂了
[00:06:58.000 --> 00:07:02.000]  而第二個命令說到要提防一些人
[00:07:02.000 --> 00:07:06.000]  那些人他叫做甚麼呢?
[00:07:06.000 --> 00:07:10.000]  「狗」是非常大的貶義
[00:07:10.000 --> 00:07:13.000]  在當時猶太人的觀念裏面
[00:07:13.000 --> 00:07:16.000]  狗是象徵不潔和暴力
[00:07:16.000 --> 00:07:23.000]  保羅用這個字來形容那些他稱為作惡的人
[00:07:23.000 --> 00:07:26.000]  其實他這樣說也說得很盡
[00:07:26.000 --> 00:07:30.000]  而這些人作惡的表現是甚麼呢?
[00:07:30.000 --> 00:07:32.000]  是自行割損
[00:07:32.000 --> 00:07:34.000]  甚麼是自行割損呢?
[00:07:34.000 --> 00:07:37.000]  原文是說行割損的人
[00:07:37.000 --> 00:07:42.000]  其實他是指那些不單止自己行了割禮
[00:07:42.000 --> 00:07:48.000]  更加強迫別人要去行割禮的一些猶太人
[00:07:48.000 --> 00:07:51.000]  因為當時有些猶太人
[00:07:51.000 --> 00:07:54.000]  他們知道主耶穌基督
[00:07:54.000 --> 00:07:59.000]  但是他們認為單單信耶穌是不足以得救的
[00:07:59.000 --> 00:08:01.000]  他們去不同的地方
[00:08:01.000 --> 00:08:03.000]  去到不同的教會
[00:08:03.000 --> 00:08:07.000]  來教導基督徒是必須要行割禮
[00:08:07.000 --> 00:08:12.000]  還要遵守猶太教的律法才可以得救
[00:08:12.000 --> 00:08:16.000]  保羅就指出這樣的教導是一種誤導
[00:08:16.000 --> 00:08:22.000]  因為他們將耶穌基督犧牲的救贖無效化了
[00:08:22.000 --> 00:08:24.000]  而且將人帶回一個舊的
[00:08:24.000 --> 00:08:28.000]  不能夠使人進入永生的體制裏面
[00:08:28.000 --> 00:08:31.000]  他們其實是在傳錯誤的福音
[00:08:31.000 --> 00:08:34.000]  而保羅在《迦拉太書》裏面說到
[00:08:34.000 --> 00:08:36.000]  即使是天上的使者
[00:08:36.000 --> 00:08:39.000]  傳這種錯誤的福音
[00:08:39.000 --> 00:08:42.000]  都是應該要受到咒詛的
[00:08:42.000 --> 00:08:47.000]  所以這些人其實是和真理作對
[00:08:47.000 --> 00:08:49.000]  所以是作惡
[00:08:49.000 --> 00:08:52.000]  基督徒如果信了這些人所說的
[00:08:52.000 --> 00:08:54.000]  就會離開主的真道
[00:08:54.000 --> 00:08:56.000]  就會失去喜樂
[00:08:56.000 --> 00:09:01.000]  所以保羅一方面吩咐信徒要在主裏面喜樂
[00:09:01.000 --> 00:09:04.000]  另外一方面就是要提防這些人
[00:09:04.000 --> 00:09:08.000]  將信徒從主裏面拉出來
[00:09:08.000 --> 00:09:12.000]  因為如果跟了一些不屬於主的學說
[00:09:12.000 --> 00:09:14.000]  就會失去喜樂
[00:09:14.000 --> 00:09:16.000]  今時今日在香港
[00:09:16.000 --> 00:09:20.000]  我們都不會遇到一些猶太人
[00:09:20.000 --> 00:09:22.000]  叫我們去行國禮
[00:09:22.000 --> 00:09:25.000]  但其實我們面對更多
[00:09:25.000 --> 00:09:31.000]  和基督的福音作對抗的觀念和看法
[00:09:31.000 --> 00:09:35.000]  很容易會令我們偏離真道
[00:09:35.000 --> 00:09:39.000]  因為這樣而失去了主裏面的喜樂
[00:09:39.000 --> 00:09:41.000]  例如有人說
[00:09:41.000 --> 00:09:44.000]  拜多一個神多一份保障
[00:09:44.000 --> 00:09:47.000]  這些是違背聖經教導
[00:09:47.000 --> 00:09:49.000]  因為我們從聖經知道
[00:09:49.000 --> 00:09:52.000]  我們的神耶和華是忌邪的神
[00:09:52.000 --> 00:09:53.000]  除了祂以外
[00:09:53.000 --> 00:09:56.000]  不可以有其他神
[00:09:56.000 --> 00:09:58.000]  另外一些說法是
[00:09:58.000 --> 00:10:02.000]  單單信耶穌是不足夠得救的
[00:10:02.000 --> 00:10:06.000]  還需要遵守一些道德的誡命
[00:10:06.000 --> 00:10:09.000]  經常去告解、做善事
[00:10:09.000 --> 00:10:13.000]  也就是要信心加上行為才可以得救
[00:10:13.000 --> 00:10:16.000]  這些也是違反了
[00:10:16.000 --> 00:10:21.000]  我們叫做「恩信稱義」的福音
[00:10:21.000 --> 00:10:23.000]  又或者相反
[00:10:23.000 --> 00:10:26.000]  說信了耶穌就可以隨心所欲
[00:10:26.000 --> 00:10:28.000]  你的罪已經赦免了
[00:10:28.000 --> 00:10:31.000]  所以騙人、淫亂、同性性行為
[00:10:31.000 --> 00:10:34.000]  這些事情神都不會再追究了
[00:10:34.000 --> 00:10:36.000]  這些也是不真實的
[00:10:36.000 --> 00:10:39.000]  又或者有極端靈因的教導說
[00:10:39.000 --> 00:10:42.000]  不講方言就是沒有聖靈內住
[00:10:42.000 --> 00:10:44.000]  就是未得救
[00:10:44.000 --> 00:10:48.000]  這些也是違背聖經的教導
[00:10:48.000 --> 00:10:51.000]  甚至有一種很普遍的觀念
[00:10:51.000 --> 00:10:54.000]  就是說信教不要信到這麼迷
[00:10:54.000 --> 00:10:56.000]  不需要全人投入
[00:10:56.000 --> 00:10:59.000]  只需要適量地少少投入就夠了
[00:10:59.000 --> 00:11:02.000]  信主拿個保障而已
[00:11:02.000 --> 00:11:06.000]  我們應該用大部分的人生和精力
[00:11:06.000 --> 00:11:10.000]  去賺更多的錢過更舒適的生活
[00:11:10.000 --> 00:11:14.000]  這些種種的說法、看法、觀念
[00:11:14.000 --> 00:11:19.000]  其實都是要將人從主耶穌基督裡面拉出來
[00:11:19.000 --> 00:11:24.000]  會使基督徒失去了應有的動力和喜樂
[00:11:24.000 --> 00:11:27.000]  保羅接著會解釋
[00:11:27.000 --> 00:11:30.000]  為什麼他會被這樣的勸告
[00:11:30.000 --> 00:11:34.000]  因為這是他自己親身的經歷
[00:11:34.000 --> 00:11:37.000]  在第二個分段裏面
[00:11:37.000 --> 00:11:44.000]  保羅說到他的過往有什麼是很誇張的呢?
[00:11:44.000 --> 00:11:46.000]  我們一起讀一讀吧
[00:11:46.000 --> 00:11:50.000]  「其實我們才是受了各禮的人
[00:11:50.000 --> 00:11:53.000]  我們靠著神的靈敬拜
[00:11:53.000 --> 00:11:56.000]  以基督耶穌為我們所誇耀的
[00:11:56.000 --> 00:11:59.000]  不以肉體為憑藉
[00:11:59.000 --> 00:12:04.000]  雖然我在肉體上也可以有憑藉的地方
[00:12:04.000 --> 00:12:09.000]  如果有誰自以為在肉體上可以憑藉什麼
[00:12:09.000 --> 00:12:11.000]  我就更可以了」
[00:12:11.000 --> 00:12:19.000]  受各禮其實就是象徵神和猶太人他們納的約
[00:12:19.000 --> 00:12:21.000]  但如果只是徒然有納約的記號
[00:12:21.000 --> 00:12:23.000]  即是外在的記號
[00:12:23.000 --> 00:12:26.000]  而沒有約的實質
[00:12:26.000 --> 00:12:28.000]  即是在裡面
[00:12:28.000 --> 00:12:30.000]  這樣都是枉然的
[00:12:30.000 --> 00:12:31.000]  因為神和人納約
[00:12:31.000 --> 00:12:36.000]  不是單單要人遵守一套宗教的規條就滿足了
[00:12:36.000 --> 00:12:41.000]  保羅說我們靠著神的靈去敬拜
[00:12:41.000 --> 00:12:47.000]  其實他是在複述耶穌在約翰福音四章裏面
[00:12:47.000 --> 00:12:49.000]  對撒瑪利亞婦人所說的
[00:12:49.000 --> 00:12:53.000]  耶穌說到敬拜的人必須是以靈
[00:12:53.000 --> 00:12:57.000]  以真理來敬拜
[00:12:57.000 --> 00:13:01.000]  有神的靈在我們心裏
[00:13:01.000 --> 00:13:04.000]  而且是基於耶穌基督的真理
[00:13:04.000 --> 00:13:06.000]  這樣來敬拜神
[00:13:06.000 --> 00:13:09.000]  才是天父要的敬拜者
[00:13:09.000 --> 00:13:11.000]  而只有謙卑自己
[00:13:11.000 --> 00:13:14.000]  承認自己任何的行為
[00:13:14.000 --> 00:13:17.000]  都不足夠滿足神公義的要求
[00:13:17.000 --> 00:13:19.000]  單單去到憑信心
[00:13:19.000 --> 00:13:22.000]  接受主耶穌基督為救主
[00:13:22.000 --> 00:13:24.000]  才能夠接受神的恩賜
[00:13:24.000 --> 00:13:29.000]  神的恩賜就是聖靈住在我們心裏
[00:13:29.000 --> 00:13:32.000]  因為我們的信
[00:13:32.000 --> 00:13:35.000]  我們才能夠有神的靈在我們裏面
[00:13:35.000 --> 00:13:39.000]  我們才能夠真正的敬拜神
[00:13:39.000 --> 00:13:41.000]  而當我們這樣信的時候
[00:13:41.000 --> 00:13:43.000]  神的靈住在我們心裏面
[00:13:43.000 --> 00:13:46.000]  就好像耶利米書裏面
[00:13:46.000 --> 00:13:49.000]  神透過耶利米所說的
[00:13:49.000 --> 00:13:53.000]  神說我要將我的律法放在他們裏面
[00:13:53.000 --> 00:13:55.000]  寫在他們的心上
[00:13:55.000 --> 00:13:57.000]  我要作他們的神
[00:13:57.000 --> 00:13:59.000]  他們要作我的子民
[00:13:59.000 --> 00:14:02.000]  外表上的宗教規條
[00:14:02.000 --> 00:14:04.000]  肉體上的記號
[00:14:04.000 --> 00:14:07.000]  都不能夠滿足神的要求
[00:14:07.000 --> 00:14:10.000]  唯有單單靠著耶穌的人
[00:14:10.000 --> 00:14:13.000]  才有敬拜神的條件
[00:14:13.000 --> 00:14:16.000]  才能夠真正從心裏面
[00:14:16.000 --> 00:14:19.000]  有神的律法在心裏面
[00:14:19.000 --> 00:14:21.000]  保羅還要指出
[00:14:21.000 --> 00:14:26.000]  其實他以前都曾經試過
[00:14:26.000 --> 00:14:29.000]  遵守宗教的規條
[00:14:29.000 --> 00:14:34.000]  用肉體的記號和個人的努力
[00:14:34.000 --> 00:14:35.000]  來滿足神
[00:14:35.000 --> 00:14:38.000]  但是他發現這樣是沒有用的
[00:14:38.000 --> 00:14:41.000]  在第五至七節他那裏說到
[00:14:41.000 --> 00:14:45.000]  他就是詳細地列出他自己的履歷
[00:14:45.000 --> 00:14:48.000]  他要給菲勒比的信徒知道
[00:14:48.000 --> 00:14:52.000]  不要單單看那些猶太人
[00:14:52.000 --> 00:14:54.000]  他們可能有很高的學歷
[00:14:54.000 --> 00:14:56.000]  好像很有資歷
[00:14:56.000 --> 00:14:58.000]  就相信了他們
[00:14:58.000 --> 00:15:01.000]  好像我們今時今日聽見某某教授
[00:15:01.000 --> 00:15:03.000]  或者某某博士說話
[00:15:03.000 --> 00:15:06.000]  就好像比較可信
[00:15:06.000 --> 00:15:09.000]  保羅其實他指出
[00:15:09.000 --> 00:15:12.000]  他的學歷和資歷比那些人更高
[00:15:12.000 --> 00:15:15.000]  只不過他不再提那些人的過往
[00:15:15.000 --> 00:15:21.000]  因為他已經發現那些是沒有價值的事情
[00:15:21.000 --> 00:15:22.000]  保羅的資歷是怎樣呢?
[00:15:22.000 --> 00:15:27.000]  他說「我生來第八天,接受國禮」
[00:15:27.000 --> 00:15:33.000]  意思是說他由一出生就已經遵守律法
[00:15:33.000 --> 00:15:37.000]  他由父母開始
[00:15:37.000 --> 00:15:39.000]  一直傳下去
[00:15:39.000 --> 00:15:43.000]  他由嬰兒的時候就已經開始遵守律法
[00:15:43.000 --> 00:15:45.000]  不像一些猶太人一樣
[00:15:45.000 --> 00:15:49.000]  長大了才學習遵守律法
[00:15:49.000 --> 00:15:58.000]  他說「出身自以色列族,變雅敏之派,是希伯來人中的希伯來人」
[00:15:58.000 --> 00:16:02.000]  這裡說到他自己是純正的猶太人
[00:16:02.000 --> 00:16:05.000]  他可以追溯到他的宗族
[00:16:05.000 --> 00:16:09.000]  當時其實有一些猶太人
[00:16:09.000 --> 00:16:13.000]  其實已經追溯不到自己的祖宗
[00:16:13.000 --> 00:16:16.000]  到底是出於哪一個的支派
[00:16:16.000 --> 00:16:20.000]  更加保羅指出他屬於變雅敏之派
[00:16:20.000 --> 00:16:27.000]  也就是說是以色列第一個王的支派
[00:16:27.000 --> 00:16:32.000]  他說自己是希伯來人中的希伯來人
[00:16:32.000 --> 00:16:34.000]  意思是什麼呢?
[00:16:34.000 --> 00:16:39.000]  他指出他自己不是一些希臘化的竹星仔
[00:16:39.000 --> 00:16:44.000]  當時很多猶太人不在耶路撒冷
[00:16:44.000 --> 00:16:46.000]  不在猶大地出生
[00:16:46.000 --> 00:16:49.000]  是在一些羅馬的城市出生
[00:16:49.000 --> 00:16:51.000]  其實已經變成竹星
[00:16:51.000 --> 00:16:53.000]  他們會說希臘文
[00:16:53.000 --> 00:16:56.000]  不會說猶太希伯來文
[00:16:56.000 --> 00:17:00.000]  也不是很認識自己的文化
[00:17:00.000 --> 00:17:07.000]  但是保羅是一個很認識自己民族文化的真希伯來人
[00:17:07.000 --> 00:17:11.000]  而他說就律法來說
[00:17:11.000 --> 00:17:14.000]  我是法利塞人
[00:17:14.000 --> 00:17:19.000]  法利塞人是嚴格遵守律法的要求
[00:17:19.000 --> 00:17:25.000]  保羅更加是當時最出名的拉比加瑪烈的學生
[00:17:25.000 --> 00:17:27.000]  厲害了
[00:17:27.000 --> 00:17:32.000]  當時的加瑪烈是聞名整個羅馬帝國
[00:17:32.000 --> 00:17:36.000]  是一個很出名的拉比
[00:17:36.000 --> 00:17:38.000]  就像我們今時今日說的
[00:17:38.000 --> 00:17:45.000]  去牛津大學或者耶魯哈佛大學這些名學府畢業
[00:17:45.000 --> 00:17:50.000]  他說就熱心來說
[00:17:50.000 --> 00:17:53.000]  我是迫害教會的
[00:17:53.000 --> 00:17:56.000]  在保羅遇見耶穌基督之前
[00:17:56.000 --> 00:17:59.000]  他以為基督徒是猶太人的叛徒
[00:17:59.000 --> 00:18:01.000]  是猶太人的敵人
[00:18:01.000 --> 00:18:04.000]  是一些要破壞猶太人的傳統
[00:18:04.000 --> 00:18:08.000]  和帶猶太人離開信仰的
[00:18:08.000 --> 00:18:11.000]  所以將這些破壞分子消滅
[00:18:11.000 --> 00:18:17.000]  是熱心的猶太教徒所應該做的
[00:18:17.000 --> 00:18:20.000]  是保護自己的信仰
[00:18:20.000 --> 00:18:22.000]  是為神做的
[00:18:22.000 --> 00:18:26.000]  那時保羅曾經是這樣認為
[00:18:26.000 --> 00:18:30.000]  而他繼續說就律法上的義來說
[00:18:30.000 --> 00:18:33.000]  我是無可指責
[00:18:33.000 --> 00:18:35.000]  厲害了
[00:18:35.000 --> 00:18:37.000]  他無可指責是什麼意思
[00:18:37.000 --> 00:18:45.000]  即是說他遵守了法利賽人的613條的規條
[00:18:45.000 --> 00:18:49.000]  這些規條裏面有365條是負面的
[00:18:49.000 --> 00:18:51.000]  即是說你不可以做什麼
[00:18:51.000 --> 00:18:52.000]  你不可以做什麼
[00:18:52.000 --> 00:18:53.000]  有什麼不可以吃
[00:18:53.000 --> 00:18:57.000]  安息日你又不可以多走幾多步
[00:18:57.000 --> 00:19:00.000]  如果有人去過以色列旅行
[00:19:00.000 --> 00:19:02.000]  就可能經歷過
[00:19:02.000 --> 00:19:04.000]  在星期六即是安息日
[00:19:04.000 --> 00:19:07.000]  如果你住了十幾層的酒店
[00:19:07.000 --> 00:19:09.000]  你就可能麻煩一點
[00:19:09.000 --> 00:19:13.000]  你去等電梯下樓
[00:19:13.000 --> 00:19:14.000]  走進電梯那裏
[00:19:14.000 --> 00:19:17.000]  然後電梯就關門
[00:19:17.000 --> 00:19:19.000]  下一層然後停下來
[00:19:19.000 --> 00:19:20.000]  又打開門
[00:19:20.000 --> 00:19:21.000]  等一會又關門
[00:19:21.000 --> 00:19:22.000]  然後又下一層
[00:19:22.000 --> 00:19:24.000]  又打開門又關門
[00:19:24.000 --> 00:19:27.000]  這樣層層停層層等
[00:19:27.000 --> 00:19:31.000]  可能你下樓都用了十幾分鐘
[00:19:31.000 --> 00:19:32.000]  為什麼要這樣呢
[00:19:32.000 --> 00:19:34.000]  因為猶太人的規條
[00:19:34.000 --> 00:19:37.000]  就說安息日不可以做事
[00:19:37.000 --> 00:19:43.000]  他們包括在電梯裏面按一粒按鈕都叫做事
[00:19:43.000 --> 00:19:49.000]  所以安息日電梯就自動化了
[00:19:49.000 --> 00:19:54.000]  你想想有365條負面的規條
[00:19:54.000 --> 00:19:56.000]  還有248條正面的規條
[00:19:56.000 --> 00:19:58.000]  即是你要做什麼
[00:19:58.000 --> 00:19:59.000]  要做什麼
[00:19:59.000 --> 00:20:00.000]  要行善要幫人
[00:20:00.000 --> 00:20:01.000]  要什麼
[00:20:01.000 --> 00:20:08.000]  這些規條不是說你做一次就算了
[00:20:08.000 --> 00:20:10.000]  是你每一日每一時每一刻
[00:20:10.000 --> 00:20:12.000]  都要很警醒意識到
[00:20:12.000 --> 00:20:15.000]  自己有什麼要遵守
[00:20:15.000 --> 00:20:18.000]  有什麼要小心警戒
[00:20:18.000 --> 00:20:24.000]  保樂他作為法利賽人
[00:20:24.000 --> 00:20:27.000]  去到守這613條規條
[00:20:27.000 --> 00:20:30.000]  辛不辛苦
[00:20:30.000 --> 00:20:32.000]  做人都幾辛苦
[00:20:32.000 --> 00:20:35.000]  難怪他認為喜樂是這麼重要
[00:20:35.000 --> 00:20:38.000]  因為守這麼多規條你怎麼有喜樂呢
[00:20:38.000 --> 00:20:42.000]  但是他說到他是無可指責
[00:20:42.000 --> 00:20:45.000]  即是說他全部遵守
[00:20:45.000 --> 00:20:49.000]  每一時每一刻都遵守
[00:20:49.000 --> 00:20:51.000]  很厲害
[00:20:51.000 --> 00:20:53.000]  所以人如果要遵守律法
[00:20:53.000 --> 00:20:57.000]  即是要靠遵守律法來進入天國
[00:20:57.000 --> 00:21:00.000]  保樂他自己是第一個有把握說這件事
[00:21:00.000 --> 00:21:03.000]  但是到現在
[00:21:03.000 --> 00:21:05.000]  到他認識基督之後
[00:21:05.000 --> 00:21:07.000]  他認為這些東西都是沒有意思的
[00:21:07.000 --> 00:21:09.000]  所以第七節他說
[00:21:09.000 --> 00:21:12.000]  不過從前對我有益的事物
[00:21:12.000 --> 00:21:15.000]  現在為基督的緣故
[00:21:15.000 --> 00:21:19.000]  我都看作有損了
[00:21:19.000 --> 00:21:21.000]  當時的保樂
[00:21:21.000 --> 00:21:24.000]  他可以說是猶太人的明日之星
[00:21:24.000 --> 00:21:26.000]  一切所有上位的條件
[00:21:26.000 --> 00:21:28.000]  他都已經具備了
[00:21:28.000 --> 00:21:30.000]  但是當保樂在大馬塞的路上
[00:21:30.000 --> 00:21:32.000]  遇見復活的基督之後
[00:21:32.000 --> 00:21:36.000]  他就頓到自己以往所看重的身份
[00:21:36.000 --> 00:21:40.000]  學歷、資歷等等都是有損
[00:21:40.000 --> 00:21:42.000]  有損是什麼意思呢?
[00:21:42.000 --> 00:21:46.000]  就是沒有永恆價值的意思
[00:21:46.000 --> 00:21:49.000]  他明白到靠宗教的規條
[00:21:49.000 --> 00:21:53.000]  身份和地位是不可以成為永恆族的
[00:21:53.000 --> 00:21:55.000]  知不知道什麼是永恆族?
[00:21:55.000 --> 00:21:57.000]  最近有一套電影叫永恆族
[00:21:57.000 --> 00:21:59.000]  不過我這裡說的永恆族
[00:21:59.000 --> 00:22:01.000]  就是真正的永恆族
[00:22:01.000 --> 00:22:04.000]  就是我們靠著相信耶穌
[00:22:04.000 --> 00:22:07.000]  承受永生的人
[00:22:07.000 --> 00:22:09.000]  要成為永恆族
[00:22:09.000 --> 00:22:13.000]  只能夠單單去依靠耶穌基督
[00:22:13.000 --> 00:22:15.000]  一個人過去的一切
[00:22:15.000 --> 00:22:19.000]  都只能夠換取今生
[00:22:19.000 --> 00:22:23.000]  好像保羅那樣受別人的尊重和稱讚
[00:22:23.000 --> 00:22:26.000]  也都可能死後能活命
[00:22:26.000 --> 00:22:28.000]  但是到了天國裏面
[00:22:28.000 --> 00:22:31.000]  那些東西是不會再被紀念的了
[00:22:31.000 --> 00:22:33.000]  甚至好像保羅說
[00:22:33.000 --> 00:22:36.000]  回頭看其實是有損
