
[00:00:00.000 --> 00:00:02.600]  在分享之前我們一起祈禱吧
[00:02:05.600 --> 00:02:07.600]  為什麼呢
[00:02:07.600 --> 00:02:09.600]  就是這樣
[00:02:09.600 --> 00:02:12.600]  嫉妒的心作祟
[00:02:12.600 --> 00:02:18.600]  很多人都有嫉妒的傾向
[00:02:18.600 --> 00:02:20.600]  不知道你認不認同呢
[00:02:20.600 --> 00:02:22.600]  包括你自己
[00:02:22.600 --> 00:02:24.600]  認不認同呢
[00:02:24.600 --> 00:02:28.600]  在聖經裡面
[00:02:28.600 --> 00:02:30.600]  創世紀
[00:02:30.600 --> 00:02:33.600]  記載第一宗謀殺案
[00:02:33.600 --> 00:02:38.600]  亞當和夏娃的長子蓋恩
[00:02:38.600 --> 00:02:42.600]  埋怨神接納弟弟阿伯的祭物
[00:02:42.600 --> 00:02:46.600]  卻拒絕了他的獻祭
[00:02:46.600 --> 00:02:52.600]  蓋恩因為妒忌而殺了弟弟
[00:02:52.600 --> 00:02:57.600]  從起初就是人類的問題
[00:02:57.600 --> 00:03:01.600]  這件事出現在兄弟之間
[00:03:01.600 --> 00:03:03.600]  另外在聖經裡記載
[00:03:03.600 --> 00:03:09.600]  因為大衛領軍戰勝而回
[00:03:09.600 --> 00:03:12.600]  迎接他的婦女
[00:03:12.600 --> 00:03:14.600]  訴羅殺死千千
[00:03:14.600 --> 00:03:16.600]  大衛殺死萬萬
[00:03:16.600 --> 00:03:22.600]  因而訴羅對下屬深深嫉妒
[00:03:22.600 --> 00:03:24.600]  覺得自己受到威脅
[00:03:24.600 --> 00:03:26.600]  而惶恐不已
[00:03:26.600 --> 00:03:28.600]  甚至產生精神錯亂
[00:03:28.600 --> 00:03:30.600]  終日在想
[00:03:30.600 --> 00:03:33.600]  如何殺死這個忠心的下屬
[00:03:33.600 --> 00:03:41.600]  妒忌就出現在上司與下屬之間
[00:03:41.600 --> 00:03:46.600]  另外米利安和阿倫直辭
[00:03:46.600 --> 00:03:50.600]  說摩西娶了外邦古實女子為妻
[00:03:50.600 --> 00:03:53.600]  批評摩西做得不對
[00:03:53.600 --> 00:03:55.600]  他們質疑摩西
[00:03:55.600 --> 00:03:58.600]  在他們所說的一番話裡
[00:03:58.600 --> 00:04:02.600]  流露了他們心底的渴想
[00:04:02.600 --> 00:04:06.600]  難道要我只跟摩西說話
[00:04:06.600 --> 00:04:09.600]  不跟我們說話嗎
[00:04:09.600 --> 00:04:12.600]  這是他們第一次對弟弟
[00:04:12.600 --> 00:04:16.600]  這位同工表達不滿和埋怨
[00:04:16.600 --> 00:04:21.600]  其實是潛藏已久的憎恨和嫉妒
[00:04:21.600 --> 00:04:26.600]  嫉妒會出現在同工的關係中
[00:04:26.600 --> 00:04:31.600]  上星期黎木斯提到靈與因的更新
[00:04:31.600 --> 00:04:33.600]  提到書第三章第三節
[00:04:33.600 --> 00:04:37.600]  我們從前是無知、叛逆、受迷惑
[00:04:37.600 --> 00:04:40.600]  作各樣私慾和怨懦的奴隸
[00:04:40.600 --> 00:04:43.600]  在惡毒、嫉妒中度日
[00:04:43.600 --> 00:04:47.600]  是可恨的,而且彼此傷痕
[00:04:47.600 --> 00:04:50.600]  無可否認,當我們還作罪人時
[00:04:50.600 --> 00:04:52.600]  罪的其中一個樣貌
[00:04:52.600 --> 00:04:55.600]  嫉妒在我們生命中掌權
[00:04:55.600 --> 00:04:58.600]  弟兄姊妹,你們有否留意到
[00:04:58.600 --> 00:05:02.600]  在教會歷史中稱為七宗罪
[00:05:02.600 --> 00:05:06.600]  七宗罪是要提醒信徒
[00:05:06.600 --> 00:05:10.600]  無必在生命中割捨
[00:05:10.600 --> 00:05:14.600]  嫉妒是七宗罪中其中一個罪
[00:05:14.600 --> 00:05:17.600]  是我們不可不防範
[00:05:17.600 --> 00:05:20.600]  和堅決要從我們生命中清除
[00:05:20.600 --> 00:05:24.600]  對應著我一開始說的
[00:05:24.600 --> 00:05:27.600]  嬰兒出生被哥哥嫉妒的事
[00:05:27.600 --> 00:05:34.600]  我們也見過,但很少見到
[00:05:34.600 --> 00:05:40.600]  有些哥哥姐姐很愛他們剛出生的弟弟妹妹
[00:05:40.600 --> 00:05:45.600]  因為他們愛他們,嫉妒就不會出現
[00:05:45.600 --> 00:05:48.600]  在哥倫多前書十三章四至七節
[00:05:48.600 --> 00:05:50.600]  提及愛的本質
[00:05:50.600 --> 00:05:54.600]  第一,愛是恆久忍耐
[00:05:54.600 --> 00:05:57.600]  第二個本質,愛是恩慈
[00:05:57.600 --> 00:06:02.600]  第三個本質,愛是不嫉妒
[00:06:02.600 --> 00:06:08.600]  愛與嫉妒的傾向是對立的
[00:06:08.600 --> 00:06:11.600]  有愛就不會嫉妒
[00:06:11.600 --> 00:06:15.600]  嫉妒就不會是愛
[00:06:15.600 --> 00:06:19.600]  各位姐妹,嫉妒是甚麼呢?
[00:06:19.600 --> 00:06:21.600]  我們一起看看
[00:06:21.600 --> 00:06:25.600]  英文的意思是熱心、羨慕、妒忌
[00:06:25.600 --> 00:06:28.600]  這個字包括羨慕和妒忌
[00:06:28.600 --> 00:06:31.600]  或者是善忌
[00:06:31.600 --> 00:06:34.600]  而嫉妒的希臘語原文
[00:06:34.600 --> 00:06:37.600]  與熱情的詞彙有密切關係
[00:06:37.600 --> 00:06:44.600]  表示對某人有強烈的嫉妒和憤恨
[00:06:44.600 --> 00:06:47.600]  聖經中的嫉妒
[00:06:47.600 --> 00:06:52.600]  有好意思和壞意思
[00:06:52.600 --> 00:06:56.600]  好意思是熱心、熱烈、殷勤
[00:06:56.600 --> 00:07:01.600]  壞意思是嫉妒、帶著競爭
[00:07:01.600 --> 00:07:04.600]  引致敵對和結黨
[00:07:04.600 --> 00:07:08.600]  究竟嫉妒的面貌是怎樣呢?
[00:07:08.600 --> 00:07:13.600]  我們可以怎樣將嫉妒辨認出來?
[00:07:13.600 --> 00:07:19.600]  因為嫉妒與熱情很相似
[00:07:19.600 --> 00:07:21.600]  是負面的熱情
[00:07:21.600 --> 00:07:24.600]  我們可以從人事回應的強烈程度
[00:07:24.600 --> 00:07:28.600]  看出那個人有沒有嫉妒
[00:07:28.600 --> 00:07:31.600]  當其他人被認可
[00:07:31.600 --> 00:07:34.600]  或是其他人得到他們認為
[00:07:34.600 --> 00:07:37.600]  是自己才能得到的東西時
[00:07:37.600 --> 00:07:39.600]  嫉妒的人是怎樣回應呢?
[00:07:39.600 --> 00:07:44.600]  例如一個有才能的人
[00:07:44.600 --> 00:07:47.600]  進入一個新團體
[00:07:47.600 --> 00:07:50.600]  其他團體的委員
[00:07:50.600 --> 00:07:53.600]  會很無理地對他有負面的反應
[00:07:53.600 --> 00:07:56.600]  這是嫉妒心作祟
[00:07:56.600 --> 00:07:59.600]  就是怕這個有才能的人
[00:07:59.600 --> 00:08:01.600]  比自己更出色
[00:08:01.600 --> 00:08:07.600]  又或者有些人的同伴成績出了
[00:08:07.600 --> 00:08:09.600]  比自己更好
[00:08:09.600 --> 00:08:11.600]  於是嫉妒的人就會說
[00:08:11.600 --> 00:08:15.600]  這次成績這麼好,當然要出貓
[00:08:15.600 --> 00:08:20.600]  嫉妒可以有很多不同的描述
[00:08:20.600 --> 00:08:23.600]  在第八世紀的修士
[00:08:23.600 --> 00:08:26.600]  神學家大馬士革的約翰
[00:08:26.600 --> 00:08:32.600]  他說嫉妒是不滿別人蒙受祝福
[00:08:32.600 --> 00:08:35.600]  而阿歸拿就說
[00:08:35.600 --> 00:08:38.600]  嫉妒是看別人開心的時候
[00:08:38.600 --> 00:08:41.600]  自己覺得傷心
[00:08:41.600 --> 00:08:44.600]  較為現代的描述
[00:08:44.600 --> 00:08:46.600]  我們大家都知道
[00:08:46.600 --> 00:08:52.600]  嫉妒就是吃不倒葡萄時酸的
[00:08:52.600 --> 00:08:54.600]  另一方面
[00:08:54.600 --> 00:08:57.600]  嫉妒有更詭詐的形式出現
[00:08:57.600 --> 00:08:59.600]  就是在商業界裡
[00:08:59.600 --> 00:09:03.600]  利用人的嫉妒心態
[00:09:03.600 --> 00:09:07.600]  作為每一個廣告的靈魂所在
[00:09:07.600 --> 00:09:09.600]  在大多數國家的經濟背後
[00:09:09.600 --> 00:09:13.600]  以嫉妒作為強大的驅動力
[00:09:13.600 --> 00:09:17.600]  譬如一部房車
[00:09:17.600 --> 00:09:22.600]  廣告標榜有卓越的性能
[00:09:22.600 --> 00:09:26.600]  很卓越、很可靠、很快等等
[00:09:26.600 --> 00:09:30.600]  最後他說是令人善忌的
[00:09:30.600 --> 00:09:35.600]  嫉妒不是我們喜歡的
[00:09:35.600 --> 00:09:42.600]  但如果我們有能力使人感到嫉妒
[00:09:42.600 --> 00:09:45.600]  是很令人難以抗拒的
[00:09:45.600 --> 00:09:48.600]  就好像馬克·托溫
[00:09:48.600 --> 00:09:50.600]  大文豪說
[00:09:50.600 --> 00:09:53.600]  一個人會做出很多事使人愛他
[00:09:53.600 --> 00:10:03.600]  但也會做出一切事使人善忌他
[00:10:03.600 --> 00:10:07.600]  美國一位傳道者兼牧師亨利
[00:10:07.600 --> 00:10:14.600]  說比較是基督徒最喜愛的室內運動
[00:10:14.600 --> 00:10:23.600]  比較是很容易使人產生嫉妒的
[00:10:23.600 --> 00:10:27.600]  人與人之間就會懷有敵意
[00:10:27.600 --> 00:10:33.600]  比較是不對的
[00:10:33.600 --> 00:10:38.600]  其實在神眼裡我們每個人都是獨特的
[00:10:38.600 --> 00:10:43.600]  在聖經前書裡也有說
[00:10:43.600 --> 00:10:46.600]  我們都是基督的身體
[00:10:46.600 --> 00:10:48.600]  我們每個人都是肢體
[00:10:48.600 --> 00:10:50.600]  都是一樣的
[00:10:50.600 --> 00:10:54.600]  聖靈隨己而將恩賜賜給各人
[00:10:54.600 --> 00:10:58.600]  所以我們沒有理由去妒忌人
[00:10:58.600 --> 00:11:07.600]  我們總會發現每個人都有他的特徵比我們強
[00:11:07.600 --> 00:11:12.600]  但我們每個人都有自己的獨特性
[00:11:12.600 --> 00:11:15.600]  所以我們都不需要去跟別人比較
[00:11:15.600 --> 00:11:20.600]  否則我們就會感到很不快樂
[00:11:20.600 --> 00:11:24.600]  另外處理嫉妒還有其他方法
[00:11:24.600 --> 00:11:28.600]  就是我們以愛的眼光去看待人
[00:11:28.600 --> 00:11:32.600]  這種就是對人最好的方式
[00:11:32.600 --> 00:11:36.600]  就是當人做得好我們就高興
[00:11:36.600 --> 00:11:39.600]  當人做得不好我們就難過
[00:11:39.600 --> 00:11:43.600]  例如你的女兒婚姻不美滿
[00:11:43.600 --> 00:11:46.600]  你會不快樂
[00:11:46.600 --> 00:11:49.600]  但如果你的姪女婚姻很幸福
[00:11:49.600 --> 00:11:53.600]  你可以很真心地為她高興
[00:11:53.600 --> 00:11:58.600]  你不必要將這兩段婚姻做一個比較
[00:11:58.600 --> 00:12:04.600]  去嫉妒你的姪女婚姻比自己女兒的婚姻好
[00:12:04.600 --> 00:12:08.600]  你在這件事情裡覺得難過
[00:12:08.600 --> 00:12:10.600]  或者在這件事情裡覺得快樂
[00:12:10.600 --> 00:12:15.600]  都是因為對他們的愛
[00:12:15.600 --> 00:12:17.600]  愛的第三個本質
[00:12:17.600 --> 00:12:19.600]  愛是不嫉妒
[00:12:19.600 --> 00:12:25.600]  表示愛跟我們嫉妒的傾向是對立的
[00:12:25.600 --> 00:12:29.600]  就是有愛就不嫉妒
[00:12:29.600 --> 00:12:33.600]  嫉妒就不是愛了
[00:12:33.600 --> 00:12:37.600]  以下我有一個可行的方法
[00:12:37.600 --> 00:12:42.600]  就是將保羅教導的愛是不嫉妒的原則
[00:12:42.600 --> 00:12:45.600]  應用出來
[00:12:45.600 --> 00:12:49.600]  黑性嫉妒這個邪惡的良方之一
[00:12:49.600 --> 00:12:56.600]  就是向那位會招引你去忌恨的人
[00:12:56.600 --> 00:12:59.600]  表示尊敬
[00:12:59.600 --> 00:13:05.600]  我們一起讀《菲勒比書》第二章第三節
[00:13:05.600 --> 00:13:08.600]  只要存心謙卑
[00:13:08.600 --> 00:13:12.600]  各人看別人比自己強
[00:13:12.600 --> 00:13:16.600]  我們找到別人的強項
[00:13:16.600 --> 00:13:22.600]  而且歡喜快樂地去欣賞他
[00:13:22.600 --> 00:13:25.600]  在羅馬書十二章第十節怎麼說
[00:13:25.600 --> 00:13:28.600]  愛弟兄要相親相愛
[00:13:28.600 --> 00:13:32.600]  恭敬人要彼此推讓
[00:13:32.600 --> 00:13:34.600]  這裡也有比較
[00:13:34.600 --> 00:13:41.600]  這是聖經裡的一種愛的態度
[00:13:41.600 --> 00:13:48.600]  是聖經裡容許的一種比較的情況
[00:13:48.600 --> 00:13:50.600]  就是我們可以比較
[00:13:50.600 --> 00:13:56.600]  人有一些強項我們盡量去尊敬他
[00:13:56.600 --> 00:14:00.600]  在英國傳道中有一位很偉大的傳道者
[00:14:00.600 --> 00:14:02.600]  叫查維克
[00:14:02.600 --> 00:14:05.600]  他有一個事蹟
[00:14:05.600 --> 00:14:14.600]  正正是講明尊重人的強項的事蹟
[00:14:14.600 --> 00:14:19.600]  查維克這位著名的港道者
[00:14:19.600 --> 00:14:23.600]  他未被譽為傑出的傳道之前
[00:14:23.600 --> 00:14:26.600]  他獲邀請擔任一個會議的講員
[00:14:26.600 --> 00:14:29.600]  同場也有一個著名的講員
[00:14:29.600 --> 00:14:32.600]  叫摩根牧師
[00:14:32.600 --> 00:14:37.600]  摩根牧師被譽為解經王子
[00:14:37.600 --> 00:14:43.600]  查維克覺得和摩根牧師一起去港道
[00:14:43.600 --> 00:14:47.600]  同場港道是很榮幸的
[00:14:47.600 --> 00:14:50.600]  他覺得和他一起去港道
[00:14:50.600 --> 00:14:53.600]  其他人也會留意到他
[00:14:53.600 --> 00:14:57.600]  於是他們兩個人就被安排每一天輪流去港道
[00:14:57.600 --> 00:15:05.600]  上午查維克向一大群的會眾講了一個小時
[00:15:05.600 --> 00:15:10.600]  接著摩根牧師就開始講了
[00:15:10.600 --> 00:15:15.600]  當天參與的會眾人數差不多
[00:15:15.600 --> 00:15:18.600]  到第二天
[00:15:18.600 --> 00:15:22.600]  摩根牧師就先講
[00:15:22.600 --> 00:15:26.600]  講完之後查維克上台講的時候
[00:15:26.600 --> 00:15:29.600]  有很多人離場
[00:15:29.600 --> 00:15:34.600]  到第三天早上查維克就先講港道
[00:15:34.600 --> 00:15:41.600]  但是聽眾不是很多
[00:15:41.600 --> 00:15:44.600]  後來輪到摩根牧師講的時候
[00:15:44.600 --> 00:15:47.600]  就有很多人入場
[00:15:47.600 --> 00:15:52.600]  聽眾的反應使查維克深受打擊
[00:15:52.600 --> 00:15:55.600]  他回到自己的房間的時候
[00:15:55.600 --> 00:15:57.600]  他自己就禱告
[00:15:57.600 --> 00:16:01.600]  他說主啊,為什麼這麼不公平?
[00:16:01.600 --> 00:16:07.600]  當他將他很受傷的自我帶到主的面前
[00:16:07.600 --> 00:16:11.600]  他感到神在問他
[00:16:11.600 --> 00:16:13.600]  神問他,查維克
[00:16:13.600 --> 00:16:18.600]  你因為我們的團隊有一個像摩根這樣的同伴
[00:16:18.600 --> 00:16:22.600]  你是不是很難過?
[00:16:22.600 --> 00:16:25.600]  查維克想了一會,他說不是
[00:16:25.600 --> 00:16:29.600]  只是我覺得裡面很痛
[00:16:29.600 --> 00:16:35.600]  然後查維克又感受到神問他
[00:16:35.600 --> 00:16:41.600]  你是不是建議我不再賜福給摩根?
[00:16:41.600 --> 00:16:44.600]  查維克馬上就明白
[00:16:44.600 --> 00:16:49.600]  他的疾度的心是很蠢
[00:16:49.600 --> 00:16:52.600]  他就說主啊,原諒我
[00:16:52.600 --> 00:16:55.600]  原諒我有這種態度
[00:16:55.600 --> 00:16:57.600]  他就禱告說
[00:16:57.600 --> 00:16:59.600]  不是啊
[00:16:59.600 --> 00:17:04.600]  我不是為隊工裡面有這個伙伴而感到難過
[00:17:04.600 --> 00:17:07.600]  也不想你不賜福給他
[00:17:07.600 --> 00:17:12.600]  然後在這個會議繼續進行
[00:17:12.600 --> 00:17:14.600]  他們又繼續講道的時候
[00:17:14.600 --> 00:17:16.600]  查維克就撥出時間
[00:17:16.600 --> 00:17:21.600]  為摩根牧師的成功來禱告
[00:17:21.600 --> 00:17:24.600]  查維克就說自此之後
[00:17:24.600 --> 00:17:29.600]  他發現自己每一天都很興奮地聽摩根牧師講道
[00:17:29.600 --> 00:17:36.600]  他為團隊裡面有摩根牧師而感恩
[00:17:36.600 --> 00:17:40.600]  弟兄姊妹,我們有能力去祝福他人
[00:17:40.600 --> 00:17:44.600]  是何等大的釋放和禮物呢?
[00:17:44.600 --> 00:17:47.600]  一些容易招致我們疾度的人
[00:17:47.600 --> 00:17:49.600]  我們要為他禱告
[00:17:49.600 --> 00:17:53.600]  就可以成為我們喜樂的團員
[00:17:53.600 --> 00:17:57.600]  他們的成功可以成為我們的成功
[00:17:57.600 --> 00:18:02.600]  我們慶賀主席著他們做神的功
[00:18:02.600 --> 00:18:04.600]  主的名被稱頌
[00:18:04.600 --> 00:18:08.600]  得著榮耀是最重要的
[00:18:08.600 --> 00:18:11.600]  同樣在聖經裡面都記載
[00:18:11.600 --> 00:18:13.600]  神的僕人摩西
[00:18:13.600 --> 00:18:18.600]  摩西有一個夢寐以求的目標
[00:18:18.600 --> 00:18:23.600]  就是帶領以色列人進入約旦河西的應許地方
[00:18:23.600 --> 00:18:25.600]  但我們都知道
[00:18:25.600 --> 00:18:28.600]  因為摩西曾經作出一些很輕率
[00:18:28.600 --> 00:18:31.600]  在領導裡面的決定
[00:18:31.600 --> 00:18:39.600]  神就不讓他有榮幸進入約旦河西的應許地
[00:18:39.600 --> 00:18:45.600]  摩西不時提起自己很想進入這個應許地
[00:18:45.600 --> 00:18:48.600]  摩西也懇求神
[00:18:48.600 --> 00:18:53.600]  求神讓他進入約旦河西的美地
[00:18:53.600 --> 00:18:58.600]  但神對摩西的回應很清晰
[00:18:58.600 --> 00:19:04.600]  「算了,你不要再提這件事了」
[00:19:04.600 --> 00:19:10.600]  神就叫摩西將這項任務交給約書亞
[00:19:10.600 --> 00:19:15.600]  而且將約書亞推薦給以色列民
[00:19:15.600 --> 00:19:21.600]  勉勵約書亞忠心帶領百姓進入應許地
[00:19:21.600 --> 00:19:27.600]  摩西被指派去栽培和提拔另一個人
[00:19:27.600 --> 00:19:31.600]  去做自己夢寐以求的工作
[00:19:31.600 --> 00:19:33.600]  我都曾經聽過一個講者說
[00:19:33.600 --> 00:19:36.600]  他是在一間大公司裡工作
[00:19:36.600 --> 00:19:38.600]  他沒有什麼學識
[00:19:38.600 --> 00:19:46.600]  但他可以做到全公司裡很高級的一個人
[00:19:46.600 --> 00:19:49.600]  後來他要退休了
[00:19:49.600 --> 00:19:53.600]  老闆就請了一個大學生來跟他
[00:19:53.600 --> 00:19:58.600]  這個弟兄,這個資深的,很有經驗
[00:19:58.600 --> 00:20:02.600]  是一個很高級的員工
[00:20:02.600 --> 00:20:04.600]  他就不忿氣地說
[00:20:04.600 --> 00:20:09.600]  「我吸收了這麼多精華,我要教這個」
[00:20:09.600 --> 00:20:12.600]  「全都傳遞給他」
[00:20:12.600 --> 00:20:18.600]  我也聽到有這樣的事蹟
[00:20:18.600 --> 00:20:25.600]  聖經沒有記載摩西對約書亞有任何嫉妒之心
[00:20:25.600 --> 00:20:28.600]  作為夢照服事主的人
[00:20:28.600 --> 00:20:31.600]  摩西反而忠心地執行所有任務
[00:20:31.600 --> 00:20:36.600]  從摩西的事蹟讓我們學習
[00:20:36.600 --> 00:20:37.600]  去委身於神
[00:20:37.600 --> 00:20:40.600]  最終要得到神的計劃成全
[00:20:40.600 --> 00:20:44.600]  不是要我們的抱負成真
[00:20:44.600 --> 00:20:48.600]  當我們以榮耀神為念
[00:20:48.600 --> 00:20:54.600]  即使在過程中有落敗,有招致失望
[00:20:54.600 --> 00:20:56.600]  這些不算什麼
[00:20:56.600 --> 00:20:57.600]  在神的心目當中
[00:20:57.600 --> 00:21:04.600]  摩西始終是在以色列傳言盡忠的神僕人
[00:21:04.600 --> 00:21:09.600]  弟姐妹,我們要小心
[00:21:09.600 --> 00:21:15.600]  我們會否費煞苦心去為自己謀求榮譽呢?
[00:21:15.600 --> 00:21:19.600]  其實是傷害自己,或者羞辱了神呢?
[00:21:19.600 --> 00:21:23.600]  相反,如果我們專心去愛,去祝福我們的對手
[00:21:23.600 --> 00:21:25.600]  是何等大的釋放呢?
[00:21:25.600 --> 00:21:27.600]  神被榮耀了
[00:21:27.600 --> 00:21:30.600]  我們要得到永恆的獎賞
[00:21:30.600 --> 00:21:35.600]  亦能享受在耶穌基督的穩妥和認可
[00:21:35.600 --> 00:21:41.600]  從中我們可以快樂滿足
[00:21:41.600 --> 00:21:48.600]  快樂滿足不是因為自己努力被注意、被稱讚、被尊崇
[00:21:48.600 --> 00:21:51.600]  我們在世上所得的獎賞
[00:21:51.600 --> 00:21:54.600]  是會逐漸失去光芒的
[00:21:54.600 --> 00:21:56.600]  但在審判的時候
[00:21:56.600 --> 00:22:00.600]  我們可以得到的獎賞是永遠長存的
[00:22:00.600 --> 00:22:06.600]  以下我們要講第二個可行的方法
[00:22:06.600 --> 00:22:09.600]  可以將保羅的教訓
[00:22:09.600 --> 00:22:11.600]  愛是不疾度
[00:22:11.600 --> 00:22:13.600]  形容出來
[00:22:13.600 --> 00:22:21.600]  就是接納自己是醫治疾度的良方
[00:22:21.600 --> 00:22:29.600]  著名作者巴赫在他的經典著作《認識神》中
[00:22:29.600 --> 00:22:32.600]  提及基督是甚麼人呢?
[00:22:32.600 --> 00:22:37.600]  他回答說,基督是以神為父親的人
[00:22:37.600 --> 00:22:45.600]  這是巴赫所知道最豐富傳遞的答案
[00:22:45.600 --> 00:22:51.600]  基督是以神為父親的人
[00:22:51.600 --> 00:22:58.600]  這是巴赫所知道最豐富傳遞的答案
[00:22:58.600 --> 00:23:03.600]  頂姐妹,你是否以父神為你父親?
[00:23:03.600 --> 00:23:06.600]  以父神為你父親
[00:23:06.600 --> 00:23:11.600]  是多麼的滿足和安全呢?
[00:23:11.600 --> 00:23:15.600]  在《約翰一書》三章一節我們一起讀
[00:23:15.600 --> 00:23:22.600]  (《約翰一書》三章一節中的一句話)
[00:23:22.600 --> 00:23:24.600]  得而稱為神的兒女
[00:23:24.600 --> 00:23:28.600]  我們真是他的兒女
[00:23:28.600 --> 00:23:31.600]  我們是天父收納的孩子
[00:23:31.600 --> 00:23:35.600]  我們是被接納成為神的孩子
[00:23:35.600 --> 00:23:40.600]  要點就是藉著耶穌基督的作為所湧流出來的恩典
[00:23:40.600 --> 00:23:43.600]  是我們不配領受的
[00:23:43.600 --> 00:23:46.600]  是我們白白得到的
[00:23:46.600 --> 00:23:49.600]  神的恩典提升我們的地位
[00:23:49.600 --> 00:23:55.600]  從仇敵死在過犯罪惡中
[00:23:55.600 --> 00:23:59.600]  能夠進到神的國裡
[00:23:59.600 --> 00:24:05.600]  被神愛成為公主王子
[00:24:05.600 --> 00:24:11.600]  這是最豐富傳遞的
[00:24:11.600 --> 00:24:14.600]  我們是甚麼人呢?
[00:24:14.600 --> 00:24:19.600]  是神的兒女
[00:24:19.600 --> 00:24:24.600]  很多基督徒感覺不到神的接納
[00:24:24.600 --> 00:24:27.600]  難以接受神的愛
[00:24:27.600 --> 00:24:32.600]  因為自己的出身或家庭背景不好
[00:24:32.600 --> 00:24:35.600]  變得沒有安全感
[00:24:35.600 --> 00:24:37.600]  經歷不了聖經所說的
[00:24:37.600 --> 00:24:40.600]  作為神的兒女的身份和意義
[00:24:40.600 --> 00:24:45.600]  缺乏了安全感
[00:24:45.600 --> 00:24:48.600]  時時覺得別人成為他的威脅
[00:24:48.600 --> 00:24:53.600]  於是引致窒道
[00:24:53.600 --> 00:24:55.600]  另一方面
[00:24:55.600 --> 00:24:57.600]  我們面對的困難是
[00:24:57.600 --> 00:25:00.600]  我們頭腦知道自己的身份意義
[00:25:00.600 --> 00:25:03.600]  但心卻感覺不到
[00:25:03.600 --> 00:25:06.600]  從頭腦到心靈
[00:25:06.600 --> 00:25:10.600]  是一個漫長複雜的過程
[00:25:10.600 --> 00:25:12.600]  我們要不斷開放自己
[00:25:12.600 --> 00:25:14.600]  接受聖靈的醫治
[00:25:14.600 --> 00:25:20.600]  很多基督徒時時感到不足
[00:25:20.600 --> 00:25:22.600]  這種不足
[00:25:22.600 --> 00:25:24.600]  妨礙我們向人表達愛心
[00:25:24.600 --> 00:25:28.600]  也觸發了我們窒道的心
[00:25:28.600 --> 00:25:32.600]  我們可以看看如何克性這些窒道
[00:25:32.600 --> 00:25:35.600]  我們看看幾節經文
[00:25:35.600 --> 00:25:41.600]  在舊約
[00:25:41.600 --> 00:25:43.600]  很多經文
[00:25:43.600 --> 00:25:46.600]  我只說四節
[00:25:46.600 --> 00:25:50.600]  我們在神的內部
[00:25:50.600 --> 00:25:52.600]  是為寶為尊的
[00:25:52.600 --> 00:25:54.600]  神愛我們
[00:25:54.600 --> 00:25:59.600]  神喜愛敬畏和盼望他慈愛的人
[00:25:59.600 --> 00:26:02.600]  喜愛他的百姓
