
[00:00:00.000 --> 00:00:05.520]  有一位神的僕人,從神領受異象,
[00:04:06.920 --> 00:04:11.320]  讓我們一同讀出這一節經文,預備。
[00:04:11.320 --> 00:04:16.920]  因這一切,我們立確實的約,寫在冊上。
[00:04:16.920 --> 00:04:23.320]  我們的映就利美人和祭司都用了人。
[00:04:23.320 --> 00:04:27.720]  而在第十章,他們又決定要為此去做一些事。
[00:04:27.720 --> 00:04:30.520]  雖然祈禱和認罪都很重要,
[00:04:30.520 --> 00:04:33.720]  但絕對不能代替馴服。
[00:04:33.720 --> 00:04:38.920]  認罪之後,就鼓勵他們在公眾面前下定決心,
[00:04:38.920 --> 00:04:42.520]  以蓋印的手續表明他們的心志,
[00:04:42.520 --> 00:04:46.120]  使他們不會突然改變主意。
[00:04:46.120 --> 00:04:48.520]  而在這次聚會當中,
[00:04:48.520 --> 00:04:53.120]  猶太人確是嚴肅認真地去禱告,
[00:04:53.120 --> 00:04:55.720]  並且決定靠著神的恩典,
[00:04:55.720 --> 00:05:02.120]  開始一個全新、土神起悅的生活。
[00:05:02.120 --> 00:05:05.120]  第一部分我給他們的題目是
[00:05:05.120 --> 00:05:07.920]  「作一個守承諾的人」。
[00:05:07.920 --> 00:05:10.320]  在這一章的經文開頭,
[00:05:10.320 --> 00:05:14.920]  那二十七節全部都是人名,沒有動詞。
[00:05:14.920 --> 00:05:17.320]  當我們讀到聖經名單的時候,
[00:05:17.320 --> 00:05:18.520]  或者人名的時候,
[00:05:18.520 --> 00:05:23.720]  尤其是錄播,再看一段片的時候,
[00:05:23.720 --> 00:05:28.520]  會不會用2X快速地飛過這個名單呢?
[00:05:28.520 --> 00:05:33.520]  但是我相信聖經裡面是沒有多餘的話,
[00:05:33.520 --> 00:05:36.720]  聖經的作者在聚事的時候
[00:05:36.720 --> 00:05:39.520]  都是有他的角度和用意的。
[00:05:39.520 --> 00:05:43.520]  而在這裡總共出現了多少個人名呢?
[00:05:43.520 --> 00:05:45.720]  就是有84個人名,
[00:05:45.720 --> 00:05:52.120]  在當中這個名單是包括了不同的團體,
[00:05:52.120 --> 00:05:53.520]  雖然是一個團體,
[00:05:53.520 --> 00:05:57.720]  但同時也是個人,有名有姓。
[00:05:57.720 --> 00:05:59.720]  現在就讓我們去看一下
[00:05:59.720 --> 00:06:03.520]  這個簽約的名單裡面包括了什麼人。
[00:06:03.520 --> 00:06:04.720]  由於時間的關係,
[00:06:04.720 --> 00:06:07.520]  就不跟大家去讀出這個名單。
[00:06:07.520 --> 00:06:10.120]  但是在這個名單當中,
[00:06:10.120 --> 00:06:13.920]  都是包含了有五個群體的。
[00:06:13.920 --> 00:06:17.120]  第一個就是政治領袖的代表,
[00:06:17.120 --> 00:06:19.520]  第二個就是祭司的代表,
[00:06:19.520 --> 00:06:24.120]  第三個就是利美支族的代表,
[00:06:24.120 --> 00:06:26.320]  第四個就是宗族的代表,
[00:06:26.320 --> 00:06:31.120]  第五個就是民眾的代表。
[00:06:31.120 --> 00:06:35.120]  首先第一個群組就是政治領袖的代表,
[00:06:35.120 --> 00:06:37.720]  李希米是猶大的省長,
[00:06:37.720 --> 00:06:40.920]  是那個省最高的政治領袖,
[00:06:40.920 --> 00:06:45.520]  所以由他作為政治領袖的代表,
[00:06:45.520 --> 00:06:47.320]  在約書上簽署,
[00:06:47.320 --> 00:06:52.920]  接著的西底加就是那個省的書記。
[00:06:52.920 --> 00:06:55.320]  因為在重要的公衔當中,
[00:06:55.320 --> 00:07:00.920]  省長之後的簽署一般都是省書記,
[00:07:00.920 --> 00:07:04.920]  並且由他負責重要的記錄。
[00:07:04.920 --> 00:07:09.320]  第二個團體就是祭司的代表,
[00:07:09.320 --> 00:07:12.720]  總共有21個祭司的名字,
[00:07:12.720 --> 00:07:18.720]  其中至少有15個是家族著名的祖先的名字。
[00:07:18.720 --> 00:07:22.920]  在第12章記錄首批從巴比倫
[00:07:22.920 --> 00:07:25.520]  歸回祖國的人的名字,
[00:07:25.520 --> 00:07:29.720]  其中有很多的名字都出現在這裡,
[00:07:29.720 --> 00:07:35.720]  例如是西萊雅、亞撒尼亞、耶利米等等。
[00:07:35.720 --> 00:07:37.520]  順便提一下,
[00:07:37.520 --> 00:07:41.720]  以色列的名字沒有出現在簽名冊上,
[00:07:41.720 --> 00:07:45.320]  是因為它是屬於西萊雅家族,
[00:07:45.320 --> 00:07:48.920]  即是簽名冊上的第一個大家族,
[00:07:48.920 --> 00:07:52.920]  而大祭司也是屬於這個家族。
[00:07:52.920 --> 00:07:58.720]  第三個群體就是利美之族的代表,
[00:07:58.720 --> 00:08:02.920]  總共有17位利美人的代表參與簽署,
[00:08:02.920 --> 00:08:06.920]  他們大部分都是曾經積極協助
[00:08:06.920 --> 00:08:09.920]  尼希米的各項重建工程。
[00:08:09.920 --> 00:08:13.920]  在這17個利美人的名字當中,
[00:08:13.920 --> 00:08:17.320]  有6位至7位都是協助
[00:08:17.320 --> 00:08:20.920]  以色列宣讀律法書的助教。
[00:08:20.920 --> 00:08:23.920]  史利比不單單出現在這裡,
[00:08:23.920 --> 00:08:28.920]  也是以色列首次歸回祖國的隊伍當中
[00:08:28.920 --> 00:08:31.920]  一個重要的人物。
[00:08:31.920 --> 00:08:38.720]  第四個團體就是宗族的代表,
[00:08:38.720 --> 00:08:42.720]  總共有20位宗族代表參與簽署,
[00:08:42.720 --> 00:08:45.720]  這些名字大部分都是重複出現在
[00:08:45.720 --> 00:08:49.120]  尼希米記七章八節至二十五節,
[00:08:49.120 --> 00:08:53.120]  以色列記二章三至二十節。
[00:08:53.120 --> 00:09:00.120]  而第五個群體就是民眾的代表,
[00:09:00.120 --> 00:09:04.120]  總共有24位民眾參與簽署,
[00:09:04.120 --> 00:09:08.120]  他們很可能是猶大省各個民間組織的代表,
[00:09:08.120 --> 00:09:11.120]  他們有些也出現在
[00:09:11.120 --> 00:09:17.120]  尼希米記三章成祥重建者的名冊當中,
[00:09:17.120 --> 00:09:21.120]  他們納確實的約寫在冊上,
[00:09:21.120 --> 00:09:24.120]  表明他們的決心。
[00:09:24.120 --> 00:09:29.120]  而第二個部分,我給他們的題目就是
[00:09:29.120 --> 00:09:31.120]  守承諾與生命的改變,
[00:09:31.120 --> 00:09:35.120]  是二十八節至三十九節。
[00:09:35.120 --> 00:09:37.120]  在這裡我也想邀請大家
[00:09:37.120 --> 00:09:41.120]  與我讀出這段經文,
[00:09:41.120 --> 00:09:44.120]  黑色字的經文我讀,
[00:09:44.120 --> 00:09:47.120]  藍色字的經文請弟兄讀,
[00:09:47.120 --> 00:09:51.120]  紅色字的經文請姐妹讀,
[00:09:51.120 --> 00:09:53.120]  大家清楚嗎?
[00:09:53.120 --> 00:09:57.120]  藍色字的弟兄讀,紅色字的姐妹讀,
[00:09:57.120 --> 00:09:59.120]  現在由我先讀。
[00:09:59.120 --> 00:10:05.120]  「其餘的百姓,祭司利未人,
[00:10:05.120 --> 00:10:08.120]  有的守衞,歌唱的,奠翼,
[00:10:08.120 --> 00:10:11.120]  所有與鄰邦民族分別出來,
[00:10:11.120 --> 00:10:13.120]  歸服上帝律法的,
[00:10:13.120 --> 00:10:16.120]  以及他們的妻子兒女,
[00:10:16.120 --> 00:10:19.120]  凡有知識能明白的。」
[00:10:19.120 --> 00:10:45.120]  (廣東話)
[00:10:45.120 --> 00:10:49.120]  「這地的民族,若在安息日或甚麼聖日,
[00:10:49.120 --> 00:10:52.120]  帶了貨物或糧食來賣,
[00:10:52.120 --> 00:10:54.120]  我們必不買,
[00:10:54.120 --> 00:10:56.120]  每逢第七年必不耕種,
[00:10:56.120 --> 00:11:00.120]  凡欠我們債的,必不追討。」
[00:11:00.120 --> 00:11:26.120]  (廣東話)
[00:11:26.120 --> 00:11:30.120]  「我們的祭司利未人和百姓都抽籤,
[00:11:30.120 --> 00:11:32.120]  每年按附加定期,
[00:11:32.120 --> 00:11:34.120]  將奉獻的木柴,
[00:11:34.120 --> 00:11:36.120]  帶到我們上帝的殿裡,
[00:11:36.120 --> 00:11:39.120]  照著律法上所寫的,
[00:11:39.120 --> 00:11:43.120]  銷在耶和華我們上帝的壇上。」
[00:11:43.120 --> 00:12:08.120]  (廣東話)
[00:12:08.120 --> 00:12:13.120]  「並將初熟,墨紙和墨紙所磨的面和舉祭,
[00:12:13.120 --> 00:12:15.120]  各樣樹上的果子,
[00:12:15.120 --> 00:12:18.120]  新酒與新油奉給祭司,
[00:12:18.120 --> 00:12:22.120]  收在我們上帝殿的庫房裡,
[00:12:22.120 --> 00:12:26.120]  又把我們土地所產的十分之一奉給利未人,
[00:12:26.120 --> 00:12:31.120]  因利未人在我們一切城鎮的土產中,
[00:12:31.120 --> 00:12:34.120]  當取十分之一。」
[00:12:34.120 --> 00:12:53.120]  (廣東話)
[00:12:53.120 --> 00:13:14.120]  (廣東話)
[00:13:14.120 --> 00:13:16.120]  好,謝謝大家
[00:13:17.120 --> 00:13:21.120]  雖然簽約的活動
[00:13:21.120 --> 00:13:25.120]  是關乎整個猶大省的人民,
[00:13:25.120 --> 00:13:27.120]  但基於現實的考量,
[00:13:27.120 --> 00:13:30.120]  不可能或不需要所有的人民
[00:13:30.120 --> 00:13:33.120]  親自到耶路撒冷參與簽名,
[00:13:33.120 --> 00:13:35.120]  只需要各界的領袖
[00:13:35.120 --> 00:13:38.120]  作為代表出席簽約,
[00:13:38.120 --> 00:13:43.120]  這樣簽名的活動就已經有全民的代表性了。
[00:13:43.120 --> 00:13:49.120]  至於未能親自簽署猶大省的人民,
[00:13:49.120 --> 00:13:52.120]  都表明願意遵從上帝的話,
[00:13:52.120 --> 00:13:56.120]  去活出與其他民族不同的生命,
[00:13:56.120 --> 00:13:59.120]  所有聽到對神話與宣讀的人,
[00:13:59.120 --> 00:14:03.120]  現在都發誓要遵循神的一切誡明、
[00:14:03.120 --> 00:14:06.120]  律例和典章。
[00:14:06.120 --> 00:14:08.120]  在這份文件上,
[00:14:08.120 --> 00:14:11.120]  簽名是非常嚴肅的事情,
[00:14:11.120 --> 00:14:16.120]  這意味著在神面前的莊嚴氣勢。
[00:14:16.120 --> 00:14:21.120]  摩西律法對於氣勢的規定,
[00:14:21.120 --> 00:14:24.120]  記載在文數記三十章二節,
[00:14:24.120 --> 00:14:27.120]  或者想請大家讀出來。
[00:14:27.120 --> 00:14:28.120]  預備!
[00:14:28.120 --> 00:14:32.120]  「人若向耶和華許願或氣勢,
[00:14:32.120 --> 00:14:35.120]  要約束自己,就不可食言,
[00:14:35.120 --> 00:14:40.120]  必須照口中所出的一切話去做。」
[00:14:40.120 --> 00:14:45.120]  因為在所起的誓言中提到神的名字,
[00:14:45.120 --> 00:14:50.120]  又或者在起誓中提到從神而來的審判,
[00:14:50.120 --> 00:14:55.120]  所以人就不能輕忽所起的誓言。
[00:14:55.120 --> 00:15:00.120]  在這個約當中,
[00:15:00.120 --> 00:15:02.120]  是包括什麼內容呢?
[00:15:02.120 --> 00:15:08.120]  首先,他們表明棄絕外邦的婚姻,
[00:15:08.120 --> 00:15:13.120]  百姓承諾不將他們的女兒嫁給外邦居民,
[00:15:13.120 --> 00:15:17.120]  也不為他們的兒子娶外邦女兒。
[00:15:17.120 --> 00:15:21.120]  一個與外邦外族人通婚的猶太人,
[00:15:21.120 --> 00:15:25.120]  他又如何能夠遵守神有關飲食的條例,
[00:15:25.120 --> 00:15:28.120]  和耶和華的節旗呢?
[00:15:28.120 --> 00:15:31.120]  他們可能在禮儀上會不潔,
[00:15:31.120 --> 00:15:34.120]  開始是偶爾地妥協,
[00:15:34.120 --> 00:15:37.120]  最後是完全妥協,
[00:15:37.120 --> 00:15:40.120]  一起去隨從外邦的假神,
[00:15:40.120 --> 00:15:49.120]  以致讓猶太人喪失了自己民族的屬靈的傳承。
[00:15:49.120 --> 00:15:56.120]  第二,他們表明會守安息日和安息年,
[00:15:56.120 --> 00:16:01.120]  遵守安息日讓猶太人能夠安靜休息,親近神。
[00:16:01.120 --> 00:16:06.120]  安息日是對猶太人每週一次的提醒,
[00:16:06.120 --> 00:16:10.120]  讓他們不要忘記在這個世界上,
[00:16:10.120 --> 00:16:13.120]  神對他們有特別的呼召。
[00:16:13.120 --> 00:16:18.120]  這裡也記錄了猶太人信心的鄭重宣告,
[00:16:18.120 --> 00:16:22.120]  包括遵守安息年,
[00:16:22.120 --> 00:16:28.120]  每到第七年,猶太人都要讓土地閒置一年,
[00:16:28.120 --> 00:16:31.120]  讓它休養生息。
[00:16:31.120 --> 00:16:36.120]  當然,猶太人需要很大的信心,
[00:16:36.120 --> 00:16:39.120]  神會供應他們兩年的食物,
[00:16:39.120 --> 00:16:41.120]  而在七個安息年之後,
[00:16:41.120 --> 00:16:47.120]  猶太人就要把第五十年作為欺年去慶祝。
[00:16:47.120 --> 00:16:50.120]  從前,猶太人沒有守安息年,
[00:16:50.120 --> 00:16:55.120]  這也是神讓他們被擄的其中一個原因。
[00:16:55.120 --> 00:16:58.120]  對猶太聖下的人民來說,
[00:16:58.120 --> 00:17:01.120]  承諾遵守安息年,
[00:17:01.120 --> 00:17:04.120]  其實是他們的信心邁進一大步。
[00:17:04.120 --> 00:17:06.120]  為什麼這樣說呢?
[00:17:06.120 --> 00:17:09.120]  因為之前,第五章也看到了,
[00:17:09.120 --> 00:17:10.120]  《利器迷記》第五章,
[00:17:10.120 --> 00:17:15.120]  當時有很多百姓的生活非常貧困,
[00:17:15.120 --> 00:17:17.120]  在一個很艱難的環境當中,
[00:17:17.120 --> 00:17:26.120]  但是他們仍然願意承諾對這條律法的甘心信服。
[00:17:26.120 --> 00:17:36.120]  第三方面,就是對神聖殿的供應。
[00:17:36.120 --> 00:17:38.120]  在這段經文當中,
[00:17:38.120 --> 00:17:42.120]  有一個詞,就是「上帝的殿」,
[00:17:42.120 --> 00:17:47.120]  在這裡出現了總共有九次這麼多,
[00:17:47.120 --> 00:17:50.120]  包括三十二節,三十三節,
[00:17:50.120 --> 00:17:53.120]  三十四節兩次,三十五節,
[00:17:53.120 --> 00:18:01.120]  三十六節兩次,三十八節。
[00:18:01.120 --> 00:18:06.120]  百姓向神許諾遵守神的律法,
[00:18:06.120 --> 00:18:10.120]  供應聖殿侍宮的需要。
[00:18:10.120 --> 00:18:12.120]  最後一節,他們說,
[00:18:12.120 --> 00:18:18.120]  「我們絕不會不顧上帝的殿。」
[00:18:18.120 --> 00:18:21.120]  英國的解經家坎貝爾·摩根,
[00:18:21.120 --> 00:18:23.120]  曾經這樣說過,
[00:18:23.120 --> 00:18:27.120]  「縱然今天神的殿已經不再是物質,
[00:18:27.120 --> 00:18:29.120]  而是屬靈上的,
[00:18:29.120 --> 00:18:39.120]  但是物質仍然是屬靈事物的一個極真實的象徵。」
[00:18:39.120 --> 00:18:44.120]  神的教會一旦在任何地方忽略了
[00:18:44.120 --> 00:18:47.120]  敬拜和侍宮的場所,
[00:18:47.120 --> 00:18:50.120]  都會顯示和證明,
[00:18:50.120 --> 00:19:00.120]  教會的生命正處於衰退的幽谷。
[00:19:00.120 --> 00:19:03.120]  正如相信大家都知道,
[00:19:03.120 --> 00:19:10.120]  福音是從歐洲傳到亞洲和中國的,
[00:19:10.120 --> 00:19:13.120]  但是在現在歐洲很多地方,
[00:19:13.120 --> 00:19:15.120]  很多教堂,
[00:19:15.120 --> 00:19:19.120]  已經不是信徒聚集敬拜的地方,
[00:19:19.120 --> 00:19:23.120]  而是成為了旅客參觀的場所。
[00:19:23.120 --> 00:19:26.120]  最近我也有幾位弟兄去了歐洲,
[00:19:26.120 --> 00:19:28.120]  他們參觀了教堂,很漂亮,
[00:19:28.120 --> 00:19:32.120]  但是可能沒有很多人在當中聚會。
[00:19:32.120 --> 00:19:38.120]  甚至有些歐洲教堂成為了酒吧。
[00:19:38.120 --> 00:19:41.120]  其實從教堂的景況,
[00:19:41.120 --> 00:19:44.120]  都可以看到當地人的屬靈的荒涼。
[00:19:44.120 --> 00:19:46.120]  不單是外國,
[00:19:46.120 --> 00:19:51.120]  之前我有機會參觀不同的教會,
[00:19:51.120 --> 00:19:56.120]  其中一間教會是跟學校合作的,
[00:19:56.120 --> 00:19:58.120]  是一些同學合作的教會。
[00:19:58.120 --> 00:20:01.120]  這間教會歷史悠久,
[00:20:01.120 --> 00:20:04.120]  有自己一座很漂亮的,
[00:20:04.120 --> 00:20:09.120]  藍色三角形的一座教堂,
[00:20:09.120 --> 00:20:11.120]  藍色三角形,
[00:20:11.120 --> 00:20:15.120]  在社區裡面是一個地標。
[00:20:15.120 --> 00:20:17.120]  而教堂裡面,
[00:20:17.120 --> 00:20:20.120]  也是一個很大的禮堂,
[00:20:20.120 --> 00:20:22.120]  有兩層座位,
[00:20:22.120 --> 00:20:25.120]  像這裡一樣,一層兩層的座位。
[00:20:25.120 --> 00:20:28.120]  但是由於缺乏侍奉的人手,
[00:20:28.120 --> 00:20:32.120]  教會聚會的人數逐漸萎縮,
[00:20:32.120 --> 00:20:36.120]  原本可以容納幾百人聚會的教堂,
[00:20:36.120 --> 00:20:40.120]  最後只剩下幾十人去聚會。
[00:20:40.120 --> 00:20:44.120]  原本用來敬拜神的禮堂,
[00:20:44.120 --> 00:20:49.120]  兩邊排滿了一些學童的單車,
[00:20:49.120 --> 00:20:51.120]  一排,兩排,
[00:20:51.120 --> 00:20:56.120]  這裡一排,兩排。
[00:20:56.120 --> 00:20:59.120]  甚至乎他們禮堂上層,
[00:20:59.120 --> 00:21:01.120]  已經改建成為課室,
[00:21:01.120 --> 00:21:04.120]  因為都用不著了,都沒有人在這裡敬拜。
[00:21:04.120 --> 00:21:09.120]  這也令到我們覺得非常惋惜。
[00:21:09.120 --> 00:21:13.120]  我相信大家都不希望自己的教會會變成這樣,
[00:21:13.120 --> 00:21:17.120]  是吧?
[00:21:17.120 --> 00:21:22.120]  這間大家都非常認識的恩福中心,
[00:21:22.120 --> 00:21:24.120]  我覺得是很美麗,很宏偉,
[00:21:24.120 --> 00:21:27.120]  很能看到神的恩典。
[00:21:27.120 --> 00:21:29.120]  想像一下,如果一天,
[00:21:29.120 --> 00:21:34.120]  恩福中心成為了長沙環廣場第三期,
[00:21:34.120 --> 00:21:37.120]  你已經聽不到敬拜的聲音了,
[00:21:37.120 --> 00:21:41.120]  你又聽不到神話語的聲音了,
[00:21:41.120 --> 00:21:48.120]  你只聽到一些吃喝玩樂,購物的聲音,
[00:21:48.120 --> 00:21:52.120]  不知道大家有什麼感受?
[00:21:52.120 --> 00:21:54.120]  而在第39節,
[00:21:54.120 --> 00:21:56.120]  經文中,百姓說,
[00:21:56.120 --> 00:22:00.120]  他們絕不會不顧上帝的殿,
[00:22:00.120 --> 00:22:03.120]  而他們所承諾的供應是具體的,
[00:22:03.120 --> 00:22:09.120]  是涉及了四個不同領域的侍奉。
[00:22:09.120 --> 00:22:11.120]  第一方面就是聖殿稅,
[00:22:11.120 --> 00:22:16.120]  聖殿稅是用來支付聖殿侍工的開銷,
[00:22:16.120 --> 00:22:19.120]  而今天,教會為了敬拜神,
[00:22:19.120 --> 00:22:23.120]  不需要再去準備動物,穀物,
[00:22:23.120 --> 00:22:28.120]  但是我們都需要來支持牧者開展侍工,
[00:22:28.120 --> 00:22:35.120]  這樣福音才能夠被廣傳。
[00:22:35.120 --> 00:22:38.120]  第二就是獻祭的柴,
[00:22:38.120 --> 00:22:44.120]  由於聖殿當中的銅祭壇上的火是不可以熄滅的,
[00:22:44.120 --> 00:22:49.120]  這樣就需要有穩定的柴供應,
[00:22:49.120 --> 00:22:54.120]  在以色列,不是每個人都能夠成為祭司,
[00:22:54.120 --> 00:22:57.120]  利未人,或者用牛羊獻祭,
[00:22:57.120 --> 00:23:02.120]  但是每個人都可以奉獻燒柴,
[00:23:02.120 --> 00:23:07.120]  讓這個壇火不滅。
[00:23:07.120 --> 00:23:11.120]  第三就是初熟的果子,
[00:23:11.120 --> 00:23:16.120]  猶太人被教導要將初熟和最好的獻給神,
[00:23:16.120 --> 00:23:21.120]  我相信這也是我們今天應該有的奉獻心態,
[00:23:21.120 --> 00:23:26.120]  因為神在埃及曾經拯救以色列人的長子
[00:23:26.120 --> 00:23:28.120]  脫離了死亡,
[00:23:28.120 --> 00:23:37.120]  所以以色列人就將長子和投生的生畜都歸給耶和華神。
[00:23:37.120 --> 00:23:41.120]  第四就是十一的奉獻,
[00:23:41.120 --> 00:23:46.120]  以色列人每年將收成的十分之一奉獻給神,
[00:23:46.120 --> 00:23:49.120]  以供應利未人的所用,
[00:23:49.120 --> 00:23:55.120]  然後利未人也將他們所得的十一奉獻的十分之一
[00:23:55.120 --> 00:23:57.120]  奉獻給祭司。
[00:23:57.120 --> 00:24:00.120]  當神的百姓有需要的時候,
[00:24:00.120 --> 00:24:03.120]  神沒有去丟棄他們,
[00:24:03.120 --> 00:24:06.120]  而且是有豐盛的憐憫和供應,
[00:24:06.120 --> 00:24:10.120]  所以百姓承諾絕對不會離棄神的電。
[00:24:10.120 --> 00:24:14.120]  所以在三十九節,我再重複,
[00:24:14.120 --> 00:24:22.120]  他們說「我們絕不會不顧我們上帝的電。」
[00:24:22.120 --> 00:24:27.120]  而在這段經文當中有一個動詞不斷重複,
[00:24:27.120 --> 00:24:30.120]  請問是哪一個詞語呢?
[00:24:30.120 --> 00:24:32.120]  其實都已經highlight了,
[00:24:32.120 --> 00:24:35.120]  就是「奉道」和「帶道」這個詞,
[00:24:35.120 --> 00:24:37.120]  總共出現了七次,
[00:24:37.120 --> 00:24:41.120]  分別是三十四節、三十五節、三十六節、
[00:24:41.120 --> 00:24:47.120]  三十七節、兩次三十八節和三十九節,
[00:24:47.120 --> 00:24:52.120]  其中第三十四、三十五、三十六節的奉道
[00:24:52.120 --> 00:24:54.120]  都是表示一個目的,
[00:24:54.120 --> 00:24:57.120]  即是說他們所預備的一切
[00:24:57.120 --> 00:25:00.120]  都是為了要奉道他們的神的電。
[00:25:00.120 --> 00:25:04.120]  今天,神有沒有提醒你
[00:25:04.120 --> 00:25:09.120]  需要將什麼東西來獻給祂呢?
[00:25:09.120 --> 00:25:11.120]  而經過這次的納約之後,
[00:25:11.120 --> 00:25:15.120]  以色列人的生命有沒有改變呢?
[00:25:15.120 --> 00:25:19.120]  根據《尼喜米記》十章二十八至二十九節,
[00:25:19.120 --> 00:25:23.120]  猶太人願意和當地的外邦人分別,
[00:25:23.120 --> 00:25:27.120]  而和猶太的弟兄姊妹聯合,
[00:25:27.120 --> 00:25:31.120]  共同遵守律法,行神的道。
[00:25:31.120 --> 00:25:33.120]  而在第十三章一至三節,
[00:25:33.120 --> 00:25:38.120]  他們聽到有人朗讀摩西的律法書的時候,
[00:25:38.120 --> 00:25:42.120]  就和所有不同的族群分別出來了。
[00:25:42.120 --> 00:25:45.120]  百姓已經和神納約,
[00:25:45.120 --> 00:25:47.120]  要支持聖殿的事供,
[00:25:47.120 --> 00:25:50.120]  後來他們也遵守了承諾,
[00:25:50.120 --> 00:25:53.120]  在十二章四十四至四十七節,
[00:25:53.120 --> 00:25:57.120]  記述有利美人負責收集土產,
[00:25:57.120 --> 00:26:01.120]  並且儲藏在聖殿當中。
[00:26:01.120 --> 00:26:04.120]  百姓送來的十一奉獻和供物,
[00:26:04.120 --> 00:26:07.120]  不單單是因為這是神的命令,
[00:26:07.120 --> 00:26:10.120]  也是因為他們生命的改變。
[00:26:10.120 --> 00:26:13.120]  在十二章四十四節說到,
[00:26:13.120 --> 00:26:17.120]  因祭司和利美人公職就歡樂了,
[00:26:17.120 --> 00:26:19.120]  百姓不單奉獻,
