
[00:00:00.000 --> 00:00:03.680]  大家好 新年 大家新年好
[00:03:06.800 --> 00:03:08.320]  將你的話語宣講
[00:03:08.320 --> 00:03:10.800]  也讓聖靈去遊遠大家的心
[00:03:10.800 --> 00:03:14.560]  讓你的話語能夠成為他們在生命當中的祝福
[00:03:14.560 --> 00:03:16.720]  將以下時間恭敬地交上
[00:03:16.720 --> 00:03:17.360]  感謝你
[00:03:17.360 --> 00:03:18.320]  奉主名求
[00:03:18.320 --> 00:03:18.880]  阿們
[00:03:18.880 --> 00:03:23.040]  不知道大家對這段經文熟不熟
[00:03:23.040 --> 00:03:23.760]  熟不熟的
[00:03:23.760 --> 00:03:26.560]  有沒有人未聽過這段經文
[00:03:28.000 --> 00:03:30.000]  好 大家都聽過了
[00:03:30.000 --> 00:03:33.440]  我先說一下背景
[00:03:33.440 --> 00:03:35.440]  這段經文是在十章開始的
[00:03:35.440 --> 00:03:38.800]  但其實由九章的51節的時候
[00:03:38.800 --> 00:03:44.000]  耶穌開始準備由加利利出發到耶路撒冷
[00:03:44.000 --> 00:03:45.760]  去踏上他的苦路
[00:03:45.760 --> 00:03:47.440]  但你留意到
[00:03:47.440 --> 00:03:50.960]  直到路加福音的19章28節
[00:03:50.960 --> 00:03:54.400]  耶穌才真的上到耶路撒冷
[00:03:54.400 --> 00:03:59.040]  路加刻意用了十章的篇幅
[00:03:59.040 --> 00:04:03.440]  就是要記錄下耶穌在他最後的生命當中
[00:04:03.440 --> 00:04:08.080]  他對門徒作出了一些在信仰路上的心態
[00:04:08.080 --> 00:04:09.520]  作出了教導
[00:04:09.520 --> 00:04:13.920]  所以在這十章當中的內容
[00:04:13.920 --> 00:04:16.240]  都是在教導我們作為門徒
[00:04:16.240 --> 00:04:18.640]  我們的心態要怎樣去做
[00:04:18.640 --> 00:04:20.880]  而這段經文是發生在
[00:04:20.880 --> 00:04:24.480]  耶穌出發到耶路撒冷的初期
[00:04:24.480 --> 00:04:27.280]  耶穌帶著一群門徒來到一個村莊
[00:04:27.280 --> 00:04:29.280]  他進入村莊的時候
[00:04:29.280 --> 00:04:30.800]  他遇到一對姊妹
[00:04:30.800 --> 00:04:32.240]  一個是瑪大
[00:04:32.240 --> 00:04:34.480]  另一個是瑪利亞
[00:04:34.480 --> 00:04:37.920]  這兩個姊妹各自用自己的方式
[00:04:37.920 --> 00:04:39.920]  去接待耶穌
[00:04:39.920 --> 00:04:41.440]  我想問問大家
[00:04:41.440 --> 00:04:43.840]  你覺得瑪大和瑪利亞
[00:04:43.840 --> 00:04:46.480]  哪一個對耶穌比較好呢?
[00:04:46.480 --> 00:04:49.120]  又或者你會選擇做哪一個呢?
[00:04:49.120 --> 00:04:50.880]  可否投票給互動?
[00:04:50.880 --> 00:04:52.880]  有沒有人選擇做瑪大呢?
[00:04:52.880 --> 00:04:54.880]  有沒有人選擇做瑪大呢?
[00:04:54.880 --> 00:04:55.680]  沒有
[00:04:55.680 --> 00:04:57.680]  昨天兩場都有
[00:04:57.680 --> 00:04:59.280]  今天竟然沒有
[00:04:59.280 --> 00:05:01.280]  那誰會選擇做瑪利亞呢?
[00:05:01.280 --> 00:05:03.760]  有啊
[00:05:03.760 --> 00:05:04.880]  那我想問一下
[00:05:04.880 --> 00:05:06.000]  為什麼你會選擇
[00:05:06.000 --> 00:05:08.000]  覺得瑪利亞比較好呢?
[00:05:08.000 --> 00:05:11.200]  是不是因為剛剛42節的講道
[00:05:11.200 --> 00:05:13.600]  因為瑪利亞選擇了上好的福分
[00:05:13.600 --> 00:05:15.120]  是不是因為這樣呢?
[00:05:15.120 --> 00:05:16.000]  如果是的話
[00:05:16.000 --> 00:05:17.200]  我想問一下你
[00:05:17.200 --> 00:05:19.520]  瑪利亞的好
[00:05:19.520 --> 00:05:21.520]  好在哪裡呢?
[00:05:21.520 --> 00:05:25.520]  瑪大的問題又出在哪裡呢?
[00:05:25.520 --> 00:05:28.080]  我們不如透過今天的經文
[00:05:28.080 --> 00:05:29.280]  我們一起去了解一下
[00:05:29.280 --> 00:05:32.080]  究竟耶穌如何看待他們兩個
[00:05:32.080 --> 00:05:34.560]  那個侍奉服侍的心態呢?
[00:05:34.560 --> 00:05:36.560]  首先我們先看看瑪大
[00:05:36.560 --> 00:05:38.400]  瑪大其實是
[00:05:38.400 --> 00:05:40.800]  親自出來迎接耶穌
[00:05:40.800 --> 00:05:42.480]  去到他家裏面的
[00:05:42.480 --> 00:05:44.160]  並且在經文裏看到
[00:05:44.160 --> 00:05:44.960]  接待這個字
[00:05:44.960 --> 00:05:47.760]  他是很熱情地去款待耶穌的
[00:05:47.760 --> 00:05:49.200]  對於瑪大來說
[00:05:49.200 --> 00:05:52.400]  接待耶穌是一件非常光榮的事
[00:05:52.400 --> 00:05:54.560]  因為在猶太人的文化裏面
[00:05:54.560 --> 00:05:57.360]  叩客是他們禮節裏面的一部分
[00:05:57.360 --> 00:05:59.200]  因為他們相信
[00:05:59.200 --> 00:06:01.360]  一個人來做他的客人
[00:06:01.360 --> 00:06:03.120]  是神送來給他們的
[00:06:03.120 --> 00:06:07.520]  所以他們視接待為一個很神聖的任務
[00:06:07.520 --> 00:06:08.800]  再加上
[00:06:08.800 --> 00:06:10.320]  對於當時的人來說
[00:06:10.320 --> 00:06:12.320]  能夠接待一個猶太人的老師
[00:06:12.320 --> 00:06:14.320]  即是一個拉比來到家裏吃飯
[00:06:14.320 --> 00:06:17.440]  這是一件極之光榮的事
[00:06:17.440 --> 00:06:20.560]  就好像我選了一個人物
[00:06:20.560 --> 00:06:21.840]  就是今年
[00:06:21.840 --> 00:06:22.560]  這個
[00:06:22.560 --> 00:06:23.920]  大家知不知道是誰?
[00:06:23.920 --> 00:06:25.520]  有沒有人認識雷神?
[00:06:25.520 --> 00:06:27.520]  認識的?
[00:06:27.520 --> 00:06:28.560]  原來你不認識
[00:06:28.560 --> 00:06:31.200]  這個雷神就是
[00:06:31.200 --> 00:06:33.760]  有一個美國知名網站選出的
[00:06:33.760 --> 00:06:35.760]  頭100名帥哥
[00:06:35.760 --> 00:06:36.560]  2014年
[00:06:36.560 --> 00:06:38.240]  雷神是第一名的
[00:06:38.240 --> 00:06:40.240]  我想說男生
[00:06:40.240 --> 00:06:41.600]  我如何選擇雷神呢?
[00:06:41.600 --> 00:06:42.480]  首先男生
[00:06:42.480 --> 00:06:43.920]  我喜歡他的身體
[00:06:43.920 --> 00:06:44.480]  大大隻
[00:06:44.480 --> 00:06:45.360]  有很多肌肉
[00:06:45.360 --> 00:06:46.000]  女生呢?
[00:06:46.000 --> 00:06:46.960]  帥哥
[00:06:46.960 --> 00:06:48.480]  我就是喜歡他帥哥
[00:06:48.480 --> 00:06:49.680]  現在就是說
[00:06:49.680 --> 00:06:50.280]  雷神
[00:06:50.280 --> 00:06:51.600]  你一個這麼帥哥
[00:06:51.600 --> 00:06:52.800]  這麼有型的人
[00:06:52.800 --> 00:06:55.440]  他來你家裏作客
[00:06:55.440 --> 00:06:58.800]  不知道你會如何去接待他呢?
[00:06:58.800 --> 00:07:00.080]  你會不會心裏想
[00:07:00.080 --> 00:07:00.960]  糟了
[00:07:00.960 --> 00:07:01.520]  這麼帥哥
[00:07:01.520 --> 00:07:03.040]  我今晚穿什麼衣服呢?
[00:07:03.040 --> 00:07:06.960]  我應該要準備什麼東西去招待他呢?
[00:07:06.960 --> 00:07:08.160]  他是外國人
[00:07:08.160 --> 00:07:09.120]  我煮什麼菜式呢?
[00:07:09.120 --> 00:07:10.080]  現在是新年
[00:07:10.080 --> 00:07:11.520]  我是否應該煮中式呢?
[00:07:11.520 --> 00:07:12.960]  還是我煮西式呢?
[00:07:12.960 --> 00:07:15.040]  很多很多的內容
[00:07:15.040 --> 00:07:17.040]  這些要想的細節
[00:07:17.040 --> 00:07:20.400]  其實就在我們的腦裏浮現出來
[00:07:20.400 --> 00:07:22.480]  其實對於馬大來說
[00:07:22.480 --> 00:07:24.560]  就好像我們剛才說的那樣
[00:07:24.560 --> 00:07:25.840]  他這一刻的內心
[00:07:25.840 --> 00:07:29.040]  他在驗證以待
[00:07:29.040 --> 00:07:32.640]  他很想用最好的方法去接待耶穌
[00:07:32.640 --> 00:07:35.600]  所以馬大他很埋頭苦幹
[00:07:35.600 --> 00:07:37.600]  在他的工作當中
[00:07:37.600 --> 00:07:52.640]  其實馬大的出發點是很好的
[00:07:52.640 --> 00:07:54.160]  他很賞心
[00:07:54.160 --> 00:07:58.320]  他亦很想用他最好的去服侍耶穌
[00:07:58.320 --> 00:08:00.320]  其實這些都是神喜悅的
[00:08:00.320 --> 00:08:03.360]  都是在聖經裏面神對我們的教導
[00:08:03.840 --> 00:08:08.640]  只是馬大他因為事後的事太多
[00:08:08.640 --> 00:08:10.640]  影響了他的心
[00:08:10.640 --> 00:08:13.280]  在經文裏面說的心裏忘亂
[00:08:13.280 --> 00:08:19.760]  心裏忘亂的原文其實是一個被動語氣的動詞
[00:08:19.760 --> 00:08:21.760]  是說這件事被拉走了
[00:08:21.760 --> 00:08:24.560]  即是由一個注意力
[00:08:24.560 --> 00:08:28.160]  從一件事拉到另一件事上
[00:08:28.160 --> 00:08:32.160]  馬大他原本是很想服侍耶穌的
[00:08:32.160 --> 00:08:39.200]  但他的心被他眼前很多很多要預備的事拉走了
[00:08:39.200 --> 00:08:45.440]  他的眼睛的焦點由耶穌轉向了他很忙碌的服侍當中
[00:08:45.440 --> 00:08:46.880]  各位電影姐妹
[00:08:46.880 --> 00:08:48.880]  不知道你有沒有感同身受
[00:08:48.880 --> 00:08:50.560]  在我們服侍的當中
[00:08:50.560 --> 00:08:51.840]  我們內心都是一樣
[00:08:51.840 --> 00:08:55.680]  我們很想很想用心去服侍
[00:08:55.680 --> 00:08:57.680]  我們都想將最好的獻給神
[00:08:57.680 --> 00:09:01.840]  所以我們會很努力將事件做好
[00:09:01.840 --> 00:09:04.720]  但我們不期然就像馬大一樣
[00:09:04.720 --> 00:09:09.360]  原來我們不知不覺間被這些東西拉走了我們
[00:09:09.360 --> 00:09:14.960]  我們很想按自己的心意去將服侍做好
[00:09:14.960 --> 00:09:16.560]  就是這樣
[00:09:16.560 --> 00:09:18.560]  這件事成為了我們的目標
[00:09:18.560 --> 00:09:21.040]  當我們的心被拉走的時候
[00:09:21.040 --> 00:09:23.040]  另一個問題就出現了
[00:09:23.040 --> 00:09:27.440]  就是我們開始對我們身邊的人有很多很多的不滿
[00:09:27.440 --> 00:09:29.440]  馬大就是這樣
[00:09:29.440 --> 00:09:34.800]  他的內心將自己的努力和忙碌
[00:09:34.800 --> 00:09:39.680]  與坐在耶穌身邊的瑪利亞作出比較
[00:09:39.680 --> 00:09:44.080]  他內心被不滿和煩躁充滿了
[00:09:44.080 --> 00:09:48.400]  這些負面情緒推動了他有一個行動出來
[00:09:48.400 --> 00:09:52.480]  他這一刻選擇走到耶穌面前
[00:09:52.480 --> 00:09:54.880]  去跟耶穌作出一個投訴
[00:09:54.880 --> 00:09:56.880]  我們在《經文40》那裏
[00:09:56.880 --> 00:09:59.760]  馬大因為很多事情而變得忙碌
[00:09:59.760 --> 00:10:01.760]  心情很激動
[00:10:01.760 --> 00:10:05.360]  他覺得只有他一個人默默地在服侍主
[00:10:05.360 --> 00:10:10.480]  他內心的負面情緒使他不單單投訴瑪利亞
[00:10:10.480 --> 00:10:13.200]  他更加連耶穌也投訴
[00:10:13.200 --> 00:10:14.960]  他問耶穌
[00:10:14.960 --> 00:10:16.960]  主啊,祢不在意嗎?
[00:10:16.960 --> 00:10:19.840]  他似乎在對主說
[00:10:19.840 --> 00:10:22.800]  主啊,祢看不到我一個人做得很辛苦嗎?
[00:10:22.800 --> 00:10:24.800]  祢根本就不在意我
[00:10:24.800 --> 00:10:26.800]  瑪利亞什麼都不用做
[00:10:26.800 --> 00:10:27.920]  祢在祢身邊
[00:10:27.920 --> 00:10:31.280]  為什麼祢這麼舒服,我這麼辛苦?
[00:10:31.280 --> 00:10:36.000]  馬大的內心不單對瑪利亞有很多不滿
[00:10:36.000 --> 00:10:38.400]  他覺得瑪利亞丟下了他一個
[00:10:38.400 --> 00:10:41.680]  他甚至覺得神好像什麼都不理
[00:10:41.680 --> 00:10:45.040]  所以他要選擇為自己出聲
[00:10:45.040 --> 00:10:47.040]  我們再看看《經文》
[00:10:47.040 --> 00:10:50.000]  馬大他向耶穌發出了一個請求
[00:10:50.000 --> 00:10:52.400]  他說請吩咐他來幫助我
[00:10:52.400 --> 00:10:55.760]  其實這個吩咐原文是一個命令語氣的動詞
[00:10:55.760 --> 00:11:00.240]  而這個命令語氣動詞當由下而上表達的時候
[00:11:00.240 --> 00:11:05.440]  其實是在表達一個有強烈期望的請求
[00:11:05.440 --> 00:11:08.160]  而這個命令語氣的動詞帶有
[00:11:08.160 --> 00:11:12.320]  將自己的想法強加在別人身上的意思
[00:11:12.320 --> 00:11:18.560]  所以馬大此刻不單忘記了他侍奉的對象
[00:11:18.560 --> 00:11:22.400]  他更加想將自己當作神
[00:11:22.400 --> 00:11:26.720]  想耶穌按他的心意去做
[00:11:26.720 --> 00:11:27.920]  各位頂姐妹
[00:11:27.920 --> 00:11:29.280]  在我們生活當中
[00:11:29.280 --> 00:11:33.280]  我們家庭、讀書、可能關係等等
[00:11:33.280 --> 00:11:37.120]  是否都令我們內心有很多很多嘈雜的聲音
[00:11:37.120 --> 00:11:39.920]  就像馬大一樣,我們的心被拉走
[00:11:39.920 --> 00:11:43.360]  我們開始對神有很多不滿
[00:11:43.360 --> 00:11:44.880]  我們內心可能經常會問
[00:11:44.880 --> 00:11:46.400]  神啊,祢去了哪裡?
[00:11:46.400 --> 00:11:48.960]  為什麼祢什麼都不理?
[00:11:48.960 --> 00:11:51.280]  為什麼人們會這樣?
[00:11:51.280 --> 00:11:53.040]  祢看不到的嗎?
[00:11:53.040 --> 00:11:55.680]  其實我們內心就不其然
[00:11:55.680 --> 00:12:01.040]  用自己的想法去理解神怎樣才在意我們
[00:12:01.040 --> 00:12:06.320]  我們不自覺地成為了話事的主
[00:12:06.320 --> 00:12:10.960]  馬大的選擇將焦點放在很多事上
[00:12:10.960 --> 00:12:14.960]  所以他的選擇為他帶來的就是焦慮和煩躁
[00:12:14.960 --> 00:12:17.200]  因為他的心被拉走
[00:12:17.200 --> 00:12:19.600]  他和神越來越遠
[00:12:19.600 --> 00:12:24.480]  不知道你會否想像馬大那樣去選擇呢?
[00:12:24.480 --> 00:12:25.840]  如果你不想的話
[00:12:25.840 --> 00:12:29.280]  我想介紹馬利亞的選擇給你聽
[00:12:29.280 --> 00:12:33.520]  很想在這裡幫你把焦點拉回來
[00:12:33.520 --> 00:12:38.560]  馬利亞其實在這件事件中一直都在現場
[00:12:38.560 --> 00:12:42.880]  我亦相信當馬大接待耶穌的那一刻
[00:12:42.880 --> 00:12:46.640]  馬利亞是和馬大一起去迎接耶穌的
[00:12:46.640 --> 00:12:49.280]  但當耶穌坐下的時候
[00:12:49.280 --> 00:12:53.040]  馬利亞就選擇坐在耶穌的腳前
[00:12:53.040 --> 00:12:55.520]  去聽耶穌的講道
[00:12:55.520 --> 00:12:58.080]  我亦相信對於那一刻
[00:12:58.080 --> 00:13:01.360]  姐姐在耶穌面前對他的投訴
[00:13:01.360 --> 00:13:04.640]  她聽得一清二楚
[00:13:04.640 --> 00:13:07.200]  但在《愛的經文》中我們看到
[00:13:07.200 --> 00:13:10.720]  馬利亞是沒有任何一句對白出現的
[00:13:10.720 --> 00:13:12.000]  她只有一個動作
[00:13:12.000 --> 00:13:17.760]  這個動作就是坐在耶穌的腳前聽祂的講道
[00:13:17.760 --> 00:13:20.720]  那是否意味著我們甚麼都不要做
[00:13:20.720 --> 00:13:24.400]  我們只聽神的話就夠了呢?
[00:13:24.400 --> 00:13:27.120]  我相信這當然不是
[00:13:27.120 --> 00:13:31.120]  我們就繼續在經文中找找答案是甚麼
[00:13:31.120 --> 00:13:35.360]  耶穌在41、42節回應馬大的時候
[00:13:35.360 --> 00:13:40.480]  祂用了許多的事和只有一件事作為對比
[00:13:40.480 --> 00:13:47.600]  馬大因為許多的事令祂心煩氣燥
[00:13:47.600 --> 00:13:50.640]  被負面情緒充滿
[00:13:50.640 --> 00:13:52.480]  祂的心很煩躁
[00:13:52.480 --> 00:13:54.960]  祂的心被拉走
[00:13:54.960 --> 00:13:59.120]  祂忘記了自己侍奉的對象是耶穌
[00:13:59.120 --> 00:14:05.200]  但耶穌反而用了只有一件事來強調
[00:14:05.200 --> 00:14:06.560]  甚麼事都可以沒有
[00:14:06.560 --> 00:14:10.000]  只有一件事是不可以沒有的
[00:14:10.000 --> 00:14:13.440]  耶穌用了馬利亞的選擇來回應
[00:14:13.440 --> 00:14:15.600]  告訴馬大他們
[00:14:15.600 --> 00:14:19.440]  究竟甚麼事是不可以沒有的呢?
[00:14:19.440 --> 00:14:23.920]  耶穌說的用馬大已經選擇了上好的福分
[00:14:23.920 --> 00:14:27.680]  馬大選擇了不可以少的事
[00:14:27.680 --> 00:14:31.600]  而這個不可以少的事就是上好的福分
[00:14:31.600 --> 00:14:35.360]  其實NET的版本是說The Best Part
[00:14:35.360 --> 00:14:39.440]  即是整體裏面最好的部分
[00:14:39.440 --> 00:14:42.720]  耶穌指整體裏面最好的部分
[00:14:42.720 --> 00:14:46.240]  不是否定其他東西的存在
[00:14:46.240 --> 00:14:48.160]  那些東西不是不重要的
[00:14:48.160 --> 00:14:49.840]  我舉個例子
[00:14:49.840 --> 00:14:52.400]  我很喜歡吃文記車仔麵
[00:14:52.400 --> 00:14:53.920]  不知道大家有沒有吃過
[00:14:53.920 --> 00:14:56.160]  裏面有很多菜都很好吃
[00:14:56.160 --> 00:15:00.880]  豬腸、豬肚、雞翼都很好吃
[00:15:00.880 --> 00:15:03.280]  這些都是很好吃的菜式
[00:15:03.280 --> 00:15:06.160]  再加上我會加兩勺辣
[00:15:06.160 --> 00:15:07.440]  這樣就更加好吃
[00:15:07.440 --> 00:15:08.800]  但還未夠
[00:15:08.800 --> 00:15:12.080]  還有一件事我必定一定要加進去
[00:15:12.080 --> 00:15:13.520]  就是花椒油
[00:15:13.520 --> 00:15:14.960]  我一定要加兩滴
[00:15:14.960 --> 00:15:17.040]  如果沒有這幾滴花椒油
[00:15:17.040 --> 00:15:20.080]  這個車仔麵就差了一點
[00:15:20.080 --> 00:15:23.920]  對我來說,這幾滴花椒油
[00:15:23.920 --> 00:15:26.560]  就是最好的部分
[00:15:26.560 --> 00:15:28.480]  但對耶穌來說
[00:15:28.480 --> 00:15:31.520]  祂不是否定其他東西的重要
[00:15:31.520 --> 00:15:35.120]  祂是想強調這個不可以少的部分
[00:15:35.120 --> 00:15:39.680]  就是耶穌最喜歡的部分
[00:15:39.680 --> 00:15:40.880]  其實瑪利亞很厲害
[00:15:40.880 --> 00:15:42.480]  在耶穌未說之前
[00:15:42.480 --> 00:15:44.080]  她已經自己選擇了
[00:15:44.080 --> 00:15:46.880]  她作出了一個最好的選擇
[00:15:46.880 --> 00:15:50.800]  究竟為什麼瑪利亞會作出這個選擇呢?
[00:15:50.800 --> 00:15:53.120]  其實原文選擇這個字
[00:15:53.120 --> 00:15:57.920]  是指按自己的偏好作出選擇
[00:15:57.920 --> 00:16:01.600]  另外,選擇這個字在《七十事》的譯本裏面
[00:16:01.600 --> 00:16:04.960]  其實出現得最多是在《生命經》裏面
[00:16:04.960 --> 00:16:08.480]  而在《生命經》裏面出現了一共有29次
[00:16:08.480 --> 00:16:12.080]  其中28次是在說神的主導
[00:16:12.080 --> 00:16:13.440]  是神的揀選
[00:16:13.440 --> 00:16:15.680]  唯獨只有一次出現
[00:16:15.680 --> 00:16:19.120]  而這一次是人作主導
[00:16:19.120 --> 00:16:21.920]  是人要為自己作出選擇
[00:16:21.920 --> 00:16:25.520]  所以《生命經》的30章19節的選擇就是
[00:16:25.520 --> 00:16:28.320]  你要選擇生命
[00:16:28.320 --> 00:16:31.200]  而在32節的46至47節
[00:16:31.200 --> 00:16:34.960]  它說到生命就是神的道
[00:16:34.960 --> 00:16:36.880]  神的道就是生命
[00:16:36.880 --> 00:16:40.800]  所以認識神能夠帶來的最終目的
[00:16:40.800 --> 00:16:42.080]  就是在20節裏說
[00:16:42.080 --> 00:16:43.920]  我們能夠去愛耶和華
[00:16:43.920 --> 00:16:45.200]  聽從他的話
[00:16:45.200 --> 00:16:47.840]  以及緊緊跟隨神
[00:16:47.840 --> 00:16:49.360]  所以弟兄姊妹
[00:16:49.360 --> 00:16:50.720]  我們要記住
[00:16:50.720 --> 00:16:54.720]  我們要以認識耶穌的話語為我們的選擇
[00:16:54.720 --> 00:16:56.880]  因為選擇為我們帶來的
[00:16:56.880 --> 00:16:58.480]  就是讓我們去愛神
[00:16:58.480 --> 00:17:02.000]  我們信服神和信靠神
[00:17:02.000 --> 00:17:06.160]  瑪利亞就是按著自己的內心去作出這個選擇
[00:17:06.160 --> 00:17:09.760]  她的心能夠聽到耶穌的說話
[00:17:09.760 --> 00:17:12.240]  比任何事都重要
[00:17:12.240 --> 00:17:14.640]  其實對於一個猶太人的文化裏面
[00:17:14.640 --> 00:17:20.080]  一個女性能夠有機會坐在拉比面前聽說道
[00:17:20.080 --> 00:17:23.360]  其實是一件很難很難的事
[00:17:23.360 --> 00:17:26.400]  更何況她此刻能夠坐下來
[00:17:26.400 --> 00:17:29.520]  親身聽耶穌說天國的道理
[00:17:29.520 --> 00:17:33.040]  這更加是一件難能可貴的事
[00:17:33.040 --> 00:17:40.400]  所以瑪利亞她選擇將手上要做的所有事先放下
[00:17:40.400 --> 00:17:44.800]  她以聽耶穌的教導為她的優先
[00:17:44.800 --> 00:17:47.200]  瑪利亞的選擇為她帶來的結果
[00:17:47.200 --> 00:17:49.200]  就是讓她能夠更加愛神
[00:17:49.200 --> 00:17:51.600]  信服神和信靠神
[00:17:51.600 --> 00:17:53.280]  因此瑪利亞的生命
[00:17:53.280 --> 00:17:56.880]  就因為她認識神而得著了祝福
[00:17:56.880 --> 00:18:01.920]  瑪利亞從心而發的選擇就是她的道
[00:18:01.920 --> 00:18:07.200]  瑪利亞的選擇就是為了很多很多的事而憂慮
[00:18:07.200 --> 00:18:11.280]  其實這兩個字同樣在耶穌在路加福音的
[00:18:11.280 --> 00:18:15.680]  八章十一至十五節的撒種比喻的描述裏面
[00:18:15.680 --> 00:18:17.200]  都有出現
[00:18:17.200 --> 00:18:21.840]  當中種子就是比喻了主的道
[00:18:21.840 --> 00:18:24.960]  土壤就是人的心靈
[00:18:24.960 --> 00:18:29.600]  而這段經文的重點並不是在說種子
[00:18:29.600 --> 00:18:35.680]  重點是在說我們人的心靈如何去回應
[00:18:35.680 --> 00:18:39.760]  瑪利亞因為很多的事使她的心感到憂慮煩躁
