
[00:00:00.000 --> 00:00:06.280]  大家有沒有不同年代的人
[00:08:18.600 --> 00:08:24.600]  耶穌行的神蹟就是用了小朋友的五個大麥餅和兩條魚
[00:08:24.600 --> 00:08:28.600]  餵飽了成千上萬的人群
[00:08:28.600 --> 00:08:30.600]  但是在今時今日
[00:08:30.600 --> 00:08:34.600]  仍然有不少的新派的神學家
[00:08:34.600 --> 00:08:37.600]  是不相信五餅二魚的神蹟
[00:08:37.600 --> 00:08:39.600]  新派神學家通常都不相信神蹟的
[00:08:39.600 --> 00:08:43.600]  那他怎麼解釋五餅二魚的神蹟呢?
[00:08:43.600 --> 00:08:47.600]  就說小孩子拿到五個餅和兩條魚出來之後
[00:08:47.600 --> 00:08:49.600]  感動了群眾
[00:08:49.600 --> 00:08:53.600]  於是他們就拿出自己收藏的食物
[00:08:53.600 --> 00:08:56.600]  這個解釋不可能成立
[00:08:56.600 --> 00:08:59.600]  我相信五餅二魚一定是神蹟
[00:08:59.600 --> 00:09:01.600]  第一個原因就是
[00:09:01.600 --> 00:09:03.600]  在馬克福音另外記載到
[00:09:03.600 --> 00:09:07.600]  在另外記載到同一件神蹟的馬克福音
[00:09:07.600 --> 00:09:11.600]  在馬克福音六章35到37記載
[00:09:11.600 --> 00:09:13.600]  晚上的時候
[00:09:13.600 --> 00:09:17.600]  門徒提醒耶穌
[00:09:17.600 --> 00:09:21.600]  因為門徒知道群眾出來一整天
[00:09:21.600 --> 00:09:24.600]  他們帶的食物應該吃光了
[00:09:24.600 --> 00:09:26.600]  所以門徒就提醒耶穌
[00:09:26.600 --> 00:09:30.600]  快點叫群眾去附近的專莊買東西吃
[00:09:30.600 --> 00:09:32.600]  這是第一個原因
[00:09:32.600 --> 00:09:34.600]  第二個原因就是
[00:09:34.600 --> 00:09:37.600]  當分餅分魚的時候
[00:09:37.600 --> 00:09:38.600]  第十一節說到
[00:09:38.600 --> 00:09:40.600]  他們取食物是怎麼取的呢?
[00:09:40.600 --> 00:09:43.600]  是照他們想要的來分
[00:09:43.600 --> 00:09:46.600]  就是說他們想吃多少就拿多少
[00:09:46.600 --> 00:09:48.600]  沒有需要省著吃
[00:09:48.600 --> 00:09:50.600]  在十二節記載到
[00:09:50.600 --> 00:09:53.600]  耶穌命令他們收拾零碎
[00:09:53.600 --> 00:09:56.600]  五個大麥餅吃剩的零碎
[00:09:56.600 --> 00:09:58.600]  結果是十二個籃子
[00:09:58.600 --> 00:10:01.600]  如果群眾自己拿出來吃的話
[00:10:01.600 --> 00:10:05.600]  就算有剩的也會自己收起來
[00:10:05.600 --> 00:10:09.600]  五餅二魚一定是神蹟的第三個原因
[00:10:09.600 --> 00:10:12.600]  也是最重要的原因
[00:10:12.600 --> 00:10:15.600]  就是繼續在十四到十五節
[00:10:15.600 --> 00:10:20.600]  群眾見到耶穌行神蹟
[00:10:20.600 --> 00:10:23.600]  所以就認定了耶穌就是要
[00:10:23.600 --> 00:10:26.600]  群眾期待的那一位
[00:10:26.600 --> 00:10:27.600]  等了很久的那一位
[00:10:27.600 --> 00:10:30.600]  要在世上來的先知
[00:10:30.600 --> 00:10:32.600]  就是尼塞亞
[00:10:32.600 --> 00:10:34.600]  如果五餅二魚不是神蹟
[00:10:34.600 --> 00:10:37.600]  他們一定不會逼耶穌做王
[00:10:37.600 --> 00:10:41.600]  耶穌向肥力提出
[00:10:41.600 --> 00:10:44.600]  餵飽成千上萬的人群的問題
[00:10:44.600 --> 00:10:46.600]  肥力的反應是怎樣呢
[00:10:46.600 --> 00:10:50.600]  肥力的反應就是立刻用金錢計算
[00:10:50.600 --> 00:10:52.600]  知不知道香港人
[00:10:52.600 --> 00:10:54.600]  他怎樣計算呢
[00:10:54.600 --> 00:10:56.600]  他說有二百個銀幣
[00:10:56.600 --> 00:10:58.600]  二百銀幣等於多少呢
[00:10:58.600 --> 00:11:00.600]  等於現在一本人工的
[00:11:00.600 --> 00:11:02.600]  八個月的工資
[00:11:02.600 --> 00:11:04.600]  其實不少的
[00:11:04.600 --> 00:11:05.600]  但完全都不足夠
[00:11:05.600 --> 00:11:08.600]  其實多少才足夠呢
[00:11:08.600 --> 00:11:10.600]  肥力好像也計算不到
[00:11:10.600 --> 00:11:14.600]  他心目中這個數目實在太大了
[00:11:14.600 --> 00:11:18.600]  覺得不可能餵飽成千上萬的人群
[00:11:18.600 --> 00:11:20.600]  原來肥力看到解決問題的力量
[00:11:20.600 --> 00:11:24.600]  就是在乎有沒有足夠的金錢
[00:11:24.600 --> 00:11:28.600]  有句話香港人很喜歡說的
[00:11:28.600 --> 00:11:29.600]  我想大家都知道
[00:11:29.600 --> 00:11:31.600]  錢不是萬能
[00:11:31.600 --> 00:11:33.600]  接著那句是甚麼
[00:11:33.600 --> 00:11:35.600]  沒有錢萬萬不能
[00:11:35.600 --> 00:11:38.600]  其實錢就成為
[00:11:38.600 --> 00:11:42.600]  說這句話的人心目中的王
[00:11:42.600 --> 00:11:45.600]  是當恩福堂要買地
[00:11:45.600 --> 00:11:47.600]  建恩福中心的時候
[00:11:47.600 --> 00:11:50.600]  那時候聚會人數都不是很多
[00:11:50.600 --> 00:11:52.600]  只有二千人
[00:11:52.600 --> 00:11:54.600]  要建五億的工程
[00:11:54.600 --> 00:11:57.600]  當時會有諮詢會
[00:11:57.600 --> 00:11:59.600]  有不同的人的意見
[00:11:59.600 --> 00:12:02.600]  有人說覺得二千人的教會已經太大了
[00:12:02.600 --> 00:12:03.600]  太多人了
[00:12:03.600 --> 00:12:06.600]  有人說建這麼大的工程
[00:12:06.600 --> 00:12:08.600]  建一堂很危機的
[00:12:08.600 --> 00:12:10.600]  很容易教會分裂
[00:12:10.600 --> 00:12:12.600]  其實最多人的聲音是甚麼
[00:12:12.600 --> 00:12:16.600]  就是說計算到教會應該不夠財力
[00:12:16.600 --> 00:12:21.600]  通常人都是這樣看眼前的不足
[00:12:21.600 --> 00:12:23.600]  好像肥力一樣
[00:12:23.600 --> 00:12:26.600]  沒有看到神一直以來的供應
[00:12:26.600 --> 00:12:29.600]  大群人需要吃飯的問題
[00:12:29.600 --> 00:12:31.600]  不單止困擾了肥力
[00:12:31.600 --> 00:12:33.600]  也困擾了安德烈
[00:12:33.600 --> 00:12:35.600]  肥力看到不夠錢
[00:12:35.600 --> 00:12:37.600]  安德烈看到另一幅童話
[00:12:37.600 --> 00:12:40.600]  就是看到一個小朋友
[00:12:40.600 --> 00:12:42.600]  拿著五個大麥餅
[00:12:42.600 --> 00:12:43.600]  兩條魚出來
[00:12:43.600 --> 00:12:44.600]  就是這麼多
[00:12:44.600 --> 00:12:47.600]  安德烈看到難題
[00:12:47.600 --> 00:12:50.600]  就是人群太多
[00:12:50.600 --> 00:12:51.600]  需要太大
[00:12:51.600 --> 00:12:53.600]  根本無法滿足
[00:12:53.600 --> 00:12:55.600]  原來需要太大
[00:12:55.600 --> 00:12:57.600]  困難太大
[00:12:57.600 --> 00:13:00.600]  成為安德烈心中的王
[00:13:00.600 --> 00:13:03.600]  當恩福堂搬入恩福中心
[00:13:03.600 --> 00:13:05.600]  就是二十年前
[00:13:05.600 --> 00:13:07.600]  當時也有四千人
[00:13:07.600 --> 00:13:10.600]  突然四年內增加到八千人
[00:13:10.600 --> 00:13:12.600]  各方面需要很大
[00:13:12.600 --> 00:13:14.600]  每個單位侍奉人員都很大壓力
[00:13:14.600 --> 00:13:17.600]  人們又入團契
[00:13:17.600 --> 00:13:18.600]  蜂擁入團契
[00:13:18.600 --> 00:13:19.600]  團契特別大壓力
[00:13:19.600 --> 00:13:22.600]  有教務就說不如申請封頂
[00:13:22.600 --> 00:13:24.600]  不再收人
[00:13:24.600 --> 00:13:26.600]  肥力和安德烈的反應
[00:13:26.600 --> 00:13:28.600]  都好像很多人
[00:13:28.600 --> 00:13:30.600]  就是看到不夠錢
[00:13:30.600 --> 00:13:32.600]  沒辦法解決
[00:13:32.600 --> 00:13:33.600]  困難太大
[00:13:33.600 --> 00:13:34.600]  需要太大
[00:13:34.600 --> 00:13:36.600]  根本無法滿足
[00:13:36.600 --> 00:13:38.600]  總之就是不行
[00:13:38.600 --> 00:13:40.600]  就是負面的反應
[00:13:40.600 --> 00:13:42.600]  至於猶太人群眾
[00:13:42.600 --> 00:13:44.600]  對五餅而魚的神蹟
[00:13:44.600 --> 00:13:46.600]  有什麼反應呢
[00:13:46.600 --> 00:13:49.600]  在《新命的十八章》十五節
[00:13:49.600 --> 00:13:50.600]  那裡記載
[00:13:50.600 --> 00:13:52.600]  我們一起讀出來
[00:13:52.600 --> 00:13:53.600]  耶和華
[00:13:53.600 --> 00:13:56.600]  你的神要從你們弟兄中間
[00:13:56.600 --> 00:13:59.600]  給興起一位先知像我
[00:13:59.600 --> 00:14:01.600]  你們要聽從他
[00:14:01.600 --> 00:14:04.600]  像我的我是摩西
[00:14:04.600 --> 00:14:06.600]  原來每個以色列人
[00:14:06.600 --> 00:14:10.600]  都等這位像摩西的先知
[00:14:10.600 --> 00:14:11.600]  就是彌創亞
[00:14:11.600 --> 00:14:13.600]  即是基督
[00:14:13.600 --> 00:14:16.600]  當年摩西帶領以色列人離開埃及
[00:14:16.600 --> 00:14:18.600]  到曠野流浪
[00:14:18.600 --> 00:14:21.600]  神每天從天上降下一種食物
[00:14:21.600 --> 00:14:22.600]  叫馬拿
[00:14:22.600 --> 00:14:24.600]  給以色列人吃
[00:14:24.600 --> 00:14:26.600]  所以以色列人見到
[00:14:26.600 --> 00:14:29.600]  耶穌行神蹟餵飽他們
[00:14:29.600 --> 00:14:32.600]  就認定耶穌就是預言中的彌賽亞
[00:14:32.600 --> 00:14:34.600]  希望帶領他們脫離
[00:14:34.600 --> 00:14:36.600]  羅馬人的統治
[00:14:36.600 --> 00:14:38.600]  重建以色列王國
[00:14:38.600 --> 00:14:40.600]  以色列人心中的王
[00:14:40.600 --> 00:14:41.600]  是政治性、軍事性
[00:14:41.600 --> 00:14:45.600]  就像摩西帶領以色列人過紅海
[00:14:45.600 --> 00:14:48.600]  將埃及全軍打敗
[00:14:48.600 --> 00:14:52.600]  就為了以色列民族吐氣揚眉
[00:14:52.600 --> 00:14:55.600]  耶穌又如何推翻
[00:14:55.600 --> 00:14:59.600]  肥力、安德烈和猶太人群眾
[00:14:59.600 --> 00:15:01.600]  心目中的王呢?
[00:15:01.600 --> 00:15:04.600]  耶穌行五餅二月神蹟之前
[00:15:04.600 --> 00:15:07.600]  其實耶穌有沒有必要
[00:15:07.600 --> 00:15:11.600]  要給成千上萬的人來吃飽呢?
[00:15:11.600 --> 00:15:16.600]  我們在路加福音九章十二節
[00:15:16.600 --> 00:15:21.600]  都是記載五餅二月神蹟的情景
[00:15:21.600 --> 00:15:23.600]  一起讀出來吧
[00:15:23.600 --> 00:15:25.600]  「日頭肺要平逝
[00:15:25.600 --> 00:15:28.600]  十二個門徒來對他們說
[00:15:28.600 --> 00:15:30.600]  請叫眾人散開
[00:15:30.600 --> 00:15:33.600]  他們好往四面村莊
[00:15:33.600 --> 00:15:35.600]  借宿找食的
[00:15:35.600 --> 00:15:39.600]  因為我們這裡是野地」
[00:15:39.600 --> 00:15:43.600]  其實門徒想到正常應該的安排
[00:15:43.600 --> 00:15:45.600]  就是叫那些群眾
[00:15:45.600 --> 00:15:49.600]  及早到附近的村莊找食
[00:15:49.600 --> 00:15:54.600]  但是耶穌仍然在第五節句肥力說
[00:15:54.600 --> 00:16:00.600]  「我們到哪裡去買餅給這些人吃呢?」
[00:16:00.600 --> 00:16:05.600]  耶穌是刻意製造了這個難題出來的
[00:16:05.600 --> 00:16:10.600]  當門徒不知道怎樣面對難題的時間
[00:16:10.600 --> 00:16:12.600]  耶穌就吩咐門徒
[00:16:12.600 --> 00:16:17.600]  叫群眾在草地坐下
[00:16:17.600 --> 00:16:21.600]  「叫」這個希臘原文的字
[00:16:21.600 --> 00:16:24.600]  「make」的意思是命令語氣
[00:16:24.600 --> 00:16:27.600]  是真的令群眾坐下
[00:16:27.600 --> 00:16:29.600]  有其他經文
[00:16:29.600 --> 00:16:31.600]  其他的福音書記載
[00:16:31.600 --> 00:16:32.600]  就是一幫一幫坐下
[00:16:32.600 --> 00:16:34.600]  很有條理的
[00:16:34.600 --> 00:16:37.600]  而耶穌門徒其實很順服
[00:16:37.600 --> 00:16:39.600]  其實之前有問題
[00:16:39.600 --> 00:16:42.600]  現在耶穌吩咐他很順服
[00:16:42.600 --> 00:16:44.600]  就傳遞了耶穌這個命令
[00:16:44.600 --> 00:16:47.600]  安排了群眾要坐下
[00:16:47.600 --> 00:16:48.600]  門徒完全沒有疑問
[00:16:48.600 --> 00:16:50.600]  也沒有爭辯過
[00:16:50.600 --> 00:16:53.600]  而當群眾經歷了五餅如魚的神蹟
[00:16:53.600 --> 00:16:54.600]  吃飽了之後
[00:16:54.600 --> 00:16:55.600]  在十二節
[00:16:55.600 --> 00:16:59.600]  耶穌又命令門徒收拾這個靈髓起來
[00:16:59.600 --> 00:17:00.600]  免得糟蹋
[00:17:00.600 --> 00:17:01.600]  收拾這個字
[00:17:01.600 --> 00:17:04.600]  「Gather together」也是收集一切的意思
[00:17:04.600 --> 00:17:06.600]  也是命令語氣的動詞
[00:17:06.600 --> 00:17:10.600]  是當門徒收拾靈髓的時候
[00:17:10.600 --> 00:17:12.600]  竟然是甚麼
[00:17:12.600 --> 00:17:14.600]  發現有十二個男子
[00:17:14.600 --> 00:17:17.600]  如果給你心目中你會感覺是甚麼
[00:17:17.600 --> 00:17:21.600]  哇!數算住因是嗎?
[00:17:21.600 --> 00:17:25.600]  這個神蹟就讓肥力放下了
[00:17:25.600 --> 00:17:27.600]  錢不足的疑問
[00:17:27.600 --> 00:17:29.600]  也讓安德烈放下了
[00:17:29.600 --> 00:17:31.600]  不需要太大困難
[00:17:31.600 --> 00:17:35.600]  太大的心理的限制
[00:17:35.600 --> 00:17:36.600]  他們信服主的吩咐
[00:17:36.600 --> 00:17:38.600]  就跟著一步一步去做
[00:17:38.600 --> 00:17:41.600]  他們就看到主走的神蹟
[00:17:41.600 --> 00:17:44.600]  事後可以數算因典
[00:17:44.600 --> 00:17:46.600]  主耶穌就打破他們心目中的限制
[00:17:46.600 --> 00:17:49.600]  推回他們心目中的王
[00:17:49.600 --> 00:17:51.600]  當你遇到困難的時候
[00:17:51.600 --> 00:17:54.600]  有沒有想到主耶穌要考驗你甚麼呢?
[00:17:54.600 --> 00:17:57.600]  你有沒有這樣向主耶穌祈禱
[00:17:57.600 --> 00:17:59.600]  你要考驗我甚麼呢?
[00:17:59.600 --> 00:18:01.600]  要我學習甚麼呢?
[00:18:01.600 --> 00:18:03.600]  求主讓我經歷你
[00:18:03.600 --> 00:18:05.600]  認識你
[00:18:05.600 --> 00:18:06.600]  神蹟
[00:18:06.600 --> 00:18:09.600]  神用神蹟來供應人的物質需要
[00:18:09.600 --> 00:18:11.600]  是不是這樣就叫所有人都能夠
[00:18:11.600 --> 00:18:15.600]  認識真正的耶穌基督呢?
[00:18:15.600 --> 00:18:17.600]  原來答案不是的
[00:18:17.600 --> 00:18:19.600]  不會的
[00:18:19.600 --> 00:18:21.600]  我們看回十五節那裡說
[00:18:21.600 --> 00:18:26.600]  耶穌知道群眾是要來強迫他做王
[00:18:26.600 --> 00:18:29.600]  就是以色列地上政治的王
[00:18:29.600 --> 00:18:33.600]  耶穌基督的確是以色列人的來出
[00:18:33.600 --> 00:18:35.600]  是萬王之王
[00:18:35.600 --> 00:18:38.600]  但他請求人類的方法是犧牲自己的生命
[00:18:38.600 --> 00:18:42.600]  將人從罪裡面的深淵請求出來
[00:18:42.600 --> 00:18:45.600]  於是耶穌對以色列人的回應就是
[00:18:45.600 --> 00:18:48.600]  獨自去到山上去
[00:18:48.600 --> 00:18:51.600]  迴避群眾強迫他做王
[00:18:51.600 --> 00:18:54.600]  在第二天的早晨
[00:18:54.600 --> 00:18:56.600]  耶穌去到加伯隆
[00:18:56.600 --> 00:19:00.600]  群眾仍然追上去見耶穌
[00:19:00.600 --> 00:19:01.600]  好像追星一樣
[00:19:01.600 --> 00:19:04.600]  比現在追著的明星還要重要
[00:19:04.600 --> 00:19:08.600]  耶穌向他們
[00:19:08.600 --> 00:19:10.600]  之後人們追上來的時候
[00:19:10.600 --> 00:19:12.600]  耶穌就向他們說了一篇訊息
[00:19:12.600 --> 00:19:14.600]  就是生命之糧
[00:19:14.600 --> 00:19:16.600]  就讓我們一起讀
[00:19:16.600 --> 00:19:20.600]  六章三十五和五十三節一起讀
[00:19:20.600 --> 00:19:22.600]  耶穌對他們說
[00:19:22.600 --> 00:19:24.600]  我就是生命的糧
[00:19:24.600 --> 00:19:27.600]  到我這裡來的絕不饑渴
[00:19:27.600 --> 00:19:30.600]  進我的永不乾渴
[00:19:30.600 --> 00:19:32.600]  耶穌說
[00:19:32.600 --> 00:19:34.600]  我實實在在地告訴你們
[00:19:34.600 --> 00:19:36.600]  你們入不吃人子的肉
[00:19:36.600 --> 00:19:38.600]  不吃人子的血
[00:19:38.600 --> 00:19:41.600]  在你們裡面就沒有真名
[00:19:41.600 --> 00:19:46.600]  我們繼續讀這兩六十至六十一節
[00:19:46.600 --> 00:19:48.600]  和六十六至六十七節
[00:19:48.600 --> 00:19:52.600]  他們門徒中間有好些聽見的
[00:19:52.600 --> 00:19:56.600]  就說這話很難誰能聽得盡
[00:19:56.600 --> 00:20:01.600]  耶穌心裡知道門徒為這話私下議論
[00:20:01.600 --> 00:20:02.600]  就對他們說
[00:20:02.600 --> 00:20:05.600]  這話成了你們的絆腳石嗎
[00:20:05.600 --> 00:20:09.600]  從此他們途中也很多退卻了
[00:20:09.600 --> 00:20:11.600]  不再和他同行
[00:20:11.600 --> 00:20:14.600]  耶穌就對那十二師徒說
[00:20:14.600 --> 00:20:17.600]  你們也要離開嗎
[00:20:17.600 --> 00:20:21.600]  為什麼耶穌在五餅而魚
[00:20:21.600 --> 00:20:23.600]  招聚了成千上萬的人
[00:20:23.600 --> 00:20:24.600]  是不是?
[00:20:24.600 --> 00:20:26.600]  招聚了一個萬人
[00:20:26.600 --> 00:20:31.600]  很成功讓人群還跟著他追星
[00:20:31.600 --> 00:20:34.600]  但是耶穌在這個時候
[00:20:34.600 --> 00:20:38.600]  偏偏要說生命之糧的訊息
[00:20:38.600 --> 00:20:40.600]  令到那些群眾
[00:20:40.600 --> 00:20:44.600]  很多人甚至一些跟著他的門徒
[00:20:44.600 --> 00:20:46.600]  離開他
[00:20:46.600 --> 00:20:47.600]  退去
[00:20:47.600 --> 00:20:50.600]  不再和他一起
[00:20:50.600 --> 00:20:53.600]  用香港人的說法
[00:20:53.600 --> 00:20:58.600]  耶穌五餅而魚神蹟成功招聚了這些群眾
[00:20:58.600 --> 00:21:01.600]  客流量就成千上萬
[00:21:01.600 --> 00:21:04.600]  為什麼他又重點說那些話
[00:21:04.600 --> 00:21:06.600]  好刻意說那些話
[00:21:06.600 --> 00:21:08.600]  要趕客呢?
[00:21:08.600 --> 00:21:09.600]  香港人很明白的
[00:21:09.600 --> 00:21:10.600]  趕客
[00:21:10.600 --> 00:21:12.600]  去茶餐廳趕客
[00:21:12.600 --> 00:21:14.600]  招呼客人不差
[00:21:14.600 --> 00:21:16.600]  為什麼要這樣做呢?
[00:21:16.600 --> 00:21:19.600]  當時以色列人口
[00:21:19.600 --> 00:21:22.600]  當時的世界人口都不夠三億
[00:21:22.600 --> 00:21:23.600]  我查過了
[00:21:23.600 --> 00:21:24.600]  兩億多
[00:21:24.600 --> 00:21:26.600]  今天人口多少億?
[00:21:26.600 --> 00:21:27.600]  八十億
[00:21:27.600 --> 00:21:29.600]  如果用這個比例來說
[00:21:29.600 --> 00:21:31.600]  當時招聚過萬人
[00:21:31.600 --> 00:21:34.600]  其實等於招聚起碼現在幾十萬人
[00:21:34.600 --> 00:21:38.600]  就算YouTube點擊了幾十萬
[00:21:38.600 --> 00:21:40.600]  都可以做網紅
[00:21:40.600 --> 00:21:42.600]  何況現在是實體的
[00:21:42.600 --> 00:21:46.600]  不斷追著他的群眾
