
[00:00:00.000 --> 00:00:03.720]  我是恩福北區堂的建量牧師
[00:01:25.040 --> 00:01:27.920]  願意我們一起走入北區
[00:01:27.920 --> 00:01:30.880]  北區大步走建堂馬拉松
[00:01:30.880 --> 00:01:32.480]  及步行籌款
[00:01:32.480 --> 00:01:35.840]  北區大步走是為恩福家北區第四子
[00:01:35.840 --> 00:01:38.640]  籌募建堂經費而進行的活動
[00:01:38.640 --> 00:01:41.560]  我們好像基督的精兵整裝待發
[00:01:41.560 --> 00:01:44.760]  從恩福母堂出發邁向北區
[00:01:44.760 --> 00:01:48.640]  齊心實踐本地宣教,共建神家
[00:01:48.640 --> 00:01:52.320]  傳遞北區意象,支持本地宣教
[00:01:52.320 --> 00:01:54.120]  建立第四子堂
[00:01:54.120 --> 00:01:56.440]  耶
[00:01:56.440 --> 00:01:59.440]  在2025年3月22日
[00:01:59.440 --> 00:02:02.920]  兩位牧者和一班第四子堂的核心成員
[00:02:02.920 --> 00:02:04.680]  以及康體部的同工
[00:02:04.680 --> 00:02:07.200]  已經由荔枝角恩福母堂
[00:02:07.200 --> 00:02:09.320]  步行到城門水塘
[00:02:09.320 --> 00:02:12.840]  象徵著建堂籌款旅程的開始
[00:02:12.840 --> 00:02:17.840]  感恩當日天父賜給我們有情愛的天氣
[00:02:17.840 --> 00:02:19.160]  微風相伴
[00:02:19.160 --> 00:02:21.920]  大家一路欣賞神創造的風景
[00:02:21.920 --> 00:02:24.680]  一路昂首闊步,彼此分享
[00:02:24.680 --> 00:02:26.440]  士氣非常高昂
[00:02:26.440 --> 00:02:29.240]  我們已經由恩福來到九龍水塘的入口
[00:02:29.240 --> 00:02:32.240]  表示我們已經邁向新界的進程
[00:02:32.240 --> 00:02:35.680]  耶
[00:02:35.680 --> 00:02:39.040]  建堂意象,你我同行
[00:02:39.040 --> 00:02:41.720]  這次北區大步走籌款
[00:02:41.720 --> 00:02:44.200]  不單是金錢上的奉獻
[00:02:44.200 --> 00:02:48.360]  更是全教會之體同心參與的見證
[00:02:48.360 --> 00:02:50.320]  無論你是參加跑步
[00:02:50.320 --> 00:02:51.480]  抑或步行
[00:02:51.480 --> 00:02:53.360]  或金錢奉獻
[00:02:53.360 --> 00:02:57.680]  每個弟兄姊妹都能成為北區建堂的一份子
[00:02:57.680 --> 00:02:59.200]  建立第四子
[00:02:59.200 --> 00:03:00.800]  你我都有份
[00:03:00.800 --> 00:03:03.480]  讓我們繼續以信心和行動
[00:03:03.480 --> 00:03:05.200]  回應神的呼召
[00:03:05.200 --> 00:03:09.160]  弟兄姊妹和我們一起
[00:03:09.160 --> 00:03:11.960]  一樣預備了整裝待發
[00:03:11.960 --> 00:03:13.440]  不過記得一個片段
[00:03:13.440 --> 00:03:15.680]  建立牧師是一個很能跑的牧師
[00:03:15.680 --> 00:03:18.600]  有一次他約我一起從大學跑到大埔
[00:03:18.600 --> 00:03:20.400]  我覺得是一個很美好的經歷
[00:03:20.400 --> 00:03:22.720]  不過很期望不是單我們兩個跑
[00:03:22.720 --> 00:03:25.040]  而是恩福眾弟兄姊妹一起跑
[00:03:25.040 --> 00:03:27.320]  因為第四子也有我們的家人
[00:03:27.320 --> 00:03:28.520]  在北區裡住
[00:03:28.520 --> 00:03:32.160]  也有我們的親戚朋友在北區裡住
[00:03:32.160 --> 00:03:34.880]  很期望大家藉著接下來的籌款活動
[00:03:34.880 --> 00:03:35.760]  一起參與
[00:03:35.760 --> 00:03:37.720]  我們可能或行或跑
[00:03:37.720 --> 00:03:40.600]  你做好我,像這樣做好全身的裝備
[00:03:40.600 --> 00:03:42.840]  隨時來到的時候就可以一起參與
[00:03:42.840 --> 00:03:45.720]  成為我們一起擁抱的一個彼此的服侍
[00:03:45.720 --> 00:03:47.720]  很想大家一起去參與
[00:03:47.720 --> 00:03:49.040]  去支持我們
[00:03:49.040 --> 00:03:51.920]  恩福北區堂大步走需要你
[00:03:51.920 --> 00:03:55.040]  恩福北區堂大步走需要你
[00:03:55.040 --> 00:03:58.640]  (音樂結束)
[00:03:58.640 --> 00:04:09.040]  各位頂姐妹,午安
[00:04:09.040 --> 00:04:11.840]  很感恩
[00:04:11.840 --> 00:04:13.640]  這段片已經播出了
[00:04:13.640 --> 00:04:17.440]  我今天要跟大家分享
[00:04:17.440 --> 00:04:18.760]  集中
[00:04:18.760 --> 00:04:22.280]  針對這麼策略性的地方
[00:04:24.040 --> 00:04:25.760]  所以因為這樣的緣故
[00:04:25.760 --> 00:04:27.160]  我會跟大家分享
[00:04:27.160 --> 00:04:30.040]  起步要見重點
[00:04:30.040 --> 00:04:34.240]  To start with the end in your mind
[00:04:34.240 --> 00:04:37.080]  當我們開始要起步的時候
[00:04:37.080 --> 00:04:38.280]  我們要想一想
[00:04:38.280 --> 00:04:40.600]  北區是一個什麼樣的地方呢?
[00:04:40.600 --> 00:04:41.840]  現在你看
[00:04:41.840 --> 00:04:46.280]  可能是一些非常多的
[00:04:46.280 --> 00:04:48.520]  要保育
[00:04:48.520 --> 00:04:51.720]  穿、尿、各樣的東西
[00:04:51.720 --> 00:04:53.920]  但實際上
[00:04:53.920 --> 00:04:57.120]  我們還在留戀
[00:04:57.120 --> 00:04:59.040]  小鳥、小鳥
[00:04:59.040 --> 00:05:01.240]  看各方面的東西的時候
[00:05:01.240 --> 00:05:05.800]  其實政府已經開始籌備
[00:05:05.800 --> 00:05:10.520]  整個區將來會成為一個大學的校園區
[00:05:10.520 --> 00:05:11.920]  科技區
[00:05:11.920 --> 00:05:17.440]  和中港合作最緊密的一個區域
[00:05:17.440 --> 00:05:18.480]  因為這樣的緣故
[00:05:18.480 --> 00:05:19.880]  我是喜歡做夢
[00:05:19.880 --> 00:05:20.960]  但另一方面
[00:05:20.960 --> 00:05:23.720]  做夢也要循序漸進
[00:05:23.720 --> 00:05:25.320]  你要看著這個夢
[00:05:25.320 --> 00:05:26.520]  去到哪個地方
[00:05:26.520 --> 00:05:29.360]  你就需要一些什麼人
[00:05:29.360 --> 00:05:31.040]  任何事情
[00:05:31.040 --> 00:05:33.720]  開始都是困難
[00:05:33.720 --> 00:05:36.440]  開始一個新的子堂
[00:05:36.440 --> 00:05:41.120]  肯定是有各種不同的難題
[00:05:41.120 --> 00:05:42.720]  如果只有一個傳道人
[00:05:42.720 --> 00:05:44.640]  去開始直堂
[00:05:44.640 --> 00:05:46.440]  什麼班底都沒有的
[00:05:46.440 --> 00:05:49.160]  他更加是難上加難
[00:05:49.160 --> 00:05:49.960]  同不同意?
[00:05:49.960 --> 00:05:51.760]  聽得到嗎?
[00:05:51.760 --> 00:05:53.440]  大聲一點
[00:05:53.440 --> 00:05:54.680]  是
[00:05:54.680 --> 00:05:56.400]  有沒有想像過
[00:05:56.400 --> 00:05:58.120]  如果直堂的目者
[00:05:58.120 --> 00:06:00.040]  開始了教會之後一個月
[00:06:00.040 --> 00:06:02.160]  他就被迫要走了
[00:06:02.160 --> 00:06:04.440]  沒有辦法能夠再回去
[00:06:04.440 --> 00:06:06.120]  我想問問大家
[00:06:06.120 --> 00:06:08.840]  這間教會
[00:06:08.840 --> 00:06:12.360]  能不能夠繼續存在?
[00:06:12.360 --> 00:06:15.560]  有多少人認為不能夠的舉手
[00:06:15.560 --> 00:06:17.160]  舉高一點
[00:06:17.160 --> 00:06:18.160]  說
[00:06:18.160 --> 00:06:18.720]  見諒
[00:06:18.720 --> 00:06:19.160]  Amen
[00:06:19.160 --> 00:06:20.840]  牧師
[00:06:20.840 --> 00:06:22.960]  你看看
[00:06:22.960 --> 00:06:24.720]  如果一個月
[00:06:24.720 --> 00:06:27.800]  那些目者就不能夠再去
[00:06:27.800 --> 00:06:32.880]  這間教會一定是倒閉的
[00:06:32.880 --> 00:06:34.160]  但是
[00:06:34.160 --> 00:06:37.680]  我今天要和大家分享一間教會
[00:06:37.680 --> 00:06:39.440]  這間教會
[00:06:39.440 --> 00:06:42.960]  完全就是我所說的一樣
[00:06:42.960 --> 00:06:46.160]  開創這間教會的目者
[00:06:46.160 --> 00:06:49.680]  他的名字叫做Paul
[00:06:49.680 --> 00:06:51.000]  開始了
[00:06:51.000 --> 00:06:53.680]  真的一個月都未必夠
[00:06:53.680 --> 00:06:59.120]  他就被迫要離開那個地方
[00:06:59.120 --> 00:07:02.720]  當Paul離開這個地方的時候
[00:07:02.720 --> 00:07:06.720]  這間教會不單止沒有倒閉
[00:07:06.720 --> 00:07:09.120]  而且
[00:07:09.120 --> 00:07:12.400]  是成為保羅心目中
[00:07:12.400 --> 00:07:14.880]  最好的那間教會
[00:07:14.880 --> 00:07:17.520]  批評最少的一間教會
[00:07:17.520 --> 00:07:19.840]  熱心最多的一間教會
[00:07:19.840 --> 00:07:22.120]  是最童心的一間教會
[00:07:22.120 --> 00:07:25.360]  是支持保羅成過一生
[00:07:25.360 --> 00:07:28.440]  他的宣教最大的一間教會
[00:07:28.440 --> 00:07:29.840]  這間是什麼教會呢?
[00:07:29.840 --> 00:07:31.240]  是菲律賓教會
[00:07:31.240 --> 00:07:33.880]  我今天就很想和大家一起看一看
[00:07:33.880 --> 00:07:36.240]  菲律賓書的一章四節
[00:07:36.240 --> 00:07:37.480]  麻煩Paul
[00:07:37.480 --> 00:07:38.440]  和我們看看
[00:07:38.440 --> 00:07:40.120]  一章四節
[00:07:40.120 --> 00:07:44.280]  一路我們四、五和九十
[00:07:44.280 --> 00:07:45.720]  一起讀一讀
[00:07:45.720 --> 00:07:49.040]  「每逢為你們眾人祈求的時候
[00:07:49.040 --> 00:07:51.920]  嘗試歡歡喜喜地祈求
[00:07:51.920 --> 00:07:54.560]  因為從頭一天直到如今
[00:07:54.560 --> 00:07:58.760]  你們是童心合二地興旺福音
[00:07:58.760 --> 00:08:00.240]  我所禱告的
[00:08:00.240 --> 00:08:02.000]  就是要你們的愛心
[00:08:02.000 --> 00:08:05.920]  在知識和各樣的見識上多言又多
[00:08:05.920 --> 00:08:08.360]  使你們能夠分辨是非
[00:08:08.360 --> 00:08:10.840]  作誠實無過的人」
[00:08:10.840 --> 00:08:15.040]  保羅在這一段聖經裡面
[00:08:15.040 --> 00:08:17.240]  從來沒有一本書
[00:08:17.240 --> 00:08:21.560]  是這麼高度讚賞這間教會
[00:08:21.560 --> 00:08:23.800]  菲律賓教會
[00:08:23.800 --> 00:08:25.040]  他讚賞他們的時候
[00:08:25.040 --> 00:08:26.640]  他說「每逢
[00:08:26.640 --> 00:08:28.400]  每一次
[00:08:28.400 --> 00:08:29.480]  我為你們」
[00:08:29.480 --> 00:08:30.600]  即是菲律賓教會
[00:08:30.600 --> 00:08:32.160]  「來祈禱的時候
[00:08:32.160 --> 00:08:35.800]  是常常歡歡喜喜」
[00:08:35.800 --> 00:08:37.000]  而實際上
[00:08:37.000 --> 00:08:38.320]  這個歡歡喜喜
[00:08:38.320 --> 00:08:39.120]  歡喜
[00:08:39.120 --> 00:08:40.360]  更加歡喜
[00:08:40.360 --> 00:08:41.600]  出現了十七次
[00:08:41.600 --> 00:08:43.240]  在菲律賓書裡面
[00:08:43.240 --> 00:08:45.560]  從來沒有一本書
[00:08:45.560 --> 00:08:47.200]  是這麼雀躍
[00:08:47.200 --> 00:08:48.160]  這麼興奮
[00:08:48.160 --> 00:08:49.640]  這麼開心的
[00:08:49.640 --> 00:08:52.040]  但是保羅對著菲律賓教會
[00:08:52.040 --> 00:08:55.920]  他就是多次表達他的開心
[00:08:55.920 --> 00:08:57.640]  為什麼呢?
[00:08:57.640 --> 00:08:58.600]  他說
[00:08:58.600 --> 00:09:01.280]  是因為從頭一天
[00:09:01.280 --> 00:09:04.480]  即是保羅去那個地方的頭一天
[00:09:04.480 --> 00:09:09.120]  是直到保羅在坐牢的時候
[00:09:09.120 --> 00:09:12.120]  他還不知道他生還是死
[00:09:12.120 --> 00:09:13.880]  他在監倉裡面
[00:09:13.880 --> 00:09:15.520]  有可能是能出去
[00:09:15.520 --> 00:09:17.280]  有可能是死的
[00:09:17.280 --> 00:09:18.560]  但是他說
[00:09:18.560 --> 00:09:20.040]  我從那時候開始
[00:09:20.040 --> 00:09:22.760]  一直來到現在坐牢的時候
[00:09:22.760 --> 00:09:26.240]  他一直在一個地方
[00:09:26.240 --> 00:09:27.080]  經歷到
[00:09:27.080 --> 00:09:28.040]  看到的
[00:09:28.040 --> 00:09:29.760]  就是菲律賓教會
[00:09:29.760 --> 00:09:31.560]  繼續不斷地
[00:09:31.560 --> 00:09:33.000]  中文的翻譯叫做
[00:09:33.000 --> 00:09:36.560]  「同心合意地興旺福音」
[00:09:36.560 --> 00:09:38.280]  我告訴大家
[00:09:38.280 --> 00:09:40.800]  其實中文的翻譯
[00:09:40.800 --> 00:09:44.040]  加了很多水分
[00:09:44.040 --> 00:09:47.280]  原文的意思是什麼呢?
[00:09:47.280 --> 00:09:50.000]  是從頭一天直到如今
[00:09:50.000 --> 00:09:51.640]  你們是
[00:09:51.640 --> 00:09:54.600]  「Coinolia」
[00:09:54.600 --> 00:09:56.080]  是什麼意思呢?
[00:09:56.080 --> 00:10:01.640]  是和我在宣教的團隊裡面
[00:10:01.640 --> 00:10:03.960]  是同舟共濟
[00:10:03.960 --> 00:10:06.360]  是同行的夥伴
[00:10:06.360 --> 00:10:10.840]  從頭到尾沒有離開過我
[00:10:10.840 --> 00:10:13.080]  怎麼搞的?
[00:10:13.080 --> 00:10:15.280]  保羅直堂之後
[00:10:15.280 --> 00:10:18.520]  根本就不可能留在那個地方
[00:10:18.520 --> 00:10:19.800]  但是為什麼這間教會
[00:10:19.800 --> 00:10:22.240]  被保羅這麼高度欣賞
[00:10:22.240 --> 00:10:24.480]  說是從頭一天
[00:10:24.480 --> 00:10:27.000]  一直到他坐牢的時候
[00:10:27.000 --> 00:10:28.840]  這間教會沒有離開過他
[00:10:28.840 --> 00:10:30.680]  一直是他的夥伴
[00:10:30.680 --> 00:10:33.400]  一直是他的拍檔
[00:10:33.400 --> 00:10:36.640]  在宣教上面的好拍檔呢?
[00:10:36.640 --> 00:10:39.960]  我一會兒會詳細跟大家說
[00:10:39.960 --> 00:10:41.560]  然後第二件事
[00:10:41.560 --> 00:10:44.480]  令到保羅開開心心
[00:10:44.480 --> 00:10:49.640]  17次表達他這種開心
[00:10:49.640 --> 00:10:52.600]  就是第9節、第10節
[00:10:52.600 --> 00:10:54.440]  保羅在他們身上
[00:10:54.440 --> 00:10:57.840]  他說:我仍然要繼續為你們禱告
[00:10:57.840 --> 00:10:59.040]  他的禱告是什麼呢?
[00:10:59.040 --> 00:11:01.600]  就是要你們的愛心
[00:11:01.600 --> 00:11:05.800]  在知識和各樣的見識上多而有多
[00:11:05.800 --> 00:11:08.600]  在這段聖經裡面
[00:11:08.600 --> 00:11:10.040]  我們似乎看到
[00:11:10.040 --> 00:11:12.240]  只是他的愛心是對人
[00:11:12.240 --> 00:11:13.840]  是對什麼呢?
[00:11:13.840 --> 00:11:16.440]  保羅毫不懷疑
[00:11:16.440 --> 00:11:18.200]  菲律賓的教會
[00:11:18.200 --> 00:11:19.800]  對人的愛心
[00:11:19.800 --> 00:11:21.240]  對人的關注
[00:11:21.240 --> 00:11:24.720]  甚至對保羅他自己和宣教團隊的關注
[00:11:24.720 --> 00:11:26.800]  全部做到100分
[00:11:26.800 --> 00:11:28.400]  在這麼多教會當中
[00:11:28.400 --> 00:11:30.360]  是最好的一間
[00:11:30.360 --> 00:11:32.200]  沒有一間教會
[00:11:32.200 --> 00:11:35.520]  在保羅各處去最需要的時候
[00:11:35.520 --> 00:11:37.040]  到時到後
[00:11:37.040 --> 00:11:38.440]  就有一點的馮賢
[00:11:38.440 --> 00:11:39.680]  支持他
[00:11:39.680 --> 00:11:41.080]  有人去探望他
[00:11:41.080 --> 00:11:42.800]  有人去支援他
[00:11:42.800 --> 00:11:44.760]  沒有啊
[00:11:44.760 --> 00:11:46.680]  唯獨菲律賓教會
[00:11:46.680 --> 00:11:49.760]  由頭到尾沒有離開過
[00:11:49.760 --> 00:11:50.960]  他們的禱告
[00:11:50.960 --> 00:11:53.400]  沒有離開過他們的支援
[00:11:53.400 --> 00:11:54.640]  沒有離開過
[00:11:54.640 --> 00:11:57.200]  繼續不斷找人去探望保羅
[00:11:57.200 --> 00:12:00.200]  照顧保羅
[00:12:00.200 --> 00:12:02.400]  但是在這段禱告
[00:12:02.400 --> 00:12:03.680]  我們看得見
[00:12:03.680 --> 00:12:05.280]  很重要
[00:12:05.280 --> 00:12:07.560]  保羅對菲律賓教會
[00:12:07.560 --> 00:12:11.440]  他的禱告不只是這種愛心
[00:12:11.440 --> 00:12:14.480]  而是在另一種不同的愛心上
[00:12:14.480 --> 00:12:17.160]  都要繼續不斷增加
[00:12:17.160 --> 00:12:18.840]  這個愛心是什麼呢?
[00:12:18.840 --> 00:12:21.720]  是在知識和各樣見識上
[00:12:21.720 --> 00:12:23.600]  這個翻譯
[00:12:23.600 --> 00:12:26.160]  是非常恰當的
[00:12:26.160 --> 00:12:30.920]  因為原文的epinosis這個字
[00:12:30.920 --> 00:12:32.680]  它不是用聖經
[00:12:32.680 --> 00:12:33.840]  Biblia
[00:12:33.840 --> 00:12:35.640]  不是Scriptura
[00:12:35.640 --> 00:12:38.120]  不是用聖經這個字
[00:12:38.120 --> 00:12:40.720]  而是包含聖經
[00:12:40.720 --> 00:12:42.760]  但不只是聖經
[00:12:42.760 --> 00:12:46.400]  而是要各樣的知識
[00:12:46.400 --> 00:12:48.040]  對這個世界的了解
[00:12:48.040 --> 00:12:49.440]  對人的需要
[00:12:49.440 --> 00:12:51.200]  對每天發生的事
[00:12:51.200 --> 00:12:52.320]  對這個世界裡面
[00:12:52.320 --> 00:12:53.840]  各樣的事
[00:12:53.840 --> 00:12:56.080]  都要增加
[00:12:56.080 --> 00:12:57.160]  是因為這樣的緣故
[00:12:57.160 --> 00:13:00.160]  我們看到一個有效的目者
[00:13:00.160 --> 00:13:02.680]  有效的傳福音的宣教士
[00:13:02.680 --> 00:13:06.480]  他必須要認識兩樣東西
[00:13:06.480 --> 00:13:07.800]  第一個
[00:13:07.800 --> 00:13:09.840]  是神自己的話
[00:13:09.840 --> 00:13:13.880]  因為這個是我們整個世界的GPS
[00:13:13.880 --> 00:13:17.000]  是我們每一個國家的GPS
[00:13:17.000 --> 00:13:19.760]  是我們的家庭的GPS
[00:13:19.760 --> 00:13:23.280]  又是我們每一個人生活的GPS
[00:13:23.280 --> 00:13:25.160]  你不可以離開它
[00:13:25.160 --> 00:13:26.240]  但另一方面
[00:13:26.240 --> 00:13:27.840]  如果你只認識它
[00:13:27.840 --> 00:13:29.120]  你不認識這個世界上
[00:13:29.120 --> 00:13:31.800]  各方面發生的事的時候
[00:13:31.800 --> 00:13:34.720]  你不認識人間煙火
[00:13:34.720 --> 00:13:39.520]  人間的煙火都不會理會你說的話
[00:13:39.520 --> 00:13:41.680]  你是不能夠進入人的心
[00:13:41.680 --> 00:13:43.480]  我們能夠進入人的心
[00:13:43.480 --> 00:13:46.200]  除非我們的信息是落地
[00:13:46.200 --> 00:13:51.520]  落地是能夠跟他們每天經歷的事息息相關
[00:13:51.520 --> 00:13:53.560]  以至我們應用的上面
[00:13:53.560 --> 00:13:55.200]  是讓他們看見
[00:13:55.200 --> 00:13:58.240]  原來聖經由頭到尾
[00:13:58.240 --> 00:14:01.440]  都是這麼悉切地
[00:14:01.440 --> 00:14:03.560]  在我們每天的生活裏面
[00:14:03.560 --> 00:14:05.120]  是用得著
[00:14:05.120 --> 00:14:06.840]  如果你用這個時間
[00:14:06.840 --> 00:14:11.040]  你就會經歷到它的實在
[00:14:11.040 --> 00:14:12.760]  保羅接著說
[00:14:12.760 --> 00:14:17.480]  為什麼他求菲律賓這些信徒
[00:14:17.480 --> 00:14:22.920]  他們的愛心在知識和各樣見識上要多而又多呢?
[00:14:22.920 --> 00:14:24.520]  因為很簡單
[00:14:24.520 --> 00:14:30.920]  是這樣才能夠讓你們分別是非
[00:14:30.920 --> 00:14:33.800]  做一個誠實無過的人
[00:14:33.800 --> 00:14:36.920]  是直到基督的日子
[00:14:36.920 --> 00:14:38.600]  分別是非
[00:14:38.600 --> 00:14:40.600]  是因為這個世界上
[00:14:40.600 --> 00:14:43.200]  如果你不吃人間煙火
[00:14:43.200 --> 00:14:47.120]  你就不知道假鈔在哪裡
[00:14:47.120 --> 00:14:49.640]  你連假鈔都不知道在哪裡
[00:14:49.640 --> 00:14:52.000]  你就沒辦法引起那些人
[00:14:52.000 --> 00:14:55.320]  他們覺得他有一個需要
[00:14:55.320 --> 00:14:59.040]  去認識那張真鈔
[00:14:59.040 --> 00:15:02.000]  當我們看見這個世界
[00:15:02.000 --> 00:15:04.160]  無數的人
[00:15:04.160 --> 00:15:05.840]  就是因為為了名
[00:15:05.840 --> 00:15:07.080]  為了利
[00:15:07.080 --> 00:15:08.480]  為了賺錢
[00:15:08.480 --> 00:15:12.320]  為了要競爭各方面地位等等這些東西
[00:15:12.320 --> 00:15:13.840]  最不想的時間
[00:15:13.840 --> 00:15:15.240]  就躺平
[00:15:15.240 --> 00:15:17.240]  十不
[00:15:17.240 --> 00:15:18.160]  不結婚
[00:15:18.160 --> 00:15:19.080]  不生孩子
[00:15:19.080 --> 00:15:21.960]  不捐血
[00:15:21.960 --> 00:15:25.040]  見到老人不要扶他
[00:15:25.040 --> 00:15:26.320]  見到有人病
[00:15:26.320 --> 00:15:27.760]  任由他
[00:15:27.760 --> 00:15:29.280]  對於社會發生的事
[00:15:29.280 --> 00:15:30.120]  不要理
[00:15:30.120 --> 00:15:31.040]  不捐錢
[00:15:31.040 --> 00:15:31.840]  什麼都不要
[00:15:31.840 --> 00:15:33.360]  什麼都不不不不不
[00:15:33.360 --> 00:15:34.560]  十不
[00:15:34.560 --> 00:15:37.240]  現在影響著無數的人
[00:15:37.240 --> 00:15:40.960]  我今早出門的時候
[00:15:40.960 --> 00:15:42.440]  很難想像
[00:15:42.440 --> 00:15:43.840]  我的鄰居
[00:15:43.840 --> 00:15:48.320]  一個生意人
[00:15:48.320 --> 00:15:49.240]  當我見到他
[00:15:49.240 --> 00:15:51.480]  一早就去拿著的東西
[00:15:51.480 --> 00:15:55.600]  我以為他去買東西
[00:15:55.600 --> 00:15:56.920]  或者什麼
[00:15:56.920 --> 00:15:59.000]  他說不是
[00:15:59.000 --> 00:16:00.720]  他說見到我的兒子
[00:16:00.720 --> 00:16:01.960]  我的女兒
[00:16:01.960 --> 00:16:03.280]  很乖
[00:16:03.280 --> 00:16:04.840]  他的心裏面充滿著感恩
[00:16:04.840 --> 00:16:05.440]  他說
[00:16:05.440 --> 00:16:06.560]  你的兒子乖
[00:16:06.560 --> 00:16:08.640]  你的女兒乖
[00:16:08.640 --> 00:16:14.120]  我的兒子我的女兒
[00:16:14.120 --> 00:16:17.160]  他們叫做什麼
[00:16:17.160 --> 00:16:22.360]  完全不是像他們那樣
[00:16:22.360 --> 00:16:23.720]  十足十
[00:16:23.720 --> 00:16:25.920]  就是躺平
[00:16:25.920 --> 00:16:28.920]  他用了躺平
[00:16:28.920 --> 00:16:30.760]  所以他說
[00:16:30.760 --> 00:16:31.880]  到我們這把年紀
[00:16:31.880 --> 00:16:33.400]  七十多歲
[00:16:33.400 --> 00:16:37.040]  我沒辦法依賴他們
[00:16:37.040 --> 00:16:38.320]  以後
[00:16:38.320 --> 00:16:39.760]  我們有病
[00:16:39.760 --> 00:16:43.440]  都不用指望他們會理我們
[00:16:43.440 --> 00:16:45.560]  我心裏面有一個感動
[00:16:45.560 --> 00:16:47.080]  我希望因為這樣的緣故
[00:16:47.080 --> 00:16:48.160]  告訴他們
[00:16:48.160 --> 00:16:49.200]  我希望你的兒子
[00:16:49.200 --> 00:16:49.760]  你的女兒
[00:16:49.760 --> 00:16:51.640]  和你們有機會
[00:16:51.640 --> 00:16:53.680]  我和你們查經
[00:16:53.680 --> 00:16:56.720]  讓他們知道人生的目的在哪裡
[00:16:56.720 --> 00:16:57.520]  各位親愛的
[00:16:57.520 --> 00:16:58.760]  你看到今天的人
[00:16:58.760 --> 00:17:01.120]  為什麼很多時候這麼頹廢
[00:17:01.120 --> 00:17:03.880]  頹廢是因為他們比不上別人
[00:17:03.880 --> 00:17:05.560]  他們知道他們努力
[00:17:05.560 --> 00:17:08.360]  但是他們都做不到
[00:17:08.360 --> 00:17:09.560]  是因為這樣的緣故
[00:17:09.560 --> 00:17:11.320]  他們就放棄
[00:17:11.320 --> 00:17:12.640]  一放棄的時候
[00:17:12.640 --> 00:17:13.680]  這個世界裏面
[00:17:13.680 --> 00:17:15.520]  你就會出現越來越多
[00:17:15.520 --> 00:17:17.960]  一些這樣的人
[00:17:17.960 --> 00:17:19.960]  聖經裏面告訴我們
[00:17:19.960 --> 00:17:22.880]  如果我們懂得分那些
[00:17:22.880 --> 00:17:24.160]  假鈔
[00:17:24.160 --> 00:17:26.200]  或者這個社會上的問題
[00:17:26.200 --> 00:17:28.480]  我們就會針對這些問題
[00:17:28.480 --> 00:17:31.200]  對症下藥
[00:17:31.200 --> 00:17:33.200]  按照他們的需要
[00:17:33.200 --> 00:17:35.280]  一針見血
[00:17:35.280 --> 00:17:37.360]  所以查一針見血的福音
[00:17:37.360 --> 00:17:38.480]  不憂慮的自由
[00:17:38.480 --> 00:17:39.520]  不自卑的自由
[00:17:39.520 --> 00:17:40.680]  不吻的自由
[00:17:40.680 --> 00:17:44.600]  這些東西全部是適用的
[00:17:44.600 --> 00:17:50.040]  問題就是我們要知道他們的需要在哪裡
[00:17:50.040 --> 00:17:51.520]  分別是非
[00:17:51.520 --> 00:17:53.000]  有這個能力
