
[00:00:00.000 --> 00:00:04.920]  今日的題目是如何能重申約翰福音三章一到十五節
[00:05:55.000 --> 00:05:58.240]  但是他這樣去看,其實耶穌只是一個,
[00:05:58.240 --> 00:05:59.920]  他定義耶穌是一個怎樣的人呢?
[00:05:59.920 --> 00:06:03.000]  就是一個有神童在的老師。
[00:06:03.000 --> 00:06:09.960]  這就是他對於耶穌的看法。
[00:06:09.960 --> 00:06:14.280]  我們剛才問大家,你信了主多久?
[00:06:14.280 --> 00:06:18.200]  當你回想起你最初信主的時候,
[00:06:18.200 --> 00:06:22.080]  你是什麼原因來信主的?
[00:06:22.080 --> 00:06:27.440]  你是在經歷什麼事情,還是其實你陪伴別人,聽著聽著自己信了?
[00:06:27.440 --> 00:06:31.360]  又或者是,其實我是帶著一個困難,
[00:06:31.360 --> 00:06:36.320]  我遇到一些無法解決的事情?
[00:06:36.320 --> 00:06:41.760]  還是你人生很平凡,毫無意義,想尋求一些意義?
[00:06:41.760 --> 00:06:44.440]  我想我們每個人在信主的初期,
[00:06:44.440 --> 00:06:48.520]  或者是我們最初去接觸我們的上帝的時候,
[00:06:48.520 --> 00:06:52.120]  都會帶著一些我們的想法的。
[00:06:52.120 --> 00:06:54.320]  就好像尼哥德姆他這裡,
[00:06:54.320 --> 00:06:59.040]  他都是帶著一個自己的想法來找耶穌。
[00:06:59.040 --> 00:07:02.920]  但是耶穌很清楚知道他來找祂,為了什麼?
[00:07:02.920 --> 00:07:07.200]  但是耶穌沒有回答他,祂期望的事情。
[00:07:07.200 --> 00:07:10.480]  但是耶穌就回答了他其他的事情。
[00:07:10.480 --> 00:07:11.760]  又或者是這樣說,
[00:07:11.760 --> 00:07:15.520]  耶穌回答了他一件更加重要的內容。
[00:07:15.520 --> 00:07:16.920]  耶穌這樣說:
[00:07:16.920 --> 00:07:22.000]  「我實在再告訴你,人若不從心,就不能見神的國。」
[00:07:22.000 --> 00:07:26.680]  神的國對於快餐,或者整個猶太人裡面,
[00:07:26.680 --> 00:07:29.440]  其實他們是很熟悉或者很重視,
[00:07:29.440 --> 00:07:31.800]  因為其實他們在等待什麼?
[00:07:31.800 --> 00:07:34.440]  他們一直在等復興以色列國,
[00:07:34.440 --> 00:07:37.840]  在等他們認為的彌賽亞出現。
[00:07:37.840 --> 00:07:40.480]  所以耶穌說神的國的時候,
[00:07:40.480 --> 00:07:45.680]  尼哥德姆一定是很清楚,很知道這是什麼事情。
[00:07:45.680 --> 00:07:47.480]  但是他卻是在前面說:
[00:07:47.480 --> 00:07:50.200]  「人若不從心,就不能見神的國。」
[00:07:50.200 --> 00:07:53.680]  他說了尼哥德姆一個他會重視的事情,
[00:07:53.680 --> 00:08:00.200]  但是他重新去說了一件耶穌認為怎麼可以見到神的國的事情。
[00:08:00.200 --> 00:08:02.560]  他就說「從心」。
[00:08:02.560 --> 00:08:08.160]  「從心」的理解,其實尼哥德姆也沒有說錯的,
[00:08:08.160 --> 00:08:09.680]  按著人的理解,
[00:08:09.680 --> 00:08:12.760]  「從心」意思就是「再生過」,
[00:08:12.760 --> 00:08:14.280]  所以他才要這樣回答。
[00:08:14.280 --> 00:08:16.440]  人已經老了,如何能「從心」呢?
[00:08:16.440 --> 00:08:21.320]  其實他在說,可不可以再回到母腹那裡出來?
[00:08:21.320 --> 00:08:23.960]  這就是一個理性上的理解。
[00:08:23.960 --> 00:08:29.680]  「再生」,我們經歷「生」出來的出生那一刻,
[00:08:29.680 --> 00:08:31.880]  還有什麼「再生」呢?
[00:08:31.880 --> 00:08:34.320]  我們怎麼可以「再生」呢?
[00:08:34.320 --> 00:08:38.400]  「從心」其實原文裡面有一個意思,
[00:08:38.400 --> 00:08:40.800]  就是「從上面來」。
[00:08:40.800 --> 00:08:49.000]  「從上面來」就是說「從心」這個工作是從神而來的。
[00:08:49.000 --> 00:08:53.400]  「從神而來」是什麼意思呢?
[00:08:53.400 --> 00:08:57.320]  耶穌再去說明這個內容。
[00:08:57.320 --> 00:09:00.880]  「從心」是「從水和聖靈生」。
[00:09:00.880 --> 00:09:03.840]  耶穌這樣去說,「我實實在在地告訴你,
[00:09:03.840 --> 00:09:08.680]  人若不是從水和聖靈生,就不能進神的國。」
[00:09:08.680 --> 00:09:12.320]  這裡再去說多一點,「從心」是什麼意思?
[00:09:12.320 --> 00:09:17.240]  「從心」是「從水和聖靈去生」。
[00:09:17.240 --> 00:09:19.520]  對於猶太人來說,
[00:09:19.520 --> 00:09:23.600]  其實聖靈又不完全陌生,
[00:09:23.600 --> 00:09:26.480]  我們會覺得聖靈是新約的事情。
[00:09:26.480 --> 00:09:31.280]  但是聖靈,三位體的神,在舊約裡面其實也有,
[00:09:31.280 --> 00:09:36.400]  祂會在哪裡令祂想起什麼呢?
[00:09:36.400 --> 00:09:39.240]  以撒潔書37章5節
[00:09:39.240 --> 00:09:41.800]  「主耶和華對這些骸骨如此說,
[00:09:41.800 --> 00:09:46.200]  我必使氣息進入你們裡面,你們就要活了。」
[00:09:46.200 --> 00:09:48.440]  這裡說的「氣息」
[00:09:48.440 --> 00:09:52.720]  其實在原文或者翻譯上跟聖靈是一樣的,
[00:09:52.720 --> 00:09:56.880]  在他們的理解裡面其實也有這件事情。
[00:09:56.880 --> 00:10:01.960]  而聖靈在舊約這個位置,在以撒潔書去說的時候,
[00:10:01.960 --> 00:10:09.640]  就是一群以色列人被神去宣判了他們是犯罪的時候,
[00:10:09.640 --> 00:10:11.520]  他們覺得是無望,
[00:10:11.520 --> 00:10:17.320]  他們覺得再次得罪神的寬恕是無望的裡面,
[00:10:17.320 --> 00:10:20.240]  但是這一群犯罪得罪神,
[00:10:20.240 --> 00:10:23.240]  就如同好像死了的人一樣,
[00:10:23.240 --> 00:10:24.640]  活有氣息那樣,
[00:10:24.640 --> 00:10:28.760]  但是神卻是能夠讓他們重新活過來,
[00:10:28.760 --> 00:10:34.440]  所以在這裡說「使氣息進入你們裡面,你們就要活了。」
[00:10:34.440 --> 00:10:41.320]  對於尼哥德姆,他理解「活了」可以是這樣去理解,
[00:10:41.320 --> 00:10:45.480]  但是耶穌要去說的更加的多,
[00:10:45.480 --> 00:10:50.320]  不單止是在這個水禮的意思,
[00:10:50.320 --> 00:10:53.320]  也要說「水」和「聖靈的身」,
[00:10:53.320 --> 00:10:56.000]  其實在這個羅馬書裡面有這樣去說,
[00:10:56.000 --> 00:11:00.720]  「所以我們藉著洗禮歸入死,和他一同埋葬,
[00:11:00.720 --> 00:11:04.000]  原使叫我們一舉一動有新生的樣式,
[00:11:04.000 --> 00:11:09.480]  像基督藉著賦的榮耀從死裡復活一樣。」
[00:11:09.480 --> 00:11:12.520]  而在《仕途人傳》二章三十八節這裡說,
[00:11:12.520 --> 00:11:16.800]  「彼得說,你們各人要悔改,封耶穌基督的名受洗,
[00:11:16.800 --> 00:11:21.520]  要你們的罪得赦,就必領受所賜的聖靈。」
[00:11:21.520 --> 00:11:26.000]  其實在這裡再說一件事,
[00:11:26.000 --> 00:11:32.960]  其實「水」和「聖靈的身」是說我們缺至信主,歸入主的名下,
[00:11:32.960 --> 00:11:33.840]  代表什麼呢?
[00:11:33.840 --> 00:11:38.320]  水禮的意思其實是說藉著水歸入死,
[00:11:38.320 --> 00:11:45.840]  就是耶穌的死、釘十架、埋葬、復活整個裡面,
[00:11:45.840 --> 00:11:48.000]  讓我們一舉一動有新生的樣式,
[00:11:48.000 --> 00:11:51.680]  這個就是所謂重新從上而來,
[00:11:51.680 --> 00:11:57.520]  去到我們生命裡面那一份的改變。
[00:11:57.520 --> 00:12:00.120]  而彼得這樣去說就是說,
[00:12:00.120 --> 00:12:05.760]  你們去接受這個水禮是願意去悔改,
[00:12:05.760 --> 00:12:11.040]  即是說再次歸向神,領受所賜的聖靈。
[00:12:11.040 --> 00:12:18.440]  這裡整個是說我們重新仰望在耶穌基督去釘十架的裡面。
[00:12:18.440 --> 00:12:20.080]  當然在這個部分,
[00:12:20.080 --> 00:12:22.240]  耶穌去和尼哥德姆說的時候,
[00:12:22.240 --> 00:12:24.320]  耶穌釘了十架了沒有?
[00:12:24.320 --> 00:12:25.720]  還沒有的。
[00:12:25.720 --> 00:12:32.160]  祂將要,但是祂在這裡開始要去說這件很重要的事情。
[00:12:32.160 --> 00:12:40.160]  當我們說領受聖靈,其實好像很空泛,
[00:12:40.160 --> 00:12:42.800]  其實聖靈是怎樣的呢?
[00:12:42.800 --> 00:12:45.160]  聖靈其實是一個怎樣的事情?
[00:12:45.160 --> 00:12:48.880]  或者是看不看得到,或者是怎樣的?
[00:12:48.880 --> 00:12:50.240]  耶穌這樣釘了祂說,
[00:12:50.240 --> 00:12:52.040]  風隨著意思去吹,
[00:12:52.040 --> 00:12:57.200]  你聽見風的聲音,卻不知道從哪裡來往哪裡去,
[00:12:57.200 --> 00:13:00.440]  凡從聖靈生的都是如此。
[00:13:00.440 --> 00:13:04.800]  當祂說聖靈的時候,其實是用風來形容,
[00:13:04.800 --> 00:13:07.880]  但是在上面這個六和第七節裡面,
[00:13:07.880 --> 00:13:16.680]  祂再次去說肉身的身和靈裡面的身那種分別。
[00:13:16.680 --> 00:13:20.040]  靈裡面的身其實就是領受聖靈。
[00:13:20.040 --> 00:13:25.240]  我記得我最初缺志信主的時候,
[00:13:25.240 --> 00:13:28.240]  打我缺志那個人,他就寫了一張卡給我,
[00:13:28.240 --> 00:13:33.360]  就標記了我的名字,上面寫了我的缺志圖文和日期,
[00:13:33.360 --> 00:13:34.840]  我記得當時他跟我說,
[00:13:34.840 --> 00:13:38.880]  這個就是你的屬靈的生日卡了,
[00:13:38.880 --> 00:13:41.280]  你就是今天缺志信主,
[00:13:41.280 --> 00:13:45.200]  在靈裡面重新來生日了。
[00:13:45.200 --> 00:13:46.400]  即是代表什麼呢?
[00:13:46.400 --> 00:13:50.600]  原來我也一樣去領受這個聖靈,
[00:13:50.600 --> 00:13:54.680]  但是領受聖靈,其實我們是如何的呢?
[00:13:54.680 --> 00:13:57.560]  這裡用風去形容,其實是很特別,
[00:13:57.560 --> 00:14:03.120]  或者是讓我們知道聖靈的特性,
[00:14:03.120 --> 00:14:05.360]  我們可以感受到風,
[00:14:05.360 --> 00:14:08.240]  我們也可以透過風吹動的時候,
[00:14:08.240 --> 00:14:11.720]  即是物件去動的時候,我們知道有風,
[00:14:11.720 --> 00:14:14.000]  但是我們能不能看到風呢?
[00:14:14.000 --> 00:14:15.120]  看不到。
[00:14:15.120 --> 00:14:18.880]  這個其實為什麼要用風去形容呢?
[00:14:18.880 --> 00:14:21.240]  是很明確地告訴我們,
[00:14:21.240 --> 00:14:23.280]  我們可以感受到,
[00:14:23.280 --> 00:14:27.480]  我們可以透過我們的生命的改變,
[00:14:27.480 --> 00:14:32.720]  我們看到聖靈在我們生命裡面的一份作供。
[00:14:32.720 --> 00:14:41.520]  栽培部在這幾年裡面將整個課程更新了,
[00:14:41.520 --> 00:14:46.960]  其中一個部分就是要所有學員都要寫自己的生命故事,
[00:14:46.960 --> 00:14:51.640]  這個生命故事其實是按著每一課的課題來寫的,
[00:14:51.640 --> 00:14:53.560]  所以其實每個學員,
[00:14:53.560 --> 00:14:56.400]  大家都要寫八個課題的生命故事,
[00:14:56.400 --> 00:14:58.440]  其實大家的課題都是一樣的,
[00:14:58.440 --> 00:15:01.000]  都是要在那個主題底下寫,
[00:15:01.000 --> 00:15:04.880]  寫什麼呢?就是寫他們怎樣去經歷神,
[00:15:04.880 --> 00:15:07.240]  經歷神的生命有什麼改變。
[00:15:07.240 --> 00:15:08.640]  我每次去看的時候,
[00:15:08.640 --> 00:15:10.520]  我都覺得很驚訝的,
[00:15:10.520 --> 00:15:12.800]  其實是同一個主題來的,
[00:15:12.800 --> 00:15:15.040]  但是每個人的經歷都很不同的,
[00:15:15.040 --> 00:15:17.480]  他們的生命的那種改變,
[00:15:17.480 --> 00:15:18.800]  為什麼會變,
[00:15:18.800 --> 00:15:20.280]  經歷了什麼事情,
[00:15:20.280 --> 00:15:22.560]  沒有人一樣的,
[00:15:22.560 --> 00:15:23.240]  沒有人一樣,
[00:15:23.240 --> 00:15:27.080]  但是他又看到他們那種生命,
[00:15:27.080 --> 00:15:32.600]  怎樣由以前到後來完全地改變,
[00:15:32.600 --> 00:15:36.640]  是一種翻雙倒弄完全變了的一個生命,
[00:15:36.640 --> 00:15:37.960]  其實你會覺得很驚訝,
[00:15:37.960 --> 00:15:41.920]  很感謝神,
[00:15:41.920 --> 00:15:45.240]  為了祂的生命如此去經歷,
[00:15:45.240 --> 00:15:46.280]  但是你問祂,
[00:15:46.280 --> 00:15:47.920]  其實祂怎樣變的?
[00:15:47.920 --> 00:15:51.440]  祂可能只是回望看到這種生命的改變,
[00:15:51.440 --> 00:15:56.160]  這個其實就是聖靈在我們生命的那一份作供,
[00:15:56.160 --> 00:15:57.320]  那一份動供,
[00:15:57.320 --> 00:16:01.160]  那一份的改變。
[00:16:01.160 --> 00:16:02.840]  有時候我們可能都會問,
[00:16:02.840 --> 00:16:03.960]  其實怎樣變呢?
[00:16:03.960 --> 00:16:06.040]  人很難變的,
[00:16:06.040 --> 00:16:08.040]  我聽過,
[00:16:08.040 --> 00:16:09.520]  有沒有聽過人到中年,
[00:16:09.520 --> 00:16:11.760]  或者有個說法,
[00:16:11.760 --> 00:16:12.600]  過了三十歲,
[00:16:12.600 --> 00:16:14.680]  那個人都沒有什麼改變的了,
[00:16:14.680 --> 00:16:16.080]  有沒有聽過?
[00:16:16.080 --> 00:16:17.880]  如果這句話成立就糟糕了,
[00:16:17.880 --> 00:16:21.480]  就很大問題了,
[00:16:21.480 --> 00:16:24.840]  但是我們又覺得好像是真的,
[00:16:24.840 --> 00:16:26.120]  因為你會發覺,
[00:16:26.120 --> 00:16:29.320]  其實你自己是不是都很多東西想變,
[00:16:29.320 --> 00:16:31.440]  但是怎樣?
[00:16:31.440 --> 00:16:31.960]  變不到,
[00:16:31.960 --> 00:16:33.440]  立刻轉頭看到你,
[00:16:33.440 --> 00:16:35.360]  變不到,
[00:16:35.360 --> 00:16:37.080]  但是不用沮喪,
[00:16:37.080 --> 00:16:40.040]  因為其實生命的改變,
[00:16:40.040 --> 00:16:41.080]  我們覺得難,
[00:16:41.080 --> 00:16:42.760]  我們覺得不可能,
[00:16:42.760 --> 00:16:45.920]  因為我們限制了在我們的理性,
[00:16:45.920 --> 00:16:47.720]  所謂的理解的裡面,
[00:16:47.720 --> 00:16:49.960]  但是原來生命很多的動工,
[00:16:49.960 --> 00:16:53.040]  其實是在神的裡面,
[00:16:53.040 --> 00:16:56.920]  其實尼哥底姆他的反應都是一樣的,
[00:16:56.920 --> 00:16:57.920]  其實他會覺得,
[00:16:57.920 --> 00:17:00.120]  怎麼可能有這些事情呢?
[00:17:00.120 --> 00:17:04.320]  其實怎麼會可以發生的?
[00:17:04.320 --> 00:17:06.800]  但是耶穌就這樣說,
[00:17:06.800 --> 00:17:08.600]  你是以色列人的老師,
[00:17:08.600 --> 00:17:10.800]  你不明白這些事情嗎?
[00:17:10.800 --> 00:17:14.320]  他特別去強調他的身份,
[00:17:14.320 --> 00:17:15.440]  你是以色列人的老師,
[00:17:15.440 --> 00:17:17.440]  其實你知道很多的,
[00:17:17.440 --> 00:17:19.240]  你不知道的嗎?
[00:17:19.240 --> 00:17:21.640]  為什麼你會覺得不可能呢?
[00:17:21.640 --> 00:17:26.240]  在舊約裡面其實已經預表了將來要發生的事情,
[00:17:26.240 --> 00:17:28.760]  為什麼你不會明白?
[00:17:28.760 --> 00:17:34.080]  其實耶穌再進一步去強調他的知道,
[00:17:34.080 --> 00:17:36.280]  不是真的明白,
[00:17:36.280 --> 00:17:39.160]  在上一節這裡這樣去說,
[00:17:39.160 --> 00:17:40.880]  我實實在在地告訴你,
[00:17:40.880 --> 00:17:43.720]  我們所說的是我們知道的,
[00:17:43.720 --> 00:17:46.360]  他這裡其實在回應第二節裡面,
[00:17:46.360 --> 00:17:49.520]  尼哥底姆,我知道你是由神那裡來,
[00:17:49.520 --> 00:17:52.040]  又是說知道,
[00:17:52.040 --> 00:17:53.320]  然後耶穌再說,
[00:17:53.320 --> 00:17:56.640]  我所見證的是我見過的,
[00:17:56.640 --> 00:17:59.960]  尼哥底姆是因為什麼原因你要找耶穌?
[00:17:59.960 --> 00:18:02.240]  見過耶穌行神蹟,
[00:18:02.240 --> 00:18:03.520]  他見過,
[00:18:03.520 --> 00:18:05.440]  但是他們是怎樣的?
[00:18:05.440 --> 00:18:10.040]  你卻不領受我們的見證,
[00:18:10.040 --> 00:18:14.400]  其實知道不等於會接受,
[00:18:14.400 --> 00:18:18.920]  我相信我們其實人生都有這麼上的閱歷,
[00:18:18.920 --> 00:18:22.440]  也都知識有這麼上的廣播,
[00:18:22.440 --> 00:18:26.760]  大家剛才舉手的時候都在說二十幾三十年信主,
[00:18:26.760 --> 00:18:30.080]  我們其實都知道很多,
[00:18:30.080 --> 00:18:33.680]  但是知道是不是等於我們會接受呢?
[00:18:33.680 --> 00:18:38.920]  知道是不是等於我們完全的相信呢?
[00:18:38.920 --> 00:18:41.400]  我喜歡有一個比喻,
[00:18:41.400 --> 00:18:44.680]  是一個馬戲團特技人的一個比喻,
[00:18:44.680 --> 00:18:46.360]  我們試試幻想一下,
[00:18:46.360 --> 00:18:49.920]  現在我們在看馬戲團的表演,
[00:18:49.920 --> 00:18:55.920]  有一條鋼線從琴那裡拉到三樓那裡,
[00:18:55.920 --> 00:19:01.720]  然後特技人沿著鋼線走上去,
[00:19:01.720 --> 00:19:04.080]  我們見到這樣當然馬上拍掌,
[00:19:04.080 --> 00:19:06.240]  哇!精彩!
[00:19:06.240 --> 00:19:08.880]  然後那個人就問,
[00:19:08.880 --> 00:19:11.960]  你信不信我可以再走下來一次?
[00:19:11.960 --> 00:19:15.640]  他就說,當然信,你能走上去當然可以走下來,
[00:19:15.640 --> 00:19:19.160]  然後走下來,
[00:19:19.160 --> 00:19:21.600]  然後他就問,
[00:19:21.600 --> 00:19:26.120]  你信不信我可以背著一個人走上去呢?
[00:19:26.120 --> 00:19:29.720]  大家就說,當然可以,你能走上去又能走下來,
[00:19:29.720 --> 00:19:33.960]  你當然可以走上去,背著一個人對你來說不難,
[00:19:33.960 --> 00:19:39.120]  然後他說,好啊,我背你上去,
[00:19:39.120 --> 00:19:42.440]  然後你猜那個人有什麼反應呢?
[00:19:42.440 --> 00:19:45.080]  想不想?你覺得他會不會想?
[00:19:45.080 --> 00:19:47.040]  不想是吧?應該不想是吧?
[00:19:47.040 --> 00:19:50.880]  剛才我說信他是可以的,
[00:19:50.880 --> 00:19:53.320]  你可以,我不行是吧?
[00:19:53.320 --> 00:19:55.240]  你背著另一個人可以,你背著另一個拍檔,
[00:19:55.240 --> 00:19:57.640]  你們練好,行不行?
[00:19:57.640 --> 00:20:00.920]  其實有時候我們類似都是這樣,
[00:20:00.920 --> 00:20:03.240]  啊!可以的,可以的,
[00:20:03.240 --> 00:20:07.600]  然後到自己那裡,不好的,不行的,不行的,
[00:20:07.600 --> 00:20:10.520]  我想我們知道,或者我們就算見到,
[00:20:10.520 --> 00:20:12.720]  他真的這樣走的時候,
[00:20:12.720 --> 00:20:16.040]  其實去到,哇!我背你,
[00:20:16.040 --> 00:20:19.560]  我相信就算他示範一次,他真的背了一個人上去的時候,
[00:20:19.560 --> 00:20:24.400]  你都未必夠膽讓他背你走上去,
[00:20:24.400 --> 00:20:26.920]  這個是在說我們自己的信心,
[00:20:26.920 --> 00:20:31.400]  究竟其實我們是不是真的相信呢?
[00:20:31.400 --> 00:20:34.840]  在我們信仰裡面,其實我們知道,
[00:20:34.840 --> 00:20:36.200]  我們知道仰望神,
[00:20:36.200 --> 00:20:38.800]  我們知道神大靈,我們知道神上貫一切,
[00:20:38.800 --> 00:20:40.160]  我們知道很多事情,
[00:20:40.160 --> 00:20:43.200]  我們知道聖靈會在人生命裡面動工,
[00:20:43.200 --> 00:20:45.560]  但是落到我們自己生命的時候,
[00:20:45.560 --> 00:20:47.960]  其實又會如何呢?
[00:20:47.960 --> 00:20:49.800]  當我們去實踐的時候,
[00:20:49.800 --> 00:20:53.560]  其實又會如何呢?
[00:20:53.560 --> 00:20:55.400]  耶穌在這裡再進一步去說,
[00:20:55.400 --> 00:20:57.240]  祂說,啊!我和你講地上的事,
[00:20:57.240 --> 00:21:00.280]  其實就是講重生,你都覺得這麼難,
[00:21:00.280 --> 00:21:03.200]  那其實講天上的事又如何呢?
[00:21:03.200 --> 00:21:04.600]  天上的事是代表什麼呢?
[00:21:04.600 --> 00:21:07.680]  就是耶穌將要去丹瑟加的事情,
[00:21:07.680 --> 00:21:11.160]  如果和你講重生,你都覺得接受不了,
[00:21:11.160 --> 00:21:16.480]  這樣這麼沒辦法想像的事情將要發生,
[00:21:16.480 --> 00:21:21.800]  就是丹瑟加死了,埋葬,三日後復活,
[00:21:21.800 --> 00:21:24.880]  這樣東西就更加難,
[00:21:24.880 --> 00:21:29.280]  然後他舉了一個舊約的例子,
[00:21:29.280 --> 00:21:31.760]  摩西在曠野如何去舉起蛇呢?
[00:21:31.760 --> 00:21:33.560]  人子也照樣被舉起,
[00:21:33.560 --> 00:21:37.160]  他用這個來代表耶穌將要做的事情,
[00:21:37.160 --> 00:21:41.000]  叫一切信祂的都得永生。
[00:21:41.000 --> 00:21:44.080]  在這裡,其實他舉這個例子在哪裡發生呢?
[00:21:44.080 --> 00:21:46.720]  就是在文素記21章4-9之下,
[00:21:46.720 --> 00:21:52.720]  他記載以色列人叛逆神的時候受到懲罰,
[00:21:52.720 --> 00:21:57.200]  神令到一座咬人的火石進入百姓裡面,
[00:21:57.200 --> 00:21:59.720]  當時就死了很多人,
[00:21:59.720 --> 00:22:02.720]  摩西就為百姓代求,
[00:22:02.720 --> 00:22:05.840]  神就饒恕他們,
[00:22:05.840 --> 00:22:07.240]  但是要怎麼去做呢?
