
[00:00:00.000 --> 00:00:04.720]  榮耀的天父多謝你藉著James傳道帶給我們詩篇25篇
[00:04:05.720 --> 00:04:07.720]  被困住了
[00:04:07.720 --> 00:04:08.720]  第三
[00:04:08.720 --> 00:04:09.720]  體適齡下降
[00:04:09.720 --> 00:04:12.720]  你有多少人像我這麼差呢
[00:04:12.720 --> 00:04:13.720]  嘗試踩單車
[00:04:13.720 --> 00:04:15.720]  嘗試游泳
[00:04:15.720 --> 00:04:17.720]  都會拉傷屁股
[00:04:17.720 --> 00:04:19.720]  你是不是覺得很丟架
[00:04:19.720 --> 00:04:20.720]  你不要提
[00:04:20.720 --> 00:04:21.720]  你真的提起我
[00:04:21.720 --> 00:04:22.720]  不要再提
[00:04:22.720 --> 00:04:23.720]  但原來是這樣的
[00:04:23.720 --> 00:04:24.720]  體適齡下降之後
[00:04:24.720 --> 00:04:26.720]  重建運動習慣
[00:04:26.720 --> 00:04:27.720]  慢慢要做起
[00:04:27.720 --> 00:04:28.720]  很容易拉傷的
[00:04:28.720 --> 00:04:30.720]  千萬不要像我這麼丟架
[00:04:30.720 --> 00:04:31.720]  第四
[00:04:31.720 --> 00:04:33.720]  原來我們的精神健康真的下降了
[00:04:33.720 --> 00:04:35.720]  求助的輔導個案大增
[00:04:35.720 --> 00:04:37.720]  青少年兒童情緒的問題
[00:04:37.720 --> 00:04:38.720]  最近新聞說
[00:04:38.720 --> 00:04:39.720]  原來青少年
[00:04:39.720 --> 00:04:40.720]  我不知道大人有沒有呢
[00:04:40.720 --> 00:04:42.720]  青少年習慣了戴口罩
[00:04:42.720 --> 00:04:43.720]  他們習慣了
[00:04:43.720 --> 00:04:45.720]  不見到自己青少年的嘴
[00:04:45.720 --> 00:04:46.720]  臉那些神情
[00:04:46.720 --> 00:04:48.720]  原來他們現在社工
[00:04:48.720 --> 00:04:50.720]  學校的老師是很害怕
[00:04:50.720 --> 00:04:52.720]  他們不能夠再適應
[00:04:52.720 --> 00:04:53.720]  脫口罩
[00:04:53.720 --> 00:04:55.720]  面對面的實體的相處
[00:04:55.720 --> 00:04:58.720]  我們大人就很想見到面
[00:04:58.720 --> 00:04:59.720]  是不是
[00:04:59.720 --> 00:05:00.720]  真的
[00:05:00.720 --> 00:05:02.720]  人倫家庭的關係張力
[00:05:02.720 --> 00:05:04.720]  移民潮帶來給我們人倫
[00:05:04.720 --> 00:05:06.720]  阻隔很多的破碎和要修補
[00:05:06.720 --> 00:05:09.720]  都是有待長期的恢復
[00:05:09.720 --> 00:05:10.720]  第五
[00:05:10.720 --> 00:05:11.720]  我沒有寫下
[00:05:11.720 --> 00:05:12.720]  不要說
[00:05:12.720 --> 00:05:14.720]  不要說我們靈命的磨練
[00:05:14.720 --> 00:05:16.720]  靈力的考驗
[00:05:16.720 --> 00:05:18.720]  和打擊削弱
[00:05:18.720 --> 00:05:20.720]  我們生命的承載力
[00:05:20.720 --> 00:05:21.720]  問自己
[00:05:21.720 --> 00:05:22.720]  我們和神和人
[00:05:22.720 --> 00:05:24.720]  和自己美好親密的關係
[00:05:24.720 --> 00:05:26.720]  都需要慢慢恢復
[00:05:26.720 --> 00:05:27.720]  恢復我們靈命的力量
[00:05:27.720 --> 00:05:28.720]  循生出發
[00:05:28.720 --> 00:05:30.720]  你我能夠備戰這個
[00:05:30.720 --> 00:05:32.720]  疫情靈力後遺症
[00:05:32.720 --> 00:05:35.720]  可不可以幫我讀這個句子
[00:05:35.720 --> 00:05:38.720]  疫情靈力後遺症
[00:05:38.720 --> 00:05:43.720]  你們真的
[00:05:43.720 --> 00:05:45.720]  完全是沒有後遺症
[00:05:45.720 --> 00:05:46.720]  我在家讀這個稿
[00:05:46.720 --> 00:05:47.720]  讀了不知道多少次
[00:05:47.720 --> 00:05:48.720]  這句話讀得
[00:05:48.720 --> 00:05:50.720]  真的有一點痴了舌頭
[00:05:50.720 --> 00:05:53.720]  很欣賞你們讀得不好
[00:05:53.720 --> 00:05:55.720]  讓我們
[00:05:55.720 --> 00:05:56.720]  直接在加拿大書業
[00:05:56.720 --> 00:05:59.720]  保羅就基督教信仰的初興起
[00:05:59.720 --> 00:06:01.720]  他們接著受到猶太教的衝擊
[00:06:01.720 --> 00:06:03.720]  而帶來了新舊信仰
[00:06:03.720 --> 00:06:05.720]  衝擊的後遺症
[00:06:05.720 --> 00:06:07.720]  保羅在這封書信裏
[00:06:07.720 --> 00:06:08.720]  教導信徒
[00:06:08.720 --> 00:06:09.720]  所得到寶貴的福音的力量
[00:06:09.720 --> 00:06:11.720]  是因為恩信清二
[00:06:11.720 --> 00:06:13.720]  而不在乎死守律法
[00:06:13.720 --> 00:06:14.720]  因為主的福音已經滿足了
[00:06:14.720 --> 00:06:15.720]  律法的要求
[00:06:15.720 --> 00:06:17.720]  人要恩信清二
[00:06:17.720 --> 00:06:18.720]  恩信得生
[00:06:18.720 --> 00:06:20.720]  和恩聖靈得重生
[00:06:20.720 --> 00:06:21.720]  得力量去勝過情慾
[00:06:21.720 --> 00:06:22.720]  重過新生
[00:06:22.720 --> 00:06:24.720]  所以保羅在這本書
[00:06:24.720 --> 00:06:25.720]  一至四章
[00:06:25.720 --> 00:06:26.720]  作了神學的批判
[00:06:26.720 --> 00:06:28.720]  論述和澄清確立之後
[00:06:28.720 --> 00:06:31.720]  去到迦太書五章二十五節
[00:06:31.720 --> 00:06:32.720]  他這樣說
[00:06:32.720 --> 00:06:33.720]  都可以成為一個短節
[00:06:33.720 --> 00:06:35.720]  他說我們如果是靠聖靈得生
[00:06:35.720 --> 00:06:37.720]  就應該要靠聖靈行事
[00:06:37.720 --> 00:06:38.720]  在結束的時候
[00:06:38.720 --> 00:06:39.720]  第六章
[00:06:39.720 --> 00:06:41.720]  他強調信徒就是要互相的肩擔
[00:06:41.720 --> 00:06:43.720]  而且特別要擔當
[00:06:43.720 --> 00:06:45.720]  自己在信仰上純正的遺訓
[00:06:45.720 --> 00:06:47.720]  要持守行事
[00:06:47.720 --> 00:06:48.720]  不要灰心
[00:06:48.720 --> 00:06:49.720]  堅定不要怕猶太教
[00:06:49.720 --> 00:06:51.720]  和當代政權的壓迫
[00:06:51.720 --> 00:06:52.720]  我們要誇口
[00:06:52.720 --> 00:06:54.720]  倚靠主十課的功勞
[00:06:54.720 --> 00:06:55.720]  時時做
[00:06:55.720 --> 00:06:56.720]  新做的人
[00:06:56.720 --> 00:06:58.720]  站在純正的信仰裏
[00:06:58.720 --> 00:07:00.720]  但這本書
[00:07:00.720 --> 00:07:01.720]  如果大家最記得
[00:07:01.720 --> 00:07:02.720]  最震撼的是第一章裏面
[00:07:02.720 --> 00:07:03.720]  一個記載
[00:07:03.720 --> 00:07:05.720]  就是保羅大膽的公開篤責
[00:07:05.720 --> 00:07:07.720]  彼得因為猶太人的壓力
[00:07:07.720 --> 00:07:08.720]  去裝假
[00:07:08.720 --> 00:07:09.720]  退開
[00:07:09.720 --> 00:07:10.720]  和猶太人分開吃飯
[00:07:10.720 --> 00:07:11.720]  這件事情
[00:07:11.720 --> 00:07:12.720]  記不記得
[00:07:12.720 --> 00:07:14.720]  兩大仕途開片
[00:07:14.720 --> 00:07:16.720]  誰贏了
[00:07:16.720 --> 00:07:18.720]  當然是保羅
[00:07:18.720 --> 00:07:19.720]  但這件事
[00:07:19.720 --> 00:07:21.720]  能夠完成得這麼美妙
[00:07:21.720 --> 00:07:25.720]  我們都要歸功於彼得
[00:07:25.720 --> 00:07:26.720]  應該都是一個
[00:07:26.720 --> 00:07:28.720]  曾經經過神鍛鍊的人
[00:07:28.720 --> 00:07:30.720]  去願意虛心受篤責
[00:07:30.720 --> 00:07:32.720]  就是這樣
[00:07:32.720 --> 00:07:34.720]  保羅就歷戰猶太教
[00:07:34.720 --> 00:07:35.720]  壓迫的後遺症
[00:07:35.720 --> 00:07:37.720]  澄清了真信仰的純正
[00:07:37.720 --> 00:07:39.720]  以推至到六章一至五節
[00:07:39.720 --> 00:07:40.720]  他提醒信徒
[00:07:40.720 --> 00:07:42.720]  要如何互動地
[00:07:42.720 --> 00:07:46.720]  重建純正信仰的肢體群體生活
[00:07:46.720 --> 00:07:47.720]  希望這些原則
[00:07:47.720 --> 00:07:48.720]  能夠成為了
[00:07:48.720 --> 00:07:49.720]  今天我們備戰疫情
[00:07:49.720 --> 00:07:51.720]  零力後遺症的
[00:07:51.720 --> 00:07:53.720]  借鏡提醒和原則
[00:07:53.720 --> 00:07:55.720]  教導我們同樣地
[00:07:55.720 --> 00:07:56.720]  可以互動地
[00:07:56.720 --> 00:07:58.720]  重建疫情期下
[00:07:58.720 --> 00:08:00.720]  我們被打擊了的個人信仰
[00:08:00.720 --> 00:08:01.720]  群體信仰
[00:08:01.720 --> 00:08:03.720]  為了要恢復我們原有
[00:08:03.720 --> 00:08:04.720]  福音大能
[00:08:04.720 --> 00:08:05.720]  信仰群體
[00:08:05.720 --> 00:08:06.720]  和我們每一個人
[00:08:06.720 --> 00:08:07.720]  應有的大能
[00:08:07.720 --> 00:08:09.720]  在神裏面的見證大能
[00:08:09.720 --> 00:08:10.720]  和風采
[00:08:10.720 --> 00:08:11.720]  好不好
[00:08:11.720 --> 00:08:13.720]  好不好
[00:08:13.720 --> 00:08:16.720]  好像很勉強
[00:08:16.720 --> 00:08:17.720]  不過不要緊
[00:08:17.720 --> 00:08:18.720]  其實不勉強
[00:08:18.720 --> 00:08:20.720]  我覺得你們跟得很好
[00:08:20.720 --> 00:08:22.720]  大家是不是很想再
[00:08:22.720 --> 00:08:23.720]  以真面目見人
[00:08:23.720 --> 00:08:25.720]  脫了口罩
[00:08:25.720 --> 00:08:28.720]  你兩年沒有見過我的真身
[00:08:28.720 --> 00:08:30.720]  你跟著跟女朋友
[00:08:30.720 --> 00:08:31.720]  跟伴侶說
[00:08:31.720 --> 00:08:32.720]  你兩年沒有見過我的真身
[00:08:32.720 --> 00:08:33.720]  我告訴你
[00:08:33.720 --> 00:08:34.720]  我一脫口罩
[00:08:34.720 --> 00:08:35.720]  會閃到你
[00:08:35.720 --> 00:08:38.720]  閃到你認不出我
[00:08:38.720 --> 00:08:40.720]  你想不想這樣
[00:08:40.720 --> 00:08:41.720]  我們真的想
[00:08:41.720 --> 00:08:42.720]  我們的信仰
[00:08:42.720 --> 00:08:45.720]  可以這樣閃亮出來
[00:08:45.720 --> 00:08:46.720]  行不行呢
[00:08:46.720 --> 00:08:47.720]  我們試一下聽聽
[00:08:47.720 --> 00:08:49.720]  今天保羅的提醒
[00:08:49.720 --> 00:08:52.720]  我將這一段
[00:08:52.720 --> 00:08:55.720]  分成為兩個段落
[00:08:55.720 --> 00:08:56.720]  一二節
[00:08:56.720 --> 00:08:57.720]  是警醒軟弱兼擔
[00:08:57.720 --> 00:08:59.720]  第二段三至五節
[00:08:59.720 --> 00:09:02.720]  是測驗幾深幾窄
[00:09:02.720 --> 00:09:04.720]  接著的這個母段落
[00:09:04.720 --> 00:09:05.720]  六章十四節
[00:09:05.720 --> 00:09:06.720]  其實某程度上
[00:09:06.720 --> 00:09:07.720]  是保羅說到
[00:09:07.720 --> 00:09:09.720]  當我們能夠恩信清義
[00:09:09.720 --> 00:09:11.720]  活出靠聖靈性的情慾等等
[00:09:11.720 --> 00:09:14.720]  活出聖靈的真自由之後
[00:09:14.720 --> 00:09:15.720]  我們還能夠珍惜
[00:09:15.720 --> 00:09:22.720]  實踐愛人如己的照明
[00:09:22.720 --> 00:09:24.720]  我們先讀第一節
[00:09:24.720 --> 00:09:26.720]  警惕謹慎挽回
[00:09:26.720 --> 00:09:27.720]  一起讀
[00:09:27.720 --> 00:09:28.720]  弟兄們
[00:09:28.720 --> 00:09:31.720]  若有人偶然被過犯所成
[00:09:31.720 --> 00:09:32.720]  你們屬靈的人
[00:09:32.720 --> 00:09:33.720]  就當用溫柔的心
[00:09:33.720 --> 00:09:35.720]  把他挽回過來
[00:09:35.720 --> 00:09:37.720]  又當自己小心
[00:09:37.720 --> 00:09:39.720]  恐怕也被引誘
[00:09:39.720 --> 00:09:41.720]  保羅親切地的教導說
[00:09:41.720 --> 00:09:42.720]  你們屬靈的人
[00:09:42.720 --> 00:09:43.720]  即是說他們當中
[00:09:43.720 --> 00:09:45.720]  自己覺得自己屬靈
[00:09:45.720 --> 00:09:46.720]  自以為剛強
[00:09:46.720 --> 00:09:47.720]  信仰堅固的人
[00:09:47.720 --> 00:09:49.720]  應該有責任要去將
[00:09:49.720 --> 00:09:51.720]  偶然被過犯所成的人
[00:09:51.720 --> 00:09:52.720]  挽回過來
[00:09:52.720 --> 00:09:53.720]  挽回過來的字
[00:09:53.720 --> 00:09:56.720]  原文的意思是指保忘和駁骨
[00:09:56.720 --> 00:09:59.720]  你有沒有試過幫人
[00:09:59.720 --> 00:10:01.720]  我們當中有沒有中醫在這裡
[00:10:01.720 --> 00:10:02.720]  舉手看看
[00:10:02.720 --> 00:10:03.720]  不要了
[00:10:03.720 --> 00:10:05.720]  有時別人不斷找你光顧
[00:10:05.720 --> 00:10:06.720]  免費光顧
[00:10:06.720 --> 00:10:07.720]  這樣就慘了
[00:10:07.720 --> 00:10:08.720]  有沒有多少人
[00:10:08.720 --> 00:10:10.720]  懂得幫你身邊的家人
[00:10:10.720 --> 00:10:11.720]  配偶
[00:10:11.720 --> 00:10:13.720]  他弄歪了肩膀
[00:10:13.720 --> 00:10:15.720]  你懂得幫他弄正
[00:10:15.720 --> 00:10:20.720]  大家聽到你們的驚恐聲
[00:10:20.720 --> 00:10:21.720]  我已經覺得
[00:10:21.720 --> 00:10:23.720]  真的不是那麼簡單
[00:10:23.720 --> 00:10:25.720]  我看了兩年的正骨
[00:10:25.720 --> 00:10:26.720]  或者是那些鐵打
[00:10:26.720 --> 00:10:28.720]  很有技術的師父
[00:10:28.720 --> 00:10:30.720]  才在不為意跟你聊天下
[00:10:30.720 --> 00:10:31.720]  啪一聲
[00:10:31.720 --> 00:10:33.720]  幫你扶正
[00:10:33.720 --> 00:10:35.720]  重新扶正過來
[00:10:35.720 --> 00:10:37.720]  要以溫柔的心和手勢
[00:10:37.720 --> 00:10:39.720]  才能夠成功的挽回
[00:10:39.720 --> 00:10:40.720]  扶歪歸正
[00:10:40.720 --> 00:10:43.720]  表達了用兩種心力和態度
[00:10:43.720 --> 00:10:45.720]  第一 溫柔的心是知道
[00:10:45.720 --> 00:10:46.720]  屬靈人自己雖然堅固
[00:10:46.720 --> 00:10:48.720]  但是不要用自高論斷
[00:10:48.720 --> 00:10:50.720]  但反而要用謙卑
[00:10:50.720 --> 00:10:52.720]  明白自己都容易有軟弱
[00:10:52.720 --> 00:10:53.720]  苦就卑微
[00:10:53.720 --> 00:10:55.720]  要用苦就卑微的心
[00:10:55.720 --> 00:10:57.720]  以過來人的心境去糾正
[00:10:57.720 --> 00:11:00.720]  扶起偶然有犯過的肢體
[00:11:00.720 --> 00:11:01.720]  大家都知道
[00:11:01.720 --> 00:11:02.720]  如果我們在教會裡
[00:11:02.720 --> 00:11:05.720]  只是用真理和公義去指正別人
[00:11:05.720 --> 00:11:06.720]  難不難?
[00:11:06.720 --> 00:11:07.720]  不難
[00:11:07.720 --> 00:11:08.720]  你指正別人也不難
[00:11:08.720 --> 00:11:09.720]  指正自己也不難
[00:11:09.720 --> 00:11:10.720]  不過最壞的就是
[00:11:10.720 --> 00:11:12.720]  我們最喜歡不指正自己
[00:11:12.720 --> 00:11:14.720]  喜歡用手指別人
[00:11:14.720 --> 00:11:16.720]  然後掩著三隻手
[00:11:16.720 --> 00:11:18.720]  掩飾自己三個錯處
[00:11:18.720 --> 00:11:19.720]  說別人一個錯處
[00:11:19.720 --> 00:11:20.720]  同意嗎?
[00:11:20.720 --> 00:11:22.720]  所以在教會裡
[00:11:22.720 --> 00:11:24.720]  保羅說如果只是用真理公義
[00:11:24.720 --> 00:11:25.720]  去指正別人
[00:11:25.720 --> 00:11:26.720]  不難的
[00:11:26.720 --> 00:11:27.720]  不過反而容易
[00:11:27.720 --> 00:11:28.720]  大家應該明白
[00:11:28.720 --> 00:11:29.720]  我們這樣做
[00:11:29.720 --> 00:11:31.720]  會帶來抗拒和敵視
[00:11:31.720 --> 00:11:32.720]  但是如果能夠以
[00:11:32.720 --> 00:11:33.720]  過來人身受其苦的
[00:11:33.720 --> 00:11:35.720]  復康者的角度
[00:11:35.720 --> 00:11:37.720]  去勸導犯過的人
[00:11:37.720 --> 00:11:38.720]  相對來說
[00:11:38.720 --> 00:11:40.720]  對方都容易受落和被接受
[00:11:40.720 --> 00:11:42.720]  第二,保羅提醒
[00:11:42.720 --> 00:11:45.720]  屬靈的人要更加自己小心
[00:11:45.720 --> 00:11:47.720]  恐怕被引誘
[00:11:47.720 --> 00:11:49.720]  指導做人者要自己自省
[00:11:49.720 --> 00:11:51.720]  他在靈性的立場和生命本身
[00:11:51.720 --> 00:11:52.720]  是否真的穩健
[00:11:52.720 --> 00:11:53.720]  強如彼得
[00:11:53.720 --> 00:11:55.720]  在猶太人的壓力下
[00:11:55.720 --> 00:11:56.720]  他都會怎樣?
[00:11:56.720 --> 00:11:58.720]  公開裝假
[00:11:58.720 --> 00:12:00.720]  你猜你和我會不會呢?
[00:12:00.720 --> 00:12:04.720]  突然和同事一起在外面吃飯
[00:12:04.720 --> 00:12:06.720]  會不會因為某些壓力下
[00:12:06.720 --> 00:12:09.720]  我隨便祈禱
[00:12:09.720 --> 00:12:10.720]  擦擦臉
[00:12:10.720 --> 00:12:11.720]  祈禱
[00:12:11.720 --> 00:12:12.720]  吃吧
[00:12:12.720 --> 00:12:15.720]  你知道這是我們最厲害的掩飾方法
[00:12:15.720 --> 00:12:17.720]  我們會不會呢?
[00:12:17.720 --> 00:12:19.720]  你不要以為不會
[00:12:19.720 --> 00:12:21.720]  其實如果不是像保羅的權柄
[00:12:21.720 --> 00:12:24.720]  彼得的虛心教導下
[00:12:24.720 --> 00:12:25.720]  第一章的場景
[00:12:25.720 --> 00:12:27.720]  我想不是來得這麼漂亮
[00:12:27.720 --> 00:12:29.720]  來得這麼精彩
[00:12:29.720 --> 00:12:31.720]  可能會爛攤子爛到不知所措
[00:12:31.720 --> 00:12:33.720]  所以我們信徒之間
[00:12:33.720 --> 00:12:35.720]  如果有人有嘔吐犯過的肢體
[00:12:35.720 --> 00:12:37.720]  需要被挽回的話
[00:12:37.720 --> 00:12:39.720]  我們當中覺得穩健
[00:12:39.720 --> 00:12:41.720]  屬靈的人要加倍用禱告
[00:12:41.720 --> 00:12:42.720]  溫柔謙卑的心
[00:12:42.720 --> 00:12:43.720]  虧欠他們
[00:12:43.720 --> 00:12:45.720]  但不要以為自己很堅強
[00:12:45.720 --> 00:12:47.720]  不要以為自己不會跌倒
[00:12:47.720 --> 00:12:48.720]  不會被引誘
[00:12:48.720 --> 00:12:49.720]  其實有一天
[00:12:49.720 --> 00:12:51.720]  或許你和我都會同樣
[00:12:51.720 --> 00:12:52.720]  跌在同樣的軟弱
[00:12:52.720 --> 00:12:54.720]  在信仰上有妥協
[00:12:54.720 --> 00:12:56.720]  跌倒和走歪了
[00:12:56.720 --> 00:12:58.720]  大家有沒有想過在疫情期間
[00:12:58.720 --> 00:13:00.720]  衝擊著信徒的軟弱是什麼
[00:13:00.720 --> 00:13:03.720]  就是你習慣zoom之後
[00:13:03.720 --> 00:13:04.720]  你突然間發覺
[00:13:04.720 --> 00:13:06.720]  團體實體嗎
[00:13:06.720 --> 00:13:07.720]  不用了
[00:13:07.720 --> 00:13:08.720]  組長你幫我zoom
[00:13:08.720 --> 00:13:11.720]  麻煩你調整角度
[00:13:11.720 --> 00:13:14.720]  我要看到全組的人有沒有回
[00:13:14.720 --> 00:13:16.720]  我要監察他們有沒有回
[00:13:16.720 --> 00:13:19.720]  我在家中zoom監察他們
[00:13:19.720 --> 00:13:21.720]  有沒有聽過這些話
[00:13:21.720 --> 00:13:26.720]  其實這個態度很健全
[00:13:26.720 --> 00:13:32.720]  還有什麼衝擊著我們在疫情
[00:13:32.720 --> 00:13:34.720]  你和我都有可能
[00:13:34.720 --> 00:13:37.720]  被引誘跌倒在這段期間
