
[00:00:00.000 --> 00:00:08.420]  好,弟兄姊妹,吾安,好開心可以回到青年崇拜的節目中跟大家分享神的話語
[00:02:30.500 --> 00:02:36.820]  一年五十二個星期參與教會的侍奉,音響的侍奉,敬拜的侍奉
[00:02:36.820 --> 00:02:42.820]  說不定我們也有不少弟兄姊妹願意舉手擺上
[00:02:42.820 --> 00:02:47.220]  但是如果要五十二個星期讀好這本聖經
[00:02:47.220 --> 00:02:54.020]  你猜我們有多少人會立志,好,五十二個星期,我和你死一個,讀好這本聖經
[00:02:54.020 --> 00:03:01.620]  問一問,聖經六十六卷,你估計大概能明白多少成
[00:03:01.620 --> 00:03:07.620]  你明白嗎?你猜一下,你不用看旁邊,也不用舉手
[00:03:07.620 --> 00:03:14.620]  有沒有人覺得我有大概七成以上,有沒有人覺得五成都有
[00:03:14.620 --> 00:03:18.620]  還是我們其實真是一竅不通的呢?
[00:03:18.620 --> 00:03:23.220]  當我們說到聖經讀一年讀一次,通常大家讀到哪裏?
[00:03:23.220 --> 00:03:27.620]  有沒有試過?出埃及記,我們又死在哪裏?
[00:03:27.620 --> 00:03:31.620]  死在埃及,我們出不了埃及,很多時候就是這樣
[00:03:31.620 --> 00:03:35.620]  甚麼叫神學?甚麼叫離地?不是讀神學離地
[00:03:35.620 --> 00:03:39.620]  其實是我們不認識聖經,不讀神學,但是我們有很多信仰實踐
[00:03:39.620 --> 00:03:45.020]  我們參與很多侍奉,說得很大很威風,這個就叫離地
[00:03:45.020 --> 00:03:50.620]  今天和大家分享一個題目,就是大時代的小人物
[00:03:50.620 --> 00:03:54.620]  其實今天只有兩點,第一點就是大時代
[00:03:54.620 --> 00:04:01.620]  在聖經裏面我們需要不離地,不離地我們不是只讀人物
[00:04:01.620 --> 00:04:06.620]  只讀人物我們不明白處境的話,我們就離地
[00:04:06.620 --> 00:04:11.620]  所以我們今天要看的是大時代,今天和大家看的是關於約衛
[00:04:11.620 --> 00:04:19.620]  關於大衛,或者關於約衛那個叫漂流記,約衛怎樣被耶和華的子民忽略
[00:04:19.620 --> 00:04:24.620]  然後去到大衛的年代,大衛要迎接耶和華的一季,去到大衛城
[00:04:24.620 --> 00:04:29.620]  裏面有一個小人物,俄別爾東,今天和大家分享這兩點
[00:04:29.620 --> 00:04:32.620]  一個是大時代,一個是小人物
[00:04:32.620 --> 00:04:38.620]  如果大家認識的話,在歷代至上第十三章,你聽我讀就行了
[00:04:38.620 --> 00:04:42.620]  第一節,這個沒有打出來,第一節是這樣說的
[00:04:42.620 --> 00:04:47.620]  大衛與千夫長、百夫長,就是一切的首領相宜
[00:04:47.620 --> 00:04:54.620]  大衛就說,要向以色列的會眾說,你們若以為美,見這事是出於耶和華我們的神
[00:04:54.620 --> 00:04:59.620]  我們就差遣人走遍以色列地,剛剛大衛贏了,作王
[00:04:59.620 --> 00:05:03.620]  我們要走遍以色列地,見我們未來的弟兄
[00:05:03.620 --> 00:05:07.620]  要見住在郊野之地的祭司利美人
[00:05:07.620 --> 00:05:12.620]  要焦聚分散了流離失所的祭司和利美人
[00:05:12.620 --> 00:05:16.620]  焦聚他們回來,使他們都在這裡聚集
[00:05:16.620 --> 00:05:20.620]  我們要將神的約衛運到我們這裡來
[00:05:20.620 --> 00:05:25.620]  因為在數羅的年間,我們沒有在約衛前求問神
[00:05:25.620 --> 00:05:28.620]  大衛作王的時候,他做了一件事
[00:05:28.620 --> 00:05:32.620]  他說,不如這樣,我們去招募所有的祭司和利美人
[00:05:32.620 --> 00:05:34.620]  什麼叫祭司,什麼叫利美人
[00:05:34.620 --> 00:05:37.620]  利美之派,侍奉神的
[00:05:37.620 --> 00:05:41.620]  特別是要在約衛裡面去侍奉的
[00:05:41.620 --> 00:05:47.620]  去教導以色列人神的律法,教導聖經
[00:05:47.620 --> 00:05:52.620]  我們招募這些祭司利美人來到神的約衛
[00:05:52.620 --> 00:05:55.620]  我們迎接神的約衛,回到大衛城
[00:05:55.620 --> 00:05:58.620]  為什麼?他說因為在數羅的年間
[00:05:58.620 --> 00:06:03.620]  我們沒有在約衛面前尋求耶和華
[00:06:03.620 --> 00:06:07.620]  這是一個大時代,是一個問題
[00:06:07.620 --> 00:06:10.620]  大家可能讀的時候不是覺得有問題
[00:06:10.620 --> 00:06:12.620]  但其實這是一個大問題
[00:06:12.620 --> 00:06:14.620]  約衛重要嗎?
[00:06:14.620 --> 00:06:16.620]  你的聖經重要嗎?
[00:06:16.620 --> 00:06:19.620]  約衛不是聖經,約衛是約衛
[00:06:19.620 --> 00:06:20.620]  你的聖經是你的聖經
[00:06:20.620 --> 00:06:22.620]  但約衛是很重要的
[00:06:22.620 --> 00:06:25.620]  以色列人過約但何如何過?
[00:06:25.620 --> 00:06:28.620]  誰先走?約衛先走
[00:06:28.620 --> 00:06:31.620]  打耶利哥城,打不贏怎麼辦?
[00:06:31.620 --> 00:06:34.620]  抬著約衛,來到去環繞著
[00:06:34.620 --> 00:06:38.620]  當以色列人起來向前走,行軍
[00:06:38.620 --> 00:06:41.620]  停下來的時候,是圍繞著約衛
[00:06:41.620 --> 00:06:45.620]  約衛是中心點,是核心
[00:06:45.620 --> 00:06:50.620]  整個以色列民的信仰,約衛應該是核心
[00:06:50.620 --> 00:06:57.620]  現在打贏了,回到出埃及的約書亞基
[00:06:57.620 --> 00:07:01.620]  約書亞帶領以色列人進入迦南
[00:07:01.620 --> 00:07:03.620]  進入迦南之後,可能你不太熟悉
[00:07:03.620 --> 00:07:06.620]  你還在埃及
[00:07:06.620 --> 00:07:10.620]  進入迦南,約衛要放在哪裏?
[00:07:10.620 --> 00:07:12.620]  厲害,我聽到一個「是」字
[00:07:12.620 --> 00:07:15.620]  約衛要放在一個地方叫「是羅」
[00:07:15.620 --> 00:07:17.620]  是耶和華神說的,約衛要放在「是羅」
[00:07:17.620 --> 00:07:18.620]  為甚麼呢?
[00:07:18.620 --> 00:07:21.620]  「是羅」是一個安全的,安息的地方
[00:07:21.620 --> 00:07:23.620]  是一個沒有真正的地方
[00:07:23.620 --> 00:07:26.620]  大家就要來到「是羅」去敬拜神
[00:07:26.620 --> 00:07:28.620]  你又有印象
[00:07:28.620 --> 00:07:32.620]  童子撒姆爾的母親去哪裡求生仔?
[00:07:32.620 --> 00:07:35.620]  有沒有印象?去「是羅」
[00:07:35.620 --> 00:07:36.620]  去哪裡?
[00:07:36.620 --> 00:07:39.620]  去這個「以利」,祭司「以利」那裏
[00:07:39.620 --> 00:07:43.620]  去禱告神,你憐憫我吧,讓我生個兒子吧
[00:07:43.620 --> 00:07:45.620]  生個兒子我就要把他獻成給你
[00:07:45.620 --> 00:07:46.620]  那個是「是羅」
[00:07:46.620 --> 00:07:47.620]  接著呢?
[00:07:47.620 --> 00:07:51.620]  哈拿生了兒子之後,兒子放在哪裏?
[00:07:51.620 --> 00:07:54.620]  放在祭司「以利」那裏
[00:07:54.620 --> 00:07:55.620]  那裏是哪裡?「是羅」
[00:07:55.620 --> 00:07:57.620]  所以約衛應該在哪裏?
[00:07:57.620 --> 00:07:58.620]  「是羅」
[00:07:58.620 --> 00:08:01.620]  「以利」兩個兒子去打仗
[00:08:01.620 --> 00:08:04.620]  打輸了,那怎麼辦?
[00:08:04.620 --> 00:08:07.620]  不如這樣吧,我們拿最先進的軍備去打仗
[00:08:07.620 --> 00:08:10.620]  最先進的軍備是甚麼?
[00:08:10.620 --> 00:08:12.620]  他們覺得最好打的是甚麼?
[00:08:12.620 --> 00:08:13.620]  你有沒有看Marvel片?
[00:08:13.620 --> 00:08:15.620]  最好打的那些是神器
[00:08:15.620 --> 00:08:17.620]  你不知道我說甚麼算了
[00:08:17.620 --> 00:08:19.620]  你們不看那些片
[00:08:19.620 --> 00:08:22.620]  最厲害的武器當然是拿神器出來
[00:08:22.620 --> 00:08:23.620]  拿哪個神器?
[00:08:23.620 --> 00:08:25.620]  拿個藥櫃
[00:08:25.620 --> 00:08:28.620]  「以利」兩個兒子撒姆爾的上
[00:08:28.620 --> 00:08:30.620]  拿了一個藥櫃去打仗
[00:08:30.620 --> 00:08:32.620]  接著發生甚麼事情?
[00:08:32.620 --> 00:08:34.620]  輸了,藥櫃怎麼樣?
[00:08:34.620 --> 00:08:36.620]  被人搶奪了
[00:08:36.620 --> 00:08:39.620]  搶奪了之後,藥櫃去了哪裡?
[00:08:39.620 --> 00:08:41.620]  有沒有印象?
[00:08:41.620 --> 00:08:42.620]  在菲利士境
[00:08:42.620 --> 00:08:44.620]  哇,菲利士人糟糕了
[00:08:44.620 --> 00:08:45.620]  藥櫃真的厲害
[00:08:45.620 --> 00:08:47.620]  藥櫃真的是一個神器
[00:08:47.620 --> 00:08:49.620]  菲利士去到大鬼廟
[00:08:49.620 --> 00:08:51.620]  大鬼廟怎麼樣?
[00:08:51.620 --> 00:08:52.620]  倒在地上
[00:08:52.620 --> 00:08:54.620]  接著菲利士人說不行
[00:08:54.620 --> 00:08:55.620]  藥櫃太厲害了
[00:08:55.620 --> 00:08:57.620]  去更大的城市
[00:08:57.620 --> 00:09:00.620]  更大的神社
[00:09:00.620 --> 00:09:02.620]  壓制勢力
[00:09:02.620 --> 00:09:03.620]  結果呢?
[00:09:03.620 --> 00:09:05.620]  不是神社
[00:09:05.620 --> 00:09:07.620]  嘩,更大的地方
[00:09:07.620 --> 00:09:08.620]  結果呢?
[00:09:08.620 --> 00:09:10.620]  不同的地方有山治莊
[00:09:10.620 --> 00:09:12.620]  有很多的災禍臨到
[00:09:12.620 --> 00:09:14.620]  菲利士人做了一個決定
[00:09:14.620 --> 00:09:16.620]  決定就是要歸還藥櫃
[00:09:16.620 --> 00:09:18.620]  他們敬拜耶路撒沙
[00:09:18.620 --> 00:09:20.620]  耶路撒沙很厲害
[00:09:20.620 --> 00:09:22.620]  我們都要歸還這個藥櫃
[00:09:22.620 --> 00:09:23.620]  怎樣歸還呢?
[00:09:23.620 --> 00:09:25.620]  有沒有印象?
[00:09:25.620 --> 00:09:26.620]  菲利士人就很厲害
[00:09:26.620 --> 00:09:27.620]  他說不如這樣吧
[00:09:27.620 --> 00:09:30.620]  將藥櫃放在一輛牛車上
[00:09:30.620 --> 00:09:33.620]  如果牛車能夠自己回家的話
[00:09:33.620 --> 00:09:36.620]  我們就知道耶和華是活神
[00:09:36.620 --> 00:09:39.620]  這一切的事就來自這個活神
[00:09:39.620 --> 00:09:41.620]  結果牛車會不會回家呢?
[00:09:41.620 --> 00:09:43.620]  會啊
[00:09:43.620 --> 00:09:45.620]  一直自己走回家
[00:09:45.620 --> 00:09:46.620]  然後最終呢
[00:09:46.620 --> 00:09:48.620]  輾轉折射
[00:09:48.620 --> 00:09:50.620]  最終去到一個地方叫耶林基烈
[00:09:50.620 --> 00:09:51.620]  那個地方
[00:09:51.620 --> 00:09:55.620]  給一家人照顧了神的藥櫃
[00:09:55.620 --> 00:09:57.620]  但是問題就在這裡
[00:09:57.620 --> 00:09:59.620]  在耶林基烈這麼多年
[00:09:59.620 --> 00:10:01.620]  包括薩姆爾的年代
[00:10:01.620 --> 00:10:03.620]  包括蘇羅的年代
[00:10:03.620 --> 00:10:06.620]  以色列人是沒有去耶林基烈
[00:10:06.620 --> 00:10:08.620]  做禮拜的
[00:10:08.620 --> 00:10:09.620]  是問題來的
[00:10:09.620 --> 00:10:10.620]  他們忘記了神
[00:10:10.620 --> 00:10:12.620]  這個信仰的核心
[00:10:12.620 --> 00:10:14.620]  竟然就在蘇羅的年間
[00:10:14.620 --> 00:10:17.620]  以色列人就傳言來忘記了
[00:10:17.620 --> 00:10:18.620]  我考考你
[00:10:18.620 --> 00:10:20.620]  我猜你們都沒有
[00:10:20.620 --> 00:10:23.620]  有沒有人養過牛啊?
[00:10:23.620 --> 00:10:25.620]  養雞也少吧
[00:10:25.620 --> 00:10:26.620]  養牛
[00:10:26.620 --> 00:10:28.620]  我講這個問題也是笑話
[00:10:28.620 --> 00:10:29.620]  我小時候
[00:10:29.620 --> 00:10:31.620]  好像也有距離
[00:10:31.620 --> 00:10:32.620]  我小時候
[00:10:32.620 --> 00:10:34.620]  我回大陸拜山
[00:10:34.620 --> 00:10:36.620]  旅行那些
[00:10:36.620 --> 00:10:37.620]  小時候
[00:10:37.620 --> 00:10:41.620]  我爸爸的家鄉是耕田的
[00:10:41.620 --> 00:10:43.620]  所以是有牛的
[00:10:43.620 --> 00:10:45.620]  那些牛是怎樣的?
[00:10:45.620 --> 00:10:46.620]  是不是很喜歡動啊
[00:10:46.620 --> 00:10:47.620]  到處跑啊?
[00:10:47.620 --> 00:10:48.620]  那些牛很有趣的
[00:10:48.620 --> 00:10:49.620]  是不會動的
[00:10:49.620 --> 00:10:51.620]  你真的用腳踢它
[00:10:51.620 --> 00:10:52.620]  不過我不敢
[00:10:52.620 --> 00:10:54.620]  踢它也不會動
[00:10:54.620 --> 00:10:55.620]  推它也不會動
[00:10:55.620 --> 00:10:57.620]  我再講一個笑話給你聽
[00:10:57.620 --> 00:10:59.620]  我大學是讀菇的
[00:10:59.620 --> 00:11:00.620]  Fungus
[00:11:00.620 --> 00:11:01.620]  我讀哪種Fungus呢?
[00:11:01.620 --> 00:11:03.620]  我是讀屎菇的
[00:11:03.620 --> 00:11:05.620]  知道什麼叫屎菇嗎?
[00:11:05.620 --> 00:11:06.620]  就是在屎上面
[00:11:06.620 --> 00:11:08.620]  糞便上面的菇
[00:11:08.620 --> 00:11:10.620]  那時候大學
[00:11:10.620 --> 00:11:12.620]  我們在香港就讀
[00:11:12.620 --> 00:11:16.620]  要研究屎菇的特徵
[00:11:16.620 --> 00:11:19.620]  就是你一定要拿新鮮的屎
[00:11:19.620 --> 00:11:21.620]  因為contaminated
[00:11:21.620 --> 00:11:22.620]  你放兩天
[00:11:22.620 --> 00:11:24.620]  裡面就有很多東西了
[00:11:24.620 --> 00:11:26.620]  我們要拿最新鮮的屎
[00:11:26.620 --> 00:11:27.620]  所以不要介意
[00:11:27.620 --> 00:11:29.620]  我又坐在那裡看
[00:11:29.620 --> 00:11:31.620]  看著那隻牛
[00:11:31.620 --> 00:11:34.620]  看它什麼時候有新鮮的東西給我
[00:11:34.620 --> 00:11:37.620]  那隻牛是不會動的
[00:11:37.620 --> 00:11:39.620]  在香港其實有很多牛
[00:11:39.620 --> 00:11:41.620]  那隻牛是不會動的
[00:11:41.620 --> 00:11:42.620]  拿完屎菇
[00:11:42.620 --> 00:11:43.620]  再講兩句
[00:11:43.620 --> 00:11:45.620]  我們那些實驗很有趣
[00:11:45.620 --> 00:11:47.620]  就要拿到實驗室
[00:11:47.620 --> 00:11:49.620]  放在防菌箱
[00:11:49.620 --> 00:11:51.620]  然後用水噴濕它
[00:11:51.620 --> 00:11:53.620]  噴濕它之後就放在眼前
[00:11:53.620 --> 00:11:58.620]  拿一個四倍的放大鏡
[00:11:58.620 --> 00:12:02.620]  每天對著它來研究那一坨東西
[00:12:02.620 --> 00:12:03.620]  很開心的
[00:12:03.620 --> 00:12:05.620]  我讀大學這個研究
[00:12:05.620 --> 00:12:06.620]  重點是什麼?
[00:12:06.620 --> 00:12:08.620]  重點是牛是不會動的
[00:12:08.620 --> 00:12:09.620]  所以以色列人呢?
[00:12:09.620 --> 00:12:12.620]  所以菲利士人就去認定
[00:12:12.620 --> 00:12:14.620]  這個神是一個活神
[00:12:14.620 --> 00:12:16.620]  但問題在這裡
[00:12:16.620 --> 00:12:18.620]  問題是在掃羅的年間
[00:12:18.620 --> 00:12:21.620]  以色列人沒有在神的約桂面前
[00:12:21.620 --> 00:12:22.620]  去尋求
[00:12:22.620 --> 00:12:24.620]  去求問耶路亞神
[00:12:24.620 --> 00:12:25.620]  這是一個問題
[00:12:25.620 --> 00:12:26.620]  但大衛他厲害了
[00:12:26.620 --> 00:12:28.620]  大衛他得覺了
[00:12:28.620 --> 00:12:29.620]  他贏了
[00:12:29.620 --> 00:12:33.620]  他就說我要招聚所有的祭司利美人回來
[00:12:33.620 --> 00:12:34.620]  這裡有個問題
[00:12:34.620 --> 00:12:37.620]  為什麼要祭司利美人回來?
[00:12:37.620 --> 00:12:40.620]  那些祭司利美人去了哪裡?
[00:12:40.620 --> 00:12:42.620]  因為在掃羅
[00:12:42.620 --> 00:12:45.620]  或者在掃羅之前的士司年代
[00:12:45.620 --> 00:12:48.620]  士司是一個黃金歲月
[00:12:48.620 --> 00:12:50.620]  是一個越來越差的時代
[00:12:50.620 --> 00:12:53.620]  有沒有讀過士司記?
[00:12:53.620 --> 00:12:54.620]  士司記告訴我們
[00:12:54.620 --> 00:12:58.620]  是一代不如一代不如一代
[00:12:58.620 --> 00:13:00.620]  而在士司記裡面
[00:13:00.620 --> 00:13:03.620]  最慘的那群人就叫利美人
[00:13:03.620 --> 00:13:04.620]  知道為什麼嗎?
[00:13:04.620 --> 00:13:06.620]  他無糞無孽
[00:13:06.620 --> 00:13:07.620]  他沒有土產的
[00:13:07.620 --> 00:13:09.620]  但以色列人不經耶路亞神
[00:13:09.620 --> 00:13:12.620]  所以利美人是沒有糧出的
[00:13:12.620 --> 00:13:14.620]  利美人又無糞無孽
[00:13:14.620 --> 00:13:16.620]  又沒有糧又沒有奉獻的時候
[00:13:16.620 --> 00:13:20.620]  利美人就淪落到不同的地方裡面
[00:13:20.620 --> 00:13:23.620]  做一些很低賤的工作
[00:13:23.620 --> 00:13:24.620]  大衛得覺了
[00:13:24.620 --> 00:13:26.620]  他要敬拜神
[00:13:26.620 --> 00:13:27.620]  他要拿回一個藥櫃回來
[00:13:27.620 --> 00:13:30.620]  他還要招募那些很慘
[00:13:30.620 --> 00:13:33.620]  那些很卑賤的祭司利美人回來
[00:13:33.620 --> 00:13:35.620]  所以大衛做了一件好事
[00:13:35.620 --> 00:13:37.620]  於是第五節
[00:13:37.620 --> 00:13:38.620]  你看我讀
[00:13:38.620 --> 00:13:44.620]  他就將以色列人從埃及的西歇河直到哈馬口都招聚了回來
[00:13:44.620 --> 00:13:46.620]  就要從基烈耶林
[00:13:46.620 --> 00:13:47.620]  剛才說過了
[00:13:47.620 --> 00:13:49.620]  在基烈耶林有耶和華神的藥櫃
[00:13:49.620 --> 00:13:51.620]  將神的藥櫃要運過來
[00:13:51.620 --> 00:13:55.620]  大衛就率領群眾上到基烈耶林
[00:13:55.620 --> 00:13:57.620]  就要將藥櫃運來
[00:13:57.620 --> 00:14:02.620]  藥櫃就是坐在二基路伯上耶和華神留名的藥櫃
[00:14:02.620 --> 00:14:03.620]  第七節
[00:14:03.620 --> 00:14:05.620]  他們將神的藥櫃
[00:14:05.620 --> 00:14:10.620]  從阿比拿達的家裡抬出來
[00:14:10.620 --> 00:14:13.620]  放在新車上
[00:14:13.620 --> 00:14:16.620]  烏撒和阿希約就趕車
[00:14:16.620 --> 00:14:27.620]  大衛和以色列人眾人在神面前用琴瑟鼓號作樂極力跳舞
[00:14:27.620 --> 00:14:28.620]  先問一個問題
[00:14:28.620 --> 00:14:29.620]  讀了一段聖經
[00:14:29.620 --> 00:14:31.620]  大衛是否有備而戰
[00:14:32.620 --> 00:14:34.620]  當然有備而戰
[00:14:34.620 --> 00:14:36.620]  他預備了新車
[00:14:36.620 --> 00:14:37.620]  是好東西
[00:14:37.620 --> 00:14:39.620]  預備了新車補賣
[00:14:39.620 --> 00:14:41.620]  當然不是
[00:14:41.620 --> 00:14:43.620]  預備了新車貴的
[00:14:43.620 --> 00:14:44.620]  他用牛車
[00:14:44.620 --> 00:14:46.620]  用兩車牛去抬車
[00:14:46.620 --> 00:14:47.620]  預備了新車
[00:14:47.620 --> 00:14:49.620]  大衛有備而戰
[00:14:49.620 --> 00:14:51.620]  大衛招聚了眾人來
[00:14:51.620 --> 00:14:55.620]  招聚眾民一齊來歡迎神的藥櫃
[00:14:55.620 --> 00:14:57.620]  還有大衛有他的音樂團隊
[00:14:57.620 --> 00:14:58.620]  大衛是音樂人
[00:14:58.620 --> 00:14:59.620]  有什麼
[00:14:59.620 --> 00:15:02.620]  琴瑟鼓樂號
[00:15:02.620 --> 00:15:03.620]  今天我們有敬拜隊
[00:15:03.620 --> 00:15:04.620]  想一想
[00:15:04.620 --> 00:15:07.620]  琴瑟鼓號
[00:15:07.620 --> 00:15:08.620]  還有個拔
[00:15:08.620 --> 00:15:10.620]  琴瑟鼓拔號
[00:15:10.620 --> 00:15:12.620]  厲害嗎
[00:15:12.620 --> 00:15:17.620]  在耶林基烈去到耶路撒冷大衛城
[00:15:17.620 --> 00:15:20.620]  大約六個小時起碼
[00:15:20.620 --> 00:15:24.620]  即是說大衛的音樂團隊預備了多久的敬拜
[00:15:24.620 --> 00:15:26.620]  你們想一想
[00:15:26.620 --> 00:15:28.620]  預備六個小時的敬拜
[00:15:28.620 --> 00:15:29.620]  要跳舞的
[00:15:29.620 --> 00:15:31.620]  琴瑟鼓拔號
[00:15:31.620 --> 00:15:33.620]  辛苦嗎
[00:15:33.620 --> 00:15:35.620]  辛苦的
[00:15:35.620 --> 00:15:37.620]  大衛是不是有備而戰
[00:15:37.620 --> 00:15:38.620]  是
[00:15:38.620 --> 00:15:39.620]  大衛招聚了那些人
[00:15:39.620 --> 00:15:41.620]  祭司利微人
[00:15:41.620 --> 00:15:44.620]  有備而戰來接耶路撒冷的藥櫃
[00:15:44.620 --> 00:15:45.620]  大衛是好人
[00:15:45.620 --> 00:15:47.620]  好了 發生一件事
[00:15:47.620 --> 00:15:50.620]  有備而戰到了基頓的和場
[00:15:50.620 --> 00:15:52.620]  因為牛塞前提
[00:15:52.620 --> 00:15:53.620]  因為是牛車
[00:15:53.620 --> 00:15:54.620]  牛塞前提
[00:15:54.620 --> 00:15:55.620]  一個好人
[00:15:55.620 --> 00:15:58.620]  烏煞伸手扶著神的藥櫃
[00:15:58.620 --> 00:16:01.620]  比利你會不會伸手扶呢
[00:16:01.620 --> 00:16:03.620]  想想吧
[00:16:03.620 --> 00:16:05.620]  其實比利我也會
[00:16:05.620 --> 00:16:07.620]  伸手扶藥櫃有沒有錯呢
[00:16:07.620 --> 00:16:09.620]  有沒有
[00:16:09.620 --> 00:16:14.620]  烏煞伸手扶耶和華神的藥櫃
[00:16:14.620 --> 00:16:16.620]  耶和華向他發怒
[00:16:16.620 --> 00:16:21.620]  因他伸手扶著藥櫃擊殺了他
[00:16:21.620 --> 00:16:24.620]  他就死在耶和華神的面前
[00:16:24.620 --> 00:16:27.620]  大衛就因為耶和華擊殺烏煞
[00:16:27.620 --> 00:16:29.620]  心裡受煩
[00:16:29.620 --> 00:16:31.620]  心裡受煩原文是心裡憤怒
[00:16:31.620 --> 00:16:33.620]  心裡很憤怒
[00:16:33.620 --> 00:16:36.620]  就稱那地方為比利斯烏煞
[00:16:36.620 --> 00:16:38.620]  因為直到今天
[00:16:38.620 --> 00:16:40.620]  大衛心裡很怕神
[00:16:40.620 --> 00:16:43.620]  神的藥櫃怎麼可以運到我家呢
[00:16:43.620 --> 00:16:45.620]  這裡有一個神學的問題
[00:16:45.620 --> 00:16:46.620]  我們要明白聖經
[00:16:46.620 --> 00:16:48.620]  我們要明白背景
[00:16:48.620 --> 00:16:49.620]  這個問題就是
[00:16:49.620 --> 00:16:52.620]  為什麼耶和華神要擊殺烏煞呢
[00:16:52.620 --> 00:16:54.620]  坦白說
[00:16:54.620 --> 00:16:56.620]  今天被我們傳道人
[00:16:56.620 --> 00:16:57.620]  被Alton去到
[00:16:57.620 --> 00:16:59.620]  如果神的藥櫃要趴下
[00:16:59.620 --> 00:17:00.620]  怎樣呢
[00:17:00.620 --> 00:17:01.620]  接不接呢
[00:17:01.620 --> 00:17:02.620]  當然接了
[00:17:02.620 --> 00:17:04.620]  有得不接的嗎
[00:17:04.620 --> 00:17:05.620]  接的那個怎樣呢
[00:17:05.620 --> 00:17:07.620]  擊殺
[00:17:07.620 --> 00:17:09.620]  你怎樣回答這個問題呢
[00:17:09.620 --> 00:17:13.620]  這個問題就是因為大衛
[00:17:13.620 --> 00:17:15.620]  和他的團隊
[00:17:15.620 --> 00:17:17.620]  不懂神學
[00:17:17.620 --> 00:17:20.620]  究竟
[00:17:20.620 --> 00:17:23.620]  神的藥櫃要怎樣運
[00:17:23.620 --> 00:17:25.620]  有沒有印象
[00:17:25.620 --> 00:17:28.620]  如果我們讀聖經讀得通的話
[00:17:28.620 --> 00:17:30.620]  讀得準的話
[00:17:30.620 --> 00:17:33.620]  神的藥櫃是不是用牛來抬的
[00:17:33.620 --> 00:17:34.620]  不是的
[00:17:34.620 --> 00:17:37.620]  神的藥櫃不用牛來抬的
[00:17:37.620 --> 00:17:41.620]  為什麼大衛要用牛來抬神的藥櫃
[00:17:41.620 --> 00:17:44.620]  因為他抄誰
[00:17:44.620 --> 00:17:46.620]  抄非利士人
[00:17:46.620 --> 00:17:47.620]  非利士人沒有讀聖經
[00:17:47.620 --> 00:17:48.620]  非利士人不懂抬東西
[00:17:48.620 --> 00:17:49.620]  神的藥櫃
[00:17:49.620 --> 00:17:52.620]  所以非利士人是用牛車來抬的
