
[00:00:00.000 --> 00:00:06.200]  今晚繼續是重見之恩的訊息系列
[00:01:56.440 --> 00:02:00.440]  我估計我們大部分都是X世代
[00:02:00.440 --> 00:02:03.440]  嬰兒潮一代,沉默一代
[00:02:03.440 --> 00:02:05.440]  主要是這幾代
[00:02:05.440 --> 00:02:07.440]  還有最偉大一代
[00:02:07.440 --> 00:02:09.440]  最偉大一代是少見的
[00:02:09.440 --> 00:02:11.440]  如果他們仍然在生的話
[00:02:11.440 --> 00:02:15.440]  都接近100歲了
[00:02:15.440 --> 00:02:18.440]  他們的內容我不知道你認不認同
[00:02:18.440 --> 00:02:20.440]  其中一些讀給大家聽
[00:02:23.440 --> 00:02:26.440]  如果是Y世代的話
[00:02:26.440 --> 00:02:33.440]  適逢經濟全球化和科技蓬勃的年代
[00:02:33.440 --> 00:02:37.440]  著重的是工作和生活平衡
[00:02:37.440 --> 00:02:40.440]  工作人生追求有意義
[00:02:40.440 --> 00:02:42.440]  和要個人成長
[00:02:42.440 --> 00:02:45.440]  對這班人士是說這方面
[00:02:45.440 --> 00:02:48.440]  第二個是X世代
[00:02:48.440 --> 00:02:55.440]  他們正正是在數碼科技發展之前的世代
[00:02:55.440 --> 00:02:57.440]  他們有幾個特點
[00:02:57.440 --> 00:03:01.440]  獨立、實際、創新精神
[00:03:01.440 --> 00:03:05.440]  並且對工作有很高的忠誠度
[00:03:05.440 --> 00:03:08.440]  接著是嬰兒潮
[00:03:08.440 --> 00:03:12.440]  現在香港人口最多是這個
[00:03:12.440 --> 00:03:14.440]  超過100萬
[00:03:14.440 --> 00:03:16.440]  嬰兒潮這個階段
[00:03:16.440 --> 00:03:20.440]  他們是戰後出生的大量人口
[00:03:20.440 --> 00:03:24.440]  特點是穩重、有責任感、對工作奉獻精神
[00:03:24.440 --> 00:03:28.440]  以傳統價值觀為基礎
[00:03:28.440 --> 00:03:30.440]  很注重穩定性
[00:03:30.440 --> 00:03:33.440]  但亦很想有升遷的機會
[00:03:33.440 --> 00:03:35.440]  我不知道大家認不認同
[00:03:35.440 --> 00:03:37.440]  最後一個
[00:03:37.440 --> 00:03:40.440]  有機會有弟兄姊妹這個年紀
[00:03:40.440 --> 00:03:41.440]  沉默一代
[00:03:41.440 --> 00:03:43.440]  1928年至1945年
[00:03:43.440 --> 00:03:44.440]  有沒有?
[00:03:44.440 --> 00:03:46.440]  不要省下讀
[00:03:46.440 --> 00:03:49.440]  讀幾句
[00:03:49.440 --> 00:03:54.440]  這個就是在第二次世界大戰之後的一代
[00:03:54.440 --> 00:03:57.440]  這一代的特點是堅毅、勤勞
[00:03:57.440 --> 00:04:01.440]  以及對價值觀很堅守的一代
[00:04:01.440 --> 00:04:05.440]  特別是注重紀律和組織
[00:04:05.440 --> 00:04:10.440]  無論我們是屬於哪個世代
[00:04:10.440 --> 00:04:12.440]  你認不認同都好
[00:04:12.440 --> 00:04:14.440]  我們都在演變
[00:04:14.440 --> 00:04:16.440]  不是說一來到就說沒有了
[00:04:16.440 --> 00:04:18.440]  去到終點了
[00:04:18.440 --> 00:04:20.440]  究竟下一個站要怎樣走下去呢?
[00:04:20.440 --> 00:04:22.440]  下一里路我們怎樣走呢?
[00:04:22.440 --> 00:04:24.440]  很想大家一起低頭
[00:04:24.440 --> 00:04:26.440]  我們先一起禱告
[00:04:26.440 --> 00:04:31.440]  主耶穌說感謝你
[00:04:31.440 --> 00:04:34.440]  讓我們能夠成為你的追隨者
[00:04:34.440 --> 00:04:37.440]  繼續透過重建之恩系列的訊息
[00:04:37.440 --> 00:04:40.440]  讓我們有借鏡、有指引
[00:04:40.440 --> 00:04:43.440]  求祢賜我們柔軟的心
[00:04:43.440 --> 00:04:45.440]  能夠去聽、去分辨
[00:04:45.440 --> 00:04:47.440]  祢向我們心靈的說話
[00:04:47.440 --> 00:04:49.440]  又賜我們能力
[00:04:49.440 --> 00:04:53.440]  在我們的家庭、工作、日常去活出來
[00:04:53.440 --> 00:04:56.440]  求祢去閱立我們的禱告
[00:04:56.440 --> 00:04:57.440]  聽我們禱告奉主名求
[00:04:57.440 --> 00:04:58.440]  阿門
[00:04:58.440 --> 00:05:04.440]  本身今晚這個講壇的訊息
[00:05:04.440 --> 00:05:06.440]  是比較長的經文
[00:05:06.440 --> 00:05:08.440]  是11到12章
[00:05:08.440 --> 00:05:10.440]  有幾十節的
[00:05:10.440 --> 00:05:11.440]  有七、八十節的
[00:05:11.440 --> 00:05:12.440]  因為太長
[00:05:12.440 --> 00:05:14.440]  所以我選讀了一段
[00:05:14.440 --> 00:05:15.440]  選讀了
[00:05:15.440 --> 00:05:17.440]  大家在程序表上有寫
[00:05:17.440 --> 00:05:18.440]  就是12章
[00:05:18.440 --> 00:05:22.440]  27到47節的
[00:05:22.440 --> 00:05:24.440]  重建之恩系列
[00:05:24.440 --> 00:05:27.440]  接近在書卷裡的尾聲
[00:05:27.440 --> 00:05:30.440]  生命的重建是一生之久
[00:05:30.440 --> 00:05:34.440]  我記得我們跟自己比較就好了
[00:05:34.440 --> 00:05:36.440]  不是跟隔壁那個
[00:05:36.440 --> 00:05:37.440]  隔壁那個不關你的事
[00:05:37.440 --> 00:05:39.440]  耶穌說與你何干
[00:05:39.440 --> 00:05:40.440]  你只管跟隨我
[00:05:40.440 --> 00:05:41.440]  跟自己比較
[00:05:41.440 --> 00:05:43.440]  今年的我比昔日
[00:05:43.440 --> 00:05:45.440]  過去的我更加好
[00:05:45.440 --> 00:05:46.440]  已經OK了
[00:05:46.440 --> 00:05:47.440]  很好
[00:05:47.440 --> 00:05:49.440]  這段很直接的說
[00:05:49.440 --> 00:05:52.440]  它有一個經文的主題
[00:05:52.440 --> 00:05:53.440]  經文的主題是
[00:05:53.440 --> 00:05:55.440]  誠詳奉獻禮
[00:05:55.440 --> 00:05:57.440]  誠詳奉獻禮
[00:05:57.440 --> 00:05:59.440]  這是和修版給我們的譯法
[00:05:59.440 --> 00:06:01.440]  奉獻的人是誰呢
[00:06:01.440 --> 00:06:03.440]  雖然這段經文是說
[00:06:03.440 --> 00:06:05.440]  好像跟以色列人說
[00:06:05.440 --> 00:06:07.440]  究竟和我們有什麼關係呢
[00:06:07.440 --> 00:06:09.440]  我相信和我們都有關係
[00:06:09.440 --> 00:06:13.440]  因為我們全部都可以成為奉獻的人
[00:06:13.440 --> 00:06:16.440]  奉獻不只是說錢
[00:06:16.440 --> 00:06:18.440]  不只是說這些
[00:06:18.440 --> 00:06:20.440]  是說其他所有的
[00:06:20.440 --> 00:06:21.440]  神給我們的東西
[00:06:21.440 --> 00:06:23.440]  我們去回饋給他
[00:06:23.440 --> 00:06:25.440]  所有去信耶穌的人
[00:06:25.440 --> 00:06:26.440]  重新得救的人
[00:06:26.440 --> 00:06:28.440]  我們都可以是奉獻的人
[00:06:28.440 --> 00:06:30.440]  而奉獻是加深了我們
[00:06:30.440 --> 00:06:32.440]  無論是師哥還是老人
[00:06:32.440 --> 00:06:35.440]  讓我們和神之間的交流
[00:06:35.440 --> 00:06:37.440]  更加親近、更加親密
[00:06:37.440 --> 00:06:40.440]  當中我有三個重點
[00:06:40.440 --> 00:06:42.440]  和大家一起去思考
[00:06:42.440 --> 00:06:45.440]  究竟去做奉獻
[00:06:45.440 --> 00:06:47.440]  獻身也好
[00:06:47.440 --> 00:06:48.440]  去分別出來
[00:06:48.440 --> 00:06:50.440]  為神使用也好的時候
[00:06:50.440 --> 00:06:53.440]  有什麼地方要去留意
[00:06:53.440 --> 00:06:57.440]  之前我們在這個晚堂訊息
[00:06:57.440 --> 00:06:59.440]  讀這個讀經的時候
[00:06:59.440 --> 00:07:02.440]  有很多種讀法
[00:07:02.440 --> 00:07:07.440]  有一次Grace傳道和我們讀
[00:07:07.440 --> 00:07:08.440]  讀了很長的時間
[00:07:08.440 --> 00:07:09.440]  那次是很厲害的
[00:07:09.440 --> 00:07:11.440]  大家也在那裡
[00:07:11.440 --> 00:07:12.440]  記不記得
[00:07:12.440 --> 00:07:13.440]  分了很多個
[00:07:13.440 --> 00:07:16.440]  讀了接近15分鐘
[00:07:16.440 --> 00:07:18.440]  讀完所有聖經
[00:07:18.440 --> 00:07:22.440]  上次Chris傳道又有不同的讀法
[00:07:22.440 --> 00:07:26.440]  有一次Eman又帶給我們不同的讀法
[00:07:26.440 --> 00:07:29.440]  我這次精簡一點
[00:07:29.440 --> 00:07:31.440]  解那裡就讀那裡
[00:07:31.440 --> 00:07:33.440]  不過在讀經之前
[00:07:33.440 --> 00:07:36.440]  也想邀請大家
[00:07:36.440 --> 00:07:39.440]  有片刻的安靜禱告
[00:07:39.440 --> 00:07:40.440]  你自己心裡
[00:07:40.440 --> 00:07:42.440]  先向神祈禱
[00:07:42.440 --> 00:07:45.440]  你想神今晚透過聖經
[00:07:45.440 --> 00:07:47.440]  有沒有什麼想和你說話
[00:07:47.440 --> 00:07:49.440]  去解答你
[00:07:49.440 --> 00:07:51.440]  30秒就可以了
[00:07:52.440 --> 00:07:54.440]  (30秒)
[00:07:55.440 --> 00:07:57.440]  (30秒)
[00:07:57.440 --> 00:07:59.440]  (30秒)
[00:07:59.440 --> 00:08:01.440]  (30秒)
[00:08:01.440 --> 00:08:03.440]  (30秒)
[00:08:03.440 --> 00:08:05.440]  (30秒)
[00:08:05.440 --> 00:08:07.440]  感謝天父
[00:08:07.440 --> 00:08:09.440]  我們將心聲心願都呈現你面前
[00:08:09.440 --> 00:08:11.440]  按你自己的心意
[00:08:11.440 --> 00:08:13.440]  滿足去帶領
[00:08:13.440 --> 00:08:14.440]  供應我們所需
[00:08:14.440 --> 00:08:15.440]  叫我們有能力
[00:08:15.440 --> 00:08:17.440]  去走出來
[00:08:17.440 --> 00:08:18.440]  願你明德稱讚
[00:08:18.440 --> 00:08:19.440]  聽我們禱告
[00:08:19.440 --> 00:08:20.440]  奉主明求
[00:08:20.440 --> 00:08:23.440]  我們一起去讀
[00:08:23.440 --> 00:08:25.440]  第一段落的經文
[00:08:25.440 --> 00:08:29.440]  記載在十二章二十七到三十節
[00:08:29.440 --> 00:08:32.440]  我們看到就一起讀出
[00:08:32.440 --> 00:08:34.440]  一二三
[00:08:34.440 --> 00:08:36.440]  為耶路撒冷盛場
[00:08:36.440 --> 00:08:38.440]  行奉獻禮的時候
[00:08:38.440 --> 00:08:41.440]  眾人把各處的利美人
[00:08:41.440 --> 00:08:43.440]  召到耶路撒冷
[00:08:43.440 --> 00:08:46.440]  要以清姐歌唱
[00:08:46.440 --> 00:08:49.440]  敲拔鼓瑟彈琴
[00:08:49.440 --> 00:08:52.440]  起落地行奉獻禮
[00:08:52.440 --> 00:08:54.440]  歌唱的人
[00:08:54.440 --> 00:08:57.440]  從耶路撒冷周圍聚集
[00:08:57.440 --> 00:09:00.440]  從彌陀佛人的村莊
[00:09:00.440 --> 00:09:04.440]  伯吉格以及嘉巴和
[00:09:04.440 --> 00:09:07.440]  阿斯瑪佛的田地而來
[00:09:07.440 --> 00:09:09.440]  因為歌唱的人
[00:09:09.440 --> 00:09:14.440]  在耶路撒冷周圍為自己建立了村莊
[00:09:14.440 --> 00:09:17.440]  祭司和利美人就潔淨自己
[00:09:17.440 --> 00:09:19.440]  也潔淨百姓
[00:09:19.440 --> 00:09:22.440]  以及城門和城牆
[00:09:22.440 --> 00:09:25.440]  這一段
[00:09:25.440 --> 00:09:28.440]  告訴我們城牆奉獻禮
[00:09:28.440 --> 00:09:31.440]  有一幅很美的圖畫
[00:09:31.440 --> 00:09:35.440]  首先我們要留意這個圖畫有什麼人參與
[00:09:35.440 --> 00:09:38.440]  很明顯看到有眾人
[00:09:38.440 --> 00:09:40.440]  利美人
[00:09:40.440 --> 00:09:41.440]  歌唱的人
[00:09:41.440 --> 00:09:42.440]  祭司
[00:09:42.440 --> 00:09:43.440]  利美人
[00:09:43.440 --> 00:09:44.440]  百姓
[00:09:44.440 --> 00:09:47.440]  最重要的是他們做了一件事
[00:09:47.440 --> 00:09:48.440]  做了什麼呢?
[00:09:48.440 --> 00:09:54.440]  眾人招聚利美人來到耶路撒冷
[00:09:54.440 --> 00:09:58.440]  歌唱的人聚集在耶路撒冷
[00:09:58.440 --> 00:10:03.440]  祭司、利美人、百姓都要被潔淨
[00:10:03.440 --> 00:10:05.440]  第一點
[00:10:05.440 --> 00:10:08.440]  我們做奉獻的人
[00:10:08.440 --> 00:10:11.440]  是要被潔淨
[00:10:11.440 --> 00:10:13.440]  不是靠自己
[00:10:13.440 --> 00:10:16.440]  我們有很多好東西來敬拜神
[00:10:16.440 --> 00:10:17.440]  或者親近神
[00:10:17.440 --> 00:10:18.440]  奉獻給神
[00:10:18.440 --> 00:10:19.440]  不是
[00:10:19.440 --> 00:10:21.440]  是先被潔淨
[00:10:21.440 --> 00:10:25.440]  並且告訴他們這群人之間有些關係
[00:10:25.440 --> 00:10:31.440]  眾人在各處的利美人中召喚他們回來
[00:10:31.440 --> 00:10:35.440]  即是說他們已經預備好了
[00:10:35.440 --> 00:10:39.440]  是他們召喚其他人回來工作
[00:10:39.440 --> 00:10:41.440]  反過來
[00:10:41.440 --> 00:10:45.440]  利美之派是侍奉神
[00:10:45.440 --> 00:10:48.440]  特別是十二之派中被揀選侍奉神的人
[00:10:48.440 --> 00:10:53.440]  但其他支派的人卻是叫他們回來
[00:10:53.440 --> 00:10:56.440]  氣氛在當時已經有所不同
[00:10:56.440 --> 00:10:58.440]  他們回來後
[00:10:58.440 --> 00:11:00.440]  並不是靠自己回來
[00:11:00.440 --> 00:11:02.440]  是看聖經的說話
[00:11:02.440 --> 00:11:06.440]  用神接納的方式來敬拜
[00:11:06.440 --> 00:11:09.440]  這裡很快看到有幾個簡單的字
[00:11:09.440 --> 00:11:17.440]  用「稱謝」「歌唱」「敲拔」「鼓瑟」「彈琴」「起落地」「行奉獻禮」
[00:11:17.440 --> 00:11:20.440]  而「稱謝」「歌唱」「敲拔」「鼓瑟」「彈琴」
[00:11:20.440 --> 00:11:25.440]  是大衛所定的聖殿的讚美方式
[00:11:25.440 --> 00:11:29.440]  在歷代至上二十五章第一節中所說
[00:11:29.440 --> 00:11:30.440]  我讀給大家聽
[00:11:30.440 --> 00:11:33.440]  大衛和侍奉團隊的眾領袖
[00:11:33.440 --> 00:11:36.440]  分派阿薩希曼以及耶稣頓的子孫
[00:11:36.440 --> 00:11:41.440]  唱歌以彈琴、鼓瑟、敲拔、伴奏
[00:11:41.440 --> 00:11:44.440]  都在他們父親耶稣頓的指導下
[00:11:44.440 --> 00:11:51.440]  唱歌以彈琴、伴奏、稱謝、頌揚、夜和華
[00:11:51.440 --> 00:11:55.440]  這裡可以看到大部分的樂器都已經存在
[00:11:55.440 --> 00:11:57.440]  但有一種樂器是沒有的
[00:11:57.440 --> 00:11:58.440]  特別不提的
[00:11:58.440 --> 00:12:00.440]  大家留意到是什麼嗎?
[00:12:00.440 --> 00:12:02.440]  在這裡說的是舊日聖經
[00:12:02.440 --> 00:12:04.440]  就是鼓
[00:12:04.440 --> 00:12:06.440]  沒有了鼓
[00:12:06.440 --> 00:12:09.440]  因為鼓是很打仗的模式
[00:12:09.440 --> 00:12:14.440]  是讓人感覺很振奮、很興奮、很情緒主導了
[00:12:14.440 --> 00:12:16.440]  但在這個時刻
[00:12:16.440 --> 00:12:19.440]  原來他們用神給他們的敬拜模式
[00:12:19.440 --> 00:12:22.440]  不是用這些東西去刺激人
[00:12:22.440 --> 00:12:26.440]  反過來用剛才那些樂器去做
[00:12:26.440 --> 00:12:28.440]  因為他們有用鼓的時候
[00:12:28.440 --> 00:12:31.440]  記載在《撒慕爾記》上十八章第六節
[00:12:31.440 --> 00:12:36.440]  就是當大衛打倒了巨人哥利亞的時候
[00:12:36.440 --> 00:12:39.440]  婦女在唱歌
[00:12:39.440 --> 00:12:41.440]  大衛殺死了多少人?
[00:12:41.440 --> 00:12:44.440]  萬萬,數來就殺千千
[00:12:44.440 --> 00:12:47.440]  那時候他們就在看大鑼大鼓
[00:12:47.440 --> 00:12:51.440]  可以說是很情緒、很血氣
[00:12:51.440 --> 00:12:52.440]  但原來不是
[00:12:52.440 --> 00:12:57.440]  在這裡他們的敬拜方式是用神值先知的方式
[00:12:57.440 --> 00:13:01.440]  所以這幾個字雖然說起來好像沒什麼特別
[00:13:01.440 --> 00:13:05.440]  但原來特別是跟大衛當時所定的方式
[00:13:05.440 --> 00:13:07.440]  來敬拜神
[00:13:07.440 --> 00:13:10.440]  並且當這群利民人都預備好自己的時候
[00:13:10.440 --> 00:13:17.440]  他們就一起在這個合適時機來做這個城牆奉獻禮
[00:13:17.440 --> 00:13:20.440]  耶路撒冷城牆被毀了
[00:13:20.440 --> 00:13:22.440]  當時之前
[00:13:22.440 --> 00:13:27.440]  象徵著神在地上的見證是荒涼了
[00:13:27.440 --> 00:13:29.440]  但現在城牆重建
[00:13:29.440 --> 00:13:32.440]  也代表神在地上的見證
[00:13:32.440 --> 00:13:35.440]  當時要恢復起來
[00:13:35.440 --> 00:13:39.440]  因此這群去盛場奉獻禮的人
[00:13:39.440 --> 00:13:42.440]  首先要去被潔淨
[00:13:42.440 --> 00:13:46.440]  並且潔淨城門、城牆
[00:13:46.440 --> 00:13:49.440]  神得著有見證的人
[00:13:49.440 --> 00:13:50.440]  人先要對
[00:13:50.440 --> 00:13:52.440]  其他全部的東西就OK了
[00:13:52.440 --> 00:13:55.440]  人不對,做什麼都不蒙自越立
[00:13:55.440 --> 00:13:57.440]  是人要對
[00:13:57.440 --> 00:14:00.440]  祭司、利民人、百姓都要被潔淨
[00:14:00.440 --> 00:14:05.440]  才能得著有見證的城
[00:14:05.440 --> 00:14:09.440]  這個城牆奉獻禮是恢復了神在地上的見證
[00:14:09.440 --> 00:14:12.440]  剛才說了這個訊息第一個重點
[00:14:12.440 --> 00:14:14.440]  就是奉獻的人要被潔淨
[00:14:14.440 --> 00:14:18.440]  我問,這個經文沒有交代潔淨是說什麼
[00:14:18.440 --> 00:14:24.440]  但一看,如果用耳經、解經一般來說
[00:14:24.440 --> 00:14:26.440]  是有幾個意思的
[00:14:28.440 --> 00:14:32.440]  第一,包括禁食
[00:14:32.440 --> 00:14:37.440]  第二,丈夫不與妻子親近幾天
[00:14:37.440 --> 00:14:41.440]  第三,他們要有祭身的獻祭
[00:14:41.440 --> 00:14:45.440]  第四,他們要行一些潔淨禮
[00:14:45.440 --> 00:14:48.440]  第五,要穿著一些潔淨的衣服
[00:14:48.440 --> 00:14:51.440]  這是他們在說潔淨的時候
[00:14:51.440 --> 00:14:55.440]  一般以色列人一聽就知道是什麼
[00:14:55.440 --> 00:14:57.440]  行潔淨禮,做這些東西
[00:14:57.440 --> 00:15:01.440]  但新約的信徒,我們不知道這是什麼
[00:15:01.440 --> 00:15:04.440]  我們也不需要守這些舊約的律例
[00:15:04.440 --> 00:15:11.440]  對我們來說,潔淨是什麼意思呢?
[00:15:11.440 --> 00:15:14.440]  無論剛才說的禁食
[00:15:14.440 --> 00:15:18.440]  不與妻子親近,或是獻祭,或是行潔淨禮
[00:15:18.440 --> 00:15:22.440]  我相信他們所說的都是從世俗分別出來
[00:15:22.440 --> 00:15:25.440]  讓我們的焦點對準神
[00:15:25.440 --> 00:15:29.440]  並且看見神是一位聖潔的主
[00:15:29.440 --> 00:15:33.440]  這是間接地告訴我們
[00:15:33.440 --> 00:15:35.440]  我們做侍奉神的人
[00:15:35.440 --> 00:15:38.440]  都需要有一個敏感度
[00:15:38.440 --> 00:15:40.440]  提升一個敏感度
[00:15:40.440 --> 00:15:45.440]  對潔淨與不潔淨有一個敏感的區分
[00:15:45.440 --> 00:15:48.440]  但都要小心被沾染
[00:15:48.440 --> 00:15:52.440]  不代表做善事就潔淨
[00:15:52.440 --> 00:15:54.440]  在善裡面,潔淨當中
[00:15:54.440 --> 00:15:58.440]  但有一個歪念,我都可以成為不潔淨
[00:15:58.440 --> 00:16:01.440]  《雅各書》在新約裡面有講
[00:16:01.440 --> 00:16:03.440]  用新約的思想去理解
[00:16:03.440 --> 00:16:05.440]  《雅各書》一章27節說
[00:16:05.440 --> 00:16:07.440]  在神我們父面前
[00:16:07.440 --> 00:16:10.440]  清潔沒有顛覆的虔誠
[00:16:10.440 --> 00:16:14.440]  就是看顧在患難中的孤兒寡婦
[00:16:14.440 --> 00:16:17.440]  因為他們給不了任何回報給你
[00:16:17.440 --> 00:16:18.440]  孤兒寡婦
[00:16:18.440 --> 00:16:20.440]  你就單單無條件去幫他們
[00:16:20.440 --> 00:16:22.440]  愛他們,關心他們
[00:16:22.440 --> 00:16:24.440]  但更重要的是後面那句
[00:16:24.440 --> 00:16:27.440]  這種清潔沒有顛覆的虔誠
[00:16:27.440 --> 00:16:31.440]  並且保守自己,不沾染世俗
[00:16:31.440 --> 00:16:35.440]  幫得來,不是最後去認了
[00:16:35.440 --> 00:16:39.440]  拿了很多其他的名銜
[00:16:39.440 --> 00:16:41.440]  對侍奉神的人
[00:16:41.440 --> 00:16:44.440]  心思和行為都要被潔淨
[00:16:44.440 --> 00:16:47.440]  在《二賽亞書》都有這樣說
[00:16:47.440 --> 00:16:49.440]  二賽亞當他蒙召的時候
[00:16:49.440 --> 00:16:53.440]  這也給我對潔淨多了一份理解
[00:16:53.440 --> 00:16:55.440]  二賽亞這樣說
[00:16:55.440 --> 00:16:57.440]  那時我說,禍災我滅亡了
[00:16:57.440 --> 00:17:00.440]  因為我是嘴唇不潔淨的人
[00:17:00.440 --> 00:17:03.440]  又住在嘴唇不潔淨的民中
[00:17:03.440 --> 00:17:07.440]  又因親眼看見大君王
[00:17:07.440 --> 00:17:11.440]  所以覺得我搞不定了,我滅亡了
[00:17:11.440 --> 00:17:16.440]  潔淨能夠突然提升到敏感度
[00:17:16.440 --> 00:17:19.440]  特別是被神使用的時候
[00:17:19.440 --> 00:17:20.440]  知道敏感度
[00:17:20.440 --> 00:17:24.440]  我不知道大家有沒有常常感覺到
[00:17:24.440 --> 00:17:29.440]  原來我們常常都在這種張力的裡面
[00:17:29.440 --> 00:17:32.440]  就是在這個不潔淨的世界裡
[00:17:32.440 --> 00:17:34.440]  我很想活得潔淨
[00:17:34.440 --> 00:17:36.440]  有沒有這樣的感覺?
[00:17:36.440 --> 00:17:38.440]  在這個不潔淨的世界
[00:17:38.440 --> 00:17:40.440]  禍災我就是不潔淨的人
[00:17:40.440 --> 00:17:42.440]  我也會在不潔淨的民中
[00:17:42.440 --> 00:17:44.440]  我就是這樣
[00:17:44.440 --> 00:17:46.440]  我不知道你覺得是怎樣
[00:17:46.440 --> 00:17:50.440]  覺得你常常感覺到這種狀態
[00:17:50.440 --> 00:17:51.440]  這種張力的
[00:17:51.440 --> 00:17:53.440]  你覺得怎樣?
[00:17:53.440 --> 00:17:55.440]  有沒有覺得很辛苦?
[00:17:55.440 --> 00:17:57.440]  有沒有覺得很累?
[00:17:57.440 --> 00:17:58.440]  有的
[00:17:58.440 --> 00:18:00.440]  那你再去評估一下
[00:18:00.440 --> 00:18:02.440]  你覺得好還是不好?
[00:18:02.440 --> 00:18:06.440]  覺得不好的請舉手
[00:18:06.440 --> 00:18:07.440]  經常有這種張力
[00:18:07.440 --> 00:18:10.440]  總之覺得不好
[00:18:10.440 --> 00:18:11.440]  這麼少人
[00:18:11.440 --> 00:18:13.440]  覺得好呢?
[00:18:13.440 --> 00:18:15.440]  好呢?
[00:18:15.440 --> 00:18:16.440]  啊?
[00:18:16.440 --> 00:18:18.440]  是不是看不到?
[00:18:18.440 --> 00:18:20.440]  多一點的好
[00:18:20.440 --> 00:18:21.440]  OK
[00:18:21.440 --> 00:18:23.440]  好是多一點
[00:18:23.440 --> 00:18:25.440]  其實是一個體驗
[00:18:25.440 --> 00:18:27.440]  是一個經歷
[00:18:27.440 --> 00:18:31.440]  我自己覺得有這種張力是好的
[00:18:31.440 --> 00:18:34.440]  因為這種張力告訴我們我們有這種敏感度
[00:18:34.440 --> 00:18:36.440]  我就是同時間活在這種
[00:18:36.440 --> 00:18:38.440]  很想潔淨
[00:18:38.440 --> 00:18:41.440]  但是無奈現實也不潔淨的環境裡
[00:18:41.440 --> 00:18:43.440]  怎樣去靠神
[00:18:43.440 --> 00:18:45.440]  唯有靠神才有出路
[00:18:45.440 --> 00:18:48.440]  因為聖經很清楚
[00:18:48.440 --> 00:18:50.440]  我們在新約裡
[00:18:50.440 --> 00:18:51.440]  告訴我們
[00:18:51.440 --> 00:18:53.440]  所有信耶穌的人
[00:18:53.440 --> 00:18:55.440]  都有兩種本性在我們心裡
[00:18:55.440 --> 00:18:57.440]  同時間我們是不折不扣的罪人
[00:18:57.440 --> 00:19:00.440]  但同時間我們是新造的人
[00:19:00.440 --> 00:19:02.440]  就是這兩個本性在我們心裡
[00:19:02.440 --> 00:19:04.440]  有這種掙扎
[00:19:04.440 --> 00:19:06.440]  很正常不過
[00:19:06.440 --> 00:19:09.440]  但是怎樣去靠著神
[00:19:09.440 --> 00:19:12.440]  跳出不要再在舊的罪性裡
[00:19:12.440 --> 00:19:14.440]  而在新造的人裡
[00:19:14.440 --> 00:19:17.440]  在約翰一書也給了我們一個答案
[00:19:17.440 --> 00:19:19.440]  怎樣跟潔淨有關
[00:19:19.440 --> 00:19:21.440]  一章九節
[00:19:21.440 --> 00:19:22.440]  我們若認自己的罪
[00:19:22.440 --> 00:19:24.440]  神是信實的,是公義的
