
[00:00:00.000 --> 00:00:04.200]  今天說到的題目是「信心計劃」
[00:09:20.400 --> 00:09:22.400]  是我很想要的東西
[00:09:22.400 --> 00:09:26.400]  不過那些不是太好的東西
[00:09:26.400 --> 00:09:29.400]  天父很想給我們好東西
[00:09:29.400 --> 00:09:34.400]  但人卻想要一些不是太好的東西
[00:09:34.400 --> 00:09:36.400]  當天父不給我們的時候
[00:09:36.400 --> 00:09:39.400]  我們便覺得天父不好
[00:09:39.400 --> 00:09:42.400]  所以我們很多時候都用了人的經驗
[00:09:42.400 --> 00:09:45.400]  去理解了上帝
[00:09:45.400 --> 00:09:48.400]  有好的體驗,有好的經驗
[00:09:48.400 --> 00:09:50.400]  或者我最近多信
[00:09:50.400 --> 00:09:52.400]  我就覺得天父真的很愛我
[00:09:52.400 --> 00:09:54.400]  天父真是愛
[00:09:54.400 --> 00:09:56.400]  但如果有一段時間
[00:09:56.400 --> 00:09:58.400]  我體會不到天父
[00:09:58.400 --> 00:10:00.400]  或者很多不如意的事情
[00:10:00.400 --> 00:10:02.400]  來到的時候
[00:10:02.400 --> 00:10:05.400]  可能我覺得天父不是太愛我
[00:10:05.400 --> 00:10:10.400]  如果信徒只是從個人的經驗去理解天父
[00:10:10.400 --> 00:10:15.400]  我們很容易扭曲了我們對天父的認知
[00:10:15.400 --> 00:10:18.400]  我們有沒有也是這樣?
[00:10:18.400 --> 00:10:22.400]  按我的經驗去理解這位神呢?
[00:10:22.400 --> 00:10:26.400]  很想跟大家分享一個見證
[00:10:26.400 --> 00:10:28.400]  五月初的時候
[00:10:28.400 --> 00:10:31.400]  我們一班牧區三的牧者
[00:10:31.400 --> 00:10:36.400]  全部去了台灣參加一個叫The Hope的會議
[00:10:36.400 --> 00:10:38.400]  所以有一次沒有我們了
[00:10:38.400 --> 00:10:39.400]  大家記不記得?
[00:10:39.400 --> 00:10:41.400]  有沒有想念我們?
[00:10:41.400 --> 00:10:43.400]  即是沒有了你們的樣子
[00:10:43.400 --> 00:10:46.400]  不要緊,我很想念你們
[00:10:46.400 --> 00:10:48.400]  但這不是重點
[00:10:48.400 --> 00:10:50.400]  重點是在會議裡
[00:10:50.400 --> 00:10:53.400]  我們聽到一位嘉賓
[00:10:53.400 --> 00:10:57.400]  他叫做Pastor William
[00:10:57.400 --> 00:11:00.400]  他是前Elevation Church的Worship Pastor
[00:11:00.400 --> 00:11:03.400]  他分享他的生命故事
[00:11:03.400 --> 00:11:05.400]  他說到一件事
[00:11:05.400 --> 00:11:10.400]  他說他大女兒出生的時候是Genes
[00:11:10.400 --> 00:11:13.400]  希望我沒有聽錯
[00:11:13.400 --> 00:11:15.400]  你知道我英文不太好
[00:11:15.400 --> 00:11:18.400]  我聽錯了你的頭文字
[00:11:18.400 --> 00:11:21.400]  他一出生是媽女
[00:11:21.400 --> 00:11:25.400]  不過這對媽女出生身體不太好
[00:11:25.400 --> 00:11:26.400]  腦出血
[00:11:26.400 --> 00:11:28.400]  有機會說不出話
[00:11:28.400 --> 00:11:30.400]  甚至走不出路
[00:11:30.400 --> 00:11:32.400]  當然很傷心
[00:11:32.400 --> 00:11:35.400]  一出生是媽女
[00:11:35.400 --> 00:11:37.400]  怎料身體有這麼多毛病
[00:11:37.400 --> 00:11:39.400]  後來過了幾年
[00:11:39.400 --> 00:11:42.400]  他們再生第二胎
[00:11:42.400 --> 00:11:45.400]  生第三個小朋友
[00:11:45.400 --> 00:11:48.400]  怎料第二胎出生的小朋友
[00:11:48.400 --> 00:11:51.400]  這位女兒同樣身體有事
[00:11:51.400 --> 00:11:53.400]  肺部也有事
[00:11:53.400 --> 00:11:55.400]  甚至咳血
[00:11:55.400 --> 00:11:59.400]  你覺得她當時面對這個情況
[00:11:59.400 --> 00:12:01.400]  你覺得會怎樣?
[00:12:01.400 --> 00:12:04.400]  我想真的很難形容
[00:12:04.400 --> 00:12:06.400]  他形容這位牧者
[00:12:06.400 --> 00:12:09.400]  他好像夢醒了一樣
[00:12:09.400 --> 00:12:12.400]  他好像終於放下心頭大石
[00:12:12.400 --> 00:12:14.400]  想著生第二胎
[00:12:14.400 --> 00:12:17.400]  怎料第二胎也是這樣
[00:12:17.400 --> 00:12:21.400]  他也會有信心軟弱的時候
[00:12:21.400 --> 00:12:25.400]  不過我很欣賞這位牧者
[00:12:25.400 --> 00:12:26.400]  他沒有因為這樣
[00:12:26.400 --> 00:12:28.400]  見到眼前的問題
[00:12:28.400 --> 00:12:30.400]  而去質疑神的愛
[00:12:30.400 --> 00:12:33.400]  他沒有因為這樣覺得神不好
[00:12:33.400 --> 00:12:34.400]  在他分享的裡面
[00:12:34.400 --> 00:12:37.400]  他一直看著孩子長大
[00:12:37.400 --> 00:12:40.400]  他更加認定上帝是好
[00:12:40.400 --> 00:12:42.400]  他說神是好
[00:12:42.400 --> 00:12:45.400]  他能夠說出這句話
[00:12:45.400 --> 00:12:46.400]  丁姐妹
[00:12:46.400 --> 00:12:50.400]  我不知道我們怎樣去看上帝
[00:12:50.400 --> 00:12:54.400]  我們對上帝會不會有誤解?
[00:12:54.400 --> 00:12:58.400]  我們會不會用眼前的事
[00:12:58.400 --> 00:13:00.400]  去判斷神是否愛我
[00:13:00.400 --> 00:13:03.400]  神是否好
[00:13:03.400 --> 00:13:07.400]  還是我們願意繼續去認定
[00:13:07.400 --> 00:13:10.400]  這位神是好的神
[00:13:10.400 --> 00:13:13.400]  能夠從心底認定
[00:13:13.400 --> 00:13:17.400]  去說出神是好
[00:13:17.400 --> 00:13:19.400]  在我們信徒生命
[00:13:19.400 --> 00:13:23.400]  是很需要對上帝有正確的認知
[00:13:23.400 --> 00:13:25.400]  而不是透過眼前的事物
[00:13:25.400 --> 00:13:27.400]  去判斷這位神是怎樣的神
[00:13:27.400 --> 00:13:30.400]  而是全信心去認定
[00:13:30.400 --> 00:13:35.400]  天父是一位美好的神
[00:13:35.400 --> 00:13:38.400]  然後經文就提到
[00:13:38.400 --> 00:13:40.400]  要我們快快的聽
[00:13:40.400 --> 00:13:42.400]  慢慢的說
[00:13:42.400 --> 00:13:44.400]  慢慢的動腦
[00:13:44.400 --> 00:13:45.400]  不知道你看這段經文的時候
[00:13:45.400 --> 00:13:48.400]  會不會有一個很有趣的想法
[00:13:48.400 --> 00:13:51.400]  是呀,阿哥提醒信徒要慢慢聽
[00:13:51.400 --> 00:13:53.400]  聽,可以聽慢一點嗎?
[00:13:53.400 --> 00:13:55.400]  說話就說有快慢
[00:13:55.400 --> 00:13:56.400]  真的很難說
[00:13:56.400 --> 00:13:58.400]  等等,讓我聽慢一點
[00:13:58.400 --> 00:14:00.400]  或者等等,讓我聽快一點
[00:14:00.400 --> 00:14:02.400]  應該不是這樣的
[00:14:02.400 --> 00:14:05.400]  好像聽東西就沒有快慢之分
[00:14:05.400 --> 00:14:08.400]  如果我們再看上文
[00:14:08.400 --> 00:14:10.400]  或者後面的21節
[00:14:10.400 --> 00:14:13.400]  都是在說神的真道
[00:14:13.400 --> 00:14:15.400]  21節都是在說領受神的道
[00:14:15.400 --> 00:14:17.400]  所以我相信
[00:14:17.400 --> 00:14:19.400]  在這裡不是在說快慢
[00:14:19.400 --> 00:14:21.400]  不是在說速度
[00:14:21.400 --> 00:14:25.400]  而是在說領受神的話的態度
[00:14:25.400 --> 00:14:30.400]  新漢語的譯本是用敏銳的聽來翻譯
[00:14:30.400 --> 00:14:33.400]  我覺得這個翻譯是更加準確的
[00:14:33.400 --> 00:14:35.400]  信徒對待神的說話
[00:14:35.400 --> 00:14:36.400]  對待神的道
[00:14:36.400 --> 00:14:38.400]  對待神的真理的態度
[00:14:38.400 --> 00:14:41.400]  我們要有一個敏銳的態度
[00:14:41.400 --> 00:14:43.400]  而慢慢地說,慢慢地動腦
[00:14:43.400 --> 00:14:47.400]  新漢語的譯本又用不輕易說話
[00:14:47.400 --> 00:14:49.400]  和不輕易發腦
[00:14:49.400 --> 00:14:52.400]  所以這個慢是在說
[00:14:52.400 --> 00:14:54.400]  不要輕易
[00:14:54.400 --> 00:14:56.400]  要謹慎一點
[00:14:56.400 --> 00:14:59.400]  信徒面對真理
[00:14:59.400 --> 00:15:00.400]  面對上帝的話
[00:15:00.400 --> 00:15:02.400]  我們要敏銳
[00:15:02.400 --> 00:15:05.400]  並且要謹慎地走出來
[00:15:05.400 --> 00:15:08.400]  因為信徒很需要透過他的生命
[00:15:08.400 --> 00:15:10.400]  活出神的義
[00:15:10.400 --> 00:15:14.400]  活出神的義不是在說我們得救、清義
[00:15:14.400 --> 00:15:15.400]  因為我們信住一刻
[00:15:15.400 --> 00:15:17.400]  他接受的一刻我們已經清義了
[00:15:17.400 --> 00:15:19.400]  活出神的義是在說
[00:15:19.400 --> 00:15:21.400]  因著耶穌基督的救恩
[00:15:21.400 --> 00:15:23.400]  信徒的行為、生活、行為
[00:15:23.400 --> 00:15:25.400]  能夠活出基督
[00:15:25.400 --> 00:15:26.400]  透過你的生命
[00:15:26.400 --> 00:15:28.400]  透過你的行為
[00:15:28.400 --> 00:15:32.400]  別人能夠在你身上見到耶穌基督
[00:15:32.400 --> 00:15:39.400]  信徒要能夠活出神的義
[00:15:39.400 --> 00:15:40.400]  這個生命
[00:15:40.400 --> 00:15:44.400]  除了存在一個正確的態度去面對神的話
[00:15:44.400 --> 00:15:48.400]  亦很需要用溫柔的心去栽種神的道
[00:15:48.400 --> 00:15:52.400]  溫柔和怒氣是一個相反
[00:15:52.400 --> 00:15:56.400]  而溫柔這個字亦包含謙卑的意思
[00:15:56.400 --> 00:16:00.400]  信徒要謙卑在神的面前
[00:16:00.400 --> 00:16:03.400]  要放下自己那一套
[00:16:03.400 --> 00:16:05.400]  去接受耶穌基督那一套
[00:16:05.400 --> 00:16:07.400]  接受耶穌基督的真理
[00:16:07.400 --> 00:16:09.400]  接受耶穌基督的教導
[00:16:09.400 --> 00:16:11.400]  而耶穌基督的教導
[00:16:11.400 --> 00:16:12.400]  聖經的真理
[00:16:12.400 --> 00:16:16.400]  是和世界那一套相反的
[00:16:16.400 --> 00:16:20.400]  要用聖經那一套的價值觀去生活
[00:16:20.400 --> 00:16:22.400]  而聖經的價值觀
[00:16:22.400 --> 00:16:26.400]  是否因為我們上完價值觀重整
[00:16:26.400 --> 00:16:28.400]  我們便學會了
[00:16:28.400 --> 00:16:32.400]  你們上了價值觀重整的吧
[00:16:32.400 --> 00:16:34.400]  有些上了很久
[00:16:34.400 --> 00:16:36.400]  可能青少年上來的可能會說
[00:16:36.400 --> 00:16:38.400]  「沒有,你不要玩了」
[00:16:38.400 --> 00:16:40.400]  「青少年的茶經就是價值觀重整」
[00:16:40.400 --> 00:16:43.400]  「對,不是上完課程」
[00:16:43.400 --> 00:16:46.400]  「我們的價值觀真的重整到」
[00:16:46.400 --> 00:16:47.400]  「即刻改到」
[00:16:47.400 --> 00:16:51.400]  所以聖經說是用哉頌
[00:16:51.400 --> 00:16:54.400]  是要時間一步一步培育出來
[00:16:54.400 --> 00:16:56.400]  即是信徒
[00:16:56.400 --> 00:16:59.400]  當他面對不同的事情
[00:16:59.400 --> 00:17:01.400]  或者在不同的環境裏
[00:17:01.400 --> 00:17:03.400]  我們要去學習
[00:17:03.400 --> 00:17:05.400]  先敏銳一下神的聲音
[00:17:05.400 --> 00:17:07.400]  想想耶穌基督的教導
[00:17:07.400 --> 00:17:08.400]  聖經的教導
[00:17:08.400 --> 00:17:11.400]  再謹慎地去做一個決定
[00:17:11.400 --> 00:17:15.400]  以致我們行為上能夠作出一個正確的回應
[00:17:15.400 --> 00:17:18.400]  如果信徒能夠這樣做的話
[00:17:18.400 --> 00:17:20.400]  神的道便會默默地
[00:17:20.400 --> 00:17:24.400]  慢慢地在信徒的心裏發芽生長
[00:17:24.400 --> 00:17:26.400]  由一棵幼苗
[00:17:26.400 --> 00:17:28.400]  可以慢慢地成為一棵大樹
[00:17:28.400 --> 00:17:31.400]  甚至成為一個森林
[00:17:31.400 --> 00:17:33.400]  神的話便會慢慢地
[00:17:33.400 --> 00:17:35.400]  一步步在我們的心裏
[00:17:35.400 --> 00:17:39.400]  慢慢地生長、發芽
[00:17:39.400 --> 00:17:42.400]  甚至佔有一個很重要的位置
[00:17:42.400 --> 00:17:44.400]  在我們的生命裏
[00:17:44.400 --> 00:17:50.400]  信徒除了要認定上帝是一位美好的神
[00:17:50.400 --> 00:17:54.400]  亦都需要用正確的態度去接受上帝的道
[00:17:54.400 --> 00:17:55.400]  讓上帝的道
[00:17:55.400 --> 00:17:58.400]  神的話在我們的生命裏
[00:17:58.400 --> 00:18:00.400]  佔有重要的位置
[00:18:00.400 --> 00:18:04.400]  但是
[00:18:04.400 --> 00:18:07.400]  神的道要在我們生命裏發芽生長
[00:18:07.400 --> 00:18:09.400]  其實都不是那麼容易的事
[00:18:09.400 --> 00:18:11.400]  會有阻礙的
[00:18:11.400 --> 00:18:12.400]  經文說甚麼
[00:18:12.400 --> 00:18:17.400]  要除去那些污穢和積累的惡毒
[00:18:17.400 --> 00:18:19.400]  就好像種植物
[00:18:19.400 --> 00:18:22.400]  你很想種花也好
[00:18:22.400 --> 00:18:24.400]  其實我沒有種過東西
[00:18:24.400 --> 00:18:25.400]  我只是吹風而已
[00:18:25.400 --> 00:18:27.400]  不過應該是這樣
[00:18:27.400 --> 00:18:28.400]  我種花
[00:18:28.400 --> 00:18:30.400]  但是你種花
[00:18:30.400 --> 00:18:31.400]  你不知道為甚麼種著種著
[00:18:31.400 --> 00:18:33.400]  會有其他東西種了出來
[00:18:33.400 --> 00:18:36.400]  那些叫雜草
[00:18:36.400 --> 00:18:37.400]  種樹也好
[00:18:37.400 --> 00:18:38.400]  種水果也好
[00:18:38.400 --> 00:18:39.400]  種菜也好
[00:18:39.400 --> 00:18:41.400]  我猜應該是這樣
[00:18:41.400 --> 00:18:42.400]  很有趣
[00:18:42.400 --> 00:18:44.400]  我明明就是種花
[00:18:44.400 --> 00:18:46.400]  但是我都沒有種過雜草
[00:18:46.400 --> 00:18:48.400]  不知道為甚麼就會有雜草
[00:18:48.400 --> 00:18:49.400]  真的
[00:18:49.400 --> 00:18:52.400]  雜草不用特意種的
[00:18:52.400 --> 00:18:54.400]  隨時都會出現
[00:18:54.400 --> 00:18:59.400]  不過雜草真的會影響你種的植物
[00:18:59.400 --> 00:19:01.400]  其實在說甚麼呢
[00:19:01.400 --> 00:19:03.400]  其實那些雜草就好像
[00:19:03.400 --> 00:19:05.400]  我們未信主之前
[00:19:05.400 --> 00:19:10.400]  從小到大在我們生命裏的一些觀念
[00:19:10.400 --> 00:19:14.400]  這些觀念是很自然地出現的
[00:19:14.400 --> 00:19:16.400]  可能那些觀念
[00:19:16.400 --> 00:19:18.400]  那些生活模式
[00:19:18.400 --> 00:19:20.400]  跟了我們十多年
[00:19:20.400 --> 00:19:21.400]  二十多年
[00:19:21.400 --> 00:19:22.400]  三十多年
[00:19:22.400 --> 00:19:24.400]  跟了我五十年
[00:19:24.400 --> 00:19:30.400]  我不知道你一直成長
[00:19:30.400 --> 00:19:33.400]  有沒有一些觀念都很牢固在你生命裏
[00:19:33.400 --> 00:19:35.400]  我小時候經常聽人這樣說
[00:19:35.400 --> 00:19:37.400]  我懷疑那個是我媽媽
[00:19:37.400 --> 00:19:38.400]  不知道
[00:19:38.400 --> 00:19:39.400]  算了,先批評她吧
[00:19:39.400 --> 00:19:41.400]  我經常聽到一句說話
[00:19:41.400 --> 00:19:44.400]  不要吃虧給別人
[00:19:44.400 --> 00:19:47.400]  別人可以吃虧給你
[00:19:47.400 --> 00:19:50.400]  但你不要吃虧給別人
[00:19:50.400 --> 00:19:54.400]  你笑是否也有差不多的觀念呢
