
[00:00:00.000 --> 00:00:05.400]  我們由去年四月開始就講以西傑書了
[00:03:06.200 --> 00:03:11.200]  他們不會很快地回到耶路撒冷
[00:03:11.200 --> 00:03:14.200]  以色列一定會亡國
[00:03:14.200 --> 00:03:17.200]  就像耶利米先知所說
[00:03:17.200 --> 00:03:20.200]  他們要被擄七十年
[00:03:20.200 --> 00:03:28.200]  然後才可以回到耶路撒冷
[00:03:28.200 --> 00:03:31.200]  而二十五至三十二章
[00:03:31.200 --> 00:03:36.200]  就是神要先知向列國宣告審判的訊息
[00:03:36.200 --> 00:03:39.200]  這些都是以色列人的敵人
[00:03:39.200 --> 00:03:42.200]  包括了亞門、摩亞、以東、
[00:03:42.200 --> 00:03:47.200]  菲利士、推羅、西頓和埃及
[00:03:47.200 --> 00:03:53.200]  猶大國最後在公元前586年被摧毀
[00:03:53.200 --> 00:03:56.200]  聖殿被焚毀
[00:03:56.200 --> 00:04:00.200]  耶路撒冷城的城牆都被拆了
[00:04:00.200 --> 00:04:02.200]  在歷代之下
[00:04:02.200 --> 00:04:06.200]  三十六章十五至十六節
[00:04:06.200 --> 00:04:10.200]  總結了猶大的亡國
[00:04:10.200 --> 00:04:13.200]  耶和華他們列祖的神
[00:04:13.200 --> 00:04:16.200]  因為愛惜自己的子民和居所
[00:04:16.200 --> 00:04:20.200]  就常常差派先知警戒他們
[00:04:20.200 --> 00:04:23.200]  他們卻戲弄神的使者
[00:04:23.200 --> 00:04:27.200]  藐視他的話、譏笑他的先知
[00:04:27.200 --> 00:04:29.200]  以至耶和華的憤怒
[00:04:29.200 --> 00:04:32.200]  淋到他的子民身上
[00:04:32.200 --> 00:04:38.200]  直到無法挽回
[00:04:38.200 --> 00:04:40.200]  以色列遙亡國
[00:04:40.200 --> 00:04:44.200]  他們要避路去巴比倫
[00:04:44.200 --> 00:04:46.200]  人就是這樣
[00:04:46.200 --> 00:04:49.200]  不走到絕境
[00:04:49.200 --> 00:04:51.200]  無路可走了
[00:04:51.200 --> 00:04:53.200]  他們不會回頭
[00:04:53.200 --> 00:04:55.200]  不會回到神那裡
[00:04:55.200 --> 00:05:00.200]  不會去思考、不會去反省
[00:05:00.200 --> 00:05:04.200]  對這群經歷國破家亡
[00:05:04.200 --> 00:05:07.200]  四散流逝的以色列人
[00:05:07.200 --> 00:05:09.200]  前路茫茫
[00:05:09.200 --> 00:05:11.200]  心靈受創
[00:05:11.200 --> 00:05:13.200]  神要讓他們知道
[00:05:13.200 --> 00:05:16.200]  這個並不是結局
[00:05:16.200 --> 00:05:19.200]  以色列仍然有將來
[00:05:19.200 --> 00:05:22.200]  神是手藥、使詞、愛的
[00:05:22.200 --> 00:05:25.200]  神仍然要施恩典給他們
[00:05:25.200 --> 00:05:29.200]  帶給他們在艱難、困苦之中
[00:05:29.200 --> 00:05:32.200]  能夠有安慰和盼望
[00:05:32.200 --> 00:05:34.200]  要堅忍
[00:05:34.200 --> 00:05:37.200]  要堅忍地面對他們現在的生活
[00:05:37.200 --> 00:05:40.200]  等候以色列國的復興
[00:05:40.200 --> 00:05:43.200]  神復興他們
[00:05:43.200 --> 00:05:46.200]  所以從33章到48章
[00:05:46.200 --> 00:05:48.200]  即書卷的結束
[00:05:48.200 --> 00:05:52.200]  是充滿盼望的訊息
[00:05:52.200 --> 00:05:55.200]  讀到這個先知的架構
[00:05:55.200 --> 00:05:57.200]  我心裡很感動
[00:05:57.200 --> 00:06:02.200]  見到神對他的子民的愛和憐憫
[00:06:02.200 --> 00:06:05.200]  當審判即將來到
[00:06:05.200 --> 00:06:08.200]  神差遣先知告訴他們
[00:06:08.200 --> 00:06:10.200]  是會亡國的
[00:06:10.200 --> 00:06:11.200]  你們聽話吧
[00:06:11.200 --> 00:06:13.200]  你們投降吧
[00:06:13.200 --> 00:06:14.200]  不要抵抗了
[00:06:14.200 --> 00:06:16.200]  不要想那麼多辦法
[00:06:16.200 --> 00:06:18.200]  不要到處找人幫忙
[00:06:18.200 --> 00:06:20.200]  沒有用的
[00:06:20.200 --> 00:06:24.200]  這是神為他們預備的審判
[00:06:24.200 --> 00:06:27.200]  但是百姓不聽
[00:06:27.200 --> 00:06:30.200]  好了,到審判到了
[00:06:30.200 --> 00:06:32.200]  國家滅亡了
[00:06:32.200 --> 00:06:35.200]  神就開始對他的子民
[00:06:35.200 --> 00:06:38.200]  講安慰和盼望的訊息
[00:06:38.200 --> 00:06:43.200]  讓他們可以面對亡國的傷痛
[00:06:43.200 --> 00:06:45.200]  雖然在審判裏
[00:06:45.200 --> 00:06:47.200]  神的懲罰裏
[00:06:47.200 --> 00:06:50.200]  但是神仍然很有恩典
[00:06:50.200 --> 00:06:52.200]  很害怕他的子民過不了
[00:06:52.200 --> 00:06:53.200]  面對不了
[00:06:53.200 --> 00:06:58.200]  以致當真的面對國破家亡
[00:06:58.200 --> 00:07:00.200]  神就哭泣他們
[00:07:00.200 --> 00:07:04.200]  跟他們講安慰的訊息
[00:07:04.200 --> 00:07:10.200]  今天我和大家看第43章1至12節的經文
[00:07:10.200 --> 00:07:13.200]  讓我們看看神
[00:07:13.200 --> 00:07:15.200]  不單止對當時的以色列人
[00:07:15.200 --> 00:07:19.200]  又對我們有什麼提醒呢?
[00:07:19.200 --> 00:07:23.200]  我們一起讀這段經文吧
[00:07:23.200 --> 00:07:25.200]  《以色列傑書》43章1至12節
[00:07:25.200 --> 00:07:27.200]  預備起
[00:07:27.200 --> 00:07:32.200]  以後我帶就是朝東的門
[00:07:32.200 --> 00:07:36.200]  以色列神的榮光從東而來
[00:07:36.200 --> 00:07:39.200]  他的聲音如同多水的聲音
[00:07:39.200 --> 00:07:42.200]  地就因他的榮耀發光
[00:07:42.200 --> 00:07:46.200]  其像如從前他來滅城的時候
[00:07:46.200 --> 00:07:48.200]  我所見的異象
[00:07:48.200 --> 00:07:53.200]  那異象如我在加巴魯河邊所見的異象
[00:07:53.200 --> 00:07:55.200]  我就俯伏在地
[00:07:55.200 --> 00:08:00.200]  耶和華的榮光從朝東的門照入殿中
[00:08:00.200 --> 00:08:02.200]  靈將我舉起
[00:08:02.200 --> 00:08:04.200]  帶入內不了
[00:08:04.200 --> 00:08:07.200]  耶和華的榮光充滿了殿
[00:08:07.200 --> 00:08:12.200]  我聽見有一位從殿中對我說話
[00:08:12.200 --> 00:08:14.200]  有一人站在我旁邊
[00:08:14.200 --> 00:08:16.200]  他對我說
[00:08:16.200 --> 00:08:19.200]  人子啊,這是我寶座之地
[00:08:19.200 --> 00:08:22.200]  是我腳掌所踏之地
[00:08:22.200 --> 00:08:24.200]  我要在這裡住
[00:08:24.200 --> 00:08:28.200]  在以色列人中直到永遠
[00:08:28.200 --> 00:08:30.200]  以色列家和他們的君王
[00:08:30.200 --> 00:08:33.200]  必不再玷污我的姓名
[00:08:33.200 --> 00:08:35.200]  就是行邪淫
[00:08:35.200 --> 00:08:37.200]  在錫安的高處
[00:08:37.200 --> 00:08:40.200]  脈撞他們君王的屍首
[00:08:40.200 --> 00:08:42.200]  使他們的門禁
[00:08:42.200 --> 00:08:44.200]  靠近我的門禁
[00:08:44.200 --> 00:08:46.200]  他們的門框
[00:08:46.200 --> 00:08:48.200]  靠近我的門框
[00:08:48.200 --> 00:08:51.200]  他們與我中間緊隔一牆
[00:08:51.200 --> 00:08:54.200]  並且行可憎的事
[00:08:54.200 --> 00:08:56.200]  玷污了我的姓名
[00:08:56.200 --> 00:08:59.200]  所以我發怒滅絕他們
[00:08:59.200 --> 00:09:02.200]  現在他們當從我面前
[00:09:02.200 --> 00:09:06.200]  清除邪淫和他們君王的屍首
[00:09:06.200 --> 00:09:10.200]  我就住在他們中間直到永遠
[00:09:10.200 --> 00:09:15.200]  人子啊,你要將這殿指示以色列家
[00:09:15.200 --> 00:09:19.200]  使他們因自己的罪孽慚愧
[00:09:19.200 --> 00:09:22.200]  也要他們量殿的尺寸
[00:09:22.200 --> 00:09:27.200]  他們若因自己所行的一切是慚愧
[00:09:27.200 --> 00:09:31.200]  你就將殿的規模、樣式、出入之處
[00:09:31.200 --> 00:09:37.200]  和一切形狀、典章、禮儀、法則指示他們
[00:09:37.200 --> 00:09:40.200]  在他們眼前寫上
[00:09:40.200 --> 00:09:45.200]  使他們遵照殿的一切規模、典章去作
[00:09:45.200 --> 00:09:48.200]  殿的法則乃是如此
[00:09:48.200 --> 00:09:53.200]  殿在山頂上四圍的全界要稱為至聖
[00:09:53.200 --> 00:09:56.200]  這就是殿的法則
[00:09:56.200 --> 00:09:58.200]  謝謝
[00:09:58.200 --> 00:10:01.200]  從第四十章開始
[00:10:01.200 --> 00:10:04.200]  神又讓先知見到異象
[00:10:04.200 --> 00:10:11.200]  帶他進入到虛擬的聖殿的場景去遊覽
[00:10:11.200 --> 00:10:13.200]  就好像我們現在
[00:10:13.200 --> 00:10:15.200]  即今日香港,剛剛我聽新聞
[00:10:15.200 --> 00:10:21.200]  香港文化博物館有虛擬的梵以賽宮之旅
[00:10:21.200 --> 00:10:28.200]  以西傑也好像這樣進入了虛擬的聖殿裏面
[00:10:28.200 --> 00:10:32.200]  在看完、量度了聖殿之後
[00:10:32.200 --> 00:10:37.200]  那一位使者就帶以西傑去到朝東的門
[00:10:37.200 --> 00:10:38.200]  就在那裏
[00:10:38.200 --> 00:10:41.200]  他再見到神的榮耀
[00:10:41.200 --> 00:10:43.200]  從東面而來
[00:10:43.200 --> 00:10:48.200]  大地都因為神的榮耀而發光
[00:10:48.200 --> 00:10:53.200]  先知除了看到,他也聽到
[00:10:53.200 --> 00:10:56.200]  好像洪水的聲音
[00:10:56.200 --> 00:11:00.200]  我在想,好像洪水的聲音是怎樣的呢?
[00:11:00.200 --> 00:11:02.200]  會不會好像瀑布一樣
[00:11:02.200 --> 00:11:06.200]  很大的水從上而下流下來
[00:11:06.200 --> 00:11:07.200]  很大聲
[00:11:07.200 --> 00:11:11.200]  又或者好像很大的波浪一樣
[00:11:11.200 --> 00:11:16.200]  大水衝擊,發出來很大的聲響
[00:11:16.200 --> 00:11:22.200]  又或者榮耀從朝東的門進入聖殿之中
[00:11:22.200 --> 00:11:25.200]  這是很令人震撼的場景
[00:11:25.200 --> 00:11:28.200]  也是很令人鼓舞的訊息
[00:11:28.200 --> 00:11:31.200]  不單止有新的聖殿
[00:11:31.200 --> 00:11:36.200]  神與人可以見到的榮光
[00:11:36.200 --> 00:11:39.200]  淋到聖殿之中
[00:11:39.200 --> 00:11:42.200]  就好像以色列人在曠野的時候
[00:11:42.200 --> 00:11:44.200]  當他們樹立在帳幕上
[00:11:44.200 --> 00:11:48.200]  神的榮光充滿了帳幕
[00:11:48.200 --> 00:11:52.200]  另外,所羅門王建好了聖殿
[00:11:52.200 --> 00:11:54.200]  在獻殿禮的時候
[00:11:54.200 --> 00:11:59.200]  同樣,神的榮光也充滿了聖殿
[00:11:59.200 --> 00:12:05.200]  讓人經歷體驗到神的同在
[00:12:05.200 --> 00:12:10.200]  這次是以色列第三次見到神的榮耀
[00:12:10.200 --> 00:12:13.200]  第一次是他蒙召的時候
[00:12:13.200 --> 00:12:14.200]  二十多年前
[00:12:14.200 --> 00:12:16.200]  他在加巴魯河邊
[00:12:16.200 --> 00:12:19.200]  在儀仗裡面見到神
[00:12:19.200 --> 00:12:22.200]  也是他蒙神的呼召
[00:12:22.200 --> 00:12:28.200]  才成為以色列的守望者的時候
[00:12:28.200 --> 00:12:32.200]  第二次是在八至十一章
[00:12:32.200 --> 00:12:36.200]  他在聖殿之中見到神的榮耀
[00:12:36.200 --> 00:12:38.200]  不過這一次
[00:12:38.200 --> 00:12:43.200]  神帶他去看聖殿裡面的烏煙瘴氣
[00:12:43.200 --> 00:12:46.200]  很多的偶像
[00:12:46.200 --> 00:12:51.200]  以西傑見證到神離開聖殿
[00:12:51.200 --> 00:12:57.200]  那時候神的榮光停留在朝東的門
[00:12:57.200 --> 00:13:01.200]  然後去到城東的山上
[00:13:01.200 --> 00:13:04.200]  然後就消失了
[00:13:04.200 --> 00:13:09.200]  這件事是發生在耶路撒冷傾覆前
[00:13:09.200 --> 00:13:11.200]  和聖殿被毀之前
[00:13:11.200 --> 00:13:14.200]  神的榮光離開
[00:13:14.200 --> 00:13:17.200]  神離開了他的子民
[00:13:17.200 --> 00:13:21.200]  然後耶路撒冷就淪陷了
[00:13:21.200 --> 00:13:26.200]  這次是以西傑看到自己多年的盼望
[00:13:26.200 --> 00:13:30.200]  就是神的榮光再次充滿聖殿
[00:13:30.200 --> 00:13:38.200]  以色列人遭到神的離棄和黑暗歲月已經過去
[00:13:38.200 --> 00:13:42.200]  耶和華回到自己的殿
[00:13:42.200 --> 00:13:44.200]  回到家裡
[00:13:44.200 --> 00:13:48.200]  神住回到他的子民當中
[00:13:48.200 --> 00:13:51.200]  住回到聖殿裡
[00:13:51.200 --> 00:13:56.200]  雖然這次是以西傑第三次見到神的榮耀
[00:13:56.200 --> 00:14:00.200]  他第一個反應依然是「伏伏在地」
[00:14:00.200 --> 00:14:04.200]  讓我們知道無論經過多少次的反思
[00:14:04.200 --> 00:14:07.200]  經過多少年的服事
[00:14:07.200 --> 00:14:09.200]  當見到神的榮耀的時候
[00:14:09.200 --> 00:14:13.200]  對神的敬畏之情是一樣的
[00:14:13.200 --> 00:14:17.200]  對秘魯已經二十五年的以色列人
[00:14:17.200 --> 00:14:22.200]  感到沮喪感到蒙內的情緒很濃厚
[00:14:22.200 --> 00:14:27.200]  這個異象重現他們的希望
[00:14:27.200 --> 00:14:29.200]  帶給他們未來的確具
[00:14:29.200 --> 00:14:32.200]  帶來極大的盼望
[00:14:32.200 --> 00:14:36.200]  有一天聖殿會重建
[00:14:36.200 --> 00:14:38.200]  神會回到他的子民中間
[00:14:38.200 --> 00:14:41.200]  他們會回到神的應許地
[00:14:41.200 --> 00:14:46.200]  即是艱難地重建聖殿恢復敬拜
[00:14:46.200 --> 00:14:47.200]  在舊約時代
[00:14:47.200 --> 00:14:50.200]  神以可見的榮光顯現
[00:14:50.200 --> 00:14:53.200]  讓人知道神的同在
[00:14:53.200 --> 00:14:59.200]  你今天會否也渴望見到神的榮光?
[00:14:59.200 --> 00:15:03.200]  會否很害怕?
[00:15:03.200 --> 00:15:06.200]  今天我們都知道
[00:15:06.200 --> 00:15:08.200]  神是與我們同在的
[00:15:08.200 --> 00:15:12.200]  每一位信徒有聖靈在我們裡面
[00:15:12.200 --> 00:15:15.200]  我們又如何能夠見到神的榮耀?
[00:15:15.200 --> 00:15:18.200]  如何體現到神的榮耀?
[00:15:18.200 --> 00:15:21.200]  剛才唱的詩歌
[00:15:21.200 --> 00:15:22.200]  榮耀的神
[00:15:22.200 --> 00:15:24.200]  當我們見到宇宙大地
[00:15:24.200 --> 00:15:26.200]  見到日出日落的時候
[00:15:26.200 --> 00:15:30.200]  我們體現到神的榮耀
[00:15:30.200 --> 00:15:32.200]  有很多時候
[00:15:32.200 --> 00:15:34.200]  當我們聽弟兄姊妹分享
[00:15:34.200 --> 00:15:35.200]  分享見證
[00:15:35.200 --> 00:15:37.200]  或者是事公分享的時候
[00:15:37.200 --> 00:15:39.200]  最後他們都會說什麼?
[00:15:39.200 --> 00:15:42.200]  大家知不知道?
[00:15:42.200 --> 00:15:44.200]  我聽到大家都說
[00:15:44.200 --> 00:15:47.200]  願將榮耀歸給我們的神
[00:15:47.200 --> 00:15:50.200]  為什麼他們會這樣說呢?
[00:15:50.200 --> 00:15:53.200]  因為只是口頭禪
[00:15:53.200 --> 00:15:55.200]  或者是最後的一句台詞
[00:15:55.200 --> 00:15:58.200]  總是要說的
[00:15:58.200 --> 00:16:01.200]  其實不是的
[00:16:01.200 --> 00:16:06.200]  當我們見到人生命的改變
[00:16:06.200 --> 00:16:11.200]  看到神在弟兄姊妹生命裡面奇妙的作為
[00:16:11.200 --> 00:16:13.200]  於是我們會稱謝神
[00:16:13.200 --> 00:16:14.200]  會讚美神
[00:16:14.200 --> 00:16:16.200]  我們看到神的榮耀
[00:16:16.200 --> 00:16:18.200]  在弟兄姊妹身上
[00:16:18.200 --> 00:16:20.200]  彰顯出來
[00:16:20.200 --> 00:16:22.200]  又或者在事公上
[00:16:22.200 --> 00:16:25.200]  在服事的過程裡面
[00:16:25.200 --> 00:16:27.200]  經歷到神的帶領
[00:16:27.200 --> 00:16:30.200]  經歷到神改變人生的奇妙
[00:16:30.200 --> 00:16:33.200]  而且又結出果子
[00:16:33.200 --> 00:16:36.200]  我們在服事的過程裡面
[00:16:36.200 --> 00:16:39.200]  經歷到神奇妙的作為
[00:16:39.200 --> 00:16:42.200]  於是我們會稱謝神
[00:16:42.200 --> 00:16:44.200]  會讚美神
[00:16:44.200 --> 00:16:46.200]  我們同樣看到神的榮耀
[00:16:46.200 --> 00:16:50.200]  在服事的過程裡面彰顯
[00:16:50.200 --> 00:16:56.200]  到底什麼是神的榮耀呢?
[00:16:56.200 --> 00:16:59.200]  新約學者對神的榮耀
[00:16:59.200 --> 00:17:02.200]  都有不同的定義
[00:17:02.200 --> 00:17:04.200]  韋力爾 Charles Ryrie
[00:17:04.200 --> 00:17:07.200]  他認為神的榮耀就是神的尊貴
[00:17:07.200 --> 00:17:13.200]  榮美和分量讓人看得到
[00:17:13.200 --> 00:17:16.200]  巴赫 J.I. Pecker
[00:17:16.200 --> 00:17:20.200]  他認為神的榮耀就是神本質的完美
[00:17:20.200 --> 00:17:25.200]  是顯露出來的超越性
[00:17:25.200 --> 00:17:28.200]  和值得稱讚的特質
[00:17:28.200 --> 00:17:34.200]  然後人對此表達尊崇和敬仰
[00:17:34.200 --> 00:17:36.200]  賴約翰牧師
[00:17:36.200 --> 00:17:40.200]  他認為神的榮耀是神本質的完美
[00:17:40.200 --> 00:17:42.200]  是祂屬性的總和
[00:17:42.200 --> 00:17:49.200]  包括了祂的恩慈、真理、憐憫、能力、公義、聖潔等等
[00:17:49.200 --> 00:17:52.200]  是祂所擁有的一切
[00:17:52.200 --> 00:17:55.200]  神的榮耀就是祂的所事
[00:17:55.200 --> 00:17:57.200]  以及祂的所有
[00:17:57.200 --> 00:18:01.200]  再加上祂本身所代表的一切
[00:18:01.200 --> 00:18:06.200]  也就是說神本身就是榮耀
[00:18:06.200 --> 00:18:09.200]  當人看到神的榮耀的時候
[00:18:09.200 --> 00:18:11.200]  是看到神的屬性
[00:18:11.200 --> 00:18:15.200]  又或者祂得幸的其中一項
[00:18:15.200 --> 00:18:18.200]  又或者是多項
[00:18:18.200 --> 00:18:20.200]  如果根據賴牧師這個定義
[00:18:20.200 --> 00:18:24.200]  我就明白為什麼弟兄姊妹分享完見證之後會說
[00:18:24.200 --> 00:18:29.200]  原榮耀、重讚都歸給我們的神
[00:18:29.200 --> 00:18:33.200]  是因為我們能夠在弟兄或姊妹的身上
[00:18:33.200 --> 00:18:35.200]  看到神的屬性
[00:18:35.200 --> 00:18:39.200]  一項或者多項
[00:18:39.200 --> 00:18:41.200]  在《羅馬書》三章廿三節說到
[00:18:41.200 --> 00:18:43.200]  世人都犯了罪
[00:18:43.200 --> 00:18:46.200]  規缺了神的榮耀
[00:18:46.200 --> 00:18:50.200]  人是按著神的形象被造的
[00:18:50.200 --> 00:18:55.200]  本來應該反映神的形象和神的榮耀
[00:18:55.200 --> 00:18:57.200]  就是因為我們犯了罪
[00:18:57.200 --> 00:18:59.200]  我們做不到
[00:18:59.200 --> 00:19:01.200]  但是當我們願意信服神
[00:19:01.200 --> 00:19:04.200]  跟從神的教導去走的時候
[00:19:04.200 --> 00:19:07.200]  靠著神我們可以做得到
[00:19:07.200 --> 00:19:11.200]  可以反映到神美善的屬性
[00:19:11.200 --> 00:19:15.200]  以致人可以見到神的榮耀
[00:19:15.200 --> 00:19:18.200]  讓我們在生活裡面
[00:19:18.200 --> 00:19:21.200]  看到神的榮耀在我們中間
[00:19:21.200 --> 00:19:25.200]  我們就要信服神
[00:19:25.200 --> 00:19:28.200]  走出神讓我們走的
[00:19:28.200 --> 00:19:32.200]  以致我們能夠彰顯到神的榮耀
[00:19:32.200 --> 00:19:35.200]  或者我們平時說
[00:19:35.200 --> 00:19:38.200]  我們去榮耀神
[00:19:38.200 --> 00:19:41.200]  當然我們要完全見到神的榮耀
[00:19:41.200 --> 00:19:45.200]  要等到將來主耶穌再回來的時候
[00:19:45.200 --> 00:19:50.200]  而我們也可以跟主耶穌進入祂的榮耀裡面
[00:19:50.200 --> 00:19:52.200]  神應許我們
[00:19:52.200 --> 00:19:53.200]  不是神應許
[00:19:53.200 --> 00:19:55.200]  當時的以色列子民
[00:19:55.200 --> 00:19:58.200]  他們要回到他們的子民中間
[00:19:58.200 --> 00:20:02.200]  他們的子民又要有什麼回應呢?
[00:20:02.200 --> 00:20:05.200]  神對他們有什麼要求呢?
[00:20:05.200 --> 00:20:07.200]  我們一起再讀
[00:20:07.200 --> 00:20:12.200]  經文七至九節
[00:20:12.200 --> 00:20:14.200]  預備起
[00:20:14.200 --> 00:20:18.200]  「人子啊,這是我寶座之地,
[00:20:18.200 --> 00:20:21.200]  是我腳掌所踏之地,
[00:20:21.200 --> 00:20:23.200]  我要在這裡住,
[00:20:23.200 --> 00:20:26.200]  在以色列人中直到永遠。
[00:20:26.200 --> 00:20:29.200]  以色列加和他們的君王
[00:20:29.200 --> 00:20:31.200]  必不再玷污我的性命,
[00:20:31.200 --> 00:20:33.200]  就是行邪淫
[00:20:33.200 --> 00:20:38.200]  在錫安的高處埋葬他們君王的屍首,
[00:20:38.200 --> 00:20:41.200]  使他們的門禁挨近我的門禁,
[00:20:41.200 --> 00:20:45.200]  他們的門框挨近我的門框,
[00:20:45.200 --> 00:20:48.200]  他們與我中間緊隔一場,
[00:20:48.200 --> 00:20:51.200]  並且行可憎的事,
[00:20:51.200 --> 00:20:53.200]  玷污了我的性命,
[00:20:53.200 --> 00:20:56.200]  所以我發怒滅絕他們,
[00:20:56.200 --> 00:20:59.200]  現在他們當從我面前
[00:20:59.200 --> 00:21:03.200]  清除邪淫和他們君王的屍首,
[00:21:03.200 --> 00:21:07.200]  我就住在他們中間直到永遠。」
[00:21:07.200 --> 00:21:10.200]  以色列人聽到神的聲音
[00:21:10.200 --> 00:21:13.200]  從殿裡對他說話
[00:21:13.200 --> 00:21:15.200]  在七至九節
[00:21:15.200 --> 00:21:19.200]  是神對以色列人說的第一個訊息,
[00:21:19.200 --> 00:21:22.200]  也是對以色列人說的第一個訊息。
[00:21:22.200 --> 00:21:28.200]  神要對他們作出勸告和應許,
[00:21:28.200 --> 00:21:33.200]  挑戰以色列人取去他們屬靈上的淫亂
[00:21:33.200 --> 00:21:37.200]  和他們異教殯葬的做法。
[00:21:37.200 --> 00:21:40.200]  這個挑戰不單只是要他們的子民
[00:21:40.200 --> 00:21:42.200]  要他們的子民保持聖潔,
[00:21:42.200 --> 00:21:48.200]  還有聖殿的聖潔和神的命不被玷污,
[00:21:48.200 --> 00:21:53.200]  神應許將會永遠和他們的子民同在。
[00:21:53.200 --> 00:21:58.200]  神宣稱這個殿是他們的寶座之地,
[00:21:58.200 --> 00:22:01.200]  是他們腳掌所踏之地,
[00:22:01.200 --> 00:22:03.200]  他們要住在那裡,
[00:22:03.200 --> 00:22:07.200]  而且他們要住在以色列人中間,
[00:22:07.200 --> 00:22:10.200]  這是他們的家,是他們的居所,
[00:22:10.200 --> 00:22:12.200]  直到永遠。
[00:22:12.200 --> 00:22:19.200]  不過,耶和華神堅持對自己的聖潔的名的執著,
[00:22:19.200 --> 00:22:23.200]  他也不會降低對自己子民
[00:22:23.200 --> 00:22:26.200]  在道德和靈性上的要求,
[00:22:26.200 --> 00:22:31.200]  他不容許他們再在罪惡裡,
[00:22:31.200 --> 00:22:34.200]  他們不可以再拜偶像。
[00:22:34.200 --> 00:22:38.200]  第七節,說到錫安的高處,
[00:22:38.200 --> 00:22:41.200]  高處即是休壇的所在,
[00:22:41.200 --> 00:22:43.200]  是拜偶像的地方,
[00:22:43.200 --> 00:22:49.200]  而猶大王的屍體應該是埋葬在大衛城,
[00:22:49.200 --> 00:22:52.200]  和聖殿應該有一段距離,
[00:22:52.200 --> 00:22:54.200]  所以有些解經家認為
[00:22:54.200 --> 00:22:57.200]  君王的屍首這個字是
[00:22:57.200 --> 00:23:02.200]  烏加列文的字根裡的紀念碑和遺像,
[00:23:02.200 --> 00:23:06.200]  所以,這裡可以指出
