
[00:00:00.000 --> 00:00:01.920]  各位丁姐妹,開始講道的時候
[00:04:01.480 --> 00:04:04.480]  我們一生也不會犯下類同的錯誤
[00:04:04.480 --> 00:04:09.080]  所以各位頂節目,今天應該小心點
[00:04:09.080 --> 00:04:10.520]  應該大家都用心
[00:04:10.520 --> 00:04:13.480]  從今天正道的例證中學習一個功課
[00:04:13.480 --> 00:04:16.760]  避免你和我犯下如此錯誤
[00:04:16.760 --> 00:04:18.800]  我們嘴裡說很愛神
[00:04:18.880 --> 00:04:21.120]  但其實我們的心卻愛著其他東西
[00:04:21.120 --> 00:04:23.880]  來做出一些神爽而不喜悅的事情
[00:04:23.880 --> 00:04:25.880]  讓我們一起低頭祈禱
[00:04:25.880 --> 00:04:28.360]  至於聰明天父,我們感謝你
[00:04:28.360 --> 00:04:29.960]  感謝你設下神理話語
[00:04:29.960 --> 00:04:31.320]  去指引我們的生命
[00:04:31.320 --> 00:04:34.080]  讓我們知道世上神喜歡甚麼
[00:04:34.080 --> 00:04:35.320]  想我們怎樣
[00:04:35.320 --> 00:04:38.640]  如何能夠活出一個土神喜悅的門徒人生
[00:04:38.640 --> 00:04:40.320]  求聖靈對我們有怨念、有安慰
[00:04:40.320 --> 00:04:42.400]  同時也有督責、有鼓勵
[00:04:42.400 --> 00:04:45.840]  我們禱告,奉靠耶穌基督,明智祈禱
[00:04:45.840 --> 00:04:46.760]  阿們
[00:04:47.400 --> 00:04:50.360]  在聖經出埃及記第20章第4節
[00:04:50.360 --> 00:04:52.520]  神說了一句很清晰的話
[00:04:52.520 --> 00:04:56.440]  就是我們不可以拜偶像,對吧
[00:04:56.440 --> 00:04:58.880]  不過你在香港生活可能不太察覺
[00:04:58.880 --> 00:05:01.480]  我在外國回來,我經常想起一個課題
[00:05:01.480 --> 00:05:02.560]  關於拜偶像
[00:05:02.560 --> 00:05:04.280]  拜偶像即是放在磚上的那些
[00:05:04.280 --> 00:05:05.840]  我通常想到的
[00:05:05.840 --> 00:05:07.000]  我想問大家
[00:05:07.000 --> 00:05:09.400]  有多少人知道這教會
[00:05:09.400 --> 00:05:11.400]  樓下角落位置的茶餐廳
[00:05:11.400 --> 00:05:13.240]  一進去,從左邊走到最尾
[00:05:13.240 --> 00:05:15.080]  他拜的磚偶像是甚麼
[00:05:16.480 --> 00:05:17.680]  關公
[00:05:17.680 --> 00:05:19.120]  根據香港電影告訴我們
[00:05:19.120 --> 00:05:21.280]  香港黑社會拜的偶像是誰
[00:05:21.280 --> 00:05:23.440]  警察呢
[00:05:23.440 --> 00:05:26.040]  有想過兩個黑社會一起走到茶餐廳
[00:05:26.040 --> 00:05:26.880]  談判的時候
[00:05:26.880 --> 00:05:28.280]  遇到警察來清場的時候
[00:05:28.280 --> 00:05:30.160]  關公怎麼辦
[00:05:30.160 --> 00:05:33.360]  你要明白,拜偶像本身已經有問題
[00:05:33.360 --> 00:05:35.080]  但你留意聖經
[00:05:35.080 --> 00:05:37.920]  出埃及記第20章第4節
[00:05:37.920 --> 00:05:40.680]  它說不可為自己雕刻偶像
[00:05:40.680 --> 00:05:41.440]  不要拜偶像
[00:05:41.440 --> 00:05:42.640]  還有一個字
[00:05:42.640 --> 00:05:46.040]  它說不要做甚麼形象
[00:05:46.120 --> 00:05:48.800]  不要做一些形象出來拜
[00:05:48.800 --> 00:05:52.080]  留意一下,在希伯來文中
[00:05:52.080 --> 00:05:54.760]  如果有多少人跟Watchman查經
[00:05:54.760 --> 00:05:56.120]  有用過Net Bible
[00:05:56.120 --> 00:05:58.120]  New English Translation
[00:05:58.120 --> 00:06:00.040]  New English Translation
[00:06:00.040 --> 00:06:01.480]  是Dallasan學院的教授
[00:06:01.480 --> 00:06:02.960]  翻譯出來的英文聖經
[00:06:02.960 --> 00:06:04.680]  當中有很多footnote
[00:06:04.680 --> 00:06:05.640]  它會告訴你
[00:06:05.640 --> 00:06:08.400]  出埃及記第20章第4節中的形象
[00:06:08.400 --> 00:06:09.840]  英文是likeless
[00:06:09.840 --> 00:06:11.960]  希伯來文叫timula
[00:06:11.960 --> 00:06:15.560]  timula這字是解作mental pattern
[00:06:15.640 --> 00:06:20.600]  即是我們人心理所建構的一些形象
[00:06:20.600 --> 00:06:22.560]  而這個形象的來源
[00:06:22.560 --> 00:06:24.240]  可以來自真實的事物
[00:06:24.240 --> 00:06:27.320]  即是你眼見的牛羊、馬、燈、石都可以
[00:06:27.320 --> 00:06:32.280]  而且可以來自憑空想像的東西
[00:06:32.280 --> 00:06:34.760]  所以有一位聖經學者
[00:06:34.760 --> 00:06:36.440]  他曾經在他的著作中寫過
[00:06:36.440 --> 00:06:43.200]  他說偶像可以是外在可見的崇拜對象
[00:06:43.280 --> 00:06:48.440]  亦可以是吸引人心靈的微妙影響力
[00:06:48.440 --> 00:06:51.280]  而有一位很出名的聖經學者
[00:06:51.280 --> 00:06:52.840]  叫William Barclay
[00:06:52.840 --> 00:06:55.120]  在他1976年的著作中寫
[00:06:55.120 --> 00:06:57.960]  1976年,你未出生的舉手
[00:06:57.960 --> 00:07:00.000]  舉高一點
[00:07:00.000 --> 00:07:02.240]  好,有一位作者叫William Barclay
[00:07:02.240 --> 00:07:05.320]  在遠古時代,即是1976年的著作中
[00:07:05.320 --> 00:07:07.000]  他這樣寫道
[00:07:07.000 --> 00:07:11.400]  偶像是任何令人除了敬拜神以外
[00:07:11.480 --> 00:07:13.560]  會敬拜的對象
[00:07:13.560 --> 00:07:20.640]  是人允許其取代神的位置的任何事物
[00:07:20.640 --> 00:07:27.760]  一個人可能會將他的金錢、事業、安全感
[00:07:27.760 --> 00:07:30.280]  快樂當作偶像
[00:07:30.280 --> 00:07:37.080]  偶像是任何佔據神應有地位的東西
[00:07:37.080 --> 00:07:39.960]  所以各位弟兄姊妹
[00:07:40.040 --> 00:07:47.320]  當我們在生命中被一些人、事、物奪取了
[00:07:47.320 --> 00:07:50.400]  我們本身應該去聽神命令
[00:07:50.400 --> 00:07:52.600]  去遵從神的話語
[00:07:52.600 --> 00:07:56.760]  去敬拜神、服侍神的優先序的時候
[00:07:56.760 --> 00:08:00.200]  就是你和我所拜的偶像
[00:08:00.200 --> 00:08:05.800]  究竟在聖經中,誰如此膽小
[00:08:05.880 --> 00:08:09.320]  竟然是屬於被神所揀選
[00:08:09.320 --> 00:08:11.560]  蒙神賜福的領袖
[00:08:11.560 --> 00:08:17.160]  敢在他的人生中說出他深深愛神
[00:08:17.160 --> 00:08:20.360]  但其實心腳是喜歡了其他東西
[00:08:20.360 --> 00:08:22.200]  即是拜偶像
[00:08:22.200 --> 00:08:25.440]  答案就是耶羅伯安
[00:08:25.440 --> 00:08:28.200]  耶羅伯安其實就是在猶太歷史中
[00:08:28.200 --> 00:08:30.640]  南北國分裂之後
[00:08:30.640 --> 00:08:33.360]  以色列國的第一位皇帝
[00:08:33.360 --> 00:08:35.520]  北國以色列的第一位皇帝
[00:08:35.600 --> 00:08:37.960]  我們看看聖經告訴我們
[00:08:37.960 --> 00:08:40.800]  耶羅伯安做了北國以色列王之後
[00:08:40.800 --> 00:08:42.280]  做了甚麼事情
[00:08:42.280 --> 00:08:44.600]  我想請大家一起跟著Janice
[00:08:44.600 --> 00:08:47.280]  去重讀以下幾節經文
[00:08:47.280 --> 00:08:50.600]  聖經上第十二章二十八至二十九節
[00:08:50.600 --> 00:08:53.240]  一、二、三
[00:08:53.240 --> 00:08:56.800]  耶羅伯安王就籌劃定妥
[00:08:56.800 --> 00:08:59.400]  鑄造了兩個金牛獨
[00:08:59.400 --> 00:09:01.000]  對眾民說
[00:09:01.080 --> 00:09:06.520]  「以色列人啊,你們上耶路撒冷去實在是難」
[00:09:06.520 --> 00:09:10.400]  「這就是領你們出埃及地的神」
[00:09:10.400 --> 00:09:11.840]  他就把牛獨
[00:09:11.840 --> 00:09:16.120]  一隻安在伯特利,一隻安在丹
[00:09:16.120 --> 00:09:19.040]  我很欣賞大家跟著Janice一起讀
[00:09:19.040 --> 00:09:21.400]  不過下次我們跳過一、二、三
[00:09:21.400 --> 00:09:23.440]  我相信你能跟上,好嗎
[00:09:23.440 --> 00:09:24.440]  大家可以看到
[00:09:24.440 --> 00:09:26.400]  其實在猶太人的傳統中
[00:09:26.400 --> 00:09:27.760]  一年有三個節日
[00:09:27.840 --> 00:09:29.320]  他們要回到耶路撒冷
[00:09:29.320 --> 00:09:31.560]  來對首節去聖殿敬拜
[00:09:31.560 --> 00:09:34.040]  但當大魏王朝崩潰了
[00:09:34.040 --> 00:09:36.680]  分裂成南北二國之後
[00:09:36.680 --> 00:09:40.360]  南國猶太的首都仍然在耶路撒冷
[00:09:40.360 --> 00:09:43.920]  但北國最初的耶羅伯安
[00:09:43.920 --> 00:09:45.720]  這位以色列國的國王
[00:09:45.720 --> 00:09:47.560]  他就住在離開耶路撒冷
[00:09:47.560 --> 00:09:50.680]  以北大約四十里的地方叫士堅
[00:09:50.680 --> 00:09:52.640]  大家留意聖經
[00:09:52.640 --> 00:09:55.760]  留意《列王記》上十二章二十八節
[00:09:55.840 --> 00:10:00.640]  牌面上,耶羅伯安表面上很愛神
[00:10:00.640 --> 00:10:01.840]  你想想,如果他不愛神
[00:10:01.840 --> 00:10:04.800]  他怎會想以色列子民去敬拜神
[00:10:04.800 --> 00:10:07.440]  所以他想幫以色列人去敬拜神
[00:10:07.440 --> 00:10:09.400]  他還很愛以色列人
[00:10:09.400 --> 00:10:12.160]  所以他特意做了兩個金牛獨
[00:10:12.160 --> 00:10:12.960]  跟他們說
[00:10:12.960 --> 00:10:16.240]  這就是帶以色列人出埃及的神
[00:10:16.240 --> 00:10:18.280]  他將兩個金牛獨放在哪裡
[00:10:18.280 --> 00:10:20.120]  他放在以色列國境裡
[00:10:20.120 --> 00:10:21.440]  一個北面的城市
[00:10:21.440 --> 00:10:24.280]  一個南面的城市,就是伯特利和丹
[00:10:24.360 --> 00:10:26.920]  他這樣做,簡直是愛他的子民
[00:10:26.920 --> 00:10:27.960]  愛到出汁
[00:10:27.960 --> 00:10:30.960]  因為不想子民周居勞頓
[00:10:30.960 --> 00:10:32.240]  攀山拔嶺
[00:10:32.240 --> 00:10:35.240]  走回南國猶大的耶路撒冷城
[00:10:35.240 --> 00:10:37.160]  來敬拜,山長水遠
[00:10:37.160 --> 00:10:39.760]  就腳一點,就好辦事,對吧
[00:10:39.760 --> 00:10:44.320]  但說明牌面功夫的事情
[00:10:44.320 --> 00:10:46.520]  就不要那麼容易被人騙
[00:10:46.520 --> 00:10:49.360]  如果以色列人熟讀聖經的話
[00:10:49.360 --> 00:10:50.200]  他一定看得出
[00:10:50.200 --> 00:10:53.360]  耶羅伯安這個表面好心的行動
[00:10:53.440 --> 00:10:55.800]  實質上其實是做壞事的
[00:10:55.800 --> 00:10:58.120]  剛才出埃及記20章4節清楚說明
[00:10:58.120 --> 00:10:59.560]  神是怎樣的
[00:10:59.560 --> 00:11:02.360]  祂不讓人拜偶像
[00:11:02.360 --> 00:11:04.240]  如果以色列人記得神的吩咐
[00:11:04.240 --> 00:11:05.760]  不可以拜偶像
[00:11:05.760 --> 00:11:08.680]  為何會跟著耶羅伯安去拜金牛獨
[00:11:08.680 --> 00:11:11.080]  而不去拜以色列的真神
[00:11:11.080 --> 00:11:13.960]  而這批北國以色列人
[00:11:13.960 --> 00:11:15.760]  很適合被稱呼為
[00:11:15.760 --> 00:11:17.960]  我們香港人所說的三個字
[00:11:17.960 --> 00:11:20.040]  叫做「豬頭餅」
[00:11:20.120 --> 00:11:23.520]  竟然會跟著耶羅伯安好心的行為
[00:11:23.520 --> 00:11:25.040]  來拜金牛獨
[00:11:25.040 --> 00:11:27.280]  卻不去拜以色列的真神
[00:11:27.280 --> 00:11:30.120]  而這批不遵守神話語的豬頭餅
[00:11:30.120 --> 00:11:32.520]  就被耶羅伯安足足煽了一帆
[00:11:32.520 --> 00:11:34.600]  「九九九千足純金」
[00:11:34.600 --> 00:11:36.000]  為何這麼說
[00:11:36.000 --> 00:11:37.840]  看看聖經
[00:11:37.840 --> 00:11:39.960]  以《旺記》上12章30節記載
[00:11:39.960 --> 00:11:44.440]  他說:「這是叫百姓陷在罪裡
[00:11:44.440 --> 00:11:49.360]  因為他們枉膽去拜那牛獨」
[00:11:49.440 --> 00:11:53.600]  一群以色列人跟著自己的皇帝
[00:11:53.600 --> 00:11:55.760]  去了拜牛獨
[00:11:55.760 --> 00:11:58.880]  被陷於罪惡之中而不自知
[00:11:58.880 --> 00:12:00.880]  試想想
[00:12:00.880 --> 00:12:02.600]  普通的平民百姓
[00:12:02.600 --> 00:12:07.440]  怎會想到自己的君王會煽自己一運
[00:12:07.440 --> 00:12:10.040]  就像今時今日教會的信徒
[00:12:10.040 --> 00:12:15.000]  你怎會想到自己的牧者會煽你一運
[00:12:15.000 --> 00:12:18.680]  再者,耶羅伯安不是笨蛋
[00:12:18.760 --> 00:12:21.120]  不是三斤豬頭
[00:12:21.120 --> 00:12:23.880]  知道為何是三斤豬頭嗎
[00:12:23.880 --> 00:12:26.280]  三斤豬頭是有口的
[00:12:26.280 --> 00:12:28.720]  聖經說耶羅伯安絕對不是三斤豬頭
[00:12:28.720 --> 00:12:30.720]  是一個出色的人物
[00:12:30.720 --> 00:12:32.080]  但這個有才華
[00:12:32.080 --> 00:12:35.120]  比神簡選蒙神賜福這麼出色的人物
[00:12:35.120 --> 00:12:39.680]  怎會陷自己的國民於不義之中
[00:12:39.680 --> 00:12:41.920]  帶他們去拜偶像
[00:12:41.920 --> 00:12:42.720]  我們很迷惑
[00:12:42.720 --> 00:12:45.880]  但聖經告訴我們事實就是這樣發生
[00:12:45.880 --> 00:12:47.400]  看看聖經怎樣說
[00:12:47.480 --> 00:12:50.320]  聖經11:28說
[00:12:50.320 --> 00:12:52.720]  耶羅伯安不是三腳貓的角色
[00:12:52.720 --> 00:12:55.360]  他說他是大有才能的人
[00:12:55.360 --> 00:12:57.040]  絕對不是三斤豬頭
[00:12:57.040 --> 00:13:00.960]  而聖經11:29-38記載
[00:13:00.960 --> 00:13:03.560]  因為所羅門王去拜偶像
[00:13:03.560 --> 00:13:06.840]  所以神要對所羅門王作出懲罰
[00:13:06.840 --> 00:13:10.520]  他派了一個先知叫阿希雅
[00:13:10.520 --> 00:13:12.880]  向耶羅伯安宣告
[00:13:12.880 --> 00:13:16.800]  神要將國從所羅門手裡奪回
[00:13:16.880 --> 00:13:22.400]  將十個支派賜給耶羅伯安
[00:13:22.400 --> 00:13:26.320]  耶羅伯安是一個蒙神簡選
[00:13:26.320 --> 00:13:30.240]  蒙神賜福的領袖
[00:13:30.240 --> 00:13:31.680]  你想想
[00:13:31.680 --> 00:13:33.880]  一個這麼有才華
[00:13:33.880 --> 00:13:35.560]  被神簡選
[00:13:35.560 --> 00:13:37.960]  蒙神賜福的領袖
[00:13:37.960 --> 00:13:39.760]  這麼出色的男人
[00:13:39.760 --> 00:13:43.320]  去到哪裡都應該像七黑中的螢火蟲一樣
[00:13:43.320 --> 00:13:45.840]  鮮明奪目,對吧
[00:13:45.920 --> 00:13:51.320]  還有,他是得到神將來賜福給他的應許
[00:13:51.320 --> 00:13:53.320]  請大家一起聽聽Janice讀
[00:13:53.320 --> 00:13:54.280]  聽聽Janice讀
[00:13:54.280 --> 00:13:56.320]  《聶王記》11:38
[00:13:56.320 --> 00:14:02.320]  (你若聽從我一切所吩咐你的)
[00:14:02.320 --> 00:14:06.560]  (遵行我的道,行我眼中看為正的事)
[00:14:06.560 --> 00:14:09.120]  (謹守我的律例,誡命)
[00:14:09.120 --> 00:14:11.960]  (像我僕人大衛所行的)
[00:14:12.040 --> 00:14:16.000]  (我就與你同在,為你立堅固的家)
[00:14:16.000 --> 00:14:18.800]  (像我為大衛所立的一樣)
[00:14:18.800 --> 00:14:20.960]  (將以色列人賜給你)
[00:14:20.960 --> 00:14:23.520]  作為一個猶太人
[00:14:23.520 --> 00:14:24.720]  看到神將來
[00:14:24.720 --> 00:14:28.000]  本身只有大衛家族可以接受的福分
[00:14:28.000 --> 00:14:30.640]  傾倒於自己的家族之上
[00:14:30.640 --> 00:14:33.680]  你應該覺得受萬千寵幸
[00:14:33.680 --> 00:14:35.320]  被神簡選、被神使用
[00:14:35.320 --> 00:14:37.400]  你應該這樣圖報
[00:14:37.400 --> 00:14:40.800]  專心一致地侍奉、愛這個簡選你
[00:14:40.880 --> 00:14:44.200]  賜福、賜恩給你的獨一真神,對吧
[00:14:44.200 --> 00:14:45.680]  就像今時今日的基督徒
[00:14:45.680 --> 00:14:48.480]  你有沒有想過你和我都被神簡選
[00:14:48.480 --> 00:14:49.560]  我們被神簡選
[00:14:49.560 --> 00:14:51.200]  我們能夠信耶穌
[00:14:51.200 --> 00:14:53.320]  「恩信稱義,得永生」
[00:14:53.320 --> 00:14:54.760]  信了耶穌的時候
[00:14:54.760 --> 00:14:57.920]  還要有聖靈內在我們的生命中
[00:14:57.920 --> 00:14:59.720]  根據聖經說
[00:14:59.720 --> 00:15:01.600]  聖靈會按照自己的心意
[00:15:01.600 --> 00:15:05.000]  給每一位基督徒最少一樣的屬靈恩賜
[00:15:05.000 --> 00:15:08.240]  以致我們能夠去服侍、敬拜
[00:15:08.240 --> 00:15:10.040]  去服侍我們的神
[00:15:10.120 --> 00:15:11.440]  而聖經告訴我們
[00:15:11.440 --> 00:15:12.800]  信了耶穌之後
[00:15:12.800 --> 00:15:14.600]  我們會在聖經中得到很多
[00:15:14.600 --> 00:15:17.360]  從神眼中看為豐盛的生命
[00:15:17.360 --> 00:15:20.440]  並且因為我們有神給我們的恩賜
[00:15:20.440 --> 00:15:23.480]  我們可以在地上用合神心意的材料
[00:15:23.480 --> 00:15:25.400]  就像哥倫多前書第三章所說
[00:15:25.400 --> 00:15:28.320]  就像金銀寶石一樣來建立教會的時候
[00:15:28.320 --> 00:15:29.800]  將來在永恆的天國中
[00:15:29.800 --> 00:15:31.520]  我們會有獎賞
[00:15:31.520 --> 00:15:34.480]  你今天信了耶穌那麼久
[00:15:34.480 --> 00:15:36.720]  有沒有經歷過神的恩典
[00:15:36.720 --> 00:15:39.400]  你有沒有發覺其實我們這些被簡選的人
[00:15:39.480 --> 00:15:41.400]  經歷過今生
[00:15:41.400 --> 00:15:44.760]  並且還會在來生也經歷到神的祝福
[00:15:44.760 --> 00:15:46.760]  我們其實是否應該像耶羅伯安
[00:15:46.760 --> 00:15:49.560]  這個蒙神簡選、蒙神賜福
[00:15:49.560 --> 00:15:51.360]  蒙神賜下才華
[00:15:51.360 --> 00:15:53.880]  有著今生和來世祝福的人一模一樣
[00:15:53.880 --> 00:15:56.800]  我們也應該感恩圖報、知恩圖報
[00:15:56.800 --> 00:15:58.640]  覺得受萬千寵幸
[00:15:58.640 --> 00:16:01.600]  我們一生都應該去愛我們那位
[00:16:01.600 --> 00:16:02.840]  拯救我們的神
[00:16:02.840 --> 00:16:04.560]  賜福給我們的神,是嗎
[00:16:04.560 --> 00:16:07.000]  你敢說不是嗎
[00:16:08.920 --> 00:16:11.480]  但究竟是甚麼原因
[00:16:11.480 --> 00:16:15.640]  令到這個被神簡選、被神賜福
[00:16:15.640 --> 00:16:20.160]  被神簡選作為領袖的耶羅伯安
[00:16:20.160 --> 00:16:24.520]  要引誘他的屬神子民來拜偶像
[00:16:24.520 --> 00:16:30.240]  原因就是因為耶羅伯安嘴巴很愛神
[00:16:30.240 --> 00:16:34.440]  但其實他內心更加愛另一件事
[00:16:34.440 --> 00:16:37.360]  那件事已經成為他的偶像
[00:16:38.400 --> 00:16:41.840]  請大家聽聽Janice重讀一段很長的經文
[00:16:41.840 --> 00:16:45.720]  看看聖經說耶羅伯安究竟為何這麼壞
[00:16:45.720 --> 00:16:46.960]  請Janice為我們重讀
[00:16:46.960 --> 00:16:50.240]  《列王記》上12章25至30節
[00:16:50.960 --> 00:16:55.320]  耶羅伯安在以法連山地建築事件
[00:16:55.320 --> 00:16:57.080]  就住在其中
[00:16:57.080 --> 00:17:01.480]  又從事件出去建築彼路伊勒
[00:17:01.480 --> 00:17:03.440]  耶羅伯安心裡說
[00:17:03.440 --> 00:17:06.360]  恐怕這國迎歸大維加
[00:17:06.360 --> 00:17:09.880]  這民若想耶路撒冷去
[00:17:09.880 --> 00:17:12.960]  在耶和華的殿裡獻祭
[00:17:12.960 --> 00:17:15.800]  他們的心必歸向他們的主
[00:17:15.800 --> 00:17:18.000]  猶大王羅伯安
[00:17:18.080 --> 00:17:19.840]  就把我殺了
[00:17:19.840 --> 00:17:22.400]  迎歸猶大王羅伯安
[00:17:22.400 --> 00:17:26.600]  耶羅伯安王就籌劃定妥
[00:17:26.600 --> 00:17:29.080]  鑄造了兩個金牛毒
[00:17:29.080 --> 00:17:30.680]  對眾民說
[00:17:30.680 --> 00:17:32.240]  以色列人啊
[00:17:32.240 --> 00:17:36.040]  你們想耶路撒冷去實在是難
[00:17:36.040 --> 00:17:39.240]  這就是令你們出埃及地的神
[00:17:39.240 --> 00:17:43.360]  他就把牛毒一隻安在伯特利
[00:17:43.360 --> 00:17:45.480]  一隻安在丹
[00:17:45.560 --> 00:17:48.640]  這是叫百姓陷在罪裡
[00:17:48.640 --> 00:17:52.840]  因為他們枉膽去拜那牛毒
[00:17:52.840 --> 00:17:58.440]  (陳雅宜)讀到這裡嗎?
[00:17:58.440 --> 00:18:01.480]  是嗎?好
[00:18:01.480 --> 00:18:03.760]  不要緊,我錯過了幾節
[00:18:03.760 --> 00:18:06.520]  大家看見12章26和27節嗎?
[00:18:06.520 --> 00:18:07.960]  看看這兩節經文
