
[00:00:00.000 --> 00:00:02.560]  好,兄弟姊妹平安
[00:02:13.880 --> 00:02:17.040]  有個小孩拿了五個餅、兩條魚出來
[00:02:17.040 --> 00:02:18.280]  他很微小的奉獻
[00:02:18.280 --> 00:02:20.920]  都可以承受到無限的可能
[00:02:20.960 --> 00:02:25.360]  第三,我們要學習主耶穌的言語去分享
[00:02:25.360 --> 00:02:28.680]  今天我選了《馬可福音》裏面
[00:02:28.680 --> 00:02:31.480]  記載的五餅二魚跟大家分享
[00:02:31.480 --> 00:02:32.720]  《馬可福音》很特別
[00:02:32.720 --> 00:02:36.600]  它記載了很多耶穌和十二使徒
[00:02:36.600 --> 00:02:37.560]  或者叫門徒
[00:02:37.560 --> 00:02:40.600]  他們之間的互動和對話
[00:02:40.600 --> 00:02:41.920]  所以今天很想藉著
[00:02:41.920 --> 00:02:45.200]  看看耶穌和門徒之間的互動
[00:02:45.200 --> 00:02:49.120]  我們看看究竟門徒和耶穌
[00:02:49.160 --> 00:02:52.040]  在五餅二魚這件事件之下
[00:02:52.040 --> 00:02:54.840]  他們所看到的東西有什麼分別
[00:02:54.840 --> 00:02:58.320]  今天的講題就是
[00:02:58.320 --> 00:03:01.600]  「主超過我在面對的點點點」
[00:03:01.600 --> 00:03:03.080]  很明顯這個點點點
[00:03:03.080 --> 00:03:08.080]  就是你正在經歷的一些困難、掙扎
[00:03:08.080 --> 00:03:09.040]  留下的點點點
[00:03:09.040 --> 00:03:12.920]  就是我相信大家面對的事情都可能很不同
[00:03:12.920 --> 00:03:14.360]  所以進入經文之前
[00:03:14.360 --> 00:03:17.240]  很想大家用半分鐘時間去思考
[00:03:17.280 --> 00:03:19.360]  一個你現在面對的困難
[00:03:19.360 --> 00:03:21.560]  或者可能說你現在沒有困難
[00:03:21.560 --> 00:03:24.560]  你最近面對過的一個困難是甚麼
[00:03:24.560 --> 00:03:27.200]  可能是讀書、比賽、人際關係
[00:03:27.200 --> 00:03:28.680]  可能有些導師在工作
[00:03:28.680 --> 00:03:31.720]  有些自我形象、有些家庭、有些小組關係
[00:03:31.720 --> 00:03:33.600]  給大家半分鐘時間去思考
[00:03:33.600 --> 00:03:35.760]  你正在面對的是甚麼
[00:03:35.760 --> 00:03:36.800]  用我們進入經文之前
[00:03:36.800 --> 00:03:38.000]  我們一起去圖稿
[00:03:38.000 --> 00:03:40.800]  七位基因主,多謝你
[00:03:40.800 --> 00:03:43.280]  多謝你設下了寶貴的話語
[00:03:43.280 --> 00:03:46.840]  這本聖經成為我們提醒和幫助
[00:03:46.880 --> 00:03:48.600]  在我們面對困難的時候
[00:03:48.600 --> 00:03:50.720]  求你教導我們如何去面對
[00:03:50.720 --> 00:03:52.240]  校正我們的態度
[00:03:52.240 --> 00:03:53.720]  藉著我們去觀察
[00:03:53.720 --> 00:03:54.880]  在貓的福音中
[00:03:54.880 --> 00:03:56.760]  主耶穌你如何與門徒的互動
[00:03:56.760 --> 00:03:58.520]  讓我們學習去反省
[00:03:58.520 --> 00:04:00.280]  恭敬將以下說到的事人交上
[00:04:00.280 --> 00:04:03.320]  願主你開我們耳朵、開我們的眼睛
[00:04:03.320 --> 00:04:04.600]  恭護下這個口
[00:04:04.600 --> 00:04:08.240]  讓我們說得明白、聽得明白
[00:04:08.240 --> 00:04:08.960]  我們圖告交託
[00:04:08.960 --> 00:04:10.760]  奉主耶穌基督得勝,聞之其求
[00:04:10.760 --> 00:04:11.680]  阿門
[00:04:12.480 --> 00:04:17.520]  很快地說說故事發生甚麼事
[00:04:17.520 --> 00:04:20.040]  中間有少許經文想邀請大家一起讀
[00:04:20.040 --> 00:04:21.880]  到時再告訴你們
[00:04:21.880 --> 00:04:23.760]  事件是關於十二門徒
[00:04:23.760 --> 00:04:26.440]  傳言道回來向耶穌報告
[00:04:26.440 --> 00:04:29.160]  他們做過甚麼和教了甚麼
[00:04:29.160 --> 00:04:32.680]  主耶穌叫門徒過來
[00:04:32.680 --> 00:04:34.200]  跟他們說「來」
[00:04:34.200 --> 00:04:36.320]  「你們自己去曠野休息一下」
[00:04:36.320 --> 00:04:38.560]  為甚麼?因為主耶穌知道
[00:04:38.560 --> 00:04:41.200]  門徒很忙碌,連吃飯的時間都沒有
[00:04:41.240 --> 00:04:44.800]  所以耶穌和門徒悄悄地上了船
[00:04:44.800 --> 00:04:46.720]  上去曠野
[00:04:46.720 --> 00:04:50.400]  誰知有一群群眾看到他們上了船
[00:04:50.400 --> 00:04:51.520]  認出他們
[00:04:51.520 --> 00:04:53.840]  從國城跑出來
[00:04:53.840 --> 00:04:55.480]  想找他們
[00:04:55.480 --> 00:04:58.520]  比他們的船還要早到曠野
[00:04:58.520 --> 00:04:59.600]  耶穌一下船
[00:04:59.600 --> 00:05:01.720]  看到一大群人連問他們
[00:05:01.720 --> 00:05:07.000]  因為他們好像一群沒有羊的人
[00:05:07.000 --> 00:05:08.920]  教導了他們很多東西
[00:05:09.920 --> 00:05:12.720]  待會紅色的字想邀請大家讀
[00:05:12.720 --> 00:05:15.880]  天黑了,門徒就過來跟他們說
[00:05:15.880 --> 00:05:18.600]  耶穌就這樣回答他們
[00:05:18.600 --> 00:05:20.760]  「你們給他們吃吧」
[00:05:20.760 --> 00:05:22.320]  門徒之後就說
[00:05:22.320 --> 00:05:29.120]  耶穌就說
[00:05:29.120 --> 00:05:31.480]  「去看看你們有多少餅」
[00:05:31.480 --> 00:05:33.720]  他們知道了,然後就說
[00:05:33.720 --> 00:05:38.240]  好,謝謝大家
[00:05:38.280 --> 00:05:41.000]  故事之後,耶穌就吩咐門徒
[00:05:41.000 --> 00:05:43.840]  叫群眾坐在青草地上
[00:05:43.840 --> 00:05:46.800]  有秩序的,一排一排,有100,有50
[00:05:46.800 --> 00:05:48.360]  耶穌拿起了五個餅
[00:05:48.360 --> 00:05:51.320]  兩條魚就望天竺,借抹餅
[00:05:51.320 --> 00:05:54.040]  然後交給門徒
[00:05:54.040 --> 00:05:55.240]  門徒就遞給群眾
[00:05:55.240 --> 00:05:56.320]  分給大家吃
[00:05:56.320 --> 00:05:57.680]  大家吃飽了
[00:05:57.680 --> 00:05:59.800]  他們還撿起碎片
[00:05:59.800 --> 00:06:01.720]  裝滿了十二個籃子
[00:06:01.720 --> 00:06:05.400]  吃餅的男人至少有五千
[00:06:05.440 --> 00:06:09.600]  所以從剛才大家讀到的經文中
[00:06:09.600 --> 00:06:13.320]  其實我們看到門徒正面對一個難關
[00:06:13.320 --> 00:06:14.760]  就是不夠食物
[00:06:14.760 --> 00:06:17.520]  不夠食物的例子是因為現場有很多人
[00:06:17.520 --> 00:06:18.880]  五千個男人
[00:06:18.880 --> 00:06:23.080]  即是男人未算女人和小孩
[00:06:23.080 --> 00:06:24.720]  五千人是甚麼概念?
[00:06:24.720 --> 00:06:26.040]  我問過人工智能的
[00:06:26.040 --> 00:06:29.120]  一間學校大約有七、八人左右
[00:06:29.120 --> 00:06:34.520]  五千人就是七至八間中學的概念
[00:06:34.560 --> 00:06:36.880]  當時耶穌面對著那麼多人
[00:06:36.880 --> 00:06:39.080]  在曠野做教導
[00:06:39.080 --> 00:06:42.200]  曠野的意思其實就是荒涼之地
[00:06:42.200 --> 00:06:44.680]  即是甚麼都沒有
[00:06:44.680 --> 00:06:46.960]  所以到了天黑的時候
[00:06:46.960 --> 00:06:49.560]  門徒看到耶穌還在說話
[00:06:49.560 --> 00:06:50.680]  說不斷氣
[00:06:50.680 --> 00:06:52.040]  就過來打岔耶穌
[00:06:52.040 --> 00:06:54.120]  「這裡是曠野」
[00:06:54.120 --> 00:06:58.440]  「你快點叫他們四散去不同村莊買食物」
[00:06:58.440 --> 00:07:00.960]  但耶穌回答門徒
[00:07:00.960 --> 00:07:04.480]  「你們去找食物給那些人」
[00:07:04.520 --> 00:07:10.640]  門徒聽到反應後當然質疑耶穌
[00:07:10.640 --> 00:07:14.440]  其實從頭到尾門徒的反應都很合理
[00:07:14.440 --> 00:07:16.960]  天黑要吃飯
[00:07:16.960 --> 00:07:20.320]  你想想,七間學校一起吃飯的時候
[00:07:20.320 --> 00:07:23.200]  其實在餐廳找位置都未必找得到
[00:07:23.200 --> 00:07:29.840]  現在耶穌還要叫門徒為群眾預備那麼多食物
[00:07:29.840 --> 00:07:32.360]  其實基本上都沒有甚麼可能
[00:07:33.240 --> 00:07:35.120]  門徒粗略估計
[00:07:35.120 --> 00:07:37.440]  要餵飽那麼多群眾
[00:07:37.440 --> 00:07:42.000]  食物份量的價值是二百元
[00:07:42.000 --> 00:07:44.920]  這二百元不是指我們現在的二百元
[00:07:44.920 --> 00:07:46.240]  在那時候來說
[00:07:46.240 --> 00:07:49.760]  一天的工資只有一個銀幣
[00:07:49.760 --> 00:07:52.800]  所以其實是指要用三分二的年薪
[00:07:52.800 --> 00:07:55.720]  才能買到食物給這群人
[00:07:55.720 --> 00:08:01.160]  先不要說門徒有沒有三分二的年薪
[00:08:01.200 --> 00:08:03.880]  剛才我們說的故事背景
[00:08:03.880 --> 00:08:07.440]  是一群門徒傳元道回來這裡
[00:08:07.440 --> 00:08:10.800]  其實《馬學福音》在前面記載了
[00:08:10.800 --> 00:08:14.000]  耶穌叫這群門徒傳福音的時候
[00:08:14.000 --> 00:08:15.480]  一元都不要帶
[00:08:15.480 --> 00:08:17.040]  外套不要多拿一件
[00:08:17.040 --> 00:08:20.400]  只要一雙鞋子和一支杖子去傳道
[00:08:20.400 --> 00:08:21.520]  所以我們很想知道
[00:08:21.520 --> 00:08:23.520]  其實門徒回來的時候
[00:08:23.520 --> 00:08:25.960]  仍然一元都沒有在身
[00:08:25.960 --> 00:08:27.840]  其實門徒都會想
[00:08:27.840 --> 00:08:30.800]  「明明你叫我不要帶那麼多東西」
[00:08:30.840 --> 00:08:32.760]  「現在你又叫我去買食物給別人」
[00:08:32.760 --> 00:08:34.400]  「怎麼可能呢?」
[00:08:34.400 --> 00:08:38.240]  所以門徒的反應是很合理的
[00:08:38.240 --> 00:08:39.880]  但我們要再想想
[00:08:39.880 --> 00:08:43.080]  其實門徒不是一群普通人
[00:08:43.080 --> 00:08:44.200]  門徒是指甚麼呢?
[00:08:44.200 --> 00:08:47.600]  這群門徒是指和耶穌生活了一段時間
[00:08:47.600 --> 00:08:51.200]  他們見證過耶穌做了很多工作
[00:08:51.200 --> 00:08:54.000]  見證過祂的權柄的一群人
[00:08:54.000 --> 00:08:58.000]  而且剛才那群門徒做了甚麼回來?
[00:08:58.000 --> 00:08:59.200]  是傳道
[00:08:59.200 --> 00:09:00.040]  傳道做了甚麼?
[00:09:00.080 --> 00:09:01.760]  你看梁峰傳道做了甚麼?
[00:09:01.760 --> 00:09:03.640]  他就是叫人信耶穌
[00:09:03.640 --> 00:09:05.280]  他就是用自己的生命
[00:09:05.280 --> 00:09:07.720]  見證耶穌的工作是真實的
[00:09:07.720 --> 00:09:10.520]  但諷刺地的是
[00:09:10.520 --> 00:09:13.920]  糧食危機一來到的時候
[00:09:13.920 --> 00:09:19.080]  門徒的眼睛好像只剩下半邊耶穌
[00:09:19.080 --> 00:09:22.880]  但滿腦袋充斥著一堆限制
[00:09:22.880 --> 00:09:24.480]  心好像忘記了
[00:09:24.480 --> 00:09:26.240]  一隻眼睛看到耶穌
[00:09:26.240 --> 00:09:28.360]  但心卻不知道耶穌去了哪裡
[00:09:29.360 --> 00:09:31.840]  所以我們其實也想想
[00:09:31.840 --> 00:09:36.640]  其實門徒的反應也成為了我們的警惕
[00:09:36.640 --> 00:09:38.800]  其實我們的心可以坐在這裡
[00:09:38.800 --> 00:09:40.920]  好像很穩定
[00:09:40.920 --> 00:09:43.080]  但其實我們再仔細想想
[00:09:43.080 --> 00:09:45.400]  當難關一來到的時候
[00:09:45.400 --> 00:09:49.840]  我們也很容易被環境沖刺著腦袋
[00:09:49.840 --> 00:09:53.360]  我們可能會按自己的心意去行事
[00:09:53.360 --> 00:09:55.360]  就好像那群門徒
[00:09:55.400 --> 00:10:00.360]  他們就叫耶穌打發那群人為自己找東西吃
[00:10:00.360 --> 00:10:03.280]  在馬可的視覺中
[00:10:03.280 --> 00:10:06.880]  他用了另一群人去凸顯門徒
[00:10:06.880 --> 00:10:10.040]  即是只看到眼前的限制
[00:10:10.040 --> 00:10:13.560]  這群人就是剛才所說的群眾
[00:10:13.560 --> 00:10:16.520]  馬可在四卷福音書中
[00:10:16.520 --> 00:10:21.920]  很有趣的是馬可是用跑道那裡去形容這群人
[00:10:21.960 --> 00:10:28.120]  而他跑道那裡比耶穌坐船去到目的地還要早
[00:10:28.120 --> 00:10:30.520]  現在不是一個人自己跑
[00:10:30.520 --> 00:10:32.280]  而是一群人一起跑
[00:10:32.280 --> 00:10:35.120]  你想想平時一個人去荔枝角地鐵站
[00:10:35.120 --> 00:10:36.640]  可能要三分鐘
[00:10:36.640 --> 00:10:40.440]  當你叫你的小組一起去地鐵站的時候
[00:10:40.440 --> 00:10:43.240]  大家都知道沒有15分鐘是不可能行事的
[00:10:43.240 --> 00:10:45.040]  一個去廁所,一個去倒水
[00:10:45.040 --> 00:10:46.680]  不知道去了哪裡
[00:10:46.680 --> 00:10:48.720]  所以其實我們在看的是
[00:10:48.760 --> 00:10:54.400]  這群群眾是很目標一致地追著耶穌
[00:10:54.400 --> 00:10:59.160]  基文沒有交代為甚麼這群群眾要追著耶穌
[00:10:59.160 --> 00:11:01.320]  但我們相信
[00:11:01.320 --> 00:11:03.880]  其實一定是耶穌有吸引他們的地方
[00:11:03.880 --> 00:11:07.520]  這群群眾才會這麼一致地追著他們
[00:11:07.520 --> 00:11:10.320]  相比起這群門徒
[00:11:10.320 --> 00:11:16.400]  這群群眾可能沒有跟耶穌相處那麼多時間
[00:11:16.440 --> 00:11:19.880]  甚或他們也沒有跟一群門徒一起
[00:11:19.880 --> 00:11:24.720]  好像一群門徒一樣見證過耶穌很多行事神蹟
[00:11:24.720 --> 00:11:27.160]  可能很多他們是道聽途說
[00:11:27.160 --> 00:11:29.880]  聽說耶穌是這樣做的
[00:11:29.880 --> 00:11:33.760]  但馬可的記載角度好像告訴我們
[00:11:33.760 --> 00:11:39.160]  這群群眾好像比那群門徒更加相信神的權柄
[00:11:39.160 --> 00:11:44.120]  更加相信神能夠行其事
[00:11:45.320 --> 00:11:50.280]  門徒在這個門徒沒有見過耶穌的大臨嗎?
[00:11:50.280 --> 00:11:53.640]  不是,在這六章之前
[00:11:53.640 --> 00:11:56.000]  其實門徒見過耶穌做過甚麼呢?
[00:11:56.000 --> 00:11:58.600]  見證過耶穌平靜風和浪
[00:11:58.600 --> 00:12:01.160]  見證過耶穌在格拉森講鬼
[00:12:01.160 --> 00:12:05.200]  見證過耶穌隔空醫好了會堂的女兒
[00:12:05.200 --> 00:12:10.640]  但這群群眾好像比那群門徒更有信心
[00:12:11.520 --> 00:12:15.560]  兩位姐妹,我們也很清楚跟隨耶穌
[00:12:15.560 --> 00:12:18.760]  並不等於沒有困難、沒有難關
[00:12:18.760 --> 00:12:20.320]  剛開始的時候
[00:12:20.320 --> 00:12:27.200]  叫大家想想你現在面對或最近經歷的困難
[00:12:27.200 --> 00:12:31.600]  不知道你面對困難時會有甚麼感受
[00:12:31.600 --> 00:12:33.800]  會否像那群門徒一樣
[00:12:33.800 --> 00:12:37.840]  在困難中只看到一大堆限制
[00:12:37.880 --> 00:12:41.520]  可能很擔心、很手足無措
[00:12:41.520 --> 00:12:44.680]  例如學校很多事情做到一個點
[00:12:44.680 --> 00:12:47.400]  有很多活動、有很多書要讀
[00:12:47.400 --> 00:12:49.120]  有很多差異要考
[00:12:49.120 --> 00:12:52.800]  但你可能看來看去都看不到終點
[00:12:52.800 --> 00:12:57.040]  限制就是你的時間好像永遠都不夠用
[00:12:57.040 --> 00:12:59.200]  又或是你的一些專長
[00:12:59.200 --> 00:13:03.000]  例如運動、玩樂器或玩遊戲機
[00:13:03.000 --> 00:13:05.880]  發現自己去到一個瓶頸位時
[00:13:05.920 --> 00:13:08.520]  為甚麼來來去去都無法突破
[00:13:08.520 --> 00:13:11.640]  又或是我們說說侍奉層面
[00:13:11.640 --> 00:13:15.240]  大家都知道青少部有很多服侍的機會
[00:13:15.240 --> 00:13:17.400]  特別暑假有很多活動
[00:13:17.400 --> 00:13:21.360]  有甚麼崗位其實你很想去挑戰
[00:13:21.360 --> 00:13:25.560]  但又擔心自己沒有時間或做不來
[00:13:25.560 --> 00:13:27.520]  再賣多一個廣告
[00:13:27.520 --> 00:13:30.520]  就是青少部有很多短孫,對吧
[00:13:30.520 --> 00:13:33.800]  有否一刻曾經想過去參加?
[00:13:33.840 --> 00:13:39.760]  想過,但因為很多限制打沉了自己的意念
[00:13:39.760 --> 00:13:42.960]  可能大家都知道大家很忙,沒有時間
[00:13:42.960 --> 00:13:45.760]  又或是有些人說沒有朋友去
[00:13:45.760 --> 00:13:48.600]  我預備這篇講章時
[00:13:48.600 --> 00:13:50.360]  我都在問自己一個問題
[00:13:50.360 --> 00:13:52.520]  我正在面對甚麼呢?
[00:13:52.520 --> 00:13:55.560]  很明顯我正在面對的就是我這篇講章
[00:13:55.560 --> 00:13:57.600]  就是這個港島
[00:13:57.600 --> 00:14:00.000]  大話說我來到這裡四個月
[00:14:00.000 --> 00:14:03.440]  我相信我還未站在台前
[00:14:03.480 --> 00:14:06.080]  其實我想有些人都不知道我是誰
[00:14:06.080 --> 00:14:07.440]  為何無緣無故有個老人家
[00:14:07.440 --> 00:14:10.040]  經常在青少部走來走去
[00:14:10.040 --> 00:14:16.640]  其實我不是很喜歡挑釁別人說話的人
[00:14:16.640 --> 00:14:19.600]  我經常覺得自己口才不好
[00:14:19.600 --> 00:14:22.760]  又不喜歡一邊說話一邊思考
[00:14:22.760 --> 00:14:25.440]  說到最重要是吃了一大堆資料
[00:14:25.440 --> 00:14:27.320]  然後消化出來
[00:14:27.320 --> 00:14:28.760]  雖然學院有很多同學經常跟我說
[00:14:28.760 --> 00:14:32.400]  「你讀書,你做研究,沒甚麼難到你」
[00:14:32.440 --> 00:14:35.880]  但問題是難,我自己知道自己有甚麼問題
[00:14:35.880 --> 00:14:37.280]  限制就是限制
[00:14:37.280 --> 00:14:38.640]  難到我就是難到我
[00:14:38.640 --> 00:14:40.360]  我不擅長就是不擅長
[00:14:40.360 --> 00:14:43.760]  一來到港島,我就想退休
[00:14:43.760 --> 00:14:47.160]  其實我們跟這班門徒一樣
[00:14:47.160 --> 00:14:50.280]  在困難的時候
[00:14:50.280 --> 00:14:53.720]  都很容易只看到自己
[00:14:53.720 --> 00:14:57.000]  我們心不記得主耶穌去了哪裡
[00:14:57.000 --> 00:14:58.920]  大家都知道在困難中
[00:14:58.960 --> 00:15:02.560]  最主要的答案是甚麼?是依靠神
[00:15:02.560 --> 00:15:04.520]  要祈禱,對吧?
[00:15:04.520 --> 00:15:06.320]  問題是我沒有感覺
[00:15:06.320 --> 00:15:08.760]  我連祈禱也不懂得祈禱
[00:15:08.760 --> 00:15:10.840]  那可以怎樣呢?
[00:15:10.840 --> 00:15:14.280]  有時候就用自己的方法去解決
[00:15:14.280 --> 00:15:16.720]  其實一班門徒都是這樣
[00:15:16.720 --> 00:15:19.680]  他們會叫別人自己去吃飯
[00:15:19.680 --> 00:15:21.920]  但耶穌說不是這樣做的
[00:15:21.920 --> 00:15:27.000]  反而是叫門徒為群眾預備食物
[00:15:27.480 --> 00:15:29.320]  你以為耶穌真的不知道
[00:15:29.320 --> 00:15:32.840]  在曠野要餵飽這麼多人的難度嗎?
[00:15:32.840 --> 00:15:35.280]  是,耶穌也是神
[00:15:35.280 --> 00:15:36.480]  沒有甚麼難倒祂
[00:15:36.480 --> 00:15:38.600]  但耶穌沒有難倒祂
[00:15:38.600 --> 00:15:41.520]  不代表那件事的難度低了,對吧?
[00:15:41.520 --> 00:15:44.120]  究竟在困難中
[00:15:44.120 --> 00:15:45.560]  耶穌看到甚麼?
[00:15:45.560 --> 00:15:48.000]  耶穌在重視甚麼呢?
[00:15:48.000 --> 00:15:50.280]  耶穌也看到面前有限的資源
[00:15:50.280 --> 00:15:54.280]  五個餅、兩條魚
[00:15:54.320 --> 00:15:59.560]  不過我相信耶穌重視的不是現場資源有多少
[00:15:59.560 --> 00:16:03.200]  大家還記得耶穌第一個閒的神蹟是甚麼嗎?
[00:16:03.200 --> 00:16:05.840]  「水面酒」
[00:16:05.840 --> 00:16:09.560]  難道這次沒有五個餅、兩條魚
[00:16:09.560 --> 00:16:12.920]  耶穌就不能夠餵飽這五千人嗎?
[00:16:12.920 --> 00:16:14.160]  不會的
[00:16:14.160 --> 00:16:18.800]  所以我們一起看看五餅二魚事件的前傳
[00:16:18.800 --> 00:16:21.600]  看看耶穌看到了甚麼
[00:16:21.640 --> 00:16:24.640]  邀請大家一起讀30至34節
[00:16:24.640 --> 00:16:25.920]  預備,起
[00:16:25.920 --> 00:16:28.000]  「使徒們會」
[00:16:28.000 --> 00:16:33.160]  耶穌看到的就是這群人
[00:16:33.160 --> 00:16:37.920]  在下船的時候看到這群人憐憫他們
[00:16:37.920 --> 00:16:42.520]  為甚麼?因為這群人好像羊舞了木人一樣
[00:16:42.520 --> 00:16:46.040]  羊舞了木人是甚麼狀況呢?
[00:16:46.040 --> 00:16:50.320]  就是沒有方向,沒有領導
[00:16:50.360 --> 00:16:52.240]  很容易迷失
[00:16:52.240 --> 00:16:58.480]  耶穌感受的是這群人心靈裏的饑渴和空洞
[00:16:58.480 --> 00:16:59.720]  很無助
[00:16:59.720 --> 00:17:03.360]  所以祂就教導了這群人
[00:17:03.360 --> 00:17:05.400]  祂不是用食物去填飽這群人
[00:17:05.400 --> 00:17:07.920]  而是用力量去餵飽這群人
[00:17:07.920 --> 00:17:11.000]  同出一轍地,我們再看看
[00:17:11.000 --> 00:17:14.040]  剛才大家讀的經文的上一點,31節
[00:17:14.040 --> 00:17:18.400]  其實耶穌也是這樣對待這群門徒
[00:17:18.440 --> 00:17:21.760]  當門徒比利·巴拉和耶穌匯報完之後
[00:17:21.760 --> 00:17:24.880]  馬可的視覺看到甚麼?
[00:17:24.880 --> 00:17:30.400]  就是這群門徒其實是一群無間道
[00:17:30.400 --> 00:17:33.000]  即是一群臥底
[00:17:33.000 --> 00:17:37.320]  他們忙得連吃飯都沒有,時間都沒有
[00:17:37.320 --> 00:17:43.280]  不過耶穌叫他們去曠野休息一下
[00:17:44.240 --> 00:17:49.760]  大家有印象的是,耶穌自己去曠野時做甚麼?
[00:17:49.760 --> 00:17:53.080]  祂不是去吃飯,祂是去祈禱
[00:17:53.080 --> 00:17:55.640]  祂是去重整自己的心靈
[00:17:55.640 --> 00:18:00.160]  所以其實同樣地,耶穌叫這群門徒去曠野休息
[00:18:00.160 --> 00:18:04.160]  都是叫他們在一個忙碌的地方安靜下來
[00:18:04.160 --> 00:18:06.760]  去重整自己的心靈
[00:18:06.760 --> 00:18:11.840]  所以其實耶穌的目光是看著人心靈的安穩
[00:18:11.880 --> 00:18:15.280]  而不單單是那份物質的供應
[00:18:15.280 --> 00:18:18.280]  小姐妹,你看到嗎?
[00:18:18.280 --> 00:18:20.880]  在「五餅二元」這件事件中
[00:18:20.880 --> 00:18:25.040]  其實門徒的漢奸和耶穌的漢奸
[00:18:25.040 --> 00:18:27.720]  有一個很強烈的對比
[00:18:27.720 --> 00:18:30.080]  主耶穌第一時間看到這群人時
[00:18:30.080 --> 00:18:32.560]  是看見祂生命的迷失
[00:18:32.560 --> 00:18:35.440]  所以祂用真理去教導這群人
[00:18:35.440 --> 00:18:41.840]  同樣地,主耶穌不單只示範給門徒看
[00:18:41.880 --> 00:18:44.480]  心靈的重要性
[00:18:44.480 --> 00:18:49.400]  祂更親自做了在門徒身上
[00:18:49.400 --> 00:18:51.960]  不奈何地,我們看見那群門徒
[00:18:51.960 --> 00:18:55.000]  好像沒有在主耶穌身上學習到
[00:18:55.000 --> 00:18:57.440]  人這份靈性的重要
[00:18:57.440 --> 00:19:00.760]  反而因為天黑要吃飯
[00:19:00.760 --> 00:19:03.520]  而打差了耶穌的教導
[00:19:03.520 --> 00:19:05.560]  這群流離失散的群眾
[00:19:05.560 --> 00:19:09.560]  其實剛剛才找回主耶穌這個大目者
