
[00:00:00.000 --> 00:00:05.000]  我們預備好聽神的話了嗎?
[00:05:06.000 --> 00:05:10.000]  所以彼得很明白在苦難的威嚇下
[00:05:10.000 --> 00:05:14.000]  人性就是很軟弱
[00:05:14.000 --> 00:05:22.000]  不過當他目睹那位死而復活的耶穌升天之後
[00:05:22.000 --> 00:05:26.000]  他突然擁有一份超凡的勇氣
[00:05:26.000 --> 00:05:29.000]  無畏逼迫,大膽地去見證基督
[00:05:29.000 --> 00:05:33.000]  直至為主倒釘十字架
[00:05:33.000 --> 00:05:37.000]  為什麼他有這麼大的改變呢?
[00:05:37.000 --> 00:05:41.000]  他何來有這麼驚人的勇氣和力量呢?
[00:05:41.000 --> 00:05:46.000]  他又如何勉勵同樣在這些苦難中的人呢?
[00:05:46.000 --> 00:05:50.000]  今天我們一起看彼得前書
[00:05:50.000 --> 00:05:53.000]  受苦是彼得前書的主題
[00:05:53.000 --> 00:05:58.000]  全部五章中每一章都講述受苦
[00:05:58.000 --> 00:06:06.000]  當時的背景是羅馬的尼祿王正開始對基督徒施加迫害、虐待
[00:06:06.000 --> 00:06:11.000]  所以基督徒的處境是非常艱難和危險
[00:06:11.000 --> 00:06:14.000]  修信人除了猶太的信徒
[00:06:14.000 --> 00:06:17.000]  也有很多外邦的信徒
[00:06:17.000 --> 00:06:21.000]  猶太信徒對迫迫有較多的心理準備
[00:06:21.000 --> 00:06:26.000]  因為他們的信仰歷史經常都有發生
[00:06:26.000 --> 00:06:32.000]  但是對於外邦信徒就缺乏這些歷史因素
[00:06:32.000 --> 00:06:34.000]  所以彼得不厭其煩
[00:06:34.000 --> 00:06:36.000]  講完又講
[00:06:36.000 --> 00:06:39.000]  告訴他們如何去面對苦難
[00:06:39.000 --> 00:06:45.000]  相信也是我們今天這一代的信徒極需要的訊息
[00:06:45.000 --> 00:06:52.000]  我想請弟兄姊妹輪流幫我讀出彼得前書第四章十二至十九節
[00:06:52.000 --> 00:06:54.000]  弟兄先讀吧
[00:06:54.000 --> 00:06:59.000]  「親愛的,有火一般的考驗臨到你們
[00:06:59.000 --> 00:07:03.000]  不要奇怪,似乎是遭遇非常的事
[00:07:03.000 --> 00:07:08.000]  都要歡喜,因為你們是與基督一同受苦
[00:07:08.000 --> 00:07:11.000]  使你們在他榮耀顯現的時候
[00:07:11.000 --> 00:07:14.000]  也可以歡喜快樂
[00:07:14.000 --> 00:07:18.000]  你們若為基督的名,就是有福的
[00:07:18.000 --> 00:07:24.000]  因為榮耀的靈就是神的靈在你們身上
[00:07:24.000 --> 00:07:34.000]  姐妹,你們中間不可有人因為殺人、偷竊、作惡、好管閒事而受苦
[00:07:34.000 --> 00:07:37.000]  若有人因是基督徒而受苦
[00:07:37.000 --> 00:07:39.000]  不要忍以為恥
[00:07:39.000 --> 00:07:43.000]  都要因這命而歸榮耀給神
[00:07:43.000 --> 00:07:45.000]  因為時候到了
[00:07:45.000 --> 00:07:48.000]  審判要從神的家開始
[00:07:48.000 --> 00:07:49.000]  一起吧
[00:07:49.000 --> 00:07:52.000]  若是先從我們開始
[00:07:52.000 --> 00:07:55.000]  那麼不信從神福音的人
[00:07:55.000 --> 00:07:58.000]  將有何等的結局呢?
[00:07:58.000 --> 00:08:01.000]  若是二人還緊緊得救
[00:08:01.000 --> 00:08:03.000]  不乾淨和犯罪的人
[00:08:03.000 --> 00:08:06.000]  將有何地可站呢?
[00:08:06.000 --> 00:08:09.000]  所以,甚招受苦的人
[00:08:09.000 --> 00:08:11.000]  要一心為善
[00:08:11.000 --> 00:08:13.000]  將自己的靈魂
[00:08:13.000 --> 00:08:17.000]  教及那信實的造物主」
[00:08:17.000 --> 00:08:23.000]  想從四方面和大家一起學習受苦的真理
[00:08:23.000 --> 00:08:26.000]  第一方面是看苦難為常態
[00:08:26.000 --> 00:08:29.000]  第四章第十二節這樣說
[00:08:29.000 --> 00:08:32.000]  「親愛的,有火一般的考驗
[00:08:32.000 --> 00:08:35.000]  臨到你們不要奇怪
[00:08:35.000 --> 00:08:38.000]  似乎是遭遇非常的事
[00:08:38.000 --> 00:08:43.000]  對著身處水深火熱當中的信徒
[00:08:43.000 --> 00:08:47.000]  彼得叫他們不要奇怪
[00:08:47.000 --> 00:08:50.000]  其實你覺得奇怪嗎?」
[00:08:50.000 --> 00:08:52.000]  我就覺得很奇怪
[00:08:52.000 --> 00:08:57.000]  甚至我會覺得彼得你好像很不近人情
[00:08:57.000 --> 00:09:00.000]  「不要奇怪」這句說話顯示
[00:09:00.000 --> 00:09:02.000]  當時的信徒
[00:09:02.000 --> 00:09:05.000]  他們在苦難中覺得奇怪嗎?
[00:09:05.000 --> 00:09:07.000]  他們覺得奇怪
[00:09:07.000 --> 00:09:12.000]  因為受苦是一件不尋常的事
[00:09:12.000 --> 00:09:16.000]  其實彼得自己也曾經這樣想
[00:09:16.000 --> 00:09:20.000]  他以耶穌受苦為奇怪
[00:09:20.000 --> 00:09:26.000]  所以當耶穌一次一次說要受苦受死
[00:09:26.000 --> 00:09:29.000]  彼得就極力阻止耶穌
[00:09:29.000 --> 00:09:32.000]  他說「主啊,千萬不可以
[00:09:32.000 --> 00:09:37.000]  這件事絕對不可能發生在你身上」
[00:09:37.000 --> 00:09:41.000]  但是到寫信這一刻
[00:09:41.000 --> 00:09:44.000]  彼得用自己親身的經驗
[00:09:44.000 --> 00:09:46.000]  去提醒信徒
[00:09:46.000 --> 00:09:48.000]  不要以為奇怪
[00:09:48.000 --> 00:09:50.000]  覺得這件可怕的事
[00:09:50.000 --> 00:09:53.000]  是不應該發生在基督徒身上
[00:09:53.000 --> 00:09:55.000]  而死而復活的耶穌
[00:09:55.000 --> 00:09:59.000]  同樣這樣去表白
[00:09:59.000 --> 00:10:04.000]  他說「基督豈不是必須受這些苦難
[00:10:04.000 --> 00:10:09.000]  然後進入祂的榮耀嗎?」
[00:10:09.000 --> 00:10:11.000]  靈姐妹
[00:10:11.000 --> 00:10:14.000]  今天我們生活在一個什麼世代?
[00:10:14.000 --> 00:10:18.000]  是一個鼓吹消費享樂的世代
[00:10:18.000 --> 00:10:21.000]  我們習慣了舒適安穩
[00:10:21.000 --> 00:10:23.000]  方便快捷的生活
[00:10:23.000 --> 00:10:27.000]  覺得沒有痛苦的人生是基本的權利
[00:10:27.000 --> 00:10:30.000]  特別是我們的子女,我們的下一代
[00:10:30.000 --> 00:10:32.000]  稍為沒那麼方便
[00:10:32.000 --> 00:10:34.000]  冷氣不夠冷
[00:10:34.000 --> 00:10:36.000]  就已經覺得很奇怪
[00:10:36.000 --> 00:10:38.000]  怎麼可以忍?
[00:10:38.000 --> 00:10:40.000]  沒有冷氣?
[00:10:40.000 --> 00:10:42.000]  不用指望吧?
[00:10:42.000 --> 00:10:44.000]  不過也因為這樣
[00:10:44.000 --> 00:10:49.000]  我們這一代變得越來越脆弱
[00:10:49.000 --> 00:10:51.000]  忍耐力很低
[00:10:51.000 --> 00:10:54.000]  捱不起苦
[00:10:54.000 --> 00:10:58.000]  甚至連挫敗都輸不起
[00:10:58.000 --> 00:11:02.000]  彼得說受苦不單是非常可能的事
[00:11:02.000 --> 00:11:07.000]  而且信徒應該看受苦為常態
[00:11:07.000 --> 00:11:11.000]  因為苦難就是生命裡必然會有的
[00:11:11.000 --> 00:11:13.000]  我們中國人都說
[00:11:13.000 --> 00:11:16.000]  人生不如意的事是多少?
[00:11:16.000 --> 00:11:18.000]  很多啊
[00:11:18.000 --> 00:11:19.000]  十上八九
[00:11:19.000 --> 00:11:22.000]  生老病死也是每個人必經之路
[00:11:22.000 --> 00:11:25.000]  其實耶穌從來沒有隱瞞過
[00:11:25.000 --> 00:11:29.000]  在世上你們有苦難的事實
[00:11:29.000 --> 00:11:32.000]  所以我們不需要問
[00:11:32.000 --> 00:11:35.000]  為什麼我會有這個苦難?
[00:11:35.000 --> 00:11:38.000]  為什麼這個病會淋到我?
[00:11:38.000 --> 00:11:42.000]  其實每個人都有機會有病
[00:11:42.000 --> 00:11:45.000]  都會遇到不如意的事
[00:11:45.000 --> 00:11:47.000]  反過來說
[00:11:47.000 --> 00:11:49.000]  沒有才是奇怪
[00:11:49.000 --> 00:11:52.000]  當我們用這個角度去理解
[00:11:52.000 --> 00:11:55.000]  心情就會開始有些不同
[00:11:55.000 --> 00:11:59.000]  就好像我們打了防疫疫苗一樣
[00:11:59.000 --> 00:12:04.000]  勝在苦難的能力也會提升
[00:12:04.000 --> 00:12:07.000]  看受苦為常態
[00:12:07.000 --> 00:12:12.000]  是我們這一代要學習的新常態
[00:12:12.000 --> 00:12:14.000]  前一陣子
[00:12:14.000 --> 00:12:17.000]  我們有姊妹查到這段經文的時候
[00:12:17.000 --> 00:12:19.000]  她就跟組員說
[00:12:19.000 --> 00:12:24.000]  終於輪到我的丈夫失業了
[00:12:24.000 --> 00:12:27.000]  神的說話幫助了她
[00:12:27.000 --> 00:12:29.000]  更加容易去接受
[00:12:29.000 --> 00:12:34.000]  面對這個打擊
[00:12:34.000 --> 00:12:38.000]  彼得在這裡幫我們回到更貼地的人生觀
[00:12:38.000 --> 00:12:41.000]  要我們有心理準備
[00:12:41.000 --> 00:12:43.000]  苦難是會淋到
[00:12:43.000 --> 00:12:45.000]  不要感到意外
[00:12:45.000 --> 00:12:48.000]  不是問為什麼是我
[00:12:48.000 --> 00:12:50.000]  而是接受什麼
[00:12:50.000 --> 00:12:54.000]  終於輪到我
[00:12:54.000 --> 00:12:57.000]  Macy在她病中札記的書裡
[00:12:57.000 --> 00:13:00.000]  她也是這麼說
[00:13:00.000 --> 00:13:04.000]  為何我說終於輪到我呢
[00:13:04.000 --> 00:13:07.000]  因為我早已經接受生老病死
[00:13:07.000 --> 00:13:09.000]  是人生的一部分
[00:13:09.000 --> 00:13:11.000]  我很享受生
[00:13:11.000 --> 00:13:12.000]  很欣賞老
[00:13:12.000 --> 00:13:14.000]  很接受病
[00:13:14.000 --> 00:13:16.000]  也很期待死
[00:13:16.000 --> 00:13:19.000]  終於輪到我了
[00:13:19.000 --> 00:13:20.000]  我哭
[00:13:20.000 --> 00:13:22.000]  但是我不擔心
[00:13:22.000 --> 00:13:29.000]  因為主對我有最好的安排
[00:13:29.000 --> 00:13:31.000]  其實彼得在第一章第六節
[00:13:31.000 --> 00:13:33.000]  他沒有否認過為主受苦
[00:13:33.000 --> 00:13:37.000]  仍然會有痛楚和憂愁
[00:13:37.000 --> 00:13:41.000]  不過在這裡他更加肯定指出
[00:13:41.000 --> 00:13:43.000]  思念裡面是有祝福
[00:13:43.000 --> 00:13:46.000]  和祝福帶給我們的喜樂
[00:13:46.000 --> 00:13:49.000]  為什麼苦和樂可以並存呢
[00:13:49.000 --> 00:13:53.000]  人怎樣能夠苦中作樂呢
[00:13:53.000 --> 00:13:57.000]  我們繼續看四章第十三節
[00:13:57.000 --> 00:13:59.000]  「禱要歡喜」我們一起讀
[00:13:59.000 --> 00:14:01.000]  「禱要歡喜
[00:14:01.000 --> 00:14:05.000]  因為你們是與基督一同受苦
[00:14:05.000 --> 00:14:09.000]  使你們在他榮耀顯現的時候
[00:14:09.000 --> 00:14:13.000]  也可以歡喜快樂」
[00:14:13.000 --> 00:14:16.000]  彼得在短短的一節裡
[00:14:16.000 --> 00:14:20.000]  他提及了多少次歡喜呢
[00:14:20.000 --> 00:14:22.000]  兩次
[00:14:22.000 --> 00:14:25.000]  第一次是與基督一起受苦
[00:14:25.000 --> 00:14:26.000]  他就很歡喜
[00:14:26.000 --> 00:14:28.000]  而另一次是因為
[00:14:28.000 --> 00:14:30.000]  基督榮耀顯現的時候
[00:14:30.000 --> 00:14:34.000]  他可以更加歡喜快樂
[00:14:34.000 --> 00:14:36.000]  為什麼與基督一起受苦
[00:14:36.000 --> 00:14:41.000]  可以令人歡喜呢
[00:14:41.000 --> 00:14:43.000]  你有沒有與別人一起受苦的時候
[00:14:43.000 --> 00:14:48.000]  帶給你一種歡喜呢
[00:14:48.000 --> 00:14:51.000]  有的,特別是媽媽
[00:14:51.000 --> 00:14:53.000]  我們懷孕的時候辛苦嗎
[00:14:53.000 --> 00:14:56.000]  都有不同形式的辛苦
[00:14:56.000 --> 00:14:57.000]  但同一時間
[00:14:57.000 --> 00:15:01.000]  我們會不會帶著一份期盼的歡喜呢
[00:15:01.000 --> 00:15:04.000]  會的
[00:15:04.000 --> 00:15:06.000]  或者你與你的好朋友
[00:15:06.000 --> 00:15:08.000]  最愛的家人
[00:15:08.000 --> 00:15:13.000]  會不會大難臨頭各自飛呢
[00:15:13.000 --> 00:15:15.000]  應該不會吧
[00:15:15.000 --> 00:15:17.000]  當然希望不會吧
[00:15:17.000 --> 00:15:18.000]  相反
[00:15:18.000 --> 00:15:22.000]  我們很希望能夠同甘苦共患難
[00:15:22.000 --> 00:15:24.000]  在苦難裡
[00:15:24.000 --> 00:15:26.000]  其實是要呈現一個受苦的人
[00:15:26.000 --> 00:15:29.000]  他真正為了什麼而活
[00:15:29.000 --> 00:15:33.000]  看到他心裡最愛的是自己
[00:15:33.000 --> 00:15:37.000]  還是另有其人
[00:15:37.000 --> 00:15:39.000]  正如我們生後所說
[00:15:39.000 --> 00:15:40.000]  我們做父母
[00:15:40.000 --> 00:15:42.000]  當我們的子女生病的時候
[00:15:42.000 --> 00:15:46.000]  我們會捱更底夜去照顧他
[00:15:46.000 --> 00:15:47.000]  不惜一切
[00:15:47.000 --> 00:15:50.000]  直到他康復為止
[00:15:50.000 --> 00:15:54.000]  我們就會很開心
[00:15:54.000 --> 00:15:56.000]  主耶穌在世的時候
[00:15:56.000 --> 00:15:59.000]  祂至少三次跟門徒說
[00:15:59.000 --> 00:16:02.000]  預言他將要受苦受死
[00:16:02.000 --> 00:16:05.000]  而在他上十字架之前那一晚
[00:16:05.000 --> 00:16:07.000]  祂更加邀請他的摯愛
[00:16:07.000 --> 00:16:09.000]  彼得瓦各約翰
[00:16:09.000 --> 00:16:12.000]  跟他一起去到喀西瑪利園
[00:16:12.000 --> 00:16:14.000]  當中禱告
[00:16:14.000 --> 00:16:17.000]  分擔他憂傷去到死一樣
[00:16:17.000 --> 00:16:22.000]  那麼辛苦的一刻
[00:16:22.000 --> 00:16:23.000]  最近我問一個姐妹
[00:16:23.000 --> 00:16:30.000]  你跟神最關係好的時刻是何時
[00:16:30.000 --> 00:16:33.000]  她停下來想了一會
[00:16:33.000 --> 00:16:37.000]  然後她眼淚汪汪地說
[00:16:37.000 --> 00:16:40.000]  在我最辛苦的一刻
[00:16:40.000 --> 00:16:44.000]  神跟我最親密
[00:16:44.000 --> 00:16:46.000]  我記得我其中一個時刻
[00:16:46.000 --> 00:16:49.000]  跟神最親密就是在2018年
[00:16:49.000 --> 00:16:53.000]  我在醫院裡面面對最辛苦
[00:16:53.000 --> 00:16:54.000]  最驚嚇的一刻
[00:16:54.000 --> 00:16:58.000]  我真的以為那一刻我會死
[00:16:58.000 --> 00:16:59.000]  但我很體會到
[00:16:59.000 --> 00:17:02.000]  這位在喀西瑪利園的主耶穌
[00:17:02.000 --> 00:17:04.000]  祂很接納我
[00:17:04.000 --> 00:17:07.000]  祂很明白我
[00:17:07.000 --> 00:17:08.000]  跟祂一樣
[00:17:08.000 --> 00:17:12.000]  當下害怕到要死
[00:17:12.000 --> 00:17:14.000]  原本這位不死的神
[00:17:14.000 --> 00:17:16.000]  竟然為了我和你
[00:17:16.000 --> 00:17:19.000]  嘗了死味
[00:17:19.000 --> 00:17:22.000]  就是為了要釋放我們這一群
[00:17:22.000 --> 00:17:25.000]  因怕死而為奴的人
[00:17:25.000 --> 00:17:29.000]  如果不是耶穌陪我們一起
[00:17:29.000 --> 00:17:31.000]  出死入生
[00:17:31.000 --> 00:17:34.000]  如果我們不是有永生的盼望
[00:17:34.000 --> 00:17:39.000]  我相信我們沒有一個人不怕死
[00:17:39.000 --> 00:17:40.000]  弟兄姊妹
[00:17:40.000 --> 00:17:43.000]  主耶穌祂渡成肉身來到這個世界
[00:17:43.000 --> 00:17:45.000]  為我們罪人而死
[00:17:45.000 --> 00:17:47.000]  祂的受苦表明
[00:17:47.000 --> 00:17:50.000]  當我們在這個世上面對苦難的時候
[00:17:50.000 --> 00:17:52.000]  祂與我們同在
[00:17:52.000 --> 00:17:55.000]  祂和我們一起受苦
[00:17:55.000 --> 00:17:58.000]  以創下書63章第9節說
[00:17:58.000 --> 00:18:01.000]  「神的子民在一切苦難當中
[00:18:01.000 --> 00:18:07.000]  神也同受苦難」
[00:18:07.000 --> 00:18:09.000]  與基督一起受苦
[00:18:09.000 --> 00:18:13.000]  實際上是基督與我們一起受苦
[00:18:13.000 --> 00:18:18.000]  是一份福氣和喜樂
[00:18:18.000 --> 00:18:22.000]  費蘭道是斯里蘭卡的傳道人
[00:18:22.000 --> 00:18:26.000]  是青年歸主協會全國的總監
[00:18:26.000 --> 00:18:28.000]  在2013年的時候
[00:18:28.000 --> 00:18:30.000]  他來到香港擔任
[00:18:30.000 --> 00:18:33.000]  港九培靈賢經大會的講員
[00:18:33.000 --> 00:18:37.000]  80年代的斯里蘭卡內戰一發不可收拾
[00:18:37.000 --> 00:18:40.000]  很多有能力的人都離開祖國
[00:18:40.000 --> 00:18:42.000]  投奔西方世界
[00:18:42.000 --> 00:18:47.000]  當時費道蘭獲美國一間日神學院聘請
[00:18:47.000 --> 00:18:51.000]  可以全家到美國長期發展
[00:18:51.000 --> 00:18:55.000]  但是他很清楚從神而來的照明
[00:18:55.000 --> 00:19:00.000]  他選擇留守在瀕臨崩潰的祖國
[00:19:00.000 --> 00:19:02.000]  在二十多年的內戰期間
[00:19:02.000 --> 00:19:06.000]  他從未停止服侍跨種族的年輕人
[00:19:06.000 --> 00:19:08.000]  他隨時都會被逮捕
[00:19:08.000 --> 00:19:10.000]  甚至性命不保
[00:19:10.000 --> 00:19:13.000]  在他自己所寫的書
[00:19:13.000 --> 00:19:16.000]  《迎向甘苦的服侍》
[00:19:16.000 --> 00:19:18.000]  The Call to Joy and Pain
[00:19:18.000 --> 00:19:20.000]  他這樣說
[00:19:20.000 --> 00:19:22.000]  他說當你最大的喜樂
[00:19:22.000 --> 00:19:25.000]  是來自基督和祂的救恩
[00:19:25.000 --> 00:19:28.000]  失去基督以外的人或事物
[00:19:28.000 --> 00:19:32.000]  並不能奪走你最大的喜樂
[00:19:32.000 --> 00:19:35.000]  在苦難我們會失去
[00:19:35.000 --> 00:19:39.000]  但亦是我們學習放下的過程
[00:19:39.000 --> 00:19:41.000]  放下方便的生活
[00:19:41.000 --> 00:19:43.000]  安恕的感覺
[00:19:43.000 --> 00:19:47.000]  放下成就健康名譽
[00:19:47.000 --> 00:19:50.000]  放下並不是什麼可怕的事
[00:19:50.000 --> 00:19:56.000]  反而可以成為通往美妙歷程之門
[00:19:56.000 --> 00:20:00.000]  因為神在任何的境況之下
[00:20:00.000 --> 00:20:04.000]  都能夠叫我們得益
[00:20:04.000 --> 00:20:07.000]  求主幫助我們在受苦的時候
[00:20:07.000 --> 00:20:09.000]  能夠體驗到神的同在
[00:20:09.000 --> 00:20:12.000]  美意和榮耀
[00:20:12.000 --> 00:20:19.000]  就好像約瑟、大衛、保羅、彼得
[00:20:19.000 --> 00:20:25.000]  苦難能夠讓我們的生命更加被煉成
[00:20:25.000 --> 00:20:29.000]  苦難使我們和主更加親密
[00:20:29.000 --> 00:20:34.000]  和祂一起嘗到苦
[00:20:34.000 --> 00:20:40.000]  苦難亦能夠讓我們更加反照主的榮耀
[00:20:40.000 --> 00:20:46.000]  亦得著主榮耀顯現的時候帶給我們的獎賞
[00:20:46.000 --> 00:20:52.000]  神的話總是顛覆我們慣常的價值觀和想法
[00:20:52.000 --> 00:20:54.000]  為主受苦
[00:20:54.000 --> 00:20:57.000]  彼得說不單能夠帶給我們喜樂
[00:20:57.000 --> 00:21:00.000]  更加能夠帶給我們榮耀
[00:21:00.000 --> 00:21:02.000]  其實在當時的社會
[00:21:02.000 --> 00:21:04.000]  基督和基督徒
[00:21:04.000 --> 00:21:07.000]  這些名字受不受歡迎?
[00:21:07.000 --> 00:21:09.000]  No,一點都不受歡迎
[00:21:09.000 --> 00:21:11.000]  很不被尊重
[00:21:11.000 --> 00:21:13.000]  他們會被拉上法庭
[00:21:13.000 --> 00:21:15.000]  被人公開的奚落
[00:21:15.000 --> 00:21:17.000]  中傷、毀謗
[00:21:17.000 --> 00:21:20.000]  其實帶來羞辱才對
[00:21:20.000 --> 00:21:26.000]  但為何彼得卻說可以帶來榮耀呢?
[00:21:26.000 --> 00:21:33.000]  我們看看第四章第十三、十四和第十六節
[00:21:33.000 --> 00:21:36.000]  我們一起讀這三節
[00:21:36.000 --> 00:21:41.000]  「禱要歡喜,因為你們是與基督一同受苦
[00:21:41.000 --> 00:21:47.000]  使你們在他榮耀顯現的時候也可以歡喜快樂
[00:21:47.000 --> 00:21:52.000]  你們若為基督的名受辱罵便是有福的
[00:21:52.000 --> 00:21:57.000]  因為神榮耀的靈常駐在你們身上
[00:21:57.000 --> 00:22:00.000]  若為作基督徒受苦
[00:22:00.000 --> 00:22:02.000]  卻不要羞恥
[00:22:02.000 --> 00:22:06.000]  禱要因這名歸榮耀給神」
[00:22:06.000 --> 00:22:08.000]  繼續停在這裏
[00:22:08.000 --> 00:22:15.000]  彼得將榮耀和苦難連續三次放在一起
[00:22:15.000 --> 00:22:17.000]  看到嗎?
[00:22:17.000 --> 00:22:23.000]  他表明信徒為基督受苦和三一神的榮耀息息相關
[00:22:23.000 --> 00:22:26.000]  原來為基督受苦受辱會帶來甚麼呢?
[00:22:26.000 --> 00:22:30.000]  帶來基督榮耀顯現的時候的喜樂
[00:22:30.000 --> 00:22:33.000]  榮耀的聖靈與我們同在
[00:22:33.000 --> 00:22:39.000]  以及我們能夠將榮耀歸還給父神
[00:22:39.000 --> 00:22:43.000]  所以在《使徒行傳》第五章四十節
[00:22:43.000 --> 00:22:47.000]  公會的人叫使徒來
[00:22:47.000 --> 00:22:49.000]  將他們打了一頓
[00:22:49.000 --> 00:22:54.000]  又吩咐他們不可以奉耶穌的名講道
[00:22:54.000 --> 00:22:56.000]  就將他們釋放
[00:22:56.000 --> 00:22:59.000]  他們離開公會的時候是怎樣的呢?
[00:22:59.000 --> 00:23:01.000]  心裡歡喜
[00:23:01.000 --> 00:23:07.000]  因被算是配為這名受辱
[00:23:07.000 --> 00:23:08.000]  受榮耀
[00:23:08.000 --> 00:23:10.000]  得榮耀就是配得
[00:23:10.000 --> 00:23:15.000]  原來受辱也可以配得
[00:23:15.000 --> 00:23:19.000]  為何使徒面對不公不義
[00:23:19.000 --> 00:23:20.000]  被人侮辱
[00:23:20.000 --> 00:23:21.000]  被人迫害
[00:23:21.000 --> 00:23:24.000]  不僅不感到憤恨或羞恥
[00:23:24.000 --> 00:23:26.000]  反而覺得開心
[00:23:26.000 --> 00:23:30.000]  還說要配得
[00:23:30.000 --> 00:23:34.000]  這是否一種被虐狂呢?
[00:23:34.000 --> 00:23:37.000]  當然不是
[00:23:37.000 --> 00:23:40.000]  相反他們認定
