
[00:00:00.000 --> 00:00:05.360]  今天我的主題是「歡迎回到神的家」
[00:02:57.080 --> 00:03:00.280]  而是我覺得這是牧養的關係
[00:03:00.280 --> 00:03:01.280]  今天我知道了
[00:03:01.280 --> 00:03:02.880]  今天我長大了
[00:03:02.880 --> 00:03:05.600]  知道原來這是一個牧養弟兄姊妹
[00:03:05.600 --> 00:03:07.880]  不單止是那頓飯那麼簡單
[00:03:07.880 --> 00:03:11.880]  而是真的一起去生命的交流
[00:03:11.880 --> 00:03:13.280]  生命的成長
[00:03:13.280 --> 00:03:17.480]  一起去面對生命中有很多不同的處境
[00:03:17.480 --> 00:03:18.880]  所以祖堂弟兄姊妹
[00:03:18.880 --> 00:03:20.880]  相信我們今天很願意
[00:03:20.880 --> 00:03:23.280]  在靈命裏面去盡心可
[00:03:23.280 --> 00:03:25.480]  不單單是外面的東西
[00:03:25.480 --> 00:03:27.280]  而是能夠在裏面
[00:03:27.280 --> 00:03:29.680]  可以能夠和神的關係上
[00:03:29.680 --> 00:03:31.480]  和弟兄姊妹的關係上
[00:03:31.480 --> 00:03:34.080]  一起在生命裏面有更生
[00:03:34.080 --> 00:03:35.280]  所以今天講道裏面
[00:03:35.280 --> 00:03:37.480]  我透過以弗所書的教導
[00:03:37.480 --> 00:03:41.480]  讓我們每一個在屬靈生命裏面
[00:03:41.480 --> 00:03:44.880]  我們都能夠被神去建立
[00:03:44.880 --> 00:03:48.480]  今天我選了四章七至十六節經文
[00:03:48.480 --> 00:03:50.080]  保羅對以弗所教會
[00:03:50.080 --> 00:03:52.280]  對聖徒的一些勸勉
[00:03:52.280 --> 00:03:55.680]  以及今天我們在恩福堂當中
[00:03:55.680 --> 00:03:58.280]  我們一起去進入講道的經文
[00:03:58.280 --> 00:04:01.880]  求聖靈幫助我們明白神的說話
[00:04:01.880 --> 00:04:04.280]  有使我們能夠生命有改變
[00:04:04.280 --> 00:04:07.080]  特別是我們內在的生命
[00:04:07.080 --> 00:04:08.880]  以弗所書四章十二節這樣說
[00:04:08.880 --> 00:04:12.680]  「為要成全聖徒 各盡其職
[00:04:12.680 --> 00:04:14.880]  建立基督的身體」
[00:04:14.880 --> 00:04:17.680]  這段經文我相信大家都是很熟的
[00:04:17.680 --> 00:04:21.080]  要謹記神給我們的心意
[00:04:21.080 --> 00:04:24.280]  要成全聖徒
[00:04:24.280 --> 00:04:29.280]  神將祂的心意放在我們每一個當中
[00:04:29.280 --> 00:04:31.480]  神託付給我們的
[00:04:31.480 --> 00:04:34.680]  祂將這份真理教導給我們的
[00:04:34.680 --> 00:04:37.480]  甚至將這個恩賜給我們
[00:04:37.480 --> 00:04:40.280]  能夠可以在教會裡面運用
[00:04:40.280 --> 00:04:41.680]  去侍奉神
[00:04:41.680 --> 00:04:43.680]  用真理去裝備我們
[00:04:43.680 --> 00:04:45.880]  讓我們有不同的職份
[00:04:45.880 --> 00:04:49.480]  帶人來到主的面前去經歷祂
[00:04:49.480 --> 00:04:51.280]  各人得到成就
[00:04:51.280 --> 00:04:52.880]  彼此互相配搭
[00:04:52.880 --> 00:04:54.680]  建立基督的身體
[00:04:54.680 --> 00:04:56.880]  我們一起讀以下的經文
[00:04:56.880 --> 00:04:59.880]  以弗所書四章七至十六節
[00:04:59.880 --> 00:05:02.680]  我們一口氣一起讀完
[00:05:02.680 --> 00:05:04.880]  好 預備 一二三 起
[00:05:04.880 --> 00:05:11.080]  吾愛每一人 同是主基督所讓 及各人的恩賜
[00:05:11.080 --> 00:05:12.880]  所以耶穌上說:
[00:05:12.880 --> 00:05:15.680]  「他聖上保佑聖人」
[00:05:15.680 --> 00:05:20.280]  「努力了仇敵 將各樣的恩賜賞給人」
[00:05:20.280 --> 00:05:25.080]  「既說聖上豈不是先降下地下嗎?」
[00:05:25.080 --> 00:05:31.480]  「那降下的 就是遠星諸天之上要充滿萬有」
[00:05:31.480 --> 00:05:38.880]  「他所賜的 有使徒 有先知 有傳福音 有牧師和教師」
[00:05:38.880 --> 00:05:44.880]  「為要成全聖徒 各盡其職 建立基督的身體」
[00:05:44.880 --> 00:05:49.680]  「直等到我們眾人在真道上同歸於一」
[00:05:49.680 --> 00:05:53.680]  「認識神的兒子 得以長大成人」
[00:05:53.680 --> 00:05:56.680]  「滿有基督長成的新量」
[00:05:56.680 --> 00:06:03.480]  「使我們不再作小孩子 中了人的詭計 欺騙的法術」
[00:06:03.480 --> 00:06:08.080]  「被一切異教之風搖動 飄來飄去」
[00:06:08.080 --> 00:06:13.480]  「就從各樣的異端 惟用愛心說成實話」
[00:06:13.480 --> 00:06:20.480]  「凡事長進 廉於基督 全身都靠他聯絡得合適」
[00:06:20.480 --> 00:06:26.480]  「百折百按各職 照著各體的功用彼此相助」
[00:06:26.480 --> 00:06:31.480]  「便叫身體漸漸增長 在愛中建立自己」
[00:06:31.480 --> 00:06:32.880]  多謝鄧穎姊妹
[00:06:32.880 --> 00:06:37.080]  「已忽所書」是大家很熟悉的一卷新約書卷
[00:06:37.080 --> 00:06:40.480]  保羅所寫的四卷監獄書信
[00:06:40.480 --> 00:06:43.480]  「已忽所」是其中一卷書卷
[00:06:43.480 --> 00:06:48.080]  包括《肥勒比書》、《哥羅西書》、《肥利門書》
[00:06:48.080 --> 00:06:51.480]  都是保羅被囚時所寫成的
[00:06:51.480 --> 00:06:54.480]  保羅當時因為要傳福音的緣故
[00:06:54.480 --> 00:06:57.080]  被囚在監獄裏面
[00:06:57.080 --> 00:07:00.480]  保羅在已忽所 勉勵當時的信眾
[00:07:00.480 --> 00:07:03.480]  教會是基督的身體
[00:07:03.480 --> 00:07:07.280]  信徒在基督裏面 我們需要彼此的合一
[00:07:07.280 --> 00:07:11.280]  同時表明無論是猶太人也好 外邦人也好
[00:07:11.280 --> 00:07:15.280]  同樣我們在基督裏面 都需要彼此的合一
[00:07:15.280 --> 00:07:19.280]  勉勵當時的信徒 因為基督耶穌的緣故
[00:07:19.280 --> 00:07:23.480]  我們要活出蒙照相稱的生活
[00:07:23.480 --> 00:07:25.480]  更加要像耶穌基督
[00:07:25.480 --> 00:07:27.880]  經文到最後的時候 大家很熟悉了
[00:07:27.880 --> 00:07:31.480]  我們要靠著神所賜的傳福軍裝
[00:07:31.480 --> 00:07:33.480]  抵擋屬靈真賤
[00:07:33.480 --> 00:07:40.480]  抵擋一切影響對於我們信仰中的種種的難阻和困難
[00:07:40.480 --> 00:07:42.480]  已忽所書還有六章
[00:07:42.480 --> 00:07:46.280]  保羅在頭三章裏面提出了很多教義
[00:07:46.280 --> 00:07:48.280]  很多很多方面的教義
[00:07:48.280 --> 00:07:51.280]  而去到第四 去到第六章的時候
[00:07:51.280 --> 00:07:56.280]  亦都描述了很多弟兄姊妹在教會裏面的生活
[00:07:56.280 --> 00:07:59.280]  無論教會的合一 生活的方式
[00:07:59.280 --> 00:08:02.280]  夫妻的關係 主僕的關係
[00:08:02.280 --> 00:08:07.280]  都叫我們能夠穿上屬靈的軍裝去抵擋一切
[00:08:07.280 --> 00:08:10.280]  都是保羅所提出要透過我們的生命
[00:08:10.280 --> 00:08:13.280]  給我們的恩賜去建立教會
[00:08:13.280 --> 00:08:16.280]  我們在基督裏面要同歸於一
[00:08:16.280 --> 00:08:18.280]  活出合一的見證
[00:08:18.280 --> 00:08:21.280]  這個是保羅對已忽所教會的提醒
[00:08:21.280 --> 00:08:25.280]  今天我們跟大家一起看四章七至十六節
[00:08:25.280 --> 00:08:27.280]  一至六節我們行事為人
[00:08:27.280 --> 00:08:30.280]  要當蒙召的恩相稱
[00:08:30.280 --> 00:08:33.280]  我們得著神這份的救恩
[00:08:33.280 --> 00:08:37.280]  從而我們生命是有改變的
[00:08:37.280 --> 00:08:40.280]  活出屬神而來的一些屬靈的品格
[00:08:40.280 --> 00:08:42.280]  這些品格很重要
[00:08:42.280 --> 00:08:44.280]  不知道大家記不記得一首詩歌
[00:08:44.280 --> 00:08:46.280]  是很熟悉的
[00:08:46.280 --> 00:08:51.280]  整首詩歌都圍繞著四章二至三節
[00:08:51.280 --> 00:08:53.280]  當我說起大家就記得了
[00:08:53.280 --> 00:08:55.280]  凡事謙虛
[00:08:55.280 --> 00:08:57.280]  大家都記得
[00:08:57.280 --> 00:08:59.280]  凡事謙虛 溫柔忍耐
[00:08:59.280 --> 00:09:01.280]  用愛心互相寬容
[00:09:01.280 --> 00:09:03.280]  用和平彼此聯絡
[00:09:03.280 --> 00:09:07.280]  竭力保守聖靈所賜合而為一的心
[00:09:07.280 --> 00:09:14.280]  凡事謙虛 溫柔忍耐
[00:09:14.280 --> 00:09:16.280]  我不繼續唱下去了
[00:09:16.280 --> 00:09:21.280]  提醒大家知道這首詩歌很好
[00:09:21.280 --> 00:09:23.280]  好的原因是
[00:09:23.280 --> 00:09:26.280]  用了以弗所書四章二至三節的經文
[00:09:26.280 --> 00:09:28.280]  從而提點我們
[00:09:28.280 --> 00:09:30.280]  原來我們每一個屬神的兒女
[00:09:30.280 --> 00:09:32.280]  我們是有從他而來
[00:09:32.280 --> 00:09:34.280]  給我們這份品格
[00:09:34.280 --> 00:09:38.280]  叫我們弟兄姊妹能夠合而為一
[00:09:38.280 --> 00:09:41.280]  以上提到有五種特質
[00:09:41.280 --> 00:09:44.280]  謙虛 溫柔 忍耐
[00:09:44.280 --> 00:09:46.280]  用愛心互相寬容
[00:09:46.280 --> 00:09:48.280]  用和平彼此聯絡
[00:09:48.280 --> 00:09:50.280]  我不知道弟兄姊妹
[00:09:50.280 --> 00:09:52.280]  你擁有哪個特質
[00:09:52.280 --> 00:09:57.280]  又或者你想要哪個特質
[00:09:57.280 --> 00:09:59.280]  這五個特質對於我來說
[00:09:59.280 --> 00:10:01.280]  應該用和平彼此聯絡
[00:10:01.280 --> 00:10:03.280]  比較適合我
[00:10:03.280 --> 00:10:05.280]  我的人類似這樣
[00:10:05.280 --> 00:10:08.280]  不過回到家就不太忍耐
[00:10:08.280 --> 00:10:11.280]  求神賜多些我忍耐
[00:10:11.280 --> 00:10:13.280]  給多些內斂的性格
[00:10:13.280 --> 00:10:15.280]  對家人
[00:10:15.280 --> 00:10:18.280]  不過經文最後說
[00:10:18.280 --> 00:10:20.280]  最重要我們要竭力
[00:10:20.280 --> 00:10:24.280]  盡我們最大最大的努力
[00:10:24.280 --> 00:10:28.280]  保守聖靈合而為一的心
[00:10:28.280 --> 00:10:31.280]  雖然我們弟兄姊妹有不同
[00:10:31.280 --> 00:10:33.280]  有不同的背景 有不同的性格
[00:10:33.280 --> 00:10:35.280]  但是他叫我們朝聚
[00:10:35.280 --> 00:10:37.280]  我們回來教會裡面
[00:10:37.280 --> 00:10:40.280]  我們能夠有一個彼此合一的關係
[00:10:40.280 --> 00:10:43.280]  今天第一個講題是什麼呢
[00:10:43.280 --> 00:10:44.280]  是充滿萬有
[00:10:44.280 --> 00:10:47.280]  我們可以從以弗所書的教導裡面
[00:10:47.280 --> 00:10:51.280]  教會其實是充滿萬有的
[00:10:51.280 --> 00:10:54.280]  在四章七節前文 一節六節經文
[00:10:54.280 --> 00:10:57.280]  他提到很多的一字
[00:10:57.280 --> 00:10:59.280]  無論是第三節也好
[00:10:59.280 --> 00:11:00.280]  用和平彼此聯絡
[00:11:00.280 --> 00:11:05.280]  竭力保守聖靈所賜合而為一的心
[00:11:05.280 --> 00:11:06.280]  合而為一的心
[00:11:06.280 --> 00:11:10.280]  之後四至六節中也出現七個一字
[00:11:10.280 --> 00:11:11.280]  一個身體
[00:11:11.280 --> 00:11:13.280]  一個聖靈
[00:11:13.280 --> 00:11:15.280]  一個指望
[00:11:15.280 --> 00:11:16.280]  一位主
[00:11:16.280 --> 00:11:18.280]  一位信
[00:11:18.280 --> 00:11:19.280]  一個洗
[00:11:19.280 --> 00:11:21.280]  一位父神
[00:11:21.280 --> 00:11:23.280]  七個一代表著我們在基督裡面
[00:11:23.280 --> 00:11:26.280]  屬於一體
[00:11:26.280 --> 00:11:29.280]  我們是同一個信仰
[00:11:29.280 --> 00:11:32.280]  我們也是屬於同一個群體
[00:11:32.280 --> 00:11:35.280]  我們在基督裡面是能夠彼此合一
[00:11:35.280 --> 00:11:37.280]  充滿萬有的教會
[00:11:37.280 --> 00:11:39.280]  以下有三點
[00:11:39.280 --> 00:11:41.280]  他說我們各人蒙恩
[00:11:41.280 --> 00:11:45.280]  都是照基督所賜給我們各人的恩賜
[00:11:45.280 --> 00:11:46.280]  所以經上說
[00:11:46.280 --> 00:11:48.280]  他升上高天的時候
[00:11:48.280 --> 00:11:49.280]  擄掠了仇敵
[00:11:49.280 --> 00:11:52.280]  將各樣的恩賜賞給人
[00:11:52.280 --> 00:11:56.280]  教會是因為耶穌基督的豐盛
[00:11:56.280 --> 00:11:58.280]  在七節八節裡面說
[00:11:58.280 --> 00:12:01.280]  我們每一個人各人有不同
[00:12:01.280 --> 00:12:02.280]  我們蒙恩
[00:12:02.280 --> 00:12:06.280]  就是神託付了給我們的心意
[00:12:06.280 --> 00:12:09.280]  祂給了我們很多的恩典
[00:12:09.280 --> 00:12:12.280]  讓我們能夠可以將這些恩典
[00:12:12.280 --> 00:12:15.280]  和恩賜去發揮出來
[00:12:15.280 --> 00:12:18.280]  一切的恩典都是屬於基督
[00:12:18.280 --> 00:12:20.280]  不屬於我們自己
[00:12:20.280 --> 00:12:22.280]  這個是神賜給我們
[00:12:22.280 --> 00:12:23.280]  一份很大的禮物
[00:12:23.280 --> 00:12:25.280]  祂給這份恩典給我們
[00:12:25.280 --> 00:12:27.280]  我們可以有這份恩典
[00:12:27.280 --> 00:12:30.280]  可以去侍奉祂
[00:12:30.280 --> 00:12:33.280]  他說都是照著基督所賜給各人的恩賜
[00:12:33.280 --> 00:12:35.280]  我們各有不同
[00:12:35.280 --> 00:12:36.280]  恩賜有不同
[00:12:36.280 --> 00:12:38.280]  但是基督是豐盛
[00:12:38.280 --> 00:12:41.280]  給我們的恩賜能夠可以發揮
[00:12:41.280 --> 00:12:43.280]  最重要的是我們不要忘記
[00:12:43.280 --> 00:12:45.280]  這些恩典
[00:12:45.280 --> 00:12:46.280]  一切的才幹
[00:12:46.280 --> 00:12:49.280]  所有東西都是屬於耶穌基督的
[00:12:49.280 --> 00:12:51.280]  在第八節的經文
[00:12:51.280 --> 00:12:52.280]  經文是這樣說
[00:12:52.280 --> 00:12:56.280]  保羅引用了詩篇六十八篇十八節
[00:12:56.280 --> 00:12:58.280]  他說你已經升上高天
[00:12:58.280 --> 00:13:00.280]  擄掠仇敵
[00:13:00.280 --> 00:13:02.280]  你在人間
[00:13:02.280 --> 00:13:04.280]  就是在叛逆人間
[00:13:04.280 --> 00:13:05.280]  受了貢獻
[00:13:05.280 --> 00:13:09.280]  叫耶和華神可以與他們同住
[00:13:09.280 --> 00:13:14.280]  是神得勝榮耀登上寶座的一個景象
[00:13:14.280 --> 00:13:18.280]  是大衛讚美神得勝的凱歌
[00:13:18.280 --> 00:13:22.280]  背景是來自當時古代打仗的時候
[00:13:22.280 --> 00:13:25.280]  古代君王打勝仗之後
[00:13:25.280 --> 00:13:28.280]  海船歸來戰勝之後
[00:13:28.280 --> 00:13:29.280]  打敗敵軍
[00:13:29.280 --> 00:13:33.280]  帶著很多戰利品回來的一幅圖畫
[00:13:33.280 --> 00:13:35.280]  詩人用這幅圖畫來形容
[00:13:35.280 --> 00:13:37.280]  耶和華神戰勝仇敵
[00:13:37.280 --> 00:13:40.280]  統治全地
[00:13:40.280 --> 00:13:42.280]  所以耶穌基督的豐盛
[00:13:42.280 --> 00:13:45.280]  耶穌基督的得勝
[00:13:45.280 --> 00:13:47.280]  祂復活升天
[00:13:47.280 --> 00:13:51.280]  將各樣的恩賜賜給我們每一個
[00:13:51.280 --> 00:13:53.280]  因此今天我們所擁有的才幹
[00:13:53.280 --> 00:13:55.280]  一切的東西都是屬於基督
[00:13:55.280 --> 00:13:58.280]  源於因為祂是豐盛的
[00:13:58.280 --> 00:14:00.280]  耶穌基督是得勝的
[00:14:00.280 --> 00:14:02.280]  我們能夠帶著這份感恩的心
[00:14:02.280 --> 00:14:06.280]  將祂賜給我們的恩賜去發揮出來
[00:14:06.280 --> 00:14:08.280]  第二教會是充滿萬有
[00:14:08.280 --> 00:14:11.280]  是因為基督是我們的榜樣
[00:14:11.280 --> 00:14:12.280]  在第九第十節裡面這麼說
[00:14:12.280 --> 00:14:17.280]  「既說聖上豈不是降下地下嗎?
[00:14:17.280 --> 00:14:24.280]  那降下的,就是遠升諸天之上要充滿萬有」
[00:14:24.280 --> 00:14:26.280]  第九節的經文是怎樣呢?
[00:14:26.280 --> 00:14:29.280]  又升上又降下
[00:14:29.280 --> 00:14:31.280]  之後又升上
[00:14:31.280 --> 00:14:35.280]  這些就是我們主耶穌基督本來是天上
[00:14:35.280 --> 00:14:38.280]  但是祂降下人間
[00:14:38.280 --> 00:14:40.280]  道成肉身
[00:14:40.280 --> 00:14:43.280]  祂同樣經歷人世間的事情
[00:14:43.280 --> 00:14:46.280]  祂親身經歷死亡
[00:14:46.280 --> 00:14:48.280]  又從死裡復活
[00:14:48.280 --> 00:14:49.280]  再升到天上
[00:14:49.280 --> 00:14:51.280]  在聖經裡面我們見到耶穌基督
[00:14:51.280 --> 00:14:54.280]  是我們一個很好的榜樣
[00:14:54.280 --> 00:14:56.280]  祂甘願降下
[00:14:56.280 --> 00:14:58.280]  捨己
[00:14:58.280 --> 00:14:59.280]  受苦
[00:14:59.280 --> 00:15:00.280]  犧牲
[00:15:00.280 --> 00:15:01.280]  祂勝過死亡
[00:15:01.280 --> 00:15:02.280]  復活升天
[00:15:02.280 --> 00:15:04.280]  肥勒比書二章這麼說
[00:15:04.280 --> 00:15:06.280]  「自己卑微
[00:15:06.280 --> 00:15:07.280]  全心馴服
[00:15:07.280 --> 00:15:09.280]  以至於死」
[00:15:09.280 --> 00:15:12.280]  我們見到耶穌那份忠心馴服
[00:15:12.280 --> 00:15:15.280]  基督祂成為我們的榜樣
[00:15:15.280 --> 00:15:18.280]  祂怎樣親身來到我們當中
[00:15:18.280 --> 00:15:19.280]  降卑
[00:15:19.280 --> 00:15:20.280]  謙卑自己
[00:15:20.280 --> 00:15:21.280]  去服侍人
[00:15:21.280 --> 00:15:23.280]  祂示範了給我們看到
[00:15:23.280 --> 00:15:27.280]  讓我們能夠跟著耶穌基督的榜樣
[00:15:27.280 --> 00:15:29.280]  去服侍人
[00:15:29.280 --> 00:15:30.280]  就好像我剛才所說
[00:15:30.280 --> 00:15:31.280]  一位傳道人
[00:15:31.280 --> 00:15:34.280]  他約我不只是吃飯這麼簡單
[00:15:34.280 --> 00:15:36.280]  而是他牧養弟兄姊妹
[00:15:36.280 --> 00:15:40.280]  一種牧養的心
[00:15:40.280 --> 00:15:41.280]  經文說到
[00:15:41.280 --> 00:15:43.280]  人子來不是要受人服侍
[00:15:43.280 --> 00:15:44.280]  乃是要服侍人
[00:15:44.280 --> 00:15:47.280]  並且要赦命作多人的贖價
[00:15:47.280 --> 00:15:48.280]  這個也在《馬可福音》裡
[00:15:48.280 --> 00:15:50.280]  十章四十五節這麼說
[00:15:50.280 --> 00:15:51.280]  另外第三
[00:15:51.280 --> 00:15:54.280]  教會充滿萬有
[00:15:54.280 --> 00:15:57.280]  是因為我們是基督的僕人
[00:15:57.280 --> 00:15:59.280]  他所設的是有使徒
[00:15:59.280 --> 00:16:00.280]  有先知
[00:16:00.280 --> 00:16:01.280]  有傳福音
[00:16:01.280 --> 00:16:02.280]  有牧師和教師
[00:16:02.280 --> 00:16:04.280]  為要承傳聖徒
[00:16:04.280 --> 00:16:05.280]  各盡其職
[00:16:05.280 --> 00:16:06.280]  建立基督的身體
[00:16:06.280 --> 00:16:07.280]  剛才這節經文
[00:16:07.280 --> 00:16:08.280]  在最初的時候
[00:16:08.280 --> 00:16:09.280]  我也有提及
[00:16:09.280 --> 00:16:11.280]  他說教會是
[00:16:11.280 --> 00:16:13.280]  教會的元首是耶穌基督
[00:16:13.280 --> 00:16:15.280]  祂讓我們能夠有份
[00:16:15.280 --> 00:16:18.280]  參與祂的聖供、事供
[00:16:18.280 --> 00:16:19.280]  讓我們有份
[00:16:19.280 --> 00:16:22.280]  擔任各樣不同的職事
[00:16:22.280 --> 00:16:24.280]  我們充滿感恩
[00:16:24.280 --> 00:16:25.280]  有使徒的
[00:16:25.280 --> 00:16:26.280]  有先知的
[00:16:26.280 --> 00:16:27.280]  有傳福音的
[00:16:27.280 --> 00:16:28.280]  有牧師和教師
[00:16:28.280 --> 00:16:30.280]  透過這些事供
[00:16:30.280 --> 00:16:31.280]  透過這些職事
[00:16:31.280 --> 00:16:34.280]  不單止建立基督的身體
[00:16:34.280 --> 00:16:37.280]  更加建立弟兄姊妹的生命
[00:16:37.280 --> 00:16:39.280]  使徒是被差遣者
[00:16:39.280 --> 00:16:41.280]  就好像保羅和彼得那樣
[00:16:41.280 --> 00:16:45.280]  神差遣他們建立牧羊教會
[00:16:45.280 --> 00:16:47.280]  先知去傳羊
[00:16:47.280 --> 00:16:49.280]  去宣講傳神的心意
[00:16:49.280 --> 00:16:51.280]  就好像施洗約翰
[00:16:51.280 --> 00:16:53.280]  傳福音報好消息
[00:16:53.280 --> 00:16:54.280]  領人歸主
[00:16:54.280 --> 00:16:55.280]  將福音傳開
[00:16:55.280 --> 00:16:57.280]  牧師和教師
[00:16:57.280 --> 00:16:59.280]  他們有牧人的心腸
[00:16:59.280 --> 00:17:01.280]  能夠餵養牧羊弟兄姊妹
[00:17:01.280 --> 00:17:02.280]  建立門徒
[00:17:02.280 --> 00:17:03.280]  讓弟兄姊妹
[00:17:03.280 --> 00:17:05.280]  能夠走在主的路上
[00:17:05.280 --> 00:17:07.280]  一起傳聞皆兵
[00:17:07.280 --> 00:17:09.280]  一起去服侍神
[00:17:09.280 --> 00:17:11.280]  建立基督的身體
[00:17:11.280 --> 00:17:13.280]  為要承傳聖徒
[00:17:13.280 --> 00:17:14.280]  各盡其職
[00:17:14.280 --> 00:17:16.280]  建立基督的身體
[00:17:16.280 --> 00:17:18.280]  神亦都將這個恩賜
[00:17:18.280 --> 00:17:20.280]  給弟兄姊妹
[00:17:20.280 --> 00:17:23.280]  承傳聖徒是有裝備和修補
[00:17:23.280 --> 00:17:25.280]  預備妥當的意思
[00:17:25.280 --> 00:17:27.280]  而我們每一位弟兄姊妹
[00:17:27.280 --> 00:17:30.280]  我們都能夠可以去擺上
[00:17:30.280 --> 00:17:32.280]  付出去侍奉神
[00:17:32.280 --> 00:17:33.280]  透過事供
[00:17:33.280 --> 00:17:36.280]  去建立弟兄姊妹的生命
[00:17:36.280 --> 00:17:38.280]  弟兄姊妹當中有學習
[00:17:38.280 --> 00:17:39.280]  有成長
[00:17:39.280 --> 00:17:41.280]  我們每一個都是神的牧人
[00:17:41.280 --> 00:17:43.280]  能夠可以建立基督的身體
[00:17:43.280 --> 00:17:45.280]  各盡其職
[00:17:45.280 --> 00:17:47.280]  弟兄姊妹可以傳聞皆兵
[00:17:47.280 --> 00:17:49.280]  一起去服侍神
[00:17:49.280 --> 00:17:52.280]  我很想分享我的一個經歷
[00:17:52.280 --> 00:17:54.280]  十幾年前了
[00:17:54.280 --> 00:17:56.280]  我很記得當日
[00:17:56.280 --> 00:17:59.280]  我還未在長者團契
[00:17:59.280 --> 00:18:01.280]  那時候還是在教會裏面
[00:18:01.280 --> 00:18:04.280]  一個幹職
[00:18:04.280 --> 00:18:09.280]  我很想媽媽去信耶穌
[00:18:09.280 --> 00:18:14.280]  當時媽媽大概六、七十歲
[00:18:14.280 --> 00:18:17.280]  我第一次拖著媽媽在二樓
[00:18:17.280 --> 00:18:18.280]  在一架電梯
[00:18:18.280 --> 00:18:19.280]  一說起媽媽
