
[00:00:00.000 --> 00:00:04.320]  鼎姐妹,今天的講題狼心如鐵
[00:04:01.920 --> 00:04:04.680]  四周當然是不斷響起
[00:04:04.680 --> 00:04:06.200]  響起甚麼
[00:04:06.200 --> 00:04:09.240]  疏散和撤離的警報
[00:04:09.240 --> 00:04:12.600]  正當小鎮正處於人心惶惶
[00:04:12.600 --> 00:04:15.120]  陷入一片恐慌
[00:04:15.120 --> 00:04:18.000]  荒亂的途明當中的時候
[00:04:18.000 --> 00:04:20.000]  我們鏡頭一轉
[00:04:20.000 --> 00:04:22.960]  我們放大到這個信徒的身上
[00:04:22.960 --> 00:04:27.160]  不得不去稱讚一下這個信徒
[00:04:27.160 --> 00:04:28.400]  臨危的不亂
[00:04:28.400 --> 00:04:30.000]  他面對這樣的形勢
[00:04:30.000 --> 00:04:31.840]  他不僅沒有鋪滿雞
[00:04:31.840 --> 00:04:33.000]  不知道該怎麼辦
[00:04:33.000 --> 00:04:34.480]  正所謂怎樣
[00:04:34.480 --> 00:04:36.200]  出來江湖走了這麼久
[00:04:36.200 --> 00:04:38.800]  有甚麼風浪我沒有見過
[00:04:38.800 --> 00:04:41.960]  他在這一刻還在專心止於一事
[00:04:41.960 --> 00:04:44.200]  集中精神去做一件事
[00:04:44.200 --> 00:04:46.920]  大家能否猜到是甚麼
[00:04:46.920 --> 00:04:48.360]  大家覺得厲害吧
[00:04:48.360 --> 00:04:51.200]  沒錯 就是不住地禱告
[00:04:51.200 --> 00:04:54.720]  一心想著神怎樣去施行拯救
[00:04:54.720 --> 00:04:56.120]  怎樣去憐憫他
[00:04:56.120 --> 00:04:58.360]  使洪水去退他
[00:04:58.360 --> 00:05:00.200]  正當生死存亡之秋
[00:05:00.200 --> 00:05:03.120]  千軍一髮形勢危急之下
[00:05:03.120 --> 00:05:05.200]  突然有一個鄰居走來提醒他
[00:05:05.200 --> 00:05:07.400]  叫他快點走
[00:05:07.400 --> 00:05:09.480]  但他不僅沒有走
[00:05:09.480 --> 00:05:10.920]  還很有信心地
[00:05:10.920 --> 00:05:14.560]  繼續在屋內的大廳不住地禱告
[00:05:14.560 --> 00:05:16.800]  正所謂「Yo」
[00:05:16.800 --> 00:05:18.320]  不用怕
[00:05:18.320 --> 00:05:19.680]  大家都知道除了甚麼
[00:05:19.680 --> 00:05:22.120]  除了祖母在大廳之外還有甚麼
[00:05:22.120 --> 00:05:23.880]  耶穌也在大廳
[00:05:23.880 --> 00:05:24.400]  是不是
[00:05:24.400 --> 00:05:28.000]  深信一切都有耶穌去頂著或者撐著
[00:05:28.000 --> 00:05:29.600]  又過多了一會兒
[00:05:29.600 --> 00:05:31.800]  洪水不僅沒有退去
[00:05:31.800 --> 00:05:34.560]  水位還不斷地升高上升
[00:05:34.560 --> 00:05:37.320]  這位信徒很無奈地走到二樓
[00:05:37.320 --> 00:05:40.560]  繼續他對神的祈求拯救
[00:05:40.560 --> 00:05:41.720]  當他站完一刻
[00:05:41.720 --> 00:05:43.400]  他望向窗外
[00:05:43.400 --> 00:05:44.600]  就在這一刻的時候
[00:05:44.600 --> 00:05:46.560]  他忽然看到甚麼
[00:05:46.560 --> 00:05:48.600]  看到消防員坐在救生艇
[00:05:48.600 --> 00:05:50.520]  我想大家都應該聽過這個故事
[00:05:50.520 --> 00:05:52.800]  所以大家都可以回答到
[00:05:52.800 --> 00:05:55.160]  看到消防員坐在救生艇
[00:05:55.160 --> 00:05:58.680]  來幫他作出一個救援
[00:05:58.680 --> 00:06:01.240]  但他仍然拒絕這個伸出的援手
[00:06:01.240 --> 00:06:03.080]  仍然是滿有信心
[00:06:03.080 --> 00:06:08.240]  滿有盼望地繼續在等候神的恩典臨到
[00:06:08.240 --> 00:06:10.120]  如是者又過多了一會兒
[00:06:10.120 --> 00:06:12.480]  水位不但沒有退去
[00:06:12.480 --> 00:06:14.760]  又或者是繼續升高了
[00:06:14.760 --> 00:06:16.400]  正所謂水浸眼眉
[00:06:16.400 --> 00:06:18.240]  都應該知道死定了
[00:06:18.240 --> 00:06:19.320]  這位信徒
[00:06:19.320 --> 00:06:20.640]  即是被困的信徒
[00:06:20.640 --> 00:06:23.680]  他就迫不得已走投無路的情況之下
[00:06:23.680 --> 00:06:25.440]  他就爬上屋頂
[00:06:25.440 --> 00:06:26.840]  他不單沒有灰心
[00:06:26.840 --> 00:06:31.120]  但仍然是繼續很專心去呼求神蹟的發生
[00:06:31.120 --> 00:06:32.760]  剛剛祈願好
[00:06:32.760 --> 00:06:34.080]  就在這一刻
[00:06:34.080 --> 00:06:36.960]  他聽到他頭上有些聲音
[00:06:36.960 --> 00:06:38.440]  抬頭一看
[00:06:38.440 --> 00:06:40.200]  原來是有一個軍人
[00:06:40.200 --> 00:06:41.640]  用直升機來到他
[00:06:41.640 --> 00:06:44.440]  對他作出最後的撤離行動
[00:06:44.440 --> 00:06:46.440]  大家猜猜這位自命不凡
[00:06:46.440 --> 00:06:48.720]  但遭遇卻不似預期
[00:06:48.720 --> 00:06:50.200]  敬虔有餘
[00:06:50.200 --> 00:06:52.320]  但敏銳度不足
[00:06:52.320 --> 00:06:54.040]  屢遭不幸的信徒
[00:06:54.040 --> 00:06:56.920]  最後的選擇是甚麼?
[00:06:56.920 --> 00:06:58.920]  可能大家都會猜到
[00:06:58.920 --> 00:06:59.880]  還用問
[00:06:59.880 --> 00:07:01.480]  當然是輸人不輸陣
[00:07:01.480 --> 00:07:02.920]  符合他的淫徹
[00:07:02.920 --> 00:07:04.120]  應該怎樣?
[00:07:04.120 --> 00:07:05.760]  當然是一如既往
[00:07:05.760 --> 00:07:08.240]  仍然繼續義無反顧
[00:07:08.240 --> 00:07:12.200]  執迷不悔地死守撐到底
[00:07:12.200 --> 00:07:15.120]  最後大家都猜到這位信徒
[00:07:15.120 --> 00:07:18.600]  最終還是葬身在這個巨變當中
[00:07:18.600 --> 00:07:20.920]  故事說到這裡
[00:07:20.920 --> 00:07:22.600]  還未完
[00:07:22.600 --> 00:07:25.160]  這位信徒去到天堂之後
[00:07:25.160 --> 00:07:27.480]  怒氣沖沖的第一句劈頭
[00:07:27.480 --> 00:07:29.320]  就走去質問耶穌
[00:07:29.320 --> 00:07:31.120]  「耶穌啊耶穌
[00:07:31.120 --> 00:07:32.840]  為何我如此專心
[00:07:32.840 --> 00:07:34.600]  如此信靠祢
[00:07:34.600 --> 00:07:36.360]  祈禱了這麼久
[00:07:36.360 --> 00:07:38.920]  耶穌祢也不聽我的禱告
[00:07:38.920 --> 00:07:40.840]  又說祢滿有慈愛
[00:07:40.840 --> 00:07:42.600]  滿有恩典
[00:07:42.600 --> 00:07:45.240]  祢也不去施行拯救
[00:07:45.240 --> 00:07:47.880]  對我施行神蹟
[00:07:47.880 --> 00:07:50.120]  去拯救我?」
[00:07:50.120 --> 00:07:52.240]  大家猜到耶穌說了甚麼嗎?
[00:07:52.240 --> 00:07:56.040]  怎樣回答他?
[00:07:56.040 --> 00:07:57.000]  是啊
[00:07:57.000 --> 00:07:57.840]  耶穌回答他
[00:07:57.840 --> 00:08:00.240]  「我嘗試用鄰居
[00:08:00.240 --> 00:08:01.600]  用消防員
[00:08:01.600 --> 00:08:04.240]  用軍人去拯救你
[00:08:04.240 --> 00:08:06.320]  但你是自己不去聽
[00:08:06.320 --> 00:08:07.960]  心裡剛硬
[00:08:07.960 --> 00:08:10.200]  一邊用自己的方法
[00:08:10.200 --> 00:08:12.240]  不斷拒絕我
[00:08:12.240 --> 00:08:14.840]  這又怪誰呢?」
[00:08:14.840 --> 00:08:17.640]  弟兄姊妹的故事就來到這裡
[00:08:17.640 --> 00:08:20.040]  我們看到你感受到嗎?
[00:08:20.040 --> 00:08:21.960]  是否有些似曾相識
[00:08:21.960 --> 00:08:24.160]  又或者這個故事的情節
[00:08:24.160 --> 00:08:27.880]  又是否我們真實面對的寫照呢?
[00:08:27.880 --> 00:08:30.560]  有時人心裡的頑固剛硬
[00:08:30.560 --> 00:08:32.520]  有時真的看到我們自己怕
[00:08:32.520 --> 00:08:33.960]  看到你害怕
[00:08:33.960 --> 00:08:36.480]  不單止不去踏實地面對現實
[00:08:36.480 --> 00:08:38.760]  來清楚自己的位置
[00:08:38.760 --> 00:08:40.680]  再去重新出發
[00:08:40.680 --> 00:08:44.960]  甚或更有時以屬靈虛偽的包裝去屈機
[00:08:44.960 --> 00:08:46.720]  試圖去倒果為因
[00:08:46.720 --> 00:08:48.480]  不斷地去搬龍門
[00:08:48.480 --> 00:08:49.840]  有時還要變本加厲
[00:08:49.840 --> 00:08:51.960]  博大霧地去蒙混過關
[00:08:51.960 --> 00:08:53.600]  不去正本清源
[00:08:53.600 --> 00:08:57.760]  正視問題的根源、核心、撥亂、反正
[00:08:57.760 --> 00:08:59.320]  大家可能都知道
[00:08:59.320 --> 00:09:02.080]  近期有一種水果都頗紅
[00:09:02.080 --> 00:09:04.480]  大家知不知道是甚麼?
[00:09:04.480 --> 00:09:05.880]  不知道吧?
[00:09:05.880 --> 00:09:07.160]  好
[00:09:07.160 --> 00:09:09.520]  你們沒有看電視吧?
[00:09:09.520 --> 00:09:11.320]  電視逢政府預
[00:09:11.320 --> 00:09:13.840]  這種水果這期很紅
[00:09:13.840 --> 00:09:14.600]  沒錯
[00:09:14.600 --> 00:09:16.280]  就是提子
[00:09:16.280 --> 00:09:18.280]  提防騙子
[00:09:18.280 --> 00:09:20.440]  是的
[00:09:20.440 --> 00:09:21.280]  大家要知道
[00:09:21.280 --> 00:09:25.560]  在末世裡騙徒的手法層出不窮
[00:09:25.560 --> 00:09:26.560]  要時一警醒
[00:09:26.560 --> 00:09:30.640]  不要去不知不覺間避陷於你我與不義
[00:09:30.640 --> 00:09:32.320]  有時我們集體去參與
[00:09:32.320 --> 00:09:34.960]  史上最大的屬靈詐騙案
[00:09:34.960 --> 00:09:38.480]  視當真地去騙自己
[00:09:38.480 --> 00:09:40.120]  聽了就當知道
[00:09:40.120 --> 00:09:41.920]  知道就當做了
[00:09:41.920 --> 00:09:44.200]  做了就當交了功課
[00:09:44.200 --> 00:09:45.360]  就當是真
[00:09:45.360 --> 00:09:46.800]  自以為敬虔
[00:09:46.800 --> 00:09:48.800]  無可指責
[00:09:48.800 --> 00:09:50.640]  但話又分兩頭
[00:09:50.640 --> 00:09:55.160]  在基督裡敢靠主的群眾眼睛是雪亮的
[00:09:55.160 --> 00:09:56.960]  正所謂騙得你一時
[00:09:56.960 --> 00:09:58.560]  騙不到你一世
[00:09:58.560 --> 00:09:59.760]  鉗路既窮
[00:09:59.760 --> 00:10:03.000]  騙局最終都會有一天被拆穿
[00:10:03.000 --> 00:10:06.320]  騙徒的真面目終有一天被撕破
[00:10:06.320 --> 00:10:08.040]  釋破的一天
[00:10:08.040 --> 00:10:08.600]  弟兄姊妹
[00:10:08.600 --> 00:10:12.040]  在末世中最重要的是甚麼?
[00:10:12.040 --> 00:10:14.920]  我們不要未學行先學走
[00:10:14.920 --> 00:10:16.200]  不要亂動
[00:10:16.200 --> 00:10:19.960]  由紮好根基的馬步開始
[00:10:19.960 --> 00:10:21.960]  在末世中
[00:10:21.960 --> 00:10:23.440]  更重要的是
[00:10:23.440 --> 00:10:26.560]  在亂世的洪流裡站得穩
[00:10:26.560 --> 00:10:28.800]  不要被世俗的虛荒去沖走
[00:10:28.800 --> 00:10:31.800]  不是人說甚麼你就相信甚麼
[00:10:31.800 --> 00:10:33.720]  要好好依靠聖靈
[00:10:33.720 --> 00:10:36.920]  用心去聆聽去分辨
[00:10:36.920 --> 00:10:38.720]  就算是身為牧者的我們
[00:10:38.720 --> 00:10:40.400]  你也不要完全相信
[00:10:40.400 --> 00:10:44.240]  有時可能我也會在盜點你也不奇怪
[00:10:44.240 --> 00:10:44.800]  弟兄姊妹
[00:10:44.800 --> 00:10:46.400]  所謂的信服
[00:10:46.400 --> 00:10:48.280]  從來都是信服神
[00:10:48.280 --> 00:10:49.800]  不信從人
[00:10:49.800 --> 00:10:54.000]  不是要分門結黨去創造馬房的文化
[00:10:54.000 --> 00:10:56.320]  也不是在說我屬基法
[00:10:56.320 --> 00:10:57.720]  我屬亞波羅
[00:10:57.720 --> 00:11:00.120]  我們是屬誰的?
[00:11:00.120 --> 00:11:02.560]  我們從來都是屬基督的
[00:11:02.560 --> 00:11:06.120]  從來都是敬畏創造主大能的權柄
[00:11:06.120 --> 00:11:09.880]  並不是屈服在別人無理的威權之下
[00:11:09.880 --> 00:11:13.440]  在末世中最重要的是我們自己和神的關係
[00:11:13.440 --> 00:11:17.120]  我們更需要時時刻刻好好依靠聖靈
[00:11:17.120 --> 00:11:19.360]  去提醒去思考
[00:11:19.360 --> 00:11:21.080]  依靠聖靈的因領
[00:11:21.080 --> 00:11:24.640]  用心好好去分辨去辨識
[00:11:24.640 --> 00:11:26.360]  千萬不要心裡剛硬
[00:11:26.360 --> 00:11:28.040]  橫緊裡一個地步
[00:11:28.040 --> 00:11:30.000]  將耶穌基督整全
[00:11:30.000 --> 00:11:32.320]  完備的福音信仰
[00:11:32.320 --> 00:11:34.000]  任意去剪裁
[00:11:34.000 --> 00:11:36.560]  削足就利地去度身訂造
[00:11:36.560 --> 00:11:39.480]  只相信你自己想相信的
[00:11:39.480 --> 00:11:41.240]  實情是這樣的相信
[00:11:41.240 --> 00:11:42.800]  這樣的跟從
[00:11:42.800 --> 00:11:46.080]  比未聞福音不信的人還要差
[00:11:46.080 --> 00:11:48.200]  到頭來你所謂的相信
[00:11:48.200 --> 00:11:49.640]  彷如不信
[00:11:49.640 --> 00:11:50.880]  你所謂的跟從
[00:11:50.880 --> 00:11:54.080]  亦都只是你癡心妄想的空中流角
[00:11:54.080 --> 00:11:56.960]  跟從著你自己心之所求
[00:11:56.960 --> 00:11:59.400]  心之所想
[00:11:59.400 --> 00:12:00.600]  弟兄姊妹
[00:12:00.600 --> 00:12:02.720]  《馬可福音》講道的系列
[00:12:02.720 --> 00:12:05.200]  來到今天已經是最後一講
[00:12:05.200 --> 00:12:07.000]  大家可能都聽了不少
[00:12:07.000 --> 00:12:10.200]  理論上亦應該對整卷的《馬可福音》
[00:12:10.200 --> 00:12:12.240]  一點都不會陌生
[00:12:12.240 --> 00:12:13.600]  如果大家還記得
[00:12:13.600 --> 00:12:16.800]  《馬可福音》由第八章到第十章的開始
[00:12:16.800 --> 00:12:20.800]  耶穌三次不斷地去預言自己的被害
[00:12:20.800 --> 00:12:22.680]  被自己人的出賣
[00:12:22.680 --> 00:12:26.400]  最後十字架上的受死戰勝死亡
[00:12:26.400 --> 00:12:28.200]  三天後的復活
[00:12:28.200 --> 00:12:29.480]  我們亦知道
[00:12:29.480 --> 00:12:34.760]  耶穌的預言不單止得不到門徒應有的關心和關注
[00:12:34.760 --> 00:12:35.960]  更離譜的是
[00:12:35.960 --> 00:12:37.920]  換來門徒怎樣呢?
[00:12:37.920 --> 00:12:40.000]  不停地去爭論
[00:12:40.000 --> 00:12:42.480]  下一任誰去坐正做大佬
[00:12:42.480 --> 00:12:46.000]  誰去當家作主、做話事人
[00:12:46.000 --> 00:12:47.880]  到了第十四章
[00:12:47.880 --> 00:12:52.280]  耶穌更預言彼得三次不認主的跌倒
[00:12:52.280 --> 00:12:55.600]  更換來彼得誓神癖願地說
[00:12:55.600 --> 00:12:58.680]  他說自己不會背叛耶穌
[00:12:58.680 --> 00:13:01.600]  「就算所有人都後退
[00:13:01.600 --> 00:13:03.520]  我卻不會」
[00:13:03.520 --> 00:13:07.280]  然後再以最後的事情的發展
[00:13:07.280 --> 00:13:10.800]  我們當然知道耶穌的預言應現了
[00:13:10.800 --> 00:13:11.560]  是不是?
[00:13:11.560 --> 00:13:13.200]  更換來彼得怎樣呢?
[00:13:13.200 --> 00:13:15.360]  三不的回應
[00:13:15.360 --> 00:13:16.760]  不知道
[00:13:16.760 --> 00:13:18.120]  不承認
[00:13:18.120 --> 00:13:19.440]  不明白
[00:13:19.440 --> 00:13:23.680]  三次背叛耶穌的真情剖白
[00:13:23.680 --> 00:13:25.560]  到了赫西瑪利園
[00:13:25.560 --> 00:13:29.880]  耶穌同樣屢次吩咐門徒要警醒、要去禱告
[00:13:29.880 --> 00:13:34.120]  無獨有偶卻最後灌離門徒的是怎樣呢?
[00:13:34.120 --> 00:13:37.440]  三次都打瞌睡、打瞌睡了
[00:13:37.440 --> 00:13:39.200]  更換來耶穌斥責
[00:13:39.200 --> 00:13:42.200]  他們連片刻的警醒都守不住
[00:13:42.200 --> 00:13:44.280]  都殺退了
[00:13:44.280 --> 00:13:45.520]  來到今天的經文
[00:13:45.520 --> 00:13:48.520]  《馬克福音》十六章的九至十四節
[00:13:48.520 --> 00:13:50.520]  雖然都是一段歷來
[00:13:50.520 --> 00:13:53.160]  頗具爭議性的經文
[00:13:53.160 --> 00:13:55.440]  但我們本著聖經致正的權威
[00:13:55.440 --> 00:13:57.560]  我們嘗試透過經文
[00:13:57.560 --> 00:13:59.880]  耶穌復活一而再再而三
[00:13:59.880 --> 00:14:03.320]  三次復活後主動的顯現
[00:14:03.320 --> 00:14:06.160]  卻換來門徒三次的不信
[00:14:06.160 --> 00:14:11.280]  究竟此時此刻門徒真正不相信的究竟是甚麼呢?
[00:14:11.280 --> 00:14:13.240]  是耶穌的復活
[00:14:13.240 --> 00:14:17.840]  還是一些難以啟齒、不足為外人道的事呢?
[00:14:17.840 --> 00:14:20.040]  而這個不信的主題
[00:14:20.040 --> 00:14:24.800]  貫穿了整卷《馬克福音》的整卷《馬克福音》
[00:14:24.800 --> 00:14:26.960]  究竟這個不信的主題
[00:14:26.960 --> 00:14:30.960]  對今天坐在這裡的我們有甚麼意義呢?
[00:14:30.960 --> 00:14:31.640]  弟兄姊妹
[00:14:31.640 --> 00:14:36.200]  我們也盼望今天嘗試透過《馬克福音》十六章九至十四節的宣講
[00:14:36.200 --> 00:14:39.440]  再次讓我們思想領受神話語的教導
[00:14:39.440 --> 00:14:42.800]  嘗試開放我們的心靈去細心聆聽
[00:14:42.800 --> 00:14:47.400]  神親自用祂的話去搞動我們每個人的內心深處
[00:14:47.400 --> 00:14:50.800]  在復活節這個紀念耶穌的節日當中
[00:14:50.800 --> 00:14:53.560]  引領我們每個人在整個生命
[00:14:53.560 --> 00:14:56.760]  僅靠聖靈去經歷尋找
[00:14:56.760 --> 00:14:59.400]  屬於我們每個人獨特的出路
[00:14:59.400 --> 00:15:02.560]  讓我們去思考一下究竟耶穌的復活
[00:15:02.560 --> 00:15:07.560]  對我們每個人的生命究竟有甚麼意義呢?
[00:15:07.560 --> 00:15:08.160]  弟兄姊妹
[00:15:08.160 --> 00:15:10.760]  我今天想向大家宣講的第一點是
[00:15:10.760 --> 00:15:13.800]  對卑微的不信
[00:15:13.800 --> 00:15:16.680]  《馬克福音》十六章九至十一節
[00:15:16.680 --> 00:15:19.560]  請聽我讀出神的話語
[00:15:19.560 --> 00:15:22.280]  在七日的第一日清早
[00:15:22.280 --> 00:15:24.560]  耶穌復活了
[00:15:24.560 --> 00:15:28.760]  先向穆達拉瑪利亞顯現
[00:15:28.760 --> 00:15:33.200]  耶穌曾從他身上趕出七個鬼
[00:15:33.200 --> 00:15:37.480]  他去告訴那向來跟從耶穌的人
[00:15:37.480 --> 00:15:40.720]  那時他們正哀動哭泣
[00:15:40.720 --> 00:15:43.720]  他們聽見耶穌活了
[00:15:43.720 --> 00:15:46.320]  被瑪利亞看見
[00:15:46.320 --> 00:15:49.080]  可是不信
[00:15:49.080 --> 00:15:50.040]  弟兄姊妹
[00:15:50.040 --> 00:15:53.880]  來到《馬克福音》第十六章最後的敘述
[00:15:53.880 --> 00:15:56.480]  經文一開始描述三個女子
[00:15:56.480 --> 00:15:57.760]  好像沒有甚麼特別
[00:15:57.760 --> 00:16:00.640]  名不經傳的女子
[00:16:00.640 --> 00:16:03.240]  但她們的名字其實很容易記
[00:16:03.240 --> 00:16:04.640]  我們記下吧
[00:16:04.640 --> 00:16:06.640]  兩個瑪利亞
[00:16:06.640 --> 00:16:08.480]  穆達拉的瑪利亞
[00:16:08.480 --> 00:16:11.480]  和雅各的母親的瑪利亞
[00:16:11.480 --> 00:16:16.920]  還有將一大糯米殺出去的撒羅米
[00:16:16.920 --> 00:16:18.480]  是否可以記呢?
[00:16:18.480 --> 00:16:20.400]  這樣就記下了
[00:16:20.400 --> 00:16:22.320]  十六章這一節聖經這樣說
[00:16:22.320 --> 00:16:23.520]  過了安息日
[00:16:23.520 --> 00:16:26.720]  穆達拉的瑪利亞和雅各的母親
[00:16:26.720 --> 00:16:28.560]  瑪利亞並殺糯米
[00:16:28.560 --> 00:16:33.040]  買了香膏要去告耶穌的身體
[00:16:33.040 --> 00:16:34.080]  三位婦女
[00:16:34.080 --> 00:16:36.600]  她們不單止一直由加利利
[00:16:36.600 --> 00:16:38.640]  緊緊跟隨耶穌
[00:16:38.640 --> 00:16:41.440]  就算是面對不似預期的逼迫
[00:16:41.440 --> 00:16:43.280]  門徒樹倒門宣散
[00:16:43.280 --> 00:16:47.120]  急急腳不經意地第一時間閃走了
[00:16:47.120 --> 00:16:48.720]  但她們仍然不離不棄
[00:16:48.720 --> 00:16:51.160]  勇者無懼地遠遠地遙望
[00:16:51.160 --> 00:16:53.240]  見證著耶穌
[00:16:53.240 --> 00:16:56.720]  十字架上的受苦離世
[00:16:56.720 --> 00:16:58.280]  而這三位女士
[00:16:58.280 --> 00:17:00.600]  在經文中的再次出現
[00:17:00.600 --> 00:17:04.120]  她們不單止沒有因為耶穌的人走賊糧
[00:17:04.120 --> 00:17:07.680]  為求自保去數臭耶穌的所作所為
[00:17:07.680 --> 00:17:09.040]  又或者想抹殺一切
[00:17:09.040 --> 00:17:10.840]  想當什麼事都沒有發生過
