
[00:00:00.000 --> 00:00:12.000]  想問問大家,你們有沒有玩過一個遊戲叫猜猜畫畫,或者英文叫Pictionary?
[00:03:06.000 --> 00:03:10.000]  當我們每次不知道怎麼面對事情的時候
[00:03:10.000 --> 00:03:12.000]  我們就彼此提醒
[00:03:12.000 --> 00:03:14.000]  要見步行步
[00:03:14.000 --> 00:03:17.000]  沒錯,我們很習慣行步見步
[00:03:17.000 --> 00:03:21.000]  因為這也是很多智者的經驗之談
[00:03:21.000 --> 00:03:23.000]  但對於基督徒來說
[00:03:23.000 --> 00:03:25.000]  我們跟從耶穌的人
[00:03:25.000 --> 00:03:31.000]  其實是需要學習怎麼行步見步的
[00:03:31.000 --> 00:03:33.000]  今天就讓我們一起看看
[00:03:33.000 --> 00:03:35.000]  聖經中的一個人物
[00:03:35.000 --> 00:03:38.000]  他理解什麼叫做行步見步
[00:03:38.000 --> 00:03:41.000]  以及他是怎樣憑著行步見步
[00:03:41.000 --> 00:03:43.000]  去為神做大事
[00:03:43.000 --> 00:03:45.000]  去成就神的吩咐
[00:03:45.000 --> 00:03:48.000]  而這個人就是我們教會
[00:03:48.000 --> 00:03:52.000]  在今年每個月第四個崇拜專題說到
[00:03:52.000 --> 00:03:57.000]  書卷約書亞記的主人翁約書亞
[00:03:57.000 --> 00:04:03.000]  相信約書亞這個名字對大家都不陌生
[00:04:03.000 --> 00:04:06.000]  而這個名字在希伯來文的意思就是
[00:04:06.000 --> 00:04:10.000]  耶和華拯救或者是耶和華幫助
[00:04:10.000 --> 00:04:13.000]  所以從約書亞未出母胎之前
[00:04:13.000 --> 00:04:15.000]  他已經被神揀選了
[00:04:15.000 --> 00:04:19.000]  要成為神拯救以色列人的其中一個
[00:04:19.000 --> 00:04:24.000]  而他的任務就是要幫助以色列人進入神應許
[00:04:24.000 --> 00:04:29.000]  賜給他們的祖先阿伯拉罕以撒亞國他們的土地
[00:04:29.000 --> 00:04:31.000]  即是迦南地
[00:04:31.000 --> 00:04:35.000]  所以約書亞記的重點
[00:04:35.000 --> 00:04:39.000]  是記載神怎樣授權給約書亞
[00:04:39.000 --> 00:04:43.000]  透過他帶領以色列人進入迦南地
[00:04:43.000 --> 00:04:50.000]  為他們分地帶領他們征服比他們高大又更好空曼的迦南人
[00:04:50.000 --> 00:04:54.000]  而聖經裡面所說的迦南地
[00:04:54.000 --> 00:04:58.000]  就是現在的以色列巴勒斯坦
[00:04:58.000 --> 00:05:02.000]  敘利亞黎巴嫩和部分的約旦
[00:05:02.000 --> 00:05:07.000]  我還記得在文數記20章的時候
[00:05:07.000 --> 00:05:11.000]  記載了以色列人在曠野漂流了40年之後
[00:05:11.000 --> 00:05:14.000]  他們經歷過神的保守和帶領
[00:05:14.000 --> 00:05:19.000]  但當他們開始再起行去到迦底斯的時候
[00:05:19.000 --> 00:05:22.000]  他們竟然又好像剛剛出埃及一樣
[00:05:22.000 --> 00:05:24.000]  投訴沒有水喝
[00:05:24.000 --> 00:05:26.000]  不知道大家記不記得
[00:05:26.000 --> 00:05:28.000]  記得嗎
[00:05:28.000 --> 00:05:33.000]  摩西這次因為沒有照耶和華的吩咐
[00:05:33.000 --> 00:05:36.000]  去平息以色列人的憎鬧
[00:05:36.000 --> 00:05:40.000]  耶和華叫他們說叫那些石頭出水
[00:05:40.000 --> 00:05:43.000]  但他們就用那支杖去打了那些石頭
[00:05:43.000 --> 00:05:45.000]  因為這樣的時候
[00:05:45.000 --> 00:05:49.000]  他們沒有在以色列人的眼前鑽耶和華的星
[00:05:49.000 --> 00:05:53.000]  而不能夠繼續帶以色列人進入迦南地
[00:05:53.000 --> 00:05:56.000]  雖然不可以跟他們一起進入迦南
[00:05:56.000 --> 00:06:02.000]  但神仍然讓摩西在摩亞的尼泊山上
[00:06:02.000 --> 00:06:07.000]  遠望到在約旦河另一邊的迦南地
[00:06:07.000 --> 00:06:10.000]  看到約旦河在那邊
[00:06:10.000 --> 00:06:14.000]  下面即是在死海淹海的那條約旦河
[00:06:14.000 --> 00:06:17.000]  摩西就看過去
[00:06:17.000 --> 00:06:21.000]  摩西一邊看一邊想
[00:06:21.000 --> 00:06:23.000]  很擔心自己不在的時候
[00:06:23.000 --> 00:06:26.000]  沒有人去幫助這班以色列人
[00:06:26.000 --> 00:06:29.000]  處理他們之間的紛爭和衝突
[00:06:29.000 --> 00:06:34.000]  於是他就懇求神為他們立一個新的領袖
[00:06:34.000 --> 00:06:38.000]  原來耶和華早已經安排了
[00:06:38.000 --> 00:06:40.000]  他就跟摩西說
[00:06:40.000 --> 00:06:44.000]  他已經揀選了以法連人亂的兒子約書亞
[00:06:44.000 --> 00:06:46.000]  沒錯
[00:06:46.000 --> 00:06:50.000]  這個就是摩西一直的得力助手約書亞
[00:06:50.000 --> 00:06:54.000]  約書亞曾經按摩西的吩咐
[00:06:54.000 --> 00:07:01.000]  組織軍隊帶領以色列人在利菲定打敗了阿瑪利人
[00:07:01.000 --> 00:07:09.000]  當耶和華叫摩西登上西那山的時候
[00:07:09.000 --> 00:07:13.000]  要將他親手寫的法板交給摩西的時候
[00:07:13.000 --> 00:07:20.000]  約書亞就是陪著摩西一起上去的幫手
[00:07:20.000 --> 00:07:22.000]  還有
[00:07:22.000 --> 00:07:27.000]  當耶和華吩咐摩西從以色列的十二個支派
[00:07:27.000 --> 00:07:30.000]  每一個支派裡面找一個首領
[00:07:30.000 --> 00:07:34.000]  偷偷地去迦南探聽他們的情況的時候
[00:07:34.000 --> 00:07:40.000]  約書亞就是被委任代表以法連出去的探子
[00:07:40.000 --> 00:07:46.000]  我們要知道之後約書亞和猶大支派的代表迦南
[00:07:46.000 --> 00:07:51.000]  一起力抗其餘十個支派的代表
[00:07:51.000 --> 00:07:55.000]  因為他們說他們不夠膽不願意進迦南
[00:07:55.000 --> 00:07:59.000]  但是迦南和約書亞說其實我們可以
[00:07:59.000 --> 00:08:01.000]  因為有耶和華跟他們同在
[00:08:01.000 --> 00:08:03.000]  不過很可惜他們輸了
[00:08:03.000 --> 00:08:08.000]  最後他們在曠野逗留了四十年
[00:08:08.000 --> 00:08:15.000]  可見約書亞一直都是一個體重神的人
[00:08:15.000 --> 00:08:19.000]  他一直被訓練
[00:08:19.000 --> 00:08:22.000]  雖然摩西沒有刻意地去籌算
[00:08:22.000 --> 00:08:24.000]  如何安排他受訓
[00:08:24.000 --> 00:08:27.000]  學習如何去服侍神
[00:08:27.000 --> 00:08:31.000]  但這一切都在神的計劃裡面
[00:08:31.000 --> 00:08:35.000]  耶和華不單止早有計劃
[00:08:35.000 --> 00:08:39.000]  其實在文數記27章第18節
[00:08:39.000 --> 00:08:43.000]  神告訴摩西
[00:08:43.000 --> 00:08:47.000]  約書亞是一個有靈 有聖靈的人
[00:08:47.000 --> 00:08:49.000]  意思是什麼呢
[00:08:49.000 --> 00:08:55.000]  就是神已經將他的靈放在約書亞的心裡
[00:08:55.000 --> 00:08:58.000]  我們知道在舊約的時代
[00:08:58.000 --> 00:09:01.000]  聖靈的臨在不是像新約那樣
[00:09:01.000 --> 00:09:03.000]  住在每個信徒的心裡
[00:09:03.000 --> 00:09:05.000]  在舊約的時代
[00:09:05.000 --> 00:09:07.000]  聖靈的同在是暫時性的
[00:09:07.000 --> 00:09:10.000]  是神特別賜給某一些人
[00:09:10.000 --> 00:09:15.000]  目的就是賦予他們能力去執行一些特定的任務
[00:09:15.000 --> 00:09:17.000]  就好像建造聖殿的工匠
[00:09:17.000 --> 00:09:20.000]  或者是時代的事司
[00:09:20.000 --> 00:09:21.000]  好像參宣那樣
[00:09:21.000 --> 00:09:23.000]  還有不同時代的先知
[00:09:23.000 --> 00:09:27.000]  聖靈都會感動他們去講寓意
[00:09:27.000 --> 00:09:29.000]  神回應摩西
[00:09:29.000 --> 00:09:32.000]  他不單止揀選了約書亞
[00:09:32.000 --> 00:09:36.000]  他也賜給了約書亞聖靈
[00:09:36.000 --> 00:09:40.000]  讓他有能力帶領以色列人進入迦南
[00:09:40.000 --> 00:09:43.000]  所以摩西的最後任務
[00:09:43.000 --> 00:09:46.000]  就是在祭司和百姓的面前
[00:09:46.000 --> 00:09:48.000]  為約書亞按手
[00:09:48.000 --> 00:09:52.000]  委任約書亞做自己的接班人
[00:09:52.000 --> 00:09:57.000]  於是在文數記第27章記載
[00:09:57.000 --> 00:09:59.000]  摩西照耶和華的吩咐
[00:09:59.000 --> 00:10:02.000]  將約書亞領來
[00:10:02.000 --> 00:10:06.000]  使他站在祭司和傳回眾的面前
[00:10:06.000 --> 00:10:09.000]  為他按手 委派他
[00:10:09.000 --> 00:10:14.000]  這件事也同樣記載在生命記31章
[00:10:14.000 --> 00:10:20.000]  之後神又在會幕裡再次召見摩西和約書亞
[00:10:20.000 --> 00:10:23.000]  神在運處中和他們相遇
[00:10:23.000 --> 00:10:25.000]  告訴他們以色列人進入迦南
[00:10:25.000 --> 00:10:27.000]  得了地之後
[00:10:27.000 --> 00:10:31.000]  他們不會因為這樣而不再埋怨神
[00:10:31.000 --> 00:10:35.000]  因為他們是一群冥頑不靈的人
[00:10:35.000 --> 00:10:40.000]  他們不會從此悔改忠心侍奉神
[00:10:40.000 --> 00:10:44.000]  相反的 他們還會慢慢跟從外邦人的神
[00:10:44.000 --> 00:10:48.000]  違背他們和耶和華立的約
[00:10:48.000 --> 00:10:55.000]  所以神又給了摩西和約書亞一首歌
[00:10:55.000 --> 00:10:59.000]  是用來激勵和警戒以色列人的一首歌
[00:10:59.000 --> 00:11:01.000]  神要摩西將這首歌寫下來
[00:11:01.000 --> 00:11:03.000]  放在約櫃旁邊
[00:11:03.000 --> 00:11:09.000]  讓以色列人可以常常讀著 記著
[00:11:09.000 --> 00:11:14.000]  這就是摩西為神做的最後一件事
[00:11:14.000 --> 00:11:19.000]  之後他為以色列人作了最後的祝福
[00:11:19.000 --> 00:11:24.000]  神再次帶他上摩亞地的尼泊爾山
[00:11:24.000 --> 00:11:27.000]  又是在那裡離世
[00:11:27.000 --> 00:11:29.000]  新明紀告訴我們
[00:11:29.000 --> 00:11:32.000]  耶和華將摩西埋葬在
[00:11:32.000 --> 00:11:36.000]  伯比爾對面的一個谷裡
[00:11:36.000 --> 00:11:38.000]  在途中藍色的
[00:11:38.000 --> 00:11:40.000]  看到嗎
[00:11:40.000 --> 00:11:43.000]  那個框框的地方
[00:11:43.000 --> 00:11:47.000]  這個地方正正是在耶利哥城
[00:11:47.000 --> 00:11:53.000]  即是以色列人進入迦南要攻的第一個城的對面
[00:11:53.000 --> 00:11:56.000]  來到約書亞記第一章
[00:11:56.000 --> 00:12:01.000]  以色列人在摩亞平原為摩西哀悼了三十天
[00:12:01.000 --> 00:12:05.000]  耶和華就開始和摩西的接班人約書亞說話
[00:12:05.000 --> 00:12:11.000]  我們一起去讀約書亞記一章一至十一節
[00:12:11.000 --> 00:12:13.000]  一二三
[00:12:13.000 --> 00:12:16.000]  耶和華的僕人摩西死了以後
[00:12:16.000 --> 00:12:21.000]  耶和華對摩西的助手亂的兒子約書亞說
[00:12:21.000 --> 00:12:24.000]  我的僕人摩西死了
[00:12:24.000 --> 00:12:29.000]  現在你要起來和眾百姓過這約旦河
[00:12:29.000 --> 00:12:33.000]  往我所要賜給以色列人的地去
[00:12:33.000 --> 00:12:36.000]  凡你們腳掌所踏之地
[00:12:36.000 --> 00:12:41.000]  我們照我所應許摩西的話賜給你們了
[00:12:41.000 --> 00:12:45.000]  從曠野和這黎巴嫩直到大河
[00:12:45.000 --> 00:12:47.000]  就是幽法拉底河
[00:12:47.000 --> 00:12:49.000]  嚇人的泉地
[00:12:49.000 --> 00:12:52.000]  又到大海日落的方向
[00:12:52.000 --> 00:12:55.000]  都要作你們的疆土
[00:12:55.000 --> 00:12:57.000]  你一生的日子
[00:12:57.000 --> 00:13:01.000]  必無人能在你面前站立得住
[00:13:01.000 --> 00:13:03.000]  我怎樣與摩西同在
[00:13:03.000 --> 00:13:06.000]  也照樣與你同在
[00:13:06.000 --> 00:13:08.000]  我必不撇下你
[00:13:08.000 --> 00:13:10.000]  也不丟棄你
[00:13:10.000 --> 00:13:12.000]  你當剛強壯大
[00:13:12.000 --> 00:13:17.000]  因為你必使這百姓承受那地遺孽
[00:13:17.000 --> 00:13:22.000]  就是我向他們列祖起誓要給他們的地
[00:13:22.000 --> 00:13:26.000]  自要剛強大大壯膽
[00:13:26.000 --> 00:13:31.000]  謹守遵行我僕人摩西所吩咐你的一切律法
[00:13:31.000 --> 00:13:33.000]  不可偏離左右
[00:13:33.000 --> 00:13:38.000]  使你無論往那裡去都可以順利
[00:13:38.000 --> 00:13:42.000]  這律法書不可離開你的口
[00:13:42.000 --> 00:13:44.000]  總要晝夜思想
[00:13:44.000 --> 00:13:46.000]  好使你謹守
[00:13:46.000 --> 00:13:49.000]  遵行這書上所寫的一切話
[00:13:49.000 --> 00:13:53.000]  如此你的道路就可以亨通
[00:13:53.000 --> 00:13:55.000]  凡事順利
[00:13:55.000 --> 00:13:57.000]  我豈沒有吩咐你嗎
[00:13:57.000 --> 00:14:00.000]  你當剛強壯膽
[00:14:00.000 --> 00:14:01.000]  不要懼怕
[00:14:01.000 --> 00:14:03.000]  也不要驚慌
[00:14:03.000 --> 00:14:06.000]  因為你無論往那裡去
[00:14:06.000 --> 00:14:10.000]  耶和華你的神必與你同在
[00:14:10.000 --> 00:14:14.000]  於是約書亞吩咐百姓的官長說
[00:14:14.000 --> 00:14:17.000]  你們要走遍營中
[00:14:17.000 --> 00:14:19.000]  吩咐百姓說
[00:14:19.000 --> 00:14:20.000]  當預備食物
[00:14:20.000 --> 00:14:27.000]  因為三日之內你們要過這約旦河進去耶和華
[00:14:32.000 --> 00:14:37.000]  這是第一次耶和華與約書亞單獨的會面
[00:14:37.000 --> 00:14:39.000]  單獨的與他講話
[00:14:39.000 --> 00:14:42.000]  在這裡神告訴約書亞
[00:14:42.000 --> 00:14:44.000]  是時候了
[00:14:44.000 --> 00:14:45.000]  要起身了
[00:14:45.000 --> 00:14:51.000]  要帶那些以色列人去征服迦南人和取那個地
[00:14:51.000 --> 00:14:54.000]  雖然摩西已經在祭司
[00:14:54.000 --> 00:14:57.000]  眾長老和百姓面前按手
[00:14:57.000 --> 00:15:01.000]  宣告過約書亞將會是他的繼承人
[00:15:01.000 --> 00:15:05.000]  會由他帶領以色列人進入迦南地
[00:15:05.000 --> 00:15:07.000]  但對於約書亞來說
[00:15:07.000 --> 00:15:10.000]  這個委任都算是來得突然
[00:15:10.000 --> 00:15:14.000]  再加上師父摩西剛剛離世
[00:15:14.000 --> 00:15:20.000]  他的心情和精神可能仍然處於一片混亂狀態
[00:15:20.000 --> 00:15:23.000]  不知道應該怎樣好
[00:15:24.000 --> 00:15:26.000]  耶和華明白約書亞的情況
[00:15:26.000 --> 00:15:29.000]  主動告訴他他要起來
[00:15:29.000 --> 00:15:34.000]  是時候完成師父摩西未完成的任務
[00:15:34.000 --> 00:15:41.000]  在剛剛我們一起讀的一至九節
[00:15:41.000 --> 00:15:44.000]  神給約書亞的吩咐裡
[00:15:44.000 --> 00:15:48.000]  除了告訴他他接下來要做的事
[00:15:48.000 --> 00:15:50.000]  我們大家有沒有留意到
[00:15:50.000 --> 00:15:55.000]  神又重覆命令約書亞的說話
[00:15:55.000 --> 00:15:58.000]  是什麼?
[00:15:58.000 --> 00:16:00.000]  沒錯
[00:16:00.000 --> 00:16:03.000]  就是在第六至第七節和九節
[00:16:03.000 --> 00:16:08.000]  命令約書亞要剛強壯膽
[00:16:08.000 --> 00:16:13.000]  我們一起看看剛強壯膽是什麼意思
[00:16:14.000 --> 00:16:22.000]  在原文剛強也可以被翻譯成堅定無懼
[00:16:22.000 --> 00:16:30.000]  而壯膽的意思就是堅固和牢靠
[00:16:30.000 --> 00:16:33.000]  即是緊緊靠著
[00:16:33.000 --> 00:16:38.000]  這兩個詞語可以說是在形容同一種態度
[00:16:38.000 --> 00:16:40.000]  就是不要動搖
[00:16:40.000 --> 00:16:45.000]  不要因為任何因素而轉態而卻步
[00:16:45.000 --> 00:16:52.000]  所以剛強壯膽可以算是兩種帶有重疊意思的詞語
[00:16:52.000 --> 00:16:55.000]  這樣用是為了加強語氣
[00:16:55.000 --> 00:17:06.000]  而在第九節的不要懼怕和不要驚惶
[00:17:06.000 --> 00:17:11.000]  懼怕的原文可以翻譯為被一些東西影響
[00:17:11.000 --> 00:17:15.000]  以致令人顫抖
[00:17:15.000 --> 00:17:18.000]  即是俗語所說的驚到顫抖
[00:17:18.000 --> 00:17:25.000]  或者是令我們因為那件事而產生敬畏的心
[00:17:25.000 --> 00:17:30.000]  又尊敬又驚
[00:17:30.000 --> 00:17:35.000]  而驚惶的原文也可以被翻譯成
[00:17:35.000 --> 00:17:40.000]  因為太驚而整個人都好像被粉碎了
[00:17:40.000 --> 00:17:43.000]  好像一個玻璃杯結在地上
[00:17:43.000 --> 00:17:46.000]  完全破碎不能再用
[00:17:46.000 --> 00:17:48.000]  連黏都黏不住
[00:17:48.000 --> 00:17:54.000]  在開始從師父那邊接過來新的任務
[00:17:54.000 --> 00:17:57.000]  神命令若舒雅耀剛強壯膽
[00:17:57.000 --> 00:18:00.000]  不可以驚不可以震
[00:18:01.000 --> 00:18:05.000]  估計我們當中也有些人像我一樣
[00:18:05.000 --> 00:18:09.000]  當我剛剛看到經文發現
[00:18:09.000 --> 00:18:13.000]  神在這裡叫若舒雅耀剛強壯膽
[00:18:13.000 --> 00:18:15.000]  原來是一個命令
[00:18:15.000 --> 00:18:18.000]  不是一個安慰的話的時候
[00:18:18.000 --> 00:18:21.000]  我感到很不可思議
[00:18:21.000 --> 00:18:24.000]  尤其是在我們這個時代
[00:18:24.000 --> 00:18:28.000]  人是需要有自主自決的權利
[00:18:28.000 --> 00:18:32.000]  以神的命令會不會太專橫
[00:18:32.000 --> 00:18:37.000]  或者是叫人連害怕都不害怕
[00:18:37.000 --> 00:18:40.000]  是不是太沒有道理呢
[00:18:40.000 --> 00:18:46.000]  我擔心我焦慮不是我想的
[00:18:46.000 --> 00:18:50.000]  只不過很多時候連自己都控制不了
[00:18:50.000 --> 00:18:52.000]  有沒有這樣試過
[00:18:52.000 --> 00:18:57.000]  但是我們信念了主一段時間的人都知道
[00:18:57.000 --> 00:19:00.000]  神是慈愛和滿有憐憫的
[00:19:00.000 --> 00:19:07.000]  他的性情和專橫和不近人情
[00:19:07.000 --> 00:19:10.000]  是絕對互相抵觸的
[00:19:10.000 --> 00:19:14.000]  難道神會因為僕人摩西死了
[00:19:14.000 --> 00:19:17.000]  而傷心過度性情大變嗎
[00:19:17.000 --> 00:19:22.000]  但我們知道神不像人
[00:19:22.000 --> 00:19:25.000]  他是絕對可靠信實不變的
[00:19:25.000 --> 00:19:28.000]  他不會像人一樣
[00:19:28.000 --> 00:19:31.000]  在有意無意或者沒辦法的時候
[00:19:31.000 --> 00:19:34.000]  搬龍門改變初衷
[00:19:34.000 --> 00:19:36.000]  如果是這樣的時候
[00:19:36.000 --> 00:19:40.000]  神命令約書亞要剛強壯膽
[00:19:40.000 --> 00:19:45.000]  不要懼怕不要驚惶的意義又是什麼呢
[00:19:45.000 --> 00:19:48.000]  神究竟要透過這個命令
[00:19:48.000 --> 00:19:52.000]  怎樣讓約書亞體會到他的愛
[00:19:52.000 --> 00:19:56.000]  他的憐憫和他絕對可靠呢
[00:19:56.000 --> 00:20:01.000]  首先如果從字義去理解
[00:20:01.000 --> 00:20:06.000]  透過剛才所說的用原文去理解
[00:20:06.000 --> 00:20:09.000]  這些命令所用的字眼的時候
[00:20:09.000 --> 00:20:14.000]  我們可以知道神命令約書亞要剛強壯膽
[00:20:14.000 --> 00:20:19.000]  叫他不要懼怕驚惶的最終原因
[00:20:19.000 --> 00:20:26.000]  是為了不要他們因為怕而敬畏了假神
[00:20:26.000 --> 00:20:30.000]  將偶像當作真神
[00:20:30.000 --> 00:20:35.000]  不要因為怕而作出令自己一敗塗地
[00:20:35.000 --> 00:20:39.000]  被粉碎沒辦法翻身的決定
[00:20:39.000 --> 00:20:41.000]  弟兄姊妹
[00:20:41.000 --> 00:20:46.000]  倘若我們從原文去理解神命令的時候
[00:20:46.000 --> 00:20:49.000]  難道這個豐富不是正正表達了
[00:20:49.000 --> 00:20:54.000]  神對我們的關愛和著緊嗎
[00:20:54.000 --> 00:20:59.000]  如果要繼續用這個向度
[00:20:59.000 --> 00:21:02.000]  即使用聖經原文的字義
[00:21:02.000 --> 00:21:05.000]  去了解神對約書亞的命令
[00:21:05.000 --> 00:21:09.000]  我們接著需要解答的就是
[00:21:09.000 --> 00:21:16.000]  神究竟要約書亞對什麼抱著堅定和堅固的看法
[00:21:16.000 --> 00:21:21.000]  和神要約書亞牢靠著什麼
[00:21:21.000 --> 00:21:27.000]  首先讓我們確定一些有關神命令的特質
[00:21:27.000 --> 00:21:32.000]  從聖經裡唯一一個被稱為合神心意的人
[00:21:32.000 --> 00:21:34.000]  大家知不知道是誰
[00:21:34.000 --> 00:21:36.000]  我聽到聲音了
[00:21:36.000 --> 00:21:37.000]  說大聲一點
[00:21:37.000 --> 00:21:39.000]  大衛沒錯
[00:21:39.000 --> 00:21:45.000]  大衛在詩篇第十九篇裡曾經說過
[00:21:45.000 --> 00:21:49.000]  耶和華的命令是清潔的
[00:21:49.000 --> 00:21:51.000]  使人眼目明亮
[00:21:51.000 --> 00:21:55.000]  清潔是代表簡單潔淨
[00:21:55.000 --> 00:22:00.000]  沒有參雜一些不道德不正義的要求
[00:22:00.000 --> 00:22:03.000]  不會無伶兩可乾乾淨淨
[00:22:03.000 --> 00:22:05.000]  說一就一而走二
[00:22:05.000 --> 00:22:09.000]  能夠明亮人的眼目
[00:22:09.000 --> 00:22:11.000]  是指神的命令的目的
[00:22:11.000 --> 00:22:14.000]  是要叫人看得清楚
[00:22:14.000 --> 00:22:17.000]  明白當行之路
[00:22:17.000 --> 00:22:23.000]  所以從這些描述
[00:22:23.000 --> 00:22:26.000]  我們知道神的命令不是要難為我們
[00:22:26.000 --> 00:22:29.000]  是要告訴我們我們應該怎樣走
[00:22:29.000 --> 00:22:32.000]  既然是這樣的時候
[00:22:32.000 --> 00:22:35.000]  耶和華給約書亞的命令
[00:22:35.000 --> 00:22:38.000]  必定是正直清晰
[00:22:38.000 --> 00:22:41.000]  讓他知道應該怎樣走
[00:22:41.000 --> 00:22:45.000]  所以神要約書亞在什麼事上剛強壯膽
[00:22:45.000 --> 00:22:49.000]  要持久抱著堅定堅固的看法
[00:22:49.000 --> 00:22:52.000]  就是在第一節
[00:22:52.000 --> 00:22:55.000]  第二節第三和第四節
[00:22:55.000 --> 00:22:57.000]  神告訴約書亞
[00:22:57.000 --> 00:23:01.000]  你要起來和眾百姓過這個約旦河
[00:23:01.000 --> 00:23:05.000]  和我所賜給以色列人的地去
[00:23:05.000 --> 00:23:09.000]  和凡你們腳掌所踏的地方
[00:23:09.000 --> 00:23:13.000]  我都照我所應許摩西的話賜給你們
[00:23:13.000 --> 00:23:15.000]  跟著描述
[00:23:15.000 --> 00:23:18.000]  從礦野到很多不同的地方
[00:23:18.000 --> 00:23:21.000]  都是他們的疆土
[00:23:21.000 --> 00:23:25.000]  這些是神要透過約書亞的行動和回應
[00:23:25.000 --> 00:23:30.000]  來成就他要給以色列人的承諾和應許
[00:23:30.000 --> 00:23:34.000]  除了這些給以色列人的應許
[00:23:34.000 --> 00:23:37.000]  還有在第五和第六節
[00:23:37.000 --> 00:23:40.000]  說到你一生的日子
[00:23:40.000 --> 00:23:43.000]  必定沒有人能夠在你的面前站立得穩
[00:23:43.000 --> 00:23:45.000]  還有我和你同在
[00:23:45.000 --> 00:23:48.000]  我必不撇下你也不丟棄你
[00:23:48.000 --> 00:23:52.000]  你必使這百姓承受那地為業
[00:23:52.000 --> 00:23:54.000]  就是我向他們列祖
[00:23:54.000 --> 00:23:56.000]  起誓要給他們的地
[00:23:56.000 --> 00:24:04.000]  這三個都是神給約書亞個人的承諾和應許
[00:24:04.000 --> 00:24:08.000]  所以約書亞大可以剛強壯膽
[00:24:08.000 --> 00:24:11.000]  堅定無懼地照著做
[00:24:11.000 --> 00:24:16.000]  因為永恆的主耶和華已經向他保證了
[00:24:16.000 --> 00:24:19.000]  我們可以剛強壯膽
[00:24:19.000 --> 00:24:20.000]  不是靠自己
[00:24:20.000 --> 00:24:24.000]  而是因為神已經向我們作出保證
[00:24:24.000 --> 00:24:27.000]  我們是可以跟著祂走的
[00:24:27.000 --> 00:24:33.000]  其實早在《生命記》第31章7-8節的時候
