
[00:00:00.000 --> 00:00:03.760]  大家看到我的題目,不知道你們有甚麼想法
[00:01:52.480 --> 00:01:56.160]  你猜猜,你問我
[00:01:56.160 --> 00:02:03.920]  我認為哪一間的學生是更加難教呢?
[00:02:03.920 --> 00:02:05.520]  你已經跟我說了
[00:02:05.520 --> 00:02:08.200]  我以為純粹是我的個人感受
[00:02:08.200 --> 00:02:10.080]  是我的個人感受
[00:02:10.080 --> 00:02:11.880]  即使你不同意
[00:02:11.880 --> 00:02:14.560]  你可以不同意
[00:02:14.560 --> 00:02:17.640]  普通小學是比較難教的
[00:02:17.640 --> 00:02:20.840]  當然我是指當時我教的那間
[00:02:20.840 --> 00:02:22.160]  有人問我為什麼
[00:02:22.160 --> 00:02:25.920]  接著我說的話曾經被我的中學同學
[00:02:25.920 --> 00:02:30.720]  舊同學,認識我很久的
[00:02:30.720 --> 00:02:32.280]  被他們罵我
[00:02:32.280 --> 00:02:34.800]  說我這麼沒有愛心
[00:02:34.800 --> 00:02:37.440]  你這樣看待你的學生
[00:02:37.440 --> 00:02:40.080]  我的說話就是
[00:02:40.080 --> 00:02:49.080]  難不難教很在乎學生是否死了
[00:02:49.080 --> 00:02:52.080]  在教育村裏面
[00:02:52.080 --> 00:02:54.320]  有些學生跟我說
[00:02:54.320 --> 00:02:56.800]  他們是死過的
[00:02:56.800 --> 00:02:58.880]  不是我自己說的
[00:02:58.880 --> 00:03:04.360]  他們之前看自己是完全沒有價值的一堆糞土
[00:03:04.360 --> 00:03:09.880]  所以當他們看到機構宣言時
[00:03:09.880 --> 00:03:12.520]  哥林多後書五章十七節
[00:03:12.520 --> 00:03:15.040]  若有人在基督裡他就是新造的人
[00:03:15.040 --> 00:03:17.960]  舊事已過都變成新的了
[00:03:17.960 --> 00:03:20.920]  我不知道你今天看這句經文有什麼感受
[00:03:20.920 --> 00:03:22.920]  一句好像很普通的經文
[00:03:22.920 --> 00:03:25.040]  但是他們親口跟我說的
[00:03:25.040 --> 00:03:31.040]  這句說話令他們感到很震撼
[00:03:31.040 --> 00:03:33.280]  他們覺得很不配
[00:03:33.280 --> 00:03:36.120]  因為原本他們以為已經是絕望了
[00:03:36.120 --> 00:03:40.160]  但現在可以對將來存有盼望
[00:03:40.160 --> 00:03:43.080]  本來已經是死了
[00:03:43.080 --> 00:03:47.200]  現在難得再有活一次的機會
[00:03:47.200 --> 00:03:49.200]  是新造的人
[00:03:49.200 --> 00:03:55.760]  所以相對那些沒有太多人生經歷的普通學校的學生
[00:03:55.760 --> 00:04:00.880]  村裏面的學生是比較珍惜上課的
[00:04:00.880 --> 00:04:06.000]  可以重新再來一次機會
[00:04:06.000 --> 00:04:07.280]  當然了
[00:04:07.280 --> 00:04:09.960]  想和做是不同的
[00:04:09.960 --> 00:04:13.560]  他們面對的困難是外人難以想像的
[00:04:13.560 --> 00:04:15.880]  他們要付出的努力
[00:04:15.880 --> 00:04:21.560]  比一般人多出很多倍
[00:04:21.560 --> 00:04:24.840]  在當中亦有不少人失敗
[00:04:24.840 --> 00:04:27.240]  因為我曾經聽過
[00:04:27.240 --> 00:04:28.680]  那個誘惑很大
[00:04:28.680 --> 00:04:29.960]  怎麼大呢?
[00:04:29.960 --> 00:04:35.720]  就是一個成功戒了很久的過來人
[00:04:35.720 --> 00:04:38.280]  他說每次他見到一包粉
[00:04:38.280 --> 00:04:43.440]  一粒藥丸他都會吞一吞口水
[00:04:43.440 --> 00:04:51.320]  回味當年曾經沉迷在毒品裏的那種最終之樂
[00:04:51.320 --> 00:04:54.080]  但即使是極之困難
[00:04:54.080 --> 00:04:57.560]  這句經文在基督裏
[00:04:57.560 --> 00:04:59.560]  他們是新造的人
[00:04:59.560 --> 00:05:01.720]  仍然叫他們存有盼望
[00:05:01.720 --> 00:05:04.640]  不致絕望
[00:05:04.640 --> 00:05:06.360]  死過未?
[00:05:06.360 --> 00:05:11.040]  又或者是對自己的舊我死透了沒有?
[00:05:11.040 --> 00:05:14.120]  在信仰基督上面
[00:05:14.120 --> 00:05:20.080]  有時我們真的要時刻記一記這個功課
[00:05:20.080 --> 00:05:23.440]  問一問我們自己死透了沒有?
[00:05:23.440 --> 00:05:26.080]  保羅在這一點對我們有什麼提醒呢?
[00:05:26.080 --> 00:05:28.800]  現在不如我們一起讀一次
[00:05:28.800 --> 00:05:30.680]  《尼弗所書2章》一至三節
[00:05:30.680 --> 00:05:32.360]  一二三起
[00:05:32.880 --> 00:05:37.880]  (法文)
[00:05:37.880 --> 00:05:42.880]  (法文)
[00:05:42.880 --> 00:05:47.880]  (法文)
[00:05:47.880 --> 00:05:52.880]  (法文)
[00:05:52.880 --> 00:05:57.880]  (法文)
[00:05:57.880 --> 00:06:02.880]  (法文)
[00:06:02.880 --> 00:06:07.880]  (法文)
[00:06:07.880 --> 00:06:10.640]  在這裏保羅一開始就說
[00:06:10.640 --> 00:06:13.080]  從前你們是死了
[00:06:13.080 --> 00:06:15.080]  即是死了
[00:06:15.080 --> 00:06:16.240]  又是死
[00:06:16.240 --> 00:06:18.480]  劉全棟你今天經常死死聲
[00:06:18.480 --> 00:06:19.480]  不靠一下嗎?
[00:06:19.480 --> 00:06:21.120]  先不要太激動
[00:06:21.120 --> 00:06:22.400]  當你看聖經時
[00:06:22.400 --> 00:06:24.880]  其實《尼弗所書2章》一至十節
[00:06:24.880 --> 00:06:27.920]  很多時會加入一個解釋性的標題
[00:06:27.920 --> 00:06:30.160]  叫做「出死入生」
[00:06:30.160 --> 00:06:33.080]  最終我們是會入生的
[00:06:33.080 --> 00:06:36.480]  不過入生之前都要看看之前的光景
[00:06:36.480 --> 00:06:38.480]  保羅說得很直接
[00:06:38.480 --> 00:06:40.480]  亦都說得很難聽
[00:06:40.480 --> 00:06:44.480]  但他亦都指出了我們信耶穌之前的實況
[00:06:44.480 --> 00:06:47.480]  就是我們已經死了
[00:06:47.480 --> 00:06:51.480]  聖經記載死有三種
[00:06:51.480 --> 00:06:55.480]  第一種當然就是我們人沒有呼吸
[00:06:55.480 --> 00:06:58.480]  心臟停止跳動
[00:06:58.480 --> 00:07:00.480]  身體功能停止了
[00:07:00.480 --> 00:07:01.480]  我們就死了
[00:07:01.480 --> 00:07:02.480]  肉體上
[00:07:02.480 --> 00:07:03.480]  第二種就是
[00:07:03.480 --> 00:07:11.480]  我們的生命和生命本體的上帝有隔絕
[00:07:11.480 --> 00:07:15.480]  第三種就是將來在審判日子
[00:07:15.480 --> 00:07:21.480]  罪人的靈魂會被雕在火壺裏面的第二次死亡
[00:07:21.480 --> 00:07:24.480]  保羅所說的明顯是說第二種
[00:07:24.480 --> 00:07:27.480]  是指人和上帝的生命隔絕的時候
[00:07:27.480 --> 00:07:29.480]  那種心靈的死亡
[00:07:29.480 --> 00:07:31.480]  肉體雖然是活著
[00:07:31.480 --> 00:07:34.480]  但是一種沒有靈的生命
[00:07:34.480 --> 00:07:36.480]  我們和上帝隔絕
[00:07:36.480 --> 00:07:42.480]  經文說我們被三種東西捆綁住
[00:07:42.480 --> 00:07:46.480]  就是外面的世界和外面的環境
[00:07:46.480 --> 00:07:49.480]  裏面的是我們的內心
[00:07:49.480 --> 00:07:50.480]  我們的肉體
[00:07:50.480 --> 00:07:52.480]  我們的人性
[00:07:52.480 --> 00:07:56.480]  第三種就是超自然的力量
[00:07:56.480 --> 00:07:59.480]  就是魔鬼空中的掌權者
[00:08:00.480 --> 00:08:02.480]  超自然力量
[00:08:02.480 --> 00:08:05.480]  好像說得有點奇幻
[00:08:05.480 --> 00:08:10.480]  不過用一個小小的例子給你思考一下
[00:08:10.480 --> 00:08:17.480]  這是一個某位傳道朋友的青春歲月的回憶
[00:08:17.480 --> 00:08:20.480]  我沒有說是誰
[00:08:20.480 --> 00:08:23.480]  你也不可以想是誰
[00:08:23.480 --> 00:08:28.480]  當然是會有些模糊性的修改
[00:08:28.480 --> 00:08:31.480]  以保護別人的私隱
[00:08:31.480 --> 00:08:33.480]  初中的時候
[00:08:33.480 --> 00:08:36.480]  班裏面有幾個好朋友說
[00:08:36.480 --> 00:08:41.480]  某天要去沙田踩單車去大埔
[00:08:41.480 --> 00:08:44.480]  然後這位朋友
[00:08:44.480 --> 00:08:46.480]  他就很衝動地說
[00:08:46.480 --> 00:08:48.480]  一起他也要去
[00:08:48.480 --> 00:08:52.480]  但問題是這不是學校的活動
[00:08:52.480 --> 00:08:54.480]  怎麼跟媽媽說呢?
[00:08:54.480 --> 00:08:56.480]  還有我不知道你們知不知道
[00:08:56.480 --> 00:09:02.480]  當年由沙田踩到大埔的單車竟然是不完善的
[00:09:02.480 --> 00:09:04.480]  很多時候有些是沒有的
[00:09:04.480 --> 00:09:07.480]  單車要跟汽車共用一條路
[00:09:07.480 --> 00:09:09.480]  其實是非常危險的
[00:09:09.480 --> 00:09:11.480]  我不知道你有沒有經驗
[00:09:11.480 --> 00:09:14.480]  我曾經試過有一次的經驗就是
[00:09:14.480 --> 00:09:15.480]  我踩了單車
[00:09:15.480 --> 00:09:18.480]  然後在後面被車撞我
[00:09:18.480 --> 00:09:23.480]  然後有個外籍人士伸頭出來罵我
[00:09:23.480 --> 00:09:24.480]  罵我什麼?
[00:09:24.480 --> 00:09:26.480]  You will be killed
[00:09:26.480 --> 00:09:32.480]  我也明白是危險的
[00:09:32.480 --> 00:09:34.480]  所以就甘心接受
[00:09:34.480 --> 00:09:36.480]  但這樣的話
[00:09:36.480 --> 00:09:38.480]  I am not be killed yet
[00:09:38.480 --> 00:09:41.480]  但危險又如何呢?
[00:09:41.480 --> 00:09:43.480]  外面的世界說
[00:09:43.480 --> 00:09:45.480]  男子漢大丈夫
[00:09:45.480 --> 00:09:47.480]  答應了不可以反悔
[00:09:47.480 --> 00:09:50.480]  當然用盡一切方法都要去到
[00:09:50.480 --> 00:09:52.480]  還有
[00:09:52.480 --> 00:09:56.480]  男人大丈夫怎麼可以經常被家裏綑綁住
[00:09:56.480 --> 00:09:58.480]  這個世界是這樣說的
[00:09:58.480 --> 00:10:00.480]  教我們的
[00:10:00.480 --> 00:10:01.480]  還有
[00:10:01.480 --> 00:10:05.480]  內心有一些很大的渴求
[00:10:05.480 --> 00:10:07.480]  知道是不合規矩的
[00:10:07.480 --> 00:10:09.480]  即使家裏要反對
[00:10:09.480 --> 00:10:10.480]  但長大了
[00:10:10.480 --> 00:10:12.480]  我有我的自由
[00:10:12.480 --> 00:10:13.480]  我有我的世界
[00:10:13.480 --> 00:10:17.480]  我的渴求是大過一切的
[00:10:17.480 --> 00:10:18.480]  於是
[00:10:18.480 --> 00:10:19.480]  不知道為什麼
[00:10:19.480 --> 00:10:21.480]  忽然就好像
[00:10:21.480 --> 00:10:23.480]  不知道從哪裡來的
[00:10:23.480 --> 00:10:26.480]  聲音或思想或是意念
[00:10:26.480 --> 00:10:27.480]  慫恿我
[00:10:27.480 --> 00:10:29.480]  不是,慫恿他
[00:10:29.480 --> 00:10:31.480]  慫恿他
[00:10:31.480 --> 00:10:33.480]  你上次在
[00:10:33.480 --> 00:10:36.480]  在學校的活動日
[00:10:36.480 --> 00:10:40.480]  你不是靜悄悄拿了一張空白的
[00:10:40.480 --> 00:10:42.480]  學校的通告紙嗎?
[00:10:42.480 --> 00:10:44.480]  真是天助理
[00:10:44.480 --> 00:10:48.480]  可以用來騙你媽媽說是學校的旅行
[00:10:48.480 --> 00:10:51.480]  那不就萬無一失了
[00:10:51.480 --> 00:10:53.480]  人一世貌一世,玩了再說
[00:10:53.480 --> 00:10:54.480]  不要猶豫了
[00:10:54.480 --> 00:10:57.480]  終於事就這樣成了
[00:10:57.480 --> 00:10:59.480]  但是
[00:10:59.480 --> 00:11:00.480]  哪有那麼順暢
[00:11:00.480 --> 00:11:02.480]  好戲在後頭,稍後再說
[00:11:02.480 --> 00:11:04.480]  說回
[00:11:04.480 --> 00:11:07.480]  不知道從哪裡來的聲音
[00:11:07.480 --> 00:11:09.480]  你自己騙自己吧
[00:11:09.480 --> 00:11:11.480]  還是你自己有思覺失調
[00:11:11.480 --> 00:11:14.480]  當然不是思覺失調
[00:11:14.480 --> 00:11:18.480]  但是用一個假的通告去騙家人
[00:11:18.480 --> 00:11:21.480]  這個想法,這個做法
[00:11:21.480 --> 00:11:25.480]  好像真的受著某一些暗黑的意念
[00:11:25.480 --> 00:11:29.480]  催促而生出來的一種想法
[00:11:29.480 --> 00:11:35.480]  人犯罪很多時候確實是被
[00:11:35.480 --> 00:11:37.480]  外面的世界
[00:11:37.480 --> 00:11:40.480]  裡面的肉體
[00:11:40.480 --> 00:11:43.480]  和超自然的空中掌權者
[00:11:43.480 --> 00:11:46.480]  一起合力叫人跌倒
[00:11:46.480 --> 00:11:48.480]  葛書豪有一個很真實的
[00:11:48.480 --> 00:11:50.480]  很生動的描述
[00:11:50.480 --> 00:11:52.480]  就是我們
[00:11:52.480 --> 00:11:55.480]  「屍肉懷了胎生出罪來
[00:11:55.480 --> 00:11:59.480]  罪既長成就生出死來」
[00:11:59.480 --> 00:12:01.480]  其實真是的
[00:12:01.480 --> 00:12:03.480]  除了你所看到的人
[00:12:03.480 --> 00:12:05.480]  和外面的世界之外
[00:12:05.480 --> 00:12:07.480]  聖經是明確指出
[00:12:07.480 --> 00:12:10.480]  空中的掌權者確實是存在的
[00:12:10.480 --> 00:12:12.480]  不要忽視每一種影響
[00:12:12.480 --> 00:12:16.480]  以至屍肉既懷了胎就生出罪來
[00:12:16.480 --> 00:12:19.480]  說回這位傳道朋友
[00:12:19.480 --> 00:12:22.480]  上帝明顯沒有保守的
[00:12:22.480 --> 00:12:26.480]  炒車、單車、炒單車
[00:12:26.480 --> 00:12:29.480]  還要其中一輛Total Loss要賠錢
[00:12:29.480 --> 00:12:32.480]  你可以想像當時的戰況多慘烈
[00:12:33.480 --> 00:12:37.480]  但感恩除了三副眼鏡破損之外
[00:12:37.480 --> 00:12:39.480]  身體沒有一塊肉之外
[00:12:39.480 --> 00:12:41.480]  總算沒有大礙
[00:12:41.480 --> 00:12:44.480]  但這樣的身世回到家裡
[00:12:44.480 --> 00:12:46.480]  不穿布才怪
[00:12:46.480 --> 00:12:50.480]  後果當然是非常之嚴重
[00:12:50.480 --> 00:12:54.480]  想想未信主之前
[00:12:54.480 --> 00:12:59.480]  我們都是一群野老地上父母
[00:12:59.480 --> 00:13:02.480]  更加是野老天上父親的人
[00:13:03.480 --> 00:13:08.480]  二章二至三節裡說
[00:13:08.480 --> 00:13:12.480]  「勃逆的人和該受刑罰的人」
[00:13:12.480 --> 00:13:16.480]  在舊和合本裡譯作「勃逆之子」
[00:13:16.480 --> 00:13:18.480]  和「可怒之子」
[00:13:18.480 --> 00:13:23.480]  「子」字直譯為「兒女」
[00:13:23.480 --> 00:13:29.480]  「兒女」的意思除了父子血緣的關係之外
[00:13:29.480 --> 00:13:35.480]  還可以形容為像黑社會跟大佬一樣
[00:13:35.480 --> 00:13:39.480]  你跟誰就是誰的子
[00:13:39.480 --> 00:13:46.480]  而「勃逆的人和該受刑罰的人」
[00:13:46.480 --> 00:13:49.480]  這兩個字同樣是希伯來人用來表達的
[00:13:49.480 --> 00:13:51.480]  一種方式是表達什麼呢
[00:13:51.480 --> 00:13:58.480]  是指引動神怒氣的人
[00:13:59.480 --> 00:14:02.480]  所以雖然曾經我看過一些爭議
[00:14:02.480 --> 00:14:05.480]  說「勃逆之子」是說魔鬼
[00:14:05.480 --> 00:14:06.480]  不是說人類
[00:14:06.480 --> 00:14:08.480]  但不理你是人還是魔
[00:14:08.480 --> 00:14:10.480]  我們都是一樣的課式
[00:14:10.480 --> 00:14:14.480]  都是引動神怒氣的混帳東西
[00:14:14.480 --> 00:14:16.480]  當然保羅所說的
[00:14:16.480 --> 00:14:18.480]  這是過去的事
[00:14:18.480 --> 00:14:19.480]  現在又如何呢
[00:14:19.480 --> 00:14:21.480]  請大家一起讀
[00:14:21.480 --> 00:14:26.480]  《耳福所書》二章四至七節
[00:14:26.480 --> 00:14:29.480]  (二章四至七節)
[00:14:29.480 --> 00:14:32.480]  (二章四至七節)
[00:14:32.480 --> 00:14:35.480]  (二章四至七節)
[00:14:35.480 --> 00:14:38.480]  (二章四至七節)
[00:14:38.480 --> 00:14:41.480]  (二章四至七節)
[00:14:41.480 --> 00:14:44.480]  (二章四至七節)
[00:14:44.480 --> 00:14:47.480]  (二章四至七節)
[00:14:47.480 --> 00:14:50.480]  (二章四至七節)
[00:14:50.480 --> 00:14:53.480]  (二章四至七節)
[00:14:53.480 --> 00:14:56.480]  (二章四至七節)
[00:14:56.480 --> 00:14:59.480]  (二章四至七節)
[00:14:59.480 --> 00:15:01.480]  在這裡我們看到
[00:15:01.480 --> 00:15:02.480]  過去的過去了
[00:15:02.480 --> 00:15:05.480]  現在神有恩典
[00:15:05.480 --> 00:15:07.480]  但對於我們這群混帳的人
[00:15:07.480 --> 00:15:10.480]  上帝為何要這樣做呢
[00:15:10.480 --> 00:15:13.480]  保羅用了三個獨特和有意義的詞彙
[00:15:13.480 --> 00:15:15.480]  去形容我們的上帝
[00:15:15.480 --> 00:15:16.480]  我們可以清楚看到
[00:15:16.480 --> 00:15:18.480]  上帝這樣做的原因
[00:15:18.480 --> 00:15:19.480]  就是因為祂有憐憫
[00:15:19.480 --> 00:15:23.480]  有大愛和有恩典
[00:15:23.480 --> 00:15:27.480]  亦都是說因為愛我們的緣故
[00:15:27.480 --> 00:15:30.480]  上帝向我們施憐憫
[00:15:30.480 --> 00:15:33.480]  在我們仍然死在罪惡過犯當中的時候
[00:15:33.480 --> 00:15:36.480]  祂主動賜下恩典
[00:15:36.480 --> 00:15:38.480]  讓基督的救贖臨到我們
[00:15:38.480 --> 00:15:42.480]  讓我們這群人的靈
[00:15:42.480 --> 00:15:45.480]  因為信耶穌基督而可以活過來
[00:15:45.480 --> 00:15:50.480]  成為有靈性的新造的人
[00:15:50.480 --> 00:15:52.480]  我們這群新造的人
[00:15:52.480 --> 00:15:54.480]  出死入生的新造的人
[00:15:54.480 --> 00:15:59.480]  又得著甚麼其他好處呢
[00:15:59.480 --> 00:16:02.480]  保羅指出上帝的憐憫、大愛、恩典
[00:16:02.480 --> 00:16:06.480]  是令到耶穌基督的信徒
[00:16:06.480 --> 00:16:11.480]  可以得以和基督融合、聯合
[00:16:11.480 --> 00:16:14.480]  五至六節那裡出現了三個一同
[00:16:14.480 --> 00:16:18.480]  來表達基督信徒和基督聯合的概念
[00:16:18.480 --> 00:16:19.480]  一同活過來
[00:16:19.480 --> 00:16:21.480]  一同復活
[00:16:21.480 --> 00:16:24.480]  一同坐在天上
[00:16:24.480 --> 00:16:25.480]  真是很好
[00:16:25.480 --> 00:16:28.480]  信耶穌不單止和基督一同活過來
[00:16:28.480 --> 00:16:29.480]  一同復活
[00:16:29.480 --> 00:16:34.480]  更加一同坐在天上
[00:16:34.480 --> 00:16:38.480]  其實四至七節和一至三節的過去
[00:16:38.480 --> 00:16:41.480]  四至七節是現在的你的情況
[00:16:41.480 --> 00:16:43.480]  和一至三節的過去
[00:16:43.480 --> 00:16:46.480]  很明顯有一個明顯的對比
[00:16:46.480 --> 00:16:49.480]  過去我們已經死了
[00:16:49.480 --> 00:16:51.480]  我們是野神怒氣的人
[00:16:51.480 --> 00:16:53.480]  是活逆的人
[00:16:53.480 --> 00:16:55.480]  是該受懲罰的人
[00:16:55.480 --> 00:16:58.480]  現在我們和基督一同活過來
[00:16:58.480 --> 00:17:00.480]  一同復活
[00:17:00.480 --> 00:17:04.480]  一同坐在天上
[00:17:04.480 --> 00:17:10.480]  今天縱然我們仍然活在這個烏煙瘴氣的世界裡
[00:17:10.480 --> 00:17:13.480]  但仍然我們大家要搞清楚一樣
[00:17:13.480 --> 00:17:16.480]  我們已經擁有天國子民的身份證
[00:17:16.480 --> 00:17:23.480]  已經和基督一同坐在天上
[00:17:23.480 --> 00:17:25.480]  回望過去
[00:17:25.480 --> 00:17:27.480]  再看看現在的你
[00:17:27.480 --> 00:17:30.480]  不知道你還有沒有這樣的感覺
[00:17:30.480 --> 00:17:34.480]  有沒有為自己這樣的東西仍然得到救贖
[00:17:34.480 --> 00:17:37.480]  而感到慶幸呢?
[00:17:37.480 --> 00:17:41.480]  尤其是信主一段時日的你和我
[00:17:41.480 --> 00:17:43.480]  不知道我們會不會仍然有那種
[00:17:43.480 --> 00:17:49.480]  身為天國子民的那種幸福感和喜悅感呢?
[00:17:49.480 --> 00:17:51.480]  還是已經慢慢沒有感覺了?
[00:17:51.480 --> 00:17:55.480]  一切都是看似平常的理所當然
[00:17:55.480 --> 00:17:58.480]  在這個時候可能我們就要
[00:17:58.480 --> 00:18:02.480]  可以學一下我以前在教育村的學生一樣
[00:18:02.480 --> 00:18:06.480]  為自己已經是新做的人而感激
[00:18:06.480 --> 00:18:12.480]  而繼續存有那種不配的驚喜
[00:18:12.480 --> 00:18:17.480]  不配的感恩
[00:18:17.480 --> 00:18:20.480]  今天我們這班不配的但得救的人
[00:18:20.480 --> 00:18:23.480]  我們應該怎樣向上帝表達
[00:18:23.480 --> 00:18:25.480]  我們這份感恩之情呢?
[00:18:25.480 --> 00:18:28.480]  保羅在第七節是說出
[00:18:28.480 --> 00:18:31.480]  信徒應該要怎麼做的
[00:18:31.480 --> 00:18:33.480]  第七節他說
[00:18:33.480 --> 00:18:36.480]  要把他極豐富的恩典
[00:18:36.480 --> 00:18:41.480]  顯明向後來的世代
[00:18:41.480 --> 00:18:43.480]  這裡保羅提醒
[00:18:43.480 --> 00:18:45.480]  基督信徒應該在世上
[00:18:45.480 --> 00:18:48.480]  成為上帝豐富恩典的見證人
[00:18:48.480 --> 00:18:52.480]  正如羅馬書六章四節所說
[00:18:52.480 --> 00:18:57.480]  我們已經是藉著洗禮歸入死
[00:18:57.480 --> 00:18:59.480]  和祂一起埋葬
[00:18:59.480 --> 00:19:01.480]  現在一起復活
[00:19:01.480 --> 00:19:09.480]  要我們在行事為人上有新生的樣子
[00:19:09.480 --> 00:19:13.480]  上帝藉著我們這班原本已經死在罪裡面的人
[00:19:13.480 --> 00:19:16.480]  現在因為祂的恩典
[00:19:16.480 --> 00:19:20.480]  藉著信我們可以活出一個不一樣的新人的樣式
[00:19:20.480 --> 00:19:27.480]  更加可以讓世人看到我們和基督聯合的一個新生命
[00:19:27.480 --> 00:19:32.480]  今天我們究竟應該怎樣活出一個新生命、新樣式呢?
[00:19:32.480 --> 00:19:37.480]  我們大家一起讀八至十節
[00:19:37.480 --> 00:20:02.480]  (廣東話)
[00:20:02.480 --> 00:20:05.480]  八至九節我想大家都背熟了
[00:20:05.480 --> 00:20:08.480]  聽過不少次,聽起來好像很重要
[00:20:08.480 --> 00:20:13.480]  但問題是你有沒有覺得有些不銜接呢?
[00:20:13.480 --> 00:20:19.480]  有沒有覺得保羅的思想很跳躍?
[00:20:19.480 --> 00:20:24.480]  八至九節銜接不到
[00:20:24.480 --> 00:20:26.480]  和第七節銜接不到
[00:20:26.480 --> 00:20:32.480]  忽然又說「德教是在乎恩」
[00:20:32.480 --> 00:20:34.480]  其實這個情況都出現過
[00:20:34.480 --> 00:20:38.480]  第五節,剛才我沒有說過,留待現在
[00:20:38.480 --> 00:20:41.480]  第五節也是失驚無神地插入一句
[00:20:41.480 --> 00:20:44.480]  看起來好像是無厘頭的
[00:20:44.480 --> 00:20:47.480]  「德教是本乎恩」
[00:20:47.480 --> 00:20:52.480]  這種跳躍其實保羅已經在第一章出現過
[00:20:52.480 --> 00:20:56.480]  保羅在一至十四節說完一大輪之後
[00:20:56.480 --> 00:20:58.480]  然後由十五節開始
[00:20:58.480 --> 00:21:02.480]  就來一個很長一長的祈禱
[00:21:02.480 --> 00:21:04.480]  把他的思路好像斬斷了一樣
[00:21:04.480 --> 00:21:07.480]  如果你生去這個祈禱
[00:21:07.480 --> 00:21:14.480]  由一章十四節很暢順地銜接到二章一節
[00:21:14.480 --> 00:21:17.480]  其實這種跳躍是可以理解的
[00:21:17.480 --> 00:21:21.480]  因為已不所書是甚麼書信?
[00:21:21.480 --> 00:21:24.480]  聽過了,監獄書信之一
[00:21:24.480 --> 00:21:26.480]  保羅正在坐牢
[00:21:26.480 --> 00:21:28.480]  所以有些學者研究說
[00:21:28.480 --> 00:21:30.480]  保羅未必有時間空間
[00:21:30.480 --> 00:21:33.480]  可以慢慢坐下來,慢慢想,慢慢寫
[00:21:33.480 --> 00:21:35.480]  今天不知明天的事,時間緊迫
[00:21:35.480 --> 00:21:39.480]  於是有任何來探他,又有探監的人
[00:21:39.480 --> 00:21:41.480]  幫他筆錄他的說話
[00:21:41.480 --> 00:21:44.480]  所以可能是他忽然想到一個重點
[00:21:44.480 --> 00:21:46.480]  就馬上叫人抄下來
[00:21:46.480 --> 00:21:48.480]  所以有時會變得很跳躍
[00:21:48.480 --> 00:21:51.480]  但即使是這樣,我們讀以弗所書時
[00:21:51.480 --> 00:21:56.480]  保羅整體的思想仍然很清晰,很一致
[00:21:56.480 --> 00:22:01.480]  在第七節,保羅正要說
[00:22:01.480 --> 00:22:03.480]  如何以明身生,明身養息
[00:22:03.480 --> 00:22:06.480]  帶出第十節的行善時
[00:22:06.480 --> 00:22:10.480]  可能忽然想到行善這個好行為
[00:22:10.480 --> 00:22:14.480]  和恩典會否產生一些誤會
[00:22:14.480 --> 00:22:15.480]  大家誤解了
[00:22:15.480 --> 00:22:18.480]  所以在八節、九節
[00:22:18.480 --> 00:22:22.480]  保羅覆述了第五節的德教士本福音
[00:22:22.480 --> 00:22:25.480]  並在第八節指出
[00:22:25.480 --> 00:22:28.480]  是神所賜的,不是出於自己
[00:22:28.480 --> 00:22:30.480]  也不是出於行為
