
[00:00:00.000 --> 00:00:03.400]  在今年5月1日
[00:02:18.560 --> 00:02:24.880]  我們會先讀經文的第一節到第三節
[00:02:24.880 --> 00:02:28.640]  我請弟兄先讀
[00:02:28.640 --> 00:02:31.640]  「這些事以後」
[00:02:31.640 --> 00:02:33.640]  不好意思
[00:02:33.640 --> 00:02:35.640]  好
[00:02:35.640 --> 00:02:39.800]  請讀第一節
[00:02:39.800 --> 00:02:41.800]  「這些事以後」
[00:02:41.800 --> 00:02:45.760]  「耶穌在提比利亞海邊」
[00:02:45.760 --> 00:02:53.280]  「猶向哈枕樣顯現記在下面」
[00:02:53.280 --> 00:02:55.280]  好 第二節
[00:02:55.280 --> 00:02:59.520]  「西門彼得叫底土馬」
[00:02:59.520 --> 00:03:03.400]  「加利利的加拿人蘭氮葉」
[00:03:03.400 --> 00:03:06.480]  「西比太的兩個兒子」
[00:03:06.480 --> 00:03:11.400]  「和另外兩個門徒都在一起」
[00:03:11.400 --> 00:03:14.400]  「西門彼得對彈弦」
[00:03:14.400 --> 00:03:16.120]  「我打語去」
[00:03:16.120 --> 00:03:18.120]  「他們對他說」
[00:03:18.120 --> 00:03:21.000]  「我們也和你一起去」
[00:03:21.000 --> 00:03:24.360]  「他們就出去上了船」
[00:03:24.360 --> 00:03:28.360]  「那一夜並沒有打著什麼」
[00:03:28.360 --> 00:03:37.080]  在第一節裡面
[00:03:37.080 --> 00:03:42.720]  是荒書的作者介紹了這個故事
[00:03:42.720 --> 00:03:44.960]  是在耶穌復活之後
[00:03:44.960 --> 00:03:48.880]  在提比利亞海顯現的事跡
[00:03:48.880 --> 00:03:53.480]  這件事大約發生在什麼時間呢?
[00:03:53.480 --> 00:03:55.480]  經文告訴我們
[00:03:55.480 --> 00:04:00.840]  耶穌的顯現是發生在「這些事以後」
[00:04:00.840 --> 00:04:04.160]  這些事是指什麼事呢?
[00:04:04.160 --> 00:04:09.640]  這些事應該是指《讓福音》第20章所記載的
[00:04:09.640 --> 00:04:13.360]  有關耶穌復活後顯現過的一些事情
[00:04:13.360 --> 00:04:19.360]  包括了耶穌向「莫大拉瑪利亞」顯現
[00:04:19.360 --> 00:04:23.160]  也曾經兩次向門徒顯現過
[00:04:23.160 --> 00:04:26.520]  這一次的事跡發生的時間是何時呢?
[00:04:26.520 --> 00:04:31.800]  大約是在耶穌第二次向門徒顯現之後
[00:04:31.800 --> 00:04:38.440]  一直到耶穌升天的時間之內所發生的
[00:04:38.440 --> 00:04:40.160]  在這一段時間裡
[00:04:40.160 --> 00:04:43.760]  門徒已經從耶路撒冷的地方
[00:04:43.760 --> 00:04:47.040]  回到加里尼的地方
[00:04:47.040 --> 00:04:54.640]  這幅地圖上的就是加里尼的地方
[00:04:54.640 --> 00:04:59.920]  下面的就是猶大的地區
[00:04:59.920 --> 00:05:01.720]  或者耶路撒冷的地方
[00:05:01.720 --> 00:05:05.880]  中間有一個很小的湖
[00:05:05.880 --> 00:05:10.360]  在聖經裡很多時候都稱它為「海」
[00:05:10.360 --> 00:05:14.360]  因為它時時都很大浪
[00:05:14.360 --> 00:05:15.680]  在這個時間
[00:05:15.680 --> 00:05:18.480]  門徒已經離開了耶路撒冷
[00:05:18.480 --> 00:05:22.640]  回到加里尼的地方
[00:05:22.640 --> 00:05:27.600]  而發生的地點就是在提比利亞海邊
[00:05:27.600 --> 00:05:35.640]  提比利亞海是羅馬人稱呼加里尼湖的名詞
[00:05:35.640 --> 00:05:42.160]  因為在湖的旁邊有一個地方叫提比利亞海
[00:05:42.160 --> 00:05:46.480]  所以羅馬人會稱呼這個地方為提比利亞海
[00:05:46.480 --> 00:05:53.880]  但當地人仍然慣常稱這個地方為加里尼海
[00:05:53.880 --> 00:06:01.600]  當時有七位門徒聚在一起
[00:06:01.600 --> 00:06:04.480]  其中三位有名字
[00:06:04.480 --> 00:06:08.440]  包括西門彼得
[00:06:08.440 --> 00:06:11.160]  底土馬的多瑪
[00:06:11.160 --> 00:06:16.160]  和加里尼的加拿人拿旦葉
[00:06:16.160 --> 00:06:20.200]  提到拿旦葉的時候
[00:06:20.200 --> 00:06:26.520]  特朗普的作者特別提到它是來自加拿的地方
[00:06:26.520 --> 00:06:32.160]  大家知不知道在加拿發生過什麼事情?
[00:06:32.160 --> 00:06:34.600]  可能大家不太記得
[00:06:34.600 --> 00:06:35.760]  在加拿的地方
[00:06:35.760 --> 00:06:38.440]  耶穌行了祂第一個神蹟
[00:06:38.440 --> 00:06:42.680]  這就是水變酒的神蹟
[00:06:42.680 --> 00:06:48.000]  作者介紹完三位有名字的門徒之後
[00:06:48.000 --> 00:06:51.360]  也提到另外兩個門徒
[00:06:51.360 --> 00:06:54.800]  他們是西比太的兒子
[00:06:54.800 --> 00:07:00.040]  雖然這兩個人的名字沒有被列出
[00:07:00.040 --> 00:07:06.720]  但我們知道他們是門徒雅各和約翰
[00:07:06.720 --> 00:07:13.400]  大多數學者都相信約翰是約翰福音的作者
[00:07:13.400 --> 00:07:15.960]  而約翰在這本書中
[00:07:15.960 --> 00:07:22.280]  很多時候都會將自己的名字隱藏
[00:07:22.280 --> 00:07:24.760]  除了雅各和約翰之外
[00:07:24.760 --> 00:07:27.880]  還有另外兩位門徒
[00:07:27.880 --> 00:07:34.240]  但他們的名字作者沒有記下
[00:07:34.240 --> 00:07:37.160]  西門彼得很主動地說
[00:07:37.160 --> 00:07:40.760]  他想出去打魚
[00:07:40.760 --> 00:07:43.480]  而其他的門徒也即時表示
[00:07:43.480 --> 00:07:47.520]  他們一層一層地出去打魚
[00:07:47.520 --> 00:07:49.880]  彼得出海打魚
[00:07:49.880 --> 00:07:55.400]  是否表示他放棄了跟隨耶穌的呼召
[00:07:55.400 --> 00:07:58.680]  去長途故業呢
[00:07:58.680 --> 00:08:00.880]  相信是不會的
[00:08:00.880 --> 00:08:03.280]  而可能的原因是甚麼呢
[00:08:03.280 --> 00:08:09.040]  就是耶穌曾經說過要他們去加利利等待
[00:08:09.040 --> 00:08:13.840]  當他們等待遇見耶穌之前
[00:08:13.840 --> 00:08:16.120]  他們會有些空閒的時間
[00:08:16.120 --> 00:08:20.000]  所以他們也需要找些事情去做
[00:08:20.000 --> 00:08:23.240]  所以他們就出海打魚
[00:08:23.240 --> 00:08:28.440]  另一個原因可能是在經濟上有需要
[00:08:28.440 --> 00:08:31.520]  他們平時有其他門徒的供應
[00:08:31.520 --> 00:08:35.200]  但在這段時間可能都會缺乏
[00:08:35.200 --> 00:08:39.320]  所以他們需要暫時出海打魚
[00:08:39.320 --> 00:08:43.680]  去養活自己和家人
[00:08:43.680 --> 00:08:49.680]  門徒七個人在夜間上船出海打魚
[00:08:49.680 --> 00:08:52.360]  結果他們打了一整晚魚
[00:08:52.360 --> 00:08:54.120]  結果是怎樣呢
[00:08:54.120 --> 00:08:58.120]  都是沒有收穫的
[00:08:58.120 --> 00:09:07.560]  接著我們請姐妹們讀第四節到第六節
[00:09:07.560 --> 00:09:09.560]  請姐妹們
[00:09:09.560 --> 00:09:13.640]  耶穌站在岸上
[00:09:13.640 --> 00:09:16.920]  腳不知道祂是耶穌
[00:09:16.920 --> 00:09:19.400]  耶穌就對他們說
[00:09:19.400 --> 00:09:22.720]  孩子們 你們有吃的朋友
[00:09:22.720 --> 00:09:24.720]  他們回答說
[00:09:24.720 --> 00:09:27.920]  耶穌對他們說
[00:09:27.920 --> 00:09:31.360]  你們把網紮在船的右邊
[00:09:31.360 --> 00:09:33.000]  就會得到
[00:09:33.000 --> 00:09:36.000]  於是他們紮下網去
[00:09:36.000 --> 00:09:38.000]  並拉不上來
[00:09:38.000 --> 00:09:40.000]  因為魚很多
[00:09:44.080 --> 00:09:47.480]  在天剛亮的時候
[00:09:47.480 --> 00:09:51.040]  耶穌就出現在岸邊
[00:09:51.040 --> 00:09:53.040]  祂站著
[00:09:53.040 --> 00:09:56.280]  可能因為天剛亮
[00:09:56.280 --> 00:10:01.600]  加上那艘船和耶穌有一段距離
[00:10:01.600 --> 00:10:04.680]  在第八節說到
[00:10:04.680 --> 00:10:07.920]  距離大約有二百爪
[00:10:07.920 --> 00:10:11.320]  即是大約有一百公尺
[00:10:11.320 --> 00:10:14.800]  所以當時門徒看不清楚
[00:10:14.800 --> 00:10:19.200]  岸上的人是否耶穌
[00:10:19.200 --> 00:10:24.640]  耶穌就在岸上呼叫那七個門徒
[00:10:24.640 --> 00:10:28.360]  祂很親切地稱他們為孩子
[00:10:28.360 --> 00:10:34.960]  這是長輩對後輩的稱呼
[00:10:34.960 --> 00:10:40.600]  祂問他們是否能打魚
[00:10:40.600 --> 00:10:43.200]  耶穌是否不知道他們打不到魚
[00:10:43.200 --> 00:10:44.520]  其實不是
[00:10:44.520 --> 00:10:48.400]  耶穌的提問是想讓他們
[00:10:48.400 --> 00:10:51.520]  承認他們真的打不到魚
[00:10:51.520 --> 00:10:57.360]  他們可以接受其他人的幫助
[00:10:57.360 --> 00:11:01.200]  當耶穌回答他們打不到魚之後
[00:11:01.200 --> 00:11:07.280]  耶穌就叫他們把網紮在船的右邊
[00:11:07.280 --> 00:11:09.960]  他們就可以打到魚
[00:11:09.960 --> 00:11:14.720]  門徒在打不到魚的情況下
[00:11:14.720 --> 00:11:17.320]  接受了耶穌的建議
[00:11:17.320 --> 00:11:21.200]  把網紮在船的右邊
[00:11:21.200 --> 00:11:24.800]  結果他們得到甚麼
[00:11:24.800 --> 00:11:26.480]  很多魚
[00:11:26.480 --> 00:11:29.920]  多到他們沒有足夠的力量
[00:11:29.920 --> 00:11:35.280]  把整網魚拉上船
[00:11:35.280 --> 00:11:38.360]  其實門徒在初期打魚
[00:11:38.360 --> 00:11:40.720]  沒有收獲
[00:11:40.720 --> 00:11:44.240]  也曾經按照主耶穌的吩咐
[00:11:44.240 --> 00:11:48.600]  下網得到很多魚的情景
[00:11:48.600 --> 00:11:53.440]  其實在彼得以前的門徒生涯上
[00:11:53.440 --> 00:11:56.560]  也同樣出現過
[00:11:56.560 --> 00:11:58.560]  是何時出現過呢
[00:11:58.560 --> 00:12:04.280]  在路加福音的五章一到十一節曾經提過
[00:12:04.280 --> 00:12:06.600]  在那次事件中
[00:12:06.600 --> 00:12:09.360]  耶穌上了彼得的船
[00:12:09.360 --> 00:12:16.080]  他吩咐彼得把船開到水深之處去打魚
[00:12:16.080 --> 00:12:18.360]  彼得也回應耶穌
[00:12:18.360 --> 00:12:19.480]  告訴耶穌
[00:12:19.480 --> 00:12:24.080]  之前那一晚他們打魚也是沒有收獲的
[00:12:24.080 --> 00:12:28.360]  但他仍然願意依照耶穌的吩咐
[00:12:28.360 --> 00:12:30.360]  去下網打魚
[00:12:30.360 --> 00:12:33.240]  結果他們打了很多魚
[00:12:33.240 --> 00:12:37.160]  網也幾乎要裂開
[00:12:37.160 --> 00:12:42.840]  然後彼得意識到自己是一個罪人
[00:12:42.840 --> 00:12:45.920]  他求耶穌離開他
[00:12:45.920 --> 00:12:48.720]  耶穌也即時呼召他
[00:12:48.720 --> 00:12:53.800]  叫他做他的德人的漁夫
[00:12:53.800 --> 00:12:57.040]  他也和西比太的兒子
[00:12:57.040 --> 00:12:58.440]  雅各和約翰
[00:12:58.440 --> 00:13:03.440]  也即時撇下一切跟隨主
[00:13:03.440 --> 00:13:06.240]  因此彼得和其他門徒
[00:13:06.240 --> 00:13:11.560]  在這次打魚大有收獲的情景下
[00:13:11.560 --> 00:13:14.320]  也令他們想起最初
[00:13:14.320 --> 00:13:18.040]  耶穌呼召他們做德人漁夫的情景
[00:13:18.040 --> 00:13:19.920]  也有助於耶穌後來
[00:13:19.920 --> 00:13:26.880]  如何引導彼得恢復信心
[00:13:26.880 --> 00:13:30.880]  接著我們請弟兄讀第七和第八節
[00:13:30.880 --> 00:13:32.880]  我們請弟兄
[00:13:32.880 --> 00:13:37.280]  耶穌所愛的那門徒對彼得說
[00:13:37.280 --> 00:13:42.080]  「是主,那時西門彼得赤著身子
[00:13:42.080 --> 00:13:46.160]  一聽見是主就出上外衣
[00:13:46.160 --> 00:13:48.040]  跳進海裡
[00:13:48.040 --> 00:13:51.520]  其餘的門徒因離岸不遠
[00:13:51.520 --> 00:13:53.600]  約有二百艘
[00:13:53.600 --> 00:14:01.520]  就坐著小船把那網魚拉過來」
[00:14:01.520 --> 00:14:03.680]  耶穌所愛的門徒
[00:14:03.680 --> 00:14:05.600]  其實就是約翰
[00:14:05.600 --> 00:14:13.800]  因為很多學者都認為
[00:14:13.800 --> 00:14:18.120]  約翰是《約翰福音》的作者
[00:14:18.120 --> 00:14:21.760]  他很多時候都將自己的名字隱藏
[00:14:21.760 --> 00:14:23.760]  他最常稱呼自己是
[00:14:23.760 --> 00:14:26.880]  「耶穌所愛的門徒」
[00:14:26.880 --> 00:14:29.760]  約翰很敏銳地即時察覺到
[00:14:29.760 --> 00:14:33.760]  岸上那位就是主耶穌
[00:14:33.760 --> 00:14:34.760]  當他察覺到之後
[00:14:34.760 --> 00:14:37.680]  他就即時告訴他的同伴
[00:14:37.680 --> 00:14:40.760]  「那個就是主了」
[00:14:40.760 --> 00:14:44.760]  而西門彼得即時的反應是甚麼呢
[00:14:44.760 --> 00:14:47.160]  原本他在打魚的時候
[00:14:47.160 --> 00:14:50.160]  他就脫下了他的外衣
[00:14:50.160 --> 00:14:53.160]  只穿了一件很小的衣服
[00:14:53.160 --> 00:14:55.960]  去做打魚的工作
[00:14:55.960 --> 00:14:58.760]  當他聽到約翰說
[00:14:58.760 --> 00:15:01.360]  岸上那個人是耶穌的時候
[00:15:01.360 --> 00:15:05.160]  他就即時穿上外衣
[00:15:05.160 --> 00:15:08.760]  然後也穿上腰帶
[00:15:08.760 --> 00:15:11.760]  然後跳進海裡
[00:15:11.760 --> 00:15:17.560]  然後很努力地游向耶穌的方向
[00:15:17.560 --> 00:15:20.960]  彼得那麼快捷的行動
[00:15:20.960 --> 00:15:25.360]  表示他仍然對耶穌很有愛
[00:15:25.360 --> 00:15:28.160]  當他知道耶穌在甚麼地方的時候
[00:15:28.160 --> 00:15:34.160]  他就儘快地走近耶穌的身邊
[00:15:34.160 --> 00:15:36.960]  彼得就游向耶穌那裡
[00:15:36.960 --> 00:15:38.760]  其他門徒就怎樣呢
[00:15:38.760 --> 00:15:41.160]  他們就在這個時間
[00:15:41.160 --> 00:15:44.560]  離開岸邊只有200蚤
[00:15:44.560 --> 00:15:47.360]  大約是100公尺
[00:15:47.360 --> 00:15:51.360]  他們就將這個船駛到耶穌所在的地方
[00:15:51.360 --> 00:15:56.360]  也同時把那一網魚拉到一起
[00:15:56.360 --> 00:16:04.760]  接著我們請姐妹讀第9節到14節
[00:16:04.760 --> 00:16:06.360]  請姐妹讀
[00:16:06.360 --> 00:16:15.360]  「看見那上面有羽和柄,耶穌對他們說:
[00:16:15.360 --> 00:16:18.360]  把剛才打的魚拿幾條來,
[00:16:18.360 --> 00:16:23.360]  西門彼得就上船,把網拉到岸上。
[00:16:23.360 --> 00:16:32.360]  共153條,雖然魚這樣多,網也有破。」
[00:16:32.360 --> 00:16:44.360]  讀到第14節
[00:16:45.360 --> 00:16:52.360]  「你們來吃早飯,門徒中沒有一個敢問他你是誰,
[00:16:52.360 --> 00:16:55.360]  因為他們知道他是主。
[00:16:55.360 --> 00:17:02.360]  耶穌走過來拿餅給他們,也照樣拿魚給他們。
[00:17:02.360 --> 00:17:09.360]  耶穌從死人中復活後向門徒顯現,這是第三次。」
[00:17:09.360 --> 00:17:11.360]  第三次
[00:17:11.360 --> 00:17:23.360]  門徒就上了岸
[00:17:23.360 --> 00:17:27.360]  看見在耶穌那裡是有炭火
[00:17:27.360 --> 00:17:30.360]  還有上面是有魚和餅
[00:17:34.360 --> 00:17:39.360]  炭火的情景會讓彼得想起
[00:17:39.360 --> 00:17:48.360]  耶穌在釘十字架前在大祭司院被審問的時候
[00:17:48.360 --> 00:17:50.360]  在這個時間
[00:17:50.360 --> 00:17:55.360]  彼得身在大祭司院外
[00:17:55.360 --> 00:18:00.360]  在院外也有大祭司的僕人和其他侍女
[00:18:00.360 --> 00:18:03.360]  他們都是圍著炭火
[00:18:03.360 --> 00:18:10.360]  彼得在他們面前三次否認自己認識耶穌
[00:18:10.360 --> 00:18:16.360]  這個炭火的情景會再次讓彼得記起他的失敗
[00:18:16.360 --> 00:18:21.360]  也同時引起他對耶穌的愧疚
[00:18:21.360 --> 00:18:27.360]  經文提到炭火上有魚和餅
[00:18:27.360 --> 00:18:32.360]  魚和餅會令我們想起什麼呢?
[00:18:32.360 --> 00:18:38.360]  會令我們想起與魚和餅有關的兩個神蹟
[00:18:38.360 --> 00:18:45.360]  一個是餵飽五千人的五餅魚的神蹟
[00:18:45.360 --> 00:18:49.360]  這個記載在《馬雅福音》的六章一到十三節
[00:18:49.360 --> 00:18:56.360]  而另一個神蹟就是餵飽了四千人的七個魚和幾條小魚的神蹟
[00:18:56.360 --> 00:19:00.360]  記載在《馬雅福音》八章一至九節
[00:19:01.360 --> 00:19:08.360]  這兩個神蹟給門徒想起他們過往跟隨主
[00:19:08.360 --> 00:19:15.360]  跟隨主做傳道和服侍人的歲月
[00:19:15.360 --> 00:19:27.360]  讓我們再回到現場
[00:19:27.360 --> 00:19:31.360]  在炭火上雖然有餅和魚
[00:19:31.360 --> 00:19:36.360]  但總是不夠七個門徒一起吃
[00:19:36.360 --> 00:19:39.360]  所以耶穌即時吩咐門徒
[00:19:39.360 --> 00:19:46.360]  從打倒的魚鑊中取出幾條魚來做食物
[00:19:46.360 --> 00:19:53.360]  彼得於是上船將網拉到岸上
[00:19:53.360 --> 00:19:58.360]  網上有很多魚
[00:19:58.360 --> 00:20:05.360]  一共有153條
[00:20:05.360 --> 00:20:12.360]  對於153條有沒有象徵意義呢?
[00:20:12.360 --> 00:20:15.360]  學者有很多不同的意見
[00:20:15.360 --> 00:20:19.360]  在這裡我只當它是實際的統計數字
[00:20:19.360 --> 00:20:24.360]  就不作多作討論了
[00:20:24.360 --> 00:20:29.360]  門徒發覺網上雖然有這麼多條大魚
[00:20:29.360 --> 00:20:38.360]  但網竟然沒有破
[00:20:38.360 --> 00:20:44.360]  於是耶穌邀請門徒到那邊
[00:20:44.360 --> 00:20:47.360]  和他們一起吃早飯
[00:20:47.360 --> 00:21:00.360]  讓我們想起門徒和耶穌一起吃飯的情景
[00:21:00.360 --> 00:21:07.360]  也讓我們想起他們和耶穌一起生活過的日子
[00:21:07.360 --> 00:21:10.360]  從經文中看到
[00:21:10.360 --> 00:21:16.360]  門徒似乎沒有人敢主動去取餅和魚
[00:21:16.360 --> 00:21:24.360]  於是主耶穌主動將餅和魚給他們
[00:21:24.360 --> 00:21:27.360]  主耶穌將餅和魚給他們
[00:21:27.360 --> 00:21:31.360]  也讓我們想起什麼呢?
[00:21:31.360 --> 00:21:38.360]  會讓我們想起耶穌吃最後晚餐的時間
[00:21:38.360 --> 00:21:40.360]  在最後晚餐的時間
[00:21:40.360 --> 00:21:52.360]  耶穌也將餅分給門徒
[00:21:52.360 --> 00:21:55.360]  經文中亦提到
[00:21:55.360 --> 00:22:00.360]  門徒沒有人敢問耶穌是誰
[00:22:00.360 --> 00:22:04.360]  耶穌,他是誰?
[00:22:04.360 --> 00:22:10.360]  門徒對於他們眼前的耶穌模樣
[00:22:10.360 --> 00:22:13.360]  和他們以前所見的模樣
[00:22:13.360 --> 00:22:15.360]  感覺到有顯著不同
[00:22:15.360 --> 00:22:20.360]  耶穌復活後和他們之前見的耶穌很不同
[00:22:20.360 --> 00:22:22.360]  但他們不敢問
[00:22:22.360 --> 00:22:29.360]  因為他們知道他是主耶穌
[00:22:29.360 --> 00:22:33.360]  平時有些弟兄姊妹見到我都很隨便
[00:22:33.360 --> 00:22:38.360]  但有時候主日崇拜時穿得比較時尚
[00:22:38.360 --> 00:22:40.360]  我覺得有點不同
[00:22:40.360 --> 00:22:46.360]  耶穌復活後可能有更加不同
[00:22:46.360 --> 00:22:52.360]  當門徒想起耶穌是哪個時間
[00:22:52.360 --> 00:22:56.360]  相信他們也會想起另一個情景
[00:22:56.360 --> 00:22:59.360]  我將這個情景帶給大家
[00:22:59.360 --> 00:23:01.360]  這個情景是什麼呢?
[00:23:01.360 --> 00:23:03.360]  就是耶穌曾經在凱撒利亞
[00:23:03.360 --> 00:23:05.360]  菲勒比這個地方
[00:23:05.360 --> 00:23:08.360]  耶穌問過同樣一個問題
[00:23:08.360 --> 00:23:12.360]  祂問門徒:你們說我是誰?
[00:23:12.360 --> 00:23:16.360]  這是記載在《馬太福音》16章15節
[00:23:16.360 --> 00:23:21.360]  當時西門彼得很即時地說
[00:23:21.360 --> 00:23:25.360]  你是基督,是永生神的兒子
[00:23:25.360 --> 00:23:32.360]  主耶穌稱讚他,告訴他:你是有福的
[00:23:32.360 --> 00:23:37.360]  在當時來說,能夠說出耶穌的身份只有彼得
[00:23:37.360 --> 00:23:41.360]  但在現在海邊的情況下
[00:23:41.360 --> 00:23:46.360]  所有門徒都清楚知道耶穌是哪一位
[00:23:46.360 --> 00:23:49.360]  對於彼得來說,更加令他想到
[00:23:49.360 --> 00:23:53.360]  過去他宣告耶穌是神的兒子的時候
[00:23:53.360 --> 00:23:55.360]  他是被稱讚
[00:23:55.360 --> 00:24:00.360]  但是現在他經歷了三次的失敗
[00:24:00.360 --> 00:24:02.360]  他不認主
[00:24:02.360 --> 00:24:09.360]  為了不認主,更加會添上他內心的愧疚
[00:24:09.360 --> 00:24:19.360]  在第十四節,福音書的作者更加總結地說
[00:24:19.360 --> 00:24:25.360]  耶穌這次的顯現,就是他復活後向門徒的第三次顯現
[00:24:25.360 --> 00:24:35.360]  我們請弟兄讀第十五至十七節
[00:24:36.360 --> 00:24:39.360]  他們吃完了早飯
[00:24:39.360 --> 00:24:42.360]  耶穌對西門彼得說
[00:24:42.360 --> 00:24:48.360]  約翰的兒子西門,你愛我比這些更深嗎?
[00:24:48.360 --> 00:24:50.360]  彼得對他說
[00:24:50.360 --> 00:24:54.360]  主也是的,你知道我愛你
[00:24:54.360 --> 00:24:58.360]  耶穌說,你餵養我的小羊
[00:24:58.360 --> 00:25:03.360]  耶穌第二次又對他說
[00:25:03.360 --> 00:25:07.360]  約翰的兒子西門,你愛我嗎?
[00:25:07.360 --> 00:25:09.360]  彼得對他說
[00:25:09.360 --> 00:25:13.360]  主也是的,你知道我愛你
[00:25:13.360 --> 00:25:17.360]  耶穌說,你牧養我的羊
[00:25:17.360 --> 00:25:21.360]  耶穌第三次對他說
[00:25:21.360 --> 00:25:25.360]  約翰的兒子西門,你愛我嗎?
[00:25:25.360 --> 00:25:27.360]  彼得對他說
[00:25:27.360 --> 00:25:29.360]  你愛我嗎?
[00:25:29.360 --> 00:25:31.360]  你愛我嗎?
[00:25:31.360 --> 00:25:33.360]  就憂愁
[00:25:33.360 --> 00:25:35.360]  對耶穌說
[00:25:35.360 --> 00:25:37.360]  主也,你無所不知
[00:25:37.360 --> 00:25:39.360]  你知道我愛你
[00:25:39.360 --> 00:25:43.360]  耶穌說,你餵養我的羊
[00:25:43.360 --> 00:25:49.360]  門徒在吃完早飯之後
[00:25:49.360 --> 00:25:53.360]  主耶穌和彼得有直接的對話
[00:25:53.360 --> 00:25:55.360]  耶穌對西門彼得說
[00:25:55.360 --> 00:26:01.360]  約翰的兒子西門,你愛我比這些更深嗎?
[00:26:01.360 --> 00:26:07.360]  在這裡,耶穌稱彼得為約翰的兒子西門
[00:26:07.360 --> 00:26:15.360]  平常聖經裡很少提到耶穌這樣稱呼彼得
[00:26:15.360 --> 00:26:23.360]  只有在一些很重要的時刻
[00:26:23.360 --> 00:26:31.360]  耶穌才會特別稱呼彼得為約翰的兒子西門
[00:26:31.360 --> 00:26:33.360]  所以我們看到
[00:26:33.360 --> 00:26:39.360]  這個時間,耶穌對彼得的提問非常重要
[00:26:39.360 --> 00:26:47.360]  主耶穌對彼得說,你愛我比這些更深嗎?
[00:26:47.360 --> 00:26:51.360]  耶穌這句話是什麼意思呢?
[00:26:51.360 --> 00:26:55.360]  這句話裡說到這些,是指什麼呢?
[00:26:55.360 --> 00:26:59.360]  學者之間有不同的意見
[00:26:59.360 --> 00:27:01.360]  我看過他們的意見之後
[00:27:01.360 --> 00:27:05.360]  我個人認為較合理的理解是什麼呢?
[00:27:05.360 --> 00:27:15.360]  就是,耶穌說,你愛我比其他門徒更愛我嗎?
[00:27:15.360 --> 00:27:20.360]  你愛我比其他門徒愛我更深嗎?
[00:27:20.360 --> 00:27:23.360]  為什麼這樣說是合理的呢?
[00:27:23.360 --> 00:27:26.360]  因為當耶穌在釘十字架之前
[00:27:26.360 --> 00:27:34.360]  他曾經預言過門徒要因為被捉拿的緣故跌倒
[00:27:34.360 --> 00:27:38.360]  而在那個時候,彼得即時對耶穌說
[00:27:38.360 --> 00:27:45.360]  即使眾人為你的緣故跌倒,但我卻絕不會跌倒
[00:27:45.360 --> 00:27:50.360]  他認為自己比其他門徒更愛主
[00:27:50.360 --> 00:27:55.360]  但事實證明他曾經三次不認主
[00:27:55.360 --> 00:28:02.360]  證實了他勝不過其他門徒
[00:28:02.360 --> 00:28:09.360]  彼得回答耶穌,主也是的,你知道我愛你
[00:28:09.360 --> 00:28:12.360]  正正因為彼得曾經失敗過
[00:28:12.360 --> 00:28:18.360]  因此他不敢將自己和其他門徒作比較
