
[00:00:00.000 --> 00:00:05.760]  今天很感恩有一位港元在我們中間
[00:05:13.920 --> 00:05:15.760]  第一間教會
[00:05:15.760 --> 00:05:19.040]  你們可能沒有人留心過這個新聞
[00:05:19.040 --> 00:05:21.080]  我都打了出來
[00:05:21.080 --> 00:05:23.080]  所以不用問答案你都知道
[00:05:23.080 --> 00:05:25.280]  有沒有人住在元朗的
[00:05:25.280 --> 00:05:26.800]  有請你舉手
[00:05:26.800 --> 00:05:27.640]  都有元朗
[00:05:27.640 --> 00:05:29.600]  你們坐西鐵出來
[00:05:29.600 --> 00:05:35.160]  原來是中華基督教會的元朗堂
[00:05:35.160 --> 00:05:36.720]  我不是幫他賣廣告
[00:05:36.720 --> 00:05:39.680]  而是有些歷史值得我們注意
[00:05:39.680 --> 00:05:42.120]  講故事
[00:05:42.120 --> 00:05:44.120]  大家都未出世的事
[00:05:44.120 --> 00:05:48.120]  在1898年6月9日
[00:05:48.120 --> 00:05:53.280]  英國和滿清政府簽了一條北京條約
[00:05:53.280 --> 00:05:54.360]  大家知不知道
[00:05:54.360 --> 00:05:57.360]  新界是租借99年
[00:05:57.360 --> 00:05:59.360]  有些有沒有原居民
[00:05:59.360 --> 00:06:00.560]  原居民就很明白
[00:06:00.560 --> 00:06:02.160]  有訂屋的
[00:06:02.160 --> 00:06:05.560]  在1898年
[00:06:05.560 --> 00:06:07.560]  你要問一個問題
[00:06:07.560 --> 00:06:11.280]  香港有多少間華人教會
[00:06:11.280 --> 00:06:12.560]  很有趣
[00:06:12.560 --> 00:06:14.560]  過百年歷史
[00:06:14.560 --> 00:06:16.560]  其實有七間華人教會
[00:06:16.560 --> 00:06:19.360]  當時香港你和我都未出世
[00:06:19.360 --> 00:06:21.760]  有崇禎會筲箕灣堂
[00:06:21.760 --> 00:06:24.360]  有中華基督教會灣仔堂
[00:06:24.360 --> 00:06:26.560]  有聖公會聖士提反堂
[00:06:26.560 --> 00:06:29.360]  有秦道衛理聯合教會香港堂
[00:06:29.360 --> 00:06:31.360]  有中華基督教會公理堂
[00:06:31.360 --> 00:06:33.160]  香港浸信教會
[00:06:33.160 --> 00:06:35.160]  中華基督教會聖光堂
[00:06:35.160 --> 00:06:36.760]  這些可能我們都聽過
[00:06:36.760 --> 00:06:38.760]  坐車經過
[00:06:38.760 --> 00:06:40.760]  九龍半島又如何
[00:06:40.760 --> 00:06:42.760]  看看下一張
[00:06:42.760 --> 00:06:44.560]  其實我都不太懂
[00:06:44.560 --> 00:06:47.160]  九龍半島有四間華人教會
[00:06:47.160 --> 00:06:48.560]  聖公會聖三一堂
[00:06:48.560 --> 00:06:49.760]  聖公會諸聖堂
[00:06:49.760 --> 00:06:51.560]  中華基督教會心愛堂
[00:06:51.560 --> 00:06:53.560]  和崇禎會心水寶堂
[00:06:53.560 --> 00:06:58.560]  你要再看歷史的時候
[00:06:58.560 --> 00:07:01.160]  我一會兒會講南京條約的時候
[00:07:01.160 --> 00:07:02.960]  就會有另外一個講法
[00:07:02.960 --> 00:07:04.360]  中華基督教會元朗堂
[00:07:04.360 --> 00:07:05.760]  是新界第一間教會
[00:07:05.760 --> 00:07:07.160]  背後有什麼故事
[00:07:07.160 --> 00:07:09.160]  這個才重要
[00:07:09.160 --> 00:07:11.160]  當時有倫敦傳道會
[00:07:11.160 --> 00:07:12.560]  一個西人的牧師
[00:07:12.560 --> 00:07:14.560]  皮曉氏牧師
[00:07:14.560 --> 00:07:16.560]  他就差派了當時
[00:07:16.560 --> 00:07:19.160]  灣仔堂的一個華人傳道人
[00:07:19.160 --> 00:07:20.360]  叫王淑芳
[00:07:20.360 --> 00:07:21.360]  王淑芳先生
[00:07:21.360 --> 00:07:23.360]  你可以叫王淑芳孫教師
[00:07:23.360 --> 00:07:26.160]  他隻身去探路
[00:07:26.160 --> 00:07:28.360]  就坐船去沙頭角
[00:07:28.360 --> 00:07:30.160]  再走去元朗
[00:07:30.160 --> 00:07:32.560]  就見到有大型的虛市
[00:07:32.560 --> 00:07:33.960]  人口密集
[00:07:33.960 --> 00:07:35.360]  民風純樸
[00:07:35.360 --> 00:07:37.560]  就決定在那裏開荒佈道
[00:07:37.560 --> 00:07:40.360]  就建立了一個叫元朗福音堂
[00:07:40.360 --> 00:07:43.960]  就成為新界第一間教堂
[00:07:43.960 --> 00:07:49.360]  我就不是研究香港教會歷史
[00:07:49.360 --> 00:07:50.960]  不過你想一想
[00:07:50.960 --> 00:07:53.560]  這個是其中一個口述故事
[00:07:53.560 --> 00:07:55.360]  但是你再想想
[00:07:55.360 --> 00:07:57.960]  當時他怎樣去到元朗
[00:07:57.960 --> 00:08:00.360]  做歷史研究的人要做
[00:08:00.360 --> 00:08:01.960]  我就問過專家
[00:08:01.960 --> 00:08:03.360]  其實他在查證
[00:08:03.360 --> 00:08:06.160]  王淑芳先生到元朗的路線
[00:08:06.160 --> 00:08:07.760]  都是靠猜測
[00:08:07.760 --> 00:08:11.160]  估計是從中華基督教會灣仔堂出發
[00:08:11.160 --> 00:08:12.960]  由灣仔最近走去哪裏呢
[00:08:12.960 --> 00:08:14.560]  就是灣仔碼頭
[00:08:14.560 --> 00:08:15.760]  然後是怎樣
[00:08:15.760 --> 00:08:16.960]  坐帆船
[00:08:16.960 --> 00:08:18.760]  就出鯉魚門
[00:08:18.760 --> 00:08:20.160]  繞道東平洲
[00:08:20.160 --> 00:08:21.360]  去到沙頭角
[00:08:21.360 --> 00:08:22.760]  你可能覺得很奇怪
[00:08:22.760 --> 00:08:24.360]  怎樣去沙頭角
[00:08:24.360 --> 00:08:29.160]  原來當年有這條客運的航道
[00:08:29.160 --> 00:08:32.360]  因為沙頭角附近有大鵬灣
[00:08:32.360 --> 00:08:34.360]  大鵬灣裏面有大鵬城
[00:08:34.360 --> 00:08:36.360]  有人去過這個地方嗎
[00:08:36.360 --> 00:08:37.560]  有人去過
[00:08:37.560 --> 00:08:38.760]  嘩! 口述
[00:08:38.760 --> 00:08:42.560]  當時原來是有滿清的軍隊駐守
[00:08:42.560 --> 00:08:43.960]  有水師巡邏
[00:08:43.960 --> 00:08:45.160]  有水師巡邏
[00:08:45.160 --> 00:08:45.960]  即是沒有海盜
[00:08:45.960 --> 00:08:47.360]  我們長洲有的
[00:08:47.360 --> 00:08:48.360]  張保濟
[00:08:48.360 --> 00:08:49.360]  你明不明
[00:08:49.360 --> 00:08:55.360]  所以原來那裏是一帶比較安全
[00:08:55.360 --> 00:08:58.760]  我還有一些可以講的
[00:08:58.760 --> 00:09:01.160]  當時其實是崇禎會的宣教士
[00:09:01.160 --> 00:09:03.160]  為何他向客家人傳福音
[00:09:03.160 --> 00:09:04.360]  因為他也是去沙頭角
[00:09:04.360 --> 00:09:07.560]  由那裏接觸到很多客家人來傳福音
[00:09:07.560 --> 00:09:08.960]  這裏我不講了
[00:09:08.960 --> 00:09:11.560]  反而觸動我的是
[00:09:11.560 --> 00:09:17.360]  1898年新界成為香港的延伸部分的時候
[00:09:17.360 --> 00:09:19.560]  我們教會的先賢
[00:09:19.560 --> 00:09:21.760]  就馬上把握機會
[00:09:21.760 --> 00:09:24.160]  推動宣教的工作
[00:09:24.160 --> 00:09:26.360]  你明不明這個是真的歷史
[00:09:26.360 --> 00:09:29.960]  而我們很可能自己都不注意
[00:09:29.960 --> 00:09:31.160]  當我聽到的時候
[00:09:31.160 --> 00:09:32.360]  我覺得很厲害
[00:09:32.360 --> 00:09:33.960]  為何這些人這麼厲害
[00:09:33.960 --> 00:09:35.960]  他們的眼光
[00:09:35.960 --> 00:09:37.160]  他們的遠見
[00:09:37.160 --> 00:09:42.360]  和魄力是很值得我們去學習的
[00:09:42.360 --> 00:09:47.360]  我們其實面對著很多變化
[00:09:47.360 --> 00:09:49.160]  究竟我們現在
[00:09:49.160 --> 00:09:50.360]  我們拉回我們現在
[00:09:50.360 --> 00:09:53.560]  我們如何把握我們面前的機會
[00:09:53.560 --> 00:09:56.760]  來做宣教直堂的工作
[00:09:56.760 --> 00:09:59.960]  如果1898年那個時代
[00:09:59.960 --> 00:10:02.760]  那裏的牧者沒有把握機會
[00:10:02.760 --> 00:10:04.760]  去新界去報道直堂
[00:10:04.760 --> 00:10:07.560]  香港教會的歷史會不會改寫呢
[00:10:07.560 --> 00:10:09.560]  我想大家可以推算一下
[00:10:09.560 --> 00:10:10.760]  我看一些資料
[00:10:10.760 --> 00:10:13.160]  黃述方宣教師他當時
[00:10:13.160 --> 00:10:15.560]  他的太太是不想他出去
[00:10:15.560 --> 00:10:17.160]  因為他去幾個月
[00:10:17.160 --> 00:10:19.760]  當時還沒有九廣鐵路
[00:10:19.760 --> 00:10:21.160]  你明不明
[00:10:22.160 --> 00:10:23.960]  還有黃述方宣教師
[00:10:23.960 --> 00:10:27.760]  他曾經有一個兒子是夭折了
[00:10:27.760 --> 00:10:29.960]  但他太太當時懷孕
[00:10:29.960 --> 00:10:31.960]  他就安慰他太太說
[00:10:31.960 --> 00:10:33.960]  我們很快有寶寶了
[00:10:33.960 --> 00:10:35.760]  很快的 神給我們恩典
[00:10:35.760 --> 00:10:38.160]  但他一去就走了幾個月
[00:10:38.160 --> 00:10:40.360]  交通不方便
[00:10:40.360 --> 00:10:42.160]  不會去兩天回來的
[00:10:42.160 --> 00:10:44.560]  所以他太太承擔著
[00:10:44.560 --> 00:10:48.160]  他先生去到開方直堂的時候
[00:10:48.160 --> 00:10:51.760]  他一個人在家裡的那種孤單
[00:10:51.760 --> 00:10:55.960]  所以你看到他們的付出是很厲害的
[00:10:55.960 --> 00:10:58.560]  如果我再說多一點
[00:10:58.560 --> 00:11:00.960]  這裡我沒有弄powerpoint
[00:11:00.960 --> 00:11:03.160]  1842年是什麼事情呢
[00:11:03.160 --> 00:11:05.160]  南京條約
[00:11:05.160 --> 00:11:06.960]  是不是
[00:11:06.960 --> 00:11:08.560]  大家知道了
[00:11:08.560 --> 00:11:11.160]  在1841年
[00:11:11.160 --> 00:11:15.760]  其實英軍就在香港上岸
[00:11:15.760 --> 00:11:17.360]  與此同時
[00:11:17.360 --> 00:11:21.160]  天主教住在澳門的幾個神父
[00:11:21.160 --> 00:11:23.160]  宣教士有八個
[00:11:23.160 --> 00:11:25.760]  就來了香港看地方
[00:11:25.760 --> 00:11:28.160]  好像你去買樓
[00:11:28.160 --> 00:11:29.760]  看看樓盤
[00:11:29.760 --> 00:11:36.360]  所以香港天主教教區是1842年成立的
[00:11:36.360 --> 00:11:39.160]  你想一下為什麼1842年可以成立呢
[00:11:39.160 --> 00:11:43.160]  因為1841年已經有人去看過香港的環境
[00:11:43.160 --> 00:11:44.360]  有了計劃
[00:11:44.360 --> 00:11:46.360]  他們就馬上做事
[00:11:46.360 --> 00:11:49.960]  香港聖會是1843年成立的
[00:11:49.960 --> 00:11:55.160]  你要從這些數字去了解他們的部署
[00:11:55.160 --> 00:11:58.760]  然後長洲浸信會是1843年成立的
[00:11:58.760 --> 00:11:59.960]  都很威風
[00:11:59.960 --> 00:12:02.760]  因為有泰國那邊的華僑
[00:12:02.760 --> 00:12:05.160]  潮州人過去長洲傳福音
[00:12:05.160 --> 00:12:09.560]  所以我們看到這兩個年份都給我們一個很好的提醒
[00:12:09.560 --> 00:12:13.160]  如果當時不是有宣教士來香港做事
[00:12:13.160 --> 00:12:15.760]  根本不會有後面的教會
[00:12:15.760 --> 00:12:19.560]  剛才我講1898年有香港島七間華人教會
[00:12:19.560 --> 00:12:21.360]  九龍有四間華人教會
[00:12:21.360 --> 00:12:23.760]  全部是由西教士開始
[00:12:23.760 --> 00:12:29.160]  但是當時的西教士建立的教會主要都給西人
[00:12:29.160 --> 00:12:32.160]  在後來的時候有華人做了基督徒之後
[00:12:32.160 --> 00:12:33.960]  開始有華人牧者
[00:12:33.960 --> 00:12:35.960]  慢慢就要建立華人教會
[00:12:35.960 --> 00:12:38.360]  大家明不明白那個步驟是這樣的
[00:12:38.360 --> 00:12:40.160]  如果沒有這些的開始
[00:12:40.160 --> 00:12:43.160]  我們香港哪有這麼多華人教會
[00:12:43.160 --> 00:12:44.560]  大家明不明白我說什麼
[00:12:44.560 --> 00:12:47.160]  所以在這裡值得我們去問的就是
[00:12:47.160 --> 00:12:49.760]  如果我要講盼望這個信息的時候
[00:12:49.760 --> 00:12:54.760]  其實我是不想重複大家可能經常聽過的道理
[00:12:54.760 --> 00:12:57.360]  而是我們從根本的地方去問
[00:12:57.360 --> 00:13:00.760]  聖經對盼望有什麼整全的教導
[00:13:00.760 --> 00:13:06.560]  以及在我們今時今日我們去領受這個整全的盼望的教導的時候
[00:13:06.560 --> 00:13:11.160]  我怎樣可以在我現在的處境裡面去實踐
[00:13:11.160 --> 00:13:14.760]  我自己快要退休了我也去想這個問題
[00:13:14.760 --> 00:13:16.560]  當然你如果讀聖經的時候
[00:13:16.560 --> 00:13:19.760]  你不能單憑一節兩節經文去讀
[00:13:19.760 --> 00:13:21.360]  因為是以篇蓋全
[00:13:21.360 --> 00:13:25.160]  而是對舊約和新約有整體的考慮
[00:13:25.160 --> 00:13:28.160]  接下來就對我一個很大的困難
[00:13:28.160 --> 00:13:29.760]  講到就不可以講這麼多
[00:13:29.760 --> 00:13:31.160]  又不可以講這麼長
[00:13:31.160 --> 00:13:35.560]  所以怎樣可以在這麼短時間給大家體會到一些這樣的信息
[00:13:35.560 --> 00:13:38.760]  我就很希望盡能力去做
[00:13:38.760 --> 00:13:44.560]  我就希望特別選幾節經文跟大家講盼望
[00:13:44.560 --> 00:13:48.160]  第一部分是講舊約聖經怎樣講盼望
[00:13:48.160 --> 00:13:50.760]  第二部分就講新約聖經怎樣講盼望
[00:13:50.760 --> 00:13:52.560]  第三就是生活應用
[00:13:52.560 --> 00:13:57.560]  這個生活應用和這個引言的部分是歷史的東西是一定有關係的
[00:13:57.560 --> 00:14:00.760]  我們現在看一下舊約的部分
[00:14:00.760 --> 00:14:04.760]  其實我也不喜歡在講道的時候講這麼多原文的
[00:14:04.760 --> 00:14:07.360]  不過我想給你們體會一下
[00:14:07.360 --> 00:14:11.360]  舊約聖經裡面希伯來文的盼望這個字
[00:14:11.360 --> 00:14:16.960]  其實是翻譯了好幾個希伯來文字
[00:14:16.960 --> 00:14:18.560]  你會覺得很奇怪
[00:14:18.560 --> 00:14:19.960]  是很難的
[00:14:19.960 --> 00:14:23.960]  因為猶太人寫經文的時候有很多的字眼
[00:14:23.960 --> 00:14:25.360]  但是意思差不多
[00:14:25.360 --> 00:14:27.160]  你中文的時候你怎樣去分它
[00:14:27.160 --> 00:14:31.360]  所以如果大家讀中文聖經去到一個地步
[00:14:31.360 --> 00:14:33.560]  你有很多東西問下去
[00:14:33.560 --> 00:14:38.160]  很明顯你有機會再深一層
[00:14:38.160 --> 00:14:45.360]  從一些識經書或者多一些不同的角度去看
[00:14:45.360 --> 00:14:47.960]  如果再不是的話你覺得都不夠了
[00:14:47.960 --> 00:14:52.160]  那你就可以考慮報讀一些神學課程
[00:14:52.160 --> 00:14:55.360]  現在我們的香港是很感恩
[00:14:55.360 --> 00:14:57.560]  原文的訓練已經是很普遍的了
[00:14:57.560 --> 00:15:00.160]  就是每個傳道人都已經學會了
[00:15:00.160 --> 00:15:04.560]  我們以一兩節經文來看
[00:15:04.560 --> 00:15:07.760]  就是詩篇130篇第五到六節
[00:15:07.760 --> 00:15:10.560]  你看留心那些括著的字
[00:15:10.560 --> 00:15:13.160]  我等候是你認住的
[00:15:13.160 --> 00:15:15.560]  我等候耶和華
[00:15:15.560 --> 00:15:17.560]  我的心等候
[00:15:17.560 --> 00:15:18.560]  我亦都仰望
[00:15:18.560 --> 00:15:20.560]  仰望是另一隻字
[00:15:20.560 --> 00:15:21.960]  我仰望耶和華
[00:15:21.960 --> 00:15:23.560]  我的心等候主
[00:15:23.560 --> 00:15:25.960]  勝於守夜的等候天亮
[00:15:25.960 --> 00:15:27.960]  勝於守夜的等候天亮
[00:15:27.960 --> 00:15:30.360]  其實詩綱的文體
[00:15:30.360 --> 00:15:32.960]  你讀完希伯來文
[00:15:32.960 --> 00:15:34.960]  你更加知道押韻的味道
[00:15:34.960 --> 00:15:37.960]  不過中文他翻譯了是難看一點
[00:15:37.960 --> 00:15:41.560]  盼望有等候和仰望的意思
[00:15:41.560 --> 00:15:44.760]  我就找到另一節經文可以幫我們看到
[00:15:44.760 --> 00:15:47.560]  他可以同時在那節經文出現
[00:15:47.560 --> 00:15:51.160]  就是以賽亞書第八章第十七節
[00:15:51.160 --> 00:15:55.760]  我要等候那掩面不顧雅國家的耶和華
[00:15:55.760 --> 00:15:57.760]  我也要仰望他
[00:15:57.760 --> 00:16:01.760]  你發覺原來這兩個字同時都可以出現
[00:16:01.760 --> 00:16:04.160]  就是說在舊約聖經裏面
[00:16:04.160 --> 00:16:08.760]  盼望等候仰望都可以是一組的字
[00:16:08.760 --> 00:16:13.160]  當上帝好像掩面不顧我們的時候
[00:16:13.160 --> 00:16:15.160]  我們應該怎樣呢
[00:16:15.160 --> 00:16:19.160]  我們就要仍然堅持信心去仰望他
[00:16:19.160 --> 00:16:22.160]  好像我們剛才唱的詩歌有提醒我們
[00:16:22.160 --> 00:16:24.760]  但這個是很難學的功課
[00:16:24.760 --> 00:16:27.160]  是超過我們人的理性的
[00:16:27.160 --> 00:16:31.160]  如果不明白我們的人就說你是不是盲目的
[00:16:31.160 --> 00:16:38.760]  但是當我們經歷了理性和信心之間的掙扎的時候
[00:16:38.760 --> 00:16:43.160]  我們就知道這種超越理性的信心
[00:16:43.160 --> 00:16:44.760]  是確實是真的
[00:16:44.760 --> 00:16:46.160]  還有客觀的基礎
[00:16:46.160 --> 00:16:49.160]  我相信大家有這種熟齡經歷的弟兄姊妹
[00:16:49.160 --> 00:16:53.160]  你就會明白有些事情不是從人的眼光去看
[00:16:53.160 --> 00:16:55.160]  而是要從神的眼光去看
[00:16:55.160 --> 00:16:59.160]  但是這樣說並不是我們盲目去相信
[00:16:59.160 --> 00:17:04.160]  而是我們體驗、印證、體會到上帝的真神
[00:17:04.160 --> 00:17:07.160]  《耳塞書》第40章第31節
[00:17:07.160 --> 00:17:14.160]  他也有說到等候耶和華的暫時未出現
[00:17:14.160 --> 00:17:18.160]  就必從新得力,我們就如鷹展翅上提
[00:17:18.160 --> 00:17:22.160]  他們奔跑卻不困倦,行走卻不疲憊
[00:17:22.160 --> 00:17:27.160]  你可以看到盼望使我們有種堅持力
[00:17:27.160 --> 00:17:30.160]  以及能夠繼續向前
[00:17:30.160 --> 00:17:33.160]  這些經文的出現處境就是
[00:17:33.160 --> 00:17:36.160]  以色列人在艱難絕境的時候
[00:17:36.160 --> 00:17:38.160]  他們已經走到筋疲力盡
[00:17:38.160 --> 00:17:41.160]  覺得沒有力改變局面
[00:17:41.160 --> 00:17:44.160]  只有一個出路,就是單單去仰望上帝
[00:17:44.160 --> 00:17:49.160]  大家不知道有沒有走到這個角落的經驗呢
[00:17:49.160 --> 00:17:52.160]  他們面對外在的威脅,外族的威脅
[00:17:52.160 --> 00:17:56.160]  內部的政治動盪和經濟的不穩定
[00:17:56.160 --> 00:17:58.160]  他們也沒有自欺欺人
[00:17:58.160 --> 00:18:00.160]  他們也沒有說看不到危機
[00:18:00.160 --> 00:18:02.160]  他們也不是盲目恐慌
[00:18:02.160 --> 00:18:07.160]  而是選擇了一個應付方法
[00:18:07.160 --> 00:18:10.160]  就是將目光轉向上帝
[00:18:10.160 --> 00:18:13.160]  將他的目光轉向上帝
[00:18:13.160 --> 00:18:15.160]  我很喜歡一段經文
[00:18:15.160 --> 00:18:18.160]  就是森嚴第30章第8到第9節
[00:18:18.160 --> 00:18:21.160]  求祢使虛假和謊言遠離我
[00:18:21.160 --> 00:18:24.160]  使我也不貧窮也不富足
[00:18:24.160 --> 00:18:26.160]  賜給我需要的飲食
[00:18:26.160 --> 00:18:29.160]  恐怕我吃得太飽的時候
[00:18:29.160 --> 00:18:30.160]  我就不認祢
[00:18:30.160 --> 00:18:32.160]  就說耶和華是誰
[00:18:32.160 --> 00:18:36.160]  又不要說我太窮
[00:18:36.160 --> 00:18:38.160]  怕我窮得太就去偷東西
[00:18:38.160 --> 00:18:41.160]  以致褻瀆我的神的名字
[00:18:41.160 --> 00:18:42.160]  在森嚴出現
[00:18:42.160 --> 00:18:44.160]  你覺得是不是很有智慧
[00:18:44.160 --> 00:18:46.160]  很有智慧
[00:18:46.160 --> 00:18:48.160]  求神給我們足夠
[00:18:48.160 --> 00:18:52.160]  太多可能我們會覺得我本事
[00:18:52.160 --> 00:18:55.160]  上帝不用你幫忙
[00:18:55.160 --> 00:18:57.160]  或者我太缺乏
