
[00:00:00.000 --> 00:00:07.200]  感謝主啊 有一個很溫暖的敬拜
[00:02:46.000 --> 00:02:47.800]  就說不要怕
[00:02:47.800 --> 00:02:50.400]  我給你一個大喜的訊息
[00:02:50.400 --> 00:02:52.200]  是關乎萬民的
[00:02:52.200 --> 00:02:53.600]  是什麼?第14節
[00:02:53.600 --> 00:02:54.800]  原因就是說
[00:02:54.800 --> 00:02:57.000]  因為有一位救主降生
[00:02:57.000 --> 00:02:58.400]  他是至高之處
[00:02:58.400 --> 00:02:59.800]  榮耀歸於神
[00:02:59.800 --> 00:03:03.800]  在地上平安歸於他所喜悅的人
[00:03:03.800 --> 00:03:05.000]  是不是很開心?
[00:03:05.000 --> 00:03:07.200]  所以真的要慶祝
[00:03:07.200 --> 00:03:08.600]  剛剛就說好像有人生日
[00:03:08.600 --> 00:03:10.000]  你開派對
[00:03:10.000 --> 00:03:11.400]  開開心心的
[00:03:11.400 --> 00:03:14.400]  但是原來在經文
[00:03:14.400 --> 00:03:16.100]  我們再看今天的經文
[00:03:16.100 --> 00:03:18.800]  馬太福音1:1-12
[00:03:18.800 --> 00:03:22.200]  有人在聖誕節裡很不開心
[00:03:22.200 --> 00:03:25.600]  截然不同的態度和行為
[00:03:25.600 --> 00:03:28.000]  去對待這位救主降生
[00:03:28.000 --> 00:03:31.800]  不如我們一起讀出今天的經文
[00:03:31.800 --> 00:03:33.600]  我們分兩個PowerPoint
[00:03:33.600 --> 00:03:36.400]  第一個PowerPoint
[00:03:36.400 --> 00:03:39.400]  我們請這邊的朋友讀出
[00:03:39.400 --> 00:03:40.800]  另外下一個PowerPoint
[00:03:40.800 --> 00:03:42.200]  就請這邊的朋友讀出
[00:03:42.200 --> 00:03:42.800]  好不好?
[00:03:42.800 --> 00:03:44.000]  我們預備,請
[00:03:44.900 --> 00:03:47.100]  (廣東話)
[00:03:47.200 --> 00:03:50.200]  (廣東話)
[00:03:50.300 --> 00:03:53.300]  (廣東話)
[00:03:53.400 --> 00:03:56.400]  (廣東話)
[00:03:56.500 --> 00:03:59.500]  (廣東話)
[00:03:59.600 --> 00:04:02.600]  (廣東話)
[00:04:03.500 --> 00:04:06.500]  (廣東話)
[00:04:07.400 --> 00:04:10.400]  (廣東話)
[00:04:10.500 --> 00:04:13.500]  (廣東話)
[00:04:37.500 --> 00:04:40.500]  (廣東話)
[00:04:41.000 --> 00:04:44.000]  (廣東話)
[00:04:44.000 --> 00:04:50.000]  (廣東話)
[00:04:50.000 --> 00:04:54.000]  (廣東話)
[00:04:54.000 --> 00:04:58.000]  (廣東話)
[00:04:58.000 --> 00:05:02.000]  (廣東話)
[00:05:02.000 --> 00:05:06.000]  (廣東話)
[00:05:06.000 --> 00:05:10.000]  (廣東話)
[00:05:10.500 --> 00:05:13.500]  (廣東話)
[00:05:13.500 --> 00:05:17.500]  (廣東話)
[00:05:17.500 --> 00:05:21.500]  (廣東話)
[00:05:21.500 --> 00:05:25.500]  (廣東話)
[00:05:25.500 --> 00:05:29.500]  (廣東話)
[00:05:29.500 --> 00:05:33.500]  (廣東話)
[00:05:33.500 --> 00:05:37.500]  (廣東話)
[00:05:38.500 --> 00:05:41.500]  (廣東話)
[00:05:41.500 --> 00:05:45.500]  (廣東話)
[00:05:45.500 --> 00:05:49.500]  (廣東話)
[00:05:49.500 --> 00:05:53.500]  (廣東話)
[00:05:53.500 --> 00:05:57.500]  (廣東話)
[00:05:57.500 --> 00:06:01.500]  (廣東話)
[00:06:01.500 --> 00:06:05.500]  (廣東話)
[00:06:06.500 --> 00:06:09.500]  (廣東話)
[00:06:09.500 --> 00:06:13.500]  (廣東話)
[00:06:13.500 --> 00:06:17.500]  (廣東話)
[00:06:17.500 --> 00:06:21.500]  (廣東話)
[00:06:21.500 --> 00:06:25.500]  (廣東話)
[00:06:25.500 --> 00:06:29.500]  (廣東話)
[00:06:29.500 --> 00:06:33.500]  (廣東話)
[00:06:34.500 --> 00:06:37.500]  (廣東話)
[00:06:37.500 --> 00:06:41.500]  (廣東話)
[00:06:41.500 --> 00:06:45.500]  (廣東話)
[00:06:45.500 --> 00:06:49.500]  (廣東話)
[00:06:49.500 --> 00:06:53.500]  (廣東話)
[00:06:53.500 --> 00:06:57.500]  (廣東話)
[00:06:57.500 --> 00:07:01.500]  (廣東話)
[00:07:02.500 --> 00:07:05.500]  (廣東話)
[00:07:05.500 --> 00:07:09.500]  (廣東話)
[00:07:09.500 --> 00:07:13.500]  (廣東話)
[00:07:13.500 --> 00:07:17.500]  (廣東話)
[00:07:17.500 --> 00:07:21.500]  (廣東話)
[00:07:21.500 --> 00:07:25.500]  (廣東話)
[00:07:25.500 --> 00:07:29.500]  (廣東話)
[00:07:30.500 --> 00:07:33.500]  (廣東話)
[00:07:33.500 --> 00:07:37.500]  (廣東話)
[00:07:37.500 --> 00:07:41.500]  (廣東話)
[00:07:41.500 --> 00:07:45.500]  (廣東話)
[00:07:45.500 --> 00:07:49.500]  (廣東話)
[00:07:49.500 --> 00:07:53.500]  (廣東話)
[00:07:53.500 --> 00:07:57.500]  (廣東話)
[00:07:58.500 --> 00:08:01.500]  (廣東話)
[00:08:01.500 --> 00:08:05.500]  (廣東話)
[00:08:05.500 --> 00:08:09.500]  (廣東話)
[00:08:09.500 --> 00:08:13.500]  (廣東話)
[00:08:13.500 --> 00:08:17.500]  (廣東話)
[00:08:17.500 --> 00:08:21.500]  (廣東話)
[00:08:21.500 --> 00:08:25.500]  (廣東話)
[00:08:26.500 --> 00:08:29.500]  (廣東話)
[00:08:29.500 --> 00:08:33.500]  (廣東話)
[00:08:33.500 --> 00:08:37.500]  (廣東話)
[00:08:37.500 --> 00:08:41.500]  (廣東話)
[00:08:41.500 --> 00:08:45.500]  (廣東話)
[00:08:45.500 --> 00:08:49.500]  (廣東話)
[00:08:49.500 --> 00:08:53.500]  (廣東話)
[00:08:54.500 --> 00:08:57.500]  (廣東話)
[00:08:57.500 --> 00:09:01.500]  (廣東話)
[00:09:01.500 --> 00:09:05.500]  (廣東話)
[00:09:05.500 --> 00:09:09.500]  (廣東話)
[00:09:09.500 --> 00:09:13.500]  (廣東話)
[00:09:13.500 --> 00:09:17.500]  (廣東話)
[00:09:17.500 --> 00:09:21.500]  (廣東話)
[00:09:22.500 --> 00:09:25.500]  (廣東話)
[00:09:25.500 --> 00:09:29.500]  (廣東話)
[00:09:29.500 --> 00:09:33.500]  (廣東話)
[00:09:33.500 --> 00:09:37.500]  (廣東話)
[00:09:37.500 --> 00:09:41.500]  (廣東話)
[00:09:41.500 --> 00:09:45.500]  (廣東話)
[00:09:45.500 --> 00:09:49.500]  (廣東話)
[00:09:50.500 --> 00:09:53.500]  (廣東話)
[00:09:53.500 --> 00:09:57.500]  (廣東話)
[00:09:57.500 --> 00:10:01.500]  (廣東話)
[00:10:01.500 --> 00:10:05.500]  (廣東話)
[00:10:05.500 --> 00:10:09.500]  (廣東話)
[00:10:09.500 --> 00:10:13.500]  (廣東話)
[00:10:13.500 --> 00:10:17.500]  (廣東話)
[00:10:18.500 --> 00:10:21.500]  (廣東話)
[00:10:21.500 --> 00:10:25.500]  (廣東話)
[00:10:25.500 --> 00:10:29.500]  (廣東話)
[00:10:29.500 --> 00:10:33.500]  (廣東話)
[00:10:33.500 --> 00:10:37.500]  (廣東話)
[00:10:37.500 --> 00:10:41.500]  (廣東話)
[00:10:41.500 --> 00:10:45.500]  (廣東話)
[00:10:46.500 --> 00:10:49.500]  (廣東話)
[00:10:49.500 --> 00:10:53.500]  (廣東話)
[00:10:53.500 --> 00:10:57.500]  (廣東話)
[00:10:57.500 --> 00:11:01.500]  (廣東話)
[00:11:01.500 --> 00:11:05.500]  (廣東話)
[00:11:05.500 --> 00:11:09.500]  (廣東話)
[00:11:09.500 --> 00:11:13.500]  (廣東話)
[00:11:14.500 --> 00:11:17.500]  (廣東話)
[00:11:17.500 --> 00:11:21.500]  (廣東話)
[00:11:21.500 --> 00:11:25.500]  (廣東話)
[00:11:25.500 --> 00:11:29.500]  (廣東話)
[00:11:29.500 --> 00:11:33.500]  (廣東話)
[00:11:33.500 --> 00:11:37.500]  (廣東話)
[00:11:37.500 --> 00:11:41.500]  (廣東話)
[00:11:42.500 --> 00:11:45.500]  (廣東話)
[00:11:45.500 --> 00:11:49.500]  (廣東話)
[00:11:49.500 --> 00:11:53.500]  (廣東話)
[00:11:53.500 --> 00:11:57.500]  (廣東話)
[00:11:57.500 --> 00:12:01.500]  (廣東話)
[00:12:01.500 --> 00:12:05.500]  (廣東話)
[00:12:05.500 --> 00:12:09.500]  (廣東話)
[00:12:10.500 --> 00:12:13.500]  (廣東話)
[00:12:13.500 --> 00:12:17.500]  (廣東話)
[00:12:17.500 --> 00:12:21.500]  (廣東話)
[00:12:21.500 --> 00:12:25.500]  (廣東話)
[00:12:25.500 --> 00:12:29.500]  (廣東話)
[00:12:29.500 --> 00:12:33.500]  (廣東話)
[00:12:33.500 --> 00:12:37.500]  (廣東話)
[00:12:38.500 --> 00:12:41.500]  (廣東話)
[00:12:41.500 --> 00:12:45.500]  (廣東話)
[00:12:45.500 --> 00:12:49.500]  (廣東話)
[00:12:49.500 --> 00:12:53.500]  (廣東話)
[00:12:53.500 --> 00:12:57.500]  (廣東話)
[00:12:57.500 --> 00:13:01.500]  (廣東話)
[00:13:01.500 --> 00:13:05.500]  (廣東話)
[00:13:06.500 --> 00:13:09.500]  (廣東話)
[00:13:09.500 --> 00:13:13.500]  (廣東話)
[00:13:13.500 --> 00:13:17.500]  (廣東話)
[00:13:17.500 --> 00:13:21.500]  (廣東話)
[00:13:21.500 --> 00:13:25.500]  (廣東話)
[00:13:25.500 --> 00:13:29.500]  (廣東話)
[00:13:29.500 --> 00:13:33.500]  (廣東話)
[00:13:34.500 --> 00:13:37.500]  (廣東話)
[00:13:37.500 --> 00:13:41.500]  (廣東話)
[00:13:41.500 --> 00:13:45.500]  (廣東話)
[00:13:45.500 --> 00:13:49.500]  (廣東話)
[00:13:49.500 --> 00:13:53.500]  (廣東話)
[00:13:53.500 --> 00:13:57.500]  (廣東話)
[00:13:57.500 --> 00:14:01.500]  (廣東話)
[00:14:02.500 --> 00:14:05.500]  (廣東話)
[00:14:05.500 --> 00:14:09.500]  (廣東話)
[00:14:09.500 --> 00:14:13.500]  (廣東話)
[00:14:13.500 --> 00:14:17.500]  (廣東話)
[00:14:17.500 --> 00:14:21.500]  (廣東話)
[00:14:21.500 --> 00:14:25.500]  (廣東話)
[00:14:25.500 --> 00:14:29.500]  (廣東話)
[00:14:30.500 --> 00:14:33.500]  (廣東話)
[00:14:33.500 --> 00:14:37.500]  (廣東話)
[00:14:37.500 --> 00:14:41.500]  (廣東話)
[00:14:41.500 --> 00:14:45.500]  (廣東話)
[00:14:45.500 --> 00:14:49.500]  (廣東話)
[00:14:49.500 --> 00:14:53.500]  (廣東話)
[00:14:53.500 --> 00:14:57.500]  (廣東話)
[00:14:58.500 --> 00:15:01.500]  (廣東話)
[00:15:01.500 --> 00:15:05.500]  (廣東話)
[00:15:05.500 --> 00:15:09.500]  (廣東話)
[00:15:09.500 --> 00:15:13.500]  (廣東話)
[00:15:13.500 --> 00:15:17.500]  (廣東話)
[00:15:17.500 --> 00:15:21.500]  (廣東話)
[00:15:21.500 --> 00:15:25.500]  (廣東話)
[00:15:26.500 --> 00:15:29.500]  (廣東話)
[00:15:29.500 --> 00:15:33.500]  (廣東話)
[00:15:33.500 --> 00:15:37.500]  (廣東話)
[00:15:37.500 --> 00:15:41.500]  (廣東話)
[00:15:41.500 --> 00:15:45.500]  (廣東話)
[00:15:45.500 --> 00:15:49.500]  (廣東話)
[00:15:49.500 --> 00:15:53.500]  (廣東話)
[00:15:54.500 --> 00:15:57.500]  (廣東話)
[00:15:57.500 --> 00:16:01.500]  (廣東話)
[00:16:01.500 --> 00:16:05.500]  (廣東話)
[00:16:05.500 --> 00:16:09.500]  (廣東話)
[00:16:09.500 --> 00:16:13.500]  (廣東話)
[00:16:13.500 --> 00:16:17.500]  (廣東話)
[00:16:17.500 --> 00:16:21.500]  (廣東話)
[00:16:22.500 --> 00:16:25.500]  (廣東話)
[00:16:25.500 --> 00:16:29.500]  (廣東話)
[00:16:29.500 --> 00:16:33.500]  (廣東話)
[00:16:33.500 --> 00:16:37.500]  (廣東話)
[00:16:37.500 --> 00:16:41.500]  (廣東話)
[00:16:41.500 --> 00:16:45.500]  (廣東話)
[00:16:45.500 --> 00:16:49.500]  (廣東話)
[00:16:50.500 --> 00:16:53.500]  (廣東話)
[00:16:53.500 --> 00:16:57.500]  (廣東話)
[00:16:57.500 --> 00:17:01.500]  (廣東話)
[00:17:01.500 --> 00:17:05.500]  (廣東話)
[00:17:05.500 --> 00:17:09.500]  (廣東話)
[00:17:09.500 --> 00:17:13.500]  (廣東話)
[00:17:13.500 --> 00:17:17.500]  (廣東話)
[00:17:18.500 --> 00:17:21.500]  (廣東話)
[00:17:21.500 --> 00:17:25.500]  (廣東話)
[00:17:25.500 --> 00:17:29.500]  (廣東話)
[00:17:29.500 --> 00:17:33.500]  (廣東話)
[00:17:33.500 --> 00:17:37.500]  (廣東話)
[00:17:37.500 --> 00:17:41.500]  (廣東話)
[00:17:41.500 --> 00:17:45.500]  (廣東話)
[00:17:46.500 --> 00:17:49.500]  (廣東話)
[00:17:49.500 --> 00:17:53.500]  (廣東話)
[00:17:53.500 --> 00:17:57.500]  (廣東話)
[00:17:57.500 --> 00:18:01.500]  (廣東話)
[00:18:01.500 --> 00:18:05.500]  (廣東話)
[00:18:05.500 --> 00:18:09.500]  (廣東話)
[00:18:09.500 --> 00:18:13.500]  (廣東話)
[00:18:14.500 --> 00:18:17.500]  (廣東話)
[00:18:17.500 --> 00:18:21.500]  (廣東話)
[00:18:21.500 --> 00:18:25.500]  (廣東話)
[00:18:25.500 --> 00:18:29.500]  (廣東話)
[00:18:29.500 --> 00:18:33.500]  (廣東話)
[00:18:33.500 --> 00:18:37.500]  (廣東話)
[00:18:37.500 --> 00:18:41.500]  (廣東話)
[00:18:42.500 --> 00:18:45.500]  (廣東話)
[00:18:45.500 --> 00:18:49.500]  (廣東話)
[00:18:49.500 --> 00:18:53.500]  (廣東話)
[00:18:53.500 --> 00:18:57.500]  (廣東話)
[00:18:57.500 --> 00:19:01.500]  (廣東話)
[00:19:01.500 --> 00:19:05.500]  (廣東話)
[00:19:05.500 --> 00:19:09.500]  (廣東話)
[00:19:10.500 --> 00:19:13.500]  (廣東話)
[00:19:13.500 --> 00:19:17.500]  (廣東話)
[00:19:17.500 --> 00:19:21.500]  (廣東話)
[00:19:21.500 --> 00:19:25.500]  (廣東話)
[00:19:25.500 --> 00:19:29.500]  (廣東話)
[00:19:29.500 --> 00:19:33.500]  (廣東話)
[00:19:33.500 --> 00:19:37.500]  (廣東話)
[00:19:38.500 --> 00:19:41.500]  (廣東話)
[00:19:41.500 --> 00:19:45.500]  (廣東話)
[00:19:45.500 --> 00:19:49.500]  (廣東話)
[00:19:49.500 --> 00:19:53.500]  (廣東話)
[00:19:53.500 --> 00:19:57.500]  (廣東話)
[00:19:57.500 --> 00:20:01.500]  (廣東話)
[00:20:01.500 --> 00:20:05.500]  (廣東話)
[00:20:06.500 --> 00:20:09.500]  (廣東話)
[00:20:09.500 --> 00:20:13.500]  (廣東話)
[00:20:13.500 --> 00:20:17.500]  (廣東話)
[00:20:17.500 --> 00:20:21.500]  (廣東話)
[00:20:21.500 --> 00:20:25.500]  (廣東話)
[00:20:25.500 --> 00:20:29.500]  (廣東話)
[00:20:29.500 --> 00:20:33.500]  (廣東話)
[00:20:34.500 --> 00:20:37.500]  (廣東話)
[00:20:37.500 --> 00:20:41.500]  (廣東話)
[00:20:41.500 --> 00:20:45.500]  (廣東話)
[00:20:45.500 --> 00:20:49.500]  (廣東話)
[00:20:49.500 --> 00:20:53.500]  (廣東話)
[00:20:53.500 --> 00:20:57.500]  (廣東話)
[00:20:57.500 --> 00:21:01.500]  (廣東話)
[00:21:02.500 --> 00:21:05.500]  (廣東話)
[00:21:05.500 --> 00:21:09.500]  (廣東話)
[00:21:09.500 --> 00:21:13.500]  (廣東話)
[00:21:13.500 --> 00:21:17.500]  (廣東話)
[00:21:17.500 --> 00:21:21.500]  (廣東話)
[00:21:21.500 --> 00:21:25.500]  (廣東話)
[00:21:25.500 --> 00:21:29.500]  (廣東話)
[00:21:30.500 --> 00:21:33.500]  (廣東話)
[00:21:33.500 --> 00:21:37.500]  (廣東話)
[00:21:37.500 --> 00:21:41.500]  (廣東話)
[00:21:41.500 --> 00:21:45.500]  (廣東話)
[00:21:45.500 --> 00:21:49.500]  (廣東話)
[00:21:49.500 --> 00:21:53.500]  (廣東話)
[00:21:53.500 --> 00:21:57.500]  (廣東話)
[00:21:58.500 --> 00:22:01.500]  (廣東話)
[00:22:01.500 --> 00:22:05.500]  (廣東話)
[00:22:05.500 --> 00:22:09.500]  (廣東話)
[00:22:09.500 --> 00:22:13.500]  (廣東話)
[00:22:13.500 --> 00:22:17.500]  (廣東話)
[00:22:17.500 --> 00:22:21.500]  (廣東話)
[00:22:21.500 --> 00:22:25.500]  (廣東話)
[00:22:26.500 --> 00:22:29.500]  (廣東話)
[00:22:29.500 --> 00:22:33.500]  (廣東話)
[00:22:33.500 --> 00:22:37.500]  (廣東話)
[00:22:37.500 --> 00:22:41.500]  (廣東話)
[00:22:41.500 --> 00:22:45.500]  (廣東話)
[00:22:45.500 --> 00:22:49.500]  (廣東話)
[00:22:49.500 --> 00:22:53.500]  (廣東話)
[00:22:54.500 --> 00:22:57.500]  (廣東話)
[00:22:57.500 --> 00:23:01.500]  (廣東話)
[00:23:01.500 --> 00:23:05.500]  (廣東話)
[00:23:05.500 --> 00:23:09.500]  (廣東話)
[00:23:09.500 --> 00:23:13.500]  (廣東話)
[00:23:13.500 --> 00:23:17.500]  (廣東話)
[00:23:17.500 --> 00:23:21.500]  (廣東話)
[00:23:22.500 --> 00:23:25.500]  (廣東話)
[00:23:25.500 --> 00:23:29.500]  (廣東話)
[00:23:29.500 --> 00:23:33.500]  (廣東話)
[00:23:33.500 --> 00:23:37.500]  (廣東話)
[00:23:37.500 --> 00:23:41.500]  (廣東話)
[00:23:41.500 --> 00:23:45.500]  (廣東話)
[00:23:45.500 --> 00:23:49.500]  (廣東話)
[00:23:50.500 --> 00:23:53.500]  (廣東話)
[00:23:53.500 --> 00:23:57.500]  (廣東話)
[00:23:57.500 --> 00:24:01.500]  (廣東話)
[00:24:01.500 --> 00:24:05.500]  (廣東話)
[00:24:05.500 --> 00:24:09.500]  (廣東話)
[00:24:09.500 --> 00:24:13.500]  (廣東話)
[00:24:13.500 --> 00:24:17.500]  (廣東話)
[00:24:18.500 --> 00:24:21.500]  (廣東話)
[00:24:21.500 --> 00:24:25.500]  (廣東話)
[00:24:25.500 --> 00:24:29.500]  (廣東話)
[00:24:29.500 --> 00:24:33.500]  (廣東話)
[00:24:33.500 --> 00:24:37.500]  (廣東話)
[00:24:37.500 --> 00:24:41.500]  (廣東話)
[00:24:41.500 --> 00:24:45.500]  (廣東話)
[00:24:46.500 --> 00:24:49.500]  (廣東話)
[00:24:49.500 --> 00:24:53.500]  (廣東話)
[00:24:53.500 --> 00:24:57.500]  (廣東話)
[00:24:57.500 --> 00:25:01.500]  (廣東話)
[00:25:01.500 --> 00:25:05.500]  (廣東話)
[00:25:05.500 --> 00:25:09.500]  (廣東話)
[00:25:09.500 --> 00:25:13.500]  (廣東話)
[00:25:14.500 --> 00:25:17.500]  (廣東話)
[00:25:17.500 --> 00:25:21.500]  (廣東話)
[00:25:21.500 --> 00:25:25.500]  (廣東話)
[00:25:25.500 --> 00:25:29.500]  (廣東話)
[00:25:29.500 --> 00:25:33.500]  (廣東話)
[00:25:33.500 --> 00:25:37.500]  (廣東話)
[00:25:37.500 --> 00:25:41.500]  (廣東話)
[00:25:42.500 --> 00:25:45.500]  (廣東話)
[00:25:45.500 --> 00:25:49.500]  (廣東話)
[00:25:49.500 --> 00:25:53.500]  (廣東話)
[00:25:53.500 --> 00:25:57.500]  (廣東話)
[00:25:57.500 --> 00:26:01.500]  (廣東話)
[00:26:01.500 --> 00:26:05.500]  (廣東話)
[00:26:05.500 --> 00:26:09.500]  (廣東話)
[00:26:10.500 --> 00:26:13.500]  (廣東話)
[00:26:13.500 --> 00:26:17.500]  (廣東話)
[00:26:17.500 --> 00:26:21.500]  (廣東話)
[00:26:21.500 --> 00:26:25.500]  (廣東話)
[00:26:25.500 --> 00:26:29.500]  (廣東話)
[00:26:29.500 --> 00:26:33.500]  (廣東話)
[00:26:33.500 --> 00:26:37.500]  (廣東話)
[00:26:38.500 --> 00:26:41.500]  (廣東話)
[00:26:41.500 --> 00:26:45.500]  (廣東話)
[00:26:45.500 --> 00:26:49.500]  (廣東話)
[00:26:49.500 --> 00:26:53.500]  (廣東話)
[00:26:53.500 --> 00:26:57.500]  (廣東話)
[00:26:57.500 --> 00:27:01.500]  (廣東話)
[00:27:01.500 --> 00:27:05.500]  (廣東話)
[00:27:06.500 --> 00:27:09.500]  (廣東話)
[00:27:09.500 --> 00:27:13.500]  (廣東話)
[00:27:13.500 --> 00:27:17.500]  (廣東話)
[00:27:17.500 --> 00:27:21.500]  (廣東話)
[00:27:21.500 --> 00:27:25.500]  (廣東話)
[00:27:25.500 --> 00:27:29.500]  (廣東話)
[00:27:29.500 --> 00:27:33.500]  (廣東話)
[00:27:34.500 --> 00:27:37.500]  (廣東話)
[00:27:37.500 --> 00:27:41.500]  (廣東話)
[00:27:41.500 --> 00:27:45.500]  (廣東話)
[00:27:45.500 --> 00:27:49.500]  (廣東話)
[00:27:49.500 --> 00:27:53.500]  (廣東話)
[00:27:53.500 --> 00:27:57.500]  (廣東話)
[00:27:57.500 --> 00:28:01.500]  (廣東話)
[00:28:02.500 --> 00:28:05.500]  (廣東話)
[00:28:05.500 --> 00:28:09.500]  (廣東話)
[00:28:09.500 --> 00:28:13.500]  (廣東話)
[00:28:13.500 --> 00:28:17.500]  (廣東話)
[00:28:17.500 --> 00:28:21.500]  (廣東話)
[00:28:21.500 --> 00:28:25.500]  (廣東話)
[00:28:25.500 --> 00:28:29.500]  (廣東話)
[00:28:30.500 --> 00:28:33.500]  (廣東話)
[00:28:33.500 --> 00:28:37.500]  (廣東話)
[00:28:37.500 --> 00:28:41.500]  (廣東話)
[00:28:41.500 --> 00:28:45.500]  (廣東話)
[00:28:45.500 --> 00:28:49.500]  (廣東話)
[00:28:49.500 --> 00:28:53.500]  (廣東話)
[00:28:53.500 --> 00:28:57.500]  (廣東話)
[00:28:58.500 --> 00:29:01.500]  (廣東話)
[00:29:01.500 --> 00:29:05.500]  (廣東話)
[00:29:05.500 --> 00:29:09.500]  (廣東話)
[00:29:09.500 --> 00:29:13.500]  (廣東話)
[00:29:13.500 --> 00:29:17.500]  (廣東話)
[00:29:17.500 --> 00:29:21.500]  (廣東話)
[00:29:21.500 --> 00:29:25.500]  (廣東話)
[00:29:26.500 --> 00:29:29.500]  (廣東話)
[00:29:29.500 --> 00:29:33.500]  (廣東話)
[00:29:33.500 --> 00:29:37.500]  (廣東話)
[00:29:37.500 --> 00:29:41.500]  (廣東話)
[00:29:41.500 --> 00:29:45.500]  (廣東話)
[00:29:45.500 --> 00:29:49.500]  (廣東話)
[00:29:49.500 --> 00:29:53.500]  (廣東話)
[00:29:54.500 --> 00:29:57.500]  (廣東話)
[00:29:57.500 --> 00:30:01.500]  (廣東話)
[00:30:01.500 --> 00:30:05.500]  (廣東話)
[00:30:05.500 --> 00:30:09.500]  (廣東話)
[00:30:09.500 --> 00:30:13.500]  (廣東話)
[00:30:13.500 --> 00:30:17.500]  (廣東話)
[00:30:17.500 --> 00:30:21.500]  (廣東話)
[00:30:22.500 --> 00:30:25.500]  (廣東話)
[00:30:25.500 --> 00:30:29.500]  (廣東話)
[00:30:29.500 --> 00:30:33.500]  (廣東話)
[00:30:33.500 --> 00:30:37.500]  (廣東話)
