
[00:00:00.000 --> 00:00:05.000]  一樣我們會看彼得的一生
[00:03:05.000 --> 00:03:09.000]  考慮離港還是繼續留在這裡的時候
[00:03:09.000 --> 00:03:11.000]  我們能夠再一起
[00:03:11.000 --> 00:03:14.000]  結集一班跟你一起成長
[00:03:14.000 --> 00:03:16.000]  一起去面對
[00:03:16.000 --> 00:03:18.000]  作見證的一班信徒
[00:03:19.000 --> 00:03:22.000]  X團契之所以這樣寫
[00:03:22.000 --> 00:03:25.000]  是因為我們的E是小的
[00:03:25.000 --> 00:03:27.000]  E代表Ego
[00:03:27.000 --> 00:03:29.000]  我們很想在成長進程裡面
[00:03:29.000 --> 00:03:32.000]  我們的Ego是小
[00:03:32.000 --> 00:03:34.000]  甚至是逐漸縮小
[00:03:34.000 --> 00:03:38.000]  而這個X是代表基督在希臘文裡面
[00:03:38.000 --> 00:03:40.000]  第一個的字母
[00:03:40.000 --> 00:03:44.000]  所以我們在基督的旁邊
[00:03:44.000 --> 00:03:46.000]  是小的代表祂是任我們
[00:03:46.000 --> 00:03:48.000]  也在我們成長的進程裡面
[00:03:48.000 --> 00:03:50.000]  我們看到自己越來越小
[00:03:50.000 --> 00:03:53.000]  基督在我們生命裡面去顯大
[00:03:53.000 --> 00:04:00.000]  這個想法是源自2003年
[00:04:00.000 --> 00:04:02.000]  我剛剛畢業不久
[00:04:02.000 --> 00:04:03.000]  在長洲的一間教會
[00:04:03.000 --> 00:04:08.000]  大家可以看到長洲在這四張卡的背景
[00:04:08.000 --> 00:04:14.000]  當時開展了一個青年的團契
[00:04:14.000 --> 00:04:17.000]  其實是中一至中三
[00:04:17.000 --> 00:04:19.000]  我們就叫做XZONE
[00:04:19.000 --> 00:04:21.000]  當時很流行ZONE這個字
[00:04:21.000 --> 00:04:23.000]  所以我們就取其名
[00:04:23.000 --> 00:04:24.000]  由當時開始
[00:04:24.000 --> 00:04:25.000]  我們有四個
[00:04:25.000 --> 00:04:26.000]  就是回到教會之後
[00:04:26.000 --> 00:04:27.000]  我們其實由零開始
[00:04:27.000 --> 00:04:30.000]  然後建立了一個幾十人的ZONE
[00:04:30.000 --> 00:04:33.000]  我們很想在大家的成長裡面
[00:04:33.000 --> 00:04:34.000]  有一些進程
[00:04:34.000 --> 00:04:38.000]  這個是栽培課程的四張卡
[00:04:38.000 --> 00:04:40.000]  有四個階段
[00:04:40.000 --> 00:04:41.000]  第一個階段就是
[00:04:41.000 --> 00:04:42.000]  E很大
[00:04:42.000 --> 00:04:44.000]  當我們初信主的時候
[00:04:44.000 --> 00:04:46.000]  基督很小
[00:04:46.000 --> 00:04:49.000]  但繼續成長到第二個階段的時候
[00:04:49.000 --> 00:04:50.000]  E就縮小了一點
[00:04:50.000 --> 00:04:51.000]  X就大了
[00:04:51.000 --> 00:04:54.000]  大家看到E是慢慢縮小
[00:04:54.000 --> 00:04:55.000]  X是慢慢變大
[00:04:55.000 --> 00:04:56.000]  我們很想
[00:04:56.000 --> 00:04:59.000]  當我們面對自己成長階段的時候
[00:04:59.000 --> 00:05:01.000]  我們自己的ego
[00:05:01.000 --> 00:05:04.000]  是慢慢縮小
[00:05:04.000 --> 00:05:06.000]  學習怎樣去信服
[00:05:06.000 --> 00:05:07.000]  學習怎樣去降服
[00:05:07.000 --> 00:05:10.000]  怎樣在我們的人生裡面
[00:05:10.000 --> 00:05:13.000]  我們看到基督是顯大的
[00:05:13.000 --> 00:05:15.000]  基督作王
[00:05:15.000 --> 00:05:20.000]  三星期之前說了一篇道理
[00:05:20.000 --> 00:05:23.000]  是說到哥羅西書第二章
[00:05:23.000 --> 00:05:26.000]  說了我們怎樣活在基督裡面
[00:05:26.000 --> 00:05:27.000]  遵主而行
[00:05:27.000 --> 00:05:31.000]  遵主而行有四個成長的進程
[00:05:31.000 --> 00:05:32.000]  我嘗試
[00:05:32.000 --> 00:05:33.000]  今天很複雜
[00:05:33.000 --> 00:05:34.000]  對不起
[00:05:34.000 --> 00:05:36.000]  就是將四個階段
[00:05:36.000 --> 00:05:37.000]  放在四個進程
[00:05:37.000 --> 00:05:42.000]  再放在四個彼得的生平裡面去看
[00:05:42.000 --> 00:05:44.000]  那四個進程分別是生因建造
[00:05:44.000 --> 00:05:45.000]  信心堅固
[00:05:45.000 --> 00:05:47.000]  充滿感恩
[00:05:47.000 --> 00:05:50.000]  我相信我們未必每個人都有
[00:05:50.000 --> 00:05:52.000]  在某一個進程裡面
[00:05:52.000 --> 00:05:53.000]  或者你在一個期間
[00:05:53.000 --> 00:05:56.000]  你正在經歷四件事都不一定
[00:05:56.000 --> 00:05:57.000]  但我們很想看看
[00:05:57.000 --> 00:05:59.000]  彼得他的人生
[00:05:59.000 --> 00:06:00.000]  又或者他的經歷
[00:06:00.000 --> 00:06:02.000]  怎樣能夠幫到
[00:06:02.000 --> 00:06:04.000]  甚至祝福到我們
[00:06:04.000 --> 00:06:06.000]  首先我想看看
[00:06:06.000 --> 00:06:09.000]  彼得和耶穌初初相遇的時候
[00:06:09.000 --> 00:06:11.000]  在《馬太福音》第四章
[00:06:11.000 --> 00:06:13.000]  第18-20節
[00:06:13.000 --> 00:06:15.000]  今天經文眾多
[00:06:15.000 --> 00:06:18.000]  所以我不會和大家讀那些聖經
[00:06:18.000 --> 00:06:21.000]  只會高光一下經文裡面的重點
[00:06:21.000 --> 00:06:22.000]  在這段聖經裡面
[00:06:22.000 --> 00:06:25.000]  看到彼得去認識耶穌
[00:06:25.000 --> 00:06:27.000]  他之前聽聞過耶穌
[00:06:27.000 --> 00:06:28.000]  他也見過耶穌
[00:06:28.000 --> 00:06:30.000]  但他真正去認識耶穌
[00:06:30.000 --> 00:06:32.000]  就是在這段聖經
[00:06:32.000 --> 00:06:33.000]  他在這段聖經裡面
[00:06:33.000 --> 00:06:37.000]  他學習怎樣放下自己的所有
[00:06:37.000 --> 00:06:39.000]  當耶穌看見
[00:06:39.000 --> 00:06:40.000]  經文提到
[00:06:40.000 --> 00:06:43.000]  當耶穌看見彼得在海裡撒網的時候
[00:06:43.000 --> 00:06:45.000]  19節就用來這個字
[00:06:45.000 --> 00:06:48.000]  一個命令式的動詞
[00:06:48.000 --> 00:06:50.000]  去吩咐彼得去跟從他
[00:06:50.000 --> 00:06:51.000]  到了第20節
[00:06:51.000 --> 00:06:54.000]  彼得和他的兄長
[00:06:54.000 --> 00:06:57.000]  立刻將他的網放棄
[00:06:57.000 --> 00:06:58.000]  捨棄了
[00:06:58.000 --> 00:06:59.000]  跟從了他
[00:06:59.000 --> 00:07:00.000]  這裡有兩個字
[00:07:00.000 --> 00:07:01.000]  捨
[00:07:01.000 --> 00:07:03.000]  就是放下的意思
[00:07:03.000 --> 00:07:10.000]  網是當時那些人賴以為生的一個工具
[00:07:10.000 --> 00:07:12.000]  每一個人去跟從主
[00:07:12.000 --> 00:07:17.000]  其實都多少會放下一些自己
[00:07:17.000 --> 00:07:21.000]  最明顯的就是一些不合聖經
[00:07:21.000 --> 00:07:24.000]  或者不合真理的壞習慣
[00:07:24.000 --> 00:07:26.000]  一些價值觀
[00:07:26.000 --> 00:07:30.000]  彼得當時他面對著耶穌
[00:07:30.000 --> 00:07:32.000]  叫他放棄
[00:07:32.000 --> 00:07:33.000]  放下一些東西的時候
[00:07:33.000 --> 00:07:35.000]  他就單純的回應
[00:07:35.000 --> 00:07:40.000]  而這樣就展開了他人生的新一頁
[00:07:40.000 --> 00:07:42.000]  或者我們想想
[00:07:42.000 --> 00:07:43.000]  最近見水禮
[00:07:43.000 --> 00:07:48.000]  有很多弟兄姊妹都寫了看他們的見證
[00:07:48.000 --> 00:07:49.000]  我們想想
[00:07:49.000 --> 00:07:51.000]  我們自己當我們遇到耶穌
[00:07:51.000 --> 00:07:53.000]  真實的遇到耶穌的時候
[00:07:53.000 --> 00:07:56.000]  你自己是不是又為主耶穌
[00:07:56.000 --> 00:07:59.000]  去放下一些東西
[00:08:00.000 --> 00:08:03.000]  第二段經文在路加福音第五章一至八節
[00:08:03.000 --> 00:08:07.000]  當彼得願意放下自己的時候
[00:08:07.000 --> 00:08:12.000]  他其實同時都在學習什麼是信仰
[00:08:12.000 --> 00:08:14.000]  在這段聖經裡面說到
[00:08:14.000 --> 00:08:17.000]  他放下自己的經驗
[00:08:17.000 --> 00:08:20.000]  這段聖經說到耶穌再次呼召彼得
[00:08:20.000 --> 00:08:22.000]  就是說第一次呼召完之後
[00:08:22.000 --> 00:08:24.000]  他們還沒有啟程
[00:08:24.000 --> 00:08:28.000]  彼得對耶穌的認識還沒有非常透徹
[00:08:28.000 --> 00:08:29.000]  第四節
[00:08:29.000 --> 00:08:32.000]  耶穌面對著西門說
[00:08:32.000 --> 00:08:35.000]  把船開到水深之處
[00:08:35.000 --> 00:08:37.000]  下網打魚
[00:08:37.000 --> 00:08:39.000]  上一次就叫他放下
[00:08:39.000 --> 00:08:40.000]  當時他放下就馬上跟從
[00:08:40.000 --> 00:08:41.000]  但還沒有啟程
[00:08:41.000 --> 00:08:42.000]  他繼續上班
[00:08:42.000 --> 00:08:43.000]  上班回到家
[00:08:43.000 --> 00:08:45.000]  他真的啟程
[00:08:45.000 --> 00:08:47.000]  都是用命令式去吩咐彼得
[00:08:47.000 --> 00:08:52.000]  要開道和下網
[00:08:52.000 --> 00:08:53.000]  上次就說要放下
[00:08:53.000 --> 00:08:56.000]  這次就說你要嘗試去
[00:08:56.000 --> 00:08:57.000]  而且是要下網
[00:08:57.000 --> 00:08:59.000]  第五節彼得就說
[00:08:59.000 --> 00:09:01.000]  夫子我們昨晚就整晚打了魚
[00:09:01.000 --> 00:09:04.000]  我們都沒有收穫
[00:09:04.000 --> 00:09:06.000]  但是衣蟲來的話
[00:09:06.000 --> 00:09:08.000]  我就下網
[00:09:08.000 --> 00:09:11.000]  結果他就捕到很多魚
[00:09:11.000 --> 00:09:14.000]  當時他這段經文說到
[00:09:14.000 --> 00:09:16.000]  看到彼得的反應和行動
[00:09:16.000 --> 00:09:18.000]  其實都很相似的日常生活
[00:09:18.000 --> 00:09:24.000]  我們介乎於相信和懷疑的中間
[00:09:24.000 --> 00:09:25.000]  我們都相信神
[00:09:25.000 --> 00:09:27.000]  但我們很多時候都懷疑
[00:09:27.000 --> 00:09:29.000]  神的心意是不是這樣
[00:09:29.000 --> 00:09:30.000]  是不是這樣
[00:09:30.000 --> 00:09:31.000]  在生活上
[00:09:31.000 --> 00:09:33.000]  當時彼得打魚就打了一整晚
[00:09:33.000 --> 00:09:35.000]  第二次就說到
[00:09:35.000 --> 00:09:37.000]  他已經下班了
[00:09:37.000 --> 00:09:39.000]  網都在收緊
[00:09:39.000 --> 00:09:41.000]  打算清潔網
[00:09:41.000 --> 00:09:43.000]  然後就去吃早飯
[00:09:43.000 --> 00:09:45.000]  但誰知耶穌就說
[00:09:45.000 --> 00:09:47.000]  借你的船來讓我出去廣道
[00:09:47.000 --> 00:09:49.000]  他就想著都可以
[00:09:49.000 --> 00:09:50.000]  開一會OT等你說完
[00:09:50.000 --> 00:09:51.000]  我就去吃飯
[00:09:51.000 --> 00:09:54.000]  但是耶穌就不是說完就算
[00:09:54.000 --> 00:09:56.000]  耶穌還說
[00:09:56.000 --> 00:09:59.000]  不如你駛船去那裡打魚
[00:09:59.000 --> 00:10:03.000]  正常來說我們都會揣測
[00:10:03.000 --> 00:10:06.000]  作為一個捕魚的人
[00:10:06.000 --> 00:10:10.000]  有一個木匠去點你去那裡打魚
[00:10:10.000 --> 00:10:14.000]  他心裡面當時是有懷疑
[00:10:14.000 --> 00:10:16.000]  究竟這樣是否可以
[00:10:16.000 --> 00:10:18.000]  我們的日常生活
[00:10:18.000 --> 00:10:20.000]  我們都經常懷疑究竟
[00:10:20.000 --> 00:10:22.000]  這樣衣蟲耶穌的說法
[00:10:22.000 --> 00:10:25.000]  是可以還是不可以
[00:10:25.000 --> 00:10:27.000]  但聖經說
[00:10:27.000 --> 00:10:29.000]  他就衣蟲耶穌
[00:10:29.000 --> 00:10:31.000]  他在這裡學習的就是
[00:10:31.000 --> 00:10:34.000]  他再一次去放下信服
[00:10:34.000 --> 00:10:37.000]  我們如果聽三福的時候
[00:10:37.000 --> 00:10:39.000]  都有聽過
[00:10:39.000 --> 00:10:40.000]  我們信主之後
[00:10:40.000 --> 00:10:43.000]  我們還要將主權交給上帝
[00:10:43.000 --> 00:10:45.000]  這句話
[00:10:45.000 --> 00:10:47.000]  其實他心裡面是有疑惑
[00:10:47.000 --> 00:10:49.000]  但他就回應耶穌
[00:10:49.000 --> 00:10:52.000]  我衣蟲來的話
[00:10:52.000 --> 00:10:55.000]  就是主權的移交
[00:10:55.000 --> 00:10:58.000]  在初信主的時候
[00:10:58.000 --> 00:11:00.000]  我們都有很多這些問題
[00:11:00.000 --> 00:11:02.000]  經驗社會的價值
[00:11:02.000 --> 00:11:05.000]  告訴我們我們應該怎樣做
[00:11:05.000 --> 00:11:07.000]  Brian就告訴我們
[00:11:07.000 --> 00:11:10.000]  成功應該這樣
[00:11:10.000 --> 00:11:11.000]  有很多人
[00:11:11.000 --> 00:11:12.000]  你身邊的同事
[00:11:12.000 --> 00:11:13.000]  你的老闆
[00:11:13.000 --> 00:11:14.000]  你看YouTube
[00:11:14.000 --> 00:11:16.000]  各樣東西都告訴你
[00:11:16.000 --> 00:11:17.000]  有一種價值
[00:11:17.000 --> 00:11:20.000]  是幫你達到某個層次
[00:11:20.000 --> 00:11:21.000]  不過
[00:11:21.000 --> 00:11:23.000]  當你看到聖經裡面
[00:11:23.000 --> 00:11:24.000]  有句說法
[00:11:24.000 --> 00:11:26.000]  和世界的說法不同的時候
[00:11:26.000 --> 00:11:29.000]  究竟我們是衣蟲
[00:11:29.000 --> 00:11:31.000]  你身邊人的說法
[00:11:31.000 --> 00:11:35.000]  還是你會衣蟲耶穌的說話
[00:11:35.000 --> 00:11:38.000]  我們有個問題就是
[00:11:38.000 --> 00:11:40.000]  當我們看到彼得
[00:11:40.000 --> 00:11:41.000]  他都這樣的時候
[00:11:41.000 --> 00:11:42.000]  我們又願不願意
[00:11:42.000 --> 00:11:43.000]  好像彼得一樣
[00:11:43.000 --> 00:11:45.000]  學習去衣蟲耶穌
[00:11:45.000 --> 00:11:47.000]  彼得這個行動讓他
[00:11:47.000 --> 00:11:49.000]  是一個半桶水的信徒
[00:11:49.000 --> 00:11:51.000]  因為在第五節那裡
[00:11:51.000 --> 00:11:54.000]  他才仍然稱呼耶穌為夫子
[00:11:54.000 --> 00:11:56.000]  由半桶水的信仰
[00:11:56.000 --> 00:11:57.000]  他變成確信
[00:11:57.000 --> 00:11:59.000]  為什麼我們看到他變成確信呢
[00:11:59.000 --> 00:12:00.000]  就是在第八節
[00:12:00.000 --> 00:12:02.000]  他說主啊離開我
[00:12:02.000 --> 00:12:03.000]  我是個罪人
[00:12:03.000 --> 00:12:04.000]  他罵了很多語
[00:12:04.000 --> 00:12:05.000]  應該很開心
[00:12:05.000 --> 00:12:07.000]  但那一刻他突然間set了
[00:12:07.000 --> 00:12:09.000]  就是說主啊你離開我
[00:12:09.000 --> 00:12:10.000]  我不配
[00:12:10.000 --> 00:12:12.000]  他深深的覺得不配
[00:12:12.000 --> 00:12:15.000]  因為他覺得
[00:12:15.000 --> 00:12:17.000]  為什麼我之前不是這麼肯定的
[00:12:17.000 --> 00:12:20.000]  去相信這一位耶穌
[00:12:20.000 --> 00:12:22.000]  耶穌肯定他
[00:12:22.000 --> 00:12:23.000]  安慰他
[00:12:23.000 --> 00:12:24.000]  不要怕
[00:12:24.000 --> 00:12:26.000]  你之後就要得人了
[00:12:26.000 --> 00:12:28.000]  十一節直接的說
[00:12:28.000 --> 00:12:29.000]  他就撇下所有
[00:12:29.000 --> 00:12:31.000]  跟從耶穌
[00:12:31.000 --> 00:12:35.000]  在成長的裡面
[00:12:35.000 --> 00:12:36.000]  大家可以回憶一下
[00:12:36.000 --> 00:12:38.000]  我們總會有一些
[00:12:38.000 --> 00:12:39.000]  就是位置是
[00:12:39.000 --> 00:12:41.000]  我們很深信
[00:12:41.000 --> 00:12:43.000]  我們很經歷上帝
[00:12:43.000 --> 00:12:45.000]  很經歷耶穌
[00:12:45.000 --> 00:12:48.000]  但我們又很疑惑
[00:12:48.000 --> 00:12:50.000]  不過當你再去認清
[00:12:50.000 --> 00:12:51.000]  你所信的神
[00:12:51.000 --> 00:12:53.000]  是一個怎樣的神的時候
[00:12:53.000 --> 00:12:55.000]  我們也深信
[00:12:55.000 --> 00:12:56.000]  好像彼得一樣
[00:12:56.000 --> 00:12:58.000]  你會更加認清
[00:12:58.000 --> 00:13:00.000]  你的人生方向
[00:13:00.000 --> 00:13:01.000]  耶穌說
[00:13:01.000 --> 00:13:03.000]  不要緊
[00:13:03.000 --> 00:13:05.000]  你要跟我
[00:13:05.000 --> 00:13:08.000]  你會得人如得魚一樣
[00:13:08.000 --> 00:13:10.000]  但你能否捉緊
[00:13:10.000 --> 00:13:12.000]  耶穌想你在這一刻
[00:13:12.000 --> 00:13:14.000]  怎樣去為他生活
[00:13:14.000 --> 00:13:17.000]  彼得的生根
[00:13:17.000 --> 00:13:19.000]  不是他做了什麼
[00:13:19.000 --> 00:13:21.000]  我們有時信耶穌
[00:13:21.000 --> 00:13:22.000]  很熱心的
[00:13:22.000 --> 00:13:24.000]  當然想為主大發熱心
[00:13:24.000 --> 00:13:25.000]  做很多事
[00:13:25.000 --> 00:13:27.000]  但彼得他卻是
[00:13:27.000 --> 00:13:29.000]  一開始信耶穌的時候
[00:13:29.000 --> 00:13:30.000]  他在學習一樣東西
[00:13:30.000 --> 00:13:34.000]  就是要放下很多自己的事
[00:13:34.000 --> 00:13:35.000]  當我們想著
[00:13:35.000 --> 00:13:37.000]  做很多事的時候
[00:13:37.000 --> 00:13:39.000]  可能在一些做法上
[00:13:39.000 --> 00:13:40.000]  觀念上
[00:13:40.000 --> 00:13:41.000]  怎樣看自己
[00:13:41.000 --> 00:13:42.000]  怎樣看世界
[00:13:42.000 --> 00:13:43.000]  這些事上
[00:13:43.000 --> 00:13:45.000]  我們也很想達到一個
[00:13:45.000 --> 00:13:46.000]  神的要求
[00:13:46.000 --> 00:13:48.000]  不過你又會發覺
[00:13:48.000 --> 00:13:52.000]  你每天都受到衝擊
[00:13:52.000 --> 00:13:57.000]  我記得我自己信主的時候
[00:13:57.000 --> 00:13:59.000]  是被一些領導人
[00:13:59.000 --> 00:14:01.000]  罰我去一個福音營
[00:14:01.000 --> 00:14:04.000]  不知為何聽到又有一種感動
[00:14:04.000 --> 00:14:07.000]  因為覺得他們也很有愛
[00:14:07.000 --> 00:14:09.000]  我就
[00:14:09.000 --> 00:14:10.000]  牧師說了很多次
[00:14:10.000 --> 00:14:11.000]  他說最後一次的時候
[00:14:11.000 --> 00:14:13.000]  我就舉手
[00:14:13.000 --> 00:14:16.000]  其實當時我不太知道他說什麼
[00:14:16.000 --> 00:14:17.000]  但那些人很歡迎我
[00:14:17.000 --> 00:14:18.000]  很開心
[00:14:18.000 --> 00:14:19.000]  然後回教會
[00:14:19.000 --> 00:14:21.000]  但其實我不知道自己在做什麼
[00:14:21.000 --> 00:14:22.000]  那大半年
[00:14:22.000 --> 00:14:24.000]  直到
[00:14:24.000 --> 00:14:27.000]  那一年11月11日
[00:14:27.000 --> 00:14:29.000]  我記得晚上有一個報道會
[00:14:29.000 --> 00:14:32.000]  以前很流行在球場那裡
[00:14:32.000 --> 00:14:33.000]  坐滿人去聽報道會
[00:14:33.000 --> 00:14:35.000]  但當晚我自己一個去
[00:14:35.000 --> 00:14:38.000]  原因是在9月開學之後
[00:14:38.000 --> 00:14:41.000]  同學們都質疑我基督徒的身份
[00:14:41.000 --> 00:14:43.000]  因為我還是很壞
[00:14:43.000 --> 00:14:44.000]  我還是說髒話
[00:14:44.000 --> 00:14:45.000]  我還是吸煙
[00:14:45.000 --> 00:14:46.000]  我還是打麻將
[00:14:46.000 --> 00:14:47.000]  我還是打人
[00:14:47.000 --> 00:14:48.000]  我還是欺負女孩
[00:14:48.000 --> 00:14:50.000]  你上過EBS的話
[00:14:50.000 --> 00:14:54.000]  應該知道我以前是一個不好的人
[00:14:54.000 --> 00:14:56.000]  在那一晚
[00:14:56.000 --> 00:15:00.000]  我真正知道什麼是信耶穌
[00:15:00.000 --> 00:15:02.000]  我猜我們也是
[00:15:02.000 --> 00:15:03.000]  看大家很多見證
[00:15:03.000 --> 00:15:04.000]  尤其是X的弟兄姊妹
[00:15:04.000 --> 00:15:07.000]  我沒有試過不信耶穌
[00:15:07.000 --> 00:15:09.000]  因為我在圖中已經信耶穌
[00:15:09.000 --> 00:15:11.000]  但總有一個時刻
[00:15:11.000 --> 00:15:12.000]  總有一個經歷
[00:15:12.000 --> 00:15:18.000]  你真正接受耶穌是你生命的主
[00:15:18.000 --> 00:15:19.000]  在那一刻
[00:15:19.000 --> 00:15:20.000]  我們就要學習
[00:15:20.000 --> 00:15:22.000]  好像彼得一樣
[00:15:22.000 --> 00:15:25.000]  我們有很多東西要放下
[00:15:25.000 --> 00:15:30.000]  我不知道各人可能有不同的答案
[00:15:30.000 --> 00:15:33.000]  但我相信我們都要去學習
[00:15:33.000 --> 00:15:36.000]  去放下
[00:15:36.000 --> 00:15:37.000]  我信了主之後
[00:15:37.000 --> 00:15:38.000]  不到半年
[00:15:38.000 --> 00:15:41.000]  當時的報道會很快地開
[00:15:41.000 --> 00:15:44.000]  幾萬人幾萬人地去
[00:15:44.000 --> 00:15:45.000]  然後就產生了很多
[00:15:45.000 --> 00:15:47.000]  很像信耶穌的人
[00:15:47.000 --> 00:15:49.000]  我那時候是中四
[00:15:49.000 --> 00:15:51.000]  上了教會半年
[00:15:51.000 --> 00:15:54.000]  前兩個星期在Camp上分享過
[00:15:54.000 --> 00:15:57.000]  教會不知道為什麼給了我一個小羊
[00:15:57.000 --> 00:15:59.000]  我也是上了沒多久
[00:15:59.000 --> 00:16:01.000]  然後我也不知道怎麼做
[00:16:01.000 --> 00:16:02.000]  約了他
[00:16:02.000 --> 00:16:03.000]  通常你也是
[00:16:03.000 --> 00:16:05.000]  以前和現在都是
[00:16:05.000 --> 00:16:06.000]  你約小羊
[00:16:06.000 --> 00:16:07.000]  他就放你飛機
[00:16:07.000 --> 00:16:11.000]  通常約五個就只有一個回應你
[00:16:11.000 --> 00:16:14.000]  然後我又沒有受過訓練
[00:16:14.000 --> 00:16:16.000]  我就給了他一本小書
[00:16:16.000 --> 00:16:19.000]  這本小書是我順手在家裡拿的
[00:16:19.000 --> 00:16:20.000]  挺漂亮的
[00:16:20.000 --> 00:16:21.000]  七彩的
[00:16:21.000 --> 00:16:23.000]  又是耶和華的
[00:16:23.000 --> 00:16:28.000]  結果那本書原來是守望台
[00:16:28.000 --> 00:16:30.000]  其實當時在教會是很轟動的
[00:16:30.000 --> 00:16:32.000]  阿迪拿了一本守望台
[00:16:32.000 --> 00:16:33.000]  又說是見證人的小冊子
[00:16:33.000 --> 00:16:36.000]  給了一個初信主的人
[00:16:36.000 --> 00:16:38.000]  我不知道怎麼辦
[00:16:38.000 --> 00:16:41.000]  很自責
[00:16:41.000 --> 00:16:43.000]  我竟然將一些異端的刊物
[00:16:43.000 --> 00:16:47.000]  給了一個初信耶穌的人
[00:16:47.000 --> 00:16:50.000]  當時我想背後是有些人責怪我
[00:16:50.000 --> 00:16:51.000]  不過我全部顯示出來
[00:16:51.000 --> 00:16:56.000]  只是看到那些人安慰我的那些時刻
[00:16:56.000 --> 00:16:57.000]  那個姐姐
[00:16:57.000 --> 00:16:59.000]  其實他們一直都很忍我
[00:16:59.000 --> 00:17:00.000]  忍到我到這個點
[00:17:00.000 --> 00:17:01.000]  她都還在忍我
