
[00:00:00.000 --> 00:00:07.000]  各位弟兄姊妹 各位朋友 主來平安
[00:04:14.000 --> 00:04:21.000]  詩人中谷我們不要因為惡人得勢而心懷怨憤
[00:04:21.000 --> 00:04:25.000]  聽我讀出這十五節的詩
[00:04:25.000 --> 00:04:28.000]  詩篇三十七章 一至十五節
[00:04:28.000 --> 00:04:32.000]  不要為作惡的心懷不平
[00:04:32.000 --> 00:04:36.000]  也不要向那不義的生出嫉妒
[00:04:36.000 --> 00:04:39.000]  因為他們如草快被割下
[00:04:39.000 --> 00:04:42.000]  猶如青菜快要枯乾
[00:04:42.000 --> 00:04:47.000]  你當倚靠耶和華而行善 住在地上
[00:04:47.000 --> 00:04:51.000]  以他的信實為糧 又要以耶和華為樂
[00:04:51.000 --> 00:04:56.000]  他就將你心裡所求的賜給你
[00:04:56.000 --> 00:05:00.000]  當將你的事交託耶和華並倚靠他
[00:05:00.000 --> 00:05:02.000]  他就必成全
[00:05:02.000 --> 00:05:05.000]  他要使你的公義如光發出
[00:05:05.000 --> 00:05:09.000]  使你的公平名譽正五
[00:05:09.000 --> 00:05:13.000]  你當默然倚靠耶和華 耐性等候他
[00:05:13.000 --> 00:05:20.000]  不要因那道路通達的 和那惡謀成就的心懷不平
[00:05:20.000 --> 00:05:23.000]  當止住怒氣 離氣憤怒
[00:05:23.000 --> 00:05:25.000]  不要心懷不平以致作惡
[00:05:25.000 --> 00:05:28.000]  因為作惡的必被剪除
[00:05:28.000 --> 00:05:32.000]  唯有等候耶和華的 必承受地土
[00:05:32.000 --> 00:05:36.000]  還有偏時 惡人要歸於無有
[00:05:36.000 --> 00:05:40.000]  你就是世侄他的住處 也要歸於無有
[00:05:40.000 --> 00:05:43.000]  但謙卑人必承受地土
[00:05:43.000 --> 00:05:45.000]  以豐盛的平安為樂
[00:05:45.000 --> 00:05:48.000]  惡人切謀害義人
[00:05:48.000 --> 00:05:51.000]  又向他咬牙 主要笑他
[00:05:51.000 --> 00:05:54.000]  因見他受罰的日子將要來到
[00:05:54.000 --> 00:05:58.000]  惡人已經攻上元 刀出鞘
[00:05:58.000 --> 00:06:01.000]  要打倒困苦窮乏的人
[00:06:01.000 --> 00:06:04.000]  要殺害行動正直的人
[00:06:04.000 --> 00:06:07.000]  他們的刀必刺入自己的心
[00:06:07.000 --> 00:06:11.000]  他們的功必被截斷
[00:06:11.000 --> 00:06:15.000]  在這十五節裡的重點就是
[00:06:15.000 --> 00:06:20.000]  不要因為惡人得勢而心懷怨憤
[00:06:20.000 --> 00:06:23.000]  這首詩從頭到尾
[00:06:23.000 --> 00:06:25.000]  主題很明顯
[00:06:25.000 --> 00:06:29.000]  就是小人當道 惡人氣焰囂張
[00:06:29.000 --> 00:06:31.000]  窮人和義人受壓
[00:06:31.000 --> 00:06:33.000]  在這些環境下
[00:06:33.000 --> 00:06:36.000]  一般人當然要義憤填胸
[00:06:36.000 --> 00:06:40.000]  一定要警惡懲奸 討回公道
[00:06:40.000 --> 00:06:46.000]  詩人在頭八節 竟然發出十五個勸誡
[00:06:46.000 --> 00:06:50.000]  詩人三次提到不要心懷不平
[00:06:50.000 --> 00:06:54.000]  一次提到不要生出嫉妒
[00:06:54.000 --> 00:06:57.000]  不要作惡 為什麼呢?
[00:06:57.000 --> 00:07:00.000]  因為 這裡很清楚
[00:07:00.000 --> 00:07:04.000]  因為惡人如草快被割下
[00:07:04.000 --> 00:07:07.000]  猶如青菜快要枯乾
[00:07:07.000 --> 00:07:09.000]  因為惡人必被剪除
[00:07:09.000 --> 00:07:11.000]  惡人要歸於無尤
[00:07:11.000 --> 00:07:13.000]  主要笑他
[00:07:13.000 --> 00:07:16.000]  惡人受罰的日子將要來到
[00:07:16.000 --> 00:07:20.000]  還有惡人的刀刺回他自己的心
[00:07:20.000 --> 00:07:23.000]  惡人的功必被折斷
[00:07:23.000 --> 00:07:26.000]  關於這首詩的背景
[00:07:26.000 --> 00:07:28.000]  也要提一提
[00:07:28.000 --> 00:07:30.000]  它是大衛的詩
[00:07:30.000 --> 00:07:32.000]  根據第25節
[00:07:32.000 --> 00:07:35.000]  我從前年幼現在年老
[00:07:35.000 --> 00:07:37.000]  我們就知道這首詩
[00:07:37.000 --> 00:07:40.000]  是大衛年老時期的作品
[00:07:40.000 --> 00:07:42.000]  大衛一生的經歷
[00:07:42.000 --> 00:07:45.000]  對於惡有惡報的現象
[00:07:45.000 --> 00:07:47.000]  有很豐富的體會
[00:07:47.000 --> 00:07:50.000]  現在他回想自己的人生經歷
[00:07:50.000 --> 00:07:52.000]  寫成這首詩
[00:07:52.000 --> 00:07:55.000]  教我們不要因為惡人當道
[00:07:55.000 --> 00:07:58.000]  遍地罪惡而心懷不平
[00:07:58.000 --> 00:08:02.000]  心存正義感而抱不平是沒有問題的
[00:08:02.000 --> 00:08:04.000]  但詩人忠告我們
[00:08:04.000 --> 00:08:07.000]  不要心懷不平而妒忌惡人
[00:08:07.000 --> 00:08:09.000]  而做出惡事
[00:08:09.000 --> 00:08:11.000]  即是以暴易暴
[00:08:11.000 --> 00:08:14.000]  忠告我們不要以彼之道
[00:08:14.000 --> 00:08:16.000]  還施彼身
[00:08:16.000 --> 00:08:17.000]  真的不要這樣做
[00:08:17.000 --> 00:08:19.000]  所以大衛三次提到
[00:08:19.000 --> 00:08:22.000]  不要對惡人心懷不平而做出惡事
[00:08:22.000 --> 00:08:27.000]  原來善與惡是一念之差
[00:08:27.000 --> 00:08:30.000]  義人也會變成惡人
[00:08:30.000 --> 00:08:33.000]  義人?甚麼是義人?
[00:08:33.000 --> 00:08:37.000]  義人就是忠實地維持自己和神的關係
[00:08:37.000 --> 00:08:38.000]  行為正直
[00:08:38.000 --> 00:08:40.000]  走在善道之上的人
[00:08:40.000 --> 00:08:42.000]  在31節
[00:08:42.000 --> 00:08:45.000]  神的律法在他心裡
[00:08:45.000 --> 00:08:48.000]  即是生活上行事為人
[00:08:48.000 --> 00:08:50.000]  以神的話語作為基礎
[00:08:50.000 --> 00:08:53.000]  義人做惡事的主因是甚麼?
[00:08:53.000 --> 00:08:56.000]  義人為何會做惡事?
[00:08:56.000 --> 00:08:58.000]  就是心懷不平
[00:08:58.000 --> 00:09:01.000]  心裡想為何小人可以當道?
[00:09:01.000 --> 00:09:04.000]  為何惡人會事事順境?
[00:09:04.000 --> 00:09:06.000]  在這一刻我們容易產生憤怒
[00:09:06.000 --> 00:09:09.000]  妒忌和惡念
[00:09:09.000 --> 00:09:16.000]  我們中國人很容易有替天行道的想法
[00:09:16.000 --> 00:09:18.000]  自己做上帝
[00:09:18.000 --> 00:09:22.000]  義人在憤怒之中容易見到惡人事事順利
[00:09:22.000 --> 00:09:25.000]  有機會走上惡人的道路
[00:09:25.000 --> 00:09:26.000]  以牙還牙
[00:09:26.000 --> 00:09:27.000]  以暴易暴
[00:09:27.000 --> 00:09:28.000]  俗語所說
[00:09:28.000 --> 00:09:31.000]  你做初一,我做甚麼?
[00:09:31.000 --> 00:09:34.000]  這裡的弟兄姊妹很厚道
[00:09:34.000 --> 00:09:37.000]  我做初二
[00:09:37.000 --> 00:09:39.000]  一定和惡人鬥到底
[00:09:39.000 --> 00:09:42.000]  甚至取代他們的位置
[00:09:42.000 --> 00:09:44.000]  我以前很喜歡
[00:09:44.000 --> 00:09:47.000]  我們中國人都搬出這些口號
[00:09:47.000 --> 00:09:49.000]  清君側
[00:09:49.000 --> 00:09:50.000]  很漂亮
[00:09:50.000 --> 00:09:53.000]  因為是妒忌惡人的緣故
[00:09:53.000 --> 00:09:55.000]  正所謂疾惡如仇
[00:09:55.000 --> 00:09:57.000]  你想清楚,拆開這幾個字
[00:09:57.000 --> 00:09:59.000]  疾惡如仇
[00:09:59.000 --> 00:10:01.000]  人如果在這一刻
[00:10:01.000 --> 00:10:02.000]  存有妒忌的心
[00:10:02.000 --> 00:10:05.000]  或者任由妒忌的意念增長
[00:10:05.000 --> 00:10:07.000]  就會犯罪作惡
[00:10:07.000 --> 00:10:10.000]  《創世記》四章說得很清楚
[00:10:10.000 --> 00:10:12.000]  戈隱是一個好例子
[00:10:12.000 --> 00:10:14.000]  妒忌伯父的良善
[00:10:14.000 --> 00:10:16.000]  和上帝對他的愛
[00:10:16.000 --> 00:10:19.000]  竟然連親兄弟都要殺
[00:10:19.000 --> 00:10:21.000]  歷史上這些例子多到不得了
[00:10:21.000 --> 00:10:25.000]  素羅多次企圖殺害大衛
[00:10:25.000 --> 00:10:28.000]  就是這首詩的作者
[00:10:28.000 --> 00:10:30.000]  亦是出於妒忌
[00:10:30.000 --> 00:10:31.000]  所以大衛表示
[00:10:31.000 --> 00:10:36.000]  我們如果陷入妒忌惡人的陷阱
[00:10:36.000 --> 00:10:38.000]  自己亦不知不覺
[00:10:38.000 --> 00:10:40.000]  慢慢走上惡人的道路
[00:10:40.000 --> 00:10:44.000]  你的面目都會變得越來越猙獰
[00:10:44.000 --> 00:10:47.000]  最後和惡人都沒有分別
[00:10:47.000 --> 00:10:49.000]  即是一同滅亡
[00:10:49.000 --> 00:10:52.000]  所以妒忌善良的人
[00:10:52.000 --> 00:10:54.000]  亦會做出惡事
[00:10:54.000 --> 00:10:58.000]  妒忌惡人後果會不會更嚴重呢
[00:10:58.000 --> 00:11:01.000]  你的心術會不會更加敗壞呢
[00:11:01.000 --> 00:11:06.000]  大衛正是回應詩篇一章一節的教導
[00:11:06.000 --> 00:11:07.000]  大家一起讀吧
[00:11:07.000 --> 00:11:09.000]  1 2 3
[00:11:09.000 --> 00:11:11.000]  不從惡人的計謀
[00:11:11.000 --> 00:11:13.000]  不站罪人的道路
[00:11:13.000 --> 00:11:16.000]  不坐洩萬人的座位
[00:11:16.000 --> 00:11:17.000]  沒錯了
[00:11:17.000 --> 00:11:20.000]  這是很好的提醒
[00:11:20.000 --> 00:11:23.000]  亦可以看出詩篇的詩歌
[00:11:23.000 --> 00:11:25.000]  是會互相呼應
[00:11:25.000 --> 00:11:28.000]  特別是呼應第一、第二兩章
[00:11:28.000 --> 00:11:32.000]  亦是對摩西五經不斷作出回應
[00:11:32.000 --> 00:11:34.000]  請你想一想
[00:11:34.000 --> 00:11:37.000]  神會不會姑息惡人呢
[00:11:37.000 --> 00:11:40.000]  會不會將有罪的人當作無罪呢
[00:11:40.000 --> 00:11:43.000]  神的心意是什麼
[00:11:43.000 --> 00:11:45.000]  你是誰
[00:11:45.000 --> 00:11:49.000]  你會不會因為妒忌而做出惡事的經歷呢
[00:11:49.000 --> 00:11:50.000]  有沒有這些經歷呢
[00:11:50.000 --> 00:11:52.000]  大家可以反省一下
[00:11:52.000 --> 00:11:56.000]  在球場上經常出現這些現象
[00:11:56.000 --> 00:11:58.000]  你們在電視上也看到
[00:11:58.000 --> 00:12:00.000]  球王球星當然會被人妒忌
[00:12:00.000 --> 00:12:03.000]  於是在賽事上經常被人侵犯
[00:12:03.000 --> 00:12:07.000]  出現小動作、不君子行為
[00:12:07.000 --> 00:12:10.000]  結果球王球星都會發火
[00:12:10.000 --> 00:12:15.000]  又用小動作、不君子行為去報復
[00:12:15.000 --> 00:12:17.000]  大衛要我們警惕
[00:12:17.000 --> 00:12:21.000]  千萬不要心懷不平而生出妒忌
[00:12:21.000 --> 00:12:24.000]  妒忌心如果不斷膨脹
[00:12:24.000 --> 00:12:29.000]  很容易產生作惡犯罪的念頭
[00:12:29.000 --> 00:12:33.000]  所以詩篇37章1至6節教導我們
[00:12:33.000 --> 00:12:38.000]  義人要全心全意依靠神行善
[00:12:38.000 --> 00:12:42.000]  大衛在1至2節帶出這個主題
[00:12:42.000 --> 00:12:45.000]  不要為作惡的心懷不平
[00:12:45.000 --> 00:12:50.000]  主題就是將義人和惡人做一個比較
[00:12:50.000 --> 00:12:57.000]  所以在第3節大衛先勸勉義人要安於依靠神為善
[00:12:57.000 --> 00:13:00.000]  惡人得勢只不過是一會兒
[00:13:00.000 --> 00:13:02.000]  騙時即是一會兒
[00:13:02.000 --> 00:13:04.000]  大衛在第2節已經指出
[00:13:04.000 --> 00:13:07.000]  惡人快被割下膚肝
[00:13:07.000 --> 00:13:09.000]  這一節很重要
[00:13:09.000 --> 00:13:14.000]  因為他勸勉我們要將眼光放在未來的結局
[00:13:14.000 --> 00:13:18.000]  令我們能夠解除心懷不平的方法
[00:13:18.000 --> 00:13:21.000]  作惡的人、不義的人
[00:13:21.000 --> 00:13:24.000]  表面上他們很聰明
[00:13:24.000 --> 00:13:29.000]  惡人能夠用最快捷的方法取得眼前很多成果
[00:13:29.000 --> 00:13:32.000]  他們傷害人、漠視公義
[00:13:32.000 --> 00:13:35.000]  都不會理會神審判他們
[00:13:35.000 --> 00:13:38.000]  因此信心不穩固的人
[00:13:38.000 --> 00:13:41.000]  很容易會被惡人惡事吸引
[00:13:41.000 --> 00:13:44.000]  心裡就出現很多掙扎
[00:13:44.000 --> 00:13:47.000]  考慮是否要模仿他們以暴易暴
[00:13:47.000 --> 00:13:50.000]  質疑神為何還不出手
[00:13:50.000 --> 00:13:54.000]  懷疑神將來是否真的會主持公道
[00:13:54.000 --> 00:13:56.000]  去懲罰惡人
[00:13:56.000 --> 00:13:58.000]  所以心懷不平的人
[00:13:58.000 --> 00:14:02.000]  開始時對神埋怨、懷疑、不信任
[00:14:02.000 --> 00:14:04.000]  心存妒忌的人
[00:14:04.000 --> 00:14:08.000]  對惡人所得的利益產生羡慕
[00:14:08.000 --> 00:14:13.000]  以至心中開始找機會先下手為強
[00:14:13.000 --> 00:14:15.000]  打倒惡人
[00:14:15.000 --> 00:14:16.000]  奪取惡人的一切
[00:14:16.000 --> 00:14:18.000]  若有這些念頭
[00:14:18.000 --> 00:14:22.000]  人就會一步一步遠離神、遠離公義
[00:14:22.000 --> 00:14:25.000]  漸漸與惡人看齊
[00:14:25.000 --> 00:14:26.000]  變成惡人
[00:14:26.000 --> 00:14:29.000]  大衛要我們加強警惕
[00:14:29.000 --> 00:14:35.000]  若心裡對惡人心懷不平而出現妒忌念頭
[00:14:35.000 --> 00:14:37.000]  趁還未作惡犯罪前
[00:14:37.000 --> 00:14:40.000]  快些擺脫這些思想
[00:14:40.000 --> 00:14:43.000]  否則後果不堪設想
[00:14:43.000 --> 00:14:46.000]  看看這本是甚麼小說
[00:14:46.000 --> 00:14:50.000]  《水滸傳》
[00:14:50.000 --> 00:14:55.000]  以往長輩不准年輕人看這本小說
[00:14:55.000 --> 00:14:59.000]  因為裡面的情節相當暴力
[00:14:59.000 --> 00:15:00.000]  過於暴力
[00:15:00.000 --> 00:15:01.000]  以暴易暴
[00:15:01.000 --> 00:15:04.000]  動輒就拔刀對斬
[00:15:04.000 --> 00:15:06.000]  亦經常搞出人命
[00:15:06.000 --> 00:15:08.000]  因此年長的一輩
[00:15:08.000 --> 00:15:12.000]  害怕血氣方剛的年輕人
[00:15:12.000 --> 00:15:13.000]  有養學養
[00:15:13.000 --> 00:15:16.000]  以致一失足成千古恨
[00:15:16.000 --> 00:15:20.000]  闖下殺人、傷人的大禍
[00:15:20.000 --> 00:15:22.000]  是無法彌補的
[00:15:22.000 --> 00:15:24.000]  所以列為禁書
[00:15:24.000 --> 00:15:26.000]  另一類的路見不平
[00:15:26.000 --> 00:15:28.000]  拔刀相助
[00:15:28.000 --> 00:15:30.000]  就值得鼓勵
[00:15:30.000 --> 00:15:32.000]  我們大丈夫頂天立地
[00:15:32.000 --> 00:15:33.000]  救急扶危
[00:15:33.000 --> 00:15:35.000]  是應該學習的
[00:15:35.000 --> 00:15:36.000]  但都要有智慧
[00:15:36.000 --> 00:15:38.000]  怕力量不足時
[00:15:38.000 --> 00:15:40.000]  反而出事
[00:15:40.000 --> 00:15:42.000]  最近大埔有車禍
[00:15:42.000 --> 00:15:44.000]  途人路見不平
[00:15:44.000 --> 00:15:47.000]  就出來一起抬起的士
[00:15:47.000 --> 00:15:49.000]  這是好的
[00:15:49.000 --> 00:15:51.000]  不過都要自量
[00:15:51.000 --> 00:15:54.000]  千萬不要不夠力
[00:15:54.000 --> 00:15:56.000]  被車壓著
[00:15:56.000 --> 00:15:59.000]  要多救一個人
[00:15:59.000 --> 00:16:03.000]  所以救急扶危
[00:16:03.000 --> 00:16:04.000]  路見不平
[00:16:04.000 --> 00:16:06.000]  都要講智慧
[00:16:06.000 --> 00:16:09.000]  要講自己本身的力量
[00:16:09.000 --> 00:16:10.000]  我們中國人
[00:16:10.000 --> 00:16:12.000]  二千多年的傳統教育
[00:16:12.000 --> 00:16:16.000]  都強調重拯救人的原則
[00:16:16.000 --> 00:16:19.000]  即是跳落井救人時
[00:16:19.000 --> 00:16:22.000]  想一想能否救人
[00:16:22.000 --> 00:16:24.000]  自己都遇難
[00:16:24.000 --> 00:16:27.000]  救急扶危都要講智慧
[00:16:27.000 --> 00:16:29.000]  不可以靠一腔熱血
[00:16:29.000 --> 00:16:32.000]  剛剛前幾日看到新聞片
[00:16:32.000 --> 00:16:34.000]  一位俄羅斯官員
[00:16:34.000 --> 00:16:35.000]  其實他真是好人
[00:16:35.000 --> 00:16:37.000]  他跳落山崖救人
[00:16:37.000 --> 00:16:40.000]  誰知一跳落就撞石頭死了
[00:16:40.000 --> 00:16:44.000]  變了多一個家庭孤兒寡婦
[00:16:44.000 --> 00:16:49.000]  所以救人不可以靠一腔熱血
[00:16:49.000 --> 00:16:53.000]  大衛認為要克服對惡人
[00:16:53.000 --> 00:16:56.000]  生出妒忌或作惡的念頭
[00:16:56.000 --> 00:16:58.000]  最重要是教他們
[00:16:58.000 --> 00:17:01.000]  不要看惡人眼前的成果
[00:17:01.000 --> 00:17:04.000]  要看他們的結局
[00:17:04.000 --> 00:17:06.000]  惡人的結局是甚麼呢
[00:17:06.000 --> 00:17:07.000]  就是富幹
[00:17:07.000 --> 00:17:09.000]  剛才經文都講過
[00:17:09.000 --> 00:17:12.000]  惡人的結局是富幹
[00:17:12.000 --> 00:17:14.000]  事實上一切屬靈追求的秘訣
[00:17:14.000 --> 00:17:17.000]  都是在放眼永恆
[00:17:17.000 --> 00:17:22.000]  如果你只看目前或今生
[00:17:22.000 --> 00:17:24.000]  保羅都說你比眾人更可憐
[00:17:24.000 --> 00:17:26.000]  所以保羅說
[00:17:26.000 --> 00:17:27.000]  原來
[00:17:27.000 --> 00:17:29.000]  我們一起讀經文
[00:17:29.000 --> 00:17:31.000]  1 2 3
[00:17:31.000 --> 00:17:34.000]  原來我們是顧念所見的
[00:17:34.000 --> 00:17:39.000]  但是顧念所不見的是暫時的
[00:17:39.000 --> 00:17:41.000]  所不見的是永遠的
[00:17:41.000 --> 00:17:42.000]  沒錯
[00:17:42.000 --> 00:17:44.000]  你所見的是暫時的
[00:17:44.000 --> 00:17:47.000]  即是我們目前所見到的是暫時
[00:17:47.000 --> 00:17:49.000]  所不見的是永遠的
[00:17:49.000 --> 00:17:52.000]  我們要追求永遠的事
[00:17:52.000 --> 00:17:54.000]  所以在這裡
[00:17:54.000 --> 00:17:56.000]  這四節經文
[00:17:56.000 --> 00:18:01.000]  勸勉我們不要專注惡人短暫得意的一刻
[00:18:01.000 --> 00:18:04.000]  大衛在這裡講明公義的神
[00:18:04.000 --> 00:18:07.000]  一定會祝福二人的生活
[00:18:07.000 --> 00:18:09.000]  二人一定會得到神的恩典
[00:18:09.000 --> 00:18:11.000]  你看看第三節
[00:18:11.000 --> 00:18:12.000]  我們若靠神行善
[00:18:12.000 --> 00:18:15.000]  神一定以信實為糧食賜給我們
[00:18:15.000 --> 00:18:16.000]  第四節
[00:18:16.000 --> 00:18:17.000]  若以神為樂
[00:18:17.000 --> 00:18:20.000]  神一定會應運我們的要求
[00:18:20.000 --> 00:18:21.000]  第五節
[00:18:21.000 --> 00:18:22.000]  凡事交託神
[00:18:22.000 --> 00:18:24.000]  神必成全
[00:18:24.000 --> 00:18:25.000]  第六節
[00:18:25.000 --> 00:18:27.000]  只要我們行事為人
[00:18:27.000 --> 00:18:28.000]  公義公正
[00:18:28.000 --> 00:18:31.000]  神必使我們高聲得榮耀
[00:18:31.000 --> 00:18:34.000]  既然二人的人生如此豐盛
[00:18:34.000 --> 00:18:39.000]  為何要妒忌惡人短暫得意呢?
[00:18:39.000 --> 00:18:42.000]  為何要妒忌小人得志呢?
[00:18:42.000 --> 00:18:45.000]  其實惡人、小人
[00:18:45.000 --> 00:18:48.000]  他們的心充滿了負愁和黑暗
[00:18:48.000 --> 00:18:51.000]  結局就在堆填區裡
[00:18:51.000 --> 00:18:55.000]  我們難免對惡人有心懷不平的想法
[00:18:55.000 --> 00:18:57.000]  但看惡人的結局
[00:18:57.000 --> 00:19:00.000]  你就可以放開懷抱
[00:19:00.000 --> 00:19:04.000]  反而會為惡人的結局感到悲哀
[00:19:04.000 --> 00:19:08.000]  惡人擁有的東西是很短暫的
[00:19:08.000 --> 00:19:12.000]  大家看第七至十一節
[00:19:12.000 --> 00:19:16.000]  你當默然倚靠耶和華來聖等候他
[00:19:16.000 --> 00:19:19.000]  不要因那道路通達的
[00:19:19.000 --> 00:19:22.000]  和那惡謀成就的心懷不平
[00:19:22.000 --> 00:19:25.000]  當止住怒氣、離棄憤怒
[00:19:25.000 --> 00:19:27.000]  不要心懷不平
[00:19:27.000 --> 00:19:28.000]  以致作惡
[00:19:28.000 --> 00:19:31.000]  因為作惡的必被剪除
[00:19:31.000 --> 00:19:33.000]  唯有等候耶和華的
[00:19:33.000 --> 00:19:35.000]  必承受地土
[00:19:35.000 --> 00:19:37.000]  還有篇是
[00:19:37.000 --> 00:19:39.000]  惡人要歸於無尤
[00:19:39.000 --> 00:19:41.000]  你就是世差他的住處
[00:19:41.000 --> 00:19:43.000]  也要歸於無尤
[00:19:43.000 --> 00:19:46.000]  但謙卑人必承受地土
[00:19:46.000 --> 00:19:49.000]  以豐盛的平安為樂
[00:19:49.000 --> 00:19:51.000]  大衛指出
[00:19:51.000 --> 00:19:54.000]  惡人的利益不過是片時
[00:19:54.000 --> 00:19:55.000]  即是一會兒
[00:19:55.000 --> 00:19:59.000]  但人怎樣都是心急的
[00:19:59.000 --> 00:20:01.000]  目光都是短淺
[00:20:01.000 --> 00:20:03.000]  所以大衛勸勉我們
[00:20:03.000 --> 00:20:06.000]  要默然倚靠耶和華
[00:20:06.000 --> 00:20:08.000]  要有耐性
[00:20:08.000 --> 00:20:11.000]  這兩樣東西是我們的功課
[00:20:11.000 --> 00:20:14.000]  意思是我們要有淑齡的目光
[00:20:14.000 --> 00:20:16.000]  超越現在所見到的東西
[00:20:16.000 --> 00:20:18.000]  看見未來
[00:20:18.000 --> 00:20:20.000]  看到永恆
[00:20:20.000 --> 00:20:23.000]  不要只看目前的景象
[00:20:23.000 --> 00:20:25.000]  神要我們默然
[00:20:25.000 --> 00:20:28.000]  即是要我們安靜等候
[00:20:28.000 --> 00:20:30.000]  還有耐性
[00:20:30.000 --> 00:20:31.000]  是很好的勸勉
[00:20:31.000 --> 00:20:33.000]  之前的詩句是勸人
[00:20:33.000 --> 00:20:37.000]  不要因為惡人的氣焰而埋怨憤怒
[00:20:37.000 --> 00:20:39.000]  這兩節詩句是勸我們
[00:20:39.000 --> 00:20:41.000]  不要因為惡人
[00:20:41.000 --> 00:20:45.000]  還未受到制裁而煩躁不安
[00:20:45.000 --> 00:20:46.000]  你要知道
[00:20:46.000 --> 00:20:48.000]  掌與佛的時間
[00:20:48.000 --> 00:20:51.000]  在神的手裏
[00:20:51.000 --> 00:20:53.000]  人生如朝露
[00:20:53.000 --> 00:20:54.000]  我們的生命
[00:20:54.000 --> 00:20:55.000]  我們的目光和智慧
[00:20:55.000 --> 00:20:57.000]  其實是很有限的
[00:20:57.000 --> 00:20:58.000]  短視的人
[00:20:58.000 --> 00:21:01.000]  不應該用自己的時間和觀念
[00:21:01.000 --> 00:21:04.000]  有限的智慧和視野
[00:21:04.000 --> 00:21:07.000]  來批判神的行動
[00:21:07.000 --> 00:21:10.000]  神往往是訓練人的信心
