
[00:00:00.000 --> 00:00:09.000]  今天很高興可以在聖殿裡跟大家一同去歐歌頌讚榮耀歸比神
[00:05:13.000 --> 00:05:14.000]  詩篇第一篇開頭就說
[00:05:14.000 --> 00:05:16.000]  有福的人
[00:05:16.000 --> 00:05:19.000]  有福的人是怎樣怎樣呢?
[00:05:19.000 --> 00:05:21.000]  所以我們就說
[00:05:21.000 --> 00:05:23.000]  也有學者這樣認為
[00:05:23.000 --> 00:05:28.000]  詩篇的第一篇是全本的詩篇的前奏篇
[00:05:28.000 --> 00:05:30.000]  可以稱為引言
[00:05:30.000 --> 00:05:34.000]  也可以稱為詩篇的總綱
[00:05:34.000 --> 00:05:36.000]  佳音
[00:05:36.000 --> 00:05:37.000]  詩篇第一篇
[00:05:37.000 --> 00:05:39.000]  其實第二篇也是
[00:05:39.000 --> 00:05:42.000]  詩篇第一篇是智慧文獻
[00:05:42.000 --> 00:05:45.000]  我們稱為智慧詩
[00:05:45.000 --> 00:05:48.000]  透過今天我們去學習
[00:05:48.000 --> 00:05:51.000]  去領受詩篇第一篇
[00:05:51.000 --> 00:05:54.000]  看看神透過這篇智慧篇
[00:05:54.000 --> 00:05:56.000]  教導我們怎樣去領受
[00:05:56.000 --> 00:05:59.000]  去做一個有福的人
[00:05:59.000 --> 00:06:04.000]  讓我們同心低頭禱告
[00:06:04.000 --> 00:06:06.000]  親愛的巴父我們感謝你
[00:06:06.000 --> 00:06:09.000]  透過星期六早堂崇拜
[00:06:09.000 --> 00:06:11.000]  每一次的訊息
[00:06:11.000 --> 00:06:13.000]  都有不同的
[00:06:13.000 --> 00:06:19.000]  給過我們透過詩篇有很大的得著和領受
[00:06:19.000 --> 00:06:20.000]  有孩子今天
[00:06:20.000 --> 00:06:23.000]  跟會眾們透過詩篇第一篇
[00:06:23.000 --> 00:06:26.000]  我們看看神的教導提醒
[00:06:26.000 --> 00:06:29.000]  要我們怎樣去作神喜悅
[00:06:29.000 --> 00:06:32.000]  而成為一個有福的人
[00:06:32.000 --> 00:06:36.000]  求聖靈運行在我們的會場當中
[00:06:36.000 --> 00:06:39.000]  開啟我們的心眼
[00:06:39.000 --> 00:06:43.000]  讓講的聽的同感一靈
[00:06:43.000 --> 00:06:46.000]  都有得著都有飽足
[00:06:46.000 --> 00:06:48.000]  求你祝福拖大以下時間
[00:06:48.000 --> 00:06:50.000]  傳言交託
[00:06:50.000 --> 00:06:52.000]  奉主耶穌基督的聖名祈求
[00:06:52.000 --> 00:06:54.000]  阿們
[00:06:54.000 --> 00:07:02.000]  詩篇第一句就已經講了有福的人
[00:07:02.000 --> 00:07:06.000]  作者向讀者講明
[00:07:06.000 --> 00:07:10.000]  我們要選擇做一個有福的人
[00:07:10.000 --> 00:07:12.000]  雖然我們不是很清楚
[00:07:12.000 --> 00:07:16.000]  按照記載也不知道第一篇是哪位作者
[00:07:16.000 --> 00:07:18.000]  雖然詩篇150篇裏面
[00:07:18.000 --> 00:07:21.000]  很多篇都是大位的詩
[00:07:21.000 --> 00:07:26.000]  但第一篇是不知道哪位作者
[00:07:26.000 --> 00:07:31.000]  他的寫法跟往後的詩篇的題材
[00:07:31.000 --> 00:07:34.000]  都有少許不同
[00:07:34.000 --> 00:07:37.000]  但詩篇第一篇卻很清晰
[00:07:37.000 --> 00:07:39.000]  很清楚很清晰
[00:07:39.000 --> 00:07:42.000]  明明地去點出去講出
[00:07:42.000 --> 00:07:49.000]  怎樣可以成為神眼中一個真正有福的人
[00:07:49.000 --> 00:07:52.000]  詩篇第一篇剛才大家讀過
[00:07:52.000 --> 00:07:54.000]  特別我揀選頭三節
[00:07:54.000 --> 00:07:59.000]  就已經可以分為三個小點
[00:07:59.000 --> 00:08:01.000]  第一方面
[00:08:01.000 --> 00:08:04.000]  詩篇第一節就已經提醒我們
[00:08:04.000 --> 00:08:07.000]  是講跟罪有關
[00:08:07.000 --> 00:08:09.000]  不從惡人的計謀
[00:08:09.000 --> 00:08:12.000]  不暫罪人的道路
[00:08:12.000 --> 00:08:16.000]  不助褻瀆萬人的作為
[00:08:16.000 --> 00:08:18.000]  而第二方面就是第二節
[00:08:18.000 --> 00:08:22.000]  是跟聖經神的話語有關係
[00:08:22.000 --> 00:08:27.000]  是我們晝夜思想耶和華的律法
[00:08:27.000 --> 00:08:32.000]  第三方面也是詩篇第一篇的第三節
[00:08:32.000 --> 00:08:35.000]  他提醒我們要發揮功能
[00:08:35.000 --> 00:08:38.000]  要好像一棵樹一樣
[00:08:38.000 --> 00:08:44.000]  按時候結果子
[00:08:44.000 --> 00:08:49.000]  今天我先跟大家去看第一節
[00:08:49.000 --> 00:08:51.000]  我定他的分題為
[00:08:51.000 --> 00:08:57.000]  不可與惡人同流合污
[00:08:57.000 --> 00:09:00.000]  詩篇第一篇一節
[00:09:00.000 --> 00:09:02.000]  相信很多都會背
[00:09:02.000 --> 00:09:07.000]  是一個很清晰漸進式平衡式的語句
[00:09:07.000 --> 00:09:10.000]  不從惡人的計謀
[00:09:10.000 --> 00:09:12.000]  不暫罪人的道路
[00:09:12.000 --> 00:09:15.000]  不助褻瀆萬人的作為
[00:09:15.000 --> 00:09:18.000]  很清晰我們很明顯地看到
[00:09:18.000 --> 00:09:21.000]  有三個不
[00:09:21.000 --> 00:09:24.000]  這三個不就是不從
[00:09:24.000 --> 00:09:26.000]  不暫
[00:09:26.000 --> 00:09:28.000]  不助
[00:09:28.000 --> 00:09:32.000]  原文裡面的解釋這個從
[00:09:32.000 --> 00:09:37.000]  其實是跟著走路的意思
[00:09:37.000 --> 00:09:42.000]  但也含有聽從的意思
[00:09:42.000 --> 00:09:46.000]  所以這個從原文這樣說
[00:09:46.000 --> 00:09:48.000]  是提醒我們
[00:09:48.000 --> 00:09:51.000]  不從惡人的計謀
[00:09:51.000 --> 00:09:55.000]  惡人在原文是指犯罪的人
[00:09:55.000 --> 00:09:58.000]  通常是指與神為敵的人
[00:09:58.000 --> 00:10:03.000]  因為這些惡人是敵視神的子民
[00:10:03.000 --> 00:10:10.000]  更加很多時候用甜言蜜語去唆擺
[00:10:10.000 --> 00:10:15.000]  或者叫一些屬神的子民聽從他們說話
[00:10:15.000 --> 00:10:18.000]  這節經文就是正正提醒我們
[00:10:18.000 --> 00:10:22.000]  不要聽從他們說話
[00:10:22.000 --> 00:10:26.000]  不要聽他們以為是忠告的說話
[00:10:26.000 --> 00:10:29.000]  似是而非的說話
[00:10:29.000 --> 00:10:31.000]  不要效法他們做事
[00:10:31.000 --> 00:10:33.000]  因為你聽了他們說話
[00:10:33.000 --> 00:10:35.000]  就自然跟著他們一起
[00:10:35.000 --> 00:10:39.000]  做一些不應該做的事
[00:10:39.000 --> 00:10:45.000]  就稱為同流合污
[00:10:45.000 --> 00:10:49.000]  這節經文第二方面提醒我們
[00:10:49.000 --> 00:10:51.000]  是不暫
[00:10:51.000 --> 00:10:53.000]  不要站在一起
[00:10:53.000 --> 00:10:55.000]  是不是這個意思呢
[00:10:55.000 --> 00:10:58.000]  原來這個暫是含有停留
[00:10:58.000 --> 00:11:01.000]  同意的意思
[00:11:01.000 --> 00:11:05.000]  在意念上同意他們的道路
[00:11:05.000 --> 00:11:07.000]  認同他們的做法
[00:11:07.000 --> 00:11:10.000]  就是暫
[00:11:10.000 --> 00:11:13.000]  其實親愛的弟兄姊妹
[00:11:13.000 --> 00:11:17.000]  我們如果認定這是神叫我們做的事
[00:11:17.000 --> 00:11:20.000]  清晰清楚神呼召、揀選
[00:11:20.000 --> 00:11:22.000]  放在前面引領我們做什麼
[00:11:22.000 --> 00:11:25.000]  我們就快快速速去做
[00:11:25.000 --> 00:11:28.000]  如果你在某個處境上停下來
[00:11:28.000 --> 00:11:30.000]  停下來是很可怕的
[00:11:30.000 --> 00:11:34.000]  停下來會令你四周觀看
[00:11:34.000 --> 00:11:36.000]  看一看
[00:11:36.000 --> 00:11:39.000]  甚至因為你的停下來
[00:11:39.000 --> 00:11:41.000]  因為你的觀望
[00:11:41.000 --> 00:11:48.000]  就讓自己暴露在罪惡的一些試探當中
[00:11:48.000 --> 00:11:51.000]  可知道我們人很脆弱
[00:11:51.000 --> 00:11:54.000]  當我們意志不堅定的時候
[00:11:54.000 --> 00:11:57.000]  明明神叫我們向前走
[00:11:57.000 --> 00:11:59.000]  我們偏偏就停下來
[00:11:59.000 --> 00:12:03.000]  用人的己意、脆弱的想法
[00:12:03.000 --> 00:12:05.000]  我們意志薄弱
[00:12:05.000 --> 00:12:10.000]  再加上我們有一些很容易被魔鬼殺蛋
[00:12:10.000 --> 00:12:14.000]  引誘攻擊我們的慾念
[00:12:14.000 --> 00:12:17.000]  我們稍為不堅定的
[00:12:17.000 --> 00:12:19.000]  就很容易跌落了
[00:12:19.000 --> 00:12:21.000]  停在這裡
[00:12:21.000 --> 00:12:23.000]  暫在這裡
[00:12:23.000 --> 00:12:25.000]  所以私人提醒我們
[00:12:25.000 --> 00:12:31.000]  不要站在罪人的道路
[00:12:31.000 --> 00:12:35.000]  罪人在原文的《釋經》
[00:12:35.000 --> 00:12:39.000]  相信大家曾經聽過我們的童宮也分享
[00:12:39.000 --> 00:12:43.000]  射箭射中紅的
[00:12:43.000 --> 00:12:46.000]  那個就是射中
[00:12:46.000 --> 00:12:48.000]  但如果稍微射歪了
[00:12:48.000 --> 00:12:53.000]  我們就叫做偏離了神的正道
[00:12:53.000 --> 00:12:58.000]  很多時候我們稍微不看準
[00:12:58.000 --> 00:13:00.000]  甚或有很多因素
[00:13:00.000 --> 00:13:05.000]  令我們射不中的
[00:13:05.000 --> 00:13:07.000]  偏行己路
[00:13:07.000 --> 00:13:09.000]  甚至擇以為常
[00:13:09.000 --> 00:13:13.000]  罪人很多時候都會這樣
[00:13:13.000 --> 00:13:15.000]  他還以為自己所做的
[00:13:15.000 --> 00:13:16.000]  明明歪了
[00:13:16.000 --> 00:13:18.000]  但我們都以為是對的
[00:13:18.000 --> 00:13:19.000]  因為擇以為常
[00:13:19.000 --> 00:13:21.000]  不單止自己做
[00:13:21.000 --> 00:13:23.000]  《聖經》也告訴我們
[00:13:23.000 --> 00:13:26.000]  罪人很多時候都會拉大隊
[00:13:26.000 --> 00:13:29.000]  說服你認同他的事
[00:13:29.000 --> 00:13:31.000]  以致和他一起做
[00:13:31.000 --> 00:13:33.000]  所以弟兄姊妹要小心
[00:13:33.000 --> 00:13:34.000]  不站在罪人的道路
[00:13:34.000 --> 00:13:39.000]  意思是我們不要依照罪人的方法生活
[00:13:39.000 --> 00:13:41.000]  我們要時刻提醒
[00:13:41.000 --> 00:13:44.000]  不要跟錯、埋錯堆
[00:13:44.000 --> 00:13:48.000]  「坐」這個字很明顯
[00:13:48.000 --> 00:13:49.000]  我們坐在這裡
[00:13:49.000 --> 00:13:54.000]  但其實不單止是坐的地方
[00:13:54.000 --> 00:13:57.000]  甚至會罪之所
[00:13:57.000 --> 00:14:00.000]  我們都稱為「坐」
[00:14:00.000 --> 00:14:03.000]  是指這個座位
[00:14:03.000 --> 00:14:06.000]  我們不要坐什麼呢?
[00:14:06.000 --> 00:14:10.000]  詩人說不要坐「攝萬人」的座位
[00:14:10.000 --> 00:14:12.000]  親愛的弟兄姊妹
[00:14:12.000 --> 00:14:16.000]  「攝萬人」就是一些心高氣傲
[00:14:16.000 --> 00:14:18.000]  「至以為是」
[00:14:18.000 --> 00:14:22.000]  有時我們都會心高氣傲
[00:14:22.000 --> 00:14:25.000]  很多時候就是這樣
[00:14:25.000 --> 00:14:27.000]  你的解釋不對
[00:14:27.000 --> 00:14:30.000]  只有我的解釋就是對的
[00:14:30.000 --> 00:14:33.000]  很多時候「至以為是」
[00:14:33.000 --> 00:14:36.000]  《聖經》多處經文告訴我們
[00:14:36.000 --> 00:14:40.000]  「至以為是」都是罪
[00:14:40.000 --> 00:14:44.000]  所以我們還記得一位舊約聖人物
[00:14:44.000 --> 00:14:46.000]  約伯
[00:14:46.000 --> 00:14:48.000]  約伯很清楚
[00:14:48.000 --> 00:14:51.000]  縱使三個朋友跟他說了這麼多
[00:14:51.000 --> 00:14:56.000]  他最後很清楚向神悔改認罪
[00:14:56.000 --> 00:14:59.000]  因為他看到他「至以為是」
[00:14:59.000 --> 00:15:03.000]  「至以為是」都是罪
[00:15:03.000 --> 00:15:05.000]  「攝萬人」的人
[00:15:05.000 --> 00:15:07.000]  心高氣傲「至以為是」
[00:15:07.000 --> 00:15:09.000]  也不遵從神的教訓
[00:15:09.000 --> 00:15:14.000]  更加不聽人的勸告
[00:15:14.000 --> 00:15:19.000]  他向著一群明明走著正途的
[00:15:19.000 --> 00:15:21.000]  屬神的子民
[00:15:21.000 --> 00:15:24.000]  一味的冷嘲熱笑
[00:15:24.000 --> 00:15:28.000]  有時身邊有這些「攝萬人」
[00:15:28.000 --> 00:15:31.000]  甚至是「攝萬神」的人在身邊
[00:15:31.000 --> 00:15:33.000]  如果我們分辨不清楚
[00:15:33.000 --> 00:15:36.000]  可能我們會覺得很煩擾
[00:15:36.000 --> 00:15:39.000]  但整整都好像覺得
[00:15:39.000 --> 00:15:42.000]  會不會他才是對的
[00:15:42.000 --> 00:15:44.000]  你就跟著他
[00:15:44.000 --> 00:15:45.000]  走在一起
[00:15:45.000 --> 00:15:47.000]  聚在一起
[00:15:47.000 --> 00:15:48.000]  詩人說
[00:15:48.000 --> 00:15:50.000]  詩人在一線提醒我們
[00:15:50.000 --> 00:15:52.000]  不坐攝萬人的座位
[00:15:52.000 --> 00:15:54.000]  不要坐其座位
[00:15:54.000 --> 00:15:56.000]  更加不要思想行動
[00:15:56.000 --> 00:16:02.000]  與他們同一類為伍的生活
[00:16:02.000 --> 00:16:06.000]  這三個動詞
[00:16:06.000 --> 00:16:09.000]  「從」即是行
[00:16:09.000 --> 00:16:10.000]  「聽從」
[00:16:10.000 --> 00:16:13.000]  「站」就是認同
[00:16:13.000 --> 00:16:14.000]  「同意」
[00:16:14.000 --> 00:16:18.000]  「坐」就是走在一起
[00:16:18.000 --> 00:16:20.000]  歸在一類
[00:16:20.000 --> 00:16:24.000]  其實我們作為神的子民
[00:16:24.000 --> 00:16:26.000]  我們要小心
[00:16:26.000 --> 00:16:31.000]  千萬不要跟著這群惡人
[00:16:31.000 --> 00:16:33.000]  這群攝萬人
[00:16:33.000 --> 00:16:39.000]  來一起狼狽為奸
[00:16:39.000 --> 00:16:42.000]  一起做壞事
[00:16:42.000 --> 00:16:45.000]  很多時生活點點滴滴
[00:16:45.000 --> 00:16:47.000]  它是真的提醒我們
[00:16:47.000 --> 00:16:50.000]  很欣賞詩篇第一篇的作者
[00:16:50.000 --> 00:16:52.000]  雖然不知道是哪一位寫的
[00:16:52.000 --> 00:16:54.000]  但非常之厲害
[00:16:54.000 --> 00:16:55.000]  他的手法
[00:16:55.000 --> 00:16:58.000]  用希伯來人寫的詩的詩條手法
[00:16:58.000 --> 00:17:02.000]  寫出這三個漸進
[00:17:02.000 --> 00:17:09.000]  更加類似於惡人、罪人、攝萬人的手法
[00:17:09.000 --> 00:17:11.000]  是隱銘出
[00:17:11.000 --> 00:17:17.000]  正直的人不應該跟著不敬虔的人生活
[00:17:17.000 --> 00:17:21.000]  這種在希伯來文寫的
[00:17:21.000 --> 00:17:25.000]  叫做「同義對象」
[00:17:25.000 --> 00:17:29.000]  即是說他們是類近的
[00:17:29.000 --> 00:17:31.000]  第一篇
[00:17:31.000 --> 00:17:33.000]  只是第一節
[00:17:33.000 --> 00:17:36.000]  就已經提醒我們
[00:17:36.000 --> 00:17:39.000]  如果弟兄姊妹有興趣
[00:17:39.000 --> 00:17:41.000]  我們不妨留意一下
[00:17:41.000 --> 00:17:43.000]  詩篇第一篇
[00:17:43.000 --> 00:17:46.000]  是說到不要跟罪人、惡人
[00:17:46.000 --> 00:17:51.000]  來一起犯罪
[00:17:51.000 --> 00:17:55.000]  但到了詩篇第十九篇
[00:17:55.000 --> 00:17:58.000]  就提醒我們不要被罪來管轄
[00:17:58.000 --> 00:18:02.000]  兩篇的詩篇都非常強調
[00:18:02.000 --> 00:18:05.000]  我們要對著罪
[00:18:05.000 --> 00:18:09.000]  對著罪我們怎樣去根治、甚物
[00:18:09.000 --> 00:18:11.000]  我們以什麼態度
[00:18:11.000 --> 00:18:15.000]  正確的態度就是避開、遠離
[00:18:15.000 --> 00:18:17.000]  免得相反
[00:18:17.000 --> 00:18:19.000]  我們不捱罪的時候
[00:18:19.000 --> 00:18:23.000]  我們就遠離神了
[00:18:23.000 --> 00:18:25.000]  很多時候聽到新聞
[00:18:25.000 --> 00:18:30.000]  神或我們都會見到一些個案例子
[00:18:30.000 --> 00:18:33.000]  可能你身邊或在新聞裡面都聽過
[00:18:33.000 --> 00:18:34.000]  類同的
[00:18:34.000 --> 00:18:36.000]  我認識一個朋友
[00:18:36.000 --> 00:18:39.000]  就正正發生在身上
[00:18:39.000 --> 00:18:41.000]  他來到香港居住
[00:18:41.000 --> 00:18:44.000]  是國內來的
[00:18:44.000 --> 00:18:47.000]  後來發現
[00:18:47.000 --> 00:18:51.000]  他在家裡死了
[00:18:51.000 --> 00:18:53.000]  當警方調查
[00:18:53.000 --> 00:18:56.000]  審訊結果就說是情殺
[00:18:56.000 --> 00:18:58.000]  時時新聞都會有
[00:18:58.000 --> 00:19:01.000]  不過就差在你認不認識那個人
[00:19:01.000 --> 00:19:03.000]  事因這個丈夫
[00:19:03.000 --> 00:19:06.000]  一樣經常上國內
[00:19:06.000 --> 00:19:08.000]  大家都猜到是什麼事了
[00:19:08.000 --> 00:19:10.000]  有婚外情
[00:19:10.000 --> 00:19:12.000]  不單這樣
[00:19:12.000 --> 00:19:15.000]  他還帶著阿姨來香港住
[00:19:15.000 --> 00:19:18.000]  做妻子就要吵架了
[00:19:18.000 --> 00:19:20.000]  不開心
[00:19:20.000 --> 00:19:22.000]  吵鬧
[00:19:22.000 --> 00:19:28.000]  結果就出現了家庭淪喪的悲劇
[00:19:28.000 --> 00:19:31.000]  落在色情的網絡
[00:19:31.000 --> 00:19:34.000]  起初很開心
[00:19:34.000 --> 00:19:37.000]  結果陷到自己和家人
[00:19:37.000 --> 00:19:41.000]  無法彌補傷痛的地步
[00:19:41.000 --> 00:19:45.000]  為什麼我聽完這件事會心痛呢
[00:19:45.000 --> 00:19:48.000]  因為他夫婦都是基督徒
[00:19:48.000 --> 00:19:50.000]  很心痛
[00:19:50.000 --> 00:19:54.000]  犯罪會帶給人痛苦
[00:19:54.000 --> 00:19:56.000]  人落在痛苦的深淵裡
[00:19:56.000 --> 00:19:57.000]  不算有福
[00:19:57.000 --> 00:19:59.000]  唯有我們勒緊
[00:19:59.000 --> 00:20:01.000]  要清清楚楚
[00:20:01.000 --> 00:20:04.000]  不從、不讚、不助
[00:20:04.000 --> 00:20:05.000]  拒絕
[00:20:05.000 --> 00:20:09.000]  要強調對罪說不
[00:20:09.000 --> 00:20:12.000]  可不可以做到呢
[00:20:12.000 --> 00:20:14.000]  若果我們不是說第一個不
[00:20:14.000 --> 00:20:17.000]  就很容易落在第二個不
[00:20:17.000 --> 00:20:19.000]  就站在罪人那裡
[00:20:19.000 --> 00:20:21.000]  到了第二個不你不拒絕
[00:20:21.000 --> 00:20:23.000]  你沒有說不
[00:20:23.000 --> 00:20:25.000]  即是我不讚
[00:20:25.000 --> 00:20:27.000]  你很可能就去到第三步
[00:20:27.000 --> 00:20:28.000]  走在一起
[00:20:28.000 --> 00:20:30.000]  繼續犯罪
[00:20:30.000 --> 00:20:32.000]  求主讓我們清晰知道
[00:20:32.000 --> 00:20:35.000]  我們不可以同流合污
[00:20:35.000 --> 00:20:39.000]  不可以同一班的敵黨神
[00:20:39.000 --> 00:20:41.000]  一班的罪人同流合污
[00:20:41.000 --> 00:20:43.000]  不要跟他們作惡
[00:20:43.000 --> 00:20:44.000]  狼狽為奸
[00:20:44.000 --> 00:20:46.000]  一起做壞事
[00:20:46.000 --> 00:20:48.000]  第二方面
[00:20:48.000 --> 00:20:50.000]  今天透過詩篇第一篇
[00:20:50.000 --> 00:20:53.000]  我們去怎麼看成為神眼中
[00:20:53.000 --> 00:20:55.000]  作為一個有福的人呢
[00:20:55.000 --> 00:20:57.000]  第二方面
[00:20:57.000 --> 00:21:00.000]  就是詩篇第一篇的第二節
[00:21:00.000 --> 00:21:02.000]  經文這樣說
[00:21:02.000 --> 00:21:04.000]  為喜愛耶和華的律法
[00:21:04.000 --> 00:21:06.000]  晝夜思想
[00:21:06.000 --> 00:21:09.000]  這人便為有福
[00:21:09.000 --> 00:21:11.000]  很清楚
[00:21:11.000 --> 00:21:14.000]  有福的人就是
[00:21:14.000 --> 00:21:17.000]  強烈說三個不
[00:21:17.000 --> 00:21:20.000]  進而進入第二方面
[00:21:20.000 --> 00:21:24.000]  我們要多思想神的話語教導
[00:21:24.000 --> 00:21:26.000]  親愛的兄姊妹
[00:21:26.000 --> 00:21:29.000]  喜歡神的話
[00:21:29.000 --> 00:21:31.000]  可以幫助我們做什麼呢
[00:21:31.000 --> 00:21:32.000]  親近神
[00:21:32.000 --> 00:21:34.000]  認識神
[00:21:34.000 --> 00:21:35.000]  如果我們說要認識神
[00:21:35.000 --> 00:21:38.000]  但整天都不打開聖經
[00:21:38.000 --> 00:21:41.000]  我們可能看手機比看聖經多
[00:21:41.000 --> 00:21:45.000]  聽收音機看電視比看聖經多
[00:21:45.000 --> 00:21:48.000]  聽有關聖經的章節
[00:21:48.000 --> 00:21:50.000]  一些錄播
[00:21:50.000 --> 00:21:57.000]  其實我們在世界裏面不停打滾
[00:21:57.000 --> 00:22:01.000]  詩篇十九篇曾經提醒過我們
[00:22:01.000 --> 00:22:05.000]  我們為什麼要喜歡神的話呢
[00:22:05.000 --> 00:22:07.000]  因為
[00:22:07.000 --> 00:22:09.000]  詩篇十九篇這樣說
[00:22:09.000 --> 00:22:11.000]  因為神的話語很寶貴
[00:22:11.000 --> 00:22:14.000]  比精金更加寶貴
[00:22:14.000 --> 00:22:21.000]  比房物底下的物更加甘甜
[00:22:21.000 --> 00:22:25.000]  詩人透過詩篇十九篇提醒我們
[00:22:25.000 --> 00:22:28.000]  神的話語多好
