
[00:00:00.000 --> 00:00:04.900]  實體的講道對我來說真的很重要,有溫度的講道很重要,
[00:02:58.900 --> 00:03:08.900]  交換什麼?原來是鯉魚,種菜的,我就希望很想將一隻羊和對方去交換,
[00:03:08.900 --> 00:03:15.800]  交換一些我沒有的東西,這個是當時古時以物易物的時候的做法,
[00:03:15.800 --> 00:03:21.800]  不過後來人很有趣,他就開始發現,從以物易物的過程裡面就會體會,
[00:03:21.800 --> 00:03:27.800]  有些概念出現了,什麼概念?就是一些不公平的概念,舉個例子,
[00:03:27.800 --> 00:03:33.800]  我養一隻羊要半年一年才大隻,你去摘野果種野菜,其實很簡單,
[00:03:33.800 --> 00:03:38.800]  可能一兩個星期或者一兩個月就已經收成了,那我用多少次野菜野果才能夠換到
[00:03:38.800 --> 00:03:44.700]  養了一年半載的羊呢?這些概念從人類開始慢慢發展的時候,
[00:03:44.700 --> 00:03:51.700]  就不停產生一些新的概念出現,公平的概念,貨物我們要找東西去交換的概念,
[00:03:51.700 --> 00:03:57.700]  所以你讀歷史就知道了,有很多以前寶貴的珠寶,貝殼,諸如此類的東西,
[00:03:57.700 --> 00:04:03.700]  難找到的東西就當作珍貴,然後就可以和你去交換一些我想要的東西,
[00:04:03.800 --> 00:04:08.700]  沒錯,這個也是古時的想法,不過當我去準備這篇講道,進入這個引言的時候,
[00:04:08.700 --> 00:04:15.700]  我就發現了,上網上看一下,以物易物,基於一個什麼人類的歷史底下,
[00:04:15.700 --> 00:04:22.700]  或者一個什麼基礎去建立出這一套的思想呢?說來你都不相信,原來以物易物背後有一種想法,
[00:04:22.700 --> 00:04:30.700]  不是我說的,是你上網看的,是什麼?原來我們無法再彼此信任對方,
[00:04:30.800 --> 00:04:39.700]  為什麼會這樣說呢?原來因為以前古時的時候,人類共同的生活,在一個群體裡面生活,很簡單,
[00:04:39.700 --> 00:04:49.700]  大家用一種合作的方式,我就去觸目,你就去監眾,各取所需,當沒有的時候,我就和你去交換我要的東西,
[00:04:49.700 --> 00:04:55.700]  但是當這個過程一直發展的時候,正如我剛才所說,當物品或者那樣要交換的東西,
[00:04:55.800 --> 00:05:07.700]  大家所投放的資源不是對等的時候,就開始產生了用一些代替品去講價值,然後賦予一個價值去彼此交換,
[00:05:07.700 --> 00:05:16.700]  而在講以物易物的背後,其實是在講一個人對於要再合作,信任這個基礎,瓦解了,
[00:05:16.800 --> 00:05:27.700]  某程度上,這個都帶來給人開始對外在的東西,甚至對自身產生了一種價值的概念出現,
[00:05:27.700 --> 00:05:39.700]  這件事我想告訴你,都帶來人很大的破壞,為什麼呢?有很多人的一生,都為了要去爭取或者肯定自己的價值,花上一生去努力,去換取,
[00:05:39.800 --> 00:05:47.700]  或者很想去找回應有的價值回來,這個正正就是我今天很想和大家一起去思考的東西,或者帶大家去進入這個題目,
[00:05:47.700 --> 00:05:55.700]  透過這一篇的經文,詩篇第八篇,打得很熟的了,剛才詩哥都有唱,那這篇詩篇帶來給我們作為基督徒,
[00:05:55.700 --> 00:06:01.700]  其實詩篇不是只是我講給基督徒聽的,其實聖經是講給全人類聽的,但不是很多人知道的,
[00:06:01.800 --> 00:06:14.700]  所以人的生命因為沒有神的話,甚至不認識神的話,導致我們在世界裡面用任何方法去找回我們失去了一個很重要的,
[00:06:14.700 --> 00:06:24.700]  聖經告訴我們人的本質價值是一回事,我們試一下思考一下,過去那段時間你投放的時間最多,
[00:06:24.800 --> 00:06:35.700]  你花上最多精力,花盡你任何的精神資源,為了要換取的,獲取的,那些不是物質的,可以是關係,可以是物質,
[00:06:35.700 --> 00:06:45.700]  有多少其實背後,其實你是在追溯那種關係,那種你對於自己價值肯定的東西,其實過去那段時間有多少呢?
[00:06:45.700 --> 00:06:52.700]  其實我相信每個人,甚或我自己作為牧師,面對著我的目的,同樣地都是面對著這個問題,
[00:06:52.800 --> 00:07:01.700]  甚或在過程裡面仍然都要去處理,究竟對我自己,在一個牧職,特別是一個牧師職裡面,我做的事情,
[00:07:01.700 --> 00:07:10.700]  和我認為我自己的價值,是不是有一個很重要的關係呢?這個都是值得我們去思考和明白的,不如我們先去讀一下今天的經文好不好?
[00:07:10.700 --> 00:07:16.700]  用整句話去提醒我們,看不看到後面?應該都看到吧?或者你的眼力好一點,不如一起讀了先好不好?
[00:07:16.800 --> 00:07:22.700]  詩篇第八篇,由第一節開始,第一句不用讀了,第一節開始,好,請。
[00:07:23.700 --> 00:07:26.600]  (第二節)
[00:07:27.600 --> 00:07:30.500]  (第三節)
[00:07:30.500 --> 00:07:33.400]  (第四節)
[00:07:34.400 --> 00:07:37.300]  (第五節)
[00:07:38.300 --> 00:07:41.200]  (第六節)
[00:07:42.200 --> 00:07:45.100]  (七節)
[00:07:46.100 --> 00:07:49.000]  (八節)
[00:07:49.000 --> 00:08:14.900]  (九節)
[00:08:15.000 --> 00:08:40.900]  我們一起禱告,
[00:08:41.000 --> 00:08:44.900]  (第十一節)
[00:08:45.900 --> 00:08:48.800]  (第十二節)
[00:08:49.800 --> 00:08:52.700]  (第十三節)
[00:08:53.700 --> 00:08:56.600]  (第四節)
[00:08:57.600 --> 00:09:00.500]  (第五節)
[00:09:01.500 --> 00:09:04.400]  (第六節)
[00:09:05.400 --> 00:09:10.300]  所以當唱讚美詩,或者當我們唱這些詩歌的時候,背後是一種信仰的宣認,
[00:09:10.300 --> 00:09:14.300]  所以當我們去唱詩歌,特別是在希伯來人去理解唱詩篇的詩歌的時候,
[00:09:14.300 --> 00:09:19.300]  它不是只是一個獨白,其實詩篇是在說唱他們的信仰生命,
[00:09:19.300 --> 00:09:23.300]  唱他們怎樣去看這個人生,唱他們怎樣去看這個世界,
[00:09:23.300 --> 00:09:28.300]  所以當他唱的時候,某程度上是一個信仰的宣告,是一個人生的宣告,
[00:09:28.300 --> 00:09:33.300]  那我們試試進入這篇經文裡面,去看看這篇詩篇有什麼特別,經文很簡單的,
[00:09:33.400 --> 00:09:39.300]  聖經說是大衛寫的詩,在傳統上都認為是他寫的,當然是大衛王,
[00:09:39.300 --> 00:09:44.300]  一個統一了整個以色列帝國的皇帝,
[00:09:44.300 --> 00:09:54.300]  他的經歷,他的人生的遭遇,他人生的起起跌跌,甚至在神面前他所成功的事情,又或者他所失敗的事情,
[00:09:54.300 --> 00:10:00.300]  然後他寫出來的一篇詩篇,這篇詩篇不單單是大衛的,一會兒看下去你就知道了,
[00:10:00.400 --> 00:10:05.300]  他寫完之後就交給靈長,知道靈長是什麼嗎?簡單講就是,應該知道吧?
[00:10:05.300 --> 00:10:10.300]  靈長是什麼?阿聰,靈長是敬拜隊的隊長,其實是交給他們去唱詩歌,
[00:10:10.300 --> 00:10:16.300]  很明顯這首詩篇不單單是一個人在房間裡面自己寫完之後自己中毒的,
[00:10:16.300 --> 00:10:23.300]  而是一個集體群體性去敬拜的時候,有一個領袖走出來,敬拜隊的領袖,
[00:10:23.300 --> 00:10:27.300]  然後帶回眾一起去宣認,一起去唱出來的一首詩歌,
[00:10:27.400 --> 00:10:31.300]  你再留心看的時候你就更加發現,這首詩歌很有趣的,
[00:10:31.300 --> 00:10:38.300]  他有時寫我們,有時寫我,就是說這首歌除了是一個個人你可以自己回家自己唱之外,
[00:10:38.300 --> 00:10:43.300]  同時你也可以集體一起去宣告去宣認,代表什麼呢?
[00:10:43.300 --> 00:10:49.300]  代表很想這首詩歌唱的時候,很想讓一個群體,集體也好,個人也好,
[00:10:49.300 --> 00:10:56.300]  透過這首詩歌去宣認這首詩歌裡面他所認定的一個很重要人和神的關係,
[00:10:56.400 --> 00:11:03.300]  期望透過這個過程裡面,也帶著羊體讀這篇聖經或者唱這篇詩篇的人,
[00:11:03.300 --> 00:11:09.300]  能夠知道一件很重要的事,是什麼呢?神是怎樣?人是怎樣?
[00:11:09.300 --> 00:11:15.300]  這種人和神的關係帶來給我們,就是帶來給讀詩篇的人,唱這首詩歌的人,
[00:11:15.300 --> 00:11:22.300]  有什麼東西可以影響性呢?對你在地上繼續的生活,讀完這篇詩篇,唱完這篇詩篇,
[00:11:22.400 --> 00:11:28.300]  離開教堂,離開禮堂,對你的人生將來有什麼幫助呢?
[00:11:28.300 --> 00:11:32.300]  這篇詩正正就是當我讀的時候,就帶來給我們一個思考,
[00:11:32.300 --> 00:11:38.300]  今天我講到只有兩個分題,第一個認識定價者是誰?
[00:11:38.300 --> 00:11:46.300]  原來當人,神做的人,他不認識這個創造你的主,是一個什麼上帝的時候,
[00:11:46.400 --> 00:11:54.300]  原來你走的路,我想告訴你,有很多問題,第二個分題,我的分題定了為,
[00:11:54.300 --> 00:11:59.300]  究竟從這篇詩篇裡面,我怎樣去理解我自己的價值呢?
[00:11:59.300 --> 00:12:05.300]  你會說牧師,這個題目很簡單,價值很寶貴的,那我就知道了,
[00:12:05.300 --> 00:12:09.300]  但我想告訴你,確實有時生命就是有些東西我們知道,但我們做不到,
[00:12:09.300 --> 00:12:14.300]  為什麼呢?盼望從這篇經文,透過這兩個分題,和大家一起去認識一下,
[00:12:14.400 --> 00:12:19.300]  我先進入第一個分題,認識定價者是誰?
[00:12:19.300 --> 00:12:23.300]  經文是一至三節和六至九節,剛才我讀過了,我不詳細讀,
[00:12:23.300 --> 00:12:29.300]  這裡只有九節經文,從結構裡面就知道整段經文的中心點,
[00:12:29.300 --> 00:12:35.300]  其實中間那兩節是橙色的,特別第四第五節,因為頭尾兩節很明顯是一個重複語句,
[00:12:35.300 --> 00:12:40.300]  很明顯是一個很清晰的結構,告訴你知道中間有兩節是非常重要,
[00:12:40.400 --> 00:12:45.300]  也指出了這兩節其實就是詩人在他生命裡面所體會,
[00:12:45.300 --> 00:12:52.300]  在他侍奉裡面所體會,人的身份,神的身份帶來的一個很重要的結果,
[00:12:52.300 --> 00:12:59.300]  甚或是一個宣認,這種宣認也阻礙著他怎樣去活出一個信上帝的人生,
[00:12:59.300 --> 00:13:05.300]  那我就進入這篇經文裡面,去重新認識一下,究竟我們怎樣去認識這個定價者呢?
[00:13:05.400 --> 00:13:11.300]  這個創造我們,這個上帝,這篇詩篇裡面他怎樣告訴我們呢?
[00:13:11.300 --> 00:13:15.300]  重申一次,這篇詩是大衛王寫的,是一個皇帝寫的,
[00:13:15.300 --> 00:13:23.300]  他擁有了當時的權力,他經歷過擁有權力,他也經歷過可以控制很多的事物,
[00:13:23.300 --> 00:13:30.300]  當時的大衛王統一了整個巴勒斯坦第十二支派,
[00:13:30.400 --> 00:13:36.300]  成為了當時在迦林地最強大的國家,一片天下無敵手,
[00:13:36.300 --> 00:13:42.300]  他所擁有的東西,從他人生,從他所經歷的事上,他所體會到的,
[00:13:42.300 --> 00:13:48.300]  他就把這篇詩篇寫了出來,去讓後世的人一路中讀,中唱,
[00:13:48.300 --> 00:13:54.300]  而帶來給他們知道,究竟我們這個信上帝的信仰人生是一回事,
[00:13:54.300 --> 00:13:59.300]  我們試試在經文裡面看一下,大衛王寫的,這個君王,他說是甚麼?
[00:13:59.400 --> 00:14:01.300]  耶和華是我們的主?
[00:14:01.300 --> 00:14:09.300]  主這個字某程度上是說大君王的意思,一個君王他要指出耶和華是大君王,
[00:14:09.300 --> 00:14:15.300]  簡單說,在他的眼裡面,他自己不是最重要的那一個,也不是最大的那一個,
[00:14:15.300 --> 00:14:20.300]  因為他很清楚他背後有一個耶和華,這個上帝對他來說,我們的主,
[00:14:20.300 --> 00:14:27.300]  這個主的意思是說一個君王,後來他就說,你的名在前地,何其美?
[00:14:27.400 --> 00:14:33.300]  原來希伯來文的這個字不是在說美麗,是在說威嚴,這個字你一看新的本就知道了,
[00:14:33.300 --> 00:14:39.300]  他翻譯整句話,他在說耶和華,他說甚麼?你的名在前地,何其威嚴?
[00:14:39.300 --> 00:14:48.300]  大衛很清楚這個上帝是一個君王,是一個統領萬族的人,萬族的神,不單是這樣,
[00:14:48.300 --> 00:14:55.300]  他是一個甚麼?滿有威嚴的上帝,從他的經驗裡面,很清楚這個上帝是滿有威嚴的,
[00:14:55.400 --> 00:15:03.300]  他後來就會再說,他不單止前地,何其威嚴?聖經裡面更加告訴我們,他指出施行說,
[00:15:03.300 --> 00:15:09.300]  這個上帝,這個耶和華,他的榮耀是彰顯於天,好像有甚麼叫榮耀彰顯於天?
[00:15:09.300 --> 00:15:16.300]  這些很深的詞語,甚麼叫榮耀彰顯於天?其實希伯來人寫詩篇,你用一種詩意去理解就可以了,
[00:15:16.300 --> 00:15:25.300]  榮耀彰顯於天是在說讚嘆君王的作為那些說話,由地上升到天,即是甚麼?
[00:15:25.300 --> 00:15:34.200]  周圍都有,簡單說,詩人很清楚這個大君王是威嚴的,並且他的作為全遍天下,榮耀去到哪裡?
[00:15:34.200 --> 00:15:43.200]  彰顯於天,由地上直達上天,是在說他的作為無所不在,他的作為容易的測頭,
[00:15:43.200 --> 00:15:51.200]  甚至乎在這個君王的生命裡面能夠見到,看得見,後來去到第三節,
[00:15:51.300 --> 00:16:03.200]  詩人就更加告訴我們知道,他說出宇宙上的天、星、獸,聖經說月亮星獸是大君王所創造的,
[00:16:03.200 --> 00:16:09.200]  不過這個詩人的表達很有趣,你看看,詩人說甚麼?他說怎樣做的?
[00:16:09.200 --> 00:16:18.200]  詩人說,耶和華去做這個天、月亮星獸,其實是用指頭所做的,其實是簡單說這個有證言有序的天制,
[00:16:18.300 --> 00:16:24.200]  其實他只是用一個指頭去完成了,當然這個說話可能你看完之後,有不懂的人就說,
[00:16:24.200 --> 00:16:34.200]  中了這句說話就已經很清楚上帝的威嚴,上帝的權力,他只是用手指碰一碰,月亮星獸、星星,全部的擺設都井然有序,
[00:16:34.200 --> 00:16:41.200]  不過有人這樣說,當你真的讀到這篇詩篇的時候,特別讀到第三節,我想告訴你,
[00:16:41.300 --> 00:16:49.200]  他不只是跟你說上帝的威嚴、能力,大家喜不喜歡行山?近期疫情是不是很多人行山?
[00:16:49.200 --> 00:16:57.200]  我知道有些人,之前我去了馬里路經,走了一百公里,如果你有去過行山你就知道,
[00:16:57.200 --> 00:17:07.200]  當你去到山野,當你看到星獸,當你看到天空宇宙,當你看到上帝所創造的時候,你就會發現一件事,
[00:17:07.300 --> 00:17:18.200]  人其實很渺小,我不知道你有沒有這種體會,當你看到一個浩瀚的宇宙,我很喜歡行大山,
[00:17:18.200 --> 00:17:26.200]  我老婆經常坐在下面,每年我都會哄她一次,讓我出去行山一次,我去到日本行三千多米的山,
[00:17:26.200 --> 00:17:32.200]  我一個人行,很辛苦的,背著很重的背包,連續行幾天,在山上睡覺,沒有涼蔥,
[00:17:32.300 --> 00:17:40.200]  但當我在山頂看下去的時候,我就發現我自己的渺小,《先人》第三節裡面說,
[00:17:40.200 --> 00:17:47.200]  上帝用指頭做的天地,不單止是在說祂的威嚴,這句話的背後更加反映,當人看見這個宇宙,
[00:17:47.200 --> 00:17:58.200]  當人看見這個上帝所創造的環境的時候,其實他會發現人的渺小,人的渺小在上帝的創造底下,
[00:17:58.300 --> 00:18:07.200]  這個是從大自然裡面,我們可以知道,我們可以明白,可以所理解,不單止這樣,《先人》更加在第六節,第八節裡面,
[00:18:07.200 --> 00:18:15.200]  他指出了這一切萬有都是從祂而來,《先人》一開始直接去描述這個上帝是一個什麼樣的本質,
[00:18:15.200 --> 00:18:24.200]  祂是一個擁有權能,有威嚴的,祂的榮耀,祂的作為,由地上到天,所有人都知道,不單止這樣,
[00:18:24.300 --> 00:18:36.200]  祂更加告訴我們知道,祂創造這個宇宙,有一個指頭就能夠完成,甚至去到第六節,第八節,祂告訴我們知道,萬有都是祂創造,更加去到後面,祂再次告訴我們知道,
[00:18:36.200 --> 00:18:47.200]  第二節祂說了什麼,祂說,你因仇敵的緣故,從英械和赫拉的後宗建立了能力,簡單說,你試想一下,英械和赫拉的後宗真的很軟弱,
[00:18:47.300 --> 00:19:00.200]  在人裡面最軟弱的BB仔的少少能力,祂說什麼,使仇敵閉口無言,使仇敵閉口無言這句字,愚民是在說,閉口無言是指向滅亡,
[00:19:00.200 --> 00:19:10.200]  背後的意思是說,這個是創造上帝,這個是耶和華,沒有什麼能夠與祂相比,甚或是靈界的東西,
[00:19:10.300 --> 00:19:21.200]  甚或是一些眼不能夠看到,屬於靈界的事情,同樣地,都不能夠與祂相比,弟子們,
[00:19:21.200 --> 00:19:33.200]  詩人在第八篇裡面,先和你討論關於上帝是一個什麼樣的上帝,當他從大自然裡面,他表達出這個上帝的威嚴,
[00:19:33.300 --> 00:19:41.200]  但同樣地,其實他指向著一件很重要的事,他要告訴中讀這篇詩的人,清楚知道一件很重要的事,
[00:19:41.200 --> 00:20:00.200]  我們在神面前,其實很渺小,人不能夠在神面前自大自負,甚至人不應該在神面前,或者不應該在創造我們的神面前,有任何的可誇,
[00:20:00.300 --> 00:20:14.200]  我記得有一個教練,我都很多年,我都二十多年前認識他,我們一起行山,他帶我上山頂的時候,一起行,在山頂那裡,
[00:20:14.200 --> 00:20:24.200]  我那個年代的歌,不知道你們有沒有聽過,一上去就唱一首歌,大地在我腳下,這些懂笑的人就知道什麼年紀,
[00:20:24.300 --> 00:20:39.200]  你有沒有聽過,沒有聽過,是真的知道你很年輕,當這個教練上到山頂,在那條標高處,他放下了背囊,我們一團人見到他很開心,
[00:20:39.200 --> 00:20:51.200]  然後在山上他就唱起一首歌來,他唱的時候很自豪,他唱的時候很有能力,我相信他唱的時候都是很興奮,
[00:20:51.300 --> 00:21:08.200]  但我想告訴你,非常不幸,這個教練在很多年後,我們知道他因為婚姻和經濟的緣故,他選擇了輕生,結果就離開了我們,
[00:21:08.300 --> 00:21:26.200]  當然我不太知道內情是什麼,不過我們一班教練有些討論,有些理解,他說這個教練確實是一個很有自信,甚或可能是一個很自負的人,
[00:21:26.300 --> 00:21:55.200]  導致在一些事上,他看見的是他自己,我不知道或許人的自負是使人不能夠接受到挫敗,或許人的自負也使人忘記了限制原來是保護著我們不會崩潰,不會失控,
[00:21:55.300 --> 00:22:07.200]  或許人的自負自大也使我們遺忘了尋求人幫助去解決問題這個想法,
[00:22:07.200 --> 00:22:22.200]  又或者人的自負自大會將自己的生命前途變成一場賭博,最終可能一鋪清袋,
[00:22:22.300 --> 00:22:32.200]  在我們中間,標稱崇拜弟兄姐妹,你們正正剛剛出來工作,人生的路還很漫長,
[00:22:32.200 --> 00:22:47.200]  詩篇第八篇,詩人提醒我們一件很重要的事,我們要認清這個定價者其實是一個沒有權能,沒有威嚴,他的榮耀彰顯於天,
[00:22:47.300 --> 00:23:02.200]  他的能力甚至連屬靈的事也不能夠勝過他,而我們在他面前其實是很渺小,當我們遇到這個上帝,我們的生命應該要降伏在他底下,
[00:23:02.300 --> 00:23:19.200]  當我們遇到這個上帝,我們的生命,我們的生活,我們如常的生活,我們就要將我們的自負自大放下,因為自負和自大確實使我們走在錯的路上,
[00:23:19.300 --> 00:23:40.200]  就像我剛剛所說,當人遇到困難,你太過相信你自己,你就體會不到限制的出現,原來是在救你,當在關係裡面,你仍然確信你自己可以處理,
[00:23:40.300 --> 00:23:54.200]  你仍然認為你用方法可以選擇去處理他,但仍然想告訴你,去到最終,可能你所堅持的未必帶來給你一個好的結果,
[00:23:54.300 --> 00:24:09.200]  頂姐妹,真正認識神的人,他的生命在生活上確實我們可以謙卑,可以馴服在這個創造主的面前,
[00:24:09.200 --> 00:24:21.200]  一篇很簡單的詩篇,希伯來人當唱這首詩歌的時候,他正正就體會這個民族在地上要給神使用,需要的是這份謙虛,
[00:24:21.300 --> 00:24:32.200]  是這份他要認清他自己的渺小,是要認清他要在神面前,這個創造主面前,他要屈實,不再自負,不再自大,
[00:24:32.200 --> 00:24:45.200]  因為當我們真正認識這個定價者是誰的時候,我們才能夠走在對的路上,頂姐妹,我想問一下你,有什麼現在纏繞著你?
[00:24:45.300 --> 00:24:58.200]  是你的關係?是你生命裡面認為很著緊的東西?甚或可能是你現在選擇要去追求的事物?
[00:24:58.200 --> 00:25:12.200]  很想作為你牧師,藉著詩篇第八篇提醒你,當我們望見這個上帝所創造的環境,我們就知道其實我們是很渺小,
[00:25:12.300 --> 00:25:29.200]  當我們知道我們渺小,我們就懂得去尋求,去找幫助,甚或願意在這裡祈禱神,讓神在我們中間幫助我們解決我們當前的問題,這個非常重要。
[00:25:29.200 --> 00:25:42.200]  第二點跟大家一起分享,這篇詩除了講關於這個定價者是誰之外,他更加清楚地指出,究竟我們去唱這首詩歌,宣認這首詩歌裡面的內容的我,這個人,
[00:25:42.200 --> 00:25:49.100]  究竟值多少錢?我們用錢去衡量,如何去理解呢?如何去理解錢是怎樣去看法呢?
[00:25:49.100 --> 00:26:01.100]  這篇詩,詩人特別在第四和第五節,也就是我剛才講了最重要的那兩節,他指出了一件很重要的事實,他讓你知道原來詩人是這樣去理解自己的生命的,
[00:26:01.200 --> 00:26:15.100]  好像讀完之後你會發現,好像沒什麼,好像沒什麼價值,但不是的,我們看下去你就會知道,原來詩人所看見他自己的價值,原來從世人的眼裡是很矛盾,
[00:26:15.100 --> 00:26:28.100]  不過作為跟隨神的人,確切要這樣去理解,詩人提到人算什麼,世人算什麼,這兩句話回應剛才我們去講這個定價者是誰的時候,
[00:26:28.200 --> 00:26:37.100]  正應就帶出人本來就是渺小這個想法,雖然詩人這樣問,好像自問自答,但整句話是否定的,
[00:26:37.100 --> 00:26:48.100]  即是什麼意思?人是算什麼?世人是算什麼?對他來說,其實是沒什麼,不單是這樣,詩人更加在後面告訴我們知道,
[00:26:48.200 --> 00:27:01.100]  他指出這個人在詩人的眼裡已經有一個很清楚的定位,原來希伯來人去理解人這個原文這個字,不是簡單講我們有身體這個,
[00:27:01.100 --> 00:27:11.100]  希伯來人去理解人這個概念,這個字本身是講我們是會扭壞的,聽得明白嗎?對他來說,詩人去寫這篇詩的時候,
[00:27:11.200 --> 00:27:23.100]  人算什麼?這個扭壞的人算什麼?確實,詩人去理解這個會扭壞的人,確實真的沒什麼,是渺小的,沒什麼好的,
[00:27:23.100 --> 00:27:34.100]  不過他接著就會告訴你一件很重要的事,他要告訴你知道,這兩句話同樣地出現了一個相同意思的表達,你竟顧念他,
[00:27:34.200 --> 00:27:44.100]  你竟顧念他,這兩個字的背後其實是同意的,同時出現了一件很重要的事,原來這個字的原文是一個探訪的意思,
[00:27:44.100 --> 00:27:53.100]  講什麼呢?講這個這麼渺小會扭壞的人,居然耶和華上帝會來到你中間,是什麼呢?他主動來尋找你,
[00:27:53.100 --> 00:28:01.100]  探訪的意思是他來到你裡面,他主動去尋找你,去找你,你試想像一下,詩人去理解人是會扭壞,渺小的,
[00:28:01.200 --> 00:28:14.100]  但是聖經說,他會親自主動來在你生命裡面出現,去尋找你,這個對比,這個張力,其實詩篇正正就是要告訴我們這種張力的存在,
[00:28:14.100 --> 00:28:23.100]  等一會兒我想告訴你,詩人在這裡很清楚他自己的身份和位置,他更加清楚上帝的作為,持續的作為,
[00:28:23.200 --> 00:28:33.100]  經過詩篇他就再講,第五節他講什麼呢?他說尊貴榮耀為冠冕,上帝將這個榮耀的冠冕賜給我們,
[00:28:33.100 --> 00:28:46.100]  希伯來人一直都理解榮耀、尊貴,這些是神的屬性,這些不是人應該擁有的,不是因為你有才能,不是因為你有權力而擁有榮耀和尊貴這兩樣東西,
[00:28:46.200 --> 00:28:57.100]  因為希伯來人理解榮耀和尊貴一直都指向著形容上帝,但是這篇詩人說,上帝將這種榮耀和尊貴好像冠冕一樣給了你,
[00:28:57.100 --> 00:29:06.100]  他主動來到你生命裡面,好像加冕一樣,你本身不應該,知道加冕的概念是什麼嗎?加冕的概念是你本身沒有的,
[00:29:06.200 --> 00:29:21.100]  是一個在上有權力的人將一樣東西賜給你的,這個叫加冕,加冕不是因為你什麼值得,而是因為那個擁有本身,那個冠冕的擁有者,他沒有條件去給你,
[00:29:21.100 --> 00:29:35.100]  去讓你擁有這件事情,頂智敏,我想鼓勵你,也想讓你知道,如果當人,剛才我說不真正認識上帝,他根本不能夠知道自己的價值是什麼,
[00:29:35.200 --> 00:29:48.100]  但同樣地,人很特別,人是很喜歡為物品定價的,人很喜歡為別人定價的,人更喜歡為自己定價錢,
[00:29:48.200 --> 00:30:06.100]  確實我們常常會周旋在別人怎樣看我,我怎樣評價別人,這種狀況裡面,導致我們生命花了很多時間去換取一個我認為自己應該有的價值,
