
[00:00:00.000 --> 00:00:02.320]  保守我們待會聽到的時間
[00:03:26.720 --> 00:03:28.720]  我很感恩
[00:03:28.720 --> 00:03:30.720]  在一個這樣的情況下
[00:03:30.720 --> 00:03:34.720]  執事會看到我們是這樣
[00:03:34.720 --> 00:03:36.720]  決定了
[00:03:36.720 --> 00:03:38.720]  讓我們一開會
[00:03:38.720 --> 00:03:40.720]  自立
[00:03:40.720 --> 00:03:42.720]  我告訴大家 因福的自立
[00:03:42.720 --> 00:03:44.720]  不是舞會給一大堆錢
[00:03:44.720 --> 00:03:46.720]  不是給一大堆人
[00:03:46.720 --> 00:03:48.720]  不需要的
[00:03:48.720 --> 00:03:50.720]  有這個信心的時候
[00:03:50.720 --> 00:03:52.720]  什麼都可以做到
[00:03:52.720 --> 00:03:54.720]  我都要憑證
[00:03:54.720 --> 00:03:56.720]  這一百多人 我太太負責兒童
[00:03:56.720 --> 00:03:58.720]  負責婦女
[00:03:58.720 --> 00:04:00.720]  我就負責成年人
[00:04:00.720 --> 00:04:02.720]  地方都沒有
[00:04:02.720 --> 00:04:04.720]  我們怎麼做 家裡
[00:04:04.720 --> 00:04:06.720]  很多的組
[00:04:06.720 --> 00:04:08.720]  是在家裡開 主日學
[00:04:08.720 --> 00:04:10.720]  家裡開
[00:04:10.720 --> 00:04:12.720]  然後當時觀華縣
[00:04:12.720 --> 00:04:14.720]  開了之後 舞會都不夠地方用
[00:04:14.720 --> 00:04:16.720]  我們沒辦法用得著
[00:04:16.720 --> 00:04:18.720]  後來有些頂智妹
[00:04:18.720 --> 00:04:20.720]  她家比較大
[00:04:20.720 --> 00:04:22.720]  我們就用她們的家
[00:04:22.720 --> 00:04:24.720]  N長老的家
[00:04:24.720 --> 00:04:26.720]  就是我們其中一個
[00:04:26.720 --> 00:04:28.720]  組長會和一城
[00:04:28.720 --> 00:04:30.720]  開始的時候的基地
[00:04:30.720 --> 00:04:32.720]  然後抗立
[00:04:32.720 --> 00:04:34.720]  我們借觀華縣
[00:04:34.720 --> 00:04:36.720]  有一段時間 後來都不夠了
[00:04:36.720 --> 00:04:38.720]  我們就開始在家裡
[00:04:38.720 --> 00:04:40.720]  多開一些不同的組
[00:04:40.720 --> 00:04:42.720]  結果當我們開始租
[00:04:42.720 --> 00:04:44.720]  永輝
[00:04:44.720 --> 00:04:46.720]  我們就開始有些地方
[00:04:46.720 --> 00:04:48.720]  給我們用
[00:04:48.720 --> 00:04:50.720]  後來都不夠用了
[00:04:50.720 --> 00:04:52.720]  我們就循序前進
[00:04:52.720 --> 00:04:54.720]  這些全部在
[00:04:54.720 --> 00:04:56.720]  那個
[00:04:56.720 --> 00:04:58.720]  延續天國夢
[00:04:58.720 --> 00:05:00.720]  我講了出來
[00:05:00.720 --> 00:05:02.720]  我深深為到
[00:05:02.720 --> 00:05:04.720]  我們當中
[00:05:04.720 --> 00:05:06.720]  有這一份信心
[00:05:06.720 --> 00:05:08.720]  就是說無論如何
[00:05:08.720 --> 00:05:10.720]  去吧
[00:05:10.720 --> 00:05:12.720]  首先
[00:05:12.720 --> 00:05:14.720]  最近有關美國
[00:05:14.720 --> 00:05:16.720]  對等關稅的事
[00:05:16.720 --> 00:05:18.720]  很多人都問我
[00:05:18.720 --> 00:05:20.720]  Trump是不是迪基督呢
[00:05:20.720 --> 00:05:24.720]  我告訴他
[00:05:24.720 --> 00:05:26.720]  我是信聖經的
[00:05:26.720 --> 00:05:28.720]  從聖經去看
[00:05:28.720 --> 00:05:30.720]  很多事是不對的
[00:05:30.720 --> 00:05:32.720]  是不同的
[00:05:32.720 --> 00:05:34.720]  怎樣不同
[00:05:34.720 --> 00:05:36.720]  第一
[00:05:36.720 --> 00:05:38.720]  迪基督
[00:05:38.720 --> 00:05:40.720]  是以色列的
[00:05:40.720 --> 00:05:42.720]  大敵人
[00:05:42.720 --> 00:05:44.720]  要將以色列毀滅
[00:05:44.720 --> 00:05:46.720]  甚至對著以色列人
[00:05:46.720 --> 00:05:48.720]  要喝盡他們的血
[00:05:48.720 --> 00:05:50.720]  逼到他們要走去沙漠
[00:05:50.720 --> 00:05:52.720]  我說不像
[00:05:52.720 --> 00:05:56.720]  人人都憎死以色列
[00:05:56.720 --> 00:05:58.720]  他竟然在撐以色列
[00:05:58.720 --> 00:06:00.720]  這是很不同
[00:06:00.720 --> 00:06:02.720]  我完全不是說以色列做得對
[00:06:02.720 --> 00:06:04.720]  我只是說聖經
[00:06:04.720 --> 00:06:06.720]  預言將來
[00:06:06.720 --> 00:06:08.720]  是這樣的情形
[00:06:08.720 --> 00:06:10.720]  第二
[00:06:10.720 --> 00:06:12.720]  按照大義律師的預言
[00:06:12.720 --> 00:06:14.720]  他應該是復興的羅馬帝國
[00:06:14.720 --> 00:06:16.720]  但美國不是
[00:06:16.720 --> 00:06:18.720]  第三
[00:06:18.720 --> 00:06:20.720]  迪基督最後的霸主
[00:06:20.720 --> 00:06:22.720]  是得到縱王的推舉
[00:06:22.720 --> 00:06:24.720]  他上來做這個霸主
[00:06:24.720 --> 00:06:26.720]  將一切的權力交給他
[00:06:26.720 --> 00:06:28.720]  以至他這麼大權
[00:06:28.720 --> 00:06:30.720]  但今天我看不到
[00:06:30.720 --> 00:06:32.720]  人人都反對他
[00:06:32.720 --> 00:06:34.720]  因為這樣他不是那個
[00:06:34.720 --> 00:06:36.720]  第四方面
[00:06:36.720 --> 00:06:38.720]  我更加看得見
[00:06:38.720 --> 00:06:40.720]  這應該是一個半泥半鐵的
[00:06:40.720 --> 00:06:42.720]  鐵腿
[00:06:42.720 --> 00:06:44.720]  如下泥有關的東西
[00:06:44.720 --> 00:06:46.720]  這是什麼呢?
[00:06:46.720 --> 00:06:48.720]  羅馬帝國
[00:06:48.720 --> 00:06:50.720]  鐵腿
[00:06:50.720 --> 00:06:52.720]  羅馬帝國撕裂之後
[00:06:52.720 --> 00:06:54.720]  變成半泥半鐵
[00:06:54.720 --> 00:06:56.720]  半泥半鐵到啟示錄的十三章第五節
[00:06:56.720 --> 00:07:00.720]  他的傷本來是死的傷
[00:07:00.720 --> 00:07:02.720]  好像不存在
[00:07:02.720 --> 00:07:04.720]  但卻醫好了
[00:07:04.720 --> 00:07:06.720]  將來會醫好的
[00:07:06.720 --> 00:07:08.720]  所以我說不像
[00:07:08.720 --> 00:07:10.720]  在整個世界
[00:07:10.720 --> 00:07:12.720]  都恆之入骨
[00:07:12.720 --> 00:07:14.720]  對美國
[00:07:14.720 --> 00:07:16.720]  我有些東西
[00:07:16.720 --> 00:07:18.720]  我又看到
[00:07:18.720 --> 00:07:20.720]  我們要多謝他
[00:07:20.720 --> 00:07:22.720]  多謝他什麼?
[00:07:22.720 --> 00:07:24.720]  把我們刮醒了
[00:07:24.720 --> 00:07:28.720]  刮醒了我們什麼?
[00:07:28.720 --> 00:07:30.720]  原來在這個世界上
[00:07:30.720 --> 00:07:32.720]  無論是個人
[00:07:32.720 --> 00:07:34.720]  無論是公司
[00:07:34.720 --> 00:07:36.720]  是州市
[00:07:36.720 --> 00:07:38.720]  甚至是國家
[00:07:38.720 --> 00:07:40.720]  你擁有什麼
[00:07:40.720 --> 00:07:42.720]  你可以一日之間
[00:07:42.720 --> 00:07:44.720]  一夜之間
[00:07:44.720 --> 00:07:46.720]  全部化為富有
[00:07:46.720 --> 00:07:48.720]  我看到今天這個世界
[00:07:48.720 --> 00:07:50.720]  就是這樣一個空虛的世界
[00:07:50.720 --> 00:07:52.720]  是沒有任何人
[00:07:52.720 --> 00:07:54.720]  有把握可以
[00:07:54.720 --> 00:07:56.720]  保持住我的東西
[00:07:56.720 --> 00:07:58.720]  永遠的
[00:07:58.720 --> 00:08:00.720]  是因為這個緣故
[00:08:00.720 --> 00:08:02.720]  對我們今天來說
[00:08:02.720 --> 00:08:04.720]  實在是太好了
[00:08:04.720 --> 00:08:06.720]  太好了是什麼呢?
[00:08:06.720 --> 00:08:08.720]  就是因為聖經已經
[00:08:08.720 --> 00:08:10.720]  很清楚將我們人生的GPS
[00:08:10.720 --> 00:08:12.720]  國家的GPS
[00:08:12.720 --> 00:08:14.720]  人類的GPS
[00:08:14.720 --> 00:08:16.720]  很清楚告訴我們
[00:08:16.720 --> 00:08:18.720]  我們看到地上的GPS
[00:08:18.720 --> 00:08:20.720]  可能會變
[00:08:20.720 --> 00:08:24.720]  我去元朗港渡
[00:08:24.720 --> 00:08:26.720]  每次都是
[00:08:26.720 --> 00:08:28.720]  我女婿開車
[00:08:28.720 --> 00:08:30.720]  不是我開車
[00:08:30.720 --> 00:08:32.720]  有一次他去別處
[00:08:32.720 --> 00:08:34.720]  變成我要自己開車
[00:08:34.720 --> 00:08:36.720]  我和太太開車的時間
[00:08:36.720 --> 00:08:38.720]  又沒有想到
[00:08:38.720 --> 00:08:40.720]  元朗改道很多地方
[00:08:40.720 --> 00:08:42.720]  我就對著GPS
[00:08:42.720 --> 00:08:44.720]  原來不是這樣的
[00:08:44.720 --> 00:08:46.720]  那裡不能進去
[00:08:46.720 --> 00:08:48.720]  那要怎樣呢?
[00:08:48.720 --> 00:08:50.720]  他就說跟著GPS來轉
[00:08:50.720 --> 00:08:52.720]  原來跟著GPS轉
[00:08:52.720 --> 00:08:54.720]  轉著轉著
[00:08:54.720 --> 00:08:56.720]  GPS都會迷失
[00:08:56.720 --> 00:08:58.720]  我不知道大家有沒有試過開車
[00:08:58.720 --> 00:09:00.720]  所以那時候
[00:09:00.720 --> 00:09:02.720]  我就改了它的名字
[00:09:02.720 --> 00:09:04.720]  叫做GPS
[00:09:04.720 --> 00:09:06.720]  幸好
[00:09:06.720 --> 00:09:08.720]  我仍然記得
[00:09:08.720 --> 00:09:10.720]  西鐵站
[00:09:10.720 --> 00:09:12.720]  所以就這樣
[00:09:12.720 --> 00:09:14.720]  我轉了GPS去西鐵站
[00:09:14.720 --> 00:09:16.720]  結果就在附近
[00:09:16.720 --> 00:09:18.720]  我就停了車
[00:09:18.720 --> 00:09:20.720]  找了一個警察來
[00:09:20.720 --> 00:09:22.720]  問他
[00:09:22.720 --> 00:09:24.720]  我記得
[00:09:24.720 --> 00:09:26.720]  西鐵站是朗平的西鐵站
[00:09:26.720 --> 00:09:28.720]  他說是朗平的西鐵站
[00:09:28.720 --> 00:09:30.720]  我就很想去F出口
[00:09:30.720 --> 00:09:32.720]  警察說你去錯方向
[00:09:32.720 --> 00:09:34.720]  這是剛剛一個頭
[00:09:34.720 --> 00:09:36.720]  一個尾
[00:09:36.720 --> 00:09:38.720]  不如這樣
[00:09:38.720 --> 00:09:40.720]  你上了去
[00:09:40.720 --> 00:09:42.720]  你一路走回去F出口
[00:09:42.720 --> 00:09:44.720]  我就一下車
[00:09:44.720 --> 00:09:46.720]  我和太太就打電話給瑞美牧師
[00:09:46.720 --> 00:09:48.720]  告訴他
[00:09:48.720 --> 00:09:50.720]  你可不可以在F出口接我
[00:09:50.720 --> 00:09:52.720]  因為
[00:09:52.720 --> 00:09:54.720]  快到時間了
[00:09:54.720 --> 00:09:56.720]  還有大概十分鐘就要開車
[00:09:56.720 --> 00:09:58.720]  所以我要走去
[00:09:58.720 --> 00:10:00.720]  他聽到的時候
[00:10:00.720 --> 00:10:02.720]  牧師不要緊
[00:10:02.720 --> 00:10:04.720]  我在這裡等你
[00:10:04.720 --> 00:10:06.720]  去到的時候就見到他
[00:10:06.720 --> 00:10:08.720]  我們進去元朗堂
[00:10:08.720 --> 00:10:10.720]  剛剛好
[00:10:10.720 --> 00:10:12.720]  領事的
[00:10:12.720 --> 00:10:14.720]  剛剛上台
[00:10:14.720 --> 00:10:16.720]  見到我們
[00:10:16.720 --> 00:10:18.720]  放心了
[00:10:18.720 --> 00:10:20.720]  以為你們回不來
[00:10:20.720 --> 00:10:22.720]  感謝神
[00:10:22.720 --> 00:10:24.720]  人的GPS可能會迷失
[00:10:24.720 --> 00:10:26.720]  但神的GPS永遠不會迷失
[00:10:26.720 --> 00:10:28.720]  我們今天去
[00:10:28.720 --> 00:10:30.720]  直舵
[00:10:30.720 --> 00:10:32.720]  去建立一個新的教會
[00:10:32.720 --> 00:10:34.720]  到底我們的終點是什麼
[00:10:34.720 --> 00:10:36.720]  我們最終想成為什麼
[00:10:36.720 --> 00:10:38.720]  老實說
[00:10:38.720 --> 00:10:40.720]  你說川普他知不知道他的終點在哪裡
[00:10:40.720 --> 00:10:42.720]  他知道
[00:10:42.720 --> 00:10:44.720]  他知道現在的國債
[00:10:44.720 --> 00:10:46.720]  基本上快要爆煲
[00:10:46.720 --> 00:10:48.720]  第二他又知道
[00:10:48.720 --> 00:10:50.720]  整個美國由一個
[00:10:50.720 --> 00:10:52.720]  製造業的
[00:10:52.720 --> 00:10:54.720]  最強的國家
[00:10:54.720 --> 00:10:56.720]  輸出的
[00:10:56.720 --> 00:10:58.720]  現在去到一個地步
[00:10:58.720 --> 00:11:00.720]  百分之八十以上的東西
[00:11:00.720 --> 00:11:02.720]  在中國製造
[00:11:02.720 --> 00:11:04.720]  他知道的
[00:11:04.720 --> 00:11:06.720]  不是他不知道的
[00:11:06.720 --> 00:11:08.720]  然後那些廠一間二間已經搞不定
[00:11:08.720 --> 00:11:10.720]  他引以為榮的波音
[00:11:10.720 --> 00:11:12.720]  他絕需下樓
[00:11:12.720 --> 00:11:14.720]  這麼多意外都是和波音有關
[00:11:14.720 --> 00:11:16.720]  他全部都知道
[00:11:16.720 --> 00:11:18.720]  金融萬一
[00:11:18.720 --> 00:11:20.720]  他自己破產的時候
[00:11:20.720 --> 00:11:22.720]  什麼都沒有了
[00:11:22.720 --> 00:11:24.720]  他的地位沒有了
[00:11:24.720 --> 00:11:26.720]  他的股市沒有了
[00:11:26.720 --> 00:11:28.720]  他知道了這些問題
[00:11:28.720 --> 00:11:32.720]  用錯了方法
[00:11:32.720 --> 00:11:34.720]  一個生意人
[00:11:34.720 --> 00:11:38.720]  你所有人都知道
[00:11:38.720 --> 00:11:40.720]  做生意
[00:11:40.720 --> 00:11:42.720]  有關係就沒有關係
[00:11:42.720 --> 00:11:46.720]  沒有關係就有關係
[00:11:46.720 --> 00:11:48.720]  做生意的人都知道
[00:11:48.720 --> 00:11:50.720]  做生意最重要的是什麼
[00:11:50.720 --> 00:11:52.720]  是關係
[00:11:52.720 --> 00:11:54.720]  你一上台
[00:11:54.720 --> 00:11:56.720]  全部搞到關係亂了
[00:11:56.720 --> 00:11:58.720]  你怎麼去做生意
[00:11:58.720 --> 00:12:00.720]  人家怎麼會幫你做生意
[00:12:00.720 --> 00:12:02.720]  這是一個大問題
[00:12:02.720 --> 00:12:04.720]  但我們今天就來到
[00:12:04.720 --> 00:12:06.720]  教會的增長都是一樣
[00:12:06.720 --> 00:12:08.720]  我們要很清楚的看到
[00:12:08.720 --> 00:12:12.720]  到底教會我們最終的目的是什麼
[00:12:12.720 --> 00:12:15.720]  馬太福音28章19到20節
[00:12:15.720 --> 00:12:17.720]  我們可能會背都背得出
[00:12:17.720 --> 00:12:19.720]  但問題是裡面的精義
[00:12:19.720 --> 00:12:21.720]  我們有多少我們會跟著來做
[00:12:21.720 --> 00:12:23.720]  我們一起讀
[00:12:23.720 --> 00:12:25.720]  所以你們要去
[00:12:25.720 --> 00:12:27.720]  使萬民作我的門徒
[00:12:27.720 --> 00:12:29.720]  奉父子聖靈的名
[00:12:29.720 --> 00:12:30.720]  給他們施洗
[00:12:30.720 --> 00:12:32.720]  凡我所吩咐你們的
[00:12:32.720 --> 00:12:34.720]  都教導他們遵守
[00:12:34.720 --> 00:12:36.720]  看我天天與你們同在
[00:12:36.720 --> 00:12:38.720]  直到世界的終結
[00:12:38.720 --> 00:12:40.720]  另外聖靈傳一章八節
[00:12:40.720 --> 00:12:42.720]  就更加清楚
[00:12:42.720 --> 00:12:44.720]  告訴我們
[00:12:44.720 --> 00:12:46.720]  這個大使命實踐在哪裡
[00:12:46.720 --> 00:12:47.720]  一起來
[00:12:47.720 --> 00:12:49.720]  但聖靈降臨在你們的身上
[00:12:49.720 --> 00:12:51.720]  你們就得能力
[00:12:51.720 --> 00:12:53.720]  並要在耶路撒冷
[00:12:53.720 --> 00:12:55.720]  猶太傳地和撒瑪利亞
[00:12:55.720 --> 00:12:57.720]  直到地極作我的見證
[00:12:57.720 --> 00:12:59.720]  在這段聖經裡面
[00:12:59.720 --> 00:13:02.720]  極直堂最終的目的是什麼
[00:13:02.720 --> 00:13:04.720]  原來整個大使命
[00:13:04.720 --> 00:13:06.720]  只有一個的
[00:13:06.720 --> 00:13:08.720]  imperative
[00:13:08.720 --> 00:13:10.720]  是一個的命令
[00:13:10.720 --> 00:13:13.720]  只有一個命令式的動詞
[00:13:13.720 --> 00:13:16.720]  沒有任何其他動詞
[00:13:16.720 --> 00:13:18.720]  只有一個
[00:13:18.720 --> 00:13:20.720]  這個命令式的動詞是什麼
[00:13:20.720 --> 00:13:22.720]  Matheticity
[00:13:22.720 --> 00:13:24.720]  Make disciples
[00:13:24.720 --> 00:13:27.720]  我希望大家留意
[00:13:27.720 --> 00:13:29.720]  聖經裡面用的字
[00:13:29.720 --> 00:13:31.720]  是簡而精
[00:13:31.720 --> 00:13:33.720]  前面的是什麼
[00:13:33.720 --> 00:13:35.720]  去是什麼
[00:13:35.720 --> 00:13:37.720]  去是一個participle
[00:13:37.720 --> 00:13:39.720]  然後施洗是什麼
[00:13:39.720 --> 00:13:41.720]  是一個participle
[00:13:41.720 --> 00:13:43.720]  然後teaching是什麼
[00:13:43.720 --> 00:13:45.720]  是participle
[00:13:45.720 --> 00:13:47.720]  是present tense的participle
[00:13:47.720 --> 00:13:49.720]  是繼續不斷的方法
[00:13:49.720 --> 00:13:53.720]  到底什麼叫做使人作門徒
[00:13:53.720 --> 00:13:55.720]  使人作門徒
[00:13:55.720 --> 00:13:57.720]  是要心耕
[00:13:57.720 --> 00:13:59.720]  是要細作
[00:13:59.720 --> 00:14:01.720]  門徒是什麼
[00:14:01.720 --> 00:14:04.720]  是完完全全跟隨耶穌基督的板
[00:14:04.720 --> 00:14:06.720]  耶穌是怎樣
[00:14:06.720 --> 00:14:08.720]  門徒就是怎樣
[00:14:08.720 --> 00:14:09.720]  耶穌怎樣想
[00:14:09.720 --> 00:14:10.720]  我們就怎樣想
[00:14:10.720 --> 00:14:11.720]  耶穌怎樣做
[00:14:11.720 --> 00:14:13.720]  我們就怎樣做
[00:14:13.720 --> 00:14:16.720]  耶穌怎樣去實踐
[00:14:16.720 --> 00:14:18.720]  我們就怎樣去實踐
[00:14:18.720 --> 00:14:21.720]  這是非常重要的一件事
[00:14:21.720 --> 00:14:22.720]  換句話來說
[00:14:22.720 --> 00:14:25.720]  我們今天人生的GPS
[00:14:25.720 --> 00:14:28.720]  不是任何人的看法
[00:14:28.720 --> 00:14:30.720]  我們人生的GPS
[00:14:30.720 --> 00:14:32.720]  是耶穌基督的看法
[00:14:32.720 --> 00:14:34.720]  是神的看法
[00:14:34.720 --> 00:14:36.720]  就是聖經裏面
[00:14:36.720 --> 00:14:38.720]  白紙黑字給我們看到的看法
[00:14:38.720 --> 00:14:41.720]  然後第二部分
[00:14:41.720 --> 00:14:45.720]  到底實踐這個大使命
[00:14:45.720 --> 00:14:47.720]  我們是用什麼方法去
[00:14:47.720 --> 00:14:51.720]  建立門徒心耕細作的方法
[00:14:51.720 --> 00:14:54.720]  他就用了三個participle
[00:14:54.720 --> 00:14:56.720]  來告訴我們
[00:14:56.720 --> 00:14:58.720]  這些participle
[00:14:58.720 --> 00:15:00.720]  如果我們今天不知道
[00:15:00.720 --> 00:15:05.720]  教會20年 50年 100年
[00:15:05.720 --> 00:15:08.720]  可以完全無動於衷
[00:15:08.720 --> 00:15:10.720]  原步踏地
[00:15:10.720 --> 00:15:11.720]  老的那班
[00:15:11.720 --> 00:15:13.720]  一個一個老了
[00:15:13.720 --> 00:15:15.720]  老的一個一個都已經
[00:15:15.720 --> 00:15:17.720]  安息禮拜完了
[00:15:17.720 --> 00:15:18.720]  剩下來的
[00:15:18.720 --> 00:15:22.720]  已經所剩無幾
[00:15:22.720 --> 00:15:27.720]  我有一次去台灣港島的時間
[00:15:27.720 --> 00:15:30.720]  一個坐一千人的禮拜台
[00:15:30.720 --> 00:15:34.720]  但他們下面有百多人在聽
[00:15:34.720 --> 00:15:37.720]  我跟著
[00:15:37.720 --> 00:15:39.720]  一看下去的時候
[00:15:39.720 --> 00:15:42.720]  大部分都是上了年紀的那些
[00:15:42.720 --> 00:15:45.720]  我跟牧師來講
[00:15:45.720 --> 00:15:48.720]  你們原本有多少人
[00:15:48.720 --> 00:15:50.720]  他說我們最盛的時間
[00:15:50.720 --> 00:15:52.720]  超過二千人
[00:15:52.720 --> 00:15:55.720]  不簡單 超過二千人
[00:15:55.720 --> 00:15:58.720]  為什麼這麼多不在
[00:15:58.720 --> 00:16:00.720]  現在問
[00:16:00.720 --> 00:16:05.720]  牧師 人會老的
[00:16:05.720 --> 00:16:08.720]  人會死的
[00:16:08.720 --> 00:16:11.720]  哦 這樣我明白了
[00:16:11.720 --> 00:16:13.720]  最大的問題在哪裡
[00:16:13.720 --> 00:16:16.720]  不是人會老 人會死
[00:16:16.720 --> 00:16:21.720]  是牧師的心態
[00:16:21.720 --> 00:16:23.720]  原來這些禮是看堂
[00:16:23.720 --> 00:16:26.720]  就是看著這班人
[00:16:26.720 --> 00:16:28.720]  然後送他去安息禮
[00:16:28.720 --> 00:16:29.720]  完了之後
[00:16:29.720 --> 00:16:31.720]  你就感覺到
[00:16:31.720 --> 00:16:34.720]  你已經盡了你的責任
[00:16:34.720 --> 00:16:38.720]  所以他幾堂講完之後
[00:16:38.720 --> 00:16:41.720]  我跟著
[00:16:41.720 --> 00:16:42.720]  牧師又請我吃飯
[00:16:42.720 --> 00:16:44.720]  我就跟他說
[00:16:44.720 --> 00:16:47.720]  但牧師有一樣我很欣賞他
[00:16:47.720 --> 00:16:49.720]  他說 孫牧師
[00:16:49.720 --> 00:16:53.720]  你這次來提醒了我一件事
[00:16:53.720 --> 00:16:56.720]  我說 我提醒你什麼事
[00:16:56.720 --> 00:16:59.720]  你講得一點不錯
[00:16:59.720 --> 00:17:02.720]  我們有教友
[00:17:02.720 --> 00:17:05.720]  沒有門徒
[00:17:05.720 --> 00:17:06.720]  他就問我
[00:17:06.720 --> 00:17:10.720]  他們有教友 沒門徒
[00:17:10.720 --> 00:17:11.720]  他就問我
[00:17:11.720 --> 00:17:13.720]  牧師你聽得懂嗎
[00:17:13.720 --> 00:17:16.720]  我說 我應該懂的
[00:17:16.720 --> 00:17:17.720]  我就點頭
[00:17:17.720 --> 00:17:19.720]  他跟著就說
[00:17:19.720 --> 00:17:21.720]  我相信你不懂
[00:17:21.720 --> 00:17:24.720]  教友 叫就來
[00:17:24.720 --> 00:17:26.720]  不叫就不來
[00:17:26.720 --> 00:17:29.720]  第二 睡覺就叫
[00:17:29.720 --> 00:17:31.720]  來到的人
[00:17:31.720 --> 00:17:35.720]  為什麼坐前面的戴黑眼鏡呢
[00:17:35.720 --> 00:17:36.720]  你會看到
[00:17:36.720 --> 00:17:37.720]  坐前面的
