
[00:00:00.000 --> 00:00:05.120]  好,我們今天的講題是KOL
[00:10:07.360 --> 00:10:09.360]  這個就是那百所說
[00:10:09.360 --> 00:10:10.880]  上帝的話
[00:10:10.880 --> 00:10:12.880]  對阿哈來說就糟糕了
[00:10:12.880 --> 00:10:14.880]  失望了
[00:10:14.880 --> 00:10:16.880]  這個上帝說的
[00:10:16.880 --> 00:10:18.880]  馬上說答不上
[00:10:18.880 --> 00:10:20.880]  然後唯有垂頭喪氣
[00:10:20.880 --> 00:10:22.880]  生氣幽悶地回家
[00:10:22.880 --> 00:10:24.880]  他不開心了
[00:10:24.880 --> 00:10:26.880]  他的內心不開心了
[00:10:26.880 --> 00:10:28.880]  所以我們要處理的問題
[00:10:28.880 --> 00:10:30.880]  在這個故事裡面
[00:10:30.880 --> 00:10:32.880]  就是他的不開心
[00:10:32.880 --> 00:10:34.880]  究竟怎樣去處理他的不開心呢
[00:10:34.880 --> 00:10:36.880]  他的上望變成失望
[00:10:36.880 --> 00:10:38.880]  究竟當中可以怎樣去處理呢
[00:10:38.880 --> 00:10:40.880]  不如我們一起
[00:10:40.880 --> 00:10:42.880]  去看看下部分的經文
[00:10:42.880 --> 00:10:44.880]  下一部分的經文就會告訴我們
[00:10:44.880 --> 00:10:46.880]  阿哈會聽到兩把聲
[00:10:46.880 --> 00:10:48.880]  一把聲
[00:10:48.880 --> 00:10:50.880]  是會阻礙他
[00:10:50.880 --> 00:10:52.880]  去跟隨上帝
[00:10:52.880 --> 00:10:54.880]  會拉走他去做一些神不起悅的事
[00:10:54.880 --> 00:10:56.880]  而另一把聲
[00:10:56.880 --> 00:10:58.880]  是會帶他回到上帝那裡
[00:10:58.880 --> 00:11:00.880]  究竟他會聽哪把聲呢
[00:11:00.880 --> 00:11:02.880]  第一把聲
[00:11:02.880 --> 00:11:04.880]  原來就是告訴他
[00:11:04.880 --> 00:11:06.880]  我用一個成語去解釋
[00:11:06.880 --> 00:11:08.880]  就叫做糖衣毒藥
[00:11:08.880 --> 00:11:10.880]  很漂亮的說出來
[00:11:10.880 --> 00:11:12.880]  很甜美的很為你著想的
[00:11:12.880 --> 00:11:14.880]  一些表面的美言
[00:11:14.880 --> 00:11:16.880]  但原來它是可以敗壞
[00:11:16.880 --> 00:11:18.880]  我們的屬靈界線
[00:11:18.880 --> 00:11:20.880]  有時候我們生命裡面很多聲音
[00:11:20.880 --> 00:11:22.880]  很多都說得好像為你好
[00:11:22.880 --> 00:11:24.880]  你想要你就要
[00:11:24.880 --> 00:11:26.880]  Be yourself
[00:11:26.880 --> 00:11:28.880]  擁抱自己
[00:11:28.880 --> 00:11:30.880]  你心裡面的喜好你就跟從
[00:11:30.880 --> 00:11:32.880]  追隨你內心需要的東西
[00:11:32.880 --> 00:11:34.880]  很多時候我們這個世界都在教我們
[00:11:34.880 --> 00:11:36.880]  想這些東西
[00:11:36.880 --> 00:11:38.880]  但有時候
[00:11:38.880 --> 00:11:40.880]  這些可以是糖衣毒藥
[00:11:40.880 --> 00:11:42.880]  有些東西可能是帶著你越來越離開神
[00:11:42.880 --> 00:11:44.880]  你內心的上望
[00:11:44.880 --> 00:11:46.880]  不一定是你要就要的東西
[00:11:48.880 --> 00:11:50.880]  有時候世界裡面很多聲音
[00:11:50.880 --> 00:11:52.880]  拉走我們離開同神
[00:11:52.880 --> 00:11:54.880]  變得越來越圓和
[00:11:54.880 --> 00:11:56.880]  我們一起去讀這段經文
[00:11:56.880 --> 00:11:58.880]  一起讀
[00:11:58.880 --> 00:12:00.880]  請日洗別皇后
[00:12:00.880 --> 00:12:02.880]  (字幕:梁美芬)
[00:12:02.880 --> 00:12:04.880]  (廣東話)
[00:12:04.880 --> 00:12:06.880]  (廣東話)
[00:12:06.880 --> 00:12:08.880]  (廣東話)
[00:12:08.880 --> 00:12:10.880]  (廣東話)
[00:12:10.880 --> 00:12:12.880]  (廣東話)
[00:12:12.880 --> 00:12:14.880]  (廣東話)
[00:12:14.880 --> 00:12:16.880]  (廣東話)
[00:12:16.880 --> 00:12:18.880]  (廣東話)
[00:12:18.880 --> 00:12:20.880]  (廣東話)
[00:12:20.880 --> 00:12:22.880]  (廣東話)
[00:12:22.880 --> 00:12:24.880]  日洗別皇后對王說
[00:12:24.880 --> 00:12:26.880]  你現在是不是
[00:12:26.880 --> 00:12:28.880]  治理以色列國呢
[00:12:28.880 --> 00:12:30.880]  只管起來
[00:12:30.880 --> 00:12:32.880]  心裡暢暢快快地吃飯
[00:12:32.880 --> 00:12:34.880]  我會把耶穌
[00:12:34.880 --> 00:12:36.880]  南伯的葡萄園給你
[00:12:36.880 --> 00:12:38.880]  於是皇后
[00:12:38.880 --> 00:12:40.880]  以阿哈的名義
[00:12:40.880 --> 00:12:42.880]  上王的恩
[00:12:42.880 --> 00:12:44.880]  把信送給那些
[00:12:44.880 --> 00:12:48.880]  與南伯同城居住的長老和貴族
[00:12:48.880 --> 00:12:50.880]  她在信上寫著說
[00:12:50.880 --> 00:12:52.880]  你們當宣告禁食
[00:12:52.880 --> 00:12:56.880]  叫南伯坐在百姓的高位上
[00:12:56.880 --> 00:12:58.880]  又叫兩個無賴坐在南伯對面
[00:12:58.880 --> 00:13:00.880]  作證告她說
[00:13:00.880 --> 00:13:02.880]  你就坐了神和王
[00:13:02.880 --> 00:13:04.880]  然後把他拉出去
[00:13:04.880 --> 00:13:06.880]  用石頭打死
[00:13:06.880 --> 00:13:10.880]  那些與南伯同城居住的長老和貴族
[00:13:10.880 --> 00:13:14.880]  朝夜洗別送給他們的信去做
[00:13:14.880 --> 00:13:16.880]  她送的信所寫
[00:13:16.880 --> 00:13:18.880]  他們宣告禁食
[00:13:18.880 --> 00:13:22.880]  叫南伯坐在百姓的高位上
[00:13:22.880 --> 00:13:24.880]  有兩個無賴來
[00:13:24.880 --> 00:13:26.880]  坐在南伯對面
[00:13:26.880 --> 00:13:30.880]  無賴當著百姓作證告她說
[00:13:30.880 --> 00:13:32.880]  南伯就坐神和王了
[00:13:32.880 --> 00:13:34.880]  中人就把他拉到城外
[00:13:34.880 --> 00:13:36.880]  用石頭打他
[00:13:36.880 --> 00:13:38.880]  他就死了
[00:13:38.880 --> 00:13:42.880]  於是耶穌便拿來說
[00:13:42.880 --> 00:13:44.880]  南伯被石頭打死了
[00:13:44.880 --> 00:13:48.880]  耶洗別聽見南伯被石頭打死
[00:13:48.880 --> 00:13:50.880]  就對阿蝦說
[00:13:50.880 --> 00:13:54.880]  你起來去取得耶穌列人南伯不肯出監
[00:13:54.880 --> 00:13:56.880]  賣給你的葡萄園吧
[00:13:56.880 --> 00:13:58.880]  因為南伯不在了
[00:13:58.880 --> 00:14:00.880]  他已經死了
[00:14:00.880 --> 00:14:02.880]  阿蝦聽見南伯死了
[00:14:02.880 --> 00:14:07.880]  就起來下去要取得耶穌列人南伯的葡萄園
[00:14:07.880 --> 00:14:09.880]  還有二十五節
[00:14:09.880 --> 00:14:13.880]  只是從來沒有像阿蝦的
[00:14:13.880 --> 00:14:16.880]  因他受耶洗別皇后的唆使
[00:14:16.880 --> 00:14:18.880]  出賣自己
[00:14:18.880 --> 00:14:21.880]  行了耶和華眼中看為惡的事
[00:14:21.880 --> 00:14:23.880]  他行了最可憎的事
[00:14:23.880 --> 00:14:25.880]  隨從偶像
[00:14:25.880 --> 00:14:28.880]  正如耶和華在以色列人面前
[00:14:28.880 --> 00:14:32.880]  說出的阿摩利人所行一切
[00:14:32.880 --> 00:14:36.880]  我們見到故事出現第一把聲音
[00:14:36.880 --> 00:14:38.880]  第一把聲音就是他的老婆
[00:14:38.880 --> 00:14:40.880]  耶洗別
[00:14:40.880 --> 00:14:42.880]  如果用現代角度來說
[00:14:42.880 --> 00:14:44.880]  其實耶洗別
[00:14:44.880 --> 00:14:46.880]  叫做同理心是一百分
[00:14:46.880 --> 00:14:48.880]  簡直是一個最佳的聆聽者
[00:14:48.880 --> 00:14:50.880]  一來到就
[00:14:50.880 --> 00:14:52.880]  我看到你不開心
[00:14:52.880 --> 00:14:54.880]  為什麼你不開心
[00:14:54.880 --> 00:14:56.880]  我聽到你不開心我知道為什麼你不開心
[00:14:56.880 --> 00:14:58.880]  同理心來說
[00:14:58.880 --> 00:15:00.880]  取得一百分
[00:15:00.880 --> 00:15:02.880]  我記得以前大清少
[00:15:02.880 --> 00:15:04.880]  有一組他們剛剛學了active listening
[00:15:04.880 --> 00:15:06.880]  然後每個人都說
[00:15:06.880 --> 00:15:08.880]  你瞎了嗎我當然不開心你還問我
[00:15:08.880 --> 00:15:10.880]  之後他們整組
[00:15:10.880 --> 00:15:12.880]  很喜歡active listening
[00:15:12.880 --> 00:15:14.880]  因為覺得大家可以更加貼連
[00:15:14.880 --> 00:15:16.880]  不斷去聊
[00:15:16.880 --> 00:15:18.880]  同理心本身是一件好事
[00:15:18.880 --> 00:15:20.880]  而耶洗別在這裡
[00:15:20.880 --> 00:15:22.880]  正正在做這件事
[00:15:22.880 --> 00:15:24.880]  關心她的老公
[00:15:24.880 --> 00:15:26.880]  但問題在於
[00:15:26.880 --> 00:15:28.880]  你聽到她的感受之後
[00:15:28.880 --> 00:15:30.880]  你怎樣去回應
[00:15:30.880 --> 00:15:32.880]  就是另外一件事
[00:15:32.880 --> 00:15:34.880]  因為她在這裡
[00:15:34.880 --> 00:15:36.880]  這個皇后很極力地
[00:15:36.880 --> 00:15:38.880]  去餵著她的老公豬豬B
[00:15:38.880 --> 00:15:40.880]  去爭取她想要的東西
[00:15:40.880 --> 00:15:42.880]  在這裡
[00:15:42.880 --> 00:15:44.880]  這個老婆簡直是不得了
[00:15:44.880 --> 00:15:46.880]  你回去睡覺吧
[00:15:46.880 --> 00:15:48.880]  吃飽一點舒舒服服
[00:15:48.880 --> 00:15:50.880]  我幫你搞定一切
[00:15:50.880 --> 00:15:52.880]  所以或者她的
[00:15:52.880 --> 00:15:54.880]  intention原意是好的
[00:15:54.880 --> 00:15:56.880]  但她所做的事
[00:15:56.880 --> 00:15:58.880]  就完全和神是違背的
[00:15:58.880 --> 00:16:00.880]  因為她是一個外邦的女子
[00:16:00.880 --> 00:16:02.880]  所以當中
[00:16:02.880 --> 00:16:04.880]  其實你從
[00:16:04.880 --> 00:16:06.880]  耶洗別她說的話裡面
[00:16:06.880 --> 00:16:08.880]  你已經知道她的內心
[00:16:08.880 --> 00:16:10.880]  她的道德標準在哪裡
[00:16:10.880 --> 00:16:12.880]  第一件事她說
[00:16:12.880 --> 00:16:14.880]  你現在不是自理以色列國嗎
[00:16:14.880 --> 00:16:16.880]  即是在說什麼
[00:16:16.880 --> 00:16:18.880]  你是皇來的皇是有權力的
[00:16:18.880 --> 00:16:20.880]  皇說要什麼就有什麼
[00:16:20.880 --> 00:16:22.880]  你只管起來
[00:16:22.880 --> 00:16:24.880]  心裡暢暢快快地吃飯
[00:16:24.880 --> 00:16:26.880]  最重要是你開心
[00:16:26.880 --> 00:16:28.880]  你開心就可以了
[00:16:28.880 --> 00:16:30.880]  你是皇來的你開心就可以了
[00:16:30.880 --> 00:16:32.880]  到最後她說我會將她
[00:16:32.880 --> 00:16:34.880]  這塊地拿給你
[00:16:34.880 --> 00:16:36.880]  我搞定一切你放心吧
[00:16:36.880 --> 00:16:38.880]  你是皇來的皇只是要享受
[00:16:38.880 --> 00:16:40.880]  所以她其實
