
[00:00:00.000 --> 00:00:11.000]  請祢的天父,多謝祢在春光明媚的早上,帶領我們再次回到祢溫暖的家。
[00:04:02.000 --> 00:04:08.000]  我想請在座的弟兄,用你雄壯的聲線為我們朗讀神的話,
[00:04:08.000 --> 00:04:11.000]  第一第二節,好,一二三,
[00:04:11.000 --> 00:04:17.000]  當將你的糧食撒在水面上,因為日子久了,
[00:04:17.000 --> 00:04:24.000]  你必能得著他,將你所擁有的分給七人或八人,
[00:04:24.000 --> 00:04:30.000]  因為你不知道會有什麼災禍臨到地上,
[00:04:30.000 --> 00:04:37.000]  撒,分給,是命令式的動詞,有勸勉的語調,
[00:04:37.000 --> 00:04:42.000]  換言之,傳道者勸勉人要有所行動,
[00:04:42.000 --> 00:04:44.000]  那是什麼意思呢?
[00:04:44.000 --> 00:04:50.000]  當將你的糧食撒在水面上,為什麼呢?
[00:04:50.000 --> 00:04:55.000]  因為日子久了,你必能得著他,他指的是糧食,
[00:04:55.000 --> 00:05:00.000]  而糧食在原文中也可以解作麵包,
[00:05:00.000 --> 00:05:03.000]  得著,即是找到,
[00:05:03.000 --> 00:05:08.000]  所以簡單來說,這一節的意思,原意是說到,
[00:05:08.000 --> 00:05:15.000]  有一天,人會將撒在水面上的糧食或麵包找回來,
[00:05:15.000 --> 00:05:18.000]  你會不會覺得奇怪?
[00:05:18.000 --> 00:05:23.000]  第一,為什麼要將糧食撒在水面上這麼傻呢?
[00:05:23.000 --> 00:05:28.000]  按你的常識,沒有包裝,不是現在有包裝的食物,
[00:05:28.000 --> 00:05:35.000]  沒有包裝的食物或麵包撒在水面上,會有什麼結果呢?
[00:05:35.000 --> 00:05:39.000]  是呀,全爛了,溶了,浸透了,
[00:05:39.000 --> 00:05:44.000]  但他竟然說,日後可以找回來,
[00:05:44.000 --> 00:05:47.000]  這個第二個也很奇怪,對嗎?
[00:05:47.000 --> 00:05:51.000]  對這兩節經文,到現在為止,
[00:05:51.000 --> 00:05:55.000]  學者也沒有一個定論,也是難以理解的,
[00:05:55.000 --> 00:06:00.000]  但是,現階段,我個人認同其中一個說法,
[00:06:00.000 --> 00:06:05.000]  諷刺來說,當將你的糧食撒在水面上,
[00:06:05.000 --> 00:06:09.000]  比如愚蠢,沒有意義的行動,
[00:06:09.000 --> 00:06:14.000]  不過,這個沒有意思,沒有意義的行動,
[00:06:14.000 --> 00:06:17.000]  它可能帶來意想不到的成功,
[00:06:17.000 --> 00:06:20.000]  可以將那些糧食找回來,
[00:06:20.000 --> 00:06:26.000]  人努力結果的無常,
[00:06:26.000 --> 00:06:32.000]  帶出這個意思,也很吻合《全道書》人生無常的論調,
[00:06:32.000 --> 00:06:38.000]  當將你所擁有的分給七人或八人,
[00:06:38.000 --> 00:06:42.000]  其實原文這一節有兩個譯法,
[00:06:42.000 --> 00:06:46.000]  還有意思應該有個「分」字,
[00:06:46.000 --> 00:06:51.000]  你要將「分」分給七人或八人,
[00:06:51.000 --> 00:06:57.000]  或者譯作你要將「份」分為七份或八份,
[00:06:57.000 --> 00:07:02.000]  「份」,你應該聽過了,這個字,
[00:07:02.000 --> 00:07:04.000]  那什麼是「份」呢?
[00:07:04.000 --> 00:07:09.000]  是《全道書》很常見,而且很正面的字眼,
[00:07:09.000 --> 00:07:12.000]  另外一個譯法是「報酬」,
[00:07:12.000 --> 00:07:18.000]  指人一生從自己的腦子裡能夠獲得的報酬,
[00:07:18.000 --> 00:07:22.000]  在職場上,我們很辛勞的工作,
[00:07:22.000 --> 00:07:27.000]  賺取回來的血汗錢,上司的賞識,
[00:07:27.000 --> 00:07:32.000]  工作的成果,這些都是我們的一份,
[00:07:32.000 --> 00:07:38.000]  頂姐妹,神給我們每個人都賜予一份,
[00:07:38.000 --> 00:07:43.000]  七或八,是希伯來文的文學技巧,
[00:07:43.000 --> 00:07:48.000]  用數字的遞增,七加一就等於八,
[00:07:48.000 --> 00:07:52.000]  用遞增的形式表達很多的意思,
[00:07:52.000 --> 00:07:59.000]  分給七人或八人,就是指分給很多人,
[00:07:59.000 --> 00:08:05.000]  分為七份或八份,就是指分成很多份,
[00:08:05.000 --> 00:08:09.000]  無論是分給很多人還是分成很多份,
[00:08:09.000 --> 00:08:14.000]  其實是帶出他為了減低風險的意思,
[00:08:14.000 --> 00:08:18.000]  是比喻心謀遠慮的舉動,
[00:08:18.000 --> 00:08:23.000]  即使人心思熟慮,企圖很謹慎化解危機,
[00:08:23.000 --> 00:08:26.000]  處理自己的財富,
[00:08:26.000 --> 00:08:30.000]  但不一定可以預防災禍的臨到,
[00:08:30.000 --> 00:08:33.000]  為什麼這樣說呢?
[00:08:33.000 --> 00:08:41.000]  再一次,因為你不知道有什麼災禍臨到地上,
[00:08:41.000 --> 00:08:45.000]  2008年,我相信不少債券投資者,
[00:08:45.000 --> 00:08:48.000]  做夢也想不到一場金融海嘯,
[00:08:48.000 --> 00:08:52.000]  令他們人生勞碌積存的血汗錢,
[00:08:52.000 --> 00:08:56.000]  撒拿奸,化為烏有,
[00:08:56.000 --> 00:09:01.000]  好像糧食,灑在水面上,
[00:09:01.000 --> 00:09:04.000]  成為雷曼苦主,
[00:09:04.000 --> 00:09:08.000]  剛剛過去的星期一,2月6號,
[00:09:08.000 --> 00:09:14.000]  大雪紛飛的凌晨,地動山搖,
[00:09:14.000 --> 00:09:17.000]  我相信土耳其不少居民,
[00:09:17.000 --> 00:09:20.000]  做夢也想不到7.8級的地震,
[00:09:20.000 --> 00:09:27.000]  他們近百年最嚴重的地震,震碎了他們的美夢,
[00:09:27.000 --> 00:09:30.000]  在土耳其最寒冷的季節,
[00:09:30.000 --> 00:09:33.000]  超過2萬死者,
[00:09:33.000 --> 00:09:37.000]  長眠在冰冷的瓦礫裡,
[00:09:37.000 --> 00:09:42.000]  來不及跟他們的至親至愛道別,
[00:09:42.000 --> 00:09:50.000]  來不及完成辦公室,桌頭還沒完成的工作,
[00:09:50.000 --> 00:09:55.000]  沒有人猜到,糧食灑在水面上,
[00:09:55.000 --> 00:09:57.000]  這個愚蠢沒有意義的行動,
[00:09:57.000 --> 00:10:00.000]  它可能帶來意想不到的成功,
[00:10:00.000 --> 00:10:04.000]  相反,分給七人或八人,
[00:10:04.000 --> 00:10:06.000]  這個深謀遠慮的舉動,
[00:10:06.000 --> 00:10:10.000]  卻不一定可以預防災禍的臨到,
[00:10:10.000 --> 00:10:13.000]  人生無常,際遇難測,
[00:10:13.000 --> 00:10:16.000]  是人生真實的寫照,
[00:10:16.000 --> 00:10:22.000]  但又何嘗不是即場的真相呢?
[00:10:22.000 --> 00:10:26.000]  曾經有兩個很有份量的前輩,
[00:10:26.000 --> 00:10:30.000]  引薦我加入一間機構就業,
[00:10:30.000 --> 00:10:36.000]  當時根據我的學歷,成績,經驗,前輩的引薦,
[00:10:36.000 --> 00:10:38.000]  加上我的努力,
[00:10:38.000 --> 00:10:41.000]  我以為我擁有理想的條件,
[00:10:41.000 --> 00:10:45.000]  這個機構很大機會會聘請我,
[00:10:45.000 --> 00:10:49.000]  人生無常,際遇難測,
[00:10:49.000 --> 00:10:53.000]  經過半年的溝通,結果怎樣?
[00:10:53.000 --> 00:10:56.000]  最終我被拒門外,
[00:10:56.000 --> 00:10:58.000]  這半年的溝通,
[00:10:58.000 --> 00:11:02.000]  我心底裡越來越覺得這份工作,
[00:11:02.000 --> 00:11:06.000]  難以讓我近距離牧養和造就生命,
[00:11:06.000 --> 00:11:11.000]  跟神給我的負擔似乎有出入,
[00:11:11.000 --> 00:11:13.000]  不過拖拖拉拉半年,
[00:11:13.000 --> 00:11:16.000]  從最初的很期待,
[00:11:16.000 --> 00:11:21.000]  到慢慢失望,困惑,沮喪,
[00:11:21.000 --> 00:11:24.000]  最終被拒,
[00:11:24.000 --> 00:11:28.000]  在神面前,真實面對自己,
[00:11:28.000 --> 00:11:33.000]  苦心自問,其實我心裡是難受,
[00:11:33.000 --> 00:11:35.000]  我覺得挫敗,
[00:11:35.000 --> 00:11:37.000]  我懷疑自己的能力,
[00:11:37.000 --> 00:11:41.000]  覺得自己真是無地自容,
[00:11:41.000 --> 00:11:43.000]  愧對前輩,
[00:11:43.000 --> 00:11:47.000]  感謝上帝,這一次的被拒,
[00:11:47.000 --> 00:11:52.000]  讓我經歷神的安慰,接納,提醒,
[00:11:52.000 --> 00:11:55.000]  也讓我繼續學習謙卑的功課,
[00:11:55.000 --> 00:11:57.000]  放下昔日的光環,
[00:11:57.000 --> 00:12:02.000]  也放下自己的身段,
[00:12:02.000 --> 00:12:04.000]  聽姊妹,
[00:12:04.000 --> 00:12:08.000]  即場的際遇,你過去所經歷的,
[00:12:08.000 --> 00:12:11.000]  有沒有同樣令你覺得,
[00:12:11.000 --> 00:12:17.000]  失望,困惑,挫敗,沮喪呢?
[00:12:17.000 --> 00:12:21.000]  明明努力過的,徒勞無功,
[00:12:21.000 --> 00:12:26.000]  明明很盡責,不被賞識,
[00:12:26.000 --> 00:12:29.000]  即場上難測的際遇,
[00:12:29.000 --> 00:12:32.000]  有沒有曾經令你經歷,
[00:12:32.000 --> 00:12:37.000]  神的安慰,接納,提醒,
[00:12:37.000 --> 00:12:40.000]  過程中你有什麼感受,
[00:12:40.000 --> 00:12:42.000]  有什麼領受,
[00:12:42.000 --> 00:12:46.000]  你的生命有成長,
[00:12:46.000 --> 00:12:49.000]  除了人生際遇難測,
[00:12:49.000 --> 00:12:52.000]  其實天也有不測之風雲,
[00:12:52.000 --> 00:12:56.000]  第二點,風雲莫測,
[00:12:56.000 --> 00:13:00.000]  姊妹們,讓我先解釋一下,
[00:13:00.000 --> 00:13:03.000]  莫,大家應該知道,是不要,
[00:13:03.000 --> 00:13:07.000]  風雲莫測,即是不要預測風雲,
[00:13:07.000 --> 00:13:08.000]  為什麼這樣說呢?
[00:13:08.000 --> 00:13:10.000]  我想請姊妹跟我一起讀,
[00:13:10.000 --> 00:13:12.000]  第三第四節,好嗎?
[00:13:12.000 --> 00:13:16.000]  一二三,雲若滿了雨,
[00:13:16.000 --> 00:13:19.000]  就必傾倒在地上,
[00:13:19.000 --> 00:13:22.000]  是向南倒,或向北倒,
[00:13:22.000 --> 00:13:26.000]  是倒在何處,或留何處,
[00:13:26.000 --> 00:13:28.000]  看風的必不殺種,
[00:13:28.000 --> 00:13:32.000]  望雲的必不收割,
[00:13:32.000 --> 00:13:34.000]  雲若滿了雨,
[00:13:34.000 --> 00:13:37.000]  就必傾倒在地上,
[00:13:37.000 --> 00:13:39.000]  更貼近原文的翻譯是,
[00:13:39.000 --> 00:13:42.000]  雲若充滿水氣,
[00:13:42.000 --> 00:13:45.000]  雨水就會傾倒在地上,
[00:13:45.000 --> 00:13:50.000]  這是下雨前後必然出現的自然景象,
[00:13:50.000 --> 00:13:51.000]  我們都很熟悉,
[00:13:51.000 --> 00:13:55.000]  好像春雨綿綿的季節,
[00:13:55.000 --> 00:13:58.000]  是向南倒,或向北倒,
[00:13:58.000 --> 00:14:02.000]  是倒在何處,或留何處,
[00:14:02.000 --> 00:14:04.000]  是倒下來的時候,
[00:14:04.000 --> 00:14:06.000]  倒向南還是倒向北,
[00:14:06.000 --> 00:14:09.000]  是全世界隨意發生的事,
[00:14:09.000 --> 00:14:12.000]  但無法預測,
[00:14:12.000 --> 00:14:16.000]  和上半節所描述下雨前後的情景,
[00:14:16.000 --> 00:14:18.000]  必然出現的自然景象,
[00:14:18.000 --> 00:14:21.000]  剛剛相反,
[00:14:21.000 --> 00:14:24.000]  在夏天暴風雨的季節,
[00:14:24.000 --> 00:14:27.000]  尤其是颱風襲港的時候,
[00:14:27.000 --> 00:14:31.000]  這個情況就很常見,
[00:14:31.000 --> 00:14:34.000]  現在的科技發達,
[00:14:34.000 --> 00:14:37.000]  我們不單知道當天的天氣,
[00:14:37.000 --> 00:14:41.000]  更可以預測未來幾天的天氣,
[00:14:41.000 --> 00:14:42.000]  知道嗎?
[00:14:42.000 --> 00:14:45.000]  是呀,九天了,原來已經不是七天了,
[00:14:45.000 --> 00:14:46.000]  不單止這樣,
[00:14:46.000 --> 00:14:48.000]  我們還可以看到衛星影像,
[00:14:48.000 --> 00:14:50.000]  知道雲層的厚薄,
[00:14:50.000 --> 00:14:53.000]  雲飄的方向等等,
[00:14:53.000 --> 00:14:56.000]  透過天文台的預測系統,
[00:14:56.000 --> 00:14:57.000]  好像令人覺得,
[00:14:57.000 --> 00:15:00.000]  我們可以終覽全局,
[00:15:00.000 --> 00:15:03.000]  萬事掌握於手中,
[00:15:03.000 --> 00:15:05.000]  有個下雨,樹倒,
[00:15:05.000 --> 00:15:08.000]  兩個熟悉的自然景象,
[00:15:08.000 --> 00:15:10.000]  傳道者提醒我們,
[00:15:10.000 --> 00:15:12.000]  大自然的運行,
[00:15:12.000 --> 00:15:14.000]  原本就是奧秘,
[00:15:14.000 --> 00:15:17.000]  人能夠掌握,控制,
[00:15:17.000 --> 00:15:21.000]  風雲莫測,
[00:15:21.000 --> 00:15:23.000]  其實世事的發生,
[00:15:23.000 --> 00:15:27.000]  又何嘗不是像大自然的現象,
[00:15:27.000 --> 00:15:31.000]  超越人的掌握,控制呢?
[00:15:31.000 --> 00:15:33.000]  就像過去,
[00:15:33.000 --> 00:15:37.000]  我們香港人所經歷的風雲變色,
[00:15:37.000 --> 00:15:39.000]  大概二十年前,
[00:15:39.000 --> 00:15:42.000]  我想你還記憶猶新,
[00:15:42.000 --> 00:15:43.000]  我記憶很深刻,
[00:15:43.000 --> 00:15:46.000]  當時我懷第一胎,
[00:15:46.000 --> 00:15:49.000]  全港市民都猜不到,
[00:15:49.000 --> 00:15:52.000]  這顆閃爍的東方之珠,
[00:15:52.000 --> 00:15:56.000]  竟然大規模爆發沙士疫症,
[00:15:56.000 --> 00:16:00.000]  你還記不記得當時死了多少人?
[00:16:00.000 --> 00:16:04.000]  對,差不多299人,
[00:16:04.000 --> 00:16:08.000]  包括6名公立醫護人員,
[00:16:08.000 --> 00:16:12.000]  大家熟悉的鄭苑民醫生,
[00:16:12.000 --> 00:16:14.000]  2019年到現在,
[00:16:14.000 --> 00:16:16.000]  我們更加靠近,
[00:16:16.000 --> 00:16:21.000]  新冠病疫症迅速擴散,
[00:16:21.000 --> 00:16:23.000]  不單是香港,
[00:16:23.000 --> 00:16:25.000]  全球性的大瘟疫,
[00:16:25.000 --> 00:16:29.000]  有誰想到持續兩三年,
[00:16:29.000 --> 00:16:33.000]  到現在我們還戴口罩,
[00:16:33.000 --> 00:16:35.000]  天有不測之風雲,
[00:16:35.000 --> 00:16:40.000]  原來人對將來真是所知有限,
[00:16:40.000 --> 00:16:43.000]  看風的必不殺種,
[00:16:43.000 --> 00:16:47.000]  望雲的必不收割,
[00:16:47.000 --> 00:16:50.000]  更加容易理解的翻譯,
[00:16:50.000 --> 00:16:53.000]  觀察風向的必不殺種,
[00:16:53.000 --> 00:16:57.000]  研究雲象的必不收割,
[00:16:57.000 --> 00:17:00.000]  生種的人如果擔心風很強,
[00:17:00.000 --> 00:17:01.000]  索性不殺種,
[00:17:01.000 --> 00:17:03.000]  免得大風一來,
[00:17:03.000 --> 00:17:05.000]  吹走種子,
[00:17:05.000 --> 00:17:07.000]  如果擔心下大雨,
[00:17:07.000 --> 00:17:10.000]  會破壞收割的農作物,
[00:17:10.000 --> 00:17:13.000]  索性不要收割,
[00:17:13.000 --> 00:17:17.000]  傳道者這裡是想借著農夫這個職業,
[00:17:17.000 --> 00:17:21.000]  說到人要等到最適當的時機,
[00:17:21.000 --> 00:17:24.000]  才殺種收割,
[00:17:24.000 --> 00:17:30.000]  但說到底,風雲本來是自然界的事物,
[00:17:30.000 --> 00:17:33.000]  不是人可以控制,
[00:17:33.000 --> 00:17:38.000]  無論你多高學歷,多高職位,
[00:17:38.000 --> 00:17:41.000]  試問有多少人,
[00:17:41.000 --> 00:17:44.000]  根本沒有人真的可以呼風喚雨,
[00:17:44.000 --> 00:17:48.000]  風雨好像有律,
[00:17:48.000 --> 00:17:50.000]  有規律可尋,
[00:17:50.000 --> 00:17:53.000]  其實沒有辦法完全觸摸,
[00:17:53.000 --> 00:17:57.000]  人不能單單靠觀察大自然,
[00:17:57.000 --> 00:17:59.000]  做行事的指標,
[00:17:59.000 --> 00:18:04.000]  或者靠觀察世情的發展,
[00:18:04.000 --> 00:18:07.000]  成為我們行事的準則,
[00:18:07.000 --> 00:18:13.000]  否則一事無成,
[00:18:13.000 --> 00:18:17.000]  傳道者以當時最常見的職業,農夫,
[00:18:17.000 --> 00:18:21.000]  說到不應該等到最理想的環境,
[00:18:21.000 --> 00:18:23.000]  才殺種收割,
[00:18:23.000 --> 00:18:27.000]  這個原則其實可以應用在所有工作,
[00:18:27.000 --> 00:18:31.000]  頂姐妹,無論你在做什麼職業,
[00:18:31.000 --> 00:18:34.000]  甚至是家庭主婦,
[00:18:34.000 --> 00:18:38.000]  你會不會為了懼怕不測的事來臨,
[00:18:38.000 --> 00:18:41.000]  就過份的精確計劃將來,
[00:18:41.000 --> 00:18:46.000]  不願意承擔一點一滴的風險,
[00:18:46.000 --> 00:18:49.000]  你會不會一心等待完美,
[00:18:49.000 --> 00:18:51.000]  正確的時刻,
[00:18:51.000 --> 00:18:53.000]  所以等到應該做的,
[00:18:53.000 --> 00:18:54.000]  需要做的,
[00:18:54.000 --> 00:18:57.000]  一拖再拖呢?
[00:18:57.000 --> 00:19:00.000]  不過過份的籌算,
[00:19:00.000 --> 00:19:03.000]  往往一事無成,
[00:19:03.000 --> 00:19:06.000]  等到事情絕對安全穩妥,
[00:19:06.000 --> 00:19:08.000]  才動手,
[00:19:08.000 --> 00:19:12.000]  可能是永遠等待。
[00:19:12.000 --> 00:19:16.000]  星期一,又是剛剛過去的星期一,
[00:19:16.000 --> 00:19:20.000]  2月6日,通常是傳代人的例假,
[00:19:20.000 --> 00:19:23.000]  我們兩夫婦都不用上班,
[00:19:23.000 --> 00:19:25.000]  在這個星期一,
[00:19:25.000 --> 00:19:29.000]  我丈夫一早就進了長洲,
[00:19:29.000 --> 00:19:31.000]  回到神學院,
[00:19:31.000 --> 00:19:33.000]  去聚會,
[00:19:33.000 --> 00:19:36.000]  見到他親愛的老師,
[00:19:36.000 --> 00:19:38.000]  吃個晚飯才回來,
[00:19:38.000 --> 00:19:40.000]  我花了一個早上,
[00:19:40.000 --> 00:19:43.000]  去到遙遠的市區看牙醫,
[00:19:43.000 --> 00:19:45.000]  去到黃昏,
[00:19:45.000 --> 00:19:47.000]  我收到A姐妹的WhatsApp,
[00:19:47.000 --> 00:19:49.000]  是我的團友,
[00:19:49.000 --> 00:19:53.000]  她提及她爸爸在醫院的病情轉差,
[00:19:53.000 --> 00:19:54.000]  我心想,
[00:19:54.000 --> 00:19:56.000]  如果世伯的病情危急,
[00:19:56.000 --> 00:19:58.000]  我就馬上去醫院,
[00:19:58.000 --> 00:20:00.000]  雖然正在放假,
[00:20:00.000 --> 00:20:02.000]  於是我就,
[00:20:02.000 --> 00:20:07.000]  不過我收不到姐妹表達她爸爸病危,
[00:20:07.000 --> 00:20:11.000]  我都沒有意識到世伯可能病危,
[00:20:11.000 --> 00:20:14.000]  於是我就心裡默默的籌算,
[00:20:14.000 --> 00:20:17.000]  等我丈夫晚上回來,
[00:20:17.000 --> 00:20:19.000]  我跟他好好商量這件事,
[00:20:19.000 --> 00:20:21.000]  等到明天上班的時間,
[00:20:21.000 --> 00:20:25.000]  他或者我就去醫院幫世伯做床邊洗禮,
[00:20:25.000 --> 00:20:27.000]  等到今晚,
[00:20:27.000 --> 00:20:29.000]  我們兩夫婦商量好了,
[00:20:29.000 --> 00:20:33.000]  再跟A姐妹好好溝通,
[00:20:33.000 --> 00:20:36.000]  到當晚11點,
[00:20:36.000 --> 00:20:38.000]  其實準確是我記得,
[00:20:38.000 --> 00:20:40.000]  10點59分,
[00:20:40.000 --> 00:20:45.000]  當時我剛剛跟我的團友開完Zoom meeting,
[00:20:45.000 --> 00:20:48.000]  我收到A姐妹的WhatsApp,
[00:20:48.000 --> 00:20:51.000]  你猜到是什麼WhatsApp嗎?
[00:20:51.000 --> 00:20:53.000]  什麼訊息嗎?
[00:20:53.000 --> 00:20:55.000]  她的爸爸去世了,
[00:21:05.000 --> 00:21:07.000]  我很驚訝,
[00:21:07.000 --> 00:21:16.000]  我想不到世伯即日就去世,
[00:21:16.000 --> 00:21:28.000]  我心裡覺得內疚,
[00:21:28.000 --> 00:21:30.000]  覺得最悔,
[00:21:30.000 --> 00:21:32.000]  馬上打電話給姐妹,
[00:21:32.000 --> 00:21:34.000]  也跟她道歉,
[00:21:34.000 --> 00:21:37.000]  原來她自己也意識不到,
[00:21:37.000 --> 00:21:41.000]  但這個經驗神讓我當頭棒喝,
[00:21:41.000 --> 00:21:43.000]  我想起這篇訊息,
[00:21:43.000 --> 00:21:45.000]  我預備好了,
[00:21:45.000 --> 00:21:48.000]  但我改了這個見證,
[00:21:48.000 --> 00:21:50.000]  我的籌算,
[00:21:50.000 --> 00:21:51.000]  我的等待,
[00:21:51.000 --> 00:21:52.000]  我的延誤,
[00:21:52.000 --> 00:21:54.000]  錯過了及時探望世伯,
[00:21:54.000 --> 00:21:58.000]  甚至為他做床邊灑水禮的時機,
[00:21:58.000 --> 00:22:01.000]  都成為我的遺憾,
[00:22:01.000 --> 00:22:04.000]  感恩世伯清晰信了主,
[00:22:04.000 --> 00:22:06.000]  現在安息主懷,
[00:22:06.000 --> 00:22:10.000]  不再飽受經年累月肉體的折磨,
[00:22:10.000 --> 00:22:13.000]  其實他家人沒有遺憾,
[00:22:13.000 --> 00:22:15.000]  他家人覺得很安慰,
[00:22:15.000 --> 00:22:18.000]  因為世伯已經清晰信主,
[00:22:18.000 --> 00:22:20.000]  我都很確實,
[00:22:20.000 --> 00:22:23.000]  之前回答世伯信了主,
[00:22:23.000 --> 00:22:25.000]  就是最好最好,
[00:22:25.000 --> 00:22:29.000]  神憐憫世伯,憐憫家人,
[00:22:29.000 --> 00:22:32.000]  又何嘗不是憐憫了我呢?
[00:22:32.000 --> 00:22:35.000]  頂姐妹在職場上,
[00:22:35.000 --> 00:22:39.000]  你有沒有錯過及時作供的時機?
[00:22:39.000 --> 00:22:43.000]  會不會都成為你人生的遺憾?
[00:22:43.000 --> 00:22:46.000]  今天在職場上,
[00:22:46.000 --> 00:22:48.000]  你會不會還在籌算,
[00:22:48.000 --> 00:22:50.000]  還在等待,
[00:22:50.000 --> 00:22:53.000]  等待更理想的政治氣候,
[00:22:53.000 --> 00:22:55.000]  更理想的經濟環境,
[00:22:55.000 --> 00:22:58.000]  更理想的工作待遇,
[00:22:58.000 --> 00:23:01.000]  今天你在等待什麼,
[00:23:01.000 --> 00:23:05.000]  以致你遲遲不敢答出信心的部分,
[00:23:05.000 --> 00:23:08.000]  甚至延誤呢?
[00:23:08.000 --> 00:23:11.000]  其實世情的風起雲湧,
[00:23:11.000 --> 00:23:14.000]  人事的風雲變色,
[00:23:14.000 --> 00:23:19.000]  起是你,又起是我可以控制的呢?
[00:23:19.000 --> 00:23:21.000]  的確人生的際遇,
[00:23:21.000 --> 00:23:23.000]  自然界的風雲變幻,
[00:23:23.000 --> 00:23:25.000]  很難預測,
[00:23:25.000 --> 00:23:29.000]  不過創造,掌管人生,
[00:23:29.000 --> 00:23:31.000]  和自然界的上帝,
[00:23:31.000 --> 00:23:34.000]  更加深不可測。
[00:23:34.000 --> 00:23:38.000]  第三點,上帝頗測,
[00:23:38.000 --> 00:23:40.000]  頗是不可的意思,
[00:23:40.000 --> 00:23:42.000]  上帝頗測,
[00:23:42.000 --> 00:23:45.000]  上帝的作為不可預測,
[00:23:45.000 --> 00:23:47.000]  為什麼這樣說呢?
[00:23:47.000 --> 00:23:49.000]  我們一起讀最後兩節,
[00:23:49.000 --> 00:23:50.000]  一二三,
[00:23:50.000 --> 00:23:55.000]  你不知道氣息如何進入人父的骨頭裡,
[00:23:55.000 --> 00:23:58.000]  照樣做萬物之神的作為,
[00:23:58.000 --> 00:24:00.000]  你也無從得知,
[00:24:00.000 --> 00:24:02.000]  早晨要撒種,
[00:24:02.000 --> 00:24:05.000]  晚上也不要竭手,
[00:24:05.000 --> 00:24:08.000]  因為你不知道哪一樣發黃,
[00:24:08.000 --> 00:24:10.000]  前者或後者,
[00:24:10.000 --> 00:24:13.000]  或兩者都一樣好。
[00:24:13.000 --> 00:24:18.000]  你不知道氣息如何進入人父的骨頭裡。
