
[00:00:00.000 --> 00:00:02.000]  (新年快樂,身體健康)
[00:02:02.460 --> 00:02:04.960]  就是要背書、要出隊
[00:02:04.960 --> 00:02:07.460]  對我來說是可以的
[00:02:07.460 --> 00:02:10.960]  但是有一樣東西很困難
[00:02:10.960 --> 00:02:12.720]  就是跟隊工的合作
[00:02:12.720 --> 00:02:15.460]  我做事比較喜歡一個人做
[00:02:15.460 --> 00:02:17.460]  不太喜歡跟別人合作
[00:02:17.460 --> 00:02:19.960]  也不知道怎樣跟別人相處
[00:02:20.460 --> 00:02:22.960]  所以跟自己的隊工合作
[00:02:22.960 --> 00:02:25.960]  比較容易有一些張力
[00:02:25.960 --> 00:02:27.460]  但是感謝神
[00:02:27.460 --> 00:02:33.460]  神就直絕聖靈提醒我
[00:02:33.460 --> 00:02:36.960]  不要只看到隊友眼裡的刺
[00:02:36.960 --> 00:02:40.460]  看不到自己眼中的良目
[00:02:40.460 --> 00:02:42.960]  神讓我看到自己的問題
[00:02:42.960 --> 00:02:44.960]  也讓我知道
[00:02:44.960 --> 00:02:49.460]  我是需要學習謙卑、包容、接納
[00:02:49.720 --> 00:02:52.460]  和跟隊工合一的功課
[00:02:52.460 --> 00:02:54.460]  到了第四期的訓練
[00:02:54.460 --> 00:02:58.460]  就是屬於一些屬靈生命的培育
[00:02:58.460 --> 00:03:00.720]  和紮根方面的教導
[00:03:00.720 --> 00:03:05.220]  課堂比較輕鬆、有趣、有溫度
[00:03:05.220 --> 00:03:08.220]  牧者除了教導心理之外
[00:03:08.220 --> 00:03:11.460]  還有小組討論和分享
[00:03:11.460 --> 00:03:14.220]  這些教導也提醒了我一件事
[00:03:14.220 --> 00:03:17.220]  不單要聽道和行道
[00:03:17.460 --> 00:03:19.460]  還要在屬靈的生命
[00:03:19.460 --> 00:03:23.460]  不斷地往下紮根、往上成長
[00:03:23.460 --> 00:03:26.460]  要繼續學習主的樣式
[00:03:26.460 --> 00:03:28.960]  成為主合容的器皿
[00:03:28.960 --> 00:03:32.460]  雖然一開始我會比較害怕
[00:03:32.460 --> 00:03:34.460]  害怕自己不夠別人好
[00:03:34.460 --> 00:03:36.960]  害怕自己的弱點被暴露
[00:03:36.960 --> 00:03:38.960]  所以不敢投入侍奉
[00:03:38.960 --> 00:03:40.460]  但是耶穌說
[00:03:40.460 --> 00:03:44.960]  天上地下一切權柄都似給我了
[00:03:45.220 --> 00:03:49.720]  所以你們要去使萬民作我們的門徒
[00:03:49.720 --> 00:03:51.720]  奉父子聖靈的名
[00:03:51.720 --> 00:03:53.720]  給他們施洗
[00:03:53.720 --> 00:03:55.720]  我吩咐你們的一切
[00:03:55.720 --> 00:03:58.720]  都要教導他們遵守
[00:03:58.720 --> 00:04:03.220]  所以我就沒什麼理由再拒絕參加侍奉了
[00:04:03.220 --> 00:04:06.220]  在這兩年的侍奉裡
[00:04:06.220 --> 00:04:09.720]  神修剪、拆毀了我的老臥
[00:04:09.720 --> 00:04:12.220]  重創了我的屬靈生命
[00:04:12.220 --> 00:04:14.980]  也幫我勝過一切的憂慮
[00:04:14.980 --> 00:04:18.980]  另外神還額外賜恩典給我
[00:04:18.980 --> 00:04:22.480]  使我不僅可以如常生活
[00:04:22.480 --> 00:04:24.980]  病情也沒受影響
[00:04:24.980 --> 00:04:28.480]  甚至吃標靶藥應該有的副作用
[00:04:28.480 --> 00:04:30.480]  都沒再出現過
[00:04:30.480 --> 00:04:33.480]  人也比以前更加的喜樂
[00:04:33.480 --> 00:04:34.980]  更加的平安
[00:04:34.980 --> 00:04:37.480]  曾經有一個傳道人問我
[00:04:37.480 --> 00:04:40.480]  你打算參加三福到什麼時候
[00:04:40.480 --> 00:04:43.480]  我說只要我仍然有生命氣息
[00:04:43.740 --> 00:04:45.480]  我仍然會繼續的
[00:04:45.480 --> 00:04:47.240]  因為我已經明白到
[00:04:47.240 --> 00:04:50.480]  神不是要我們做得多好
[00:04:50.480 --> 00:04:55.240]  祂也只是看中我們願不願意侍奉的心志
[00:04:55.240 --> 00:04:57.480]  同時我也明白到
[00:04:57.480 --> 00:04:59.980]  不是我們為神作功
[00:04:59.980 --> 00:05:02.240]  而是神自己作的功
[00:05:02.240 --> 00:05:05.740]  神只是想藉著侍奉來祝福我們
[00:05:05.740 --> 00:05:08.980]  所以能夠有機會去服侍神
[00:05:08.980 --> 00:05:10.740]  是一種福氣
[00:05:10.740 --> 00:05:12.740]  親愛的弟兄姊妹
[00:05:12.980 --> 00:05:15.740]  如果你現在也像我以前那樣
[00:05:15.740 --> 00:05:18.740]  擔心自己的能力、恩賜不足
[00:05:18.740 --> 00:05:21.240]  擔心年紀太大、身體不好
[00:05:21.240 --> 00:05:24.240]  或者很忙、搞不定
[00:05:24.240 --> 00:05:26.740]  還是不要參加三福侍奉了
[00:05:26.740 --> 00:05:28.240]  但我鼓勵你
[00:05:28.240 --> 00:05:29.740]  不用怕
[00:05:29.740 --> 00:05:32.240]  因為上面說到的所有的憂慮
[00:05:32.240 --> 00:05:33.740]  其實我都有了
[00:05:33.740 --> 00:05:36.240]  我仍然可以投入侍奉
[00:05:36.240 --> 00:05:39.240]  甚至連我旁邊的老伴
[00:05:39.240 --> 00:05:40.740]  他70歲了
[00:05:40.740 --> 00:05:42.240]  他也有參加
[00:05:42.480 --> 00:05:44.740]  所以我們可以
[00:05:44.740 --> 00:05:46.240]  你們也可以
[00:05:46.240 --> 00:05:48.240]  因為神體重的是
[00:05:48.240 --> 00:05:51.740]  我們願意擺上的心志
[00:05:51.740 --> 00:05:53.740]  在這裡我大膽一點
[00:05:53.740 --> 00:05:55.740]  做一個植入式廣告
[00:05:55.740 --> 00:05:57.740]  新一期的三福訓練
[00:05:57.740 --> 00:05:59.740]  已經開始招募了
[00:05:59.740 --> 00:06:02.240]  1月18日就截止了
[00:06:02.240 --> 00:06:05.240]  如果你還沒有參加三福
[00:06:05.240 --> 00:06:07.240]  鼓勵你們禱告
[00:06:07.240 --> 00:06:10.240]  尋求神的心意
[00:06:10.480 --> 00:06:12.740]  看看神是否呼召你們
[00:06:12.740 --> 00:06:14.740]  加入三福侍奉行列
[00:06:14.740 --> 00:06:16.240]  希望下一期
[00:06:16.240 --> 00:06:18.240]  三福能夠看到你們
[00:06:18.240 --> 00:06:19.740]  願榮耀頌讚
[00:06:19.740 --> 00:06:21.740]  歸於我們在天上的父神
[00:06:21.740 --> 00:06:22.740]  阿們
[00:06:22.740 --> 00:06:27.740]  [掌聲]
[00:06:27.740 --> 00:06:36.240]  多謝Joy的分享
[00:06:36.240 --> 00:06:37.740]  在她的分享裡
[00:06:37.740 --> 00:06:39.240]  我很感受到她那份
[00:06:39.480 --> 00:06:41.740]  很願意侍奉的心志
[00:06:41.740 --> 00:06:43.240]  雖然在病患裡
[00:06:43.240 --> 00:06:46.240]  她也說只要我仍然有氣息
[00:06:46.240 --> 00:06:48.240]  我都會繼續去侍奉
[00:06:48.240 --> 00:06:50.240]  我也聽到她在侍奉裡
[00:06:50.240 --> 00:06:54.240]  她的生命不斷地更新成長
[00:06:54.240 --> 00:06:55.740]  可惜時間有限
[00:06:55.740 --> 00:06:58.240]  相信Joy在對公裡
[00:06:58.240 --> 00:07:00.240]  她學習的那份謙卑包容
[00:07:00.240 --> 00:07:01.240]  合一
[00:07:01.240 --> 00:07:04.240]  當中的故事應該也很精彩
[00:07:04.240 --> 00:07:05.240]  大家有興趣
[00:07:05.240 --> 00:07:06.740]  可以在崇拜之後
[00:07:06.740 --> 00:07:08.240]  找她聊聊天
[00:07:09.240 --> 00:07:11.000]  在生命成長的背後
[00:07:11.000 --> 00:07:13.000]  也很需要有人同行
[00:07:13.000 --> 00:07:15.000]  包括Joy的丈夫
[00:07:15.000 --> 00:07:16.000]  土伴
[00:07:16.000 --> 00:07:17.000]  小隊
[00:07:17.000 --> 00:07:19.000]  和一起受訓的手足
[00:07:19.000 --> 00:07:22.000]  今天我們一起去看
[00:07:22.000 --> 00:07:24.000]  提摩太后書第四章
[00:07:24.000 --> 00:07:26.000]  八至十九節
[00:07:26.000 --> 00:07:28.000]  九至十八節
[00:07:28.000 --> 00:07:31.000]  是保羅在人生滿年被囚的時候
[00:07:31.000 --> 00:07:32.000]  他面對孤單
[00:07:32.000 --> 00:07:34.000]  很多不確定在前面
[00:07:34.000 --> 00:07:36.000]  但是在這樣的處境裡
[00:07:36.000 --> 00:07:38.000]  他最關心的就是
[00:07:38.000 --> 00:07:39.760]  他的同行者
[00:07:39.760 --> 00:07:41.760]  和他一起同行的人
[00:07:41.760 --> 00:07:42.760]  讓我們一起看看
[00:07:42.760 --> 00:07:44.760]  保羅如何又同工又同行
[00:07:44.760 --> 00:07:48.760]  我們一起先讀第九至十三節
[00:07:48.760 --> 00:07:51.760]  你要趕緊到我這裡來
[00:07:51.760 --> 00:07:55.760]  因為底瑪貪愛現今的世界
[00:07:55.760 --> 00:07:59.760]  已經離棄我往帖薩羅尼加去了
[00:07:59.760 --> 00:08:03.760]  格勒斯往加拉泰去了
[00:08:03.760 --> 00:08:05.760]  提多往達瑪泰去
[00:08:06.000 --> 00:08:08.760]  只有路加在我這裡
[00:08:08.760 --> 00:08:11.760]  你來的時候把馬可帶來
[00:08:11.760 --> 00:08:15.760]  因為他在服侍上於我有益
[00:08:15.760 --> 00:08:19.760]  我已經打發推機古往已忽所去
[00:08:19.760 --> 00:08:24.760]  我在特羅亞留級家報的那件外衣
[00:08:24.760 --> 00:08:26.760]  你來的時候要帶來
[00:08:26.760 --> 00:08:28.760]  那些書也帶來
[00:08:28.760 --> 00:08:32.760]  特別是那幾卷羊皮的書
[00:08:32.760 --> 00:08:34.760]  在這裡九至十三節
[00:08:35.000 --> 00:08:38.760]  保羅一口氣提到七個同工
[00:08:38.760 --> 00:08:42.760]  有修信人 一開始說你
[00:08:42.760 --> 00:08:46.760]  提摩泰 底瑪 格勒斯
[00:08:46.760 --> 00:08:50.760]  提多 路加 馬可 還有推機古
[00:08:50.760 --> 00:08:53.760]  這些都是保羅一起侍奉的同工
[00:08:53.760 --> 00:08:55.760]  是他的侍奉團隊
[00:08:55.760 --> 00:08:58.760]  侍奉裡有同工 有團隊
[00:08:58.760 --> 00:09:01.760]  很重要 又不是單打獨鬥
[00:09:02.000 --> 00:09:05.760]  大家覺得保羅和他的同工關係如何?
[00:09:05.760 --> 00:09:11.760]  很好 保羅又讀聖經又愛主
[00:09:11.760 --> 00:09:15.760]  他和同工一定相親相愛
[00:09:15.760 --> 00:09:18.760]  但事實是否真的如此?
[00:09:18.760 --> 00:09:22.760]  在這裡看到那七位同工當中有正面的
[00:09:22.760 --> 00:09:27.760]  譬如路加 他提到只有路加在他那裡
[00:09:27.760 --> 00:09:31.760]  路加其實一直是保羅侍奉的同行者
[00:09:31.760 --> 00:09:34.520]  大家看《史唐行傳》就知道
[00:09:34.520 --> 00:09:36.520]  其實路加一直陪著他
[00:09:36.520 --> 00:09:38.520]  而在寫信的時候
[00:09:38.520 --> 00:09:41.520]  保羅在最孤單 在囚的時候
[00:09:41.520 --> 00:09:43.520]  路加仍然在他身邊
[00:09:43.520 --> 00:09:45.520]  對他不離不棄
[00:09:45.520 --> 00:09:49.520]  同工裡也有保羅兩位屬靈兒子
[00:09:49.520 --> 00:09:51.520]  提摩泰 提多
[00:09:51.520 --> 00:09:57.520]  也有曾經被保羅拒絕再同工的馬可
[00:09:57.520 --> 00:10:00.520]  馬可曾經在侍奉的途中
[00:10:00.760 --> 00:10:03.520]  離開保羅 自己離開了
[00:10:03.520 --> 00:10:05.520]  保羅也很好 後來也接納了他
[00:10:05.520 --> 00:10:10.520]  也叫提摩泰 帶他來羅馬見我
[00:10:10.520 --> 00:10:13.520]  但同時也有些負面的人
[00:10:13.520 --> 00:10:15.520]  好像底瑪
[00:10:15.520 --> 00:10:18.520]  經文提到他因為貪愛現今的世界
[00:10:18.520 --> 00:10:21.520]  離棄保羅 去了貼薩羅尼加
[00:10:21.520 --> 00:10:25.520]  而離棄是挺強烈的表達
[00:10:25.520 --> 00:10:28.520]  底瑪離開保羅的原因
[00:10:28.760 --> 00:10:30.520]  就是他貪愛世界
[00:10:30.520 --> 00:10:34.520]  很大機會底瑪也離開信仰
[00:10:34.520 --> 00:10:38.520]  離棄在新約裡只出現了十次
[00:10:38.520 --> 00:10:41.520]  而福音書裡出現的時候
[00:10:41.520 --> 00:10:44.520]  只有一個情景是用到這個字
[00:10:44.520 --> 00:10:47.520]  主耶穌在十字架上向天父說
[00:10:47.520 --> 00:10:52.520]  我的神 我的神 為什麼離棄我
[00:10:52.520 --> 00:10:56.520]  可想而知 其實底瑪對保羅來說
[00:10:56.760 --> 00:10:59.520]  當時的心情是挺傷心的
[00:10:59.520 --> 00:11:03.520]  回看第二十節
[00:11:03.520 --> 00:11:07.520]  我也要為格勒斯和提多去澄清一下
[00:11:07.520 --> 00:11:09.520]  大家讀這句的時候
[00:11:09.520 --> 00:11:12.520]  很容易覺得格勒斯和提多
[00:11:12.520 --> 00:11:16.520]  跟底瑪一樣 都是離棄保羅
[00:11:16.520 --> 00:11:19.520]  但其實離棄和貪愛
[00:11:19.520 --> 00:11:22.520]  這兩個都是單數的動詞
[00:11:22.520 --> 00:11:24.520]  都是指向底瑪
[00:11:24.760 --> 00:11:28.520]  他只是說格勒斯和提多的去向
[00:11:28.520 --> 00:11:31.520]  沒有說他們是因為離棄保羅
[00:11:31.520 --> 00:11:35.520]  很大機會他們是去了不同的地方去侍奉
[00:11:35.520 --> 00:11:37.520]  而不是離棄保羅
[00:11:37.520 --> 00:11:40.520]  如果大家看看地圖
[00:11:40.520 --> 00:11:43.520]  這裡應該是愛琴海的地方
[00:11:43.520 --> 00:11:44.520]  左邊是意大利
[00:11:44.520 --> 00:11:46.520]  羅馬就在紅圈那裡
[00:11:46.520 --> 00:11:47.520]  在左邊
[00:11:47.520 --> 00:11:53.520]  中間就貼上羅尼
[00:11:53.760 --> 00:11:56.520]  加上底瑪去了的地方
[00:11:56.520 --> 00:11:59.520]  上面達瑪泰就是提多去的
[00:11:59.520 --> 00:12:02.520]  而右邊小的那位
[00:12:02.520 --> 00:12:04.520]  是以弗所 就是推基古
[00:12:04.520 --> 00:12:07.520]  大方格的加拉泰
[00:12:07.520 --> 00:12:09.520]  加拉泰就是
[00:12:09.520 --> 00:12:13.520]  就是格勒斯去了
[00:12:13.520 --> 00:12:15.520]  他們真的去了挺遠的地方
[00:12:15.520 --> 00:12:16.520]  如果大家看地圖
[00:12:16.520 --> 00:12:20.520]  從保羅提及他身邊的童工
[00:12:20.760 --> 00:12:24.520]  我們看到建立童工或童行的關係
[00:12:24.520 --> 00:12:26.520]  其實是不是一帆風順
[00:12:26.520 --> 00:12:28.520]  也不是一帆風順
[00:12:28.520 --> 00:12:30.520]  當中有磨合
[00:12:30.520 --> 00:12:32.520]  也有關係修補
[00:12:32.520 --> 00:12:35.520]  還有一些關係的更新
[00:12:35.520 --> 00:12:38.520]  也看到一個侍奉團隊裡
[00:12:38.520 --> 00:12:40.520]  其實由那時候開始到現在
[00:12:40.520 --> 00:12:42.520]  原來都不是完美的
[00:12:42.520 --> 00:12:45.520]  童工童行的關係要建立的時候
[00:12:45.520 --> 00:12:47.520]  都充滿張力和掙扎
[00:12:47.760 --> 00:12:51.520]  既然童工童行的關係
[00:12:51.520 --> 00:12:53.520]  有張力和掙扎
[00:12:53.520 --> 00:12:57.520]  為什麼我們還要去建立這些童行的關係呢
[00:12:57.520 --> 00:13:03.520]  從這幾段經文裡有幾個命令的說話
[00:13:03.520 --> 00:13:05.520]  其實都看到為什麼
[00:13:05.520 --> 00:13:08.520]  第一個就是情感的支持
[00:13:08.520 --> 00:13:11.520]  保羅當時在羅馬的監獄裡被囚
[00:13:11.520 --> 00:13:14.520]  面對孤單 失去自由
[00:13:14.520 --> 00:13:16.520]  他的未來也不確定
[00:13:16.760 --> 00:13:19.520]  又遇上底馬尼契他
[00:13:19.520 --> 00:13:21.520]  保羅在人生的低谷裡
[00:13:21.520 --> 00:13:23.520]  他需要他的屬靈兒子提摩泰
[00:13:23.520 --> 00:13:27.520]  在他身邊安慰他 支持他
[00:13:27.520 --> 00:13:29.520]  所以第九節他就用命令語氣
[00:13:29.520 --> 00:13:34.520]  去請提摩泰趕緊去到他那裡
[00:13:34.520 --> 00:13:36.520]  趕緊是不是慢吞吞
[00:13:36.520 --> 00:13:38.520]  來到就來呢
[00:13:38.520 --> 00:13:40.520]  不是吧
[00:13:40.520 --> 00:13:42.520]  是不是我先做手上的事
[00:13:42.520 --> 00:13:45.520]  有空過來探望你吧 保羅
[00:13:45.760 --> 00:13:48.520]  是不是這樣 也不是
[00:13:48.520 --> 00:13:50.520]  原文是兩個字
[00:13:50.520 --> 00:13:52.520]  一個是快快地
[00:13:52.520 --> 00:13:54.520]  另一個是竭力
[00:13:54.520 --> 00:13:56.520]  相同的字在第二章也出現過
[00:13:56.520 --> 00:14:00.520]  竭力在神面前得蒙喜悅作無愧的工人
[00:14:00.520 --> 00:14:06.520]  所以說要快 要盡力 要馬上行動
[00:14:06.520 --> 00:14:12.520]  顯示保羅其實也挺迫切去見他的屬靈兒子提摩泰
[00:14:12.760 --> 00:14:17.520]  原因就是 底瑪又離棄他
[00:14:17.520 --> 00:14:20.520]  格勒舍提多又去了外面侍奉
[00:14:20.520 --> 00:14:22.520]  他身邊可能沒什麼人支持他
[00:14:22.520 --> 00:14:25.520]  他也很想提摩泰快點去到他那裡
[00:14:25.520 --> 00:14:28.520]  而需要同行關係的第二個原因
[00:14:28.520 --> 00:14:30.520]  是很實際的幫助
[00:14:30.520 --> 00:14:34.520]  在十三節提摩泰你來的時候
[00:14:34.520 --> 00:14:39.520]  要把外衣 書卷 羊皮卷都帶來
[00:14:39.760 --> 00:14:43.520]  帶來是一個命令語氣的動詞
[00:14:43.520 --> 00:14:47.520]  跟提摩泰表達那份請求
[00:14:47.520 --> 00:14:50.520]  保羅向提摩泰請求
[00:14:50.520 --> 00:14:52.520]  帶這些東西的時候
[00:14:52.520 --> 00:14:55.520]  不知道大家會不會覺得很瑣碎
[00:14:55.520 --> 00:14:58.520]  帶這些書 帶件衣服
[00:14:58.520 --> 00:15:00.520]  很私人請求
[00:15:00.520 --> 00:15:04.520]  是不是保羅當提摩泰是跑腿
[00:15:04.520 --> 00:15:08.520]  指他去這邊拿東西 那邊拿件衣服
[00:15:08.760 --> 00:15:11.520]  那邊乾洗完請他拿回辦公室
[00:15:11.520 --> 00:15:17.520]  但我看反而他們之間
[00:15:17.520 --> 00:15:19.520]  有一份很深厚的感情
[00:15:19.520 --> 00:15:23.520]  很可以坦誠地表達他們需要的關係
[00:15:23.520 --> 00:15:26.520]  我們看到保羅的需要是迫切的
[00:15:26.520 --> 00:15:30.520]  原來在二十一節再下文
[00:15:30.520 --> 00:15:34.520]  原來保羅提到他再次叫提摩泰趕緊
[00:15:34.520 --> 00:15:38.520]  你要趕緊在冬天以前到我姐女內
[00:15:38.520 --> 00:15:41.280]  原來那件外衣也很重要
[00:15:41.280 --> 00:15:45.280]  當時的人不是像我們衣櫃一打開
[00:15:45.280 --> 00:15:47.280]  有十幾件衣服
[00:15:47.280 --> 00:15:49.280]  可能只有一件外衣保暖
[00:15:49.280 --> 00:15:53.280]  而那件外衣是保羅過冬保暖用的
[00:15:53.280 --> 00:16:00.280]  這裡又看到原來保羅在真正同行的時候
[00:16:00.280 --> 00:16:04.280]  他不會永遠都表現自己一個師父
[00:16:04.280 --> 00:16:05.280]  很剛強
[00:16:05.280 --> 00:16:08.280]  而是可以在他信任的人面前
[00:16:08.280 --> 00:16:11.040]  去坦誠承認自己有需要
[00:16:11.040 --> 00:16:15.040]  不覺得是為對方帶來負累
[00:16:15.040 --> 00:16:17.040]  麻煩到他
[00:16:17.040 --> 00:16:19.040]  其實他們關係真的很好
[00:16:19.040 --> 00:16:23.040]  不知道大家知不知道由特羅亞去羅馬有多遠
[00:16:23.040 --> 00:16:27.040]  是超過一千公里
[00:16:27.040 --> 00:16:29.040]  如果由香港去
[00:16:29.040 --> 00:16:31.040]  知不知道可以去到哪裡
[00:16:31.040 --> 00:16:34.040]  深圳太近了
[00:16:34.040 --> 00:16:37.040]  去到上海
[00:16:38.040 --> 00:16:39.800]  我們坐飛機很快
[00:16:39.800 --> 00:16:44.800]  當時提摩蒂要去由特羅亞
[00:16:44.800 --> 00:16:45.800]  不知道去到哪裡
[00:16:45.800 --> 00:16:47.800]  去到特羅亞再去羅馬
[00:16:47.800 --> 00:16:49.800]  都真的很遠水路
[00:16:49.800 --> 00:16:53.800]  所以他們關係真的很深厚
[00:16:53.800 --> 00:16:57.800]  而需要同行關係的第三個原因
[00:16:57.800 --> 00:17:00.800]  就是保羅也很想培育和傳承
[00:17:00.800 --> 00:17:01.800]  在第十一節
[00:17:01.800 --> 00:17:05.800]  有另一個有命令語氣的動詞
[00:17:06.040 --> 00:17:06.800]  是「帶來」
[00:17:06.800 --> 00:17:10.800]  保羅吩咐提摩蒂來的時候
[00:17:10.800 --> 00:17:12.800]  把馬可一同帶來
[00:17:12.800 --> 00:17:15.800]  「帶來」和剛才的書有些不同
[00:17:15.800 --> 00:17:17.800]  更貼切地說
[00:17:17.800 --> 00:17:20.800]  是領馬可過來的
[00:17:20.800 --> 00:17:22.800]  我也覺得這裡有點特別
[00:17:22.800 --> 00:17:25.800]  保羅在他人生的晚年
[00:17:25.800 --> 00:17:29.800]  甚至是他已經走到人生的最後階段
[00:17:29.800 --> 00:17:32.800]  他刻意把兩位很年輕的童工
[00:17:33.040 --> 00:17:36.800]  提摩蒂和馬可叫到自己身邊
[00:17:36.800 --> 00:17:38.800]  大家猜猜為什麼
[00:17:38.800 --> 00:17:43.800]  叫兩個年輕童工到自己身邊
[00:17:43.800 --> 00:17:47.800]  經文也有一個很重要的線索
[00:17:47.800 --> 00:17:52.800]  因為馬可在服侍上對保羅有益處
[00:17:52.800 --> 00:17:55.800]  有益的原文意思是有合用
[00:17:55.800 --> 00:17:58.800]  適合被使用
[00:17:58.800 --> 00:17:59.800]  合乎主用
[00:17:59.800 --> 00:18:01.800]  合用就是這個字
[00:18:02.040 --> 00:18:04.800]  很可能保羅不只是想到
[00:18:04.800 --> 00:18:06.800]  他眼前侍工的需要
[00:18:06.800 --> 00:18:08.800]  而是看到馬可其實可能是
[00:18:08.800 --> 00:18:10.800]  可以把他託付的人
[00:18:10.800 --> 00:18:12.800]  可以承接使命的人
[00:18:12.800 --> 00:18:15.800]  保羅很盼望和他同行去培育他
[00:18:15.800 --> 00:18:19.800]  令這個福音使命可以交給馬可
[00:18:19.800 --> 00:18:23.800]  也讓我想起一個三福隊員的見證
[00:18:23.800 --> 00:18:27.800]  他分享自己在學習三福的過程裡
[00:18:27.800 --> 00:18:29.800]  遇到一位很有經驗
[00:18:30.040 --> 00:18:31.800]  內容很熟悉的隊長
[00:18:31.800 --> 00:18:35.800]  相對之下他覺得自己掌握得不太好
[00:18:35.800 --> 00:18:37.800]  學習進度有點慢
[00:18:37.800 --> 00:18:39.800]  有些不順
[00:18:39.800 --> 00:18:43.800]  有一次出隊隊長安排了一部分內容
[00:18:43.800 --> 00:18:44.800]  給他講
[00:18:44.800 --> 00:18:48.800]  希望他可以透過講解實習
[00:18:48.800 --> 00:18:52.800]  但隊員心裡有點不安
[00:18:52.800 --> 00:18:55.800]  覺得自己說得不好又不清晰
[00:18:55.800 --> 00:18:57.800]  他就跟隊長說
[00:18:58.040 --> 00:19:00.800]  不如你講吧
[00:19:00.800 --> 00:19:02.800]  你講得這麼清晰
[00:19:02.800 --> 00:19:04.800]  如果我說得不清不楚
[00:19:04.800 --> 00:19:06.800]  隊長不相信
[00:19:06.800 --> 00:19:08.800]  那就不好
[00:19:08.800 --> 00:19:10.800]  但隊長又很內心跟他說
[00:19:10.800 --> 00:19:12.800]  不要緊
[00:19:12.800 --> 00:19:13.800]  慢慢來
[00:19:13.800 --> 00:19:15.800]  每個人的步伐都不同
[00:19:15.800 --> 00:19:17.800]  按自己的節奏去學習
[00:19:17.800 --> 00:19:19.800]  在這段學習期間
[00:19:19.800 --> 00:19:22.800]  很希望可以和你同行
[00:19:22.800 --> 00:19:25.800]  讓你可以慢慢掌握到福音的內容
[00:19:25.800 --> 00:19:27.800]  成為一個報道者
[00:19:27.800 --> 00:19:30.560]  希望你將來成為一個訓練者
[00:19:30.560 --> 00:19:32.560]  訓練更多人傳福音
[00:19:32.560 --> 00:19:36.560]  將福音的棒一代接一代傳下去
[00:19:36.560 --> 00:19:38.560]  又很感恩
[00:19:38.560 --> 00:19:41.560]  雖然這個學員學習上不容易
[00:19:41.560 --> 00:19:43.560]  但他沒有放棄
[00:19:43.560 --> 00:19:47.560]  反而在隊長弟兄姊妹同行裡
[00:19:47.560 --> 00:19:48.560]  他慢慢掌握到
[00:19:48.560 --> 00:19:50.560]  也慢慢成長
[00:19:50.560 --> 00:19:52.560]  後來也成為隊長
[00:19:52.560 --> 00:19:56.560]  在三福裡培育了很多弟兄姊妹傳福音
[00:19:56.800 --> 00:19:58.560]  原來對侍奉有益
[00:19:58.560 --> 00:20:02.560]  不一定是在那方面很長處
[00:20:02.560 --> 00:20:04.560]  或是很恩賜
[00:20:04.560 --> 00:20:06.560]  才對侍奉有益
