
[00:00:00.000 --> 00:00:09.000]  但我留意到想起2018年6月尾有一則很搞動人心腸的國際新聞
[00:05:59.000 --> 00:06:02.000]  途中的巴拉湖和虎湖
[00:06:02.000 --> 00:06:04.000]  已經乾了
[00:06:04.000 --> 00:06:07.000]  因為成為蘇伊士運河一部分
[00:06:07.000 --> 00:06:10.000]  傳統考古學認為
[00:06:10.000 --> 00:06:13.000]  以色列人過紅海的位置在巴拉湖
[00:06:13.000 --> 00:06:16.000]  近年的考古學
[00:06:16.000 --> 00:06:20.000]  發現更有可能的過紅海路線
[00:06:20.000 --> 00:06:24.000]  更符合在十三章十八節上半部說
[00:06:24.000 --> 00:06:27.000]  「所以神帶領百姓繞道而行
[00:06:27.000 --> 00:06:29.000]  走紅海曠野的路」
[00:06:29.000 --> 00:06:31.000]  那裡曠野在哪裡呢?
[00:06:31.000 --> 00:06:34.000]  原來在西內半島的曠野
[00:06:34.000 --> 00:06:37.000]  去到半島另一邊的紅海
[00:06:37.000 --> 00:06:40.000]  原來紅海還有好像兩隻腳
[00:06:40.000 --> 00:06:41.000]  除了蘇伊士灣
[00:06:41.000 --> 00:06:45.000]  另外那邊叫阿卡巴灣
[00:06:45.000 --> 00:06:50.000]  去到阿卡巴灣的魯威巴海灘
[00:06:50.000 --> 00:06:54.000]  現在在Google Map都找到這個地方
[00:06:54.000 --> 00:06:57.000]  無論如何
[00:06:57.000 --> 00:06:59.000]  應該就是在那裡
[00:06:59.000 --> 00:07:05.000]  更清楚來到過紅海的更可能
[00:07:05.000 --> 00:07:06.000]  無論如何
[00:07:06.000 --> 00:07:09.000]  神讓摩西帶領數以百萬計的以色列人
[00:07:09.000 --> 00:07:14.000]  走海中的乾地而得到拯救
[00:07:14.000 --> 00:07:19.000]  我們在原來十二章三十一到三十二節
[00:07:19.000 --> 00:07:20.000]  在十載之後
[00:07:20.000 --> 00:07:24.000]  法老要求以色列人
[00:07:24.000 --> 00:07:26.000]  要求摩西帶領以色列人快點離開
[00:07:26.000 --> 00:07:28.000]  牛羊你都帶走
[00:07:28.000 --> 00:07:30.000]  叫他們所有東西帶走
[00:07:30.000 --> 00:07:32.000]  當時法老都死了
[00:07:32.000 --> 00:07:33.000]  但去到十四章
[00:07:33.000 --> 00:07:37.000]  當以色列人出埃及的時候
[00:07:37.000 --> 00:07:41.000]  為什麼法老會改變主意呢?
[00:07:41.000 --> 00:07:44.000]  本來要摩西帶領以色列人走的
[00:07:44.000 --> 00:07:47.000]  之後又要追趕他們
[00:07:47.000 --> 00:07:51.000]  法老的內心究竟發生什麼變化呢?
[00:07:51.000 --> 00:07:54.000]  我們一起讀第五到九節
[00:07:54.000 --> 00:07:57.000]  有人告訴埃及王說
[00:07:57.000 --> 00:07:58.000]  百姓逃跑
[00:07:58.000 --> 00:08:02.000]  法老和他的神僕就向百姓辯心說
[00:08:02.000 --> 00:08:04.000]  我們用以色列人去
[00:08:04.000 --> 00:08:06.000]  不再服侍我們
[00:08:06.000 --> 00:08:08.000]  這做的是什麼事呢?
[00:08:08.000 --> 00:08:10.000]  法老就預備他的車輛
[00:08:10.000 --> 00:08:12.000]  帶每名客出去
[00:08:12.000 --> 00:08:17.000]  並帶著六百輛特選的車和埃及所有的車
[00:08:17.000 --> 00:08:19.000]  每輛都有車兵長
[00:08:19.000 --> 00:08:23.000]  而華使法老王心的方眼
[00:08:23.000 --> 00:08:25.000]  他就追趕以色列人
[00:08:25.000 --> 00:08:29.000]  因為以色列人視昂然無懼地出埃及
[00:08:29.000 --> 00:08:38.000]  法老一切的馬兵和軍兵就在海邊上
[00:08:38.000 --> 00:08:40.000]  靠近比哈希路
[00:08:40.000 --> 00:08:42.000]  對著巴力洗婚
[00:08:42.000 --> 00:08:46.000]  在他們不安營的地方追上了
[00:08:46.000 --> 00:08:55.000]  究竟是什麼支配了埃及人的行動呢?
[00:08:55.000 --> 00:08:56.000]  答案就是
[00:08:56.000 --> 00:08:58.000]  法老的心是否剛硬
[00:08:58.000 --> 00:09:01.000]  途中就看到
[00:09:01.000 --> 00:09:03.000]  洗法老心剛硬的情況
[00:09:03.000 --> 00:09:06.000]  原來十災裏面第一到五災
[00:09:06.000 --> 00:09:09.000]  是法老的心自己剛硬
[00:09:09.000 --> 00:09:10.000]  第六災就是滄災
[00:09:10.000 --> 00:09:13.000]  耶和華就開始洗法老的心剛硬
[00:09:13.000 --> 00:09:15.000]  第七災就是冰災
[00:09:15.000 --> 00:09:17.000]  冰炮災和火災
[00:09:17.000 --> 00:09:19.000]  法老自己的心剛硬
[00:09:19.000 --> 00:09:21.000]  第八到十災
[00:09:21.000 --> 00:09:24.000]  都是耶和華洗到法老的心剛硬
[00:09:24.000 --> 00:09:26.000]  去到十四章八節
[00:09:26.000 --> 00:09:27.000]  過紅海之前
[00:09:27.000 --> 00:09:31.000]  亦都是耶和華洗到法老的心剛硬
[00:09:31.000 --> 00:09:34.000]  在第十四章五節
[00:09:34.000 --> 00:09:37.000]  法老好像如夢初醒
[00:09:37.000 --> 00:09:39.000]  覺得不應該讓以色列人走
[00:09:39.000 --> 00:09:41.000]  好像忘記了
[00:09:41.000 --> 00:09:45.000]  他之前容許以色列人離開的原因
[00:09:45.000 --> 00:09:47.000]  在十四章八節明明說
[00:09:47.000 --> 00:09:50.000]  神洗法老的心剛硬
[00:09:50.000 --> 00:09:52.000]  第十四章五節又說
[00:09:52.000 --> 00:09:55.000]  法老和他的神僕
[00:09:55.000 --> 00:09:59.000]  對以色列人的心意改變
[00:09:59.000 --> 00:10:02.000]  究竟是神洗到人心剛硬
[00:10:02.000 --> 00:10:07.000]  還是人自己改變自己的心呢?
[00:10:07.000 --> 00:10:09.000]  在十四章八節
[00:10:09.000 --> 00:10:11.000]  在話本說
[00:10:11.000 --> 00:10:12.000]  昂然無懼
[00:10:12.000 --> 00:10:14.000]  以色列人敢離開
[00:10:14.000 --> 00:10:16.000]  新譯本和修版說
[00:10:16.000 --> 00:10:18.000]  抬起頭
[00:10:18.000 --> 00:10:20.000]  新譯本亦說
[00:10:20.000 --> 00:10:24.000]  靠著耶和華高舉的手出去
[00:10:24.000 --> 00:10:26.000]  其實全句可以翻譯為
[00:10:26.000 --> 00:10:31.000]  耶和華的手洗到以色列人傲慢地出去
[00:10:31.000 --> 00:10:33.000]  從法老和神僕的角度看
[00:10:33.000 --> 00:10:35.000]  就可以解答到
[00:10:35.000 --> 00:10:37.000]  為何他們的心剛硬
[00:10:37.000 --> 00:10:40.000]  因為以色列人昂然無懼
[00:10:40.000 --> 00:10:41.000]  離開埃及
[00:10:41.000 --> 00:10:44.000]  即是當法老沒有到
[00:10:44.000 --> 00:10:46.000]  當他很牙刷地
[00:10:46.000 --> 00:10:47.000]  我們走吧
[00:10:47.000 --> 00:10:48.000]  拿走他的東西
[00:10:48.000 --> 00:10:50.000]  還拿走百姓的金銀財寶
[00:10:50.000 --> 00:10:53.000]  所以法老的心怒氣發作
[00:10:53.000 --> 00:10:56.000]  一向都認為自己
[00:10:56.000 --> 00:11:01.000]  法老認為自己是埃及人最尊貴最高的神靈
[00:11:01.000 --> 00:11:04.000]  現在他的尊嚴被踐踏
[00:11:04.000 --> 00:11:06.000]  所以神洗到法老的心剛硬
[00:11:06.000 --> 00:11:08.000]  是神對他的審判
[00:11:08.000 --> 00:11:13.000]  又是由於法老心裏面極其驕傲的反應
[00:11:13.000 --> 00:11:16.000]  結果在第十七章七節和第九節
[00:11:16.000 --> 00:11:19.000]  法老最精銳的軍隊馬兵
[00:11:19.000 --> 00:11:23.000]  以及所有的馬車軍隊都追趕以色列人
[00:11:23.000 --> 00:11:29.000]  法老的兵力是當時世界上最先進最強大的軍隊
[00:11:29.000 --> 00:11:30.000]  換句話說
[00:11:30.000 --> 00:11:34.000]  法老所有的兵力都傾巢而出
[00:11:34.000 --> 00:11:39.000]  來追趕一群從未打過仗的奴隸
[00:11:39.000 --> 00:11:40.000]  簡單來說
[00:11:40.000 --> 00:11:43.000]  法老心剛硬是由於
[00:11:43.000 --> 00:11:46.000]  他認為自己是神
[00:11:46.000 --> 00:11:49.000]  也不承認耶和華是神
[00:11:49.000 --> 00:11:54.000]  我們一起繼續讀十三章第三節
[00:11:54.000 --> 00:11:55.000]  法老必說
[00:11:55.000 --> 00:11:58.000]  以色列人在地擾迷了
[00:11:58.000 --> 00:12:01.000]  抗野把他們困住了
[00:12:01.000 --> 00:12:02.000]  繼續讀
[00:12:02.000 --> 00:12:10.000]  法老一切的馬匹馬車和馬兵都跟著下海列宗
[00:12:10.000 --> 00:12:12.000]  到了神間的時候
[00:12:12.000 --> 00:12:14.000]  耶和華還說
[00:12:14.000 --> 00:12:18.000]  向埃及的軍兵觀看
[00:12:18.000 --> 00:12:20.000]  使埃及人的軍兵混亂
[00:12:20.000 --> 00:12:26.000]  又使他們的車輪脫落難以行走
[00:12:26.000 --> 00:12:27.000]  以至埃及人說
[00:12:27.000 --> 00:12:30.000]  我們從以色列人面前逃跑了
[00:12:30.000 --> 00:12:34.000]  因為耶和華為他們攻擊我們了
[00:12:34.000 --> 00:12:35.000]  所以就回流
[00:12:35.000 --> 00:12:38.000]  淹沒了車輛和馬兵
[00:12:38.000 --> 00:12:40.000]  那些跟著以色列人下海
[00:12:40.000 --> 00:12:44.000]  法老的全軍連一個也沒有剩下
[00:12:44.000 --> 00:12:47.000]  在第十四章三節說到
[00:12:47.000 --> 00:12:51.000]  耶和華知道法老的心想什麼
[00:12:51.000 --> 00:12:52.000]  他想
[00:12:52.000 --> 00:12:53.000]  法老心會想
[00:12:53.000 --> 00:12:54.000]  以色列人離開埃及
[00:12:54.000 --> 00:12:57.000]  不走菲利士的高速公路
[00:12:57.000 --> 00:13:00.000]  反而走一個抗日的路
[00:13:00.000 --> 00:13:03.000]  一定是迷失了
[00:13:03.000 --> 00:13:06.000]  究竟是以色列人迷失了
[00:13:06.000 --> 00:13:11.000]  還是法老王迷失了呢
[00:13:11.000 --> 00:13:13.000]  法老經歷十災
[00:13:13.000 --> 00:13:15.000]  仍然不認識耶和華
[00:13:15.000 --> 00:13:18.000]  仍然是執迷不悟
[00:13:18.000 --> 00:13:22.000]  剛才讀到二十三至二十五節和二十八節
[00:13:22.000 --> 00:13:24.000]  當紅海分開
[00:13:24.000 --> 00:13:27.000]  以色列人下海走乾地
[00:13:27.000 --> 00:13:31.000]  法老又帶著那些埃及的戰車馬兵一起下海
[00:13:31.000 --> 00:13:36.000]  為什麼他們完全沒有想過那些海水會回流呢
[00:13:36.000 --> 00:13:40.000]  法老因為要追趕自己的慾望
[00:13:40.000 --> 00:13:41.000]  要追求自己的慾望
[00:13:41.000 --> 00:13:43.000]  自己是神的那種慾望
[00:13:43.000 --> 00:13:46.000]  不單止心硬又迷失了
[00:13:46.000 --> 00:13:49.000]  法老和賭徒的心態很相似
[00:13:49.000 --> 00:13:52.000]  心硬加上迷失的特徵是什麼
[00:13:52.000 --> 00:13:54.000]  就會不顧一切
[00:13:54.000 --> 00:13:58.000]  結果全軍覆沒
[00:13:58.000 --> 00:14:01.000]  我年青時認識一對信主的夫婦
[00:14:01.000 --> 00:14:06.000]  他們在教會都有很多的服侍
[00:14:06.000 --> 00:14:11.000]  近年竟然聽到他們離婚的消息
[00:14:11.000 --> 00:14:15.000]  我心裡都為他們的家庭很悲哀
[00:14:15.000 --> 00:14:20.000]  原來離婚的原因是丈夫找回年青時
[00:14:20.000 --> 00:14:24.000]  初戀所暗戀的一個女子
[00:14:24.000 --> 00:14:29.000]  原來人不需要做到法老王那種有權力
[00:14:29.000 --> 00:14:32.000]  都可以因為心中的慾望
[00:14:32.000 --> 00:14:36.000]  變得像法老那種心硬和迷失
[00:14:36.000 --> 00:14:40.000]  其實每個人心中都有一個王
[00:14:40.000 --> 00:14:45.000]  就是心目中最重要的人或事
[00:14:45.000 --> 00:14:48.000]  而他可以控制你的生命
[00:14:48.000 --> 00:14:55.000]  心硬就是沒有讓神作你心中的王
[00:14:55.000 --> 00:14:59.000]  之後就會陷入迷失裡面
[00:14:59.000 --> 00:15:07.000]  當以色列人跟摩西去到紅海邊安營的時候
[00:15:07.000 --> 00:15:10.000]  他們見到法老大軍追到來了
[00:15:10.000 --> 00:15:13.000]  他們有什麼反應呢?
[00:15:13.000 --> 00:15:16.000]  我們一起讀第十和十二節
[00:15:16.000 --> 00:15:18.000]  法老臨近的時候
[00:15:18.000 --> 00:15:22.000]  以色列人舉目看見埃及人趕到
[00:15:22.000 --> 00:15:24.000]  就甚懼怕
[00:15:24.000 --> 00:15:27.000]  向我又說埃及他們對摩西說
[00:15:27.000 --> 00:15:30.000]  難道在埃及沒有墳地
[00:15:30.000 --> 00:15:33.000]  你把我們帶到死在曠野嗎?
[00:15:33.000 --> 00:15:36.000]  為什麼這樣待我們
[00:15:36.000 --> 00:15:39.000]  將我們從埃及領出來呢?
[00:15:39.000 --> 00:15:42.000]  我們在埃及豈沒有對你說過
[00:15:42.000 --> 00:15:46.000]  不要搞擾我們,讓我們服侍埃及人嗎?
[00:15:46.000 --> 00:15:51.000]  因為服侍埃及人比死在曠野還好
[00:15:51.000 --> 00:15:53.000]  在四章十節說到
[00:15:53.000 --> 00:15:57.000]  以色列人由於非常非常懼怕
[00:15:57.000 --> 00:16:00.000]  就向耶和華埃求
[00:16:00.000 --> 00:16:02.000]  和本那裡說埃求
[00:16:02.000 --> 00:16:04.000]  和修版也說埃求
[00:16:04.000 --> 00:16:07.000]  新譯本說到呼求
[00:16:07.000 --> 00:16:11.000]  通常很多訴埃求呼求這些字眼
[00:16:11.000 --> 00:16:14.000]  通常向神求救
[00:16:14.000 --> 00:16:16.000]  以色列人向神求救
[00:16:16.000 --> 00:16:18.000]  其實沒有什麼問題
[00:16:18.000 --> 00:16:22.000]  但他們的埃求其實就是埋怨
[00:16:22.000 --> 00:16:24.000]  以色列人對處境非常懼怕
[00:16:24.000 --> 00:16:28.000]  就令他們產生埋怨
[00:16:28.000 --> 00:16:31.000]  在十一至十二節
[00:16:31.000 --> 00:16:36.000]  以色列人向摩西埋怨什麼內容呢?
[00:16:36.000 --> 00:16:38.000]  其實當中有沒有理由呢?
[00:16:38.000 --> 00:16:40.000]  有沒有道理呢?
[00:16:40.000 --> 00:16:44.000]  在之前十三章十九節的背景經文說到
[00:16:44.000 --> 00:16:47.000]  他們帶著以色列人
[00:16:47.000 --> 00:16:48.000]  以色列人離開埃及時
[00:16:48.000 --> 00:16:51.000]  帶著他們第一個到埃及的祖先
[00:16:51.000 --> 00:16:55.000]  就是約瑟的骸骨
[00:16:55.000 --> 00:16:59.000]  因為約瑟早就有神的感動
[00:16:59.000 --> 00:17:02.000]  知道將會去自己
[00:17:02.000 --> 00:17:05.000]  以色列人會離開埃及
[00:17:05.000 --> 00:17:07.000]  他們四百多年之後
[00:17:07.000 --> 00:17:11.000]  看到將會離開埃及的時候
[00:17:11.000 --> 00:17:14.000]  嚴厲吩咐他們要帶著骸骨
[00:17:14.000 --> 00:17:18.000]  回到他們祖先迦南地的墳墓安葬
[00:17:18.000 --> 00:17:21.000]  但現在活生生的以色列人
[00:17:21.000 --> 00:17:24.000]  反而想葬在埃及
[00:17:24.000 --> 00:17:28.000]  反映到以色列人完全沒有擺出任何信心
[00:17:28.000 --> 00:17:32.000]  只關心自己眼前的安危
[00:17:32.000 --> 00:17:34.000]  其實在十載之前
[00:17:34.000 --> 00:17:35.000]  第五章已經說到
[00:17:35.000 --> 00:17:39.000]  當摩西要求以色列人離開埃及的時候
[00:17:39.000 --> 00:17:43.000]  法老加倍以色列人的奴役
[00:17:43.000 --> 00:17:48.000]  連草也不讓他們做一樣數目的磚
[00:17:48.000 --> 00:17:52.000]  當時以色列人的領袖向摩西埋怨
[00:17:52.000 --> 00:17:55.000]  甚至求神來審判摩西
[00:17:55.000 --> 00:17:57.000]  去到紅海邊
[00:17:57.000 --> 00:18:01.000]  雖然以色列人已經經歷了十載的神蹟
[00:18:01.000 --> 00:18:03.000]  在剛才讀的十四章十二節
[00:18:03.000 --> 00:18:06.000]  以色列人又提起以前的那種埋怨
[00:18:06.000 --> 00:18:11.000]  反映到他們完全沒有成長過
[00:18:11.000 --> 00:18:14.000]  你有沒有試過在工作上
[00:18:14.000 --> 00:18:17.000]  因為懼怕上司的反應批評、處罰
[00:18:17.000 --> 00:18:20.000]  或者失去職位等等的因素
[00:18:20.000 --> 00:18:24.000]  而導致向上司、向公司有很多埋怨呢?
[00:18:24.000 --> 00:18:26.000]  你有沒有因為懼怕
[00:18:26.000 --> 00:18:29.000]  怕很多不同的東西
[00:18:29.000 --> 00:18:33.000]  而對家人、親友又產生很多埋怨呢?
[00:18:33.000 --> 00:18:36.000]  你有沒有因為懼怕
[00:18:36.000 --> 00:18:39.000]  而在教會裡的小組團契
[00:18:39.000 --> 00:18:44.000]  向導師又產生很多的埋怨呢?
[00:18:44.000 --> 00:18:46.000]  去到紅海邊
[00:18:46.000 --> 00:18:49.000]  摩西面對以色列人的埋怨
[00:18:49.000 --> 00:18:52.000]  他又有什麼反應呢?
[00:18:52.000 --> 00:18:55.000]  我們一起讀出十三到十四節
[00:18:55.000 --> 00:18:57.000]  摩西對百姓說
[00:18:57.000 --> 00:18:59.000]  你懼怕,只要站住
[00:18:59.000 --> 00:19:00.000]  漢耶和說
[00:19:00.000 --> 00:19:03.000]  今天向你們所做之人的請求
[00:19:03.000 --> 00:19:05.000]  因為你們今天所看見的
[00:19:05.000 --> 00:19:08.000]  魔及人必永遠不再看見了
[00:19:08.000 --> 00:19:09.000]  耶和說
[00:19:09.000 --> 00:19:11.000]  必你們真賤
[00:19:11.000 --> 00:19:15.000]  你們只管靜默,不要作聲
[00:19:15.000 --> 00:19:18.000]  摩西面對以色列人的埋怨
[00:19:18.000 --> 00:19:24.000]  很可能就是摩西有機會勾起四十年前
[00:19:24.000 --> 00:19:26.000]  被以色列人拒絕的那種感受
[00:19:26.000 --> 00:19:27.000]  大家知道
[00:19:27.000 --> 00:19:30.000]  他十歲的時候
[00:19:30.000 --> 00:19:32.000]  魯莽殺死一個埃及人
[00:19:32.000 --> 00:19:37.000]  以為幫他的自己的以色列人
[00:19:37.000 --> 00:19:39.000]  是一個幫助
[00:19:39.000 --> 00:19:41.000]  或者是報仇
[00:19:41.000 --> 00:19:47.000]  誰知道他的自己的同胞拒絕他
[00:19:47.000 --> 00:19:51.000]  但是經過四十年之後
[00:19:51.000 --> 00:19:54.000]  他還沒有完全處理好
[00:19:54.000 --> 00:19:58.000]  但是經過十災的神跡之後
[00:19:58.000 --> 00:20:00.000]  他就突破了
[00:20:00.000 --> 00:20:04.000]  勝過了這件事對他的生命的限制
[00:20:04.000 --> 00:20:07.000]  他再沒有對以色列人的埋怨
[00:20:07.000 --> 00:20:11.000]  有任何的反面、負面的反應
[00:20:11.000 --> 00:20:13.000]  而且沒有信心期待神
[00:20:13.000 --> 00:20:16.000]  是他們的出路
[00:20:16.000 --> 00:20:20.000]  等待神的請求
[00:20:20.000 --> 00:20:21.000]  大家看看
[00:20:21.000 --> 00:20:23.000]  摩西對以色列人埋怨有什麼反應呢?
[00:20:23.000 --> 00:20:25.000]  就好像屠忠
[00:20:25.000 --> 00:20:29.000]  相信大家都很熟悉
[00:20:29.000 --> 00:20:31.000]  坐電梯的時候
[00:20:31.000 --> 00:20:32.000]  坐電梯的時候
[00:20:32.000 --> 00:20:33.000]  被困電梯
[00:20:33.000 --> 00:20:36.000]  指管什麼?
[00:20:36.000 --> 00:20:37.000]  指管站著
[00:20:37.000 --> 00:20:39.000]  站著
[00:20:39.000 --> 00:20:41.000]  在那裡等候
[00:20:41.000 --> 00:20:43.000]  請求
[00:20:43.000 --> 00:20:47.000]  摩西叫以色列人不要懼怕
[00:20:47.000 --> 00:20:49.000]  是命令語氣的動詞
[00:20:49.000 --> 00:20:52.000]  就是說不要對現在環境處境懼怕
[00:20:52.000 --> 00:20:54.000]  只管站著
[00:20:54.000 --> 00:20:55.000]  只管站著
[00:20:55.000 --> 00:20:56.000]  也是命令語氣的動詞
[00:20:56.000 --> 00:20:58.000]  在文法上可以說到
