
[00:00:00.000 --> 00:00:03.800]  開始的時候我很想跟大家說一個故事
[00:03:13.200 --> 00:03:16.600]  我是不是真的很落後 是不是很輸蝕
[00:03:16.600 --> 00:03:21.200]  慢慢我的腦袋都被轉了進去一個系統裡面
[00:03:21.200 --> 00:03:24.000]  而到最後 我很相信一件事
[00:03:24.000 --> 00:03:27.400]  就是我小學的自己 我不會認得中學的自己
[00:03:27.400 --> 00:03:30.000]  一個人進入了一個系統
[00:03:30.000 --> 00:03:34.200]  其實是會被重新塑造他怎樣去想事情
[00:03:34.200 --> 00:03:36.600]  或者這個正正都是我們
[00:03:36.600 --> 00:03:39.600]  活在這個世界裡面的困難
[00:03:39.600 --> 00:03:40.800]  不只弟兄姊妹
[00:03:40.800 --> 00:03:43.600]  你有沒有體會到你的信仰都可能
[00:03:43.600 --> 00:03:47.200]  受著這個社會去衝擊 會有改變的呢
[00:03:47.200 --> 00:03:49.800]  可能你去到 去做事的職場裡面
[00:03:49.800 --> 00:03:52.000]  很多的東西 或者他們教會你
[00:03:52.000 --> 00:03:53.800]  要向上爬 努力的 是不是
[00:03:53.800 --> 00:03:55.800]  要鬥過的 要爭過的
[00:03:55.800 --> 00:03:59.000]  以致到 其實你過去都不會這樣對人
[00:03:59.000 --> 00:04:02.600]  去到職場裡面 都會有轉變的呢
[00:04:02.600 --> 00:04:03.400]  弟兄姊妹
[00:04:03.400 --> 00:04:05.200]  今天很想講一件事
[00:04:05.200 --> 00:04:08.000]  就是我們的初心
[00:04:08.000 --> 00:04:10.800]  究竟我們在這個 活在這個系統裡面
[00:04:10.800 --> 00:04:12.600]  一套套的系統裡面
[00:04:12.600 --> 00:04:13.800]  其實我們在信仰裡面
[00:04:13.800 --> 00:04:16.000]  怎樣去堅持到自己的初心
[00:04:16.000 --> 00:04:17.600]  以致到我們可以
[00:04:17.600 --> 00:04:20.600]  仍然去愛上帝更加多
[00:04:20.600 --> 00:04:22.000]  仍然都可以去保持著
[00:04:22.000 --> 00:04:25.200]  就是基督徒應該有的一個心態
[00:04:25.200 --> 00:04:26.800]  去面對這個世界呢
[00:04:26.800 --> 00:04:29.800]  今天我們就會看約翰福音三章
[00:04:29.800 --> 00:04:32.000]  二十二至三十六節
[00:04:32.000 --> 00:04:35.000]  約翰福音我先給一點背景資料大家
[00:04:35.000 --> 00:04:36.400]  去認識一下約翰福音
[00:04:36.400 --> 00:04:40.600]  約翰福音 我們這個年度都會講的
[00:04:40.600 --> 00:04:42.600]  其實都是 最重要有一句
[00:04:42.600 --> 00:04:44.400]  就是說 但記者些事
[00:04:44.400 --> 00:04:46.400]  作者基本上講了給你聽
[00:04:46.400 --> 00:04:48.000]  中心思想 成本書
[00:04:48.000 --> 00:04:49.000]  但記者些事
[00:04:49.000 --> 00:04:52.200]  是要你們知道主耶穌基督是神的兒子
[00:04:52.200 --> 00:04:56.000]  並且相信祂 你就可以去得著生命
[00:04:56.000 --> 00:04:57.600]  所以作者約翰
[00:04:57.600 --> 00:05:00.600]  其實是很想我們去捉緊住這個
[00:05:00.600 --> 00:05:01.600]  哇 這麼好的消息
[00:05:01.600 --> 00:05:02.800]  你不要放手了
[00:05:02.800 --> 00:05:04.000]  這件事很重要
[00:05:04.000 --> 00:05:06.000]  並且這件事就是你的初心
[00:05:06.000 --> 00:05:07.200]  你信的初心
[00:05:07.200 --> 00:05:08.800]  以及其實你生命裡面
[00:05:08.800 --> 00:05:12.200]  應該走的方向都是圍繞著這件事去做
[00:05:12.200 --> 00:05:14.800]  作者約翰很好
[00:05:14.800 --> 00:05:18.600]  他在當中給了七個神蹟給我們
[00:05:18.600 --> 00:05:20.200]  神蹟Semion這個字
[00:05:20.200 --> 00:05:22.800]  告訴我們不是神是有求必應
[00:05:22.800 --> 00:05:24.400]  而是好像腳印一樣
[00:05:24.400 --> 00:05:26.600]  一路一路上帝去展現自己
[00:05:26.600 --> 00:05:28.000]  一個一個的腳印
[00:05:28.000 --> 00:05:28.800]  告訴你就是
[00:05:28.800 --> 00:05:30.000]  喂 你看看
[00:05:30.000 --> 00:05:32.800]  這個就是神的兒子主耶穌基督
[00:05:32.800 --> 00:05:35.400]  神蹟指向著主耶穌基督
[00:05:35.400 --> 00:05:37.200]  並且主耶穌基督
[00:05:37.200 --> 00:05:39.800]  就用七個我去告訴人
[00:05:39.800 --> 00:05:41.800]  究竟這個神的兒子
[00:05:41.800 --> 00:05:44.000]  對他們生命來說有什麼意思
[00:05:44.000 --> 00:05:46.400]  哇 原來祂是世界的光
[00:05:46.400 --> 00:05:48.000]  要照耀這個世界
[00:05:48.000 --> 00:05:49.400]  除去這個世界的黑暗
[00:05:49.400 --> 00:05:51.200]  哇 祂是導路真理生命
[00:05:51.200 --> 00:05:52.600]  原來祂是我們的盼望
[00:05:52.600 --> 00:05:53.800]  我們的倚靠
[00:05:53.800 --> 00:05:55.200]  祂是我們的好木人
[00:05:55.200 --> 00:05:56.400]  祂會牧養我們
[00:05:56.400 --> 00:05:58.600]  祂會照顧我們
[00:05:58.600 --> 00:06:00.200]  復活生命
[00:06:00.200 --> 00:06:02.000]  祂會賜給我們生命裡面
[00:06:02.000 --> 00:06:03.200]  有一個復活的盼望
[00:06:03.200 --> 00:06:04.800]  所以主耶穌來到
[00:06:04.800 --> 00:06:06.400]  不是和我們無關
[00:06:06.400 --> 00:06:08.400]  而是反而更加重要的就是
[00:06:08.400 --> 00:06:09.400]  其實基本上
[00:06:09.400 --> 00:06:10.800]  我們生命裡面的盼望
[00:06:10.800 --> 00:06:12.200]  都是指向著祂
[00:06:12.200 --> 00:06:13.200]  為什麼很可惜呢
[00:06:13.200 --> 00:06:14.800]  很多人去聽過
[00:06:14.800 --> 00:06:15.600]  說過 是不是
[00:06:15.600 --> 00:06:17.200]  很多人嘗試去跟隨
[00:06:17.200 --> 00:06:18.400]  但是跟著跟著
[00:06:18.400 --> 00:06:19.800]  當中都會有失腳
[00:06:19.800 --> 00:06:21.200]  或者很多時候
[00:06:21.200 --> 00:06:22.800]  其實去跟隨祂的時間
[00:06:22.800 --> 00:06:24.800]  都會有很多東西阻礙著他們
[00:06:24.800 --> 00:06:27.600]  去相信或者體會那種美好
[00:06:27.600 --> 00:06:28.800]  今天我們就會看
[00:06:28.800 --> 00:06:30.200]  很頭的一個部分
[00:06:30.200 --> 00:06:32.800]  就是施洗約翰的一個部分
[00:06:32.800 --> 00:06:34.800]  施洗約翰的門徒
[00:06:34.800 --> 00:06:37.200]  去認識主耶穌 究竟是怎樣認識的呢
[00:06:37.200 --> 00:06:38.800]  又或者對他們來說
[00:06:38.800 --> 00:06:41.000]  生命裡面有些什麼意義呢
[00:06:41.000 --> 00:06:43.400]  當中就會告訴我們兩件事
[00:06:43.400 --> 00:06:44.800]  今天有些東西想
[00:06:44.800 --> 00:06:45.800]  想sticky一點
[00:06:45.800 --> 00:06:47.000]  就是大家會記得一點
[00:06:47.000 --> 00:06:48.200]  所以我
[00:06:48.200 --> 00:06:49.400]  只是一個字
[00:06:49.400 --> 00:06:50.400]  照命
[00:06:50.400 --> 00:06:52.600]  當中就是告訴我們第一件事
[00:06:52.600 --> 00:06:55.200]  就是究竟我們怎樣可以去面對
[00:06:55.200 --> 00:06:56.600]  我們的世界可以保持著
[00:06:56.600 --> 00:06:59.200]  我們的初心呢
[00:06:59.200 --> 00:07:01.000]  第一件事我們要記得的就是
[00:07:01.000 --> 00:07:01.800]  照命
[00:07:01.800 --> 00:07:03.600]  而後一部分就會告訴我們
[00:07:03.600 --> 00:07:06.200]  為什麼這個照命這麼重要
[00:07:06.200 --> 00:07:08.200]  我們就進入頭一個部分
[00:07:08.200 --> 00:07:09.600]  我們認識到一樣東西
[00:07:09.600 --> 00:07:11.200]  原來照命
[00:07:11.200 --> 00:07:14.400]  是讓我們可以在面對這個世界裡面
[00:07:14.400 --> 00:07:16.400]  我們可以保持著我們的初心
[00:07:16.400 --> 00:07:18.200]  所以我們先讀這段經文
[00:07:18.200 --> 00:07:18.800]  我們看一看
[00:07:18.800 --> 00:07:20.800]  哇 究竟他們在面對什麼
[00:07:20.800 --> 00:07:22.000]  在面對困難
[00:07:22.000 --> 00:07:23.600]  一些困難讓他們
[00:07:23.600 --> 00:07:26.000]  在認識主耶穌的時間
[00:07:26.000 --> 00:07:27.800]  他體會不到那份喜樂
[00:07:27.800 --> 00:07:29.000]  我們一起讀好嗎
[00:07:29.000 --> 00:07:29.600]  一起讀
[00:07:29.600 --> 00:07:34.400]  請「這些是以後耶穌和門徒」
[00:07:34.400 --> 00:07:57.600]  「約翰的門徒和一個猶太人辯論潔淨的禮儀」
[00:07:57.600 --> 00:08:00.400]  「就來見約翰對他說」
[00:08:00.400 --> 00:08:02.400]  「拉比眾籤」
[00:08:02.400 --> 00:08:11.800]  「你看他在施洗他哪裡去了」
[00:08:11.800 --> 00:08:12.400]  好
[00:08:12.400 --> 00:08:17.000]  經文裡面就出現了一個很尷尬的情況
[00:08:17.000 --> 00:08:18.000]  首先第一件事
[00:08:18.000 --> 00:08:19.400]  他告訴我們
[00:08:19.400 --> 00:08:20.800]  那裡的水很多
[00:08:20.800 --> 00:08:22.200]  為什麼要特別說水很多呢
[00:08:22.200 --> 00:08:23.600]  就是因為你要想想
[00:08:23.600 --> 00:08:25.600]  施洗就是受洗
[00:08:25.600 --> 00:08:27.600]  受洗其實你要夠水才行
[00:08:27.600 --> 00:08:29.600]  要不然你會濕腳
[00:08:29.600 --> 00:08:34.000]  那你當然要水夠深才可以浸下去
[00:08:34.000 --> 00:08:36.200]  地理環境就告訴你
[00:08:36.200 --> 00:08:38.600]  其實水多的地方也不是很多
[00:08:38.600 --> 00:08:39.800]  只有那裡
[00:08:39.800 --> 00:08:41.400]  所以你要去洗禮
[00:08:41.400 --> 00:08:42.800]  也是去那裡
[00:08:42.800 --> 00:08:44.800]  就出現了一個問題
[00:08:44.800 --> 00:08:47.600]  施洗約翰的門徒去幫人洗禮
[00:08:47.600 --> 00:08:50.000]  主耶穌來到也是幫人洗禮
[00:08:50.000 --> 00:08:51.000]  全部去那裡
[00:08:51.000 --> 00:08:51.600]  像什麼呢
[00:08:51.600 --> 00:08:52.600]  就像一條街
[00:08:52.600 --> 00:08:54.000]  開了一間探戶
[00:08:54.000 --> 00:08:55.000]  旁邊又開一間衣服店
[00:08:55.000 --> 00:08:57.000]  然後又有一間米線鎮
[00:08:57.000 --> 00:08:59.200]  好像爭生意的感覺
[00:08:59.200 --> 00:09:01.600]  這個就是尷尬的位置
[00:09:01.600 --> 00:09:04.400]  但是如果你上過水禮班
[00:09:04.400 --> 00:09:05.000]  你也會問
[00:09:05.000 --> 00:09:07.400]  究竟其實是在洗什麼禮呢
[00:09:07.400 --> 00:09:08.600]  如果大家認識的話
[00:09:08.600 --> 00:09:12.400]  水禮是與主同死同埋同復活
[00:09:12.400 --> 00:09:13.400]  主耶穌還在
[00:09:13.400 --> 00:09:15.000]  在洗什麼禮呢
[00:09:15.000 --> 00:09:17.400]  所以其實就帶我們去認識到
[00:09:17.400 --> 00:09:20.000]  究竟施洗約翰他們在洗的是什麼禮
[00:09:20.000 --> 00:09:22.800]  以及施洗約翰是怎麼看洗禮的
[00:09:22.800 --> 00:09:24.800]  施洗約翰說到
[00:09:24.800 --> 00:09:27.000]  他們是用水幫人洗禮
[00:09:27.000 --> 00:09:29.000]  但是主耶穌是用聖靈幫人洗禮
[00:09:29.000 --> 00:09:30.600]  是很不同的
[00:09:30.600 --> 00:09:33.600]  過去一些歷史學家都告訴我們
[00:09:33.600 --> 00:09:35.000]  施洗約翰那時候的洗禮
[00:09:35.000 --> 00:09:38.800]  其實重點是要幫人重新立志去跟隨
[00:09:38.800 --> 00:09:40.600]  因為那時候的猶太人
[00:09:40.600 --> 00:09:44.000]  每個人都說自己是神的跟隨者
[00:09:44.000 --> 00:09:44.600]  但是
[00:09:44.600 --> 00:09:45.800]  對了
[00:09:45.800 --> 00:09:47.400]  但是你會體會到
[00:09:47.400 --> 00:09:48.600]  其實那時候的猶太人
[00:09:48.600 --> 00:09:50.200]  都不是很認真跟的
[00:09:50.200 --> 00:09:52.800]  那時候是敷衍的
[00:09:52.800 --> 00:09:55.600]  所以他們其實已經分了兩派
[00:09:55.600 --> 00:09:58.400]  施洗約翰派和猶太人派
[00:09:58.400 --> 00:09:59.800]  看不起猶太人派
[00:09:59.800 --> 00:10:01.800]  嘩!這麼隨便
[00:10:01.800 --> 00:10:02.800]  我們不同
[00:10:02.800 --> 00:10:04.400]  我們施洗約翰的門徒
[00:10:04.400 --> 00:10:06.000]  認認真真
[00:10:06.000 --> 00:10:08.600]  生命裡面重新立志去跟隨上帝
[00:10:08.600 --> 00:10:12.800]  所以他們這件事是一個引以為榮的一件事
[00:10:12.800 --> 00:10:14.800]  當時的事就是這樣
[00:10:14.800 --> 00:10:17.800]  所以他們洗禮希望去幫人
[00:10:17.800 --> 00:10:20.600]  重新立志去跟隨上帝
[00:10:20.600 --> 00:10:23.200]  但是主耶穌基督的洗禮就很不同
[00:10:23.200 --> 00:10:25.800]  他帶我們回到上帝那裡
[00:10:25.800 --> 00:10:28.400]  咦!你就會體會到一樣東西
[00:10:28.400 --> 00:10:30.000]  大家都去那裡洗禮
[00:10:30.000 --> 00:10:32.800]  但其實誰才是最重要的洗禮
[00:10:32.800 --> 00:10:34.600]  主耶穌那個才是最重要
[00:10:34.600 --> 00:10:36.200]  那個才是真的
[00:10:36.200 --> 00:10:38.800]  所以施洗約翰那些都是好的
[00:10:38.800 --> 00:10:41.400]  都是Dope
[00:10:41.400 --> 00:10:45.200]  但是那個是更加Level
[00:10:45.200 --> 00:10:47.200]  所以大家就知道
[00:10:47.200 --> 00:10:49.000]  主耶穌基督那個才是最重要
[00:10:49.000 --> 00:10:51.200]  那個才是最好的
[00:10:51.200 --> 00:10:53.400]  但是你看到施洗約翰的門徒
[00:10:53.400 --> 00:10:56.600]  就進入了一個困境裡面
[00:10:56.600 --> 00:10:58.800]  前面經文裡面還在說
[00:10:58.800 --> 00:11:00.800]  他們還在爭辯
[00:11:00.800 --> 00:11:02.400]  但是你看這裡
[00:11:02.400 --> 00:11:03.800]  他一開始就說到
[00:11:03.800 --> 00:11:05.000]  看啊
[00:11:05.000 --> 00:11:08.600]  這個字其實在查經裡面經常出現
[00:11:08.600 --> 00:11:11.600]  Behold就好像一個Spotlight打著照著
[00:11:11.600 --> 00:11:13.800]  他就好像跟施洗約翰說
[00:11:13.800 --> 00:11:15.200]  你看一下
[00:11:15.200 --> 00:11:17.000]  射一個Spotlight去主耶穌那裡
[00:11:17.000 --> 00:11:19.200]  你看看每個人都去了他那裡
[00:11:19.200 --> 00:11:22.400]  他都不說洗禮的內容什麼都好
[00:11:22.400 --> 00:11:25.000]  他只說大家都去了他們那裡
[00:11:25.000 --> 00:11:26.800]  其實他後面那句是說什麼
[00:11:26.800 --> 00:11:29.600]  那我們怎麼辦
[00:11:29.600 --> 00:11:31.600]  我們還有位置站的
[00:11:31.600 --> 00:11:35.400]  剛剛一開始他其實是先跟猶太人辯論
[00:11:35.400 --> 00:11:36.800]  他們覺得自己比較厲害
[00:11:36.800 --> 00:11:38.200]  比猶太人好
[00:11:38.200 --> 00:11:40.200]  猶太人那些潔淨禮
[00:11:40.200 --> 00:11:41.600]  只有個造紙
[00:11:41.600 --> 00:11:43.600]  我們那些才叫好的
[00:11:43.600 --> 00:11:46.800]  那份優越感讓他們很難接受到
[00:11:46.800 --> 00:11:49.000]  現在的人個個都去了跟耶穌
[00:11:49.000 --> 00:11:52.200]  他們不知道自己的位置站在哪裡
[00:11:52.200 --> 00:11:53.600]  所以其實
[00:11:53.600 --> 00:11:57.200]  這個正正就是他們進入了一個系統裡面
[00:11:57.200 --> 00:12:00.200]  他們進入了一個系統裡面去跟別人比較
[00:12:00.200 --> 00:12:02.000]  他們跟猶太人去比較
[00:12:02.000 --> 00:12:04.200]  建立了自己的優越感
[00:12:04.200 --> 00:12:07.200]  但是當這份優越感失敗的時間
[00:12:07.200 --> 00:12:11.200]  當他們發覺自己已經沒有位置站了
[00:12:11.200 --> 00:12:13.000]  已經不是站在最高位了
[00:12:13.000 --> 00:12:15.800]  這個崇高的地位都沒有了的時間
[00:12:15.800 --> 00:12:17.800]  他們怎樣去面對自己
[00:12:17.800 --> 00:12:20.200]  但是施西約翰就很不同了
[00:12:20.200 --> 00:12:21.600]  他放得低
[00:12:21.600 --> 00:12:24.400]  是因為他知道自己的照明是什麼
[00:12:24.400 --> 00:12:26.200]  我們不如一起去讀這段經文
[00:12:26.200 --> 00:12:27.000]  繼續下去
[00:12:27.000 --> 00:12:29.600]  我們看看施西約翰怎樣去回應這件事
[00:12:29.600 --> 00:12:30.200]  一起讀
[00:12:30.200 --> 00:12:32.600]  請約翰回答
[00:12:46.800 --> 00:12:49.600]  「娶新娘的是新郎」
[00:12:49.600 --> 00:12:51.600]  「新郎的朋友站在」
[00:12:51.600 --> 00:12:59.800]  「當前我這喜樂得以滿足」
[00:12:59.800 --> 00:13:01.800]  「他必興旺」
[00:13:01.800 --> 00:13:03.400]  好了
[00:13:03.400 --> 00:13:07.800]  施西約翰在這裡就說到自己的角色是什麼
[00:13:07.800 --> 00:13:11.400]  其實他的角色是要預備道路給主耶穌
[00:13:11.400 --> 00:13:15.400]  正正好像剛才一開始說到水禮
[00:13:15.400 --> 00:13:17.000]  他正在幫人準備
[00:13:17.000 --> 00:13:18.000]  重新立志
[00:13:18.000 --> 00:13:21.800]  以至主耶穌來到就真的帶人回到上帝那裡
[00:13:21.800 --> 00:13:23.800]  其實他是在做一個預備的過程
[00:13:23.800 --> 00:13:26.600]  甚至他還用了一個例子去說
[00:13:26.600 --> 00:13:28.400]  就好像婚禮一樣
[00:13:28.400 --> 00:13:32.800]  他只不過好像一個新郎旁邊的兄弟
[00:13:32.800 --> 00:13:35.000]  他的工作不是結婚
[00:13:35.000 --> 00:13:37.200]  他的工作是幫他結婚而已
[00:13:37.200 --> 00:13:39.600]  尤其在猶太人傳統裡面
[00:13:39.600 --> 00:13:40.800]  很特別的一件事
[00:13:40.800 --> 00:13:43.800]  就是新郎旁邊那個類似best man
[00:13:43.800 --> 00:13:48.400]  其實那個best man是負責帶新娘到新郎那裡
[00:13:48.400 --> 00:13:51.000]  就像護駕一樣帶她過去
[00:13:51.000 --> 00:13:54.200]  讓新娘和新郎可以走在一起
[00:13:54.200 --> 00:13:56.000]  這個是他的工作
[00:13:56.000 --> 00:13:57.800]  所以他很體會到的就是
[00:13:57.800 --> 00:14:00.200]  他的角色不是主角
[00:14:00.200 --> 00:14:02.400]  那個spotlight不需要打在他那裡
[00:14:02.400 --> 00:14:04.000]  而是要打在主耶穌那裡
[00:14:04.000 --> 00:14:05.800]  他要讓這件事成就
[00:14:05.800 --> 00:14:10.400]  但他當中同樣可以體會到極大無比的快樂
[00:14:10.400 --> 00:14:15.600]  他的角色讓他知道他不需要覺得不開心
[00:14:15.600 --> 00:14:18.400]  同時間他的角色他的照明
[00:14:18.400 --> 00:14:21.000]  都讓他可以去體會到
[00:14:21.000 --> 00:14:24.000]  主耶穌基督來到這個世界的那份好
[00:14:24.000 --> 00:14:26.400]  以致到他到最後那句
[00:14:26.400 --> 00:14:30.000]  他可以說到他必興旺我必需美
[00:14:30.000 --> 00:14:32.000]  你不如看一下主耶穌
[00:14:32.000 --> 00:14:33.800]  祂才是最重要的
[00:14:33.800 --> 00:14:36.000]  越看得多祂越好
[00:14:36.000 --> 00:14:37.600]  你看少一點我更好
[00:14:37.600 --> 00:14:39.800]  因為祂才是最重要的那個
[00:14:39.800 --> 00:14:42.800]  祂要越來越大我要越來越小
[00:14:42.800 --> 00:14:46.800]  這個是施洗約翰的人生的理念
[00:14:46.800 --> 00:14:49.800]  以致到他可以當他面對成就
[00:14:49.800 --> 00:14:51.600]  失敗得失的時候
[00:14:51.600 --> 00:14:54.600]  他完全沒有那種沉重的憂傷
[00:14:54.600 --> 00:14:56.200]  那種苦澀在裡面
[00:14:56.200 --> 00:14:59.800]  因為他體會到這件事都不是重點
[00:14:59.800 --> 00:15:00.800]  弟兄姊妹
[00:15:00.800 --> 00:15:02.800]  不知道你生命裡面有沒有體會過
[00:15:02.800 --> 00:15:06.000]  究竟你人生追求什麼呢
[00:15:06.000 --> 00:15:08.400]  你的目標是什麼呢
[00:15:08.400 --> 00:15:10.400]  有沒有一些東西其實你很想去追求
[00:15:10.400 --> 00:15:11.800]  很想去追尋
[00:15:11.800 --> 00:15:13.200]  可能你有些東西追完之後
[00:15:13.200 --> 00:15:16.600]  你發覺失敗你會很不開心呢
[00:15:16.600 --> 00:15:18.800]  究竟我們生命生存下來
[00:15:18.800 --> 00:15:22.000]  是指向一個什麼目標為什麼去做呢
[00:15:22.000 --> 00:15:23.400]  可能很多東西你都在追
[00:15:23.400 --> 00:15:25.200]  嘩真的很想升職
[00:15:25.200 --> 00:15:27.800]  但是為什麼好像升極都升不到
[00:15:27.800 --> 00:15:29.400]  嘩天父你不要耍我
[00:15:29.400 --> 00:15:31.600]  究竟我在這裡做什麼
[00:15:31.600 --> 00:15:33.000]  但我們很少時候
[00:15:33.000 --> 00:15:34.800]  我們可能會去想
[00:15:34.800 --> 00:15:38.200]  究竟上帝放我們在這個世界裡面
[00:15:38.200 --> 00:15:39.600]  我們可以去怎樣
[00:15:39.600 --> 00:15:43.200]  去讓人見得到主耶穌基督更加多呢
[00:15:43.200 --> 00:15:44.200]  可能有時候
[00:15:44.200 --> 00:15:46.400]  我們在生命裡面的照明
[00:15:46.400 --> 00:15:48.000]  我們都很難去體會到
[00:15:48.000 --> 00:15:50.800]  其實和上帝有什麼關係
[00:15:50.800 --> 00:15:51.800]  但其實呢
[00:15:51.800 --> 00:15:53.800]  原來這件事對我們生命裡面
[00:15:53.800 --> 00:15:55.000]  是很大的影響
[00:15:55.000 --> 00:15:56.600]  甚至可能會帶我們
[00:15:56.600 --> 00:15:59.400]  嘩那個情緒都可能會有很多起起伏伏
[00:15:59.400 --> 00:16:01.000]  很多的不開心
[00:16:01.000 --> 00:16:03.200]  原來有些東西我們可以放得低一點
[00:16:03.200 --> 00:16:05.400]  有些東西嘩我做不到得不到
[00:16:05.400 --> 00:16:08.200]  可能其實是在帶我們走一條新的路
[00:16:08.200 --> 00:16:09.600]  叫我們去
[00:16:09.600 --> 00:16:13.600]  讓我們去找到我們最適合我們的地方
[00:16:13.600 --> 00:16:14.600]  我舉個例子
[00:16:14.600 --> 00:16:16.000]  譬如好像
[00:16:16.000 --> 00:16:17.600]  瑜伽家師
