
[00:00:00.000 --> 00:00:02.000]  好,各位弟兄姊妹
[00:08:45.000 --> 00:08:48.000]  公元49年
[00:08:48.000 --> 00:08:51.000]  保羅第二次宣教的時候
[00:08:51.000 --> 00:08:55.000]  曾經在哥林多遇見哪對夫婦?
[00:08:55.000 --> 00:08:59.000]  這個應該知道
[00:08:59.000 --> 00:09:02.000]  阿居拉、伯居拉
[00:09:02.000 --> 00:09:04.000]  透過他們的遭遇
[00:09:04.000 --> 00:09:07.000]  保羅知道當時在位的羅馬皇帝克勞弟
[00:09:07.000 --> 00:09:13.000]  下令驅逐所有猶太人離開羅馬城
[00:09:13.000 --> 00:09:16.000]  所以在羅馬城的猶太人
[00:09:16.000 --> 00:09:19.000]  他們經歷過時代的風雲
[00:09:19.000 --> 00:09:22.000]  政治的洗劫
[00:09:22.000 --> 00:09:25.000]  他們盡量保持低調
[00:09:25.000 --> 00:09:30.000]  以免再次觸動政權的神經
[00:09:30.000 --> 00:09:34.000]  如今保羅邀請羅馬的猶太領袖來見面
[00:09:34.000 --> 00:09:37.000]  保羅跟他們說明
[00:09:37.000 --> 00:09:40.000]  保羅沒有意控告猶太同胞
[00:09:40.000 --> 00:09:45.000]  他不會連累羅馬的猶太人再次被驅逐出境
[00:09:45.000 --> 00:09:48.000]  他們可以放心
[00:09:48.000 --> 00:09:50.000]  保羅當時身為囚犯
[00:09:50.000 --> 00:09:52.000]  自身難保
[00:09:52.000 --> 00:09:55.000]  他還關心別人的感受
[00:09:55.000 --> 00:09:59.000]  難能可貴
[00:09:59.000 --> 00:10:02.000]  簡單交代了來羅馬的原因
[00:10:02.000 --> 00:10:07.000]  保羅就說出跟他們見面的主要目的
[00:10:07.000 --> 00:10:08.000]  是什麼呢?
[00:10:08.000 --> 00:10:10.000]  我們一起讀這一節
[00:10:10.000 --> 00:10:11.000]  1、2、3
[00:10:11.000 --> 00:10:16.000]  為這緣故,我請你們來見面說
[00:10:16.000 --> 00:10:20.000]  我原是為以色列人所指望的那位
[00:10:20.000 --> 00:10:23.000]  才被鐵鏈捆綁的
[00:10:23.000 --> 00:10:26.000]  以色列人所指望的
[00:10:26.000 --> 00:10:28.000]  是哪一位?
[00:10:28.000 --> 00:10:30.000]  尼塞亞
[00:10:30.000 --> 00:10:33.000]  希伯來文的音譯叫尼塞亞
[00:10:33.000 --> 00:10:36.000]  基督同一個意思
[00:10:36.000 --> 00:10:38.000]  不過是希臘文的音譯
[00:10:38.000 --> 00:10:40.000]  意思都是受告者
[00:10:40.000 --> 00:10:42.000]  公元第一世紀
[00:10:42.000 --> 00:10:44.000]  猶太人來說
[00:10:44.000 --> 00:10:47.000]  上帝受告任命的
[00:10:47.000 --> 00:10:49.000]  尊子
[00:10:49.000 --> 00:10:52.000]  那一位上帝派遣的救主
[00:10:52.000 --> 00:10:54.000]  以色列人所指望的
[00:10:54.000 --> 00:10:57.000]  就是那獨一的尼塞亞基督
[00:10:57.000 --> 00:11:00.000]  這個救主即將會拯救他們
[00:11:00.000 --> 00:11:02.000]  脫離外邦的霸權
[00:11:02.000 --> 00:11:06.000]  恢復以色列民族的光輝歲月
[00:11:06.000 --> 00:11:09.000]  這是以色列人的期盼
[00:11:09.000 --> 00:11:14.000]  是他們深信不疑的執念
[00:11:14.000 --> 00:11:16.000]  保羅又為了誰?
[00:11:16.000 --> 00:11:20.000]  以至他雙手被鐵鏈捆綁呢?
[00:11:20.000 --> 00:11:22.000]  保羅為了誰?
[00:11:22.000 --> 00:11:24.000]  是呀,耶穌
[00:11:24.000 --> 00:11:27.000]  最初在保羅的眼中
[00:11:27.000 --> 00:11:29.000]  耶穌是誰?
[00:11:29.000 --> 00:11:31.000]  他只是一個鄉下人
[00:11:31.000 --> 00:11:35.000]  來自北方窮鄉僻壤的加利利省
[00:11:35.000 --> 00:11:38.000]  而且在這個窮的省份裡
[00:11:38.000 --> 00:11:41.000]  成長在一個寂寂無聞
[00:11:41.000 --> 00:11:45.000]  地少人少的拿撒勒小鎮
[00:11:45.000 --> 00:11:48.000]  身上大概只有五百人
[00:11:48.000 --> 00:11:51.000]  而且對保羅來說
[00:11:51.000 --> 00:11:53.000]  耶穌只是一個死囚
[00:11:53.000 --> 00:11:58.000]  他已經羞辱地釘死在十字架酷刑
[00:11:58.000 --> 00:12:01.000]  誰知耶穌的門徒卻不斷傳說
[00:12:01.000 --> 00:12:02.000]  耶穌死而復活
[00:12:02.000 --> 00:12:06.000]  是基督,是救主尼塞亞
[00:12:06.000 --> 00:12:08.000]  這個羞辱的耶穌
[00:12:08.000 --> 00:12:11.000]  怎會是上帝揀選先知預言
[00:12:11.000 --> 00:12:16.000]  臣子民引頸以待的獨一榮耀基督
[00:12:16.000 --> 00:12:19.000]  簡直荒天下之大謬
[00:12:19.000 --> 00:12:22.000]  所以保羅極力打壓耶穌的門徒
[00:12:22.000 --> 00:12:27.000]  甚至向東北走四至六天的路程
[00:12:27.000 --> 00:12:32.000]  前往大馬士革要捉拿耶穌的門徒
[00:12:32.000 --> 00:12:39.000]  那一天,保羅刻骨銘心的一天
[00:12:39.000 --> 00:12:44.000]  在中午時分,在大馬士革的路上
[00:12:44.000 --> 00:12:48.000]  一道勢不可擋的強光突然四面照射過來
[00:12:48.000 --> 00:12:51.000]  比猛烈的陽光更光更猛
[00:12:51.000 --> 00:12:55.000]  三十二立的保羅
[00:12:55.000 --> 00:13:00.000]  剎那間強人瀑倒在地
[00:13:00.000 --> 00:13:03.000]  雙眼暫時失明
[00:13:03.000 --> 00:13:08.000]  不過那一天,主開啟了他的心眼
[00:13:08.000 --> 00:13:12.000]  讓他覺醒原來十加上羞辱的耶穌
[00:13:12.000 --> 00:13:16.000]  真是榮耀的復活主
[00:13:16.000 --> 00:13:19.000]  與復活主相遇的經歷
[00:13:19.000 --> 00:13:24.000]  顛覆扭轉了保羅這個猶太人
[00:13:24.000 --> 00:13:27.000]  牢不可破的傳統執念
[00:13:27.000 --> 00:13:32.000]  令他確信耶穌是獨一的救主
[00:13:32.000 --> 00:13:37.000]  自此,救主基督好像一條繩
[00:13:37.000 --> 00:13:42.000]  緊緊繫住保羅的心頭
[00:13:42.000 --> 00:13:48.000]  保羅又是何時開始被鐵鏈捆綁呢?
[00:13:48.000 --> 00:13:50.000]  何時?
[00:13:50.000 --> 00:13:54.000]  是他在聖殿被捕的時候
[00:13:54.000 --> 00:13:57.000]  當時他五十二歲
[00:13:57.000 --> 00:14:01.000]  從耶路撒冷去到蓋撒尼亞
[00:14:01.000 --> 00:14:03.000]  再遠到羅馬
[00:14:03.000 --> 00:14:05.000]  從東到西
[00:14:05.000 --> 00:14:07.000]  從陸路到海路
[00:14:07.000 --> 00:14:10.000]  從五十二歲到五十七歲
[00:14:10.000 --> 00:14:14.000]  因為心系耶穌是救主
[00:14:14.000 --> 00:14:19.000]  疲累的雙腳甘願長途跋涉五年
[00:14:19.000 --> 00:14:25.000]  粗糙的雙手甘願被鐵鏈捆綁五年
[00:14:25.000 --> 00:14:27.000]  來到羅馬
[00:14:27.000 --> 00:14:30.000]  保羅舉起手中的鐵鏈
[00:14:30.000 --> 00:14:33.000]  與他的同胞親身見證
[00:14:33.000 --> 00:14:36.000]  他信主大概三十年以來
[00:14:36.000 --> 00:14:42.000]  仍然確信耶穌是獨一的救主
[00:14:42.000 --> 00:14:44.000]  在座的你
[00:14:44.000 --> 00:14:48.000]  今天信了耶穌多久?
[00:14:48.000 --> 00:14:51.000]  你是否仍然確信
[00:14:51.000 --> 00:14:56.000]  耶穌是你生命獨一的救主呢?
[00:14:56.000 --> 00:14:59.000]  我信主超過三十年
[00:14:59.000 --> 00:15:04.000]  獻身傳道接近三十年
[00:15:04.000 --> 00:15:07.000]  這次再看保羅的生命
[00:15:07.000 --> 00:15:09.000]  他的事蹟
[00:15:09.000 --> 00:15:12.000]  這位屬靈前輩的忠心
[00:15:12.000 --> 00:15:14.000]  偉身
[00:15:14.000 --> 00:15:16.000]  甚至犧牲
[00:15:16.000 --> 00:15:18.000]  令我很欽佩
[00:15:18.000 --> 00:15:19.000]  很感動
[00:15:19.000 --> 00:15:21.000]  亦都很慚愧
[00:15:21.000 --> 00:15:23.000]  這位偉大的救贖主
[00:15:23.000 --> 00:15:25.000]  佩德·保羅
[00:15:25.000 --> 00:15:27.000]  擺上一生
[00:15:27.000 --> 00:15:28.000]  一生敬拜
[00:15:28.000 --> 00:15:31.000]  一生降服
[00:15:31.000 --> 00:15:33.000]  那你呢?
[00:15:33.000 --> 00:15:35.000]  初到貴境
[00:15:35.000 --> 00:15:37.000]  為何保羅急著
[00:15:37.000 --> 00:15:40.000]  約見羅馬的猶太領袖呢?
[00:15:40.000 --> 00:15:42.000]  我歸納了四點
[00:15:42.000 --> 00:15:43.000]  交代背景
[00:15:43.000 --> 00:15:44.000]  他來自耶路撒冷
[00:15:44.000 --> 00:15:47.000]  在當地夜上觀飛
[00:15:47.000 --> 00:15:50.000]  他都至正清白
[00:15:50.000 --> 00:15:51.000]  同時他安慰同胞
[00:15:51.000 --> 00:15:53.000]  是不會牽連他們的
[00:15:53.000 --> 00:15:56.000]  但最最最重要的目的
[00:15:56.000 --> 00:15:58.000]  重中之重
[00:15:58.000 --> 00:16:01.000]  是想和他們見證基督
[00:16:01.000 --> 00:16:05.000]  他親身見證耶穌是那位獨一的救主
[00:16:05.000 --> 00:16:08.000]  他甘願為這個主
[00:16:08.000 --> 00:16:12.000]  被鐵鏈捆綁
[00:16:12.000 --> 00:16:16.000]  有一個信義代的姐妹
[00:16:16.000 --> 00:16:19.000]  她自小都認識耶穌
[00:16:19.000 --> 00:16:22.000]  不過她從來未曾
[00:16:22.000 --> 00:16:28.000]  確信耶穌是獨一的救主
[00:16:28.000 --> 00:16:30.000]  2007年
[00:16:30.000 --> 00:16:33.000]  她的婚姻風高浪急
[00:16:33.000 --> 00:16:35.000]  有一天
[00:16:35.000 --> 00:16:38.000]  哥哥帶她踏入音福堂
[00:16:38.000 --> 00:16:42.000]  她像大家一樣坐在下面
[00:16:42.000 --> 00:16:45.000]  遙望我身後這個十字架
[00:16:45.000 --> 00:16:50.000]  她的內心感到很舒服、寧靜
[00:16:50.000 --> 00:16:52.000]  自此
[00:16:52.000 --> 00:16:56.000]  她決定繼續翻崇拜
[00:16:56.000 --> 00:16:58.000]  不過
[00:16:58.000 --> 00:17:00.000]  只是翻崇拜
[00:17:00.000 --> 00:17:03.000]  只是自己一個人翻崇拜
[00:17:03.000 --> 00:17:05.000]  大家都知道
[00:17:05.000 --> 00:17:08.000]  音福很容易潛的
[00:17:08.000 --> 00:17:10.000]  她希望透過詩歌
[00:17:10.000 --> 00:17:14.000]  平靜內心的波濤洶湧
[00:17:14.000 --> 00:17:16.000]  遇上不如意的事
[00:17:16.000 --> 00:17:19.000]  她都會祈禱找找神
[00:17:19.000 --> 00:17:21.000]  不過她的性格、她的價值觀
[00:17:21.000 --> 00:17:23.000]  依然顧我
[00:17:23.000 --> 00:17:25.000]  她靠自己的努力
[00:17:25.000 --> 00:17:27.000]  處理外在的問題
[00:17:27.000 --> 00:17:30.000]  內在的感受
[00:17:30.000 --> 00:17:33.000]  其實在她內心深處
[00:17:33.000 --> 00:17:36.000]  她自己
[00:17:36.000 --> 00:17:39.000]  才是生命的救主
[00:17:39.000 --> 00:17:41.000]  她自己
[00:17:41.000 --> 00:17:44.000]  才是她體位生命的救主
[00:17:44.000 --> 00:17:46.000]  所有東西
[00:17:46.000 --> 00:17:51.000]  都在她自己的酬算和掌握裏面
[00:17:51.000 --> 00:17:53.000]  2021年
[00:17:53.000 --> 00:17:56.000]  在風雲變色的外在氛圍下
[00:17:56.000 --> 00:17:59.000]  究竟兩夫妻這個時候就移民
[00:17:59.000 --> 00:18:01.000]  還是留下照顧
[00:18:01.000 --> 00:18:07.000]  柏金遜症認知障礙症越來越嚴峻的媽媽呢?
[00:18:07.000 --> 00:18:13.000]  你看不看會姐妹內心的交戰、掙扎?
[00:18:13.000 --> 00:18:18.000]  你是她,你會怎樣選擇?
[00:18:18.000 --> 00:18:20.000]  結果怎樣呢?
[00:18:20.000 --> 00:18:22.000]  婚姻擱淺
[00:18:22.000 --> 00:18:24.000]  破鏡難圓
[00:18:24.000 --> 00:18:27.000]  摯愛的媽媽回了天家
[00:18:27.000 --> 00:18:30.000]  職場受挫,選擇辭職
[00:18:30.000 --> 00:18:34.000]  經濟不景,資產下跌
[00:18:34.000 --> 00:18:36.000]  她的家人很愛她
[00:18:36.000 --> 00:18:40.000]  有聲無聲支持她、鼓勵她
[00:18:40.000 --> 00:18:43.000]  但在她內心深處
[00:18:43.000 --> 00:18:47.000]  她覺得最愛自己的人都離開了自己
[00:18:47.000 --> 00:18:50.000]  摯愛形象跌入谷底
[00:18:50.000 --> 00:18:53.000]  無力自救
[00:18:53.000 --> 00:19:02.000]  你看不看會她內心的孤單、恐懼、徬徨、迷失迷茫?
[00:19:02.000 --> 00:19:07.000]  走到盡頭,無力前行
[00:19:07.000 --> 00:19:10.000]  如果你是她,你會怎樣做呢?
[00:19:10.000 --> 00:19:13.000]  她常常做一個祈禱
[00:19:13.000 --> 00:19:15.000]  她無力前行
[00:19:15.000 --> 00:19:20.000]  神啊,求你賜給我同行的姐妹
[00:19:20.000 --> 00:19:23.000]  扶我走
[00:19:23.000 --> 00:19:28.000]  一個一個個,一個個個個
[00:19:28.000 --> 00:19:33.000]  好姐妹擁抱她的淚水、她的傷口
[00:19:33.000 --> 00:19:37.000]  她連甚麼是靈修都不知道
[00:19:37.000 --> 00:19:39.000]  教她靈修
[00:19:39.000 --> 00:19:42.000]  跟她祈禱
[00:19:42.000 --> 00:19:44.000]  聽詩歌,帶她退休
[00:19:44.000 --> 00:19:48.000]  陪她走失去至親的傷痛
[00:19:48.000 --> 00:19:55.000]  漸漸,她學會自己去親近神,靠近神
[00:19:55.000 --> 00:19:59.000]  她說,神用慈、誠、愛、索
[00:19:59.000 --> 00:20:01.000]  將她帶回神身邊
[00:20:01.000 --> 00:20:04.000]  拯救失散的她
[00:20:04.000 --> 00:20:07.000]  讓她夜夜安睡
[00:20:07.000 --> 00:20:10.000]  走出三年的心靈黑夜
[00:20:10.000 --> 00:20:12.000]  姐妹終於覺醒
[00:20:12.000 --> 00:20:14.000]  她無力自救
[00:20:14.000 --> 00:20:18.000]  她不可以做自己生命的救主
[00:20:18.000 --> 00:20:24.000]  為了確信耶穌是她生命獨一的救主
[00:20:24.000 --> 00:20:28.000]  這個確信不是在理性
[00:20:28.000 --> 00:20:34.000]  在心頭,都在手手腳腳實踐
[00:20:34.000 --> 00:20:37.000]  她每天定時早晚祈禱
[00:20:37.000 --> 00:20:38.000]  遇到感恩的事
[00:20:38.000 --> 00:20:41.000]  即是有聲無聲感謝主
[00:20:41.000 --> 00:20:44.000]  她心裏面有主
[00:20:44.000 --> 00:20:46.000]  遇上困難或缺責
[00:20:46.000 --> 00:20:52.000]  求敏神,心繫耶穌
[00:20:52.000 --> 00:20:55.000]  在時代的風浪裏
[00:20:55.000 --> 00:21:00.000]  姐妹無法改變發生的事實
[00:21:00.000 --> 00:21:04.000]  離開的人,無再回來
[00:21:04.000 --> 00:21:08.000]  但主耶穌不離不棄
[00:21:08.000 --> 00:21:11.000]  心繫救主,與主同活
[00:21:11.000 --> 00:21:14.000]  令她整個人輕散了
[00:21:14.000 --> 00:21:18.000]  她漸漸體會,甚麼是福音
[00:21:18.000 --> 00:21:22.000]  從神而來的平安和喜樂
[00:21:22.000 --> 00:21:26.000]  她繼續如常地返崇拜
[00:21:26.000 --> 00:21:28.000]  好像大家今天坐在這裏
[00:21:28.000 --> 00:21:32.000]  而且她回到團契,讀了主的學
[00:21:32.000 --> 00:21:35.000]  她更加退到家裏
[00:21:35.000 --> 00:21:38.000]  在家裏面,沒有人的時候
[00:21:38.000 --> 00:21:42.000]  她自己一個人,靈修祈禱
[00:21:42.000 --> 00:21:44.000]  獨處親近神
[00:21:44.000 --> 00:21:47.000]  為了恆常地返教會
[00:21:47.000 --> 00:21:51.000]  她很謹慎地選擇工作
[00:21:51.000 --> 00:21:53.000]  她默默等候
[00:21:53.000 --> 00:21:56.000]  在待業期間,她花時間
[00:21:56.000 --> 00:21:59.000]  一邊上網聆聽福音的講道
[00:21:59.000 --> 00:22:04.000]  一邊聽道,一邊寫札記
[00:22:04.000 --> 00:22:08.000]  她覺得自己認真信得太遲了
[00:22:08.000 --> 00:22:12.000]  與耶穌認識得太少,太淺了
[00:22:12.000 --> 00:22:15.000]  她盡心認識,她所信的耶穌
[00:22:15.000 --> 00:22:17.000]  是一個怎樣的救主
[00:22:17.000 --> 00:22:19.000]  與她的生命有甚麼結連
[00:22:19.000 --> 00:22:22.000]  打好信仰的根基
[00:22:22.000 --> 00:22:27.000]  年年月月,回來教會
[00:22:27.000 --> 00:22:30.000]  都不代表與耶穌很近
[00:22:30.000 --> 00:22:36.000]  心是救主,令她甘於付代價跟從主
[00:22:36.000 --> 00:22:39.000]  人要去到幾盡頭
[00:22:39.000 --> 00:22:43.000]  才會真正跟隨神
[00:22:43.000 --> 00:22:46.000]  這是姐妹自己的心聲
[00:22:46.000 --> 00:22:50.000]  是否都是你的寫照呢?
[00:22:50.000 --> 00:22:53.000]  經歷風起雲湧的大時代
[00:22:53.000 --> 00:22:57.000]  走過人生的風霜雨雪
[00:22:57.000 --> 00:23:00.000]  弟兄姊妹,你仍然確信
[00:23:00.000 --> 00:23:03.000]  耶穌是你獨一的救主嗎?
[00:23:03.000 --> 00:23:05.000]  不只是這裡
[00:23:05.000 --> 00:23:09.000]  是心,手手腳腳
[00:23:09.000 --> 00:23:11.000]  活現出來
[00:23:11.000 --> 00:23:13.000]  你的性情,你的價值觀
[00:23:13.000 --> 00:23:15.000]  你的時間運用,金錢管理
[00:23:15.000 --> 00:23:19.000]  你的埋身的婚姻家庭
[00:23:19.000 --> 00:23:21.000]  最真實的一面
[00:23:21.000 --> 00:23:24.000]  你的職場工作
[00:23:24.000 --> 00:23:27.000]  很多世界價值觀的地方
