
[00:00:00.000 --> 00:00:05.000]  各位弟兄姊妹、各位哥哥姐姐,大家好
[00:02:02.000 --> 00:02:08.000]  能夠去一起去領受、去學習、去回應上帝你的話語
[00:02:08.000 --> 00:02:10.000]  求主你在我們當中
[00:02:10.000 --> 00:02:11.000]  我們這樣同心合意的禱告
[00:02:11.000 --> 00:02:13.000]  是奉靠我主的基督得勝的名字
[00:02:13.000 --> 00:02:15.000]  阿們
[00:02:17.000 --> 00:02:22.000]  首先就和大家讀一讀今天我所講的經文
[00:02:22.000 --> 00:02:25.000]  記載在《馬太福音》第十八章
[00:02:25.000 --> 00:02:28.000]  我們首先由二十一節讀到二十二節
[00:02:28.000 --> 00:02:32.000]  我們可以跟著螢幕的一起去讀
[00:02:32.000 --> 00:02:33.000]  準備起
[00:02:33.000 --> 00:02:37.000]  那時彼得說:
[00:02:37.000 --> 00:02:40.000]  主啊!我弟兄得罪我
[00:02:40.000 --> 00:02:42.000]  我當饒恕他幾次呢?
[00:02:42.000 --> 00:02:44.000]  到七次夠嗎?
[00:02:44.000 --> 00:02:49.000]  耶穌說:我告訴你,不是到七次
[00:02:49.000 --> 00:02:55.000]  今天和大家分享的第一點
[00:02:55.000 --> 00:02:58.000]  就是願意饒恕人的次數
[00:02:58.000 --> 00:03:01.000]  如果我們去看《馬太福音》第十八章
[00:03:01.000 --> 00:03:03.000]  在主耶穌裡面的教導
[00:03:03.000 --> 00:03:05.000]  我們可以觀察到一個進程
[00:03:05.000 --> 00:03:07.000]  從六至開始到九節
[00:03:07.000 --> 00:03:10.000]  就是九節說到人遇上試探
[00:03:10.000 --> 00:03:12.000]  假若他失腳的時候
[00:03:12.000 --> 00:03:15.000]  寧願放棄自己失腳的部分
[00:03:15.000 --> 00:03:16.000]  失去了一個器官
[00:03:16.000 --> 00:03:18.000]  仍然進入到永生
[00:03:18.000 --> 00:03:22.000]  都比整個人去瘟到地獄之火好
[00:03:22.000 --> 00:03:23.000]  告訴我們知道
[00:03:23.000 --> 00:03:25.000]  忠言信主的人
[00:03:25.000 --> 00:03:28.000]  仍然會有軟弱和失腳的機會
[00:03:28.000 --> 00:03:30.000]  但是到了第十節到十四節
[00:03:30.000 --> 00:03:33.000]  在弥揚的比喻教導裡面
[00:03:33.000 --> 00:03:34.000]  也都在說
[00:03:34.000 --> 00:03:36.000]  當人真的迷失了
[00:03:36.000 --> 00:03:37.000]  被吸引離開了神
[00:03:37.000 --> 00:03:39.000]  離開了信仰的時候
[00:03:39.000 --> 00:03:44.000]  仍然很需要努力嘗試挽回這個迷揚
[00:03:44.000 --> 00:03:46.000]  到了十五節到二十節
[00:03:46.000 --> 00:03:50.000]  說到當弟兄有錯失的時候
[00:03:50.000 --> 00:03:53.000]  我們需要有兩三個人
[00:03:53.000 --> 00:03:54.000]  一起在主裡面的弟兄
[00:03:54.000 --> 00:03:56.000]  作為一個勸告
[00:03:56.000 --> 00:03:59.000]  希望能夠挽回這個錯失的弟兄
[00:03:59.000 --> 00:04:01.000]  如果對方在見證之下
[00:04:01.000 --> 00:04:04.000]  仍然不願意悔改的話
[00:04:04.000 --> 00:04:05.000]  才要將這個弟兄
[00:04:05.000 --> 00:04:08.000]  當看成為一個外邦人
[00:04:08.000 --> 00:04:10.000]  最重要的就是
[00:04:10.000 --> 00:04:12.000]  這幾個人需要同心合意地
[00:04:12.000 --> 00:04:15.000]  為這位失腳的弟兄去禱告
[00:04:15.000 --> 00:04:17.000]  所以在這三段經文裡面
[00:04:17.000 --> 00:04:18.000]  讓我們知道
[00:04:18.000 --> 00:04:21.000]  人是會犯錯
[00:04:21.000 --> 00:04:22.000]  是會跌倒
[00:04:22.000 --> 00:04:24.000]  甚至是信主的人
[00:04:24.000 --> 00:04:26.000]  亦都是因為試探而失腳
[00:04:26.000 --> 00:04:29.000]  迷失離開這些
[00:04:29.000 --> 00:04:30.000]  是否很奇怪?
[00:04:30.000 --> 00:04:32.000]  並不奇怪
[00:04:32.000 --> 00:04:33.000]  重要的是
[00:04:33.000 --> 00:04:35.000]  在這個時候
[00:04:35.000 --> 00:04:37.000]  是要有主內的弟兄姊妹
[00:04:37.000 --> 00:04:38.000]  為這些失腳的人
[00:04:38.000 --> 00:04:41.000]  去守望、去挽回
[00:04:41.000 --> 00:04:44.000]  當耶穌作出了這一系列的教導之後
[00:04:44.000 --> 00:04:46.000]  衷勁十足的彼得
[00:04:46.000 --> 00:04:50.000]  就會問耶穌剛才大家所讀的問題
[00:04:50.000 --> 00:04:52.000]  當弟兄得罪我的時候
[00:04:52.000 --> 00:04:55.000]  要饒恕對方多少次呢?
[00:04:55.000 --> 00:04:57.000]  我相信這個問題
[00:04:57.000 --> 00:05:00.000]  不是彼得無料而去發問的
[00:05:00.000 --> 00:05:02.000]  就是在二十一節裡面
[00:05:02.000 --> 00:05:04.000]  去形容當時
[00:05:04.000 --> 00:05:06.000]  即是在上一段經文
[00:05:06.000 --> 00:05:09.000]  假如我們作為一個挽回者
[00:05:09.000 --> 00:05:11.000]  勸戒者的一個角色
[00:05:11.000 --> 00:05:14.000]  和迷失或跌倒的人去接觸的時候
[00:05:14.000 --> 00:05:17.000]  我估計未必我們能夠一開口
[00:05:17.000 --> 00:05:22.000]  就能夠令到對方即時悔改或迴轉
[00:05:22.000 --> 00:05:23.000]  如果可以的話
[00:05:23.000 --> 00:05:25.000]  我們就比耶穌更厲害
[00:05:25.000 --> 00:05:27.000]  我想是很難的事
[00:05:27.000 --> 00:05:28.000]  在過程當中
[00:05:28.000 --> 00:05:31.000]  亦都有很大的機會
[00:05:31.000 --> 00:05:34.000]  對方是不接受、抗拒
[00:05:34.000 --> 00:05:38.000]  甚至會令到作勸戒的人
[00:05:38.000 --> 00:05:41.000]  難堪甚或受傷害
[00:05:41.000 --> 00:05:46.000]  可能就是會反抗
[00:05:46.000 --> 00:05:49.000]  所以就會反擊而受傷
[00:05:49.000 --> 00:05:50.000]  因為要知道
[00:05:50.000 --> 00:05:54.000]  要挽回人的錯和罪當中去迴轉
[00:05:54.000 --> 00:05:57.000]  不單止我們要面對這個弟兄
[00:05:57.000 --> 00:06:00.000]  同時亦都是面對錯與罪
[00:06:00.000 --> 00:06:04.000]  而纏繞著弟兄在背後的惡勢力
[00:06:04.000 --> 00:06:08.000]  會遇到的反擊力小嗎?
[00:06:08.000 --> 00:06:11.000]  絕對是不小的
[00:06:11.000 --> 00:06:12.000]  因為這樣
[00:06:12.000 --> 00:06:15.000]  有機會對勸戒者帶來不舒服
[00:06:15.000 --> 00:06:17.000]  甚至是傷害
[00:06:17.000 --> 00:06:19.000]  彼得問這個問題
[00:06:19.000 --> 00:06:21.000]  可能他的前設就是
[00:06:21.000 --> 00:06:23.000]  當弟兄得罪自己的時候
[00:06:23.000 --> 00:06:26.000]  特別是按照之前的教導
[00:06:26.000 --> 00:06:27.000]  我們嘗試去作挽回
[00:06:27.000 --> 00:06:29.000]  我們作勸戒的時候
[00:06:29.000 --> 00:06:33.000]  要饒恕對方多少次呢?
[00:06:33.000 --> 00:06:34.000]  七次?
[00:06:34.000 --> 00:06:38.000]  一個完美的數字足夠嗎?
[00:06:38.000 --> 00:06:41.000]  根據猶太人的習慣
[00:06:41.000 --> 00:06:43.000]  不超過三次
[00:06:43.000 --> 00:06:45.000]  而猶太拉比會認為
[00:06:45.000 --> 00:06:50.000]  四次就是在饒恕弟兄中最高的次數
[00:06:50.000 --> 00:06:52.000]  所以彼得大概會覺得
[00:06:52.000 --> 00:06:56.000]  以為七次已經是一個很足夠的數字
[00:06:56.000 --> 00:06:58.000]  接著在第二節裡
[00:06:58.000 --> 00:06:59.000]  耶穌的回應
[00:06:59.000 --> 00:07:01.000]  相信無論對彼得
[00:07:01.000 --> 00:07:03.000]  或者當時猶太人的傳統
[00:07:03.000 --> 00:07:06.000]  都是一個顛覆性的概念
[00:07:06.000 --> 00:07:07.000]  我告訴你
[00:07:07.000 --> 00:07:08.000]  不是七次
[00:07:08.000 --> 00:07:11.000]  而是七十個七次
[00:07:11.000 --> 00:07:13.000]  七七四十九
[00:07:13.000 --> 00:07:16.000]  是不是要四百九十次呢?
[00:07:16.000 --> 00:07:17.000]  主耶穌的重點
[00:07:17.000 --> 00:07:19.000]  並不是用一個實際的數字
[00:07:19.000 --> 00:07:22.000]  去回應彼得的問題
[00:07:22.000 --> 00:07:23.000]  而是帶出
[00:07:23.000 --> 00:07:27.000]  饒恕應該要不計其數
[00:07:27.000 --> 00:07:29.000]  不設一個限度
[00:07:29.000 --> 00:07:32.000]  完完全全的意思
[00:07:32.000 --> 00:07:33.000]  如果我們去看回
[00:07:33.000 --> 00:07:34.000]  饒恕這個字眼
[00:07:34.000 --> 00:07:37.000]  在經文裡
[00:07:37.000 --> 00:07:39.000]  只是在二十一節和三十五節
[00:07:39.000 --> 00:07:41.000]  這一頭一尾裡
[00:07:41.000 --> 00:07:43.000]  去講到饒恕這個字眼
[00:07:43.000 --> 00:07:44.000]  但我們知道
[00:07:44.000 --> 00:07:46.000]  接著耶穌用的比喻
[00:07:46.000 --> 00:07:48.000]  是帶我們更深層思想
[00:07:48.000 --> 00:07:50.000]  饒恕這個課題
[00:07:50.000 --> 00:07:52.000]  我覺得很有意思
[00:07:52.000 --> 00:07:54.000]  待會我們一起藉著比喻
[00:07:54.000 --> 00:07:55.000]  再去探索
[00:07:55.000 --> 00:07:58.000]  但當我們首先聚焦
[00:07:58.000 --> 00:08:00.000]  在饒恕這個主題的時候
[00:08:00.000 --> 00:08:02.000]  我想邀請大家想一想
[00:08:02.000 --> 00:08:05.000]  在大家以往讀過的經文
[00:08:05.000 --> 00:08:06.000]  有沒有想起
[00:08:06.000 --> 00:08:08.000]  關於饒恕主題的
[00:08:08.000 --> 00:08:10.000]  無論是故事也好
[00:08:10.000 --> 00:08:11.000]  或者教導也好
[00:08:11.000 --> 00:08:13.000]  如果你現在這一刻想到的
[00:08:13.000 --> 00:08:15.000]  可不可以都舉一舉手
[00:08:15.000 --> 00:08:16.000]  讓我知道
[00:08:16.000 --> 00:08:17.000]  示意一下
[00:08:17.000 --> 00:08:20.000]  都有弟兄姊妹即時想到
[00:08:21.000 --> 00:08:23.000]  我們如果想起
[00:08:23.000 --> 00:08:25.000]  在舊約當中
[00:08:25.000 --> 00:08:27.000]  我們記得
[00:08:27.000 --> 00:08:28.000]  雅各和耳素
[00:08:28.000 --> 00:08:31.000]  或者約瑟和他十一個兄弟
[00:08:31.000 --> 00:08:33.000]  大衛和素羅的記載
[00:08:33.000 --> 00:08:35.000]  他們的故事
[00:08:35.000 --> 00:08:36.000]  新約裡面
[00:08:36.000 --> 00:08:38.000]  耶穌教導浪子的比喻
[00:08:38.000 --> 00:08:40.000]  或者我們今天讀的經文
[00:08:40.000 --> 00:08:42.000]  其實都是大家耳熟能詳
[00:08:42.000 --> 00:08:45.000]  有關饒恕的教導
[00:08:45.000 --> 00:08:46.000]  如果按著
[00:08:46.000 --> 00:08:49.000]  饒恕這個字眼出現的次數
[00:08:49.000 --> 00:08:51.000]  但是在馬可福音
[00:08:51.000 --> 00:08:53.000]  已經出現了四十多次
[00:08:53.000 --> 00:08:54.000]  我們就會知道
[00:08:54.000 --> 00:08:55.000]  其實這個課題
[00:08:55.000 --> 00:08:57.000]  在聖經裡面是重要的
[00:08:57.000 --> 00:09:01.000]  所以這個必然是一個重要的題目
[00:09:01.000 --> 00:09:04.000]  不知道大家對於這個題目
[00:09:04.000 --> 00:09:06.000]  你有什麼經歷呢?
[00:09:06.000 --> 00:09:09.000]  我相信在我們每個人
[00:09:09.000 --> 00:09:11.000]  每一個裡面
[00:09:11.000 --> 00:09:12.000]  或多或少都有
[00:09:12.000 --> 00:09:15.000]  饒恕或者被饒恕的經歷
[00:09:15.000 --> 00:09:16.000]  走過這些過程
[00:09:16.000 --> 00:09:18.000]  可能是容易的
[00:09:18.000 --> 00:09:22.000]  又或者有時候是很困難的
[00:09:22.000 --> 00:09:25.000]  我以自己為例
[00:09:25.000 --> 00:09:26.000]  我生命裡面最深刻的
[00:09:26.000 --> 00:09:29.000]  饒恕和被饒恕的經歷
[00:09:29.000 --> 00:09:32.000]  也是改變了我一生的經歷
[00:09:32.000 --> 00:09:34.000]  我經歷過在兩代之間的關係
[00:09:34.000 --> 00:09:38.000]  在當中有饒恕和被饒恕的過程
[00:09:38.000 --> 00:09:39.000]  在婚姻裡面
[00:09:39.000 --> 00:09:42.000]  也經歷過饒恕和被饒恕
[00:09:42.000 --> 00:09:43.000]  最重要的
[00:09:43.000 --> 00:09:47.000]  當然就是當我在醉和過失的時候
[00:09:47.000 --> 00:09:51.000]  請求上帝饒恕的一段歷程
[00:09:51.000 --> 00:09:53.000]  我信主的日子
[00:09:53.000 --> 00:09:56.000]  已經是一段不短的時間
[00:09:56.000 --> 00:09:59.000]  正如上文在耶穌的教導裡面
[00:09:59.000 --> 00:10:01.000]  作為基督徒的我
[00:10:01.000 --> 00:10:03.000]  因著本身的個性也好
[00:10:03.000 --> 00:10:05.000]  價值觀也好
[00:10:05.000 --> 00:10:06.000]  成長背景
[00:10:06.000 --> 00:10:07.000]  處事方式
[00:10:07.000 --> 00:10:09.000]  和人溝通的裡面
[00:10:09.000 --> 00:10:11.000]  原來是有意無意之間
[00:10:11.000 --> 00:10:14.000]  也會造成一些失誤、錯失
[00:10:14.000 --> 00:10:17.000]  甚至是傷害
[00:10:17.000 --> 00:10:19.000]  我會得罪人
[00:10:19.000 --> 00:10:22.000]  也會因為對方的行為、反應
[00:10:22.000 --> 00:10:25.000]  會令到我自己也會受到傷害
[00:10:25.000 --> 00:10:28.000]  所以我可以嘗試這樣說
[00:10:28.000 --> 00:10:30.000]  饒恕的學習
[00:10:30.000 --> 00:10:31.000]  可能是一生
[00:10:31.000 --> 00:10:35.000]  每一個階段都要實踐的一個生命課題
[00:10:35.000 --> 00:10:38.000]  不知道我這樣和大家說
[00:10:38.000 --> 00:10:40.000]  有沒有一份認同呢?
[00:10:40.000 --> 00:10:41.000]  看到聖經裡面
[00:10:41.000 --> 00:10:44.000]  有不少的教導
[00:10:44.000 --> 00:10:45.000]  七十個七次
[00:10:45.000 --> 00:10:47.000]  並不是表示一個的數字
[00:10:47.000 --> 00:10:51.000]  而是表示需要不斷不斷的去饒恕
[00:10:51.000 --> 00:10:52.000]  事實上
[00:10:52.000 --> 00:10:56.000]  耶穌不單只是用嘴巴去作出教導
[00:10:56.000 --> 00:10:58.000]  他是用生命
[00:10:58.000 --> 00:11:01.000]  來作出一個實實在在的示範
[00:11:01.000 --> 00:11:02.000]  接著的經文
[00:11:02.000 --> 00:11:04.000]  就是耶穌用一個比喻
[00:11:04.000 --> 00:11:08.000]  去揭示出這個生命的課題
[00:11:08.000 --> 00:11:10.000]  我們一起再去讀
[00:11:10.000 --> 00:11:11.000]  今天第二段的經文
[00:11:11.000 --> 00:11:13.000]  二十三至二十七節
[00:11:13.000 --> 00:11:16.000]  準備我們一起起
[00:11:16.000 --> 00:11:18.000]  因為天國抱象
[00:11:18.000 --> 00:11:21.000]  一個王要和他僕人算帳
[00:11:21.000 --> 00:11:24.000]  他開始算的時候
[00:11:24.000 --> 00:11:28.000]  有人帶了一個欠一萬他年得的僕人來
[00:11:28.000 --> 00:11:32.000]  因為他沒有什麼償還之物
[00:11:32.000 --> 00:11:36.000]  主人下令把他和他妻子移雷
[00:11:36.000 --> 00:11:40.000]  以及一切所有都變來償還
[00:11:40.000 --> 00:11:42.000]  那僕人就苦服
[00:11:42.000 --> 00:11:44.000]  向他攜說
[00:11:44.000 --> 00:11:46.000]  寬容和平
[00:11:46.000 --> 00:11:48.000]  可道不罷免其
[00:11:48.000 --> 00:11:51.000]  他僕人的主人就以善心
[00:11:51.000 --> 00:11:53.000]  把他釋放了
[00:11:53.000 --> 00:11:55.000]  並且免去為敵債
[00:11:55.000 --> 00:11:57.000]  我第二點想和大家分享
[00:11:57.000 --> 00:12:00.000]  就是領受被饒恕的經歷
[00:12:00.000 --> 00:12:03.000]  為了解釋饒恕這個教導
[00:12:03.000 --> 00:12:04.000]  是無條件的
[00:12:04.000 --> 00:12:06.000]  耶穌用這個比喻
[00:12:06.000 --> 00:12:08.000]  去作一個講解
[00:12:08.000 --> 00:12:10.000]  有一位國王
[00:12:10.000 --> 00:12:13.000]  要和他的僕人去結算帳目
[00:12:13.000 --> 00:12:15.000]  在當中就發現了
[00:12:15.000 --> 00:12:19.000]  其中一個僕人欠他一萬他年得的錢財
[00:12:19.000 --> 00:12:22.000]  他年得是說錢財的重量
[00:12:22.000 --> 00:12:26.000]  當時一個他年得的銀
[00:12:26.000 --> 00:12:29.000]  就相等於六千羅馬的銀幣
[00:12:29.000 --> 00:12:33.000]  所以一萬他年得就是一個很大的數目
[00:12:33.000 --> 00:12:34.000]  如果我們去看回
[00:12:34.000 --> 00:12:37.000]  當大衛去見聖殿的時候
[00:12:37.000 --> 00:12:41.000]  他自己就奉獻了三千他年得的金紙
[00:12:41.000 --> 00:12:43.000]  和七千他年得的銀紙
[00:12:43.000 --> 00:12:46.000]  而其他的族長、首領或者官長
[00:12:46.000 --> 00:12:48.000]  總共加起來
[00:12:48.000 --> 00:12:51.000]  另外就是獻上五千他年得的金紙
[00:12:51.000 --> 00:12:54.000]  和一萬他年得的銀紙
[00:12:54.000 --> 00:12:59.000]  史學家約瑟夫
[00:12:59.000 --> 00:13:04.000]  他記錄了在整個巴勒斯坦一年
[00:13:04.000 --> 00:13:06.000]  為羅馬政權收取的
[00:13:06.000 --> 00:13:09.000]  知不知道大約是多少他年得的稅收
[00:13:09.000 --> 00:13:12.000]  六百他年得的稅收
[00:13:12.000 --> 00:13:15.000]  而這位王在盛怒之下
[00:13:15.000 --> 00:13:16.000]  就要這個僕人
[00:13:16.000 --> 00:13:20.000]  將他全家賣身去抵債
[00:13:20.000 --> 00:13:24.000]  僕人當然沒有辦法償還
[00:13:24.000 --> 00:13:27.000]  所以他就向這個王求寬恕
[00:13:27.000 --> 00:13:33.000]  能夠延長償還欠款的期限
[00:13:33.000 --> 00:13:38.000]  王就大發慈心
[00:13:38.000 --> 00:13:40.000]  免了僕人的債
[00:13:40.000 --> 00:13:45.000]  也帶到他這個傳段比喻中的重心
[00:13:45.000 --> 00:13:47.000]  可能我們會想到
[00:13:47.000 --> 00:13:52.000]  為什麼一個僕人會欠一個王這麼大筆的債項呢?
[00:13:52.000 --> 00:13:56.000]  欠成十六、七年全巴勒斯坦的稅收
[00:13:56.000 --> 00:13:59.000]  金額會不會太誇張呢?
[00:13:59.000 --> 00:14:04.000]  或者這個僕人就是被王去差派去管理一個地方
[00:14:04.000 --> 00:14:07.000]  原本這個地方可以有穩定的收入
[00:14:07.000 --> 00:14:09.000]  但是因為僕人管理不善也好
[00:14:09.000 --> 00:14:10.000]  投資失當也好
[00:14:10.000 --> 00:14:13.000]  甚或是他自己私吞公款
[00:14:13.000 --> 00:14:15.000]  去供自己的享樂
[00:14:15.000 --> 00:14:17.000]  一年一年這樣過去
[00:14:17.000 --> 00:14:22.000]  所以造成這麼大的虧損和欠債
[00:14:22.000 --> 00:14:25.000]  用欠債來解釋要恕的交道
[00:14:25.000 --> 00:14:27.000]  其實很有意思
[00:14:27.000 --> 00:14:31.000]  因為當我們回想羅馬書三章二十三節
[00:14:31.000 --> 00:14:34.000]  我們都熟悉的一段經文
[00:14:34.000 --> 00:14:39.000]  「因為世人都犯了罪,規缺了神的榮耀,
[00:14:39.000 --> 00:14:43.000]  上帝是聖潔榮耀的神,
[00:14:43.000 --> 00:14:45.000]  人按著神的形象去被造,
[00:14:45.000 --> 00:14:50.000]  有管理和使用地上一切造物的權柄,
[00:14:50.000 --> 00:14:55.000]  靠著生活和工作來榮耀上帝的名。
[00:14:55.000 --> 00:14:59.000]  但因為各種各樣的罪在人身上出現,
[00:14:59.000 --> 00:15:02.000]  或大或小地一路一路地累積,
[00:15:02.000 --> 00:15:06.000]  如果一個的錯誤或一次的犯罪
[00:15:06.000 --> 00:15:09.000]  假若都有它相對的價值,
[00:15:09.000 --> 00:15:14.000]  我們試想想,人生命所累積的錯誤
[00:15:14.000 --> 00:15:18.000]  如果我們可以用價值來結算的時候
[00:15:18.000 --> 00:15:21.000]  可以是一個多大的天文數字呢?
[00:15:21.000 --> 00:15:26.000]  因為罪而帶來對神榮耀的虧欠
[00:15:26.000 --> 00:15:29.000]  若果換成為數字
[00:15:29.000 --> 00:15:32.000]  靠人自己是絕對無法償還的
[00:15:32.000 --> 00:15:34.000]  所以二十五節說到
[00:15:34.000 --> 00:15:39.000]  就算主人下令將僕人的妻兒子女變賣
[00:15:39.000 --> 00:15:42.000]  將他一切一切的東西都變賣
[00:15:42.000 --> 00:15:45.000]  作為償還,都不能夠償還
[00:15:45.000 --> 00:15:49.000]  意思就是,就算僕人將他所有的東西都變賣
[00:15:49.000 --> 00:15:52.000]  其實都償還不了主人
[00:15:52.000 --> 00:15:53.000]  我們可以見到
[00:15:53.000 --> 00:15:56.000]  原來王給僕人的恩典
[00:15:56.000 --> 00:16:00.000]  是遠遠超過他所擁有的一切
[00:16:00.000 --> 00:16:05.000]  在二十六節,僕人向王作出一個請求
[00:16:05.000 --> 00:16:07.000]  請求王對他寬容
[00:16:07.000 --> 00:16:11.000]  這是用了一個命令式的表達
[00:16:11.000 --> 00:16:15.000]  當然,僕人不是命令王去寬容他
[00:16:15.000 --> 00:16:17.000]  而是當用這個表達的時候
[00:16:17.000 --> 00:16:20.000]  就表達出一種很深切的懇求
[00:16:20.000 --> 00:16:22.000]  很深切的哀求
[00:16:22.000 --> 00:16:24.000]  帶出比喻的中心
[00:16:24.000 --> 00:16:27.000]  就是人會因為罪錯而去欠債
[00:16:27.000 --> 00:16:31.000]  由罪而來對神榮耀的虧損
[00:16:31.000 --> 00:16:34.000]  是無法靠著自己可以償還得到的
[00:16:34.000 --> 00:16:39.000]  但當人誠心向神懇求悔改的時候
[00:16:39.000 --> 00:16:46.000]  慈愛的神就是有權柄去讓人的債務一筆勾銷
[00:16:46.000 --> 00:16:49.000]  王就是起了這個慈心
[00:16:49.000 --> 00:16:53.000]  願意為僕人無償地去承擔這個損失
[00:16:53.000 --> 00:16:56.000]  而去作出一個付出
[00:16:56.000 --> 00:17:01.000]  我絕對相信接受主耶穌救恩的每一位
[00:17:01.000 --> 00:17:04.000]  必定都經歷過這個歷程
[00:17:04.000 --> 00:17:08.000]  主耶穌為人贖罪而付出自己生命
[00:17:08.000 --> 00:17:10.000]  被釘在十字架上
[00:17:10.000 --> 00:17:15.000]  就是以作為神義者的身份去用重價
[00:17:15.000 --> 00:17:18.000]  令到我們每一個因為罪而去欠債
[00:17:18.000 --> 00:17:20.000]  都得到去償還
[00:17:20.000 --> 00:17:24.000]  但是用他自己的生命和血去作出償還
[00:17:24.000 --> 00:17:28.000]  將每一個的罪孽、錯失、錯誤
[00:17:28.000 --> 00:17:31.000]  而還清所有的欠債
[00:17:31.000 --> 00:17:37.000]  我們試想回主耶穌基督被釘在十字架的歷程
[00:17:37.000 --> 00:17:41.000]  不同的人對耶穌有不同的態度
[00:17:41.000 --> 00:17:44.000]  當中作為羅馬官方
[00:17:44.000 --> 00:17:48.000]  他們輕視和有份去陷害耶穌
[00:17:48.000 --> 00:17:51.000]  而一班猶太的宗教人士
[00:17:51.000 --> 00:17:54.000]  他們拒絕和陷害耶穌
[00:17:54.000 --> 00:17:58.000]  當彼拉多宣佈查不出耶穌有什麼罪的時候
[00:17:58.000 --> 00:18:04.000]  但是他仍然將耶穌交給他的敵人去釘死他
[00:18:04.000 --> 00:18:06.000]  而一班羅馬兵丁
[00:18:06.000 --> 00:18:08.000]  對耶穌無情和濫好
[00:18:08.000 --> 00:18:10.000]  他們戲弄耶穌
[00:18:10.000 --> 00:18:13.000]  去打耶穌和辱罵耶穌
[00:18:13.000 --> 00:18:17.000]  而不悔改的罪人
[00:18:17.000 --> 00:18:20.000]  仍然對耶穌是硬心的
[00:18:20.000 --> 00:18:22.000]  在場景當中
[00:18:22.000 --> 00:18:26.000]  其他的百姓很冷淡地看著耶穌的行刑
[00:18:26.000 --> 00:18:29.000]  八分之八作為人的耶穌
[00:18:29.000 --> 00:18:35.000]  就是這樣去承受不同的人對他的誤解、傷害和迫害
[00:18:35.000 --> 00:18:39.000]  絕對不容易去承擔
[00:18:39.000 --> 00:18:42.000]  但是當耶穌去到生命的盡頭
[00:18:42.000 --> 00:18:43.000]  最後階段的時候
[00:18:43.000 --> 00:18:47.000]  耶穌作出了一個很震撼人的禱告
[00:18:47.000 --> 00:18:50.000]  父啊,赦免他們
[00:18:50.000 --> 00:18:55.000]  因為他們所作的,他們不曉得
[00:18:55.000 --> 00:18:58.000]  至於耶穌去到生命最後一刻
[00:18:58.000 --> 00:19:01.000]  他仍然為傷害他的人
[00:19:01.000 --> 00:19:04.000]  無論是直接也好,間接也好
[00:19:04.000 --> 00:19:07.000]  為他們代求赦免他們
[00:19:07.000 --> 00:19:10.000]  耶穌清楚天父就是赦免的源頭
[00:19:10.000 --> 00:19:11.000]  赦罪的源頭
[00:19:11.000 --> 00:19:18.000]  所以為人向天父而去求赦罪
