
[00:00:00.000 --> 00:00:05.000]  挺姊妹 處於內平安 新年蒙福
[00:04:08.000 --> 00:04:13.000]  即是指給哪一種力量去統治和掌管
[00:04:13.000 --> 00:04:15.000]  我們的生命是給肉體去統治呢
[00:04:15.000 --> 00:04:18.000]  還是給聖靈去掌管呢
[00:04:18.000 --> 00:04:20.000]  肉體的意思是甚麼
[00:04:20.000 --> 00:04:22.000]  對應屬靈就是屬世的
[00:04:22.000 --> 00:04:24.000]  是來自世界的
[00:04:24.000 --> 00:04:25.000]  不是來自神的
[00:04:25.000 --> 00:04:28.000]  在約翰一書二章十六節這樣說
[00:04:28.000 --> 00:04:29.000]  因為凡世界上的東西
[00:04:29.000 --> 00:04:30.000]  好比肉體的情慾
[00:04:30.000 --> 00:04:33.000]  眼目的情慾和今生的驕傲
[00:04:33.000 --> 00:04:34.000]  都不是從父來的
[00:04:34.000 --> 00:04:36.000]  而是從世界來的
[00:04:36.000 --> 00:04:38.000]  而在這八章十節裏面說到
[00:04:38.000 --> 00:04:40.000]  若基督住在你們裏面
[00:04:40.000 --> 00:04:42.000]  身體就會因罪而死
[00:04:42.000 --> 00:04:44.000]  靈就會因疑而活
[00:04:44.000 --> 00:04:47.000]  意思是如果基督住在我們心裏面
[00:04:47.000 --> 00:04:49.000]  我們生命的掌權者
[00:04:49.000 --> 00:04:51.000]  就不是來自世界
[00:04:51.000 --> 00:04:53.000]  而是來自屬靈的
[00:04:53.000 --> 00:04:55.000]  屬神的掌權
[00:04:55.000 --> 00:04:58.000]  並且有真正活著的生命
[00:04:58.000 --> 00:05:01.000]  在剛才九節的下半節見到
[00:05:01.000 --> 00:05:03.000]  人若沒有基督的靈
[00:05:03.000 --> 00:05:05.000]  就不是屬基督的
[00:05:05.000 --> 00:05:09.000]  這句說話其實很重
[00:05:09.000 --> 00:05:12.000]  說的是可以用來fact check我們自己
[00:05:12.000 --> 00:05:15.000]  是否有一個重生得救的基督徒
[00:05:15.000 --> 00:05:19.000]  我們有沒有基督的靈內在呢
[00:05:19.000 --> 00:05:20.000]  若然有
[00:05:20.000 --> 00:05:21.000]  十一節就指出
[00:05:21.000 --> 00:05:26.000]  神既然能使耶穌從死人中復活
[00:05:26.000 --> 00:05:31.000]  神的靈同樣可以讓我們的生命活過來
[00:05:31.000 --> 00:05:33.000]  這裏說了一個good news
[00:05:33.000 --> 00:05:37.000]  就是神的靈有能力讓我們脫離罪的核心
[00:05:37.000 --> 00:05:39.000]  真正地活著
[00:05:39.000 --> 00:05:41.000]  在真正活著這件事上
[00:05:41.000 --> 00:05:45.000]  我們自己有沒有責任呢
[00:05:45.000 --> 00:05:47.000]  在十二到十三節裏
[00:05:47.000 --> 00:05:49.000]  有兩個的順從
[00:05:49.000 --> 00:05:50.000]  一個的靠著
[00:05:50.000 --> 00:05:54.000]  是帶出了人自己要有的責任
[00:05:54.000 --> 00:05:57.000]  而在NIV去翻譯這段的時候
[00:05:57.000 --> 00:05:58.000]  它說到
[00:05:58.000 --> 00:05:59.000]  Brothers and sisters
[00:05:59.000 --> 00:06:01.000]  We have an obligation
[00:06:01.000 --> 00:06:02.000]  我們有責任的
[00:06:02.000 --> 00:06:03.000]  有責任甚麼呢
[00:06:03.000 --> 00:06:06.000]  就是不是live according to the flesh
[00:06:06.000 --> 00:06:08.000]  是by the spirits
[00:06:08.000 --> 00:06:11.000]  我們就會存活
[00:06:11.000 --> 00:06:13.000]  在十三節裏
[00:06:13.000 --> 00:06:15.000]  有四個直述語氣的動詞
[00:06:15.000 --> 00:06:18.000]  帶出了這節經文的重點
[00:06:18.000 --> 00:06:19.000]  其中兩個是活字
[00:06:19.000 --> 00:06:21.000]  加一個必定要死
[00:06:21.000 --> 00:06:23.000]  是一個加強語氣的動詞
[00:06:23.000 --> 00:06:25.000]  最後一個是處死
[00:06:25.000 --> 00:06:29.000]  我們是有責任去處死我們自己身體的罪
[00:06:29.000 --> 00:06:31.000]  我們是要順著聖靈
[00:06:31.000 --> 00:06:32.000]  靠著聖靈
[00:06:32.000 --> 00:06:35.000]  才可以存活
[00:06:35.000 --> 00:06:36.000]  這個存活
[00:06:36.000 --> 00:06:37.000]  Live
[00:06:37.000 --> 00:06:39.000]  既是指向永生
[00:06:39.000 --> 00:06:42.000]  亦是指我們在地上的生命
[00:06:42.000 --> 00:06:44.000]  即是說心靈的活
[00:06:44.000 --> 00:06:46.000]  亦是指向我們身體
[00:06:46.000 --> 00:06:49.000]  是要有基督生命那種的活
[00:06:49.000 --> 00:06:51.000]  正如在羅馬書
[00:06:51.000 --> 00:06:54.000]  六章十二至十三節裏所說
[00:06:54.000 --> 00:06:58.000]  所以不要讓罪在你們必死的身上掌權
[00:06:58.000 --> 00:07:00.000]  使你們順從身體的私慾
[00:07:00.000 --> 00:07:04.000]  也不要把你們的肢體獻給罪作不義的工具
[00:07:04.000 --> 00:07:08.000]  倒要像從死人中活著的人
[00:07:08.000 --> 00:07:10.000]  把自己獻給神
[00:07:10.000 --> 00:07:14.000]  並把你們的肢體獻給神作義的工具
[00:07:14.000 --> 00:07:17.000]  是身心都要獻給神
[00:07:17.000 --> 00:07:22.000]  這亦是上面經文屬於那個的意思
[00:07:22.000 --> 00:07:24.000]  靠著聖靈可以得勝
[00:07:24.000 --> 00:07:26.000]  可以真正活著
[00:07:26.000 --> 00:07:28.000]  會不會只是一個大道理
[00:07:28.000 --> 00:07:30.000]  一句很動聽的口號
[00:07:30.000 --> 00:07:32.000]  一個FF的幻想
[00:07:32.000 --> 00:07:35.000]  還是真實可以經驗到的呢
[00:07:35.000 --> 00:07:37.000]  弟兄姊妹你覺得呢
[00:07:37.000 --> 00:07:42.000]  我曾經分享過一個例子
[00:07:42.000 --> 00:07:46.000]  很見到是有聖靈提醒的力量
[00:07:46.000 --> 00:07:49.000]  有一位姊妹她是很厲害的煙癮
[00:07:49.000 --> 00:07:51.000]  戒夾戒不掉
[00:07:51.000 --> 00:07:54.000]  第一天她在自己腦裏出現了一個圖畫
[00:07:54.000 --> 00:07:58.000]  就是主耶穌在煮煙
[00:07:58.000 --> 00:08:02.000]  她知道身體是聖靈的電
[00:08:02.000 --> 00:08:03.000]  她在煮煙的時候
[00:08:03.000 --> 00:08:06.000]  彷彿都迫著聖靈和她一起煮煙
[00:08:06.000 --> 00:08:10.000]  她覺得實在是太內疚太不好意思
[00:08:10.000 --> 00:08:13.000]  她就這樣戒掉了煙癮
[00:08:13.000 --> 00:08:15.000]  弟兄姊妹
[00:08:15.000 --> 00:08:17.000]  當我們做一些神不喜悅的事
[00:08:17.000 --> 00:08:20.000]  都願意聖靈光照我們提醒我們
[00:08:20.000 --> 00:08:23.000]  聖靈看著我們去做這件事
[00:08:23.000 --> 00:08:26.000]  上次講道的時候呢
[00:08:26.000 --> 00:08:28.000]  我提到如果有人問你
[00:08:28.000 --> 00:08:30.000]  福音對你來說是什麼
[00:08:30.000 --> 00:08:32.000]  你會怎樣回答
[00:08:32.000 --> 00:08:37.000]  不知道大家有沒有去思考過這個問題呢
[00:08:37.000 --> 00:08:39.000]  或者換個直接的問法
[00:08:39.000 --> 00:08:44.000]  福音對生命的影響力是什麼呢
[00:08:44.000 --> 00:08:46.000]  對你喔
[00:08:46.000 --> 00:08:48.000]  我不要只叫大家回答
[00:08:48.000 --> 00:08:50.000]  我自己也回答一下
[00:08:50.000 --> 00:08:52.000]  對我福音其中一個影響力
[00:08:52.000 --> 00:08:54.000]  是令我少了憤怒
[00:08:54.000 --> 00:08:57.000]  多了溫柔和包容
[00:08:57.000 --> 00:08:59.000]  憤怒是不是一種罪呢
[00:08:59.000 --> 00:09:02.000]  有憤怒這種感覺是不奇怪的
[00:09:02.000 --> 00:09:04.000]  但如果被憤怒統治了我們
[00:09:04.000 --> 00:09:07.000]  那就可能會出現罪
[00:09:07.000 --> 00:09:09.000]  並且自己也會很辛苦
[00:09:09.000 --> 00:09:12.000]  其實我曾經是一個內心很多憤怒的人
[00:09:12.000 --> 00:09:14.000]  很多事情都看不過眼
[00:09:14.000 --> 00:09:16.000]  很想打人一身
[00:09:16.000 --> 00:09:18.000]  但感恩就是上帝做了一個
[00:09:18.000 --> 00:09:20.000]  做我是一個不太高大的人
[00:09:20.000 --> 00:09:21.000]  也未必夠人打
[00:09:21.000 --> 00:09:24.000]  但我忍了一會就沒有打
[00:09:24.000 --> 00:09:27.000]  但小時候也會捏到別人耳珠流血
[00:09:27.000 --> 00:09:30.000]  也挺凶狠的
[00:09:30.000 --> 00:09:33.000]  長大了還未信主之前
[00:09:33.000 --> 00:09:35.000]  其實我也幻想過想套人家的麻包袋
[00:09:35.000 --> 00:09:38.000]  打他一身
[00:09:38.000 --> 00:09:41.000]  看不出來吧
[00:09:41.000 --> 00:09:42.000]  可能看得出來
[00:09:42.000 --> 00:09:44.000]  比較熟悉的那些
[00:09:44.000 --> 00:09:46.000]  信主之後
[00:09:46.000 --> 00:09:48.000]  神的靈給了我很多提醒
[00:09:48.000 --> 00:09:50.000]  我很喜歡的一節經文就是
[00:09:50.000 --> 00:09:52.000]  《馬太福音》七章三節
[00:09:52.000 --> 00:09:54.000]  為什麼看見你弟兄眼中有慈
[00:09:54.000 --> 00:09:57.000]  卻不想自己眼中有良慕呢
[00:09:57.000 --> 00:09:59.000]  我們很多時候看到別人的小事就看不過眼
[00:09:59.000 --> 00:10:01.000]  但自己其實有很多不妥的事
[00:10:01.000 --> 00:10:03.000]  也看不到
[00:10:03.000 --> 00:10:06.000]  而神對罪人的接納
[00:10:06.000 --> 00:10:10.000]  包括對我這個罪人的接納和赦免
[00:10:10.000 --> 00:10:12.000]  甚至主耶穌在我還了罪人的時候
[00:10:12.000 --> 00:10:14.000]  去為我們死
[00:10:14.000 --> 00:10:17.000]  這份大愛也是柔軟了我的心
[00:10:18.000 --> 00:10:21.000]  福音對我有另一個影響力
[00:10:21.000 --> 00:10:24.000]  是少了驕傲多了謙卑
[00:10:24.000 --> 00:10:27.000]  我以前內心也挺驕傲的
[00:10:27.000 --> 00:10:31.000]  常常覺得很多人不濟或不好
[00:10:31.000 --> 00:10:33.000]  但認識了神之後
[00:10:33.000 --> 00:10:35.000]  我知道什麼都是神給的
[00:10:35.000 --> 00:10:38.000]  主權也是在神那裡
[00:10:38.000 --> 00:10:41.000]  很喜歡的另一句第一節經文是
[00:10:41.000 --> 00:10:43.000]  若不是耶和華建造房屋
[00:10:43.000 --> 00:10:45.000]  建造的人就枉然勞力
[00:10:45.000 --> 00:10:47.000]  若不是耶和華看守城池
[00:10:47.000 --> 00:10:49.000]  看守的人就枉然警醒
[00:10:49.000 --> 00:10:51.000]  人的力量對比全知全能的神
[00:10:51.000 --> 00:10:55.000]  簡直渺小到不值一提
[00:10:55.000 --> 00:10:59.000]  以前我總覺得自己所想的是最對的
[00:10:59.000 --> 00:11:01.000]  但我們所想的其實都是基於我們
[00:11:01.000 --> 00:11:05.000]  很有限制的所見所想所分析
[00:11:05.000 --> 00:11:09.000]  前陣子我在青衣公園
[00:11:09.000 --> 00:11:11.000]  看到有一個很漂亮的女孩
[00:11:11.000 --> 00:11:13.000]  在青衣公園
[00:11:13.000 --> 00:11:16.000]  看到有不少夜老在一個濕地
[00:11:16.000 --> 00:11:24.000]  阿沙和阿俊都是會教我怎樣看小鳥的
[00:11:24.000 --> 00:11:26.000]  在一個濕地裡找食物
[00:11:26.000 --> 00:11:27.000]  一群夜老
[00:11:27.000 --> 00:11:30.000]  夜老的亞成鳥是灰色的
[00:11:30.000 --> 00:11:33.000]  所以有時和泥放在一起就難見到
[00:11:33.000 --> 00:11:34.000]  我就在數
[00:11:34.000 --> 00:11:37.000]  數到有三十多隻
[00:11:37.000 --> 00:11:39.000]  我在數說有三十多隻的時候
[00:11:39.000 --> 00:11:42.000]  有位坐輪椅的婆婆說
[00:11:42.000 --> 00:11:44.000]  哪有這麼多
[00:11:44.000 --> 00:11:48.000]  原來不同的人都已經有不同的視力
[00:11:48.000 --> 00:11:50.000]  看到的東西都不同
[00:11:50.000 --> 00:11:54.000]  人的視野和神更加不能比
[00:11:54.000 --> 00:11:57.000]  神的視野和意念是比我們高很多
[00:11:57.000 --> 00:12:00.000]  所以實在沒有什麼可以自以為是
[00:12:00.000 --> 00:12:03.000]  我們要誇的應該是因典
[00:12:03.000 --> 00:12:05.000]  而不是剛才詩歌也有說
[00:12:05.000 --> 00:12:07.000]  我們要誇的是因典
[00:12:07.000 --> 00:12:11.000]  而不是能力或成就
[00:12:11.000 --> 00:12:13.000]  丙姐妹
[00:12:13.000 --> 00:12:16.000]  福音對你的影響力是什麼
[00:12:16.000 --> 00:12:18.000]  我給大家十秒想一想
[00:12:18.000 --> 00:12:31.000]  我相信很多人都想到
[00:12:31.000 --> 00:12:33.000]  我們回去寫下來
[00:12:33.000 --> 00:12:36.000]  還沒想到的可以回去認真想一想
[00:12:36.000 --> 00:12:39.000]  福音對你的影響力是什麼
[00:12:39.000 --> 00:12:42.000]  福音對你來說是什麼
[00:12:42.000 --> 00:12:44.000]  同時間丙姐妹
[00:12:44.000 --> 00:12:48.000]  我們的生命都在被不斷塗鑄的過程進程中
[00:12:48.000 --> 00:12:51.000]  前晚我很晚回家
[00:12:51.000 --> 00:12:54.000]  最近無論在服事還是私事都很多事
[00:12:54.000 --> 00:12:57.000]  令到身心靈都很累
[00:12:57.000 --> 00:13:00.000]  前晚我回到家樓下要進鐵閘的時候
[00:13:00.000 --> 00:13:03.000]  剛好有位哥哥走出來
[00:13:03.000 --> 00:13:06.000]  他有點不小心阻礙了我
[00:13:06.000 --> 00:13:08.000]  令到鐵閘也壞了
[00:13:08.000 --> 00:13:11.000]  我又要拿出來撬開門
[00:13:11.000 --> 00:13:15.000]  那一刻我心裡是咒罵了他一句
[00:13:15.000 --> 00:13:19.000]  罵完他之後
[00:13:19.000 --> 00:13:22.000]  立即被性靈責備
[00:13:22.000 --> 00:13:24.000]  心裡覺得不好意思
[00:13:24.000 --> 00:13:26.000]  但在很累、很沒空間
[00:13:26.000 --> 00:13:28.000]  身心靈不太健康的時候
[00:13:28.000 --> 00:13:31.000]  我們的舊我比較容易走出來
[00:13:31.000 --> 00:13:34.000]  我們都在誠信的路上
[00:13:34.000 --> 00:13:37.000]  可能大部分基督徒在外顯的行為上
[00:13:37.000 --> 00:13:40.000]  都比未信者好一點
[00:13:40.000 --> 00:13:42.000]  但在暗處
[00:13:42.000 --> 00:13:46.000]  在我們心裡有沒有一些事是未顯露出來的罪呢
[00:13:46.000 --> 00:13:48.000]  另一方面
[00:13:48.000 --> 00:13:51.000]  我們所處的世界裡有很多罪
[00:13:51.000 --> 00:13:54.000]  也有很多地方提供一些罪終之樂的便利
[00:13:54.000 --> 00:13:58.000]  無論是未信或信的人都很容易接觸到
[00:13:58.000 --> 00:14:00.000]  在誘惑我們
[00:14:00.000 --> 00:14:02.000]  我們熟悉的價值
[00:14:02.000 --> 00:14:03.000]  例如什麼叫成功
[00:14:03.000 --> 00:14:07.000]  都在影響我們生活中
[00:14:07.000 --> 00:14:09.000]  我們可以怎樣呢
[00:14:09.000 --> 00:14:10.000]  經文告訴我們
[00:14:10.000 --> 00:14:12.000]  我們有責任要處死自己的罪
[00:14:12.000 --> 00:14:13.000]  還要拿起劍
[00:14:13.000 --> 00:14:16.000]  我們最好的劍不是Smart Me
[00:14:16.000 --> 00:14:18.000]  是性靈
[00:14:18.000 --> 00:14:21.000]  性靈看來大家應該沒有看過廣告
[00:14:21.000 --> 00:14:23.000]  所以不知道在說什麼
[00:14:23.000 --> 00:14:26.000]  性靈除了是一把劍
[00:14:26.000 --> 00:14:28.000]  也是一個鬧鐘
[00:14:28.000 --> 00:14:30.000]  可以不停地提醒
[00:14:30.000 --> 00:14:32.000]  但我們不要不理會
[00:14:32.000 --> 00:14:34.000]  或者把它關掉就算了
[00:14:34.000 --> 00:14:38.000]  在《羅馬書7章》22-25節
[00:14:38.000 --> 00:14:40.000]  都很講得出我們的掙扎
[00:14:40.000 --> 00:14:42.000]  因為按照我裡面的意思
[00:14:42.000 --> 00:14:44.000]  我其實是喜歡神的律
[00:14:44.000 --> 00:14:46.000]  但我覺得肢體裡有另一個律
[00:14:46.000 --> 00:14:47.000]  和我心中的律交戰
[00:14:47.000 --> 00:14:48.000]  把我腦袋
[00:14:48.000 --> 00:14:51.000]  叫我服從肢體中犯罪的律
[00:14:51.000 --> 00:14:52.000]  我真的苦
[00:14:52.000 --> 00:14:55.000]  誰能救我脫離這取死的身體呢
[00:14:55.000 --> 00:14:56.000]  感謝神
[00:14:56.000 --> 00:14:59.000]  我們的主耶穌基督就脫離了
[00:14:59.000 --> 00:15:01.000]  但我們可以做什麼
[00:15:01.000 --> 00:15:05.000]  才可以靠著主靠著性靈去脫離罪呢
[00:15:05.000 --> 00:15:08.000]  其實大家都知道的
[00:15:08.000 --> 00:15:11.000]  就是讓自己浸在神的話裡
[00:15:11.000 --> 00:15:14.000]  要晝夜思想者人便為有福
[00:15:14.000 --> 00:15:16.000]  要有時間空間和願意的心
[00:15:16.000 --> 00:15:19.000]  去和神建立關係
[00:15:19.000 --> 00:15:21.000]  正如我們和家人朋友
[00:15:21.000 --> 00:15:22.000]  我們關係不經營
[00:15:22.000 --> 00:15:23.000]  都是會疏離的
[00:15:23.000 --> 00:15:26.000]  同神的關係一樣是需要的
[00:15:26.000 --> 00:15:28.000]  而我自己的習慣就是
[00:15:28.000 --> 00:15:31.000]  每晚都會用主禱文去禱告
[00:15:31.000 --> 00:15:35.000]  而禱告裡面是每一句去咀嚼經文的意思
[00:15:35.000 --> 00:15:39.000]  也每晚都會為今天的事情去感恩禱告
[00:15:39.000 --> 00:15:41.000]  發現每一天都有很多
[00:15:41.000 --> 00:15:44.000]  由八月的某一個日子開始
[00:15:44.000 --> 00:15:47.000]  我每晚都會跪在這裡禱告
[00:15:47.000 --> 00:15:49.000]  為著教會群體
[00:15:49.000 --> 00:15:52.000]  也為著我自己的生命去禱告
[00:15:52.000 --> 00:15:54.000]  而大部分的星期一
[00:15:54.000 --> 00:15:56.000]  我都是在休息的時候
[00:15:56.000 --> 00:15:58.000]  會和太太有一個多兩個小時
[00:15:58.000 --> 00:16:01.000]  一起去靈修分享禱告的時間
[00:16:01.000 --> 00:16:05.000]  通常都是在公園或是外面
[00:16:05.000 --> 00:16:07.000]  最近這兩三個星期一
[00:16:07.000 --> 00:16:08.000]  就有各種原因
[00:16:08.000 --> 00:16:11.000]  沒有了這個比較長的靈修時間
[00:16:11.000 --> 00:16:14.000]  平時少了一些心靈空間
[00:16:14.000 --> 00:16:17.000]  立刻又感受到有些不同
[00:16:17.000 --> 00:16:19.000]  我們要有願意的心
[00:16:19.000 --> 00:16:22.000]  讓聖靈內住和工作
[00:16:22.000 --> 00:16:26.000]  願意的心就夜去思想神的話
[00:16:26.000 --> 00:16:28.000]  也可以多一些和一些
[00:16:28.000 --> 00:16:29.000]  你覺得有聖靈同在
[00:16:29.000 --> 00:16:32.000]  和生命得著轉化的人去相處
[00:16:32.000 --> 00:16:36.000]  去看見聖靈在其他人身上的工作
[00:16:36.000 --> 00:16:38.000]  所以選擇朋友都是很重要的
[00:16:38.000 --> 00:16:43.000]  神可以透過屬靈的人和你去連結
[00:16:43.000 --> 00:16:47.000]  大家的手機有多久充一次?
[00:16:47.000 --> 00:16:51.000]  通常應該每天都充一次吧
[00:16:51.000 --> 00:16:52.000]  不充一次又如何?
[00:16:52.000 --> 00:16:53.000]  就是沒有電了
[00:16:53.000 --> 00:16:56.000]  同樣地我們不去神那裡充電
[00:16:56.000 --> 00:16:58.000]  也是會沒有電的
[00:16:58.000 --> 00:17:00.000]  不過神更加想的
[00:17:00.000 --> 00:17:04.000]  就是我們一直和祂連結著
[00:17:04.000 --> 00:17:07.000]  是一個枝子和葡萄樹的關係
[00:17:07.000 --> 00:17:09.000]  是我們常在神的裡面
[00:17:09.000 --> 00:17:12.000]  神也常在我們裡面
[00:17:12.000 --> 00:17:16.000]  我很喜歡一首詩歌叫做《憐於你》
[00:17:16.000 --> 00:17:18.000]  我們一起來唱這幾句好不好?
[00:17:18.000 --> 00:17:20.000]  好,1,2,3
[00:17:20.000 --> 00:17:23.000]  1,2,3
[00:17:23.000 --> 00:17:25.000]  離不了你
[00:17:25.000 --> 00:17:30.000]  我是枝子你是葡萄樹
[00:17:30.000 --> 00:17:32.000]  憐於你
[00:17:32.000 --> 00:17:37.000]  在你一手哪有難成事
[00:17:37.000 --> 00:17:44.000]  願你收請我還逆的枝枝
[00:17:44.000 --> 00:17:52.000]  清洗我最深的不潔
[00:17:52.000 --> 00:17:54.000]  這是今天第一點
[00:17:54.000 --> 00:17:58.000]  聖靈會幫助我們生命活過來
[00:17:58.000 --> 00:18:01.000]  但同時我們有責任去順著聖靈
[00:18:01.000 --> 00:18:03.000]  靠著聖靈去勝過罪
[00:18:03.000 --> 00:18:04.000]  雖然不容易
[00:18:04.000 --> 00:18:06.000]  但神是會幫助我們的
[00:18:06.000 --> 00:18:09.000]  特別是當我們緊緊連結著的時候
[00:18:09.000 --> 00:18:11.000]  回到經文
[00:18:11.000 --> 00:18:15.000]  我們一起來讀羅馬書八章十四至十七節
[00:18:15.000 --> 00:18:16.000]  1,2,3
[00:18:16.000 --> 00:18:19.000]  因為凡被神的靈引導的
[00:18:19.000 --> 00:18:21.000]  都是神的兒子
[00:18:21.000 --> 00:18:24.000]  你們所領受的不是奴僕的靈
[00:18:24.000 --> 00:18:25.000]  仍舊害怕
[00:18:25.000 --> 00:18:28.000]  所領受的是兒子名分的靈
[00:18:28.000 --> 00:18:31.000]  因此我們呼叫阿爸父
[00:18:31.000 --> 00:18:33.000]  聖靈自己與我們的靈
[00:18:33.000 --> 00:18:36.000]  一同見證我們是神的兒女
[00:18:36.000 --> 00:18:37.000]  若是兒女
[00:18:37.000 --> 00:18:38.000]  就是後製
[00:18:38.000 --> 00:18:39.000]  是神的後製
[00:18:39.000 --> 00:18:41.000]  和基督同作後製
[00:18:41.000 --> 00:18:43.000]  如果我們和他一同受苦
[00:18:43.000 --> 00:18:47.000]  是要我們和他一同得榮耀
[00:18:47.000 --> 00:18:49.000]  在這四節經文裏
[00:18:49.000 --> 00:18:52.000]  靈字又再出現了五次
