
[00:00:00.000 --> 00:00:03.800]  今天是周六晚堂系列的港道
[00:05:11.000 --> 00:05:13.000]  人因為不同的原因
[00:05:13.000 --> 00:05:15.000]  被迫離開他出生的地方
[00:05:15.000 --> 00:05:17.000]  去到另一個地方生活
[00:05:17.000 --> 00:05:19.000]  如果我們記得
[00:05:19.000 --> 00:05:22.000]  Chris傳道他在1月20日週六晚堂
[00:05:22.000 --> 00:05:24.000]  講第二章
[00:05:24.000 --> 00:05:27.000]  講到五旬節聖靈降臨後的異象
[00:05:27.000 --> 00:05:30.000]  彼得的生命因為聖靈降臨
[00:05:30.000 --> 00:05:32.000]  他的生命被改變
[00:05:32.000 --> 00:05:34.000]  而他當時把握著機會
[00:05:34.000 --> 00:05:37.000]  向當時的群眾宣講
[00:05:37.000 --> 00:05:39.000]  關於耶穌基督的福音
[00:05:39.000 --> 00:05:42.000]  在《士徒行傳》的二章41至43節
[00:05:42.000 --> 00:05:45.000]  記載當時彼得第一篇講到
[00:05:45.000 --> 00:05:48.000]  令當時聽的人受洗
[00:05:48.000 --> 00:05:51.000]  並且門徒增添了三千天
[00:05:51.000 --> 00:05:55.000]  他們也開始了早期教會的團契生活
[00:05:55.000 --> 00:05:59.000]  我們看到《士徒行傳》的作者路加醫生
[00:05:59.000 --> 00:06:06.000]  在第43節留下了一個很重要的尾巴
[00:06:06.000 --> 00:06:11.000]  他說「士徒們又行了很多奇事神蹟」
[00:06:11.000 --> 00:06:13.000]  我們看到《士徒行傳》
[00:06:13.000 --> 00:06:16.000]  一共記載了總共十四個神蹟
[00:06:16.000 --> 00:06:19.000]  而我們今天看的《士徒行傳》第三章
[00:06:19.000 --> 00:06:23.000]  我們將會看《士徒行傳》第一章的神蹟
[00:06:23.000 --> 00:06:26.000]  我們會看這段經文
[00:06:26.000 --> 00:06:29.000]  《士徒行傳》第三章第一召十節
[00:06:29.000 --> 00:06:31.000]  我給他一個題目
[00:06:31.000 --> 00:06:35.000]  就是「你期不期待神蹟發生在你身上呢?」
[00:06:35.000 --> 00:06:38.000]  究竟《士徒行傳》第一個神蹟是怎樣的呢?
[00:06:38.000 --> 00:06:40.000]  我們一起讀這段經文
[00:06:40.000 --> 00:06:41.000]  好嗎?
[00:06:41.000 --> 00:06:43.000]  準備,1,2,3
[00:06:43.000 --> 00:06:46.000]  下午三點鐘禱告的時候
[00:06:46.000 --> 00:06:49.000]  彼得和約翰上聖殿去
[00:06:49.000 --> 00:06:55.000]  一個從無福裡就侍瘸腿的人正被人抬來
[00:06:55.000 --> 00:07:01.000]  他們天天把他放在聖殿的一個叫美門的門口
[00:07:01.000 --> 00:07:04.000]  求進聖殿的人施捨
[00:07:04.000 --> 00:07:08.000]  他看見彼得約翰將要進聖殿
[00:07:08.000 --> 00:07:11.000]  就求他們施捨
[00:07:11.000 --> 00:07:14.000]  彼得和約翰定睛看他
[00:07:14.000 --> 00:07:19.000]  彼得說:看著我們,哪人就注目看他們
[00:07:19.000 --> 00:07:23.000]  只望從他們得著什麼
[00:07:23.000 --> 00:07:29.000]  彼得卻說:金銀我都沒有,但我把我有的給你
[00:07:29.000 --> 00:07:34.000]  奉拿撒勒人耶穌基督的名起來行走
[00:07:34.000 --> 00:07:39.000]  於是彼得拉著他的右手扶他起來
[00:07:39.000 --> 00:07:43.000]  他的腳和裹骨立刻見狀了
[00:07:43.000 --> 00:07:47.000]  就跳起來站著又開始行走
[00:07:47.000 --> 00:07:50.000]  他跟他們進了聖殿
[00:07:50.000 --> 00:07:53.000]  邊走邊跳讚美神
[00:07:53.000 --> 00:07:58.000]  百姓都看見他又行走又讚美神
[00:07:58.000 --> 00:08:04.000]  認得他是那素常坐在聖殿的美門口求人施捨的
[00:08:04.000 --> 00:08:09.000]  就因他所遇到的事滿心驚訝詫異
[00:08:09.000 --> 00:08:15.000]  如果大家有兒童主日學應該唱過這首歌
[00:08:15.000 --> 00:08:19.000]  跳著讚美神的歌
[00:08:19.000 --> 00:08:21.000]  經常都會用這個神蹟
[00:08:21.000 --> 00:08:25.000]  這是一個很開心很震驚的神蹟
[00:08:25.000 --> 00:08:31.000]  我們看到這個神蹟是很仔細的路加醫生描述整件事的過程
[00:08:31.000 --> 00:08:37.000]  第一二節已經記錄了這件事發生的時間人物地點
[00:08:37.000 --> 00:08:42.000]  這件事發生在當時下午三時的時間
[00:08:42.000 --> 00:08:45.000]  根據猶太人的習慣
[00:08:45.000 --> 00:08:49.000]  他們很多時候下午三時就會到聖殿禱告
[00:08:49.000 --> 00:08:53.000]  我們看到早期的仕途彼得和約翰
[00:08:53.000 --> 00:08:55.000]  他們雖然信了耶穌
[00:08:55.000 --> 00:08:58.000]  但依照猶太人的習俗
[00:08:58.000 --> 00:09:01.000]  按時到聖殿裡祈禱
[00:09:01.000 --> 00:09:07.000]  當時彼得和約翰就是在下午三時到聖殿禱告
[00:09:07.000 --> 00:09:09.000]  到聖殿的過程中
[00:09:09.000 --> 00:09:12.000]  他們看到天生就有翹腿的人
[00:09:12.000 --> 00:09:16.000]  路加沒有記載這個人的名字
[00:09:16.000 --> 00:09:19.000]  不知道是不是因為他沒有了名字
[00:09:19.000 --> 00:09:21.000]  但路加醫生記錄說
[00:09:21.000 --> 00:09:24.000]  他是天天被人抬到聖殿
[00:09:24.000 --> 00:09:27.000]  向進入聖殿的人行乞
[00:09:27.000 --> 00:09:30.000]  希望得到人的施捨
[00:09:30.000 --> 00:09:33.000]  我們可以略為想像
[00:09:33.000 --> 00:09:36.000]  這個人的生活絕對不容易
[00:09:36.000 --> 00:09:39.000]  一來他天生就是殘障人士
[00:09:39.000 --> 00:09:41.000]  天生是有翹腿的人
[00:09:41.000 --> 00:09:46.000]  他要靠人每天抬他到聖殿裡行乞
[00:09:46.000 --> 00:09:49.000]  當時的社會就不像我們今天的社會
[00:09:49.000 --> 00:09:54.000]  今天的社會有一個很好的社會福利保障制度
[00:09:54.000 --> 00:10:01.000]  但這個人就靠著以色列人向聖殿周濟窮人的善事
[00:10:01.000 --> 00:10:05.000]  希望從中得到一些施捨
[00:10:05.000 --> 00:10:06.000]  可以這樣說
[00:10:06.000 --> 00:10:10.000]  這個人在社會上以至宗教上
[00:10:10.000 --> 00:10:14.000]  其實他也是一個很邊緣的人
[00:10:14.000 --> 00:10:16.000]  沒有人會理會他
[00:10:16.000 --> 00:10:20.000]  或者他在每天的生活裡期盼著
[00:10:20.000 --> 00:10:22.000]  可能得到一點金錢的施捨
[00:10:22.000 --> 00:10:27.000]  可以解決到他每天禱福的需要
[00:10:27.000 --> 00:10:29.000]  而當時的彼得和約翰
[00:10:29.000 --> 00:10:32.000]  走到聖殿門口之前
[00:10:32.000 --> 00:10:34.000]  也見到這個人
[00:10:34.000 --> 00:10:39.000]  我們相信他們對這個人動了憐憫的心
[00:10:39.000 --> 00:10:43.000]  在經文第四五節裡有一個很特別的描述
[00:10:43.000 --> 00:10:49.000]  我們見到彼得和約翰當時定睛看著這個人
[00:10:49.000 --> 00:10:50.000]  這個描述很有趣
[00:10:50.000 --> 00:10:55.000]  定睛看著的意思就是凝視著他
[00:10:55.000 --> 00:10:58.000]  很集中注意力地看著他
[00:10:58.000 --> 00:11:00.000]  然後彼得就跟他說
[00:11:00.000 --> 00:11:02.000]  你看著我們
[00:11:02.000 --> 00:11:04.000]  彼得吩咐這個人看著他們
[00:11:04.000 --> 00:11:06.000]  彼得為什麼這樣做呢?
[00:11:06.000 --> 00:11:09.000]  對方有什麼好看呢?
[00:11:09.000 --> 00:11:13.000]  其實要對方看他們又是看什麼呢?
[00:11:13.000 --> 00:11:20.000]  當時這個人按照彼得和約翰的命令看著他們
[00:11:20.000 --> 00:11:22.000]  但我們見到經文描述
[00:11:22.000 --> 00:11:24.000]  這個人雖然注目著他們
[00:11:24.000 --> 00:11:29.000]  但這個人仍然期望從彼得和約翰身上
[00:11:29.000 --> 00:11:31.000]  能夠得到一些東西
[00:11:31.000 --> 00:11:34.000]  有些聖經學者推測
[00:11:34.000 --> 00:11:36.000]  原來彼得和約翰看著他
[00:11:36.000 --> 00:11:41.000]  可能要看他這個人有沒有信心
[00:11:41.000 --> 00:11:43.000]  我不知道從眼神裡面
[00:11:43.000 --> 00:11:46.000]  能否看到一個人有沒有信心
[00:11:46.000 --> 00:11:49.000]  但這是經文沒有交代的原因
[00:11:49.000 --> 00:11:52.000]  只是一些學者推測估計
[00:11:52.000 --> 00:11:55.000]  但我們相信彼得和約翰這個舉動
[00:11:55.000 --> 00:11:58.000]  是一個很不尋常的舉動
[00:11:58.000 --> 00:12:01.000]  要他看著他們
[00:12:01.000 --> 00:12:04.000]  而這個人心裡仍然期待他得到一些東西
[00:12:04.000 --> 00:12:06.000]  得到什麼呢?
[00:12:06.000 --> 00:12:10.000]  可能都是希望從他們身上得到一些金錢
[00:12:10.000 --> 00:12:12.000]  但他沒想到
[00:12:12.000 --> 00:12:17.000]  他得到的是遠超他內心所期待的東西
[00:12:17.000 --> 00:12:22.000]  彼得當時對這個人很有信心地說
[00:12:22.000 --> 00:12:26.000]  「金銀我都沒有,但我把我所有的給你」
[00:12:26.000 --> 00:12:29.000]  就是奉拿撒勒人耶穌基督的命
[00:12:29.000 --> 00:12:32.000]  叫你起來行走
[00:12:32.000 --> 00:12:34.000]  彼得說他所有的東西
[00:12:34.000 --> 00:12:36.000]  不是金和銀
[00:12:36.000 --> 00:12:38.000]  就是拿撒勒人耶穌基督的命
[00:12:38.000 --> 00:12:42.000]  然後立即命令這個人起來和行走
[00:12:42.000 --> 00:12:47.000]  「起來」和「行走」兩個都是現在命令式語氣的動詞
[00:12:47.000 --> 00:12:49.000]  就是「起來」、「行走」
[00:12:49.000 --> 00:12:51.000]  神跡就是這樣發生了
[00:12:51.000 --> 00:12:56.000]  這個球隊人的腳和果骨就立刻見狀了
[00:12:56.000 --> 00:13:00.000]  經文很仔細地描述這個人一連串的動作
[00:13:00.000 --> 00:13:01.000]  包括什麼呢?
[00:13:01.000 --> 00:13:04.000]  他首先是跳起來
[00:13:04.000 --> 00:13:06.000]  然後怎樣呢?
[00:13:06.000 --> 00:13:08.000]  站著
[00:13:08.000 --> 00:13:10.000]  開始行走
[00:13:10.000 --> 00:13:16.000]  然後彼得和約翰就進入聖殿邊走邊跳
[00:13:16.000 --> 00:13:18.000]  去到讚美神
[00:13:18.000 --> 00:13:22.000]  我們看到路加醫生很仔細地描述這個人一連串的行動
[00:13:22.000 --> 00:13:26.000]  這個人原本是從武福裡面已經劫腿
[00:13:26.000 --> 00:13:28.000]  但因著耶穌基督的命
[00:13:28.000 --> 00:13:30.000]  他被完全的醫治
[00:13:30.000 --> 00:13:35.000]  他原本因為殘疾不能夠進入聖殿裡面去讚美神
[00:13:35.000 --> 00:13:40.000]  但現在他可以自己走進去聖殿裡面讚美神
[00:13:40.000 --> 00:13:46.000]  這個神跡對當時看到的人帶來很大的詫異
[00:13:46.000 --> 00:13:51.000]  因為原本這個人一直都是劫腿在行乞
[00:13:51.000 --> 00:13:54.000]  但這個人竟然今天突然間站起來
[00:13:54.000 --> 00:13:56.000]  行走、跳躍、讚美神
[00:13:56.000 --> 00:14:01.000]  所以經文形容他們是滿心驚訝和詫異
[00:14:01.000 --> 00:14:05.000]  不知道弟兄姊妹你們看到這裡的時候
[00:14:05.000 --> 00:14:07.000]  會發覺這個神跡真的很厲害
[00:14:07.000 --> 00:14:09.000]  很戲劇性
[00:14:09.000 --> 00:14:12.000]  又或者我們心裡會不會很羨慕
[00:14:12.000 --> 00:14:15.000]  如果這個神跡可以發生在今天
[00:14:15.000 --> 00:14:18.000]  或者甚至是發生在我身上
[00:14:18.000 --> 00:14:22.000]  或者發生在我一些很重視的人身上
[00:14:22.000 --> 00:14:23.000]  那就好了
[00:14:23.000 --> 00:14:29.000]  這個神跡實實在在彰顯了上帝很大的能力和榮耀
[00:14:29.000 --> 00:14:34.000]  但我們同時間也知道一件事
[00:14:34.000 --> 00:14:36.000]  就是這個神跡的記載
[00:14:36.000 --> 00:14:41.000]  是路加醫生刻意記載鋪排往後經文的發展
[00:14:41.000 --> 00:14:44.000]  所以我們今天當然看到這個神跡
[00:14:44.000 --> 00:14:46.000]  覺得很奇妙的時候
[00:14:46.000 --> 00:14:48.000]  但我們也要小心
[00:14:48.000 --> 00:14:51.000]  如果我們很期望一些很神跡性的事
[00:14:51.000 --> 00:14:53.000]  發生在我們自己身上的時候
[00:14:53.000 --> 00:14:55.000]  我們也要小心
[00:14:55.000 --> 00:14:59.000]  因為如果我們的信仰只是停留在一些經歷
[00:14:59.000 --> 00:15:04.000]  而忽略了對神的真理客觀認識和認信的時候
[00:15:04.000 --> 00:15:07.000]  這是非常危險的一件事
[00:15:07.000 --> 00:15:10.000]  因為我們知道很多的靈恩派教會
[00:15:10.000 --> 00:15:12.000]  或者是異端邪教
[00:15:12.000 --> 00:15:15.000]  正正是標榜和高舉某些人
[00:15:15.000 --> 00:15:17.000]  能夠行神跡其事
[00:15:17.000 --> 00:15:20.000]  可以解決到他即時的問題
[00:15:20.000 --> 00:15:22.000]  我想問問大家
[00:15:22.000 --> 00:15:24.000]  撒旦可不可以行神跡?
[00:15:24.000 --> 00:15:26.000]  可以吧?
[00:15:26.000 --> 00:15:28.000]  如果我們記得在
[00:15:28.000 --> 00:15:30.000]  《貼撒羅尼加後書2:9》那裡說
[00:15:30.000 --> 00:15:32.000]  在末世裡
[00:15:32.000 --> 00:15:35.000]  那個不法的人是靠撒旦的運行
[00:15:35.000 --> 00:15:40.000]  行各樣的異能、神跡和一切虛假的騎士
[00:15:40.000 --> 00:15:47.000]  撒旦可以利用人去行一些異能、神跡和虛假的騎士
[00:15:47.000 --> 00:15:51.000]  所以我們今天要很小心去分辨
[00:15:51.000 --> 00:15:54.000]  當有一些很戲劇性的神跡發生的時候
[00:15:54.000 --> 00:15:58.000]  究竟這個神跡的目的是為了什麼呢?
[00:15:58.000 --> 00:15:59.000]  又反過來說
[00:15:59.000 --> 00:16:05.000]  如果我們認為福音只是為了解決我們個人的一些問題或者難題的話
[00:16:05.000 --> 00:16:07.000]  如果有一天我們發覺
[00:16:07.000 --> 00:16:11.000]  我們信耶穌不能夠幫我們解決我一個即時的困難
[00:16:11.000 --> 00:16:14.000]  那我是不是繼續信下去呢?
[00:16:14.000 --> 00:16:18.000]  最近看了一個見證
[00:16:18.000 --> 00:16:20.000]  我不知道大家有沒有印象
[00:16:20.000 --> 00:16:25.000]  就是2022年7月MIRROR在紅館開演唱會的時候
[00:16:25.000 --> 00:16:29.000]  發生了一個舞台屏幕掉下來的意外
[00:16:29.000 --> 00:16:34.000]  令到當時的一個舞蹈員阿Mo的身體嚴重受傷
[00:16:34.000 --> 00:16:36.000]  當時他在美國的父母
[00:16:36.000 --> 00:16:39.000]  就是李成林牧師和他的太太
[00:16:39.000 --> 00:16:43.000]  即時就由美國回來香港
[00:16:43.000 --> 00:16:49.000]  並且展開了一個很漫長、很複雜的治療過程
[00:16:49.000 --> 00:16:51.000]  李牧師在今年1月21日
[00:16:51.000 --> 00:16:54.000]  他第78封的代討信裡面
[00:16:54.000 --> 00:16:57.000]  這樣描述他自己的心情
[00:16:57.000 --> 00:17:01.000]  他說面對18個月不能夠動彈的兒子
[00:17:01.000 --> 00:17:05.000]  他內心裡承受著一種難以言喻的痛
[00:17:05.000 --> 00:17:11.000]  尤其是當Facebook自動剪輯過去他兒子的片段的時候
[00:17:11.000 --> 00:17:15.000]  他看到他的兒子阿Mo很活潑、開朗的樣子
[00:17:15.000 --> 00:17:18.000]  他心裡就湧現出一個呼求
[00:17:18.000 --> 00:17:23.000]  他說「神啊,你給我一個那時候那麼活潑、開朗的阿Mo吧」
[00:17:23.000 --> 00:17:27.000]  他說「神啊,阿Mo是無辜的,是人的錯誤
[00:17:27.000 --> 00:17:31.000]  令到他今天造成這麼大的身體傷害
[00:17:31.000 --> 00:17:34.000]  求祢醫治、拯救他」
[00:17:34.000 --> 00:17:36.000]  他在他的代討信裡說
[00:17:36.000 --> 00:17:39.000]  「雖然已經過了這麼長的時間
[00:17:39.000 --> 00:17:42.000]  但每一次當他看著阿Mo的時候
[00:17:42.000 --> 00:17:46.000]  他不自覺想起他以前活潑、開朗的樣子」
[00:17:46.000 --> 00:17:50.000]  他心裡就更加感受到無奈和悲痛
[00:17:50.000 --> 00:17:55.000]  他心裡問神為何他的兒子要受這些苦呢?
[00:17:55.000 --> 00:17:59.000]  但在他的代討信的最後我們看到這一段
[00:17:59.000 --> 00:18:02.000]  他說「隨著阿Mo的治療過程的變化
[00:18:02.000 --> 00:18:08.000]  我們深刻體會到上帝無條件的愛和拯救的大能
[00:18:08.000 --> 00:18:12.000]  也體驗到路雖然很難走
[00:18:12.000 --> 00:18:17.000]  但一想到過去他的康復能夠有良好的進度
[00:18:17.000 --> 00:18:21.000]  心裡仍然有一種盼望
[00:18:21.000 --> 00:18:23.000]  已經是兩年多的時間
[00:18:23.000 --> 00:18:28.000]  我相信絕對是一個不容易的一段很漫長的時間
[00:18:28.000 --> 00:18:32.000]  但我們看到他們的家人在這段過程裡
[00:18:32.000 --> 00:18:38.000]  仍然相信上帝無條件的愛仍然在他們的家庭裡
[00:18:38.000 --> 00:18:42.000]  神蹟不是在阿Mo身上突然間你起來行走
[00:18:42.000 --> 00:18:43.000]  不是這樣發生的
[00:18:43.000 --> 00:18:47.000]  而是人在黑暗和困難的裡面
[00:18:47.000 --> 00:18:51.000]  上帝給他們那份忠誠的信靠
[00:18:51.000 --> 00:18:55.000]  同時經歷到上帝那種不離不棄的愛
[00:18:55.000 --> 00:18:59.000]  今天當我們再一次思想神蹟的時候
[00:18:59.000 --> 00:19:04.000]  我們會發現神蹟是當人在光明未出現之前
[00:19:04.000 --> 00:19:07.000]  環境仍然是在黑暗的裡面
[00:19:07.000 --> 00:19:10.000]  我們仍然靠著上帝給我們的信心
[00:19:10.000 --> 00:19:14.000]  帶著盼望堅守我們的所信
[00:19:14.000 --> 00:19:16.000]  親愛的弟兄姊妹
[00:19:16.000 --> 00:19:20.000]  今天我不知道你心裡會不會期待一個神蹟的出現
[00:19:20.000 --> 00:19:25.000]  可能你心裡期待一個恆生指數能不能回到二萬點
[00:19:25.000 --> 00:19:28.000]  或者我們的樓市能不能神蹟地好起來
[00:19:28.000 --> 00:19:31.000]  或者我面對一個困難一個很大的挑戰
[00:19:31.000 --> 00:19:33.000]  能不能解除
[00:19:33.000 --> 00:19:38.000]  我們心裡可能都期望一個神蹟的發生
[00:19:38.000 --> 00:19:41.000]  但是今天我想大家再次思考
[00:19:41.000 --> 00:19:45.000]  什麼是真正叫做神蹟
[00:19:45.000 --> 00:19:47.000]  你期待的神蹟是
[00:19:47.000 --> 00:19:50.000]  期待上帝能滿足你心願的神蹟
[00:19:50.000 --> 00:19:53.000]  還是靠著上帝給你的信心
[00:19:53.000 --> 00:19:58.000]  在這個世代裡成為一個能夠見證耶穌的神蹟呢?
[00:19:58.000 --> 00:20:01.000]  我們去看經文的第二個部分
[00:20:01.000 --> 00:20:04.000]  這個題目我要大家思考一個問題
[00:20:04.000 --> 00:20:09.000]  你信不信神蹟的發生是因為耶穌呢?
[00:20:09.000 --> 00:20:12.000]  我們進入到經文的第二個段落
[00:20:12.000 --> 00:20:15.000]  是談轉三章十一到十六節
[00:20:15.000 --> 00:20:18.000]  我們一起讀,一起讀這段經文
[00:20:18.000 --> 00:20:21.000]  那人正在稱為所樂門的郎下
[00:20:21.000 --> 00:20:24.000]  拉著彼得和約翰
[00:20:24.000 --> 00:20:26.000]  大家都覺得很驚訝
[00:20:26.000 --> 00:20:28.000]  一起跑到他們那裡
[00:20:28.000 --> 00:20:31.000]  彼得看見就對百姓說
[00:20:31.000 --> 00:20:35.000]  以色列人啊,為什麼因這事而驚訝呢?
[00:20:35.000 --> 00:20:38.000]  為什麼定睜看我們
[00:20:38.000 --> 00:20:44.000]  以為我們憑自己的能力和虔誠使這人行走呢?
[00:20:44.000 --> 00:20:48.000]  亞伯拉罕的神,以撒的神,雅各的神
[00:20:48.000 --> 00:20:50.000]  就是我們列祖的神
[00:20:50.000 --> 00:20:53.000]  已經榮耀了他的僕人耶穌
[00:20:53.000 --> 00:20:58.000]  這耶穌就是你們交付官府的那位
[00:20:58.000 --> 00:21:01.000]  彼拉多決定要釋放他時
[00:21:01.000 --> 00:21:05.000]  你們卻在彼拉多面前棄絕了他
[00:21:05.000 --> 00:21:09.000]  你們棄絕了那聖潔公義者
[00:21:09.000 --> 00:21:13.000]  反而要求釋放一個兇手給你們
[00:21:13.000 --> 00:21:16.000]  你們殺了那生命的創始者
[00:21:16.000 --> 00:21:19.000]  神卻叫他從死人中復活
[00:21:19.000 --> 00:21:22.000]  我們都是這時的見證人
[00:21:22.000 --> 00:21:30.000]  因信他的名使你們所看見所認識的這人見蹤了
[00:21:30.000 --> 00:21:32.000]  正是他所賜的信心
[00:21:32.000 --> 00:21:37.000]  使這人在你們眾人面前完全好了
[00:21:37.000 --> 00:21:40.000]  我剛才說這個很特別
[00:21:40.000 --> 00:21:42.000]  在《少林寺傳》裡第一個神蹟
[00:21:42.000 --> 00:21:48.000]  為福音的真理傳講鋪設了一個很好的平台
[00:21:48.000 --> 00:21:50.000]  正當很多人因為這個神蹟
