
[00:00:00.000 --> 00:00:02.960]  看到這個題目「放飛自我」
[00:06:29.120 --> 00:06:32.680]  去了解阿波羅是一個怎樣的人
[00:06:32.680 --> 00:06:34.920]  首先他和保羅一樣
[00:06:34.920 --> 00:06:39.920]  是出身於外邦人地方的猶太人
[00:06:39.920 --> 00:06:42.400]  而保羅是出身於小阿西亞
[00:06:42.400 --> 00:06:45.640]  即是今時今日土耳其的大掃城
[00:06:45.640 --> 00:06:46.920]  大掃的地方
[00:06:46.920 --> 00:06:53.040]  阿波羅他的家鄉就是埃及的著名城市
[00:06:53.040 --> 00:06:59.200]  由亞歷山大大帝所創建的亞歷山大城
[00:06:59.200 --> 00:07:04.720]  亞歷山大城是當時羅馬帝國第二大的城市
[00:07:04.720 --> 00:07:08.640]  曾經擁有當時世界最大的圖書館
[00:07:08.640 --> 00:07:11.120]  和最好的大學
[00:07:11.120 --> 00:07:15.960]  絕對是當時的一個教育和哲學中心
[00:07:15.960 --> 00:07:18.280]  聽說著名的七十事譯本
[00:07:18.280 --> 00:07:21.080]  即是希臘版的舊約聖經
[00:07:21.080 --> 00:07:23.560]  都是在這個地方
[00:07:23.560 --> 00:07:27.360]  七十個猶太學者
[00:07:27.360 --> 00:07:31.960]  將它從希伯來文翻譯成希臘文的舊約聖經
[00:07:31.960 --> 00:07:33.880]  在這個城市出現的
[00:07:33.880 --> 00:07:39.160]  所以教會傳統認為阿波羅應該是很深曉
[00:07:39.160 --> 00:07:42.520]  很知道很認識希臘的哲學
[00:07:42.520 --> 00:07:45.560]  和擁有很厲害的紅辯術
[00:07:45.560 --> 00:07:46.480]  甚麼是紅辯術?
[00:07:46.480 --> 00:07:48.760]  就是懂得爭辯論
[00:07:48.760 --> 00:07:50.240]  一定會贏你
[00:07:50.240 --> 00:07:54.560]  擁有這些學問對一個出生於亞歷山大的人來說
[00:07:54.560 --> 00:07:56.920]  其實是不難的
[00:07:56.920 --> 00:07:58.960]  二十四節說
[00:07:58.960 --> 00:08:01.960]  阿波羅有口才
[00:08:01.960 --> 00:08:04.360]  有口才這個詞
[00:08:04.360 --> 00:08:08.480]  原文也可以翻譯為有學問
[00:08:08.480 --> 00:08:12.600]  其實也是和阿波羅的全名
[00:08:12.600 --> 00:08:14.160]  阿波羅是一個宿舍
[00:08:14.160 --> 00:08:17.920]  全名是阿波羅尼奧斯
[00:08:17.920 --> 00:08:21.800]  意思也是含有有學問的意思
[00:08:21.800 --> 00:08:26.040]  我們看到這個人是有學問的
[00:08:26.040 --> 00:08:32.080]  二十四至二十五節提到阿波羅很懂得講解聖經
[00:08:32.080 --> 00:08:34.720]  指出這個聖經是舊約聖經
[00:08:34.720 --> 00:08:37.880]  他是精通舊約聖經
[00:08:37.880 --> 00:08:44.480]  以至從舊約當中精準去講解教導耶穌的事
[00:08:44.480 --> 00:08:47.560]  這個就是阿波羅厲害的地方
[00:08:47.560 --> 00:08:53.200]  他已經是在主的道路上受到訓練
[00:08:53.200 --> 00:08:54.880]  他已經明白
[00:08:54.880 --> 00:08:57.960]  應該是指他已經明白神的道路
[00:08:57.960 --> 00:08:59.520]  他在遵行神的旨意
[00:08:59.520 --> 00:09:03.480]  他也明白神透過耶穌成就救恩
[00:09:03.480 --> 00:09:04.960]  和一切相關的事
[00:09:04.960 --> 00:09:06.360]  他很明白的
[00:09:06.360 --> 00:09:10.400]  這可能是他從自己去研究舊約聖經
[00:09:10.400 --> 00:09:14.000]  和再加上其他施洗約翰的人的教導
[00:09:14.000 --> 00:09:16.160]  令到他去明白主的道
[00:09:16.160 --> 00:09:18.520]  在這方面他已經比保羅強勁
[00:09:18.520 --> 00:09:21.840]  保羅是什麼時候才開始明白神的道呢?
[00:09:21.840 --> 00:09:26.200]  是他正在走在大馬士革路上
[00:09:26.200 --> 00:09:30.320]  準備去壓迫那些信徒的時候
[00:09:30.320 --> 00:09:32.200]  耶穌親自顯現和他說
[00:09:32.200 --> 00:09:34.560]  你為什麼逼迫我?
[00:09:34.560 --> 00:09:37.480]  保羅那時候才開始慢慢明白
[00:09:37.480 --> 00:09:40.360]  真正明白主的道
[00:09:40.360 --> 00:09:43.360]  可以看到阿波羅絕對不是一個平庸的人
[00:09:43.360 --> 00:09:45.360]  而是一個有真才實學的人
[00:09:45.360 --> 00:09:48.400]  他和保羅一樣這麼博學多才
[00:09:48.400 --> 00:09:51.080]  兩個人比起來真的可以輝煌
[00:09:51.080 --> 00:09:52.160]  不單止可以輝煌
[00:09:52.160 --> 00:09:54.520]  他隨時可能輝煌贏保羅
[00:09:54.520 --> 00:09:57.160]  因為阿波羅出身的亞歷山大
[00:09:57.160 --> 00:10:01.560]  比保羅成長的大素城真的超出很多班
[00:10:01.560 --> 00:10:04.200]  雖然大素都是一個學術名城
[00:10:04.200 --> 00:10:07.760]  但是亞歷山大就很明顯更強勁
[00:10:07.760 --> 00:10:13.960]  可以看到保羅和阿波羅都是有學識的人
[00:10:13.960 --> 00:10:16.840]  有學識重不重要?
[00:10:16.840 --> 00:10:18.440]  當然重要
[00:10:18.440 --> 00:10:19.880]  好像你回應這樣說
[00:10:19.880 --> 00:10:23.880]  尤其是對聖經知識要有學識
[00:10:23.880 --> 00:10:26.320]  你們知不知道
[00:10:26.320 --> 00:10:29.280]  過去這麼多年國內農村
[00:10:29.280 --> 00:10:32.960]  很多聽起來很荒謬、很怪誕的異端
[00:10:32.960 --> 00:10:36.520]  能夠產生就是因為當地人沒什麼學識
[00:10:36.520 --> 00:10:38.320]  對上帝、對聖經、對教義
[00:10:38.320 --> 00:10:41.720]  和對世界的知識都是嚴重不足
[00:10:41.720 --> 00:10:45.520]  以致產生這些很奇怪的異端
[00:10:45.520 --> 00:10:46.480]  一方面
[00:10:46.480 --> 00:10:47.880]  另一方面就是今時今日
[00:10:47.880 --> 00:10:50.240]  我們是一個資訊爆棚的年代
[00:10:50.240 --> 00:10:52.440]  知識你隨時都可以學到的
[00:10:52.440 --> 00:10:54.680]  現在通街都是大學生
[00:10:54.680 --> 00:10:56.280]  都是有學識的人
[00:10:56.280 --> 00:10:59.680]  所以如果你不在聖經和各種學問
[00:10:59.680 --> 00:11:01.760]  和知識上裝備好自己
[00:11:01.760 --> 00:11:04.120]  你怎麼帶人信主?
[00:11:04.120 --> 00:11:07.880]  怎麼有效地引領這些人歸主?
[00:11:07.880 --> 00:11:11.280]  所以不要說知識不重要
[00:11:11.280 --> 00:11:12.960]  但是大家都知道
[00:11:12.960 --> 00:11:14.480]  好像聖經教導一樣
[00:11:14.480 --> 00:11:15.280]  很可惜的
[00:11:15.280 --> 00:11:18.480]  很多時候知識會令我們怎樣?
[00:11:18.480 --> 00:11:21.280]  自高自大
[00:11:21.280 --> 00:11:24.760]  有時候越多知識就越危險
[00:11:24.760 --> 00:11:27.600]  越是看不到自己的不足
[00:11:27.600 --> 00:11:30.760]  越不能夠謙卑受教
[00:11:30.760 --> 00:11:32.000]  我讀神學的時候
[00:11:32.000 --> 00:11:34.720]  有位老師曾經這樣說
[00:11:34.720 --> 00:11:37.120]  今時今日已經不再有
[00:11:37.120 --> 00:11:40.440]  馬丁路德和約翰·加爾文的世界
[00:11:40.440 --> 00:11:42.880]  我不知道他是心裡面感慨
[00:11:42.880 --> 00:11:44.080]  這個世界今時今日
[00:11:44.080 --> 00:11:46.400]  真的沒有很偉大的神學家
[00:11:46.400 --> 00:11:49.640]  還是在警告我們
[00:11:49.640 --> 00:11:51.840]  不要自以為學了幾年神學
[00:11:51.840 --> 00:11:54.880]  就知道一切、目空一切
[00:11:54.880 --> 00:11:55.880]  確實也是
[00:11:55.880 --> 00:11:58.640]  過去幾年我就學會一件事
[00:11:58.640 --> 00:12:00.640]  三年神學教育裡面
[00:12:00.640 --> 00:12:01.640]  神學院第一年
[00:12:01.640 --> 00:12:03.800]  我看到同學怎麼會這樣
[00:12:03.800 --> 00:12:05.320]  我就暗中罵他們
[00:12:05.320 --> 00:12:07.680]  他們是不是真是神學生?
[00:12:07.680 --> 00:12:08.960]  第二年我學會
[00:12:08.960 --> 00:12:10.360]  我反問我自己
[00:12:10.360 --> 00:12:11.360]  我這樣的樣子
[00:12:11.360 --> 00:12:13.840]  我算不算是神學生?
[00:12:13.840 --> 00:12:15.400]  到了畢業那年
[00:12:15.400 --> 00:12:17.240]  我真的認清我自己
[00:12:17.240 --> 00:12:19.600]  真的不夠了
[00:12:19.600 --> 00:12:20.360]  所以我明白
[00:12:20.360 --> 00:12:23.560]  我永遠都是一個神學生
[00:12:23.560 --> 00:12:27.960]  我終生都是神的學生
[00:12:27.960 --> 00:12:30.360]  我們什麼時候都要謙卑受教
[00:12:30.360 --> 00:12:33.440]  要留意自己有什麼不足
[00:12:33.440 --> 00:12:35.000]  所以我們中國人說一句
[00:12:35.000 --> 00:12:36.800]  「三人行必有我師」
[00:12:36.800 --> 00:12:39.680]  其實是很有意思的提醒
[00:12:39.680 --> 00:12:41.600]  阿波羅有什麼不足呢?
[00:12:41.600 --> 00:12:43.760]  經文二十五節那裡說
[00:12:43.760 --> 00:12:46.840]  他只知道約翰的洗禮
[00:12:46.840 --> 00:12:48.360]  只知道約翰的洗禮
[00:12:48.360 --> 00:12:50.720]  什麼是約翰的洗禮?
[00:12:50.720 --> 00:12:52.560]  這個不是我今天要講的重點
[00:12:52.560 --> 00:12:55.320]  所以我簡單講一講
[00:12:55.320 --> 00:12:57.160]  約翰的洗禮和我們今時今日
[00:12:57.160 --> 00:12:59.920]  恩福堂我們自己的洗禮有什麼分別呢?
[00:12:59.920 --> 00:13:08.080]  約翰的洗禮只是預表基督的洗禮
[00:13:08.080 --> 00:13:09.400]  預表耶穌基督的洗禮
[00:13:09.400 --> 00:13:14.480]  是藉著水的悔改的洗禮
[00:13:14.480 --> 00:13:17.640]  那麼耶穌有沒有罪要悔改?
[00:13:17.640 --> 00:13:18.960]  沒有,當然沒有
[00:13:18.960 --> 00:13:22.000]  大聲一點說,耶穌沒有罪
[00:13:22.000 --> 00:13:24.840]  所以當耶穌說要接受
[00:13:24.840 --> 00:13:28.440]  施洗約翰的洗禮的時候
[00:13:28.440 --> 00:13:32.000]  約翰是想拒絕的
[00:13:32.000 --> 00:13:33.320]  那麼耶穌說什麼呢?
[00:13:33.320 --> 00:13:35.000]  因為約翰為什麼呢?
[00:13:35.000 --> 00:13:37.640]  因為耶穌沒有罪要悔改
[00:13:37.640 --> 00:13:39.080]  為什麼要找他洗呢?
[00:13:39.080 --> 00:13:39.880]  耶穌說什麼呢?
[00:13:39.880 --> 00:13:41.840]  「暫且這樣做罷」
[00:13:41.840 --> 00:13:45.200]  因為這個是理行傳部義
[00:13:45.200 --> 00:13:47.040]  我們應該這樣做的
[00:13:47.040 --> 00:13:48.960]  只是這樣的原因而已
[00:13:48.960 --> 00:13:50.880]  而我們教會的洗禮
[00:13:50.880 --> 00:13:52.840]  是仕途所傳的洗禮
[00:13:52.840 --> 00:13:54.520]  已經不再是一個預表了
[00:13:54.520 --> 00:13:56.320]  基督已經來了
[00:13:56.320 --> 00:13:58.680]  我們洗禮是確認和肯定
[00:13:58.680 --> 00:14:00.200]  基督已經來了
[00:14:00.200 --> 00:14:01.800]  是基督在十字架上
[00:14:01.800 --> 00:14:03.280]  用祂自己的鮮血
[00:14:03.280 --> 00:14:04.840]  成就救恩
[00:14:04.840 --> 00:14:07.560]  為信祂的人的洗禮
[00:14:07.560 --> 00:14:09.520]  正如約翰所說
[00:14:09.520 --> 00:14:13.040]  基督是用聖靈的火
[00:14:13.040 --> 00:14:17.840]  聖靈和火給我們施洗的
[00:14:17.840 --> 00:14:20.880]  說到有學識的阿波羅的筆觸
[00:14:20.880 --> 00:14:23.360]  有學識的,他真的有學識的
[00:14:23.360 --> 00:14:25.720]  他看到自己的筆觸
[00:14:25.720 --> 00:14:29.800]  他肯不肯謙卑去面對呢?
[00:14:29.800 --> 00:14:31.960]  首先我感恩的是
[00:14:31.960 --> 00:14:34.640]  經文說出他火熱傳福音
[00:14:34.640 --> 00:14:35.640]  火熱傳福音
[00:14:35.640 --> 00:14:38.480]  我看到這個心裡火熱
[00:14:38.480 --> 00:14:40.640]  不是為了自己的
[00:14:40.640 --> 00:14:42.320]  二十五節都是心裡火熱
[00:14:42.320 --> 00:14:44.680]  火熱這個詞本身
[00:14:44.680 --> 00:14:47.040]  動詞本身是主動的
[00:14:47.040 --> 00:14:48.880]  但是我們看看其他譯本
[00:14:48.880 --> 00:14:52.120]  新漢語譯本說是靈裡火熱
[00:14:52.120 --> 00:14:54.320]  環球聖經譯本和呂振中譯本
[00:14:54.320 --> 00:14:57.400]  都譯為心靈火熱
[00:14:57.400 --> 00:15:02.200]  天主教你知道它怎麼叫聖靈
[00:15:02.200 --> 00:15:03.960]  它叫聖神
[00:15:03.960 --> 00:15:06.160]  所以這句天主教詩稿
[00:15:06.160 --> 00:15:11.920]  譯本譯為心神熱烈
[00:15:11.920 --> 00:15:16.360]  所以我們看到有一定的聖靈驅使
[00:15:16.360 --> 00:15:19.400]  令到阿波羅火熱地回應
[00:15:19.400 --> 00:15:22.080]  去講論和教導耶穌基督的事
[00:15:22.080 --> 00:15:23.640]  他不是他自己
[00:15:23.640 --> 00:15:25.400]  而是聖靈驅使他
[00:15:25.400 --> 00:15:29.960]  像不像我們剛信耶穌的時候
[00:15:29.960 --> 00:15:31.440]  我們剛信耶穌的時候
[00:15:31.440 --> 00:15:33.920]  我們對耶穌的信仰的內涵
[00:15:33.920 --> 00:15:35.680]  其實不是那麼清楚
[00:15:35.680 --> 00:15:38.680]  只是覺得耶穌很好
[00:15:38.680 --> 00:15:41.480]  我很想我身邊的人知道
[00:15:41.480 --> 00:15:44.360]  心裡被聖靈搞得很火熱
[00:15:44.360 --> 00:15:46.480]  所以就膽粗粗地
[00:15:46.480 --> 00:15:49.160]  主動地到處跟人說耶穌
[00:15:49.160 --> 00:15:52.040]  我們很多都曾經有這樣的經歷
[00:15:52.040 --> 00:15:54.160]  但都很多時候撞板
[00:15:54.160 --> 00:15:56.280]  經常被人問到口啞
[00:15:56.280 --> 00:15:57.840]  不知道怎麼回應
[00:15:57.840 --> 00:15:59.440]  於是我們怎麼做呢?
[00:15:59.440 --> 00:16:03.800]  回教會請教牧者和資深的弟兄姊妹
[00:16:03.800 --> 00:16:08.880]  更重要的是報名上主教學
[00:16:08.880 --> 00:16:10.680]  充實自己
[00:16:10.680 --> 00:16:13.040]  主教學開學了
[00:16:13.040 --> 00:16:16.480]  報名了記得上課
[00:16:16.480 --> 00:16:17.880]  阿波羅就是這樣的人
[00:16:17.880 --> 00:16:19.120]  他謙卑受教
[00:16:19.120 --> 00:16:21.880]  請大家一起讀十八章二十六節
[00:16:21.880 --> 00:16:36.520]  精準講解
[00:16:36.520 --> 00:16:37.360]  好了
[00:16:37.360 --> 00:16:40.320]  有見識而又能夠謙卑的人
[00:16:40.320 --> 00:16:42.040]  其實真的不多
[00:16:42.040 --> 00:16:44.040]  而且我相信這種人
[00:16:44.040 --> 00:16:47.800]  一定是很有勇氣的人
[00:16:47.800 --> 00:16:49.400]  有膽識才會這樣做
[00:16:49.400 --> 00:16:50.480]  從經文我看到
[00:16:50.480 --> 00:16:53.600]  阿波羅絕對是一個有勇氣的人
[00:16:53.600 --> 00:16:56.400]  他夠膽在猶太人的會堂裡
[00:16:56.400 --> 00:16:59.640]  放膽講道
[00:16:59.640 --> 00:17:02.280]  所以他更加夠膽去接受
[00:17:02.280 --> 00:17:05.800]  其他人的指正和教導
[00:17:05.800 --> 00:17:08.800]  出身於亞歷山大城的他
[00:17:08.800 --> 00:17:10.320]  有學問有學識
[00:17:10.320 --> 00:17:15.480]  絕對是一個優秀的猶太知識分子
[00:17:15.480 --> 00:17:16.800]  相反
[00:17:16.800 --> 00:17:21.160]  阿基拉、伯基拉他們是什麼人?
[00:17:21.160 --> 00:17:24.320]  賣報的小販而已
[00:17:24.320 --> 00:17:27.080]  只是評訊徒
[00:17:27.080 --> 00:17:29.240]  一般老百姓
[00:17:29.240 --> 00:17:32.120]  但阿波羅這個知識分子
[00:17:32.120 --> 00:17:35.520]  沒有看低賣報的小販
[00:17:35.520 --> 00:17:38.680]  反而謙卑地承認自己不足
[00:17:38.680 --> 00:17:42.760]  跟著他們回家去接受教導
[00:17:42.760 --> 00:17:44.360]  在他們的教導之下
[00:17:44.360 --> 00:17:48.200]  比較一下二十五節和二十六節有什麼分別
[00:17:48.200 --> 00:17:49.520]  二十五節那裡
[00:17:49.520 --> 00:17:52.920]  阿波羅已經是主的道上受到訓練了
[00:17:52.920 --> 00:17:56.080]  能夠正確地去講解
[00:17:56.080 --> 00:17:58.080]  現在受到教導之後
[00:17:58.080 --> 00:18:01.200]  神的道他能夠更加可以
[00:18:01.200 --> 00:18:04.360]  從伯基拉、阿基拉那裡知道之後
[00:18:04.360 --> 00:18:09.160]  更加更正確地去講解
[00:18:09.160 --> 00:18:10.320]  本來已經好了
[00:18:10.320 --> 00:18:13.080]  現在更好
[00:18:13.080 --> 00:18:15.440]  另一方面我們再看到是什麼呢?
[00:18:15.440 --> 00:18:19.000]  伯基拉、阿基拉他們見到阿波羅不足的時候
[00:18:19.000 --> 00:18:20.360]  他們沒有公開指證他
[00:18:20.360 --> 00:18:21.680]  沒有公開罵他
[00:18:21.680 --> 00:18:26.480]  只是接他回來私底下教導、講道、講解
[00:18:26.480 --> 00:18:30.280]  這種信徒之間很平和的相交
[00:18:30.280 --> 00:18:35.720]  這個是真正的用愛心說誠實話
[00:18:35.720 --> 00:18:41.880]  是我們今天教會必須要有的一種愛的相交
[00:18:41.880 --> 00:18:43.480]  相反
[00:18:43.480 --> 00:18:44.720]  你有沒有見過一些
[00:18:44.720 --> 00:18:47.200]  或者經歷過一些相反的例子呢?
[00:18:47.200 --> 00:18:49.320]  結果會是怎樣呢?
[00:18:49.320 --> 00:18:54.040]  經歷過的會不會痛心呢?
[00:18:54.040 --> 00:18:58.440]  有時候我會半開玩笑地跟弟兄姊妹說
[00:18:58.440 --> 00:19:02.080]  教會就是世界的縮影
[00:19:02.080 --> 00:19:04.280]  其實一點都不好笑
[00:19:04.280 --> 00:19:05.720]  其實很悲哀
[00:19:05.720 --> 00:19:09.760]  為什麼教會要刺這個世界呢?
[00:19:09.760 --> 00:19:11.280]  不講這麼多負面的東西
[00:19:11.280 --> 00:19:13.280]  請大家一起讀一下經文
[00:19:13.280 --> 00:19:15.760]  27至28
[00:19:15.760 --> 00:19:38.960]  (國語)
[00:19:38.960 --> 00:19:44.120]  謙卑的阿波羅接受了伯吉拉阿居拉無私教導之後
[00:19:44.120 --> 00:19:48.080]  他因此得到真正的發揮
[00:19:48.080 --> 00:19:50.200]  27至28反映出
[00:19:50.200 --> 00:19:52.600]  阿波羅對於阿波羅的教導
[00:19:52.600 --> 00:19:56.800]  伊弗所的信徒是非常信任的
[00:19:56.800 --> 00:19:58.800]  所以當他說要去阿該亞
[00:19:58.800 --> 00:20:01.880]  即是哥倫多教會的地方
[00:20:01.880 --> 00:20:05.760]  這班伊弗所的信徒不單止是勉勵他
[00:20:05.760 --> 00:20:07.520]  甚至是寫推薦信
[00:20:07.520 --> 00:20:12.440]  叫當地的門徒接納他
