
[00:00:00.000 --> 00:00:05.320]  可否借大家的掌聲給一班弟兄姊妹
[00:01:49.840 --> 00:01:53.960]  可能他們面對的是學校要追回很多之前的進度
[00:01:53.960 --> 00:01:56.240]  要取回很多不同的成績
[00:01:56.240 --> 00:02:00.760]  又或者是過去少了很多跟人實體的相處
[00:02:00.760 --> 00:02:02.960]  帶來的是很多不同人與人之間
[00:02:02.960 --> 00:02:04.960]  他們面對很多不同的障礙
[00:02:04.960 --> 00:02:07.240]  可能相信對於大家來說
[00:02:07.240 --> 00:02:08.920]  我猜可能或多或少
[00:02:08.920 --> 00:02:09.840]  你都會同意的
[00:02:09.840 --> 00:02:11.640]  因為這些東西都影響著大家
[00:02:11.640 --> 00:02:14.640]  或者都是大家正在面對的
[00:02:14.640 --> 00:02:15.560]  最近我不知道
[00:02:15.560 --> 00:02:17.800]  前一陣子你有沒有看過一套電影
[00:02:17.800 --> 00:02:20.320]  這套電影叫《年少日記》
[00:02:20.320 --> 00:02:22.400]  這套電影如果大家有看過的話
[00:02:22.400 --> 00:02:23.440]  可能你都會知道
[00:02:23.440 --> 00:02:25.120]  當中是在說一些
[00:02:25.120 --> 00:02:27.960]  原生家庭的問題帶來的傷痛
[00:02:27.960 --> 00:02:31.920]  同時也是在說一些學生心理健康的問題
[00:02:31.920 --> 00:02:33.920]  甚至是自殺的問題
[00:02:33.920 --> 00:02:35.400]  當我們看的時候
[00:02:35.400 --> 00:02:37.840]  我不知道你有沒有一種共鳴
[00:02:37.840 --> 00:02:43.160]  可能這些東西都是現在香港同樣發生的現象
[00:02:43.160 --> 00:02:44.760]  確實有很多年青人
[00:02:44.760 --> 00:02:47.600]  面對著很多情緒壓力的困擾
[00:02:47.600 --> 00:02:50.880]  甚至有很多自殺的問題
[00:02:50.880 --> 00:02:52.880]  最近我看了一個IG
[00:02:52.880 --> 00:02:54.320]  一個年青人的調查
[00:02:54.320 --> 00:02:57.680]  我不知道你同樣是不是也有這些情況
[00:02:57.680 --> 00:03:01.080]  當中說64.5%的年青人
[00:03:01.080 --> 00:03:03.160]  面對著現時的處境的時候
[00:03:03.160 --> 00:03:07.200]  他覺得這個地方不知道還可以做些什麼
[00:03:07.200 --> 00:03:10.560]  也有64%的年青人說
[00:03:10.560 --> 00:03:12.400]  他很同意一件事就是
[00:03:12.400 --> 00:03:13.760]  今天不知道明天的事
[00:03:13.760 --> 00:03:17.400]  確實也不知道怎樣去為將來打算
[00:03:17.400 --> 00:03:20.920]  頂展哥我不知道這些是不是你心中的想法
[00:03:20.920 --> 00:03:24.360]  或者說面對著時下的環境
[00:03:24.360 --> 00:03:27.640]  好像有很多自我迷惘在當中
[00:03:27.640 --> 00:03:30.160]  我會問的是當我看到這些東西的時候
[00:03:30.160 --> 00:03:31.520]  我作為目者
[00:03:31.520 --> 00:03:36.960]  我會問的是信仰怎樣可以幫助這個年代的年青人
[00:03:36.960 --> 00:03:40.520]  怎樣去用眼光去看現在的處境呢?
[00:03:40.520 --> 00:03:42.200]  今年青少年報的主題是
[00:03:42.200 --> 00:03:45.280]  Transform Our Lives Going for Christ
[00:03:45.280 --> 00:03:48.760]  確實我們青少年報很想跟一群年青人一起去學習
[00:03:48.760 --> 00:03:51.000]  生命學習被神去轉化
[00:03:51.000 --> 00:03:52.560]  還有時間學習的是
[00:03:52.560 --> 00:03:54.720]  我們怎樣成為一個吸引眼球的生命
[00:03:54.720 --> 00:03:57.480]  在這個世代裏面繼續去發光
[00:03:57.480 --> 00:04:01.400]  肥辣比書一章的12到26節
[00:04:01.400 --> 00:04:02.680]  即是今天的講道經文
[00:04:02.680 --> 00:04:05.640]  其實是我們今年青少年報的主題經文
[00:04:05.640 --> 00:04:09.520]  盼望今天的經文同樣對我們生命說話
[00:04:09.520 --> 00:04:11.560]  頂展哥我不知道此時此刻
[00:04:11.560 --> 00:04:14.680]  你的生命面對著什麼樣的光景
[00:04:14.680 --> 00:04:16.200]  同樣我相信的是
[00:04:16.200 --> 00:04:18.480]  保留生命同樣成為我們的提醒
[00:04:18.480 --> 00:04:20.680]  我們先讀一讀今天的經文
[00:04:20.680 --> 00:04:22.840]  是肥辣比書一章12到26節
[00:04:22.840 --> 00:04:24.200]  準備起
[00:04:24.200 --> 00:04:25.560]  弟兄們
[00:04:25.560 --> 00:04:27.280]  我要你們知道
[00:04:27.280 --> 00:04:28.880]  我所遭遇的事
[00:04:28.880 --> 00:04:31.200]  反而是福音近興旺
[00:04:31.200 --> 00:04:34.080]  以至如迎全君和其餘的人
[00:04:34.080 --> 00:04:38.080]  都知道我是為基督的緣故受困所的
[00:04:38.080 --> 00:04:40.600]  而且那在主裡的弟兄
[00:04:40.600 --> 00:04:44.160]  多半因我受的困所而篤信不疑
[00:04:44.160 --> 00:04:47.480]  越發放膽無所懼怕地傳道
[00:04:47.480 --> 00:04:51.000]  有些人傳基督是出於嫉妒憤憎
[00:04:51.000 --> 00:04:53.200]  有些人是出於好意
[00:04:53.200 --> 00:04:55.200]  後者是出於愛心
[00:04:55.200 --> 00:04:58.800]  知道我奉差遣是為福音辯護的
[00:04:58.800 --> 00:05:01.680]  前者傳基督是出於自私
[00:05:01.680 --> 00:05:02.960]  動機不遂
[00:05:02.960 --> 00:05:06.760]  企圖要加增我所的負錯
[00:05:06.760 --> 00:05:08.320]  這又何妨呢
[00:05:08.320 --> 00:05:10.640]  或是假意或是真心
[00:05:10.640 --> 00:05:11.840]  無論如何
[00:05:11.840 --> 00:05:13.960]  只要基督被傳開了
[00:05:13.960 --> 00:05:15.960]  為此我就歡喜
[00:05:15.960 --> 00:05:17.360]  我還要歡喜
[00:05:17.360 --> 00:05:18.760]  因為我知道
[00:05:18.760 --> 00:05:23.480]  這是藉著你們的祈禱和耶穌基督的靈的幫助
[00:05:23.480 --> 00:05:25.920]  終必使我得到釋放
[00:05:25.920 --> 00:05:29.160]  這就是我所切勿所盼望的
[00:05:29.160 --> 00:05:31.760]  會有一事能使我羞愧
[00:05:31.760 --> 00:05:34.280]  反倒凡事坦然無懼
[00:05:34.280 --> 00:05:36.080]  無論是生是死
[00:05:36.080 --> 00:05:39.880]  總要讓基督在我身上照常顯大
[00:05:39.880 --> 00:05:42.080]  因為我活著就是基督
[00:05:42.080 --> 00:05:43.960]  死了就有益處
[00:05:43.960 --> 00:05:46.280]  但是我在肉身活著
[00:05:46.280 --> 00:05:48.560]  若能有工作的成果
[00:05:48.560 --> 00:05:51.360]  我就不知道該挑選什麼
[00:05:51.360 --> 00:05:54.160]  我處在兩難之間
[00:05:54.160 --> 00:05:56.960]  我情願離世與基督同在
[00:05:56.960 --> 00:05:59.360]  因為這是好得無比的
[00:05:59.360 --> 00:06:03.280]  然而我為你們肉身活著更加要緊
[00:06:03.280 --> 00:06:05.280]  既然我這樣深信
[00:06:05.280 --> 00:06:07.880]  就知道仍要留在世間
[00:06:07.880 --> 00:06:10.480]  且與你們眾人一起存立
[00:06:10.480 --> 00:06:14.760]  使你們在所信的道上又長進又喜樂
[00:06:14.760 --> 00:06:17.360]  為了我相信在世
[00:06:17.360 --> 00:06:20.960]  你們在基督耶穌裡的誇耀愉快
[00:06:20.960 --> 00:06:22.960]  讓我們一起祈禱吧
[00:06:22.960 --> 00:06:25.560]  主願祢帶領我們
[00:06:25.560 --> 00:06:27.160]  讓我們在這個過程中
[00:06:27.160 --> 00:06:28.760]  主願祢開我們的眼睛
[00:06:28.760 --> 00:06:29.880]  讓我們看見
[00:06:29.880 --> 00:06:32.560]  祢透過經文帶給我們的提醒
[00:06:32.560 --> 00:06:33.560]  主願祢帶領我們
[00:06:33.560 --> 00:06:34.280]  祈禱交托
[00:06:34.280 --> 00:06:35.080]  奉主名求
[00:06:35.080 --> 00:06:36.080]  阿們
[00:06:36.480 --> 00:06:39.480]  先講講剛才大家讀的經文
[00:06:39.480 --> 00:06:42.280]  先講講肥立比書的背景
[00:06:42.280 --> 00:06:46.280]  肥立比書其實是保羅所寫的其中一封監獄書信
[00:06:46.280 --> 00:06:48.680]  讓大家看看剛才大家讀的經文
[00:06:48.680 --> 00:06:50.680]  其實在13節已經提到
[00:06:50.680 --> 00:06:53.880]  保羅已經身處監獄
[00:06:53.880 --> 00:06:55.480]  當我們看這段經文的時候
[00:06:55.480 --> 00:06:56.480]  都猜想突然之間
[00:06:56.480 --> 00:06:57.880]  我們先代入一下
[00:06:57.880 --> 00:07:00.880]  保羅的處境是什麼
[00:07:00.880 --> 00:07:02.680]  他面對當時的情況
[00:07:02.680 --> 00:07:05.080]  以及他回應的心態是什麼
[00:07:05.080 --> 00:07:07.080]  其實我會問的是
[00:07:07.080 --> 00:07:10.480]  當時肥立比教會又面對著什麼問題呢?
[00:07:10.480 --> 00:07:12.680]  當我們看肥立比書不同的經文
[00:07:12.680 --> 00:07:14.080]  其實我們會看見的是
[00:07:14.080 --> 00:07:15.880]  原來當時肥立比教會
[00:07:15.880 --> 00:07:18.280]  一方面他面對著苦難和逼迫
[00:07:18.280 --> 00:07:20.480]  所以保羅就在用自身的經歷
[00:07:20.480 --> 00:07:23.280]  去勉勵他們如何面對眼前的苦難
[00:07:23.280 --> 00:07:25.080]  但同一時間
[00:07:25.080 --> 00:07:27.480]  肥立比教會同樣都面對著一些
[00:07:27.480 --> 00:07:30.280]  教會不和和不合一的問題
[00:07:30.280 --> 00:07:32.680]  保羅同樣都用他自身的經歷
[00:07:32.680 --> 00:07:35.280]  去勉勵那群肥立比的信徒
[00:07:35.280 --> 00:07:38.680]  當我們看剛才大家讀的第十二至十四節
[00:07:38.680 --> 00:07:43.080]  我們會看見保羅先去跟肥立比教會的信徒分享
[00:07:43.080 --> 00:07:46.080]  他所遭遇的事情是什麼
[00:07:46.080 --> 00:07:48.280]  其實在第七節
[00:07:48.280 --> 00:07:51.280]  大家讀的經文之前那幾節
[00:07:51.280 --> 00:07:55.280]  其實都已經提到保羅已經在困所裡
[00:07:55.280 --> 00:07:57.280]  當我們看第十三節的時候
[00:07:57.280 --> 00:07:58.280]  剛才大家讀的
[00:07:58.280 --> 00:08:00.680]  我們會看見原來保羅在當中
[00:08:00.680 --> 00:08:03.280]  其實是為基督的緣故受困所
[00:08:03.280 --> 00:08:05.880]  就是說他在監獄裡
[00:08:05.880 --> 00:08:06.880]  特別的是
[00:08:06.880 --> 00:08:08.280]  遭遇這個字
[00:08:08.280 --> 00:08:11.680]  在原文是有一種持續發生的意思
[00:08:11.680 --> 00:08:14.280]  所以原來保羅在監獄裡
[00:08:14.280 --> 00:08:17.480]  其實已經有一段很長的時間了
[00:08:17.480 --> 00:08:21.880]  我相信面對著長期被囚的處境
[00:08:21.880 --> 00:08:23.480]  或者對於很多人來說
[00:08:23.480 --> 00:08:26.280]  甚至對於當時的肥立比信徒來說
[00:08:26.280 --> 00:08:27.480]  他看這件事
[00:08:27.480 --> 00:08:29.680]  可能都會覺得很困難
[00:08:29.680 --> 00:08:32.680]  或者都不是什麼正面的處境
[00:08:32.680 --> 00:08:34.280]  人被囚
[00:08:34.280 --> 00:08:35.880]  看來是一件負面的事
[00:08:35.880 --> 00:08:37.480]  使徒被囚
[00:08:37.480 --> 00:08:39.480]  其實更加等於失去自由
[00:08:39.480 --> 00:08:43.480]  他的福音工作受到很大很大的限制
[00:08:43.480 --> 00:08:45.680]  不過對於保羅來說
[00:08:45.680 --> 00:08:47.080]  他看到的是什麼呢
[00:08:47.080 --> 00:08:50.680]  他看到的是使福音更興旺
[00:08:50.680 --> 00:08:52.280]  在第十二到第十三節
[00:08:52.280 --> 00:08:53.280]  保羅很特別
[00:08:53.280 --> 00:08:56.080]  他將困所這個負面的詞語
[00:08:56.080 --> 00:08:59.280]  和興旺這個正面的詞語放在一起
[00:08:59.280 --> 00:09:00.680]  他很想帶出的是
[00:09:00.680 --> 00:09:04.080]  其實他沒有被負面的環境所影響
[00:09:04.080 --> 00:09:07.080]  這些環境沒有令他變得更加負面
[00:09:07.080 --> 00:09:08.680]  甚至是自暴自棄
[00:09:08.680 --> 00:09:11.680]  他反而是用積極正面的眼光
[00:09:11.680 --> 00:09:14.080]  態度去回應
[00:09:14.080 --> 00:09:16.280]  當我們看整個第一章
[00:09:16.280 --> 00:09:18.880]  其實我們會看到保羅專注的一件事
[00:09:18.880 --> 00:09:22.080]  就是在福音的發展上
[00:09:22.080 --> 00:09:24.680]  他不是專注在他眼前
[00:09:24.680 --> 00:09:26.680]  在監獄裡的經歷
[00:09:26.680 --> 00:09:27.680]  在這裡
[00:09:27.680 --> 00:09:31.280]  我們也會看到保羅的人生觀是什麼
[00:09:31.280 --> 00:09:32.280]  一方面
[00:09:32.280 --> 00:09:36.280]  他所遭遇的情景是人體負面的困所
[00:09:36.280 --> 00:09:39.280]  不過另一方面他更加專注的是
[00:09:39.280 --> 00:09:41.280]  原來神藉著他的遭遇
[00:09:41.280 --> 00:09:43.680]  令到福音更加興旺
[00:09:43.680 --> 00:09:45.480]  保羅看到的是這兩件事
[00:09:45.480 --> 00:09:49.280]  同時都能夠並存在他的生命裡
[00:09:49.280 --> 00:09:50.480]  對於保羅來說
[00:09:50.480 --> 00:09:54.080]  負面的人生不會成為負面的人生觀
[00:09:54.080 --> 00:09:56.680]  令他繼續在人生裡向前行
[00:09:56.680 --> 00:09:58.480]  環境帶來的困難
[00:09:58.480 --> 00:10:02.680]  同樣不會令他陷於一個完全的負面裡面
[00:10:02.680 --> 00:10:04.280]  當我看到這個時候
[00:10:04.280 --> 00:10:05.480]  我都會問的是
[00:10:05.480 --> 00:10:07.080]  突然之間對我們來說
[00:10:07.080 --> 00:10:08.880]  可能都很難吧
[00:10:08.880 --> 00:10:10.680]  環境裡面很多東西
[00:10:10.680 --> 00:10:13.680]  我們看到的是很實際地被影響著
[00:10:13.680 --> 00:10:15.280]  經濟很差
[00:10:15.280 --> 00:10:16.880]  環境帶來很大壓力
[00:10:16.880 --> 00:10:18.080]  很多事情很忙
[00:10:18.080 --> 00:10:19.480]  很多事情要適應
[00:10:19.480 --> 00:10:20.280]  啊
[00:10:20.280 --> 00:10:23.280]  怎樣能夠去正面呢
[00:10:23.280 --> 00:10:25.680]  跟大家分享一個年輕人的故事
[00:10:25.680 --> 00:10:26.880]  這位年輕人
[00:10:26.880 --> 00:10:29.680]  我在青少年的足球隊認識他
[00:10:29.680 --> 00:10:35.480]  上星期我們足球隊和另一間教會進行比賽
[00:10:35.480 --> 00:10:38.280]  那天年輕人聽授課的時候
[00:10:38.280 --> 00:10:40.680]  他一聽到自己不是正選出場
[00:10:40.680 --> 00:10:44.880]  他心裡立刻擺出了一副很不鋸的態度
[00:10:44.880 --> 00:10:47.480]  聽授課的時候很不專心
[00:10:47.480 --> 00:10:51.480]  然後熱身的時候他自己坐在一旁不熱身
[00:10:51.480 --> 00:10:53.480]  我就走過去問他
[00:10:53.480 --> 00:10:55.480]  究竟發生什麼事
[00:10:55.480 --> 00:10:57.480]  他就這樣說
[00:10:57.480 --> 00:10:58.880]  沒有的
[00:10:58.880 --> 00:11:00.880]  我又沒有來練球
[00:11:00.880 --> 00:11:01.880]  我廢的
[00:11:01.880 --> 00:11:03.080]  沒得救的
[00:11:03.080 --> 00:11:03.880]  沒有的
[00:11:03.880 --> 00:11:05.280]  生氣可以怎樣
[00:11:05.280 --> 00:11:06.680]  我小朋友來的
[00:11:06.680 --> 00:11:07.480]  就這樣吧
[00:11:07.480 --> 00:11:08.880]  我整個小朋友就這樣
[00:11:08.880 --> 00:11:13.480]  當我聽到他這樣說的時候
[00:11:13.480 --> 00:11:14.480]  我感受到的是
[00:11:14.480 --> 00:11:16.280]  他有很大的怨氣
[00:11:16.280 --> 00:11:17.880]  很多的情緒
[00:11:17.880 --> 00:11:19.880]  我就嘗試去鼓勵他
[00:11:19.880 --> 00:11:21.480]  一會兒要努力
[00:11:21.480 --> 00:11:22.680]  有得出場的
[00:11:22.680 --> 00:11:25.280]  之後確實他真的有得出場
[00:11:25.280 --> 00:11:28.280]  其實他大部分的時間都踢得非常好
[00:11:28.280 --> 00:11:31.280]  不過在下半場的時候
[00:11:31.280 --> 00:11:32.880]  因為兩個失誤
[00:11:32.880 --> 00:11:36.880]  令到球隊短期內被人反超了
[00:11:36.880 --> 00:11:38.880]  在被入球的那一刻
[00:11:38.880 --> 00:11:40.880]  這位弟兄突然做了一件事
[00:11:40.880 --> 00:11:44.880]  他突然坐在球場上狂喊
[00:11:44.880 --> 00:11:46.680]  他很內疚
[00:11:46.680 --> 00:11:50.880]  他覺得是連番的失誤令到球隊輸球
[00:11:50.880 --> 00:11:54.280]  之後我有機會抓這個年輕人
[00:11:54.280 --> 00:11:55.680]  一起再去聊天
[00:11:55.680 --> 00:11:59.680]  去關心一下他究竟是什麼狀態
[00:11:59.680 --> 00:12:02.280]  不過他在當中分享了多一點
[00:12:02.280 --> 00:12:03.680]  不是在球場上的事
[00:12:03.680 --> 00:12:05.280]  而是生活上所面對的事
[00:12:05.280 --> 00:12:06.280]  他分享到的是
[00:12:06.280 --> 00:12:09.280]  在學校裏面面對著很多的挫敗感
[00:12:09.280 --> 00:12:10.680]  很多事做得不好
[00:12:10.680 --> 00:12:11.880]  被人說
[00:12:11.880 --> 00:12:13.280]  內疚自責
[00:12:13.280 --> 00:12:14.880]  之後有情緒
[00:12:14.880 --> 00:12:16.880]  有情緒的時候同樣繼續被人說
[00:12:16.880 --> 00:12:19.680]  之後再有情緒
[00:12:19.680 --> 00:12:22.880]  循循環環在這個循環裏面
[00:12:22.880 --> 00:12:24.080]  面對著這個年輕人
[00:12:24.080 --> 00:12:24.880]  坦白說
[00:12:24.880 --> 00:12:26.880]  我心裏面有很多感受
[00:12:26.880 --> 00:12:28.280]  我同樣更加體會的是
[00:12:28.280 --> 00:12:30.480]  原來我們有時人
[00:12:30.480 --> 00:12:31.880]  被環境影響的時候
[00:12:31.880 --> 00:12:35.680]  我們慢慢很多時候都會傾向想很多負面的事
[00:12:35.680 --> 00:12:37.680]  或者好像我們這樣
[00:12:37.680 --> 00:12:39.480]  可能受著很多環境的影響
[00:12:39.480 --> 00:12:41.680]  都會覺得好像沒有什麼出路
[00:12:41.680 --> 00:12:43.880]  感覺好像被困
[00:12:43.880 --> 00:12:46.680]  我們慢慢的人生會變成怎樣呢
[00:12:46.680 --> 00:12:48.080]  可能我們會專注的是
[00:12:48.080 --> 00:12:49.880]  我們有很多限制
[00:12:49.880 --> 00:12:51.280]  很多不足
[00:12:51.280 --> 00:12:53.080]  很多失去
[00:12:53.080 --> 00:12:54.880]  慢慢這些東西
[00:12:54.880 --> 00:12:57.480]  都會卡住我們的生命
[00:12:57.480 --> 00:12:58.280]  弟兄姊妹
[00:12:58.280 --> 00:12:59.680]  很想問問大家
[00:12:59.680 --> 00:13:01.080]  此時此刻
[00:13:01.080 --> 00:13:02.480]  你的生命
[00:13:02.480 --> 00:13:05.680]  有沒有被什麼東西卡住了呢
[00:13:05.680 --> 00:13:07.480]  是那些遭遇
[00:13:07.480 --> 00:13:08.880]  是那些經歷
[00:13:08.880 --> 00:13:11.880]  還是那些環境呢
[00:13:11.880 --> 00:13:13.080]  當我們回看經文
[00:13:13.080 --> 00:13:14.880]  保羅提醒了我們一件事
[00:13:14.880 --> 00:13:16.080]  其實他說
[00:13:16.080 --> 00:13:18.080]  無論環境是怎樣
[00:13:18.080 --> 00:13:20.680]  其實我們都可以有不一樣的眼光
[00:13:20.680 --> 00:13:22.480]  去看眼前的環境
[00:13:22.480 --> 00:13:24.280]  在第十三節他提到
[00:13:24.280 --> 00:13:26.080]  現在他受的困所
[00:13:26.080 --> 00:13:27.080]  是為什麼呢
[00:13:27.080 --> 00:13:28.480]  是為基督的緣故
[00:13:28.480 --> 00:13:29.880]  For Christ
[00:13:29.880 --> 00:13:32.280]  原文這裡其實有另一個譯法
[00:13:32.280 --> 00:13:33.280]  他就是說
[00:13:33.280 --> 00:13:37.080]  我所受的困所已經顯明是在基督裡的
[00:13:37.080 --> 00:13:38.480]  保羅正正帶出的就是
[00:13:38.480 --> 00:13:41.680]  原來受困所這件事是他在基督裡面的一部分
[00:13:41.680 --> 00:13:45.080]  當他選擇將生命獻上為主的時候
[00:13:45.080 --> 00:13:47.880]  他知道原來困所是為基督
[00:13:47.880 --> 00:13:49.680]  受苦是為基督
[00:13:49.680 --> 00:13:53.280]  人生的遭遇同樣都是為基督
[00:13:53.280 --> 00:13:55.280]  當他知道這一切是為基督
[00:13:55.280 --> 00:13:56.880]  而不是為自己的時候
[00:13:56.880 --> 00:13:58.480]  他原來知道的是
[00:13:58.480 --> 00:14:00.680]  眼前的這些遭遇
[00:14:00.680 --> 00:14:03.680]  並不等於他人生的結局
[00:14:03.680 --> 00:14:04.280]  頂智慧
[00:14:04.280 --> 00:14:05.480]  所以我們看到的是
[00:14:05.480 --> 00:14:07.280]  原來為基督是在說什麼呢
[00:14:07.280 --> 00:14:08.680]  原來為基督的是在說
[00:14:08.680 --> 00:14:11.480]  我們生命願意被神轉化
[00:14:11.480 --> 00:14:14.280]  確實可能我們仍然身處在困境裡面
[00:14:14.280 --> 00:14:18.280]  但是我們不會被這個困境來拖垮我們的生命
[00:14:18.280 --> 00:14:20.280]  同樣我們為神的緣故
[00:14:20.280 --> 00:14:22.280]  我們能夠用神的眼光
[00:14:22.280 --> 00:14:25.080]  去看眼前的遭遇和環境
[00:14:25.080 --> 00:14:27.680]  確實我想要被神轉化
[00:14:27.680 --> 00:14:30.680]  確實不是一聲叮就可以解決
[00:14:30.680 --> 00:14:32.480]  確實都是一個歷程
[00:14:32.480 --> 00:14:34.280]  但是頂智慧很想苦心自問
[00:14:34.280 --> 00:14:35.880]  去問自己的是
[00:14:35.880 --> 00:14:40.480]  我們的生命有沒有願意開放被神去引領呢
[00:14:40.480 --> 00:14:44.880]  我們又是否相信我們的生命是被神引導呢
[00:14:44.880 --> 00:14:47.880]  我們又願不願意由自己的眼光
[00:14:47.880 --> 00:14:52.280]  放在我們用神的眼光去看眼前的事呢
[00:14:52.280 --> 00:14:53.680]  保羅的生命提醒我們
[00:14:53.680 --> 00:14:56.880]  確實當我們身處在那個光景裡面的時候
[00:14:56.880 --> 00:14:59.680]  可能我們都不知道為什麼會是這樣
[00:14:59.680 --> 00:15:02.280]  但是很想先去問自己的是
[00:15:02.280 --> 00:15:06.480]  我們又願不願意被神轉化我們的眼光呢
[00:15:06.480 --> 00:15:10.080]  確實當保羅被上帝轉化他的生命的時候
[00:15:10.080 --> 00:15:12.680]  確實他眼前的環境還未能過
[00:15:12.680 --> 00:15:15.480]  不過我們在經文裡面會看到的是
[00:15:15.480 --> 00:15:19.680]  他這個經歷同樣帶給身邊的人很大的影響
[00:15:19.680 --> 00:15:21.680]  當我們看第十三節的時候
[00:15:21.680 --> 00:15:23.680]  我們會看到保羅的見證
[00:15:23.680 --> 00:15:26.080]  帶給看守他的軍人看到的是
[00:15:26.080 --> 00:15:29.680]  原來他被困其實是為基督的緣故
[00:15:29.680 --> 00:15:33.680]  帶給一些非信徒的群體有很大的影響
[00:15:33.680 --> 00:15:35.880]  而同時對於信徒的群體來說
[00:15:35.880 --> 00:15:38.080]  當我們剛才看第十四節的時候
[00:15:38.080 --> 00:15:40.480]  我們會看到的是保羅的生命見證
[00:15:40.480 --> 00:15:44.280]  讓菲勒比多半的信徒都能夠篤信不疑
[00:15:44.280 --> 00:15:48.080]  更加放膽,更加沒有更大的險去傳福音
[00:15:48.080 --> 00:15:49.480]  我們可以看到的是
[00:15:49.480 --> 00:15:52.080]  菲勒比信徒信心的加增的原因
[00:15:52.080 --> 00:15:55.480]  其實正正是受保羅受困縮的見證
[00:15:55.480 --> 00:15:57.480]  同樣成為他們的鼓勵
[00:15:57.480 --> 00:16:00.680]  的確,被囚、被困
[00:16:00.680 --> 00:16:02.880]  不合制保羅的生命
[00:16:02.880 --> 00:16:04.880]  他清楚知道一件事
[00:16:04.880 --> 00:16:07.080]  就是他的生命是為主
[00:16:07.080 --> 00:16:10.280]  他所專注的不是眼前的困難
[00:16:10.280 --> 00:16:12.480]  而是臣用他的見證
[00:16:12.480 --> 00:16:16.680]  讓更加多的人走在信仰的路上
[00:16:16.680 --> 00:16:19.680]  頂尖會說,我想保羅的生命同樣挑戰我們
[00:16:19.680 --> 00:16:21.680]  當我們的生命說要被轉化
[00:16:21.680 --> 00:16:25.080]  我想我們的生命故事同樣能夠成為別人的鼓勵
[00:16:25.080 --> 00:16:26.880]  確實,可能我們身邊的人
[00:16:26.880 --> 00:16:29.880]  和我們都面對著差不多的處境
[00:16:29.880 --> 00:16:33.480]  但同樣,我們用不一樣的眼光去面對的時候
[00:16:33.480 --> 00:16:36.080]  都同樣能夠影響身邊的人
[00:16:36.080 --> 00:16:39.280]  頂尖會現在很想邀請一位年輕人分享
[00:16:39.280 --> 00:16:44.080]  他同樣如何被生命轉化的故事
[00:16:44.080 --> 00:16:46.080]  他的名字叫藍叔
[00:16:46.080 --> 00:16:48.680]  不過他是一位大學生
[00:16:48.680 --> 00:16:50.680]  邀請藍叔
[00:16:50.680 --> 00:16:55.680]  (掌聲)
[00:16:55.680 --> 00:16:57.680]  各位兄弟姐妹,大家好
[00:16:57.680 --> 00:16:59.880]  我是Focus全體大專組
[00:16:59.880 --> 00:17:01.280]  Year 3的藍叔
[00:17:01.280 --> 00:17:03.880]  我現在是一名大專的導師
[00:17:03.880 --> 00:17:06.080]  其實我不是一個信義袋
