
[00:00:00.000 --> 00:00:06.560]  很開心,剛才在中午和午間我碰到我的中學同學
[00:02:12.760 --> 00:02:15.120]  比香港多一半的人口
[00:02:15.120 --> 00:02:17.840]  但是他們在諾貝爾獎裡面
[00:02:17.840 --> 00:02:20.640]  他們得獎的比率是22%
[00:02:20.640 --> 00:02:22.480]  就是五個裡面有一個是猶太人
[00:02:22.480 --> 00:02:23.960]  諾貝爾獎很誇張
[00:02:23.960 --> 00:02:25.440]  我們香港拍電影那麼厲害
[00:02:25.440 --> 00:02:27.280]  都沒有五個一個拿奧斯卡
[00:02:27.280 --> 00:02:29.760]  我們都沒有那麼厲害
[00:02:29.760 --> 00:02:33.920]  在歷史上他們自從孔子的時候亡國
[00:02:33.920 --> 00:02:35.880]  經歷了2500年之後
[00:02:35.880 --> 00:02:39.000]  居然在1948年復國
[00:02:39.000 --> 00:02:41.480]  在歷史上我們認識神有很多途徑
[00:02:41.480 --> 00:02:42.200]  大自然
[00:02:42.200 --> 00:02:44.600]  聖經說我們可以認識神的其中一個途徑
[00:02:44.600 --> 00:02:46.600]  雖然有時未必能夠完全認識到
[00:02:46.600 --> 00:02:47.960]  在大自然裡面
[00:02:47.960 --> 00:02:50.120]  聖經是一個絕對的途徑
[00:02:50.120 --> 00:02:53.440]  信徒的見證也是認識神的一個途徑
[00:02:53.440 --> 00:02:55.520]  而猶太人的歷史
[00:02:55.520 --> 00:02:56.960]  其實都是一塊鏡子
[00:02:56.960 --> 00:02:58.720]  我們看它的時候
[00:02:58.720 --> 00:03:00.760]  對神都明白更加多
[00:03:00.760 --> 00:03:02.640]  今天我們看猶太人的歷史
[00:03:02.640 --> 00:03:04.600]  我們都可以明白更加多
[00:03:04.600 --> 00:03:08.880]  所以今天保羅在加拉太書這段經文第四章的中間
[00:03:08.880 --> 00:03:11.520]  其實將整卷的加拉太書串聯起來
[00:03:11.520 --> 00:03:16.200]  不過它當中是一句猶太人的歷史記載
[00:03:16.200 --> 00:03:17.360]  就是創世紀
[00:03:17.360 --> 00:03:19.400]  我們一起讀一讀今天的經文
[00:03:19.400 --> 00:03:22.800]  請姐妹讀第一第二章的投影片
[00:03:22.800 --> 00:03:24.200]  弟兄讀第三第四
[00:03:24.200 --> 00:03:25.240]  然後剩下的一起讀
[00:03:25.240 --> 00:03:28.000]  我們就會讀完今天讀的經文
[00:03:28.000 --> 00:03:30.920]  請姐妹讀第一和第二章投影片
[00:03:30.920 --> 00:03:31.640]  我們一起讀
[00:03:31.640 --> 00:03:32.640]  1 2 3
[00:03:32.640 --> 00:03:36.600]  那時撒拉罕見埃及人下鴿
[00:03:36.600 --> 00:03:40.400]  為阿伯拉罕所生的兒子起笑
[00:03:40.400 --> 00:03:42.760]  就對阿伯拉罕說
[00:03:42.760 --> 00:03:46.760]  你把這侍女和她兒子趕出去
[00:03:46.760 --> 00:03:54.040]  因為這侍女的兒子不可與我的兒子以撒一同承受產業
[00:03:54.040 --> 00:03:57.760]  阿伯拉罕為這是非常優秀
[00:03:57.760 --> 00:04:00.520]  因為關乎她的兒子
[00:04:00.520 --> 00:04:02.760]  神對阿伯拉罕說
[00:04:02.760 --> 00:04:07.360]  你不必為這孩子和你的侍女優秀
[00:04:07.360 --> 00:04:09.640]  撒拉對你說的話
[00:04:09.640 --> 00:04:11.440]  你都要聽從
[00:04:11.440 --> 00:04:13.640]  因為從已殺生的
[00:04:13.640 --> 00:04:16.320]  才要稱為你的後裔
[00:04:16.320 --> 00:04:18.680]  至於侍女的兒子
[00:04:18.680 --> 00:04:21.640]  我也必使她成為一國
[00:04:21.640 --> 00:04:24.160]  因為她是你的後裔
[00:04:24.160 --> 00:04:25.160]  我們看第二章
[00:04:25.160 --> 00:04:26.160]  1 2 3
[00:04:26.160 --> 00:04:30.040]  你們願意在律法之下的人
[00:04:30.040 --> 00:04:31.640]  請告訴我
[00:04:31.640 --> 00:04:34.400]  你們沒有聽見律法嗎
[00:04:34.400 --> 00:04:36.760]  因為律法上記著
[00:04:36.760 --> 00:04:39.640]  阿伯拉罕有兩個兒子
[00:04:39.640 --> 00:04:41.840]  一個是侍女生的
[00:04:41.840 --> 00:04:45.000]  一個是自由的婦人生的
[00:04:45.000 --> 00:04:49.280]  那侍女所生的是按著肉體生的
[00:04:49.280 --> 00:04:54.320]  那自由的婦人所生的是憑著認許生的
[00:04:54.320 --> 00:04:55.760]  我請弟兄讀兩章
[00:04:55.760 --> 00:04:56.760]  1 2 3
[00:04:56.760 --> 00:04:58.560]  這是比方
[00:04:58.560 --> 00:05:01.880]  那兩個婦人就是兩個藥
[00:05:01.880 --> 00:05:05.000]  一個婦人是出於西來山
[00:05:05.000 --> 00:05:06.600]  生子為奴
[00:05:06.600 --> 00:05:08.200]  就是下甲
[00:05:08.200 --> 00:05:12.200]  這下甲是指著阿拉伯的西來山
[00:05:12.200 --> 00:05:15.480]  與現在的耶路撒冷同類
[00:05:15.480 --> 00:05:20.320]  因為耶路撒冷和他的兒女都是為奴的
[00:05:20.320 --> 00:05:24.720]  但另一婦人就是在上的耶路撒冷
[00:05:24.720 --> 00:05:26.200]  是自由的
[00:05:26.200 --> 00:05:28.960]  她是我們的母親
[00:05:28.960 --> 00:05:31.440]  因為經上記著
[00:05:31.440 --> 00:05:33.800]  不懷孕不生養的
[00:05:33.800 --> 00:05:35.320]  你要歡樂
[00:05:35.320 --> 00:05:37.720]  未曾經過產難的
[00:05:37.720 --> 00:05:39.880]  你要高聲歡呼
[00:05:39.880 --> 00:05:42.040]  因為沒有丈夫的
[00:05:42.040 --> 00:05:45.480]  比有丈夫的有更多的兒女
[00:05:45.480 --> 00:05:46.560]  弟兄們
[00:05:46.560 --> 00:05:49.960]  你們是憑著認許作兒女的
[00:05:49.960 --> 00:05:51.960]  如同耳朵一樣
[00:05:51.960 --> 00:05:55.080]  當時那按著肉體生的
[00:05:55.080 --> 00:05:58.200]  迫害了那按著性靈生的
[00:05:58.200 --> 00:06:00.440]  現在也是這樣
[00:06:00.440 --> 00:06:03.560]  然而經上是怎麼說的呢?
[00:06:03.560 --> 00:06:07.800]  是說把侍女和她兒子趕出去
[00:06:07.800 --> 00:06:10.080]  因為侍女的兒子
[00:06:10.080 --> 00:06:15.120]  絕不能與自由婦人的兒子一同承受產業
[00:06:15.120 --> 00:06:16.240]  弟兄們
[00:06:16.240 --> 00:06:17.640]  這樣看來
[00:06:17.640 --> 00:06:20.040]  我們不是侍女的兒女
[00:06:20.040 --> 00:06:22.720]  而是自由婦人的兒女了
[00:06:22.720 --> 00:06:23.840]  我們一起讀
[00:06:23.840 --> 00:06:26.400]  基督釋放了我們
[00:06:26.400 --> 00:06:28.680]  為使我們得自由
[00:06:28.680 --> 00:06:30.840]  所以朕忙了
[00:06:30.840 --> 00:06:34.400]  要再被奴僕的黑客制
[00:06:34.400 --> 00:06:41.080]  保羅對猶太人有一個很好的心意
[00:06:41.080 --> 00:06:42.600]  我們一起在禱告中提及
[00:06:42.600 --> 00:06:43.600]  我們一起祈禱
[00:06:43.600 --> 00:06:45.920]  七位主我們感謝祢
[00:06:45.920 --> 00:06:48.160]  多謝祢有神祢自己的聖言
[00:06:48.160 --> 00:06:49.760]  有兒子的名份
[00:06:49.760 --> 00:06:54.240]  我求主祢親自藉著今天這麼美好的時間
[00:06:54.240 --> 00:06:56.800]  我們能夠在主日相聚到祢的面前
[00:06:56.800 --> 00:07:02.320]  祢自己的言語親自在教會裏成為出口
[00:07:02.320 --> 00:07:03.920]  成為我們眾人的祝福
[00:07:03.920 --> 00:07:06.280]  指引和安慰
[00:07:06.280 --> 00:07:08.480]  我們這樣禱告奉耶穌基督的名
[00:07:08.480 --> 00:07:13.360]  保羅在羅馬書特別讚許猶太人
[00:07:13.360 --> 00:07:15.760]  他讚許猶太人有很多好的事
[00:07:15.760 --> 00:07:19.560]  在羅馬書第二章十八到二十節
[00:07:19.560 --> 00:07:20.880]  他講到猶太人是怎樣的呢
[00:07:20.880 --> 00:07:24.000]  他說猶太人你們知道神的旨意
[00:07:24.000 --> 00:07:27.600]  從律法受了教導而能分辨是非
[00:07:27.600 --> 00:07:30.400]  深信自己是被盲人領路的
[00:07:30.400 --> 00:07:32.320]  可能打到這段經文出來
[00:07:32.320 --> 00:07:35.040]  這不是《解體書》是羅馬書
[00:07:35.040 --> 00:07:36.640]  麻煩Jeremy打出來
[00:07:36.640 --> 00:07:37.840]  就是這個
[00:07:37.840 --> 00:07:39.440]  你們知道神的旨意
[00:07:39.440 --> 00:07:42.240]  從律法受了教導而能分辨是非
[00:07:42.240 --> 00:07:46.800]  深信自己是被盲人領路的
[00:07:46.800 --> 00:07:48.960]  是在黑暗中人的光
[00:07:48.960 --> 00:07:50.400]  是無知人的師父
[00:07:50.400 --> 00:07:51.840]  是小孩子的老師
[00:07:51.840 --> 00:07:54.400]  體現了律法中的知識和真理
[00:07:54.400 --> 00:07:55.440]  是不是很厲害
[00:07:55.440 --> 00:07:57.280]  如果你是猶太人聽到會很開心
[00:07:57.280 --> 00:07:59.280]  或者你是黑暗裏面的光
[00:07:59.280 --> 00:08:00.400]  幫盲人引路的
[00:08:00.400 --> 00:08:01.200]  不單止這樣
[00:08:01.200 --> 00:08:02.400]  去到三章二節
[00:08:02.400 --> 00:08:04.800]  保羅說神的聖言交託他們
[00:08:04.800 --> 00:08:06.320]  舊約是先給他們的
[00:08:06.320 --> 00:08:08.400]  然後保羅繼續說
[00:08:08.400 --> 00:08:10.400]  那兒子的名分
[00:08:10.400 --> 00:08:11.520]  再下一章
[00:08:11.520 --> 00:08:12.560]  九章第四節
[00:08:12.560 --> 00:08:14.880]  那兒子的名分榮耀諸約
[00:08:14.880 --> 00:08:16.880]  律法的攀爬敬拜的禮儀
[00:08:16.880 --> 00:08:18.480]  應許都是給他們的
[00:08:18.480 --> 00:08:19.760]  列祖是他們的
[00:08:19.760 --> 00:08:22.400]  基督按肉體說也是給他們出來的
[00:08:22.400 --> 00:08:23.680]  你是兒子
[00:08:23.680 --> 00:08:24.640]  大兒子
[00:08:24.640 --> 00:08:26.240]  所以耶穌說大兒子小兒子的比喻
[00:08:26.240 --> 00:08:27.360]  想著猶太人說的
[00:08:27.360 --> 00:08:28.720]  你是大兒子
[00:08:28.720 --> 00:08:30.240]  第十章第二節
[00:08:30.240 --> 00:08:32.560]  雖然他們迫迫教會
[00:08:32.560 --> 00:08:33.760]  但是保羅也有一句說話
[00:08:33.760 --> 00:08:35.760]  他們對神有熱心
[00:08:35.760 --> 00:08:38.560]  這個保羅對猶太人的看法
[00:08:38.560 --> 00:08:40.560]  在羅馬書寫到出來
[00:08:40.560 --> 00:08:44.960]  我們不知道大家有沒有小時候看過大內群英
[00:08:44.960 --> 00:08:46.960]  有多少人看過這套戲
[00:08:46.960 --> 00:08:51.200]  有些人看過
[00:08:51.200 --> 00:08:53.200]  有些人立頭
[00:08:53.200 --> 00:08:54.720]  還沒看過也值得看
[00:08:54.720 --> 00:08:56.720]  萬梓良那時候很年輕
[00:08:57.200 --> 00:09:00.640]  那套戲是說雍正拿王位
[00:09:00.640 --> 00:09:02.640]  康熙之後九子奪位
[00:09:02.640 --> 00:09:05.440]  四亞哥十四亞哥和大亞哥
[00:09:05.440 --> 00:09:07.440]  這些故事
[00:09:07.440 --> 00:09:09.440]  在這裡提醒我們一件很特別的事
[00:09:09.440 --> 00:09:10.240]  為什麼說這個
[00:09:10.240 --> 00:09:12.240]  猶太人神給了很多東西他們
[00:09:12.240 --> 00:09:13.760]  剛才看到保羅說
[00:09:13.760 --> 00:09:14.960]  神給了聖賢你
[00:09:14.960 --> 00:09:15.760]  兒子的名份
[00:09:15.760 --> 00:09:16.400]  諸約
[00:09:16.400 --> 00:09:17.520]  基督從你而生
[00:09:17.520 --> 00:09:19.520]  一切都是神給你的恩典
[00:09:19.520 --> 00:09:21.520]  但是恩典多的時候有一個危機
[00:09:21.520 --> 00:09:23.520]  就是你覺得自己很厲害
[00:09:23.520 --> 00:09:28.480]  這就是大內群英說的故事
[00:09:28.480 --> 00:09:30.480]  你覺得自己很厲害
[00:09:30.480 --> 00:09:32.480]  那些恩典的好處
[00:09:32.480 --> 00:09:34.480]  成為了你今天的偶像
[00:09:34.480 --> 00:09:38.480]  成為了你放不下的一個絆腳石
[00:09:38.480 --> 00:09:40.480]  去到加拉太書的時候
[00:09:40.480 --> 00:09:42.480]  當時有愛邦人信主的時候
[00:09:42.480 --> 00:09:44.480]  猶太人就說不可以
[00:09:44.480 --> 00:09:45.520]  你們信耶穌
[00:09:45.520 --> 00:09:47.520]  你們都要守回猶太人的律法
[00:09:47.520 --> 00:09:49.520]  首先你們要守回安息日
[00:09:49.520 --> 00:09:51.520]  然後你們要守回如月節
[00:09:51.520 --> 00:09:53.520]  如月節一年三次
[00:09:53.520 --> 00:09:55.520]  上去耶路撒冷
[00:09:55.520 --> 00:09:57.520]  去朝聖
[00:09:57.520 --> 00:09:59.520]  如果今天都要守的話
[00:09:59.520 --> 00:10:01.520]  我們一年就要飛三次
[00:10:01.520 --> 00:10:03.520]  然後不單止這樣
[00:10:03.520 --> 00:10:05.520]  你們還要守國禮
[00:10:05.520 --> 00:10:07.520]  這些就是我們守開的東西
[00:10:07.520 --> 00:10:09.520]  你們都要守的
[00:10:09.520 --> 00:10:11.520]  保羅說不是的
[00:10:11.520 --> 00:10:13.520]  保羅說我們恩信就清二
[00:10:13.520 --> 00:10:15.520]  不是憑那些行為
[00:10:15.520 --> 00:10:17.520]  去維持我們基督徒的生命
[00:10:17.520 --> 00:10:19.520]  接著猶太人就說了下甲和阿巴拉罕的故事
[00:10:19.520 --> 00:10:21.520]  保羅這樣說
[00:10:21.520 --> 00:10:23.520]  你就是下甲以實瑪利的後裔
[00:10:23.520 --> 00:10:25.520]  我們才是撒拉所生的後裔
[00:10:25.520 --> 00:10:27.520]  我們猶太人才是正統的
[00:10:27.520 --> 00:10:29.520]  你怎麼能夠奪的
[00:10:29.520 --> 00:10:31.520]  大概就是這樣的故事
[00:10:31.520 --> 00:10:33.520]  所以你看見保羅在後面
[00:10:33.520 --> 00:10:35.520]  他寫了創世紀
[00:10:35.520 --> 00:10:37.520]  他不用怎麼寫的
[00:10:37.520 --> 00:10:39.520]  因為他知道當時加拉太教會
[00:10:39.520 --> 00:10:41.520]  一個很熾熱的討論
[00:10:41.520 --> 00:10:43.520]  就是哪一個才是正統
[00:10:43.520 --> 00:10:45.520]  猶太人說我們才是正統
[00:10:45.520 --> 00:10:47.520]  所以請你守回所有的律法
[00:10:47.520 --> 00:10:49.520]  在這個討論裏
[00:10:49.520 --> 00:10:51.520]  保羅就拿回這段經文
[00:10:51.520 --> 00:10:53.520]  去指出
[00:10:53.520 --> 00:10:55.520]  其實不是
[00:10:55.520 --> 00:10:57.520]  其實信主的人
[00:10:57.520 --> 00:10:59.520]  才是阿巴拉罕的後裔
[00:10:59.520 --> 00:11:01.520]  保羅明明在文字上寫得很清楚
[00:11:01.520 --> 00:11:03.520]  信主的人
[00:11:03.520 --> 00:11:05.520]  才是阿巴拉罕的後裔
[00:11:05.520 --> 00:11:07.520]  保羅在加拉太書四章二十一節
[00:11:07.520 --> 00:11:09.520]  他問你們願意在律法之下的人請告訴
[00:11:09.520 --> 00:11:11.520]  你們沒有聽見律法的話嗎
[00:11:11.520 --> 00:11:13.520]  你們願意在律法之下的人
[00:11:13.520 --> 00:11:15.520]  不單是猶太人
[00:11:15.520 --> 00:11:17.520]  可能外邦人也想進入律法裏
[00:11:17.520 --> 00:11:19.520]  既然猶太人這樣說
[00:11:19.520 --> 00:11:21.520]  那我就一年飛三次
[00:11:21.520 --> 00:11:23.520]  要去守余節
[00:11:23.520 --> 00:11:25.520]  要去守住房節
[00:11:25.520 --> 00:11:27.520]  要去守五秦節
[00:11:27.520 --> 00:11:29.520]  我就要開始行國禮
[00:11:29.520 --> 00:11:31.520]  他們開始願意去想
[00:11:31.520 --> 00:11:33.520]  他們要回到猶太的律法裏
[00:11:33.520 --> 00:11:35.520]  保羅說你們要從守這些舊約的人
[00:11:35.520 --> 00:11:37.520]  你們讀錯了律法
[00:11:37.520 --> 00:11:39.520]  你們豈沒有聽見律法的話
[00:11:39.520 --> 00:11:41.520]  保羅開始說
[00:11:41.520 --> 00:11:43.520]  你們要聽見律法的話
[00:11:43.520 --> 00:11:45.520]  保羅開始引用了三段的律法書
[00:11:45.520 --> 00:11:49.520]  去指出猶太人的一個錯誤
[00:11:49.520 --> 00:11:51.520]  他們三段的律法書
[00:11:51.520 --> 00:11:53.520]  他首先用了創世紀
[00:11:53.520 --> 00:11:55.520]  阿巴拉罕
[00:11:55.520 --> 00:11:57.520]  撒拉和夏甲的關係
[00:11:57.520 --> 00:11:59.520]  我們很明顯
[00:11:59.520 --> 00:12:01.520]  假設大家都認識這個故事
[00:12:01.520 --> 00:12:03.520]  當時可能說一點
[00:12:03.520 --> 00:12:05.520]  阿巴拉罕
[00:12:05.520 --> 00:12:07.520]  神認他一定有兒子
[00:12:07.520 --> 00:12:09.520]  他和他太太撒拉等了很多年
[00:12:09.520 --> 00:12:11.520]  等不到的時候
[00:12:11.520 --> 00:12:13.520]  他們就想自己去完善神的計劃
[00:12:13.520 --> 00:12:15.520]  既然我等不到
[00:12:15.520 --> 00:12:17.520]  既然你說要從我而出
[00:12:17.520 --> 00:12:19.520]  那我想個方法就找個侍女夏甲
[00:12:19.520 --> 00:12:23.520]  去給了阿巴拉罕
[00:12:23.520 --> 00:12:25.520]  以至他生了一個兒子叫二十瑪利
[00:12:25.520 --> 00:12:27.520]  我不知道當二十瑪利出來的時候
[00:12:27.520 --> 00:12:29.520]  撒拉的心情是怎樣
[00:12:29.520 --> 00:12:31.520]  我打算做一點點事
[00:12:31.520 --> 00:12:33.520]  現在這個人又看不起我
[00:12:33.520 --> 00:12:35.520]  又抱著兒子在他面前
[00:12:35.520 --> 00:12:37.520]  兒子又那麼像阿巴拉罕
[00:12:37.520 --> 00:12:39.520]  是很難的日子
[00:12:39.520 --> 00:12:41.520]  但這樣做的時候
[00:12:41.520 --> 00:12:43.520]  神說這個不是
[00:12:43.520 --> 00:12:45.520]  你要等到撒拉九十歲才生二十
[00:12:45.520 --> 00:12:47.520]  這個在人來說
[00:12:47.520 --> 00:12:49.520]  是絕對不可能的事情
[00:12:49.520 --> 00:12:51.520]  神就是這樣去考驗一個人的信心
[00:12:51.520 --> 00:12:53.520]  人生裡我們很多事都在等
[00:12:53.520 --> 00:12:55.520]  等得急我們都想快點做到
[00:12:55.520 --> 00:12:57.520]  但是
[00:12:57.520 --> 00:12:59.520]  神就要阿巴拉罕學信心的功課
[00:12:59.520 --> 00:13:01.520]  阿巴拉罕信心的功課不是學一天
[00:13:01.520 --> 00:13:03.520]  就說我是不是獻上二十這個功課
[00:13:03.520 --> 00:13:05.520]  而是他一生在學
[00:13:05.520 --> 00:13:07.520]  就是等神要完成一件事情
[00:13:07.520 --> 00:13:09.520]  但不是我的方法
[00:13:09.520 --> 00:13:11.520]  但是等神你慢慢慢慢行事
[00:13:11.520 --> 00:13:13.520]  到一個絕對絕望
[00:13:13.520 --> 00:13:15.520]  不可能的境況九十歲一對的夫婦
[00:13:15.520 --> 00:13:17.520]  然後才有一個孩子
[00:13:17.520 --> 00:13:19.520]  因為這個孩子是憑認去生的
[00:13:19.520 --> 00:13:21.520]  不是憑血氣生的
[00:13:21.520 --> 00:13:23.520]  憑血肉生的就是
[00:13:23.520 --> 00:13:25.520]  我想不到這個方法我就自己行一個方法
[00:13:25.520 --> 00:13:27.520]  這個是當時
[00:13:27.520 --> 00:13:29.520]  這個的經歷
[00:13:29.520 --> 00:13:31.520]  保羅揀實了這段歷史之後
[00:13:31.520 --> 00:13:33.520]  然後做了三個比較
[00:13:33.520 --> 00:13:35.520]  有一個很重要的註腳
[00:13:35.520 --> 00:13:37.520]  他在加勒太書四章二十二節
[00:13:37.520 --> 00:13:39.520]  他說他這樣做比較
[00:13:39.520 --> 00:13:41.520]  二十二到二十六節
[00:13:41.520 --> 00:13:43.520]  因為律法上記著阿巴拉罕有兩個兒子
[00:13:43.520 --> 00:13:45.520]  一個是侍女生的
[00:13:45.520 --> 00:13:47.520]  一個是自由的婦人生的
[00:13:47.520 --> 00:13:49.520]  他介紹了一個概念進來
[00:13:49.520 --> 00:13:51.520]  就是自由的婦人
[00:13:51.520 --> 00:13:53.520]  這個一刻在創世紀沒有出現過這個字
[00:13:53.520 --> 00:13:55.520]  他介紹這個字出來
[00:13:55.520 --> 00:13:57.520]  自由的婦人
[00:13:57.520 --> 00:13:59.520]  侍女所生的是按著肉體生的
[00:13:59.520 --> 00:14:01.520]  自由的婦人所生的是憑著認許生的
[00:14:01.520 --> 00:14:03.520]  同時比方那兩個婦人就是兩個藥
[00:14:03.520 --> 00:14:05.520]  一個婦人是出於西奈山
[00:14:05.520 --> 00:14:07.520]  生子為奴就是下甲
[00:14:07.520 --> 00:14:09.520]  這下甲時只著阿拉伯的西奈山
[00:14:09.520 --> 00:14:11.520]  與現在的耶路撒冷同類
[00:14:11.520 --> 00:14:13.520]  因為耶路撒冷和他的兒女都是為奴的
[00:14:13.520 --> 00:14:17.520]  但另一婦人就是在上的耶路撒冷
[00:14:17.520 --> 00:14:19.520]  是自由的她是我們的母親
[00:14:19.520 --> 00:14:23.520]  保羅引用這段的歷史
[00:14:23.520 --> 00:14:25.520]  做了三個比較
[00:14:25.520 --> 00:14:27.520]  然後達出三個概念
[00:14:27.520 --> 00:14:29.520]  第一個概念就是奴役和自由的概念
[00:14:29.520 --> 00:14:31.520]  一個是有兩個女士
[00:14:31.520 --> 00:14:33.520]  一個是自由的婦人
[00:14:33.520 --> 00:14:35.520]  一個是奴役的婦人
[00:14:35.520 --> 00:14:37.520]  一個是自主的元配
[00:14:37.520 --> 00:14:39.520]  一個是侍女
[00:14:39.520 --> 00:14:41.520]  這一點猶太人都同意
[00:14:41.520 --> 00:14:43.520]  但猶太人說我們是自由婦人的兒女
[00:14:43.520 --> 00:14:45.520]  但保羅說你看錯了
[00:14:45.520 --> 00:14:47.520]  哪一個才是自由的婦人呢
[00:14:47.520 --> 00:14:49.520]  在加拿大書第四章
[00:14:49.520 --> 00:14:51.520]  先講奴役
[00:14:51.520 --> 00:14:53.520]  奴役有兩個層面
[00:14:53.520 --> 00:14:55.520]  如果耶穌基督來到
[00:14:55.520 --> 00:14:57.520]  你仍然要反對猶太人的律法
[00:14:57.520 --> 00:14:59.520]  這就是一個奴役
[00:14:59.520 --> 00:15:01.520]  如果基督來到
[00:15:01.520 --> 00:15:03.520]  你仍然要守國禮
[00:15:03.520 --> 00:15:05.520]  守儒節 守五旬節
[00:15:05.520 --> 00:15:07.520]  守駐彭節
[00:15:07.520 --> 00:15:09.520]  這是一個奴役
[00:15:09.520 --> 00:15:11.520]  第二個奴役保羅說到
[00:15:11.520 --> 00:15:13.520]  外邦人一直侍奉的偶像
[00:15:13.520 --> 00:15:15.520]  外邦人沒有律法
[00:15:15.520 --> 00:15:17.520]  但外邦人侍奉的偶像
[00:15:17.520 --> 00:15:19.520]  也是一個奴役
[00:15:19.520 --> 00:15:21.520]  在加拿大書拍下來的時候
[00:15:21.520 --> 00:15:23.520]  你會看到很特別
[00:15:23.520 --> 00:15:25.520]  一個是外邦鬼魔的奴役
[00:15:25.520 --> 00:15:27.520]  但當你高舉的時候
[00:15:27.520 --> 00:15:29.520]  當新的時代來到的時候
[00:15:29.520 --> 00:15:31.520]  你還抱著律法的時候
[00:15:31.520 --> 00:15:33.520]  你還用律法去控告的時候
[00:15:33.520 --> 00:15:35.520]  你和鬼魔一樣
[00:15:35.520 --> 00:15:37.520]  是一個奴役
[00:15:37.520 --> 00:15:39.520]  而自由就是基督為你死
[00:15:39.520 --> 00:15:41.520]  將你從兩者裡面贖出來
[00:15:41.520 --> 00:15:43.520]  如果你以前很怕鬼
[00:15:43.520 --> 00:15:45.520]  對那些鬼神是很敬畏的
[00:15:45.520 --> 00:15:47.520]  很怕拆偶像的
[00:15:47.520 --> 00:15:49.520]  神將你救了出來
[00:15:49.520 --> 00:15:51.520]  你不再恐懼
[00:15:51.520 --> 00:15:53.520]  你見耶穌趕鬼
[00:15:53.520 --> 00:15:55.520]  你怎麼辦
[00:15:55.520 --> 00:15:57.520]  一句話就將人釋放了出來
[00:15:57.520 --> 00:15:59.520]  但另一方面
[00:15:59.520 --> 00:16:01.520]  他也將猶太人甚至將整個世界
[00:16:01.520 --> 00:16:03.520]  從律法的綑綁裡面釋放出來
