
[00:00:00.000 --> 00:00:05.000]  在疫後重啟聚會,不要說在新聞裡面我們看到的那種
[00:02:04.000 --> 00:02:07.000]  常為你感謝我的神
[00:02:07.000 --> 00:02:11.000]  因聽說你對眾聖徒的愛心
[00:02:11.000 --> 00:02:15.000]  和你對主耶穌的信心
[00:02:15.000 --> 00:02:19.000]  願你與人分享信心的時候
[00:02:19.000 --> 00:02:22.000]  能產生功效
[00:02:22.000 --> 00:02:26.000]  讓人知道我們所行的各樣善事
[00:02:26.000 --> 00:02:29.000]  都是為基督做的
[00:02:29.000 --> 00:02:30.000]  弟兄啊
[00:02:30.000 --> 00:02:32.000]  由於你的愛心
[00:02:32.000 --> 00:02:36.000]  我得到極大的快樂和安慰
[00:02:36.000 --> 00:02:41.000]  因為眾聖徒的心從你得到舒暢
[00:02:41.000 --> 00:02:44.000]  雖然我靠著基督
[00:02:44.000 --> 00:02:48.000]  能放膽吩咐你做該做的事
[00:02:48.000 --> 00:02:53.000]  可是像我這上了年紀的保羅
[00:02:53.000 --> 00:02:58.000]  現在又是為基督耶穌被囚的
[00:02:58.000 --> 00:03:01.000]  寧可憑著愛心求你
[00:03:01.000 --> 00:03:09.000]  就是為我在困所中所生的兒子亞歷西某求你
[00:03:09.000 --> 00:03:12.000]  從前他與你沒有益處
[00:03:12.000 --> 00:03:16.000]  但如今與你我都有益處
[00:03:16.000 --> 00:03:21.000]  我現在打發他回到你那裡去
[00:03:21.000 --> 00:03:23.000]  他視我心肝
[00:03:23.000 --> 00:03:26.000]  我本來有意將他留下
[00:03:26.000 --> 00:03:32.000]  在我為福音所受的困所中替你治好我
[00:03:32.000 --> 00:03:36.000]  但不知道你的意見
[00:03:36.000 --> 00:03:38.000]  我不願意這樣做
[00:03:38.000 --> 00:03:43.000]  好使你的善行不是出於勉強
[00:03:43.000 --> 00:03:45.000]  而是出於自願
[00:03:45.000 --> 00:03:48.000]  他暫時離開你
[00:03:48.000 --> 00:03:52.000]  也許是要讓你永遠得著他
[00:03:52.000 --> 00:03:54.000]  不再是奴隸
[00:03:54.000 --> 00:03:56.000]  而是高過奴隸
[00:03:56.000 --> 00:03:59.000]  是親愛的弟兄
[00:03:59.000 --> 00:04:01.000]  對我確實如此
[00:04:01.000 --> 00:04:03.000]  何況對你呢
[00:04:03.000 --> 00:04:08.000]  無論在肉身或在主裡更是如此
[00:04:08.000 --> 00:04:12.000]  所以你若以我為同伴
[00:04:12.000 --> 00:04:17.000]  就接納他如同接納我一樣
[00:04:17.000 --> 00:04:22.000]  他若虧負你或欠你什麼
[00:04:22.000 --> 00:04:25.000]  都算在我的帳上吧
[00:04:25.000 --> 00:04:27.000]  我必償還
[00:04:27.000 --> 00:04:30.000]  這是我保羅親筆寫的
[00:04:30.000 --> 00:04:33.000]  我並不用對你說
[00:04:33.000 --> 00:04:37.000]  甚至你自己也虧欠我呢
[00:04:37.000 --> 00:04:38.000]  弟兄啊
[00:04:38.000 --> 00:04:43.000]  希望你使我在主裡因利得益處
[00:04:43.000 --> 00:04:47.000]  讓我的心在基督裡得舒暢
[00:04:47.000 --> 00:04:49.000]  我寫信給你
[00:04:49.000 --> 00:04:52.000]  深信你必信服
[00:04:52.000 --> 00:04:54.000]  知道你所要做的
[00:04:54.000 --> 00:04:57.000]  必過於我所說的
[00:04:57.000 --> 00:04:59.000]  還有的
[00:04:59.000 --> 00:05:00.000]  此外
[00:05:00.000 --> 00:05:03.000]  我還請給我預備住處
[00:05:03.000 --> 00:05:07.000]  因為我盼望藉著你們的禱告
[00:05:07.000 --> 00:05:11.000]  必蒙恩回到你們那裡去
[00:05:11.000 --> 00:05:15.000]  為基督耶穌與我一同坐監的
[00:05:15.000 --> 00:05:17.000]  以巴忽問候你
[00:05:17.000 --> 00:05:19.000]  我的同宮馬可
[00:05:19.000 --> 00:05:21.000]  阿彌達古
[00:05:21.000 --> 00:05:25.000]  底瑪路加也都問候你
[00:05:25.000 --> 00:05:27.000]  願主耶穌基督的恩
[00:05:27.000 --> 00:05:30.000]  與你們同坐
[00:05:30.000 --> 00:05:32.000]  我們一起祈禱吧
[00:05:33.000 --> 00:05:35.000]  在主我們感謝你
[00:05:35.000 --> 00:05:37.000]  一卷小小的書信
[00:05:37.000 --> 00:05:40.000]  帶給人類世界一個極大的震撼
[00:05:40.000 --> 00:05:41.000]  主也求你自己
[00:05:41.000 --> 00:05:43.000]  今日親自約我們同在
[00:05:43.000 --> 00:05:44.000]  讓你自己的說話
[00:05:44.000 --> 00:05:45.000]  親自淋在我們心中
[00:05:45.000 --> 00:05:47.000]  讓你要求我們改變
[00:05:47.000 --> 00:05:49.000]  親自在我們當中產生
[00:05:49.000 --> 00:05:50.000]  以致我們成為
[00:05:50.000 --> 00:05:53.000]  在末世裡一個不一樣的群體
[00:05:53.000 --> 00:05:56.000]  在人心感覺蒙受陰影的時候
[00:05:56.000 --> 00:05:58.000]  得著光明
[00:05:58.000 --> 00:06:00.000]  得著神的光的光照
[00:06:00.000 --> 00:06:01.000]  我們這樣禱告
[00:06:01.000 --> 00:06:03.000]  奉耶穌基督的名義而求
[00:06:03.000 --> 00:06:04.000]  阿們
[00:06:04.000 --> 00:06:07.000]  說起社區的轉化
[00:06:07.000 --> 00:06:10.000]  我想提到1789年
[00:06:10.000 --> 00:06:12.000]  法國大革命的時候
[00:06:12.000 --> 00:06:15.000]  當時有一個口號叫
[00:06:15.000 --> 00:06:17.000]  自由、平等和博愛
[00:06:17.000 --> 00:06:19.000]  可能大家都聽過
[00:06:19.000 --> 00:06:21.000]  早前在一個視頻上
[00:06:21.000 --> 00:06:22.000]  有群小學生要求
[00:06:22.000 --> 00:06:24.000]  現任的法國總統馬克龍
[00:06:24.000 --> 00:06:25.000]  在一分鐘裡
[00:06:25.000 --> 00:06:26.000]  跟他們解釋
[00:06:26.000 --> 00:06:29.000]  左派和右派的分別
[00:06:29.000 --> 00:06:30.000]  我覺得他很聰明
[00:06:30.000 --> 00:06:32.000]  解釋得很快
[00:06:32.000 --> 00:06:35.000]  他說要求平等的就是左派
[00:06:35.000 --> 00:06:36.000]  大家要細想
[00:06:36.000 --> 00:06:37.000]  如果要求平等
[00:06:37.000 --> 00:06:38.000]  是沒有自由的
[00:06:38.000 --> 00:06:39.000]  人人平等
[00:06:39.000 --> 00:06:41.000]  是沒有自由的
[00:06:41.000 --> 00:06:44.000]  而要求自由的就是右派
[00:06:44.000 --> 00:06:45.000]  大家要想想
[00:06:45.000 --> 00:06:47.000]  如果要求完全的自由
[00:06:47.000 --> 00:06:50.000]  我們當中是不能夠有平等的
[00:06:50.000 --> 00:06:53.000]  我們看到一個很極右的社會
[00:06:53.000 --> 00:06:54.000]  也是這樣發生
[00:06:54.000 --> 00:06:56.000]  所以他對當時的學生說
[00:06:56.000 --> 00:06:59.000]  大家要博愛
[00:06:59.000 --> 00:07:00.000]  博愛這個字
[00:07:00.000 --> 00:07:02.000]  就是Veternity這個字
[00:07:02.000 --> 00:07:04.000]  是說彼此的支持
[00:07:04.000 --> 00:07:05.000]  我有思想法國大革命
[00:07:05.000 --> 00:07:06.000]  大家都知道
[00:07:06.000 --> 00:07:07.000]  在這個口號下
[00:07:07.000 --> 00:07:08.000]  一年之間
[00:07:08.000 --> 00:07:11.000]  有四萬人上了斷頭台
[00:07:11.000 --> 00:07:14.000]  在自由、平等、博愛的口號下
[00:07:14.000 --> 00:07:16.000]  四萬人上了斷頭台
[00:07:16.000 --> 00:07:18.000]  而在這個統治時間
[00:07:18.000 --> 00:07:21.000]  有十五萬人喪失了性命
[00:07:21.000 --> 00:07:23.000]  在一個急速追求變革的年代
[00:07:23.000 --> 00:07:26.000]  留下了一條心長的血路
[00:07:26.000 --> 00:07:28.000]  以至在2012年
[00:07:28.000 --> 00:07:29.000]  有一本書
[00:07:29.000 --> 00:07:31.000]  在王岐山推薦的
[00:07:31.000 --> 00:07:33.000]  《舊制度與大革命》裏面
[00:07:33.000 --> 00:07:37.000]  那本書在當時一推薦就中學賣團了市
[00:07:37.000 --> 00:07:38.000]  《舊制度與大革命》裏面
[00:07:38.000 --> 00:07:40.000]  給人再一次反思
[00:07:40.000 --> 00:07:42.000]  一個急劇的社會的變革
[00:07:42.000 --> 00:07:46.000]  帶來的那份艱難
[00:07:46.000 --> 00:07:48.000]  今年我們教會的主題
[00:07:48.000 --> 00:07:51.000]  是先深化我們內在生命的成長
[00:07:51.000 --> 00:07:53.000]  以致我們才有能力
[00:07:53.000 --> 00:07:55.000]  使恩福家上上下下
[00:07:55.000 --> 00:07:57.000]  去用行動回應
[00:07:57.000 --> 00:08:00.000]  這個急劇變化的時代的需求
[00:08:00.000 --> 00:08:02.000]  既然我們靈命裏面
[00:08:02.000 --> 00:08:04.000]  要有深刻的成長
[00:08:04.000 --> 00:08:06.000]  我就想從《肥尼門書》
[00:08:06.000 --> 00:08:07.000]  能夠一次過說一本書
[00:08:07.000 --> 00:08:09.000]  都是一件很美好的事
[00:08:09.000 --> 00:08:12.000]  去體會另一種的自由
[00:08:12.000 --> 00:08:13.000]  另一種的平等
[00:08:13.000 --> 00:08:15.000]  另一種的博愛
[00:08:15.000 --> 00:08:18.000]  以致我們在生命的路上
[00:08:18.000 --> 00:08:22.000]  不是再走中國人在太平天國以來
[00:08:22.000 --> 00:08:26.000]  每一次都是成王敗寇式的血路改革
[00:08:26.000 --> 00:08:28.000]  然後按照聖經所說
[00:08:28.000 --> 00:08:30.000]  是生命產生真理
[00:08:30.000 --> 00:08:32.000]  而轉化社區的
[00:08:32.000 --> 00:08:35.000]  一個內在有力的變革
[00:08:35.000 --> 00:08:38.000]  今天我們讀到新約裏面的一段小故事
[00:08:38.000 --> 00:08:40.000]  雖然是一封短的書信
[00:08:40.000 --> 00:08:43.000]  但裏面隱含了一個很動人的故事
[00:08:43.000 --> 00:08:45.000]  一段很動人的歷史
[00:08:45.000 --> 00:08:49.000]  這封書信是羅馬保羅當時被囚
[00:08:49.000 --> 00:08:50.000]  在他被囚的時候
[00:08:50.000 --> 00:08:53.000]  他寫了四卷的獄中書信
[00:08:53.000 --> 00:08:55.000]  分別是《爾弗所書》
[00:08:55.000 --> 00:08:56.000]  《肥納比書》
[00:08:56.000 --> 00:08:57.000]  《哥羅西書》
[00:08:57.000 --> 00:08:59.000]  和今天的《肥尼門書》
[00:08:59.000 --> 00:09:02.000]  而《肥尼門書》是和《哥羅西書》
[00:09:02.000 --> 00:09:04.000]  一同送達哥羅西教會的
[00:09:04.000 --> 00:09:08.000]  因為哥羅西裏面就是肥尼門的教會
[00:09:08.000 --> 00:09:13.000]  肥尼門是哥羅西家庭聚會的教會的領袖
[00:09:13.000 --> 00:09:16.000]  就是一個門訓的領袖
[00:09:16.000 --> 00:09:18.000]  他有一個教會在他裏面
[00:09:18.000 --> 00:09:19.000]  在哥羅西裏面
[00:09:19.000 --> 00:09:22.000]  所以可以想像當時推基古是帶著
[00:09:22.000 --> 00:09:26.000]  哥羅西書和肥尼門書一同上路的
[00:09:26.000 --> 00:09:27.000]  肥尼門書的起因
[00:09:27.000 --> 00:09:29.000]  是肥尼門有一個奴隸叫阿尼西牟
[00:09:29.000 --> 00:09:31.000]  他逃離主因肥尼門
[00:09:31.000 --> 00:09:35.000]  甚至令肥尼門有金錢上的虧損
[00:09:35.000 --> 00:09:37.000]  大家試想今天如果你回到家裏
[00:09:37.000 --> 00:09:40.000]  突然間你經過你家裏的工人
[00:09:40.000 --> 00:09:41.000]  拿了幾條金鏈
[00:09:41.000 --> 00:09:44.000]  然後他又過期居留
[00:09:44.000 --> 00:09:46.000]  那你怎麼辦呢?
[00:09:46.000 --> 00:09:47.000]  而他又走了
[00:09:47.000 --> 00:09:49.000]  那你第一件事做什麼?
[00:09:49.000 --> 00:09:50.000]  對了,沒錯,報警
[00:09:50.000 --> 00:09:52.000]  我們第一件事就是報警
[00:09:52.000 --> 00:09:55.000]  這個也是保羅的一個選擇
[00:09:55.000 --> 00:09:58.000]  在當時普天之下
[00:09:58.000 --> 00:10:00.000]  都是羅馬帝國的領土
[00:10:00.000 --> 00:10:03.000]  本土的奴隸有著千千萬萬
[00:10:03.000 --> 00:10:07.000]  但是他們有著非常悲慘的下場
[00:10:07.000 --> 00:10:10.000]  而奴隸基本上在某些情境下
[00:10:10.000 --> 00:10:12.000]  他們是沒有生死的自由
[00:10:12.000 --> 00:10:13.000]  只不過在這件事的幾十年之前
[00:10:13.000 --> 00:10:16.000]  羅馬曾經發生一個很大的奴隸的叛徒
[00:10:16.000 --> 00:10:19.000]  當時有六千個奴隸被釘在十字架上
[00:10:19.000 --> 00:10:21.000]  連綿幾十里
[00:10:21.000 --> 00:10:24.000]  奴隸基本上當時是沒有人生的自由
[00:10:24.000 --> 00:10:26.000]  只是主人的財產
[00:10:26.000 --> 00:10:28.000]  自由、平等、博愛這些概念
[00:10:28.000 --> 00:10:30.000]  應該都不會應用在他們的身上
[00:10:30.000 --> 00:10:36.000]  當日阿尼西牟知道自己拿了主人家裏的一些虧損
[00:10:36.000 --> 00:10:37.000]  逃離了
[00:10:37.000 --> 00:10:39.000]  他選擇逃去千里迢迢的羅馬
[00:10:39.000 --> 00:10:41.000]  可能當時是人煙囚物
[00:10:41.000 --> 00:10:42.000]  人煙混雜
[00:10:42.000 --> 00:10:43.000]  較為容易落腳
[00:10:43.000 --> 00:10:45.000]  在那裏他遇上了保羅
[00:10:45.000 --> 00:10:46.000]  保羅引領
[00:10:46.000 --> 00:10:47.000]  他說他的親兒子
[00:10:47.000 --> 00:10:49.000]  是引領了這位走投無路的奴隸
[00:10:49.000 --> 00:10:50.000]  信了主
[00:10:50.000 --> 00:10:51.000]  大家想像一下當時的警方
[00:10:51.000 --> 00:10:52.000]  可能就是這樣
[00:10:52.000 --> 00:10:53.000]  阿尼西牟信了主之後
[00:10:53.000 --> 00:10:55.000]  就分享他過去的一切
[00:10:55.000 --> 00:10:57.000]  我們出三福的時候都很特別的
[00:10:57.000 --> 00:10:58.000]  如果大家試過做三福隊
[00:10:58.000 --> 00:10:59.000]  在五樓
[00:10:59.000 --> 00:11:00.000]  一信到來
[00:11:00.000 --> 00:11:02.000]  很多的朋友來到神的家
[00:11:02.000 --> 00:11:05.000]  就將他過往的一切都說出來
[00:11:05.000 --> 00:11:07.000]  當他說出來的時候
[00:11:07.000 --> 00:11:09.000]  保羅猛然想起他的主人
[00:11:09.000 --> 00:11:13.000]  就是當日他帶信主的肥理門
[00:11:13.000 --> 00:11:17.000]  亦都今天是葛羅西家庭教會的領袖
[00:11:17.000 --> 00:11:19.000]  門訓的領袖
[00:11:19.000 --> 00:11:21.000]  肥理門和阿尼西牟
[00:11:21.000 --> 00:11:23.000]  這個交錯的弟兄之間的關係
[00:11:23.000 --> 00:11:25.000]  保羅當時如何面對呢?
[00:11:25.000 --> 00:11:26.000]  打999?
[00:11:26.000 --> 00:11:29.000]  還是他寫了一封書信
[00:11:29.000 --> 00:11:31.000]  教導信徒如何面對
[00:11:31.000 --> 00:11:33.000]  虧負自己的弟兄
[00:11:33.000 --> 00:11:36.000]  而這封書信就造就了我們今天
[00:11:36.000 --> 00:11:39.000]  用真理轉化生命的一封美麗的書信
[00:11:39.000 --> 00:11:42.000]  首先我們要留意到這封信是一封公開信
[00:11:42.000 --> 00:11:43.000]  不是一封私人的信件
[00:11:43.000 --> 00:11:46.000]  因為他收信的人除了包括肥理門
[00:11:46.000 --> 00:11:49.000]  還有阿菲亞這位姊妹和阿基布
[00:11:49.000 --> 00:11:52.000]  可能他們都一起組織了在肥理門家中的教會
[00:11:52.000 --> 00:11:56.000]  而亦都不關乎這三個人的私人事情
[00:11:56.000 --> 00:11:57.000]  而是寫給宗教會
[00:11:57.000 --> 00:11:58.000]  特別是結尾的時候
[00:11:58.000 --> 00:12:01.000]  主耶穌基督的恩與你們的靈同在
[00:12:01.000 --> 00:12:04.000]  是寫給宗教會一起要學的功課
[00:12:04.000 --> 00:12:06.000]  我想宗教會第一個要學的功課
[00:12:06.000 --> 00:12:08.000]  就是愛這個功課
[00:12:08.000 --> 00:12:10.000]  這個愛不是復仇的功課
[00:12:10.000 --> 00:12:13.000]  而是一種從天上而來的愛
[00:12:13.000 --> 00:12:15.000]  在第四到第七節
[00:12:15.000 --> 00:12:16.000]  本來提到肥理門的愛心
[00:12:16.000 --> 00:12:19.000]  他說我在禱告中紀念你的時候
[00:12:19.000 --> 00:12:21.000]  常為你感謝我的神
[00:12:21.000 --> 00:12:23.000]  因聽說你對眾聖徒的愛心
[00:12:23.000 --> 00:12:26.000]  和你對主耶穌的信心
[00:12:26.000 --> 00:12:28.000]  願你與人分享信心的時候
[00:12:28.000 --> 00:12:30.000]  能產生功效
[00:12:30.000 --> 00:12:33.000]  讓人知道我們所行的各樣善事
[00:12:33.000 --> 00:12:34.000]  都是基督所做的
[00:12:34.000 --> 00:12:36.000]  弟兄,由於你的愛心
[00:12:36.000 --> 00:12:38.000]  我得到極大的快樂和安慰
[00:12:38.000 --> 00:12:42.000]  因為眾聖徒的心從你得到舒暢
[00:12:42.000 --> 00:12:45.000]  這裡我們看看肥理門的愛心
[00:12:45.000 --> 00:12:46.000]  肥理門的愛心
[00:12:46.000 --> 00:12:48.000]  保羅說是對著眾聖徒
[00:12:48.000 --> 00:12:51.000]  保羅引用了一個幽默的伏筆
[00:12:51.000 --> 00:12:52.000]  稍後再說
[00:12:52.000 --> 00:12:54.000]  他說你的愛心是對著眾聖徒的
[00:12:54.000 --> 00:12:56.000]  甚至眾聖徒和保羅的心
[00:12:56.000 --> 00:12:58.000]  其實原文就是心肝
[00:12:58.000 --> 00:13:00.000]  都是得到快樂、安慰和舒暢的
[00:13:00.000 --> 00:13:02.000]  所以肥理門的愛心不是一般的盡心
[00:13:02.000 --> 00:13:04.000]  不是一般的愛心
[00:13:04.000 --> 00:13:06.000]  也不是單對一個人的愛心
[00:13:06.000 --> 00:13:08.000]  而是對著一群弟兄姊妹的愛心
[00:13:08.000 --> 00:13:09.000]  可能在肥理門的教會裡
[00:13:09.000 --> 00:13:10.000]  大家都覺得這個主教牧師
[00:13:10.000 --> 00:13:11.000]  大家都很喜歡他
[00:13:11.000 --> 00:13:13.000]  哇,真的很有愛心
[00:13:13.000 --> 00:13:15.000]  但是保羅更加重要肯定
[00:13:15.000 --> 00:13:19.000]  這份愛心不是人世間自然而然的愛
[00:13:19.000 --> 00:13:21.000]  而是因為對耶穌基督的信
[00:13:21.000 --> 00:13:24.000]  而產生功效的愛心
[00:13:24.000 --> 00:13:26.000]  是你對主耶穌的信心
[00:13:26.000 --> 00:13:27.000]  你分享信心的時候
[00:13:27.000 --> 00:13:30.000]  產生功效而出的一份愛心
[00:13:30.000 --> 00:13:33.000]  所以你行善事是因為基督而行的
[00:13:33.000 --> 00:13:36.000]  所以這是有根有機屬靈的愛心
[00:13:36.000 --> 00:13:38.000]  不是一般情感的果效
[00:13:38.000 --> 00:13:41.000]  我們人世間有很多人世間的愛
[00:13:41.000 --> 00:13:43.000]  大家情投意合、情感相投
[00:13:43.000 --> 00:13:45.000]  這些都是人的愛
[00:13:45.000 --> 00:13:47.000]  這些愛可以不見得在耶穌基督的愛上
[00:13:47.000 --> 00:13:49.000]  但是這些愛有它的限制
[00:13:49.000 --> 00:13:51.000]  但是這些愛也可以很有力量的
[00:13:51.000 --> 00:13:53.000]  好像中國人孟子說
[00:13:53.000 --> 00:13:55.000]  老不老,以及人之老
[00:13:55.000 --> 00:13:57.000]  幼不幼,以及人之幼
[00:13:57.000 --> 00:13:58.000]  從一個角度出發
[00:13:58.000 --> 00:14:01.000]  我很尊敬我家中的老人家
[00:14:01.000 --> 00:14:03.000]  所以學習尊敬其他的長者
[00:14:03.000 --> 00:14:05.000]  我很愛護我家中的小孩子
[00:14:05.000 --> 00:14:07.000]  所以我也學習在街上看到其他的孩子
[00:14:07.000 --> 00:14:09.000]  我也愛護
[00:14:09.000 --> 00:14:11.000]  這是中國人的一個果效
[00:14:11.000 --> 00:14:13.000]  甚至人與人之間的愛
[00:14:13.000 --> 00:14:16.000]  說到國民、國家民族的愛
[00:14:16.000 --> 00:14:19.000]  可以令雙方國家的士兵生死衝突
[00:14:19.000 --> 00:14:22.000]  以至拋頭顱、灑熱血、在所不惜
[00:14:22.000 --> 00:14:24.000]  人世間的愛也可以有很大的果效
[00:14:24.000 --> 00:14:27.000]  但是保羅說的不是這些的愛
[00:14:27.000 --> 00:14:29.000]  是那種屬靈的愛
[00:14:29.000 --> 00:14:31.000]  是來自耶穌基督的愛
[00:14:31.000 --> 00:14:33.000]  是聖經啟示的愛作出發點
[00:14:33.000 --> 00:14:35.000]  他用耶穌基督的愛作出發點
[00:14:35.000 --> 00:14:37.000]  引發一個完全不同的力量和自由
[00:14:37.000 --> 00:14:41.000]  保羅斷定肥利門的愛不是人與人的愛
[00:14:41.000 --> 00:14:44.000]  那是從神而來的愛
[00:14:44.000 --> 00:14:46.000]  那是耶穌基督的信心的愛
[00:14:46.000 --> 00:14:49.000]  正因為這樣,保羅在這裡奠上一個基礎
[00:14:49.000 --> 00:14:52.000]  他說這份愛帶到一個自由
[00:14:52.000 --> 00:14:54.000]  他告訴肥利門
[00:14:54.000 --> 00:14:57.000]  他帶著的自由是令他有能力
[00:14:57.000 --> 00:15:00.000]  將愛愛一個得罪他的人
[00:15:00.000 --> 00:15:02.000]  他愛一個得罪他的人
[00:15:02.000 --> 00:15:04.000]  不單是一個得罪他的人
[00:15:04.000 --> 00:15:07.000]  是愛一個他還未信主就得罪他的人
[00:15:07.000 --> 00:15:09.000]  他信了主得罪我,沒辦法
[00:15:09.000 --> 00:15:10.000]  他當時還未信主
[00:15:10.000 --> 00:15:11.000]  那時候你也要愛他
[00:15:11.000 --> 00:15:13.000]  不單是一個未信主得罪他的人
[00:15:13.000 --> 00:15:16.000]  更加是一個背叛他近身的人
[00:15:16.000 --> 00:15:18.000]  外面的人得罪我無所謂
[00:15:18.000 --> 00:15:20.000]  你近身我對你那麼好
[00:15:20.000 --> 00:15:22.000]  請了你那麼多年,你偷我金條
[00:15:22.000 --> 00:15:26.000]  那種要愛一個近身的人
[00:15:26.000 --> 00:15:30.000]  作為主因,肥利門有全權處置他
[00:15:30.000 --> 00:15:34.000]  甚至可以將他置生死和買賣的權柄
[00:15:34.000 --> 00:15:37.000]  而亞歷西茂從名字來看不是猶太人
[00:15:37.000 --> 00:15:39.000]  他的名字是有益的意思
[00:15:39.000 --> 00:15:41.000]  是一個外邦人
[00:15:41.000 --> 00:15:42.000]  如果他是肥利門,他會想
[00:15:42.000 --> 00:15:44.000]  放過他,我怎樣殺一儆百
[00:15:44.000 --> 00:15:46.000]  將來怎樣管其他奴隸
[00:15:46.000 --> 00:15:47.000]  每個人走怎麼辦
[00:15:47.000 --> 00:15:48.000]  每個人偷東西,我又怎樣做
[00:15:48.000 --> 00:15:51.000]  這些都可能在他腦海裡閃過,甚至停留
[00:15:51.000 --> 00:15:54.000]  也是我們做人的時候很正常會做的事情
[00:15:54.000 --> 00:15:56.000]  但是保羅知道肥利門的愛
[00:15:56.000 --> 00:15:58.000]  在教會裡作為主要牧師的愛
[00:15:58.000 --> 00:16:01.000]  不是人世間普遍的愛
[00:16:01.000 --> 00:16:03.000]  那是因信耶穌基督而來的愛
[00:16:03.000 --> 00:16:05.000]  所以他提出一個劃時代的要求
[00:16:05.000 --> 00:16:08.000]  這牽涉到我們經常說的一個字
[00:16:08.000 --> 00:16:11.000]  或者我們經常記掛的一個字,就是自由
[00:16:11.000 --> 00:16:14.000]  到底什麼是自由呢
[00:16:14.000 --> 00:16:17.000]  這也是基督教裡不斷討論的字
[00:16:17.000 --> 00:16:19.000]  路德在1525年回答
[00:16:19.000 --> 00:16:21.000]  人民主義學者伊拉斯莫的時候
[00:16:21.000 --> 00:16:22.000]  寫了一篇文章
[00:16:22.000 --> 00:16:25.000]  伊拉斯莫說人是有自由的意志的
[00:16:25.000 --> 00:16:28.000]  路德是一個針鋒相對的神學家
[00:16:28.000 --> 00:16:29.000]  他寫了一篇文章叫做
[00:16:29.000 --> 00:16:31.000]  意志的捆綁
[00:16:31.000 --> 00:16:35.000]  他說人的意志是被捆綁的
[00:16:35.000 --> 00:16:38.000]  在犯罪之後,人的意志沒有絕對的自由
[00:16:38.000 --> 00:16:39.000]  正如我們經常說
[00:16:39.000 --> 00:16:42.000]  人在敗壞裡是無力自救
[00:16:42.000 --> 00:16:44.000]  我們已經承認了這件事情
[00:16:44.000 --> 00:16:46.000]  當然不是說人沒有自由做任何事情
[00:16:46.000 --> 00:16:47.000]  你走出去,你擔不擔心下雨
[00:16:47.000 --> 00:16:48.000]  這些是你的自由
[00:16:48.000 --> 00:16:51.000]  但是在救恩裡,在善行裡
