
[00:00:00.000 --> 00:00:01.640]  在時代的轉變
[00:01:45.080 --> 00:01:46.680]  上帝可以藉祂的先知
[00:01:46.680 --> 00:01:48.480]  再一次在加巴魯河邊
[00:01:48.480 --> 00:01:50.720]  重建一個屬靈的群體
[00:01:50.720 --> 00:01:52.640]  這是《耳窟所書》所做的事情
[00:01:52.640 --> 00:01:53.600]  沒有了君王
[00:01:53.600 --> 00:01:54.600]  沒有了聖殿
[00:01:54.600 --> 00:01:55.560]  沒有了祭司
[00:01:55.560 --> 00:01:56.880]  沒有了敬拜
[00:01:56.880 --> 00:01:59.880]  同樣因為上帝的意象和說話的臨到
[00:01:59.880 --> 00:02:03.200]  可以重建一個屬靈的群體
[00:02:03.200 --> 00:02:04.440]  在《耳窟所書》之後
[00:02:04.440 --> 00:02:05.440]  我們再思想
[00:02:05.440 --> 00:02:06.800]  這個屬靈群體怎麼出現呢?
[00:02:06.800 --> 00:02:07.640]  就是耶穌基督
[00:02:07.640 --> 00:02:10.400]  我們上一年用馬可福音
[00:02:10.400 --> 00:02:14.080]  是說這個蛻變
[00:02:14.080 --> 00:02:16.000]  在變幻的時代的蛻變
[00:02:16.000 --> 00:02:16.880]  耶穌基督來到
[00:02:16.880 --> 00:02:19.680]  正正就是以西傑所仰望
[00:02:19.680 --> 00:02:22.480]  上帝的榮耀再一次重臨
[00:02:22.480 --> 00:02:23.480]  祂來到的時候
[00:02:23.480 --> 00:02:27.400]  祂也不是藉著既有的系統
[00:02:27.400 --> 00:02:29.080]  去重建一個屬靈群體
[00:02:29.080 --> 00:02:32.000]  耶穌基督在既有的系統之外
[00:02:32.000 --> 00:02:35.240]  重現了上帝的群體
[00:02:35.240 --> 00:02:37.680]  所以不是當時的祭司
[00:02:37.680 --> 00:02:39.200]  不是當時的聖殿
[00:02:39.200 --> 00:02:40.640]  而是基督的教導
[00:02:40.640 --> 00:02:42.320]  重現了一個群體
[00:02:42.320 --> 00:02:44.280]  今年我們教會
[00:02:44.280 --> 00:02:45.880]  我們的另一個主題就是
[00:02:45.880 --> 00:02:48.640]  回應時代的召命
[00:02:48.640 --> 00:02:49.640]  我們在回應時代的時候
[00:02:49.640 --> 00:02:53.080]  我們看到今年教會已經有很多福音的契機
[00:02:53.080 --> 00:02:55.640]  除了剛才所說的大轉圓後的契機
[00:02:55.640 --> 00:02:59.280]  我們有很多的短孫也重新開始
[00:02:59.280 --> 00:03:00.560]  無論去到柬埔寨
[00:03:00.560 --> 00:03:01.640]  無論去到杜拜
[00:03:01.640 --> 00:03:03.480]  無論去到歐洲
[00:03:03.480 --> 00:03:04.640]  很多很多的福事
[00:03:04.640 --> 00:03:06.320]  我們重新起步
[00:03:06.320 --> 00:03:07.920]  但重新起步的時候
[00:03:07.920 --> 00:03:10.240]  世界已經和2019之前
[00:03:10.240 --> 00:03:12.560]  已經截然不同
[00:03:12.560 --> 00:03:13.880]  近來看一本書
[00:03:13.880 --> 00:03:15.200]  裡面說到
[00:03:15.200 --> 00:03:20.320]  以往或者在10年20年前
[00:03:20.320 --> 00:03:22.320]  或者在過去的70年
[00:03:22.320 --> 00:03:25.760]  世界朝著兩個故事的方向發展
[00:03:25.760 --> 00:03:29.760]  一個是自由的資本主義的故事去發展
[00:03:29.760 --> 00:03:33.480]  另一方面是極權的極左的故事去發展
[00:03:33.480 --> 00:03:34.400]  以俄國
[00:03:34.400 --> 00:03:36.640]  以當時的蘇聯和美國
[00:03:36.640 --> 00:03:38.320]  就代表這兩個故事的發展
[00:03:38.320 --> 00:03:41.760]  一個最大的衝突
[00:03:41.760 --> 00:03:44.800]  但是在這兩個故事的發展
[00:03:44.800 --> 00:03:46.160]  去到最後
[00:03:46.160 --> 00:03:48.400]  以冷戰的結束
[00:03:48.400 --> 00:03:50.800]  蘇聯的倒閉作為一個結束
[00:03:50.800 --> 00:03:53.320]  好像剩下另一個故事的發展
[00:03:53.320 --> 00:03:56.120]  就是自由的資本主義的世界的發展
[00:03:56.120 --> 00:03:58.040]  成為了世界的主流
[00:03:58.040 --> 00:04:03.000]  所以民主成為了大家共同擁抱的名詞
[00:04:03.000 --> 00:04:05.120]  但是在過去的二三十年
[00:04:05.120 --> 00:04:06.320]  我們看到
[00:04:06.320 --> 00:04:10.000]  可能民主、法治、自由這些口號
[00:04:10.000 --> 00:04:12.000]  又變得相當的空洞
[00:04:12.000 --> 00:04:13.760]  變得好像每一個國家
[00:04:13.760 --> 00:04:17.360]  能夠拿捏到到底發生什麼事情
[00:04:17.360 --> 00:04:22.200]  以至每一個國家沿用兩個故事去發展
[00:04:22.200 --> 00:04:24.440]  每一個國家再回到頭來
[00:04:24.440 --> 00:04:27.360]  都是說回我自己的國家應該是怎樣
[00:04:27.360 --> 00:04:28.680]  如果大家聽一下
[00:04:28.680 --> 00:04:29.680]  特朗普
[00:04:29.680 --> 00:04:30.800]  他再出來
[00:04:30.800 --> 00:04:32.360]  不知道他今次能不能選
[00:04:32.360 --> 00:04:35.200]  他之前的選舉他的口號是什麼
[00:04:35.200 --> 00:04:37.320]  Make America Great Again
[00:04:37.320 --> 00:04:40.680]  他不是說任何民主自由的理念
[00:04:40.680 --> 00:04:43.880]  他說我們美國人要重新偉大起來
[00:04:43.880 --> 00:04:46.680]  然後同樣的故事在英國也出現了
[00:04:46.680 --> 00:04:48.920]  英國說我們不會再跟歐洲人在一起了
[00:04:48.920 --> 00:04:50.280]  我們要脫離歐洲
[00:04:50.280 --> 00:04:52.280]  我們要保持我們英國人的特色
[00:04:52.280 --> 00:04:54.360]  我們中國也有我們的中國夢
[00:04:54.360 --> 00:04:58.200]  同樣在伊斯蘭的世界
[00:04:58.200 --> 00:04:59.160]  在紛亂的裡面
[00:04:59.160 --> 00:05:01.240]  我們突然間看到伊斯蘭國的興起
[00:05:01.240 --> 00:05:03.360]  他們重新說我們要擁有
[00:05:03.360 --> 00:05:05.440]  在幾個世紀之前的哈里法
[00:05:05.440 --> 00:05:08.160]  以至我們再一次將伊斯蘭人統治
[00:05:08.160 --> 00:05:10.360]  聯合在同一個政權下面
[00:05:10.360 --> 00:05:13.600]  好像兩個故事
[00:05:13.600 --> 00:05:16.320]  極權或者自由的故事不再出現的時候
[00:05:16.320 --> 00:05:18.680]  剩下的是各自國家
[00:05:18.680 --> 00:05:20.280]  擁有自己的夢想
[00:05:20.280 --> 00:05:22.560]  自己的發展
[00:05:22.560 --> 00:05:24.720]  在早前跟特朗普分享的時候
[00:05:24.720 --> 00:05:27.120]  他說年輕的一代更加的迷惘
[00:05:27.120 --> 00:05:29.400]  他們不單止失去了所有以往
[00:05:29.400 --> 00:05:31.360]  上一代故事的底蘊
[00:05:31.360 --> 00:05:32.760]  他們面對著香港
[00:05:32.760 --> 00:05:33.880]  他們很愛香港
[00:05:33.880 --> 00:05:35.680]  但是他們失去了方向
[00:05:35.680 --> 00:05:38.960]  不知道自己能夠做到什麼
[00:05:38.960 --> 00:05:41.440]  這些都好像在我們再一次重新出發
[00:05:41.440 --> 00:05:43.120]  社會再一次穩定的時候
[00:05:43.120 --> 00:05:44.600]  世界的底蘊就是這樣
[00:05:44.600 --> 00:05:46.600]  再加上人工智能的興起
[00:05:46.600 --> 00:05:49.600]  在以往機械是取代了我們的人力
[00:05:49.600 --> 00:05:53.600]  但是今時今日機械是在取代我們的智力
[00:05:53.600 --> 00:05:55.600]  我們進入一個全新的世界
[00:05:55.600 --> 00:05:57.880]  到底什麼工作能夠再存留
[00:05:57.880 --> 00:05:59.480]  什麼工作不需要再存留
[00:05:59.480 --> 00:06:02.480]  或者可能我需要再一次申報
[00:06:02.480 --> 00:06:05.480]  我今天寫的講道不是由AI生成的
[00:06:05.480 --> 00:06:06.960]  或者我不是AI
[00:06:06.960 --> 00:06:09.320]  我也要可能在網上重一次申報
[00:06:09.320 --> 00:06:12.200]  到底是不是牧師的工作都能夠取代
[00:06:12.200 --> 00:06:15.960]  這是下一代正在思考他們面對的迷茫
[00:06:15.960 --> 00:06:18.960]  所以下一代甚至我見到很多的牧者
[00:06:18.960 --> 00:06:21.200]  他們都說我是做一個slash的牧者
[00:06:21.200 --> 00:06:24.200]  對於我們那一代來說是很新鮮的概念
[00:06:24.200 --> 00:06:25.440]  我做牧者
[00:06:25.440 --> 00:06:26.760]  我不單止做牧者
[00:06:26.760 --> 00:06:28.760]  我還要在外面餐廳找一份工作
[00:06:28.760 --> 00:06:30.320]  以至我接觸到世界
[00:06:30.320 --> 00:06:33.000]  哇 這樣對我們那一代來說
[00:06:33.000 --> 00:06:34.320]  已經是全新的概念
[00:06:34.320 --> 00:06:37.800]  也是年輕人一個全新的概念
[00:06:37.800 --> 00:06:43.160]  這一切都是我們在再一次重新出發的時候
[00:06:43.160 --> 00:06:44.200]  無論是香港人
[00:06:44.200 --> 00:06:47.240]  甚至整個世界都要面對一個新的時代
[00:06:47.240 --> 00:06:51.360]  沒有了以往東西方之爭的故事的底蘊
[00:06:51.360 --> 00:06:54.160]  自由民主法治這些概念變得空洞
[00:06:54.160 --> 00:06:56.600]  再一次見到很多國家主義的興起
[00:06:56.600 --> 00:06:58.120]  我們又怎樣回應呢
[00:06:58.120 --> 00:07:00.160]  甚至俄羅斯今天的戰爭
[00:07:00.160 --> 00:07:02.080]  都是想回復昔日
[00:07:02.080 --> 00:07:05.160]  他們在俄羅斯最強盛的帝國
[00:07:05.160 --> 00:07:07.600]  每一個都是這樣走的
[00:07:07.600 --> 00:07:10.160]  在這裡到底人生有什麼計劃
[00:07:10.160 --> 00:07:11.800]  有什麼旨意呢
[00:07:11.800 --> 00:07:13.560]  我想先讀今天的經文
[00:07:13.560 --> 00:07:17.120]  可能跳上兩段
[00:07:17.120 --> 00:07:18.520]  好 麻煩你
[00:07:18.520 --> 00:07:22.560]  是 再跳上一個
[00:07:22.560 --> 00:07:25.760]  不好意思 我說
[00:07:25.760 --> 00:07:26.720]  好 不如我讀
[00:07:26.720 --> 00:07:28.480]  應該慢慢讀的時候
[00:07:28.480 --> 00:07:29.880]  大家會出來
[00:07:29.880 --> 00:07:31.320]  我今天選的經文是
[00:07:31.320 --> 00:07:34.800]  《已忽所書》三章十節到十三節
[00:07:34.800 --> 00:07:35.440]  那裡保羅說
[00:07:35.440 --> 00:07:37.320]  「為要在現今藉著教會
[00:07:37.320 --> 00:07:39.040]  使天上執政的掌權的
[00:07:39.040 --> 00:07:41.000]  知道神百般的智慧
[00:07:41.000 --> 00:07:43.720]  這事消了神在我們主基督耶穌裡
[00:07:43.720 --> 00:07:45.680]  所完成的永恆的計劃
[00:07:45.680 --> 00:07:48.320]  我們因信耶穌就在他裡面放膽無懼
[00:07:48.320 --> 00:07:50.600]  滿有自信地進到神面前
[00:07:50.600 --> 00:07:51.800]  所以我求你們
[00:07:51.800 --> 00:07:54.560]  不要因我為你們所受的患難喪膽
[00:07:54.560 --> 00:07:57.440]  借完事你們的光榮」
[00:07:57.440 --> 00:08:01.280]  這段經文是《已忽所書》中間的一段經文
[00:08:01.280 --> 00:08:02.560]  我用因典同行作為
[00:08:02.560 --> 00:08:06.000]  《已忽所書》一個系列的主題
[00:08:06.000 --> 00:08:08.520]  因為《已忽所書》一至三章是在說因典
[00:08:08.520 --> 00:08:11.240]  四至六章是在說同行
[00:08:11.240 --> 00:08:15.880]  香港人很需要有人跟他們因典同行
[00:08:15.880 --> 00:08:17.680]  但是這個因典是什麼因典呢?
[00:08:17.680 --> 00:08:21.920]  我就回到《已忽所書》的第一章第一節
[00:08:21.920 --> 00:08:22.800]  在錄一章的時候
[00:08:22.800 --> 00:08:23.760]  我講《已忽所書》的時候
[00:08:23.760 --> 00:08:26.120]  有人幫我做了一個這樣的模型
[00:08:26.120 --> 00:08:27.880]  是剛才那個有我的樣子的那個
[00:08:27.880 --> 00:08:30.920]  雖然我的樣子不是最好的那個地方
[00:08:30.920 --> 00:08:31.520]  因為這個樣子
[00:08:31.520 --> 00:08:33.160]  我老婆叫我你麻煩剪個頭髮
[00:08:33.160 --> 00:08:34.320]  才今天回來港島
[00:08:34.320 --> 00:08:36.320]  所以我都做了這件事
[00:08:36.320 --> 00:08:38.880]  有個同事聽見我說《已忽所書》
[00:08:38.880 --> 00:08:40.280]  就做了一個藝術品
[00:08:40.280 --> 00:08:41.920]  看看遲些如何製作下來
[00:08:41.920 --> 00:08:44.640]  他說這個藝術品就是在表達《已忽所書》的
[00:08:44.640 --> 00:08:46.240]  他看完我的大綱之後
[00:08:46.240 --> 00:08:48.800]  他就寫了做了一個藝術品
[00:08:48.800 --> 00:08:50.160]  他說《已忽所書》正在說
[00:08:50.160 --> 00:08:52.000]  有很多不同的屬靈群體
[00:08:52.000 --> 00:08:55.680]  聯合成一個很堅固的一個盤石
[00:08:55.680 --> 00:08:59.680]  而這個盤石是當中藉著上帝的因典發光
[00:08:59.680 --> 00:09:03.040]  但是合一卻是不一
[00:09:03.040 --> 00:09:04.960]  在裡面向前走
[00:09:04.960 --> 00:09:06.960]  但是卻是穩固
[00:09:06.960 --> 00:09:08.960]  同樣要走在光明裡面
[00:09:08.960 --> 00:09:10.880]  我在想這個藝術品會放在哪裡
[00:09:10.880 --> 00:09:13.600]  Yemi幫忙想想放在哪裡
[00:09:13.600 --> 00:09:15.680]  我們就做了這個藝術品
[00:09:15.680 --> 00:09:16.920]  我在想如何拿出來
[00:09:16.920 --> 00:09:18.040]  這個《已忽所書》的藝術品
[00:09:18.040 --> 00:09:20.160]  我覺得很好
[00:09:20.160 --> 00:09:22.520]  我們看見一個時代有很多的變化
[00:09:22.520 --> 00:09:25.160]  我們教會再一次重新出發的時候
[00:09:25.160 --> 00:09:26.880]  在《已忽所書》一章一節保羅這樣說
[00:09:26.880 --> 00:09:30.000]  「奉神旨意作基督耶穌使徒的保羅
[00:09:30.000 --> 00:09:32.440]  寫信給在已忽所的眾聖徒
[00:09:32.440 --> 00:09:35.960]  就是在基督耶穌裡忠心的人」
[00:09:35.960 --> 00:09:40.000]  保羅說自己是奉神旨意作耶穌基督的
[00:09:40.000 --> 00:09:41.240]  上去那句
[00:09:41.240 --> 00:09:44.560]  他說自己是奉神旨意作耶穌基督的使徒
[00:09:44.560 --> 00:09:45.800]  這裡有兩個解釋
[00:09:45.800 --> 00:09:48.720]  第一個就是我做使徒
[00:09:48.720 --> 00:09:50.720]  是奉耶穌基督的旨意的
[00:09:50.720 --> 00:09:51.720]  就是神叫我做的
[00:09:51.720 --> 00:09:53.240]  大部分人可能這樣想
[00:09:53.240 --> 00:09:54.720]  但是我想保羅不是這樣想
[00:09:54.720 --> 00:09:56.040]  保羅在想
[00:09:56.040 --> 00:09:57.760]  耶穌基督有一個旨意
[00:09:57.760 --> 00:09:59.480]  我因為耶穌基督有這個計劃
[00:09:59.480 --> 00:10:00.240]  有這個旨意
[00:10:00.240 --> 00:10:03.560]  所以我成為一個使徒
[00:10:03.560 --> 00:10:04.920]  這個說法有什麼不同
[00:10:04.920 --> 00:10:06.000]  這個說法的不同就是
[00:10:06.000 --> 00:10:08.080]  其實我們的生命
[00:10:08.080 --> 00:10:10.480]  我們最終的原點
[00:10:10.480 --> 00:10:13.680]  我們維繫著整個生命的最根本點
[00:10:13.680 --> 00:10:15.200]  是耶穌基督他本身
[00:10:15.200 --> 00:10:17.080]  上帝本身有一個旨意
[00:10:17.080 --> 00:10:19.560]  我們按他的旨意活出我們的人生
[00:10:19.560 --> 00:10:21.840]  而不是上帝有什麼旨意在我的人生裡
[00:10:21.840 --> 00:10:23.040]  新的一代很多人在說
[00:10:23.040 --> 00:10:25.000]  上帝有什麼旨意在我人生裡
[00:10:25.000 --> 00:10:27.360]  上帝想我做牧師還是上帝想我做社工
[00:10:27.360 --> 00:10:28.320]  我們有很多這樣的旨意
[00:10:28.320 --> 00:10:29.840]  當然保羅不是在說這件事
[00:10:29.840 --> 00:10:31.640]  保羅在說上帝有一個旨意
[00:10:31.640 --> 00:10:32.840]  我奉他的這個旨意
[00:10:32.840 --> 00:10:36.400]  因此我成為了一個使徒
[00:10:36.400 --> 00:10:39.320]  在我們的教會裡我們說過時代論
[00:10:39.320 --> 00:10:40.960]  今天我們將會說時代論
[00:10:40.960 --> 00:10:42.640]  也會說預定論
[00:10:42.640 --> 00:10:46.000]  這兩個是我們經常會接觸到的課題
[00:10:46.000 --> 00:10:49.720]  時代論這個字就正正出現在《爾弗所書》裡
[00:10:49.720 --> 00:10:52.000]  因為在舊約和新約的交替裡
[00:10:52.000 --> 00:10:53.960]  以色列和教會的更次
[00:10:53.960 --> 00:10:56.440]  是一個時代的更次交替出現
[00:10:56.440 --> 00:10:59.040]  保羅正是在這兩個時代的中間
[00:10:59.040 --> 00:11:00.600]  在新舊的時代裡
[00:11:00.600 --> 00:11:01.520]  他看清楚
[00:11:01.520 --> 00:11:03.080]  其實這個舊的時代的過去
[00:11:03.080 --> 00:11:04.520]  到新的時代的來臨
[00:11:04.520 --> 00:11:07.160]  是上帝有一個旨意顯明著
[00:11:07.160 --> 00:11:08.960]  就正正在這個上帝的旨意下
[00:11:08.960 --> 00:11:11.080]  他因而成為一個使徒
[00:11:11.080 --> 00:11:14.000]  以至他能夠和世代同行
[00:11:14.000 --> 00:11:17.040]  保羅的生命是看著上帝的旨意怎麼走
[00:11:17.040 --> 00:11:18.960]  以至他怎麼為人
[00:11:18.960 --> 00:11:21.640]  當時保羅也身處他自己歷史的時代
[00:11:21.640 --> 00:11:23.080]  他作為猶太人
[00:11:23.080 --> 00:11:25.400]  如果按他自己的生命來說
[00:11:25.400 --> 00:11:26.960]  是一個很低沉的時代
[00:11:26.960 --> 00:11:30.600]  當時猶太人被羅馬人逼迫得越來越緊
[00:11:30.600 --> 00:11:34.120]  而猶太人的反抗也越來越高漲
[00:11:34.120 --> 00:11:37.480]  猶太人和羅馬人的政權的衝突日見頻繁
[00:11:37.480 --> 00:11:40.000]  如果《爾弗所書》寫完之後不夠十年
[00:11:40.000 --> 00:11:42.040]  這個衝突到一個爆發點
[00:11:42.040 --> 00:11:45.760]  這個爆發點就是猶太人終於拿起他的武器造反
[00:11:45.760 --> 00:11:48.320]  而羅馬人終於拿起他最強大的軍團
[00:11:48.320 --> 00:11:49.800]  開入猶太地
[00:11:49.800 --> 00:11:51.640]  摧毀了猶太和耶路撒冷
[00:11:51.640 --> 00:11:55.440]  所以保羅當時面對著很多時代的轉變
[00:11:55.440 --> 00:11:58.000]  他自己是猶太人同時是基督徒
[00:11:58.000 --> 00:12:01.960]  基督徒的身份比他當時進入一個更加難的困境
[00:12:01.960 --> 00:12:04.080]  他在《爾弗所書》三次提到
[00:12:04.080 --> 00:12:07.440]  自己是因為耶穌基督成為被囚的身份
[00:12:07.440 --> 00:12:08.640]  從人看來
[00:12:08.640 --> 00:12:11.040]  他整個生命是在困境裡
[00:12:11.040 --> 00:12:13.520]  他整個生命是在一個囚徒裡
[00:12:13.520 --> 00:12:16.520]  就是因為他在這個時代的轉折裡
[00:12:16.520 --> 00:12:18.240]  有時候我們覺得坐牢很慘
[00:12:18.240 --> 00:12:22.400]  我最近跟一個坐了三年冤獄的弟兄聊天
[00:12:22.400 --> 00:12:25.120]  大家開Zoom見面
[00:12:25.120 --> 00:12:28.480]  一見面的時候覺得他比我精神
[00:12:28.480 --> 00:12:30.080]  我自己心裡也有一個感觸
[00:12:30.080 --> 00:12:32.800]  是不是我自己的侍奉很大艱難
[00:12:32.800 --> 00:12:34.640]  我又安慰他 他又安慰我
[00:12:34.640 --> 00:12:37.920]  我覺得這是一個很好的日子
[00:12:37.920 --> 00:12:40.560]  但原來我也沒想像過
[00:12:40.560 --> 00:12:42.440]  為主坐牢是怎樣的
[00:12:42.440 --> 00:12:45.480]  保羅的生命就是在當中為主坐牢
[00:12:45.480 --> 00:12:48.080]  他在這個時候寫下了《爾弗所書》
[00:12:48.080 --> 00:12:50.160]  保羅清楚看得到
[00:12:50.160 --> 00:12:51.560]  上帝有個旨意
[00:12:51.560 --> 00:12:54.240]  就是上帝有個時代的安排
[00:12:54.240 --> 00:12:58.000]  就是神按照以色列人和教會兩個不同的時代的處置
[00:12:58.000 --> 00:13:02.280]  安排了一個救恩的出現
[00:13:02.280 --> 00:13:05.400]  但同時他作為猶太人和基督徒這兩個身份
[00:13:05.400 --> 00:13:06.960]  是兩個時代的重疊
[00:13:06.960 --> 00:13:09.240]  這是一個時代的歷史時代交替
[00:13:09.240 --> 00:13:10.800]  不單歷史時代交替
[00:13:10.800 --> 00:13:14.320]  也是一個救恩時代的交替
[00:13:14.320 --> 00:13:15.200]  如果按人
[00:13:15.200 --> 00:13:17.400]  歷史時代的交替總是帶來戰爭
[00:13:17.400 --> 00:13:19.400]  但神救恩時代的交替
[00:13:19.400 --> 00:13:21.680]  在保羅和當代的猶太人身上
[00:13:21.680 --> 00:13:24.000]  猶太信徒身上帶來很大的張力
[00:13:24.000 --> 00:13:25.200]  但不是爭戰
[00:13:25.200 --> 00:13:27.800]  是帶出了平安和喜樂
[00:13:27.800 --> 00:13:29.480]  今天我們看到以色列
[00:13:29.480 --> 00:13:31.720]  遇到很大的困境
[00:13:31.720 --> 00:13:32.920]  這個困境
[00:13:32.920 --> 00:13:33.720]  大家去到
[00:13:33.720 --> 00:13:35.360]  基本上在西方任何一個大學
[00:13:35.360 --> 00:13:36.200]  你走過去
[00:13:36.200 --> 00:13:37.240]  近來你去
[00:13:37.240 --> 00:13:39.600]  一定會看到有很多的刑寨宅在那裡
[00:13:39.600 --> 00:13:41.200]  那些刑寨宅在那裡是做什麼的呢?
[00:13:41.200 --> 00:13:43.600]  那些刑寨宅在那裡是聲援巴勒斯坦
[00:13:43.600 --> 00:13:46.480]  也是抗議以色列所做的事情
[00:13:46.480 --> 00:13:48.160]  當然整個的戰爭
[00:13:48.160 --> 00:13:50.640]  令我們有很多的問號
[00:13:50.640 --> 00:13:51.760]  很多的疑惑
[00:13:51.760 --> 00:13:52.920]  我們一方面問以色列
[00:13:52.920 --> 00:13:54.160]  是不是應該藉著武力
[00:13:54.160 --> 00:13:55.600]  去解決它面對的問題
[00:13:55.600 --> 00:13:57.760]  這個不是聖經所期望的以色列
[00:13:57.760 --> 00:13:59.040]  但同樣我們
[00:13:59.040 --> 00:14:01.840]  同時另一方面看見時代的進展
[00:14:01.840 --> 00:14:05.200]  聖經說到最終就是列國都是憎恨以色列的
[00:14:05.200 --> 00:14:07.760]  但今天你走進任何一個大學校園
[00:14:07.760 --> 00:14:09.520]  在西方任何一個大學校園
[00:14:09.520 --> 00:14:12.720]  你見到那份憎恨是強烈的
[00:14:12.720 --> 00:14:14.560]  再一次讓你看見上帝的計劃
[00:14:14.560 --> 00:14:15.920]  一直向前走
[00:14:15.920 --> 00:14:17.440]  舊恩時代的更替
[00:14:17.440 --> 00:14:19.520]  神預定的計劃
[00:14:19.520 --> 00:14:21.560]  在二弗所書裡面不斷的出現
[00:14:21.560 --> 00:14:25.920]  二弗所書裡面信徒經常討論的神學詞彙就是「預定」
[00:14:25.920 --> 00:14:28.560]  在二弗所書一章四至五節是這樣寫預定
[00:14:28.560 --> 00:14:31.760]  「因為神從創世以前在基督裡揀選了我們
[00:14:31.760 --> 00:14:33.640]  使我們在他面前成為聖傑
[00:14:33.640 --> 00:14:35.720]  沒有瑕疵、沒有愛心
[00:14:35.720 --> 00:14:37.600]  他按著自己旨意所喜悅的
[00:14:37.600 --> 00:14:41.520]  預定我們藉著耶穌基督得兒子的名分」
[00:14:41.520 --> 00:14:44.000]  神在創世之前如果說預定
[00:14:44.000 --> 00:14:47.560]  在這裡整個指向就是神在創世之前
[00:14:47.560 --> 00:14:49.440]  已經預定有一個計劃
[00:14:49.440 --> 00:14:53.200]  就是保羅按著這個旨意作試圖的計劃
[00:14:53.200 --> 00:14:55.200]  這個計劃是一個全新的時代
[00:14:55.200 --> 00:14:57.000]  這個計劃就是預定有一天
[00:14:57.000 --> 00:14:58.000]  耶穌基督來到
[00:14:58.000 --> 00:15:00.720]  使得所有的民族都可以因為耶穌基督
[00:15:00.720 --> 00:15:02.520]  成為神的兒子
[00:15:02.520 --> 00:15:04.200]  這個預定
[00:15:04.200 --> 00:15:05.200]  在舊約時代
[00:15:05.200 --> 00:15:06.240]  耶穌基督來之前
[00:15:06.240 --> 00:15:08.200]  出埃及記四章二十二節
[00:15:08.200 --> 00:15:08.680]  是這樣寫
[00:15:08.680 --> 00:15:09.600]  「耶和華如此說
[00:15:09.600 --> 00:15:11.080]  以色列是我的兒子
[00:15:11.080 --> 00:15:12.440]  我的長子」
[00:15:12.440 --> 00:15:13.400]  在舊約的時代
[00:15:13.400 --> 00:15:14.680]  和神有福的關係就是
[00:15:14.680 --> 00:15:17.120]  以色列人和神是緊緊同行的
[00:15:17.120 --> 00:15:18.440]  所以以色列是他的兒子
[00:15:18.440 --> 00:15:19.880]  是他的長子
[00:15:19.880 --> 00:15:21.200]  但是
[00:15:21.200 --> 00:15:23.840]  神在創世之前已經預定
[00:15:23.840 --> 00:15:25.760]  不是單單以色列
