
[00:00:00.000 --> 00:00:03.680]  今天我們的題目很特別
[00:07:02.840 --> 00:07:07.120]  要呼召摩西帶以色列人離開埃及
[00:07:07.120 --> 00:07:10.920]  那時候上帝就在這個荊棘火焰裡面
[00:07:10.920 --> 00:07:12.120]  向摩西顯現
[00:07:12.120 --> 00:07:14.880]  就跟他說要他帶以色列人出埃及
[00:07:14.880 --> 00:07:18.080]  摩西一共用了五個藉口
[00:07:18.080 --> 00:07:20.720]  去推卻了神的呼召
[00:07:20.720 --> 00:07:24.240]  我們今天會看頭兩個的藉口
[00:07:24.240 --> 00:07:26.680]  第一個藉口是一個反問句子
[00:07:26.680 --> 00:07:27.960]  我是什麼人
[00:07:27.960 --> 00:07:29.280]  竟能去見法老
[00:07:29.280 --> 00:07:31.920]  將以色列人從埃及地領出來
[00:07:31.920 --> 00:07:36.760]  摩西完完整整重複了上帝第十節的呼召
[00:07:36.760 --> 00:07:38.880]  並且他加了一個我是什麼人
[00:07:38.880 --> 00:07:41.560]  來問神為什麼是他
[00:07:41.560 --> 00:07:42.560]  為什麼選擇他
[00:07:42.560 --> 00:07:46.040]  我們可以看到摩西在這裡表達的一件事
[00:07:46.040 --> 00:07:49.600]  就是他身份和地位上的不同
[00:07:49.600 --> 00:07:51.680]  他覺得自己是一個nobody
[00:07:51.680 --> 00:07:53.680]  就是一個究竟是什麼人
[00:07:53.680 --> 00:07:55.920]  對比起法老是一個somebody
[00:07:55.920 --> 00:07:57.640]  一個KOL
[00:07:57.760 --> 00:08:02.440]  所以他相信自己不可能完成這個呼召
[00:08:02.440 --> 00:08:04.560]  是因為他的身份和價值
[00:08:04.560 --> 00:08:05.840]  但不知道為什麼
[00:08:05.840 --> 00:08:07.840]  不知道大家是否覺得奇怪
[00:08:07.840 --> 00:08:10.320]  其實第二章前一點
[00:08:10.320 --> 00:08:11.760]  摩西不是這樣的
[00:08:11.760 --> 00:08:14.040]  如果人物性格的話
[00:08:14.040 --> 00:08:16.320]  你看戲的話很型的
[00:08:16.320 --> 00:08:17.920]  他見義勇為
[00:08:17.920 --> 00:08:19.560]  一看到自己同胞被欺負
[00:08:19.560 --> 00:08:21.760]  就衝去殺了埃及人
[00:08:21.760 --> 00:08:24.720]  我幻想他可能好像Batman一樣
[00:08:24.720 --> 00:08:26.480]  衝出來殺了他
[00:08:26.480 --> 00:08:27.680]  然後就I'm Batman
[00:08:27.680 --> 00:08:28.480]  很型的
[00:08:28.480 --> 00:08:30.480]  但是為什麼去到這裡
[00:08:30.480 --> 00:08:34.640]  突然之間摩西的性格好像變了
[00:08:34.640 --> 00:08:36.400]  縮頭烏龜
[00:08:36.400 --> 00:08:39.000]  上帝叫他帶以色列人出埃及
[00:08:39.000 --> 00:08:40.720]  他不是應該舉腳贊成的嗎
[00:08:40.720 --> 00:08:43.400]  前面他還很同情他的同胞
[00:08:43.400 --> 00:08:45.000]  很有火很有heart
[00:08:45.000 --> 00:08:46.560]  為什麼突然間這裡
[00:08:46.560 --> 00:08:48.240]  就完全問一句
[00:08:48.240 --> 00:08:49.120]  我是什麼人
[00:08:49.120 --> 00:08:49.840]  Who am I
[00:08:49.840 --> 00:08:50.840]  然後就算了
[00:08:50.840 --> 00:08:54.720]  或者摩西在當中他在表達的
[00:08:54.720 --> 00:08:56.720]  正正就是他內心的掙扎
[00:08:56.720 --> 00:08:59.120]  他怎樣看自己
[00:08:59.120 --> 00:09:03.040]  跟他回應呼召有很大的關聯
[00:09:03.040 --> 00:09:05.680]  第二章的摩西怎樣去看自己
[00:09:05.680 --> 00:09:09.400]  第二章的摩西看自己可能是一個很尊貴的身份
[00:09:09.400 --> 00:09:10.920]  是一個埃及王子
[00:09:10.920 --> 00:09:11.800]  什麼都有
[00:09:11.800 --> 00:09:13.400]  其實是話事那個人
[00:09:13.400 --> 00:09:15.520]  所以他滿有自信
[00:09:15.520 --> 00:09:16.840]  一看到一些不滿的東西
[00:09:16.840 --> 00:09:18.360]  我自己喜歡做就做
[00:09:18.360 --> 00:09:21.560]  甚至他的同胞之後說他
[00:09:21.560 --> 00:09:23.960]  好像當自己是審判官一樣
[00:09:23.960 --> 00:09:27.800]  所以他當時其實是滿有自信
[00:09:27.800 --> 00:09:29.800]  但是到了現在這個地步
[00:09:29.800 --> 00:09:32.440]  他已經不再是埃及的王子
[00:09:32.440 --> 00:09:34.640]  他只不過是一個通緝犯
[00:09:34.640 --> 00:09:35.680]  一個殺人犯
[00:09:35.680 --> 00:09:39.840]  甚至可以說他只是一個米甸放羊的叔叔
[00:09:39.840 --> 00:09:42.920]  所以我們看到的摩西
[00:09:42.920 --> 00:09:46.080]  其實他在這裡跟自己對比法老
[00:09:46.080 --> 00:09:47.640]  他覺得自己沒有條件
[00:09:47.640 --> 00:09:48.760]  沒得鬥的
[00:09:48.760 --> 00:09:50.680]  法老是一個什麼人
[00:09:50.680 --> 00:09:53.200]  法老是當時地上最強的國家
[00:09:53.200 --> 00:09:55.320]  甚至還是最高的元首
[00:09:55.320 --> 00:09:58.320]  甚至當時的國民很崇拜他
[00:09:58.320 --> 00:10:01.960]  覺得世界上只有一個人有神的形象
[00:10:01.960 --> 00:10:03.240]  那個就是法老
[00:10:03.240 --> 00:10:06.360]  所以他們覺得神的靈就在法老的裡面
[00:10:06.360 --> 00:10:09.200]  所以你跟他鬥基本上是沒得鬥的
[00:10:09.200 --> 00:10:12.360]  摩西看自己覺得自己是一個nobody
[00:10:12.360 --> 00:10:15.240]  而法老是一個somebody
[00:10:15.240 --> 00:10:19.560]  所以摩西在那時候拒絕上帝的呼召
[00:10:19.560 --> 00:10:22.200]  第二個摩西拒絕上帝呼召的原因
[00:10:22.200 --> 00:10:24.200]  在第十三節就看到了
[00:10:24.200 --> 00:10:25.920]  在第十三節說了
[00:10:25.920 --> 00:10:28.480]  其實上帝已經說了他自己是誰
[00:10:28.480 --> 00:10:29.720]  我是你父親的神
[00:10:29.720 --> 00:10:30.840]  是阿伯拉罕神
[00:10:30.840 --> 00:10:31.440]  以撒的神
[00:10:31.440 --> 00:10:32.120]  瓦格神
[00:10:32.120 --> 00:10:33.960]  但是摩西在這裡說
[00:10:33.960 --> 00:10:37.360]  我不知道怎樣去解釋給自己的同胞聽
[00:10:37.360 --> 00:10:38.720]  上帝是誰
[00:10:38.720 --> 00:10:43.680]  其實摩西在這裡也說了
[00:10:43.680 --> 00:10:48.200]  其實我會跟他們說你是他們祖宗的神
[00:10:48.200 --> 00:10:50.320]  但是以色列人都未必知道你是誰
[00:10:50.320 --> 00:10:51.440]  因為他們說的
[00:10:51.440 --> 00:10:53.760]  以色列人住在埃及地這麼久
[00:10:53.760 --> 00:10:55.280]  過了這麼久的時間
[00:10:55.280 --> 00:10:57.800]  可能其實已經開始拜其他神
[00:10:57.800 --> 00:11:00.280]  甚至已經忘記了上帝是誰
[00:11:00.280 --> 00:11:02.520]  究竟祖宗的神是誰
[00:11:02.520 --> 00:11:03.720]  是不是我爺爺的神
[00:11:03.720 --> 00:11:05.720]  還是我爺爺的爺爺的神
[00:11:05.720 --> 00:11:08.240]  摩西其實他心底裡
[00:11:08.240 --> 00:11:10.320]  表達的一件事就是
[00:11:10.320 --> 00:11:11.800]  他根本不夠認識神
[00:11:11.800 --> 00:11:14.320]  以至他不可以向他的子民
[00:11:14.320 --> 00:11:16.760]  去表達上帝是誰
[00:11:16.760 --> 00:11:18.520]  兩個藉口
[00:11:18.520 --> 00:11:21.320]  其實都跟摩西怎樣去看自己有關
[00:11:21.320 --> 00:11:22.360]  第一個藉口
[00:11:22.360 --> 00:11:24.160]  我身份地位不夠好
[00:11:24.160 --> 00:11:25.160]  第二個藉口
[00:11:25.160 --> 00:11:26.560]  就是我不夠認識神
[00:11:26.560 --> 00:11:28.160]  我表達不到神是誰
[00:11:28.160 --> 00:11:29.920]  但其實兩個藉口
[00:11:29.920 --> 00:11:33.680]  表達的都是摩西內心世界裡的恐懼
[00:11:33.680 --> 00:11:36.320]  他很怕自己再被人排斥
[00:11:36.320 --> 00:11:37.760]  再被人拒絕
[00:11:37.760 --> 00:11:41.600]  過去他很想很努力去幫助以色列人
[00:11:41.600 --> 00:11:45.360]  以色列人有兩個同胞在這裡有紛爭的時間
[00:11:45.360 --> 00:11:46.600]  他很想去調停他們
[00:11:46.600 --> 00:11:47.600]  去幫助他們
[00:11:47.600 --> 00:11:50.040]  但那時候反而被那兩個以色列人
[00:11:50.040 --> 00:11:51.400]  說他是一個審判官
[00:11:51.400 --> 00:11:53.600]  甚至覺得他想殺了他們
[00:11:53.600 --> 00:11:55.440]  摩西那時候
[00:11:55.440 --> 00:11:57.840]  其實大概可能心底裡都會覺得
[00:11:57.840 --> 00:11:58.840]  不被接納
[00:11:58.840 --> 00:12:01.280]  本身很勇的那團火
[00:12:01.280 --> 00:12:04.400]  就算被人跟人去砌過都不怕的那團火
[00:12:04.400 --> 00:12:05.400]  都沒有了
[00:12:05.400 --> 00:12:06.960]  因為他覺得自己心底裡
[00:12:06.960 --> 00:12:08.760]  可能都會覺得自己不被接納
[00:12:08.760 --> 00:12:11.960]  不被拒絕
[00:12:11.960 --> 00:12:14.440]  其實或者我們心底裡
[00:12:14.440 --> 00:12:15.720]  可能我們生命裡
[00:12:15.720 --> 00:12:17.720]  都會有一句Who am I?
[00:12:17.720 --> 00:12:18.480]  在裡面的
[00:12:18.480 --> 00:12:19.280]  弟兄姊妹
[00:12:19.280 --> 00:12:21.280]  會不會有時候你看自己
[00:12:21.280 --> 00:12:23.640]  都會看自己有些事情覺得不夠好
[00:12:23.640 --> 00:12:27.280]  以致阻止你去為神做一些事情
[00:12:27.280 --> 00:12:28.920]  可能你很想去傳福音
[00:12:28.920 --> 00:12:31.280]  但覺得自己拍拍醜醜
[00:12:31.280 --> 00:12:33.280]  我還是不要去傳福音了
[00:12:33.280 --> 00:12:35.120]  或者就好像剛才所說
[00:12:35.120 --> 00:12:35.960]  敬拜他
[00:12:35.960 --> 00:12:38.240]  可能我彈琴都不夠好聽
[00:12:38.240 --> 00:12:39.240]  還是不要去
[00:12:39.240 --> 00:12:41.840]  有時候我們未必有勇氣
[00:12:41.840 --> 00:12:43.840]  去回應神的呼召
[00:12:43.840 --> 00:12:46.360]  但其實可能都是因為我們內心
[00:12:46.360 --> 00:12:48.360]  看自己覺得自己不夠好
[00:12:49.360 --> 00:12:51.760]  我記得我小時候
[00:12:51.760 --> 00:12:52.960]  我在小學的時候
[00:12:52.960 --> 00:12:54.960]  其實很火熱去傳福音
[00:12:54.960 --> 00:12:57.160]  我那時候就覺得
[00:12:57.160 --> 00:12:58.160]  上帝叫我去做
[00:12:58.160 --> 00:12:58.960]  我就去做
[00:12:58.960 --> 00:13:01.560]  所以到處去跟別人講福音
[00:13:01.560 --> 00:13:03.160]  那時候都很OK的
[00:13:03.160 --> 00:13:04.760]  但去到中學的時候
[00:13:04.760 --> 00:13:06.560]  突然間開始怯
[00:13:06.560 --> 00:13:07.360]  不知道為什麼
[00:13:07.360 --> 00:13:08.560]  我去到中學的時候
[00:13:08.560 --> 00:13:11.560]  突然間很想去跟別人傳福音的時候
[00:13:11.560 --> 00:13:13.560]  突然間會有些卻步
[00:13:13.560 --> 00:13:14.960]  我記得那時候
[00:13:14.960 --> 00:13:17.960]  大概是因為我心底裡會覺得
[00:13:17.960 --> 00:13:20.960]  很多人會覺得我是一個不夠好的一個人
[00:13:20.960 --> 00:13:23.360]  我那時候經常都犯錯
[00:13:23.360 --> 00:13:24.760]  經常都不見東西
[00:13:24.760 --> 00:13:27.360]  我記得我錢包電話都不見了十次以上
[00:13:27.360 --> 00:13:29.960]  然後我又經常會做漏東西
[00:13:29.960 --> 00:13:30.960]  很沒記性
[00:13:30.960 --> 00:13:31.960]  所以很多時候
[00:13:31.960 --> 00:13:33.160]  大家都會笑我
[00:13:33.160 --> 00:13:34.960]  我的朋友笑我都笑得很盡
[00:13:34.960 --> 00:13:35.560]  他們會說
[00:13:35.560 --> 00:13:38.360]  Waterman 你人生真是一個錯案
[00:13:38.360 --> 00:13:40.160]  你的人生是一個笑話
[00:13:40.160 --> 00:13:42.160]  你可以寫一本笑話集出來也可以
[00:13:42.160 --> 00:13:42.960]  又或者
[00:13:42.960 --> 00:13:45.160]  Waterman 你的人生是一個小丑
[00:13:45.160 --> 00:13:48.960]  你的出生可能就是讓這個世界大有歡樂
[00:13:48.960 --> 00:13:51.360]  所以你令到別人開心就可以了
[00:13:51.360 --> 00:13:53.760]  我那時候因為做朋友
[00:13:53.760 --> 00:13:55.360]  被人笑一下沒什麼所謂
[00:13:55.360 --> 00:13:56.360]  玩一下
[00:13:56.360 --> 00:13:58.160]  所以我不太介意
[00:13:58.160 --> 00:13:59.760]  我跟他們一起笑一份也可以
[00:13:59.760 --> 00:14:01.160]  是啊 我真的是一個小丑
[00:14:01.160 --> 00:14:02.760]  一個笑話來的
[00:14:02.760 --> 00:14:04.760]  但慢慢這一句句子
[00:14:04.760 --> 00:14:05.960]  其實在我腦子裡面
[00:14:05.960 --> 00:14:07.160]  可能慢慢直根
[00:14:07.160 --> 00:14:08.360]  以致到我其實
[00:14:08.360 --> 00:14:10.760]  都不是很相信自己說的話
[00:14:10.760 --> 00:14:12.560]  我跟我的中學同學
[00:14:12.560 --> 00:14:14.960]  試過有一次真的去講信仰的時間
[00:14:14.960 --> 00:14:16.160]  被他們圍著
[00:14:16.160 --> 00:14:17.160]  大家在那裏
[00:14:17.160 --> 00:14:18.160]  一句就說
[00:14:18.160 --> 00:14:19.760]  基督教不適合科學的
[00:14:19.760 --> 00:14:21.160]  不適合哲學的
[00:14:21.160 --> 00:14:22.960]  以致到我的心沉了
[00:14:22.960 --> 00:14:24.360]  我覺得沒得爭辯
[00:14:24.360 --> 00:14:25.360]  我都不懂這些東西
[00:14:25.360 --> 00:14:26.760]  是啊 我是一個錯
[00:14:26.760 --> 00:14:28.160]  Waterman 說話
[00:14:28.160 --> 00:14:29.560]  當作是開玩笑就算了
[00:14:29.560 --> 00:14:30.160]  是啊
[00:14:30.160 --> 00:14:31.760]  都是被人笑而已
[00:14:31.760 --> 00:14:33.760]  所以結果其實慢慢
[00:14:33.760 --> 00:14:34.760]  我心底裡面
[00:14:34.760 --> 00:14:36.360]  我很怕跟別人去講信仰
[00:14:36.360 --> 00:14:38.760]  很怕跟我的中學同學講信仰
[00:14:38.760 --> 00:14:41.160]  甚至去到哪個位置
[00:14:41.160 --> 00:14:43.160]  我發現到這件事是一個問題
[00:14:43.160 --> 00:14:44.960]  就是我去到讀神學的時候
[00:14:44.960 --> 00:14:47.160]  我讀神學第一年回來香港
[00:14:47.160 --> 00:14:48.160]  跟他們再講
[00:14:48.160 --> 00:14:48.760]  他們問我
[00:14:48.760 --> 00:14:50.560]  喂 你讀神學讀什麼的
[00:14:50.560 --> 00:14:52.160]  我發覺我不敢跟他們講
[00:14:52.160 --> 00:14:52.760]  我只是說
[00:14:52.760 --> 00:14:55.160]  都是讀這些語文
[00:14:55.160 --> 00:14:56.360]  然後就敷衍了
[00:14:56.360 --> 00:14:57.560]  我真的接受不了
[00:14:57.560 --> 00:14:58.760]  我之後我發覺
[00:14:58.760 --> 00:14:59.960]  我問自己
[00:14:59.960 --> 00:15:01.160]  我究竟在講什麼
[00:15:01.160 --> 00:15:02.160]  我是做傳道人的
[00:15:02.160 --> 00:15:03.560]  將來傳道人要做什麼
[00:15:03.560 --> 00:15:04.560]  是做傳道的
[00:15:04.560 --> 00:15:06.360]  我竟然不敢告訴別人
[00:15:06.360 --> 00:15:07.560]  我在讀什麼
[00:15:07.560 --> 00:15:09.360]  我發覺原來我心底裡面
[00:15:09.360 --> 00:15:11.760]  真的有一個很強烈的恐懼
[00:15:11.760 --> 00:15:13.160]  而那個恐懼是源於
[00:15:13.160 --> 00:15:14.560]  因為我怎樣看自己
[00:15:14.560 --> 00:15:15.560]  我覺得自己
[00:15:15.560 --> 00:15:16.960]  我沒有一些東西
[00:15:16.960 --> 00:15:18.760]  我沒有別人這麼能說話
[00:15:18.760 --> 00:15:19.560]  這麼能說話
[00:15:19.560 --> 00:15:20.760]  這麼有型
[00:15:20.760 --> 00:15:21.760]  這麼有說服力
[00:15:21.760 --> 00:15:22.960]  以致到我覺得
[00:15:22.960 --> 00:15:26.960]  我其實根本不應該去說這麼多東西
[00:15:26.960 --> 00:15:28.360]  做什麼KOL
[00:15:28.360 --> 00:15:30.160]  做什麼作炎作光
[00:15:30.160 --> 00:15:33.160]  其實我覺得我自己都沒有能力去做這件事
[00:15:33.160 --> 00:15:35.360]  當我自己看著自己
[00:15:35.360 --> 00:15:37.760]  生命裡面缺乏的東西的時候
[00:15:37.760 --> 00:15:41.560]  就阻礙了我去擁抱上帝給我的呼召
[00:15:42.160 --> 00:15:43.160]  不知弟兄姊妹
[00:15:43.160 --> 00:15:45.560]  在生命裡面有沒有經歷過這件事
[00:15:45.560 --> 00:15:48.560]  很多時候我們看KOL是什麼
[00:15:48.560 --> 00:15:49.560]  就是那些
[00:15:49.560 --> 00:15:50.960]  很帥很美女
[00:15:50.960 --> 00:15:53.160]  說話很魅力
[00:15:53.160 --> 00:15:55.160]  在Instagram上發一兩張照片
[00:15:55.160 --> 00:15:56.760]  然後就各個like
[00:15:56.760 --> 00:15:58.560]  KOL是那些很有型的人
[00:15:58.560 --> 00:15:59.360]  或者一些
