
[00:00:00.000 --> 00:00:06.240]  今日是本人再一次的《洩露信經》講道系列
[00:02:56.000 --> 00:02:58.000]  神與人同在
[00:02:58.000 --> 00:03:00.800]  神與我和你一起
[00:03:00.800 --> 00:03:02.600]  對我們有甚麼意義
[00:03:02.600 --> 00:03:04.000]  在說有甚麼意義之前
[00:03:04.000 --> 00:03:06.500]  首先要說清楚這句信經的含義
[00:03:06.500 --> 00:03:08.400]  因聖靈感人
[00:03:08.400 --> 00:03:10.800]  由童貞女瑪利亞所生
[00:03:10.800 --> 00:03:12.000]  這句其實是一個
[00:03:12.000 --> 00:03:13.300]  好像一個銀一樣
[00:03:13.300 --> 00:03:15.500]  有兩面的
[00:03:15.500 --> 00:03:18.600]  即是包含有兩種不同的含義
[00:03:18.600 --> 00:03:21.400]  它第一個含義就是很清楚指出
[00:03:21.400 --> 00:03:23.800]  耶穌不是普通人
[00:03:23.800 --> 00:03:27.600]  而是天上的神臨到人間
[00:03:27.600 --> 00:03:29.800]  所以祂不是好像平常人那樣
[00:03:29.800 --> 00:03:32.000]  由一男一女的交配
[00:03:32.000 --> 00:03:34.300]  受貞懷孕而出生的
[00:03:34.300 --> 00:03:39.200]  而是在聖靈超自然的能力介入之下
[00:03:39.200 --> 00:03:44.400]  令到一位叫瑪利亞的童貞女懷孕生子
[00:03:44.400 --> 00:03:46.100]  另一方面第二句意思就是
[00:03:46.100 --> 00:03:50.900]  我們也說出耶穌是通過普通的女子
[00:03:50.900 --> 00:03:53.900]  誕生出來的一個人
[00:03:53.900 --> 00:03:56.800]  一個正常的誕生途徑
[00:03:56.800 --> 00:04:00.400]  所以耶穌是有人的育生
[00:04:00.400 --> 00:04:03.800]  與一個普通人基本上是沒有分別的
[00:04:03.800 --> 00:04:05.100]  可以簡單地說
[00:04:05.100 --> 00:04:08.700]  祂是100%有血有肉的人
[00:04:08.700 --> 00:04:11.300]  信經的因聖靈感人
[00:04:11.300 --> 00:04:13.000]  由童貞女瑪利亞所生
[00:04:13.000 --> 00:04:15.300]  這句其實是我們基督教
[00:04:15.300 --> 00:04:17.800]  持守一個很重要的信條
[00:04:17.800 --> 00:04:21.300]  就是耶穌基督的神人異性
[00:04:21.300 --> 00:04:26.000]  即是說耶穌基督是100%完全的神
[00:04:26.000 --> 00:04:31.800]  同時亦都是100%同時完全的人
[00:04:31.800 --> 00:04:35.300]  是道成了育身
[00:04:35.300 --> 00:04:37.800]  上帝成為人
[00:04:37.800 --> 00:04:40.900]  那為甚麼上帝要去成為人呢?
[00:04:40.900 --> 00:04:43.100]  拯救世人
[00:04:43.100 --> 00:04:45.400]  大家有沒有想過
[00:04:45.400 --> 00:04:47.400]  既然祂是創造萬物的神
[00:04:47.400 --> 00:04:49.100]  要拯救世人
[00:04:49.100 --> 00:04:52.800]  可不可以有一些又快又方便的捷徑?
[00:04:52.800 --> 00:04:53.800]  可不可以?
[00:04:53.800 --> 00:04:54.800]  不用那麼麻煩
[00:04:54.800 --> 00:04:56.100]  又要降世為人
[00:04:56.100 --> 00:04:59.300]  活了33年還要死在十字架上
[00:04:59.300 --> 00:05:02.600]  才完成這個救數工作
[00:05:02.600 --> 00:05:04.400]  會不會太複雜?
[00:05:04.400 --> 00:05:06.500]  你信不信神有另一些方法
[00:05:06.500 --> 00:05:09.100]  簡單方便快捷的可以拯救我們?
[00:05:09.100 --> 00:05:13.900]  當然我們當然信神有祂的辦法
[00:05:13.900 --> 00:05:17.500]  但為甚麼要這樣做呢?
[00:05:17.500 --> 00:05:21.300]  還有這樣做跟我有甚麼關係呢?
[00:05:21.300 --> 00:05:23.500]  那又要講自己的經驗
[00:05:23.500 --> 00:05:25.900]  我曾經在一間福音戒道服侍過
[00:05:25.900 --> 00:05:27.900]  給我有些體會
[00:05:27.900 --> 00:05:29.500]  福音戒道
[00:05:29.500 --> 00:05:34.500]  事先講明不是那間轉移資產去外國
[00:05:34.500 --> 00:05:39.100]  放下本地事工不理的那個機構
[00:05:39.100 --> 00:05:42.300]  最近我從一些被留下的童工
[00:05:42.300 --> 00:05:45.500]  聽到一些我很不開心的故事
[00:05:45.500 --> 00:05:47.500]  不過不會在這裡分享
[00:05:47.500 --> 00:05:49.100]  只是請大家記住
[00:05:49.100 --> 00:05:51.900]  仍然留在香港的
[00:05:51.900 --> 00:05:54.900]  其他所有的福音戒道機構
[00:05:54.900 --> 00:05:57.500]  其實都不忘初衷
[00:05:57.500 --> 00:06:00.700]  繼續努力地服侍所有的戒毒者
[00:06:00.700 --> 00:06:03.100]  只是他們現在是艱苦經營當中
[00:06:03.100 --> 00:06:05.300]  請大家切切紀念
[00:06:05.300 --> 00:06:09.100]  還有主要是經濟支持他們
[00:06:09.100 --> 00:06:12.100]  我服侍的福音戒毒機構是很老派的
[00:06:12.100 --> 00:06:15.100]  非常強調的是以過來人的身份
[00:06:15.100 --> 00:06:17.900]  去服侍戒毒的人
[00:06:17.900 --> 00:06:20.500]  過來人即是以前吸過毒
[00:06:20.500 --> 00:06:22.300]  現在戒了毒
[00:06:22.300 --> 00:06:27.100]  年少氣盛的我當時
[00:06:27.100 --> 00:06:30.300]  就很不喜歡這一套
[00:06:30.300 --> 00:06:33.100]  難道我未吸過毒
[00:06:33.100 --> 00:06:35.700]  我不可以服侍這班人嗎?
[00:06:35.700 --> 00:06:39.900]  難道要我吸過毒才可以進去做他們的老師嗎?
[00:06:39.900 --> 00:06:43.100]  你們有沒有這樣想過?
[00:06:43.100 --> 00:06:44.700]  當時我有些不滿
[00:06:44.700 --> 00:06:47.100]  但是現在回頭看
[00:06:47.100 --> 00:06:50.900]  道成肉身這件事給我有多些體會
[00:06:50.900 --> 00:06:51.900]  怎樣體會呢?
[00:06:51.900 --> 00:06:55.100]  就是由聖經告訴我們
[00:06:55.100 --> 00:06:58.300]  由聖經告訴我們
[00:06:58.300 --> 00:06:59.300]  讓我們知道
[00:06:59.300 --> 00:07:04.900]  道成肉身以馬來利的重要
[00:07:04.900 --> 00:07:12.700]  今日經文選取自約翰福音十一章十七至三十七節
[00:07:12.700 --> 00:07:15.700]  首先讓我們看看第一部分
[00:07:15.700 --> 00:07:19.100]  就是十七至二十七節第一部分
[00:07:19.100 --> 00:07:21.500]  約翰福音經文這樣說
[00:07:21.500 --> 00:07:22.700]  耶穌到了
[00:07:22.700 --> 00:07:25.100]  知道拉撒路的墳墓
[00:07:25.100 --> 00:07:27.700]  在墳墓裏面已經四天了
[00:07:27.700 --> 00:07:30.100]  他們是從伯達尼的地方
[00:07:30.100 --> 00:07:31.900]  在猶大省的
[00:07:31.900 --> 00:07:33.300]  距離耶路撒冷不遠
[00:07:33.300 --> 00:07:35.500]  有六里路
[00:07:35.500 --> 00:07:39.500]  當馬大和瑪利亞
[00:07:39.500 --> 00:07:43.900]  拉撒路的兩位姐姐知道耶穌來了
[00:07:43.900 --> 00:07:47.500]  馬大就立刻走去見耶穌
[00:07:47.500 --> 00:07:50.500]  瑪利亞仍然坐在家裏
[00:07:50.500 --> 00:07:52.100]  拉撒路的兩個姐姐
[00:07:52.100 --> 00:07:56.300]  馬大和瑪利亞全家都是耶穌的好朋友
[00:07:56.300 --> 00:07:58.700]  路加福音十章曾經提及過
[00:07:58.700 --> 00:08:03.100]  馬大和瑪利亞招待耶穌的故事
[00:08:03.100 --> 00:08:06.500]  瑪利亞也曾經用香膏抹耶穌的油
[00:08:06.500 --> 00:08:08.500]  以示對耶穌的尊敬
[00:08:08.500 --> 00:08:11.100]  這些都表明了
[00:08:11.100 --> 00:08:15.900]  他們一家和耶穌的關係非常密切
[00:08:15.900 --> 00:08:18.100]  約翰福音十一章說
[00:08:18.100 --> 00:08:19.900]  好朋友拉撒路死了
[00:08:19.900 --> 00:08:23.100]  這個時候耶穌來了
[00:08:23.100 --> 00:08:28.900]  耶穌來已經是拉撒路死了至少四天
[00:08:28.900 --> 00:08:30.700]  猶太人有一個傳說
[00:08:30.700 --> 00:08:34.100]  是猶太人的傳說不是聖經
[00:08:34.100 --> 00:08:36.100]  認為人死了之後三天
[00:08:36.100 --> 00:08:37.100]  這三天期間
[00:08:37.100 --> 00:08:40.100]  靈魂會在軀體旁邊徘徊
[00:08:40.100 --> 00:08:41.900]  走來走去不捨得走
[00:08:41.900 --> 00:08:44.500]  想重新進入
[00:08:44.500 --> 00:08:49.100]  但是當身體這個軀體開始腐爛的時候
[00:08:49.100 --> 00:08:52.300]  靈魂就要走了
[00:08:52.300 --> 00:08:53.700]  所以到了第四天
[00:08:53.700 --> 00:08:55.900]  就是說拉撒路是怎樣?
[00:08:55.900 --> 00:08:57.500]  沒得救了
[00:08:57.500 --> 00:08:59.900]  反問無述了
[00:08:59.900 --> 00:09:01.100]  可以這麼說
[00:09:01.100 --> 00:09:03.500]  在一般猶太人相信
[00:09:03.500 --> 00:09:05.700]  不可能再翻生的時候
[00:09:05.700 --> 00:09:09.300]  耶穌這個時候才出現
[00:09:09.300 --> 00:09:11.900]  這樣就是說只有真正的神跡
[00:09:11.900 --> 00:09:16.100]  才能夠叫拉撒路死裡復活
[00:09:16.100 --> 00:09:18.300]  當馬大聽到耶穌來了
[00:09:18.300 --> 00:09:19.500]  就出去迎接他
[00:09:19.500 --> 00:09:22.300]  之後他和耶穌的對話頗有意思
[00:09:22.300 --> 00:09:27.300]  請大家一起讀21節至27節
[00:09:27.300 --> 00:09:29.100]  1、2、3起
[00:09:29.100 --> 00:09:31.100]  主啊你若早在者
[00:09:31.100 --> 00:09:33.900]  我弟弟就不會死了
[00:09:33.900 --> 00:09:36.300]  無論解經家如何解釋
[00:09:36.300 --> 00:09:38.500]  從馬大這句話
[00:09:38.500 --> 00:09:40.900]  我們都看到的是
[00:09:40.900 --> 00:09:44.700]  他帶著埋怨和失望
[00:09:44.700 --> 00:09:46.300]  為什麼你不早一點來
[00:09:46.300 --> 00:09:50.300]  你早一點來我弟弟就不會死了
[00:09:50.300 --> 00:09:52.700]  但是22節看到
[00:09:52.700 --> 00:09:56.100]  馬大仍然對耶穌很有信心
[00:09:56.100 --> 00:09:57.300]  我知道
[00:09:57.300 --> 00:10:00.500]  即使現在你無論向神求什麼
[00:10:00.500 --> 00:10:03.500]  神也必賜給你
[00:10:03.500 --> 00:10:08.500]  馬大的反應好像有點矛盾
[00:10:08.500 --> 00:10:13.300]  又說信又埋怨
[00:10:13.300 --> 00:10:15.100]  其實有什麼特別
[00:10:15.100 --> 00:10:16.300]  沒什麼特別
[00:10:16.300 --> 00:10:18.100]  你又信又埋怨
[00:10:18.100 --> 00:10:19.900]  很合乎我們人性
[00:10:19.900 --> 00:10:22.900]  我們人情都是這樣的
[00:10:22.900 --> 00:10:27.300]  你和我都不會是沒有情感的機器
[00:10:27.300 --> 00:10:29.500]  我們都有七情六慾
[00:10:29.500 --> 00:10:32.100]  都有起伏的情緒
[00:10:32.100 --> 00:10:34.500]  不是的請舉手
[00:10:34.500 --> 00:10:36.900]  沒有的
[00:10:36.900 --> 00:10:37.900]  其實我們要感恩
[00:10:37.900 --> 00:10:40.700]  人不是一個程式
[00:10:40.700 --> 00:10:42.900]  進入了就沒有了自己
[00:10:42.900 --> 00:10:46.500]  我想很多人都和我一樣
[00:10:46.500 --> 00:10:50.900]  很怕別人和我說規條
[00:10:50.900 --> 00:10:55.300]  拜託不要計劃我每天做什麼
[00:10:55.300 --> 00:10:56.700]  好像牧民一樣
[00:10:56.700 --> 00:11:00.300]  規定我每天定時定候祈禱五次
[00:11:00.300 --> 00:11:02.300]  是呀你有行為
[00:11:02.300 --> 00:11:05.100]  但是有沒有生命呢
[00:11:05.100 --> 00:11:08.500]  你自己想吧
[00:11:08.500 --> 00:11:11.700]  馬大的表現很合乎人情
[00:11:11.700 --> 00:11:14.900]  試想想即使是最偉大的人
[00:11:14.900 --> 00:11:16.700]  當親人死了之後
[00:11:16.700 --> 00:11:20.100]  你和我都會有情緒的
[00:11:20.100 --> 00:11:26.300]  這個時候就拜託不要逼自己去感謝主
[00:11:26.300 --> 00:11:30.900]  不要說這些話出口
[00:11:30.900 --> 00:11:33.500]  對我自己來說
[00:11:33.500 --> 00:11:36.500]  我不應該壓抑我的情緒
[00:11:36.500 --> 00:11:38.700]  不應該隱瞞我的情緒
[00:11:38.700 --> 00:11:41.300]  對神我更加要是這樣
[00:11:41.300 --> 00:11:43.100]  不妨向祂發脾氣
[00:11:43.100 --> 00:11:45.100]  因為神是會接受的
[00:11:45.100 --> 00:11:49.900]  因為你只是向祂表露出你真正的自己
[00:11:49.900 --> 00:11:54.500]  不信你多看一些大衛王的詩篇
[00:11:54.500 --> 00:11:57.500]  這個不是表現你不信
[00:11:57.500 --> 00:12:00.700]  只是你心裏痛苦難受到極點
[00:12:00.700 --> 00:12:02.100]  需要表達出來
[00:12:02.100 --> 00:12:06.100]  你信得過神才會和祂表達
[00:12:06.100 --> 00:12:08.500]  神會明白的
[00:12:08.500 --> 00:12:09.500]  就好像馬大一樣
[00:12:09.500 --> 00:12:12.300]  我弟弟死了他很難過
[00:12:12.300 --> 00:12:17.900]  但他沒有影響到他仍然相信耶穌
[00:12:17.900 --> 00:12:21.900]  只不過馬大沒有指望
[00:12:21.900 --> 00:12:27.300]  耶穌會馬上叫他弟弟起死回生
[00:12:27.300 --> 00:12:31.300]  當耶穌說你弟弟會復活的
[00:12:31.300 --> 00:12:33.300]  馬大的回應是甚麼?
[00:12:33.300 --> 00:12:38.100]  我知道他在末世的時候會復活
[00:12:38.100 --> 00:12:41.100]  馬大相信耶穌必然會在末世的日子
[00:12:41.100 --> 00:12:43.900]  令到他弟弟復活
[00:12:43.900 --> 00:12:45.100]  這個時候
[00:12:45.100 --> 00:12:48.300]  耶穌說了一句很重要的說話
[00:12:48.300 --> 00:12:53.900]  非常之重要的宣告
[00:12:53.900 --> 00:12:58.900]  祂說「復活在我,生命也在我」
[00:12:58.900 --> 00:13:05.500]  「信我的人死了,雖然死了也必復活」
[00:13:05.500 --> 00:13:09.900]  「復活在我,生命也在我」
[00:13:09.900 --> 00:13:12.100]  問問你自己
[00:13:12.100 --> 00:13:15.700]  你信不信?
[00:13:15.700 --> 00:13:17.700]  「復活在我,生命也在我」
[00:13:17.700 --> 00:13:25.300]  「如文字亦是:我是復活生命」
[00:13:25.300 --> 00:13:29.300]  這裡強調耶穌就好像舊約
[00:13:29.300 --> 00:13:32.300]  面對摩西那位聖者
[00:13:32.300 --> 00:13:36.900]  那位上帝說的「我是」
[00:13:36.900 --> 00:13:40.500]  「我是自有永有的」
[00:13:40.500 --> 00:13:43.300]  約翰福音用「我是」來形容耶穌
[00:13:43.300 --> 00:13:46.900]  這是一個非常之重要的概念
[00:13:46.900 --> 00:13:49.300]  在《出拉及記》三章十四節
[00:13:49.300 --> 00:13:51.900]  「我是自有永有」這句短語
[00:13:51.900 --> 00:13:57.900]  直接翻譯過來就是簡單的「我是」
[00:13:57.900 --> 00:14:03.100]  作者刻意地將耶穌連繫到《出拉及記》
[00:14:03.100 --> 00:14:07.100]  就是要清楚指出耶穌就是神的自己
[00:14:07.100 --> 00:14:10.500]  約翰福音更加在其他六處的地方表明
[00:14:10.500 --> 00:14:13.900]  耶穌就是那個「我是」
[00:14:13.900 --> 00:14:14.900]  「我是生命的糧」
[00:14:14.900 --> 00:14:15.700]  「我是世界的缸」
[00:14:15.700 --> 00:14:16.500]  「我是羊的門」
[00:14:16.500 --> 00:14:18.300]  「我是好牧人」
[00:14:18.300 --> 00:14:19.900]  「復活在我,生命也在我」
[00:14:19.900 --> 00:14:21.500]  「我是復活,我是生命」
[00:14:21.500 --> 00:14:23.500]  「我是道路真理生命」
[00:14:23.500 --> 00:14:29.300]  「我是真葡萄樹」
[00:14:29.300 --> 00:14:34.500]  面對耶穌這個「你信嗎?」的挑戰
[00:14:34.500 --> 00:14:36.900]  馬達在二十七節的回應就是
[00:14:36.900 --> 00:14:40.300]  「主啊,是的,我信」
[00:14:40.300 --> 00:14:43.700]  「我信祢是基督,是神的兒子」
[00:14:43.700 --> 00:14:49.100]  「就是那位將要臨到世界的那位」
[00:14:49.100 --> 00:14:52.500]  「這個是的,我信」
[00:14:52.500 --> 00:14:55.100]  是一個信仰的告白
[00:14:55.100 --> 00:14:58.700]  他確實相信這位就是「我是」
[00:14:58.700 --> 00:15:02.700]  就是復活,就是生命
[00:15:02.700 --> 00:15:05.100]  有人形容馬達的回答
[00:15:05.100 --> 00:15:06.500]  是福音書裡面
[00:15:06.500 --> 00:15:08.900]  承認耶穌基督是尼塞亞的宣告的
[00:15:08.900 --> 00:15:10.700]  其中一個最偉大的一個
[00:15:10.700 --> 00:15:16.900]  甚至比得在馬達福音十六章十六節的宣告
[00:15:16.900 --> 00:15:19.100]  更加偉大
[00:15:19.100 --> 00:15:20.500]  在十六章十六節那裡
[00:15:20.500 --> 00:15:23.500]  比得說「祢是基督,是永生神的兒子」
[00:15:23.500 --> 00:15:24.700]  其實是因為他看了
[00:15:24.700 --> 00:15:27.500]  比得看了很多神蹟奇事之後
[00:15:27.500 --> 00:15:29.300]  情緒很興奮
[00:15:29.300 --> 00:15:32.100]  然後衝動說出來
[00:15:32.100 --> 00:15:35.300]  但馬達就正正是在絕望當中
[00:15:35.300 --> 00:15:36.500]  最需要幫助的時候
[00:15:36.500 --> 00:15:40.700]  他仍然會說出這樣的信仰告白
[00:15:40.700 --> 00:15:44.700]  所以這個信仰告白是美好的
[00:15:44.700 --> 00:15:48.100]  令我想起哈巴谷先知的宣告一樣
[00:15:48.100 --> 00:15:50.300]  非常之美好的
[00:15:50.300 --> 00:15:52.500]  「雖然無花果樹不發旺
[00:15:52.500 --> 00:15:54.300]  葡萄樹不結果
[00:15:54.300 --> 00:15:55.700]  橄欖樹也不收成
[00:15:55.700 --> 00:15:57.700]  田地不出糧食
[00:15:57.700 --> 00:15:58.900]  圈中絕了羊
[00:15:58.900 --> 00:16:00.300]  棚內沒有牛
[00:16:00.300 --> 00:16:05.100]  然而我要因耶和華寬恩
[00:16:05.100 --> 00:16:09.500]  因拯救我的神喜樂」
[00:16:09.500 --> 00:16:12.300]  這樣的宣告很美好的
[00:16:12.300 --> 00:16:14.500]  但是
[00:16:14.500 --> 00:16:17.700]  又會不會有些否定了
[00:16:17.700 --> 00:16:23.700]  神能夠扭轉眼前好像絕望的情況呢?
[00:16:23.700 --> 00:16:25.100]  有時我們這樣的宣告
[00:16:25.100 --> 00:16:29.500]  我們會不會只是集中在將來末世的日子
[00:16:29.500 --> 00:16:32.700]  就好像馬大所說的
[00:16:32.700 --> 00:16:35.300]  我知道他會在末世復活
[00:16:35.300 --> 00:16:38.300]  在末日才會這樣
[00:16:38.300 --> 00:16:41.700]  有時你和我會不會好像馬大一樣
[00:16:41.700 --> 00:16:46.100]  「是的,我們已經確認了主耶穌是生命中的主
[00:16:46.100 --> 00:16:49.900]  但是我們有沒有真正信任祂是那位
[00:16:49.900 --> 00:16:52.900]  必然是那位在我們生命當中
[00:16:52.900 --> 00:16:58.100]  有保守有帶領的那位主呢?」
[00:16:58.100 --> 00:17:00.500]  還是我們只是盼望
[00:17:00.500 --> 00:17:03.100]  寄望將來的天國
[00:17:03.100 --> 00:17:08.100]  而對今生今世失了期盼呢?
[00:17:08.100 --> 00:17:10.500]  這樣其實我們只是用我們人的框框
[00:17:10.500 --> 00:17:13.100]  去框住了我們的神
[00:17:13.100 --> 00:17:15.500]  難道你真的不能夠相信
[00:17:15.500 --> 00:17:18.500]  我們的神能夠令到無花果樹發旺
[00:17:18.500 --> 00:17:19.500]  葡萄樹結果
[00:17:19.500 --> 00:17:20.500]  橄欖樹有收成
[00:17:20.500 --> 00:17:22.500]  田地有糧食出
[00:17:22.500 --> 00:17:26.100]  圈內棚內都有充滿牛羊嗎?
[00:17:26.100 --> 00:17:29.900]  難道你不相信嗎?
[00:17:29.900 --> 00:17:30.900]  祂要我們信祂
[00:17:30.900 --> 00:17:33.900]  要我們憑信去什麼?
[00:17:33.900 --> 00:17:36.500]  放膽求啊
[00:17:36.500 --> 00:17:37.500]  你說你信祂
[00:17:37.500 --> 00:17:47.100]  就拜託你有沒有在禱告當中表達出你的信
[00:17:47.100 --> 00:17:49.100]  當然我從來不相信
[00:17:49.100 --> 00:17:52.300]  一個祈禱的凡人可以搖動神的手
[00:17:52.300 --> 00:17:55.100]  如果可以我就不是凡人了
[00:17:55.100 --> 00:17:56.300]  神有祂的心意
[00:17:56.300 --> 00:17:56.900]  有祂的旨意
[00:17:56.900 --> 00:17:58.700]  有祂絕對的主權
[00:17:58.700 --> 00:17:59.900]  你不是話事那個
[00:17:59.900 --> 00:18:04.300]  但是祂仍然要你放膽求
[00:18:04.300 --> 00:18:07.300]  放膽求不是因為祂是有求必應的王大仙
[00:18:07.300 --> 00:18:11.100]  放膽求因為你相信祂是真正掌權
[00:18:11.100 --> 00:18:15.100]  有大能的那位傳避者
[00:18:15.100 --> 00:18:16.500]  只是我們不可以妄求
[00:18:16.500 --> 00:18:17.700]  大家要搞清楚
[00:18:17.700 --> 00:18:19.300]  我不可以妄求主
[00:18:19.300 --> 00:18:21.300]  我想好像姜濤那麼帥
[00:18:21.300 --> 00:18:23.700]  我想好像姚明那麼高大
[00:18:23.700 --> 00:18:27.300]  我還要娶今屆講者做老婆
[00:18:27.300 --> 00:18:28.300]  絕對是妄求
[00:18:28.300 --> 00:18:30.700]  神不會理的
[00:18:30.700 --> 00:18:31.500]  如果不是妄求的
[00:18:31.500 --> 00:18:33.100]  就拜託大家放膽求
[00:18:33.100 --> 00:18:37.300]  即使你的信心不夠大,求吧
[00:18:37.300 --> 00:18:39.300]  你信不信?
[00:18:39.300 --> 00:18:43.900]  其實我在我家裡至少看過兩次
[00:18:43.900 --> 00:18:47.900]  因為放膽求而出現的神蹟奇事
[00:18:47.900 --> 00:18:50.700]  兩次看上去都好像沒什麼可能發生
[00:18:50.700 --> 00:18:52.500]  但是神聽到了
[00:18:52.500 --> 00:18:55.100]  第一件事就是很多年前
[00:18:55.100 --> 00:18:58.500]  我弟弟在IT做的
[00:18:58.500 --> 00:19:00.100]  不是,在銀行做IT
[00:19:00.100 --> 00:19:02.100]  不是IT做的
[00:19:02.100 --> 00:19:04.100]  在銀行做IT的
[00:19:04.100 --> 00:19:09.100]  他跟他信耶穌的老婆那樣
[00:19:09.100 --> 00:19:10.300]  怎麼說呢?
[00:19:10.300 --> 00:19:11.300]  我每天
[00:19:11.300 --> 00:19:13.700]  我一個星期上六天班
[00:19:13.700 --> 00:19:15.300]  這麼累
[00:19:15.300 --> 00:19:18.300]  星期天當然要補眠
[00:19:18.300 --> 00:19:21.100]  拜託你不要叫我起床去教會
[00:19:21.100 --> 00:19:24.700]  除非你叫你的神給我
[00:19:24.700 --> 00:19:26.700]  星期六不用上班
[00:19:26.700 --> 00:19:30.300]  那我星期天就跟你去教會
[00:19:30.300 --> 00:19:31.900]  這個藉口簡直就是
[00:19:31.900 --> 00:19:35.100]  對神的挑釁
[00:19:35.100 --> 00:19:35.900]  神你這麼厲害
[00:19:35.900 --> 00:19:37.900]  就改變香港所有銀行
[00:19:37.900 --> 00:19:39.900]  叫我星期六不用上班
[00:19:39.900 --> 00:19:42.100]  當時真的沒可能的
[00:19:42.100 --> 00:19:44.100]  我弟弟接受挑戰
[00:19:44.100 --> 00:19:45.700]  不斷向神求
